context: Amagiri Shinmei Style response:	Um...
context: When you're in trouble, you should lean on someone else.\Aside from me,\I'm sure there are other people who'd help you out.\Though I kind of hate to admit it.\As you can see from their previous matches,\these twins focus on attacking only their opponents' weak points.\They create a situation where they have an insurmountable advantage,\and only then do they go on the offensive. response:	They sound like trouble.
context: Aside from me,\I'm sure there are other people who'd help you out.\Though I kind of hate to admit it.\As you can see from their previous matches,\these twins focus on attacking only their opponents' weak points.\They create a situation where they have an insurmountable advantage,\and only then do they go on the offensive.\They sound like trouble. response:	That said, for this match only, there is one thing in our favor.
context: I'm sure there are other people who'd help you out.\Though I kind of hate to admit it.\As you can see from their previous matches,\these twins focus on attacking only their opponents' weak points.\They create a situation where they have an insurmountable advantage,\and only then do they go on the offensive.\They sound like trouble.\That said, for this match only, there is one thing in our favor. response:	In our favor?
context: Though I kind of hate to admit it.\As you can see from their previous matches,\these twins focus on attacking only their opponents' weak points.\They create a situation where they have an insurmountable advantage,\and only then do they go on the offensive.\They sound like trouble.\That said, for this match only, there is one thing in our favor.\In our favor? response:	If it's true that these twins only attack their opponents' flaws,
context: As you can see from their previous matches,\these twins focus on attacking only their opponents' weak points.\They create a situation where they have an insurmountable advantage,\and only then do they go on the offensive.\They sound like trouble.\That said, for this match only, there is one thing in our favor.\In our favor?\If it's true that these twins only attack their opponents' flaws, response:	then this time around, that flaw couldn't be more obvious.
context: these twins focus on attacking only their opponents' weak points.\They create a situation where they have an insurmountable advantage,\and only then do they go on the offensive.\They sound like trouble.\That said, for this match only, there is one thing in our favor.\In our favor?\If it's true that these twins only attack their opponents' flaws,\then this time around, that flaw couldn't be more obvious. response:	My seal, huh?
context: They create a situation where they have an insurmountable advantage,\and only then do they go on the offensive.\They sound like trouble.\That said, for this match only, there is one thing in our favor.\In our favor?\If it's true that these twins only attack their opponents' flaws,\then this time around, that flaw couldn't be more obvious.\My seal, huh? response:	In which case, we should be able to gauge what kind of tactics they'll go for.
context: and only then do they go on the offensive.\They sound like trouble.\That said, for this match only, there is one thing in our favor.\In our favor?\If it's true that these twins only attack their opponents' flaws,\then this time around, that flaw couldn't be more obvious.\My seal, huh?\In which case, we should be able to gauge what kind of tactics they'll go for. response:	Buying time...
context: They sound like trouble.\That said, for this match only, there is one thing in our favor.\In our favor?\If it's true that these twins only attack their opponents' flaws,\then this time around, that flaw couldn't be more obvious.\My seal, huh?\In which case, we should be able to gauge what kind of tactics they'll go for.\Buying time... response:	So with that in mind, how should we counter them?
context: That said, for this match only, there is one thing in our favor.\In our favor?\If it's true that these twins only attack their opponents' flaws,\then this time around, that flaw couldn't be more obvious.\My seal, huh?\In which case, we should be able to gauge what kind of tactics they'll go for.\Buying time...\So with that in mind, how should we counter them? response:	This is the only strategy I could come up with, but...
context: In our favor?\If it's true that these twins only attack their opponents' flaws,\then this time around, that flaw couldn't be more obvious.\My seal, huh?\In which case, we should be able to gauge what kind of tactics they'll go for.\Buying time...\So with that in mind, how should we counter them?\This is the only strategy I could come up with, but... response:	All right, now!
context: If it's true that these twins only attack their opponents' flaws,\then this time around, that flaw couldn't be more obvious.\My seal, huh?\In which case, we should be able to gauge what kind of tactics they'll go for.\Buying time...\So with that in mind, how should we counter them?\This is the only strategy I could come up with, but...\All right, now! response:	At last, the final match of the quarterfinals is upon us!
context: then this time around, that flaw couldn't be more obvious.\My seal, huh?\In which case, we should be able to gauge what kind of tactics they'll go for.\Buying time...\So with that in mind, how should we counter them?\This is the only strategy I could come up with, but...\All right, now!\At last, the final match of the quarterfinals is upon us! response:	SAYA SASAMIYA KIRIN TOUDOU
context: My seal, huh?\In which case, we should be able to gauge what kind of tactics they'll go for.\Buying time...\So with that in mind, how should we counter them?\This is the only strategy I could come up with, but...\All right, now!\At last, the final match of the quarterfinals is upon us!\SAYA SASAMIYA KIRIN TOUDOU response:	DOROTEO LEMUS ELLIOT FORSTER
context: In which case, we should be able to gauge what kind of tactics they'll go for.\Buying time...\So with that in mind, how should we counter them?\This is the only strategy I could come up with, but...\All right, now!\At last, the final match of the quarterfinals is upon us!\SAYA SASAMIYA KIRIN TOUDOU\DOROTEO LEMUS ELLIOT FORSTER response:	ERNESTA KUHNE CAMILLA PARETO
context: Buying time...\So with that in mind, how should we counter them?\This is the only strategy I could come up with, but...\All right, now!\At last, the final match of the quarterfinals is upon us!\SAYA SASAMIYA KIRIN TOUDOU\DOROTEO LEMUS ELLIOT FORSTER\ERNESTA KUHNE CAMILLA PARETO response:	And since all the other matches played at other venues have concluded,
context: So with that in mind, how should we counter them?\This is the only strategy I could come up with, but...\All right, now!\At last, the final match of the quarterfinals is upon us!\SAYA SASAMIYA KIRIN TOUDOU\DOROTEO LEMUS ELLIOT FORSTER\ERNESTA KUHNE CAMILLA PARETO\And since all the other matches played at other venues have concluded, response:	three of the berths for the semifinals have been locked up!
context: This is the only strategy I could come up with, but...\All right, now!\At last, the final match of the quarterfinals is upon us!\SAYA SASAMIYA KIRIN TOUDOU\DOROTEO LEMUS ELLIOT FORSTER\ERNESTA KUHNE CAMILLA PARETO\And since all the other matches played at other venues have concluded,\three of the berths for the semifinals have been locked up! response:	Which team will claim that last semifinal spot?
context: All right, now!\At last, the final match of the quarterfinals is upon us!\SAYA SASAMIYA KIRIN TOUDOU\DOROTEO LEMUS ELLIOT FORSTER\ERNESTA KUHNE CAMILLA PARETO\And since all the other matches played at other venues have concluded,\three of the berths for the semifinals have been locked up!\Which team will claim that last semifinal spot? response:	First, here's the duo from Seidoukan,
context: At last, the final match of the quarterfinals is upon us!\SAYA SASAMIYA KIRIN TOUDOU\DOROTEO LEMUS ELLIOT FORSTER\ERNESTA KUHNE CAMILLA PARETO\And since all the other matches played at other venues have concluded,\three of the berths for the semifinals have been locked up!\Which team will claim that last semifinal spot?\First, here's the duo from Seidoukan, response:	Ayato Amagiri and Julis-Alexia von Riessfeld!
context: SAYA SASAMIYA KIRIN TOUDOU\DOROTEO LEMUS ELLIOT FORSTER\ERNESTA KUHNE CAMILLA PARETO\And since all the other matches played at other venues have concluded,\three of the berths for the semifinals have been locked up!\Which team will claim that last semifinal spot?\First, here's the duo from Seidoukan,\Ayato Amagiri and Julis-Alexia von Riessfeld! response:	And their opponents... the team from Jie Long Seventh Institute,
context: DOROTEO LEMUS ELLIOT FORSTER\ERNESTA KUHNE CAMILLA PARETO\And since all the other matches played at other venues have concluded,\three of the berths for the semifinals have been locked up!\Which team will claim that last semifinal spot?\First, here's the duo from Seidoukan,\Ayato Amagiri and Julis-Alexia von Riessfeld!\And their opponents... the team from Jie Long Seventh Institute, response:	Shenyun Li and Shenhua Li!
context: ERNESTA KUHNE CAMILLA PARETO\And since all the other matches played at other venues have concluded,\three of the berths for the semifinals have been locked up!\Which team will claim that last semifinal spot?\First, here's the duo from Seidoukan,\Ayato Amagiri and Julis-Alexia von Riessfeld!\And their opponents... the team from Jie Long Seventh Institute,\Shenyun Li and Shenhua Li! response:	This is the match to watch! Both teams have taken the field!
context: And since all the other matches played at other venues have concluded,\three of the berths for the semifinals have been locked up!\Which team will claim that last semifinal spot?\First, here's the duo from Seidoukan,\Ayato Amagiri and Julis-Alexia von Riessfeld!\And their opponents... the team from Jie Long Seventh Institute,\Shenyun Li and Shenhua Li!\This is the match to watch! Both teams have taken the field! response:	Such an epic weak point unmasked, yet you didn't run away.
context: three of the berths for the semifinals have been locked up!\Which team will claim that last semifinal spot?\First, here's the duo from Seidoukan,\Ayato Amagiri and Julis-Alexia von Riessfeld!\And their opponents... the team from Jie Long Seventh Institute,\Shenyun Li and Shenhua Li!\This is the match to watch! Both teams have taken the field!\Such an epic weak point unmasked, yet you didn't run away. response:	Either you've got nerves of steel, or you're just stupid.
context: Which team will claim that last semifinal spot?\First, here's the duo from Seidoukan,\Ayato Amagiri and Julis-Alexia von Riessfeld!\And their opponents... the team from Jie Long Seventh Institute,\Shenyun Li and Shenhua Li!\This is the match to watch! Both teams have taken the field!\Such an epic weak point unmasked, yet you didn't run away.\Either you've got nerves of steel, or you're just stupid. response:	Or else, do you actually have some kind of strategy?
context: First, here's the duo from Seidoukan,\Ayato Amagiri and Julis-Alexia von Riessfeld!\And their opponents... the team from Jie Long Seventh Institute,\Shenyun Li and Shenhua Li!\This is the match to watch! Both teams have taken the field!\Such an epic weak point unmasked, yet you didn't run away.\Either you've got nerves of steel, or you're just stupid.\Or else, do you actually have some kind of strategy? response:	Who knows?
context: Ayato Amagiri and Julis-Alexia von Riessfeld!\And their opponents... the team from Jie Long Seventh Institute,\Shenyun Li and Shenhua Li!\This is the match to watch! Both teams have taken the field!\Such an epic weak point unmasked, yet you didn't run away.\Either you've got nerves of steel, or you're just stupid.\Or else, do you actually have some kind of strategy?\Who knows? response:	Only thing is, we don't plan to lose to you.
context: And their opponents... the team from Jie Long Seventh Institute,\Shenyun Li and Shenhua Li!\This is the match to watch! Both teams have taken the field!\Such an epic weak point unmasked, yet you didn't run away.\Either you've got nerves of steel, or you're just stupid.\Or else, do you actually have some kind of strategy?\Who knows?\Only thing is, we don't plan to lose to you. response:	I don't know what you've got up your sleeve, but I'm looking forward to it.
context: Shenyun Li and Shenhua Li!\This is the match to watch! Both teams have taken the field!\Such an epic weak point unmasked, yet you didn't run away.\Either you've got nerves of steel, or you're just stupid.\Or else, do you actually have some kind of strategy?\Who knows?\Only thing is, we don't plan to lose to you.\I don't know what you've got up your sleeve, but I'm looking forward to it. response:	Though we're going to win in the end anyway!
context: This is the match to watch! Both teams have taken the field!\Such an epic weak point unmasked, yet you didn't run away.\Either you've got nerves of steel, or you're just stupid.\Or else, do you actually have some kind of strategy?\Who knows?\Only thing is, we don't plan to lose to you.\I don't know what you've got up your sleeve, but I'm looking forward to it.\Though we're going to win in the end anyway! response:	All we need to do is what we should do.
context: Such an epic weak point unmasked, yet you didn't run away.\Either you've got nerves of steel, or you're just stupid.\Or else, do you actually have some kind of strategy?\Who knows?\Only thing is, we don't plan to lose to you.\I don't know what you've got up your sleeve, but I'm looking forward to it.\Though we're going to win in the end anyway!\All we need to do is what we should do. response:	That's right.
context: Either you've got nerves of steel, or you're just stupid.\Or else, do you actually have some kind of strategy?\Who knows?\Only thing is, we don't plan to lose to you.\I don't know what you've got up your sleeve, but I'm looking forward to it.\Though we're going to win in the end anyway!\All we need to do is what we should do.\That's right. response:	With the sword inside me, I shall break out of this starry prison
context: Or else, do you actually have some kind of strategy?\Who knows?\Only thing is, we don't plan to lose to you.\I don't know what you've got up your sleeve, but I'm looking forward to it.\Though we're going to win in the end anyway!\All we need to do is what we should do.\That's right.\With the sword inside me, I shall break out of this starry prison response:	and release my savage force!
context: Who knows?\Only thing is, we don't plan to lose to you.\I don't know what you've got up your sleeve, but I'm looking forward to it.\Though we're going to win in the end anyway!\All we need to do is what we should do.\That's right.\With the sword inside me, I shall break out of this starry prison\and release my savage force! response:	There it is, there it is!
context: Only thing is, we don't plan to lose to you.\I don't know what you've got up your sleeve, but I'm looking forward to it.\Though we're going to win in the end anyway!\All we need to do is what we should do.\That's right.\With the sword inside me, I shall break out of this starry prison\and release my savage force!\There it is, there it is! response:	Amagiri's performance!
context: I don't know what you've got up your sleeve, but I'm looking forward to it.\Though we're going to win in the end anyway!\All we need to do is what we should do.\That's right.\With the sword inside me, I shall break out of this starry prison\and release my savage force!\There it is, there it is!\Amagiri's performance! response:	No, wait, it's not a performance, is it?
context: Though we're going to win in the end anyway!\All we need to do is what we should do.\That's right.\With the sword inside me, I shall break out of this starry prison\and release my savage force!\There it is, there it is!\Amagiri's performance!\No, wait, it's not a performance, is it? response:	The majority view seems to be
context: All we need to do is what we should do.\That's right.\With the sword inside me, I shall break out of this starry prison\and release my savage force!\There it is, there it is!\Amagiri's performance!\No, wait, it's not a performance, is it?\The majority view seems to be response:	that it's a necessary step for releasing his sealed powers.
context: That's right.\With the sword inside me, I shall break out of this starry prison\and release my savage force!\There it is, there it is!\Amagiri's performance!\No, wait, it's not a performance, is it?\The majority view seems to be\that it's a necessary step for releasing his sealed powers. response:	I see, I see...
context: With the sword inside me, I shall break out of this starry prison\and release my savage force!\There it is, there it is!\Amagiri's performance!\No, wait, it's not a performance, is it?\The majority view seems to be\that it's a necessary step for releasing his sealed powers.\I see, I see... response:	Oh, wait, wouldn't you know, it's time for the match to begin!
context: and release my savage force!\There it is, there it is!\Amagiri's performance!\No, wait, it's not a performance, is it?\The majority view seems to be\that it's a necessary step for releasing his sealed powers.\I see, I see...\Oh, wait, wouldn't you know, it's time for the match to begin! response:	Phoenix Festa, Match 4 of the quarterfinals...
context: There it is, there it is!\Amagiri's performance!\No, wait, it's not a performance, is it?\The majority view seems to be\that it's a necessary step for releasing his sealed powers.\I see, I see...\Oh, wait, wouldn't you know, it's time for the match to begin!\Phoenix Festa, Match 4 of the quarterfinals... response:	Battle start!
context: Amagiri's performance!\No, wait, it's not a performance, is it?\The majority view seems to be\that it's a necessary step for releasing his sealed powers.\I see, I see...\Oh, wait, wouldn't you know, it's time for the match to begin!\Phoenix Festa, Match 4 of the quarterfinals...\Battle start! response:	You're fast.
context: No, wait, it's not a performance, is it?\The majority view seems to be\that it's a necessary step for releasing his sealed powers.\I see, I see...\Oh, wait, wouldn't you know, it's time for the match to begin!\Phoenix Festa, Match 4 of the quarterfinals...\Battle start!\You're fast. response:	But not so fast that I can't dodge it if I can see it coming.
context: The majority view seems to be\that it's a necessary step for releasing his sealed powers.\I see, I see...\Oh, wait, wouldn't you know, it's time for the match to begin!\Phoenix Festa, Match 4 of the quarterfinals...\Battle start!\You're fast.\But not so fast that I can't dodge it if I can see it coming. response:	Burst into bloom, Primrose!
context: that it's a necessary step for releasing his sealed powers.\I see, I see...\Oh, wait, wouldn't you know, it's time for the match to begin!\Phoenix Festa, Match 4 of the quarterfinals...\Battle start!\You're fast.\But not so fast that I can't dodge it if I can see it coming.\Burst into bloom, Primrose! response:	Make it happen at once, Edict!
context: I see, I see...\Oh, wait, wouldn't you know, it's time for the match to begin!\Phoenix Festa, Match 4 of the quarterfinals...\Battle start!\You're fast.\But not so fast that I can't dodge it if I can see it coming.\Burst into bloom, Primrose!\Make it happen at once, Edict! response:	EDICT
context: Oh, wait, wouldn't you know, it's time for the match to begin!\Phoenix Festa, Match 4 of the quarterfinals...\Battle start!\You're fast.\But not so fast that I can't dodge it if I can see it coming.\Burst into bloom, Primrose!\Make it happen at once, Edict!\EDICT response:	What's this?
context: Phoenix Festa, Match 4 of the quarterfinals...\Battle start!\You're fast.\But not so fast that I can't dodge it if I can see it coming.\Burst into bloom, Primrose!\Make it happen at once, Edict!\EDICT\What's this? response:	Whoa! Already a smoke screen this early in the match!
context: Battle start!\You're fast.\But not so fast that I can't dodge it if I can see it coming.\Burst into bloom, Primrose!\Make it happen at once, Edict!\EDICT\What's this?\Whoa! Already a smoke screen this early in the match! response:	Are they planning to fight hidden by the smoke?
context: You're fast.\But not so fast that I can't dodge it if I can see it coming.\Burst into bloom, Primrose!\Make it happen at once, Edict!\EDICT\What's this?\Whoa! Already a smoke screen this early in the match!\Are they planning to fight hidden by the smoke? response:	Who knew they'd go for that?
context: But not so fast that I can't dodge it if I can see it coming.\Burst into bloom, Primrose!\Make it happen at once, Edict!\EDICT\What's this?\Whoa! Already a smoke screen this early in the match!\Are they planning to fight hidden by the smoke?\Who knew they'd go for that? response:	Julis...
context: Burst into bloom, Primrose!\Make it happen at once, Edict!\EDICT\What's this?\Whoa! Already a smoke screen this early in the match!\Are they planning to fight hidden by the smoke?\Who knew they'd go for that?\Julis... response:	This smoke... it's probably fake.
context: Make it happen at once, Edict!\EDICT\What's this?\Whoa! Already a smoke screen this early in the match!\Are they planning to fight hidden by the smoke?\Who knew they'd go for that?\Julis...\This smoke... it's probably fake. response:	I see, a mirage, eh?
context: EDICT\What's this?\Whoa! Already a smoke screen this early in the match!\Are they planning to fight hidden by the smoke?\Who knew they'd go for that?\Julis...\This smoke... it's probably fake.\I see, a mirage, eh? response:	Hey, we can't see a thing!
context: What's this?\Whoa! Already a smoke screen this early in the match!\Are they planning to fight hidden by the smoke?\Who knew they'd go for that?\Julis...\This smoke... it's probably fake.\I see, a mirage, eh?\Hey, we can't see a thing! response:	Show us the match!
context: Whoa! Already a smoke screen this early in the match!\Are they planning to fight hidden by the smoke?\Who knew they'd go for that?\Julis...\This smoke... it's probably fake.\I see, a mirage, eh?\Hey, we can't see a thing!\Show us the match! response:	Really,
context: Are they planning to fight hidden by the smoke?\Who knew they'd go for that?\Julis...\This smoke... it's probably fake.\I see, a mirage, eh?\Hey, we can't see a thing!\Show us the match!\Really, response:	audiences these days are so impatient.
context: Who knew they'd go for that?\Julis...\This smoke... it's probably fake.\I see, a mirage, eh?\Hey, we can't see a thing!\Show us the match!\Really,\audiences these days are so impatient. response:	Well, I guess that was enough for our purposes.
context: Julis...\This smoke... it's probably fake.\I see, a mirage, eh?\Hey, we can't see a thing!\Show us the match!\Really,\audiences these days are so impatient.\Well, I guess that was enough for our purposes. response:	All right, one minute has passed since the match began!
context: This smoke... it's probably fake.\I see, a mirage, eh?\Hey, we can't see a thing!\Show us the match!\Really,\audiences these days are so impatient.\Well, I guess that was enough for our purposes.\All right, one minute has passed since the match began! response:	For Amagiri, who can only manifest his powers up to five minutes,
context: I see, a mirage, eh?\Hey, we can't see a thing!\Show us the match!\Really,\audiences these days are so impatient.\Well, I guess that was enough for our purposes.\All right, one minute has passed since the match began!\For Amagiri, who can only manifest his powers up to five minutes, response:	this one minute is significant.
context: Hey, we can't see a thing!\Show us the match!\Really,\audiences these days are so impatient.\Well, I guess that was enough for our purposes.\All right, one minute has passed since the match began!\For Amagiri, who can only manifest his powers up to five minutes,\this one minute is significant. response:	Talk about twisted personalities!
context: Show us the match!\Really,\audiences these days are so impatient.\Well, I guess that was enough for our purposes.\All right, one minute has passed since the match began!\For Amagiri, who can only manifest his powers up to five minutes,\this one minute is significant.\Talk about twisted personalities! response:	Hey, those two are pretty impatient, too!
context: Really,\audiences these days are so impatient.\Well, I guess that was enough for our purposes.\All right, one minute has passed since the match began!\For Amagiri, who can only manifest his powers up to five minutes,\this one minute is significant.\Talk about twisted personalities!\Hey, those two are pretty impatient, too! response:	All right, then, shall I?
context: audiences these days are so impatient.\Well, I guess that was enough for our purposes.\All right, one minute has passed since the match began!\For Amagiri, who can only manifest his powers up to five minutes,\this one minute is significant.\Talk about twisted personalities!\Hey, those two are pretty impatient, too!\All right, then, shall I? response:	Now, then, it looks like we're ready to go,
context: Well, I guess that was enough for our purposes.\All right, one minute has passed since the match began!\For Amagiri, who can only manifest his powers up to five minutes,\this one minute is significant.\Talk about twisted personalities!\Hey, those two are pretty impatient, too!\All right, then, shall I?\Now, then, it looks like we're ready to go, response:	but waiting for you to make a move would be a bit dull, no?
context: All right, one minute has passed since the match began!\For Amagiri, who can only manifest his powers up to five minutes,\this one minute is significant.\Talk about twisted personalities!\Hey, those two are pretty impatient, too!\All right, then, shall I?\Now, then, it looks like we're ready to go,\but waiting for you to make a move would be a bit dull, no? response:	Yes, and it would probably bore the audience, as well.
context: For Amagiri, who can only manifest his powers up to five minutes,\this one minute is significant.\Talk about twisted personalities!\Hey, those two are pretty impatient, too!\All right, then, shall I?\Now, then, it looks like we're ready to go,\but waiting for you to make a move would be a bit dull, no?\Yes, and it would probably bore the audience, as well. response:	We need to get everyone pumped up, or we might get booed again.
context: this one minute is significant.\Talk about twisted personalities!\Hey, those two are pretty impatient, too!\All right, then, shall I?\Now, then, it looks like we're ready to go,\but waiting for you to make a move would be a bit dull, no?\Yes, and it would probably bore the audience, as well.\We need to get everyone pumped up, or we might get booed again. response:	Therefore...
context: Talk about twisted personalities!\Hey, those two are pretty impatient, too!\All right, then, shall I?\Now, then, it looks like we're ready to go,\but waiting for you to make a move would be a bit dull, no?\Yes, and it would probably bore the audience, as well.\We need to get everyone pumped up, or we might get booed again.\Therefore... response:	Why don't we make a big splash here?
context: Hey, those two are pretty impatient, too!\All right, then, shall I?\Now, then, it looks like we're ready to go,\but waiting for you to make a move would be a bit dull, no?\Yes, and it would probably bore the audience, as well.\We need to get everyone pumped up, or we might get booed again.\Therefore...\Why don't we make a big splash here? response:	Ayato, watch your back.
context: All right, then, shall I?\Now, then, it looks like we're ready to go,\but waiting for you to make a move would be a bit dull, no?\Yes, and it would probably bore the audience, as well.\We need to get everyone pumped up, or we might get booed again.\Therefore...\Why don't we make a big splash here?\Ayato, watch your back. response:	But there's only one who's real among them, right?
context: Now, then, it looks like we're ready to go,\but waiting for you to make a move would be a bit dull, no?\Yes, and it would probably bore the audience, as well.\We need to get everyone pumped up, or we might get booed again.\Therefore...\Why don't we make a big splash here?\Ayato, watch your back.\But there's only one who's real among them, right? response:	Well, that's true, but...
context: but waiting for you to make a move would be a bit dull, no?\Yes, and it would probably bore the audience, as well.\We need to get everyone pumped up, or we might get booed again.\Therefore...\Why don't we make a big splash here?\Ayato, watch your back.\But there's only one who's real among them, right?\Well, that's true, but... response:	So that was an illusion?
context: Yes, and it would probably bore the audience, as well.\We need to get everyone pumped up, or we might get booed again.\Therefore...\Why don't we make a big splash here?\Ayato, watch your back.\But there's only one who's real among them, right?\Well, that's true, but...\So that was an illusion? response:	Too bad! Wrong one!
context: We need to get everyone pumped up, or we might get booed again.\Therefore...\Why don't we make a big splash here?\Ayato, watch your back.\But there's only one who's real among them, right?\Well, that's true, but...\So that was an illusion?\Too bad! Wrong one! response:	Explode!
context: Therefore...\Why don't we make a big splash here?\Ayato, watch your back.\But there's only one who's real among them, right?\Well, that's true, but...\So that was an illusion?\Too bad! Wrong one!\Explode! response:	Ayato! Are you all right?
context: Why don't we make a big splash here?\Ayato, watch your back.\But there's only one who's real among them, right?\Well, that's true, but...\So that was an illusion?\Too bad! Wrong one!\Explode!\Ayato! Are you all right? response:	Have you forgotten about me?
context: Ayato, watch your back.\But there's only one who's real among them, right?\Well, that's true, but...\So that was an illusion?\Too bad! Wrong one!\Explode!\Ayato! Are you all right?\Have you forgotten about me? response:	That just won't do!
context: But there's only one who's real among them, right?\Well, that's true, but...\So that was an illusion?\Too bad! Wrong one!\Explode!\Ayato! Are you all right?\Have you forgotten about me?\That just won't do! response:	Julis!
context: Well, that's true, but...\So that was an illusion?\Too bad! Wrong one!\Explode!\Ayato! Are you all right?\Have you forgotten about me?\That just won't do!\Julis! response:	I'm fine.
context: So that was an illusion?\Too bad! Wrong one!\Explode!\Ayato! Are you all right?\Have you forgotten about me?\That just won't do!\Julis!\I'm fine. response:	But the thing is, we're out of time.
context: Too bad! Wrong one!\Explode!\Ayato! Are you all right?\Have you forgotten about me?\That just won't do!\Julis!\I'm fine.\But the thing is, we're out of time. response:	I'll cover you, so you take out Shenyun first.
context: Explode!\Ayato! Are you all right?\Have you forgotten about me?\That just won't do!\Julis!\I'm fine.\But the thing is, we're out of time.\I'll cover you, so you take out Shenyun first. response:	All right.
context: Ayato! Are you all right?\Have you forgotten about me?\That just won't do!\Julis!\I'm fine.\But the thing is, we're out of time.\I'll cover you, so you take out Shenyun first.\All right. response:	Burst into bloom...
context: Have you forgotten about me?\That just won't do!\Julis!\I'm fine.\But the thing is, we're out of time.\I'll cover you, so you take out Shenyun first.\All right.\Burst into bloom... response:	Livingstone Daisy!
context: That just won't do!\Julis!\I'm fine.\But the thing is, we're out of time.\I'll cover you, so you take out Shenyun first.\All right.\Burst into bloom...\Livingstone Daisy! response:	So they're coming after me, after all?
context: Julis!\I'm fine.\But the thing is, we're out of time.\I'll cover you, so you take out Shenyun first.\All right.\Burst into bloom...\Livingstone Daisy!\So they're coming after me, after all? response:	You really should be careful.
context: I'm fine.\But the thing is, we're out of time.\I'll cover you, so you take out Shenyun first.\All right.\Burst into bloom...\Livingstone Daisy!\So they're coming after me, after all?\You really should be careful. response:	Since you can't see the talismans Shenhua released.
context: But the thing is, we're out of time.\I'll cover you, so you take out Shenyun first.\All right.\Burst into bloom...\Livingstone Daisy!\So they're coming after me, after all?\You really should be careful.\Since you can't see the talismans Shenhua released. response:	Released?
context: I'll cover you, so you take out Shenyun first.\All right.\Burst into bloom...\Livingstone Daisy!\So they're coming after me, after all?\You really should be careful.\Since you can't see the talismans Shenhua released.\Released? response:	While that smoke screen was up, huh?
context: All right.\Burst into bloom...\Livingstone Daisy!\So they're coming after me, after all?\You really should be careful.\Since you can't see the talismans Shenhua released.\Released?\While that smoke screen was up, huh? response:	If that's the case, all we have to do is burn them all away!
context: Burst into bloom...\Livingstone Daisy!\So they're coming after me, after all?\You really should be careful.\Since you can't see the talismans Shenhua released.\Released?\While that smoke screen was up, huh?\If that's the case, all we have to do is burn them all away! response:	I told you...
context: Livingstone Daisy!\So they're coming after me, after all?\You really should be careful.\Since you can't see the talismans Shenhua released.\Released?\While that smoke screen was up, huh?\If that's the case, all we have to do is burn them all away!\I told you... response:	I'm in this battle, too, you know.
context: So they're coming after me, after all?\You really should be careful.\Since you can't see the talismans Shenhua released.\Released?\While that smoke screen was up, huh?\If that's the case, all we have to do is burn them all away!\I told you...\I'm in this battle, too, you know. response:	Summoning Thunder!
context: You really should be careful.\Since you can't see the talismans Shenhua released.\Released?\While that smoke screen was up, huh?\If that's the case, all we have to do is burn them all away!\I told you...\I'm in this battle, too, you know.\Summoning Thunder! response:	Julis!
context: Since you can't see the talismans Shenhua released.\Released?\While that smoke screen was up, huh?\If that's the case, all we have to do is burn them all away!\I told you...\I'm in this battle, too, you know.\Summoning Thunder!\Julis! response:	Ayato!
context: Released?\While that smoke screen was up, huh?\If that's the case, all we have to do is burn them all away!\I told you...\I'm in this battle, too, you know.\Summoning Thunder!\Julis!\Ayato! response:	Don't worry about me! You take out Shenyun!
context: While that smoke screen was up, huh?\If that's the case, all we have to do is burn them all away!\I told you...\I'm in this battle, too, you know.\Summoning Thunder!\Julis!\Ayato!\Don't worry about me! You take out Shenyun! response:	All right!
context: If that's the case, all we have to do is burn them all away!\I told you...\I'm in this battle, too, you know.\Summoning Thunder!\Julis!\Ayato!\Don't worry about me! You take out Shenyun!\All right! response:	Not bad.
context: I told you...\I'm in this battle, too, you know.\Summoning Thunder!\Julis!\Ayato!\Don't worry about me! You take out Shenyun!\All right!\Not bad. response:	It'll be the same if I slash all five of them!
context: I'm in this battle, too, you know.\Summoning Thunder!\Julis!\Ayato!\Don't worry about me! You take out Shenyun!\All right!\Not bad.\It'll be the same if I slash all five of them! response:	Too bad. You guessed wrong again.
context: Summoning Thunder!\Julis!\Ayato!\Don't worry about me! You take out Shenyun!\All right!\Not bad.\It'll be the same if I slash all five of them!\Too bad. You guessed wrong again. response:	Two more to go...
context: Julis!\Ayato!\Don't worry about me! You take out Shenyun!\All right!\Not bad.\It'll be the same if I slash all five of them!\Too bad. You guessed wrong again.\Two more to go... response:	Which is the real one?
context: Ayato!\Don't worry about me! You take out Shenyun!\All right!\Not bad.\It'll be the same if I slash all five of them!\Too bad. You guessed wrong again.\Two more to go...\Which is the real one? response:	Amagiri Shinmei Style First Sword...
context: Don't worry about me! You take out Shenyun!\All right!\Not bad.\It'll be the same if I slash all five of them!\Too bad. You guessed wrong again.\Two more to go...\Which is the real one?\Amagiri Shinmei Style First Sword... response:	Twin Dragons!
context: All right!\Not bad.\It'll be the same if I slash all five of them!\Too bad. You guessed wrong again.\Two more to go...\Which is the real one?\Amagiri Shinmei Style First Sword...\Twin Dragons! response:	Another one?!
context: Not bad.\It'll be the same if I slash all five of them!\Too bad. You guessed wrong again.\Two more to go...\Which is the real one?\Amagiri Shinmei Style First Sword...\Twin Dragons!\Another one?! response:	Oh, my, have you reached your limit?
context: It'll be the same if I slash all five of them!\Too bad. You guessed wrong again.\Two more to go...\Which is the real one?\Amagiri Shinmei Style First Sword...\Twin Dragons!\Another one?!\Oh, my, have you reached your limit? response:	Ayato!
