context: Closing Ceremony response:	Congratulations on your win, Suiryu!
context: I'll remake this world with only those of my own choosing.\And all of you fail.\Begone.\This is nothing!\What?!\And in my eyes, you just failed.\Entertain me a little more.\You fool! response:	They're too fast! I can't see anything!
context: And all of you fail.\Begone.\This is nothing!\What?!\And in my eyes, you just failed.\Entertain me a little more.\You fool!\They're too fast! I can't see anything! response:	Dark Body Quake Tiger Fist!
context: Begone.\This is nothing!\What?!\And in my eyes, you just failed.\Entertain me a little more.\You fool!\They're too fast! I can't see anything!\Dark Body Quake Tiger Fist! response:	Dark Body Phoenix Rising Fist!
context: This is nothing!\What?!\And in my eyes, you just failed.\Entertain me a little more.\You fool!\They're too fast! I can't see anything!\Dark Body Quake Tiger Fist!\Dark Body Phoenix Rising Fist! response:	Way to go!
context: What?!\And in my eyes, you just failed.\Entertain me a little more.\You fool!\They're too fast! I can't see anything!\Dark Body Quake Tiger Fist!\Dark Body Phoenix Rising Fist!\Way to go! response:	Ouch... I haven't bled in a long time.
context: And in my eyes, you just failed.\Entertain me a little more.\You fool!\They're too fast! I can't see anything!\Dark Body Quake Tiger Fist!\Dark Body Phoenix Rising Fist!\Way to go!\Ouch... I haven't bled in a long time. response:	This monsterization stuff sure is wild.
context: Entertain me a little more.\You fool!\They're too fast! I can't see anything!\Dark Body Quake Tiger Fist!\Dark Body Phoenix Rising Fist!\Way to go!\Ouch... I haven't bled in a long time.\This monsterization stuff sure is wild. response:	They all became way stronger.
context: You fool!\They're too fast! I can't see anything!\Dark Body Quake Tiger Fist!\Dark Body Phoenix Rising Fist!\Way to go!\Ouch... I haven't bled in a long time.\This monsterization stuff sure is wild.\They all became way stronger. response:	You know, it would be a waste to just kill you.
context: They're too fast! I can't see anything!\Dark Body Quake Tiger Fist!\Dark Body Phoenix Rising Fist!\Way to go!\Ouch... I haven't bled in a long time.\This monsterization stuff sure is wild.\They all became way stronger.\You know, it would be a waste to just kill you. response:	I'll still let you change your mind.
context: Dark Body Quake Tiger Fist!\Dark Body Phoenix Rising Fist!\Way to go!\Ouch... I haven't bled in a long time.\This monsterization stuff sure is wild.\They all became way stronger.\You know, it would be a waste to just kill you.\I'll still let you change your mind. response:	The world will eventually belong to the monsters.
context: Dark Body Phoenix Rising Fist!\Way to go!\Ouch... I haven't bled in a long time.\This monsterization stuff sure is wild.\They all became way stronger.\You know, it would be a waste to just kill you.\I'll still let you change your mind.\The world will eventually belong to the monsters. response:	That means the strong can go as crazy as they want,
context: Way to go!\Ouch... I haven't bled in a long time.\This monsterization stuff sure is wild.\They all became way stronger.\You know, it would be a waste to just kill you.\I'll still let you change your mind.\The world will eventually belong to the monsters.\That means the strong can go as crazy as they want, response:	kill all they want, and enjoy true freedom.
context: Ouch... I haven't bled in a long time.\This monsterization stuff sure is wild.\They all became way stronger.\You know, it would be a waste to just kill you.\I'll still let you change your mind.\The world will eventually belong to the monsters.\That means the strong can go as crazy as they want,\kill all they want, and enjoy true freedom. response:	It'll be a world of blood and violence.
context: This monsterization stuff sure is wild.\They all became way stronger.\You know, it would be a waste to just kill you.\I'll still let you change your mind.\The world will eventually belong to the monsters.\That means the strong can go as crazy as they want,\kill all they want, and enjoy true freedom.\It'll be a world of blood and violence. response:	You can live an enjoyable life as a monster.
context: They all became way stronger.\You know, it would be a waste to just kill you.\I'll still let you change your mind.\The world will eventually belong to the monsters.\That means the strong can go as crazy as they want,\kill all they want, and enjoy true freedom.\It'll be a world of blood and violence.\You can live an enjoyable life as a monster. response:	Not a bad deal, is it?
context: You know, it would be a waste to just kill you.\I'll still let you change your mind.\The world will eventually belong to the monsters.\That means the strong can go as crazy as they want,\kill all they want, and enjoy true freedom.\It'll be a world of blood and violence.\You can live an enjoyable life as a monster.\Not a bad deal, is it? response:	Don't tell me...
context: I'll still let you change your mind.\The world will eventually belong to the monsters.\That means the strong can go as crazy as they want,\kill all they want, and enjoy true freedom.\It'll be a world of blood and violence.\You can live an enjoyable life as a monster.\Not a bad deal, is it?\Don't tell me... response:	I see.
context: The world will eventually belong to the monsters.\That means the strong can go as crazy as they want,\kill all they want, and enjoy true freedom.\It'll be a world of blood and violence.\You can live an enjoyable life as a monster.\Not a bad deal, is it?\Don't tell me...\I see. response:	You're saying it doesn't matter what the world's like,
context: That means the strong can go as crazy as they want,\kill all they want, and enjoy true freedom.\It'll be a world of blood and violence.\You can live an enjoyable life as a monster.\Not a bad deal, is it?\Don't tell me...\I see.\You're saying it doesn't matter what the world's like, response:	as long as you enjoy yourself...
context: kill all they want, and enjoy true freedom.\It'll be a world of blood and violence.\You can live an enjoyable life as a monster.\Not a bad deal, is it?\Don't tell me...\I see.\You're saying it doesn't matter what the world's like,\as long as you enjoy yourself... response:	Well, sorry... but the last thing I ever want to be is as ugly as you!
context: It'll be a world of blood and violence.\You can live an enjoyable life as a monster.\Not a bad deal, is it?\Don't tell me...\I see.\You're saying it doesn't matter what the world's like,\as long as you enjoy yourself...\Well, sorry... but the last thing I ever want to be is as ugly as you! response:	Dark Body Flying Dragon Fist!
context: You can live an enjoyable life as a monster.\Not a bad deal, is it?\Don't tell me...\I see.\You're saying it doesn't matter what the world's like,\as long as you enjoy yourself...\Well, sorry... but the last thing I ever want to be is as ugly as you!\Dark Body Flying Dragon Fist! response:	Yes!
context: Not a bad deal, is it?\Don't tell me...\I see.\You're saying it doesn't matter what the world's like,\as long as you enjoy yourself...\Well, sorry... but the last thing I ever want to be is as ugly as you!\Dark Body Flying Dragon Fist!\Yes! response:	Then you get to die.
context: Don't tell me...\I see.\You're saying it doesn't matter what the world's like,\as long as you enjoy yourself...\Well, sorry... but the last thing I ever want to be is as ugly as you!\Dark Body Flying Dragon Fist!\Yes!\Then you get to die. response:	Watchdog Man!
context: I see.\You're saying it doesn't matter what the world's like,\as long as you enjoy yourself...\Well, sorry... but the last thing I ever want to be is as ugly as you!\Dark Body Flying Dragon Fist!\Yes!\Then you get to die.\Watchdog Man! response:	You're awesome!
context: You're saying it doesn't matter what the world's like,\as long as you enjoy yourself...\Well, sorry... but the last thing I ever want to be is as ugly as you!\Dark Body Flying Dragon Fist!\Yes!\Then you get to die.\Watchdog Man!\You're awesome! response:	Thank you!
context: as long as you enjoy yourself...\Well, sorry... but the last thing I ever want to be is as ugly as you!\Dark Body Flying Dragon Fist!\Yes!\Then you get to die.\Watchdog Man!\You're awesome!\Thank you! response:	You really are the guardian deity of City Q!
context: Well, sorry... but the last thing I ever want to be is as ugly as you!\Dark Body Flying Dragon Fist!\Yes!\Then you get to die.\Watchdog Man!\You're awesome!\Thank you!\You really are the guardian deity of City Q! response:	I guess he really is a Class S hero.
context: Dark Body Flying Dragon Fist!\Yes!\Then you get to die.\Watchdog Man!\You're awesome!\Thank you!\You really are the guardian deity of City Q!\I guess he really is a Class S hero. response:	Just before I started my hunt, monsters suddenly attacked.
context: Yes!\Then you get to die.\Watchdog Man!\You're awesome!\Thank you!\You really are the guardian deity of City Q!\I guess he really is a Class S hero.\Just before I started my hunt, monsters suddenly attacked. response:	I was amazed at how powerful and fast he was in that battle,
context: Then you get to die.\Watchdog Man!\You're awesome!\Thank you!\You really are the guardian deity of City Q!\I guess he really is a Class S hero.\Just before I started my hunt, monsters suddenly attacked.\I was amazed at how powerful and fast he was in that battle, response:	but it's nothing.
context: Watchdog Man!\You're awesome!\Thank you!\You really are the guardian deity of City Q!\I guess he really is a Class S hero.\Just before I started my hunt, monsters suddenly attacked.\I was amazed at how powerful and fast he was in that battle,\but it's nothing. response:	I can deal with him just fine.
context: You're awesome!\Thank you!\You really are the guardian deity of City Q!\I guess he really is a Class S hero.\Just before I started my hunt, monsters suddenly attacked.\I was amazed at how powerful and fast he was in that battle,\but it's nothing.\I can deal with him just fine. response:	Watchdog Man, it's your turn to be hunted!
context: Thank you!\You really are the guardian deity of City Q!\I guess he really is a Class S hero.\Just before I started my hunt, monsters suddenly attacked.\I was amazed at how powerful and fast he was in that battle,\but it's nothing.\I can deal with him just fine.\Watchdog Man, it's your turn to be hunted! response:	Are you human, or are you a monster?
context: You really are the guardian deity of City Q!\I guess he really is a Class S hero.\Just before I started my hunt, monsters suddenly attacked.\I was amazed at how powerful and fast he was in that battle,\but it's nothing.\I can deal with him just fine.\Watchdog Man, it's your turn to be hunted!\Are you human, or are you a monster? response:	Fist of Flowing Water Crushed Rock!
context: I guess he really is a Class S hero.\Just before I started my hunt, monsters suddenly attacked.\I was amazed at how powerful and fast he was in that battle,\but it's nothing.\I can deal with him just fine.\Watchdog Man, it's your turn to be hunted!\Are you human, or are you a monster?\Fist of Flowing Water Crushed Rock! response:	I didn't say, Shake!
context: Just before I started my hunt, monsters suddenly attacked.\I was amazed at how powerful and fast he was in that battle,\but it's nothing.\I can deal with him just fine.\Watchdog Man, it's your turn to be hunted!\Are you human, or are you a monster?\Fist of Flowing Water Crushed Rock!\I didn't say, Shake! response:	He does have speed and power, if nothing else.
context: I was amazed at how powerful and fast he was in that battle,\but it's nothing.\I can deal with him just fine.\Watchdog Man, it's your turn to be hunted!\Are you human, or are you a monster?\Fist of Flowing Water Crushed Rock!\I didn't say, Shake!\He does have speed and power, if nothing else. response:	But he's inhuman!
context: but it's nothing.\I can deal with him just fine.\Watchdog Man, it's your turn to be hunted!\Are you human, or are you a monster?\Fist of Flowing Water Crushed Rock!\I didn't say, Shake!\He does have speed and power, if nothing else.\But he's inhuman! response:	What? You done already?
context: I can deal with him just fine.\Watchdog Man, it's your turn to be hunted!\Are you human, or are you a monster?\Fist of Flowing Water Crushed Rock!\I didn't say, Shake!\He does have speed and power, if nothing else.\But he's inhuman!\What? You done already? response:	Stand up. I'll give you three seconds.
context: Watchdog Man, it's your turn to be hunted!\Are you human, or are you a monster?\Fist of Flowing Water Crushed Rock!\I didn't say, Shake!\He does have speed and power, if nothing else.\But he's inhuman!\What? You done already?\Stand up. I'll give you three seconds. response:	Three, two, one...
context: Are you human, or are you a monster?\Fist of Flowing Water Crushed Rock!\I didn't say, Shake!\He does have speed and power, if nothing else.\But he's inhuman!\What? You done already?\Stand up. I'll give you three seconds.\Three, two, one... response:	Good, good... Keep fighting back, as if your life depends on it!
context: Fist of Flowing Water Crushed Rock!\I didn't say, Shake!\He does have speed and power, if nothing else.\But he's inhuman!\What? You done already?\Stand up. I'll give you three seconds.\Three, two, one...\Good, good... Keep fighting back, as if your life depends on it! response:	Damn it... He's not even flinching.
context: I didn't say, Shake!\He does have speed and power, if nothing else.\But he's inhuman!\What? You done already?\Stand up. I'll give you three seconds.\Three, two, one...\Good, good... Keep fighting back, as if your life depends on it!\Damn it... He's not even flinching. response:	What do I do?
context: He does have speed and power, if nothing else.\But he's inhuman!\What? You done already?\Stand up. I'll give you three seconds.\Three, two, one...\Good, good... Keep fighting back, as if your life depends on it!\Damn it... He's not even flinching.\What do I do? response:	You can take care of those guys, too.
context: But he's inhuman!\What? You done already?\Stand up. I'll give you three seconds.\Three, two, one...\Good, good... Keep fighting back, as if your life depends on it!\Damn it... He's not even flinching.\What do I do?\You can take care of those guys, too. response:	Well, this isn't good...
context: What? You done already?\Stand up. I'll give you three seconds.\Three, two, one...\Good, good... Keep fighting back, as if your life depends on it!\Damn it... He's not even flinching.\What do I do?\You can take care of those guys, too.\Well, this isn't good... response:	Come on, now, pay attention!
context: Stand up. I'll give you three seconds.\Three, two, one...\Good, good... Keep fighting back, as if your life depends on it!\Damn it... He's not even flinching.\What do I do?\You can take care of those guys, too.\Well, this isn't good...\Come on, now, pay attention! response:	It broke...
context: Three, two, one...\Good, good... Keep fighting back, as if your life depends on it!\Damn it... He's not even flinching.\What do I do?\You can take care of those guys, too.\Well, this isn't good...\Come on, now, pay attention!\It broke... response:	Well? What's the matter?
context: Good, good... Keep fighting back, as if your life depends on it!\Damn it... He's not even flinching.\What do I do?\You can take care of those guys, too.\Well, this isn't good...\Come on, now, pay attention!\It broke...\Well? What's the matter? response:	Stand up. I'll give you three seconds.
context: Damn it... He's not even flinching.\What do I do?\You can take care of those guys, too.\Well, this isn't good...\Come on, now, pay attention!\It broke...\Well? What's the matter?\Stand up. I'll give you three seconds. response:	Three, two, one...
context: What do I do?\You can take care of those guys, too.\Well, this isn't good...\Come on, now, pay attention!\It broke...\Well? What's the matter?\Stand up. I'll give you three seconds.\Three, two, one... response:	Dark Body Quake Tiger Fist!
context: You can take care of those guys, too.\Well, this isn't good...\Come on, now, pay attention!\It broke...\Well? What's the matter?\Stand up. I'll give you three seconds.\Three, two, one...\Dark Body Quake Tiger Fist! response:	H-He caught my strongest attack?!
context: Well, this isn't good...\Come on, now, pay attention!\It broke...\Well? What's the matter?\Stand up. I'll give you three seconds.\Three, two, one...\Dark Body Quake Tiger Fist!\H-He caught my strongest attack?! response:	He's strong...
context: Come on, now, pay attention!\It broke...\Well? What's the matter?\Stand up. I'll give you three seconds.\Three, two, one...\Dark Body Quake Tiger Fist!\H-He caught my strongest attack?!\He's strong... response:	He surpasses me in every way...
context: It broke...\Well? What's the matter?\Stand up. I'll give you three seconds.\Three, two, one...\Dark Body Quake Tiger Fist!\H-He caught my strongest attack?!\He's strong...\He surpasses me in every way... response:	S-So this is... a monster?
context: Well? What's the matter?\Stand up. I'll give you three seconds.\Three, two, one...\Dark Body Quake Tiger Fist!\H-He caught my strongest attack?!\He's strong...\He surpasses me in every way...\S-So this is... a monster? response:	Hey, guys. You get some good grub today.
context: Stand up. I'll give you three seconds.\Three, two, one...\Dark Body Quake Tiger Fist!\H-He caught my strongest attack?!\He's strong...\He surpasses me in every way...\S-So this is... a monster?\Hey, guys. You get some good grub today. response:	Enjoy your meal!
context: Three, two, one...\Dark Body Quake Tiger Fist!\H-He caught my strongest attack?!\He's strong...\He surpasses me in every way...\S-So this is... a monster?\Hey, guys. You get some good grub today.\Enjoy your meal! response:	They were my disciples.
context: Dark Body Quake Tiger Fist!\H-He caught my strongest attack?!\He's strong...\He surpasses me in every way...\S-So this is... a monster?\Hey, guys. You get some good grub today.\Enjoy your meal!\They were my disciples. response:	But they were mentally weak,
context: H-He caught my strongest attack?!\He's strong...\He surpasses me in every way...\S-So this is... a monster?\Hey, guys. You get some good grub today.\Enjoy your meal!\They were my disciples.\But they were mentally weak, response:	so when they turned into monsters, they lost their sense of self.
context: He's strong...\He surpasses me in every way...\S-So this is... a monster?\Hey, guys. You get some good grub today.\Enjoy your meal!\They were my disciples.\But they were mentally weak,\so when they turned into monsters, they lost their sense of self. response:	Damn it!
context: He surpasses me in every way...\S-So this is... a monster?\Hey, guys. You get some good grub today.\Enjoy your meal!\They were my disciples.\But they were mentally weak,\so when they turned into monsters, they lost their sense of self.\Damn it! response:	This isn't good!
context: S-So this is... a monster?\Hey, guys. You get some good grub today.\Enjoy your meal!\They were my disciples.\But they were mentally weak,\so when they turned into monsters, they lost their sense of self.\Damn it!\This isn't good! response:	Hey, you! I'm in trouble here! Lend me a hand!
context: Hey, guys. You get some good grub today.\Enjoy your meal!\They were my disciples.\But they were mentally weak,\so when they turned into monsters, they lost their sense of self.\Damn it!\This isn't good!\Hey, you! I'm in trouble here! Lend me a hand! response:	Suiryu.
context: Enjoy your meal!\They were my disciples.\But they were mentally weak,\so when they turned into monsters, they lost their sense of self.\Damn it!\This isn't good!\Hey, you! I'm in trouble here! Lend me a hand!\Suiryu. response:	After observing the finals, I've realized that you're stronger than me.
context: They were my disciples.\But they were mentally weak,\so when they turned into monsters, they lost their sense of self.\Damn it!\This isn't good!\Hey, you! I'm in trouble here! Lend me a hand!\Suiryu.\After observing the finals, I've realized that you're stronger than me. response:	There's no way that I can beat you. I'll admit that.
context: But they were mentally weak,\so when they turned into monsters, they lost their sense of self.\Damn it!\This isn't good!\Hey, you! I'm in trouble here! Lend me a hand!\Suiryu.\After observing the finals, I've realized that you're stronger than me.\There's no way that I can beat you. I'll admit that. response:	But now, you're on the verge of death.
context: so when they turned into monsters, they lost their sense of self.\Damn it!\This isn't good!\Hey, you! I'm in trouble here! Lend me a hand!\Suiryu.\After observing the finals, I've realized that you're stronger than me.\There's no way that I can beat you. I'll admit that.\But now, you're on the verge of death. response:	How ironic.
context: Damn it!\This isn't good!\Hey, you! I'm in trouble here! Lend me a hand!\Suiryu.\After observing the finals, I've realized that you're stronger than me.\There's no way that I can beat you. I'll admit that.\But now, you're on the verge of death.\How ironic. response:	You may have taken the top position in human society,
context: This isn't good!\Hey, you! I'm in trouble here! Lend me a hand!\Suiryu.\After observing the finals, I've realized that you're stronger than me.\There's no way that I can beat you. I'll admit that.\But now, you're on the verge of death.\How ironic.\You may have taken the top position in human society, response:	but you don't stand a chance against these monsters.
context: Hey, you! I'm in trouble here! Lend me a hand!\Suiryu.\After observing the finals, I've realized that you're stronger than me.\There's no way that I can beat you. I'll admit that.\But now, you're on the verge of death.\How ironic.\You may have taken the top position in human society,\but you don't stand a chance against these monsters. response:	That's why I'm asking for your help!
context: Suiryu.\After observing the finals, I've realized that you're stronger than me.\There's no way that I can beat you. I'll admit that.\But now, you're on the verge of death.\How ironic.\You may have taken the top position in human society,\but you don't stand a chance against these monsters.\That's why I'm asking for your help! response:	I've made up my mind.
context: After observing the finals, I've realized that you're stronger than me.\There's no way that I can beat you. I'll admit that.\But now, you're on the verge of death.\How ironic.\You may have taken the top position in human society,\but you don't stand a chance against these monsters.\That's why I'm asking for your help!\I've made up my mind. response:	I'm going to become a monster, as well.
context: There's no way that I can beat you. I'll admit that.\But now, you're on the verge of death.\How ironic.\You may have taken the top position in human society,\but you don't stand a chance against these monsters.\That's why I'm asking for your help!\I've made up my mind.\I'm going to become a monster, as well. response:	You can just die right here.
context: But now, you're on the verge of death.\How ironic.\You may have taken the top position in human society,\but you don't stand a chance against these monsters.\That's why I'm asking for your help!\I've made up my mind.\I'm going to become a monster, as well.\You can just die right here. response:	I give up on becoming the world's strongest person.
context: How ironic.\You may have taken the top position in human society,\but you don't stand a chance against these monsters.\That's why I'm asking for your help!\I've made up my mind.\I'm going to become a monster, as well.\You can just die right here.\I give up on becoming the world's strongest person. response:	I'll aim to be the ultimate being on the next level!
context: You may have taken the top position in human society,\but you don't stand a chance against these monsters.\That's why I'm asking for your help!\I've made up my mind.\I'm going to become a monster, as well.\You can just die right here.\I give up on becoming the world's strongest person.\I'll aim to be the ultimate being on the next level! response:	Jeez, he actually ate all of them.
context: but you don't stand a chance against these monsters.\That's why I'm asking for your help!\I've made up my mind.\I'm going to become a monster, as well.\You can just die right here.\I give up on becoming the world's strongest person.\I'll aim to be the ultimate being on the next level!\Jeez, he actually ate all of them. response:	You greedy bastard.
context: That's why I'm asking for your help!\I've made up my mind.\I'm going to become a monster, as well.\You can just die right here.\I give up on becoming the world's strongest person.\I'll aim to be the ultimate being on the next level!\Jeez, he actually ate all of them.\You greedy bastard. response:	Shut up! I'll shut that trap of yours myself in a moment.
context: I've made up my mind.\I'm going to become a monster, as well.\You can just die right here.\I give up on becoming the world's strongest person.\I'll aim to be the ultimate being on the next level!\Jeez, he actually ate all of them.\You greedy bastard.\Shut up! I'll shut that trap of yours myself in a moment. response:	Looks like your body's not holding up.
context: I'm going to become a monster, as well.\You can just die right here.\I give up on becoming the world's strongest person.\I'll aim to be the ultimate being on the next level!\Jeez, he actually ate all of them.\You greedy bastard.\Shut up! I'll shut that trap of yours myself in a moment.\Looks like your body's not holding up. response:	You've failed to become a monster.
context: You can just die right here.\I give up on becoming the world's strongest person.\I'll aim to be the ultimate being on the next level!\Jeez, he actually ate all of them.\You greedy bastard.\Shut up! I'll shut that trap of yours myself in a moment.\Looks like your body's not holding up.\You've failed to become a monster. response:	Now, then... You're finally the only one left.
context: I give up on becoming the world's strongest person.\I'll aim to be the ultimate being on the next level!\Jeez, he actually ate all of them.\You greedy bastard.\Shut up! I'll shut that trap of yours myself in a moment.\Looks like your body's not holding up.\You've failed to become a monster.\Now, then... You're finally the only one left. response:	Hero Association Hospital
context: I'll aim to be the ultimate being on the next level!\Jeez, he actually ate all of them.\You greedy bastard.\Shut up! I'll shut that trap of yours myself in a moment.\Looks like your body's not holding up.\You've failed to become a monster.\Now, then... You're finally the only one left.\Hero Association Hospital response:	There are patients up ahead in the ICU that can't be moved!
context: Jeez, he actually ate all of them.\You greedy bastard.\Shut up! I'll shut that trap of yours myself in a moment.\Looks like your body's not holding up.\You've failed to become a monster.\Now, then... You're finally the only one left.\Hero Association Hospital\There are patients up ahead in the ICU that can't be moved! response:	As a hero, I can't back down!
context: You greedy bastard.\Shut up! I'll shut that trap of yours myself in a moment.\Looks like your body's not holding up.\You've failed to become a monster.\Now, then... You're finally the only one left.\Hero Association Hospital\There are patients up ahead in the ICU that can't be moved!\As a hero, I can't back down! response:	In the end, heroes are only human.
context: Shut up! I'll shut that trap of yours myself in a moment.\Looks like your body's not holding up.\You've failed to become a monster.\Now, then... You're finally the only one left.\Hero Association Hospital\There are patients up ahead in the ICU that can't be moved!\As a hero, I can't back down!\In the end, heroes are only human. response:	You're only worth being oppressed by us monsters.
context: Looks like your body's not holding up.\You've failed to become a monster.\Now, then... You're finally the only one left.\Hero Association Hospital\There are patients up ahead in the ICU that can't be moved!\As a hero, I can't back down!\In the end, heroes are only human.\You're only worth being oppressed by us monsters. response:	Everyone ran off,
context: You've failed to become a monster.\Now, then... You're finally the only one left.\Hero Association Hospital\There are patients up ahead in the ICU that can't be moved!\As a hero, I can't back down!\In the end, heroes are only human.\You're only worth being oppressed by us monsters.\Everyone ran off, response:	or they were defeated.
context: Now, then... You're finally the only one left.\Hero Association Hospital\There are patients up ahead in the ICU that can't be moved!\As a hero, I can't back down!\In the end, heroes are only human.\You're only worth being oppressed by us monsters.\Everyone ran off,\or they were defeated. response:	Good for you. Now you can cry and scream without anyone seeing you.
context: Hero Association Hospital\There are patients up ahead in the ICU that can't be moved!\As a hero, I can't back down!\In the end, heroes are only human.\You're only worth being oppressed by us monsters.\Everyone ran off,\or they were defeated.\Good for you. Now you can cry and scream without anyone seeing you. response:	Go on. Let me hear you scream.
context: There are patients up ahead in the ICU that can't be moved!\As a hero, I can't back down!\In the end, heroes are only human.\You're only worth being oppressed by us monsters.\Everyone ran off,\or they were defeated.\Good for you. Now you can cry and scream without anyone seeing you.\Go on. Let me hear you scream. response:	Coiling Defense!
context: As a hero, I can't back down!\In the end, heroes are only human.\You're only worth being oppressed by us monsters.\Everyone ran off,\or they were defeated.\Good for you. Now you can cry and scream without anyone seeing you.\Go on. Let me hear you scream.\Coiling Defense! response:	Lightning Kick!
context: In the end, heroes are only human.\You're only worth being oppressed by us monsters.\Everyone ran off,\or they were defeated.\Good for you. Now you can cry and scream without anyone seeing you.\Go on. Let me hear you scream.\Coiling Defense!\Lightning Kick! response:	Snek! Max!
context: You're only worth being oppressed by us monsters.\Everyone ran off,\or they were defeated.\Good for you. Now you can cry and scream without anyone seeing you.\Go on. Let me hear you scream.\Coiling Defense!\Lightning Kick!\Snek! Max! response:	You're okay!
context: Everyone ran off,\or they were defeated.\Good for you. Now you can cry and scream without anyone seeing you.\Go on. Let me hear you scream.\Coiling Defense!\Lightning Kick!\Snek! Max!\You're okay! response:	But why... Why did you come back?
context: or they were defeated.\Good for you. Now you can cry and scream without anyone seeing you.\Go on. Let me hear you scream.\Coiling Defense!\Lightning Kick!\Snek! Max!\You're okay!\But why... Why did you come back? response:	To help.
context: Good for you. Now you can cry and scream without anyone seeing you.\Go on. Let me hear you scream.\Coiling Defense!\Lightning Kick!\Snek! Max!\You're okay!\But why... Why did you come back?\To help. response:	Now that we're dressed like this, we're the real deal.
context: Go on. Let me hear you scream.\Coiling Defense!\Lightning Kick!\Snek! Max!\You're okay!\But why... Why did you come back?\To help.\Now that we're dressed like this, we're the real deal. response:	This suit is strong against monster claws, fangs, and beaks.
context: Coiling Defense!\Lightning Kick!\Snek! Max!\You're okay!\But why... Why did you come back?\To help.\Now that we're dressed like this, we're the real deal.\This suit is strong against monster claws, fangs, and beaks. response:	It's a battle suit!
context: Lightning Kick!\Snek! Max!\You're okay!\But why... Why did you come back?\To help.\Now that we're dressed like this, we're the real deal.\This suit is strong against monster claws, fangs, and beaks.\It's a battle suit! response:	I'm also wearing my lightning shoes!
context: Snek! Max!\You're okay!\But why... Why did you come back?\To help.\Now that we're dressed like this, we're the real deal.\This suit is strong against monster claws, fangs, and beaks.\It's a battle suit!\I'm also wearing my lightning shoes! response:	Now we can really show you what we're made of!
context: You're okay!\But why... Why did you come back?\To help.\Now that we're dressed like this, we're the real deal.\This suit is strong against monster claws, fangs, and beaks.\It's a battle suit!\I'm also wearing my lightning shoes!\Now we can really show you what we're made of! response:	We're up against three opponents, though.
context: But why... Why did you come back?\To help.\Now that we're dressed like this, we're the real deal.\This suit is strong against monster claws, fangs, and beaks.\It's a battle suit!\I'm also wearing my lightning shoes!\Now we can really show you what we're made of!\We're up against three opponents, though. response:	Can we leave one of them to you?
context: To help.\Now that we're dressed like this, we're the real deal.\This suit is strong against monster claws, fangs, and beaks.\It's a battle suit!\I'm also wearing my lightning shoes!\Now we can really show you what we're made of!\We're up against three opponents, though.\Can we leave one of them to you? response:	Yeah!
context: Now that we're dressed like this, we're the real deal.\This suit is strong against monster claws, fangs, and beaks.\It's a battle suit!\I'm also wearing my lightning shoes!\Now we can really show you what we're made of!\We're up against three opponents, though.\Can we leave one of them to you?\Yeah! response:	You guys are lifesavers. Thank you!
context: This suit is strong against monster claws, fangs, and beaks.\It's a battle suit!\I'm also wearing my lightning shoes!\Now we can really show you what we're made of!\We're up against three opponents, though.\Can we leave one of them to you?\Yeah!\You guys are lifesavers. Thank you! response:	Tank-Top Tackle!
context: It's a battle suit!\I'm also wearing my lightning shoes!\Now we can really show you what we're made of!\We're up against three opponents, though.\Can we leave one of them to you?\Yeah!\You guys are lifesavers. Thank you!\Tank-Top Tackle! response:	That was an amazing tackle...
context: I'm also wearing my lightning shoes!\Now we can really show you what we're made of!\We're up against three opponents, though.\Can we leave one of them to you?\Yeah!\You guys are lifesavers. Thank you!\Tank-Top Tackle!\That was an amazing tackle... response:	Don't try so hard when you're not wearing a tank-top.
context: Now we can really show you what we're made of!\We're up against three opponents, though.\Can we leave one of them to you?\Yeah!\You guys are lifesavers. Thank you!\Tank-Top Tackle!\That was an amazing tackle...\Don't try so hard when you're not wearing a tank-top. response:	Can you stand, Mumen Rider?
context: We're up against three opponents, though.\Can we leave one of them to you?\Yeah!\You guys are lifesavers. Thank you!\Tank-Top Tackle!\That was an amazing tackle...\Don't try so hard when you're not wearing a tank-top.\Can you stand, Mumen Rider? response:	Yeah.
context: Can we leave one of them to you?\Yeah!\You guys are lifesavers. Thank you!\Tank-Top Tackle!\That was an amazing tackle...\Don't try so hard when you're not wearing a tank-top.\Can you stand, Mumen Rider?\Yeah. response:	I sure can.
context: Yeah!\You guys are lifesavers. Thank you!\Tank-Top Tackle!\That was an amazing tackle...\Don't try so hard when you're not wearing a tank-top.\Can you stand, Mumen Rider?\Yeah.\I sure can. response:	All right... My legs can still move.
context: You guys are lifesavers. Thank you!\Tank-Top Tackle!\That was an amazing tackle...\Don't try so hard when you're not wearing a tank-top.\Can you stand, Mumen Rider?\Yeah.\I sure can.\All right... My legs can still move. response:	Now, let's get out of here.
context: Tank-Top Tackle!\That was an amazing tackle...\Don't try so hard when you're not wearing a tank-top.\Can you stand, Mumen Rider?\Yeah.\I sure can.\All right... My legs can still move.\Now, let's get out of here. response:	Why are you taking fighting stances, you two?
context: That was an amazing tackle...\Don't try so hard when you're not wearing a tank-top.\Can you stand, Mumen Rider?\Yeah.\I sure can.\All right... My legs can still move.\Now, let's get out of here.\Why are you taking fighting stances, you two? response:	We'll hold him back.
context: Don't try so hard when you're not wearing a tank-top.\Can you stand, Mumen Rider?\Yeah.\I sure can.\All right... My legs can still move.\Now, let's get out of here.\Why are you taking fighting stances, you two?\We'll hold him back. response:	Use that chance to run.
