context: Xiwu Palace is so large. response:	Will you be able to find the Hall of Beautiful Youth?
context: I want to be buried with her.\- Yes. - Yes.\They've flown away!\No, I must find Yan Zhi quickly.\I must find her quickly.\Linhe Dining! Meat and wine at fair prices! Equal treatment to all!\Don't pass us by!\Sir, have you eaten yet? response:	Come on inside.
context: - Yes. - Yes.\They've flown away!\No, I must find Yan Zhi quickly.\I must find her quickly.\Linhe Dining! Meat and wine at fair prices! Equal treatment to all!\Don't pass us by!\Sir, have you eaten yet?\Come on inside. response:	Sir, have you eaten yet?
context: They've flown away!\No, I must find Yan Zhi quickly.\I must find her quickly.\Linhe Dining! Meat and wine at fair prices! Equal treatment to all!\Don't pass us by!\Sir, have you eaten yet?\Come on inside.\Sir, have you eaten yet? response:	- Come on inside. - All right.
context: No, I must find Yan Zhi quickly.\I must find her quickly.\Linhe Dining! Meat and wine at fair prices! Equal treatment to all!\Don't pass us by!\Sir, have you eaten yet?\Come on inside.\Sir, have you eaten yet?\- Come on inside. - All right. response:	The jade is burning hotter. Yan Zhi must be nearby.
context: I must find her quickly.\Linhe Dining! Meat and wine at fair prices! Equal treatment to all!\Don't pass us by!\Sir, have you eaten yet?\Come on inside.\Sir, have you eaten yet?\- Come on inside. - All right.\The jade is burning hotter. Yan Zhi must be nearby. response:	Madam, you...
context: Linhe Dining! Meat and wine at fair prices! Equal treatment to all!\Don't pass us by!\Sir, have you eaten yet?\Come on inside.\Sir, have you eaten yet?\- Come on inside. - All right.\The jade is burning hotter. Yan Zhi must be nearby.\Madam, you... response:	Have you eaten yet?
context: Don't pass us by!\Sir, have you eaten yet?\Come on inside.\Sir, have you eaten yet?\- Come on inside. - All right.\The jade is burning hotter. Yan Zhi must be nearby.\Madam, you...\Have you eaten yet? response:	Sir, is there a lady nearby?
context: Sir, have you eaten yet?\Come on inside.\Sir, have you eaten yet?\- Come on inside. - All right.\The jade is burning hotter. Yan Zhi must be nearby.\Madam, you...\Have you eaten yet?\Sir, is there a lady nearby? response:	Very beautiful, very fair, with large eyes?
context: Come on inside.\Sir, have you eaten yet?\- Come on inside. - All right.\The jade is burning hotter. Yan Zhi must be nearby.\Madam, you...\Have you eaten yet?\Sir, is there a lady nearby?\Very beautiful, very fair, with large eyes? response:	She's about the same height and build as me.
context: Sir, have you eaten yet?\- Come on inside. - All right.\The jade is burning hotter. Yan Zhi must be nearby.\Madam, you...\Have you eaten yet?\Sir, is there a lady nearby?\Very beautiful, very fair, with large eyes?\She's about the same height and build as me. response:	This woman is looking for Yan Zhi?
context: - Come on inside. - All right.\The jade is burning hotter. Yan Zhi must be nearby.\Madam, you...\Have you eaten yet?\Sir, is there a lady nearby?\Very beautiful, very fair, with large eyes?\She's about the same height and build as me.\This woman is looking for Yan Zhi? response:	Why aren't you speaking?
context: The jade is burning hotter. Yan Zhi must be nearby.\Madam, you...\Have you eaten yet?\Sir, is there a lady nearby?\Very beautiful, very fair, with large eyes?\She's about the same height and build as me.\This woman is looking for Yan Zhi?\Why aren't you speaking? response:	Is there not a lady like that?
context: Madam, you...\Have you eaten yet?\Sir, is there a lady nearby?\Very beautiful, very fair, with large eyes?\She's about the same height and build as me.\This woman is looking for Yan Zhi?\Why aren't you speaking?\Is there not a lady like that? response:	Madam, what is wrong with your eyes?
context: Have you eaten yet?\Sir, is there a lady nearby?\Very beautiful, very fair, with large eyes?\She's about the same height and build as me.\This woman is looking for Yan Zhi?\Why aren't you speaking?\Is there not a lady like that?\Madam, what is wrong with your eyes? response:	Do you need to find a physician?
context: Sir, is there a lady nearby?\Very beautiful, very fair, with large eyes?\She's about the same height and build as me.\This woman is looking for Yan Zhi?\Why aren't you speaking?\Is there not a lady like that?\Madam, what is wrong with your eyes?\Do you need to find a physician? response:	My eyes were injured by villains.
context: Very beautiful, very fair, with large eyes?\She's about the same height and build as me.\This woman is looking for Yan Zhi?\Why aren't you speaking?\Is there not a lady like that?\Madam, what is wrong with your eyes?\Do you need to find a physician?\My eyes were injured by villains. response:	Sir, tell me quickly. Is there such a lady nearby?
context: She's about the same height and build as me.\This woman is looking for Yan Zhi?\Why aren't you speaking?\Is there not a lady like that?\Madam, what is wrong with your eyes?\Do you need to find a physician?\My eyes were injured by villains.\Sir, tell me quickly. Is there such a lady nearby? response:	There is a lady who fits your description.
context: This woman is looking for Yan Zhi?\Why aren't you speaking?\Is there not a lady like that?\Madam, what is wrong with your eyes?\Do you need to find a physician?\My eyes were injured by villains.\Sir, tell me quickly. Is there such a lady nearby?\There is a lady who fits your description. response:	She is in this restaurant.
context: Why aren't you speaking?\Is there not a lady like that?\Madam, what is wrong with your eyes?\Do you need to find a physician?\My eyes were injured by villains.\Sir, tell me quickly. Is there such a lady nearby?\There is a lady who fits your description.\She is in this restaurant. response:	Take me to her!
context: Is there not a lady like that?\Madam, what is wrong with your eyes?\Do you need to find a physician?\My eyes were injured by villains.\Sir, tell me quickly. Is there such a lady nearby?\There is a lady who fits your description.\She is in this restaurant.\Take me to her! response:	All right.
context: Madam, what is wrong with your eyes?\Do you need to find a physician?\My eyes were injured by villains.\Sir, tell me quickly. Is there such a lady nearby?\There is a lady who fits your description.\She is in this restaurant.\Take me to her!\All right. response:	Watch your step.
context: Do you need to find a physician?\My eyes were injured by villains.\Sir, tell me quickly. Is there such a lady nearby?\There is a lady who fits your description.\She is in this restaurant.\Take me to her!\All right.\Watch your step. response:	Madam, wait here.
context: My eyes were injured by villains.\Sir, tell me quickly. Is there such a lady nearby?\There is a lady who fits your description.\She is in this restaurant.\Take me to her!\All right.\Watch your step.\Madam, wait here. response:	All right.
context: Sir, tell me quickly. Is there such a lady nearby?\There is a lady who fits your description.\She is in this restaurant.\Take me to her!\All right.\Watch your step.\Madam, wait here.\All right. response:	Take a look. She was searching for you.
context: There is a lady who fits your description.\She is in this restaurant.\Take me to her!\All right.\Watch your step.\Madam, wait here.\All right.\Take a look. She was searching for you. response:	The jade is suddenly very hot.
context: She is in this restaurant.\Take me to her!\All right.\Watch your step.\Madam, wait here.\All right.\Take a look. She was searching for you.\The jade is suddenly very hot. response:	Yes, Li Yuan was right.
context: Take me to her!\All right.\Watch your step.\Madam, wait here.\All right.\Take a look. She was searching for you.\The jade is suddenly very hot.\Yes, Li Yuan was right. response:	This is Yan Zhi in front of me. It's Yan Zhi!
context: All right.\Watch your step.\Madam, wait here.\All right.\Take a look. She was searching for you.\The jade is suddenly very hot.\Yes, Li Yuan was right.\This is Yan Zhi in front of me. It's Yan Zhi! response:	Yan Zhi! Yan Zhi!
context: Watch your step.\Madam, wait here.\All right.\Take a look. She was searching for you.\The jade is suddenly very hot.\Yes, Li Yuan was right.\This is Yan Zhi in front of me. It's Yan Zhi!\Yan Zhi! Yan Zhi! response:	I am Xuan Nu. Xuan Nu!
context: Madam, wait here.\All right.\Take a look. She was searching for you.\The jade is suddenly very hot.\Yes, Li Yuan was right.\This is Yan Zhi in front of me. It's Yan Zhi!\Yan Zhi! Yan Zhi!\I am Xuan Nu. Xuan Nu! response:	Xuan Nu? She is Xuan Nu?
context: All right.\Take a look. She was searching for you.\The jade is suddenly very hot.\Yes, Li Yuan was right.\This is Yan Zhi in front of me. It's Yan Zhi!\Yan Zhi! Yan Zhi!\I am Xuan Nu. Xuan Nu!\Xuan Nu? She is Xuan Nu? response:	It can't be. Xuan Nu doesn't look like this.
context: Take a look. She was searching for you.\The jade is suddenly very hot.\Yes, Li Yuan was right.\This is Yan Zhi in front of me. It's Yan Zhi!\Yan Zhi! Yan Zhi!\I am Xuan Nu. Xuan Nu!\Xuan Nu? She is Xuan Nu?\It can't be. Xuan Nu doesn't look like this. response:	Sister-in-law? Why do you look like this?
context: The jade is suddenly very hot.\Yes, Li Yuan was right.\This is Yan Zhi in front of me. It's Yan Zhi!\Yan Zhi! Yan Zhi!\I am Xuan Nu. Xuan Nu!\Xuan Nu? She is Xuan Nu?\It can't be. Xuan Nu doesn't look like this.\Sister-in-law? Why do you look like this? response:	I know my face has changed.
context: Yes, Li Yuan was right.\This is Yan Zhi in front of me. It's Yan Zhi!\Yan Zhi! Yan Zhi!\I am Xuan Nu. Xuan Nu!\Xuan Nu? She is Xuan Nu?\It can't be. Xuan Nu doesn't look like this.\Sister-in-law? Why do you look like this?\I know my face has changed. response:	It was Bai Qian. She took away my beauty.
context: This is Yan Zhi in front of me. It's Yan Zhi!\Yan Zhi! Yan Zhi!\I am Xuan Nu. Xuan Nu!\Xuan Nu? She is Xuan Nu?\It can't be. Xuan Nu doesn't look like this.\Sister-in-law? Why do you look like this?\I know my face has changed.\It was Bai Qian. She took away my beauty. response:	Yan Zhi, do I look really ugly like this? Do I?
context: Yan Zhi! Yan Zhi!\I am Xuan Nu. Xuan Nu!\Xuan Nu? She is Xuan Nu?\It can't be. Xuan Nu doesn't look like this.\Sister-in-law? Why do you look like this?\I know my face has changed.\It was Bai Qian. She took away my beauty.\Yan Zhi, do I look really ugly like this? Do I? response:	No, Sister-in-law, you don't. Don't be afraid.
context: I am Xuan Nu. Xuan Nu!\Xuan Nu? She is Xuan Nu?\It can't be. Xuan Nu doesn't look like this.\Sister-in-law? Why do you look like this?\I know my face has changed.\It was Bai Qian. She took away my beauty.\Yan Zhi, do I look really ugly like this? Do I?\No, Sister-in-law, you don't. Don't be afraid. response:	Little Mute! You can actually speak?
context: Xuan Nu? She is Xuan Nu?\It can't be. Xuan Nu doesn't look like this.\Sister-in-law? Why do you look like this?\I know my face has changed.\It was Bai Qian. She took away my beauty.\Yan Zhi, do I look really ugly like this? Do I?\No, Sister-in-law, you don't. Don't be afraid.\Little Mute! You can actually speak? response:	Yes, I can speak.
context: It can't be. Xuan Nu doesn't look like this.\Sister-in-law? Why do you look like this?\I know my face has changed.\It was Bai Qian. She took away my beauty.\Yan Zhi, do I look really ugly like this? Do I?\No, Sister-in-law, you don't. Don't be afraid.\Little Mute! You can actually speak?\Yes, I can speak. response:	I don't have time to explain.
context: Sister-in-law? Why do you look like this?\I know my face has changed.\It was Bai Qian. She took away my beauty.\Yan Zhi, do I look really ugly like this? Do I?\No, Sister-in-law, you don't. Don't be afraid.\Little Mute! You can actually speak?\Yes, I can speak.\I don't have time to explain. response:	Can you go out to the main hall and attend to the guests for me?
context: I know my face has changed.\It was Bai Qian. She took away my beauty.\Yan Zhi, do I look really ugly like this? Do I?\No, Sister-in-law, you don't. Don't be afraid.\Little Mute! You can actually speak?\Yes, I can speak.\I don't have time to explain.\Can you go out to the main hall and attend to the guests for me? response:	All right.
context: It was Bai Qian. She took away my beauty.\Yan Zhi, do I look really ugly like this? Do I?\No, Sister-in-law, you don't. Don't be afraid.\Little Mute! You can actually speak?\Yes, I can speak.\I don't have time to explain.\Can you go out to the main hall and attend to the guests for me?\All right. response:	I happen to be free today.
context: Yan Zhi, do I look really ugly like this? Do I?\No, Sister-in-law, you don't. Don't be afraid.\Little Mute! You can actually speak?\Yes, I can speak.\I don't have time to explain.\Can you go out to the main hall and attend to the guests for me?\All right.\I happen to be free today. response:	You can take your time talking. There is no hurry.
context: No, Sister-in-law, you don't. Don't be afraid.\Little Mute! You can actually speak?\Yes, I can speak.\I don't have time to explain.\Can you go out to the main hall and attend to the guests for me?\All right.\I happen to be free today.\You can take your time talking. There is no hurry. response:	Oh...
context: Little Mute! You can actually speak?\Yes, I can speak.\I don't have time to explain.\Can you go out to the main hall and attend to the guests for me?\All right.\I happen to be free today.\You can take your time talking. There is no hurry.\Oh... response:	If your sister-in-law needs a physician, let me know.
context: Yes, I can speak.\I don't have time to explain.\Can you go out to the main hall and attend to the guests for me?\All right.\I happen to be free today.\You can take your time talking. There is no hurry.\Oh...\If your sister-in-law needs a physician, let me know. response:	I will call for you if I need you. Go on.
context: I don't have time to explain.\Can you go out to the main hall and attend to the guests for me?\All right.\I happen to be free today.\You can take your time talking. There is no hurry.\Oh...\If your sister-in-law needs a physician, let me know.\I will call for you if I need you. Go on. response:	Yan Zhi, who was that man?
context: Can you go out to the main hall and attend to the guests for me?\All right.\I happen to be free today.\You can take your time talking. There is no hurry.\Oh...\If your sister-in-law needs a physician, let me know.\I will call for you if I need you. Go on.\Yan Zhi, who was that man? response:	Is it someone you brought from the Ghost Realm?
context: All right.\I happen to be free today.\You can take your time talking. There is no hurry.\Oh...\If your sister-in-law needs a physician, let me know.\I will call for you if I need you. Go on.\Yan Zhi, who was that man?\Is it someone you brought from the Ghost Realm? response:	No, I didn't take anyone with me when I left the Ghost Realm.
context: I happen to be free today.\You can take your time talking. There is no hurry.\Oh...\If your sister-in-law needs a physician, let me know.\I will call for you if I need you. Go on.\Yan Zhi, who was that man?\Is it someone you brought from the Ghost Realm?\No, I didn't take anyone with me when I left the Ghost Realm. response:	Don't worry. He is just an ordinary mortal.
context: You can take your time talking. There is no hurry.\Oh...\If your sister-in-law needs a physician, let me know.\I will call for you if I need you. Go on.\Yan Zhi, who was that man?\Is it someone you brought from the Ghost Realm?\No, I didn't take anyone with me when I left the Ghost Realm.\Don't worry. He is just an ordinary mortal. response:	He has been taking care of me for the past few years.
context: Oh...\If your sister-in-law needs a physician, let me know.\I will call for you if I need you. Go on.\Yan Zhi, who was that man?\Is it someone you brought from the Ghost Realm?\No, I didn't take anyone with me when I left the Ghost Realm.\Don't worry. He is just an ordinary mortal.\He has been taking care of me for the past few years. response:	Taking care of you?
context: If your sister-in-law needs a physician, let me know.\I will call for you if I need you. Go on.\Yan Zhi, who was that man?\Is it someone you brought from the Ghost Realm?\No, I didn't take anyone with me when I left the Ghost Realm.\Don't worry. He is just an ordinary mortal.\He has been taking care of me for the past few years.\Taking care of you? response:	Is this child yours?
context: I will call for you if I need you. Go on.\Yan Zhi, who was that man?\Is it someone you brought from the Ghost Realm?\No, I didn't take anyone with me when I left the Ghost Realm.\Don't worry. He is just an ordinary mortal.\He has been taking care of me for the past few years.\Taking care of you?\Is this child yours? response:	It is my son.
context: Yan Zhi, who was that man?\Is it someone you brought from the Ghost Realm?\No, I didn't take anyone with me when I left the Ghost Realm.\Don't worry. He is just an ordinary mortal.\He has been taking care of me for the past few years.\Taking care of you?\Is this child yours?\It is my son. response:	A prince? Let me see!
context: Is it someone you brought from the Ghost Realm?\No, I didn't take anyone with me when I left the Ghost Realm.\Don't worry. He is just an ordinary mortal.\He has been taking care of me for the past few years.\Taking care of you?\Is this child yours?\It is my son.\A prince? Let me see! response:	Good, good boy.
context: No, I didn't take anyone with me when I left the Ghost Realm.\Don't worry. He is just an ordinary mortal.\He has been taking care of me for the past few years.\Taking care of you?\Is this child yours?\It is my son.\A prince? Let me see!\Good, good boy. response:	Why aren't there any signs of life?
context: Don't worry. He is just an ordinary mortal.\He has been taking care of me for the past few years.\Taking care of you?\Is this child yours?\It is my son.\A prince? Let me see!\Good, good boy.\Why aren't there any signs of life? response:	It's really not breathing!
context: He has been taking care of me for the past few years.\Taking care of you?\Is this child yours?\It is my son.\A prince? Let me see!\Good, good boy.\Why aren't there any signs of life?\It's really not breathing! response:	Doesn't my son look a lot like me?
context: Taking care of you?\Is this child yours?\It is my son.\A prince? Let me see!\Good, good boy.\Why aren't there any signs of life?\It's really not breathing!\Doesn't my son look a lot like me? response:	Yes.
context: Is this child yours?\It is my son.\A prince? Let me see!\Good, good boy.\Why aren't there any signs of life?\It's really not breathing!\Doesn't my son look a lot like me?\Yes. response:	I raised him myself from the moment he was born.
context: It is my son.\A prince? Let me see!\Good, good boy.\Why aren't there any signs of life?\It's really not breathing!\Doesn't my son look a lot like me?\Yes.\I raised him myself from the moment he was born. response:	It's been 300 years.
context: A prince? Let me see!\Good, good boy.\Why aren't there any signs of life?\It's really not breathing!\Doesn't my son look a lot like me?\Yes.\I raised him myself from the moment he was born.\It's been 300 years. response:	He doesn't cry or throw tantrums. He's very obedient.
context: Good, good boy.\Why aren't there any signs of life?\It's really not breathing!\Doesn't my son look a lot like me?\Yes.\I raised him myself from the moment he was born.\It's been 300 years.\He doesn't cry or throw tantrums. He's very obedient. response:	Yan Zhi, isn't he a good boy?
context: Why aren't there any signs of life?\It's really not breathing!\Doesn't my son look a lot like me?\Yes.\I raised him myself from the moment he was born.\It's been 300 years.\He doesn't cry or throw tantrums. He's very obedient.\Yan Zhi, isn't he a good boy? response:	Yes.
context: It's really not breathing!\Doesn't my son look a lot like me?\Yes.\I raised him myself from the moment he was born.\It's been 300 years.\He doesn't cry or throw tantrums. He's very obedient.\Yan Zhi, isn't he a good boy?\Yes. response:	How could a mother not know whether her child is a boy or a girl?
context: Doesn't my son look a lot like me?\Yes.\I raised him myself from the moment he was born.\It's been 300 years.\He doesn't cry or throw tantrums. He's very obedient.\Yan Zhi, isn't he a good boy?\Yes.\How could a mother not know whether her child is a boy or a girl? response:	It hasn't grown or cried for 300 years.
context: Yes.\I raised him myself from the moment he was born.\It's been 300 years.\He doesn't cry or throw tantrums. He's very obedient.\Yan Zhi, isn't he a good boy?\Yes.\How could a mother not know whether her child is a boy or a girl?\It hasn't grown or cried for 300 years. response:	From the moment it was born, it was clearly...
context: I raised him myself from the moment he was born.\It's been 300 years.\He doesn't cry or throw tantrums. He's very obedient.\Yan Zhi, isn't he a good boy?\Yes.\How could a mother not know whether her child is a boy or a girl?\It hasn't grown or cried for 300 years.\From the moment it was born, it was clearly... response:	She must not have been able to accept it.
context: It's been 300 years.\He doesn't cry or throw tantrums. He's very obedient.\Yan Zhi, isn't he a good boy?\Yes.\How could a mother not know whether her child is a boy or a girl?\It hasn't grown or cried for 300 years.\From the moment it was born, it was clearly...\She must not have been able to accept it. response:	That's why...
context: He doesn't cry or throw tantrums. He's very obedient.\Yan Zhi, isn't he a good boy?\Yes.\How could a mother not know whether her child is a boy or a girl?\It hasn't grown or cried for 300 years.\From the moment it was born, it was clearly...\She must not have been able to accept it.\That's why... response:	Sister-in-law.
context: Yan Zhi, isn't he a good boy?\Yes.\How could a mother not know whether her child is a boy or a girl?\It hasn't grown or cried for 300 years.\From the moment it was born, it was clearly...\She must not have been able to accept it.\That's why...\Sister-in-law. response:	Have you also noticed he doesn't cry, doesn't make noise, and doesn't breathe?
context: Yes.\How could a mother not know whether her child is a boy or a girl?\It hasn't grown or cried for 300 years.\From the moment it was born, it was clearly...\She must not have been able to accept it.\That's why...\Sister-in-law.\Have you also noticed he doesn't cry, doesn't make noise, and doesn't breathe? response:	He is just asleep.
context: How could a mother not know whether her child is a boy or a girl?\It hasn't grown or cried for 300 years.\From the moment it was born, it was clearly...\She must not have been able to accept it.\That's why...\Sister-in-law.\Have you also noticed he doesn't cry, doesn't make noise, and doesn't breathe?\He is just asleep. response:	Yan Zhi, trust me.
context: It hasn't grown or cried for 300 years.\From the moment it was born, it was clearly...\She must not have been able to accept it.\That's why...\Sister-in-law.\Have you also noticed he doesn't cry, doesn't make noise, and doesn't breathe?\He is just asleep.\Yan Zhi, trust me. response:	Once I find a way, he will surely wake up.
context: From the moment it was born, it was clearly...\She must not have been able to accept it.\That's why...\Sister-in-law.\Have you also noticed he doesn't cry, doesn't make noise, and doesn't breathe?\He is just asleep.\Yan Zhi, trust me.\Once I find a way, he will surely wake up. response:	My son will definitely wake up.
context: She must not have been able to accept it.\That's why...\Sister-in-law.\Have you also noticed he doesn't cry, doesn't make noise, and doesn't breathe?\He is just asleep.\Yan Zhi, trust me.\Once I find a way, he will surely wake up.\My son will definitely wake up. response:	I've been following the Ghost Realm princess for three years.
context: That's why...\Sister-in-law.\Have you also noticed he doesn't cry, doesn't make noise, and doesn't breathe?\He is just asleep.\Yan Zhi, trust me.\Once I find a way, he will surely wake up.\My son will definitely wake up.\I've been following the Ghost Realm princess for three years. response:	There haven't been any leads.
context: Sister-in-law.\Have you also noticed he doesn't cry, doesn't make noise, and doesn't breathe?\He is just asleep.\Yan Zhi, trust me.\Once I find a way, he will surely wake up.\My son will definitely wake up.\I've been following the Ghost Realm princess for three years.\There haven't been any leads. response:	Now Xuan Nu appears with a different face and cuts all over her body.
context: Have you also noticed he doesn't cry, doesn't make noise, and doesn't breathe?\He is just asleep.\Yan Zhi, trust me.\Once I find a way, he will surely wake up.\My son will definitely wake up.\I've been following the Ghost Realm princess for three years.\There haven't been any leads.\Now Xuan Nu appears with a different face and cuts all over her body. response:	It seems there hasn't been peace in the Ghost Realm for the years.
context: He is just asleep.\Yan Zhi, trust me.\Once I find a way, he will surely wake up.\My son will definitely wake up.\I've been following the Ghost Realm princess for three years.\There haven't been any leads.\Now Xuan Nu appears with a different face and cuts all over her body.\It seems there hasn't been peace in the Ghost Realm for the years. response:	Perhaps I might discover something if I stay here.
context: Yan Zhi, trust me.\Once I find a way, he will surely wake up.\My son will definitely wake up.\I've been following the Ghost Realm princess for three years.\There haven't been any leads.\Now Xuan Nu appears with a different face and cuts all over her body.\It seems there hasn't been peace in the Ghost Realm for the years.\Perhaps I might discover something if I stay here. response:	Wait! What if Yan Zhi heals Xuan Nu's eyes?
context: Once I find a way, he will surely wake up.\My son will definitely wake up.\I've been following the Ghost Realm princess for three years.\There haven't been any leads.\Now Xuan Nu appears with a different face and cuts all over her body.\It seems there hasn't been peace in the Ghost Realm for the years.\Perhaps I might discover something if I stay here.\Wait! What if Yan Zhi heals Xuan Nu's eyes? response:	Xuan Nu will recognize me. I can't let her see my face.
context: My son will definitely wake up.\I've been following the Ghost Realm princess for three years.\There haven't been any leads.\Now Xuan Nu appears with a different face and cuts all over her body.\It seems there hasn't been peace in the Ghost Realm for the years.\Perhaps I might discover something if I stay here.\Wait! What if Yan Zhi heals Xuan Nu's eyes?\Xuan Nu will recognize me. I can't let her see my face. response:	Sister-in-law, try now. Can you see clearly?
context: I've been following the Ghost Realm princess for three years.\There haven't been any leads.\Now Xuan Nu appears with a different face and cuts all over her body.\It seems there hasn't been peace in the Ghost Realm for the years.\Perhaps I might discover something if I stay here.\Wait! What if Yan Zhi heals Xuan Nu's eyes?\Xuan Nu will recognize me. I can't let her see my face.\Sister-in-law, try now. Can you see clearly? response:	No, everything's still a blur.
context: There haven't been any leads.\Now Xuan Nu appears with a different face and cuts all over her body.\It seems there hasn't been peace in the Ghost Realm for the years.\Perhaps I might discover something if I stay here.\Wait! What if Yan Zhi heals Xuan Nu's eyes?\Xuan Nu will recognize me. I can't let her see my face.\Sister-in-law, try now. Can you see clearly?\No, everything's still a blur. response:	That's odd.
context: Now Xuan Nu appears with a different face and cuts all over her body.\It seems there hasn't been peace in the Ghost Realm for the years.\Perhaps I might discover something if I stay here.\Wait! What if Yan Zhi heals Xuan Nu's eyes?\Xuan Nu will recognize me. I can't let her see my face.\Sister-in-law, try now. Can you see clearly?\No, everything's still a blur.\That's odd. response:	This is clearly just a normal wound. Why doesn't it heal?
context: It seems there hasn't been peace in the Ghost Realm for the years.\Perhaps I might discover something if I stay here.\Wait! What if Yan Zhi heals Xuan Nu's eyes?\Xuan Nu will recognize me. I can't let her see my face.\Sister-in-law, try now. Can you see clearly?\No, everything's still a blur.\That's odd.\This is clearly just a normal wound. Why doesn't it heal? response:	It's all right.
context: Perhaps I might discover something if I stay here.\Wait! What if Yan Zhi heals Xuan Nu's eyes?\Xuan Nu will recognize me. I can't let her see my face.\Sister-in-law, try now. Can you see clearly?\No, everything's still a blur.\That's odd.\This is clearly just a normal wound. Why doesn't it heal?\It's all right. response:	I don't want to see this fake face anyway.
context: Wait! What if Yan Zhi heals Xuan Nu's eyes?\Xuan Nu will recognize me. I can't let her see my face.\Sister-in-law, try now. Can you see clearly?\No, everything's still a blur.\That's odd.\This is clearly just a normal wound. Why doesn't it heal?\It's all right.\I don't want to see this fake face anyway. response:	It's too hideous.
context: Xuan Nu will recognize me. I can't let her see my face.\Sister-in-law, try now. Can you see clearly?\No, everything's still a blur.\That's odd.\This is clearly just a normal wound. Why doesn't it heal?\It's all right.\I don't want to see this fake face anyway.\It's too hideous. response:	Sister-in-law, don't fear. I will try something else another day.
context: Sister-in-law, try now. Can you see clearly?\No, everything's still a blur.\That's odd.\This is clearly just a normal wound. Why doesn't it heal?\It's all right.\I don't want to see this fake face anyway.\It's too hideous.\Sister-in-law, don't fear. I will try something else another day. response:	Your eyes will be healed eventually.
context: No, everything's still a blur.\That's odd.\This is clearly just a normal wound. Why doesn't it heal?\It's all right.\I don't want to see this fake face anyway.\It's too hideous.\Sister-in-law, don't fear. I will try something else another day.\Your eyes will be healed eventually. response:	Tell me what happened first. What happened to you?
context: That's odd.\This is clearly just a normal wound. Why doesn't it heal?\It's all right.\I don't want to see this fake face anyway.\It's too hideous.\Sister-in-law, don't fear. I will try something else another day.\Your eyes will be healed eventually.\Tell me what happened first. What happened to you? response:	Li Jing killed Li Yuan
context: This is clearly just a normal wound. Why doesn't it heal?\It's all right.\I don't want to see this fake face anyway.\It's too hideous.\Sister-in-law, don't fear. I will try something else another day.\Your eyes will be healed eventually.\Tell me what happened first. What happened to you?\Li Jing killed Li Yuan response:	and hung his head outside Grand Ziming Palace
context: It's all right.\I don't want to see this fake face anyway.\It's too hideous.\Sister-in-law, don't fear. I will try something else another day.\Your eyes will be healed eventually.\Tell me what happened first. What happened to you?\Li Jing killed Li Yuan\and hung his head outside Grand Ziming Palace response:	for public viewing for days.
context: I don't want to see this fake face anyway.\It's too hideous.\Sister-in-law, don't fear. I will try something else another day.\Your eyes will be healed eventually.\Tell me what happened first. What happened to you?\Li Jing killed Li Yuan\and hung his head outside Grand Ziming Palace\for public viewing for days. response:	The body was burned to ash.
context: It's too hideous.\Sister-in-law, don't fear. I will try something else another day.\Your eyes will be healed eventually.\Tell me what happened first. What happened to you?\Li Jing killed Li Yuan\and hung his head outside Grand Ziming Palace\for public viewing for days.\The body was burned to ash. response:	I tried to persuade him
context: Sister-in-law, don't fear. I will try something else another day.\Your eyes will be healed eventually.\Tell me what happened first. What happened to you?\Li Jing killed Li Yuan\and hung his head outside Grand Ziming Palace\for public viewing for days.\The body was burned to ash.\I tried to persuade him response:	but Li Jing flew into a fury.
context: Your eyes will be healed eventually.\Tell me what happened first. What happened to you?\Li Jing killed Li Yuan\and hung his head outside Grand Ziming Palace\for public viewing for days.\The body was burned to ash.\I tried to persuade him\but Li Jing flew into a fury. response:	He yelled at me for giving birth to a sick child
context: Tell me what happened first. What happened to you?\Li Jing killed Li Yuan\and hung his head outside Grand Ziming Palace\for public viewing for days.\The body was burned to ash.\I tried to persuade him\but Li Jing flew into a fury.\He yelled at me for giving birth to a sick child response:	causing him to have no progeny.
context: Li Jing killed Li Yuan\and hung his head outside Grand Ziming Palace\for public viewing for days.\The body was burned to ash.\I tried to persuade him\but Li Jing flew into a fury.\He yelled at me for giving birth to a sick child\causing him to have no progeny. response:	Then he wounded my eyes.
context: and hung his head outside Grand Ziming Palace\for public viewing for days.\The body was burned to ash.\I tried to persuade him\but Li Jing flew into a fury.\He yelled at me for giving birth to a sick child\causing him to have no progeny.\Then he wounded my eyes. response:	He drove me and my child out of the Ghost Realm.
context: for public viewing for days.\The body was burned to ash.\I tried to persuade him\but Li Jing flew into a fury.\He yelled at me for giving birth to a sick child\causing him to have no progeny.\Then he wounded my eyes.\He drove me and my child out of the Ghost Realm. response:	You... Why are you crying?
context: The body was burned to ash.\I tried to persuade him\but Li Jing flew into a fury.\He yelled at me for giving birth to a sick child\causing him to have no progeny.\Then he wounded my eyes.\He drove me and my child out of the Ghost Realm.\You... Why are you crying? response:	There has been misfortune in the family.
context: I tried to persuade him\but Li Jing flew into a fury.\He yelled at me for giving birth to a sick child\causing him to have no progeny.\Then he wounded my eyes.\He drove me and my child out of the Ghost Realm.\You... Why are you crying?\There has been misfortune in the family. response:	My eldest brother is dead.
context: but Li Jing flew into a fury.\He yelled at me for giving birth to a sick child\causing him to have no progeny.\Then he wounded my eyes.\He drove me and my child out of the Ghost Realm.\You... Why are you crying?\There has been misfortune in the family.\My eldest brother is dead. response:	Li Yuan is dead?
