context: What is the Ideal? response:	What is the Ideal?
context: Thanks.\I called a cab.\We'll go to the abandoned hospital mentioned by the tipster now.\Kunikida-kun, why are you looking after the Rokuzou boy?\What do you mean?\It's not like you to give a hacker jobs.\You could've just talked to him over the phone,\but you took the time to meet him face to face. response:	His father's deceased, isn't he?
context: I called a cab.\We'll go to the abandoned hospital mentioned by the tipster now.\Kunikida-kun, why are you looking after the Rokuzou boy?\What do you mean?\It's not like you to give a hacker jobs.\You could've just talked to him over the phone,\but you took the time to meet him face to face.\His father's deceased, isn't he? response:	Are you trying to be his dad?
context: We'll go to the abandoned hospital mentioned by the tipster now.\Kunikida-kun, why are you looking after the Rokuzou boy?\What do you mean?\It's not like you to give a hacker jobs.\You could've just talked to him over the phone,\but you took the time to meet him face to face.\His father's deceased, isn't he?\Are you trying to be his dad? response:	We came here so that Atsushi could meet our informant.
context: Kunikida-kun, why are you looking after the Rokuzou boy?\What do you mean?\It's not like you to give a hacker jobs.\You could've just talked to him over the phone,\but you took the time to meet him face to face.\His father's deceased, isn't he?\Are you trying to be his dad?\We came here so that Atsushi could meet our informant. response:	That's all there is to it.
context: What do you mean?\It's not like you to give a hacker jobs.\You could've just talked to him over the phone,\but you took the time to meet him face to face.\His father's deceased, isn't he?\Are you trying to be his dad?\We came here so that Atsushi could meet our informant.\That's all there is to it. response:	Sure, let's leave it at that.
context: It's not like you to give a hacker jobs.\You could've just talked to him over the phone,\but you took the time to meet him face to face.\His father's deceased, isn't he?\Are you trying to be his dad?\We came here so that Atsushi could meet our informant.\That's all there is to it.\Sure, let's leave it at that. response:	This driver's another one of our informants.
context: You could've just talked to him over the phone,\but you took the time to meet him face to face.\His father's deceased, isn't he?\Are you trying to be his dad?\We came here so that Atsushi could meet our informant.\That's all there is to it.\Sure, let's leave it at that.\This driver's another one of our informants. response:	He was a stage actor in his former life.
context: but you took the time to meet him face to face.\His father's deceased, isn't he?\Are you trying to be his dad?\We came here so that Atsushi could meet our informant.\That's all there is to it.\Sure, let's leave it at that.\This driver's another one of our informants.\He was a stage actor in his former life. response:	I couldn't make any money,
context: His father's deceased, isn't he?\Are you trying to be his dad?\We came here so that Atsushi could meet our informant.\That's all there is to it.\Sure, let's leave it at that.\This driver's another one of our informants.\He was a stage actor in his former life.\I couldn't make any money, response:	so I switched careers.
context: Are you trying to be his dad?\We came here so that Atsushi could meet our informant.\That's all there is to it.\Sure, let's leave it at that.\This driver's another one of our informants.\He was a stage actor in his former life.\I couldn't make any money,\so I switched careers. response:	That was the right decision.
context: We came here so that Atsushi could meet our informant.\That's all there is to it.\Sure, let's leave it at that.\This driver's another one of our informants.\He was a stage actor in his former life.\I couldn't make any money,\so I switched careers.\That was the right decision. response:	He knows more about Yokohama than anyone I know.
context: That's all there is to it.\Sure, let's leave it at that.\This driver's another one of our informants.\He was a stage actor in his former life.\I couldn't make any money,\so I switched careers.\That was the right decision.\He knows more about Yokohama than anyone I know. response:	He also saw two of the eleven victims right before they were abducted.
context: Sure, let's leave it at that.\This driver's another one of our informants.\He was a stage actor in his former life.\I couldn't make any money,\so I switched careers.\That was the right decision.\He knows more about Yokohama than anyone I know.\He also saw two of the eleven victims right before they were abducted. response:	I just happened to drive them from the port to a hotel.
context: This driver's another one of our informants.\He was a stage actor in his former life.\I couldn't make any money,\so I switched careers.\That was the right decision.\He knows more about Yokohama than anyone I know.\He also saw two of the eleven victims right before they were abducted.\I just happened to drive them from the port to a hotel. response:	Is this case really about abductions, though?
context: He was a stage actor in his former life.\I couldn't make any money,\so I switched careers.\That was the right decision.\He knows more about Yokohama than anyone I know.\He also saw two of the eleven victims right before they were abducted.\I just happened to drive them from the port to a hotel.\Is this case really about abductions, though? response:	There've been no requests for ransom.
context: I couldn't make any money,\so I switched careers.\That was the right decision.\He knows more about Yokohama than anyone I know.\He also saw two of the eleven victims right before they were abducted.\I just happened to drive them from the port to a hotel.\Is this case really about abductions, though?\There've been no requests for ransom. response:	Are you sure these two were the ones you saw?
context: so I switched careers.\That was the right decision.\He knows more about Yokohama than anyone I know.\He also saw two of the eleven victims right before they were abducted.\I just happened to drive them from the port to a hotel.\Is this case really about abductions, though?\There've been no requests for ransom.\Are you sure these two were the ones you saw? response:	Yes, I'm sure of it.
context: That was the right decision.\He knows more about Yokohama than anyone I know.\He also saw two of the eleven victims right before they were abducted.\I just happened to drive them from the port to a hotel.\Is this case really about abductions, though?\There've been no requests for ransom.\Are you sure these two were the ones you saw?\Yes, I'm sure of it. response:	They're even wearing the same clothes, too.
context: He knows more about Yokohama than anyone I know.\He also saw two of the eleven victims right before they were abducted.\I just happened to drive them from the port to a hotel.\Is this case really about abductions, though?\There've been no requests for ransom.\Are you sure these two were the ones you saw?\Yes, I'm sure of it.\They're even wearing the same clothes, too. response:	I see.
context: He also saw two of the eleven victims right before they were abducted.\I just happened to drive them from the port to a hotel.\Is this case really about abductions, though?\There've been no requests for ransom.\Are you sure these two were the ones you saw?\Yes, I'm sure of it.\They're even wearing the same clothes, too.\I see. response:	I have a hunch!
context: I just happened to drive them from the port to a hotel.\Is this case really about abductions, though?\There've been no requests for ransom.\Are you sure these two were the ones you saw?\Yes, I'm sure of it.\They're even wearing the same clothes, too.\I see.\I have a hunch! response:	Look at these photos. They're both wearing glasses!
context: Is this case really about abductions, though?\There've been no requests for ransom.\Are you sure these two were the ones you saw?\Yes, I'm sure of it.\They're even wearing the same clothes, too.\I see.\I have a hunch!\Look at these photos. They're both wearing glasses! response:	That means this is a serial glasses abduction case!
context: There've been no requests for ransom.\Are you sure these two were the ones you saw?\Yes, I'm sure of it.\They're even wearing the same clothes, too.\I see.\I have a hunch!\Look at these photos. They're both wearing glasses!\That means this is a serial glasses abduction case! response:	It's your time to shine, Kunikida-kun!
context: Are you sure these two were the ones you saw?\Yes, I'm sure of it.\They're even wearing the same clothes, too.\I see.\I have a hunch!\Look at these photos. They're both wearing glasses!\That means this is a serial glasses abduction case!\It's your time to shine, Kunikida-kun! response:	Some of the victims don't wear glasses.
context: Yes, I'm sure of it.\They're even wearing the same clothes, too.\I see.\I have a hunch!\Look at these photos. They're both wearing glasses!\That means this is a serial glasses abduction case!\It's your time to shine, Kunikida-kun!\Some of the victims don't wear glasses. response:	You can't say it's a pattern.
context: They're even wearing the same clothes, too.\I see.\I have a hunch!\Look at these photos. They're both wearing glasses!\That means this is a serial glasses abduction case!\It's your time to shine, Kunikida-kun!\Some of the victims don't wear glasses.\You can't say it's a pattern. response:	Oh.
context: I see.\I have a hunch!\Look at these photos. They're both wearing glasses!\That means this is a serial glasses abduction case!\It's your time to shine, Kunikida-kun!\Some of the victims don't wear glasses.\You can't say it's a pattern.\Oh. response:	Too bad. And here I thought it'd finally be your time to shine.
context: I have a hunch!\Look at these photos. They're both wearing glasses!\That means this is a serial glasses abduction case!\It's your time to shine, Kunikida-kun!\Some of the victims don't wear glasses.\You can't say it's a pattern.\Oh.\Too bad. And here I thought it'd finally be your time to shine. response:	I can't let that remark pass.
context: Look at these photos. They're both wearing glasses!\That means this is a serial glasses abduction case!\It's your time to shine, Kunikida-kun!\Some of the victims don't wear glasses.\You can't say it's a pattern.\Oh.\Too bad. And here I thought it'd finally be your time to shine.\I can't let that remark pass. response:	Are you trying to say my glasses are the only reason I'd ever be in the spotlight?!
context: That means this is a serial glasses abduction case!\It's your time to shine, Kunikida-kun!\Some of the victims don't wear glasses.\You can't say it's a pattern.\Oh.\Too bad. And here I thought it'd finally be your time to shine.\I can't let that remark pass.\Are you trying to say my glasses are the only reason I'd ever be in the spotlight?! response:	Wh-What?!
context: It's your time to shine, Kunikida-kun!\Some of the victims don't wear glasses.\You can't say it's a pattern.\Oh.\Too bad. And here I thought it'd finally be your time to shine.\I can't let that remark pass.\Are you trying to say my glasses are the only reason I'd ever be in the spotlight?!\Wh-What?! response:	We're here.
context: Some of the victims don't wear glasses.\You can't say it's a pattern.\Oh.\Too bad. And here I thought it'd finally be your time to shine.\I can't let that remark pass.\Are you trying to say my glasses are the only reason I'd ever be in the spotlight?!\Wh-What?!\We're here. response:	It's the abandoned hospital, as you requested.
context: You can't say it's a pattern.\Oh.\Too bad. And here I thought it'd finally be your time to shine.\I can't let that remark pass.\Are you trying to say my glasses are the only reason I'd ever be in the spotlight?!\Wh-What?!\We're here.\It's the abandoned hospital, as you requested. response:	What a nice atmosphere.
context: Oh.\Too bad. And here I thought it'd finally be your time to shine.\I can't let that remark pass.\Are you trying to say my glasses are the only reason I'd ever be in the spotlight?!\Wh-What?!\We're here.\It's the abandoned hospital, as you requested.\What a nice atmosphere. response:	I think it might be haunted.
context: Too bad. And here I thought it'd finally be your time to shine.\I can't let that remark pass.\Are you trying to say my glasses are the only reason I'd ever be in the spotlight?!\Wh-What?!\We're here.\It's the abandoned hospital, as you requested.\What a nice atmosphere.\I think it might be haunted. response:	By what?
context: I can't let that remark pass.\Are you trying to say my glasses are the only reason I'd ever be in the spotlight?!\Wh-What?!\We're here.\It's the abandoned hospital, as you requested.\What a nice atmosphere.\I think it might be haunted.\By what? response:	It is creepy, to be sure.
context: Are you trying to say my glasses are the only reason I'd ever be in the spotlight?!\Wh-What?!\We're here.\It's the abandoned hospital, as you requested.\What a nice atmosphere.\I think it might be haunted.\By what?\It is creepy, to be sure. response:	It's kind of nice.
context: Wh-What?!\We're here.\It's the abandoned hospital, as you requested.\What a nice atmosphere.\I think it might be haunted.\By what?\It is creepy, to be sure.\It's kind of nice. response:	It revs you up.
context: We're here.\It's the abandoned hospital, as you requested.\What a nice atmosphere.\I think it might be haunted.\By what?\It is creepy, to be sure.\It's kind of nice.\It revs you up. response:	You'd better not have eaten another weird mushroom.
context: It's the abandoned hospital, as you requested.\What a nice atmosphere.\I think it might be haunted.\By what?\It is creepy, to be sure.\It's kind of nice.\It revs you up.\You'd better not have eaten another weird mushroom. response:	Oh, are you scared, Kunikida-kun?
context: What a nice atmosphere.\I think it might be haunted.\By what?\It is creepy, to be sure.\It's kind of nice.\It revs you up.\You'd better not have eaten another weird mushroom.\Oh, are you scared, Kunikida-kun? response:	Are you afraid of ghosts or something?
context: I think it might be haunted.\By what?\It is creepy, to be sure.\It's kind of nice.\It revs you up.\You'd better not have eaten another weird mushroom.\Oh, are you scared, Kunikida-kun?\Are you afraid of ghosts or something? response:	I'm not afraid of ghosts!
context: By what?\It is creepy, to be sure.\It's kind of nice.\It revs you up.\You'd better not have eaten another weird mushroom.\Oh, are you scared, Kunikida-kun?\Are you afraid of ghosts or something?\I'm not afraid of ghosts! response:	Then keep up.
context: It is creepy, to be sure.\It's kind of nice.\It revs you up.\You'd better not have eaten another weird mushroom.\Oh, are you scared, Kunikida-kun?\Are you afraid of ghosts or something?\I'm not afraid of ghosts!\Then keep up. response:	Fool!
context: It's kind of nice.\It revs you up.\You'd better not have eaten another weird mushroom.\Oh, are you scared, Kunikida-kun?\Are you afraid of ghosts or something?\I'm not afraid of ghosts!\Then keep up.\Fool! response:	In this sort of movie, those who are careless and get ahead of themselves
context: It revs you up.\You'd better not have eaten another weird mushroom.\Oh, are you scared, Kunikida-kun?\Are you afraid of ghosts or something?\I'm not afraid of ghosts!\Then keep up.\Fool!\In this sort of movie, those who are careless and get ahead of themselves response:	are the ones who die first.
context: You'd better not have eaten another weird mushroom.\Oh, are you scared, Kunikida-kun?\Are you afraid of ghosts or something?\I'm not afraid of ghosts!\Then keep up.\Fool!\In this sort of movie, those who are careless and get ahead of themselves\are the ones who die first. response:	Look at these footprints.
context: Oh, are you scared, Kunikida-kun?\Are you afraid of ghosts or something?\I'm not afraid of ghosts!\Then keep up.\Fool!\In this sort of movie, those who are careless and get ahead of themselves\are the ones who die first.\Look at these footprints. response:	They're still fresh.
context: Are you afraid of ghosts or something?\I'm not afraid of ghosts!\Then keep up.\Fool!\In this sort of movie, those who are careless and get ahead of themselves\are the ones who die first.\Look at these footprints.\They're still fresh. response:	Help!
context: I'm not afraid of ghosts!\Then keep up.\Fool!\In this sort of movie, those who are careless and get ahead of themselves\are the ones who die first.\Look at these footprints.\They're still fresh.\Help! response:	That voice...
context: Then keep up.\Fool!\In this sort of movie, those who are careless and get ahead of themselves\are the ones who die first.\Look at these footprints.\They're still fresh.\Help!\That voice... response:	Did it come from the basement?
context: Fool!\In this sort of movie, those who are careless and get ahead of themselves\are the ones who die first.\Look at these footprints.\They're still fresh.\Help!\That voice...\Did it come from the basement? response:	What's this?!
context: In this sort of movie, those who are careless and get ahead of themselves\are the ones who die first.\Look at these footprints.\They're still fresh.\Help!\That voice...\Did it come from the basement?\What's this?! response:	Thank you.
context: are the ones who die first.\Look at these footprints.\They're still fresh.\Help!\That voice...\Did it come from the basement?\What's this?!\Thank you. response:	You saved me.
context: Look at these footprints.\They're still fresh.\Help!\That voice...\Did it come from the basement?\What's this?!\Thank you.\You saved me. response:	University Lecturer Sasaki Nobuko
context: They're still fresh.\Help!\That voice...\Did it come from the basement?\What's this?!\Thank you.\You saved me.\University Lecturer Sasaki Nobuko response:	I am Sasaki Nobuko.
context: Help!\That voice...\Did it come from the basement?\What's this?!\Thank you.\You saved me.\University Lecturer Sasaki Nobuko\I am Sasaki Nobuko. response:	I'm a lecturer at a university in Tokyo.
context: That voice...\Did it come from the basement?\What's this?!\Thank you.\You saved me.\University Lecturer Sasaki Nobuko\I am Sasaki Nobuko.\I'm a lecturer at a university in Tokyo. response:	So you're victim number twelve?
context: Did it come from the basement?\What's this?!\Thank you.\You saved me.\University Lecturer Sasaki Nobuko\I am Sasaki Nobuko.\I'm a lecturer at a university in Tokyo.\So you're victim number twelve? response:	Did you see who abducted you?
context: What's this?!\Thank you.\You saved me.\University Lecturer Sasaki Nobuko\I am Sasaki Nobuko.\I'm a lecturer at a university in Tokyo.\So you're victim number twelve?\Did you see who abducted you? response:	I'm sorry.
context: Thank you.\You saved me.\University Lecturer Sasaki Nobuko\I am Sasaki Nobuko.\I'm a lecturer at a university in Tokyo.\So you're victim number twelve?\Did you see who abducted you?\I'm sorry. response:	I blacked out at a station.
context: You saved me.\University Lecturer Sasaki Nobuko\I am Sasaki Nobuko.\I'm a lecturer at a university in Tokyo.\So you're victim number twelve?\Did you see who abducted you?\I'm sorry.\I blacked out at a station. response:	When I regained consciousness,
context: University Lecturer Sasaki Nobuko\I am Sasaki Nobuko.\I'm a lecturer at a university in Tokyo.\So you're victim number twelve?\Did you see who abducted you?\I'm sorry.\I blacked out at a station.\When I regained consciousness, response:	I was drowning in the tank, as you just saw.
context: I am Sasaki Nobuko.\I'm a lecturer at a university in Tokyo.\So you're victim number twelve?\Did you see who abducted you?\I'm sorry.\I blacked out at a station.\When I regained consciousness,\I was drowning in the tank, as you just saw. response:	Dazai, what's your take on the situation?
context: I'm a lecturer at a university in Tokyo.\So you're victim number twelve?\Did you see who abducted you?\I'm sorry.\I blacked out at a station.\When I regained consciousness,\I was drowning in the tank, as you just saw.\Dazai, what's your take on the situation? response:	Sasaki-san's looking super sexy.
context: So you're victim number twelve?\Did you see who abducted you?\I'm sorry.\I blacked out at a station.\When I regained consciousness,\I was drowning in the tank, as you just saw.\Dazai, what's your take on the situation?\Sasaki-san's looking super sexy. response:	Be serious!
context: Did you see who abducted you?\I'm sorry.\I blacked out at a station.\When I regained consciousness,\I was drowning in the tank, as you just saw.\Dazai, what's your take on the situation?\Sasaki-san's looking super sexy.\Be serious! response:	Oh, right...
context: I'm sorry.\I blacked out at a station.\When I regained consciousness,\I was drowning in the tank, as you just saw.\Dazai, what's your take on the situation?\Sasaki-san's looking super sexy.\Be serious!\Oh, right... response:	There should be others who were abducted here.
context: I blacked out at a station.\When I regained consciousness,\I was drowning in the tank, as you just saw.\Dazai, what's your take on the situation?\Sasaki-san's looking super sexy.\Be serious!\Oh, right...\There should be others who were abducted here. response:	I know I heard voices just as I began drowning in the tank.
context: When I regained consciousness,\I was drowning in the tank, as you just saw.\Dazai, what's your take on the situation?\Sasaki-san's looking super sexy.\Be serious!\Oh, right...\There should be others who were abducted here.\I know I heard voices just as I began drowning in the tank. response:	What?
context: I was drowning in the tank, as you just saw.\Dazai, what's your take on the situation?\Sasaki-san's looking super sexy.\Be serious!\Oh, right...\There should be others who were abducted here.\I know I heard voices just as I began drowning in the tank.\What? response:	Kunikida-san!
context: Dazai, what's your take on the situation?\Sasaki-san's looking super sexy.\Be serious!\Oh, right...\There should be others who were abducted here.\I know I heard voices just as I began drowning in the tank.\What?\Kunikida-san! response:	I found them!
context: Sasaki-san's looking super sexy.\Be serious!\Oh, right...\There should be others who were abducted here.\I know I heard voices just as I began drowning in the tank.\What?\Kunikida-san!\I found them! response:	They're here!
context: Be serious!\Oh, right...\There should be others who were abducted here.\I know I heard voices just as I began drowning in the tank.\What?\Kunikida-san!\I found them!\They're here! response:	Help us!
context: Oh, right...\There should be others who were abducted here.\I know I heard voices just as I began drowning in the tank.\What?\Kunikida-san!\I found them!\They're here!\Help us! response:	Please!
context: There should be others who were abducted here.\I know I heard voices just as I began drowning in the tank.\What?\Kunikida-san!\I found them!\They're here!\Help us!\Please! response:	You all right?
context: I know I heard voices just as I began drowning in the tank.\What?\Kunikida-san!\I found them!\They're here!\Help us!\Please!\You all right? response:	Get us out of here!
context: What?\Kunikida-san!\I found them!\They're here!\Help us!\Please!\You all right?\Get us out of here! response:	Get back, Atsushi-kun!
context: Kunikida-san!\I found them!\They're here!\Help us!\Please!\You all right?\Get us out of here!\Get back, Atsushi-kun! response:	It's gas!
context: I found them!\They're here!\Help us!\Please!\You all right?\Get us out of here!\Get back, Atsushi-kun!\It's gas! response:	You, too, Kunikida-kun.
context: They're here!\Help us!\Please!\You all right?\Get us out of here!\Get back, Atsushi-kun!\It's gas!\You, too, Kunikida-kun. response:	Hey, hang in there!
context: Help us!\Please!\You all right?\Get us out of here!\Get back, Atsushi-kun!\It's gas!\You, too, Kunikida-kun.\Hey, hang in there! response:	Hey!
context: Please!\You all right?\Get us out of here!\Get back, Atsushi-kun!\It's gas!\You, too, Kunikida-kun.\Hey, hang in there!\Hey! response:	Kunikida-kun!
context: You all right?\Get us out of here!\Get back, Atsushi-kun!\It's gas!\You, too, Kunikida-kun.\Hey, hang in there!\Hey!\Kunikida-kun! response:	Let me go, Dazai!
context: Get us out of here!\Get back, Atsushi-kun!\It's gas!\You, too, Kunikida-kun.\Hey, hang in there!\Hey!\Kunikida-kun!\Let me go, Dazai! response:	People shouldn't die like this!
context: Get back, Atsushi-kun!\It's gas!\You, too, Kunikida-kun.\Hey, hang in there!\Hey!\Kunikida-kun!\Let me go, Dazai!\People shouldn't die like this! response:	Let me go!
context: It's gas!\You, too, Kunikida-kun.\Hey, hang in there!\Hey!\Kunikida-kun!\Let me go, Dazai!\People shouldn't die like this!\Let me go! response:	Let me go!
context: You, too, Kunikida-kun.\Hey, hang in there!\Hey!\Kunikida-kun!\Let me go, Dazai!\People shouldn't die like this!\Let me go!\Let me go! response:	Victims of Yokohama's serial abduction case were found,
context: Hey, hang in there!\Hey!\Kunikida-kun!\Let me go, Dazai!\People shouldn't die like this!\Let me go!\Let me go!\Victims of Yokohama's serial abduction case were found, response:	Series of Disappearances in Yokohama Ends in Tragic Deaths
context: Hey!\Kunikida-kun!\Let me go, Dazai!\People shouldn't die like this!\Let me go!\Let me go!\Victims of Yokohama's serial abduction case were found,\Series of Disappearances in Yokohama Ends in Tragic Deaths response:	but perished when a civilian detective agency conducted an independent raid.
context: Kunikida-kun!\Let me go, Dazai!\People shouldn't die like this!\Let me go!\Let me go!\Victims of Yokohama's serial abduction case were found,\Series of Disappearances in Yokohama Ends in Tragic Deaths\but perished when a civilian detective agency conducted an independent raid. response:	Perished...
context: Let me go, Dazai!\People shouldn't die like this!\Let me go!\Let me go!\Victims of Yokohama's serial abduction case were found,\Series of Disappearances in Yokohama Ends in Tragic Deaths\but perished when a civilian detective agency conducted an independent raid.\Perished... response:	So this was the enemy's objective.
context: People shouldn't die like this!\Let me go!\Let me go!\Victims of Yokohama's serial abduction case were found,\Series of Disappearances in Yokohama Ends in Tragic Deaths\but perished when a civilian detective agency conducted an independent raid.\Perished...\So this was the enemy's objective. response:	You're saying they were trying to frame the Agency?
context: Let me go!\Let me go!\Victims of Yokohama's serial abduction case were found,\Series of Disappearances in Yokohama Ends in Tragic Deaths\but perished when a civilian detective agency conducted an independent raid.\Perished...\So this was the enemy's objective.\You're saying they were trying to frame the Agency? response:	Maybe it wasn't my time to shine, despite what Dazai said.
context: Let me go!\Victims of Yokohama's serial abduction case were found,\Series of Disappearances in Yokohama Ends in Tragic Deaths\but perished when a civilian detective agency conducted an independent raid.\Perished...\So this was the enemy's objective.\You're saying they were trying to frame the Agency?\Maybe it wasn't my time to shine, despite what Dazai said. response:	Kunikida-san...
context: Victims of Yokohama's serial abduction case were found,\Series of Disappearances in Yokohama Ends in Tragic Deaths\but perished when a civilian detective agency conducted an independent raid.\Perished...\So this was the enemy's objective.\You're saying they were trying to frame the Agency?\Maybe it wasn't my time to shine, despite what Dazai said.\Kunikida-san... response:	Where's Ms. Sasaki?
context: Series of Disappearances in Yokohama Ends in Tragic Deaths\but perished when a civilian detective agency conducted an independent raid.\Perished...\So this was the enemy's objective.\You're saying they were trying to frame the Agency?\Maybe it wasn't my time to shine, despite what Dazai said.\Kunikida-san...\Where's Ms. Sasaki? response:	Infirmary
context: but perished when a civilian detective agency conducted an independent raid.\Perished...\So this was the enemy's objective.\You're saying they were trying to frame the Agency?\Maybe it wasn't my time to shine, despite what Dazai said.\Kunikida-san...\Where's Ms. Sasaki?\Infirmary response:	She should be in the infirmary.
context: Perished...\So this was the enemy's objective.\You're saying they were trying to frame the Agency?\Maybe it wasn't my time to shine, despite what Dazai said.\Kunikida-san...\Where's Ms. Sasaki?\Infirmary\She should be in the infirmary. response:	Oh, that's great.
context: So this was the enemy's objective.\You're saying they were trying to frame the Agency?\Maybe it wasn't my time to shine, despite what Dazai said.\Kunikida-san...\Where's Ms. Sasaki?\Infirmary\She should be in the infirmary.\Oh, that's great. response:	Thank you so much for saving me the other day.
context: You're saying they were trying to frame the Agency?\Maybe it wasn't my time to shine, despite what Dazai said.\Kunikida-san...\Where's Ms. Sasaki?\Infirmary\She should be in the infirmary.\Oh, that's great.\Thank you so much for saving me the other day. response:	If you hadn't come when you did,
context: Maybe it wasn't my time to shine, despite what Dazai said.\Kunikida-san...\Where's Ms. Sasaki?\Infirmary\She should be in the infirmary.\Oh, that's great.\Thank you so much for saving me the other day.\If you hadn't come when you did, response:	I wouldn't be alive right now.
context: Kunikida-san...\Where's Ms. Sasaki?\Infirmary\She should be in the infirmary.\Oh, that's great.\Thank you so much for saving me the other day.\If you hadn't come when you did,\I wouldn't be alive right now. response:	Not at all.
context: Where's Ms. Sasaki?\Infirmary\She should be in the infirmary.\Oh, that's great.\Thank you so much for saving me the other day.\If you hadn't come when you did,\I wouldn't be alive right now.\Not at all. response:	Not to mention, you even let me stay at your residence last night.
context: Infirmary\She should be in the infirmary.\Oh, that's great.\Thank you so much for saving me the other day.\If you hadn't come when you did,\I wouldn't be alive right now.\Not at all.\Not to mention, you even let me stay at your residence last night. response:	Huh?
context: She should be in the infirmary.\Oh, that's great.\Thank you so much for saving me the other day.\If you hadn't come when you did,\I wouldn't be alive right now.\Not at all.\Not to mention, you even let me stay at your residence last night.\Huh? response:	Where did you stay?
context: Oh, that's great.\Thank you so much for saving me the other day.\If you hadn't come when you did,\I wouldn't be alive right now.\Not at all.\Not to mention, you even let me stay at your residence last night.\Huh?\Where did you stay? response:	My place!
context: Thank you so much for saving me the other day.\If you hadn't come when you did,\I wouldn't be alive right now.\Not at all.\Not to mention, you even let me stay at your residence last night.\Huh?\Where did you stay?\My place! response:	What?!
context: If you hadn't come when you did,\I wouldn't be alive right now.\Not at all.\Not to mention, you even let me stay at your residence last night.\Huh?\Where did you stay?\My place!\What?! response:	I'm... deeply indebted to Dazai-sama.
context: I wouldn't be alive right now.\Not at all.\Not to mention, you even let me stay at your residence last night.\Huh?\Where did you stay?\My place!\What?!\I'm... deeply indebted to Dazai-sama. response:	See?
context: Not at all.\Not to mention, you even let me stay at your residence last night.\Huh?\Where did you stay?\My place!\What?!\I'm... deeply indebted to Dazai-sama.\See? response:	I-Is that something detectives are allowed to do?
context: Not to mention, you even let me stay at your residence last night.\Huh?\Where did you stay?\My place!\What?!\I'm... deeply indebted to Dazai-sama.\See?\I-Is that something detectives are allowed to do? response:	It seems Sasaki-san didn't see who it was.
context: Huh?\Where did you stay?\My place!\What?!\I'm... deeply indebted to Dazai-sama.\See?\I-Is that something detectives are allowed to do?\It seems Sasaki-san didn't see who it was. response:	She apparently faints a lot due to anemia.
context: Where did you stay?\My place!\What?!\I'm... deeply indebted to Dazai-sama.\See?\I-Is that something detectives are allowed to do?\It seems Sasaki-san didn't see who it was.\She apparently faints a lot due to anemia. response:	That's why she fainted on the day she was abducted, too.
context: My place!\What?!\I'm... deeply indebted to Dazai-sama.\See?\I-Is that something detectives are allowed to do?\It seems Sasaki-san didn't see who it was.\She apparently faints a lot due to anemia.\That's why she fainted on the day she was abducted, too. response:	I don't know how she was abducted afterward.
context: What?!\I'm... deeply indebted to Dazai-sama.\See?\I-Is that something detectives are allowed to do?\It seems Sasaki-san didn't see who it was.\She apparently faints a lot due to anemia.\That's why she fainted on the day she was abducted, too.\I don't know how she was abducted afterward. response:	So she's your type?
context: I'm... deeply indebted to Dazai-sama.\See?\I-Is that something detectives are allowed to do?\It seems Sasaki-san didn't see who it was.\She apparently faints a lot due to anemia.\That's why she fainted on the day she was abducted, too.\I don't know how she was abducted afterward.\So she's your type? response:	I like all women.
context: See?\I-Is that something detectives are allowed to do?\It seems Sasaki-san didn't see who it was.\She apparently faints a lot due to anemia.\That's why she fainted on the day she was abducted, too.\I don't know how she was abducted afterward.\So she's your type?\I like all women. response:	But Sasaki-san seems like the type who'd commit suicide with me if I ask,
context: I-Is that something detectives are allowed to do?\It seems Sasaki-san didn't see who it was.\She apparently faints a lot due to anemia.\That's why she fainted on the day she was abducted, too.\I don't know how she was abducted afterward.\So she's your type?\I like all women.\But Sasaki-san seems like the type who'd commit suicide with me if I ask, response:	which is nice.
context: It seems Sasaki-san didn't see who it was.\She apparently faints a lot due to anemia.\That's why she fainted on the day she was abducted, too.\I don't know how she was abducted afterward.\So she's your type?\I like all women.\But Sasaki-san seems like the type who'd commit suicide with me if I ask,\which is nice. response:	But what about you, Kunikida-kun?
context: She apparently faints a lot due to anemia.\That's why she fainted on the day she was abducted, too.\I don't know how she was abducted afterward.\So she's your type?\I like all women.\But Sasaki-san seems like the type who'd commit suicide with me if I ask,\which is nice.\But what about you, Kunikida-kun? response:	Is she your type?
context: That's why she fainted on the day she was abducted, too.\I don't know how she was abducted afterward.\So she's your type?\I like all women.\But Sasaki-san seems like the type who'd commit suicide with me if I ask,\which is nice.\But what about you, Kunikida-kun?\Is she your type? response:	She is a victim in the case and a witness. That's it.
context: I don't know how she was abducted afterward.\So she's your type?\I like all women.\But Sasaki-san seems like the type who'd commit suicide with me if I ask,\which is nice.\But what about you, Kunikida-kun?\Is she your type?\She is a victim in the case and a witness. That's it. response:	Well, that's how you would roll.
context: So she's your type?\I like all women.\But Sasaki-san seems like the type who'd commit suicide with me if I ask,\which is nice.\But what about you, Kunikida-kun?\Is she your type?\She is a victim in the case and a witness. That's it.\Well, that's how you would roll. response:	Oh, Atsushi-kun, want to read it?
context: I like all women.\But Sasaki-san seems like the type who'd commit suicide with me if I ask,\which is nice.\But what about you, Kunikida-kun?\Is she your type?\She is a victim in the case and a witness. That's it.\Well, that's how you would roll.\Oh, Atsushi-kun, want to read it? response:	Ideal
