context: Kyouma, response:	I want...
context: Those crepes were good...\Yeah.\Hey! You look bored.\I'm waiting for someone.\Hey, don't scare Nae!\I didn't do anything!\Come on, Nae.\Let's leave this loser alone and go inside. response:	Hi!
context: Yeah.\Hey! You look bored.\I'm waiting for someone.\Hey, don't scare Nae!\I didn't do anything!\Come on, Nae.\Let's leave this loser alone and go inside.\Hi! response:	Mayuri-oneechan!
context: Hey! You look bored.\I'm waiting for someone.\Hey, don't scare Nae!\I didn't do anything!\Come on, Nae.\Let's leave this loser alone and go inside.\Hi!\Mayuri-oneechan! response:	I'll give this to you.
context: I'm waiting for someone.\Hey, don't scare Nae!\I didn't do anything!\Come on, Nae.\Let's leave this loser alone and go inside.\Hi!\Mayuri-oneechan!\I'll give this to you. response:	Thanks!
context: Hey, don't scare Nae!\I didn't do anything!\Come on, Nae.\Let's leave this loser alone and go inside.\Hi!\Mayuri-oneechan!\I'll give this to you.\Thanks! response:	Here's one for Okarin, too!
context: I didn't do anything!\Come on, Nae.\Let's leave this loser alone and go inside.\Hi!\Mayuri-oneechan!\I'll give this to you.\Thanks!\Here's one for Okarin, too! response:	Yo!
context: Come on, Nae.\Let's leave this loser alone and go inside.\Hi!\Mayuri-oneechan!\I'll give this to you.\Thanks!\Here's one for Okarin, too!\Yo! response:	Good morning, Suzu-san.
context: Let's leave this loser alone and go inside.\Hi!\Mayuri-oneechan!\I'll give this to you.\Thanks!\Here's one for Okarin, too!\Yo!\Good morning, Suzu-san. response:	It's the part-timer girl!
context: Hi!\Mayuri-oneechan!\I'll give this to you.\Thanks!\Here's one for Okarin, too!\Yo!\Good morning, Suzu-san.\It's the part-timer girl! response:	Hey... What happened after that?
context: Mayuri-oneechan!\I'll give this to you.\Thanks!\Here's one for Okarin, too!\Yo!\Good morning, Suzu-san.\It's the part-timer girl!\Hey... What happened after that? response:	With what?
context: I'll give this to you.\Thanks!\Here's one for Okarin, too!\Yo!\Good morning, Suzu-san.\It's the part-timer girl!\Hey... What happened after that?\With what? response:	The time machine!
context: Thanks!\Here's one for Okarin, too!\Yo!\Good morning, Suzu-san.\It's the part-timer girl!\Hey... What happened after that?\With what?\The time machine! response:	Did you ask John Titor?
context: Here's one for Okarin, too!\Yo!\Good morning, Suzu-san.\It's the part-timer girl!\Hey... What happened after that?\With what?\The time machine!\Did you ask John Titor? response:	Yeah, but I don't know if what he says is accurate...
context: Yo!\Good morning, Suzu-san.\It's the part-timer girl!\Hey... What happened after that?\With what?\The time machine!\Did you ask John Titor?\Yeah, but I don't know if what he says is accurate... response:	Which part?
context: Good morning, Suzu-san.\It's the part-timer girl!\Hey... What happened after that?\With what?\The time machine!\Did you ask John Titor?\Yeah, but I don't know if what he says is accurate...\Which part? response:	Why are you so interested?
context: It's the part-timer girl!\Hey... What happened after that?\With what?\The time machine!\Did you ask John Titor?\Yeah, but I don't know if what he says is accurate...\Which part?\Why are you so interested? response:	You're a Titor otaku, aren't you?
context: Hey... What happened after that?\With what?\The time machine!\Did you ask John Titor?\Yeah, but I don't know if what he says is accurate...\Which part?\Why are you so interested?\You're a Titor otaku, aren't you? response:	No.
context: With what?\The time machine!\Did you ask John Titor?\Yeah, but I don't know if what he says is accurate...\Which part?\Why are you so interested?\You're a Titor otaku, aren't you?\No. response:	Kurisu-chan!
context: The time machine!\Did you ask John Titor?\Yeah, but I don't know if what he says is accurate...\Which part?\Why are you so interested?\You're a Titor otaku, aren't you?\No.\Kurisu-chan! response:	Good morning.
context: Did you ask John Titor?\Yeah, but I don't know if what he says is accurate...\Which part?\Why are you so interested?\You're a Titor otaku, aren't you?\No.\Kurisu-chan!\Good morning. response:	More sparks between you two?
context: Yeah, but I don't know if what he says is accurate...\Which part?\Why are you so interested?\You're a Titor otaku, aren't you?\No.\Kurisu-chan!\Good morning.\More sparks between you two? response:	What's her problem, anyway?
context: Which part?\Why are you so interested?\You're a Titor otaku, aren't you?\No.\Kurisu-chan!\Good morning.\More sparks between you two?\What's her problem, anyway? response:	Fighting makes me sad.
context: Why are you so interested?\You're a Titor otaku, aren't you?\No.\Kurisu-chan!\Good morning.\More sparks between you two?\What's her problem, anyway?\Fighting makes me sad. response:	Don't worry! It's okay.
context: You're a Titor otaku, aren't you?\No.\Kurisu-chan!\Good morning.\More sparks between you two?\What's her problem, anyway?\Fighting makes me sad.\Don't worry! It's okay. response:	Thank you.
context: No.\Kurisu-chan!\Good morning.\More sparks between you two?\What's her problem, anyway?\Fighting makes me sad.\Don't worry! It's okay.\Thank you. response:	No private messages.
context: Kurisu-chan!\Good morning.\More sparks between you two?\What's her problem, anyway?\Fighting makes me sad.\Don't worry! It's okay.\Thank you.\No private messages. response:	We want something simple, that will make it clear
context: Good morning.\More sparks between you two?\What's her problem, anyway?\Fighting makes me sad.\Don't worry! It's okay.\Thank you.\No private messages.\We want something simple, that will make it clear response:	whether the past's changed.
context: More sparks between you two?\What's her problem, anyway?\Fighting makes me sad.\Don't worry! It's okay.\Thank you.\No private messages.\We want something simple, that will make it clear\whether the past's changed. response:	I changed my cell phone four days ago,
context: What's her problem, anyway?\Fighting makes me sad.\Don't worry! It's okay.\Thank you.\No private messages.\We want something simple, that will make it clear\whether the past's changed.\I changed my cell phone four days ago, response:	and I want to tell myself not to do it.
context: Fighting makes me sad.\Don't worry! It's okay.\Thank you.\No private messages.\We want something simple, that will make it clear\whether the past's changed.\I changed my cell phone four days ago,\and I want to tell myself not to do it. response:	I see.
context: Don't worry! It's okay.\Thank you.\No private messages.\We want something simple, that will make it clear\whether the past's changed.\I changed my cell phone four days ago,\and I want to tell myself not to do it.\I see. response:	So if the past changes, you'll have a different cell phone.
context: Thank you.\No private messages.\We want something simple, that will make it clear\whether the past's changed.\I changed my cell phone four days ago,\and I want to tell myself not to do it.\I see.\So if the past changes, you'll have a different cell phone. response:	It would be obvious.
context: No private messages.\We want something simple, that will make it clear\whether the past's changed.\I changed my cell phone four days ago,\and I want to tell myself not to do it.\I see.\So if the past changes, you'll have a different cell phone.\It would be obvious. response:	Then let us begin the experiment!
context: We want something simple, that will make it clear\whether the past's changed.\I changed my cell phone four days ago,\and I want to tell myself not to do it.\I see.\So if the past changes, you'll have a different cell phone.\It would be obvious.\Then let us begin the experiment! response:	Right! Activate the Phone Microwave (name subject to change)!
context: whether the past's changed.\I changed my cell phone four days ago,\and I want to tell myself not to do it.\I see.\So if the past changes, you'll have a different cell phone.\It would be obvious.\Then let us begin the experiment!\Right! Activate the Phone Microwave (name subject to change)! response:	It's so round...
context: I changed my cell phone four days ago,\and I want to tell myself not to do it.\I see.\So if the past changes, you'll have a different cell phone.\It would be obvious.\Then let us begin the experiment!\Right! Activate the Phone Microwave (name subject to change)!\It's so round... response:	What is this?
context: and I want to tell myself not to do it.\I see.\So if the past changes, you'll have a different cell phone.\It would be obvious.\Then let us begin the experiment!\Right! Activate the Phone Microwave (name subject to change)!\It's so round...\What is this? response:	I used the wrong number for the Lotto-6 you asked me about.
context: I see.\So if the past changes, you'll have a different cell phone.\It would be obvious.\Then let us begin the experiment!\Right! Activate the Phone Microwave (name subject to change)!\It's so round...\What is this?\I used the wrong number for the Lotto-6 you asked me about. response:	This is my apology.
context: So if the past changes, you'll have a different cell phone.\It would be obvious.\Then let us begin the experiment!\Right! Activate the Phone Microwave (name subject to change)!\It's so round...\What is this?\I used the wrong number for the Lotto-6 you asked me about.\This is my apology. response:	Good... Good to hear!
context: It would be obvious.\Then let us begin the experiment!\Right! Activate the Phone Microwave (name subject to change)!\It's so round...\What is this?\I used the wrong number for the Lotto-6 you asked me about.\This is my apology.\Good... Good to hear! response:	The day nears, when your heart's eye will open.
context: Then let us begin the experiment!\Right! Activate the Phone Microwave (name subject to change)!\It's so round...\What is this?\I used the wrong number for the Lotto-6 you asked me about.\This is my apology.\Good... Good to hear!\The day nears, when your heart's eye will open. response:	Yes!
context: Right! Activate the Phone Microwave (name subject to change)!\It's so round...\What is this?\I used the wrong number for the Lotto-6 you asked me about.\This is my apology.\Good... Good to hear!\The day nears, when your heart's eye will open.\Yes! response:	Excuse me, then.
context: It's so round...\What is this?\I used the wrong number for the Lotto-6 you asked me about.\This is my apology.\Good... Good to hear!\The day nears, when your heart's eye will open.\Yes!\Excuse me, then. response:	You're leaving?
context: What is this?\I used the wrong number for the Lotto-6 you asked me about.\This is my apology.\Good... Good to hear!\The day nears, when your heart's eye will open.\Yes!\Excuse me, then.\You're leaving? response:	You seem busy.
context: I used the wrong number for the Lotto-6 you asked me about.\This is my apology.\Good... Good to hear!\The day nears, when your heart's eye will open.\Yes!\Excuse me, then.\You're leaving?\You seem busy. response:	Goodbye.
context: This is my apology.\Good... Good to hear!\The day nears, when your heart's eye will open.\Yes!\Excuse me, then.\You're leaving?\You seem busy.\Goodbye. response:	Wear Mayushii's cosplay sometime soon, okay?
context: Good... Good to hear!\The day nears, when your heart's eye will open.\Yes!\Excuse me, then.\You're leaving?\You seem busy.\Goodbye.\Wear Mayushii's cosplay sometime soon, okay? response:	I-I'm sorry.
context: The day nears, when your heart's eye will open.\Yes!\Excuse me, then.\You're leaving?\You seem busy.\Goodbye.\Wear Mayushii's cosplay sometime soon, okay?\I-I'm sorry. response:	I'm not really into that...
context: Yes!\Excuse me, then.\You're leaving?\You seem busy.\Goodbye.\Wear Mayushii's cosplay sometime soon, okay?\I-I'm sorry.\I'm not really into that... response:	So you won't?
context: Excuse me, then.\You're leaving?\You seem busy.\Goodbye.\Wear Mayushii's cosplay sometime soon, okay?\I-I'm sorry.\I'm not really into that...\So you won't? response:	I think you'd look great...
context: You're leaving?\You seem busy.\Goodbye.\Wear Mayushii's cosplay sometime soon, okay?\I-I'm sorry.\I'm not really into that...\So you won't?\I think you'd look great... response:	Goodbye.
context: You seem busy.\Goodbye.\Wear Mayushii's cosplay sometime soon, okay?\I-I'm sorry.\I'm not really into that...\So you won't?\I think you'd look great...\Goodbye. response:	Bye-bye!
context: Goodbye.\Wear Mayushii's cosplay sometime soon, okay?\I-I'm sorry.\I'm not really into that...\So you won't?\I think you'd look great...\Goodbye.\Bye-bye! response:	Good kid, huh?
context: Wear Mayushii's cosplay sometime soon, okay?\I-I'm sorry.\I'm not really into that...\So you won't?\I think you'd look great...\Goodbye.\Bye-bye!\Good kid, huh? response:	Yeah.
context: I-I'm sorry.\I'm not really into that...\So you won't?\I think you'd look great...\Goodbye.\Bye-bye!\Good kid, huh?\Yeah. response:	This feeling again.
context: I'm not really into that...\So you won't?\I think you'd look great...\Goodbye.\Bye-bye!\Good kid, huh?\Yeah.\This feeling again. response:	Which means...
context: So you won't?\I think you'd look great...\Goodbye.\Bye-bye!\Good kid, huh?\Yeah.\This feeling again.\Which means... response:	The past changed?
context: I think you'd look great...\Goodbye.\Bye-bye!\Good kid, huh?\Yeah.\This feeling again.\Which means...\The past changed? response:	Wh-Where's Shining Finger?
context: Goodbye.\Bye-bye!\Good kid, huh?\Yeah.\This feeling again.\Which means...\The past changed?\Wh-Where's Shining Finger? response:	Shi...
context: Bye-bye!\Good kid, huh?\Yeah.\This feeling again.\Which means...\The past changed?\Wh-Where's Shining Finger?\Shi... response:	Japanese... Do you speak it?
context: Good kid, huh?\Yeah.\This feeling again.\Which means...\The past changed?\Wh-Where's Shining Finger?\Shi...\Japanese... Do you speak it? response:	Rukako didn't stop by?
context: Yeah.\This feeling again.\Which means...\The past changed?\Wh-Where's Shining Finger?\Shi...\Japanese... Do you speak it?\Rukako didn't stop by? response:	Rukako? Nope.
context: This feeling again.\Which means...\The past changed?\Wh-Where's Shining Finger?\Shi...\Japanese... Do you speak it?\Rukako didn't stop by?\Rukako? Nope. response:	Then, Moeka... Where's Moeka?
context: Which means...\The past changed?\Wh-Where's Shining Finger?\Shi...\Japanese... Do you speak it?\Rukako didn't stop by?\Rukako? Nope.\Then, Moeka... Where's Moeka? response:	Moeka-san? Who's that?
context: The past changed?\Wh-Where's Shining Finger?\Shi...\Japanese... Do you speak it?\Rukako didn't stop by?\Rukako? Nope.\Then, Moeka... Where's Moeka?\Moeka-san? Who's that? response:	Kiryuu Moeka!
context: Wh-Where's Shining Finger?\Shi...\Japanese... Do you speak it?\Rukako didn't stop by?\Rukako? Nope.\Then, Moeka... Where's Moeka?\Moeka-san? Who's that?\Kiryuu Moeka! response:	She wasn't here today?
context: Shi...\Japanese... Do you speak it?\Rukako didn't stop by?\Rukako? Nope.\Then, Moeka... Where's Moeka?\Moeka-san? Who's that?\Kiryuu Moeka!\She wasn't here today? response:	Well?
context: Japanese... Do you speak it?\Rukako didn't stop by?\Rukako? Nope.\Then, Moeka... Where's Moeka?\Moeka-san? Who's that?\Kiryuu Moeka!\She wasn't here today?\Well? response:	Who's that?
context: Rukako didn't stop by?\Rukako? Nope.\Then, Moeka... Where's Moeka?\Moeka-san? Who's that?\Kiryuu Moeka!\She wasn't here today?\Well?\Who's that? response:	Kiryuu Moeka... I've never heard that name.
context: Rukako? Nope.\Then, Moeka... Where's Moeka?\Moeka-san? Who's that?\Kiryuu Moeka!\She wasn't here today?\Well?\Who's that?\Kiryuu Moeka... I've never heard that name. response:	What?
context: Then, Moeka... Where's Moeka?\Moeka-san? Who's that?\Kiryuu Moeka!\She wasn't here today?\Well?\Who's that?\Kiryuu Moeka... I've never heard that name.\What? response:	Another D-mail?
context: Moeka-san? Who's that?\Kiryuu Moeka!\She wasn't here today?\Well?\Who's that?\Kiryuu Moeka... I've never heard that name.\What?\Another D-mail? response:	Wh-What do you mean?
context: Kiryuu Moeka!\She wasn't here today?\Well?\Who's that?\Kiryuu Moeka... I've never heard that name.\What?\Another D-mail?\Wh-What do you mean? response:	The past changed, and Moeka's very existence disappeared?
context: She wasn't here today?\Well?\Who's that?\Kiryuu Moeka... I've never heard that name.\What?\Another D-mail?\Wh-What do you mean?\The past changed, and Moeka's very existence disappeared? response:	Impossible!
context: Well?\Who's that?\Kiryuu Moeka... I've never heard that name.\What?\Another D-mail?\Wh-What do you mean?\The past changed, and Moeka's very existence disappeared?\Impossible! response:	Up to July 31st, my inbox still has messages from her.
context: Who's that?\Kiryuu Moeka... I've never heard that name.\What?\Another D-mail?\Wh-What do you mean?\The past changed, and Moeka's very existence disappeared?\Impossible!\Up to July 31st, my inbox still has messages from her. response:	Something wrong?
context: Kiryuu Moeka... I've never heard that name.\What?\Another D-mail?\Wh-What do you mean?\The past changed, and Moeka's very existence disappeared?\Impossible!\Up to July 31st, my inbox still has messages from her.\Something wrong? response:	Sorry, I'm kind of busy.
context: What?\Another D-mail?\Wh-What do you mean?\The past changed, and Moeka's very existence disappeared?\Impossible!\Up to July 31st, my inbox still has messages from her.\Something wrong?\Sorry, I'm kind of busy. response:	I'll message you later.
context: Another D-mail?\Wh-What do you mean?\The past changed, and Moeka's very existence disappeared?\Impossible!\Up to July 31st, my inbox still has messages from her.\Something wrong?\Sorry, I'm kind of busy.\I'll message you later. response:	In other words,
context: Wh-What do you mean?\The past changed, and Moeka's very existence disappeared?\Impossible!\Up to July 31st, my inbox still has messages from her.\Something wrong?\Sorry, I'm kind of busy.\I'll message you later.\In other words, response:	the past altered in such a way that, ever since four days ago,
context: The past changed, and Moeka's very existence disappeared?\Impossible!\Up to July 31st, my inbox still has messages from her.\Something wrong?\Sorry, I'm kind of busy.\I'll message you later.\In other words,\the past altered in such a way that, ever since four days ago, response:	when she received that message,
context: Impossible!\Up to July 31st, my inbox still has messages from her.\Something wrong?\Sorry, I'm kind of busy.\I'll message you later.\In other words,\the past altered in such a way that, ever since four days ago,\when she received that message, response:	this Kiryuu... Moeka-san
context: Up to July 31st, my inbox still has messages from her.\Something wrong?\Sorry, I'm kind of busy.\I'll message you later.\In other words,\the past altered in such a way that, ever since four days ago,\when she received that message,\this Kiryuu... Moeka-san response:	changed her actions and never came to the lab.
context: Something wrong?\Sorry, I'm kind of busy.\I'll message you later.\In other words,\the past altered in such a way that, ever since four days ago,\when she received that message,\this Kiryuu... Moeka-san\changed her actions and never came to the lab. response:	I suppose so.
context: Sorry, I'm kind of busy.\I'll message you later.\In other words,\the past altered in such a way that, ever since four days ago,\when she received that message,\this Kiryuu... Moeka-san\changed her actions and never came to the lab.\I suppose so. response:	And this time, only you remember it.
context: I'll message you later.\In other words,\the past altered in such a way that, ever since four days ago,\when she received that message,\this Kiryuu... Moeka-san\changed her actions and never came to the lab.\I suppose so.\And this time, only you remember it. response:	The Reading Steiner, was it?
context: In other words,\the past altered in such a way that, ever since four days ago,\when she received that message,\this Kiryuu... Moeka-san\changed her actions and never came to the lab.\I suppose so.\And this time, only you remember it.\The Reading Steiner, was it? response:	By the way, just saying that embarrasses me.
context: the past altered in such a way that, ever since four days ago,\when she received that message,\this Kiryuu... Moeka-san\changed her actions and never came to the lab.\I suppose so.\And this time, only you remember it.\The Reading Steiner, was it?\By the way, just saying that embarrasses me. response:	I don't think you should call it that.
context: when she received that message,\this Kiryuu... Moeka-san\changed her actions and never came to the lab.\I suppose so.\And this time, only you remember it.\The Reading Steiner, was it?\By the way, just saying that embarrasses me.\I don't think you should call it that. response:	I'm not interested in your personal opinion.
context: this Kiryuu... Moeka-san\changed her actions and never came to the lab.\I suppose so.\And this time, only you remember it.\The Reading Steiner, was it?\By the way, just saying that embarrasses me.\I don't think you should call it that.\I'm not interested in your personal opinion. response:	The power to maintain memories across world lines.
context: changed her actions and never came to the lab.\I suppose so.\And this time, only you remember it.\The Reading Steiner, was it?\By the way, just saying that embarrasses me.\I don't think you should call it that.\I'm not interested in your personal opinion.\The power to maintain memories across world lines. response:	Is it real?
context: I suppose so.\And this time, only you remember it.\The Reading Steiner, was it?\By the way, just saying that embarrasses me.\I don't think you should call it that.\I'm not interested in your personal opinion.\The power to maintain memories across world lines.\Is it real? response:	Here I am!
context: And this time, only you remember it.\The Reading Steiner, was it?\By the way, just saying that embarrasses me.\I don't think you should call it that.\I'm not interested in your personal opinion.\The power to maintain memories across world lines.\Is it real?\Here I am! response:	We'll talk tomorrow.
context: The Reading Steiner, was it?\By the way, just saying that embarrasses me.\I don't think you should call it that.\I'm not interested in your personal opinion.\The power to maintain memories across world lines.\Is it real?\Here I am!\We'll talk tomorrow. response:	See you tomorrow, Okarin!
context: By the way, just saying that embarrasses me.\I don't think you should call it that.\I'm not interested in your personal opinion.\The power to maintain memories across world lines.\Is it real?\Here I am!\We'll talk tomorrow.\See you tomorrow, Okarin! response:	I really do have that ability.
context: I don't think you should call it that.\I'm not interested in your personal opinion.\The power to maintain memories across world lines.\Is it real?\Here I am!\We'll talk tomorrow.\See you tomorrow, Okarin!\I really do have that ability. response:	I want you to be the messiah.
context: I'm not interested in your personal opinion.\The power to maintain memories across world lines.\Is it real?\Here I am!\We'll talk tomorrow.\See you tomorrow, Okarin!\I really do have that ability.\I want you to be the messiah. response:	That means...
context: The power to maintain memories across world lines.\Is it real?\Here I am!\We'll talk tomorrow.\See you tomorrow, Okarin!\I really do have that ability.\I want you to be the messiah.\That means... response:	I...
context: Is it real?\Here I am!\We'll talk tomorrow.\See you tomorrow, Okarin!\I really do have that ability.\I want you to be the messiah.\That means...\I... response:	I'm amazed they can sleep at the lab...
context: Here I am!\We'll talk tomorrow.\See you tomorrow, Okarin!\I really do have that ability.\I want you to be the messiah.\That means...\I...\I'm amazed they can sleep at the lab... response:	He said it's'cause he's a mad scientist.
context: We'll talk tomorrow.\See you tomorrow, Okarin!\I really do have that ability.\I want you to be the messiah.\That means...\I...\I'm amazed they can sleep at the lab...\He said it's'cause he's a mad scientist. response:	I know! Let's all sleep over at the lab!
context: See you tomorrow, Okarin!\I really do have that ability.\I want you to be the messiah.\That means...\I...\I'm amazed they can sleep at the lab...\He said it's'cause he's a mad scientist.\I know! Let's all sleep over at the lab! response:	If the guys aren't there.
context: I really do have that ability.\I want you to be the messiah.\That means...\I...\I'm amazed they can sleep at the lab...\He said it's'cause he's a mad scientist.\I know! Let's all sleep over at the lab!\If the guys aren't there. response:	I know, why not come to my hotel?
context: I want you to be the messiah.\That means...\I...\I'm amazed they can sleep at the lab...\He said it's'cause he's a mad scientist.\I know! Let's all sleep over at the lab!\If the guys aren't there.\I know, why not come to my hotel? response:	Could I?
context: That means...\I...\I'm amazed they can sleep at the lab...\He said it's'cause he's a mad scientist.\I know! Let's all sleep over at the lab!\If the guys aren't there.\I know, why not come to my hotel?\Could I? response:	Of course.
context: I...\I'm amazed they can sleep at the lab...\He said it's'cause he's a mad scientist.\I know! Let's all sleep over at the lab!\If the guys aren't there.\I know, why not come to my hotel?\Could I?\Of course. response:	Sure!
context: I'm amazed they can sleep at the lab...\He said it's'cause he's a mad scientist.\I know! Let's all sleep over at the lab!\If the guys aren't there.\I know, why not come to my hotel?\Could I?\Of course.\Sure! response:	Okay, I'll come over soon!
context: He said it's'cause he's a mad scientist.\I know! Let's all sleep over at the lab!\If the guys aren't there.\I know, why not come to my hotel?\Could I?\Of course.\Sure!\Okay, I'll come over soon! response:	Ruka-kun?
context: I know! Let's all sleep over at the lab!\If the guys aren't there.\I know, why not come to my hotel?\Could I?\Of course.\Sure!\Okay, I'll come over soon!\Ruka-kun? response:	Yeah...
context: If the guys aren't there.\I know, why not come to my hotel?\Could I?\Of course.\Sure!\Okay, I'll come over soon!\Ruka-kun?\Yeah... response:	Yeah... What?!
context: I know, why not come to my hotel?\Could I?\Of course.\Sure!\Okay, I'll come over soon!\Ruka-kun?\Yeah...\Yeah... What?! response:	Really?
context: Could I?\Of course.\Sure!\Okay, I'll come over soon!\Ruka-kun?\Yeah...\Yeah... What?!\Really? response:	What?!
context: Of course.\Sure!\Okay, I'll come over soon!\Ruka-kun?\Yeah...\Yeah... What?!\Really?\What?! response:	You didn't bring the Magic Blade Samidare?
context: Sure!\Okay, I'll come over soon!\Ruka-kun?\Yeah...\Yeah... What?!\Really?\What?!\You didn't bring the Magic Blade Samidare? response:	Um...
context: Okay, I'll come over soon!\Ruka-kun?\Yeah...\Yeah... What?!\Really?\What?!\You didn't bring the Magic Blade Samidare?\Um... response:	Don't say that, Okarin!
context: Ruka-kun?\Yeah...\Yeah... What?!\Really?\What?!\You didn't bring the Magic Blade Samidare?\Um...\Don't say that, Okarin! response:	Today, Ruka-kun is my guest.
context: Yeah...\Yeah... What?!\Really?\What?!\You didn't bring the Magic Blade Samidare?\Um...\Don't say that, Okarin!\Today, Ruka-kun is my guest. response:	He's going to wear my cosplay!
context: Yeah... What?!\Really?\What?!\You didn't bring the Magic Blade Samidare?\Um...\Don't say that, Okarin!\Today, Ruka-kun is my guest.\He's going to wear my cosplay! response:	Um... I...
context: Really?\What?!\You didn't bring the Magic Blade Samidare?\Um...\Don't say that, Okarin!\Today, Ruka-kun is my guest.\He's going to wear my cosplay!\Um... I... response:	Come on. Let's transform, Ruka-kun. Transform!
context: What?!\You didn't bring the Magic Blade Samidare?\Um...\Don't say that, Okarin!\Today, Ruka-kun is my guest.\He's going to wear my cosplay!\Um... I...\Come on. Let's transform, Ruka-kun. Transform! response:	Um, I mean, I...
context: You didn't bring the Magic Blade Samidare?\Um...\Don't say that, Okarin!\Today, Ruka-kun is my guest.\He's going to wear my cosplay!\Um... I...\Come on. Let's transform, Ruka-kun. Transform!\Um, I mean, I... response:	Let's take off your clothes...
context: Um...\Don't say that, Okarin!\Today, Ruka-kun is my guest.\He's going to wear my cosplay!\Um... I...\Come on. Let's transform, Ruka-kun. Transform!\Um, I mean, I...\Let's take off your clothes... response:	No, don't touch me there!
context: Don't say that, Okarin!\Today, Ruka-kun is my guest.\He's going to wear my cosplay!\Um... I...\Come on. Let's transform, Ruka-kun. Transform!\Um, I mean, I...\Let's take off your clothes...\No, don't touch me there! response:	Okay!
context: Today, Ruka-kun is my guest.\He's going to wear my cosplay!\Um... I...\Come on. Let's transform, Ruka-kun. Transform!\Um, I mean, I...\Let's take off your clothes...\No, don't touch me there!\Okay! response:	I'll put it on myself!
context: He's going to wear my cosplay!\Um... I...\Come on. Let's transform, Ruka-kun. Transform!\Um, I mean, I...\Let's take off your clothes...\No, don't touch me there!\Okay!\I'll put it on myself! response:	So leave me alone.
context: Um... I...\Come on. Let's transform, Ruka-kun. Transform!\Um, I mean, I...\Let's take off your clothes...\No, don't touch me there!\Okay!\I'll put it on myself!\So leave me alone. response:	You have to know the trick to putting this on.
context: Come on. Let's transform, Ruka-kun. Transform!\Um, I mean, I...\Let's take off your clothes...\No, don't touch me there!\Okay!\I'll put it on myself!\So leave me alone.\You have to know the trick to putting this on. response:	P-Please... Don't take off my clothes!
context: Um, I mean, I...\Let's take off your clothes...\No, don't touch me there!\Okay!\I'll put it on myself!\So leave me alone.\You have to know the trick to putting this on.\P-Please... Don't take off my clothes! response:	This is very yuri.
context: Let's take off your clothes...\No, don't touch me there!\Okay!\I'll put it on myself!\So leave me alone.\You have to know the trick to putting this on.\P-Please... Don't take off my clothes!\This is very yuri. response:	No. Rukako is a guy.
context: No, don't touch me there!\Okay!\I'll put it on myself!\So leave me alone.\You have to know the trick to putting this on.\P-Please... Don't take off my clothes!\This is very yuri.\No. Rukako is a guy. response:	Which means...
context: Okay!\I'll put it on myself!\So leave me alone.\You have to know the trick to putting this on.\P-Please... Don't take off my clothes!\This is very yuri.\No. Rukako is a guy.\Which means... response:	It's even better!
context: I'll put it on myself!\So leave me alone.\You have to know the trick to putting this on.\P-Please... Don't take off my clothes!\This is very yuri.\No. Rukako is a guy.\Which means...\It's even better! response:	It's Kirari-chan from Rai-Net.
context: So leave me alone.\You have to know the trick to putting this on.\P-Please... Don't take off my clothes!\This is very yuri.\No. Rukako is a guy.\Which means...\It's even better!\It's Kirari-chan from Rai-Net. response:	You're as cute as I imagined, Ruka-kun!
context: You have to know the trick to putting this on.\P-Please... Don't take off my clothes!\This is very yuri.\No. Rukako is a guy.\Which means...\It's even better!\It's Kirari-chan from Rai-Net.\You're as cute as I imagined, Ruka-kun! response:	This is really embarrassing...
context: P-Please... Don't take off my clothes!\This is very yuri.\No. Rukako is a guy.\Which means...\It's even better!\It's Kirari-chan from Rai-Net.\You're as cute as I imagined, Ruka-kun!\This is really embarrassing... response:	It's okay!
context: This is very yuri.\No. Rukako is a guy.\Which means...\It's even better!\It's Kirari-chan from Rai-Net.\You're as cute as I imagined, Ruka-kun!\This is really embarrassing...\It's okay! response:	Cute is justice.
context: No. Rukako is a guy.\Which means...\It's even better!\It's Kirari-chan from Rai-Net.\You're as cute as I imagined, Ruka-kun!\This is really embarrassing...\It's okay!\Cute is justice. response:	I want to get a low-angle shot of this.
context: Which means...\It's even better!\It's Kirari-chan from Rai-Net.\You're as cute as I imagined, Ruka-kun!\This is really embarrassing...\It's okay!\Cute is justice.\I want to get a low-angle shot of this. response:	What do you think, Okarin?
context: It's even better!\It's Kirari-chan from Rai-Net.\You're as cute as I imagined, Ruka-kun!\This is really embarrassing...\It's okay!\Cute is justice.\I want to get a low-angle shot of this.\What do you think, Okarin? response:	That's right...
context: It's Kirari-chan from Rai-Net.\You're as cute as I imagined, Ruka-kun!\This is really embarrassing...\It's okay!\Cute is justice.\I want to get a low-angle shot of this.\What do you think, Okarin?\That's right... response:	It's me!
context: You're as cute as I imagined, Ruka-kun!\This is really embarrassing...\It's okay!\Cute is justice.\I want to get a low-angle shot of this.\What do you think, Okarin?\That's right...\It's me! response:	I've just been victimized by a fierce psychological attack!
context: This is really embarrassing...\It's okay!\Cute is justice.\I want to get a low-angle shot of this.\What do you think, Okarin?\That's right...\It's me!\I've just been victimized by a fierce psychological attack! response:	This is bad!
context: It's okay!\Cute is justice.\I want to get a low-angle shot of this.\What do you think, Okarin?\That's right...\It's me!\I've just been victimized by a fierce psychological attack!\This is bad! response:	My soul... My soul is being devoured!
