context: Legend of the Big Fish response:	This is my fault. This is my fault.
context: Or is it under the control of the unidentified creature?\What are they thinking at a time like this?\Look! We just got sight of the passengers!\Onii-chan!\Isn't that Ayumi-chan's boat?\They seem to be some young men... and a man wearing a turban.\Yeah, it is.\Tapioca, you saved us. Thank you. response:	Koko...
context: What are they thinking at a time like this?\Look! We just got sight of the passengers!\Onii-chan!\Isn't that Ayumi-chan's boat?\They seem to be some young men... and a man wearing a turban.\Yeah, it is.\Tapioca, you saved us. Thank you.\Koko... response:	I'll do my best.
context: Look! We just got sight of the passengers!\Onii-chan!\Isn't that Ayumi-chan's boat?\They seem to be some young men... and a man wearing a turban.\Yeah, it is.\Tapioca, you saved us. Thank you.\Koko...\I'll do my best. response:	Natsuki, do you really want Yuki to fish for him?
context: Onii-chan!\Isn't that Ayumi-chan's boat?\They seem to be some young men... and a man wearing a turban.\Yeah, it is.\Tapioca, you saved us. Thank you.\Koko...\I'll do my best.\Natsuki, do you really want Yuki to fish for him? response:	Yuki's ready for it.
context: Isn't that Ayumi-chan's boat?\They seem to be some young men... and a man wearing a turban.\Yeah, it is.\Tapioca, you saved us. Thank you.\Koko...\I'll do my best.\Natsuki, do you really want Yuki to fish for him?\Yuki's ready for it. response:	We only have one rod.
context: They seem to be some young men... and a man wearing a turban.\Yeah, it is.\Tapioca, you saved us. Thank you.\Koko...\I'll do my best.\Natsuki, do you really want Yuki to fish for him?\Yuki's ready for it.\We only have one rod. response:	The goddess is Haru, and...
context: Yeah, it is.\Tapioca, you saved us. Thank you.\Koko...\I'll do my best.\Natsuki, do you really want Yuki to fish for him?\Yuki's ready for it.\We only have one rod.\The goddess is Haru, and... response:	There!
context: Tapioca, you saved us. Thank you.\Koko...\I'll do my best.\Natsuki, do you really want Yuki to fish for him?\Yuki's ready for it.\We only have one rod.\The goddess is Haru, and...\There! response:	Yuki's the only one who could be his companion.
context: Koko...\I'll do my best.\Natsuki, do you really want Yuki to fish for him?\Yuki's ready for it.\We only have one rod.\The goddess is Haru, and...\There!\Yuki's the only one who could be his companion. response:	Haru, you're not thinking anything weird again, are you?
context: I'll do my best.\Natsuki, do you really want Yuki to fish for him?\Yuki's ready for it.\We only have one rod.\The goddess is Haru, and...\There!\Yuki's the only one who could be his companion.\Haru, you're not thinking anything weird again, are you? response:	If we can't catch him, I'll go. I'll definitely go.
context: Natsuki, do you really want Yuki to fish for him?\Yuki's ready for it.\We only have one rod.\The goddess is Haru, and...\There!\Yuki's the only one who could be his companion.\Haru, you're not thinking anything weird again, are you?\If we can't catch him, I'll go. I'll definitely go. response:	What if you fail?
context: Yuki's ready for it.\We only have one rod.\The goddess is Haru, and...\There!\Yuki's the only one who could be his companion.\Haru, you're not thinking anything weird again, are you?\If we can't catch him, I'll go. I'll definitely go.\What if you fail? response:	It doesn't matter, Yuki.
context: We only have one rod.\The goddess is Haru, and...\There!\Yuki's the only one who could be his companion.\Haru, you're not thinking anything weird again, are you?\If we can't catch him, I'll go. I'll definitely go.\What if you fail?\It doesn't matter, Yuki. response:	Whether we catch him or not, I have to leave.
context: The goddess is Haru, and...\There!\Yuki's the only one who could be his companion.\Haru, you're not thinking anything weird again, are you?\If we can't catch him, I'll go. I'll definitely go.\What if you fail?\It doesn't matter, Yuki.\Whether we catch him or not, I have to leave. response:	Haru!
context: There!\Yuki's the only one who could be his companion.\Haru, you're not thinking anything weird again, are you?\If we can't catch him, I'll go. I'll definitely go.\What if you fail?\It doesn't matter, Yuki.\Whether we catch him or not, I have to leave.\Haru! response:	I won't let you go home!
context: Yuki's the only one who could be his companion.\Haru, you're not thinking anything weird again, are you?\If we can't catch him, I'll go. I'll definitely go.\What if you fail?\It doesn't matter, Yuki.\Whether we catch him or not, I have to leave.\Haru!\I won't let you go home! response:	Never!
context: Haru, you're not thinking anything weird again, are you?\If we can't catch him, I'll go. I'll definitely go.\What if you fail?\It doesn't matter, Yuki.\Whether we catch him or not, I have to leave.\Haru!\I won't let you go home!\Never! response:	Yuki...
context: If we can't catch him, I'll go. I'll definitely go.\What if you fail?\It doesn't matter, Yuki.\Whether we catch him or not, I have to leave.\Haru!\I won't let you go home!\Never!\Yuki... response:	Is something wrong?
context: What if you fail?\It doesn't matter, Yuki.\Whether we catch him or not, I have to leave.\Haru!\I won't let you go home!\Never!\Yuki...\Is something wrong? response:	No, nothing.
context: It doesn't matter, Yuki.\Whether we catch him or not, I have to leave.\Haru!\I won't let you go home!\Never!\Yuki...\Is something wrong?\No, nothing. response:	Natsuki, how are we going to catch him?
context: Whether we catch him or not, I have to leave.\Haru!\I won't let you go home!\Never!\Yuki...\Is something wrong?\No, nothing.\Natsuki, how are we going to catch him? response:	What do you mean, how?
context: Haru!\I won't let you go home!\Never!\Yuki...\Is something wrong?\No, nothing.\Natsuki, how are we going to catch him?\What do you mean, how? response:	Not even I've fished for aliens before.
context: I won't let you go home!\Never!\Yuki...\Is something wrong?\No, nothing.\Natsuki, how are we going to catch him?\What do you mean, how?\Not even I've fished for aliens before. response:	But Natsuki, you said
context: Never!\Yuki...\Is something wrong?\No, nothing.\Natsuki, how are we going to catch him?\What do you mean, how?\Not even I've fished for aliens before.\But Natsuki, you said response:	an angler has to get in the habit
context: Yuki...\Is something wrong?\No, nothing.\Natsuki, how are we going to catch him?\What do you mean, how?\Not even I've fished for aliens before.\But Natsuki, you said\an angler has to get in the habit response:	of always thinking about how to catch fish.
context: Is something wrong?\No, nothing.\Natsuki, how are we going to catch him?\What do you mean, how?\Not even I've fished for aliens before.\But Natsuki, you said\an angler has to get in the habit\of always thinking about how to catch fish. response:	So he's ready for anything, no matter what comes his way.
context: No, nothing.\Natsuki, how are we going to catch him?\What do you mean, how?\Not even I've fished for aliens before.\But Natsuki, you said\an angler has to get in the habit\of always thinking about how to catch fish.\So he's ready for anything, no matter what comes his way. response:	Yeah, but only if he's really a fish.
context: Natsuki, how are we going to catch him?\What do you mean, how?\Not even I've fished for aliens before.\But Natsuki, you said\an angler has to get in the habit\of always thinking about how to catch fish.\So he's ready for anything, no matter what comes his way.\Yeah, but only if he's really a fish. response:	Haru, he's a fish, right?
context: What do you mean, how?\Not even I've fished for aliens before.\But Natsuki, you said\an angler has to get in the habit\of always thinking about how to catch fish.\So he's ready for anything, no matter what comes his way.\Yeah, but only if he's really a fish.\Haru, he's a fish, right? response:	Yeah. You guys all saw it.
context: Not even I've fished for aliens before.\But Natsuki, you said\an angler has to get in the habit\of always thinking about how to catch fish.\So he's ready for anything, no matter what comes his way.\Yeah, but only if he's really a fish.\Haru, he's a fish, right?\Yeah. You guys all saw it. response:	That huge hole in the middle of the bait ball.
context: But Natsuki, you said\an angler has to get in the habit\of always thinking about how to catch fish.\So he's ready for anything, no matter what comes his way.\Yeah, but only if he's really a fish.\Haru, he's a fish, right?\Yeah. You guys all saw it.\That huge hole in the middle of the bait ball. response:	He's under there.
context: an angler has to get in the habit\of always thinking about how to catch fish.\So he's ready for anything, no matter what comes his way.\Yeah, but only if he's really a fish.\Haru, he's a fish, right?\Yeah. You guys all saw it.\That huge hole in the middle of the bait ball.\He's under there. response:	Then we'll start by getting this in that hole and finding him.
context: of always thinking about how to catch fish.\So he's ready for anything, no matter what comes his way.\Yeah, but only if he's really a fish.\Haru, he's a fish, right?\Yeah. You guys all saw it.\That huge hole in the middle of the bait ball.\He's under there.\Then we'll start by getting this in that hole and finding him. response:	A countdown, huh?
context: So he's ready for anything, no matter what comes his way.\Yeah, but only if he's really a fish.\Haru, he's a fish, right?\Yeah. You guys all saw it.\That huge hole in the middle of the bait ball.\He's under there.\Then we'll start by getting this in that hole and finding him.\A countdown, huh? response:	It's worth trying.
context: Yeah, but only if he's really a fish.\Haru, he's a fish, right?\Yeah. You guys all saw it.\That huge hole in the middle of the bait ball.\He's under there.\Then we'll start by getting this in that hole and finding him.\A countdown, huh?\It's worth trying. response:	You're right.
context: Haru, he's a fish, right?\Yeah. You guys all saw it.\That huge hole in the middle of the bait ball.\He's under there.\Then we'll start by getting this in that hole and finding him.\A countdown, huh?\It's worth trying.\You're right. response:	Haru, do you know where he is?
context: Yeah. You guys all saw it.\That huge hole in the middle of the bait ball.\He's under there.\Then we'll start by getting this in that hole and finding him.\A countdown, huh?\It's worth trying.\You're right.\Haru, do you know where he is? response:	Yes.
context: That huge hole in the middle of the bait ball.\He's under there.\Then we'll start by getting this in that hole and finding him.\A countdown, huh?\It's worth trying.\You're right.\Haru, do you know where he is?\Yes. response:	Ni-ni-ni-ni-ni-ni-ni-ni-ni!
context: He's under there.\Then we'll start by getting this in that hole and finding him.\A countdown, huh?\It's worth trying.\You're right.\Haru, do you know where he is?\Yes.\Ni-ni-ni-ni-ni-ni-ni-ni-ni! response:	There he is!
context: Then we'll start by getting this in that hole and finding him.\A countdown, huh?\It's worth trying.\You're right.\Haru, do you know where he is?\Yes.\Ni-ni-ni-ni-ni-ni-ni-ni-ni!\There he is! response:	Over there! To the left!
context: A countdown, huh?\It's worth trying.\You're right.\Haru, do you know where he is?\Yes.\Ni-ni-ni-ni-ni-ni-ni-ni-ni!\There he is!\Over there! To the left! response:	Okay!
context: It's worth trying.\You're right.\Haru, do you know where he is?\Yes.\Ni-ni-ni-ni-ni-ni-ni-ni-ni!\There he is!\Over there! To the left!\Okay! response:	Yuki, you just have to do it.
context: You're right.\Haru, do you know where he is?\Yes.\Ni-ni-ni-ni-ni-ni-ni-ni-ni!\There he is!\Over there! To the left!\Okay!\Yuki, you just have to do it. response:	Yeah. I'll catch him.
context: Haru, do you know where he is?\Yes.\Ni-ni-ni-ni-ni-ni-ni-ni-ni!\There he is!\Over there! To the left!\Okay!\Yuki, you just have to do it.\Yeah. I'll catch him. response:	I want to smile when we say good bye.
context: Yes.\Ni-ni-ni-ni-ni-ni-ni-ni-ni!\There he is!\Over there! To the left!\Okay!\Yuki, you just have to do it.\Yeah. I'll catch him.\I want to smile when we say good bye. response:	It's up to you. I'll give you instructions.
context: Ni-ni-ni-ni-ni-ni-ni-ni-ni!\There he is!\Over there! To the left!\Okay!\Yuki, you just have to do it.\Yeah. I'll catch him.\I want to smile when we say good bye.\It's up to you. I'll give you instructions. response:	Dry!
context: There he is!\Over there! To the left!\Okay!\Yuki, you just have to do it.\Yeah. I'll catch him.\I want to smile when we say good bye.\It's up to you. I'll give you instructions.\Dry! response:	Dad!
context: Over there! To the left!\Okay!\Yuki, you just have to do it.\Yeah. I'll catch him.\I want to smile when we say good bye.\It's up to you. I'll give you instructions.\Dry!\Dad! response:	Sakura!
context: Okay!\Yuki, you just have to do it.\Yeah. I'll catch him.\I want to smile when we say good bye.\It's up to you. I'll give you instructions.\Dry!\Dad!\Sakura! response:	Tamotsu-san.
context: Yuki, you just have to do it.\Yeah. I'll catch him.\I want to smile when we say good bye.\It's up to you. I'll give you instructions.\Dry!\Dad!\Sakura!\Tamotsu-san. response:	The typhoon is approaching.
context: Yeah. I'll catch him.\I want to smile when we say good bye.\It's up to you. I'll give you instructions.\Dry!\Dad!\Sakura!\Tamotsu-san.\The typhoon is approaching. response:	For the sake of safety, we must move farther away.
context: I want to smile when we say good bye.\It's up to you. I'll give you instructions.\Dry!\Dad!\Sakura!\Tamotsu-san.\The typhoon is approaching.\For the sake of safety, we must move farther away. response:	Gather up your belongings.
context: It's up to you. I'll give you instructions.\Dry!\Dad!\Sakura!\Tamotsu-san.\The typhoon is approaching.\For the sake of safety, we must move farther away.\Gather up your belongings. response:	Hey, wait!
context: Dry!\Dad!\Sakura!\Tamotsu-san.\The typhoon is approaching.\For the sake of safety, we must move farther away.\Gather up your belongings.\Hey, wait! response:	I'm not going anywhere.
context: Dad!\Sakura!\Tamotsu-san.\The typhoon is approaching.\For the sake of safety, we must move farther away.\Gather up your belongings.\Hey, wait!\I'm not going anywhere. response:	My son's risking his life fishing.
context: Sakura!\Tamotsu-san.\The typhoon is approaching.\For the sake of safety, we must move farther away.\Gather up your belongings.\Hey, wait!\I'm not going anywhere.\My son's risking his life fishing. response:	I can't just leave him.
context: Tamotsu-san.\The typhoon is approaching.\For the sake of safety, we must move farther away.\Gather up your belongings.\Hey, wait!\I'm not going anywhere.\My son's risking his life fishing.\I can't just leave him. response:	He's fishing?
context: The typhoon is approaching.\For the sake of safety, we must move farther away.\Gather up your belongings.\Hey, wait!\I'm not going anywhere.\My son's risking his life fishing.\I can't just leave him.\He's fishing? response:	Why is he fishing at a time like this?
context: For the sake of safety, we must move farther away.\Gather up your belongings.\Hey, wait!\I'm not going anywhere.\My son's risking his life fishing.\I can't just leave him.\He's fishing?\Why is he fishing at a time like this? response:	I ask for your understanding.
context: Gather up your belongings.\Hey, wait!\I'm not going anywhere.\My son's risking his life fishing.\I can't just leave him.\He's fishing?\Why is he fishing at a time like this?\I ask for your understanding. response:	With the coming typhoon, the monster's strength is increasing.
context: Hey, wait!\I'm not going anywhere.\My son's risking his life fishing.\I can't just leave him.\He's fishing?\Why is he fishing at a time like this?\I ask for your understanding.\With the coming typhoon, the monster's strength is increasing. response:	If the military ships fire another missile that strikes the island,
context: I'm not going anywhere.\My son's risking his life fishing.\I can't just leave him.\He's fishing?\Why is he fishing at a time like this?\I ask for your understanding.\With the coming typhoon, the monster's strength is increasing.\If the military ships fire another missile that strikes the island, response:	Enoshima will become a sea of fire.
context: My son's risking his life fishing.\I can't just leave him.\He's fishing?\Why is he fishing at a time like this?\I ask for your understanding.\With the coming typhoon, the monster's strength is increasing.\If the military ships fire another missile that strikes the island,\Enoshima will become a sea of fire. response:	I'm still staying.
context: I can't just leave him.\He's fishing?\Why is he fishing at a time like this?\I ask for your understanding.\With the coming typhoon, the monster's strength is increasing.\If the military ships fire another missile that strikes the island,\Enoshima will become a sea of fire.\I'm still staying. response:	I cannot allow that!
context: He's fishing?\Why is he fishing at a time like this?\I ask for your understanding.\With the coming typhoon, the monster's strength is increasing.\If the military ships fire another missile that strikes the island,\Enoshima will become a sea of fire.\I'm still staying.\I cannot allow that! response:	It is our responsibility to protect Enoshima!
context: Why is he fishing at a time like this?\I ask for your understanding.\With the coming typhoon, the monster's strength is increasing.\If the military ships fire another missile that strikes the island,\Enoshima will become a sea of fire.\I'm still staying.\I cannot allow that!\It is our responsibility to protect Enoshima! response:	They do not wish for you to put yourselves in danger.
context: I ask for your understanding.\With the coming typhoon, the monster's strength is increasing.\If the military ships fire another missile that strikes the island,\Enoshima will become a sea of fire.\I'm still staying.\I cannot allow that!\It is our responsibility to protect Enoshima!\They do not wish for you to put yourselves in danger. response:	They want to protect Enoshima.
context: With the coming typhoon, the monster's strength is increasing.\If the military ships fire another missile that strikes the island,\Enoshima will become a sea of fire.\I'm still staying.\I cannot allow that!\It is our responsibility to protect Enoshima!\They do not wish for you to put yourselves in danger.\They want to protect Enoshima. response:	That is their only wish.
context: If the military ships fire another missile that strikes the island,\Enoshima will become a sea of fire.\I'm still staying.\I cannot allow that!\It is our responsibility to protect Enoshima!\They do not wish for you to put yourselves in danger.\They want to protect Enoshima.\That is their only wish. response:	Who?
context: Enoshima will become a sea of fire.\I'm still staying.\I cannot allow that!\It is our responsibility to protect Enoshima!\They do not wish for you to put yourselves in danger.\They want to protect Enoshima.\That is their only wish.\Who? response:	Who is he talking about?
context: I'm still staying.\I cannot allow that!\It is our responsibility to protect Enoshima!\They do not wish for you to put yourselves in danger.\They want to protect Enoshima.\That is their only wish.\Who?\Who is he talking about? response:	Fine. Let's go.
context: I cannot allow that!\It is our responsibility to protect Enoshima!\They do not wish for you to put yourselves in danger.\They want to protect Enoshima.\That is their only wish.\Who?\Who is he talking about?\Fine. Let's go. response:	Lifting missile.
context: It is our responsibility to protect Enoshima!\They do not wish for you to put yourselves in danger.\They want to protect Enoshima.\That is their only wish.\Who?\Who is he talking about?\Fine. Let's go.\Lifting missile. response:	Lift up.
context: They do not wish for you to put yourselves in danger.\They want to protect Enoshima.\That is their only wish.\Who?\Who is he talking about?\Fine. Let's go.\Lifting missile.\Lift up. response:	There he is!
context: They want to protect Enoshima.\That is their only wish.\Who?\Who is he talking about?\Fine. Let's go.\Lifting missile.\Lift up.\There he is! response:	No!
context: That is their only wish.\Who?\Who is he talking about?\Fine. Let's go.\Lifting missile.\Lift up.\There he is!\No! response:	If we get any closer, he'll take over our minds!
context: Who?\Who is he talking about?\Fine. Let's go.\Lifting missile.\Lift up.\There he is!\No!\If we get any closer, he'll take over our minds! response:	Akira!
context: Who is he talking about?\Fine. Let's go.\Lifting missile.\Lift up.\There he is!\No!\If we get any closer, he'll take over our minds!\Akira! response:	Okay! Stopping!
context: Fine. Let's go.\Lifting missile.\Lift up.\There he is!\No!\If we get any closer, he'll take over our minds!\Akira!\Okay! Stopping! response:	It's him!
context: Lifting missile.\Lift up.\There he is!\No!\If we get any closer, he'll take over our minds!\Akira!\Okay! Stopping!\It's him! response:	The dragon...
context: Lift up.\There he is!\No!\If we get any closer, he'll take over our minds!\Akira!\Okay! Stopping!\It's him!\The dragon... response:	Yuki, he's close enough! Can you do it?
context: There he is!\No!\If we get any closer, he'll take over our minds!\Akira!\Okay! Stopping!\It's him!\The dragon...\Yuki, he's close enough! Can you do it? response:	No problem!
context: No!\If we get any closer, he'll take over our minds!\Akira!\Okay! Stopping!\It's him!\The dragon...\Yuki, he's close enough! Can you do it?\No problem! response:	Let's go!
context: If we get any closer, he'll take over our minds!\Akira!\Okay! Stopping!\It's him!\The dragon...\Yuki, he's close enough! Can you do it?\No problem!\Let's go! response:	Cast now!
context: Akira!\Okay! Stopping!\It's him!\The dragon...\Yuki, he's close enough! Can you do it?\No problem!\Let's go!\Cast now! response:	Eno...
context: Okay! Stopping!\It's him!\The dragon...\Yuki, he's close enough! Can you do it?\No problem!\Let's go!\Cast now!\Eno... response:	shima...
context: It's him!\The dragon...\Yuki, he's close enough! Can you do it?\No problem!\Let's go!\Cast now!\Eno...\shima... response:	Bowl!
context: The dragon...\Yuki, he's close enough! Can you do it?\No problem!\Let's go!\Cast now!\Eno...\shima...\Bowl! response:	Again!
context: Yuki, he's close enough! Can you do it?\No problem!\Let's go!\Cast now!\Eno...\shima...\Bowl!\Again! response:	Against the wind! Cast upwind!
context: No problem!\Let's go!\Cast now!\Eno...\shima...\Bowl!\Again!\Against the wind! Cast upwind! response:	Got it!
context: Let's go!\Cast now!\Eno...\shima...\Bowl!\Again!\Against the wind! Cast upwind!\Got it! response:	Enoshima bowl!
context: Cast now!\Eno...\shima...\Bowl!\Again!\Against the wind! Cast upwind!\Got it!\Enoshima bowl! response:	All right.
context: Eno...\shima...\Bowl!\Again!\Against the wind! Cast upwind!\Got it!\Enoshima bowl!\All right. response:	You can do it.
context: shima...\Bowl!\Again!\Against the wind! Cast upwind!\Got it!\Enoshima bowl!\All right.\You can do it. response:	Yay!
context: Bowl!\Again!\Against the wind! Cast upwind!\Got it!\Enoshima bowl!\All right.\You can do it.\Yay! response:	Count down from the top!
context: Again!\Against the wind! Cast upwind!\Got it!\Enoshima bowl!\All right.\You can do it.\Yay!\Count down from the top! response:	One...
context: Against the wind! Cast upwind!\Got it!\Enoshima bowl!\All right.\You can do it.\Yay!\Count down from the top!\One... response:	Nothing.
context: Got it!\Enoshima bowl!\All right.\You can do it.\Yay!\Count down from the top!\One...\Nothing. response:	Two...
context: Enoshima bowl!\All right.\You can do it.\Yay!\Count down from the top!\One...\Nothing.\Two... response:	Nothing.
context: All right.\You can do it.\Yay!\Count down from the top!\One...\Nothing.\Two...\Nothing. response:	Three...
context: You can do it.\Yay!\Count down from the top!\One...\Nothing.\Two...\Nothing.\Three... response:	Nothing yet.
context: Yay!\Count down from the top!\One...\Nothing.\Two...\Nothing.\Three...\Nothing yet. response:	Four...
context: Count down from the top!\One...\Nothing.\Two...\Nothing.\Three...\Nothing yet.\Four... response:	Yes, yes, yes!
context: One...\Nothing.\Two...\Nothing.\Three...\Nothing yet.\Four...\Yes, yes, yes! response:	Did I hit something?
context: Nothing.\Two...\Nothing.\Three...\Nothing yet.\Four...\Yes, yes, yes!\Did I hit something? response:	Cast!
context: Two...\Nothing.\Three...\Nothing yet.\Four...\Yes, yes, yes!\Did I hit something?\Cast! response:	Enoshima bowl!
context: Nothing.\Three...\Nothing yet.\Four...\Yes, yes, yes!\Did I hit something?\Cast!\Enoshima bowl! response:	One, two, three...
context: Three...\Nothing yet.\Four...\Yes, yes, yes!\Did I hit something?\Cast!\Enoshima bowl!\One, two, three... response:	Bowl!
context: Nothing yet.\Four...\Yes, yes, yes!\Did I hit something?\Cast!\Enoshima bowl!\One, two, three...\Bowl! response:	Damn it, why?
context: Four...\Yes, yes, yes!\Did I hit something?\Cast!\Enoshima bowl!\One, two, three...\Bowl!\Damn it, why? response:	Bishu!
context: Yes, yes, yes!\Did I hit something?\Cast!\Enoshima bowl!\One, two, three...\Bowl!\Damn it, why?\Bishu! response:	Why? I feel something, but why won't he bite?
context: Did I hit something?\Cast!\Enoshima bowl!\One, two, three...\Bowl!\Damn it, why?\Bishu!\Why? I feel something, but why won't he bite? response:	Think. Think!
context: Cast!\Enoshima bowl!\One, two, three...\Bowl!\Damn it, why?\Bishu!\Why? I feel something, but why won't he bite?\Think. Think! response:	What's wrong, Yuki?
context: Enoshima bowl!\One, two, three...\Bowl!\Damn it, why?\Bishu!\Why? I feel something, but why won't he bite?\Think. Think!\What's wrong, Yuki? response:	What is it, Tapioca?
context: One, two, three...\Bowl!\Damn it, why?\Bishu!\Why? I feel something, but why won't he bite?\Think. Think!\What's wrong, Yuki?\What is it, Tapioca? response:	Yuki.
context: Bowl!\Damn it, why?\Bishu!\Why? I feel something, but why won't he bite?\Think. Think!\What's wrong, Yuki?\What is it, Tapioca?\Yuki. response:	If you won't do it, I will.
context: Damn it, why?\Bishu!\Why? I feel something, but why won't he bite?\Think. Think!\What's wrong, Yuki?\What is it, Tapioca?\Yuki.\If you won't do it, I will. response:	I'll catch him.
context: Bishu!\Why? I feel something, but why won't he bite?\Think. Think!\What's wrong, Yuki?\What is it, Tapioca?\Yuki.\If you won't do it, I will.\I'll catch him. response:	I'll definitely catch him!
context: Why? I feel something, but why won't he bite?\Think. Think!\What's wrong, Yuki?\What is it, Tapioca?\Yuki.\If you won't do it, I will.\I'll catch him.\I'll definitely catch him! response:	Hey...
context: Think. Think!\What's wrong, Yuki?\What is it, Tapioca?\Yuki.\If you won't do it, I will.\I'll catch him.\I'll definitely catch him!\Hey... response:	You're going to sleep?
context: What's wrong, Yuki?\What is it, Tapioca?\Yuki.\If you won't do it, I will.\I'll catch him.\I'll definitely catch him!\Hey...\You're going to sleep? response:	Natsuki, no.
context: What is it, Tapioca?\Yuki.\If you won't do it, I will.\I'll catch him.\I'll definitely catch him!\Hey...\You're going to sleep?\Natsuki, no. response:	He's thinking about something important.
context: Yuki.\If you won't do it, I will.\I'll catch him.\I'll definitely catch him!\Hey...\You're going to sleep?\Natsuki, no.\He's thinking about something important. response:	He's one of Haru's kind.
context: If you won't do it, I will.\I'll catch him.\I'll definitely catch him!\Hey...\You're going to sleep?\Natsuki, no.\He's thinking about something important.\He's one of Haru's kind. response:	If he's like Haru...
context: I'll catch him.\I'll definitely catch him!\Hey...\You're going to sleep?\Natsuki, no.\He's thinking about something important.\He's one of Haru's kind.\If he's like Haru... response:	It's so cute.
context: I'll definitely catch him!\Hey...\You're going to sleep?\Natsuki, no.\He's thinking about something important.\He's one of Haru's kind.\If he's like Haru...\It's so cute. response:	I like this one.
context: Hey...\You're going to sleep?\Natsuki, no.\He's thinking about something important.\He's one of Haru's kind.\If he's like Haru...\It's so cute.\I like this one. response:	Nice hair, Yuki!
context: You're going to sleep?\Natsuki, no.\He's thinking about something important.\He's one of Haru's kind.\If he's like Haru...\It's so cute.\I like this one.\Nice hair, Yuki! response:	Yuki?
context: Natsuki, no.\He's thinking about something important.\He's one of Haru's kind.\If he's like Haru...\It's so cute.\I like this one.\Nice hair, Yuki!\Yuki? response:	That's it!
context: He's thinking about something important.\He's one of Haru's kind.\If he's like Haru...\It's so cute.\I like this one.\Nice hair, Yuki!\Yuki?\That's it! response:	What happened?
context: He's one of Haru's kind.\If he's like Haru...\It's so cute.\I like this one.\Nice hair, Yuki!\Yuki?\That's it!\What happened? response:	Thanks.
context: If he's like Haru...\It's so cute.\I like this one.\Nice hair, Yuki!\Yuki?\That's it!\What happened?\Thanks. response:	Sure.
context: It's so cute.\I like this one.\Nice hair, Yuki!\Yuki?\That's it!\What happened?\Thanks.\Sure. response:	What are you doing?
context: I like this one.\Nice hair, Yuki!\Yuki?\That's it!\What happened?\Thanks.\Sure.\What are you doing? response:	You said I should match my lure
context: Nice hair, Yuki!\Yuki?\That's it!\What happened?\Thanks.\Sure.\What are you doing?\You said I should match my lure response:	to whatever the fish are eating at that time.
context: Yuki?\That's it!\What happened?\Thanks.\Sure.\What are you doing?\You said I should match my lure\to whatever the fish are eating at that time. response:	Yeah, but why red?
context: That's it!\What happened?\Thanks.\Sure.\What are you doing?\You said I should match my lure\to whatever the fish are eating at that time.\Yeah, but why red? response:	Because he's one of Haru's kind.
context: What happened?\Thanks.\Sure.\What are you doing?\You said I should match my lure\to whatever the fish are eating at that time.\Yeah, but why red?\Because he's one of Haru's kind. response:	I love red! Yuki's hair is red!
context: Thanks.\Sure.\What are you doing?\You said I should match my lure\to whatever the fish are eating at that time.\Yeah, but why red?\Because he's one of Haru's kind.\I love red! Yuki's hair is red! response:	I see.
context: Sure.\What are you doing?\You said I should match my lure\to whatever the fish are eating at that time.\Yeah, but why red?\Because he's one of Haru's kind.\I love red! Yuki's hair is red!\I see. response:	You always put red things in your mouth.
context: What are you doing?\You said I should match my lure\to whatever the fish are eating at that time.\Yeah, but why red?\Because he's one of Haru's kind.\I love red! Yuki's hair is red!\I see.\You always put red things in your mouth. response:	He might like red too,
context: You said I should match my lure\to whatever the fish are eating at that time.\Yeah, but why red?\Because he's one of Haru's kind.\I love red! Yuki's hair is red!\I see.\You always put red things in your mouth.\He might like red too, response:	so I'm going to lure him out with this.
context: to whatever the fish are eating at that time.\Yeah, but why red?\Because he's one of Haru's kind.\I love red! Yuki's hair is red!\I see.\You always put red things in your mouth.\He might like red too,\so I'm going to lure him out with this. response:	I see. Good idea.
context: Yeah, but why red?\Because he's one of Haru's kind.\I love red! Yuki's hair is red!\I see.\You always put red things in your mouth.\He might like red too,\so I'm going to lure him out with this.\I see. Good idea. response:	On the boat, Seishunmaru, that left Enoshima harbor
context: Because he's one of Haru's kind.\I love red! Yuki's hair is red!\I see.\You always put red things in your mouth.\He might like red too,\so I'm going to lure him out with this.\I see. Good idea.\On the boat, Seishunmaru, that left Enoshima harbor response:	during this dangerous time,
context: I love red! Yuki's hair is red!\I see.\You always put red things in your mouth.\He might like red too,\so I'm going to lure him out with this.\I see. Good idea.\On the boat, Seishunmaru, that left Enoshima harbor\during this dangerous time, response:	are local students from Higashi High School...
context: I see.\You always put red things in your mouth.\He might like red too,\so I'm going to lure him out with this.\I see. Good idea.\On the boat, Seishunmaru, that left Enoshima harbor\during this dangerous time,\are local students from Higashi High School... response:	This is becoming ridiculous.
context: You always put red things in your mouth.\He might like red too,\so I'm going to lure him out with this.\I see. Good idea.\On the boat, Seishunmaru, that left Enoshima harbor\during this dangerous time,\are local students from Higashi High School...\This is becoming ridiculous. response:	Look!
context: He might like red too,\so I'm going to lure him out with this.\I see. Good idea.\On the boat, Seishunmaru, that left Enoshima harbor\during this dangerous time,\are local students from Higashi High School...\This is becoming ridiculous.\Look! response:	What we're doing is crazy.
context: so I'm going to lure him out with this.\I see. Good idea.\On the boat, Seishunmaru, that left Enoshima harbor\during this dangerous time,\are local students from Higashi High School...\This is becoming ridiculous.\Look!\What we're doing is crazy. response:	Prepare yourselves!
