context: And we broke response:	Everything that was right
context: A mushi-shi named Ginko.\He was wondering if he could speak with you.\Oh?\Come in.\It's freezing.\Sorry for how cold it is in here.\Whenever we try to warm up the place, my skin starts to hurt... like it's burning,\whereas I don't feel the cold one bit. response:	How long has it been this way?
context: He was wondering if he could speak with you.\Oh?\Come in.\It's freezing.\Sorry for how cold it is in here.\Whenever we try to warm up the place, my skin starts to hurt... like it's burning,\whereas I don't feel the cold one bit.\How long has it been this way? response:	Probably ever since that day.
context: Oh?\Come in.\It's freezing.\Sorry for how cold it is in here.\Whenever we try to warm up the place, my skin starts to hurt... like it's burning,\whereas I don't feel the cold one bit.\How long has it been this way?\Probably ever since that day. response:	It was a night with snow but no wind.
context: Come in.\It's freezing.\Sorry for how cold it is in here.\Whenever we try to warm up the place, my skin starts to hurt... like it's burning,\whereas I don't feel the cold one bit.\How long has it been this way?\Probably ever since that day.\It was a night with snow but no wind. response:	Sachi?
context: It's freezing.\Sorry for how cold it is in here.\Whenever we try to warm up the place, my skin starts to hurt... like it's burning,\whereas I don't feel the cold one bit.\How long has it been this way?\Probably ever since that day.\It was a night with snow but no wind.\Sachi? response:	Toki, wait!
context: Sorry for how cold it is in here.\Whenever we try to warm up the place, my skin starts to hurt... like it's burning,\whereas I don't feel the cold one bit.\How long has it been this way?\Probably ever since that day.\It was a night with snow but no wind.\Sachi?\Toki, wait! response:	For some reason...
context: Whenever we try to warm up the place, my skin starts to hurt... like it's burning,\whereas I don't feel the cold one bit.\How long has it been this way?\Probably ever since that day.\It was a night with snow but no wind.\Sachi?\Toki, wait!\For some reason... response:	I thought for a second that my little sister had come back,
context: whereas I don't feel the cold one bit.\How long has it been this way?\Probably ever since that day.\It was a night with snow but no wind.\Sachi?\Toki, wait!\For some reason...\I thought for a second that my little sister had come back, response:	so I opened the door.
context: How long has it been this way?\Probably ever since that day.\It was a night with snow but no wind.\Sachi?\Toki, wait!\For some reason...\I thought for a second that my little sister had come back,\so I opened the door. response:	Sachi
context: Probably ever since that day.\It was a night with snow but no wind.\Sachi?\Toki, wait!\For some reason...\I thought for a second that my little sister had come back,\so I opened the door.\Sachi response:	When I did, it felt as though snow had flown right into my body.
context: It was a night with snow but no wind.\Sachi?\Toki, wait!\For some reason...\I thought for a second that my little sister had come back,\so I opened the door.\Sachi\When I did, it felt as though snow had flown right into my body. response:	Toki, come back inside, or you'll catch a cold.
context: Sachi?\Toki, wait!\For some reason...\I thought for a second that my little sister had come back,\so I opened the door.\Sachi\When I did, it felt as though snow had flown right into my body.\Toki, come back inside, or you'll catch a cold. response:	It's hot.
context: Toki, wait!\For some reason...\I thought for a second that my little sister had come back,\so I opened the door.\Sachi\When I did, it felt as though snow had flown right into my body.\Toki, come back inside, or you'll catch a cold.\It's hot. response:	What?
context: For some reason...\I thought for a second that my little sister had come back,\so I opened the door.\Sachi\When I did, it felt as though snow had flown right into my body.\Toki, come back inside, or you'll catch a cold.\It's hot.\What? response:	Since then, I can't stand being near anything warm,
context: I thought for a second that my little sister had come back,\so I opened the door.\Sachi\When I did, it felt as though snow had flown right into my body.\Toki, come back inside, or you'll catch a cold.\It's hot.\What?\Since then, I can't stand being near anything warm, response:	even though the cold doesn't bother me at all.
context: so I opened the door.\Sachi\When I did, it felt as though snow had flown right into my body.\Toki, come back inside, or you'll catch a cold.\It's hot.\What?\Since then, I can't stand being near anything warm,\even though the cold doesn't bother me at all. response:	From that night on, snow's been falling wherever I go.
context: Sachi\When I did, it felt as though snow had flown right into my body.\Toki, come back inside, or you'll catch a cold.\It's hot.\What?\Since then, I can't stand being near anything warm,\even though the cold doesn't bother me at all.\From that night on, snow's been falling wherever I go. response:	But I really don't feel cold.
context: When I did, it felt as though snow had flown right into my body.\Toki, come back inside, or you'll catch a cold.\It's hot.\What?\Since then, I can't stand being near anything warm,\even though the cold doesn't bother me at all.\From that night on, snow's been falling wherever I go.\But I really don't feel cold. response:	I mean, I do feel bad for Mom and Dad,
context: Toki, come back inside, or you'll catch a cold.\It's hot.\What?\Since then, I can't stand being near anything warm,\even though the cold doesn't bother me at all.\From that night on, snow's been falling wherever I go.\But I really don't feel cold.\I mean, I do feel bad for Mom and Dad, response:	but there's really nothing wrong with me.
context: It's hot.\What?\Since then, I can't stand being near anything warm,\even though the cold doesn't bother me at all.\From that night on, snow's been falling wherever I go.\But I really don't feel cold.\I mean, I do feel bad for Mom and Dad,\but there's really nothing wrong with me. response:	Can I take a look at your hand?
context: What?\Since then, I can't stand being near anything warm,\even though the cold doesn't bother me at all.\From that night on, snow's been falling wherever I go.\But I really don't feel cold.\I mean, I do feel bad for Mom and Dad,\but there's really nothing wrong with me.\Can I take a look at your hand? response:	Sure.
context: Since then, I can't stand being near anything warm,\even though the cold doesn't bother me at all.\From that night on, snow's been falling wherever I go.\But I really don't feel cold.\I mean, I do feel bad for Mom and Dad,\but there's really nothing wrong with me.\Can I take a look at your hand?\Sure. response:	His hand is as cold as ice.
context: even though the cold doesn't bother me at all.\From that night on, snow's been falling wherever I go.\But I really don't feel cold.\I mean, I do feel bad for Mom and Dad,\but there's really nothing wrong with me.\Can I take a look at your hand?\Sure.\His hand is as cold as ice. response:	He can't even tolerate human body temperature.
context: From that night on, snow's been falling wherever I go.\But I really don't feel cold.\I mean, I do feel bad for Mom and Dad,\but there's really nothing wrong with me.\Can I take a look at your hand?\Sure.\His hand is as cold as ice.\He can't even tolerate human body temperature. response:	Your skin's turned white. You're getting frostbite.
context: But I really don't feel cold.\I mean, I do feel bad for Mom and Dad,\but there's really nothing wrong with me.\Can I take a look at your hand?\Sure.\His hand is as cold as ice.\He can't even tolerate human body temperature.\Your skin's turned white. You're getting frostbite. response:	Although you may not feel it, your body does.
context: I mean, I do feel bad for Mom and Dad,\but there's really nothing wrong with me.\Can I take a look at your hand?\Sure.\His hand is as cold as ice.\He can't even tolerate human body temperature.\Your skin's turned white. You're getting frostbite.\Although you may not feel it, your body does. response:	If you don't get yourself warm soon, you could lose your hands or your feet.
context: but there's really nothing wrong with me.\Can I take a look at your hand?\Sure.\His hand is as cold as ice.\He can't even tolerate human body temperature.\Your skin's turned white. You're getting frostbite.\Although you may not feel it, your body does.\If you don't get yourself warm soon, you could lose your hands or your feet. response:	But it really feels like I'm burning when I do that.
context: Can I take a look at your hand?\Sure.\His hand is as cold as ice.\He can't even tolerate human body temperature.\Your skin's turned white. You're getting frostbite.\Although you may not feel it, your body does.\If you don't get yourself warm soon, you could lose your hands or your feet.\But it really feels like I'm burning when I do that. response:	Your senses are just being deceived.
context: Sure.\His hand is as cold as ice.\He can't even tolerate human body temperature.\Your skin's turned white. You're getting frostbite.\Although you may not feel it, your body does.\If you don't get yourself warm soon, you could lose your hands or your feet.\But it really feels like I'm burning when I do that.\Your senses are just being deceived. response:	You're not actually burning.
context: His hand is as cold as ice.\He can't even tolerate human body temperature.\Your skin's turned white. You're getting frostbite.\Although you may not feel it, your body does.\If you don't get yourself warm soon, you could lose your hands or your feet.\But it really feels like I'm burning when I do that.\Your senses are just being deceived.\You're not actually burning. response:	Forget it. I'm fine with the way things are.
context: He can't even tolerate human body temperature.\Your skin's turned white. You're getting frostbite.\Although you may not feel it, your body does.\If you don't get yourself warm soon, you could lose your hands or your feet.\But it really feels like I'm burning when I do that.\Your senses are just being deceived.\You're not actually burning.\Forget it. I'm fine with the way things are. response:	Toki.
context: Your skin's turned white. You're getting frostbite.\Although you may not feel it, your body does.\If you don't get yourself warm soon, you could lose your hands or your feet.\But it really feels like I'm burning when I do that.\Your senses are just being deceived.\You're not actually burning.\Forget it. I'm fine with the way things are.\Toki. response:	I have to go catch some fish.
context: Although you may not feel it, your body does.\If you don't get yourself warm soon, you could lose your hands or your feet.\But it really feels like I'm burning when I do that.\Your senses are just being deceived.\You're not actually burning.\Forget it. I'm fine with the way things are.\Toki.\I have to go catch some fish. response:	Hey...
context: If you don't get yourself warm soon, you could lose your hands or your feet.\But it really feels like I'm burning when I do that.\Your senses are just being deceived.\You're not actually burning.\Forget it. I'm fine with the way things are.\Toki.\I have to go catch some fish.\Hey... response:	Wait, Toki!
context: But it really feels like I'm burning when I do that.\Your senses are just being deceived.\You're not actually burning.\Forget it. I'm fine with the way things are.\Toki.\I have to go catch some fish.\Hey...\Wait, Toki! response:	I'm sorry about all this.
context: Your senses are just being deceived.\You're not actually burning.\Forget it. I'm fine with the way things are.\Toki.\I have to go catch some fish.\Hey...\Wait, Toki!\I'm sorry about all this. response:	Don't be.
context: You're not actually burning.\Forget it. I'm fine with the way things are.\Toki.\I have to go catch some fish.\Hey...\Wait, Toki!\I'm sorry about all this.\Don't be. response:	I can't figure out how to make him want to get better.
context: Forget it. I'm fine with the way things are.\Toki.\I have to go catch some fish.\Hey...\Wait, Toki!\I'm sorry about all this.\Don't be.\I can't figure out how to make him want to get better. response:	It stopped snowing.
context: Toki.\I have to go catch some fish.\Hey...\Wait, Toki!\I'm sorry about all this.\Don't be.\I can't figure out how to make him want to get better.\It stopped snowing. response:	Toki!
context: I have to go catch some fish.\Hey...\Wait, Toki!\I'm sorry about all this.\Don't be.\I can't figure out how to make him want to get better.\It stopped snowing.\Toki! response:	Hey, are you even listening?
context: Hey...\Wait, Toki!\I'm sorry about all this.\Don't be.\I can't figure out how to make him want to get better.\It stopped snowing.\Toki!\Hey, are you even listening? response:	I'm telling you, something is wrong with you.
context: Wait, Toki!\I'm sorry about all this.\Don't be.\I can't figure out how to make him want to get better.\It stopped snowing.\Toki!\Hey, are you even listening?\I'm telling you, something is wrong with you. response:	You've got to do what's best for your body.
context: I'm sorry about all this.\Don't be.\I can't figure out how to make him want to get better.\It stopped snowing.\Toki!\Hey, are you even listening?\I'm telling you, something is wrong with you.\You've got to do what's best for your body. response:	Don't follow me. It's not safe out here.
context: Don't be.\I can't figure out how to make him want to get better.\It stopped snowing.\Toki!\Hey, are you even listening?\I'm telling you, something is wrong with you.\You've got to do what's best for your body.\Don't follow me. It's not safe out here. response:	What about you?
context: I can't figure out how to make him want to get better.\It stopped snowing.\Toki!\Hey, are you even listening?\I'm telling you, something is wrong with you.\You've got to do what's best for your body.\Don't follow me. It's not safe out here.\What about you? response:	You be careful, okay?
context: It stopped snowing.\Toki!\Hey, are you even listening?\I'm telling you, something is wrong with you.\You've got to do what's best for your body.\Don't follow me. It's not safe out here.\What about you?\You be careful, okay? response:	You've been really out of it lately.
context: Toki!\Hey, are you even listening?\I'm telling you, something is wrong with you.\You've got to do what's best for your body.\Don't follow me. It's not safe out here.\What about you?\You be careful, okay?\You've been really out of it lately. response:	I will be.
context: Hey, are you even listening?\I'm telling you, something is wrong with you.\You've got to do what's best for your body.\Don't follow me. It's not safe out here.\What about you?\You be careful, okay?\You've been really out of it lately.\I will be. response:	Huh?
context: I'm telling you, something is wrong with you.\You've got to do what's best for your body.\Don't follow me. It's not safe out here.\What about you?\You be careful, okay?\You've been really out of it lately.\I will be.\Huh? response:	That's strange.
context: You've got to do what's best for your body.\Don't follow me. It's not safe out here.\What about you?\You be careful, okay?\You've been really out of it lately.\I will be.\Huh?\That's strange. response:	The snow falling into the lake isn't melting.
context: Don't follow me. It's not safe out here.\What about you?\You be careful, okay?\You've been really out of it lately.\I will be.\Huh?\That's strange.\The snow falling into the lake isn't melting. response:	I never knew it could do that.
context: What about you?\You be careful, okay?\You've been really out of it lately.\I will be.\Huh?\That's strange.\The snow falling into the lake isn't melting.\I never knew it could do that. response:	If that's the case, maybe snow can pile up at the bottom of the lake too... huh, Sachi?
context: You be careful, okay?\You've been really out of it lately.\I will be.\Huh?\That's strange.\The snow falling into the lake isn't melting.\I never knew it could do that.\If that's the case, maybe snow can pile up at the bottom of the lake too... huh, Sachi? response:	Toki!
context: You've been really out of it lately.\I will be.\Huh?\That's strange.\The snow falling into the lake isn't melting.\I never knew it could do that.\If that's the case, maybe snow can pile up at the bottom of the lake too... huh, Sachi?\Toki! response:	Look!
context: I will be.\Huh?\That's strange.\The snow falling into the lake isn't melting.\I never knew it could do that.\If that's the case, maybe snow can pile up at the bottom of the lake too... huh, Sachi?\Toki!\Look! response:	The lake's freezing!
context: Huh?\That's strange.\The snow falling into the lake isn't melting.\I never knew it could do that.\If that's the case, maybe snow can pile up at the bottom of the lake too... huh, Sachi?\Toki!\Look!\The lake's freezing! response:	Sachi!
context: That's strange.\The snow falling into the lake isn't melting.\I never knew it could do that.\If that's the case, maybe snow can pile up at the bottom of the lake too... huh, Sachi?\Toki!\Look!\The lake's freezing!\Sachi! response:	Don't
context: The snow falling into the lake isn't melting.\I never knew it could do that.\If that's the case, maybe snow can pile up at the bottom of the lake too... huh, Sachi?\Toki!\Look!\The lake's freezing!\Sachi!\Don't response:	Toki!
context: I never knew it could do that.\If that's the case, maybe snow can pile up at the bottom of the lake too... huh, Sachi?\Toki!\Look!\The lake's freezing!\Sachi!\Don't\Toki! response:	Toki!
context: If that's the case, maybe snow can pile up at the bottom of the lake too... huh, Sachi?\Toki!\Look!\The lake's freezing!\Sachi!\Don't\Toki!\Toki! response:	Hey, Toki!
context: Toki!\Look!\The lake's freezing!\Sachi!\Don't\Toki!\Toki!\Hey, Toki! response:	Toki!
context: Look!\The lake's freezing!\Sachi!\Don't\Toki!\Toki!\Hey, Toki!\Toki! response:	Hey!
context: The lake's freezing!\Sachi!\Don't\Toki!\Toki!\Hey, Toki!\Toki!\Hey! response:	Hey!
context: Sachi!\Don't\Toki!\Toki!\Hey, Toki!\Toki!\Hey!\Hey! response:	The snow is... only in one spot.
context: Don't\Toki!\Toki!\Hey, Toki!\Toki!\Hey!\Hey!\The snow is... only in one spot. response:	Did you check over there?
context: Toki!\Toki!\Hey, Toki!\Toki!\Hey!\Hey!\The snow is... only in one spot.\Did you check over there? response:	Toki!
context: Toki!\Hey, Toki!\Toki!\Hey!\Hey!\The snow is... only in one spot.\Did you check over there?\Toki! response:	He must be under there!
context: Hey, Toki!\Toki!\Hey!\Hey!\The snow is... only in one spot.\Did you check over there?\Toki!\He must be under there! response:	Hey!
context: Toki!\Hey!\Hey!\The snow is... only in one spot.\Did you check over there?\Toki!\He must be under there!\Hey! response:	Toki!
context: Hey!\Hey!\The snow is... only in one spot.\Did you check over there?\Toki!\He must be under there!\Hey!\Toki! response:	That part of the lake is just too deep. We can't dive there.
context: Hey!\The snow is... only in one spot.\Did you check over there?\Toki!\He must be under there!\Hey!\Toki!\That part of the lake is just too deep. We can't dive there. response:	The sun's down, too. It's too cold for us to go into the water now.
context: The snow is... only in one spot.\Did you check over there?\Toki!\He must be under there!\Hey!\Toki!\That part of the lake is just too deep. We can't dive there.\The sun's down, too. It's too cold for us to go into the water now. response:	Toki!
context: Did you check over there?\Toki!\He must be under there!\Hey!\Toki!\That part of the lake is just too deep. We can't dive there.\The sun's down, too. It's too cold for us to go into the water now.\Toki! response:	Toki!
context: Toki!\He must be under there!\Hey!\Toki!\That part of the lake is just too deep. We can't dive there.\The sun's down, too. It's too cold for us to go into the water now.\Toki!\Toki! response:	That night, blistering cold descended upon the entire village.
context: He must be under there!\Hey!\Toki!\That part of the lake is just too deep. We can't dive there.\The sun's down, too. It's too cold for us to go into the water now.\Toki!\Toki!\That night, blistering cold descended upon the entire village. response:	In a single night, the lake became completely frozen over.
context: Hey!\Toki!\That part of the lake is just too deep. We can't dive there.\The sun's down, too. It's too cold for us to go into the water now.\Toki!\Toki!\That night, blistering cold descended upon the entire village.\In a single night, the lake became completely frozen over. response:	It's not snowing anymore...
context: Toki!\That part of the lake is just too deep. We can't dive there.\The sun's down, too. It's too cold for us to go into the water now.\Toki!\Toki!\That night, blistering cold descended upon the entire village.\In a single night, the lake became completely frozen over.\It's not snowing anymore... response:	Toki...
context: That part of the lake is just too deep. We can't dive there.\The sun's down, too. It's too cold for us to go into the water now.\Toki!\Toki!\That night, blistering cold descended upon the entire village.\In a single night, the lake became completely frozen over.\It's not snowing anymore...\Toki... response:	I had a bad feeling that this might happen someday...
context: The sun's down, too. It's too cold for us to go into the water now.\Toki!\Toki!\That night, blistering cold descended upon the entire village.\In a single night, the lake became completely frozen over.\It's not snowing anymore...\Toki...\I had a bad feeling that this might happen someday... response:	I should've stopped you!
context: Toki!\Toki!\That night, blistering cold descended upon the entire village.\In a single night, the lake became completely frozen over.\It's not snowing anymore...\Toki...\I had a bad feeling that this might happen someday...\I should've stopped you! response:	I should never have let you go out on the lake by yourself.
context: Toki!\That night, blistering cold descended upon the entire village.\In a single night, the lake became completely frozen over.\It's not snowing anymore...\Toki...\I had a bad feeling that this might happen someday...\I should've stopped you!\I should never have let you go out on the lake by yourself. response:	The lake's ice must be contracting and cracking from the cold.
context: That night, blistering cold descended upon the entire village.\In a single night, the lake became completely frozen over.\It's not snowing anymore...\Toki...\I had a bad feeling that this might happen someday...\I should've stopped you!\I should never have let you go out on the lake by yourself.\The lake's ice must be contracting and cracking from the cold. response:	Toki?
context: In a single night, the lake became completely frozen over.\It's not snowing anymore...\Toki...\I had a bad feeling that this might happen someday...\I should've stopped you!\I should never have let you go out on the lake by yourself.\The lake's ice must be contracting and cracking from the cold.\Toki? response:	Stop! Your mind is playing tricks on you.
context: It's not snowing anymore...\Toki...\I had a bad feeling that this might happen someday...\I should've stopped you!\I should never have let you go out on the lake by yourself.\The lake's ice must be contracting and cracking from the cold.\Toki?\Stop! Your mind is playing tricks on you. response:	Toki!
context: Toki...\I had a bad feeling that this might happen someday...\I should've stopped you!\I should never have let you go out on the lake by yourself.\The lake's ice must be contracting and cracking from the cold.\Toki?\Stop! Your mind is playing tricks on you.\Toki! response:	What is it?
context: I had a bad feeling that this might happen someday...\I should've stopped you!\I should never have let you go out on the lake by yourself.\The lake's ice must be contracting and cracking from the cold.\Toki?\Stop! Your mind is playing tricks on you.\Toki!\What is it? response:	Tae, Toki's...
context: I should've stopped you!\I should never have let you go out on the lake by yourself.\The lake's ice must be contracting and cracking from the cold.\Toki?\Stop! Your mind is playing tricks on you.\Toki!\What is it?\Tae, Toki's... response:	Toki's back!
context: I should never have let you go out on the lake by yourself.\The lake's ice must be contracting and cracking from the cold.\Toki?\Stop! Your mind is playing tricks on you.\Toki!\What is it?\Tae, Toki's...\Toki's back! response:	Really?
context: The lake's ice must be contracting and cracking from the cold.\Toki?\Stop! Your mind is playing tricks on you.\Toki!\What is it?\Tae, Toki's...\Toki's back!\Really? response:	But he wandered off again.
context: Toki?\Stop! Your mind is playing tricks on you.\Toki!\What is it?\Tae, Toki's...\Toki's back!\Really?\But he wandered off again. response:	He had really bad frostbite.
context: Stop! Your mind is playing tricks on you.\Toki!\What is it?\Tae, Toki's...\Toki's back!\Really?\But he wandered off again.\He had really bad frostbite. response:	So we tried to warm him up, but then he ran away like he was burning.
context: Toki!\What is it?\Tae, Toki's...\Toki's back!\Really?\But he wandered off again.\He had really bad frostbite.\So we tried to warm him up, but then he ran away like he was burning. response:	Let's split up and find him.
context: What is it?\Tae, Toki's...\Toki's back!\Really?\But he wandered off again.\He had really bad frostbite.\So we tried to warm him up, but then he ran away like he was burning.\Let's split up and find him. response:	If we don't treat him soon, it might be too late.
context: Tae, Toki's...\Toki's back!\Really?\But he wandered off again.\He had really bad frostbite.\So we tried to warm him up, but then he ran away like he was burning.\Let's split up and find him.\If we don't treat him soon, it might be too late. response:	Toki!
context: Toki's back!\Really?\But he wandered off again.\He had really bad frostbite.\So we tried to warm him up, but then he ran away like he was burning.\Let's split up and find him.\If we don't treat him soon, it might be too late.\Toki! response:	Toki!
context: Really?\But he wandered off again.\He had really bad frostbite.\So we tried to warm him up, but then he ran away like he was burning.\Let's split up and find him.\If we don't treat him soon, it might be too late.\Toki!\Toki! response:	I know...
context: But he wandered off again.\He had really bad frostbite.\So we tried to warm him up, but then he ran away like he was burning.\Let's split up and find him.\If we don't treat him soon, it might be too late.\Toki!\Toki!\I know... response:	I'll check the lake.
context: He had really bad frostbite.\So we tried to warm him up, but then he ran away like he was burning.\Let's split up and find him.\If we don't treat him soon, it might be too late.\Toki!\Toki!\I know...\I'll check the lake. response:	Toki!
context: So we tried to warm him up, but then he ran away like he was burning.\Let's split up and find him.\If we don't treat him soon, it might be too late.\Toki!\Toki!\I know...\I'll check the lake.\Toki! response:	It really is you, Toki!
context: Let's split up and find him.\If we don't treat him soon, it might be too late.\Toki!\Toki!\I know...\I'll check the lake.\Toki!\It really is you, Toki! response:	What are you doing out here?
context: If we don't treat him soon, it might be too late.\Toki!\Toki!\I know...\I'll check the lake.\Toki!\It really is you, Toki!\What are you doing out here? response:	We've got to get you some help!
context: Toki!\Toki!\I know...\I'll check the lake.\Toki!\It really is you, Toki!\What are you doing out here?\We've got to get you some help! response:	I didn't die.
context: Toki!\I know...\I'll check the lake.\Toki!\It really is you, Toki!\What are you doing out here?\We've got to get you some help!\I didn't die. response:	Maybe Sachi's just asleep at the bottom of the lake like I was.
context: I know...\I'll check the lake.\Toki!\It really is you, Toki!\What are you doing out here?\We've got to get you some help!\I didn't die.\Maybe Sachi's just asleep at the bottom of the lake like I was. response:	Beneath the snow, at the bottom of the lake, I was asleep.
context: I'll check the lake.\Toki!\It really is you, Toki!\What are you doing out here?\We've got to get you some help!\I didn't die.\Maybe Sachi's just asleep at the bottom of the lake like I was.\Beneath the snow, at the bottom of the lake, I was asleep. response:	When I heard the ice cracking, I woke up.
context: Toki!\It really is you, Toki!\What are you doing out here?\We've got to get you some help!\I didn't die.\Maybe Sachi's just asleep at the bottom of the lake like I was.\Beneath the snow, at the bottom of the lake, I was asleep.\When I heard the ice cracking, I woke up. response:	Maybe...
context: It really is you, Toki!\What are you doing out here?\We've got to get you some help!\I didn't die.\Maybe Sachi's just asleep at the bottom of the lake like I was.\Beneath the snow, at the bottom of the lake, I was asleep.\When I heard the ice cracking, I woke up.\Maybe... response:	Maybe she just hasn't woken up yet.
context: What are you doing out here?\We've got to get you some help!\I didn't die.\Maybe Sachi's just asleep at the bottom of the lake like I was.\Beneath the snow, at the bottom of the lake, I was asleep.\When I heard the ice cracking, I woke up.\Maybe...\Maybe she just hasn't woken up yet. response:	What are you talking about?
context: We've got to get you some help!\I didn't die.\Maybe Sachi's just asleep at the bottom of the lake like I was.\Beneath the snow, at the bottom of the lake, I was asleep.\When I heard the ice cracking, I woke up.\Maybe...\Maybe she just hasn't woken up yet.\What are you talking about? response:	That's why I have to go...
context: I didn't die.\Maybe Sachi's just asleep at the bottom of the lake like I was.\Beneath the snow, at the bottom of the lake, I was asleep.\When I heard the ice cracking, I woke up.\Maybe...\Maybe she just hasn't woken up yet.\What are you talking about?\That's why I have to go... response:	so I can help her
context: Maybe Sachi's just asleep at the bottom of the lake like I was.\Beneath the snow, at the bottom of the lake, I was asleep.\When I heard the ice cracking, I woke up.\Maybe...\Maybe she just hasn't woken up yet.\What are you talking about?\That's why I have to go...\so I can help her response:	That's enough, Toki!
context: Beneath the snow, at the bottom of the lake, I was asleep.\When I heard the ice cracking, I woke up.\Maybe...\Maybe she just hasn't woken up yet.\What are you talking about?\That's why I have to go...\so I can help her\That's enough, Toki! response:	Get a grip already!
context: When I heard the ice cracking, I woke up.\Maybe...\Maybe she just hasn't woken up yet.\What are you talking about?\That's why I have to go...\so I can help her\That's enough, Toki!\Get a grip already! response:	Sachi's...
context: Maybe...\Maybe she just hasn't woken up yet.\What are you talking about?\That's why I have to go...\so I can help her\That's enough, Toki!\Get a grip already!\Sachi's... response:	She's already dead!
context: Maybe she just hasn't woken up yet.\What are you talking about?\That's why I have to go...\so I can help her\That's enough, Toki!\Get a grip already!\Sachi's...\She's already dead! response:	That day, you jumped in after her and dragged her out of the lake.
context: What are you talking about?\That's why I have to go...\so I can help her\That's enough, Toki!\Get a grip already!\Sachi's...\She's already dead!\That day, you jumped in after her and dragged her out of the lake. response:	You held her as she grew colder and colder... until she died in your arms!
context: That's why I have to go...\so I can help her\That's enough, Toki!\Get a grip already!\Sachi's...\She's already dead!\That day, you jumped in after her and dragged her out of the lake.\You held her as she grew colder and colder... until she died in your arms! response:	I did?
context: so I can help her\That's enough, Toki!\Get a grip already!\Sachi's...\She's already dead!\That day, you jumped in after her and dragged her out of the lake.\You held her as she grew colder and colder... until she died in your arms!\I did? response:	You must not know what you're saying.
context: That's enough, Toki!\Get a grip already!\Sachi's...\She's already dead!\That day, you jumped in after her and dragged her out of the lake.\You held her as she grew colder and colder... until she died in your arms!\I did?\You must not know what you're saying. response:	I don't remember any of that.
context: Get a grip already!\Sachi's...\She's already dead!\That day, you jumped in after her and dragged her out of the lake.\You held her as she grew colder and colder... until she died in your arms!\I did?\You must not know what you're saying.\I don't remember any of that. response:	Toki!
context: Sachi's...\She's already dead!\That day, you jumped in after her and dragged her out of the lake.\You held her as she grew colder and colder... until she died in your arms!\I did?\You must not know what you're saying.\I don't remember any of that.\Toki! response:	Tae... Don't stand there!
context: She's already dead!\That day, you jumped in after her and dragged her out of the lake.\You held her as she grew colder and colder... until she died in your arms!\I did?\You must not know what you're saying.\I don't remember any of that.\Toki!\Tae... Don't stand there! response:	Can you stand?
context: That day, you jumped in after her and dragged her out of the lake.\You held her as she grew colder and colder... until she died in your arms!\I did?\You must not know what you're saying.\I don't remember any of that.\Toki!\Tae... Don't stand there!\Can you stand? response:	Yeah.
context: You held her as she grew colder and colder... until she died in your arms!\I did?\You must not know what you're saying.\I don't remember any of that.\Toki!\Tae... Don't stand there!\Can you stand?\Yeah. response:	Here. Get on my back.
context: I did?\You must not know what you're saying.\I don't remember any of that.\Toki!\Tae... Don't stand there!\Can you stand?\Yeah.\Here. Get on my back. response:	My back is burning.
context: You must not know what you're saying.\I don't remember any of that.\Toki!\Tae... Don't stand there!\Can you stand?\Yeah.\Here. Get on my back.\My back is burning. response:	Tae's heart is still burning hot.
context: I don't remember any of that.\Toki!\Tae... Don't stand there!\Can you stand?\Yeah.\Here. Get on my back.\My back is burning.\Tae's heart is still burning hot. response:	There's still time.
context: Toki!\Tae... Don't stand there!\Can you stand?\Yeah.\Here. Get on my back.\My back is burning.\Tae's heart is still burning hot.\There's still time. response:	There's still...
context: Tae... Don't stand there!\Can you stand?\Yeah.\Here. Get on my back.\My back is burning.\Tae's heart is still burning hot.\There's still time.\There's still... response:	My cheek stings...
context: Can you stand?\Yeah.\Here. Get on my back.\My back is burning.\Tae's heart is still burning hot.\There's still time.\There's still...\My cheek stings... response:	And I...
context: Yeah.\Here. Get on my back.\My back is burning.\Tae's heart is still burning hot.\There's still time.\There's still...\My cheek stings...\And I... response:	I can see my breath, too.
context: Here. Get on my back.\My back is burning.\Tae's heart is still burning hot.\There's still time.\There's still...\My cheek stings...\And I...\I can see my breath, too. response:	My hands and feet hurt!
context: My back is burning.\Tae's heart is still burning hot.\There's still time.\There's still...\My cheek stings...\And I...\I can see my breath, too.\My hands and feet hurt! response:	It's cold.
context: Tae's heart is still burning hot.\There's still time.\There's still...\My cheek stings...\And I...\I can see my breath, too.\My hands and feet hurt!\It's cold. response:	It's so cold that I can't stand it!
context: There's still time.\There's still...\My cheek stings...\And I...\I can see my breath, too.\My hands and feet hurt!\It's cold.\It's so cold that I can't stand it! response:	Toki!
context: There's still...\My cheek stings...\And I...\I can see my breath, too.\My hands and feet hurt!\It's cold.\It's so cold that I can't stand it!\Toki! response:	Tae?!
context: My cheek stings...\And I...\I can see my breath, too.\My hands and feet hurt!\It's cold.\It's so cold that I can't stand it!\Toki!\Tae?! response:	Perhaps because the scant warmth remaining in Tae's body had warmed him,
context: And I...\I can see my breath, too.\My hands and feet hurt!\It's cold.\It's so cold that I can't stand it!\Toki!\Tae?!\Perhaps because the scant warmth remaining in Tae's body had warmed him, response:	Toki regained normal use of his senses by the time he returned to the village.
