context: Sakaguchi Ango response:	Sakaguchi Ango.
context: and were put in charge of taking care of the corpses\of organization members who had died in the dispute.\Do I smell...?\Mostly, it was to bring back their belongings.\If the police were to get their hands on them,\they could be used as evidence for the organized crime prevention law\and it would be rather troublesome.\You must be new. response:	State your name.
context: of organization members who had died in the dispute.\Do I smell...?\Mostly, it was to bring back their belongings.\If the police were to get their hands on them,\they could be used as evidence for the organized crime prevention law\and it would be rather troublesome.\You must be new.\State your name. response:	It's Sakaguchi Ango.
context: Do I smell...?\Mostly, it was to bring back their belongings.\If the police were to get their hands on them,\they could be used as evidence for the organized crime prevention law\and it would be rather troublesome.\You must be new.\State your name.\It's Sakaguchi Ango. response:	Ango-kun...
context: Mostly, it was to bring back their belongings.\If the police were to get their hands on them,\they could be used as evidence for the organized crime prevention law\and it would be rather troublesome.\You must be new.\State your name.\It's Sakaguchi Ango.\Ango-kun... response:	You are truly amusing.
context: If the police were to get their hands on them,\they could be used as evidence for the organized crime prevention law\and it would be rather troublesome.\You must be new.\State your name.\It's Sakaguchi Ango.\Ango-kun...\You are truly amusing. response:	You reek!
context: they could be used as evidence for the organized crime prevention law\and it would be rather troublesome.\You must be new.\State your name.\It's Sakaguchi Ango.\Ango-kun...\You are truly amusing.\You reek! response:	I'm pretty sure the boss isn't going to like you doing things like this.
context: and it would be rather troublesome.\You must be new.\State your name.\It's Sakaguchi Ango.\Ango-kun...\You are truly amusing.\You reek!\I'm pretty sure the boss isn't going to like you doing things like this. response:	Are you trying to say that you know what I'm doing?
context: You must be new.\State your name.\It's Sakaguchi Ango.\Ango-kun...\You are truly amusing.\You reek!\I'm pretty sure the boss isn't going to like you doing things like this.\Are you trying to say that you know what I'm doing? response:	You're making a life record of those who died.
context: State your name.\It's Sakaguchi Ango.\Ango-kun...\You are truly amusing.\You reek!\I'm pretty sure the boss isn't going to like you doing things like this.\Are you trying to say that you know what I'm doing?\You're making a life record of those who died. response:	Am I wrong?
context: It's Sakaguchi Ango.\Ango-kun...\You are truly amusing.\You reek!\I'm pretty sure the boss isn't going to like you doing things like this.\Are you trying to say that you know what I'm doing?\You're making a life record of those who died.\Am I wrong? response:	A life record of those who died?
context: Ango-kun...\You are truly amusing.\You reek!\I'm pretty sure the boss isn't going to like you doing things like this.\Are you trying to say that you know what I'm doing?\You're making a life record of those who died.\Am I wrong?\A life record of those who died? response:	These three died in the incident
context: You are truly amusing.\You reek!\I'm pretty sure the boss isn't going to like you doing things like this.\Are you trying to say that you know what I'm doing?\You're making a life record of those who died.\Am I wrong?\A life record of those who died?\These three died in the incident response:	that happened last night where executives were attacked.
context: You reek!\I'm pretty sure the boss isn't going to like you doing things like this.\Are you trying to say that you know what I'm doing?\You're making a life record of those who died.\Am I wrong?\A life record of those who died?\These three died in the incident\that happened last night where executives were attacked. response:	Umeki Kurehito, Saegusa Shoukichi, Ishige Miroku.
context: I'm pretty sure the boss isn't going to like you doing things like this.\Are you trying to say that you know what I'm doing?\You're making a life record of those who died.\Am I wrong?\A life record of those who died?\These three died in the incident\that happened last night where executives were attacked.\Umeki Kurehito, Saegusa Shoukichi, Ishige Miroku. response:	Umeki was a former MP.
context: Are you trying to say that you know what I'm doing?\You're making a life record of those who died.\Am I wrong?\A life record of those who died?\These three died in the incident\that happened last night where executives were attacked.\Umeki Kurehito, Saegusa Shoukichi, Ishige Miroku.\Umeki was a former MP. response:	He was dishonorably discharged for killing a coworker.
context: You're making a life record of those who died.\Am I wrong?\A life record of those who died?\These three died in the incident\that happened last night where executives were attacked.\Umeki Kurehito, Saegusa Shoukichi, Ishige Miroku.\Umeki was a former MP.\He was dishonorably discharged for killing a coworker. response:	Both of his parents had died.
context: Am I wrong?\A life record of those who died?\These three died in the incident\that happened last night where executives were attacked.\Umeki Kurehito, Saegusa Shoukichi, Ishige Miroku.\Umeki was a former MP.\He was dishonorably discharged for killing a coworker.\Both of his parents had died. response:	You're recording the dead's history and family information, as well.
context: A life record of those who died?\These three died in the incident\that happened last night where executives were attacked.\Umeki Kurehito, Saegusa Shoukichi, Ishige Miroku.\Umeki was a former MP.\He was dishonorably discharged for killing a coworker.\Both of his parents had died.\You're recording the dead's history and family information, as well. response:	The death of a person is not just some number.
context: These three died in the incident\that happened last night where executives were attacked.\Umeki Kurehito, Saegusa Shoukichi, Ishige Miroku.\Umeki was a former MP.\He was dishonorably discharged for killing a coworker.\Both of his parents had died.\You're recording the dead's history and family information, as well.\The death of a person is not just some number. response:	Every one of their lives must have some meaning.
context: that happened last night where executives were attacked.\Umeki Kurehito, Saegusa Shoukichi, Ishige Miroku.\Umeki was a former MP.\He was dishonorably discharged for killing a coworker.\Both of his parents had died.\You're recording the dead's history and family information, as well.\The death of a person is not just some number.\Every one of their lives must have some meaning. response:	What's written here is something you could never feel
context: Umeki Kurehito, Saegusa Shoukichi, Ishige Miroku.\Umeki was a former MP.\He was dishonorably discharged for killing a coworker.\Both of his parents had died.\You're recording the dead's history and family information, as well.\The death of a person is not just some number.\Every one of their lives must have some meaning.\What's written here is something you could never feel response:	from just the words, three dead.
context: Umeki was a former MP.\He was dishonorably discharged for killing a coworker.\Both of his parents had died.\You're recording the dead's history and family information, as well.\The death of a person is not just some number.\Every one of their lives must have some meaning.\What's written here is something you could never feel\from just the words, three dead. response:	It's their breath.
context: He was dishonorably discharged for killing a coworker.\Both of his parents had died.\You're recording the dead's history and family information, as well.\The death of a person is not just some number.\Every one of their lives must have some meaning.\What's written here is something you could never feel\from just the words, three dead.\It's their breath. response:	What did the boss say about this?
context: Both of his parents had died.\You're recording the dead's history and family information, as well.\The death of a person is not just some number.\Every one of their lives must have some meaning.\What's written here is something you could never feel\from just the words, three dead.\It's their breath.\What did the boss say about this? response:	I forced all 84 people who have died so far in the dispute upon him.
context: You're recording the dead's history and family information, as well.\The death of a person is not just some number.\Every one of their lives must have some meaning.\What's written here is something you could never feel\from just the words, three dead.\It's their breath.\What did the boss say about this?\I forced all 84 people who have died so far in the dispute upon him. response:	At first, he hated it,
context: The death of a person is not just some number.\Every one of their lives must have some meaning.\What's written here is something you could never feel\from just the words, three dead.\It's their breath.\What did the boss say about this?\I forced all 84 people who have died so far in the dispute upon him.\At first, he hated it, response:	but now he says it's valuable information
context: Every one of their lives must have some meaning.\What's written here is something you could never feel\from just the words, three dead.\It's their breath.\What did the boss say about this?\I forced all 84 people who have died so far in the dispute upon him.\At first, he hated it,\but now he says it's valuable information response:	to get to know everything about the organization
context: What's written here is something you could never feel\from just the words, three dead.\It's their breath.\What did the boss say about this?\I forced all 84 people who have died so far in the dispute upon him.\At first, he hated it,\but now he says it's valuable information\to get to know everything about the organization response:	and was rather pleased.
context: from just the words, three dead.\It's their breath.\What did the boss say about this?\I forced all 84 people who have died so far in the dispute upon him.\At first, he hated it,\but now he says it's valuable information\to get to know everything about the organization\and was rather pleased. response:	See? Isn't he amusing?
context: It's their breath.\What did the boss say about this?\I forced all 84 people who have died so far in the dispute upon him.\At first, he hated it,\but now he says it's valuable information\to get to know everything about the organization\and was rather pleased.\See? Isn't he amusing? response:	What kind of circumstances cause one to think up such a unique job as this?
context: What did the boss say about this?\I forced all 84 people who have died so far in the dispute upon him.\At first, he hated it,\but now he says it's valuable information\to get to know everything about the organization\and was rather pleased.\See? Isn't he amusing?\What kind of circumstances cause one to think up such a unique job as this? response:	There's one way to find out...
context: I forced all 84 people who have died so far in the dispute upon him.\At first, he hated it,\but now he says it's valuable information\to get to know everything about the organization\and was rather pleased.\See? Isn't he amusing?\What kind of circumstances cause one to think up such a unique job as this?\There's one way to find out... response:	We just need to take him to our usual place after this.
context: At first, he hated it,\but now he says it's valuable information\to get to know everything about the organization\and was rather pleased.\See? Isn't he amusing?\What kind of circumstances cause one to think up such a unique job as this?\There's one way to find out...\We just need to take him to our usual place after this. response:	That's a brilliant idea.
context: but now he says it's valuable information\to get to know everything about the organization\and was rather pleased.\See? Isn't he amusing?\What kind of circumstances cause one to think up such a unique job as this?\There's one way to find out...\We just need to take him to our usual place after this.\That's a brilliant idea. response:	I'm not going!
context: to get to know everything about the organization\and was rather pleased.\See? Isn't he amusing?\What kind of circumstances cause one to think up such a unique job as this?\There's one way to find out...\We just need to take him to our usual place after this.\That's a brilliant idea.\I'm not going! response:	I have other work I need to do!
context: and was rather pleased.\See? Isn't he amusing?\What kind of circumstances cause one to think up such a unique job as this?\There's one way to find out...\We just need to take him to our usual place after this.\That's a brilliant idea.\I'm not going!\I have other work I need to do! response:	Odasaku! There's one way to free him up!
context: See? Isn't he amusing?\What kind of circumstances cause one to think up such a unique job as this?\There's one way to find out...\We just need to take him to our usual place after this.\That's a brilliant idea.\I'm not going!\I have other work I need to do!\Odasaku! There's one way to free him up! response:	If we hug him as hard as we can,
context: What kind of circumstances cause one to think up such a unique job as this?\There's one way to find out...\We just need to take him to our usual place after this.\That's a brilliant idea.\I'm not going!\I have other work I need to do!\Odasaku! There's one way to free him up!\If we hug him as hard as we can, response:	he won't be able to work anymore from the smell and the filth!
context: There's one way to find out...\We just need to take him to our usual place after this.\That's a brilliant idea.\I'm not going!\I have other work I need to do!\Odasaku! There's one way to free him up!\If we hug him as hard as we can,\he won't be able to work anymore from the smell and the filth! response:	Okay.
context: We just need to take him to our usual place after this.\That's a brilliant idea.\I'm not going!\I have other work I need to do!\Odasaku! There's one way to free him up!\If we hug him as hard as we can,\he won't be able to work anymore from the smell and the filth!\Okay. response:	Hold it!
context: That's a brilliant idea.\I'm not going!\I have other work I need to do!\Odasaku! There's one way to free him up!\If we hug him as hard as we can,\he won't be able to work anymore from the smell and the filth!\Okay.\Hold it! response:	This is my best suit! Stop this!
context: I'm not going!\I have other work I need to do!\Odasaku! There's one way to free him up!\If we hug him as hard as we can,\he won't be able to work anymore from the smell and the filth!\Okay.\Hold it!\This is my best suit! Stop this! response:	I'm going to get angry! I'm seriously going to get angry!
context: I have other work I need to do!\Odasaku! There's one way to free him up!\If we hug him as hard as we can,\he won't be able to work anymore from the smell and the filth!\Okay.\Hold it!\This is my best suit! Stop this!\I'm going to get angry! I'm seriously going to get angry! response:	I'd like an explanation...
context: Odasaku! There's one way to free him up!\If we hug him as hard as we can,\he won't be able to work anymore from the smell and the filth!\Okay.\Hold it!\This is my best suit! Stop this!\I'm going to get angry! I'm seriously going to get angry!\I'd like an explanation... response:	We captured Mimic's vanguard that attacked the casino
context: If we hug him as hard as we can,\he won't be able to work anymore from the smell and the filth!\Okay.\Hold it!\This is my best suit! Stop this!\I'm going to get angry! I'm seriously going to get angry!\I'd like an explanation...\We captured Mimic's vanguard that attacked the casino response:	with the knockout gas as planned.
context: he won't be able to work anymore from the smell and the filth!\Okay.\Hold it!\This is my best suit! Stop this!\I'm going to get angry! I'm seriously going to get angry!\I'd like an explanation...\We captured Mimic's vanguard that attacked the casino\with the knockout gas as planned. response:	One of them committed suicide, but we brought the other three here.
context: Okay.\Hold it!\This is my best suit! Stop this!\I'm going to get angry! I'm seriously going to get angry!\I'd like an explanation...\We captured Mimic's vanguard that attacked the casino\with the knockout gas as planned.\One of them committed suicide, but we brought the other three here. response:	We were planning to have them talk about the others.
context: Hold it!\This is my best suit! Stop this!\I'm going to get angry! I'm seriously going to get angry!\I'd like an explanation...\We captured Mimic's vanguard that attacked the casino\with the knockout gas as planned.\One of them committed suicide, but we brought the other three here.\We were planning to have them talk about the others. response:	We even removed the poison hidden in their teeth.
context: This is my best suit! Stop this!\I'm going to get angry! I'm seriously going to get angry!\I'd like an explanation...\We captured Mimic's vanguard that attacked the casino\with the knockout gas as planned.\One of them committed suicide, but we brought the other three here.\We were planning to have them talk about the others.\We even removed the poison hidden in their teeth. response:	I know that.
context: I'm going to get angry! I'm seriously going to get angry!\I'd like an explanation...\We captured Mimic's vanguard that attacked the casino\with the knockout gas as planned.\One of them committed suicide, but we brought the other three here.\We were planning to have them talk about the others.\We even removed the poison hidden in their teeth.\I know that. response:	Because this was all part of my plan.
context: I'd like an explanation...\We captured Mimic's vanguard that attacked the casino\with the knockout gas as planned.\One of them committed suicide, but we brought the other three here.\We were planning to have them talk about the others.\We even removed the poison hidden in their teeth.\I know that.\Because this was all part of my plan. response:	What I want to know is what happened after that...
context: We captured Mimic's vanguard that attacked the casino\with the knockout gas as planned.\One of them committed suicide, but we brought the other three here.\We were planning to have them talk about the others.\We even removed the poison hidden in their teeth.\I know that.\Because this was all part of my plan.\What I want to know is what happened after that... response:	O-One of the soldiers woke up earlier than expected.
context: with the knockout gas as planned.\One of them committed suicide, but we brought the other three here.\We were planning to have them talk about the others.\We even removed the poison hidden in their teeth.\I know that.\Because this was all part of my plan.\What I want to know is what happened after that...\O-One of the soldiers woke up earlier than expected. response:	Before we could get handcuffs on him,
context: One of them committed suicide, but we brought the other three here.\We were planning to have them talk about the others.\We even removed the poison hidden in their teeth.\I know that.\Because this was all part of my plan.\What I want to know is what happened after that...\O-One of the soldiers woke up earlier than expected.\Before we could get handcuffs on him, response:	he stole one of our guns
context: We were planning to have them talk about the others.\We even removed the poison hidden in their teeth.\I know that.\Because this was all part of my plan.\What I want to know is what happened after that...\O-One of the soldiers woke up earlier than expected.\Before we could get handcuffs on him,\he stole one of our guns response:	and most likely shot his comrades so they couldn't talk.
context: We even removed the poison hidden in their teeth.\I know that.\Because this was all part of my plan.\What I want to know is what happened after that...\O-One of the soldiers woke up earlier than expected.\Before we could get handcuffs on him,\he stole one of our guns\and most likely shot his comrades so they couldn't talk. response:	He also came after us...
context: I know that.\Because this was all part of my plan.\What I want to know is what happened after that...\O-One of the soldiers woke up earlier than expected.\Before we could get handcuffs on him,\he stole one of our guns\and most likely shot his comrades so they couldn't talk.\He also came after us... response:	So I decided to take care of it.
context: Because this was all part of my plan.\What I want to know is what happened after that...\O-One of the soldiers woke up earlier than expected.\Before we could get handcuffs on him,\he stole one of our guns\and most likely shot his comrades so they couldn't talk.\He also came after us...\So I decided to take care of it. response:	Is there a problem?
context: What I want to know is what happened after that...\O-One of the soldiers woke up earlier than expected.\Before we could get handcuffs on him,\he stole one of our guns\and most likely shot his comrades so they couldn't talk.\He also came after us...\So I decided to take care of it.\Is there a problem? response:	I see...
context: O-One of the soldiers woke up earlier than expected.\Before we could get handcuffs on him,\he stole one of our guns\and most likely shot his comrades so they couldn't talk.\He also came after us...\So I decided to take care of it.\Is there a problem?\I see... response:	No, it's nothing.
context: Before we could get handcuffs on him,\he stole one of our guns\and most likely shot his comrades so they couldn't talk.\He also came after us...\So I decided to take care of it.\Is there a problem?\I see...\No, it's nothing. response:	You defeated the fearsome, unyielding enemy,
context: he stole one of our guns\and most likely shot his comrades so they couldn't talk.\He also came after us...\So I decided to take care of it.\Is there a problem?\I see...\No, it's nothing.\You defeated the fearsome, unyielding enemy, response:	and protected our comrades, Akutagawa-kun.
context: and most likely shot his comrades so they couldn't talk.\He also came after us...\So I decided to take care of it.\Is there a problem?\I see...\No, it's nothing.\You defeated the fearsome, unyielding enemy,\and protected our comrades, Akutagawa-kun. response:	That's absolutely splendid.
context: He also came after us...\So I decided to take care of it.\Is there a problem?\I see...\No, it's nothing.\You defeated the fearsome, unyielding enemy,\and protected our comrades, Akutagawa-kun.\That's absolutely splendid. response:	If it weren't for your powers,
context: So I decided to take care of it.\Is there a problem?\I see...\No, it's nothing.\You defeated the fearsome, unyielding enemy,\and protected our comrades, Akutagawa-kun.\That's absolutely splendid.\If it weren't for your powers, response:	they wouldn't have been able to defeat
context: Is there a problem?\I see...\No, it's nothing.\You defeated the fearsome, unyielding enemy,\and protected our comrades, Akutagawa-kun.\That's absolutely splendid.\If it weren't for your powers,\they wouldn't have been able to defeat response:	such a powerful enemy on their own in a single blow.
context: I see...\No, it's nothing.\You defeated the fearsome, unyielding enemy,\and protected our comrades, Akutagawa-kun.\That's absolutely splendid.\If it weren't for your powers,\they wouldn't have been able to defeat\such a powerful enemy on their own in a single blow. response:	Nothing less from my subordinate.
context: No, it's nothing.\You defeated the fearsome, unyielding enemy,\and protected our comrades, Akutagawa-kun.\That's absolutely splendid.\If it weren't for your powers,\they wouldn't have been able to defeat\such a powerful enemy on their own in a single blow.\Nothing less from my subordinate. response:	Thanks to you, all of the enemies we captured are dead.
context: You defeated the fearsome, unyielding enemy,\and protected our comrades, Akutagawa-kun.\That's absolutely splendid.\If it weren't for your powers,\they wouldn't have been able to defeat\such a powerful enemy on their own in a single blow.\Nothing less from my subordinate.\Thanks to you, all of the enemies we captured are dead. response:	The soldiers that I worked so hard to lay a trap for just to keep alive...
context: and protected our comrades, Akutagawa-kun.\That's absolutely splendid.\If it weren't for your powers,\they wouldn't have been able to defeat\such a powerful enemy on their own in a single blow.\Nothing less from my subordinate.\Thanks to you, all of the enemies we captured are dead.\The soldiers that I worked so hard to lay a trap for just to keep alive... response:	Now our clues are gone.
context: That's absolutely splendid.\If it weren't for your powers,\they wouldn't have been able to defeat\such a powerful enemy on their own in a single blow.\Nothing less from my subordinate.\Thanks to you, all of the enemies we captured are dead.\The soldiers that I worked so hard to lay a trap for just to keep alive...\Now our clues are gone. response:	If even one of them were alive, we could have found out their headquarters, motive,
context: If it weren't for your powers,\they wouldn't have been able to defeat\such a powerful enemy on their own in a single blow.\Nothing less from my subordinate.\Thanks to you, all of the enemies we captured are dead.\The soldiers that I worked so hard to lay a trap for just to keep alive...\Now our clues are gone.\If even one of them were alive, we could have found out their headquarters, motive, response:	their commander's lineage, name,
context: they wouldn't have been able to defeat\such a powerful enemy on their own in a single blow.\Nothing less from my subordinate.\Thanks to you, all of the enemies we captured are dead.\The soldiers that I worked so hard to lay a trap for just to keep alive...\Now our clues are gone.\If even one of them were alive, we could have found out their headquarters, motive,\their commander's lineage, name, response:	and the powers they use to command the organization...
context: such a powerful enemy on their own in a single blow.\Nothing less from my subordinate.\Thanks to you, all of the enemies we captured are dead.\The soldiers that I worked so hard to lay a trap for just to keep alive...\Now our clues are gone.\If even one of them were alive, we could have found out their headquarters, motive,\their commander's lineage, name,\and the powers they use to command the organization... response:	We could have gotten all of that important information.
context: Nothing less from my subordinate.\Thanks to you, all of the enemies we captured are dead.\The soldiers that I worked so hard to lay a trap for just to keep alive...\Now our clues are gone.\If even one of them were alive, we could have found out their headquarters, motive,\their commander's lineage, name,\and the powers they use to command the organization...\We could have gotten all of that important information. response:	Information?
context: Thanks to you, all of the enemies we captured are dead.\The soldiers that I worked so hard to lay a trap for just to keep alive...\Now our clues are gone.\If even one of them were alive, we could have found out their headquarters, motive,\their commander's lineage, name,\and the powers they use to command the organization...\We could have gotten all of that important information.\Information? response:	As if I would
context: The soldiers that I worked so hard to lay a trap for just to keep alive...\Now our clues are gone.\If even one of them were alive, we could have found out their headquarters, motive,\their commander's lineage, name,\and the powers they use to command the organization...\We could have gotten all of that important information.\Information?\As if I would response:	To you, it must have seemed like I was waiting to hear some excuse.
context: Now our clues are gone.\If even one of them were alive, we could have found out their headquarters, motive,\their commander's lineage, name,\and the powers they use to command the organization...\We could have gotten all of that important information.\Information?\As if I would\To you, it must have seemed like I was waiting to hear some excuse. response:	I'm sorry for giving you the wrong idea.
context: If even one of them were alive, we could have found out their headquarters, motive,\their commander's lineage, name,\and the powers they use to command the organization...\We could have gotten all of that important information.\Information?\As if I would\To you, it must have seemed like I was waiting to hear some excuse.\I'm sorry for giving you the wrong idea. response:	Hand me your gun.
context: their commander's lineage, name,\and the powers they use to command the organization...\We could have gotten all of that important information.\Information?\As if I would\To you, it must have seemed like I was waiting to hear some excuse.\I'm sorry for giving you the wrong idea.\Hand me your gun. response:	Someone I know happens to be taking care of some orphans...
context: and the powers they use to command the organization...\We could have gotten all of that important information.\Information?\As if I would\To you, it must have seemed like I was waiting to hear some excuse.\I'm sorry for giving you the wrong idea.\Hand me your gun.\Someone I know happens to be taking care of some orphans... response:	If Odasaku happened to pick you up from the slums,
context: We could have gotten all of that important information.\Information?\As if I would\To you, it must have seemed like I was waiting to hear some excuse.\I'm sorry for giving you the wrong idea.\Hand me your gun.\Someone I know happens to be taking care of some orphans...\If Odasaku happened to pick you up from the slums, response:	I'm sure that he wouldn't have abandoned you.
context: Information?\As if I would\To you, it must have seemed like I was waiting to hear some excuse.\I'm sorry for giving you the wrong idea.\Hand me your gun.\Someone I know happens to be taking care of some orphans...\If Odasaku happened to pick you up from the slums,\I'm sure that he wouldn't have abandoned you. response:	He would have patiently and firmly guided you.
context: As if I would\To you, it must have seemed like I was waiting to hear some excuse.\I'm sorry for giving you the wrong idea.\Hand me your gun.\Someone I know happens to be taking care of some orphans...\If Odasaku happened to pick you up from the slums,\I'm sure that he wouldn't have abandoned you.\He would have patiently and firmly guided you. response:	That's what righteousness is...
context: To you, it must have seemed like I was waiting to hear some excuse.\I'm sorry for giving you the wrong idea.\Hand me your gun.\Someone I know happens to be taking care of some orphans...\If Odasaku happened to pick you up from the slums,\I'm sure that he wouldn't have abandoned you.\He would have patiently and firmly guided you.\That's what righteousness is... response:	However, I'm a man hated by righteousness.
context: I'm sorry for giving you the wrong idea.\Hand me your gun.\Someone I know happens to be taking care of some orphans...\If Odasaku happened to pick you up from the slums,\I'm sure that he wouldn't have abandoned you.\He would have patiently and firmly guided you.\That's what righteousness is...\However, I'm a man hated by righteousness. response:	Men like me...
context: Hand me your gun.\Someone I know happens to be taking care of some orphans...\If Odasaku happened to pick you up from the slums,\I'm sure that he wouldn't have abandoned you.\He would have patiently and firmly guided you.\That's what righteousness is...\However, I'm a man hated by righteousness.\Men like me... response:	Do this to their useless subordinates.
context: Someone I know happens to be taking care of some orphans...\If Odasaku happened to pick you up from the slums,\I'm sure that he wouldn't have abandoned you.\He would have patiently and firmly guided you.\That's what righteousness is...\However, I'm a man hated by righteousness.\Men like me...\Do this to their useless subordinates. response:	Oh?
context: If Odasaku happened to pick you up from the slums,\I'm sure that he wouldn't have abandoned you.\He would have patiently and firmly guided you.\That's what righteousness is...\However, I'm a man hated by righteousness.\Men like me...\Do this to their useless subordinates.\Oh? response:	See? You can do it.
context: I'm sure that he wouldn't have abandoned you.\He would have patiently and firmly guided you.\That's what righteousness is...\However, I'm a man hated by righteousness.\Men like me...\Do this to their useless subordinates.\Oh?\See? You can do it. response:	How many times have I told you?
context: He would have patiently and firmly guided you.\That's what righteousness is...\However, I'm a man hated by righteousness.\Men like me...\Do this to their useless subordinates.\Oh?\See? You can do it.\How many times have I told you? response:	Cutting open unfortunate hostages isn't the only thing you're good for.
context: That's what righteousness is...\However, I'm a man hated by righteousness.\Men like me...\Do this to their useless subordinates.\Oh?\See? You can do it.\How many times have I told you?\Cutting open unfortunate hostages isn't the only thing you're good for. response:	You should be able to use your powers for defense, too.
context: However, I'm a man hated by righteousness.\Men like me...\Do this to their useless subordinates.\Oh?\See? You can do it.\How many times have I told you?\Cutting open unfortunate hostages isn't the only thing you're good for.\You should be able to use your powers for defense, too. response:	I've never been able to successfully do that before this.
context: Men like me...\Do this to their useless subordinates.\Oh?\See? You can do it.\How many times have I told you?\Cutting open unfortunate hostages isn't the only thing you're good for.\You should be able to use your powers for defense, too.\I've never been able to successfully do that before this. response:	But you just did.
context: Do this to their useless subordinates.\Oh?\See? You can do it.\How many times have I told you?\Cutting open unfortunate hostages isn't the only thing you're good for.\You should be able to use your powers for defense, too.\I've never been able to successfully do that before this.\But you just did. response:	Isn't that great?
context: Oh?\See? You can do it.\How many times have I told you?\Cutting open unfortunate hostages isn't the only thing you're good for.\You should be able to use your powers for defense, too.\I've never been able to successfully do that before this.\But you just did.\Isn't that great? response:	The next time you mess up...
context: See? You can do it.\How many times have I told you?\Cutting open unfortunate hostages isn't the only thing you're good for.\You should be able to use your powers for defense, too.\I've never been able to successfully do that before this.\But you just did.\Isn't that great?\The next time you mess up... response:	I'll punch you twice, and shoot you five times.
context: How many times have I told you?\Cutting open unfortunate hostages isn't the only thing you're good for.\You should be able to use your powers for defense, too.\I've never been able to successfully do that before this.\But you just did.\Isn't that great?\The next time you mess up...\I'll punch you twice, and shoot you five times. response:	Got it?
context: Cutting open unfortunate hostages isn't the only thing you're good for.\You should be able to use your powers for defense, too.\I've never been able to successfully do that before this.\But you just did.\Isn't that great?\The next time you mess up...\I'll punch you twice, and shoot you five times.\Got it? response:	Now, then...
context: You should be able to use your powers for defense, too.\I've never been able to successfully do that before this.\But you just did.\Isn't that great?\The next time you mess up...\I'll punch you twice, and shoot you five times.\Got it?\Now, then... response:	Let's check their corpses. Something might turn up.
context: I've never been able to successfully do that before this.\But you just did.\Isn't that great?\The next time you mess up...\I'll punch you twice, and shoot you five times.\Got it?\Now, then...\Let's check their corpses. Something might turn up. response:	Um... What should we check on the corpses?
context: But you just did.\Isn't that great?\The next time you mess up...\I'll punch you twice, and shoot you five times.\Got it?\Now, then...\Let's check their corpses. Something might turn up.\Um... What should we check on the corpses? response:	Everything.
context: Isn't that great?\The next time you mess up...\I'll punch you twice, and shoot you five times.\Got it?\Now, then...\Let's check their corpses. Something might turn up.\Um... What should we check on the corpses?\Everything. response:	We're going to find any trace of their hideout that we can.
context: The next time you mess up...\I'll punch you twice, and shoot you five times.\Got it?\Now, then...\Let's check their corpses. Something might turn up.\Um... What should we check on the corpses?\Everything.\We're going to find any trace of their hideout that we can. response:	The soles of their shoes, their pocket lint,
context: I'll punch you twice, and shoot you five times.\Got it?\Now, then...\Let's check their corpses. Something might turn up.\Um... What should we check on the corpses?\Everything.\We're going to find any trace of their hideout that we can.\The soles of their shoes, their pocket lint, response:	anything sticking to their clothes...
context: Got it?\Now, then...\Let's check their corpses. Something might turn up.\Um... What should we check on the corpses?\Everything.\We're going to find any trace of their hideout that we can.\The soles of their shoes, their pocket lint,\anything sticking to their clothes... response:	All of those are clues.
context: Now, then...\Let's check their corpses. Something might turn up.\Um... What should we check on the corpses?\Everything.\We're going to find any trace of their hideout that we can.\The soles of their shoes, their pocket lint,\anything sticking to their clothes...\All of those are clues. response:	For crying out loud...
context: Let's check their corpses. Something might turn up.\Um... What should we check on the corpses?\Everything.\We're going to find any trace of their hideout that we can.\The soles of their shoes, their pocket lint,\anything sticking to their clothes...\All of those are clues.\For crying out loud... response:	Apparently all of my subordinates must think that beating our enemy
context: Um... What should we check on the corpses?\Everything.\We're going to find any trace of their hideout that we can.\The soles of their shoes, their pocket lint,\anything sticking to their clothes...\All of those are clues.\For crying out loud...\Apparently all of my subordinates must think that beating our enemy response:	to death is the only thing the mafia does.
context: Everything.\We're going to find any trace of their hideout that we can.\The soles of their shoes, their pocket lint,\anything sticking to their clothes...\All of those are clues.\For crying out loud...\Apparently all of my subordinates must think that beating our enemy\to death is the only thing the mafia does. response:	At this rate, Odasaku might figure this all out on his own.
context: We're going to find any trace of their hideout that we can.\The soles of their shoes, their pocket lint,\anything sticking to their clothes...\All of those are clues.\For crying out loud...\Apparently all of my subordinates must think that beating our enemy\to death is the only thing the mafia does.\At this rate, Odasaku might figure this all out on his own. response:	I know that man, as well.
context: The soles of their shoes, their pocket lint,\anything sticking to their clothes...\All of those are clues.\For crying out loud...\Apparently all of my subordinates must think that beating our enemy\to death is the only thing the mafia does.\At this rate, Odasaku might figure this all out on his own.\I know that man, as well. response:	Though he is part of the mafia, he lacks the guts to kill a person.
context: anything sticking to their clothes...\All of those are clues.\For crying out loud...\Apparently all of my subordinates must think that beating our enemy\to death is the only thing the mafia does.\At this rate, Odasaku might figure this all out on his own.\I know that man, as well.\Though he is part of the mafia, he lacks the guts to kill a person. response:	I can't see him associating with you at all, Dazai-san.
context: All of those are clues.\For crying out loud...\Apparently all of my subordinates must think that beating our enemy\to death is the only thing the mafia does.\At this rate, Odasaku might figure this all out on his own.\I know that man, as well.\Though he is part of the mafia, he lacks the guts to kill a person.\I can't see him associating with you at all, Dazai-san. response:	You've made two mistakes.
