context: Who' Who are you? response:	What do you mean?
context: but he's really very nice.\Yes. He likes to tease me.\Yea. But, even though I love him, I don't know how he feels'\I'm sure he feels the same way!\That's why he gave Yue his power.\Anyway, he must love you\at least as much as I do!\Sakura-chan' response:	But, If he's ever mean to you, you call me
context: Yes. He likes to tease me.\Yea. But, even though I love him, I don't know how he feels'\I'm sure he feels the same way!\That's why he gave Yue his power.\Anyway, he must love you\at least as much as I do!\Sakura-chan'\But, If he's ever mean to you, you call me response:	and I'll punish him for you, ok?
context: Yea. But, even though I love him, I don't know how he feels'\I'm sure he feels the same way!\That's why he gave Yue his power.\Anyway, he must love you\at least as much as I do!\Sakura-chan'\But, If he's ever mean to you, you call me\and I'll punish him for you, ok? response:	ok' Thank you.
context: I'm sure he feels the same way!\That's why he gave Yue his power.\Anyway, he must love you\at least as much as I do!\Sakura-chan'\But, If he's ever mean to you, you call me\and I'll punish him for you, ok?\ok' Thank you. response:	I'm sure you'll find him'
context: That's why he gave Yue his power.\Anyway, he must love you\at least as much as I do!\Sakura-chan'\But, If he's ever mean to you, you call me\and I'll punish him for you, ok?\ok' Thank you.\I'm sure you'll find him' response:	the one you'll love most.
context: Anyway, he must love you\at least as much as I do!\Sakura-chan'\But, If he's ever mean to you, you call me\and I'll punish him for you, ok?\ok' Thank you.\I'm sure you'll find him'\the one you'll love most. response:	And I'm sure he'll love you the most too.
context: at least as much as I do!\Sakura-chan'\But, If he's ever mean to you, you call me\and I'll punish him for you, ok?\ok' Thank you.\I'm sure you'll find him'\the one you'll love most.\And I'm sure he'll love you the most too. response:	Tell me when you find him, ok?
context: Sakura-chan'\But, If he's ever mean to you, you call me\and I'll punish him for you, ok?\ok' Thank you.\I'm sure you'll find him'\the one you'll love most.\And I'm sure he'll love you the most too.\Tell me when you find him, ok? response:	And if he's ever mean, I'll punish him for you, ok?
context: But, If he's ever mean to you, you call me\and I'll punish him for you, ok?\ok' Thank you.\I'm sure you'll find him'\the one you'll love most.\And I'm sure he'll love you the most too.\Tell me when you find him, ok?\And if he's ever mean, I'll punish him for you, ok? response:	Ok.
context: and I'll punish him for you, ok?\ok' Thank you.\I'm sure you'll find him'\the one you'll love most.\And I'm sure he'll love you the most too.\Tell me when you find him, ok?\And if he's ever mean, I'll punish him for you, ok?\Ok. response:	What's happened?
context: ok' Thank you.\I'm sure you'll find him'\the one you'll love most.\And I'm sure he'll love you the most too.\Tell me when you find him, ok?\And if he's ever mean, I'll punish him for you, ok?\Ok.\What's happened? response:	I can feel magic'
context: I'm sure you'll find him'\the one you'll love most.\And I'm sure he'll love you the most too.\Tell me when you find him, ok?\And if he's ever mean, I'll punish him for you, ok?\Ok.\What's happened?\I can feel magic' response:	I wonder if something's happened to her'
context: the one you'll love most.\And I'm sure he'll love you the most too.\Tell me when you find him, ok?\And if he's ever mean, I'll punish him for you, ok?\Ok.\What's happened?\I can feel magic'\I wonder if something's happened to her' response:	To Sakura-chan?
context: And I'm sure he'll love you the most too.\Tell me when you find him, ok?\And if he's ever mean, I'll punish him for you, ok?\Ok.\What's happened?\I can feel magic'\I wonder if something's happened to her'\To Sakura-chan? response:	You stay here.
context: Tell me when you find him, ok?\And if he's ever mean, I'll punish him for you, ok?\Ok.\What's happened?\I can feel magic'\I wonder if something's happened to her'\To Sakura-chan?\You stay here. response:	Li-kun!
context: And if he's ever mean, I'll punish him for you, ok?\Ok.\What's happened?\I can feel magic'\I wonder if something's happened to her'\To Sakura-chan?\You stay here.\Li-kun! response:	As I thought'
context: Ok.\What's happened?\I can feel magic'\I wonder if something's happened to her'\To Sakura-chan?\You stay here.\Li-kun!\As I thought' response:	Yue-san?
context: What's happened?\I can feel magic'\I wonder if something's happened to her'\To Sakura-chan?\You stay here.\Li-kun!\As I thought'\Yue-san? response:	Since my magic's back, I can't be mistaken.
context: I can feel magic'\I wonder if something's happened to her'\To Sakura-chan?\You stay here.\Li-kun!\As I thought'\Yue-san?\Since my magic's back, I can't be mistaken. response:	It must be Clow.
context: I wonder if something's happened to her'\To Sakura-chan?\You stay here.\Li-kun!\As I thought'\Yue-san?\Since my magic's back, I can't be mistaken.\It must be Clow. response:	But he's'
context: To Sakura-chan?\You stay here.\Li-kun!\As I thought'\Yue-san?\Since my magic's back, I can't be mistaken.\It must be Clow.\But he's' response:	Dead.
context: You stay here.\Li-kun!\As I thought'\Yue-san?\Since my magic's back, I can't be mistaken.\It must be Clow.\But he's'\Dead. response:	Did you hear something?
context: Li-kun!\As I thought'\Yue-san?\Since my magic's back, I can't be mistaken.\It must be Clow.\But he's'\Dead.\Did you hear something? response:	Someone's coming'
context: As I thought'\Yue-san?\Since my magic's back, I can't be mistaken.\It must be Clow.\But he's'\Dead.\Did you hear something?\Someone's coming' response:	I know.
context: Yue-san?\Since my magic's back, I can't be mistaken.\It must be Clow.\But he's'\Dead.\Did you hear something?\Someone's coming'\I know. response:	RELEASE!
context: Since my magic's back, I can't be mistaken.\It must be Clow.\But he's'\Dead.\Did you hear something?\Someone's coming'\I know.\RELEASE! response:	O Card created by Clow,
context: It must be Clow.\But he's'\Dead.\Did you hear something?\Someone's coming'\I know.\RELEASE!\O Card created by Clow, response:	discard thine old form and be reborn.
context: But he's'\Dead.\Did you hear something?\Someone's coming'\I know.\RELEASE!\O Card created by Clow,\discard thine old form and be reborn. response:	Under the name of Sakura, thy new Mistress.
context: Dead.\Did you hear something?\Someone's coming'\I know.\RELEASE!\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress. response:	Maze! Illusion!
context: Did you hear something?\Someone's coming'\I know.\RELEASE!\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Maze! Illusion! response:	Wow! Isn't this great!
context: Someone's coming'\I know.\RELEASE!\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Maze! Illusion!\Wow! Isn't this great! response:	It's like a planetarium.
context: I know.\RELEASE!\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Maze! Illusion!\Wow! Isn't this great!\It's like a planetarium. response:	Isn't this different from before?
context: RELEASE!\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Maze! Illusion!\Wow! Isn't this great!\It's like a planetarium.\Isn't this different from before? response:	Maze and Illusion, huh?
context: O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Maze! Illusion!\Wow! Isn't this great!\It's like a planetarium.\Isn't this different from before?\Maze and Illusion, huh? response:	Damn, it looks like I'm late.
context: discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Maze! Illusion!\Wow! Isn't this great!\It's like a planetarium.\Isn't this different from before?\Maze and Illusion, huh?\Damn, it looks like I'm late. response:	I can do it.
context: Under the name of Sakura, thy new Mistress.\Maze! Illusion!\Wow! Isn't this great!\It's like a planetarium.\Isn't this different from before?\Maze and Illusion, huh?\Damn, it looks like I'm late.\I can do it. response:	The aura's gotten stronger'
context: Maze! Illusion!\Wow! Isn't this great!\It's like a planetarium.\Isn't this different from before?\Maze and Illusion, huh?\Damn, it looks like I'm late.\I can do it.\The aura's gotten stronger' response:	Yes.
context: Wow! Isn't this great!\It's like a planetarium.\Isn't this different from before?\Maze and Illusion, huh?\Damn, it looks like I'm late.\I can do it.\The aura's gotten stronger'\Yes. response:	Where is it coming from?
context: It's like a planetarium.\Isn't this different from before?\Maze and Illusion, huh?\Damn, it looks like I'm late.\I can do it.\The aura's gotten stronger'\Yes.\Where is it coming from? response:	This way!
context: Isn't this different from before?\Maze and Illusion, huh?\Damn, it looks like I'm late.\I can do it.\The aura's gotten stronger'\Yes.\Where is it coming from?\This way! response:	Wait!
context: Maze and Illusion, huh?\Damn, it looks like I'm late.\I can do it.\The aura's gotten stronger'\Yes.\Where is it coming from?\This way!\Wait! response:	Clow-san's
context: Damn, it looks like I'm late.\I can do it.\The aura's gotten stronger'\Yes.\Where is it coming from?\This way!\Wait!\Clow-san's response:	aura throught here
context: I can do it.\The aura's gotten stronger'\Yes.\Where is it coming from?\This way!\Wait!\Clow-san's\aura throught here response:	it's getting stronger.
context: The aura's gotten stronger'\Yes.\Where is it coming from?\This way!\Wait!\Clow-san's\aura throught here\it's getting stronger. response:	There it is!
context: Yes.\Where is it coming from?\This way!\Wait!\Clow-san's\aura throught here\it's getting stronger.\There it is! response:	Sakura!
context: Where is it coming from?\This way!\Wait!\Clow-san's\aura throught here\it's getting stronger.\There it is!\Sakura! response:	Where is she?
context: This way!\Wait!\Clow-san's\aura throught here\it's getting stronger.\There it is!\Sakura!\Where is she? response:	This way.
context: Wait!\Clow-san's\aura throught here\it's getting stronger.\There it is!\Sakura!\Where is she?\This way. response:	He cut through the maze'?
context: Clow-san's\aura throught here\it's getting stronger.\There it is!\Sakura!\Where is she?\This way.\He cut through the maze'? response:	E' Eriol-kun?
context: aura throught here\it's getting stronger.\There it is!\Sakura!\Where is she?\This way.\He cut through the maze'?\E' Eriol-kun? response:	Why' Eriol?
context: it's getting stronger.\There it is!\Sakura!\Where is she?\This way.\He cut through the maze'?\E' Eriol-kun?\Why' Eriol? response:	It seems you've found me.
context: There it is!\Sakura!\Where is she?\This way.\He cut through the maze'?\E' Eriol-kun?\Why' Eriol?\It seems you've found me. response:	You've transformed two cards and found me.
context: Sakura!\Where is she?\This way.\He cut through the maze'?\E' Eriol-kun?\Why' Eriol?\It seems you've found me.\You've transformed two cards and found me. response:	You really have gotten stronger.
context: Where is she?\This way.\He cut through the maze'?\E' Eriol-kun?\Why' Eriol?\It seems you've found me.\You've transformed two cards and found me.\You really have gotten stronger. response:	Please wait just
context: This way.\He cut through the maze'?\E' Eriol-kun?\Why' Eriol?\It seems you've found me.\You've transformed two cards and found me.\You really have gotten stronger.\Please wait just response:	a little bit longer,
context: He cut through the maze'?\E' Eriol-kun?\Why' Eriol?\It seems you've found me.\You've transformed two cards and found me.\You really have gotten stronger.\Please wait just\a little bit longer, response:	good luck.
context: E' Eriol-kun?\Why' Eriol?\It seems you've found me.\You've transformed two cards and found me.\You really have gotten stronger.\Please wait just\a little bit longer,\good luck. response:	The cards'
context: Why' Eriol?\It seems you've found me.\You've transformed two cards and found me.\You really have gotten stronger.\Please wait just\a little bit longer,\good luck.\The cards' response:	She's stopped using them'
context: It seems you've found me.\You've transformed two cards and found me.\You really have gotten stronger.\Please wait just\a little bit longer,\good luck.\The cards'\She's stopped using them' response:	Sakura.
context: You've transformed two cards and found me.\You really have gotten stronger.\Please wait just\a little bit longer,\good luck.\The cards'\She's stopped using them'\Sakura. response:	Sakura!
context: You really have gotten stronger.\Please wait just\a little bit longer,\good luck.\The cards'\She's stopped using them'\Sakura.\Sakura! response:	Sakura!
context: Please wait just\a little bit longer,\good luck.\The cards'\She's stopped using them'\Sakura.\Sakura!\Sakura! response:	Are you ok?
context: a little bit longer,\good luck.\The cards'\She's stopped using them'\Sakura.\Sakura!\Sakura!\Are you ok? response:	What happened?
context: good luck.\The cards'\She's stopped using them'\Sakura.\Sakura!\Sakura!\Are you ok?\What happened? response:	I don't know'
context: The cards'\She's stopped using them'\Sakura.\Sakura!\Sakura!\Are you ok?\What happened?\I don't know' response:	but I remember seeing someone standing
context: She's stopped using them'\Sakura.\Sakura!\Sakura!\Are you ok?\What happened?\I don't know'\but I remember seeing someone standing response:	inside Clow's magic circle. Who was it'?
context: Sakura.\Sakura!\Sakura!\Are you ok?\What happened?\I don't know'\but I remember seeing someone standing\inside Clow's magic circle. Who was it'? response:	It's as you said'
context: Sakura!\Sakura!\Are you ok?\What happened?\I don't know'\but I remember seeing someone standing\inside Clow's magic circle. Who was it'?\It's as you said' response:	What's the meaning of all this?
context: Sakura!\Are you ok?\What happened?\I don't know'\but I remember seeing someone standing\inside Clow's magic circle. Who was it'?\It's as you said'\What's the meaning of all this? response:	Is this really ok?
context: Are you ok?\What happened?\I don't know'\but I remember seeing someone standing\inside Clow's magic circle. Who was it'?\It's as you said'\What's the meaning of all this?\Is this really ok? response:	Yes. Thank you.
context: What happened?\I don't know'\but I remember seeing someone standing\inside Clow's magic circle. Who was it'?\It's as you said'\What's the meaning of all this?\Is this really ok?\Yes. Thank you. response:	Is it really ok for you to go without me?
context: I don't know'\but I remember seeing someone standing\inside Clow's magic circle. Who was it'?\It's as you said'\What's the meaning of all this?\Is this really ok?\Yes. Thank you.\Is it really ok for you to go without me? response:	Yes. Shao Lan-kun and Tomoyo-chan are with me.
context: but I remember seeing someone standing\inside Clow's magic circle. Who was it'?\It's as you said'\What's the meaning of all this?\Is this really ok?\Yes. Thank you.\Is it really ok for you to go without me?\Yes. Shao Lan-kun and Tomoyo-chan are with me. response:	It's really ok.
context: inside Clow's magic circle. Who was it'?\It's as you said'\What's the meaning of all this?\Is this really ok?\Yes. Thank you.\Is it really ok for you to go without me?\Yes. Shao Lan-kun and Tomoyo-chan are with me.\It's really ok. response:	Thank you for today.
context: It's as you said'\What's the meaning of all this?\Is this really ok?\Yes. Thank you.\Is it really ok for you to go without me?\Yes. Shao Lan-kun and Tomoyo-chan are with me.\It's really ok.\Thank you for today. response:	Take care, ok?
context: What's the meaning of all this?\Is this really ok?\Yes. Thank you.\Is it really ok for you to go without me?\Yes. Shao Lan-kun and Tomoyo-chan are with me.\It's really ok.\Thank you for today.\Take care, ok? response:	We will, good bye.
context: Is this really ok?\Yes. Thank you.\Is it really ok for you to go without me?\Yes. Shao Lan-kun and Tomoyo-chan are with me.\It's really ok.\Thank you for today.\Take care, ok?\We will, good bye. response:	Good bye, then.
context: Yes. Thank you.\Is it really ok for you to go without me?\Yes. Shao Lan-kun and Tomoyo-chan are with me.\It's really ok.\Thank you for today.\Take care, ok?\We will, good bye.\Good bye, then. response:	So it was Clow-san again?
context: Is it really ok for you to go without me?\Yes. Shao Lan-kun and Tomoyo-chan are with me.\It's really ok.\Thank you for today.\Take care, ok?\We will, good bye.\Good bye, then.\So it was Clow-san again? response:	You're not hurt, are you?
context: Yes. Shao Lan-kun and Tomoyo-chan are with me.\It's really ok.\Thank you for today.\Take care, ok?\We will, good bye.\Good bye, then.\So it was Clow-san again?\You're not hurt, are you? response:	No, Shao Lan-kun rescued me.
context: It's really ok.\Thank you for today.\Take care, ok?\We will, good bye.\Good bye, then.\So it was Clow-san again?\You're not hurt, are you?\No, Shao Lan-kun rescued me. response:	I guess we should get some rest tonight, then.
context: Thank you for today.\Take care, ok?\We will, good bye.\Good bye, then.\So it was Clow-san again?\You're not hurt, are you?\No, Shao Lan-kun rescued me.\I guess we should get some rest tonight, then. response:	Yes, that's a good idea.
context: Take care, ok?\We will, good bye.\Good bye, then.\So it was Clow-san again?\You're not hurt, are you?\No, Shao Lan-kun rescued me.\I guess we should get some rest tonight, then.\Yes, that's a good idea. response:	Well, I must leave you here.
context: We will, good bye.\Good bye, then.\So it was Clow-san again?\You're not hurt, are you?\No, Shao Lan-kun rescued me.\I guess we should get some rest tonight, then.\Yes, that's a good idea.\Well, I must leave you here. response:	I'll see you tomorrow, then.
context: Good bye, then.\So it was Clow-san again?\You're not hurt, are you?\No, Shao Lan-kun rescued me.\I guess we should get some rest tonight, then.\Yes, that's a good idea.\Well, I must leave you here.\I'll see you tomorrow, then. response:	I want to thank you too, Shao Lan-kun.
context: So it was Clow-san again?\You're not hurt, are you?\No, Shao Lan-kun rescued me.\I guess we should get some rest tonight, then.\Yes, that's a good idea.\Well, I must leave you here.\I'll see you tomorrow, then.\I want to thank you too, Shao Lan-kun. response:	Shao Lan-kun?
context: You're not hurt, are you?\No, Shao Lan-kun rescued me.\I guess we should get some rest tonight, then.\Yes, that's a good idea.\Well, I must leave you here.\I'll see you tomorrow, then.\I want to thank you too, Shao Lan-kun.\Shao Lan-kun? response:	I'll
context: No, Shao Lan-kun rescued me.\I guess we should get some rest tonight, then.\Yes, that's a good idea.\Well, I must leave you here.\I'll see you tomorrow, then.\I want to thank you too, Shao Lan-kun.\Shao Lan-kun?\I'll response:	walk you home!
context: I guess we should get some rest tonight, then.\Yes, that's a good idea.\Well, I must leave you here.\I'll see you tomorrow, then.\I want to thank you too, Shao Lan-kun.\Shao Lan-kun?\I'll\walk you home! response:	Thank you.
context: Yes, that's a good idea.\Well, I must leave you here.\I'll see you tomorrow, then.\I want to thank you too, Shao Lan-kun.\Shao Lan-kun?\I'll\walk you home!\Thank you. response:	But first?
context: Well, I must leave you here.\I'll see you tomorrow, then.\I want to thank you too, Shao Lan-kun.\Shao Lan-kun?\I'll\walk you home!\Thank you.\But first? response:	What?
context: I'll see you tomorrow, then.\I want to thank you too, Shao Lan-kun.\Shao Lan-kun?\I'll\walk you home!\Thank you.\But first?\What? response:	Could we go to the park?
context: I want to thank you too, Shao Lan-kun.\Shao Lan-kun?\I'll\walk you home!\Thank you.\But first?\What?\Could we go to the park? response:	You know, today,
context: Shao Lan-kun?\I'll\walk you home!\Thank you.\But first?\What?\Could we go to the park?\You know, today, response:	I told Yukito-san that I loved him'
context: I'll\walk you home!\Thank you.\But first?\What?\Could we go to the park?\You know, today,\I told Yukito-san that I loved him' response:	Oh? Did you?'
context: walk you home!\Thank you.\But first?\What?\Could we go to the park?\You know, today,\I told Yukito-san that I loved him'\Oh? Did you?' response:	But' But he said' the one for me wasn't him'
context: Thank you.\But first?\What?\Could we go to the park?\You know, today,\I told Yukito-san that I loved him'\Oh? Did you?'\But' But he said' the one for me wasn't him' response:	He said'Your feeling for me, are they like those for your father?'
context: But first?\What?\Could we go to the park?\You know, today,\I told Yukito-san that I loved him'\Oh? Did you?'\But' But he said' the one for me wasn't him'\He said'Your feeling for me, are they like those for your father?' response:	I thought about it'
context: What?\Could we go to the park?\You know, today,\I told Yukito-san that I loved him'\Oh? Did you?'\But' But he said' the one for me wasn't him'\He said'Your feeling for me, are they like those for your father?'\I thought about it' response:	and I realized he was right.
context: Could we go to the park?\You know, today,\I told Yukito-san that I loved him'\Oh? Did you?'\But' But he said' the one for me wasn't him'\He said'Your feeling for me, are they like those for your father?'\I thought about it'\and I realized he was right. response:	But, there's someone he loves, really loves,
context: You know, today,\I told Yukito-san that I loved him'\Oh? Did you?'\But' But he said' the one for me wasn't him'\He said'Your feeling for me, are they like those for your father?'\I thought about it'\and I realized he was right.\But, there's someone he loves, really loves, response:	not like a father,'
context: I told Yukito-san that I loved him'\Oh? Did you?'\But' But he said' the one for me wasn't him'\He said'Your feeling for me, are they like those for your father?'\I thought about it'\and I realized he was right.\But, there's someone he loves, really loves,\not like a father,' response:	The person he loves'
context: Oh? Did you?'\But' But he said' the one for me wasn't him'\He said'Your feeling for me, are they like those for your father?'\I thought about it'\and I realized he was right.\But, there's someone he loves, really loves,\not like a father,'\The person he loves' response:	I love that person too'
context: But' But he said' the one for me wasn't him'\He said'Your feeling for me, are they like those for your father?'\I thought about it'\and I realized he was right.\But, there's someone he loves, really loves,\not like a father,'\The person he loves'\I love that person too' response:	and I'm sure that person loves him too.
context: He said'Your feeling for me, are they like those for your father?'\I thought about it'\and I realized he was right.\But, there's someone he loves, really loves,\not like a father,'\The person he loves'\I love that person too'\and I'm sure that person loves him too. response:	So it's ok that he doesn't love me'
context: I thought about it'\and I realized he was right.\But, there's someone he loves, really loves,\not like a father,'\The person he loves'\I love that person too'\and I'm sure that person loves him too.\So it's ok that he doesn't love me' response:	If Yukito's with the person he loves, then it's ok.
context: and I realized he was right.\But, there's someone he loves, really loves,\not like a father,'\The person he loves'\I love that person too'\and I'm sure that person loves him too.\So it's ok that he doesn't love me'\If Yukito's with the person he loves, then it's ok. response:	Tomoyo told me that
context: But, there's someone he loves, really loves,\not like a father,'\The person he loves'\I love that person too'\and I'm sure that person loves him too.\So it's ok that he doesn't love me'\If Yukito's with the person he loves, then it's ok.\Tomoyo told me that response:	when the person you love is happy, then you can be happy too.
context: not like a father,'\The person he loves'\I love that person too'\and I'm sure that person loves him too.\So it's ok that he doesn't love me'\If Yukito's with the person he loves, then it's ok.\Tomoyo told me that\when the person you love is happy, then you can be happy too. response:	I think I'd be happy to know that he was happy.
context: The person he loves'\I love that person too'\and I'm sure that person loves him too.\So it's ok that he doesn't love me'\If Yukito's with the person he loves, then it's ok.\Tomoyo told me that\when the person you love is happy, then you can be happy too.\I think I'd be happy to know that he was happy. response:	But' it seems that' for some reason'
context: I love that person too'\and I'm sure that person loves him too.\So it's ok that he doesn't love me'\If Yukito's with the person he loves, then it's ok.\Tomoyo told me that\when the person you love is happy, then you can be happy too.\I think I'd be happy to know that he was happy.\But' it seems that' for some reason' response:	I can't help but cry'
context: and I'm sure that person loves him too.\So it's ok that he doesn't love me'\If Yukito's with the person he loves, then it's ok.\Tomoyo told me that\when the person you love is happy, then you can be happy too.\I think I'd be happy to know that he was happy.\But' it seems that' for some reason'\I can't help but cry' response:	But I don't want to cry in front of him. Because he'd know'
context: So it's ok that he doesn't love me'\If Yukito's with the person he loves, then it's ok.\Tomoyo told me that\when the person you love is happy, then you can be happy too.\I think I'd be happy to know that he was happy.\But' it seems that' for some reason'\I can't help but cry'\But I don't want to cry in front of him. Because he'd know' response:	No' why am I crying'
context: If Yukito's with the person he loves, then it's ok.\Tomoyo told me that\when the person you love is happy, then you can be happy too.\I think I'd be happy to know that he was happy.\But' it seems that' for some reason'\I can't help but cry'\But I don't want to cry in front of him. Because he'd know'\No' why am I crying' response:	I understand what he said but'
context: Tomoyo told me that\when the person you love is happy, then you can be happy too.\I think I'd be happy to know that he was happy.\But' it seems that' for some reason'\I can't help but cry'\But I don't want to cry in front of him. Because he'd know'\No' why am I crying'\I understand what he said but' response:	really' It's good that he's happy'
context: when the person you love is happy, then you can be happy too.\I think I'd be happy to know that he was happy.\But' it seems that' for some reason'\I can't help but cry'\But I don't want to cry in front of him. Because he'd know'\No' why am I crying'\I understand what he said but'\really' It's good that he's happy' response:	I know.
context: I think I'd be happy to know that he was happy.\But' it seems that' for some reason'\I can't help but cry'\But I don't want to cry in front of him. Because he'd know'\No' why am I crying'\I understand what he said but'\really' It's good that he's happy'\I know. response:	I understand.
context: But' it seems that' for some reason'\I can't help but cry'\But I don't want to cry in front of him. Because he'd know'\No' why am I crying'\I understand what he said but'\really' It's good that he's happy'\I know.\I understand. response:	Thank you.
context: I can't help but cry'\But I don't want to cry in front of him. Because he'd know'\No' why am I crying'\I understand what he said but'\really' It's good that he's happy'\I know.\I understand.\Thank you. response:	Yukito-san said'
context: But I don't want to cry in front of him. Because he'd know'\No' why am I crying'\I understand what he said but'\really' It's good that he's happy'\I know.\I understand.\Thank you.\Yukito-san said' response:	Someday I'd find someone I really loved. And' and he'd love me as much as I loved him.
context: No' why am I crying'\I understand what he said but'\really' It's good that he's happy'\I know.\I understand.\Thank you.\Yukito-san said'\Someday I'd find someone I really loved. And' and he'd love me as much as I loved him. response:	I'm sure you'll find him.
context: I understand what he said but'\really' It's good that he's happy'\I know.\I understand.\Thank you.\Yukito-san said'\Someday I'd find someone I really loved. And' and he'd love me as much as I loved him.\I'm sure you'll find him. response:	It's ok.
context: really' It's good that he's happy'\I know.\I understand.\Thank you.\Yukito-san said'\Someday I'd find someone I really loved. And' and he'd love me as much as I loved him.\I'm sure you'll find him.\It's ok. response:	You'll surely find him.
context: I know.\I understand.\Thank you.\Yukito-san said'\Someday I'd find someone I really loved. And' and he'd love me as much as I loved him.\I'm sure you'll find him.\It's ok.\You'll surely find him. response:	Thank you.
