context: Beyond these doors is the chamber of the Divine Assembly, response:	Miss Human God.
context: But if you promise to take care of the Yomotsu Hirasaka situation, then I will promise to look for Mikage.\Do we have a deal?\Yes, we do.\Then I shall assign a guide to you forthwith.\No!\Why me?!\He said it's punishment for being late.\You're being so cruel, Lord Ookuninushi! response:	Apparently, the first two days mainly consist of drinking parties.
context: Do we have a deal?\Yes, we do.\Then I shall assign a guide to you forthwith.\No!\Why me?!\He said it's punishment for being late.\You're being so cruel, Lord Ookuninushi!\Apparently, the first two days mainly consist of drinking parties. response:	The crucial part starts on the third day, so it'll be fine if I get back before then.
context: Yes, we do.\Then I shall assign a guide to you forthwith.\No!\Why me?!\He said it's punishment for being late.\You're being so cruel, Lord Ookuninushi!\Apparently, the first two days mainly consist of drinking parties.\The crucial part starts on the third day, so it'll be fine if I get back before then. response:	Nothing about this is fine, you stupid woman!
context: Then I shall assign a guide to you forthwith.\No!\Why me?!\He said it's punishment for being late.\You're being so cruel, Lord Ookuninushi!\Apparently, the first two days mainly consist of drinking parties.\The crucial part starts on the third day, so it'll be fine if I get back before then.\Nothing about this is fine, you stupid woman! response:	I'm your guide, and that's all. You got that?
context: No!\Why me?!\He said it's punishment for being late.\You're being so cruel, Lord Ookuninushi!\Apparently, the first two days mainly consist of drinking parties.\The crucial part starts on the third day, so it'll be fine if I get back before then.\Nothing about this is fine, you stupid woman!\I'm your guide, and that's all. You got that? response:	You're on your own with the rest of this.
context: Why me?!\He said it's punishment for being late.\You're being so cruel, Lord Ookuninushi!\Apparently, the first two days mainly consist of drinking parties.\The crucial part starts on the third day, so it'll be fine if I get back before then.\Nothing about this is fine, you stupid woman!\I'm your guide, and that's all. You got that?\You're on your own with the rest of this. response:	Seriously!
context: He said it's punishment for being late.\You're being so cruel, Lord Ookuninushi!\Apparently, the first two days mainly consist of drinking parties.\The crucial part starts on the third day, so it'll be fine if I get back before then.\Nothing about this is fine, you stupid woman!\I'm your guide, and that's all. You got that?\You're on your own with the rest of this.\Seriously! response:	Good grief.
context: You're being so cruel, Lord Ookuninushi!\Apparently, the first two days mainly consist of drinking parties.\The crucial part starts on the third day, so it'll be fine if I get back before then.\Nothing about this is fine, you stupid woman!\I'm your guide, and that's all. You got that?\You're on your own with the rest of this.\Seriously!\Good grief. response:	Nanami, you keep taking on these nearly impossible, messy tasks.
context: Apparently, the first two days mainly consist of drinking parties.\The crucial part starts on the third day, so it'll be fine if I get back before then.\Nothing about this is fine, you stupid woman!\I'm your guide, and that's all. You got that?\You're on your own with the rest of this.\Seriously!\Good grief.\Nanami, you keep taking on these nearly impossible, messy tasks. response:	You're staying behind, okay?
context: The crucial part starts on the third day, so it'll be fine if I get back before then.\Nothing about this is fine, you stupid woman!\I'm your guide, and that's all. You got that?\You're on your own with the rest of this.\Seriously!\Good grief.\Nanami, you keep taking on these nearly impossible, messy tasks.\You're staying behind, okay? response:	Why?!
context: Nothing about this is fine, you stupid woman!\I'm your guide, and that's all. You got that?\You're on your own with the rest of this.\Seriously!\Good grief.\Nanami, you keep taking on these nearly impossible, messy tasks.\You're staying behind, okay?\Why?! response:	I want you to do something.
context: I'm your guide, and that's all. You got that?\You're on your own with the rest of this.\Seriously!\Good grief.\Nanami, you keep taking on these nearly impossible, messy tasks.\You're staying behind, okay?\Why?!\I want you to do something. response:	I want you to find the god who showed me the way to the hall of the Divine Assembly.
context: You're on your own with the rest of this.\Seriously!\Good grief.\Nanami, you keep taking on these nearly impossible, messy tasks.\You're staying behind, okay?\Why?!\I want you to do something.\I want you to find the god who showed me the way to the hall of the Divine Assembly. response:	There's a chance...
context: Seriously!\Good grief.\Nanami, you keep taking on these nearly impossible, messy tasks.\You're staying behind, okay?\Why?!\I want you to do something.\I want you to find the god who showed me the way to the hall of the Divine Assembly.\There's a chance... response:	that it was Mikage.
context: Good grief.\Nanami, you keep taking on these nearly impossible, messy tasks.\You're staying behind, okay?\Why?!\I want you to do something.\I want you to find the god who showed me the way to the hall of the Divine Assembly.\There's a chance...\that it was Mikage. response:	Oh, honestly! What's taking you so long?! Hurry up and get this over with!
context: Nanami, you keep taking on these nearly impossible, messy tasks.\You're staying behind, okay?\Why?!\I want you to do something.\I want you to find the god who showed me the way to the hall of the Divine Assembly.\There's a chance...\that it was Mikage.\Oh, honestly! What's taking you so long?! Hurry up and get this over with! response:	A word of warning.
context: You're staying behind, okay?\Why?!\I want you to do something.\I want you to find the god who showed me the way to the hall of the Divine Assembly.\There's a chance...\that it was Mikage.\Oh, honestly! What's taking you so long?! Hurry up and get this over with!\A word of warning. response:	The Netherworld is a land on the edge of death and rebirth.
context: Why?!\I want you to do something.\I want you to find the god who showed me the way to the hall of the Divine Assembly.\There's a chance...\that it was Mikage.\Oh, honestly! What's taking you so long?! Hurry up and get this over with!\A word of warning.\The Netherworld is a land on the edge of death and rebirth. response:	When mortals breathe the air there, they immediately begin to decay.
context: I want you to do something.\I want you to find the god who showed me the way to the hall of the Divine Assembly.\There's a chance...\that it was Mikage.\Oh, honestly! What's taking you so long?! Hurry up and get this over with!\A word of warning.\The Netherworld is a land on the edge of death and rebirth.\When mortals breathe the air there, they immediately begin to decay. response:	Soulless daemons and weak spirits turn to dust.
context: I want you to find the god who showed me the way to the hall of the Divine Assembly.\There's a chance...\that it was Mikage.\Oh, honestly! What's taking you so long?! Hurry up and get this over with!\A word of warning.\The Netherworld is a land on the edge of death and rebirth.\When mortals breathe the air there, they immediately begin to decay.\Soulless daemons and weak spirits turn to dust. response:	Only gods are able to come and go.
context: There's a chance...\that it was Mikage.\Oh, honestly! What's taking you so long?! Hurry up and get this over with!\A word of warning.\The Netherworld is a land on the edge of death and rebirth.\When mortals breathe the air there, they immediately begin to decay.\Soulless daemons and weak spirits turn to dust.\Only gods are able to come and go. response:	Decay?
context: that it was Mikage.\Oh, honestly! What's taking you so long?! Hurry up and get this over with!\A word of warning.\The Netherworld is a land on the edge of death and rebirth.\When mortals breathe the air there, they immediately begin to decay.\Soulless daemons and weak spirits turn to dust.\Only gods are able to come and go.\Decay? response:	Well, you're technically a god, so you might be okay.
context: Oh, honestly! What's taking you so long?! Hurry up and get this over with!\A word of warning.\The Netherworld is a land on the edge of death and rebirth.\When mortals breathe the air there, they immediately begin to decay.\Soulless daemons and weak spirits turn to dust.\Only gods are able to come and go.\Decay?\Well, you're technically a god, so you might be okay. response:	But under no circumstance should you pass through the Great Boulder Gate at Yomotsu Hirasaka.
context: A word of warning.\The Netherworld is a land on the edge of death and rebirth.\When mortals breathe the air there, they immediately begin to decay.\Soulless daemons and weak spirits turn to dust.\Only gods are able to come and go.\Decay?\Well, you're technically a god, so you might be okay.\But under no circumstance should you pass through the Great Boulder Gate at Yomotsu Hirasaka. response:	The Great Boulder Gate's been cracked in half like an egg!
context: The Netherworld is a land on the edge of death and rebirth.\When mortals breathe the air there, they immediately begin to decay.\Soulless daemons and weak spirits turn to dust.\Only gods are able to come and go.\Decay?\Well, you're technically a god, so you might be okay.\But under no circumstance should you pass through the Great Boulder Gate at Yomotsu Hirasaka.\The Great Boulder Gate's been cracked in half like an egg! response:	This power's incredible!
context: When mortals breathe the air there, they immediately begin to decay.\Soulless daemons and weak spirits turn to dust.\Only gods are able to come and go.\Decay?\Well, you're technically a god, so you might be okay.\But under no circumstance should you pass through the Great Boulder Gate at Yomotsu Hirasaka.\The Great Boulder Gate's been cracked in half like an egg!\This power's incredible! response:	So the rumors were true. The legendary Akura-oh had to have used this before.
context: Soulless daemons and weak spirits turn to dust.\Only gods are able to come and go.\Decay?\Well, you're technically a god, so you might be okay.\But under no circumstance should you pass through the Great Boulder Gate at Yomotsu Hirasaka.\The Great Boulder Gate's been cracked in half like an egg!\This power's incredible!\So the rumors were true. The legendary Akura-oh had to have used this before. response:	Boss, you're awesome!
context: Only gods are able to come and go.\Decay?\Well, you're technically a god, so you might be okay.\But under no circumstance should you pass through the Great Boulder Gate at Yomotsu Hirasaka.\The Great Boulder Gate's been cracked in half like an egg!\This power's incredible!\So the rumors were true. The legendary Akura-oh had to have used this before.\Boss, you're awesome! response:	You're the new Akura-oh, Boss!
context: Decay?\Well, you're technically a god, so you might be okay.\But under no circumstance should you pass through the Great Boulder Gate at Yomotsu Hirasaka.\The Great Boulder Gate's been cracked in half like an egg!\This power's incredible!\So the rumors were true. The legendary Akura-oh had to have used this before.\Boss, you're awesome!\You're the new Akura-oh, Boss! response:	Snazzy thing you've got here, for a human.
context: Well, you're technically a god, so you might be okay.\But under no circumstance should you pass through the Great Boulder Gate at Yomotsu Hirasaka.\The Great Boulder Gate's been cracked in half like an egg!\This power's incredible!\So the rumors were true. The legendary Akura-oh had to have used this before.\Boss, you're awesome!\You're the new Akura-oh, Boss!\Snazzy thing you've got here, for a human. response:	Who the hell are you?
context: But under no circumstance should you pass through the Great Boulder Gate at Yomotsu Hirasaka.\The Great Boulder Gate's been cracked in half like an egg!\This power's incredible!\So the rumors were true. The legendary Akura-oh had to have used this before.\Boss, you're awesome!\You're the new Akura-oh, Boss!\Snazzy thing you've got here, for a human.\Who the hell are you? response:	That cudgel siphons the life force of its wielder.
context: The Great Boulder Gate's been cracked in half like an egg!\This power's incredible!\So the rumors were true. The legendary Akura-oh had to have used this before.\Boss, you're awesome!\You're the new Akura-oh, Boss!\Snazzy thing you've got here, for a human.\Who the hell are you?\That cudgel siphons the life force of its wielder. response:	In order to carry it, you need an immortal body like Akura-oh's.
context: This power's incredible!\So the rumors were true. The legendary Akura-oh had to have used this before.\Boss, you're awesome!\You're the new Akura-oh, Boss!\Snazzy thing you've got here, for a human.\Who the hell are you?\That cudgel siphons the life force of its wielder.\In order to carry it, you need an immortal body like Akura-oh's. response:	And that body is in the Netherworld.
context: So the rumors were true. The legendary Akura-oh had to have used this before.\Boss, you're awesome!\You're the new Akura-oh, Boss!\Snazzy thing you've got here, for a human.\Who the hell are you?\That cudgel siphons the life force of its wielder.\In order to carry it, you need an immortal body like Akura-oh's.\And that body is in the Netherworld. response:	If you go to the Netherworld and obtain his body, no one in this world will be able to stand against you,
context: Boss, you're awesome!\You're the new Akura-oh, Boss!\Snazzy thing you've got here, for a human.\Who the hell are you?\That cudgel siphons the life force of its wielder.\In order to carry it, you need an immortal body like Akura-oh's.\And that body is in the Netherworld.\If you go to the Netherworld and obtain his body, no one in this world will be able to stand against you, response:	Tekkimaru.
context: You're the new Akura-oh, Boss!\Snazzy thing you've got here, for a human.\Who the hell are you?\That cudgel siphons the life force of its wielder.\In order to carry it, you need an immortal body like Akura-oh's.\And that body is in the Netherworld.\If you go to the Netherworld and obtain his body, no one in this world will be able to stand against you,\Tekkimaru. response:	That's so cool, Boss!
context: Snazzy thing you've got here, for a human.\Who the hell are you?\That cudgel siphons the life force of its wielder.\In order to carry it, you need an immortal body like Akura-oh's.\And that body is in the Netherworld.\If you go to the Netherworld and obtain his body, no one in this world will be able to stand against you,\Tekkimaru.\That's so cool, Boss! response:	Even Reirei, the celestial nymph, is bound to fall in love with you then!
context: Who the hell are you?\That cudgel siphons the life force of its wielder.\In order to carry it, you need an immortal body like Akura-oh's.\And that body is in the Netherworld.\If you go to the Netherworld and obtain his body, no one in this world will be able to stand against you,\Tekkimaru.\That's so cool, Boss!\Even Reirei, the celestial nymph, is bound to fall in love with you then! response:	Reirei?
context: That cudgel siphons the life force of its wielder.\In order to carry it, you need an immortal body like Akura-oh's.\And that body is in the Netherworld.\If you go to the Netherworld and obtain his body, no one in this world will be able to stand against you,\Tekkimaru.\That's so cool, Boss!\Even Reirei, the celestial nymph, is bound to fall in love with you then!\Reirei? response:	You're making me blush, you idiot.
context: In order to carry it, you need an immortal body like Akura-oh's.\And that body is in the Netherworld.\If you go to the Netherworld and obtain his body, no one in this world will be able to stand against you,\Tekkimaru.\That's so cool, Boss!\Even Reirei, the celestial nymph, is bound to fall in love with you then!\Reirei?\You're making me blush, you idiot. response:	What?
context: And that body is in the Netherworld.\If you go to the Netherworld and obtain his body, no one in this world will be able to stand against you,\Tekkimaru.\That's so cool, Boss!\Even Reirei, the celestial nymph, is bound to fall in love with you then!\Reirei?\You're making me blush, you idiot.\What? response:	Spirits who are weak turn to dust when they touch Netherworld air.
context: If you go to the Netherworld and obtain his body, no one in this world will be able to stand against you,\Tekkimaru.\That's so cool, Boss!\Even Reirei, the celestial nymph, is bound to fall in love with you then!\Reirei?\You're making me blush, you idiot.\What?\Spirits who are weak turn to dust when they touch Netherworld air. response:	Only the most powerful spirits can withstand it.
context: Tekkimaru.\That's so cool, Boss!\Even Reirei, the celestial nymph, is bound to fall in love with you then!\Reirei?\You're making me blush, you idiot.\What?\Spirits who are weak turn to dust when they touch Netherworld air.\Only the most powerful spirits can withstand it. response:	Now, Tekkimaru, take the plunge into the Netherworld and show me that you're no weakling.
context: That's so cool, Boss!\Even Reirei, the celestial nymph, is bound to fall in love with you then!\Reirei?\You're making me blush, you idiot.\What?\Spirits who are weak turn to dust when they touch Netherworld air.\Only the most powerful spirits can withstand it.\Now, Tekkimaru, take the plunge into the Netherworld and show me that you're no weakling. response:	Watch your mouth, you human!
context: Even Reirei, the celestial nymph, is bound to fall in love with you then!\Reirei?\You're making me blush, you idiot.\What?\Spirits who are weak turn to dust when they touch Netherworld air.\Only the most powerful spirits can withstand it.\Now, Tekkimaru, take the plunge into the Netherworld and show me that you're no weakling.\Watch your mouth, you human! response:	Our boss is a true man's man!
context: Reirei?\You're making me blush, you idiot.\What?\Spirits who are weak turn to dust when they touch Netherworld air.\Only the most powerful spirits can withstand it.\Now, Tekkimaru, take the plunge into the Netherworld and show me that you're no weakling.\Watch your mouth, you human!\Our boss is a true man's man! response:	There's no way he'll turn to dust!
context: You're making me blush, you idiot.\What?\Spirits who are weak turn to dust when they touch Netherworld air.\Only the most powerful spirits can withstand it.\Now, Tekkimaru, take the plunge into the Netherworld and show me that you're no weakling.\Watch your mouth, you human!\Our boss is a true man's man!\There's no way he'll turn to dust! response:	Boss, please go and don't worry about us!
context: What?\Spirits who are weak turn to dust when they touch Netherworld air.\Only the most powerful spirits can withstand it.\Now, Tekkimaru, take the plunge into the Netherworld and show me that you're no weakling.\Watch your mouth, you human!\Our boss is a true man's man!\There's no way he'll turn to dust!\Boss, please go and don't worry about us! response:	You guys...
context: Spirits who are weak turn to dust when they touch Netherworld air.\Only the most powerful spirits can withstand it.\Now, Tekkimaru, take the plunge into the Netherworld and show me that you're no weakling.\Watch your mouth, you human!\Our boss is a true man's man!\There's no way he'll turn to dust!\Boss, please go and don't worry about us!\You guys... response:	I'm never letting you guys go!
context: Only the most powerful spirits can withstand it.\Now, Tekkimaru, take the plunge into the Netherworld and show me that you're no weakling.\Watch your mouth, you human!\Our boss is a true man's man!\There's no way he'll turn to dust!\Boss, please go and don't worry about us!\You guys...\I'm never letting you guys go! response:	Hurry up and go already!
context: Now, Tekkimaru, take the plunge into the Netherworld and show me that you're no weakling.\Watch your mouth, you human!\Our boss is a true man's man!\There's no way he'll turn to dust!\Boss, please go and don't worry about us!\You guys...\I'm never letting you guys go!\Hurry up and go already! response:	I'll be damned if I let go!
context: Watch your mouth, you human!\Our boss is a true man's man!\There's no way he'll turn to dust!\Boss, please go and don't worry about us!\You guys...\I'm never letting you guys go!\Hurry up and go already!\I'll be damned if I let go! response:	Wow, there are a lot of spirits gathered around.
context: Our boss is a true man's man!\There's no way he'll turn to dust!\Boss, please go and don't worry about us!\You guys...\I'm never letting you guys go!\Hurry up and go already!\I'll be damned if I let go!\Wow, there are a lot of spirits gathered around. response:	The Great Boulder Gate is wide open.
context: There's no way he'll turn to dust!\Boss, please go and don't worry about us!\You guys...\I'm never letting you guys go!\Hurry up and go already!\I'll be damned if I let go!\Wow, there are a lot of spirits gathered around.\The Great Boulder Gate is wide open. response:	No wonder it stinks.
context: Boss, please go and don't worry about us!\You guys...\I'm never letting you guys go!\Hurry up and go already!\I'll be damned if I let go!\Wow, there are a lot of spirits gathered around.\The Great Boulder Gate is wide open.\No wonder it stinks. response:	What the?
context: You guys...\I'm never letting you guys go!\Hurry up and go already!\I'll be damned if I let go!\Wow, there are a lot of spirits gathered around.\The Great Boulder Gate is wide open.\No wonder it stinks.\What the? response:	Boss, that's Lord Otohiko, the god of wind!
context: I'm never letting you guys go!\Hurry up and go already!\I'll be damned if I let go!\Wow, there are a lot of spirits gathered around.\The Great Boulder Gate is wide open.\No wonder it stinks.\What the?\Boss, that's Lord Otohiko, the god of wind! response:	A god?!
context: Hurry up and go already!\I'll be damned if I let go!\Wow, there are a lot of spirits gathered around.\The Great Boulder Gate is wide open.\No wonder it stinks.\What the?\Boss, that's Lord Otohiko, the god of wind!\A god?! response:	The Divine Assembly is this week!
context: I'll be damned if I let go!\Wow, there are a lot of spirits gathered around.\The Great Boulder Gate is wide open.\No wonder it stinks.\What the?\Boss, that's Lord Otohiko, the god of wind!\A god?!\The Divine Assembly is this week! response:	Master Kirihito.
context: Wow, there are a lot of spirits gathered around.\The Great Boulder Gate is wide open.\No wonder it stinks.\What the?\Boss, that's Lord Otohiko, the god of wind!\A god?!\The Divine Assembly is this week!\Master Kirihito. response:	You two should hide.
context: The Great Boulder Gate is wide open.\No wonder it stinks.\What the?\Boss, that's Lord Otohiko, the god of wind!\A god?!\The Divine Assembly is this week!\Master Kirihito.\You two should hide. response:	This is the last place I need to let myself fall into suspicion.
context: No wonder it stinks.\What the?\Boss, that's Lord Otohiko, the god of wind!\A god?!\The Divine Assembly is this week!\Master Kirihito.\You two should hide.\This is the last place I need to let myself fall into suspicion. response:	I was so close to getting my body back!
context: What the?\Boss, that's Lord Otohiko, the god of wind!\A god?!\The Divine Assembly is this week!\Master Kirihito.\You two should hide.\This is the last place I need to let myself fall into suspicion.\I was so close to getting my body back! response:	All right! This is where we come in, Mamoru!
context: Boss, that's Lord Otohiko, the god of wind!\A god?!\The Divine Assembly is this week!\Master Kirihito.\You two should hide.\This is the last place I need to let myself fall into suspicion.\I was so close to getting my body back!\All right! This is where we come in, Mamoru! response:	What's wrong, Mamoru?!
context: A god?!\The Divine Assembly is this week!\Master Kirihito.\You two should hide.\This is the last place I need to let myself fall into suspicion.\I was so close to getting my body back!\All right! This is where we come in, Mamoru!\What's wrong, Mamoru?! response:	We're too close to the Netherworld's entrance.
context: The Divine Assembly is this week!\Master Kirihito.\You two should hide.\This is the last place I need to let myself fall into suspicion.\I was so close to getting my body back!\All right! This is where we come in, Mamoru!\What's wrong, Mamoru?!\We're too close to the Netherworld's entrance. response:	Move aside, you useless thing.
context: Master Kirihito.\You two should hide.\This is the last place I need to let myself fall into suspicion.\I was so close to getting my body back!\All right! This is where we come in, Mamoru!\What's wrong, Mamoru?!\We're too close to the Netherworld's entrance.\Move aside, you useless thing. response:	I, Otohiko the god of wind, will take care of this in a jiffy.
context: You two should hide.\This is the last place I need to let myself fall into suspicion.\I was so close to getting my body back!\All right! This is where we come in, Mamoru!\What's wrong, Mamoru?!\We're too close to the Netherworld's entrance.\Move aside, you useless thing.\I, Otohiko the god of wind, will take care of this in a jiffy. response:	Don't come any closer!
context: This is the last place I need to let myself fall into suspicion.\I was so close to getting my body back!\All right! This is where we come in, Mamoru!\What's wrong, Mamoru?!\We're too close to the Netherworld's entrance.\Move aside, you useless thing.\I, Otohiko the god of wind, will take care of this in a jiffy.\Don't come any closer! response:	I'll kill this human!
context: I was so close to getting my body back!\All right! This is where we come in, Mamoru!\What's wrong, Mamoru?!\We're too close to the Netherworld's entrance.\Move aside, you useless thing.\I, Otohiko the god of wind, will take care of this in a jiffy.\Don't come any closer!\I'll kill this human! response:	If you're a god, I doubt you want that to happen!
context: All right! This is where we come in, Mamoru!\What's wrong, Mamoru?!\We're too close to the Netherworld's entrance.\Move aside, you useless thing.\I, Otohiko the god of wind, will take care of this in a jiffy.\Don't come any closer!\I'll kill this human!\If you're a god, I doubt you want that to happen! response:	A human?!
context: What's wrong, Mamoru?!\We're too close to the Netherworld's entrance.\Move aside, you useless thing.\I, Otohiko the god of wind, will take care of this in a jiffy.\Don't come any closer!\I'll kill this human!\If you're a god, I doubt you want that to happen!\A human?! response:	What the heck is he doing there?!
context: We're too close to the Netherworld's entrance.\Move aside, you useless thing.\I, Otohiko the god of wind, will take care of this in a jiffy.\Don't come any closer!\I'll kill this human!\If you're a god, I doubt you want that to happen!\A human?!\What the heck is he doing there?! response:	What's he doing here?
context: Move aside, you useless thing.\I, Otohiko the god of wind, will take care of this in a jiffy.\Don't come any closer!\I'll kill this human!\If you're a god, I doubt you want that to happen!\A human?!\What the heck is he doing there?!\What's he doing here? response:	Things aren't looking good. I guess I've got no choice but to take the plunge.
context: I, Otohiko the god of wind, will take care of this in a jiffy.\Don't come any closer!\I'll kill this human!\If you're a god, I doubt you want that to happen!\A human?!\What the heck is he doing there?!\What's he doing here?\Things aren't looking good. I guess I've got no choice but to take the plunge. response:	I'm going to the Netherworld, just like you told me to.
context: Don't come any closer!\I'll kill this human!\If you're a god, I doubt you want that to happen!\A human?!\What the heck is he doing there?!\What's he doing here?\Things aren't looking good. I guess I've got no choice but to take the plunge.\I'm going to the Netherworld, just like you told me to. response:	You'll be my lucky charm on this journey.
context: I'll kill this human!\If you're a god, I doubt you want that to happen!\A human?!\What the heck is he doing there?!\What's he doing here?\Things aren't looking good. I guess I've got no choice but to take the plunge.\I'm going to the Netherworld, just like you told me to.\You'll be my lucky charm on this journey. response:	You'll keep me company, right?
context: If you're a god, I doubt you want that to happen!\A human?!\What the heck is he doing there?!\What's he doing here?\Things aren't looking good. I guess I've got no choice but to take the plunge.\I'm going to the Netherworld, just like you told me to.\You'll be my lucky charm on this journey.\You'll keep me company, right? response:	Oh, no!
context: A human?!\What the heck is he doing there?!\What's he doing here?\Things aren't looking good. I guess I've got no choice but to take the plunge.\I'm going to the Netherworld, just like you told me to.\You'll be my lucky charm on this journey.\You'll keep me company, right?\Oh, no! response:	What?!
context: What the heck is he doing there?!\What's he doing here?\Things aren't looking good. I guess I've got no choice but to take the plunge.\I'm going to the Netherworld, just like you told me to.\You'll be my lucky charm on this journey.\You'll keep me company, right?\Oh, no!\What?! response:	I'm coming back with an immortal body!
context: What's he doing here?\Things aren't looking good. I guess I've got no choice but to take the plunge.\I'm going to the Netherworld, just like you told me to.\You'll be my lucky charm on this journey.\You'll keep me company, right?\Oh, no!\What?!\I'm coming back with an immortal body! response:	Hang in there!
context: Things aren't looking good. I guess I've got no choice but to take the plunge.\I'm going to the Netherworld, just like you told me to.\You'll be my lucky charm on this journey.\You'll keep me company, right?\Oh, no!\What?!\I'm coming back with an immortal body!\Hang in there! response:	Reach out your hand!
context: I'm going to the Netherworld, just like you told me to.\You'll be my lucky charm on this journey.\You'll keep me company, right?\Oh, no!\What?!\I'm coming back with an immortal body!\Hang in there!\Reach out your hand! response:	If only gods can come and go,
context: You'll be my lucky charm on this journey.\You'll keep me company, right?\Oh, no!\What?!\I'm coming back with an immortal body!\Hang in there!\Reach out your hand!\If only gods can come and go, response:	then I should be able to bring him back.
context: You'll keep me company, right?\Oh, no!\What?!\I'm coming back with an immortal body!\Hang in there!\Reach out your hand!\If only gods can come and go,\then I should be able to bring him back. response:	Next part coming
context: Oh, no!\What?!\I'm coming back with an immortal body!\Hang in there!\Reach out your hand!\If only gods can come and go,\then I should be able to bring him back.\Next part coming response:	right up
context: What?!\I'm coming back with an immortal body!\Hang in there!\Reach out your hand!\If only gods can come and go,\then I should be able to bring him back.\Next part coming\right up response:	right up
context: I'm coming back with an immortal body!\Hang in there!\Reach out your hand!\If only gods can come and go,\then I should be able to bring him back.\Next part coming\right up\right up response:	right up
context: Hang in there!\Reach out your hand!\If only gods can come and go,\then I should be able to bring him back.\Next part coming\right up\right up\right up response:	right up
context: Reach out your hand!\If only gods can come and go,\then I should be able to bring him back.\Next part coming\right up\right up\right up\right up response:	right up
context: If only gods can come and go,\then I should be able to bring him back.\Next part coming\right up\right up\right up\right up\right up response:	Next part starting
context: then I should be able to bring him back.\Next part coming\right up\right up\right up\right up\right up\Next part starting response:	Next part starting
context: Next part coming\right up\right up\right up\right up\right up\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\right up\right up\Next part starting\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\right up\Next part starting\Next part starting\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting response:	Why must I go out in this blizzard looking like a woman to attend school alone?!
context: right up\right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\Why must I go out in this blizzard looking like a woman to attend school alone?! response:	Master Tomoe, you are home early.
context: right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\Why must I go out in this blizzard looking like a woman to attend school alone?!\Master Tomoe, you are home early. response:	It is not even noon yet.
context: Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\Why must I go out in this blizzard looking like a woman to attend school alone?!\Master Tomoe, you are home early.\It is not even noon yet. response:	I made an appearance at the morning assembly! Got a problem with that?!
context: Next part starting\Next part starting\Next part starting\Next part starting\Why must I go out in this blizzard looking like a woman to attend school alone?!\Master Tomoe, you are home early.\It is not even noon yet.\I made an appearance at the morning assembly! Got a problem with that?! response:	No.
context: Next part starting\Next part starting\Next part starting\Why must I go out in this blizzard looking like a woman to attend school alone?!\Master Tomoe, you are home early.\It is not even noon yet.\I made an appearance at the morning assembly! Got a problem with that?!\No. response:	Dammit! Curse Nanami!
context: Next part starting\Next part starting\Why must I go out in this blizzard looking like a woman to attend school alone?!\Master Tomoe, you are home early.\It is not even noon yet.\I made an appearance at the morning assembly! Got a problem with that?!\No.\Dammit! Curse Nanami! response:	She foisted the chores onto me and went on a trip with the snake. How nice it must be for her!
context: Next part starting\Why must I go out in this blizzard looking like a woman to attend school alone?!\Master Tomoe, you are home early.\It is not even noon yet.\I made an appearance at the morning assembly! Got a problem with that?!\No.\Dammit! Curse Nanami!\She foisted the chores onto me and went on a trip with the snake. How nice it must be for her! response:	Goodness!
context: Why must I go out in this blizzard looking like a woman to attend school alone?!\Master Tomoe, you are home early.\It is not even noon yet.\I made an appearance at the morning assembly! Got a problem with that?!\No.\Dammit! Curse Nanami!\She foisted the chores onto me and went on a trip with the snake. How nice it must be for her!\Goodness! response:	Your hard work in this cold weather is most appreciated.
context: Master Tomoe, you are home early.\It is not even noon yet.\I made an appearance at the morning assembly! Got a problem with that?!\No.\Dammit! Curse Nanami!\She foisted the chores onto me and went on a trip with the snake. How nice it must be for her!\Goodness!\Your hard work in this cold weather is most appreciated. response:	Please sit back and enjoy the yuzu bath, Master Tomoe.
context: It is not even noon yet.\I made an appearance at the morning assembly! Got a problem with that?!\No.\Dammit! Curse Nanami!\She foisted the chores onto me and went on a trip with the snake. How nice it must be for her!\Goodness!\Your hard work in this cold weather is most appreciated.\Please sit back and enjoy the yuzu bath, Master Tomoe. response:	There are seconds of the sake as well.
context: I made an appearance at the morning assembly! Got a problem with that?!\No.\Dammit! Curse Nanami!\She foisted the chores onto me and went on a trip with the snake. How nice it must be for her!\Goodness!\Your hard work in this cold weather is most appreciated.\Please sit back and enjoy the yuzu bath, Master Tomoe.\There are seconds of the sake as well. response:	You are an excellent familiar, Master Tomoe, so it is only natural that you would be concerned for Lady Nanami.
context: No.\Dammit! Curse Nanami!\She foisted the chores onto me and went on a trip with the snake. How nice it must be for her!\Goodness!\Your hard work in this cold weather is most appreciated.\Please sit back and enjoy the yuzu bath, Master Tomoe.\There are seconds of the sake as well.\You are an excellent familiar, Master Tomoe, so it is only natural that you would be concerned for Lady Nanami. response:	You serve her day after day with such devotion, so this is the least we can do for you while Lady Nanami is away.
