context: H! response:	O?!
context: So formidable! These two are really formidable!\Maybe...\Oh, man, I see.\That's a problem.\Maybe it went over their heads.\I'd better make my jokes simpler so that everyone can get them.\All right!\Man, isn't it hot? response:	It's so incredibly hot out, I could get a bald spot!
context: Maybe...\Oh, man, I see.\That's a problem.\Maybe it went over their heads.\I'd better make my jokes simpler so that everyone can get them.\All right!\Man, isn't it hot?\It's so incredibly hot out, I could get a bald spot! response:	Just kidding.
context: Oh, man, I see.\That's a problem.\Maybe it went over their heads.\I'd better make my jokes simpler so that everyone can get them.\All right!\Man, isn't it hot?\It's so incredibly hot out, I could get a bald spot!\Just kidding. response:	This is frightening.
context: That's a problem.\Maybe it went over their heads.\I'd better make my jokes simpler so that everyone can get them.\All right!\Man, isn't it hot?\It's so incredibly hot out, I could get a bald spot!\Just kidding.\This is frightening. response:	This is frightening.
context: Maybe it went over their heads.\I'd better make my jokes simpler so that everyone can get them.\All right!\Man, isn't it hot?\It's so incredibly hot out, I could get a bald spot!\Just kidding.\This is frightening.\This is frightening. response:	The Virtual Generation is frightening.
context: I'd better make my jokes simpler so that everyone can get them.\All right!\Man, isn't it hot?\It's so incredibly hot out, I could get a bald spot!\Just kidding.\This is frightening.\This is frightening.\The Virtual Generation is frightening. response:	But - Well, if someone close to you had a bald spot,
context: All right!\Man, isn't it hot?\It's so incredibly hot out, I could get a bald spot!\Just kidding.\This is frightening.\This is frightening.\The Virtual Generation is frightening.\But - Well, if someone close to you had a bald spot, response:	it wouldn't be very funny.
context: Man, isn't it hot?\It's so incredibly hot out, I could get a bald spot!\Just kidding.\This is frightening.\This is frightening.\The Virtual Generation is frightening.\But - Well, if someone close to you had a bald spot,\it wouldn't be very funny. response:	Wait!
context: It's so incredibly hot out, I could get a bald spot!\Just kidding.\This is frightening.\This is frightening.\The Virtual Generation is frightening.\But - Well, if someone close to you had a bald spot,\it wouldn't be very funny.\Wait! response:	I've reflected upon myself a little.
context: Just kidding.\This is frightening.\This is frightening.\The Virtual Generation is frightening.\But - Well, if someone close to you had a bald spot,\it wouldn't be very funny.\Wait!\I've reflected upon myself a little. response:	All right!
context: This is frightening.\This is frightening.\The Virtual Generation is frightening.\But - Well, if someone close to you had a bald spot,\it wouldn't be very funny.\Wait!\I've reflected upon myself a little.\All right! response:	I'll try whipping it out for the first time in a while.
context: This is frightening.\The Virtual Generation is frightening.\But - Well, if someone close to you had a bald spot,\it wouldn't be very funny.\Wait!\I've reflected upon myself a little.\All right!\I'll try whipping it out for the first time in a while. response:	The sacred sword of Her Highness!
context: The Virtual Generation is frightening.\But - Well, if someone close to you had a bald spot,\it wouldn't be very funny.\Wait!\I've reflected upon myself a little.\All right!\I'll try whipping it out for the first time in a while.\The sacred sword of Her Highness! response:	Hey, hey!
context: But - Well, if someone close to you had a bald spot,\it wouldn't be very funny.\Wait!\I've reflected upon myself a little.\All right!\I'll try whipping it out for the first time in a while.\The sacred sword of Her Highness!\Hey, hey! response:	Hey, do you know what the guy who was attacked by a centipede said?
context: it wouldn't be very funny.\Wait!\I've reflected upon myself a little.\All right!\I'll try whipping it out for the first time in a while.\The sacred sword of Her Highness!\Hey, hey!\Hey, do you know what the guy who was attacked by a centipede said? response:	The centipede is coming!
context: Wait!\I've reflected upon myself a little.\All right!\I'll try whipping it out for the first time in a while.\The sacred sword of Her Highness!\Hey, hey!\Hey, do you know what the guy who was attacked by a centipede said?\The centipede is coming! response:	Just kidding!
context: I've reflected upon myself a little.\All right!\I'll try whipping it out for the first time in a while.\The sacred sword of Her Highness!\Hey, hey!\Hey, do you know what the guy who was attacked by a centipede said?\The centipede is coming!\Just kidding! response:	Surprising!
context: All right!\I'll try whipping it out for the first time in a while.\The sacred sword of Her Highness!\Hey, hey!\Hey, do you know what the guy who was attacked by a centipede said?\The centipede is coming!\Just kidding!\Surprising! response:	How surprising!
context: I'll try whipping it out for the first time in a while.\The sacred sword of Her Highness!\Hey, hey!\Hey, do you know what the guy who was attacked by a centipede said?\The centipede is coming!\Just kidding!\Surprising!\How surprising! response:	What's with these two?
context: The sacred sword of Her Highness!\Hey, hey!\Hey, do you know what the guy who was attacked by a centipede said?\The centipede is coming!\Just kidding!\Surprising!\How surprising!\What's with these two? response:	Being able to keep a straight face after that...
context: Hey, hey!\Hey, do you know what the guy who was attacked by a centipede said?\The centipede is coming!\Just kidding!\Surprising!\How surprising!\What's with these two?\Being able to keep a straight face after that... response:	No, wait a minute!
context: Hey, do you know what the guy who was attacked by a centipede said?\The centipede is coming!\Just kidding!\Surprising!\How surprising!\What's with these two?\Being able to keep a straight face after that...\No, wait a minute! response:	Maybe...
context: The centipede is coming!\Just kidding!\Surprising!\How surprising!\What's with these two?\Being able to keep a straight face after that...\No, wait a minute!\Maybe... response:	If they didn't hear me, I guess it can't be helped.
context: Just kidding!\Surprising!\How surprising!\What's with these two?\Being able to keep a straight face after that...\No, wait a minute!\Maybe...\If they didn't hear me, I guess it can't be helped. response:	All right!
context: Surprising!\How surprising!\What's with these two?\Being able to keep a straight face after that...\No, wait a minute!\Maybe...\If they didn't hear me, I guess it can't be helped.\All right! response:	Hey, hey, hey, hey, hey, hey, hey.
context: How surprising!\What's with these two?\Being able to keep a straight face after that...\No, wait a minute!\Maybe...\If they didn't hear me, I guess it can't be helped.\All right!\Hey, hey, hey, hey, hey, hey, hey. response:	They say this is what the guy who was attacked by a centipede said.
context: What's with these two?\Being able to keep a straight face after that...\No, wait a minute!\Maybe...\If they didn't hear me, I guess it can't be helped.\All right!\Hey, hey, hey, hey, hey, hey, hey.\They say this is what the guy who was attacked by a centipede said. response:	The centipede is coming!
context: Being able to keep a straight face after that...\No, wait a minute!\Maybe...\If they didn't hear me, I guess it can't be helped.\All right!\Hey, hey, hey, hey, hey, hey, hey.\They say this is what the guy who was attacked by a centipede said.\The centipede is coming! response:	Just kidding!
context: No, wait a minute!\Maybe...\If they didn't hear me, I guess it can't be helped.\All right!\Hey, hey, hey, hey, hey, hey, hey.\They say this is what the guy who was attacked by a centipede said.\The centipede is coming!\Just kidding! response:	I can't believe they're this tough...
context: Maybe...\If they didn't hear me, I guess it can't be helped.\All right!\Hey, hey, hey, hey, hey, hey, hey.\They say this is what the guy who was attacked by a centipede said.\The centipede is coming!\Just kidding!\I can't believe they're this tough... response:	No, they've already reached level of an overlord.
context: If they didn't hear me, I guess it can't be helped.\All right!\Hey, hey, hey, hey, hey, hey, hey.\They say this is what the guy who was attacked by a centipede said.\The centipede is coming!\Just kidding!\I can't believe they're this tough...\No, they've already reached level of an overlord. response:	Maybe...
context: All right!\Hey, hey, hey, hey, hey, hey, hey.\They say this is what the guy who was attacked by a centipede said.\The centipede is coming!\Just kidding!\I can't believe they're this tough...\No, they've already reached level of an overlord.\Maybe... response:	Maybe...
context: Hey, hey, hey, hey, hey, hey, hey.\They say this is what the guy who was attacked by a centipede said.\The centipede is coming!\Just kidding!\I can't believe they're this tough...\No, they've already reached level of an overlord.\Maybe...\Maybe... response:	They are expecting me to not be satisfied with the level I'm at now?!
context: They say this is what the guy who was attacked by a centipede said.\The centipede is coming!\Just kidding!\I can't believe they're this tough...\No, they've already reached level of an overlord.\Maybe...\Maybe...\They are expecting me to not be satisfied with the level I'm at now?! response:	They expect me to be dissatisfied with my...
context: The centipede is coming!\Just kidding!\I can't believe they're this tough...\No, they've already reached level of an overlord.\Maybe...\Maybe...\They are expecting me to not be satisfied with the level I'm at now?!\They expect me to be dissatisfied with my... response:	If I back down here...
context: Just kidding!\I can't believe they're this tough...\No, they've already reached level of an overlord.\Maybe...\Maybe...\They are expecting me to not be satisfied with the level I'm at now?!\They expect me to be dissatisfied with my...\If I back down here... response:	If I accept defeat here...
context: I can't believe they're this tough...\No, they've already reached level of an overlord.\Maybe...\Maybe...\They are expecting me to not be satisfied with the level I'm at now?!\They expect me to be dissatisfied with my...\If I back down here...\If I accept defeat here... response:	I'll be betraying their expectations!
context: No, they've already reached level of an overlord.\Maybe...\Maybe...\They are expecting me to not be satisfied with the level I'm at now?!\They expect me to be dissatisfied with my...\If I back down here...\If I accept defeat here...\I'll be betraying their expectations! response:	That's why...
context: Maybe...\Maybe...\They are expecting me to not be satisfied with the level I'm at now?!\They expect me to be dissatisfied with my...\If I back down here...\If I accept defeat here...\I'll be betraying their expectations!\That's why... response:	How could I back down?!
context: Maybe...\They are expecting me to not be satisfied with the level I'm at now?!\They expect me to be dissatisfied with my...\If I back down here...\If I accept defeat here...\I'll be betraying their expectations!\That's why...\How could I back down?! response:	I'm perfectly prepared for...
context: They are expecting me to not be satisfied with the level I'm at now?!\They expect me to be dissatisfied with my...\If I back down here...\If I accept defeat here...\I'll be betraying their expectations!\That's why...\How could I back down?!\I'm perfectly prepared for... response:	I'm going to a bomb shelter!
context: They expect me to be dissatisfied with my...\If I back down here...\If I accept defeat here...\I'll be betraying their expectations!\That's why...\How could I back down?!\I'm perfectly prepared for...\I'm going to a bomb shelter! response:	When a valley is happy, it says hooray!
context: If I back down here...\If I accept defeat here...\I'll be betraying their expectations!\That's why...\How could I back down?!\I'm perfectly prepared for...\I'm going to a bomb shelter!\When a valley is happy, it says hooray! response:	I'm wearing...
context: If I accept defeat here...\I'll be betraying their expectations!\That's why...\How could I back down?!\I'm perfectly prepared for...\I'm going to a bomb shelter!\When a valley is happy, it says hooray!\I'm wearing... response:	Well, in short,
context: I'll be betraying their expectations!\That's why...\How could I back down?!\I'm perfectly prepared for...\I'm going to a bomb shelter!\When a valley is happy, it says hooray!\I'm wearing...\Well, in short, response:	if you substitute x into this equation,
context: That's why...\How could I back down?!\I'm perfectly prepared for...\I'm going to a bomb shelter!\When a valley is happy, it says hooray!\I'm wearing...\Well, in short,\if you substitute x into this equation, response:	you can find the answer.
context: How could I back down?!\I'm perfectly prepared for...\I'm going to a bomb shelter!\When a valley is happy, it says hooray!\I'm wearing...\Well, in short,\if you substitute x into this equation,\you can find the answer. response:	After that, like last time...
context: I'm perfectly prepared for...\I'm going to a bomb shelter!\When a valley is happy, it says hooray!\I'm wearing...\Well, in short,\if you substitute x into this equation,\you can find the answer.\After that, like last time... response:	President.
context: I'm going to a bomb shelter!\When a valley is happy, it says hooray!\I'm wearing...\Well, in short,\if you substitute x into this equation,\you can find the answer.\After that, like last time...\President. response:	Ogi!
context: When a valley is happy, it says hooray!\I'm wearing...\Well, in short,\if you substitute x into this equation,\you can find the answer.\After that, like last time...\President.\Ogi! response:	I haven't seen you in a while!
context: I'm wearing...\Well, in short,\if you substitute x into this equation,\you can find the answer.\After that, like last time...\President.\Ogi!\I haven't seen you in a while! response:	You haven't shown up for three months!
context: Well, in short,\if you substitute x into this equation,\you can find the answer.\After that, like last time...\President.\Ogi!\I haven't seen you in a while!\You haven't shown up for three months! response:	How have you been?
context: if you substitute x into this equation,\you can find the answer.\After that, like last time...\President.\Ogi!\I haven't seen you in a while!\You haven't shown up for three months!\How have you been? response:	Uh, yes.
context: you can find the answer.\After that, like last time...\President.\Ogi!\I haven't seen you in a while!\You haven't shown up for three months!\How have you been?\Uh, yes. response:	Well, perfect timing; I was really bored.
context: After that, like last time...\President.\Ogi!\I haven't seen you in a while!\You haven't shown up for three months!\How have you been?\Uh, yes.\Well, perfect timing; I was really bored. response:	Let's go have some fun!
context: President.\Ogi!\I haven't seen you in a while!\You haven't shown up for three months!\How have you been?\Uh, yes.\Well, perfect timing; I was really bored.\Let's go have some fun! response:	What do you want to do?
context: Ogi!\I haven't seen you in a while!\You haven't shown up for three months!\How have you been?\Uh, yes.\Well, perfect timing; I was really bored.\Let's go have some fun!\What do you want to do? response:	Play isse-no-se or something?
context: I haven't seen you in a while!\You haven't shown up for three months!\How have you been?\Uh, yes.\Well, perfect timing; I was really bored.\Let's go have some fun!\What do you want to do?\Play isse-no-se or something? response:	TL note: Isse-no-se is a Japanese numbers game played using both hands.
context: You haven't shown up for three months!\How have you been?\Uh, yes.\Well, perfect timing; I was really bored.\Let's go have some fun!\What do you want to do?\Play isse-no-se or something?\TL note: Isse-no-se is a Japanese numbers game played using both hands. response:	I've come to resign from the club.
context: How have you been?\Uh, yes.\Well, perfect timing; I was really bored.\Let's go have some fun!\What do you want to do?\Play isse-no-se or something?\TL note: Isse-no-se is a Japanese numbers game played using both hands.\I've come to resign from the club. response:	I wonder why people always have to clear their throats in a movie theatre just before the movie starts.
context: Uh, yes.\Well, perfect timing; I was really bored.\Let's go have some fun!\What do you want to do?\Play isse-no-se or something?\TL note: Isse-no-se is a Japanese numbers game played using both hands.\I've come to resign from the club.\I wonder why people always have to clear their throats in a movie theatre just before the movie starts. response:	And so, what happened then -
context: Well, perfect timing; I was really bored.\Let's go have some fun!\What do you want to do?\Play isse-no-se or something?\TL note: Isse-no-se is a Japanese numbers game played using both hands.\I've come to resign from the club.\I wonder why people always have to clear their throats in a movie theatre just before the movie starts.\And so, what happened then - response:	Websy, Fecchan!
context: Let's go have some fun!\What do you want to do?\Play isse-no-se or something?\TL note: Isse-no-se is a Japanese numbers game played using both hands.\I've come to resign from the club.\I wonder why people always have to clear their throats in a movie theatre just before the movie starts.\And so, what happened then -\Websy, Fecchan! response:	Have you seen Sasahara?
context: What do you want to do?\Play isse-no-se or something?\TL note: Isse-no-se is a Japanese numbers game played using both hands.\I've come to resign from the club.\I wonder why people always have to clear their throats in a movie theatre just before the movie starts.\And so, what happened then -\Websy, Fecchan!\Have you seen Sasahara? response:	Sasahara?
context: Play isse-no-se or something?\TL note: Isse-no-se is a Japanese numbers game played using both hands.\I've come to resign from the club.\I wonder why people always have to clear their throats in a movie theatre just before the movie starts.\And so, what happened then -\Websy, Fecchan!\Have you seen Sasahara?\Sasahara? response:	Oh, I saw him going up the stairs to the roof.
context: TL note: Isse-no-se is a Japanese numbers game played using both hands.\I've come to resign from the club.\I wonder why people always have to clear their throats in a movie theatre just before the movie starts.\And so, what happened then -\Websy, Fecchan!\Have you seen Sasahara?\Sasahara?\Oh, I saw him going up the stairs to the roof. response:	Thanks!
context: I've come to resign from the club.\I wonder why people always have to clear their throats in a movie theatre just before the movie starts.\And so, what happened then -\Websy, Fecchan!\Have you seen Sasahara?\Sasahara?\Oh, I saw him going up the stairs to the roof.\Thanks! response:	Misato's got it tough so early in the day.
context: I wonder why people always have to clear their throats in a movie theatre just before the movie starts.\And so, what happened then -\Websy, Fecchan!\Have you seen Sasahara?\Sasahara?\Oh, I saw him going up the stairs to the roof.\Thanks!\Misato's got it tough so early in the day. response:	That's what you call youth.
context: And so, what happened then -\Websy, Fecchan!\Have you seen Sasahara?\Sasahara?\Oh, I saw him going up the stairs to the roof.\Thanks!\Misato's got it tough so early in the day.\That's what you call youth. response:	Should we go take a look?
context: Websy, Fecchan!\Have you seen Sasahara?\Sasahara?\Oh, I saw him going up the stairs to the roof.\Thanks!\Misato's got it tough so early in the day.\That's what you call youth.\Should we go take a look? response:	Well, it could be for that, you know...
context: Have you seen Sasahara?\Sasahara?\Oh, I saw him going up the stairs to the roof.\Thanks!\Misato's got it tough so early in the day.\That's what you call youth.\Should we go take a look?\Well, it could be for that, you know... response:	Oh.
context: Sasahara?\Oh, I saw him going up the stairs to the roof.\Thanks!\Misato's got it tough so early in the day.\That's what you call youth.\Should we go take a look?\Well, it could be for that, you know...\Oh. response:	Into the blue sky, leaving a cloud trail behind. Is it a right hand?
context: Oh, I saw him going up the stairs to the roof.\Thanks!\Misato's got it tough so early in the day.\That's what you call youth.\Should we go take a look?\Well, it could be for that, you know...\Oh.\Into the blue sky, leaving a cloud trail behind. Is it a right hand? response:	By Sasahara.
context: Thanks!\Misato's got it tough so early in the day.\That's what you call youth.\Should we go take a look?\Well, it could be for that, you know...\Oh.\Into the blue sky, leaving a cloud trail behind. Is it a right hand?\By Sasahara. response:	An excellent piece, isn't it?
context: Misato's got it tough so early in the day.\That's what you call youth.\Should we go take a look?\Well, it could be for that, you know...\Oh.\Into the blue sky, leaving a cloud trail behind. Is it a right hand?\By Sasahara.\An excellent piece, isn't it? response:	Hey, Sasahara!
context: That's what you call youth.\Should we go take a look?\Well, it could be for that, you know...\Oh.\Into the blue sky, leaving a cloud trail behind. Is it a right hand?\By Sasahara.\An excellent piece, isn't it?\Hey, Sasahara! response:	Do you have any idea what you've done?!
context: Should we go take a look?\Well, it could be for that, you know...\Oh.\Into the blue sky, leaving a cloud trail behind. Is it a right hand?\By Sasahara.\An excellent piece, isn't it?\Hey, Sasahara!\Do you have any idea what you've done?! response:	I was simply composing poetry on the rooftop...
context: Well, it could be for that, you know...\Oh.\Into the blue sky, leaving a cloud trail behind. Is it a right hand?\By Sasahara.\An excellent piece, isn't it?\Hey, Sasahara!\Do you have any idea what you've done?!\I was simply composing poetry on the rooftop... response:	Not that!
context: Oh.\Into the blue sky, leaving a cloud trail behind. Is it a right hand?\By Sasahara.\An excellent piece, isn't it?\Hey, Sasahara!\Do you have any idea what you've done?!\I was simply composing poetry on the rooftop...\Not that! response:	This! This thing here!
context: Into the blue sky, leaving a cloud trail behind. Is it a right hand?\By Sasahara.\An excellent piece, isn't it?\Hey, Sasahara!\Do you have any idea what you've done?!\I was simply composing poetry on the rooftop...\Not that!\This! This thing here! response:	Don't you recognise it?
context: By Sasahara.\An excellent piece, isn't it?\Hey, Sasahara!\Do you have any idea what you've done?!\I was simply composing poetry on the rooftop...\Not that!\This! This thing here!\Don't you recognise it? response:	That is mine, is it not?
context: An excellent piece, isn't it?\Hey, Sasahara!\Do you have any idea what you've done?!\I was simply composing poetry on the rooftop...\Not that!\This! This thing here!\Don't you recognise it?\That is mine, is it not? response:	Why do you have it, Tachibana Misato?
context: Hey, Sasahara!\Do you have any idea what you've done?!\I was simply composing poetry on the rooftop...\Not that!\This! This thing here!\Don't you recognise it?\That is mine, is it not?\Why do you have it, Tachibana Misato? response:	Don't get the wrong idea!
context: Do you have any idea what you've done?!\I was simply composing poetry on the rooftop...\Not that!\This! This thing here!\Don't you recognise it?\That is mine, is it not?\Why do you have it, Tachibana Misato?\Don't get the wrong idea! response:	You threw trash on the ground, so I picked it up for you!
context: I was simply composing poetry on the rooftop...\Not that!\This! This thing here!\Don't you recognise it?\That is mine, is it not?\Why do you have it, Tachibana Misato?\Don't get the wrong idea!\You threw trash on the ground, so I picked it up for you! response:	No, no, I did not throw it away.
context: Not that!\This! This thing here!\Don't you recognise it?\That is mine, is it not?\Why do you have it, Tachibana Misato?\Don't get the wrong idea!\You threw trash on the ground, so I picked it up for you!\No, no, I did not throw it away. response:	I simply dropped it without realising.
context: This! This thing here!\Don't you recognise it?\That is mine, is it not?\Why do you have it, Tachibana Misato?\Don't get the wrong idea!\You threw trash on the ground, so I picked it up for you!\No, no, I did not throw it away.\I simply dropped it without realising. response:	And this is not trash. It is a handkerch -
context: Don't you recognise it?\That is mine, is it not?\Why do you have it, Tachibana Misato?\Don't get the wrong idea!\You threw trash on the ground, so I picked it up for you!\No, no, I did not throw it away.\I simply dropped it without realising.\And this is not trash. It is a handkerch - response:	What?
context: That is mine, is it not?\Why do you have it, Tachibana Misato?\Don't get the wrong idea!\You threw trash on the ground, so I picked it up for you!\No, no, I did not throw it away.\I simply dropped it without realising.\And this is not trash. It is a handkerch -\What? response:	Isn't everything you own trash?
context: Why do you have it, Tachibana Misato?\Don't get the wrong idea!\You threw trash on the ground, so I picked it up for you!\No, no, I did not throw it away.\I simply dropped it without realising.\And this is not trash. It is a handkerch -\What?\Isn't everything you own trash? response:	How did you know I was the one who had dropped it?
context: Don't get the wrong idea!\You threw trash on the ground, so I picked it up for you!\No, no, I did not throw it away.\I simply dropped it without realising.\And this is not trash. It is a handkerch -\What?\Isn't everything you own trash?\How did you know I was the one who had dropped it? response:	Our homes should be in completely opposite directions.
context: You threw trash on the ground, so I picked it up for you!\No, no, I did not throw it away.\I simply dropped it without realising.\And this is not trash. It is a handkerch -\What?\Isn't everything you own trash?\How did you know I was the one who had dropped it?\Our homes should be in completely opposite directions. response:	And it has even been ironed...
context: No, no, I did not throw it away.\I simply dropped it without realising.\And this is not trash. It is a handkerch -\What?\Isn't everything you own trash?\How did you know I was the one who had dropped it?\Our homes should be in completely opposite directions.\And it has even been ironed... response:	A-Are you stupid?
context: I simply dropped it without realising.\And this is not trash. It is a handkerch -\What?\Isn't everything you own trash?\How did you know I was the one who had dropped it?\Our homes should be in completely opposite directions.\And it has even been ironed...\A-Are you stupid? response:	What would give you that idea?
context: And this is not trash. It is a handkerch -\What?\Isn't everything you own trash?\How did you know I was the one who had dropped it?\Our homes should be in completely opposite directions.\And it has even been ironed...\A-Are you stupid?\What would give you that idea? response:	I just happened to walk down that road while pondering the truth of the world!
context: What?\Isn't everything you own trash?\How did you know I was the one who had dropped it?\Our homes should be in completely opposite directions.\And it has even been ironed...\A-Are you stupid?\What would give you that idea?\I just happened to walk down that road while pondering the truth of the world! response:	Thank you for going to the trouble, Tachibana Misato.
context: Isn't everything you own trash?\How did you know I was the one who had dropped it?\Our homes should be in completely opposite directions.\And it has even been ironed...\A-Are you stupid?\What would give you that idea?\I just happened to walk down that road while pondering the truth of the world!\Thank you for going to the trouble, Tachibana Misato. response:	You drop things a lot in the morning, don't you?
context: How did you know I was the one who had dropped it?\Our homes should be in completely opposite directions.\And it has even been ironed...\A-Are you stupid?\What would give you that idea?\I just happened to walk down that road while pondering the truth of the world!\Thank you for going to the trouble, Tachibana Misato.\You drop things a lot in the morning, don't you? response:	I do not really notice it myself, but I wonder...
context: Our homes should be in completely opposite directions.\And it has even been ironed...\A-Are you stupid?\What would give you that idea?\I just happened to walk down that road while pondering the truth of the world!\Thank you for going to the trouble, Tachibana Misato.\You drop things a lot in the morning, don't you?\I do not really notice it myself, but I wonder... response:	You're polluting the town like that! It causes problems!
context: And it has even been ironed...\A-Are you stupid?\What would give you that idea?\I just happened to walk down that road while pondering the truth of the world!\Thank you for going to the trouble, Tachibana Misato.\You drop things a lot in the morning, don't you?\I do not really notice it myself, but I wonder...\You're polluting the town like that! It causes problems! response:	W-Well, I don't really mind picking that garbage up for you.
context: A-Are you stupid?\What would give you that idea?\I just happened to walk down that road while pondering the truth of the world!\Thank you for going to the trouble, Tachibana Misato.\You drop things a lot in the morning, don't you?\I do not really notice it myself, but I wonder...\You're polluting the town like that! It causes problems!\W-Well, I don't really mind picking that garbage up for you. response:	But don't misunderstand!
context: What would give you that idea?\I just happened to walk down that road while pondering the truth of the world!\Thank you for going to the trouble, Tachibana Misato.\You drop things a lot in the morning, don't you?\I do not really notice it myself, but I wonder...\You're polluting the town like that! It causes problems!\W-Well, I don't really mind picking that garbage up for you.\But don't misunderstand! response:	I'm just doing it out of a voluntary spirit!
context: I just happened to walk down that road while pondering the truth of the world!\Thank you for going to the trouble, Tachibana Misato.\You drop things a lot in the morning, don't you?\I do not really notice it myself, but I wonder...\You're polluting the town like that! It causes problems!\W-Well, I don't really mind picking that garbage up for you.\But don't misunderstand!\I'm just doing it out of a voluntary spirit! response:	Man, Misato is always like that, isn't she?
context: Thank you for going to the trouble, Tachibana Misato.\You drop things a lot in the morning, don't you?\I do not really notice it myself, but I wonder...\You're polluting the town like that! It causes problems!\W-Well, I don't really mind picking that garbage up for you.\But don't misunderstand!\I'm just doing it out of a voluntary spirit!\Man, Misato is always like that, isn't she? response:	Websy, what should we do with this?
context: You drop things a lot in the morning, don't you?\I do not really notice it myself, but I wonder...\You're polluting the town like that! It causes problems!\W-Well, I don't really mind picking that garbage up for you.\But don't misunderstand!\I'm just doing it out of a voluntary spirit!\Man, Misato is always like that, isn't she?\Websy, what should we do with this? response:	Wai - Why'd you take it with you?!
context: I do not really notice it myself, but I wonder...\You're polluting the town like that! It causes problems!\W-Well, I don't really mind picking that garbage up for you.\But don't misunderstand!\I'm just doing it out of a voluntary spirit!\Man, Misato is always like that, isn't she?\Websy, what should we do with this?\Wai - Why'd you take it with you?! response:	What should we do with this?
context: You're polluting the town like that! It causes problems!\W-Well, I don't really mind picking that garbage up for you.\But don't misunderstand!\I'm just doing it out of a voluntary spirit!\Man, Misato is always like that, isn't she?\Websy, what should we do with this?\Wai - Why'd you take it with you?!\What should we do with this? response:	Just leave it!
context: W-Well, I don't really mind picking that garbage up for you.\But don't misunderstand!\I'm just doing it out of a voluntary spirit!\Man, Misato is always like that, isn't she?\Websy, what should we do with this?\Wai - Why'd you take it with you?!\What should we do with this?\Just leave it! response:	But what should I do with it?
context: But don't misunderstand!\I'm just doing it out of a voluntary spirit!\Man, Misato is always like that, isn't she?\Websy, what should we do with this?\Wai - Why'd you take it with you?!\What should we do with this?\Just leave it!\But what should I do with it? response:	I told you: just leave it!
context: I'm just doing it out of a voluntary spirit!\Man, Misato is always like that, isn't she?\Websy, what should we do with this?\Wai - Why'd you take it with you?!\What should we do with this?\Just leave it!\But what should I do with it?\I told you: just leave it! response:	Things you think are cool!
context: Man, Misato is always like that, isn't she?\Websy, what should we do with this?\Wai - Why'd you take it with you?!\What should we do with this?\Just leave it!\But what should I do with it?\I told you: just leave it!\Things you think are cool! response:	Super-car Bicycle!
context: Websy, what should we do with this?\Wai - Why'd you take it with you?!\What should we do with this?\Just leave it!\But what should I do with it?\I told you: just leave it!\Things you think are cool!\Super-car Bicycle! response:	I give up.
context: Wai - Why'd you take it with you?!\What should we do with this?\Just leave it!\But what should I do with it?\I told you: just leave it!\Things you think are cool!\Super-car Bicycle!\I give up. response:	No help...
context: What should we do with this?\Just leave it!\But what should I do with it?\I told you: just leave it!\Things you think are cool!\Super-car Bicycle!\I give up.\No help... response:	There is no God or Buddha.
context: Just leave it!\But what should I do with it?\I told you: just leave it!\Things you think are cool!\Super-car Bicycle!\I give up.\No help...\There is no God or Buddha. response:	Yesterday...
context: But what should I do with it?\I told you: just leave it!\Things you think are cool!\Super-car Bicycle!\I give up.\No help...\There is no God or Buddha.\Yesterday... response:	Tonkatsu?
context: I told you: just leave it!\Things you think are cool!\Super-car Bicycle!\I give up.\No help...\There is no God or Buddha.\Yesterday...\Tonkatsu? response:	TL note: Tonkatsu is deep-fried pork.
context: Things you think are cool!\Super-car Bicycle!\I give up.\No help...\There is no God or Buddha.\Yesterday...\Tonkatsu?\TL note: Tonkatsu is deep-fried pork. response:	Well, whatever.
context: Super-car Bicycle!\I give up.\No help...\There is no God or Buddha.\Yesterday...\Tonkatsu?\TL note: Tonkatsu is deep-fried pork.\Well, whatever. response:	Huh?
context: I give up.\No help...\There is no God or Buddha.\Yesterday...\Tonkatsu?\TL note: Tonkatsu is deep-fried pork.\Well, whatever.\Huh? response:	How long... have we been here?
context: No help...\There is no God or Buddha.\Yesterday...\Tonkatsu?\TL note: Tonkatsu is deep-fried pork.\Well, whatever.\Huh?\How long... have we been here? response:	I think... I just fell asleep.
context: There is no God or Buddha.\Yesterday...\Tonkatsu?\TL note: Tonkatsu is deep-fried pork.\Well, whatever.\Huh?\How long... have we been here?\I think... I just fell asleep. response:	Well, whatever.
context: Yesterday...\Tonkatsu?\TL note: Tonkatsu is deep-fried pork.\Well, whatever.\Huh?\How long... have we been here?\I think... I just fell asleep.\Well, whatever. response:	Wanna play... shiritori or something?
context: Tonkatsu?\TL note: Tonkatsu is deep-fried pork.\Well, whatever.\Huh?\How long... have we been here?\I think... I just fell asleep.\Well, whatever.\Wanna play... shiritori or something? response:	Orange.
context: TL note: Tonkatsu is deep-fried pork.\Well, whatever.\Huh?\How long... have we been here?\I think... I just fell asleep.\Well, whatever.\Wanna play... shiritori or something?\Orange. response:	Oh, sorry.
context: Well, whatever.\Huh?\How long... have we been here?\I think... I just fell asleep.\Well, whatever.\Wanna play... shiritori or something?\Orange.\Oh, sorry. response:	Say it again.
context: Huh?\How long... have we been here?\I think... I just fell asleep.\Well, whatever.\Wanna play... shiritori or something?\Orange.\Oh, sorry.\Say it again. response:	What was it?
