context: There's something I've felt since I first met you. response:	You give me a really nostalgic feeling, somehow.
context: At least knock, will you?\Where's Rabura?\She left early this morning.\She said she had an urgent request for an exorcism.\The number you have dialed\Damn!\Wh-What'd you do that for?!\I thought I'd make a proper ghostly appearance for once. response:	So, any leads?
context: Where's Rabura?\She left early this morning.\She said she had an urgent request for an exorcism.\The number you have dialed\Damn!\Wh-What'd you do that for?!\I thought I'd make a proper ghostly appearance for once.\So, any leads? response:	I spent all day going around universities and research labs,
context: She left early this morning.\She said she had an urgent request for an exorcism.\The number you have dialed\Damn!\Wh-What'd you do that for?!\I thought I'd make a proper ghostly appearance for once.\So, any leads?\I spent all day going around universities and research labs, response:	talking to physicists and space engineering specialists and stuff.
context: She said she had an urgent request for an exorcism.\The number you have dialed\Damn!\Wh-What'd you do that for?!\I thought I'd make a proper ghostly appearance for once.\So, any leads?\I spent all day going around universities and research labs,\talking to physicists and space engineering specialists and stuff. response:	And they all said...
context: The number you have dialed\Damn!\Wh-What'd you do that for?!\I thought I'd make a proper ghostly appearance for once.\So, any leads?\I spent all day going around universities and research labs,\talking to physicists and space engineering specialists and stuff.\And they all said... response:	Foolish.
context: Damn!\Wh-What'd you do that for?!\I thought I'd make a proper ghostly appearance for once.\So, any leads?\I spent all day going around universities and research labs,\talking to physicists and space engineering specialists and stuff.\And they all said...\Foolish. response:	That's nonsense.
context: Wh-What'd you do that for?!\I thought I'd make a proper ghostly appearance for once.\So, any leads?\I spent all day going around universities and research labs,\talking to physicists and space engineering specialists and stuff.\And they all said...\Foolish.\That's nonsense. response:	There's no way you can stop it with nuclear weapons.
context: I thought I'd make a proper ghostly appearance for once.\So, any leads?\I spent all day going around universities and research labs,\talking to physicists and space engineering specialists and stuff.\And they all said...\Foolish.\That's nonsense.\There's no way you can stop it with nuclear weapons. response:	But don't worry.
context: So, any leads?\I spent all day going around universities and research labs,\talking to physicists and space engineering specialists and stuff.\And they all said...\Foolish.\That's nonsense.\There's no way you can stop it with nuclear weapons.\But don't worry. response:	The chances of that asteroid hitting Earth are slim to none.
context: I spent all day going around universities and research labs,\talking to physicists and space engineering specialists and stuff.\And they all said...\Foolish.\That's nonsense.\There's no way you can stop it with nuclear weapons.\But don't worry.\The chances of that asteroid hitting Earth are slim to none. response:	In other words, Gliese was lying.
context: talking to physicists and space engineering specialists and stuff.\And they all said...\Foolish.\That's nonsense.\There's no way you can stop it with nuclear weapons.\But don't worry.\The chances of that asteroid hitting Earth are slim to none.\In other words, Gliese was lying. response:	She must've been crazy to believe everything that sketchy guy said.
context: And they all said...\Foolish.\That's nonsense.\There's no way you can stop it with nuclear weapons.\But don't worry.\The chances of that asteroid hitting Earth are slim to none.\In other words, Gliese was lying.\She must've been crazy to believe everything that sketchy guy said. response:	Then that thing about him being from the U.S. Department of Defense's intelligence bureau?
context: Foolish.\That's nonsense.\There's no way you can stop it with nuclear weapons.\But don't worry.\The chances of that asteroid hitting Earth are slim to none.\In other words, Gliese was lying.\She must've been crazy to believe everything that sketchy guy said.\Then that thing about him being from the U.S. Department of Defense's intelligence bureau? response:	He probably made it up.
context: That's nonsense.\There's no way you can stop it with nuclear weapons.\But don't worry.\The chances of that asteroid hitting Earth are slim to none.\In other words, Gliese was lying.\She must've been crazy to believe everything that sketchy guy said.\Then that thing about him being from the U.S. Department of Defense's intelligence bureau?\He probably made it up. response:	Anyway, tomorrow's the big day.
context: There's no way you can stop it with nuclear weapons.\But don't worry.\The chances of that asteroid hitting Earth are slim to none.\In other words, Gliese was lying.\She must've been crazy to believe everything that sketchy guy said.\Then that thing about him being from the U.S. Department of Defense's intelligence bureau?\He probably made it up.\Anyway, tomorrow's the big day. response:	Gliese visits, Miya Ken attacks.
context: But don't worry.\The chances of that asteroid hitting Earth are slim to none.\In other words, Gliese was lying.\She must've been crazy to believe everything that sketchy guy said.\Then that thing about him being from the U.S. Department of Defense's intelligence bureau?\He probably made it up.\Anyway, tomorrow's the big day.\Gliese visits, Miya Ken attacks. response:	I finally understand
context: The chances of that asteroid hitting Earth are slim to none.\In other words, Gliese was lying.\She must've been crazy to believe everything that sketchy guy said.\Then that thing about him being from the U.S. Department of Defense's intelligence bureau?\He probably made it up.\Anyway, tomorrow's the big day.\Gliese visits, Miya Ken attacks.\I finally understand response:	why Miya Ken attacked Gliese.
context: In other words, Gliese was lying.\She must've been crazy to believe everything that sketchy guy said.\Then that thing about him being from the U.S. Department of Defense's intelligence bureau?\He probably made it up.\Anyway, tomorrow's the big day.\Gliese visits, Miya Ken attacks.\I finally understand\why Miya Ken attacked Gliese. response:	Wait a second.
context: She must've been crazy to believe everything that sketchy guy said.\Then that thing about him being from the U.S. Department of Defense's intelligence bureau?\He probably made it up.\Anyway, tomorrow's the big day.\Gliese visits, Miya Ken attacks.\I finally understand\why Miya Ken attacked Gliese.\Wait a second. response:	Could it be...
context: Then that thing about him being from the U.S. Department of Defense's intelligence bureau?\He probably made it up.\Anyway, tomorrow's the big day.\Gliese visits, Miya Ken attacks.\I finally understand\why Miya Ken attacked Gliese.\Wait a second.\Could it be... response:	Shoot, I have to go!
context: He probably made it up.\Anyway, tomorrow's the big day.\Gliese visits, Miya Ken attacks.\I finally understand\why Miya Ken attacked Gliese.\Wait a second.\Could it be...\Shoot, I have to go! response:	We'll continue tomorrow.
context: Anyway, tomorrow's the big day.\Gliese visits, Miya Ken attacks.\I finally understand\why Miya Ken attacked Gliese.\Wait a second.\Could it be...\Shoot, I have to go!\We'll continue tomorrow. response:	Bye!
context: Gliese visits, Miya Ken attacks.\I finally understand\why Miya Ken attacked Gliese.\Wait a second.\Could it be...\Shoot, I have to go!\We'll continue tomorrow.\Bye! response:	What's up with him?
context: I finally understand\why Miya Ken attacked Gliese.\Wait a second.\Could it be...\Shoot, I have to go!\We'll continue tomorrow.\Bye!\What's up with him? response:	Why are you dressed like that?!
context: why Miya Ken attacked Gliese.\Wait a second.\Could it be...\Shoot, I have to go!\We'll continue tomorrow.\Bye!\What's up with him?\Why are you dressed like that?! response:	I'm a little under the weather.
context: Wait a second.\Could it be...\Shoot, I have to go!\We'll continue tomorrow.\Bye!\What's up with him?\Why are you dressed like that?!\I'm a little under the weather. response:	I feel so hot, it's like I'm suffocating.
context: Could it be...\Shoot, I have to go!\We'll continue tomorrow.\Bye!\What's up with him?\Why are you dressed like that?!\I'm a little under the weather.\I feel so hot, it's like I'm suffocating. response:	My cooling unit's been acting weird since that guy hit me.
context: Shoot, I have to go!\We'll continue tomorrow.\Bye!\What's up with him?\Why are you dressed like that?!\I'm a little under the weather.\I feel so hot, it's like I'm suffocating.\My cooling unit's been acting weird since that guy hit me. response:	Give me a break, would you?!
context: We'll continue tomorrow.\Bye!\What's up with him?\Why are you dressed like that?!\I'm a little under the weather.\I feel so hot, it's like I'm suffocating.\My cooling unit's been acting weird since that guy hit me.\Give me a break, would you?! response:	What's the problem? We're both girls.
context: Bye!\What's up with him?\Why are you dressed like that?!\I'm a little under the weather.\I feel so hot, it's like I'm suffocating.\My cooling unit's been acting weird since that guy hit me.\Give me a break, would you?!\What's the problem? We're both girls. response:	I'm a guy!
context: What's up with him?\Why are you dressed like that?!\I'm a little under the weather.\I feel so hot, it's like I'm suffocating.\My cooling unit's been acting weird since that guy hit me.\Give me a break, would you?!\What's the problem? We're both girls.\I'm a guy! response:	Sure, sure.
context: Why are you dressed like that?!\I'm a little under the weather.\I feel so hot, it's like I'm suffocating.\My cooling unit's been acting weird since that guy hit me.\Give me a break, would you?!\What's the problem? We're both girls.\I'm a guy!\Sure, sure. response:	I am!
context: I'm a little under the weather.\I feel so hot, it's like I'm suffocating.\My cooling unit's been acting weird since that guy hit me.\Give me a break, would you?!\What's the problem? We're both girls.\I'm a guy!\Sure, sure.\I am! response:	Never mind, just put this on!
context: I feel so hot, it's like I'm suffocating.\My cooling unit's been acting weird since that guy hit me.\Give me a break, would you?!\What's the problem? We're both girls.\I'm a guy!\Sure, sure.\I am!\Never mind, just put this on! response:	What the heck...
context: My cooling unit's been acting weird since that guy hit me.\Give me a break, would you?!\What's the problem? We're both girls.\I'm a guy!\Sure, sure.\I am!\Never mind, just put this on!\What the heck... response:	Okay, it's on.
context: Give me a break, would you?!\What's the problem? We're both girls.\I'm a guy!\Sure, sure.\I am!\Never mind, just put this on!\What the heck...\Okay, it's on. response:	That's even hotter!
context: What's the problem? We're both girls.\I'm a guy!\Sure, sure.\I am!\Never mind, just put this on!\What the heck...\Okay, it's on.\That's even hotter! response:	Is this better?
context: I'm a guy!\Sure, sure.\I am!\Never mind, just put this on!\What the heck...\Okay, it's on.\That's even hotter!\Is this better? response:	So, what do you want?
context: Sure, sure.\I am!\Never mind, just put this on!\What the heck...\Okay, it's on.\That's even hotter!\Is this better?\So, what do you want? response:	What do I...
context: I am!\Never mind, just put this on!\What the heck...\Okay, it's on.\That's even hotter!\Is this better?\So, what do you want?\What do I... response:	You were the one who called me.
context: Never mind, just put this on!\What the heck...\Okay, it's on.\That's even hotter!\Is this better?\So, what do you want?\What do I...\You were the one who called me. response:	You wanted to talk about Narugino.
context: What the heck...\Okay, it's on.\That's even hotter!\Is this better?\So, what do you want?\What do I...\You were the one who called me.\You wanted to talk about Narugino. response:	She collapsed last night.
context: Okay, it's on.\That's even hotter!\Is this better?\So, what do you want?\What do I...\You were the one who called me.\You wanted to talk about Narugino.\She collapsed last night. response:	On the rooftop, after the party.
context: That's even hotter!\Is this better?\So, what do you want?\What do I...\You were the one who called me.\You wanted to talk about Narugino.\She collapsed last night.\On the rooftop, after the party. response:	It was one of those attacks.
context: Is this better?\So, what do you want?\What do I...\You were the one who called me.\You wanted to talk about Narugino.\She collapsed last night.\On the rooftop, after the party.\It was one of those attacks. response:	It seems like she's having them more often lately.
context: So, what do you want?\What do I...\You were the one who called me.\You wanted to talk about Narugino.\She collapsed last night.\On the rooftop, after the party.\It was one of those attacks.\It seems like she's having them more often lately. response:	I think she might be getting a lot worse.
context: What do I...\You were the one who called me.\You wanted to talk about Narugino.\She collapsed last night.\On the rooftop, after the party.\It was one of those attacks.\It seems like she's having them more often lately.\I think she might be getting a lot worse. response:	You heard from Narugino, huh?
context: You were the one who called me.\You wanted to talk about Narugino.\She collapsed last night.\On the rooftop, after the party.\It was one of those attacks.\It seems like she's having them more often lately.\I think she might be getting a lot worse.\You heard from Narugino, huh? response:	Hey, Meika,
context: You wanted to talk about Narugino.\She collapsed last night.\On the rooftop, after the party.\It was one of those attacks.\It seems like she's having them more often lately.\I think she might be getting a lot worse.\You heard from Narugino, huh?\Hey, Meika, response:	can you give her a physical checkup as soon as possible?
context: She collapsed last night.\On the rooftop, after the party.\It was one of those attacks.\It seems like she's having them more often lately.\I think she might be getting a lot worse.\You heard from Narugino, huh?\Hey, Meika,\can you give her a physical checkup as soon as possible? response:	I want to know how she's doing right now.
context: On the rooftop, after the party.\It was one of those attacks.\It seems like she's having them more often lately.\I think she might be getting a lot worse.\You heard from Narugino, huh?\Hey, Meika,\can you give her a physical checkup as soon as possible?\I want to know how she's doing right now. response:	All right.
context: It was one of those attacks.\It seems like she's having them more often lately.\I think she might be getting a lot worse.\You heard from Narugino, huh?\Hey, Meika,\can you give her a physical checkup as soon as possible?\I want to know how she's doing right now.\All right. response:	Shouro Meiko.
context: It seems like she's having them more often lately.\I think she might be getting a lot worse.\You heard from Narugino, huh?\Hey, Meika,\can you give her a physical checkup as soon as possible?\I want to know how she's doing right now.\All right.\Shouro Meiko. response:	December 27, 8:40.
context: I think she might be getting a lot worse.\You heard from Narugino, huh?\Hey, Meika,\can you give her a physical checkup as soon as possible?\I want to know how she's doing right now.\All right.\Shouro Meiko.\December 27, 8:40. response:	I'm back!
context: You heard from Narugino, huh?\Hey, Meika,\can you give her a physical checkup as soon as possible?\I want to know how she's doing right now.\All right.\Shouro Meiko.\December 27, 8:40.\I'm back! response:	I just got home from Utapiro with Moena and the others.
context: Hey, Meika,\can you give her a physical checkup as soon as possible?\I want to know how she's doing right now.\All right.\Shouro Meiko.\December 27, 8:40.\I'm back!\I just got home from Utapiro with Moena and the others. response:	All-night karaoke is so exhausting.
context: can you give her a physical checkup as soon as possible?\I want to know how she's doing right now.\All right.\Shouro Meiko.\December 27, 8:40.\I'm back!\I just got home from Utapiro with Moena and the others.\All-night karaoke is so exhausting. response:	I'm getting old.
context: I want to know how she's doing right now.\All right.\Shouro Meiko.\December 27, 8:40.\I'm back!\I just got home from Utapiro with Moena and the others.\All-night karaoke is so exhausting.\I'm getting old. response:	Looks like she's not dead yet, at least.
context: All right.\Shouro Meiko.\December 27, 8:40.\I'm back!\I just got home from Utapiro with Moena and the others.\All-night karaoke is so exhausting.\I'm getting old.\Looks like she's not dead yet, at least. response:	In the other history,
context: Shouro Meiko.\December 27, 8:40.\I'm back!\I just got home from Utapiro with Moena and the others.\All-night karaoke is so exhausting.\I'm getting old.\Looks like she's not dead yet, at least.\In the other history, response:	it was early this morning that Meiko's body was found.
context: December 27, 8:40.\I'm back!\I just got home from Utapiro with Moena and the others.\All-night karaoke is so exhausting.\I'm getting old.\Looks like she's not dead yet, at least.\In the other history,\it was early this morning that Meiko's body was found. response:	But I broke Tomoda's limbs, so now...
context: I'm back!\I just got home from Utapiro with Moena and the others.\All-night karaoke is so exhausting.\I'm getting old.\Looks like she's not dead yet, at least.\In the other history,\it was early this morning that Meiko's body was found.\But I broke Tomoda's limbs, so now... response:	Did I scare you?
context: I just got home from Utapiro with Moena and the others.\All-night karaoke is so exhausting.\I'm getting old.\Looks like she's not dead yet, at least.\In the other history,\it was early this morning that Meiko's body was found.\But I broke Tomoda's limbs, so now...\Did I scare you? response:	What do you want?
context: All-night karaoke is so exhausting.\I'm getting old.\Looks like she's not dead yet, at least.\In the other history,\it was early this morning that Meiko's body was found.\But I broke Tomoda's limbs, so now...\Did I scare you?\What do you want? response:	To continue where we left off yesterday.
context: I'm getting old.\Looks like she's not dead yet, at least.\In the other history,\it was early this morning that Meiko's body was found.\But I broke Tomoda's limbs, so now...\Did I scare you?\What do you want?\To continue where we left off yesterday. response:	About Gliese.
context: Looks like she's not dead yet, at least.\In the other history,\it was early this morning that Meiko's body was found.\But I broke Tomoda's limbs, so now...\Did I scare you?\What do you want?\To continue where we left off yesterday.\About Gliese. response:	And?
context: In the other history,\it was early this morning that Meiko's body was found.\But I broke Tomoda's limbs, so now...\Did I scare you?\What do you want?\To continue where we left off yesterday.\About Gliese.\And? response:	You're not thinking about beating up Gliese or anything, are you?
context: it was early this morning that Meiko's body was found.\But I broke Tomoda's limbs, so now...\Did I scare you?\What do you want?\To continue where we left off yesterday.\About Gliese.\And?\You're not thinking about beating up Gliese or anything, are you? response:	I knew it.
context: But I broke Tomoda's limbs, so now...\Did I scare you?\What do you want?\To continue where we left off yesterday.\About Gliese.\And?\You're not thinking about beating up Gliese or anything, are you?\I knew it. response:	Just so you know, I won't let you get away with it.
context: Did I scare you?\What do you want?\To continue where we left off yesterday.\About Gliese.\And?\You're not thinking about beating up Gliese or anything, are you?\I knew it.\Just so you know, I won't let you get away with it. response:	Why not?
context: What do you want?\To continue where we left off yesterday.\About Gliese.\And?\You're not thinking about beating up Gliese or anything, are you?\I knew it.\Just so you know, I won't let you get away with it.\Why not? response:	Is your head a vacuum?
context: To continue where we left off yesterday.\About Gliese.\And?\You're not thinking about beating up Gliese or anything, are you?\I knew it.\Just so you know, I won't let you get away with it.\Why not?\Is your head a vacuum? response:	Because it'll change history, of course!
context: About Gliese.\And?\You're not thinking about beating up Gliese or anything, are you?\I knew it.\Just so you know, I won't let you get away with it.\Why not?\Is your head a vacuum?\Because it'll change history, of course! response:	You have to get beaten up by Rabura,
context: And?\You're not thinking about beating up Gliese or anything, are you?\I knew it.\Just so you know, I won't let you get away with it.\Why not?\Is your head a vacuum?\Because it'll change history, of course!\You have to get beaten up by Rabura, response:	or the history where everyone gets into a fight won't happen.
context: You're not thinking about beating up Gliese or anything, are you?\I knew it.\Just so you know, I won't let you get away with it.\Why not?\Is your head a vacuum?\Because it'll change history, of course!\You have to get beaten up by Rabura,\or the history where everyone gets into a fight won't happen. response:	A bond without pain isn't a bond.
context: I knew it.\Just so you know, I won't let you get away with it.\Why not?\Is your head a vacuum?\Because it'll change history, of course!\You have to get beaten up by Rabura,\or the history where everyone gets into a fight won't happen.\A bond without pain isn't a bond. response:	The more you make amends, the stronger your ties become.
context: Just so you know, I won't let you get away with it.\Why not?\Is your head a vacuum?\Because it'll change history, of course!\You have to get beaten up by Rabura,\or the history where everyone gets into a fight won't happen.\A bond without pain isn't a bond.\The more you make amends, the stronger your ties become. response:	So you're saying it's important that they make up after fighting.
context: Why not?\Is your head a vacuum?\Because it'll change history, of course!\You have to get beaten up by Rabura,\or the history where everyone gets into a fight won't happen.\A bond without pain isn't a bond.\The more you make amends, the stronger your ties become.\So you're saying it's important that they make up after fighting. response:	I told you,
context: Is your head a vacuum?\Because it'll change history, of course!\You have to get beaten up by Rabura,\or the history where everyone gets into a fight won't happen.\A bond without pain isn't a bond.\The more you make amends, the stronger your ties become.\So you're saying it's important that they make up after fighting.\I told you, response:	the cooperation of the tenants is
context: Because it'll change history, of course!\You have to get beaten up by Rabura,\or the history where everyone gets into a fight won't happen.\A bond without pain isn't a bond.\The more you make amends, the stronger your ties become.\So you're saying it's important that they make up after fighting.\I told you,\the cooperation of the tenants is response:	vital to the success of the Human Preservation Project.
context: You have to get beaten up by Rabura,\or the history where everyone gets into a fight won't happen.\A bond without pain isn't a bond.\The more you make amends, the stronger your ties become.\So you're saying it's important that they make up after fighting.\I told you,\the cooperation of the tenants is\vital to the success of the Human Preservation Project. response:	Are you telling me to just let Gliese go, then?!
context: or the history where everyone gets into a fight won't happen.\A bond without pain isn't a bond.\The more you make amends, the stronger your ties become.\So you're saying it's important that they make up after fighting.\I told you,\the cooperation of the tenants is\vital to the success of the Human Preservation Project.\Are you telling me to just let Gliese go, then?! response:	Exactly!
context: A bond without pain isn't a bond.\The more you make amends, the stronger your ties become.\So you're saying it's important that they make up after fighting.\I told you,\the cooperation of the tenants is\vital to the success of the Human Preservation Project.\Are you telling me to just let Gliese go, then?!\Exactly! response:	The critical moment comes tomorrow morning at 4 AM.
context: The more you make amends, the stronger your ties become.\So you're saying it's important that they make up after fighting.\I told you,\the cooperation of the tenants is\vital to the success of the Human Preservation Project.\Are you telling me to just let Gliese go, then?!\Exactly!\The critical moment comes tomorrow morning at 4 AM. response:	That's the moment of truth.
context: So you're saying it's important that they make up after fighting.\I told you,\the cooperation of the tenants is\vital to the success of the Human Preservation Project.\Are you telling me to just let Gliese go, then?!\Exactly!\The critical moment comes tomorrow morning at 4 AM.\That's the moment of truth. response:	So you need to do as I say until then.
context: I told you,\the cooperation of the tenants is\vital to the success of the Human Preservation Project.\Are you telling me to just let Gliese go, then?!\Exactly!\The critical moment comes tomorrow morning at 4 AM.\That's the moment of truth.\So you need to do as I say until then. response:	Gliese visits Miya Ken attacks
context: the cooperation of the tenants is\vital to the success of the Human Preservation Project.\Are you telling me to just let Gliese go, then?!\Exactly!\The critical moment comes tomorrow morning at 4 AM.\That's the moment of truth.\So you need to do as I say until then.\Gliese visits Miya Ken attacks response:	Got it?
context: vital to the success of the Human Preservation Project.\Are you telling me to just let Gliese go, then?!\Exactly!\The critical moment comes tomorrow morning at 4 AM.\That's the moment of truth.\So you need to do as I say until then.\Gliese visits Miya Ken attacks\Got it? response:	I see. So that's what this is.
context: Are you telling me to just let Gliese go, then?!\Exactly!\The critical moment comes tomorrow morning at 4 AM.\That's the moment of truth.\So you need to do as I say until then.\Gliese visits Miya Ken attacks\Got it?\I see. So that's what this is. response:	You tried to use me.
context: Exactly!\The critical moment comes tomorrow morning at 4 AM.\That's the moment of truth.\So you need to do as I say until then.\Gliese visits Miya Ken attacks\Got it?\I see. So that's what this is.\You tried to use me. response:	You thought you could get to Meika by getting close to me!
context: The critical moment comes tomorrow morning at 4 AM.\That's the moment of truth.\So you need to do as I say until then.\Gliese visits Miya Ken attacks\Got it?\I see. So that's what this is.\You tried to use me.\You thought you could get to Meika by getting close to me! response:	Is that right?!
context: That's the moment of truth.\So you need to do as I say until then.\Gliese visits Miya Ken attacks\Got it?\I see. So that's what this is.\You tried to use me.\You thought you could get to Meika by getting close to me!\Is that right?! response:	Rabura-san, please don't misunderstand.
context: So you need to do as I say until then.\Gliese visits Miya Ken attacks\Got it?\I see. So that's what this is.\You tried to use me.\You thought you could get to Meika by getting close to me!\Is that right?!\Rabura-san, please don't misunderstand. response:	It's just about time.
context: Gliese visits Miya Ken attacks\Got it?\I see. So that's what this is.\You tried to use me.\You thought you could get to Meika by getting close to me!\Is that right?!\Rabura-san, please don't misunderstand.\It's just about time. response:	It's true that I was attracted to you
context: Got it?\I see. So that's what this is.\You tried to use me.\You thought you could get to Meika by getting close to me!\Is that right?!\Rabura-san, please don't misunderstand.\It's just about time.\It's true that I was attracted to you response:	Don't lie to me!
context: I see. So that's what this is.\You tried to use me.\You thought you could get to Meika by getting close to me!\Is that right?!\Rabura-san, please don't misunderstand.\It's just about time.\It's true that I was attracted to you\Don't lie to me! response:	You wanted to make me happy, my ass!
context: You tried to use me.\You thought you could get to Meika by getting close to me!\Is that right?!\Rabura-san, please don't misunderstand.\It's just about time.\It's true that I was attracted to you\Don't lie to me!\You wanted to make me happy, my ass! response:	There!
context: You thought you could get to Meika by getting close to me!\Is that right?!\Rabura-san, please don't misunderstand.\It's just about time.\It's true that I was attracted to you\Don't lie to me!\You wanted to make me happy, my ass!\There! response:	Don't give me that crap!
context: Is that right?!\Rabura-san, please don't misunderstand.\It's just about time.\It's true that I was attracted to you\Don't lie to me!\You wanted to make me happy, my ass!\There!\Don't give me that crap! response:	He certainly is full of it.
context: Rabura-san, please don't misunderstand.\It's just about time.\It's true that I was attracted to you\Don't lie to me!\You wanted to make me happy, my ass!\There!\Don't give me that crap!\He certainly is full of it. response:	Wh-Who are you?
context: It's just about time.\It's true that I was attracted to you\Don't lie to me!\You wanted to make me happy, my ass!\There!\Don't give me that crap!\He certainly is full of it.\Wh-Who are you? response:	I have a little something to say to you.
context: It's true that I was attracted to you\Don't lie to me!\You wanted to make me happy, my ass!\There!\Don't give me that crap!\He certainly is full of it.\Wh-Who are you?\I have a little something to say to you. response:	To me?
context: Don't lie to me!\You wanted to make me happy, my ass!\There!\Don't give me that crap!\He certainly is full of it.\Wh-Who are you?\I have a little something to say to you.\To me? response:	Is there atmosphere in space?
context: You wanted to make me happy, my ass!\There!\Don't give me that crap!\He certainly is full of it.\Wh-Who are you?\I have a little something to say to you.\To me?\Is there atmosphere in space? response:	I'd love to hear your thoughts on that matter.
context: There!\Don't give me that crap!\He certainly is full of it.\Wh-Who are you?\I have a little something to say to you.\To me?\Is there atmosphere in space?\I'd love to hear your thoughts on that matter. response:	You're not getting away!
context: Don't give me that crap!\He certainly is full of it.\Wh-Who are you?\I have a little something to say to you.\To me?\Is there atmosphere in space?\I'd love to hear your thoughts on that matter.\You're not getting away! response:	Special attack, Clam Bomb
context: He certainly is full of it.\Wh-Who are you?\I have a little something to say to you.\To me?\Is there atmosphere in space?\I'd love to hear your thoughts on that matter.\You're not getting away!\Special attack, Clam Bomb response:	Wait, is it really okay if I give him a flying kick?
context: Wh-Who are you?\I have a little something to say to you.\To me?\Is there atmosphere in space?\I'd love to hear your thoughts on that matter.\You're not getting away!\Special attack, Clam Bomb\Wait, is it really okay if I give him a flying kick? response:	In order not to change history, I have to kick him into the pond
context: I have a little something to say to you.\To me?\Is there atmosphere in space?\I'd love to hear your thoughts on that matter.\You're not getting away!\Special attack, Clam Bomb\Wait, is it really okay if I give him a flying kick?\In order not to change history, I have to kick him into the pond response:	and make everyone get into a fight.
context: To me?\Is there atmosphere in space?\I'd love to hear your thoughts on that matter.\You're not getting away!\Special attack, Clam Bomb\Wait, is it really okay if I give him a flying kick?\In order not to change history, I have to kick him into the pond\and make everyone get into a fight. response:	But then, he'll...
context: Is there atmosphere in space?\I'd love to hear your thoughts on that matter.\You're not getting away!\Special attack, Clam Bomb\Wait, is it really okay if I give him a flying kick?\In order not to change history, I have to kick him into the pond\and make everyone get into a fight.\But then, he'll... response:	I can't.
context: I'd love to hear your thoughts on that matter.\You're not getting away!\Special attack, Clam Bomb\Wait, is it really okay if I give him a flying kick?\In order not to change history, I have to kick him into the pond\and make everyone get into a fight.\But then, he'll...\I can't. response:	I can't do it.
context: You're not getting away!\Special attack, Clam Bomb\Wait, is it really okay if I give him a flying kick?\In order not to change history, I have to kick him into the pond\and make everyone get into a fight.\But then, he'll...\I can't.\I can't do it. response:	There's someone in front of me who knows the truth.
context: Special attack, Clam Bomb\Wait, is it really okay if I give him a flying kick?\In order not to change history, I have to kick him into the pond\and make everyone get into a fight.\But then, he'll...\I can't.\I can't do it.\There's someone in front of me who knows the truth. response:	I can't just let him get away.
context: Wait, is it really okay if I give him a flying kick?\In order not to change history, I have to kick him into the pond\and make everyone get into a fight.\But then, he'll...\I can't.\I can't do it.\There's someone in front of me who knows the truth.\I can't just let him get away. response:	Just wait. I'll catch up to you!
context: In order not to change history, I have to kick him into the pond\and make everyone get into a fight.\But then, he'll...\I can't.\I can't do it.\There's someone in front of me who knows the truth.\I can't just let him get away.\Just wait. I'll catch up to you! response:	There!
context: and make everyone get into a fight.\But then, he'll...\I can't.\I can't do it.\There's someone in front of me who knows the truth.\I can't just let him get away.\Just wait. I'll catch up to you!\There! response:	Panties!
context: But then, he'll...\I can't.\I can't do it.\There's someone in front of me who knows the truth.\I can't just let him get away.\Just wait. I'll catch up to you!\There!\Panties! response:	You got me.
context: I can't.\I can't do it.\There's someone in front of me who knows the truth.\I can't just let him get away.\Just wait. I'll catch up to you!\There!\Panties!\You got me. response:	I seem to have broken a few ribs after slamming into this rock.
context: I can't do it.\There's someone in front of me who knows the truth.\I can't just let him get away.\Just wait. I'll catch up to you!\There!\Panties!\You got me.\I seem to have broken a few ribs after slamming into this rock. response:	It'll be your fingers next if you don't answer my questions.
context: There's someone in front of me who knows the truth.\I can't just let him get away.\Just wait. I'll catch up to you!\There!\Panties!\You got me.\I seem to have broken a few ribs after slamming into this rock.\It'll be your fingers next if you don't answer my questions. response:	Just what do you want to know?
context: I can't just let him get away.\Just wait. I'll catch up to you!\There!\Panties!\You got me.\I seem to have broken a few ribs after slamming into this rock.\It'll be your fingers next if you don't answer my questions.\Just what do you want to know? response:	First, who are you?
context: Just wait. I'll catch up to you!\There!\Panties!\You got me.\I seem to have broken a few ribs after slamming into this rock.\It'll be your fingers next if you don't answer my questions.\Just what do you want to know?\First, who are you? response:	I'm from the U.S. Department of Defense...
context: There!\Panties!\You got me.\I seem to have broken a few ribs after slamming into this rock.\It'll be your fingers next if you don't answer my questions.\Just what do you want to know?\First, who are you?\I'm from the U.S. Department of Defense... response:	Lie again and I really will break your bones.
context: Panties!\You got me.\I seem to have broken a few ribs after slamming into this rock.\It'll be your fingers next if you don't answer my questions.\Just what do you want to know?\First, who are you?\I'm from the U.S. Department of Defense...\Lie again and I really will break your bones. response:	Why do you think it's a lie?
context: You got me.\I seem to have broken a few ribs after slamming into this rock.\It'll be your fingers next if you don't answer my questions.\Just what do you want to know?\First, who are you?\I'm from the U.S. Department of Defense...\Lie again and I really will break your bones.\Why do you think it's a lie? response:	Because everything you said to Rabura was total crap.
context: I seem to have broken a few ribs after slamming into this rock.\It'll be your fingers next if you don't answer my questions.\Just what do you want to know?\First, who are you?\I'm from the U.S. Department of Defense...\Lie again and I really will break your bones.\Why do you think it's a lie?\Because everything you said to Rabura was total crap. response:	So you were eavesdropping.
