context: Signs response:	Gin
context: I wanted to talk about... But not here.\This can't go on.\Hey...\Hey...\Schwarz Sechs Prototype Mk II!\How can you say its full name so fast?!\Hey!\Good thing it didn't fall into the river. response:	What's up?
context: This can't go on.\Hey...\Hey...\Schwarz Sechs Prototype Mk II!\How can you say its full name so fast?!\Hey!\Good thing it didn't fall into the river.\What's up? response:	The lights...
context: Hey...\Hey...\Schwarz Sechs Prototype Mk II!\How can you say its full name so fast?!\Hey!\Good thing it didn't fall into the river.\What's up?\The lights... response:	The lights... are moving.
context: Hey...\Schwarz Sechs Prototype Mk II!\How can you say its full name so fast?!\Hey!\Good thing it didn't fall into the river.\What's up?\The lights...\The lights... are moving. response:	Rikka...
context: Schwarz Sechs Prototype Mk II!\How can you say its full name so fast?!\Hey!\Good thing it didn't fall into the river.\What's up?\The lights...\The lights... are moving.\Rikka... response:	I love you, Yuuta.
context: How can you say its full name so fast?!\Hey!\Good thing it didn't fall into the river.\What's up?\The lights...\The lights... are moving.\Rikka...\I love you, Yuuta. response:	I love you, Yuuta.
context: Hey!\Good thing it didn't fall into the river.\What's up?\The lights...\The lights... are moving.\Rikka...\I love you, Yuuta.\I love you, Yuuta. response:	Wait, I was gonna say it first!
context: Good thing it didn't fall into the river.\What's up?\The lights...\The lights... are moving.\Rikka...\I love you, Yuuta.\I love you, Yuuta.\Wait, I was gonna say it first! response:	No. The Wicked Eye is destined to always be first.
context: What's up?\The lights...\The lights... are moving.\Rikka...\I love you, Yuuta.\I love you, Yuuta.\Wait, I was gonna say it first!\No. The Wicked Eye is destined to always be first. response:	I'm the Dark Flame Master!
context: The lights...\The lights... are moving.\Rikka...\I love you, Yuuta.\I love you, Yuuta.\Wait, I was gonna say it first!\No. The Wicked Eye is destined to always be first.\I'm the Dark Flame Master! response:	The Wicked Eye's the strongest of all.
context: The lights... are moving.\Rikka...\I love you, Yuuta.\I love you, Yuuta.\Wait, I was gonna say it first!\No. The Wicked Eye is destined to always be first.\I'm the Dark Flame Master!\The Wicked Eye's the strongest of all. response:	Geez, whatever.
context: Rikka...\I love you, Yuuta.\I love you, Yuuta.\Wait, I was gonna say it first!\No. The Wicked Eye is destined to always be first.\I'm the Dark Flame Master!\The Wicked Eye's the strongest of all.\Geez, whatever. response:	It took me ages to come up with this, so I'm saying it anyway.
context: I love you, Yuuta.\I love you, Yuuta.\Wait, I was gonna say it first!\No. The Wicked Eye is destined to always be first.\I'm the Dark Flame Master!\The Wicked Eye's the strongest of all.\Geez, whatever.\It took me ages to come up with this, so I'm saying it anyway. response:	Thou who art surrounded by the flames of darkness,
context: I love you, Yuuta.\Wait, I was gonna say it first!\No. The Wicked Eye is destined to always be first.\I'm the Dark Flame Master!\The Wicked Eye's the strongest of all.\Geez, whatever.\It took me ages to come up with this, so I'm saying it anyway.\Thou who art surrounded by the flames of darkness, response:	I, the Dark Flame Master, beseech thee to forge a lover's
context: Wait, I was gonna say it first!\No. The Wicked Eye is destined to always be first.\I'm the Dark Flame Master!\The Wicked Eye's the strongest of all.\Geez, whatever.\It took me ages to come up with this, so I'm saying it anyway.\Thou who art surrounded by the flames of darkness,\I, the Dark Flame Master, beseech thee to forge a lover's response:	Okay, screw that. The point is
context: No. The Wicked Eye is destined to always be first.\I'm the Dark Flame Master!\The Wicked Eye's the strongest of all.\Geez, whatever.\It took me ages to come up with this, so I'm saying it anyway.\Thou who art surrounded by the flames of darkness,\I, the Dark Flame Master, beseech thee to forge a lover's\Okay, screw that. The point is response:	Continue!
context: I'm the Dark Flame Master!\The Wicked Eye's the strongest of all.\Geez, whatever.\It took me ages to come up with this, so I'm saying it anyway.\Thou who art surrounded by the flames of darkness,\I, the Dark Flame Master, beseech thee to forge a lover's\Okay, screw that. The point is\Continue! response:	Yuuta!
context: The Wicked Eye's the strongest of all.\Geez, whatever.\It took me ages to come up with this, so I'm saying it anyway.\Thou who art surrounded by the flames of darkness,\I, the Dark Flame Master, beseech thee to forge a lover's\Okay, screw that. The point is\Continue!\Yuuta! response:	Thou who art surrounded by the flames of darkness,
context: Geez, whatever.\It took me ages to come up with this, so I'm saying it anyway.\Thou who art surrounded by the flames of darkness,\I, the Dark Flame Master, beseech thee to forge a lover's\Okay, screw that. The point is\Continue!\Yuuta!\Thou who art surrounded by the flames of darkness, response:	I, the Dark Flame Master, beseech thee to forge a lover's contract between us.
context: It took me ages to come up with this, so I'm saying it anyway.\Thou who art surrounded by the flames of darkness,\I, the Dark Flame Master, beseech thee to forge a lover's\Okay, screw that. The point is\Continue!\Yuuta!\Thou who art surrounded by the flames of darkness,\I, the Dark Flame Master, beseech thee to forge a lover's contract between us. response:	Okay.
context: Thou who art surrounded by the flames of darkness,\I, the Dark Flame Master, beseech thee to forge a lover's\Okay, screw that. The point is\Continue!\Yuuta!\Thou who art surrounded by the flames of darkness,\I, the Dark Flame Master, beseech thee to forge a lover's contract between us.\Okay. response:	Shouldn't you be leaning on my chest?
context: I, the Dark Flame Master, beseech thee to forge a lover's\Okay, screw that. The point is\Continue!\Yuuta!\Thou who art surrounded by the flames of darkness,\I, the Dark Flame Master, beseech thee to forge a lover's contract between us.\Okay.\Shouldn't you be leaning on my chest? response:	Is it embarrassing?
context: Okay, screw that. The point is\Continue!\Yuuta!\Thou who art surrounded by the flames of darkness,\I, the Dark Flame Master, beseech thee to forge a lover's contract between us.\Okay.\Shouldn't you be leaning on my chest?\Is it embarrassing? response:	Then, your hand?
context: Continue!\Yuuta!\Thou who art surrounded by the flames of darkness,\I, the Dark Flame Master, beseech thee to forge a lover's contract between us.\Okay.\Shouldn't you be leaning on my chest?\Is it embarrassing?\Then, your hand? response:	My pinky.
context: Yuuta!\Thou who art surrounded by the flames of darkness,\I, the Dark Flame Master, beseech thee to forge a lover's contract between us.\Okay.\Shouldn't you be leaning on my chest?\Is it embarrassing?\Then, your hand?\My pinky. response:	Your pinky, then.
context: Thou who art surrounded by the flames of darkness,\I, the Dark Flame Master, beseech thee to forge a lover's contract between us.\Okay.\Shouldn't you be leaning on my chest?\Is it embarrassing?\Then, your hand?\My pinky.\Your pinky, then. response:	I'm home!
context: I, the Dark Flame Master, beseech thee to forge a lover's contract between us.\Okay.\Shouldn't you be leaning on my chest?\Is it embarrassing?\Then, your hand?\My pinky.\Your pinky, then.\I'm home! response:	You're late!
context: Okay.\Shouldn't you be leaning on my chest?\Is it embarrassing?\Then, your hand?\My pinky.\Your pinky, then.\I'm home!\You're late! response:	Sorry, Kuzuha.
context: Shouldn't you be leaning on my chest?\Is it embarrassing?\Then, your hand?\My pinky.\Your pinky, then.\I'm home!\You're late!\Sorry, Kuzuha. response:	Demandant, do you possess feelings of love for the respondent?
context: Is it embarrassing?\Then, your hand?\My pinky.\Your pinky, then.\I'm home!\You're late!\Sorry, Kuzuha.\Demandant, do you possess feelings of love for the respondent? response:	No.
context: Then, your hand?\My pinky.\Your pinky, then.\I'm home!\You're late!\Sorry, Kuzuha.\Demandant, do you possess feelings of love for the respondent?\No. response:	All I feel is that I want to be divorced from the respondent as soon as possible.
context: My pinky.\Your pinky, then.\I'm home!\You're late!\Sorry, Kuzuha.\Demandant, do you possess feelings of love for the respondent?\No.\All I feel is that I want to be divorced from the respondent as soon as possible. response:	What are you doing?
context: Your pinky, then.\I'm home!\You're late!\Sorry, Kuzuha.\Demandant, do you possess feelings of love for the respondent?\No.\All I feel is that I want to be divorced from the respondent as soon as possible.\What are you doing? response:	We have to talk.
context: I'm home!\You're late!\Sorry, Kuzuha.\Demandant, do you possess feelings of love for the respondent?\No.\All I feel is that I want to be divorced from the respondent as soon as possible.\What are you doing?\We have to talk. response:	Huh?
context: You're late!\Sorry, Kuzuha.\Demandant, do you possess feelings of love for the respondent?\No.\All I feel is that I want to be divorced from the respondent as soon as possible.\What are you doing?\We have to talk.\Huh? response:	This one's lost its taste too. You can have it.
context: Sorry, Kuzuha.\Demandant, do you possess feelings of love for the respondent?\No.\All I feel is that I want to be divorced from the respondent as soon as possible.\What are you doing?\We have to talk.\Huh?\This one's lost its taste too. You can have it. response:	Can't we discuss this at home?
context: Demandant, do you possess feelings of love for the respondent?\No.\All I feel is that I want to be divorced from the respondent as soon as possible.\What are you doing?\We have to talk.\Huh?\This one's lost its taste too. You can have it.\Can't we discuss this at home? response:	I can't allow Rikka to hear it.
context: No.\All I feel is that I want to be divorced from the respondent as soon as possible.\What are you doing?\We have to talk.\Huh?\This one's lost its taste too. You can have it.\Can't we discuss this at home?\I can't allow Rikka to hear it. response:	It's from the head restaurant in Italy. They invited me there for training.
context: All I feel is that I want to be divorced from the respondent as soon as possible.\What are you doing?\We have to talk.\Huh?\This one's lost its taste too. You can have it.\Can't we discuss this at home?\I can't allow Rikka to hear it.\It's from the head restaurant in Italy. They invited me there for training. response:	I have no reason to refuse.
context: What are you doing?\We have to talk.\Huh?\This one's lost its taste too. You can have it.\Can't we discuss this at home?\I can't allow Rikka to hear it.\It's from the head restaurant in Italy. They invited me there for training.\I have no reason to refuse. response:	You really are that good, huh?
context: We have to talk.\Huh?\This one's lost its taste too. You can have it.\Can't we discuss this at home?\I can't allow Rikka to hear it.\It's from the head restaurant in Italy. They invited me there for training.\I have no reason to refuse.\You really are that good, huh? response:	Did you doubt me?
context: Huh?\This one's lost its taste too. You can have it.\Can't we discuss this at home?\I can't allow Rikka to hear it.\It's from the head restaurant in Italy. They invited me there for training.\I have no reason to refuse.\You really are that good, huh?\Did you doubt me? response:	Not at all!
context: This one's lost its taste too. You can have it.\Can't we discuss this at home?\I can't allow Rikka to hear it.\It's from the head restaurant in Italy. They invited me there for training.\I have no reason to refuse.\You really are that good, huh?\Did you doubt me?\Not at all! response:	Whatever.
context: Can't we discuss this at home?\I can't allow Rikka to hear it.\It's from the head restaurant in Italy. They invited me there for training.\I have no reason to refuse.\You really are that good, huh?\Did you doubt me?\Not at all!\Whatever. response:	But isn't that nice?
context: I can't allow Rikka to hear it.\It's from the head restaurant in Italy. They invited me there for training.\I have no reason to refuse.\You really are that good, huh?\Did you doubt me?\Not at all!\Whatever.\But isn't that nice? response:	I'm sure Rikka will be
context: It's from the head restaurant in Italy. They invited me there for training.\I have no reason to refuse.\You really are that good, huh?\Did you doubt me?\Not at all!\Whatever.\But isn't that nice?\I'm sure Rikka will be response:	You get it, don't you?
context: I have no reason to refuse.\You really are that good, huh?\Did you doubt me?\Not at all!\Whatever.\But isn't that nice?\I'm sure Rikka will be\You get it, don't you? response:	I can't let her live there by herself.
context: You really are that good, huh?\Did you doubt me?\Not at all!\Whatever.\But isn't that nice?\I'm sure Rikka will be\You get it, don't you?\I can't let her live there by herself. response:	So Mom's moving in in my stead.
context: Did you doubt me?\Not at all!\Whatever.\But isn't that nice?\I'm sure Rikka will be\You get it, don't you?\I can't let her live there by herself.\So Mom's moving in in my stead. response:	Rikka's mother?
context: Not at all!\Whatever.\But isn't that nice?\I'm sure Rikka will be\You get it, don't you?\I can't let her live there by herself.\So Mom's moving in in my stead.\Rikka's mother? response:	What do you think?
context: Whatever.\But isn't that nice?\I'm sure Rikka will be\You get it, don't you?\I can't let her live there by herself.\So Mom's moving in in my stead.\Rikka's mother?\What do you think? response:	I don't
context: But isn't that nice?\I'm sure Rikka will be\You get it, don't you?\I can't let her live there by herself.\So Mom's moving in in my stead.\Rikka's mother?\What do you think?\I don't response:	Do you think it's gonna work out?
context: I'm sure Rikka will be\You get it, don't you?\I can't let her live there by herself.\So Mom's moving in in my stead.\Rikka's mother?\What do you think?\I don't\Do you think it's gonna work out? response:	Rikka doesn't hate her mother, right? Then
context: You get it, don't you?\I can't let her live there by herself.\So Mom's moving in in my stead.\Rikka's mother?\What do you think?\I don't\Do you think it's gonna work out?\Rikka doesn't hate her mother, right? Then response:	Mom...
context: I can't let her live there by herself.\So Mom's moving in in my stead.\Rikka's mother?\What do you think?\I don't\Do you think it's gonna work out?\Rikka doesn't hate her mother, right? Then\Mom... response:	Mom tried to talk with Rikka a number of times.
context: So Mom's moving in in my stead.\Rikka's mother?\What do you think?\I don't\Do you think it's gonna work out?\Rikka doesn't hate her mother, right? Then\Mom...\Mom tried to talk with Rikka a number of times. response:	She apologized for not telling her about Dad.
context: Rikka's mother?\What do you think?\I don't\Do you think it's gonna work out?\Rikka doesn't hate her mother, right? Then\Mom...\Mom tried to talk with Rikka a number of times.\She apologized for not telling her about Dad. response:	But...
context: What do you think?\I don't\Do you think it's gonna work out?\Rikka doesn't hate her mother, right? Then\Mom...\Mom tried to talk with Rikka a number of times.\She apologized for not telling her about Dad.\But... response:	What's wrong, Tooka?
context: I don't\Do you think it's gonna work out?\Rikka doesn't hate her mother, right? Then\Mom...\Mom tried to talk with Rikka a number of times.\She apologized for not telling her about Dad.\But...\What's wrong, Tooka? response:	Please help me!
context: Do you think it's gonna work out?\Rikka doesn't hate her mother, right? Then\Mom...\Mom tried to talk with Rikka a number of times.\She apologized for not telling her about Dad.\But...\What's wrong, Tooka?\Please help me! response:	I'm sure she'd listen to you!
context: Rikka doesn't hate her mother, right? Then\Mom...\Mom tried to talk with Rikka a number of times.\She apologized for not telling her about Dad.\But...\What's wrong, Tooka?\Please help me!\I'm sure she'd listen to you! response:	You just need to tell her to grow up!
context: Mom...\Mom tried to talk with Rikka a number of times.\She apologized for not telling her about Dad.\But...\What's wrong, Tooka?\Please help me!\I'm sure she'd listen to you!\You just need to tell her to grow up! response:	She's grown up enough.
context: Mom tried to talk with Rikka a number of times.\She apologized for not telling her about Dad.\But...\What's wrong, Tooka?\Please help me!\I'm sure she'd listen to you!\You just need to tell her to grow up!\She's grown up enough. response:	I think that eyepatch is the armor by which she protects herself.
context: She apologized for not telling her about Dad.\But...\What's wrong, Tooka?\Please help me!\I'm sure she'd listen to you!\You just need to tell her to grow up!\She's grown up enough.\I think that eyepatch is the armor by which she protects herself. response:	I'm sure she understands... all of it.
context: But...\What's wrong, Tooka?\Please help me!\I'm sure she'd listen to you!\You just need to tell her to grow up!\She's grown up enough.\I think that eyepatch is the armor by which she protects herself.\I'm sure she understands... all of it. response:	But she can't deal with the gloom in any other way.
context: What's wrong, Tooka?\Please help me!\I'm sure she'd listen to you!\You just need to tell her to grow up!\She's grown up enough.\I think that eyepatch is the armor by which she protects herself.\I'm sure she understands... all of it.\But she can't deal with the gloom in any other way. response:	Acting like that is the only way she can protect...
context: Please help me!\I'm sure she'd listen to you!\You just need to tell her to grow up!\She's grown up enough.\I think that eyepatch is the armor by which she protects herself.\I'm sure she understands... all of it.\But she can't deal with the gloom in any other way.\Acting like that is the only way she can protect... response:	Protect what?
context: I'm sure she'd listen to you!\You just need to tell her to grow up!\She's grown up enough.\I think that eyepatch is the armor by which she protects herself.\I'm sure she understands... all of it.\But she can't deal with the gloom in any other way.\Acting like that is the only way she can protect...\Protect what? response:	I don't know.
context: You just need to tell her to grow up!\She's grown up enough.\I think that eyepatch is the armor by which she protects herself.\I'm sure she understands... all of it.\But she can't deal with the gloom in any other way.\Acting like that is the only way she can protect...\Protect what?\I don't know. response:	But I'd say she still wants to hold on to it.
context: She's grown up enough.\I think that eyepatch is the armor by which she protects herself.\I'm sure she understands... all of it.\But she can't deal with the gloom in any other way.\Acting like that is the only way she can protect...\Protect what?\I don't know.\But I'd say she still wants to hold on to it. response:	If she listened to you or your mother and swallowed the bitter pill, it'd be all over.
context: I think that eyepatch is the armor by which she protects herself.\I'm sure she understands... all of it.\But she can't deal with the gloom in any other way.\Acting like that is the only way she can protect...\Protect what?\I don't know.\But I'd say she still wants to hold on to it.\If she listened to you or your mother and swallowed the bitter pill, it'd be all over. response:	She doesn't want that.
context: I'm sure she understands... all of it.\But she can't deal with the gloom in any other way.\Acting like that is the only way she can protect...\Protect what?\I don't know.\But I'd say she still wants to hold on to it.\If she listened to you or your mother and swallowed the bitter pill, it'd be all over.\She doesn't want that. response:	What's wrong with it being over?
context: But she can't deal with the gloom in any other way.\Acting like that is the only way she can protect...\Protect what?\I don't know.\But I'd say she still wants to hold on to it.\If she listened to you or your mother and swallowed the bitter pill, it'd be all over.\She doesn't want that.\What's wrong with it being over? response:	There's no Horizon or Wicked Eye!
context: Acting like that is the only way she can protect...\Protect what?\I don't know.\But I'd say she still wants to hold on to it.\If she listened to you or your mother and swallowed the bitter pill, it'd be all over.\She doesn't want that.\What's wrong with it being over?\There's no Horizon or Wicked Eye! response:	No matter how much she looks for Dad, she'll never find him!
context: Protect what?\I don't know.\But I'd say she still wants to hold on to it.\If she listened to you or your mother and swallowed the bitter pill, it'd be all over.\She doesn't want that.\What's wrong with it being over?\There's no Horizon or Wicked Eye!\No matter how much she looks for Dad, she'll never find him! response:	Well...
context: I don't know.\But I'd say she still wants to hold on to it.\If she listened to you or your mother and swallowed the bitter pill, it'd be all over.\She doesn't want that.\What's wrong with it being over?\There's no Horizon or Wicked Eye!\No matter how much she looks for Dad, she'll never find him!\Well... response:	How is affirming what she says better in any way?
context: But I'd say she still wants to hold on to it.\If she listened to you or your mother and swallowed the bitter pill, it'd be all over.\She doesn't want that.\What's wrong with it being over?\There's no Horizon or Wicked Eye!\No matter how much she looks for Dad, she'll never find him!\Well...\How is affirming what she says better in any way? response:	She's never gonna get what she's looking for!
context: If she listened to you or your mother and swallowed the bitter pill, it'd be all over.\She doesn't want that.\What's wrong with it being over?\There's no Horizon or Wicked Eye!\No matter how much she looks for Dad, she'll never find him!\Well...\How is affirming what she says better in any way?\She's never gonna get what she's looking for! response:	But...
context: She doesn't want that.\What's wrong with it being over?\There's no Horizon or Wicked Eye!\No matter how much she looks for Dad, she'll never find him!\Well...\How is affirming what she says better in any way?\She's never gonna get what she's looking for!\But... response:	Encouraging her like that...
context: What's wrong with it being over?\There's no Horizon or Wicked Eye!\No matter how much she looks for Dad, she'll never find him!\Well...\How is affirming what she says better in any way?\She's never gonna get what she's looking for!\But...\Encouraging her like that... response:	is irresponsible.
context: There's no Horizon or Wicked Eye!\No matter how much she looks for Dad, she'll never find him!\Well...\How is affirming what she says better in any way?\She's never gonna get what she's looking for!\But...\Encouraging her like that...\is irresponsible. response:	Here's your cheese potato! Thank you very much!
context: No matter how much she looks for Dad, she'll never find him!\Well...\How is affirming what she says better in any way?\She's never gonna get what she's looking for!\But...\Encouraging her like that...\is irresponsible.\Here's your cheese potato! Thank you very much! response:	Wow, it's really popular.
context: Well...\How is affirming what she says better in any way?\She's never gonna get what she's looking for!\But...\Encouraging her like that...\is irresponsible.\Here's your cheese potato! Thank you very much!\Wow, it's really popular. response:	That's just on the outside! Inside, it's a cruel, backstabbing gang!
context: How is affirming what she says better in any way?\She's never gonna get what she's looking for!\But...\Encouraging her like that...\is irresponsible.\Here's your cheese potato! Thank you very much!\Wow, it's really popular.\That's just on the outside! Inside, it's a cruel, backstabbing gang! response:	That's why I don't want anything to do with them anymore.
context: She's never gonna get what she's looking for!\But...\Encouraging her like that...\is irresponsible.\Here's your cheese potato! Thank you very much!\Wow, it's really popular.\That's just on the outside! Inside, it's a cruel, backstabbing gang!\That's why I don't want anything to do with them anymore. response:	So it's golden on the outside, gooey on the inside, just like a cheese potato?
context: But...\Encouraging her like that...\is irresponsible.\Here's your cheese potato! Thank you very much!\Wow, it's really popular.\That's just on the outside! Inside, it's a cruel, backstabbing gang!\That's why I don't want anything to do with them anymore.\So it's golden on the outside, gooey on the inside, just like a cheese potato? response:	Spare me your smart comments!
context: Encouraging her like that...\is irresponsible.\Here's your cheese potato! Thank you very much!\Wow, it's really popular.\That's just on the outside! Inside, it's a cruel, backstabbing gang!\That's why I don't want anything to do with them anymore.\So it's golden on the outside, gooey on the inside, just like a cheese potato?\Spare me your smart comments! response:	And where are Takanashi and Togashi?
context: is irresponsible.\Here's your cheese potato! Thank you very much!\Wow, it's really popular.\That's just on the outside! Inside, it's a cruel, backstabbing gang!\That's why I don't want anything to do with them anymore.\So it's golden on the outside, gooey on the inside, just like a cheese potato?\Spare me your smart comments!\And where are Takanashi and Togashi? response:	They said they were going to change.
context: Here's your cheese potato! Thank you very much!\Wow, it's really popular.\That's just on the outside! Inside, it's a cruel, backstabbing gang!\That's why I don't want anything to do with them anymore.\So it's golden on the outside, gooey on the inside, just like a cheese potato?\Spare me your smart comments!\And where are Takanashi and Togashi?\They said they were going to change. response:	Hurry up!
context: Wow, it's really popular.\That's just on the outside! Inside, it's a cruel, backstabbing gang!\That's why I don't want anything to do with them anymore.\So it's golden on the outside, gooey on the inside, just like a cheese potato?\Spare me your smart comments!\And where are Takanashi and Togashi?\They said they were going to change.\Hurry up! response:	Just you watch! Our impromptu performance will take all your customers away!
context: That's just on the outside! Inside, it's a cruel, backstabbing gang!\That's why I don't want anything to do with them anymore.\So it's golden on the outside, gooey on the inside, just like a cheese potato?\Spare me your smart comments!\And where are Takanashi and Togashi?\They said they were going to change.\Hurry up!\Just you watch! Our impromptu performance will take all your customers away! response:	Oh look, it's Forest Summer!
context: That's why I don't want anything to do with them anymore.\So it's golden on the outside, gooey on the inside, just like a cheese potato?\Spare me your smart comments!\And where are Takanashi and Togashi?\They said they were going to change.\Hurry up!\Just you watch! Our impromptu performance will take all your customers away!\Oh look, it's Forest Summer! response:	Don't call m
context: So it's golden on the outside, gooey on the inside, just like a cheese potato?\Spare me your smart comments!\And where are Takanashi and Togashi?\They said they were going to change.\Hurry up!\Just you watch! Our impromptu performance will take all your customers away!\Oh look, it's Forest Summer!\Don't call m response:	Sato! Suzuki!
context: Spare me your smart comments!\And where are Takanashi and Togashi?\They said they were going to change.\Hurry up!\Just you watch! Our impromptu performance will take all your customers away!\Oh look, it's Forest Summer!\Don't call m\Sato! Suzuki! response:	Hey! Haven't seen you since junior high!
context: And where are Takanashi and Togashi?\They said they were going to change.\Hurry up!\Just you watch! Our impromptu performance will take all your customers away!\Oh look, it's Forest Summer!\Don't call m\Sato! Suzuki!\Hey! Haven't seen you since junior high! response:	How old are you this year? 716?
context: They said they were going to change.\Hurry up!\Just you watch! Our impromptu performance will take all your customers away!\Oh look, it's Forest Summer!\Don't call m\Sato! Suzuki!\Hey! Haven't seen you since junior high!\How old are you this year? 716? response:	Are you still catching lizards?
context: Hurry up!\Just you watch! Our impromptu performance will take all your customers away!\Oh look, it's Forest Summer!\Don't call m\Sato! Suzuki!\Hey! Haven't seen you since junior high!\How old are you this year? 716?\Are you still catching lizards? response:	Don't bring that up!
context: Just you watch! Our impromptu performance will take all your customers away!\Oh look, it's Forest Summer!\Don't call m\Sato! Suzuki!\Hey! Haven't seen you since junior high!\How old are you this year? 716?\Are you still catching lizards?\Don't bring that up! response:	Didn't you paint your lips purple to feign sickness, Sato?
context: Oh look, it's Forest Summer!\Don't call m\Sato! Suzuki!\Hey! Haven't seen you since junior high!\How old are you this year? 716?\Are you still catching lizards?\Don't bring that up!\Didn't you paint your lips purple to feign sickness, Sato? response:	Oh, you were into stuff like that too?
context: Don't call m\Sato! Suzuki!\Hey! Haven't seen you since junior high!\How old are you this year? 716?\Are you still catching lizards?\Don't bring that up!\Didn't you paint your lips purple to feign sickness, Sato?\Oh, you were into stuff like that too? response:	You too, Suzuki!
context: Sato! Suzuki!\Hey! Haven't seen you since junior high!\How old are you this year? 716?\Are you still catching lizards?\Don't bring that up!\Didn't you paint your lips purple to feign sickness, Sato?\Oh, you were into stuff like that too?\You too, Suzuki! response:	I remember you claiming you'd found fairies!
context: Hey! Haven't seen you since junior high!\How old are you this year? 716?\Are you still catching lizards?\Don't bring that up!\Didn't you paint your lips purple to feign sickness, Sato?\Oh, you were into stuff like that too?\You too, Suzuki!\I remember you claiming you'd found fairies! response:	I just...
context: How old are you this year? 716?\Are you still catching lizards?\Don't bring that up!\Didn't you paint your lips purple to feign sickness, Sato?\Oh, you were into stuff like that too?\You too, Suzuki!\I remember you claiming you'd found fairies!\I just... response:	Fairies?
context: Are you still catching lizards?\Don't bring that up!\Didn't you paint your lips purple to feign sickness, Sato?\Oh, you were into stuff like that too?\You too, Suzuki!\I remember you claiming you'd found fairies!\I just...\Fairies? response:	You never know what'll be unearthed next. Mining for eighth-grade memories is a dangerous job.
context: Don't bring that up!\Didn't you paint your lips purple to feign sickness, Sato?\Oh, you were into stuff like that too?\You too, Suzuki!\I remember you claiming you'd found fairies!\I just...\Fairies?\You never know what'll be unearthed next. Mining for eighth-grade memories is a dangerous job. response:	Yesterday's business is still far from over!
context: Didn't you paint your lips purple to feign sickness, Sato?\Oh, you were into stuff like that too?\You too, Suzuki!\I remember you claiming you'd found fairies!\I just...\Fairies?\You never know what'll be unearthed next. Mining for eighth-grade memories is a dangerous job.\Yesterday's business is still far from over! response:	Today I've increased my powers fourfold!
context: Oh, you were into stuff like that too?\You too, Suzuki!\I remember you claiming you'd found fairies!\I just...\Fairies?\You never know what'll be unearthed next. Mining for eighth-grade memories is a dangerous job.\Yesterday's business is still far from over!\Today I've increased my powers fourfold! response:	Ugh, it's heavy!
context: You too, Suzuki!\I remember you claiming you'd found fairies!\I just...\Fairies?\You never know what'll be unearthed next. Mining for eighth-grade memories is a dangerous job.\Yesterday's business is still far from over!\Today I've increased my powers fourfold!\Ugh, it's heavy! response:	You're nuts.
context: I remember you claiming you'd found fairies!\I just...\Fairies?\You never know what'll be unearthed next. Mining for eighth-grade memories is a dangerous job.\Yesterday's business is still far from over!\Today I've increased my powers fourfold!\Ugh, it's heavy!\You're nuts. response:	How is affirming what she says better in any way?
context: I just...\Fairies?\You never know what'll be unearthed next. Mining for eighth-grade memories is a dangerous job.\Yesterday's business is still far from over!\Today I've increased my powers fourfold!\Ugh, it's heavy!\You're nuts.\How is affirming what she says better in any way? response:	Encouraging her like that...
context: Fairies?\You never know what'll be unearthed next. Mining for eighth-grade memories is a dangerous job.\Yesterday's business is still far from over!\Today I've increased my powers fourfold!\Ugh, it's heavy!\You're nuts.\How is affirming what she says better in any way?\Encouraging her like that... response:	is irresponsible.
context: You never know what'll be unearthed next. Mining for eighth-grade memories is a dangerous job.\Yesterday's business is still far from over!\Today I've increased my powers fourfold!\Ugh, it's heavy!\You're nuts.\How is affirming what she says better in any way?\Encouraging her like that...\is irresponsible. response:	Yuuta, you're so cool!
context: Yesterday's business is still far from over!\Today I've increased my powers fourfold!\Ugh, it's heavy!\You're nuts.\How is affirming what she says better in any way?\Encouraging her like that...\is irresponsible.\Yuuta, you're so cool! response:	You don't have to look that impressed!
context: Today I've increased my powers fourfold!\Ugh, it's heavy!\You're nuts.\How is affirming what she says better in any way?\Encouraging her like that...\is irresponsible.\Yuuta, you're so cool!\You don't have to look that impressed! response:	Your move!
context: Ugh, it's heavy!\You're nuts.\How is affirming what she says better in any way?\Encouraging her like that...\is irresponsible.\Yuuta, you're so cool!\You don't have to look that impressed!\Your move! response:	Vanish into the embrace of dark flames!
context: You're nuts.\How is affirming what she says better in any way?\Encouraging her like that...\is irresponsible.\Yuuta, you're so cool!\You don't have to look that impressed!\Your move!\Vanish into the embrace of dark flames! response:	Yuuta, do it!
context: How is affirming what she says better in any way?\Encouraging her like that...\is irresponsible.\Yuuta, you're so cool!\You don't have to look that impressed!\Your move!\Vanish into the embrace of dark flames!\Yuuta, do it! response:	I don't wanna.
context: Encouraging her like that...\is irresponsible.\Yuuta, you're so cool!\You don't have to look that impressed!\Your move!\Vanish into the embrace of dark flames!\Yuuta, do it!\I don't wanna. response:	But you'll have to do it soon anyway.
context: is irresponsible.\Yuuta, you're so cool!\You don't have to look that impressed!\Your move!\Vanish into the embrace of dark flames!\Yuuta, do it!\I don't wanna.\But you'll have to do it soon anyway. response:	Yeah, I guess so.
context: Yuuta, you're so cool!\You don't have to look that impressed!\Your move!\Vanish into the embrace of dark flames!\Yuuta, do it!\I don't wanna.\But you'll have to do it soon anyway.\Yeah, I guess so. response:	Vanish into the embrace of dark flames.
