context: Hey all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: It's just some frozen remains!\You knew?\You honestly believe that Ul is still alive?\Grow up already.\You knew, and yet...\What of it?\Impossible! How can you move with such a wound?\That's it. response:	Huh?
context: You knew?\You honestly believe that Ul is still alive?\Grow up already.\You knew, and yet...\What of it?\Impossible! How can you move with such a wound?\That's it.\Huh? response:	I've had enough of trying to save you!
context: You honestly believe that Ul is still alive?\Grow up already.\You knew, and yet...\What of it?\Impossible! How can you move with such a wound?\That's it.\Huh?\I've had enough of trying to save you! response:	So you'll attempt to defeat me, the elder pupil?
context: Grow up already.\You knew, and yet...\What of it?\Impossible! How can you move with such a wound?\That's it.\Huh?\I've had enough of trying to save you!\So you'll attempt to defeat me, the elder pupil? response:	I've been holding back for my battle with Deliora.
context: You knew, and yet...\What of it?\Impossible! How can you move with such a wound?\That's it.\Huh?\I've had enough of trying to save you!\So you'll attempt to defeat me, the elder pupil?\I've been holding back for my battle with Deliora. response:	I don't want to waste my magic power, see.
context: What of it?\Impossible! How can you move with such a wound?\That's it.\Huh?\I've had enough of trying to save you!\So you'll attempt to defeat me, the elder pupil?\I've been holding back for my battle with Deliora.\I don't want to waste my magic power, see. response:	We'll settle it this way.
context: Impossible! How can you move with such a wound?\That's it.\Huh?\I've had enough of trying to save you!\So you'll attempt to defeat me, the elder pupil?\I've been holding back for my battle with Deliora.\I don't want to waste my magic power, see.\We'll settle it this way. response:	So, no magic, then?
context: That's it.\Huh?\I've had enough of trying to save you!\So you'll attempt to defeat me, the elder pupil?\I've been holding back for my battle with Deliora.\I don't want to waste my magic power, see.\We'll settle it this way.\So, no magic, then? response:	Fine by me.
context: Huh?\I've had enough of trying to save you!\So you'll attempt to defeat me, the elder pupil?\I've been holding back for my battle with Deliora.\I don't want to waste my magic power, see.\We'll settle it this way.\So, no magic, then?\Fine by me. response:	Aim for your opponent's weak points when fighting.
context: I've had enough of trying to save you!\So you'll attempt to defeat me, the elder pupil?\I've been holding back for my battle with Deliora.\I don't want to waste my magic power, see.\We'll settle it this way.\So, no magic, then?\Fine by me.\Aim for your opponent's weak points when fighting. response:	Ul taught us that, remember?
context: So you'll attempt to defeat me, the elder pupil?\I've been holding back for my battle with Deliora.\I don't want to waste my magic power, see.\We'll settle it this way.\So, no magic, then?\Fine by me.\Aim for your opponent's weak points when fighting.\Ul taught us that, remember? response:	Don't you dare speak that name!
context: I've been holding back for my battle with Deliora.\I don't want to waste my magic power, see.\We'll settle it this way.\So, no magic, then?\Fine by me.\Aim for your opponent's weak points when fighting.\Ul taught us that, remember?\Don't you dare speak that name! response:	Hold it right there, you masked-bastard!
context: I don't want to waste my magic power, see.\We'll settle it this way.\So, no magic, then?\Fine by me.\Aim for your opponent's weak points when fighting.\Ul taught us that, remember?\Don't you dare speak that name!\Hold it right there, you masked-bastard! response:	How did you fix the ruins?!
context: We'll settle it this way.\So, no magic, then?\Fine by me.\Aim for your opponent's weak points when fighting.\Ul taught us that, remember?\Don't you dare speak that name!\Hold it right there, you masked-bastard!\How did you fix the ruins?! response:	You think that'd work on me?
context: So, no magic, then?\Fine by me.\Aim for your opponent's weak points when fighting.\Ul taught us that, remember?\Don't you dare speak that name!\Hold it right there, you masked-bastard!\How did you fix the ruins?!\You think that'd work on me? response:	As you can see, that is how I returned the ruins back how they were.
context: Fine by me.\Aim for your opponent's weak points when fighting.\Ul taught us that, remember?\Don't you dare speak that name!\Hold it right there, you masked-bastard!\How did you fix the ruins?!\You think that'd work on me?\As you can see, that is how I returned the ruins back how they were. response:	What kind of magic was that?
context: Aim for your opponent's weak points when fighting.\Ul taught us that, remember?\Don't you dare speak that name!\Hold it right there, you masked-bastard!\How did you fix the ruins?!\You think that'd work on me?\As you can see, that is how I returned the ruins back how they were.\What kind of magic was that? response:	One of the Lost Magics.
context: Ul taught us that, remember?\Don't you dare speak that name!\Hold it right there, you masked-bastard!\How did you fix the ruins?!\You think that'd work on me?\As you can see, that is how I returned the ruins back how they were.\What kind of magic was that?\One of the Lost Magics. response:	Magic so powerful and with such grave side-effects that they have been erased from history itself.
context: Don't you dare speak that name!\Hold it right there, you masked-bastard!\How did you fix the ruins?!\You think that'd work on me?\As you can see, that is how I returned the ruins back how they were.\What kind of magic was that?\One of the Lost Magics.\Magic so powerful and with such grave side-effects that they have been erased from history itself. response:	From history?
context: Hold it right there, you masked-bastard!\How did you fix the ruins?!\You think that'd work on me?\As you can see, that is how I returned the ruins back how they were.\What kind of magic was that?\One of the Lost Magics.\Magic so powerful and with such grave side-effects that they have been erased from history itself.\From history? response:	Your Dragon Slayer magic is also so.
context: How did you fix the ruins?!\You think that'd work on me?\As you can see, that is how I returned the ruins back how they were.\What kind of magic was that?\One of the Lost Magics.\Magic so powerful and with such grave side-effects that they have been erased from history itself.\From history?\Your Dragon Slayer magic is also so. response:	Mine?
context: You think that'd work on me?\As you can see, that is how I returned the ruins back how they were.\What kind of magic was that?\One of the Lost Magics.\Magic so powerful and with such grave side-effects that they have been erased from history itself.\From history?\Your Dragon Slayer magic is also so.\Mine? response:	He disappeared!
context: As you can see, that is how I returned the ruins back how they were.\What kind of magic was that?\One of the Lost Magics.\Magic so powerful and with such grave side-effects that they have been erased from history itself.\From history?\Your Dragon Slayer magic is also so.\Mine?\He disappeared! response:	Where'd he go? Damn it!
context: What kind of magic was that?\One of the Lost Magics.\Magic so powerful and with such grave side-effects that they have been erased from history itself.\From history?\Your Dragon Slayer magic is also so.\Mine?\He disappeared!\Where'd he go? Damn it! response:	What's the matter? You were gonna finish it with your fists, remember?
context: One of the Lost Magics.\Magic so powerful and with such grave side-effects that they have been erased from history itself.\From history?\Your Dragon Slayer magic is also so.\Mine?\He disappeared!\Where'd he go? Damn it!\What's the matter? You were gonna finish it with your fists, remember? response:	Oh yeah... There was a guy I fought like this before...
context: Magic so powerful and with such grave side-effects that they have been erased from history itself.\From history?\Your Dragon Slayer magic is also so.\Mine?\He disappeared!\Where'd he go? Damn it!\What's the matter? You were gonna finish it with your fists, remember?\Oh yeah... There was a guy I fought like this before... response:	This is the end!
context: From history?\Your Dragon Slayer magic is also so.\Mine?\He disappeared!\Where'd he go? Damn it!\What's the matter? You were gonna finish it with your fists, remember?\Oh yeah... There was a guy I fought like this before...\This is the end! response:	Stand up!
context: Your Dragon Slayer magic is also so.\Mine?\He disappeared!\Where'd he go? Damn it!\What's the matter? You were gonna finish it with your fists, remember?\Oh yeah... There was a guy I fought like this before...\This is the end!\Stand up! response:	Stand up!
context: Mine?\He disappeared!\Where'd he go? Damn it!\What's the matter? You were gonna finish it with your fists, remember?\Oh yeah... There was a guy I fought like this before...\This is the end!\Stand up!\Stand up! response:	Natsu!
context: He disappeared!\Where'd he go? Damn it!\What's the matter? You were gonna finish it with your fists, remember?\Oh yeah... There was a guy I fought like this before...\This is the end!\Stand up!\Stand up!\Natsu! response:	Stand up!
context: Where'd he go? Damn it!\What's the matter? You were gonna finish it with your fists, remember?\Oh yeah... There was a guy I fought like this before...\This is the end!\Stand up!\Stand up!\Natsu!\Stand up! response:	You're the one that should stand up!
context: What's the matter? You were gonna finish it with your fists, remember?\Oh yeah... There was a guy I fought like this before...\This is the end!\Stand up!\Stand up!\Natsu!\Stand up!\You're the one that should stand up! response:	This is the end!
context: Oh yeah... There was a guy I fought like this before...\This is the end!\Stand up!\Stand up!\Natsu!\Stand up!\You're the one that should stand up!\This is the end! response:	I win.
context: This is the end!\Stand up!\Stand up!\Natsu!\Stand up!\You're the one that should stand up!\This is the end!\I win. response:	Wait!
context: Stand up!\Stand up!\Natsu!\Stand up!\You're the one that should stand up!\This is the end!\I win.\Wait! response:	This isn't over yet!
context: Stand up!\Natsu!\Stand up!\You're the one that should stand up!\This is the end!\I win.\Wait!\This isn't over yet! response:	Fine by me...
context: Natsu!\Stand up!\You're the one that should stand up!\This is the end!\I win.\Wait!\This isn't over yet!\Fine by me... response:	In the end, you were no match for me.
context: Stand up!\You're the one that should stand up!\This is the end!\I win.\Wait!\This isn't over yet!\Fine by me...\In the end, you were no match for me. response:	Wait!
context: You're the one that should stand up!\This is the end!\I win.\Wait!\This isn't over yet!\Fine by me...\In the end, you were no match for me.\Wait! response:	This ain't over yet!
context: This is the end!\I win.\Wait!\This isn't over yet!\Fine by me...\In the end, you were no match for me.\Wait!\This ain't over yet! response:	You should have died a long time ago!
context: I win.\Wait!\This isn't over yet!\Fine by me...\In the end, you were no match for me.\Wait!\This ain't over yet!\You should have died a long time ago! response:	I can't lose, no way!
context: Wait!\This isn't over yet!\Fine by me...\In the end, you were no match for me.\Wait!\This ain't over yet!\You should have died a long time ago!\I can't lose, no way! response:	Not while I haven't shown him I'm the best!
context: This isn't over yet!\Fine by me...\In the end, you were no match for me.\Wait!\This ain't over yet!\You should have died a long time ago!\I can't lose, no way!\Not while I haven't shown him I'm the best! response:	I'm not gonna lose!
context: Fine by me...\In the end, you were no match for me.\Wait!\This ain't over yet!\You should have died a long time ago!\I can't lose, no way!\Not while I haven't shown him I'm the best!\I'm not gonna lose! response:	I'm not gonna lose!
context: In the end, you were no match for me.\Wait!\This ain't over yet!\You should have died a long time ago!\I can't lose, no way!\Not while I haven't shown him I'm the best!\I'm not gonna lose!\I'm not gonna lose! response:	Me either!
context: Wait!\This ain't over yet!\You should have died a long time ago!\I can't lose, no way!\Not while I haven't shown him I'm the best!\I'm not gonna lose!\I'm not gonna lose!\Me either! response:	Me either!
context: This ain't over yet!\You should have died a long time ago!\I can't lose, no way!\Not while I haven't shown him I'm the best!\I'm not gonna lose!\I'm not gonna lose!\Me either!\Me either! response:	I can't stand... losing to you!
context: You should have died a long time ago!\I can't lose, no way!\Not while I haven't shown him I'm the best!\I'm not gonna lose!\I'm not gonna lose!\Me either!\Me either!\I can't stand... losing to you! response:	Shut up!
context: I can't lose, no way!\Not while I haven't shown him I'm the best!\I'm not gonna lose!\I'm not gonna lose!\Me either!\Me either!\I can't stand... losing to you!\Shut up! response:	I'm the winner!
context: Not while I haven't shown him I'm the best!\I'm not gonna lose!\I'm not gonna lose!\Me either!\Me either!\I can't stand... losing to you!\Shut up!\I'm the winner! response:	I'll crush you!
context: I'm not gonna lose!\I'm not gonna lose!\Me either!\Me either!\I can't stand... losing to you!\Shut up!\I'm the winner!\I'll crush you! response:	I'll destroy you!
context: I'm not gonna lose!\Me either!\Me either!\I can't stand... losing to you!\Shut up!\I'm the winner!\I'll crush you!\I'll destroy you! response:	I won't lose! I'll defeat you!
context: Me either!\Me either!\I can't stand... losing to you!\Shut up!\I'm the winner!\I'll crush you!\I'll destroy you!\I won't lose! I'll defeat you! response:	That's enough outta you!
context: Me either!\I can't stand... losing to you!\Shut up!\I'm the winner!\I'll crush you!\I'll destroy you!\I won't lose! I'll defeat you!\That's enough outta you! response:	I don't know why...
context: I can't stand... losing to you!\Shut up!\I'm the winner!\I'll crush you!\I'll destroy you!\I won't lose! I'll defeat you!\That's enough outta you!\I don't know why... response:	But that sky was so blue it got on my nerves...
context: Shut up!\I'm the winner!\I'll crush you!\I'll destroy you!\I won't lose! I'll defeat you!\That's enough outta you!\I don't know why...\But that sky was so blue it got on my nerves... response:	Lucy, have you noticed?
context: I'm the winner!\I'll crush you!\I'll destroy you!\I won't lose! I'll defeat you!\That's enough outta you!\I don't know why...\But that sky was so blue it got on my nerves...\Lucy, have you noticed? response:	There may be a lot of them, but their magical power is weak.
context: I'll crush you!\I'll destroy you!\I won't lose! I'll defeat you!\That's enough outta you!\I don't know why...\But that sky was so blue it got on my nerves...\Lucy, have you noticed?\There may be a lot of them, but their magical power is weak. response:	Exactly.
context: I'll destroy you!\I won't lose! I'll defeat you!\That's enough outta you!\I don't know why...\But that sky was so blue it got on my nerves...\Lucy, have you noticed?\There may be a lot of them, but their magical power is weak.\Exactly. response:	They only have 5 real wizards among them.
context: I won't lose! I'll defeat you!\That's enough outta you!\I don't know why...\But that sky was so blue it got on my nerves...\Lucy, have you noticed?\There may be a lot of them, but their magical power is weak.\Exactly.\They only have 5 real wizards among them. response:	Well, just great... I can't get serious with these guys.
context: That's enough outta you!\I don't know why...\But that sky was so blue it got on my nerves...\Lucy, have you noticed?\There may be a lot of them, but their magical power is weak.\Exactly.\They only have 5 real wizards among them.\Well, just great... I can't get serious with these guys. response:	Should you be saying that?
context: I don't know why...\But that sky was so blue it got on my nerves...\Lucy, have you noticed?\There may be a lot of them, but their magical power is weak.\Exactly.\They only have 5 real wizards among them.\Well, just great... I can't get serious with these guys.\Should you be saying that? response:	So, can you handle it?
context: But that sky was so blue it got on my nerves...\Lucy, have you noticed?\There may be a lot of them, but their magical power is weak.\Exactly.\They only have 5 real wizards among them.\Well, just great... I can't get serious with these guys.\Should you be saying that?\So, can you handle it? response:	Leave it to me!
context: Lucy, have you noticed?\There may be a lot of them, but their magical power is weak.\Exactly.\They only have 5 real wizards among them.\Well, just great... I can't get serious with these guys.\Should you be saying that?\So, can you handle it?\Leave it to me! response:	Gate of the Giant Crab, I open thee!
context: There may be a lot of them, but their magical power is weak.\Exactly.\They only have 5 real wizards among them.\Well, just great... I can't get serious with these guys.\Should you be saying that?\So, can you handle it?\Leave it to me!\Gate of the Giant Crab, I open thee! response:	Cancer!
context: Exactly.\They only have 5 real wizards among them.\Well, just great... I can't get serious with these guys.\Should you be saying that?\So, can you handle it?\Leave it to me!\Gate of the Giant Crab, I open thee!\Cancer! response:	Aren't you...
context: They only have 5 real wizards among them.\Well, just great... I can't get serious with these guys.\Should you be saying that?\So, can you handle it?\Leave it to me!\Gate of the Giant Crab, I open thee!\Cancer!\Aren't you... response:	Erza, my lady, for what might I have this pleasure-snip?
context: Well, just great... I can't get serious with these guys.\Should you be saying that?\So, can you handle it?\Leave it to me!\Gate of the Giant Crab, I open thee!\Cancer!\Aren't you...\Erza, my lady, for what might I have this pleasure-snip? response:	My lady? say what?!
context: Should you be saying that?\So, can you handle it?\Leave it to me!\Gate of the Giant Crab, I open thee!\Cancer!\Aren't you...\Erza, my lady, for what might I have this pleasure-snip?\My lady? say what?! response:	And what's with the -snip?!
context: So, can you handle it?\Leave it to me!\Gate of the Giant Crab, I open thee!\Cancer!\Aren't you...\Erza, my lady, for what might I have this pleasure-snip?\My lady? say what?!\And what's with the -snip?! response:	And I'm the one who summoned you!
context: Leave it to me!\Gate of the Giant Crab, I open thee!\Cancer!\Aren't you...\Erza, my lady, for what might I have this pleasure-snip?\My lady? say what?!\And what's with the -snip?!\And I'm the one who summoned you! response:	It's a triple-take!
context: Gate of the Giant Crab, I open thee!\Cancer!\Aren't you...\Erza, my lady, for what might I have this pleasure-snip?\My lady? say what?!\And what's with the -snip?!\And I'm the one who summoned you!\It's a triple-take! response:	Anyway, make them all powerless to fight!
context: Cancer!\Aren't you...\Erza, my lady, for what might I have this pleasure-snip?\My lady? say what?!\And what's with the -snip?!\And I'm the one who summoned you!\It's a triple-take!\Anyway, make them all powerless to fight! response:	Okay-ebi... -snip.
context: Aren't you...\Erza, my lady, for what might I have this pleasure-snip?\My lady? say what?!\And what's with the -snip?!\And I'm the one who summoned you!\It's a triple-take!\Anyway, make them all powerless to fight!\Okay-ebi... -snip. response:	Me being brought to my knees by someone like Gray? I couldn't bear it!
context: Erza, my lady, for what might I have this pleasure-snip?\My lady? say what?!\And what's with the -snip?!\And I'm the one who summoned you!\It's a triple-take!\Anyway, make them all powerless to fight!\Okay-ebi... -snip.\Me being brought to my knees by someone like Gray? I couldn't bear it! response:	Then get over here.
context: My lady? say what?!\And what's with the -snip?!\And I'm the one who summoned you!\It's a triple-take!\Anyway, make them all powerless to fight!\Okay-ebi... -snip.\Me being brought to my knees by someone like Gray? I couldn't bear it!\Then get over here. response:	Ice Make Snow Dragon!
context: And what's with the -snip?!\And I'm the one who summoned you!\It's a triple-take!\Anyway, make them all powerless to fight!\Okay-ebi... -snip.\Me being brought to my knees by someone like Gray? I couldn't bear it!\Then get over here.\Ice Make Snow Dragon! response:	You broke our promise!
context: And I'm the one who summoned you!\It's a triple-take!\Anyway, make them all powerless to fight!\Okay-ebi... -snip.\Me being brought to my knees by someone like Gray? I couldn't bear it!\Then get over here.\Ice Make Snow Dragon!\You broke our promise! response:	Who gives a crap?
context: It's a triple-take!\Anyway, make them all powerless to fight!\Okay-ebi... -snip.\Me being brought to my knees by someone like Gray? I couldn't bear it!\Then get over here.\Ice Make Snow Dragon!\You broke our promise!\Who gives a crap? response:	Deliora'll be resurrected soon anyway!
context: Anyway, make them all powerless to fight!\Okay-ebi... -snip.\Me being brought to my knees by someone like Gray? I couldn't bear it!\Then get over here.\Ice Make Snow Dragon!\You broke our promise!\Who gives a crap?\Deliora'll be resurrected soon anyway! response:	No one will be able to stop me!
context: Okay-ebi... -snip.\Me being brought to my knees by someone like Gray? I couldn't bear it!\Then get over here.\Ice Make Snow Dragon!\You broke our promise!\Who gives a crap?\Deliora'll be resurrected soon anyway!\No one will be able to stop me! response:	We're going to stop you!
context: Me being brought to my knees by someone like Gray? I couldn't bear it!\Then get over here.\Ice Make Snow Dragon!\You broke our promise!\Who gives a crap?\Deliora'll be resurrected soon anyway!\No one will be able to stop me!\We're going to stop you! response:	Even when Zalty has started the Moon Drip?
context: Then get over here.\Ice Make Snow Dragon!\You broke our promise!\Who gives a crap?\Deliora'll be resurrected soon anyway!\No one will be able to stop me!\We're going to stop you!\Even when Zalty has started the Moon Drip? response:	Don't underestimate Natsu.
context: Ice Make Snow Dragon!\You broke our promise!\Who gives a crap?\Deliora'll be resurrected soon anyway!\No one will be able to stop me!\We're going to stop you!\Even when Zalty has started the Moon Drip?\Don't underestimate Natsu. response:	You guys can't even hold a candle to that jerk.
context: You broke our promise!\Who gives a crap?\Deliora'll be resurrected soon anyway!\No one will be able to stop me!\We're going to stop you!\Even when Zalty has started the Moon Drip?\Don't underestimate Natsu.\You guys can't even hold a candle to that jerk. response:	Finally.
context: Who gives a crap?\Deliora'll be resurrected soon anyway!\No one will be able to stop me!\We're going to stop you!\Even when Zalty has started the Moon Drip?\Don't underestimate Natsu.\You guys can't even hold a candle to that jerk.\Finally. response:	Found you!
context: Deliora'll be resurrected soon anyway!\No one will be able to stop me!\We're going to stop you!\Even when Zalty has started the Moon Drip?\Don't underestimate Natsu.\You guys can't even hold a candle to that jerk.\Finally.\Found you! response:	Let's start by burning you to a crisp!
context: No one will be able to stop me!\We're going to stop you!\Even when Zalty has started the Moon Drip?\Don't underestimate Natsu.\You guys can't even hold a candle to that jerk.\Finally.\Found you!\Let's start by burning you to a crisp! response:	Those are some fine fighting words.
context: We're going to stop you!\Even when Zalty has started the Moon Drip?\Don't underestimate Natsu.\You guys can't even hold a candle to that jerk.\Finally.\Found you!\Let's start by burning you to a crisp!\Those are some fine fighting words. response:	But... How did you know I was here?
context: Even when Zalty has started the Moon Drip?\Don't underestimate Natsu.\You guys can't even hold a candle to that jerk.\Finally.\Found you!\Let's start by burning you to a crisp!\Those are some fine fighting words.\But... How did you know I was here? response:	I've got a good nose.
context: Don't underestimate Natsu.\You guys can't even hold a candle to that jerk.\Finally.\Found you!\Let's start by burning you to a crisp!\Those are some fine fighting words.\But... How did you know I was here?\I've got a good nose. response:	And you smell like women's perfume for some reason...
context: You guys can't even hold a candle to that jerk.\Finally.\Found you!\Let's start by burning you to a crisp!\Those are some fine fighting words.\But... How did you know I was here?\I've got a good nose.\And you smell like women's perfume for some reason... response:	You see, I must ensure Deliora is resurrected no matter what.
context: Finally.\Found you!\Let's start by burning you to a crisp!\Those are some fine fighting words.\But... How did you know I was here?\I've got a good nose.\And you smell like women's perfume for some reason...\You see, I must ensure Deliora is resurrected no matter what. response:	Just give it up already! It's not going to happen.
context: Found you!\Let's start by burning you to a crisp!\Those are some fine fighting words.\But... How did you know I was here?\I've got a good nose.\And you smell like women's perfume for some reason...\You see, I must ensure Deliora is resurrected no matter what.\Just give it up already! It's not going to happen. response:	Oh yeah? And why is that?
context: Let's start by burning you to a crisp!\Those are some fine fighting words.\But... How did you know I was here?\I've got a good nose.\And you smell like women's perfume for some reason...\You see, I must ensure Deliora is resurrected no matter what.\Just give it up already! It's not going to happen.\Oh yeah? And why is that? response:	Gray will blow that guy away, and I'll blow you away.
context: Those are some fine fighting words.\But... How did you know I was here?\I've got a good nose.\And you smell like women's perfume for some reason...\You see, I must ensure Deliora is resurrected no matter what.\Just give it up already! It's not going to happen.\Oh yeah? And why is that?\Gray will blow that guy away, and I'll blow you away. response:	One million times.
context: But... How did you know I was here?\I've got a good nose.\And you smell like women's perfume for some reason...\You see, I must ensure Deliora is resurrected no matter what.\Just give it up already! It's not going to happen.\Oh yeah? And why is that?\Gray will blow that guy away, and I'll blow you away.\One million times. response:	And that'll be that.
context: I've got a good nose.\And you smell like women's perfume for some reason...\You see, I must ensure Deliora is resurrected no matter what.\Just give it up already! It's not going to happen.\Oh yeah? And why is that?\Gray will blow that guy away, and I'll blow you away.\One million times.\And that'll be that. response:	We'll see...
context: And you smell like women's perfume for some reason...\You see, I must ensure Deliora is resurrected no matter what.\Just give it up already! It's not going to happen.\Oh yeah? And why is that?\Gray will blow that guy away, and I'll blow you away.\One million times.\And that'll be that.\We'll see... response:	L-Light?!
context: You see, I must ensure Deliora is resurrected no matter what.\Just give it up already! It's not going to happen.\Oh yeah? And why is that?\Gray will blow that guy away, and I'll blow you away.\One million times.\And that'll be that.\We'll see...\L-Light?! response:	Who is above doing the ceremony?
context: Just give it up already! It's not going to happen.\Oh yeah? And why is that?\Gray will blow that guy away, and I'll blow you away.\One million times.\And that'll be that.\We'll see...\L-Light?!\Who is above doing the ceremony? response:	With just a single person the moon drip effect is quite weak...
context: Oh yeah? And why is that?\Gray will blow that guy away, and I'll blow you away.\One million times.\And that'll be that.\We'll see...\L-Light?!\Who is above doing the ceremony?\With just a single person the moon drip effect is quite weak... response:	But we've already gathered plenty of moonlight.
context: Gray will blow that guy away, and I'll blow you away.\One million times.\And that'll be that.\We'll see...\L-Light?!\Who is above doing the ceremony?\With just a single person the moon drip effect is quite weak...\But we've already gathered plenty of moonlight. response:	Just a tiny bit more, and...
context: One million times.\And that'll be that.\We'll see...\L-Light?!\Who is above doing the ceremony?\With just a single person the moon drip effect is quite weak...\But we've already gathered plenty of moonlight.\Just a tiny bit more, and... response:	See?
context: And that'll be that.\We'll see...\L-Light?!\Who is above doing the ceremony?\With just a single person the moon drip effect is quite weak...\But we've already gathered plenty of moonlight.\Just a tiny bit more, and...\See? response:	Oh, crap!
context: We'll see...\L-Light?!\Who is above doing the ceremony?\With just a single person the moon drip effect is quite weak...\But we've already gathered plenty of moonlight.\Just a tiny bit more, and...\See?\Oh, crap! response:	The ice is melting off Deliora!
context: L-Light?!\Who is above doing the ceremony?\With just a single person the moon drip effect is quite weak...\But we've already gathered plenty of moonlight.\Just a tiny bit more, and...\See?\Oh, crap!\The ice is melting off Deliora! response:	I have to do something about the guy on top!
context: Who is above doing the ceremony?\With just a single person the moon drip effect is quite weak...\But we've already gathered plenty of moonlight.\Just a tiny bit more, and...\See?\Oh, crap!\The ice is melting off Deliora!\I have to do something about the guy on top! response:	I will not let you escape.
context: With just a single person the moon drip effect is quite weak...\But we've already gathered plenty of moonlight.\Just a tiny bit more, and...\See?\Oh, crap!\The ice is melting off Deliora!\I have to do something about the guy on top!\I will not let you escape. response:	Chasing after me was a mistake, you see.
context: But we've already gathered plenty of moonlight.\Just a tiny bit more, and...\See?\Oh, crap!\The ice is melting off Deliora!\I have to do something about the guy on top!\I will not let you escape.\Chasing after me was a mistake, you see. response:	My little Salamander...
context: Just a tiny bit more, and...\See?\Oh, crap!\The ice is melting off Deliora!\I have to do something about the guy on top!\I will not let you escape.\Chasing after me was a mistake, you see.\My little Salamander... response:	Excellent work. Let us hurry along.
context: See?\Oh, crap!\The ice is melting off Deliora!\I have to do something about the guy on top!\I will not let you escape.\Chasing after me was a mistake, you see.\My little Salamander...\Excellent work. Let us hurry along. response:	Right.
context: Oh, crap!\The ice is melting off Deliora!\I have to do something about the guy on top!\I will not let you escape.\Chasing after me was a mistake, you see.\My little Salamander...\Excellent work. Let us hurry along.\Right. response:	W-Wait!
context: The ice is melting off Deliora!\I have to do something about the guy on top!\I will not let you escape.\Chasing after me was a mistake, you see.\My little Salamander...\Excellent work. Let us hurry along.\Right.\W-Wait! response:	We can't let you interfere with Reitei-sama!
context: I have to do something about the guy on top!\I will not let you escape.\Chasing after me was a mistake, you see.\My little Salamander...\Excellent work. Let us hurry along.\Right.\W-Wait!\We can't let you interfere with Reitei-sama! response:	Those hair ornaments...
context: I will not let you escape.\Chasing after me was a mistake, you see.\My little Salamander...\Excellent work. Let us hurry along.\Right.\W-Wait!\We can't let you interfere with Reitei-sama!\Those hair ornaments... response:	You are the citizens of Brago, aren't you?
context: Chasing after me was a mistake, you see.\My little Salamander...\Excellent work. Let us hurry along.\Right.\W-Wait!\We can't let you interfere with Reitei-sama!\Those hair ornaments...\You are the citizens of Brago, aren't you? response:	Have a score to settle?
context: My little Salamander...\Excellent work. Let us hurry along.\Right.\W-Wait!\We can't let you interfere with Reitei-sama!\Those hair ornaments...\You are the citizens of Brago, aren't you?\Have a score to settle? response:	You sure about that?
context: Excellent work. Let us hurry along.\Right.\W-Wait!\We can't let you interfere with Reitei-sama!\Those hair ornaments...\You are the citizens of Brago, aren't you?\Have a score to settle?\You sure about that? response:	If you use fire magic here, it will accelerate the ice melting off Deliora!
context: Right.\W-Wait!\We can't let you interfere with Reitei-sama!\Those hair ornaments...\You are the citizens of Brago, aren't you?\Have a score to settle?\You sure about that?\If you use fire magic here, it will accelerate the ice melting off Deliora! response:	If you could use fire magic to melt the ice, then you wouldn't have had to go through all this trouble!
context: W-Wait!\We can't let you interfere with Reitei-sama!\Those hair ornaments...\You are the citizens of Brago, aren't you?\Have a score to settle?\You sure about that?\If you use fire magic here, it will accelerate the ice melting off Deliora!\If you could use fire magic to melt the ice, then you wouldn't have had to go through all this trouble! response:	It'll be fastest to beat you here, then smash the guy up on top.
context: We can't let you interfere with Reitei-sama!\Those hair ornaments...\You are the citizens of Brago, aren't you?\Have a score to settle?\You sure about that?\If you use fire magic here, it will accelerate the ice melting off Deliora!\If you could use fire magic to melt the ice, then you wouldn't have had to go through all this trouble!\It'll be fastest to beat you here, then smash the guy up on top. response:	I am surprised at how quickly you can think on your feet in the midst of a battle.
context: Those hair ornaments...\You are the citizens of Brago, aren't you?\Have a score to settle?\You sure about that?\If you use fire magic here, it will accelerate the ice melting off Deliora!\If you could use fire magic to melt the ice, then you wouldn't have had to go through all this trouble!\It'll be fastest to beat you here, then smash the guy up on top.\I am surprised at how quickly you can think on your feet in the midst of a battle. response:	The ruins are shaking again...
context: You are the citizens of Brago, aren't you?\Have a score to settle?\You sure about that?\If you use fire magic here, it will accelerate the ice melting off Deliora!\If you could use fire magic to melt the ice, then you wouldn't have had to go through all this trouble!\It'll be fastest to beat you here, then smash the guy up on top.\I am surprised at how quickly you can think on your feet in the midst of a battle.\The ruins are shaking again... response:	The Moon Drip ceremony has begun. The ice has started melting off Deliora.
context: Have a score to settle?\You sure about that?\If you use fire magic here, it will accelerate the ice melting off Deliora!\If you could use fire magic to melt the ice, then you wouldn't have had to go through all this trouble!\It'll be fastest to beat you here, then smash the guy up on top.\I am surprised at how quickly you can think on your feet in the midst of a battle.\The ruins are shaking again...\The Moon Drip ceremony has begun. The ice has started melting off Deliora. response:	Then, Ul's...
context: You sure about that?\If you use fire magic here, it will accelerate the ice melting off Deliora!\If you could use fire magic to melt the ice, then you wouldn't have had to go through all this trouble!\It'll be fastest to beat you here, then smash the guy up on top.\I am surprised at how quickly you can think on your feet in the midst of a battle.\The ruins are shaking again...\The Moon Drip ceremony has begun. The ice has started melting off Deliora.\Then, Ul's... response:	I suppose this is it.
