context: That day, when I turned 17... response:	I like you, Otani!
context: Not good.\Otherwise you'll just be all by yourself.\Aww! Not fair!\Ah, there they are.\Koizumi-san, everyone's looking for you.\No one wants to come if you're not playing the ghost.\I see.\Fine. I'll do the afternoon shift too. response:	Koizumi...
context: Otherwise you'll just be all by yourself.\Aww! Not fair!\Ah, there they are.\Koizumi-san, everyone's looking for you.\No one wants to come if you're not playing the ghost.\I see.\Fine. I'll do the afternoon shift too.\Koizumi... response:	Sorry.
context: Aww! Not fair!\Ah, there they are.\Koizumi-san, everyone's looking for you.\No one wants to come if you're not playing the ghost.\I see.\Fine. I'll do the afternoon shift too.\Koizumi...\Sorry. response:	I did something terrible to you.
context: Ah, there they are.\Koizumi-san, everyone's looking for you.\No one wants to come if you're not playing the ghost.\I see.\Fine. I'll do the afternoon shift too.\Koizumi...\Sorry.\I did something terrible to you. response:	The guy you like found out that you were with me on your birthday...
context: Koizumi-san, everyone's looking for you.\No one wants to come if you're not playing the ghost.\I see.\Fine. I'll do the afternoon shift too.\Koizumi...\Sorry.\I did something terrible to you.\The guy you like found out that you were with me on your birthday... response:	Wh- What's with this cold atmosphere?!
context: No one wants to come if you're not playing the ghost.\I see.\Fine. I'll do the afternoon shift too.\Koizumi...\Sorry.\I did something terrible to you.\The guy you like found out that you were with me on your birthday...\Wh- What's with this cold atmosphere?! response:	I'm amazed he came up with such a complicated theory.
context: I see.\Fine. I'll do the afternoon shift too.\Koizumi...\Sorry.\I did something terrible to you.\The guy you like found out that you were with me on your birthday...\Wh- What's with this cold atmosphere?!\I'm amazed he came up with such a complicated theory. response:	I'm so surprised I can't even be sad.
context: Fine. I'll do the afternoon shift too.\Koizumi...\Sorry.\I did something terrible to you.\The guy you like found out that you were with me on your birthday...\Wh- What's with this cold atmosphere?!\I'm amazed he came up with such a complicated theory.\I'm so surprised I can't even be sad. response:	Huh? That's not it? That was wrong too?!
context: Koizumi...\Sorry.\I did something terrible to you.\The guy you like found out that you were with me on your birthday...\Wh- What's with this cold atmosphere?!\I'm amazed he came up with such a complicated theory.\I'm so surprised I can't even be sad.\Huh? That's not it? That was wrong too?! response:	He's been saying things like that for a while now.
context: Sorry.\I did something terrible to you.\The guy you like found out that you were with me on your birthday...\Wh- What's with this cold atmosphere?!\I'm amazed he came up with such a complicated theory.\I'm so surprised I can't even be sad.\Huh? That's not it? That was wrong too?!\He's been saying things like that for a while now. response:	What the heck is it, then?!
context: I did something terrible to you.\The guy you like found out that you were with me on your birthday...\Wh- What's with this cold atmosphere?!\I'm amazed he came up with such a complicated theory.\I'm so surprised I can't even be sad.\Huh? That's not it? That was wrong too?!\He's been saying things like that for a while now.\What the heck is it, then?! response:	Fine, fine.
context: The guy you like found out that you were with me on your birthday...\Wh- What's with this cold atmosphere?!\I'm amazed he came up with such a complicated theory.\I'm so surprised I can't even be sad.\Huh? That's not it? That was wrong too?!\He's been saying things like that for a while now.\What the heck is it, then?!\Fine, fine. response:	That's exactly what it was.
context: Wh- What's with this cold atmosphere?!\I'm amazed he came up with such a complicated theory.\I'm so surprised I can't even be sad.\Huh? That's not it? That was wrong too?!\He's been saying things like that for a while now.\What the heck is it, then?!\Fine, fine.\That's exactly what it was. response:	How's it go again?
context: I'm amazed he came up with such a complicated theory.\I'm so surprised I can't even be sad.\Huh? That's not it? That was wrong too?!\He's been saying things like that for a while now.\What the heck is it, then?!\Fine, fine.\That's exactly what it was.\How's it go again? response:	The guy I like found out and got the wrong idea.
context: I'm so surprised I can't even be sad.\Huh? That's not it? That was wrong too?!\He's been saying things like that for a while now.\What the heck is it, then?!\Fine, fine.\That's exactly what it was.\How's it go again?\The guy I like found out and got the wrong idea. response:	You're so damn annoying. I know that's not it.
context: Huh? That's not it? That was wrong too?!\He's been saying things like that for a while now.\What the heck is it, then?!\Fine, fine.\That's exactly what it was.\How's it go again?\The guy I like found out and got the wrong idea.\You're so damn annoying. I know that's not it. response:	I'm the one that's annoyed, you imbecile!
context: He's been saying things like that for a while now.\What the heck is it, then?!\Fine, fine.\That's exactly what it was.\How's it go again?\The guy I like found out and got the wrong idea.\You're so damn annoying. I know that's not it.\I'm the one that's annoyed, you imbecile! response:	Imbecile?
context: What the heck is it, then?!\Fine, fine.\That's exactly what it was.\How's it go again?\The guy I like found out and got the wrong idea.\You're so damn annoying. I know that's not it.\I'm the one that's annoyed, you imbecile!\Imbecile? response:	That's the first time I've heard anyone use that word.
context: Fine, fine.\That's exactly what it was.\How's it go again?\The guy I like found out and got the wrong idea.\You're so damn annoying. I know that's not it.\I'm the one that's annoyed, you imbecile!\Imbecile?\That's the first time I've heard anyone use that word. response:	That's the first time I've had to use it on anyone too!
context: That's exactly what it was.\How's it go again?\The guy I like found out and got the wrong idea.\You're so damn annoying. I know that's not it.\I'm the one that's annoyed, you imbecile!\Imbecile?\That's the first time I've heard anyone use that word.\That's the first time I've had to use it on anyone too! response:	ALL HANSHIN KYOJIN
context: How's it go again?\The guy I like found out and got the wrong idea.\You're so damn annoying. I know that's not it.\I'm the one that's annoyed, you imbecile!\Imbecile?\That's the first time I've heard anyone use that word.\That's the first time I've had to use it on anyone too!\ALL HANSHIN KYOJIN response:	Don't use weird words like that!
context: The guy I like found out and got the wrong idea.\You're so damn annoying. I know that's not it.\I'm the one that's annoyed, you imbecile!\Imbecile?\That's the first time I've heard anyone use that word.\That's the first time I've had to use it on anyone too!\ALL HANSHIN KYOJIN\Don't use weird words like that! response:	Idiot! You just don't understand because you're so dense!
context: You're so damn annoying. I know that's not it.\I'm the one that's annoyed, you imbecile!\Imbecile?\That's the first time I've heard anyone use that word.\That's the first time I've had to use it on anyone too!\ALL HANSHIN KYOJIN\Don't use weird words like that!\Idiot! You just don't understand because you're so dense! response:	What do you make of that?!
context: I'm the one that's annoyed, you imbecile!\Imbecile?\That's the first time I've heard anyone use that word.\That's the first time I've had to use it on anyone too!\ALL HANSHIN KYOJIN\Don't use weird words like that!\Idiot! You just don't understand because you're so dense!\What do you make of that?! response:	You shouldn't make bad impulse jokes, idiot! Twit!
context: Imbecile?\That's the first time I've heard anyone use that word.\That's the first time I've had to use it on anyone too!\ALL HANSHIN KYOJIN\Don't use weird words like that!\Idiot! You just don't understand because you're so dense!\What do you make of that?!\You shouldn't make bad impulse jokes, idiot! Twit! response:	That's the first time I've heard that one too.
context: That's the first time I've heard anyone use that word.\That's the first time I've had to use it on anyone too!\ALL HANSHIN KYOJIN\Don't use weird words like that!\Idiot! You just don't understand because you're so dense!\What do you make of that?!\You shouldn't make bad impulse jokes, idiot! Twit!\That's the first time I've heard that one too. response:	They seem to be well matched, huh?
context: That's the first time I've had to use it on anyone too!\ALL HANSHIN KYOJIN\Don't use weird words like that!\Idiot! You just don't understand because you're so dense!\What do you make of that?!\You shouldn't make bad impulse jokes, idiot! Twit!\That's the first time I've heard that one too.\They seem to be well matched, huh? response:	Do you want to step in?
context: ALL HANSHIN KYOJIN\Don't use weird words like that!\Idiot! You just don't understand because you're so dense!\What do you make of that?!\You shouldn't make bad impulse jokes, idiot! Twit!\That's the first time I've heard that one too.\They seem to be well matched, huh?\Do you want to step in? response:	Sure.
context: Don't use weird words like that!\Idiot! You just don't understand because you're so dense!\What do you make of that?!\You shouldn't make bad impulse jokes, idiot! Twit!\That's the first time I've heard that one too.\They seem to be well matched, huh?\Do you want to step in?\Sure. response:	Otani...
context: Idiot! You just don't understand because you're so dense!\What do you make of that?!\You shouldn't make bad impulse jokes, idiot! Twit!\That's the first time I've heard that one too.\They seem to be well matched, huh?\Do you want to step in?\Sure.\Otani... response:	What?!
context: What do you make of that?!\You shouldn't make bad impulse jokes, idiot! Twit!\That's the first time I've heard that one too.\They seem to be well matched, huh?\Do you want to step in?\Sure.\Otani...\What?! response:	The one Risa likes is you, Otani-kun.
context: You shouldn't make bad impulse jokes, idiot! Twit!\That's the first time I've heard that one too.\They seem to be well matched, huh?\Do you want to step in?\Sure.\Otani...\What?!\The one Risa likes is you, Otani-kun. response:	Liar!
context: That's the first time I've heard that one too.\They seem to be well matched, huh?\Do you want to step in?\Sure.\Otani...\What?!\The one Risa likes is you, Otani-kun.\Liar! response:	You guys are just keeping me in the dark in order to make a fool out of me!
context: They seem to be well matched, huh?\Do you want to step in?\Sure.\Otani...\What?!\The one Risa likes is you, Otani-kun.\Liar!\You guys are just keeping me in the dark in order to make a fool out of me! response:	Are you listening?
context: Do you want to step in?\Sure.\Otani...\What?!\The one Risa likes is you, Otani-kun.\Liar!\You guys are just keeping me in the dark in order to make a fool out of me!\Are you listening? response:	So...
context: Sure.\Otani...\What?!\The one Risa likes is you, Otani-kun.\Liar!\You guys are just keeping me in the dark in order to make a fool out of me!\Are you listening?\So... response:	Someone...
context: Otani...\What?!\The one Risa likes is you, Otani-kun.\Liar!\You guys are just keeping me in the dark in order to make a fool out of me!\Are you listening?\So...\Someone... response:	Someone...
context: What?!\The one Risa likes is you, Otani-kun.\Liar!\You guys are just keeping me in the dark in order to make a fool out of me!\Are you listening?\So...\Someone...\Someone... response:	Someone bring me something to hit him with! Something that'll really hurt him!
context: The one Risa likes is you, Otani-kun.\Liar!\You guys are just keeping me in the dark in order to make a fool out of me!\Are you listening?\So...\Someone...\Someone...\Someone bring me something to hit him with! Something that'll really hurt him! response:	Calm down, Risa!
context: Liar!\You guys are just keeping me in the dark in order to make a fool out of me!\Are you listening?\So...\Someone...\Someone...\Someone bring me something to hit him with! Something that'll really hurt him!\Calm down, Risa! response:	What is she doing?
context: You guys are just keeping me in the dark in order to make a fool out of me!\Are you listening?\So...\Someone...\Someone...\Someone bring me something to hit him with! Something that'll really hurt him!\Calm down, Risa!\What is she doing? response:	He thought you were lying. What's wrong with him?!
context: Are you listening?\So...\Someone...\Someone...\Someone bring me something to hit him with! Something that'll really hurt him!\Calm down, Risa!\What is she doing?\He thought you were lying. What's wrong with him?! response:	There, there.
context: So...\Someone...\Someone...\Someone bring me something to hit him with! Something that'll really hurt him!\Calm down, Risa!\What is she doing?\He thought you were lying. What's wrong with him?!\There, there. response:	Why would anyone lie about something like that?
context: Someone...\Someone...\Someone bring me something to hit him with! Something that'll really hurt him!\Calm down, Risa!\What is she doing?\He thought you were lying. What's wrong with him?!\There, there.\Why would anyone lie about something like that? response:	There, there.
context: Someone...\Someone bring me something to hit him with! Something that'll really hurt him!\Calm down, Risa!\What is she doing?\He thought you were lying. What's wrong with him?!\There, there.\Why would anyone lie about something like that?\There, there. response:	Risa, you came!
context: Someone bring me something to hit him with! Something that'll really hurt him!\Calm down, Risa!\What is she doing?\He thought you were lying. What's wrong with him?!\There, there.\Why would anyone lie about something like that?\There, there.\Risa, you came! response:	Huh?
context: Calm down, Risa!\What is she doing?\He thought you were lying. What's wrong with him?!\There, there.\Why would anyone lie about something like that?\There, there.\Risa, you came!\Huh? response:	Oh. Haruka.
context: What is she doing?\He thought you were lying. What's wrong with him?!\There, there.\Why would anyone lie about something like that?\There, there.\Risa, you came!\Huh?\Oh. Haruka. response:	What's with that outfit?
context: He thought you were lying. What's wrong with him?!\There, there.\Why would anyone lie about something like that?\There, there.\Risa, you came!\Huh?\Oh. Haruka.\What's with that outfit? response:	Huh, you didn't come to see me?
context: There, there.\Why would anyone lie about something like that?\There, there.\Risa, you came!\Huh?\Oh. Haruka.\What's with that outfit?\Huh, you didn't come to see me? response:	Um, well... the haunted house was a huge hit so she's pretty worn out.
context: Why would anyone lie about something like that?\There, there.\Risa, you came!\Huh?\Oh. Haruka.\What's with that outfit?\Huh, you didn't come to see me?\Um, well... the haunted house was a huge hit so she's pretty worn out. response:	Oh? Good timing then!
context: There, there.\Risa, you came!\Huh?\Oh. Haruka.\What's with that outfit?\Huh, you didn't come to see me?\Um, well... the haunted house was a huge hit so she's pretty worn out.\Oh? Good timing then! response:	Take a little rest at our cafe.
context: Risa, you came!\Huh?\Oh. Haruka.\What's with that outfit?\Huh, you didn't come to see me?\Um, well... the haunted house was a huge hit so she's pretty worn out.\Oh? Good timing then!\Take a little rest at our cafe. response:	Yes, let's do that, Risa.
context: Huh?\Oh. Haruka.\What's with that outfit?\Huh, you didn't come to see me?\Um, well... the haunted house was a huge hit so she's pretty worn out.\Oh? Good timing then!\Take a little rest at our cafe.\Yes, let's do that, Risa. response:	I made these cookies too. Would you like to try one?
context: Oh. Haruka.\What's with that outfit?\Huh, you didn't come to see me?\Um, well... the haunted house was a huge hit so she's pretty worn out.\Oh? Good timing then!\Take a little rest at our cafe.\Yes, let's do that, Risa.\I made these cookies too. Would you like to try one? response:	I would, I would!
context: What's with that outfit?\Huh, you didn't come to see me?\Um, well... the haunted house was a huge hit so she's pretty worn out.\Oh? Good timing then!\Take a little rest at our cafe.\Yes, let's do that, Risa.\I made these cookies too. Would you like to try one?\I would, I would! response:	They're really delicious!
context: Huh, you didn't come to see me?\Um, well... the haunted house was a huge hit so she's pretty worn out.\Oh? Good timing then!\Take a little rest at our cafe.\Yes, let's do that, Risa.\I made these cookies too. Would you like to try one?\I would, I would!\They're really delicious! response:	They really are.
context: Um, well... the haunted house was a huge hit so she's pretty worn out.\Oh? Good timing then!\Take a little rest at our cafe.\Yes, let's do that, Risa.\I made these cookies too. Would you like to try one?\I would, I would!\They're really delicious!\They really are. response:	Aren't they?
context: Oh? Good timing then!\Take a little rest at our cafe.\Yes, let's do that, Risa.\I made these cookies too. Would you like to try one?\I would, I would!\They're really delicious!\They really are.\Aren't they? response:	So your class is running this cafe?
context: Take a little rest at our cafe.\Yes, let's do that, Risa.\I made these cookies too. Would you like to try one?\I would, I would!\They're really delicious!\They really are.\Aren't they?\So your class is running this cafe? response:	No. My club is.
context: Yes, let's do that, Risa.\I made these cookies too. Would you like to try one?\I would, I would!\They're really delicious!\They really are.\Aren't they?\So your class is running this cafe?\No. My club is. response:	The Home Ec. Club.
context: I made these cookies too. Would you like to try one?\I would, I would!\They're really delicious!\They really are.\Aren't they?\So your class is running this cafe?\No. My club is.\The Home Ec. Club. response:	I told you that I made club president last time, didn't I?
context: I would, I would!\They're really delicious!\They really are.\Aren't they?\So your class is running this cafe?\No. My club is.\The Home Ec. Club.\I told you that I made club president last time, didn't I? response:	Oh... Did you say something like that?
context: They're really delicious!\They really are.\Aren't they?\So your class is running this cafe?\No. My club is.\The Home Ec. Club.\I told you that I made club president last time, didn't I?\Oh... Did you say something like that? response:	The Efficiency of Full Dentures?
context: They really are.\Aren't they?\So your class is running this cafe?\No. My club is.\The Home Ec. Club.\I told you that I made club president last time, didn't I?\Oh... Did you say something like that?\The Efficiency of Full Dentures? response:	The efficiency of full dentures ?
context: Aren't they?\So your class is running this cafe?\No. My club is.\The Home Ec. Club.\I told you that I made club president last time, didn't I?\Oh... Did you say something like that?\The Efficiency of Full Dentures?\The efficiency of full dentures ? response:	So you really don't care about me at all.
context: So your class is running this cafe?\No. My club is.\The Home Ec. Club.\I told you that I made club president last time, didn't I?\Oh... Did you say something like that?\The Efficiency of Full Dentures?\The efficiency of full dentures ?\So you really don't care about me at all. response:	I didn't say full dentures...
context: No. My club is.\The Home Ec. Club.\I told you that I made club president last time, didn't I?\Oh... Did you say something like that?\The Efficiency of Full Dentures?\The efficiency of full dentures ?\So you really don't care about me at all.\I didn't say full dentures... response:	Your head is just filled with thoughts of that midget.
context: The Home Ec. Club.\I told you that I made club president last time, didn't I?\Oh... Did you say something like that?\The Efficiency of Full Dentures?\The efficiency of full dentures ?\So you really don't care about me at all.\I didn't say full dentures...\Your head is just filled with thoughts of that midget. response:	N- No!
context: I told you that I made club president last time, didn't I?\Oh... Did you say something like that?\The Efficiency of Full Dentures?\The efficiency of full dentures ?\So you really don't care about me at all.\I didn't say full dentures...\Your head is just filled with thoughts of that midget.\N- No! response:	I'm not thinking about that idiot...
context: Oh... Did you say something like that?\The Efficiency of Full Dentures?\The efficiency of full dentures ?\So you really don't care about me at all.\I didn't say full dentures...\Your head is just filled with thoughts of that midget.\N- No!\I'm not thinking about that idiot... response:	Whatever. You're not thinking about me at all.
context: The Efficiency of Full Dentures?\The efficiency of full dentures ?\So you really don't care about me at all.\I didn't say full dentures...\Your head is just filled with thoughts of that midget.\N- No!\I'm not thinking about that idiot...\Whatever. You're not thinking about me at all. response:	Hey, Haruka?
context: The efficiency of full dentures ?\So you really don't care about me at all.\I didn't say full dentures...\Your head is just filled with thoughts of that midget.\N- No!\I'm not thinking about that idiot...\Whatever. You're not thinking about me at all.\Hey, Haruka? response:	What?
context: So you really don't care about me at all.\I didn't say full dentures...\Your head is just filled with thoughts of that midget.\N- No!\I'm not thinking about that idiot...\Whatever. You're not thinking about me at all.\Hey, Haruka?\What? response:	Do you know who I like?
context: I didn't say full dentures...\Your head is just filled with thoughts of that midget.\N- No!\I'm not thinking about that idiot...\Whatever. You're not thinking about me at all.\Hey, Haruka?\What?\Do you know who I like? response:	How can you ask me that?! It's that midget, of course!
context: Your head is just filled with thoughts of that midget.\N- No!\I'm not thinking about that idiot...\Whatever. You're not thinking about me at all.\Hey, Haruka?\What?\Do you know who I like?\How can you ask me that?! It's that midget, of course! response:	So, what about it?
context: N- No!\I'm not thinking about that idiot...\Whatever. You're not thinking about me at all.\Hey, Haruka?\What?\Do you know who I like?\How can you ask me that?! It's that midget, of course!\So, what about it? response:	Nothing.
context: I'm not thinking about that idiot...\Whatever. You're not thinking about me at all.\Hey, Haruka?\What?\Do you know who I like?\How can you ask me that?! It's that midget, of course!\So, what about it?\Nothing. response:	President, I brought some customers!
context: Whatever. You're not thinking about me at all.\Hey, Haruka?\What?\Do you know who I like?\How can you ask me that?! It's that midget, of course!\So, what about it?\Nothing.\President, I brought some customers! response:	Oh, so you're all here.
context: Hey, Haruka?\What?\Do you know who I like?\How can you ask me that?! It's that midget, of course!\So, what about it?\Nothing.\President, I brought some customers!\Oh, so you're all here. response:	How cute!
context: What?\Do you know who I like?\How can you ask me that?! It's that midget, of course!\So, what about it?\Nothing.\President, I brought some customers!\Oh, so you're all here.\How cute! response:	So you're in the Home Ec. Club too, Seiko-chan?
context: Do you know who I like?\How can you ask me that?! It's that midget, of course!\So, what about it?\Nothing.\President, I brought some customers!\Oh, so you're all here.\How cute!\So you're in the Home Ec. Club too, Seiko-chan? response:	I'm just a junior member who joined recently.
context: How can you ask me that?! It's that midget, of course!\So, what about it?\Nothing.\President, I brought some customers!\Oh, so you're all here.\How cute!\So you're in the Home Ec. Club too, Seiko-chan?\I'm just a junior member who joined recently. response:	Oh my, what's going on here? Is a volcano erupting?
context: So, what about it?\Nothing.\President, I brought some customers!\Oh, so you're all here.\How cute!\So you're in the Home Ec. Club too, Seiko-chan?\I'm just a junior member who joined recently.\Oh my, what's going on here? Is a volcano erupting? response:	Seiko-chan, this is your fault! Why did you bring that midget here?!
context: Nothing.\President, I brought some customers!\Oh, so you're all here.\How cute!\So you're in the Home Ec. Club too, Seiko-chan?\I'm just a junior member who joined recently.\Oh my, what's going on here? Is a volcano erupting?\Seiko-chan, this is your fault! Why did you bring that midget here?! response:	But...
context: President, I brought some customers!\Oh, so you're all here.\How cute!\So you're in the Home Ec. Club too, Seiko-chan?\I'm just a junior member who joined recently.\Oh my, what's going on here? Is a volcano erupting?\Seiko-chan, this is your fault! Why did you bring that midget here?!\But... response:	How can you have that kind of attitude with a customer?!
context: Oh, so you're all here.\How cute!\So you're in the Home Ec. Club too, Seiko-chan?\I'm just a junior member who joined recently.\Oh my, what's going on here? Is a volcano erupting?\Seiko-chan, this is your fault! Why did you bring that midget here?!\But...\How can you have that kind of attitude with a customer?! response:	I'm very sorry.
context: How cute!\So you're in the Home Ec. Club too, Seiko-chan?\I'm just a junior member who joined recently.\Oh my, what's going on here? Is a volcano erupting?\Seiko-chan, this is your fault! Why did you bring that midget here?!\But...\How can you have that kind of attitude with a customer?!\I'm very sorry. response:	I regret to inform you that our establishment does not serve gentlemen of diminutive stature.
context: So you're in the Home Ec. Club too, Seiko-chan?\I'm just a junior member who joined recently.\Oh my, what's going on here? Is a volcano erupting?\Seiko-chan, this is your fault! Why did you bring that midget here?!\But...\How can you have that kind of attitude with a customer?!\I'm very sorry.\I regret to inform you that our establishment does not serve gentlemen of diminutive stature. response:	What?!
context: I'm just a junior member who joined recently.\Oh my, what's going on here? Is a volcano erupting?\Seiko-chan, this is your fault! Why did you bring that midget here?!\But...\How can you have that kind of attitude with a customer?!\I'm very sorry.\I regret to inform you that our establishment does not serve gentlemen of diminutive stature.\What?! response:	How cruel!
context: Oh my, what's going on here? Is a volcano erupting?\Seiko-chan, this is your fault! Why did you bring that midget here?!\But...\How can you have that kind of attitude with a customer?!\I'm very sorry.\I regret to inform you that our establishment does not serve gentlemen of diminutive stature.\What?!\How cruel! response:	Let's go somewhere else, Nobu-chan.
context: Seiko-chan, this is your fault! Why did you bring that midget here?!\But...\How can you have that kind of attitude with a customer?!\I'm very sorry.\I regret to inform you that our establishment does not serve gentlemen of diminutive stature.\What?!\How cruel!\Let's go somewhere else, Nobu-chan. response:	Ah! Hey, do you know who Koizumi likes too?
context: But...\How can you have that kind of attitude with a customer?!\I'm very sorry.\I regret to inform you that our establishment does not serve gentlemen of diminutive stature.\What?!\How cruel!\Let's go somewhere else, Nobu-chan.\Ah! Hey, do you know who Koizumi likes too? response:	Of course I know! Why the hell are you asking me?!
context: How can you have that kind of attitude with a customer?!\I'm very sorry.\I regret to inform you that our establishment does not serve gentlemen of diminutive stature.\What?!\How cruel!\Let's go somewhere else, Nobu-chan.\Ah! Hey, do you know who Koizumi likes too?\Of course I know! Why the hell are you asking me?! response:	W-Who is it?!
context: I'm very sorry.\I regret to inform you that our establishment does not serve gentlemen of diminutive stature.\What?!\How cruel!\Let's go somewhere else, Nobu-chan.\Ah! Hey, do you know who Koizumi likes too?\Of course I know! Why the hell are you asking me?!\W-Who is it?! response:	Why should I have to verbalize it again?!
context: I regret to inform you that our establishment does not serve gentlemen of diminutive stature.\What?!\How cruel!\Let's go somewhere else, Nobu-chan.\Ah! Hey, do you know who Koizumi likes too?\Of course I know! Why the hell are you asking me?!\W-Who is it?!\Why should I have to verbalize it again?! response:	Forget it!
context: What?!\How cruel!\Let's go somewhere else, Nobu-chan.\Ah! Hey, do you know who Koizumi likes too?\Of course I know! Why the hell are you asking me?!\W-Who is it?!\Why should I have to verbalize it again?!\Forget it! response:	I know too, you know.
context: How cruel!\Let's go somewhere else, Nobu-chan.\Ah! Hey, do you know who Koizumi likes too?\Of course I know! Why the hell are you asking me?!\W-Who is it?!\Why should I have to verbalize it again?!\Forget it!\I know too, you know. response:	Huh? Why? What's with this?! What's with this?!
context: Let's go somewhere else, Nobu-chan.\Ah! Hey, do you know who Koizumi likes too?\Of course I know! Why the hell are you asking me?!\W-Who is it?!\Why should I have to verbalize it again?!\Forget it!\I know too, you know.\Huh? Why? What's with this?! What's with this?! response:	Risa!
context: Ah! Hey, do you know who Koizumi likes too?\Of course I know! Why the hell are you asking me?!\W-Who is it?!\Why should I have to verbalize it again?!\Forget it!\I know too, you know.\Huh? Why? What's with this?! What's with this?!\Risa! response:	Risa...
context: Of course I know! Why the hell are you asking me?!\W-Who is it?!\Why should I have to verbalize it again?!\Forget it!\I know too, you know.\Huh? Why? What's with this?! What's with this?!\Risa!\Risa... response:	Otani's not dense.
context: W-Who is it?!\Why should I have to verbalize it again?!\Forget it!\I know too, you know.\Huh? Why? What's with this?! What's with this?!\Risa!\Risa...\Otani's not dense. response:	He's just never thought that I could like him in that way.
context: Why should I have to verbalize it again?!\Forget it!\I know too, you know.\Huh? Why? What's with this?! What's with this?!\Risa!\Risa...\Otani's not dense.\He's just never thought that I could like him in that way. response:	Risa...
context: Forget it!\I know too, you know.\Huh? Why? What's with this?! What's with this?!\Risa!\Risa...\Otani's not dense.\He's just never thought that I could like him in that way.\Risa... response:	Basically, he's never even considered that as a possibility.
context: I know too, you know.\Huh? Why? What's with this?! What's with this?!\Risa!\Risa...\Otani's not dense.\He's just never thought that I could like him in that way.\Risa...\Basically, he's never even considered that as a possibility. response:	He thinks it's impossible.
context: Huh? Why? What's with this?! What's with this?!\Risa!\Risa...\Otani's not dense.\He's just never thought that I could like him in that way.\Risa...\Basically, he's never even considered that as a possibility.\He thinks it's impossible. response:	Yeah. He thinks it's impossible.
context: Risa!\Risa...\Otani's not dense.\He's just never thought that I could like him in that way.\Risa...\Basically, he's never even considered that as a possibility.\He thinks it's impossible.\Yeah. He thinks it's impossible. response:	That idiot...!
context: Risa...\Otani's not dense.\He's just never thought that I could like him in that way.\Risa...\Basically, he's never even considered that as a possibility.\He thinks it's impossible.\Yeah. He thinks it's impossible.\That idiot...! response:	Risa...
context: Otani's not dense.\He's just never thought that I could like him in that way.\Risa...\Basically, he's never even considered that as a possibility.\He thinks it's impossible.\Yeah. He thinks it's impossible.\That idiot...!\Risa... response:	He's completely calm because he thinks it's impossible!
context: He's just never thought that I could like him in that way.\Risa...\Basically, he's never even considered that as a possibility.\He thinks it's impossible.\Yeah. He thinks it's impossible.\That idiot...!\Risa...\He's completely calm because he thinks it's impossible! response:	That damn midget...
context: Risa...\Basically, he's never even considered that as a possibility.\He thinks it's impossible.\Yeah. He thinks it's impossible.\That idiot...!\Risa...\He's completely calm because he thinks it's impossible!\That damn midget... response:	Calm down, Risa, calm down!
context: Basically, he's never even considered that as a possibility.\He thinks it's impossible.\Yeah. He thinks it's impossible.\That idiot...!\Risa...\He's completely calm because he thinks it's impossible!\That damn midget...\Calm down, Risa, calm down! response:	Idiot! Shorty! Stupid midget!
context: He thinks it's impossible.\Yeah. He thinks it's impossible.\That idiot...!\Risa...\He's completely calm because he thinks it's impossible!\That damn midget...\Calm down, Risa, calm down!\Idiot! Shorty! Stupid midget! response:	I know! Just stop, okay.
context: Yeah. He thinks it's impossible.\That idiot...!\Risa...\He's completely calm because he thinks it's impossible!\That damn midget...\Calm down, Risa, calm down!\Idiot! Shorty! Stupid midget!\I know! Just stop, okay. response:	Nobu-chan...
context: That idiot...!\Risa...\He's completely calm because he thinks it's impossible!\That damn midget...\Calm down, Risa, calm down!\Idiot! Shorty! Stupid midget!\I know! Just stop, okay.\Nobu-chan... response:	Sorry.
context: Risa...\He's completely calm because he thinks it's impossible!\That damn midget...\Calm down, Risa, calm down!\Idiot! Shorty! Stupid midget!\I know! Just stop, okay.\Nobu-chan...\Sorry. response:	I just don't like to see you like this, Risa.
context: He's completely calm because he thinks it's impossible!\That damn midget...\Calm down, Risa, calm down!\Idiot! Shorty! Stupid midget!\I know! Just stop, okay.\Nobu-chan...\Sorry.\I just don't like to see you like this, Risa. response:	Ah! I found Koizumi-san!
context: That damn midget...\Calm down, Risa, calm down!\Idiot! Shorty! Stupid midget!\I know! Just stop, okay.\Nobu-chan...\Sorry.\I just don't like to see you like this, Risa.\Ah! I found Koizumi-san! response:	Catch her! Catch her!
context: Calm down, Risa, calm down!\Idiot! Shorty! Stupid midget!\I know! Just stop, okay.\Nobu-chan...\Sorry.\I just don't like to see you like this, Risa.\Ah! I found Koizumi-san!\Catch her! Catch her! response:	Are you happy too?
context: Idiot! Shorty! Stupid midget!\I know! Just stop, okay.\Nobu-chan...\Sorry.\I just don't like to see you like this, Risa.\Ah! I found Koizumi-san!\Catch her! Catch her!\Are you happy too? response:	Are you happy?
context: I know! Just stop, okay.\Nobu-chan...\Sorry.\I just don't like to see you like this, Risa.\Ah! I found Koizumi-san!\Catch her! Catch her!\Are you happy too?\Are you happy? response:	Give me your happiness!
context: Nobu-chan...\Sorry.\I just don't like to see you like this, Risa.\Ah! I found Koizumi-san!\Catch her! Catch her!\Are you happy too?\Are you happy?\Give me your happiness! response:	Business is booming. What's wrong?
context: Sorry.\I just don't like to see you like this, Risa.\Ah! I found Koizumi-san!\Catch her! Catch her!\Are you happy too?\Are you happy?\Give me your happiness!\Business is booming. What's wrong? response:	Darling...
