context: Good work today! response:	A drinking party.
context: Prime numbers.\The rules behind their sequence are a complete mystery.\They are a code created by God.\They are blueprint left by aliens.\There are some who believe such things.\It is a fact that in the natural world,\there are many laws which involve prime numbers.\In America, in years that are prime, great quantities of seminars on primes spring up. response:	Numerical formulas concerning the way primes appear,
context: The rules behind their sequence are a complete mystery.\They are a code created by God.\They are blueprint left by aliens.\There are some who believe such things.\It is a fact that in the natural world,\there are many laws which involve prime numbers.\In America, in years that are prime, great quantities of seminars on primes spring up.\Numerical formulas concerning the way primes appear, response:	and the intervals between big discoveries in nuclear energy
context: They are a code created by God.\They are blueprint left by aliens.\There are some who believe such things.\It is a fact that in the natural world,\there are many laws which involve prime numbers.\In America, in years that are prime, great quantities of seminars on primes spring up.\Numerical formulas concerning the way primes appear,\and the intervals between big discoveries in nuclear energy response:	seem to coincide for some reason.
context: They are blueprint left by aliens.\There are some who believe such things.\It is a fact that in the natural world,\there are many laws which involve prime numbers.\In America, in years that are prime, great quantities of seminars on primes spring up.\Numerical formulas concerning the way primes appear,\and the intervals between big discoveries in nuclear energy\seem to coincide for some reason. response:	One problem involving unraveling the mysteries of prime numbers
context: There are some who believe such things.\It is a fact that in the natural world,\there are many laws which involve prime numbers.\In America, in years that are prime, great quantities of seminars on primes spring up.\Numerical formulas concerning the way primes appear,\and the intervals between big discoveries in nuclear energy\seem to coincide for some reason.\One problem involving unraveling the mysteries of prime numbers response:	is the greatest unsolved problem in the world of mathematics.
context: It is a fact that in the natural world,\there are many laws which involve prime numbers.\In America, in years that are prime, great quantities of seminars on primes spring up.\Numerical formulas concerning the way primes appear,\and the intervals between big discoveries in nuclear energy\seem to coincide for some reason.\One problem involving unraveling the mysteries of prime numbers\is the greatest unsolved problem in the world of mathematics. response:	It's called the Riemann Hypothesis.
context: there are many laws which involve prime numbers.\In America, in years that are prime, great quantities of seminars on primes spring up.\Numerical formulas concerning the way primes appear,\and the intervals between big discoveries in nuclear energy\seem to coincide for some reason.\One problem involving unraveling the mysteries of prime numbers\is the greatest unsolved problem in the world of mathematics.\It's called the Riemann Hypothesis. response:	If you solve it, you receive a prize of 1 million dollars.
context: In America, in years that are prime, great quantities of seminars on primes spring up.\Numerical formulas concerning the way primes appear,\and the intervals between big discoveries in nuclear energy\seem to coincide for some reason.\One problem involving unraveling the mysteries of prime numbers\is the greatest unsolved problem in the world of mathematics.\It's called the Riemann Hypothesis.\If you solve it, you receive a prize of 1 million dollars. response:	One million dollars?!
context: Numerical formulas concerning the way primes appear,\and the intervals between big discoveries in nuclear energy\seem to coincide for some reason.\One problem involving unraveling the mysteries of prime numbers\is the greatest unsolved problem in the world of mathematics.\It's called the Riemann Hypothesis.\If you solve it, you receive a prize of 1 million dollars.\One million dollars?! response:	As an aside, currently, the highest known prime number
context: and the intervals between big discoveries in nuclear energy\seem to coincide for some reason.\One problem involving unraveling the mysteries of prime numbers\is the greatest unsolved problem in the world of mathematics.\It's called the Riemann Hypothesis.\If you solve it, you receive a prize of 1 million dollars.\One million dollars?!\As an aside, currently, the highest known prime number response:	is 23,249,425 digits long.
context: seem to coincide for some reason.\One problem involving unraveling the mysteries of prime numbers\is the greatest unsolved problem in the world of mathematics.\It's called the Riemann Hypothesis.\If you solve it, you receive a prize of 1 million dollars.\One million dollars?!\As an aside, currently, the highest known prime number\is 23,249,425 digits long. response:	Updated 12/21/2018! hhh24,862,048 digits!!
context: One problem involving unraveling the mysteries of prime numbers\is the greatest unsolved problem in the world of mathematics.\It's called the Riemann Hypothesis.\If you solve it, you receive a prize of 1 million dollars.\One million dollars?!\As an aside, currently, the highest known prime number\is 23,249,425 digits long.\Updated 12/21/2018! hhh24,862,048 digits!! response:	That's amazing!
context: is the greatest unsolved problem in the world of mathematics.\It's called the Riemann Hypothesis.\If you solve it, you receive a prize of 1 million dollars.\One million dollars?!\As an aside, currently, the highest known prime number\is 23,249,425 digits long.\Updated 12/21/2018! hhh24,862,048 digits!!\That's amazing! response:	Anyone who confirms a higher number receives a prize of 3,000 dollars.
context: It's called the Riemann Hypothesis.\If you solve it, you receive a prize of 1 million dollars.\One million dollars?!\As an aside, currently, the highest known prime number\is 23,249,425 digits long.\Updated 12/21/2018! hhh24,862,048 digits!!\That's amazing!\Anyone who confirms a higher number receives a prize of 3,000 dollars. response:	Wow...
context: If you solve it, you receive a prize of 1 million dollars.\One million dollars?!\As an aside, currently, the highest known prime number\is 23,249,425 digits long.\Updated 12/21/2018! hhh24,862,048 digits!!\That's amazing!\Anyone who confirms a higher number receives a prize of 3,000 dollars.\Wow... response:	But, Himuro-senpai,
context: One million dollars?!\As an aside, currently, the highest known prime number\is 23,249,425 digits long.\Updated 12/21/2018! hhh24,862,048 digits!!\That's amazing!\Anyone who confirms a higher number receives a prize of 3,000 dollars.\Wow...\But, Himuro-senpai, response:	it's amazing you can explain so well when you've had a few drinks.
context: As an aside, currently, the highest known prime number\is 23,249,425 digits long.\Updated 12/21/2018! hhh24,862,048 digits!!\That's amazing!\Anyone who confirms a higher number receives a prize of 3,000 dollars.\Wow...\But, Himuro-senpai,\it's amazing you can explain so well when you've had a few drinks. response:	Of course I can.
context: is 23,249,425 digits long.\Updated 12/21/2018! hhh24,862,048 digits!!\That's amazing!\Anyone who confirms a higher number receives a prize of 3,000 dollars.\Wow...\But, Himuro-senpai,\it's amazing you can explain so well when you've had a few drinks.\Of course I can. response:	At any given moment,
context: Updated 12/21/2018! hhh24,862,048 digits!!\That's amazing!\Anyone who confirms a higher number receives a prize of 3,000 dollars.\Wow...\But, Himuro-senpai,\it's amazing you can explain so well when you've had a few drinks.\Of course I can.\At any given moment, response:	being dignified, calm, and intellectual...
context: That's amazing!\Anyone who confirms a higher number receives a prize of 3,000 dollars.\Wow...\But, Himuro-senpai,\it's amazing you can explain so well when you've had a few drinks.\Of course I can.\At any given moment,\being dignified, calm, and intellectual... response:	is the science-type I hope to become.
context: Anyone who confirms a higher number receives a prize of 3,000 dollars.\Wow...\But, Himuro-senpai,\it's amazing you can explain so well when you've had a few drinks.\Of course I can.\At any given moment,\being dignified, calm, and intellectual...\is the science-type I hope to become. response:	minutes later.
context: Wow...\But, Himuro-senpai,\it's amazing you can explain so well when you've had a few drinks.\Of course I can.\At any given moment,\being dignified, calm, and intellectual...\is the science-type I hope to become.\minutes later. response:	minute later.
context: But, Himuro-senpai,\it's amazing you can explain so well when you've had a few drinks.\Of course I can.\At any given moment,\being dignified, calm, and intellectual...\is the science-type I hope to become.\minutes later.\minute later. response:	I wuv you, Yukimura-kun!
context: it's amazing you can explain so well when you've had a few drinks.\Of course I can.\At any given moment,\being dignified, calm, and intellectual...\is the science-type I hope to become.\minutes later.\minute later.\I wuv you, Yukimura-kun! response:	Intellectual...?
context: Of course I can.\At any given moment,\being dignified, calm, and intellectual...\is the science-type I hope to become.\minutes later.\minute later.\I wuv you, Yukimura-kun!\Intellectual...? response:	Himuro does tend to suddenly get super drunk.
context: At any given moment,\being dignified, calm, and intellectual...\is the science-type I hope to become.\minutes later.\minute later.\I wuv you, Yukimura-kun!\Intellectual...?\Himuro does tend to suddenly get super drunk. response:	I'm so happy for you. Your love's been proven.
context: being dignified, calm, and intellectual...\is the science-type I hope to become.\minutes later.\minute later.\I wuv you, Yukimura-kun!\Intellectual...?\Himuro does tend to suddenly get super drunk.\I'm so happy for you. Your love's been proven. response:	You can't use the words of a drunk as reference!
context: is the science-type I hope to become.\minutes later.\minute later.\I wuv you, Yukimura-kun!\Intellectual...?\Himuro does tend to suddenly get super drunk.\I'm so happy for you. Your love's been proven.\You can't use the words of a drunk as reference! response:	That's why I said to exercise moderation.
context: minutes later.\minute later.\I wuv you, Yukimura-kun!\Intellectual...?\Himuro does tend to suddenly get super drunk.\I'm so happy for you. Your love's been proven.\You can't use the words of a drunk as reference!\That's why I said to exercise moderation. response:	This is exactly why alcohol is...
context: minute later.\I wuv you, Yukimura-kun!\Intellectual...?\Himuro does tend to suddenly get super drunk.\I'm so happy for you. Your love's been proven.\You can't use the words of a drunk as reference!\That's why I said to exercise moderation.\This is exactly why alcohol is... response:	Say, say, Yukimura-kun...
context: I wuv you, Yukimura-kun!\Intellectual...?\Himuro does tend to suddenly get super drunk.\I'm so happy for you. Your love's been proven.\You can't use the words of a drunk as reference!\That's why I said to exercise moderation.\This is exactly why alcohol is...\Say, say, Yukimura-kun... response:	Uh... What?
context: Intellectual...?\Himuro does tend to suddenly get super drunk.\I'm so happy for you. Your love's been proven.\You can't use the words of a drunk as reference!\That's why I said to exercise moderation.\This is exactly why alcohol is...\Say, say, Yukimura-kun...\Uh... What? response:	A kiss of the highest theoretical value... please.
context: Himuro does tend to suddenly get super drunk.\I'm so happy for you. Your love's been proven.\You can't use the words of a drunk as reference!\That's why I said to exercise moderation.\This is exactly why alcohol is...\Say, say, Yukimura-kun...\Uh... What?\A kiss of the highest theoretical value... please. response:	Wha?
context: I'm so happy for you. Your love's been proven.\You can't use the words of a drunk as reference!\That's why I said to exercise moderation.\This is exactly why alcohol is...\Say, say, Yukimura-kun...\Uh... What?\A kiss of the highest theoretical value... please.\Wha? response:	I-I can't right now.
context: You can't use the words of a drunk as reference!\That's why I said to exercise moderation.\This is exactly why alcohol is...\Say, say, Yukimura-kun...\Uh... What?\A kiss of the highest theoretical value... please.\Wha?\I-I can't right now. response:	Trying to increase the mood value here would be...
context: That's why I said to exercise moderation.\This is exactly why alcohol is...\Say, say, Yukimura-kun...\Uh... What?\A kiss of the highest theoretical value... please.\Wha?\I-I can't right now.\Trying to increase the mood value here would be... response:	Why not?
context: This is exactly why alcohol is...\Say, say, Yukimura-kun...\Uh... What?\A kiss of the highest theoretical value... please.\Wha?\I-I can't right now.\Trying to increase the mood value here would be...\Why not? response:	Do it! Do it!
context: Say, say, Yukimura-kun...\Uh... What?\A kiss of the highest theoretical value... please.\Wha?\I-I can't right now.\Trying to increase the mood value here would be...\Why not?\Do it! Do it! response:	Yukimura-kun!
context: Uh... What?\A kiss of the highest theoretical value... please.\Wha?\I-I can't right now.\Trying to increase the mood value here would be...\Why not?\Do it! Do it!\Yukimura-kun! response:	Are you a child?
context: A kiss of the highest theoretical value... please.\Wha?\I-I can't right now.\Trying to increase the mood value here would be...\Why not?\Do it! Do it!\Yukimura-kun!\Are you a child? response:	I never expected Himuro-senpai to be like this when she gets drunk...
context: Wha?\I-I can't right now.\Trying to increase the mood value here would be...\Why not?\Do it! Do it!\Yukimura-kun!\Are you a child?\I never expected Himuro-senpai to be like this when she gets drunk... response:	Drink really does drive men mad...
context: I-I can't right now.\Trying to increase the mood value here would be...\Why not?\Do it! Do it!\Yukimura-kun!\Are you a child?\I never expected Himuro-senpai to be like this when she gets drunk...\Drink really does drive men mad... response:	Kosuke-kun,
context: Trying to increase the mood value here would be...\Why not?\Do it! Do it!\Yukimura-kun!\Are you a child?\I never expected Himuro-senpai to be like this when she gets drunk...\Drink really does drive men mad...\Kosuke-kun, response:	you should be careful not to act like you're with club members and drink too much...
context: Why not?\Do it! Do it!\Yukimura-kun!\Are you a child?\I never expected Himuro-senpai to be like this when she gets drunk...\Drink really does drive men mad...\Kosuke-kun,\you should be careful not to act like you're with club members and drink too much... response:	I'm gonna marry Ena-chan!
context: Do it! Do it!\Yukimura-kun!\Are you a child?\I never expected Himuro-senpai to be like this when she gets drunk...\Drink really does drive men mad...\Kosuke-kun,\you should be careful not to act like you're with club members and drink too much...\I'm gonna marry Ena-chan! response:	You, too?!
context: Yukimura-kun!\Are you a child?\I never expected Himuro-senpai to be like this when she gets drunk...\Drink really does drive men mad...\Kosuke-kun,\you should be careful not to act like you're with club members and drink too much...\I'm gonna marry Ena-chan!\You, too?! response:	Sometimes when Torasuke drinks too much,
context: Are you a child?\I never expected Himuro-senpai to be like this when she gets drunk...\Drink really does drive men mad...\Kosuke-kun,\you should be careful not to act like you're with club members and drink too much...\I'm gonna marry Ena-chan!\You, too?!\Sometimes when Torasuke drinks too much, response:	he reverts back to about first grade.
context: I never expected Himuro-senpai to be like this when she gets drunk...\Drink really does drive men mad...\Kosuke-kun,\you should be careful not to act like you're with club members and drink too much...\I'm gonna marry Ena-chan!\You, too?!\Sometimes when Torasuke drinks too much,\he reverts back to about first grade. response:	Ena-chan, you won't move away?
context: Drink really does drive men mad...\Kosuke-kun,\you should be careful not to act like you're with club members and drink too much...\I'm gonna marry Ena-chan!\You, too?!\Sometimes when Torasuke drinks too much,\he reverts back to about first grade.\Ena-chan, you won't move away? response:	You really won't move away?
context: Kosuke-kun,\you should be careful not to act like you're with club members and drink too much...\I'm gonna marry Ena-chan!\You, too?!\Sometimes when Torasuke drinks too much,\he reverts back to about first grade.\Ena-chan, you won't move away?\You really won't move away? response:	Yes, yes. I'm not going anywhere.
context: you should be careful not to act like you're with club members and drink too much...\I'm gonna marry Ena-chan!\You, too?!\Sometimes when Torasuke drinks too much,\he reverts back to about first grade.\Ena-chan, you won't move away?\You really won't move away?\Yes, yes. I'm not going anywhere. response:	I'll stay with you forever.
context: I'm gonna marry Ena-chan!\You, too?!\Sometimes when Torasuke drinks too much,\he reverts back to about first grade.\Ena-chan, you won't move away?\You really won't move away?\Yes, yes. I'm not going anywhere.\I'll stay with you forever. response:	Yay!
context: You, too?!\Sometimes when Torasuke drinks too much,\he reverts back to about first grade.\Ena-chan, you won't move away?\You really won't move away?\Yes, yes. I'm not going anywhere.\I'll stay with you forever.\Yay! response:	What's so funny, Kanade?!
context: Sometimes when Torasuke drinks too much,\he reverts back to about first grade.\Ena-chan, you won't move away?\You really won't move away?\Yes, yes. I'm not going anywhere.\I'll stay with you forever.\Yay!\What's so funny, Kanade?! response:	Nothing. It's just your parties here are kind of nice.
context: he reverts back to about first grade.\Ena-chan, you won't move away?\You really won't move away?\Yes, yes. I'm not going anywhere.\I'll stay with you forever.\Yay!\What's so funny, Kanade?!\Nothing. It's just your parties here are kind of nice. response:	Everyone does whatever they want.
context: Ena-chan, you won't move away?\You really won't move away?\Yes, yes. I'm not going anywhere.\I'll stay with you forever.\Yay!\What's so funny, Kanade?!\Nothing. It's just your parties here are kind of nice.\Everyone does whatever they want. response:	They go crazy however they like.
context: You really won't move away?\Yes, yes. I'm not going anywhere.\I'll stay with you forever.\Yay!\What's so funny, Kanade?!\Nothing. It's just your parties here are kind of nice.\Everyone does whatever they want.\They go crazy however they like. response:	And... I'm a little jealous of that...
context: Yes, yes. I'm not going anywhere.\I'll stay with you forever.\Yay!\What's so funny, Kanade?!\Nothing. It's just your parties here are kind of nice.\Everyone does whatever they want.\They go crazy however they like.\And... I'm a little jealous of that... response:	I still can't...
context: I'll stay with you forever.\Yay!\What's so funny, Kanade?!\Nothing. It's just your parties here are kind of nice.\Everyone does whatever they want.\They go crazy however they like.\And... I'm a little jealous of that...\I still can't... response:	minutes later.
context: Yay!\What's so funny, Kanade?!\Nothing. It's just your parties here are kind of nice.\Everyone does whatever they want.\They go crazy however they like.\And... I'm a little jealous of that...\I still can't...\minutes later. response:	minute later.
context: What's so funny, Kanade?!\Nothing. It's just your parties here are kind of nice.\Everyone does whatever they want.\They go crazy however they like.\And... I'm a little jealous of that...\I still can't...\minutes later.\minute later. response:	minutes later.
context: Nothing. It's just your parties here are kind of nice.\Everyone does whatever they want.\They go crazy however they like.\And... I'm a little jealous of that...\I still can't...\minutes later.\minute later.\minutes later. response:	Quit flirting all day every day, you ridiculous couple!
context: Everyone does whatever they want.\They go crazy however they like.\And... I'm a little jealous of that...\I still can't...\minutes later.\minute later.\minutes later.\Quit flirting all day every day, you ridiculous couple! response:	So she's a berserker-type, too, then.
context: They go crazy however they like.\And... I'm a little jealous of that...\I still can't...\minutes later.\minute later.\minutes later.\Quit flirting all day every day, you ridiculous couple!\So she's a berserker-type, too, then. response:	What do you mean proof of love?
context: And... I'm a little jealous of that...\I still can't...\minutes later.\minute later.\minutes later.\Quit flirting all day every day, you ridiculous couple!\So she's a berserker-type, too, then.\What do you mean proof of love? response:	Do you know how many people want someone to be with and can't find anyone?!
context: I still can't...\minutes later.\minute later.\minutes later.\Quit flirting all day every day, you ridiculous couple!\So she's a berserker-type, too, then.\What do you mean proof of love?\Do you know how many people want someone to be with and can't find anyone?! response:	Kanade... Let's calm down a little...
context: minutes later.\minute later.\minutes later.\Quit flirting all day every day, you ridiculous couple!\So she's a berserker-type, too, then.\What do you mean proof of love?\Do you know how many people want someone to be with and can't find anyone?!\Kanade... Let's calm down a little... response:	Stop talking!
context: minute later.\minutes later.\Quit flirting all day every day, you ridiculous couple!\So she's a berserker-type, too, then.\What do you mean proof of love?\Do you know how many people want someone to be with and can't find anyone?!\Kanade... Let's calm down a little...\Stop talking! response:	You know, I just wanted to be like a normal girl and have a normal love, but...
context: minutes later.\Quit flirting all day every day, you ridiculous couple!\So she's a berserker-type, too, then.\What do you mean proof of love?\Do you know how many people want someone to be with and can't find anyone?!\Kanade... Let's calm down a little...\Stop talking!\You know, I just wanted to be like a normal girl and have a normal love, but... response:	I wuv you, too, Kanade-chan!
context: Quit flirting all day every day, you ridiculous couple!\So she's a berserker-type, too, then.\What do you mean proof of love?\Do you know how many people want someone to be with and can't find anyone?!\Kanade... Let's calm down a little...\Stop talking!\You know, I just wanted to be like a normal girl and have a normal love, but...\I wuv you, too, Kanade-chan! response:	Well... Seeing as it's you, I'm sure you can.
context: So she's a berserker-type, too, then.\What do you mean proof of love?\Do you know how many people want someone to be with and can't find anyone?!\Kanade... Let's calm down a little...\Stop talking!\You know, I just wanted to be like a normal girl and have a normal love, but...\I wuv you, too, Kanade-chan!\Well... Seeing as it's you, I'm sure you can. response:	For right now, have some water.
context: What do you mean proof of love?\Do you know how many people want someone to be with and can't find anyone?!\Kanade... Let's calm down a little...\Stop talking!\You know, I just wanted to be like a normal girl and have a normal love, but...\I wuv you, too, Kanade-chan!\Well... Seeing as it's you, I'm sure you can.\For right now, have some water. response:	I said, stop talking!
context: Do you know how many people want someone to be with and can't find anyone?!\Kanade... Let's calm down a little...\Stop talking!\You know, I just wanted to be like a normal girl and have a normal love, but...\I wuv you, too, Kanade-chan!\Well... Seeing as it's you, I'm sure you can.\For right now, have some water.\I said, stop talking! response:	I wanted to be a normal girl, you know?!
context: Kanade... Let's calm down a little...\Stop talking!\You know, I just wanted to be like a normal girl and have a normal love, but...\I wuv you, too, Kanade-chan!\Well... Seeing as it's you, I'm sure you can.\For right now, have some water.\I said, stop talking!\I wanted to be a normal girl, you know?! response:	Not some gorilla girl who reflexively attacks people standing behind her!
context: Stop talking!\You know, I just wanted to be like a normal girl and have a normal love, but...\I wuv you, too, Kanade-chan!\Well... Seeing as it's you, I'm sure you can.\For right now, have some water.\I said, stop talking!\I wanted to be a normal girl, you know?!\Not some gorilla girl who reflexively attacks people standing behind her! response:	Otherwise, back in high school, that never would have...
context: You know, I just wanted to be like a normal girl and have a normal love, but...\I wuv you, too, Kanade-chan!\Well... Seeing as it's you, I'm sure you can.\For right now, have some water.\I said, stop talking!\I wanted to be a normal girl, you know?!\Not some gorilla girl who reflexively attacks people standing behind her!\Otherwise, back in high school, that never would have... response:	What on earth happened to her?
context: I wuv you, too, Kanade-chan!\Well... Seeing as it's you, I'm sure you can.\For right now, have some water.\I said, stop talking!\I wanted to be a normal girl, you know?!\Not some gorilla girl who reflexively attacks people standing behind her!\Otherwise, back in high school, that never would have...\What on earth happened to her? response:	I read the atmosphere, blend in with my surroundings...
context: Well... Seeing as it's you, I'm sure you can.\For right now, have some water.\I said, stop talking!\I wanted to be a normal girl, you know?!\Not some gorilla girl who reflexively attacks people standing behind her!\Otherwise, back in high school, that never would have...\What on earth happened to her?\I read the atmosphere, blend in with my surroundings... response:	Being normal... is best.
context: For right now, have some water.\I said, stop talking!\I wanted to be a normal girl, you know?!\Not some gorilla girl who reflexively attacks people standing behind her!\Otherwise, back in high school, that never would have...\What on earth happened to her?\I read the atmosphere, blend in with my surroundings...\Being normal... is best. response:	Ridiculous.
context: I said, stop talking!\I wanted to be a normal girl, you know?!\Not some gorilla girl who reflexively attacks people standing behind her!\Otherwise, back in high school, that never would have...\What on earth happened to her?\I read the atmosphere, blend in with my surroundings...\Being normal... is best.\Ridiculous. response:	Imagine me, of all people, drinking too much...
context: I wanted to be a normal girl, you know?!\Not some gorilla girl who reflexively attacks people standing behind her!\Otherwise, back in high school, that never would have...\What on earth happened to her?\I read the atmosphere, blend in with my surroundings...\Being normal... is best.\Ridiculous.\Imagine me, of all people, drinking too much... response:	Starting partway through, I don't have any memory of what happened...
context: Not some gorilla girl who reflexively attacks people standing behind her!\Otherwise, back in high school, that never would have...\What on earth happened to her?\I read the atmosphere, blend in with my surroundings...\Being normal... is best.\Ridiculous.\Imagine me, of all people, drinking too much...\Starting partway through, I don't have any memory of what happened... response:	Me neither.
context: Otherwise, back in high school, that never would have...\What on earth happened to her?\I read the atmosphere, blend in with my surroundings...\Being normal... is best.\Ridiculous.\Imagine me, of all people, drinking too much...\Starting partway through, I don't have any memory of what happened...\Me neither. response:	I have the feeling I did something crazy, but...
context: What on earth happened to her?\I read the atmosphere, blend in with my surroundings...\Being normal... is best.\Ridiculous.\Imagine me, of all people, drinking too much...\Starting partway through, I don't have any memory of what happened...\Me neither.\I have the feeling I did something crazy, but... response:	Well, not remembering would be the prudent thing to do.
context: I read the atmosphere, blend in with my surroundings...\Being normal... is best.\Ridiculous.\Imagine me, of all people, drinking too much...\Starting partway through, I don't have any memory of what happened...\Me neither.\I have the feeling I did something crazy, but...\Well, not remembering would be the prudent thing to do. response:	As I thought, not imbibing alcohol was the correct course of action.
context: Being normal... is best.\Ridiculous.\Imagine me, of all people, drinking too much...\Starting partway through, I don't have any memory of what happened...\Me neither.\I have the feeling I did something crazy, but...\Well, not remembering would be the prudent thing to do.\As I thought, not imbibing alcohol was the correct course of action. response:	Science Fell in Love, So I Tried to Prove It
context: Ridiculous.\Imagine me, of all people, drinking too much...\Starting partway through, I don't have any memory of what happened...\Me neither.\I have the feeling I did something crazy, but...\Well, not remembering would be the prudent thing to do.\As I thought, not imbibing alcohol was the correct course of action.\Science Fell in Love, So I Tried to Prove It response:	Science-type Cinderella
context: Imagine me, of all people, drinking too much...\Starting partway through, I don't have any memory of what happened...\Me neither.\I have the feeling I did something crazy, but...\Well, not remembering would be the prudent thing to do.\As I thought, not imbibing alcohol was the correct course of action.\Science Fell in Love, So I Tried to Prove It\Science-type Cinderella response:	Once upon a time,
context: Starting partway through, I don't have any memory of what happened...\Me neither.\I have the feeling I did something crazy, but...\Well, not remembering would be the prudent thing to do.\As I thought, not imbibing alcohol was the correct course of action.\Science Fell in Love, So I Tried to Prove It\Science-type Cinderella\Once upon a time, response:	there was a science-type girl called Cinderella.
context: Me neither.\I have the feeling I did something crazy, but...\Well, not remembering would be the prudent thing to do.\As I thought, not imbibing alcohol was the correct course of action.\Science Fell in Love, So I Tried to Prove It\Science-type Cinderella\Once upon a time,\there was a science-type girl called Cinderella. response:	Are you listening, Cinderella?
context: I have the feeling I did something crazy, but...\Well, not remembering would be the prudent thing to do.\As I thought, not imbibing alcohol was the correct course of action.\Science Fell in Love, So I Tried to Prove It\Science-type Cinderella\Once upon a time,\there was a science-type girl called Cinderella.\Are you listening, Cinderella? response:	We are going to the ball. You clean the house from top to bottom.
context: Well, not remembering would be the prudent thing to do.\As I thought, not imbibing alcohol was the correct course of action.\Science Fell in Love, So I Tried to Prove It\Science-type Cinderella\Once upon a time,\there was a science-type girl called Cinderella.\Are you listening, Cinderella?\We are going to the ball. You clean the house from top to bottom. response:	Clean every nook and cranny, until no speck of dust remains.
context: As I thought, not imbibing alcohol was the correct course of action.\Science Fell in Love, So I Tried to Prove It\Science-type Cinderella\Once upon a time,\there was a science-type girl called Cinderella.\Are you listening, Cinderella?\We are going to the ball. You clean the house from top to bottom.\Clean every nook and cranny, until no speck of dust remains. response:	A moment, Mother.
context: Science Fell in Love, So I Tried to Prove It\Science-type Cinderella\Once upon a time,\there was a science-type girl called Cinderella.\Are you listening, Cinderella?\We are going to the ball. You clean the house from top to bottom.\Clean every nook and cranny, until no speck of dust remains.\A moment, Mother. response:	Your extravagant merrymaking is putting a strain on our family finances.
context: Science-type Cinderella\Once upon a time,\there was a science-type girl called Cinderella.\Are you listening, Cinderella?\We are going to the ball. You clean the house from top to bottom.\Clean every nook and cranny, until no speck of dust remains.\A moment, Mother.\Your extravagant merrymaking is putting a strain on our family finances. response:	And, based on your appearances and the size of your clothing,
context: Once upon a time,\there was a science-type girl called Cinderella.\Are you listening, Cinderella?\We are going to the ball. You clean the house from top to bottom.\Clean every nook and cranny, until no speck of dust remains.\A moment, Mother.\Your extravagant merrymaking is putting a strain on our family finances.\And, based on your appearances and the size of your clothing, response:	in terms of cost-performance, I conjecture it would be better to send me.
context: there was a science-type girl called Cinderella.\Are you listening, Cinderella?\We are going to the ball. You clean the house from top to bottom.\Clean every nook and cranny, until no speck of dust remains.\A moment, Mother.\Your extravagant merrymaking is putting a strain on our family finances.\And, based on your appearances and the size of your clothing,\in terms of cost-performance, I conjecture it would be better to send me. response:	S-Silence!
context: Are you listening, Cinderella?\We are going to the ball. You clean the house from top to bottom.\Clean every nook and cranny, until no speck of dust remains.\A moment, Mother.\Your extravagant merrymaking is putting a strain on our family finances.\And, based on your appearances and the size of your clothing,\in terms of cost-performance, I conjecture it would be better to send me.\S-Silence! response:	With a single wave of the fairy godmother's wand...
context: We are going to the ball. You clean the house from top to bottom.\Clean every nook and cranny, until no speck of dust remains.\A moment, Mother.\Your extravagant merrymaking is putting a strain on our family finances.\And, based on your appearances and the size of your clothing,\in terms of cost-performance, I conjecture it would be better to send me.\S-Silence!\With a single wave of the fairy godmother's wand... response:	in the blink of an eye, a beautiful dress and pumpkin carriage appeared.
context: Clean every nook and cranny, until no speck of dust remains.\A moment, Mother.\Your extravagant merrymaking is putting a strain on our family finances.\And, based on your appearances and the size of your clothing,\in terms of cost-performance, I conjecture it would be better to send me.\S-Silence!\With a single wave of the fairy godmother's wand...\in the blink of an eye, a beautiful dress and pumpkin carriage appeared. response:	You should take those and head to the ball.
context: A moment, Mother.\Your extravagant merrymaking is putting a strain on our family finances.\And, based on your appearances and the size of your clothing,\in terms of cost-performance, I conjecture it would be better to send me.\S-Silence!\With a single wave of the fairy godmother's wand...\in the blink of an eye, a beautiful dress and pumpkin carriage appeared.\You should take those and head to the ball. response:	Oh. By the way, it's only effective until midnight. Good luck with it.
context: Your extravagant merrymaking is putting a strain on our family finances.\And, based on your appearances and the size of your clothing,\in terms of cost-performance, I conjecture it would be better to send me.\S-Silence!\With a single wave of the fairy godmother's wand...\in the blink of an eye, a beautiful dress and pumpkin carriage appeared.\You should take those and head to the ball.\Oh. By the way, it's only effective until midnight. Good luck with it. response:	This is amazing! What kind of system are you using?
context: And, based on your appearances and the size of your clothing,\in terms of cost-performance, I conjecture it would be better to send me.\S-Silence!\With a single wave of the fairy godmother's wand...\in the blink of an eye, a beautiful dress and pumpkin carriage appeared.\You should take those and head to the ball.\Oh. By the way, it's only effective until midnight. Good luck with it.\This is amazing! What kind of system are you using? response:	What about the law of conservation of mass?
context: in terms of cost-performance, I conjecture it would be better to send me.\S-Silence!\With a single wave of the fairy godmother's wand...\in the blink of an eye, a beautiful dress and pumpkin carriage appeared.\You should take those and head to the ball.\Oh. By the way, it's only effective until midnight. Good luck with it.\This is amazing! What kind of system are you using?\What about the law of conservation of mass? response:	You know of a few things yourself, don't you?
context: S-Silence!\With a single wave of the fairy godmother's wand...\in the blink of an eye, a beautiful dress and pumpkin carriage appeared.\You should take those and head to the ball.\Oh. By the way, it's only effective until midnight. Good luck with it.\This is amazing! What kind of system are you using?\What about the law of conservation of mass?\You know of a few things yourself, don't you? response:	What?
