context: This feels great... response:	There's nothing like relaxing in your own home...
context: Fairy Tail! As we have done since days long past,\I will now announce the participants in this year's S Class Wizard Advancement Exam!\S Class Wizard Advancement Exam?!\I'm all fired up!\Everyone, quiet down!\The Master isn't finished speaking yet.\This year's exam will take place on Tenroujima!\Note: Tenroujima = Heaven Wolf Island response:	It is holy ground for our guild.
context: I will now announce the participants in this year's S Class Wizard Advancement Exam!\S Class Wizard Advancement Exam?!\I'm all fired up!\Everyone, quiet down!\The Master isn't finished speaking yet.\This year's exam will take place on Tenroujima!\Note: Tenroujima = Heaven Wolf Island\It is holy ground for our guild. response:	So, what kind of test is it?
context: S Class Wizard Advancement Exam?!\I'm all fired up!\Everyone, quiet down!\The Master isn't finished speaking yet.\This year's exam will take place on Tenroujima!\Note: Tenroujima = Heaven Wolf Island\It is holy ground for our guild.\So, what kind of test is it? response:	It changes each year, actually.
context: I'm all fired up!\Everyone, quiet down!\The Master isn't finished speaking yet.\This year's exam will take place on Tenroujima!\Note: Tenroujima = Heaven Wolf Island\It is holy ground for our guild.\So, what kind of test is it?\It changes each year, actually. response:	But it's always something extremely hard.
context: Everyone, quiet down!\The Master isn't finished speaking yet.\This year's exam will take place on Tenroujima!\Note: Tenroujima = Heaven Wolf Island\It is holy ground for our guild.\So, what kind of test is it?\It changes each year, actually.\But it's always something extremely hard. response:	I mean, anyone who passes gets to be an S Class wizard, after all!
context: The Master isn't finished speaking yet.\This year's exam will take place on Tenroujima!\Note: Tenroujima = Heaven Wolf Island\It is holy ground for our guild.\So, what kind of test is it?\It changes each year, actually.\But it's always something extremely hard.\I mean, anyone who passes gets to be an S Class wizard, after all! response:	Each of your powers, hearts, and souls...
context: This year's exam will take place on Tenroujima!\Note: Tenroujima = Heaven Wolf Island\It is holy ground for our guild.\So, what kind of test is it?\It changes each year, actually.\But it's always something extremely hard.\I mean, anyone who passes gets to be an S Class wizard, after all!\Each of your powers, hearts, and souls... response:	I have judged them all this past year...
context: Note: Tenroujima = Heaven Wolf Island\It is holy ground for our guild.\So, what kind of test is it?\It changes each year, actually.\But it's always something extremely hard.\I mean, anyone who passes gets to be an S Class wizard, after all!\Each of your powers, hearts, and souls...\I have judged them all this past year... response:	There will be eight participants!
context: It is holy ground for our guild.\So, what kind of test is it?\It changes each year, actually.\But it's always something extremely hard.\I mean, anyone who passes gets to be an S Class wizard, after all!\Each of your powers, hearts, and souls...\I have judged them all this past year...\There will be eight participants! response:	Natsu Dragneel!
context: So, what kind of test is it?\It changes each year, actually.\But it's always something extremely hard.\I mean, anyone who passes gets to be an S Class wizard, after all!\Each of your powers, hearts, and souls...\I have judged them all this past year...\There will be eight participants!\Natsu Dragneel! response:	All right!
context: It changes each year, actually.\But it's always something extremely hard.\I mean, anyone who passes gets to be an S Class wizard, after all!\Each of your powers, hearts, and souls...\I have judged them all this past year...\There will be eight participants!\Natsu Dragneel!\All right! response:	Good for you, Natsu!
context: But it's always something extremely hard.\I mean, anyone who passes gets to be an S Class wizard, after all!\Each of your powers, hearts, and souls...\I have judged them all this past year...\There will be eight participants!\Natsu Dragneel!\All right!\Good for you, Natsu! response:	Gray Fullbuster!
context: I mean, anyone who passes gets to be an S Class wizard, after all!\Each of your powers, hearts, and souls...\I have judged them all this past year...\There will be eight participants!\Natsu Dragneel!\All right!\Good for you, Natsu!\Gray Fullbuster! response:	Finally, the time has come...
context: Each of your powers, hearts, and souls...\I have judged them all this past year...\There will be eight participants!\Natsu Dragneel!\All right!\Good for you, Natsu!\Gray Fullbuster!\Finally, the time has come... response:	Juvia Lockser!
context: I have judged them all this past year...\There will be eight participants!\Natsu Dragneel!\All right!\Good for you, Natsu!\Gray Fullbuster!\Finally, the time has come...\Juvia Lockser! response:	Huh? Juvia is participating?
context: There will be eight participants!\Natsu Dragneel!\All right!\Good for you, Natsu!\Gray Fullbuster!\Finally, the time has come...\Juvia Lockser!\Huh? Juvia is participating? response:	Elfman!
context: Natsu Dragneel!\All right!\Good for you, Natsu!\Gray Fullbuster!\Finally, the time has come...\Juvia Lockser!\Huh? Juvia is participating?\Elfman! response:	Those who are Men, should become S Class!
context: All right!\Good for you, Natsu!\Gray Fullbuster!\Finally, the time has come...\Juvia Lockser!\Huh? Juvia is participating?\Elfman!\Those who are Men, should become S Class! response:	Good luck, Elf-niichan!
context: Good for you, Natsu!\Gray Fullbuster!\Finally, the time has come...\Juvia Lockser!\Huh? Juvia is participating?\Elfman!\Those who are Men, should become S Class!\Good luck, Elf-niichan! response:	Cana, Alberona!
context: Gray Fullbuster!\Finally, the time has come...\Juvia Lockser!\Huh? Juvia is participating?\Elfman!\Those who are Men, should become S Class!\Good luck, Elf-niichan!\Cana, Alberona! response:	Fried Justine!
context: Finally, the time has come...\Juvia Lockser!\Huh? Juvia is participating?\Elfman!\Those who are Men, should become S Class!\Good luck, Elf-niichan!\Cana, Alberona!\Fried Justine! response:	To follow in Laxus's footsteps...
context: Juvia Lockser!\Huh? Juvia is participating?\Elfman!\Those who are Men, should become S Class!\Good luck, Elf-niichan!\Cana, Alberona!\Fried Justine!\To follow in Laxus's footsteps... response:	Levy McGarden!
context: Huh? Juvia is participating?\Elfman!\Those who are Men, should become S Class!\Good luck, Elf-niichan!\Cana, Alberona!\Fried Justine!\To follow in Laxus's footsteps...\Levy McGarden! response:	Finally, I...
context: Elfman!\Those who are Men, should become S Class!\Good luck, Elf-niichan!\Cana, Alberona!\Fried Justine!\To follow in Laxus's footsteps...\Levy McGarden!\Finally, I... response:	Levy's time has come!
context: Those who are Men, should become S Class!\Good luck, Elf-niichan!\Cana, Alberona!\Fried Justine!\To follow in Laxus's footsteps...\Levy McGarden!\Finally, I...\Levy's time has come! response:	Mest Gryder!
context: Good luck, Elf-niichan!\Cana, Alberona!\Fried Justine!\To follow in Laxus's footsteps...\Levy McGarden!\Finally, I...\Levy's time has come!\Mest Gryder! response:	Mest!
context: Cana, Alberona!\Fried Justine!\To follow in Laxus's footsteps...\Levy McGarden!\Finally, I...\Levy's time has come!\Mest Gryder!\Mest! response:	He came close last year...
context: Fried Justine!\To follow in Laxus's footsteps...\Levy McGarden!\Finally, I...\Levy's time has come!\Mest Gryder!\Mest!\He came close last year... response:	This year's no good, either?
context: To follow in Laxus's footsteps...\Levy McGarden!\Finally, I...\Levy's time has come!\Mest Gryder!\Mest!\He came close last year...\This year's no good, either? response:	There's always next year, right?
context: Levy McGarden!\Finally, I...\Levy's time has come!\Mest Gryder!\Mest!\He came close last year...\This year's no good, either?\There's always next year, right? response:	Natsu's finally in this year.
context: Finally, I...\Levy's time has come!\Mest Gryder!\Mest!\He came close last year...\This year's no good, either?\There's always next year, right?\Natsu's finally in this year. response:	So is Gray!
context: Levy's time has come!\Mest Gryder!\Mest!\He came close last year...\This year's no good, either?\There's always next year, right?\Natsu's finally in this year.\So is Gray! response:	This is gonna be good.
context: Mest Gryder!\Mest!\He came close last year...\This year's no good, either?\There's always next year, right?\Natsu's finally in this year.\So is Gray!\This is gonna be good. response:	Everyone looks rarin' to go!
context: Mest!\He came close last year...\This year's no good, either?\There's always next year, right?\Natsu's finally in this year.\So is Gray!\This is gonna be good.\Everyone looks rarin' to go! response:	Wow! S Class wizards, huh?
context: He came close last year...\This year's no good, either?\There's always next year, right?\Natsu's finally in this year.\So is Gray!\This is gonna be good.\Everyone looks rarin' to go!\Wow! S Class wizards, huh? response:	One day, I'll also...
context: This year's no good, either?\There's always next year, right?\Natsu's finally in this year.\So is Gray!\This is gonna be good.\Everyone looks rarin' to go!\Wow! S Class wizards, huh?\One day, I'll also... response:	I see... So everyone was trying their best so they'd get chosen.
context: There's always next year, right?\Natsu's finally in this year.\So is Gray!\This is gonna be good.\Everyone looks rarin' to go!\Wow! S Class wizards, huh?\One day, I'll also...\I see... So everyone was trying their best so they'd get chosen. response:	Do your best, everyone!
context: Natsu's finally in this year.\So is Gray!\This is gonna be good.\Everyone looks rarin' to go!\Wow! S Class wizards, huh?\One day, I'll also...\I see... So everyone was trying their best so they'd get chosen.\Do your best, everyone! response:	Huh?
context: So is Gray!\This is gonna be good.\Everyone looks rarin' to go!\Wow! S Class wizards, huh?\One day, I'll also...\I see... So everyone was trying their best so they'd get chosen.\Do your best, everyone!\Huh? response:	Oh yeah... Could this be the reason she wants to quit the guild?
context: This is gonna be good.\Everyone looks rarin' to go!\Wow! S Class wizards, huh?\One day, I'll also...\I see... So everyone was trying their best so they'd get chosen.\Do your best, everyone!\Huh?\Oh yeah... Could this be the reason she wants to quit the guild? response:	This time, only one of you will pass.
context: Everyone looks rarin' to go!\Wow! S Class wizards, huh?\One day, I'll also...\I see... So everyone was trying their best so they'd get chosen.\Do your best, everyone!\Huh?\Oh yeah... Could this be the reason she wants to quit the guild?\This time, only one of you will pass. response:	The exam will take place in a week,
context: Wow! S Class wizards, huh?\One day, I'll also...\I see... So everyone was trying their best so they'd get chosen.\Do your best, everyone!\Huh?\Oh yeah... Could this be the reason she wants to quit the guild?\This time, only one of you will pass.\The exam will take place in a week, response:	so each of you, prepare yourselves!
context: One day, I'll also...\I see... So everyone was trying their best so they'd get chosen.\Do your best, everyone!\Huh?\Oh yeah... Could this be the reason she wants to quit the guild?\This time, only one of you will pass.\The exam will take place in a week,\so each of you, prepare yourselves! response:	Just one-kina?
context: I see... So everyone was trying their best so they'd get chosen.\Do your best, everyone!\Huh?\Oh yeah... Could this be the reason she wants to quit the guild?\This time, only one of you will pass.\The exam will take place in a week,\so each of you, prepare yourselves!\Just one-kina? response:	Is the frontrunner Fried?
context: Do your best, everyone!\Huh?\Oh yeah... Could this be the reason she wants to quit the guild?\This time, only one of you will pass.\The exam will take place in a week,\so each of you, prepare yourselves!\Just one-kina?\Is the frontrunner Fried? response:	Mest, obviously.
context: Huh?\Oh yeah... Could this be the reason she wants to quit the guild?\This time, only one of you will pass.\The exam will take place in a week,\so each of you, prepare yourselves!\Just one-kina?\Is the frontrunner Fried?\Mest, obviously. response:	Natsu and Gray are there, too!
context: Oh yeah... Could this be the reason she wants to quit the guild?\This time, only one of you will pass.\The exam will take place in a week,\so each of you, prepare yourselves!\Just one-kina?\Is the frontrunner Fried?\Mest, obviously.\Natsu and Gray are there, too! response:	W-Why aren't I included?
context: This time, only one of you will pass.\The exam will take place in a week,\so each of you, prepare yourselves!\Just one-kina?\Is the frontrunner Fried?\Mest, obviously.\Natsu and Gray are there, too!\W-Why aren't I included? response:	Even Juvia is, so...
context: The exam will take place in a week,\so each of you, prepare yourselves!\Just one-kina?\Is the frontrunner Fried?\Mest, obviously.\Natsu and Gray are there, too!\W-Why aren't I included?\Even Juvia is, so... response:	I've heard about your reputation in the guild.
context: so each of you, prepare yourselves!\Just one-kina?\Is the frontrunner Fried?\Mest, obviously.\Natsu and Gray are there, too!\W-Why aren't I included?\Even Juvia is, so...\I've heard about your reputation in the guild. response:	Doesn't seem like you're trusted.
context: Just one-kina?\Is the frontrunner Fried?\Mest, obviously.\Natsu and Gray are there, too!\W-Why aren't I included?\Even Juvia is, so...\I've heard about your reputation in the guild.\Doesn't seem like you're trusted. response:	Uh, no! I mean, I can't tell you why, but I'm not!
context: Is the frontrunner Fried?\Mest, obviously.\Natsu and Gray are there, too!\W-Why aren't I included?\Even Juvia is, so...\I've heard about your reputation in the guild.\Doesn't seem like you're trusted.\Uh, no! I mean, I can't tell you why, but I'm not! response:	I wanna explain but I can't!
context: Mest, obviously.\Natsu and Gray are there, too!\W-Why aren't I included?\Even Juvia is, so...\I've heard about your reputation in the guild.\Doesn't seem like you're trusted.\Uh, no! I mean, I can't tell you why, but I'm not!\I wanna explain but I can't! response:	And there's also Erza...
context: Natsu and Gray are there, too!\W-Why aren't I included?\Even Juvia is, so...\I've heard about your reputation in the guild.\Doesn't seem like you're trusted.\Uh, no! I mean, I can't tell you why, but I'm not!\I wanna explain but I can't!\And there's also Erza... response:	You're not ready.
context: W-Why aren't I included?\Even Juvia is, so...\I've heard about your reputation in the guild.\Doesn't seem like you're trusted.\Uh, no! I mean, I can't tell you why, but I'm not!\I wanna explain but I can't!\And there's also Erza...\You're not ready. response:	Damn you!
context: Even Juvia is, so...\I've heard about your reputation in the guild.\Doesn't seem like you're trusted.\Uh, no! I mean, I can't tell you why, but I'm not!\I wanna explain but I can't!\And there's also Erza...\You're not ready.\Damn you! response:	Honestly... Such a fuss all the time.
context: I've heard about your reputation in the guild.\Doesn't seem like you're trusted.\Uh, no! I mean, I can't tell you why, but I'm not!\I wanna explain but I can't!\And there's also Erza...\You're not ready.\Damn you!\Honestly... Such a fuss all the time. response:	What's the matter, Carla?
context: Doesn't seem like you're trusted.\Uh, no! I mean, I can't tell you why, but I'm not!\I wanna explain but I can't!\And there's also Erza...\You're not ready.\Damn you!\Honestly... Such a fuss all the time.\What's the matter, Carla? response:	N-Nothing...
context: Uh, no! I mean, I can't tell you why, but I'm not!\I wanna explain but I can't!\And there's also Erza...\You're not ready.\Damn you!\Honestly... Such a fuss all the time.\What's the matter, Carla?\N-Nothing... response:	What was that, just for a moment...
context: I wanna explain but I can't!\And there's also Erza...\You're not ready.\Damn you!\Honestly... Such a fuss all the time.\What's the matter, Carla?\N-Nothing...\What was that, just for a moment... response:	Who?
context: And there's also Erza...\You're not ready.\Damn you!\Honestly... Such a fuss all the time.\What's the matter, Carla?\N-Nothing...\What was that, just for a moment...\Who? response:	I didn't know yet.
context: You're not ready.\Damn you!\Honestly... Such a fuss all the time.\What's the matter, Carla?\N-Nothing...\What was that, just for a moment...\Who?\I didn't know yet. response:	An unexpected something would be joining in for this event...
context: Damn you!\Honestly... Such a fuss all the time.\What's the matter, Carla?\N-Nothing...\What was that, just for a moment...\Who?\I didn't know yet.\An unexpected something would be joining in for this event... response:	As this is the first time for some of you, let me explain the rules.
context: Honestly... Such a fuss all the time.\What's the matter, Carla?\N-Nothing...\What was that, just for a moment...\Who?\I didn't know yet.\An unexpected something would be joining in for this event...\As this is the first time for some of you, let me explain the rules. response:	Each of the eight selected participants, please select a partner within the week of preparation.
context: What's the matter, Carla?\N-Nothing...\What was that, just for a moment...\Who?\I didn't know yet.\An unexpected something would be joining in for this event...\As this is the first time for some of you, let me explain the rules.\Each of the eight selected participants, please select a partner within the week of preparation. response:	Partner?
context: N-Nothing...\What was that, just for a moment...\Who?\I didn't know yet.\An unexpected something would be joining in for this event...\As this is the first time for some of you, let me explain the rules.\Each of the eight selected participants, please select a partner within the week of preparation.\Partner? response:	It's a contest between two-person teams.
context: What was that, just for a moment...\Who?\I didn't know yet.\An unexpected something would be joining in for this event...\As this is the first time for some of you, let me explain the rules.\Each of the eight selected participants, please select a partner within the week of preparation.\Partner?\It's a contest between two-person teams. response:	This exam tests your bonds with your friends.
context: Who?\I didn't know yet.\An unexpected something would be joining in for this event...\As this is the first time for some of you, let me explain the rules.\Each of the eight selected participants, please select a partner within the week of preparation.\Partner?\It's a contest between two-person teams.\This exam tests your bonds with your friends. response:	There are two rules for the partners you can choose.
context: I didn't know yet.\An unexpected something would be joining in for this event...\As this is the first time for some of you, let me explain the rules.\Each of the eight selected participants, please select a partner within the week of preparation.\Partner?\It's a contest between two-person teams.\This exam tests your bonds with your friends.\There are two rules for the partners you can choose. response:	One: They must be a member of Fairy Tail.
context: An unexpected something would be joining in for this event...\As this is the first time for some of you, let me explain the rules.\Each of the eight selected participants, please select a partner within the week of preparation.\Partner?\It's a contest between two-person teams.\This exam tests your bonds with your friends.\There are two rules for the partners you can choose.\One: They must be a member of Fairy Tail. response:	Two: You cannot partner with S Class wizards.
context: As this is the first time for some of you, let me explain the rules.\Each of the eight selected participants, please select a partner within the week of preparation.\Partner?\It's a contest between two-person teams.\This exam tests your bonds with your friends.\There are two rules for the partners you can choose.\One: They must be a member of Fairy Tail.\Two: You cannot partner with S Class wizards. response:	In other words, you can't form a team with Erza, Mirajane, or Gildarts.
context: Each of the eight selected participants, please select a partner within the week of preparation.\Partner?\It's a contest between two-person teams.\This exam tests your bonds with your friends.\There are two rules for the partners you can choose.\One: They must be a member of Fairy Tail.\Two: You cannot partner with S Class wizards.\In other words, you can't form a team with Erza, Mirajane, or Gildarts. response:	Being with Erza-san would make you far too powerful, after all.
context: Partner?\It's a contest between two-person teams.\This exam tests your bonds with your friends.\There are two rules for the partners you can choose.\One: They must be a member of Fairy Tail.\Two: You cannot partner with S Class wizards.\In other words, you can't form a team with Erza, Mirajane, or Gildarts.\Being with Erza-san would make you far too powerful, after all. response:	The contents of the exam itself will be announced once you arrive at Tenroujima.
context: It's a contest between two-person teams.\This exam tests your bonds with your friends.\There are two rules for the partners you can choose.\One: They must be a member of Fairy Tail.\Two: You cannot partner with S Class wizards.\In other words, you can't form a team with Erza, Mirajane, or Gildarts.\Being with Erza-san would make you far too powerful, after all.\The contents of the exam itself will be announced once you arrive at Tenroujima. response:	But this time, Erza will be blocking your progress.
context: This exam tests your bonds with your friends.\There are two rules for the partners you can choose.\One: They must be a member of Fairy Tail.\Two: You cannot partner with S Class wizards.\In other words, you can't form a team with Erza, Mirajane, or Gildarts.\Being with Erza-san would make you far too powerful, after all.\The contents of the exam itself will be announced once you arrive at Tenroujima.\But this time, Erza will be blocking your progress. response:	I'll also help out to get in your way!
context: There are two rules for the partners you can choose.\One: They must be a member of Fairy Tail.\Two: You cannot partner with S Class wizards.\In other words, you can't form a team with Erza, Mirajane, or Gildarts.\Being with Erza-san would make you far too powerful, after all.\The contents of the exam itself will be announced once you arrive at Tenroujima.\But this time, Erza will be blocking your progress.\I'll also help out to get in your way! response:	D-Don't tell me... You can't become S Class without defeating Erza and Mira-san?!
context: One: They must be a member of Fairy Tail.\Two: You cannot partner with S Class wizards.\In other words, you can't form a team with Erza, Mirajane, or Gildarts.\Being with Erza-san would make you far too powerful, after all.\The contents of the exam itself will be announced once you arrive at Tenroujima.\But this time, Erza will be blocking your progress.\I'll also help out to get in your way!\D-Don't tell me... You can't become S Class without defeating Erza and Mira-san?! response:	Well, I'm sure they'll hold back a little, but...
context: Two: You cannot partner with S Class wizards.\In other words, you can't form a team with Erza, Mirajane, or Gildarts.\Being with Erza-san would make you far too powerful, after all.\The contents of the exam itself will be announced once you arrive at Tenroujima.\But this time, Erza will be blocking your progress.\I'll also help out to get in your way!\D-Don't tell me... You can't become S Class without defeating Erza and Mira-san?!\Well, I'm sure they'll hold back a little, but... response:	Now you see what I meant by hard?
context: In other words, you can't form a team with Erza, Mirajane, or Gildarts.\Being with Erza-san would make you far too powerful, after all.\The contents of the exam itself will be announced once you arrive at Tenroujima.\But this time, Erza will be blocking your progress.\I'll also help out to get in your way!\D-Don't tell me... You can't become S Class without defeating Erza and Mira-san?!\Well, I'm sure they'll hold back a little, but...\Now you see what I meant by hard? response:	No complaining!
context: Being with Erza-san would make you far too powerful, after all.\The contents of the exam itself will be announced once you arrive at Tenroujima.\But this time, Erza will be blocking your progress.\I'll also help out to get in your way!\D-Don't tell me... You can't become S Class without defeating Erza and Mira-san?!\Well, I'm sure they'll hold back a little, but...\Now you see what I meant by hard?\No complaining! response:	All S Class wizards have gone through the same path...
context: The contents of the exam itself will be announced once you arrive at Tenroujima.\But this time, Erza will be blocking your progress.\I'll also help out to get in your way!\D-Don't tell me... You can't become S Class without defeating Erza and Mira-san?!\Well, I'm sure they'll hold back a little, but...\Now you see what I meant by hard?\No complaining!\All S Class wizards have gone through the same path... response:	H-Hold on a second...
context: But this time, Erza will be blocking your progress.\I'll also help out to get in your way!\D-Don't tell me... You can't become S Class without defeating Erza and Mira-san?!\Well, I'm sure they'll hold back a little, but...\Now you see what I meant by hard?\No complaining!\All S Class wizards have gone through the same path...\H-Hold on a second... response:	Don't tell me...
context: I'll also help out to get in your way!\D-Don't tell me... You can't become S Class without defeating Erza and Mira-san?!\Well, I'm sure they'll hold back a little, but...\Now you see what I meant by hard?\No complaining!\All S Class wizards have gone through the same path...\H-Hold on a second...\Don't tell me... response:	You're gonna participate too, Gildarts?!
context: D-Don't tell me... You can't become S Class without defeating Erza and Mira-san?!\Well, I'm sure they'll hold back a little, but...\Now you see what I meant by hard?\No complaining!\All S Class wizards have gone through the same path...\H-Hold on a second...\Don't tell me...\You're gonna participate too, Gildarts?! response:	Don't be happy about that!
context: Well, I'm sure they'll hold back a little, but...\Now you see what I meant by hard?\No complaining!\All S Class wizards have gone through the same path...\H-Hold on a second...\Don't tell me...\You're gonna participate too, Gildarts?!\Don't be happy about that! response:	The eight selected participants and their chosen partners will assemble at Hargeon Port in one week.
context: Now you see what I meant by hard?\No complaining!\All S Class wizards have gone through the same path...\H-Hold on a second...\Don't tell me...\You're gonna participate too, Gildarts?!\Don't be happy about that!\The eight selected participants and their chosen partners will assemble at Hargeon Port in one week. response:	That is all!
context: No complaining!\All S Class wizards have gone through the same path...\H-Hold on a second...\Don't tell me...\You're gonna participate too, Gildarts?!\Don't be happy about that!\The eight selected participants and their chosen partners will assemble at Hargeon Port in one week.\That is all! response:	This year's gonna be tougher than ever.
context: All S Class wizards have gone through the same path...\H-Hold on a second...\Don't tell me...\You're gonna participate too, Gildarts?!\Don't be happy about that!\The eight selected participants and their chosen partners will assemble at Hargeon Port in one week.\That is all!\This year's gonna be tougher than ever. response:	I'm surprised that it's the first time for all of you.
context: H-Hold on a second...\Don't tell me...\You're gonna participate too, Gildarts?!\Don't be happy about that!\The eight selected participants and their chosen partners will assemble at Hargeon Port in one week.\That is all!\This year's gonna be tougher than ever.\I'm surprised that it's the first time for all of you. response:	I'm fired up!
context: Don't tell me...\You're gonna participate too, Gildarts?!\Don't be happy about that!\The eight selected participants and their chosen partners will assemble at Hargeon Port in one week.\That is all!\This year's gonna be tougher than ever.\I'm surprised that it's the first time for all of you.\I'm fired up! response:	I'm gonna become S Class for sure!
context: You're gonna participate too, Gildarts?!\Don't be happy about that!\The eight selected participants and their chosen partners will assemble at Hargeon Port in one week.\That is all!\This year's gonna be tougher than ever.\I'm surprised that it's the first time for all of you.\I'm fired up!\I'm gonna become S Class for sure! response:	The path to becoming S Class just got farther away for Elfman the Man!
context: Don't be happy about that!\The eight selected participants and their chosen partners will assemble at Hargeon Port in one week.\That is all!\This year's gonna be tougher than ever.\I'm surprised that it's the first time for all of you.\I'm fired up!\I'm gonna become S Class for sure!\The path to becoming S Class just got farther away for Elfman the Man! response:	Everyone seems to be having a rough time.
context: The eight selected participants and their chosen partners will assemble at Hargeon Port in one week.\That is all!\This year's gonna be tougher than ever.\I'm surprised that it's the first time for all of you.\I'm fired up!\I'm gonna become S Class for sure!\The path to becoming S Class just got farther away for Elfman the Man!\Everyone seems to be having a rough time. response:	Good luck, everyone!
context: That is all!\This year's gonna be tougher than ever.\I'm surprised that it's the first time for all of you.\I'm fired up!\I'm gonna become S Class for sure!\The path to becoming S Class just got farther away for Elfman the Man!\Everyone seems to be having a rough time.\Good luck, everyone! response:	Let's do our best.
context: This year's gonna be tougher than ever.\I'm surprised that it's the first time for all of you.\I'm fired up!\I'm gonna become S Class for sure!\The path to becoming S Class just got farther away for Elfman the Man!\Everyone seems to be having a rough time.\Good luck, everyone!\Let's do our best. response:	Leave it to me!
context: I'm surprised that it's the first time for all of you.\I'm fired up!\I'm gonna become S Class for sure!\The path to becoming S Class just got farther away for Elfman the Man!\Everyone seems to be having a rough time.\Good luck, everyone!\Let's do our best.\Leave it to me! response:	I'm sure Laxus would be pleased if he comes back to see you've become an S Class wizard.
context: I'm fired up!\I'm gonna become S Class for sure!\The path to becoming S Class just got farther away for Elfman the Man!\Everyone seems to be having a rough time.\Good luck, everyone!\Let's do our best.\Leave it to me!\I'm sure Laxus would be pleased if he comes back to see you've become an S Class wizard. response:	And the rank of the Raijinshuu will shoot up!
context: I'm gonna become S Class for sure!\The path to becoming S Class just got farther away for Elfman the Man!\Everyone seems to be having a rough time.\Good luck, everyone!\Let's do our best.\Leave it to me!\I'm sure Laxus would be pleased if he comes back to see you've become an S Class wizard.\And the rank of the Raijinshuu will shoot up! response:	So Fried's partner is going to be Bickslow...
context: The path to becoming S Class just got farther away for Elfman the Man!\Everyone seems to be having a rough time.\Good luck, everyone!\Let's do our best.\Leave it to me!\I'm sure Laxus would be pleased if he comes back to see you've become an S Class wizard.\And the rank of the Raijinshuu will shoot up!\So Fried's partner is going to be Bickslow... response:	They seem like a powerful team, sure.
context: Everyone seems to be having a rough time.\Good luck, everyone!\Let's do our best.\Leave it to me!\I'm sure Laxus would be pleased if he comes back to see you've become an S Class wizard.\And the rank of the Raijinshuu will shoot up!\So Fried's partner is going to be Bickslow...\They seem like a powerful team, sure. response:	She seems skeptical!
context: Good luck, everyone!\Let's do our best.\Leave it to me!\I'm sure Laxus would be pleased if he comes back to see you've become an S Class wizard.\And the rank of the Raijinshuu will shoot up!\So Fried's partner is going to be Bickslow...\They seem like a powerful team, sure.\She seems skeptical! response:	So then, has everyone decided on their partners?
context: Let's do our best.\Leave it to me!\I'm sure Laxus would be pleased if he comes back to see you've become an S Class wizard.\And the rank of the Raijinshuu will shoot up!\So Fried's partner is going to be Bickslow...\They seem like a powerful team, sure.\She seems skeptical!\So then, has everyone decided on their partners? response:	I'm partnering with Happy, of course.
context: Leave it to me!\I'm sure Laxus would be pleased if he comes back to see you've become an S Class wizard.\And the rank of the Raijinshuu will shoot up!\So Fried's partner is going to be Bickslow...\They seem like a powerful team, sure.\She seems skeptical!\So then, has everyone decided on their partners?\I'm partnering with Happy, of course. response:	Aye!
context: I'm sure Laxus would be pleased if he comes back to see you've become an S Class wizard.\And the rank of the Raijinshuu will shoot up!\So Fried's partner is going to be Bickslow...\They seem like a powerful team, sure.\She seems skeptical!\So then, has everyone decided on their partners?\I'm partnering with Happy, of course.\Aye! response:	Happy?! That's not fair!
context: And the rank of the Raijinshuu will shoot up!\So Fried's partner is going to be Bickslow...\They seem like a powerful team, sure.\She seems skeptical!\So then, has everyone decided on their partners?\I'm partnering with Happy, of course.\Aye!\Happy?! That's not fair! response:	If the exam is a race, then flying would make it a breeze!
context: So Fried's partner is going to be Bickslow...\They seem like a powerful team, sure.\She seems skeptical!\So then, has everyone decided on their partners?\I'm partnering with Happy, of course.\Aye!\Happy?! That's not fair!\If the exam is a race, then flying would make it a breeze! response:	What's wrong with that?
context: They seem like a powerful team, sure.\She seems skeptical!\So then, has everyone decided on their partners?\I'm partnering with Happy, of course.\Aye!\Happy?! That's not fair!\If the exam is a race, then flying would make it a breeze!\What's wrong with that? response:	I don't mind, myself.
context: She seems skeptical!\So then, has everyone decided on their partners?\I'm partnering with Happy, of course.\Aye!\Happy?! That's not fair!\If the exam is a race, then flying would make it a breeze!\What's wrong with that?\I don't mind, myself. response:	Because if it comes down to fighting, you'll be in trouble.
context: So then, has everyone decided on their partners?\I'm partnering with Happy, of course.\Aye!\Happy?! That's not fair!\If the exam is a race, then flying would make it a breeze!\What's wrong with that?\I don't mind, myself.\Because if it comes down to fighting, you'll be in trouble. response:	Gray, that's just mean.
context: I'm partnering with Happy, of course.\Aye!\Happy?! That's not fair!\If the exam is a race, then flying would make it a breeze!\What's wrong with that?\I don't mind, myself.\Because if it comes down to fighting, you'll be in trouble.\Gray, that's just mean. response:	I'm gonna make Natsu an S Class wizard, for sure!
context: Aye!\Happy?! That's not fair!\If the exam is a race, then flying would make it a breeze!\What's wrong with that?\I don't mind, myself.\Because if it comes down to fighting, you'll be in trouble.\Gray, that's just mean.\I'm gonna make Natsu an S Class wizard, for sure! response:	I'm not holding back, even on my friends.
context: Happy?! That's not fair!\If the exam is a race, then flying would make it a breeze!\What's wrong with that?\I don't mind, myself.\Because if it comes down to fighting, you'll be in trouble.\Gray, that's just mean.\I'm gonna make Natsu an S Class wizard, for sure!\I'm not holding back, even on my friends. response:	And so...
