context: Signs response:	Opening 1st Frame
context: I was wrong.\It's too late to ask your forgiveness.\But...\There's one thing...\I want to ask of you.\You can make an enemy of the entire world...\I'll destroy this whole fucking world!\But even if the entire world hates you, response:	your dad will still be on your side.
context: It's too late to ask your forgiveness.\But...\There's one thing...\I want to ask of you.\You can make an enemy of the entire world...\I'll destroy this whole fucking world!\But even if the entire world hates you,\your dad will still be on your side. response:	Oh, shit... He'll eat that girl inside too!
context: But...\There's one thing...\I want to ask of you.\You can make an enemy of the entire world...\I'll destroy this whole fucking world!\But even if the entire world hates you,\your dad will still be on your side.\Oh, shit... He'll eat that girl inside too! response:	Eren, don't!
context: There's one thing...\I want to ask of you.\You can make an enemy of the entire world...\I'll destroy this whole fucking world!\But even if the entire world hates you,\your dad will still be on your side.\Oh, shit... He'll eat that girl inside too!\Eren, don't! response:	Eren!
context: I want to ask of you.\You can make an enemy of the entire world...\I'll destroy this whole fucking world!\But even if the entire world hates you,\your dad will still be on your side.\Oh, shit... He'll eat that girl inside too!\Eren, don't!\Eren! response:	I am free...
context: You can make an enemy of the entire world...\I'll destroy this whole fucking world!\But even if the entire world hates you,\your dad will still be on your side.\Oh, shit... He'll eat that girl inside too!\Eren, don't!\Eren!\I am free... response:	So promise me...
context: I'll destroy this whole fucking world!\But even if the entire world hates you,\your dad will still be on your side.\Oh, shit... He'll eat that girl inside too!\Eren, don't!\Eren!\I am free...\So promise me... response:	What happened?
context: But even if the entire world hates you,\your dad will still be on your side.\Oh, shit... He'll eat that girl inside too!\Eren, don't!\Eren!\I am free...\So promise me...\What happened? response:	What the hell?!
context: your dad will still be on your side.\Oh, shit... He'll eat that girl inside too!\Eren, don't!\Eren!\I am free...\So promise me...\What happened?\What the hell?! response:	Are they fusing?!
context: Oh, shit... He'll eat that girl inside too!\Eren, don't!\Eren!\I am free...\So promise me...\What happened?\What the hell?!\Are they fusing?! response:	Eren!
context: Eren, don't!\Eren!\I am free...\So promise me...\What happened?\What the hell?!\Are they fusing?!\Eren! response:	Don't eat our only witness, you moron.
context: Eren!\I am free...\So promise me...\What happened?\What the hell?!\Are they fusing?!\Eren!\Don't eat our only witness, you moron. response:	Eren...
context: I am free...\So promise me...\What happened?\What the hell?!\Are they fusing?!\Eren!\Don't eat our only witness, you moron.\Eren... response:	Mikasa?
context: So promise me...\What happened?\What the hell?!\Are they fusing?!\Eren!\Don't eat our only witness, you moron.\Eren...\Mikasa? response:	Where's Annie?
context: What happened?\What the hell?!\Are they fusing?!\Eren!\Don't eat our only witness, you moron.\Eren...\Mikasa?\Where's Annie? response:	Dammit...
context: What the hell?!\Are they fusing?!\Eren!\Don't eat our only witness, you moron.\Eren...\Mikasa?\Where's Annie?\Dammit... response:	What the fuck?!
context: Are they fusing?!\Eren!\Don't eat our only witness, you moron.\Eren...\Mikasa?\Where's Annie?\Dammit...\What the fuck?! response:	We've come this far, and you still won't say a word, Annie?!
context: Eren!\Don't eat our only witness, you moron.\Eren...\Mikasa?\Where's Annie?\Dammit...\What the fuck?!\We've come this far, and you still won't say a word, Annie?! response:	Come out!
context: Don't eat our only witness, you moron.\Eren...\Mikasa?\Where's Annie?\Dammit...\What the fuck?!\We've come this far, and you still won't say a word, Annie?!\Come out! response:	Come out and finish what you started!
context: Eren...\Mikasa?\Where's Annie?\Dammit...\What the fuck?!\We've come this far, and you still won't say a word, Annie?!\Come out!\Come out and finish what you started! response:	Hey, this isn't fair! Annie! Annie!
context: Mikasa?\Where's Annie?\Dammit...\What the fuck?!\We've come this far, and you still won't say a word, Annie?!\Come out!\Come out and finish what you started!\Hey, this isn't fair! Annie! Annie! response:	Stop it.
context: Where's Annie?\Dammit...\What the fuck?!\We've come this far, and you still won't say a word, Annie?!\Come out!\Come out and finish what you started!\Hey, this isn't fair! Annie! Annie!\Stop it. response:	It's useless.
context: Dammit...\What the fuck?!\We've come this far, and you still won't say a word, Annie?!\Come out!\Come out and finish what you started!\Hey, this isn't fair! Annie! Annie!\Stop it.\It's useless. response:	Use the cables to make a net!
context: What the fuck?!\We've come this far, and you still won't say a word, Annie?!\Come out!\Come out and finish what you started!\Hey, this isn't fair! Annie! Annie!\Stop it.\It's useless.\Use the cables to make a net! response:	We'll wrap it up and carry it underground.
context: We've come this far, and you still won't say a word, Annie?!\Come out!\Come out and finish what you started!\Hey, this isn't fair! Annie! Annie!\Stop it.\It's useless.\Use the cables to make a net!\We'll wrap it up and carry it underground. response:	Yes, sir.
context: Come out!\Come out and finish what you started!\Hey, this isn't fair! Annie! Annie!\Stop it.\It's useless.\Use the cables to make a net!\We'll wrap it up and carry it underground.\Yes, sir. response:	If we can't get any intel from Annie, what do we have to show for all this?
context: Come out and finish what you started!\Hey, this isn't fair! Annie! Annie!\Stop it.\It's useless.\Use the cables to make a net!\We'll wrap it up and carry it underground.\Yes, sir.\If we can't get any intel from Annie, what do we have to show for all this? response:	We caused so many deaths.
context: Hey, this isn't fair! Annie! Annie!\Stop it.\It's useless.\Use the cables to make a net!\We'll wrap it up and carry it underground.\Yes, sir.\If we can't get any intel from Annie, what do we have to show for all this?\We caused so many deaths. response:	And yet, despite all the lives we've lost, so many mysteries yet remain.
context: Stop it.\It's useless.\Use the cables to make a net!\We'll wrap it up and carry it underground.\Yes, sir.\If we can't get any intel from Annie, what do we have to show for all this?\We caused so many deaths.\And yet, despite all the lives we've lost, so many mysteries yet remain. response:	What have we accomplished?
context: It's useless.\Use the cables to make a net!\We'll wrap it up and carry it underground.\Yes, sir.\If we can't get any intel from Annie, what do we have to show for all this?\We caused so many deaths.\And yet, despite all the lives we've lost, so many mysteries yet remain.\What have we accomplished? response:	I don't suppose we can call this operation a success...
context: Use the cables to make a net!\We'll wrap it up and carry it underground.\Yes, sir.\If we can't get any intel from Annie, what do we have to show for all this?\We caused so many deaths.\And yet, despite all the lives we've lost, so many mysteries yet remain.\What have we accomplished?\I don't suppose we can call this operation a success... response:	No.
context: We'll wrap it up and carry it underground.\Yes, sir.\If we can't get any intel from Annie, what do we have to show for all this?\We caused so many deaths.\And yet, despite all the lives we've lost, so many mysteries yet remain.\What have we accomplished?\I don't suppose we can call this operation a success...\No. response:	Though we've ensured the continued survival of the Recon Corps,
context: Yes, sir.\If we can't get any intel from Annie, what do we have to show for all this?\We caused so many deaths.\And yet, despite all the lives we've lost, so many mysteries yet remain.\What have we accomplished?\I don't suppose we can call this operation a success...\No.\Though we've ensured the continued survival of the Recon Corps, response:	if just by the skin of our teeth.
context: If we can't get any intel from Annie, what do we have to show for all this?\We caused so many deaths.\And yet, despite all the lives we've lost, so many mysteries yet remain.\What have we accomplished?\I don't suppose we can call this operation a success...\No.\Though we've ensured the continued survival of the Recon Corps,\if just by the skin of our teeth. response:	I hope so.
context: We caused so many deaths.\And yet, despite all the lives we've lost, so many mysteries yet remain.\What have we accomplished?\I don't suppose we can call this operation a success...\No.\Though we've ensured the continued survival of the Recon Corps,\if just by the skin of our teeth.\I hope so. response:	Erwin...
context: And yet, despite all the lives we've lost, so many mysteries yet remain.\What have we accomplished?\I don't suppose we can call this operation a success...\No.\Though we've ensured the continued survival of the Recon Corps,\if just by the skin of our teeth.\I hope so.\Erwin... response:	I have several questions about this operation of yours.
context: What have we accomplished?\I don't suppose we can call this operation a success...\No.\Though we've ensured the continued survival of the Recon Corps,\if just by the skin of our teeth.\I hope so.\Erwin...\I have several questions about this operation of yours. response:	If you'd identified a suspect,
context: I don't suppose we can call this operation a success...\No.\Though we've ensured the continued survival of the Recon Corps,\if just by the skin of our teeth.\I hope so.\Erwin...\I have several questions about this operation of yours.\If you'd identified a suspect, response:	why didn't you request help from the Military Police?
context: No.\Though we've ensured the continued survival of the Recon Corps,\if just by the skin of our teeth.\I hope so.\Erwin...\I have several questions about this operation of yours.\If you'd identified a suspect,\why didn't you request help from the Military Police? response:	Governor, I reasoned
context: Though we've ensured the continued survival of the Recon Corps,\if just by the skin of our teeth.\I hope so.\Erwin...\I have several questions about this operation of yours.\If you'd identified a suspect,\why didn't you request help from the Military Police?\Governor, I reasoned response:	that the Female-form Titan likely had allies,
context: if just by the skin of our teeth.\I hope so.\Erwin...\I have several questions about this operation of yours.\If you'd identified a suspect,\why didn't you request help from the Military Police?\Governor, I reasoned\that the Female-form Titan likely had allies, response:	so I had to limit the operation to just those I knew weren't involved.
context: I hope so.\Erwin...\I have several questions about this operation of yours.\If you'd identified a suspect,\why didn't you request help from the Military Police?\Governor, I reasoned\that the Female-form Titan likely had allies,\so I had to limit the operation to just those I knew weren't involved. response:	But what of all the damage caused to Stohess?
context: Erwin...\I have several questions about this operation of yours.\If you'd identified a suspect,\why didn't you request help from the Military Police?\Governor, I reasoned\that the Female-form Titan likely had allies,\so I had to limit the operation to just those I knew weren't involved.\But what of all the damage caused to Stohess? response:	Even our best efforts were not enough.
context: I have several questions about this operation of yours.\If you'd identified a suspect,\why didn't you request help from the Military Police?\Governor, I reasoned\that the Female-form Titan likely had allies,\so I had to limit the operation to just those I knew weren't involved.\But what of all the damage caused to Stohess?\Even our best efforts were not enough. response:	You have our sincere apologies.
context: If you'd identified a suspect,\why didn't you request help from the Military Police?\Governor, I reasoned\that the Female-form Titan likely had allies,\so I had to limit the operation to just those I knew weren't involved.\But what of all the damage caused to Stohess?\Even our best efforts were not enough.\You have our sincere apologies. response:	Do you think apologies are enough?!
context: why didn't you request help from the Military Police?\Governor, I reasoned\that the Female-form Titan likely had allies,\so I had to limit the operation to just those I knew weren't involved.\But what of all the damage caused to Stohess?\Even our best efforts were not enough.\You have our sincere apologies.\Do you think apologies are enough?! response:	If we'd left her alone,
context: Governor, I reasoned\that the Female-form Titan likely had allies,\so I had to limit the operation to just those I knew weren't involved.\But what of all the damage caused to Stohess?\Even our best efforts were not enough.\You have our sincere apologies.\Do you think apologies are enough?!\If we'd left her alone, response:	the Walls would have been destroyed, and far more would have died.
context: that the Female-form Titan likely had allies,\so I had to limit the operation to just those I knew weren't involved.\But what of all the damage caused to Stohess?\Even our best efforts were not enough.\You have our sincere apologies.\Do you think apologies are enough?!\If we'd left her alone,\the Walls would have been destroyed, and far more would have died. response:	I see.
context: so I had to limit the operation to just those I knew weren't involved.\But what of all the damage caused to Stohess?\Even our best efforts were not enough.\You have our sincere apologies.\Do you think apologies are enough?!\If we'd left her alone,\the Walls would have been destroyed, and far more would have died.\I see. response:	After all the deaths resulting from this operation,
context: But what of all the damage caused to Stohess?\Even our best efforts were not enough.\You have our sincere apologies.\Do you think apologies are enough?!\If we'd left her alone,\the Walls would have been destroyed, and far more would have died.\I see.\After all the deaths resulting from this operation, response:	do you have any proof that it actually forestalled mankind's extinction?
context: Even our best efforts were not enough.\You have our sincere apologies.\Do you think apologies are enough?!\If we'd left her alone,\the Walls would have been destroyed, and far more would have died.\I see.\After all the deaths resulting from this operation,\do you have any proof that it actually forestalled mankind's extinction? response:	I can't imagine that Annie Leonhart
context: You have our sincere apologies.\Do you think apologies are enough?!\If we'd left her alone,\the Walls would have been destroyed, and far more would have died.\I see.\After all the deaths resulting from this operation,\do you have any proof that it actually forestalled mankind's extinction?\I can't imagine that Annie Leonhart response:	will be giving us any intel now.
context: Do you think apologies are enough?!\If we'd left her alone,\the Walls would have been destroyed, and far more would have died.\I see.\After all the deaths resulting from this operation,\do you have any proof that it actually forestalled mankind's extinction?\I can't imagine that Annie Leonhart\will be giving us any intel now. response:	No, that seems unlikely.
context: If we'd left her alone,\the Walls would have been destroyed, and far more would have died.\I see.\After all the deaths resulting from this operation,\do you have any proof that it actually forestalled mankind's extinction?\I can't imagine that Annie Leonhart\will be giving us any intel now.\No, that seems unlikely. response:	In other words... This was all for nothing?
context: the Walls would have been destroyed, and far more would have died.\I see.\After all the deaths resulting from this operation,\do you have any proof that it actually forestalled mankind's extinction?\I can't imagine that Annie Leonhart\will be giving us any intel now.\No, that seems unlikely.\In other words... This was all for nothing? response:	Eren...
context: I see.\After all the deaths resulting from this operation,\do you have any proof that it actually forestalled mankind's extinction?\I can't imagine that Annie Leonhart\will be giving us any intel now.\No, that seems unlikely.\In other words... This was all for nothing?\Eren... response:	Are you feeling better?
context: After all the deaths resulting from this operation,\do you have any proof that it actually forestalled mankind's extinction?\I can't imagine that Annie Leonhart\will be giving us any intel now.\No, that seems unlikely.\In other words... This was all for nothing?\Eren...\Are you feeling better? response:	Yeah.
context: do you have any proof that it actually forestalled mankind's extinction?\I can't imagine that Annie Leonhart\will be giving us any intel now.\No, that seems unlikely.\In other words... This was all for nothing?\Eren...\Are you feeling better?\Yeah. response:	It's almost creepy how quickly I recovered.
context: I can't imagine that Annie Leonhart\will be giving us any intel now.\No, that seems unlikely.\In other words... This was all for nothing?\Eren...\Are you feeling better?\Yeah.\It's almost creepy how quickly I recovered. response:	I heard that Annie's still frozen.
context: will be giving us any intel now.\No, that seems unlikely.\In other words... This was all for nothing?\Eren...\Are you feeling better?\Yeah.\It's almost creepy how quickly I recovered.\I heard that Annie's still frozen. response:	Yeah.
context: No, that seems unlikely.\In other words... This was all for nothing?\Eren...\Are you feeling better?\Yeah.\It's almost creepy how quickly I recovered.\I heard that Annie's still frozen.\Yeah. response:	Damn...
context: In other words... This was all for nothing?\Eren...\Are you feeling better?\Yeah.\It's almost creepy how quickly I recovered.\I heard that Annie's still frozen.\Yeah.\Damn... response:	We got nothing out of that entire operation!
context: Eren...\Are you feeling better?\Yeah.\It's almost creepy how quickly I recovered.\I heard that Annie's still frozen.\Yeah.\Damn...\We got nothing out of that entire operation! response:	I can't believe how far she'd go to prevent us from getting any intel.
context: Are you feeling better?\Yeah.\It's almost creepy how quickly I recovered.\I heard that Annie's still frozen.\Yeah.\Damn...\We got nothing out of that entire operation!\I can't believe how far she'd go to prevent us from getting any intel. response:	Yeah, she got away from us.
context: Yeah.\It's almost creepy how quickly I recovered.\I heard that Annie's still frozen.\Yeah.\Damn...\We got nothing out of that entire operation!\I can't believe how far she'd go to prevent us from getting any intel.\Yeah, she got away from us. response:	Eren's the one who let it happen.
context: It's almost creepy how quickly I recovered.\I heard that Annie's still frozen.\Yeah.\Damn...\We got nothing out of that entire operation!\I can't believe how far she'd go to prevent us from getting any intel.\Yeah, she got away from us.\Eren's the one who let it happen. response:	Isn't that right, Eren?
context: I heard that Annie's still frozen.\Yeah.\Damn...\We got nothing out of that entire operation!\I can't believe how far she'd go to prevent us from getting any intel.\Yeah, she got away from us.\Eren's the one who let it happen.\Isn't that right, Eren? response:	You hesitated for an instant...
context: Yeah.\Damn...\We got nothing out of that entire operation!\I can't believe how far she'd go to prevent us from getting any intel.\Yeah, she got away from us.\Eren's the one who let it happen.\Isn't that right, Eren?\You hesitated for an instant... response:	Yeah,
context: Damn...\We got nothing out of that entire operation!\I can't believe how far she'd go to prevent us from getting any intel.\Yeah, she got away from us.\Eren's the one who let it happen.\Isn't that right, Eren?\You hesitated for an instant...\Yeah, response:	you're right, Armin.
context: We got nothing out of that entire operation!\I can't believe how far she'd go to prevent us from getting any intel.\Yeah, she got away from us.\Eren's the one who let it happen.\Isn't that right, Eren?\You hesitated for an instant...\Yeah,\you're right, Armin. response:	I couldn't do it.
context: I can't believe how far she'd go to prevent us from getting any intel.\Yeah, she got away from us.\Eren's the one who let it happen.\Isn't that right, Eren?\You hesitated for an instant...\Yeah,\you're right, Armin.\I couldn't do it. response:	When I saw Annie, I froze up.
context: Yeah, she got away from us.\Eren's the one who let it happen.\Isn't that right, Eren?\You hesitated for an instant...\Yeah,\you're right, Armin.\I couldn't do it.\When I saw Annie, I froze up. response:	Armin Arlert.
context: Eren's the one who let it happen.\Isn't that right, Eren?\You hesitated for an instant...\Yeah,\you're right, Armin.\I couldn't do it.\When I saw Annie, I froze up.\Armin Arlert. response:	Jean Kirstein.
context: Isn't that right, Eren?\You hesitated for an instant...\Yeah,\you're right, Armin.\I couldn't do it.\When I saw Annie, I froze up.\Armin Arlert.\Jean Kirstein. response:	It's your turn to be questioned.
context: You hesitated for an instant...\Yeah,\you're right, Armin.\I couldn't do it.\When I saw Annie, I froze up.\Armin Arlert.\Jean Kirstein.\It's your turn to be questioned. response:	Yes, sir.
context: Yeah,\you're right, Armin.\I couldn't do it.\When I saw Annie, I froze up.\Armin Arlert.\Jean Kirstein.\It's your turn to be questioned.\Yes, sir. response:	They're starting with us?
context: you're right, Armin.\I couldn't do it.\When I saw Annie, I froze up.\Armin Arlert.\Jean Kirstein.\It's your turn to be questioned.\Yes, sir.\They're starting with us? response:	Well, see you later.
context: I couldn't do it.\When I saw Annie, I froze up.\Armin Arlert.\Jean Kirstein.\It's your turn to be questioned.\Yes, sir.\They're starting with us?\Well, see you later. response:	Yeah...
context: When I saw Annie, I froze up.\Armin Arlert.\Jean Kirstein.\It's your turn to be questioned.\Yes, sir.\They're starting with us?\Well, see you later.\Yeah... response:	At the time, it actually felt good...
context: Armin Arlert.\Jean Kirstein.\It's your turn to be questioned.\Yes, sir.\They're starting with us?\Well, see you later.\Yeah...\At the time, it actually felt good... response:	Even getting the shit beat out of me.
context: Jean Kirstein.\It's your turn to be questioned.\Yes, sir.\They're starting with us?\Well, see you later.\Yeah...\At the time, it actually felt good...\Even getting the shit beat out of me. response:	I even thought I wouldn't mind dying.
context: It's your turn to be questioned.\Yes, sir.\They're starting with us?\Well, see you later.\Yeah...\At the time, it actually felt good...\Even getting the shit beat out of me.\I even thought I wouldn't mind dying. response:	Eren!
context: Yes, sir.\They're starting with us?\Well, see you later.\Yeah...\At the time, it actually felt good...\Even getting the shit beat out of me.\I even thought I wouldn't mind dying.\Eren! response:	I don't feel like that now.
context: They're starting with us?\Well, see you later.\Yeah...\At the time, it actually felt good...\Even getting the shit beat out of me.\I even thought I wouldn't mind dying.\Eren!\I don't feel like that now. response:	I'm just thankful...
context: Well, see you later.\Yeah...\At the time, it actually felt good...\Even getting the shit beat out of me.\I even thought I wouldn't mind dying.\Eren!\I don't feel like that now.\I'm just thankful... response:	I can't really understand it at all.
context: Yeah...\At the time, it actually felt good...\Even getting the shit beat out of me.\I even thought I wouldn't mind dying.\Eren!\I don't feel like that now.\I'm just thankful...\I can't really understand it at all. response:	Abandoning your humanity to overcome monsters.
context: At the time, it actually felt good...\Even getting the shit beat out of me.\I even thought I wouldn't mind dying.\Eren!\I don't feel like that now.\I'm just thankful...\I can't really understand it at all.\Abandoning your humanity to overcome monsters. response:	That's the only way to win?
context: Even getting the shit beat out of me.\I even thought I wouldn't mind dying.\Eren!\I don't feel like that now.\I'm just thankful...\I can't really understand it at all.\Abandoning your humanity to overcome monsters.\That's the only way to win? response:	It's one possible way that mankind could defeat the Titans.
context: I even thought I wouldn't mind dying.\Eren!\I don't feel like that now.\I'm just thankful...\I can't really understand it at all.\Abandoning your humanity to overcome monsters.\That's the only way to win?\It's one possible way that mankind could defeat the Titans. response:	I think Eren can do it.
context: Eren!\I don't feel like that now.\I'm just thankful...\I can't really understand it at all.\Abandoning your humanity to overcome monsters.\That's the only way to win?\It's one possible way that mankind could defeat the Titans.\I think Eren can do it. response:	Tell me...
context: I don't feel like that now.\I'm just thankful...\I can't really understand it at all.\Abandoning your humanity to overcome monsters.\That's the only way to win?\It's one possible way that mankind could defeat the Titans.\I think Eren can do it.\Tell me... response:	Even if he became that monster, even if he destroyed all the Titans...
context: I'm just thankful...\I can't really understand it at all.\Abandoning your humanity to overcome monsters.\That's the only way to win?\It's one possible way that mankind could defeat the Titans.\I think Eren can do it.\Tell me...\Even if he became that monster, even if he destroyed all the Titans... response:	Would that really be a victory for mankind?
context: I can't really understand it at all.\Abandoning your humanity to overcome monsters.\That's the only way to win?\It's one possible way that mankind could defeat the Titans.\I think Eren can do it.\Tell me...\Even if he became that monster, even if he destroyed all the Titans...\Would that really be a victory for mankind? response:	Eat.
context: Abandoning your humanity to overcome monsters.\That's the only way to win?\It's one possible way that mankind could defeat the Titans.\I think Eren can do it.\Tell me...\Even if he became that monster, even if he destroyed all the Titans...\Would that really be a victory for mankind?\Eat. response:	It won't be easy to overcome...
context: That's the only way to win?\It's one possible way that mankind could defeat the Titans.\I think Eren can do it.\Tell me...\Even if he became that monster, even if he destroyed all the Titans...\Would that really be a victory for mankind?\Eat.\It won't be easy to overcome... response:	However, I believe we have gained a tremendous opportunity
context: It's one possible way that mankind could defeat the Titans.\I think Eren can do it.\Tell me...\Even if he became that monster, even if he destroyed all the Titans...\Would that really be a victory for mankind?\Eat.\It won't be easy to overcome...\However, I believe we have gained a tremendous opportunity response:	to ensure the survival of mankind.
context: I think Eren can do it.\Tell me...\Even if he became that monster, even if he destroyed all the Titans...\Would that really be a victory for mankind?\Eat.\It won't be easy to overcome...\However, I believe we have gained a tremendous opportunity\to ensure the survival of mankind. response:	Considering how recently it was unimaginable to us that humans could transform into Titans,
context: Tell me...\Even if he became that monster, even if he destroyed all the Titans...\Would that really be a victory for mankind?\Eat.\It won't be easy to overcome...\However, I believe we have gained a tremendous opportunity\to ensure the survival of mankind.\Considering how recently it was unimaginable to us that humans could transform into Titans, response:	the mere fact that we've captured one of the enemy is a giant leap forward.
context: Even if he became that monster, even if he destroyed all the Titans...\Would that really be a victory for mankind?\Eat.\It won't be easy to overcome...\However, I believe we have gained a tremendous opportunity\to ensure the survival of mankind.\Considering how recently it was unimaginable to us that humans could transform into Titans,\the mere fact that we've captured one of the enemy is a giant leap forward. response:	Indeed, they're out there.
context: Would that really be a victory for mankind?\Eat.\It won't be easy to overcome...\However, I believe we have gained a tremendous opportunity\to ensure the survival of mankind.\Considering how recently it was unimaginable to us that humans could transform into Titans,\the mere fact that we've captured one of the enemy is a giant leap forward.\Indeed, they're out there. response:	We'll track them all down...
context: Eat.\It won't be easy to overcome...\However, I believe we have gained a tremendous opportunity\to ensure the survival of mankind.\Considering how recently it was unimaginable to us that humans could transform into Titans,\the mere fact that we've captured one of the enemy is a giant leap forward.\Indeed, they're out there.\We'll track them all down... response:	Every last Titan within the Walls.
context: It won't be easy to overcome...\However, I believe we have gained a tremendous opportunity\to ensure the survival of mankind.\Considering how recently it was unimaginable to us that humans could transform into Titans,\the mere fact that we've captured one of the enemy is a giant leap forward.\Indeed, they're out there.\We'll track them all down...\Every last Titan within the Walls. response:	It's our turn to attack now!
context: However, I believe we have gained a tremendous opportunity\to ensure the survival of mankind.\Considering how recently it was unimaginable to us that humans could transform into Titans,\the mere fact that we've captured one of the enemy is a giant leap forward.\Indeed, they're out there.\We'll track them all down...\Every last Titan within the Walls.\It's our turn to attack now! response:	The royal summons for the Recon Corps and Eren Jaeger was suspended indefinitely.
context: to ensure the survival of mankind.\Considering how recently it was unimaginable to us that humans could transform into Titans,\the mere fact that we've captured one of the enemy is a giant leap forward.\Indeed, they're out there.\We'll track them all down...\Every last Titan within the Walls.\It's our turn to attack now!\The royal summons for the Recon Corps and Eren Jaeger was suspended indefinitely. response:	Custody of Annie Leonhart was also granted to the Recon Corps,
context: Considering how recently it was unimaginable to us that humans could transform into Titans,\the mere fact that we've captured one of the enemy is a giant leap forward.\Indeed, they're out there.\We'll track them all down...\Every last Titan within the Walls.\It's our turn to attack now!\The royal summons for the Recon Corps and Eren Jaeger was suspended indefinitely.\Custody of Annie Leonhart was also granted to the Recon Corps, response:	who stored her deep underground.
context: the mere fact that we've captured one of the enemy is a giant leap forward.\Indeed, they're out there.\We'll track them all down...\Every last Titan within the Walls.\It's our turn to attack now!\The royal summons for the Recon Corps and Eren Jaeger was suspended indefinitely.\Custody of Annie Leonhart was also granted to the Recon Corps,\who stored her deep underground. response:	However,
context: Indeed, they're out there.\We'll track them all down...\Every last Titan within the Walls.\It's our turn to attack now!\The royal summons for the Recon Corps and Eren Jaeger was suspended indefinitely.\Custody of Annie Leonhart was also granted to the Recon Corps,\who stored her deep underground.\However, response:	much more time and sacrifice
context: We'll track them all down...\Every last Titan within the Walls.\It's our turn to attack now!\The royal summons for the Recon Corps and Eren Jaeger was suspended indefinitely.\Custody of Annie Leonhart was also granted to the Recon Corps,\who stored her deep underground.\However,\much more time and sacrifice response:	would still be required before mankind learned
context: Every last Titan within the Walls.\It's our turn to attack now!\The royal summons for the Recon Corps and Eren Jaeger was suspended indefinitely.\Custody of Annie Leonhart was also granted to the Recon Corps,\who stored her deep underground.\However,\much more time and sacrifice\would still be required before mankind learned response:	what it was that truly held them captive...
context: It's our turn to attack now!\The royal summons for the Recon Corps and Eren Jaeger was suspended indefinitely.\Custody of Annie Leonhart was also granted to the Recon Corps,\who stored her deep underground.\However,\much more time and sacrifice\would still be required before mankind learned\what it was that truly held them captive... response:	Wall
context: The royal summons for the Recon Corps and Eren Jaeger was suspended indefinitely.\Custody of Annie Leonhart was also granted to the Recon Corps,\who stored her deep underground.\However,\much more time and sacrifice\would still be required before mankind learned\what it was that truly held them captive...\Wall response:	Raid on Stohess District (pt 3)
context: Custody of Annie Leonhart was also granted to the Recon Corps,\who stored her deep underground.\However,\much more time and sacrifice\would still be required before mankind learned\what it was that truly held them captive...\Wall\Raid on Stohess District (pt 3) response:	O, my friend!
context: who stored her deep underground.\However,\much more time and sacrifice\would still be required before mankind learned\what it was that truly held them captive...\Wall\Raid on Stohess District (pt 3)\O, my friend! response:	This is a victory for us!
context: However,\much more time and sacrifice\would still be required before mankind learned\what it was that truly held them captive...\Wall\Raid on Stohess District (pt 3)\O, my friend!\This is a victory for us! response:	Our fame starts here!
context: much more time and sacrifice\would still be required before mankind learned\what it was that truly held them captive...\Wall\Raid on Stohess District (pt 3)\O, my friend!\This is a victory for us!\Our fame starts here! response:	O, my friend!
context: would still be required before mankind learned\what it was that truly held them captive...\Wall\Raid on Stohess District (pt 3)\O, my friend!\This is a victory for us!\Our fame starts here!\O, my friend! response:	Let us celebrate this victory for the next battle!
context: what it was that truly held them captive...\Wall\Raid on Stohess District (pt 3)\O, my friend!\This is a victory for us!\Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle! response:	I died for naught I won't let it end like that for you
context: Wall\Raid on Stohess District (pt 3)\O, my friend!\This is a victory for us!\Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you response:	until I am the last one standing
context: Raid on Stohess District (pt 3)\O, my friend!\This is a victory for us!\Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing response:	The enemy is cruel... We will kill
context: O, my friend!\This is a victory for us!\Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill response:	The enemy is colossal... We will jump
context: This is a victory for us!\Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump response:	In our hands we hold blades of glory
context: Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump\In our hands we hold blades of glory response:	and sing in the name of victory
context: O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump\In our hands we hold blades of glory\and sing in the name of victory response:	We bear the wings of freedom on our backs
context: Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump\In our hands we hold blades of glory\and sing in the name of victory\We bear the wings of freedom on our backs response:	Swearing iron determination upon our hearts,
context: I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump\In our hands we hold blades of glory\and sing in the name of victory\We bear the wings of freedom on our backs\Swearing iron determination upon our hearts, response:	we slash apart the circle of idiocy
