context: Sir Villar. response:	Duke Theo Cornaro...
context: Just getting to have the same dream as you, Sir Theo, makes me happy.\As does being alone with you and being treated so kindly, like now.\And besides, with your status now,\you could find any number of lovely women to be your queen.\I can't even think of anyone but you.\I wanted to make that clear.\All right, then, starting now, I will be your queen.\But do you mind if we keep it private until after we've achieved our goals? response:	That's fine with me.
context: As does being alone with you and being treated so kindly, like now.\And besides, with your status now,\you could find any number of lovely women to be your queen.\I can't even think of anyone but you.\I wanted to make that clear.\All right, then, starting now, I will be your queen.\But do you mind if we keep it private until after we've achieved our goals?\That's fine with me. response:	The important thing is how we feel about each other.
context: And besides, with your status now,\you could find any number of lovely women to be your queen.\I can't even think of anyone but you.\I wanted to make that clear.\All right, then, starting now, I will be your queen.\But do you mind if we keep it private until after we've achieved our goals?\That's fine with me.\The important thing is how we feel about each other. response:	Also,
context: you could find any number of lovely women to be your queen.\I can't even think of anyone but you.\I wanted to make that clear.\All right, then, starting now, I will be your queen.\But do you mind if we keep it private until after we've achieved our goals?\That's fine with me.\The important thing is how we feel about each other.\Also, response:	I have a favor to ask of you.
context: I can't even think of anyone but you.\I wanted to make that clear.\All right, then, starting now, I will be your queen.\But do you mind if we keep it private until after we've achieved our goals?\That's fine with me.\The important thing is how we feel about each other.\Also,\I have a favor to ask of you. response:	What is it?
context: I wanted to make that clear.\All right, then, starting now, I will be your queen.\But do you mind if we keep it private until after we've achieved our goals?\That's fine with me.\The important thing is how we feel about each other.\Also,\I have a favor to ask of you.\What is it? response:	Please don't die before me.
context: All right, then, starting now, I will be your queen.\But do you mind if we keep it private until after we've achieved our goals?\That's fine with me.\The important thing is how we feel about each other.\Also,\I have a favor to ask of you.\What is it?\Please don't die before me. response:	The world is overrun with Chaos, and we live in a turbulent age.
context: But do you mind if we keep it private until after we've achieved our goals?\That's fine with me.\The important thing is how we feel about each other.\Also,\I have a favor to ask of you.\What is it?\Please don't die before me.\The world is overrun with Chaos, and we live in a turbulent age. response:	I'm a Lord, and I'm about to go into battle with a powerful enemy.
context: That's fine with me.\The important thing is how we feel about each other.\Also,\I have a favor to ask of you.\What is it?\Please don't die before me.\The world is overrun with Chaos, and we live in a turbulent age.\I'm a Lord, and I'm about to go into battle with a powerful enemy. response:	I still want you to promise.
context: The important thing is how we feel about each other.\Also,\I have a favor to ask of you.\What is it?\Please don't die before me.\The world is overrun with Chaos, and we live in a turbulent age.\I'm a Lord, and I'm about to go into battle with a powerful enemy.\I still want you to promise. response:	And if I can't keep that promise?
context: Also,\I have a favor to ask of you.\What is it?\Please don't die before me.\The world is overrun with Chaos, and we live in a turbulent age.\I'm a Lord, and I'm about to go into battle with a powerful enemy.\I still want you to promise.\And if I can't keep that promise? response:	Then I'll die, too.
context: I have a favor to ask of you.\What is it?\Please don't die before me.\The world is overrun with Chaos, and we live in a turbulent age.\I'm a Lord, and I'm about to go into battle with a powerful enemy.\I still want you to promise.\And if I can't keep that promise?\Then I'll die, too. response:	That's a grave responsibility.
context: What is it?\Please don't die before me.\The world is overrun with Chaos, and we live in a turbulent age.\I'm a Lord, and I'm about to go into battle with a powerful enemy.\I still want you to promise.\And if I can't keep that promise?\Then I'll die, too.\That's a grave responsibility. response:	Theo Cornaro has been named leader of the Treaty.
context: Please don't die before me.\The world is overrun with Chaos, and we live in a turbulent age.\I'm a Lord, and I'm about to go into battle with a powerful enemy.\I still want you to promise.\And if I can't keep that promise?\Then I'll die, too.\That's a grave responsibility.\Theo Cornaro has been named leader of the Treaty. response:	So the Treaty's solidarity is now unshakable.
context: The world is overrun with Chaos, and we live in a turbulent age.\I'm a Lord, and I'm about to go into battle with a powerful enemy.\I still want you to promise.\And if I can't keep that promise?\Then I'll die, too.\That's a grave responsibility.\Theo Cornaro has been named leader of the Treaty.\So the Treaty's solidarity is now unshakable. response:	How is the Earl of Le Couleurs?
context: I'm a Lord, and I'm about to go into battle with a powerful enemy.\I still want you to promise.\And if I can't keep that promise?\Then I'll die, too.\That's a grave responsibility.\Theo Cornaro has been named leader of the Treaty.\So the Treaty's solidarity is now unshakable.\How is the Earl of Le Couleurs? response:	As he was close to the Earl of Altirk,
context: I still want you to promise.\And if I can't keep that promise?\Then I'll die, too.\That's a grave responsibility.\Theo Cornaro has been named leader of the Treaty.\So the Treaty's solidarity is now unshakable.\How is the Earl of Le Couleurs?\As he was close to the Earl of Altirk, response:	it's highly likely that he'll join forces with the Treaty.
context: And if I can't keep that promise?\Then I'll die, too.\That's a grave responsibility.\Theo Cornaro has been named leader of the Treaty.\So the Treaty's solidarity is now unshakable.\How is the Earl of Le Couleurs?\As he was close to the Earl of Altirk,\it's highly likely that he'll join forces with the Treaty. response:	He is a formidable opponent.
context: Then I'll die, too.\That's a grave responsibility.\Theo Cornaro has been named leader of the Treaty.\So the Treaty's solidarity is now unshakable.\How is the Earl of Le Couleurs?\As he was close to the Earl of Altirk,\it's highly likely that he'll join forces with the Treaty.\He is a formidable opponent. response:	I want to avoid any invasions by him and the Treaty members, no matter what.
context: That's a grave responsibility.\Theo Cornaro has been named leader of the Treaty.\So the Treaty's solidarity is now unshakable.\How is the Earl of Le Couleurs?\As he was close to the Earl of Altirk,\it's highly likely that he'll join forces with the Treaty.\He is a formidable opponent.\I want to avoid any invasions by him and the Treaty members, no matter what. response:	How are those negotiations going?
context: Theo Cornaro has been named leader of the Treaty.\So the Treaty's solidarity is now unshakable.\How is the Earl of Le Couleurs?\As he was close to the Earl of Altirk,\it's highly likely that he'll join forces with the Treaty.\He is a formidable opponent.\I want to avoid any invasions by him and the Treaty members, no matter what.\How are those negotiations going? response:	I've received word that they're going well.
context: So the Treaty's solidarity is now unshakable.\How is the Earl of Le Couleurs?\As he was close to the Earl of Altirk,\it's highly likely that he'll join forces with the Treaty.\He is a formidable opponent.\I want to avoid any invasions by him and the Treaty members, no matter what.\How are those negotiations going?\I've received word that they're going well. response:	Then tell them to set it in motion immediately.
context: How is the Earl of Le Couleurs?\As he was close to the Earl of Altirk,\it's highly likely that he'll join forces with the Treaty.\He is a formidable opponent.\I want to avoid any invasions by him and the Treaty members, no matter what.\How are those negotiations going?\I've received word that they're going well.\Then tell them to set it in motion immediately. response:	As you wish.
context: As he was close to the Earl of Altirk,\it's highly likely that he'll join forces with the Treaty.\He is a formidable opponent.\I want to avoid any invasions by him and the Treaty members, no matter what.\How are those negotiations going?\I've received word that they're going well.\Then tell them to set it in motion immediately.\As you wish. response:	If we can take down the Earl of Le Couleurs,
context: it's highly likely that he'll join forces with the Treaty.\He is a formidable opponent.\I want to avoid any invasions by him and the Treaty members, no matter what.\How are those negotiations going?\I've received word that they're going well.\Then tell them to set it in motion immediately.\As you wish.\If we can take down the Earl of Le Couleurs, response:	we can drastically undermine the Treaty's military power.
context: He is a formidable opponent.\I want to avoid any invasions by him and the Treaty members, no matter what.\How are those negotiations going?\I've received word that they're going well.\Then tell them to set it in motion immediately.\As you wish.\If we can take down the Earl of Le Couleurs,\we can drastically undermine the Treaty's military power. response:	We'll finish this off at once!
context: I want to avoid any invasions by him and the Treaty members, no matter what.\How are those negotiations going?\I've received word that they're going well.\Then tell them to set it in motion immediately.\As you wish.\If we can take down the Earl of Le Couleurs,\we can drastically undermine the Treaty's military power.\We'll finish this off at once! response:	I see you're growing steadily.
context: How are those negotiations going?\I've received word that they're going well.\Then tell them to set it in motion immediately.\As you wish.\If we can take down the Earl of Le Couleurs,\we can drastically undermine the Treaty's military power.\We'll finish this off at once!\I see you're growing steadily. response:	Priscilla!
context: I've received word that they're going well.\Then tell them to set it in motion immediately.\As you wish.\If we can take down the Earl of Le Couleurs,\we can drastically undermine the Treaty's military power.\We'll finish this off at once!\I see you're growing steadily.\Priscilla! response:	Yes?
context: Then tell them to set it in motion immediately.\As you wish.\If we can take down the Earl of Le Couleurs,\we can drastically undermine the Treaty's military power.\We'll finish this off at once!\I see you're growing steadily.\Priscilla!\Yes? response:	Do you have a minute?
context: As you wish.\If we can take down the Earl of Le Couleurs,\we can drastically undermine the Treaty's military power.\We'll finish this off at once!\I see you're growing steadily.\Priscilla!\Yes?\Do you have a minute? response:	What is it?
context: If we can take down the Earl of Le Couleurs,\we can drastically undermine the Treaty's military power.\We'll finish this off at once!\I see you're growing steadily.\Priscilla!\Yes?\Do you have a minute?\What is it? response:	The other day,
context: we can drastically undermine the Treaty's military power.\We'll finish this off at once!\I see you're growing steadily.\Priscilla!\Yes?\Do you have a minute?\What is it?\The other day, response:	Pope Leone of the Order of the Crest proclaimed himself to be the Holy Grail.
context: We'll finish this off at once!\I see you're growing steadily.\Priscilla!\Yes?\Do you have a minute?\What is it?\The other day,\Pope Leone of the Order of the Crest proclaimed himself to be the Holy Grail. response:	Is that right?
context: I see you're growing steadily.\Priscilla!\Yes?\Do you have a minute?\What is it?\The other day,\Pope Leone of the Order of the Crest proclaimed himself to be the Holy Grail.\Is that right? response:	But you're the true Holy Grail, aren't you?
context: Priscilla!\Yes?\Do you have a minute?\What is it?\The other day,\Pope Leone of the Order of the Crest proclaimed himself to be the Holy Grail.\Is that right?\But you're the true Holy Grail, aren't you? response:	I was born with a Crest in my possession.
context: Yes?\Do you have a minute?\What is it?\The other day,\Pope Leone of the Order of the Crest proclaimed himself to be the Holy Grail.\Is that right?\But you're the true Holy Grail, aren't you?\I was born with a Crest in my possession. response:	And it's true that my Crest is shaped like one.
context: Do you have a minute?\What is it?\The other day,\Pope Leone of the Order of the Crest proclaimed himself to be the Holy Grail.\Is that right?\But you're the true Holy Grail, aren't you?\I was born with a Crest in my possession.\And it's true that my Crest is shaped like one. response:	My father always said that I was the Holy Grail.
context: What is it?\The other day,\Pope Leone of the Order of the Crest proclaimed himself to be the Holy Grail.\Is that right?\But you're the true Holy Grail, aren't you?\I was born with a Crest in my possession.\And it's true that my Crest is shaped like one.\My father always said that I was the Holy Grail. response:	For that reason,
context: The other day,\Pope Leone of the Order of the Crest proclaimed himself to be the Holy Grail.\Is that right?\But you're the true Holy Grail, aren't you?\I was born with a Crest in my possession.\And it's true that my Crest is shaped like one.\My father always said that I was the Holy Grail.\For that reason, response:	some of our followers do call me the Holy Grail of Farnese.
context: Pope Leone of the Order of the Crest proclaimed himself to be the Holy Grail.\Is that right?\But you're the true Holy Grail, aren't you?\I was born with a Crest in my possession.\And it's true that my Crest is shaped like one.\My father always said that I was the Holy Grail.\For that reason,\some of our followers do call me the Holy Grail of Farnese. response:	Your father...
context: Is that right?\But you're the true Holy Grail, aren't you?\I was born with a Crest in my possession.\And it's true that my Crest is shaped like one.\My father always said that I was the Holy Grail.\For that reason,\some of our followers do call me the Holy Grail of Farnese.\Your father... response:	He's the founder of the Order of the Crest, Ernest Farnese, isn't he?
context: But you're the true Holy Grail, aren't you?\I was born with a Crest in my possession.\And it's true that my Crest is shaped like one.\My father always said that I was the Holy Grail.\For that reason,\some of our followers do call me the Holy Grail of Farnese.\Your father...\He's the founder of the Order of the Crest, Ernest Farnese, isn't he? response:	Yes.
context: I was born with a Crest in my possession.\And it's true that my Crest is shaped like one.\My father always said that I was the Holy Grail.\For that reason,\some of our followers do call me the Holy Grail of Farnese.\Your father...\He's the founder of the Order of the Crest, Ernest Farnese, isn't he?\Yes. response:	What is the Holy Grail anyway?
context: And it's true that my Crest is shaped like one.\My father always said that I was the Holy Grail.\For that reason,\some of our followers do call me the Holy Grail of Farnese.\Your father...\He's the founder of the Order of the Crest, Ernest Farnese, isn't he?\Yes.\What is the Holy Grail anyway? response:	The Order of the Crest preaches that by gathering all of the world's Crests into the Holy Grail,
context: My father always said that I was the Holy Grail.\For that reason,\some of our followers do call me the Holy Grail of Farnese.\Your father...\He's the founder of the Order of the Crest, Ernest Farnese, isn't he?\Yes.\What is the Holy Grail anyway?\The Order of the Crest preaches that by gathering all of the world's Crests into the Holy Grail, response:	you can summon a god to eliminate the Chaos.
context: For that reason,\some of our followers do call me the Holy Grail of Farnese.\Your father...\He's the founder of the Order of the Crest, Ernest Farnese, isn't he?\Yes.\What is the Holy Grail anyway?\The Order of the Crest preaches that by gathering all of the world's Crests into the Holy Grail,\you can summon a god to eliminate the Chaos. response:	I see.
context: some of our followers do call me the Holy Grail of Farnese.\Your father...\He's the founder of the Order of the Crest, Ernest Farnese, isn't he?\Yes.\What is the Holy Grail anyway?\The Order of the Crest preaches that by gathering all of the world's Crests into the Holy Grail,\you can summon a god to eliminate the Chaos.\I see. response:	So it's the same thing as the Holy Crest, huh?
context: Your father...\He's the founder of the Order of the Crest, Ernest Farnese, isn't he?\Yes.\What is the Holy Grail anyway?\The Order of the Crest preaches that by gathering all of the world's Crests into the Holy Grail,\you can summon a god to eliminate the Chaos.\I see.\So it's the same thing as the Holy Crest, huh? response:	But if you're known as the Holy Grail,
context: He's the founder of the Order of the Crest, Ernest Farnese, isn't he?\Yes.\What is the Holy Grail anyway?\The Order of the Crest preaches that by gathering all of the world's Crests into the Holy Grail,\you can summon a god to eliminate the Chaos.\I see.\So it's the same thing as the Holy Crest, huh?\But if you're known as the Holy Grail, response:	you're probably a hindrance to the pope.
context: Yes.\What is the Holy Grail anyway?\The Order of the Crest preaches that by gathering all of the world's Crests into the Holy Grail,\you can summon a god to eliminate the Chaos.\I see.\So it's the same thing as the Holy Crest, huh?\But if you're known as the Holy Grail,\you're probably a hindrance to the pope. response:	Maybe that man sees me that way.
context: What is the Holy Grail anyway?\The Order of the Crest preaches that by gathering all of the world's Crests into the Holy Grail,\you can summon a god to eliminate the Chaos.\I see.\So it's the same thing as the Holy Crest, huh?\But if you're known as the Holy Grail,\you're probably a hindrance to the pope.\Maybe that man sees me that way. response:	The pope might try to harm you.
context: The Order of the Crest preaches that by gathering all of the world's Crests into the Holy Grail,\you can summon a god to eliminate the Chaos.\I see.\So it's the same thing as the Holy Crest, huh?\But if you're known as the Holy Grail,\you're probably a hindrance to the pope.\Maybe that man sees me that way.\The pope might try to harm you. response:	You're right.
context: you can summon a god to eliminate the Chaos.\I see.\So it's the same thing as the Holy Crest, huh?\But if you're known as the Holy Grail,\you're probably a hindrance to the pope.\Maybe that man sees me that way.\The pope might try to harm you.\You're right. response:	You be careful, too, Sir Theo.
context: I see.\So it's the same thing as the Holy Crest, huh?\But if you're known as the Holy Grail,\you're probably a hindrance to the pope.\Maybe that man sees me that way.\The pope might try to harm you.\You're right.\You be careful, too, Sir Theo. response:	If he's declared himself to be the Holy Grail,
context: So it's the same thing as the Holy Crest, huh?\But if you're known as the Holy Grail,\you're probably a hindrance to the pope.\Maybe that man sees me that way.\The pope might try to harm you.\You're right.\You be careful, too, Sir Theo.\If he's declared himself to be the Holy Grail, response:	then he's voicing his intent to gather all the Crests.
context: But if you're known as the Holy Grail,\you're probably a hindrance to the pope.\Maybe that man sees me that way.\The pope might try to harm you.\You're right.\You be careful, too, Sir Theo.\If he's declared himself to be the Holy Grail,\then he's voicing his intent to gather all the Crests. response:	In other words, I think it's highly probable that he's targeting your Crest.
context: you're probably a hindrance to the pope.\Maybe that man sees me that way.\The pope might try to harm you.\You're right.\You be careful, too, Sir Theo.\If he's declared himself to be the Holy Grail,\then he's voicing his intent to gather all the Crests.\In other words, I think it's highly probable that he's targeting your Crest. response:	All right.
context: Maybe that man sees me that way.\The pope might try to harm you.\You're right.\You be careful, too, Sir Theo.\If he's declared himself to be the Holy Grail,\then he's voicing his intent to gather all the Crests.\In other words, I think it's highly probable that he's targeting your Crest.\All right. response:	By the way, Siluca, how do you feel about the Order of the Crest now?
context: The pope might try to harm you.\You're right.\You be careful, too, Sir Theo.\If he's declared himself to be the Holy Grail,\then he's voicing his intent to gather all the Crests.\In other words, I think it's highly probable that he's targeting your Crest.\All right.\By the way, Siluca, how do you feel about the Order of the Crest now? response:	To me, both the order's doctrines and the Holy Grail
context: You're right.\You be careful, too, Sir Theo.\If he's declared himself to be the Holy Grail,\then he's voicing his intent to gather all the Crests.\In other words, I think it's highly probable that he's targeting your Crest.\All right.\By the way, Siluca, how do you feel about the Order of the Crest now?\To me, both the order's doctrines and the Holy Grail response:	just seem like myths created for convenience's sake.
context: You be careful, too, Sir Theo.\If he's declared himself to be the Holy Grail,\then he's voicing his intent to gather all the Crests.\In other words, I think it's highly probable that he's targeting your Crest.\All right.\By the way, Siluca, how do you feel about the Order of the Crest now?\To me, both the order's doctrines and the Holy Grail\just seem like myths created for convenience's sake. response:	But I might have become the Treaty's leader thanks to the guidance of the one god.
context: If he's declared himself to be the Holy Grail,\then he's voicing his intent to gather all the Crests.\In other words, I think it's highly probable that he's targeting your Crest.\All right.\By the way, Siluca, how do you feel about the Order of the Crest now?\To me, both the order's doctrines and the Holy Grail\just seem like myths created for convenience's sake.\But I might have become the Treaty's leader thanks to the guidance of the one god. response:	It's because you worked hard for it, Sir Theo!
context: then he's voicing his intent to gather all the Crests.\In other words, I think it's highly probable that he's targeting your Crest.\All right.\By the way, Siluca, how do you feel about the Order of the Crest now?\To me, both the order's doctrines and the Holy Grail\just seem like myths created for convenience's sake.\But I might have become the Treaty's leader thanks to the guidance of the one god.\It's because you worked hard for it, Sir Theo! response:	Whatever you do, please don't offer your Crest to the Order of the Crest!
context: In other words, I think it's highly probable that he's targeting your Crest.\All right.\By the way, Siluca, how do you feel about the Order of the Crest now?\To me, both the order's doctrines and the Holy Grail\just seem like myths created for convenience's sake.\But I might have become the Treaty's leader thanks to the guidance of the one god.\It's because you worked hard for it, Sir Theo!\Whatever you do, please don't offer your Crest to the Order of the Crest! response:	I don't know.
context: All right.\By the way, Siluca, how do you feel about the Order of the Crest now?\To me, both the order's doctrines and the Holy Grail\just seem like myths created for convenience's sake.\But I might have become the Treaty's leader thanks to the guidance of the one god.\It's because you worked hard for it, Sir Theo!\Whatever you do, please don't offer your Crest to the Order of the Crest!\I don't know. response:	If it turns out that I can save you and the others with this Crest,
context: By the way, Siluca, how do you feel about the Order of the Crest now?\To me, both the order's doctrines and the Holy Grail\just seem like myths created for convenience's sake.\But I might have become the Treaty's leader thanks to the guidance of the one god.\It's because you worked hard for it, Sir Theo!\Whatever you do, please don't offer your Crest to the Order of the Crest!\I don't know.\If it turns out that I can save you and the others with this Crest, response:	I'll offer it without a second thought.
context: To me, both the order's doctrines and the Holy Grail\just seem like myths created for convenience's sake.\But I might have become the Treaty's leader thanks to the guidance of the one god.\It's because you worked hard for it, Sir Theo!\Whatever you do, please don't offer your Crest to the Order of the Crest!\I don't know.\If it turns out that I can save you and the others with this Crest,\I'll offer it without a second thought. response:	Lady Siluca, I have a report for you.
context: just seem like myths created for convenience's sake.\But I might have become the Treaty's leader thanks to the guidance of the one god.\It's because you worked hard for it, Sir Theo!\Whatever you do, please don't offer your Crest to the Order of the Crest!\I don't know.\If it turns out that I can save you and the others with this Crest,\I'll offer it without a second thought.\Lady Siluca, I have a report for you. response:	I received a report that the Earl of Le Couleurs, Sir Croute Gallas,
context: But I might have become the Treaty's leader thanks to the guidance of the one god.\It's because you worked hard for it, Sir Theo!\Whatever you do, please don't offer your Crest to the Order of the Crest!\I don't know.\If it turns out that I can save you and the others with this Crest,\I'll offer it without a second thought.\Lady Siluca, I have a report for you.\I received a report that the Earl of Le Couleurs, Sir Croute Gallas, response:	met a heroic death while battling the Waldlind forces.
context: It's because you worked hard for it, Sir Theo!\Whatever you do, please don't offer your Crest to the Order of the Crest!\I don't know.\If it turns out that I can save you and the others with this Crest,\I'll offer it without a second thought.\Lady Siluca, I have a report for you.\I received a report that the Earl of Le Couleurs, Sir Croute Gallas,\met a heroic death while battling the Waldlind forces. response:	Sir Croute...
context: Whatever you do, please don't offer your Crest to the Order of the Crest!\I don't know.\If it turns out that I can save you and the others with this Crest,\I'll offer it without a second thought.\Lady Siluca, I have a report for you.\I received a report that the Earl of Le Couleurs, Sir Croute Gallas,\met a heroic death while battling the Waldlind forces.\Sir Croute... response:	Before our reinforcements could reach them,
context: I don't know.\If it turns out that I can save you and the others with this Crest,\I'll offer it without a second thought.\Lady Siluca, I have a report for you.\I received a report that the Earl of Le Couleurs, Sir Croute Gallas,\met a heroic death while battling the Waldlind forces.\Sir Croute...\Before our reinforcements could reach them, response:	he was betrayed by the mercenaries sent by Lord Dawson, and then he was...
context: If it turns out that I can save you and the others with this Crest,\I'll offer it without a second thought.\Lady Siluca, I have a report for you.\I received a report that the Earl of Le Couleurs, Sir Croute Gallas,\met a heroic death while battling the Waldlind forces.\Sir Croute...\Before our reinforcements could reach them,\he was betrayed by the mercenaries sent by Lord Dawson, and then he was... response:	Afterwards, what has Lord Dawson been doing?
context: I'll offer it without a second thought.\Lady Siluca, I have a report for you.\I received a report that the Earl of Le Couleurs, Sir Croute Gallas,\met a heroic death while battling the Waldlind forces.\Sir Croute...\Before our reinforcements could reach them,\he was betrayed by the mercenaries sent by Lord Dawson, and then he was...\Afterwards, what has Lord Dawson been doing? response:	So Lord Dawson did have a secret agreement in place all along.
context: Lady Siluca, I have a report for you.\I received a report that the Earl of Le Couleurs, Sir Croute Gallas,\met a heroic death while battling the Waldlind forces.\Sir Croute...\Before our reinforcements could reach them,\he was betrayed by the mercenaries sent by Lord Dawson, and then he was...\Afterwards, what has Lord Dawson been doing?\So Lord Dawson did have a secret agreement in place all along. response:	It appears so.
context: I received a report that the Earl of Le Couleurs, Sir Croute Gallas,\met a heroic death while battling the Waldlind forces.\Sir Croute...\Before our reinforcements could reach them,\he was betrayed by the mercenaries sent by Lord Dawson, and then he was...\Afterwards, what has Lord Dawson been doing?\So Lord Dawson did have a secret agreement in place all along.\It appears so. response:	He's gathered the most devout Lords of the Alliance
context: met a heroic death while battling the Waldlind forces.\Sir Croute...\Before our reinforcements could reach them,\he was betrayed by the mercenaries sent by Lord Dawson, and then he was...\Afterwards, what has Lord Dawson been doing?\So Lord Dawson did have a secret agreement in place all along.\It appears so.\He's gathered the most devout Lords of the Alliance response:	and called on them to pledge their allegiance to him.
context: Sir Croute...\Before our reinforcements could reach them,\he was betrayed by the mercenaries sent by Lord Dawson, and then he was...\Afterwards, what has Lord Dawson been doing?\So Lord Dawson did have a secret agreement in place all along.\It appears so.\He's gathered the most devout Lords of the Alliance\and called on them to pledge their allegiance to him. response:	How did the Lords he summoned react?
context: Before our reinforcements could reach them,\he was betrayed by the mercenaries sent by Lord Dawson, and then he was...\Afterwards, what has Lord Dawson been doing?\So Lord Dawson did have a secret agreement in place all along.\It appears so.\He's gathered the most devout Lords of the Alliance\and called on them to pledge their allegiance to him.\How did the Lords he summoned react? response:	At this time, none of them seem to have complied.
context: he was betrayed by the mercenaries sent by Lord Dawson, and then he was...\Afterwards, what has Lord Dawson been doing?\So Lord Dawson did have a secret agreement in place all along.\It appears so.\He's gathered the most devout Lords of the Alliance\and called on them to pledge their allegiance to him.\How did the Lords he summoned react?\At this time, none of them seem to have complied. response:	I see.
context: Afterwards, what has Lord Dawson been doing?\So Lord Dawson did have a secret agreement in place all along.\It appears so.\He's gathered the most devout Lords of the Alliance\and called on them to pledge their allegiance to him.\How did the Lords he summoned react?\At this time, none of them seem to have complied.\I see. response:	But now that the Union has lost the Earl of Le Couleurs,
context: So Lord Dawson did have a secret agreement in place all along.\It appears so.\He's gathered the most devout Lords of the Alliance\and called on them to pledge their allegiance to him.\How did the Lords he summoned react?\At this time, none of them seem to have complied.\I see.\But now that the Union has lost the Earl of Le Couleurs, response:	things are looking even bleaker, huh?
context: It appears so.\He's gathered the most devout Lords of the Alliance\and called on them to pledge their allegiance to him.\How did the Lords he summoned react?\At this time, none of them seem to have complied.\I see.\But now that the Union has lost the Earl of Le Couleurs,\things are looking even bleaker, huh? response:	For things not to turn out the way we want... That's how it's always been.
context: He's gathered the most devout Lords of the Alliance\and called on them to pledge their allegiance to him.\How did the Lords he summoned react?\At this time, none of them seem to have complied.\I see.\But now that the Union has lost the Earl of Le Couleurs,\things are looking even bleaker, huh?\For things not to turn out the way we want... That's how it's always been. response:	The important thing is how we're going to adjust.
context: and called on them to pledge their allegiance to him.\How did the Lords he summoned react?\At this time, none of them seem to have complied.\I see.\But now that the Union has lost the Earl of Le Couleurs,\things are looking even bleaker, huh?\For things not to turn out the way we want... That's how it's always been.\The important thing is how we're going to adjust. response:	You have an idea?
context: How did the Lords he summoned react?\At this time, none of them seem to have complied.\I see.\But now that the Union has lost the Earl of Le Couleurs,\things are looking even bleaker, huh?\For things not to turn out the way we want... That's how it's always been.\The important thing is how we're going to adjust.\You have an idea? response:	Well, I wouldn't go so far as to call it an idea.
context: At this time, none of them seem to have complied.\I see.\But now that the Union has lost the Earl of Le Couleurs,\things are looking even bleaker, huh?\For things not to turn out the way we want... That's how it's always been.\The important thing is how we're going to adjust.\You have an idea?\Well, I wouldn't go so far as to call it an idea. response:	Why don't we go to Jalucia together?
context: I see.\But now that the Union has lost the Earl of Le Couleurs,\things are looking even bleaker, huh?\For things not to turn out the way we want... That's how it's always been.\The important thing is how we're going to adjust.\You have an idea?\Well, I wouldn't go so far as to call it an idea.\Why don't we go to Jalucia together? response:	Fine by me, but...
context: But now that the Union has lost the Earl of Le Couleurs,\things are looking even bleaker, huh?\For things not to turn out the way we want... That's how it's always been.\The important thing is how we're going to adjust.\You have an idea?\Well, I wouldn't go so far as to call it an idea.\Why don't we go to Jalucia together?\Fine by me, but... response:	The Treaty has broken away from the Union.
context: things are looking even bleaker, huh?\For things not to turn out the way we want... That's how it's always been.\The important thing is how we're going to adjust.\You have an idea?\Well, I wouldn't go so far as to call it an idea.\Why don't we go to Jalucia together?\Fine by me, but...\The Treaty has broken away from the Union. response:	In their eyes, we might just be a bunch of traitors.
context: For things not to turn out the way we want... That's how it's always been.\The important thing is how we're going to adjust.\You have an idea?\Well, I wouldn't go so far as to call it an idea.\Why don't we go to Jalucia together?\Fine by me, but...\The Treaty has broken away from the Union.\In their eyes, we might just be a bunch of traitors. response:	As far as that goes, we'll have to believe in Sir Alexis.
context: The important thing is how we're going to adjust.\You have an idea?\Well, I wouldn't go so far as to call it an idea.\Why don't we go to Jalucia together?\Fine by me, but...\The Treaty has broken away from the Union.\In their eyes, we might just be a bunch of traitors.\As far as that goes, we'll have to believe in Sir Alexis. response:	After all this distressing news, the Earl of Jalucia must be despondent.
context: You have an idea?\Well, I wouldn't go so far as to call it an idea.\Why don't we go to Jalucia together?\Fine by me, but...\The Treaty has broken away from the Union.\In their eyes, we might just be a bunch of traitors.\As far as that goes, we'll have to believe in Sir Alexis.\After all this distressing news, the Earl of Jalucia must be despondent. response:	Since you're his friend, Sir Theo,
context: Well, I wouldn't go so far as to call it an idea.\Why don't we go to Jalucia together?\Fine by me, but...\The Treaty has broken away from the Union.\In their eyes, we might just be a bunch of traitors.\As far as that goes, we'll have to believe in Sir Alexis.\After all this distressing news, the Earl of Jalucia must be despondent.\Since you're his friend, Sir Theo, response:	please do what you can to cheer him up!
context: Why don't we go to Jalucia together?\Fine by me, but...\The Treaty has broken away from the Union.\In their eyes, we might just be a bunch of traitors.\As far as that goes, we'll have to believe in Sir Alexis.\After all this distressing news, the Earl of Jalucia must be despondent.\Since you're his friend, Sir Theo,\please do what you can to cheer him up! response:	Cheer him up?
context: Fine by me, but...\The Treaty has broken away from the Union.\In their eyes, we might just be a bunch of traitors.\As far as that goes, we'll have to believe in Sir Alexis.\After all this distressing news, the Earl of Jalucia must be despondent.\Since you're his friend, Sir Theo,\please do what you can to cheer him up!\Cheer him up? response:	With the Earl of Le Couleurs dead,
context: The Treaty has broken away from the Union.\In their eyes, we might just be a bunch of traitors.\As far as that goes, we'll have to believe in Sir Alexis.\After all this distressing news, the Earl of Jalucia must be despondent.\Since you're his friend, Sir Theo,\please do what you can to cheer him up!\Cheer him up?\With the Earl of Le Couleurs dead, response:	only Sir Alexis can save the Union from this crisis now.
