context: Totsuhara University Hospital response:	As I explained just now,
context: Those schools want to burnish their reputations by admitting the top performers at competitions.\Since Arima-kun hasn't competed in the last two years,\he's sorely lacking in terms of achievements.\And now the Eastern Japan Piano Competition is coming up in December.\It's got a long history, and cachet like no other.\So for the school, there's no better advertisement\than admitting the cream of the crop from that competition.\In other words, to get to the top of the heap at the Eastern Japan Piano Competition response:	is the same for Arima-kun as passing an entrance exam.
context: Since Arima-kun hasn't competed in the last two years,\he's sorely lacking in terms of achievements.\And now the Eastern Japan Piano Competition is coming up in December.\It's got a long history, and cachet like no other.\So for the school, there's no better advertisement\than admitting the cream of the crop from that competition.\In other words, to get to the top of the heap at the Eastern Japan Piano Competition\is the same for Arima-kun as passing an entrance exam. response:	It's like hitting a walk-off homerun, see.
context: he's sorely lacking in terms of achievements.\And now the Eastern Japan Piano Competition is coming up in December.\It's got a long history, and cachet like no other.\So for the school, there's no better advertisement\than admitting the cream of the crop from that competition.\In other words, to get to the top of the heap at the Eastern Japan Piano Competition\is the same for Arima-kun as passing an entrance exam.\It's like hitting a walk-off homerun, see. response:	So why don't you stop being jealous of music, and root for him?
context: And now the Eastern Japan Piano Competition is coming up in December.\It's got a long history, and cachet like no other.\So for the school, there's no better advertisement\than admitting the cream of the crop from that competition.\In other words, to get to the top of the heap at the Eastern Japan Piano Competition\is the same for Arima-kun as passing an entrance exam.\It's like hitting a walk-off homerun, see.\So why don't you stop being jealous of music, and root for him? response:	I am not jealous...
context: It's got a long history, and cachet like no other.\So for the school, there's no better advertisement\than admitting the cream of the crop from that competition.\In other words, to get to the top of the heap at the Eastern Japan Piano Competition\is the same for Arima-kun as passing an entrance exam.\It's like hitting a walk-off homerun, see.\So why don't you stop being jealous of music, and root for him?\I am not jealous... response:	It's better than having him flunk and head overseas, right?
context: So for the school, there's no better advertisement\than admitting the cream of the crop from that competition.\In other words, to get to the top of the heap at the Eastern Japan Piano Competition\is the same for Arima-kun as passing an entrance exam.\It's like hitting a walk-off homerun, see.\So why don't you stop being jealous of music, and root for him?\I am not jealous...\It's better than having him flunk and head overseas, right? response:	Now might be my only chance to be near him...
context: than admitting the cream of the crop from that competition.\In other words, to get to the top of the heap at the Eastern Japan Piano Competition\is the same for Arima-kun as passing an entrance exam.\It's like hitting a walk-off homerun, see.\So why don't you stop being jealous of music, and root for him?\I am not jealous...\It's better than having him flunk and head overseas, right?\Now might be my only chance to be near him... response:	Arima-kun must be exhausted, playing so late into the night, huh?
context: In other words, to get to the top of the heap at the Eastern Japan Piano Competition\is the same for Arima-kun as passing an entrance exam.\It's like hitting a walk-off homerun, see.\So why don't you stop being jealous of music, and root for him?\I am not jealous...\It's better than having him flunk and head overseas, right?\Now might be my only chance to be near him...\Arima-kun must be exhausted, playing so late into the night, huh? response:	If you brought some food over, I'm sure he'd be thrilled.
context: is the same for Arima-kun as passing an entrance exam.\It's like hitting a walk-off homerun, see.\So why don't you stop being jealous of music, and root for him?\I am not jealous...\It's better than having him flunk and head overseas, right?\Now might be my only chance to be near him...\Arima-kun must be exhausted, playing so late into the night, huh?\If you brought some food over, I'm sure he'd be thrilled. response:	I-It's not like...
context: It's like hitting a walk-off homerun, see.\So why don't you stop being jealous of music, and root for him?\I am not jealous...\It's better than having him flunk and head overseas, right?\Now might be my only chance to be near him...\Arima-kun must be exhausted, playing so late into the night, huh?\If you brought some food over, I'm sure he'd be thrilled.\I-It's not like... response:	It's not like I'm doing this because Kashiwagi told me to!
context: So why don't you stop being jealous of music, and root for him?\I am not jealous...\It's better than having him flunk and head overseas, right?\Now might be my only chance to be near him...\Arima-kun must be exhausted, playing so late into the night, huh?\If you brought some food over, I'm sure he'd be thrilled.\I-It's not like...\It's not like I'm doing this because Kashiwagi told me to! response:	Kousei?
context: I am not jealous...\It's better than having him flunk and head overseas, right?\Now might be my only chance to be near him...\Arima-kun must be exhausted, playing so late into the night, huh?\If you brought some food over, I'm sure he'd be thrilled.\I-It's not like...\It's not like I'm doing this because Kashiwagi told me to!\Kousei? response:	Kousei, you're so light!
context: It's better than having him flunk and head overseas, right?\Now might be my only chance to be near him...\Arima-kun must be exhausted, playing so late into the night, huh?\If you brought some food over, I'm sure he'd be thrilled.\I-It's not like...\It's not like I'm doing this because Kashiwagi told me to!\Kousei?\Kousei, you're so light! response:	Huh? A Tosa dog?
context: Now might be my only chance to be near him...\Arima-kun must be exhausted, playing so late into the night, huh?\If you brought some food over, I'm sure he'd be thrilled.\I-It's not like...\It's not like I'm doing this because Kashiwagi told me to!\Kousei?\Kousei, you're so light!\Huh? A Tosa dog? response:	Oh, it's you, Tsubaki. Was I asleep?
context: Arima-kun must be exhausted, playing so late into the night, huh?\If you brought some food over, I'm sure he'd be thrilled.\I-It's not like...\It's not like I'm doing this because Kashiwagi told me to!\Kousei?\Kousei, you're so light!\Huh? A Tosa dog?\Oh, it's you, Tsubaki. Was I asleep? response:	Don't sleep like you're dead!
context: If you brought some food over, I'm sure he'd be thrilled.\I-It's not like...\It's not like I'm doing this because Kashiwagi told me to!\Kousei?\Kousei, you're so light!\Huh? A Tosa dog?\Oh, it's you, Tsubaki. Was I asleep?\Don't sleep like you're dead! response:	Have you been playing non-stop? You're pushing yourself a little too hard, you know!
context: I-It's not like...\It's not like I'm doing this because Kashiwagi told me to!\Kousei?\Kousei, you're so light!\Huh? A Tosa dog?\Oh, it's you, Tsubaki. Was I asleep?\Don't sleep like you're dead!\Have you been playing non-stop? You're pushing yourself a little too hard, you know! response:	The required Bach piece... The Bach piece...
context: It's not like I'm doing this because Kashiwagi told me to!\Kousei?\Kousei, you're so light!\Huh? A Tosa dog?\Oh, it's you, Tsubaki. Was I asleep?\Don't sleep like you're dead!\Have you been playing non-stop? You're pushing yourself a little too hard, you know!\The required Bach piece... The Bach piece... response:	Your room's a total mess! Would it kill you tidy up?
context: Kousei?\Kousei, you're so light!\Huh? A Tosa dog?\Oh, it's you, Tsubaki. Was I asleep?\Don't sleep like you're dead!\Have you been playing non-stop? You're pushing yourself a little too hard, you know!\The required Bach piece... The Bach piece...\Your room's a total mess! Would it kill you tidy up? response:	You're so bothersome.
context: Kousei, you're so light!\Huh? A Tosa dog?\Oh, it's you, Tsubaki. Was I asleep?\Don't sleep like you're dead!\Have you been playing non-stop? You're pushing yourself a little too hard, you know!\The required Bach piece... The Bach piece...\Your room's a total mess! Would it kill you tidy up?\You're so bothersome. response:	Are you showing up at the competition with that hairdo?
context: Huh? A Tosa dog?\Oh, it's you, Tsubaki. Was I asleep?\Don't sleep like you're dead!\Have you been playing non-stop? You're pushing yourself a little too hard, you know!\The required Bach piece... The Bach piece...\Your room's a total mess! Would it kill you tidy up?\You're so bothersome.\Are you showing up at the competition with that hairdo? response:	All right! Ready to go!
context: Oh, it's you, Tsubaki. Was I asleep?\Don't sleep like you're dead!\Have you been playing non-stop? You're pushing yourself a little too hard, you know!\The required Bach piece... The Bach piece...\Your room's a total mess! Would it kill you tidy up?\You're so bothersome.\Are you showing up at the competition with that hairdo?\All right! Ready to go! response:	H-Hey...
context: Don't sleep like you're dead!\Have you been playing non-stop? You're pushing yourself a little too hard, you know!\The required Bach piece... The Bach piece...\Your room's a total mess! Would it kill you tidy up?\You're so bothersome.\Are you showing up at the competition with that hairdo?\All right! Ready to go!\H-Hey... response:	Are you sure you can do this? You need a license, don't you?
context: Have you been playing non-stop? You're pushing yourself a little too hard, you know!\The required Bach piece... The Bach piece...\Your room's a total mess! Would it kill you tidy up?\You're so bothersome.\Are you showing up at the competition with that hairdo?\All right! Ready to go!\H-Hey...\Are you sure you can do this? You need a license, don't you? response:	Just leave it to me.
context: The required Bach piece... The Bach piece...\Your room's a total mess! Would it kill you tidy up?\You're so bothersome.\Are you showing up at the competition with that hairdo?\All right! Ready to go!\H-Hey...\Are you sure you can do this? You need a license, don't you?\Just leave it to me. response:	I always just cut my own hair when I need a little trim.
context: Your room's a total mess! Would it kill you tidy up?\You're so bothersome.\Are you showing up at the competition with that hairdo?\All right! Ready to go!\H-Hey...\Are you sure you can do this? You need a license, don't you?\Just leave it to me.\I always just cut my own hair when I need a little trim. response:	By cutting your own hair, you just mean your bangs, right?
context: You're so bothersome.\Are you showing up at the competition with that hairdo?\All right! Ready to go!\H-Hey...\Are you sure you can do this? You need a license, don't you?\Just leave it to me.\I always just cut my own hair when I need a little trim.\By cutting your own hair, you just mean your bangs, right? response:	I'll go the barbershop, okay?
context: Are you showing up at the competition with that hairdo?\All right! Ready to go!\H-Hey...\Are you sure you can do this? You need a license, don't you?\Just leave it to me.\I always just cut my own hair when I need a little trim.\By cutting your own hair, you just mean your bangs, right?\I'll go the barbershop, okay? response:	You're only going to think it's a pain in the butt and not go!
context: All right! Ready to go!\H-Hey...\Are you sure you can do this? You need a license, don't you?\Just leave it to me.\I always just cut my own hair when I need a little trim.\By cutting your own hair, you just mean your bangs, right?\I'll go the barbershop, okay?\You're only going to think it's a pain in the butt and not go! response:	Enough with the whining! Accept your fate if you're a man!
context: H-Hey...\Are you sure you can do this? You need a license, don't you?\Just leave it to me.\I always just cut my own hair when I need a little trim.\By cutting your own hair, you just mean your bangs, right?\I'll go the barbershop, okay?\You're only going to think it's a pain in the butt and not go!\Enough with the whining! Accept your fate if you're a man! response:	P-P-P-P-Please, I'm counting on you...
context: Are you sure you can do this? You need a license, don't you?\Just leave it to me.\I always just cut my own hair when I need a little trim.\By cutting your own hair, you just mean your bangs, right?\I'll go the barbershop, okay?\You're only going to think it's a pain in the butt and not go!\Enough with the whining! Accept your fate if you're a man!\P-P-P-P-Please, I'm counting on you... response:	Aren't you cutting too much?
context: Just leave it to me.\I always just cut my own hair when I need a little trim.\By cutting your own hair, you just mean your bangs, right?\I'll go the barbershop, okay?\You're only going to think it's a pain in the butt and not go!\Enough with the whining! Accept your fate if you're a man!\P-P-P-P-Please, I'm counting on you...\Aren't you cutting too much? response:	I'm telling you, no sweat! Remember how I used to do this for you when we were kids?
context: I always just cut my own hair when I need a little trim.\By cutting your own hair, you just mean your bangs, right?\I'll go the barbershop, okay?\You're only going to think it's a pain in the butt and not go!\Enough with the whining! Accept your fate if you're a man!\P-P-P-P-Please, I'm counting on you...\Aren't you cutting too much?\I'm telling you, no sweat! Remember how I used to do this for you when we were kids? response:	The competition's coming up soon, so I'm gonna make you look like a stud, okay?
context: By cutting your own hair, you just mean your bangs, right?\I'll go the barbershop, okay?\You're only going to think it's a pain in the butt and not go!\Enough with the whining! Accept your fate if you're a man!\P-P-P-P-Please, I'm counting on you...\Aren't you cutting too much?\I'm telling you, no sweat! Remember how I used to do this for you when we were kids?\The competition's coming up soon, so I'm gonna make you look like a stud, okay? response:	You make it sound like I'm usually a real tool.
context: I'll go the barbershop, okay?\You're only going to think it's a pain in the butt and not go!\Enough with the whining! Accept your fate if you're a man!\P-P-P-P-Please, I'm counting on you...\Aren't you cutting too much?\I'm telling you, no sweat! Remember how I used to do this for you when we were kids?\The competition's coming up soon, so I'm gonna make you look like a stud, okay?\You make it sound like I'm usually a real tool. response:	Kao-...
context: You're only going to think it's a pain in the butt and not go!\Enough with the whining! Accept your fate if you're a man!\P-P-P-P-Please, I'm counting on you...\Aren't you cutting too much?\I'm telling you, no sweat! Remember how I used to do this for you when we were kids?\The competition's coming up soon, so I'm gonna make you look like a stud, okay?\You make it sound like I'm usually a real tool.\Kao-... response:	Will Kao-chan be coming?
context: Enough with the whining! Accept your fate if you're a man!\P-P-P-P-Please, I'm counting on you...\Aren't you cutting too much?\I'm telling you, no sweat! Remember how I used to do this for you when we were kids?\The competition's coming up soon, so I'm gonna make you look like a stud, okay?\You make it sound like I'm usually a real tool.\Kao-...\Will Kao-chan be coming? response:	What does Kao-chan say about all this? Kao-chan...
context: P-P-P-P-Please, I'm counting on you...\Aren't you cutting too much?\I'm telling you, no sweat! Remember how I used to do this for you when we were kids?\The competition's coming up soon, so I'm gonna make you look like a stud, okay?\You make it sound like I'm usually a real tool.\Kao-...\Will Kao-chan be coming?\What does Kao-chan say about all this? Kao-chan... response:	Don't be jealous of music.
context: Aren't you cutting too much?\I'm telling you, no sweat! Remember how I used to do this for you when we were kids?\The competition's coming up soon, so I'm gonna make you look like a stud, okay?\You make it sound like I'm usually a real tool.\Kao-...\Will Kao-chan be coming?\What does Kao-chan say about all this? Kao-chan...\Don't be jealous of music. response:	But of course I am...
context: I'm telling you, no sweat! Remember how I used to do this for you when we were kids?\The competition's coming up soon, so I'm gonna make you look like a stud, okay?\You make it sound like I'm usually a real tool.\Kao-...\Will Kao-chan be coming?\What does Kao-chan say about all this? Kao-chan...\Don't be jealous of music.\But of course I am... response:	All I can think of is Kao-chan...
context: The competition's coming up soon, so I'm gonna make you look like a stud, okay?\You make it sound like I'm usually a real tool.\Kao-...\Will Kao-chan be coming?\What does Kao-chan say about all this? Kao-chan...\Don't be jealous of music.\But of course I am...\All I can think of is Kao-chan... response:	I'm such...a horrible girl.
context: You make it sound like I'm usually a real tool.\Kao-...\Will Kao-chan be coming?\What does Kao-chan say about all this? Kao-chan...\Don't be jealous of music.\But of course I am...\All I can think of is Kao-chan...\I'm such...a horrible girl. response:	Tsubaki?
context: Kao-...\Will Kao-chan be coming?\What does Kao-chan say about all this? Kao-chan...\Don't be jealous of music.\But of course I am...\All I can think of is Kao-chan...\I'm such...a horrible girl.\Tsubaki? response:	I'm going to do my best. I don't know what the results will be,
context: Will Kao-chan be coming?\What does Kao-chan say about all this? Kao-chan...\Don't be jealous of music.\But of course I am...\All I can think of is Kao-chan...\I'm such...a horrible girl.\Tsubaki?\I'm going to do my best. I don't know what the results will be, response:	But I'm going to give it my best shot.
context: What does Kao-chan say about all this? Kao-chan...\Don't be jealous of music.\But of course I am...\All I can think of is Kao-chan...\I'm such...a horrible girl.\Tsubaki?\I'm going to do my best. I don't know what the results will be,\But I'm going to give it my best shot. response:	The sound of the scissors, ringing in my ears.
context: Don't be jealous of music.\But of course I am...\All I can think of is Kao-chan...\I'm such...a horrible girl.\Tsubaki?\I'm going to do my best. I don't know what the results will be,\But I'm going to give it my best shot.\The sound of the scissors, ringing in my ears. response:	His hair, a little hard to cut.
context: But of course I am...\All I can think of is Kao-chan...\I'm such...a horrible girl.\Tsubaki?\I'm going to do my best. I don't know what the results will be,\But I'm going to give it my best shot.\The sound of the scissors, ringing in my ears.\His hair, a little hard to cut. response:	A scene of little significance passes me by.
context: All I can think of is Kao-chan...\I'm such...a horrible girl.\Tsubaki?\I'm going to do my best. I don't know what the results will be,\But I'm going to give it my best shot.\The sound of the scissors, ringing in my ears.\His hair, a little hard to cut.\A scene of little significance passes me by. response:	Where's my onigiri?
context: I'm such...a horrible girl.\Tsubaki?\I'm going to do my best. I don't know what the results will be,\But I'm going to give it my best shot.\The sound of the scissors, ringing in my ears.\His hair, a little hard to cut.\A scene of little significance passes me by.\Where's my onigiri? response:	Huh? Aren't you on a diet, Tsubaki?
context: Tsubaki?\I'm going to do my best. I don't know what the results will be,\But I'm going to give it my best shot.\The sound of the scissors, ringing in my ears.\His hair, a little hard to cut.\A scene of little significance passes me by.\Where's my onigiri?\Huh? Aren't you on a diet, Tsubaki? response:	What's that supposed to mean?
context: I'm going to do my best. I don't know what the results will be,\But I'm going to give it my best shot.\The sound of the scissors, ringing in my ears.\His hair, a little hard to cut.\A scene of little significance passes me by.\Where's my onigiri?\Huh? Aren't you on a diet, Tsubaki?\What's that supposed to mean? response:	If this time turns out to be precious for Kousei as well,
context: But I'm going to give it my best shot.\The sound of the scissors, ringing in my ears.\His hair, a little hard to cut.\A scene of little significance passes me by.\Where's my onigiri?\Huh? Aren't you on a diet, Tsubaki?\What's that supposed to mean?\If this time turns out to be precious for Kousei as well, response:	that would make me happy.
context: The sound of the scissors, ringing in my ears.\His hair, a little hard to cut.\A scene of little significance passes me by.\Where's my onigiri?\Huh? Aren't you on a diet, Tsubaki?\What's that supposed to mean?\If this time turns out to be precious for Kousei as well,\that would make me happy. response:	I'm putting myself in your hands!
context: His hair, a little hard to cut.\A scene of little significance passes me by.\Where's my onigiri?\Huh? Aren't you on a diet, Tsubaki?\What's that supposed to mean?\If this time turns out to be precious for Kousei as well,\that would make me happy.\I'm putting myself in your hands! response:	Hey! You're early today.
context: A scene of little significance passes me by.\Where's my onigiri?\Huh? Aren't you on a diet, Tsubaki?\What's that supposed to mean?\If this time turns out to be precious for Kousei as well,\that would make me happy.\I'm putting myself in your hands!\Hey! You're early today. response:	Don't you have to wait for your daily call from your friend with the glasses?
context: Where's my onigiri?\Huh? Aren't you on a diet, Tsubaki?\What's that supposed to mean?\If this time turns out to be precious for Kousei as well,\that would make me happy.\I'm putting myself in your hands!\Hey! You're early today.\Don't you have to wait for your daily call from your friend with the glasses? response:	He's not coming today.
context: Huh? Aren't you on a diet, Tsubaki?\What's that supposed to mean?\If this time turns out to be precious for Kousei as well,\that would make me happy.\I'm putting myself in your hands!\Hey! You're early today.\Don't you have to wait for your daily call from your friend with the glasses?\He's not coming today. response:	13:00 - Examination Room A 10:00 - 17:00 Examination Room B
context: What's that supposed to mean?\If this time turns out to be precious for Kousei as well,\that would make me happy.\I'm putting myself in your hands!\Hey! You're early today.\Don't you have to wait for your daily call from your friend with the glasses?\He's not coming today.\13:00 - Examination Room A 10:00 - 17:00 Examination Room B response:	Right now, I think he's in the thick of it!
context: If this time turns out to be precious for Kousei as well,\that would make me happy.\I'm putting myself in your hands!\Hey! You're early today.\Don't you have to wait for your daily call from your friend with the glasses?\He's not coming today.\13:00 - Examination Room A 10:00 - 17:00 Examination Room B\Right now, I think he's in the thick of it! response:	Is No. 4, Kashima-san here?
context: that would make me happy.\I'm putting myself in your hands!\Hey! You're early today.\Don't you have to wait for your daily call from your friend with the glasses?\He's not coming today.\13:00 - Examination Room A 10:00 - 17:00 Examination Room B\Right now, I think he's in the thick of it!\Is No. 4, Kashima-san here? response:	Um...want this?
context: I'm putting myself in your hands!\Hey! You're early today.\Don't you have to wait for your daily call from your friend with the glasses?\He's not coming today.\13:00 - Examination Room A 10:00 - 17:00 Examination Room B\Right now, I think he's in the thick of it!\Is No. 4, Kashima-san here?\Um...want this? response:	Right? This egg salad sandwich is light on the mayo and light on the salt,
context: Hey! You're early today.\Don't you have to wait for your daily call from your friend with the glasses?\He's not coming today.\13:00 - Examination Room A 10:00 - 17:00 Examination Room B\Right now, I think he's in the thick of it!\Is No. 4, Kashima-san here?\Um...want this?\Right? This egg salad sandwich is light on the mayo and light on the salt, response:	which brings out its sweetness to the max!
context: Don't you have to wait for your daily call from your friend with the glasses?\He's not coming today.\13:00 - Examination Room A 10:00 - 17:00 Examination Room B\Right now, I think he's in the thick of it!\Is No. 4, Kashima-san here?\Um...want this?\Right? This egg salad sandwich is light on the mayo and light on the salt,\which brings out its sweetness to the max! response:	And since they get these range-free eggs directly from the farms,
context: He's not coming today.\13:00 - Examination Room A 10:00 - 17:00 Examination Room B\Right now, I think he's in the thick of it!\Is No. 4, Kashima-san here?\Um...want this?\Right? This egg salad sandwich is light on the mayo and light on the salt,\which brings out its sweetness to the max!\And since they get these range-free eggs directly from the farms, response:	you can say it's the ultimate egg salad sandwich, seeking to capture the splendid taste of the egg itself!
context: 13:00 - Examination Room A 10:00 - 17:00 Examination Room B\Right now, I think he's in the thick of it!\Is No. 4, Kashima-san here?\Um...want this?\Right? This egg salad sandwich is light on the mayo and light on the salt,\which brings out its sweetness to the max!\And since they get these range-free eggs directly from the farms,\you can say it's the ultimate egg salad sandwich, seeking to capture the splendid taste of the egg itself! response:	N-Nothing's coming up but gastric juices.
context: Right now, I think he's in the thick of it!\Is No. 4, Kashima-san here?\Um...want this?\Right? This egg salad sandwich is light on the mayo and light on the salt,\which brings out its sweetness to the max!\And since they get these range-free eggs directly from the farms,\you can say it's the ultimate egg salad sandwich, seeking to capture the splendid taste of the egg itself!\N-Nothing's coming up but gastric juices. response:	Oh gross! Why the hell?
context: Is No. 4, Kashima-san here?\Um...want this?\Right? This egg salad sandwich is light on the mayo and light on the salt,\which brings out its sweetness to the max!\And since they get these range-free eggs directly from the farms,\you can say it's the ultimate egg salad sandwich, seeking to capture the splendid taste of the egg itself!\N-Nothing's coming up but gastric juices.\Oh gross! Why the hell? response:	Emi... Arima...
context: Um...want this?\Right? This egg salad sandwich is light on the mayo and light on the salt,\which brings out its sweetness to the max!\And since they get these range-free eggs directly from the farms,\you can say it's the ultimate egg salad sandwich, seeking to capture the splendid taste of the egg itself!\N-Nothing's coming up but gastric juices.\Oh gross! Why the hell?\Emi... Arima... response:	Huh? Oh, sure...
context: Right? This egg salad sandwich is light on the mayo and light on the salt,\which brings out its sweetness to the max!\And since they get these range-free eggs directly from the farms,\you can say it's the ultimate egg salad sandwich, seeking to capture the splendid taste of the egg itself!\N-Nothing's coming up but gastric juices.\Oh gross! Why the hell?\Emi... Arima...\Huh? Oh, sure... response:	I just hurled right now, you know...
context: which brings out its sweetness to the max!\And since they get these range-free eggs directly from the farms,\you can say it's the ultimate egg salad sandwich, seeking to capture the splendid taste of the egg itself!\N-Nothing's coming up but gastric juices.\Oh gross! Why the hell?\Emi... Arima...\Huh? Oh, sure...\I just hurled right now, you know... response:	All right!
context: And since they get these range-free eggs directly from the farms,\you can say it's the ultimate egg salad sandwich, seeking to capture the splendid taste of the egg itself!\N-Nothing's coming up but gastric juices.\Oh gross! Why the hell?\Emi... Arima...\Huh? Oh, sure...\I just hurled right now, you know...\All right! response:	Right? This egg salad sandwich is light on the mayo and light on the salt,
context: you can say it's the ultimate egg salad sandwich, seeking to capture the splendid taste of the egg itself!\N-Nothing's coming up but gastric juices.\Oh gross! Why the hell?\Emi... Arima...\Huh? Oh, sure...\I just hurled right now, you know...\All right!\Right? This egg salad sandwich is light on the mayo and light on the salt, response:	which brings out its sweetness to the max!
context: N-Nothing's coming up but gastric juices.\Oh gross! Why the hell?\Emi... Arima...\Huh? Oh, sure...\I just hurled right now, you know...\All right!\Right? This egg salad sandwich is light on the mayo and light on the salt,\which brings out its sweetness to the max! response:	And since they get these range-free eggs directly from the farms,
context: Oh gross! Why the hell?\Emi... Arima...\Huh? Oh, sure...\I just hurled right now, you know...\All right!\Right? This egg salad sandwich is light on the mayo and light on the salt,\which brings out its sweetness to the max!\And since they get these range-free eggs directly from the farms, response:	you can say it's the ultimate egg salad sandwich, seeking to capture the
context: Emi... Arima...\Huh? Oh, sure...\I just hurled right now, you know...\All right!\Right? This egg salad sandwich is light on the mayo and light on the salt,\which brings out its sweetness to the max!\And since they get these range-free eggs directly from the farms,\you can say it's the ultimate egg salad sandwich, seeking to capture the response:	splendid taste of the egg itself!
context: Huh? Oh, sure...\I just hurled right now, you know...\All right!\Right? This egg salad sandwich is light on the mayo and light on the salt,\which brings out its sweetness to the max!\And since they get these range-free eggs directly from the farms,\you can say it's the ultimate egg salad sandwich, seeking to capture the\splendid taste of the egg itself! response:	If you put a thick slice of ham in there, it would be even better!
context: I just hurled right now, you know...\All right!\Right? This egg salad sandwich is light on the mayo and light on the salt,\which brings out its sweetness to the max!\And since they get these range-free eggs directly from the farms,\you can say it's the ultimate egg salad sandwich, seeking to capture the\splendid taste of the egg itself!\If you put a thick slice of ham in there, it would be even better! response:	Yeah, it's tough not to pick the ones with extra mayo, too.
context: All right!\Right? This egg salad sandwich is light on the mayo and light on the salt,\which brings out its sweetness to the max!\And since they get these range-free eggs directly from the farms,\you can say it's the ultimate egg salad sandwich, seeking to capture the\splendid taste of the egg itself!\If you put a thick slice of ham in there, it would be even better!\Yeah, it's tough not to pick the ones with extra mayo, too. response:	Makes you crave some tea, huh?
context: Right? This egg salad sandwich is light on the mayo and light on the salt,\which brings out its sweetness to the max!\And since they get these range-free eggs directly from the farms,\you can say it's the ultimate egg salad sandwich, seeking to capture the\splendid taste of the egg itself!\If you put a thick slice of ham in there, it would be even better!\Yeah, it's tough not to pick the ones with extra mayo, too.\Makes you crave some tea, huh? response:	Yeah, but katsudon's a real man's meal.
context: which brings out its sweetness to the max!\And since they get these range-free eggs directly from the farms,\you can say it's the ultimate egg salad sandwich, seeking to capture the\splendid taste of the egg itself!\If you put a thick slice of ham in there, it would be even better!\Yeah, it's tough not to pick the ones with extra mayo, too.\Makes you crave some tea, huh?\Yeah, but katsudon's a real man's meal. response:	The florentines here are delicious, too.
context: And since they get these range-free eggs directly from the farms,\you can say it's the ultimate egg salad sandwich, seeking to capture the\splendid taste of the egg itself!\If you put a thick slice of ham in there, it would be even better!\Yeah, it's tough not to pick the ones with extra mayo, too.\Makes you crave some tea, huh?\Yeah, but katsudon's a real man's meal.\The florentines here are delicious, too. response:	If we're having tea, I'd rather have scones.
context: you can say it's the ultimate egg salad sandwich, seeking to capture the\splendid taste of the egg itself!\If you put a thick slice of ham in there, it would be even better!\Yeah, it's tough not to pick the ones with extra mayo, too.\Makes you crave some tea, huh?\Yeah, but katsudon's a real man's meal.\The florentines here are delicious, too.\If we're having tea, I'd rather have scones. response:	The best milk is Moo Moo Brand.
context: splendid taste of the egg itself!\If you put a thick slice of ham in there, it would be even better!\Yeah, it's tough not to pick the ones with extra mayo, too.\Makes you crave some tea, huh?\Yeah, but katsudon's a real man's meal.\The florentines here are delicious, too.\If we're having tea, I'd rather have scones.\The best milk is Moo Moo Brand. response:	The best kind of tea is Darjeeling!
context: If you put a thick slice of ham in there, it would be even better!\Yeah, it's tough not to pick the ones with extra mayo, too.\Makes you crave some tea, huh?\Yeah, but katsudon's a real man's meal.\The florentines here are delicious, too.\If we're having tea, I'd rather have scones.\The best milk is Moo Moo Brand.\The best kind of tea is Darjeeling! response:	Wow, they're really getting into it.
context: Yeah, it's tough not to pick the ones with extra mayo, too.\Makes you crave some tea, huh?\Yeah, but katsudon's a real man's meal.\The florentines here are delicious, too.\If we're having tea, I'd rather have scones.\The best milk is Moo Moo Brand.\The best kind of tea is Darjeeling!\Wow, they're really getting into it. response:	I like fillet cutlet sandwiches best!
context: Makes you crave some tea, huh?\Yeah, but katsudon's a real man's meal.\The florentines here are delicious, too.\If we're having tea, I'd rather have scones.\The best milk is Moo Moo Brand.\The best kind of tea is Darjeeling!\Wow, they're really getting into it.\I like fillet cutlet sandwiches best! response:	See the chemistry?
context: Yeah, but katsudon's a real man's meal.\The florentines here are delicious, too.\If we're having tea, I'd rather have scones.\The best milk is Moo Moo Brand.\The best kind of tea is Darjeeling!\Wow, they're really getting into it.\I like fillet cutlet sandwiches best!\See the chemistry? response:	No. 8, Takeshi Aiza-kun. Please get ready in the wings.
context: The florentines here are delicious, too.\If we're having tea, I'd rather have scones.\The best milk is Moo Moo Brand.\The best kind of tea is Darjeeling!\Wow, they're really getting into it.\I like fillet cutlet sandwiches best!\See the chemistry?\No. 8, Takeshi Aiza-kun. Please get ready in the wings. response:	All right, then, I'm heading out.
context: If we're having tea, I'd rather have scones.\The best milk is Moo Moo Brand.\The best kind of tea is Darjeeling!\Wow, they're really getting into it.\I like fillet cutlet sandwiches best!\See the chemistry?\No. 8, Takeshi Aiza-kun. Please get ready in the wings.\All right, then, I'm heading out. response:	I wish I could fire off a cool parting shot or something, but I can't think of anything.
context: The best milk is Moo Moo Brand.\The best kind of tea is Darjeeling!\Wow, they're really getting into it.\I like fillet cutlet sandwiches best!\See the chemistry?\No. 8, Takeshi Aiza-kun. Please get ready in the wings.\All right, then, I'm heading out.\I wish I could fire off a cool parting shot or something, but I can't think of anything. response:	I guess it's because...you know.
context: The best kind of tea is Darjeeling!\Wow, they're really getting into it.\I like fillet cutlet sandwiches best!\See the chemistry?\No. 8, Takeshi Aiza-kun. Please get ready in the wings.\All right, then, I'm heading out.\I wish I could fire off a cool parting shot or something, but I can't think of anything.\I guess it's because...you know. response:	We're musicians, so everything's...
