context: I have a condition. response:	Tell me all about Nana-san.
context: She went out with ton of guys. By the way, I was the 7th.\U-Umm, that's not really what I wanted to hear...\I didn't want a profile. I wanted more of, umm... you know?\Like, Yano's feelings for her...\Umm... was there anything that really left an impression on you after going out with her?\Something that left an impression?\Like how an udon noodle once came out of her nose?\An udon noodle came out of her nose?! response:	We were eating udon, and she started laughing really hard about something...
context: U-Umm, that's not really what I wanted to hear...\I didn't want a profile. I wanted more of, umm... you know?\Like, Yano's feelings for her...\Umm... was there anything that really left an impression on you after going out with her?\Something that left an impression?\Like how an udon noodle once came out of her nose?\An udon noodle came out of her nose?!\We were eating udon, and she started laughing really hard about something... response:	It came out?
context: I didn't want a profile. I wanted more of, umm... you know?\Like, Yano's feelings for her...\Umm... was there anything that really left an impression on you after going out with her?\Something that left an impression?\Like how an udon noodle once came out of her nose?\An udon noodle came out of her nose?!\We were eating udon, and she started laughing really hard about something...\It came out? response:	It really freaked me out.
context: Like, Yano's feelings for her...\Umm... was there anything that really left an impression on you after going out with her?\Something that left an impression?\Like how an udon noodle once came out of her nose?\An udon noodle came out of her nose?!\We were eating udon, and she started laughing really hard about something...\It came out?\It really freaked me out. response:	That's a little...
context: Umm... was there anything that really left an impression on you after going out with her?\Something that left an impression?\Like how an udon noodle once came out of her nose?\An udon noodle came out of her nose?!\We were eating udon, and she started laughing really hard about something...\It came out?\It really freaked me out.\That's a little... response:	See? I told you she was silly.
context: Something that left an impression?\Like how an udon noodle once came out of her nose?\An udon noodle came out of her nose?!\We were eating udon, and she started laughing really hard about something...\It came out?\It really freaked me out.\That's a little...\See? I told you she was silly. response:	That's not what I meant...
context: Like how an udon noodle once came out of her nose?\An udon noodle came out of her nose?!\We were eating udon, and she started laughing really hard about something...\It came out?\It really freaked me out.\That's a little...\See? I told you she was silly.\That's not what I meant... response:	Ah, the movie's starting.
context: An udon noodle came out of her nose?!\We were eating udon, and she started laughing really hard about something...\It came out?\It really freaked me out.\That's a little...\See? I told you she was silly.\That's not what I meant...\Ah, the movie's starting. response:	Yano keeps giving me the slip...
context: We were eating udon, and she started laughing really hard about something...\It came out?\It really freaked me out.\That's a little...\See? I told you she was silly.\That's not what I meant...\Ah, the movie's starting.\Yano keeps giving me the slip... response:	This movie's...
context: It came out?\It really freaked me out.\That's a little...\See? I told you she was silly.\That's not what I meant...\Ah, the movie's starting.\Yano keeps giving me the slip...\This movie's... response:	I've seen it before...
context: It really freaked me out.\That's a little...\See? I told you she was silly.\That's not what I meant...\Ah, the movie's starting.\Yano keeps giving me the slip...\This movie's...\I've seen it before... response:	And just like before... his left hand's in the exact same position...
context: That's a little...\See? I told you she was silly.\That's not what I meant...\Ah, the movie's starting.\Yano keeps giving me the slip...\This movie's...\I've seen it before...\And just like before... his left hand's in the exact same position... response:	Is he leaving half of the armrest for me?
context: See? I told you she was silly.\That's not what I meant...\Ah, the movie's starting.\Yano keeps giving me the slip...\This movie's...\I've seen it before...\And just like before... his left hand's in the exact same position...\Is he leaving half of the armrest for me? response:	But... why won't he hold my hand like he did before?
context: That's not what I meant...\Ah, the movie's starting.\Yano keeps giving me the slip...\This movie's...\I've seen it before...\And just like before... his left hand's in the exact same position...\Is he leaving half of the armrest for me?\But... why won't he hold my hand like he did before? response:	Hey, did you beat the boss yet?
context: Ah, the movie's starting.\Yano keeps giving me the slip...\This movie's...\I've seen it before...\And just like before... his left hand's in the exact same position...\Is he leaving half of the armrest for me?\But... why won't he hold my hand like he did before?\Hey, did you beat the boss yet? response:	I just beat it today!
context: Yano keeps giving me the slip...\This movie's...\I've seen it before...\And just like before... his left hand's in the exact same position...\Is he leaving half of the armrest for me?\But... why won't he hold my hand like he did before?\Hey, did you beat the boss yet?\I just beat it today! response:	You said you wanted her to come back to life, didn't you? Back then...
context: This movie's...\I've seen it before...\And just like before... his left hand's in the exact same position...\Is he leaving half of the armrest for me?\But... why won't he hold my hand like he did before?\Hey, did you beat the boss yet?\I just beat it today!\You said you wanted her to come back to life, didn't you? Back then... response:	Do you remember?
context: I've seen it before...\And just like before... his left hand's in the exact same position...\Is he leaving half of the armrest for me?\But... why won't he hold my hand like he did before?\Hey, did you beat the boss yet?\I just beat it today!\You said you wanted her to come back to life, didn't you? Back then...\Do you remember? response:	Yeah.
context: And just like before... his left hand's in the exact same position...\Is he leaving half of the armrest for me?\But... why won't he hold my hand like he did before?\Hey, did you beat the boss yet?\I just beat it today!\You said you wanted her to come back to life, didn't you? Back then...\Do you remember?\Yeah. response:	How can I hate...
context: Is he leaving half of the armrest for me?\But... why won't he hold my hand like he did before?\Hey, did you beat the boss yet?\I just beat it today!\You said you wanted her to come back to life, didn't you? Back then...\Do you remember?\Yeah.\How can I hate... response:	Everything...
context: But... why won't he hold my hand like he did before?\Hey, did you beat the boss yet?\I just beat it today!\You said you wanted her to come back to life, didn't you? Back then...\Do you remember?\Yeah.\How can I hate...\Everything... response:	I'll forgive you for everything.
context: Hey, did you beat the boss yet?\I just beat it today!\You said you wanted her to come back to life, didn't you? Back then...\Do you remember?\Yeah.\How can I hate...\Everything...\I'll forgive you for everything. response:	So, please... I want you to come back to me alive.
context: I just beat it today!\You said you wanted her to come back to life, didn't you? Back then...\Do you remember?\Yeah.\How can I hate...\Everything...\I'll forgive you for everything.\So, please... I want you to come back to me alive. response:	If Nana-san was saved in that accident... If she got out of it alive...
context: You said you wanted her to come back to life, didn't you? Back then...\Do you remember?\Yeah.\How can I hate...\Everything...\I'll forgive you for everything.\So, please... I want you to come back to me alive.\If Nana-san was saved in that accident... If she got out of it alive... response:	This is a really mean question...
context: Do you remember?\Yeah.\How can I hate...\Everything...\I'll forgive you for everything.\So, please... I want you to come back to me alive.\If Nana-san was saved in that accident... If she got out of it alive...\This is a really mean question... response:	I'm sorry, I...
context: Yeah.\How can I hate...\Everything...\I'll forgive you for everything.\So, please... I want you to come back to me alive.\If Nana-san was saved in that accident... If she got out of it alive...\This is a really mean question...\I'm sorry, I... response:	It's impossible to consider something like that in a normal sense...
context: How can I hate...\Everything...\I'll forgive you for everything.\So, please... I want you to come back to me alive.\If Nana-san was saved in that accident... If she got out of it alive...\This is a really mean question...\I'm sorry, I...\It's impossible to consider something like that in a normal sense... response:	There's no way I'd keep going out with her.
context: Everything...\I'll forgive you for everything.\So, please... I want you to come back to me alive.\If Nana-san was saved in that accident... If she got out of it alive...\This is a really mean question...\I'm sorry, I...\It's impossible to consider something like that in a normal sense...\There's no way I'd keep going out with her. response:	Really...?
context: I'll forgive you for everything.\So, please... I want you to come back to me alive.\If Nana-san was saved in that accident... If she got out of it alive...\This is a really mean question...\I'm sorry, I...\It's impossible to consider something like that in a normal sense...\There's no way I'd keep going out with her.\Really...? response:	Actually... that's not true.
context: So, please... I want you to come back to me alive.\If Nana-san was saved in that accident... If she got out of it alive...\This is a really mean question...\I'm sorry, I...\It's impossible to consider something like that in a normal sense...\There's no way I'd keep going out with her.\Really...?\Actually... that's not true. response:	You said you wanted her to come back to life.
context: If Nana-san was saved in that accident... If she got out of it alive...\This is a really mean question...\I'm sorry, I...\It's impossible to consider something like that in a normal sense...\There's no way I'd keep going out with her.\Really...?\Actually... that's not true.\You said you wanted her to come back to life. response:	It's not true?
context: This is a really mean question...\I'm sorry, I...\It's impossible to consider something like that in a normal sense...\There's no way I'd keep going out with her.\Really...?\Actually... that's not true.\You said you wanted her to come back to life.\It's not true? response:	I just got caught up in this atmosphere.
context: I'm sorry, I...\It's impossible to consider something like that in a normal sense...\There's no way I'd keep going out with her.\Really...?\Actually... that's not true.\You said you wanted her to come back to life.\It's not true?\I just got caught up in this atmosphere. response:	Isn't that how you really feel?
context: It's impossible to consider something like that in a normal sense...\There's no way I'd keep going out with her.\Really...?\Actually... that's not true.\You said you wanted her to come back to life.\It's not true?\I just got caught up in this atmosphere.\Isn't that how you really feel? response:	It isn't.
context: There's no way I'd keep going out with her.\Really...?\Actually... that's not true.\You said you wanted her to come back to life.\It's not true?\I just got caught up in this atmosphere.\Isn't that how you really feel?\It isn't. response:	You won't answer any of the things I'm trying to ask you...
context: Really...?\Actually... that's not true.\You said you wanted her to come back to life.\It's not true?\I just got caught up in this atmosphere.\Isn't that how you really feel?\It isn't.\You won't answer any of the things I'm trying to ask you... response:	I am answering you!
context: Actually... that's not true.\You said you wanted her to come back to life.\It's not true?\I just got caught up in this atmosphere.\Isn't that how you really feel?\It isn't.\You won't answer any of the things I'm trying to ask you...\I am answering you! response:	Why do you keep running away from my questions?
context: You said you wanted her to come back to life.\It's not true?\I just got caught up in this atmosphere.\Isn't that how you really feel?\It isn't.\You won't answer any of the things I'm trying to ask you...\I am answering you!\Why do you keep running away from my questions? response:	I'm not running!
context: It's not true?\I just got caught up in this atmosphere.\Isn't that how you really feel?\It isn't.\You won't answer any of the things I'm trying to ask you...\I am answering you!\Why do you keep running away from my questions?\I'm not running! response:	You are!
context: I just got caught up in this atmosphere.\Isn't that how you really feel?\It isn't.\You won't answer any of the things I'm trying to ask you...\I am answering you!\Why do you keep running away from my questions?\I'm not running!\You are! response:	What do you want from me?! What do I have to say so you'll understand?!
context: Isn't that how you really feel?\It isn't.\You won't answer any of the things I'm trying to ask you...\I am answering you!\Why do you keep running away from my questions?\I'm not running!\You are!\What do you want from me?! What do I have to say so you'll understand?! response:	That's not what I'm asking for.
context: It isn't.\You won't answer any of the things I'm trying to ask you...\I am answering you!\Why do you keep running away from my questions?\I'm not running!\You are!\What do you want from me?! What do I have to say so you'll understand?!\That's not what I'm asking for. response:	It is.
context: You won't answer any of the things I'm trying to ask you...\I am answering you!\Why do you keep running away from my questions?\I'm not running!\You are!\What do you want from me?! What do I have to say so you'll understand?!\That's not what I'm asking for.\It is. response:	Forget it!
context: I am answering you!\Why do you keep running away from my questions?\I'm not running!\You are!\What do you want from me?! What do I have to say so you'll understand?!\That's not what I'm asking for.\It is.\Forget it! response:	There's something really big in Yano's heart, like a blockade.
context: Why do you keep running away from my questions?\I'm not running!\You are!\What do you want from me?! What do I have to say so you'll understand?!\That's not what I'm asking for.\It is.\Forget it!\There's something really big in Yano's heart, like a blockade. response:	It's impossible to consider something like that in a normal sense...
context: I'm not running!\You are!\What do you want from me?! What do I have to say so you'll understand?!\That's not what I'm asking for.\It is.\Forget it!\There's something really big in Yano's heart, like a blockade.\It's impossible to consider something like that in a normal sense... response:	There's no way I'd keep going out with her.
context: You are!\What do you want from me?! What do I have to say so you'll understand?!\That's not what I'm asking for.\It is.\Forget it!\There's something really big in Yano's heart, like a blockade.\It's impossible to consider something like that in a normal sense...\There's no way I'd keep going out with her. response:	And every time I try to get around it, he gets so angry.
context: What do you want from me?! What do I have to say so you'll understand?!\That's not what I'm asking for.\It is.\Forget it!\There's something really big in Yano's heart, like a blockade.\It's impossible to consider something like that in a normal sense...\There's no way I'd keep going out with her.\And every time I try to get around it, he gets so angry. response:	It is.
context: That's not what I'm asking for.\It is.\Forget it!\There's something really big in Yano's heart, like a blockade.\It's impossible to consider something like that in a normal sense...\There's no way I'd keep going out with her.\And every time I try to get around it, he gets so angry.\It is. response:	The more he acts like he doesn't see it... the more I can feel it become even stronger.
context: It is.\Forget it!\There's something really big in Yano's heart, like a blockade.\It's impossible to consider something like that in a normal sense...\There's no way I'd keep going out with her.\And every time I try to get around it, he gets so angry.\It is.\The more he acts like he doesn't see it... the more I can feel it become even stronger. response:	That existence of the person who was Nana-san...
context: Forget it!\There's something really big in Yano's heart, like a blockade.\It's impossible to consider something like that in a normal sense...\There's no way I'd keep going out with her.\And every time I try to get around it, he gets so angry.\It is.\The more he acts like he doesn't see it... the more I can feel it become even stronger.\That existence of the person who was Nana-san... response:	I don't understand Yano's feelings anymore...
context: There's something really big in Yano's heart, like a blockade.\It's impossible to consider something like that in a normal sense...\There's no way I'd keep going out with her.\And every time I try to get around it, he gets so angry.\It is.\The more he acts like he doesn't see it... the more I can feel it become even stronger.\That existence of the person who was Nana-san...\I don't understand Yano's feelings anymore... response:	I've lost all my confidence...
context: It's impossible to consider something like that in a normal sense...\There's no way I'd keep going out with her.\And every time I try to get around it, he gets so angry.\It is.\The more he acts like he doesn't see it... the more I can feel it become even stronger.\That existence of the person who was Nana-san...\I don't understand Yano's feelings anymore...\I've lost all my confidence... response:	There's no meaning left in any of this...
context: There's no way I'd keep going out with her.\And every time I try to get around it, he gets so angry.\It is.\The more he acts like he doesn't see it... the more I can feel it become even stronger.\That existence of the person who was Nana-san...\I don't understand Yano's feelings anymore...\I've lost all my confidence...\There's no meaning left in any of this... response:	So it's like getting a game over before you can beat it?
context: And every time I try to get around it, he gets so angry.\It is.\The more he acts like he doesn't see it... the more I can feel it become even stronger.\That existence of the person who was Nana-san...\I don't understand Yano's feelings anymore...\I've lost all my confidence...\There's no meaning left in any of this...\So it's like getting a game over before you can beat it? response:	It wasn't supposed to be like this...
context: It is.\The more he acts like he doesn't see it... the more I can feel it become even stronger.\That existence of the person who was Nana-san...\I don't understand Yano's feelings anymore...\I've lost all my confidence...\There's no meaning left in any of this...\So it's like getting a game over before you can beat it?\It wasn't supposed to be like this... response:	I don't know what to do anymore.
context: The more he acts like he doesn't see it... the more I can feel it become even stronger.\That existence of the person who was Nana-san...\I don't understand Yano's feelings anymore...\I've lost all my confidence...\There's no meaning left in any of this...\So it's like getting a game over before you can beat it?\It wasn't supposed to be like this...\I don't know what to do anymore. response:	I wonder if I just misunderstood things...
context: That existence of the person who was Nana-san...\I don't understand Yano's feelings anymore...\I've lost all my confidence...\There's no meaning left in any of this...\So it's like getting a game over before you can beat it?\It wasn't supposed to be like this...\I don't know what to do anymore.\I wonder if I just misunderstood things... response:	Mizu-chin's...
context: I don't understand Yano's feelings anymore...\I've lost all my confidence...\There's no meaning left in any of this...\So it's like getting a game over before you can beat it?\It wasn't supposed to be like this...\I don't know what to do anymore.\I wonder if I just misunderstood things...\Mizu-chin's... response:	We Were There TOO!
context: I've lost all my confidence...\There's no meaning left in any of this...\So it's like getting a game over before you can beat it?\It wasn't supposed to be like this...\I don't know what to do anymore.\I wonder if I just misunderstood things...\Mizu-chin's...\We Were There TOO! response:	Now, I wonder what'll happen with the good luck between Yano and Nana, huh?
context: There's no meaning left in any of this...\So it's like getting a game over before you can beat it?\It wasn't supposed to be like this...\I don't know what to do anymore.\I wonder if I just misunderstood things...\Mizu-chin's...\We Were There TOO!\Now, I wonder what'll happen with the good luck between Yano and Nana, huh? response:	Yeah! I wonder if those two will get back together?
context: So it's like getting a game over before you can beat it?\It wasn't supposed to be like this...\I don't know what to do anymore.\I wonder if I just misunderstood things...\Mizu-chin's...\We Were There TOO!\Now, I wonder what'll happen with the good luck between Yano and Nana, huh?\Yeah! I wonder if those two will get back together? response:	Yeah. If they really do break up, maybe I'll go out with Yano instead! Just kidding!
context: It wasn't supposed to be like this...\I don't know what to do anymore.\I wonder if I just misunderstood things...\Mizu-chin's...\We Were There TOO!\Now, I wonder what'll happen with the good luck between Yano and Nana, huh?\Yeah! I wonder if those two will get back together?\Yeah. If they really do break up, maybe I'll go out with Yano instead! Just kidding! response:	You're still talking about that...?
context: I don't know what to do anymore.\I wonder if I just misunderstood things...\Mizu-chin's...\We Were There TOO!\Now, I wonder what'll happen with the good luck between Yano and Nana, huh?\Yeah! I wonder if those two will get back together?\Yeah. If they really do break up, maybe I'll go out with Yano instead! Just kidding!\You're still talking about that...? response:	Mizu-chin, why don't you get yourself a boyfriend already?
context: I wonder if I just misunderstood things...\Mizu-chin's...\We Were There TOO!\Now, I wonder what'll happen with the good luck between Yano and Nana, huh?\Yeah! I wonder if those two will get back together?\Yeah. If they really do break up, maybe I'll go out with Yano instead! Just kidding!\You're still talking about that...?\Mizu-chin, why don't you get yourself a boyfriend already? response:	You too, Taka-chan.
context: Mizu-chin's...\We Were There TOO!\Now, I wonder what'll happen with the good luck between Yano and Nana, huh?\Yeah! I wonder if those two will get back together?\Yeah. If they really do break up, maybe I'll go out with Yano instead! Just kidding!\You're still talking about that...?\Mizu-chin, why don't you get yourself a boyfriend already?\You too, Taka-chan. response:	Please don't group us together. I... have one now.
context: We Were There TOO!\Now, I wonder what'll happen with the good luck between Yano and Nana, huh?\Yeah! I wonder if those two will get back together?\Yeah. If they really do break up, maybe I'll go out with Yano instead! Just kidding!\You're still talking about that...?\Mizu-chin, why don't you get yourself a boyfriend already?\You too, Taka-chan.\Please don't group us together. I... have one now. response:	I didn't hear about that! Hey! I didn't hear a word about that!
context: Now, I wonder what'll happen with the good luck between Yano and Nana, huh?\Yeah! I wonder if those two will get back together?\Yeah. If they really do break up, maybe I'll go out with Yano instead! Just kidding!\You're still talking about that...?\Mizu-chin, why don't you get yourself a boyfriend already?\You too, Taka-chan.\Please don't group us together. I... have one now.\I didn't hear about that! Hey! I didn't hear a word about that! response:	I didn't hear about that! I never heard you had a boyfriend, Taka-chan!
context: Yeah! I wonder if those two will get back together?\Yeah. If they really do break up, maybe I'll go out with Yano instead! Just kidding!\You're still talking about that...?\Mizu-chin, why don't you get yourself a boyfriend already?\You too, Taka-chan.\Please don't group us together. I... have one now.\I didn't hear about that! Hey! I didn't hear a word about that!\I didn't hear about that! I never heard you had a boyfriend, Taka-chan! response:	Sorry, Mizu-chin.
context: Yeah. If they really do break up, maybe I'll go out with Yano instead! Just kidding!\You're still talking about that...?\Mizu-chin, why don't you get yourself a boyfriend already?\You too, Taka-chan.\Please don't group us together. I... have one now.\I didn't hear about that! Hey! I didn't hear a word about that!\I didn't hear about that! I never heard you had a boyfriend, Taka-chan!\Sorry, Mizu-chin. response:	W-Wait a sec here! When was this? When? Where at? Who is it? Hey!
context: You're still talking about that...?\Mizu-chin, why don't you get yourself a boyfriend already?\You too, Taka-chan.\Please don't group us together. I... have one now.\I didn't hear about that! Hey! I didn't hear a word about that!\I didn't hear about that! I never heard you had a boyfriend, Taka-chan!\Sorry, Mizu-chin.\W-Wait a sec here! When was this? When? Where at? Who is it? Hey! response:	You know all those episodes I haven't been in?
context: Mizu-chin, why don't you get yourself a boyfriend already?\You too, Taka-chan.\Please don't group us together. I... have one now.\I didn't hear about that! Hey! I didn't hear a word about that!\I didn't hear about that! I never heard you had a boyfriend, Taka-chan!\Sorry, Mizu-chin.\W-Wait a sec here! When was this? When? Where at? Who is it? Hey!\You know all those episodes I haven't been in? response:	That's when I began to foster my love!
context: You too, Taka-chan.\Please don't group us together. I... have one now.\I didn't hear about that! Hey! I didn't hear a word about that!\I didn't hear about that! I never heard you had a boyfriend, Taka-chan!\Sorry, Mizu-chin.\W-Wait a sec here! When was this? When? Where at? Who is it? Hey!\You know all those episodes I haven't been in?\That's when I began to foster my love! response:	This isn't the time for me to be competing with Nana!
context: Please don't group us together. I... have one now.\I didn't hear about that! Hey! I didn't hear a word about that!\I didn't hear about that! I never heard you had a boyfriend, Taka-chan!\Sorry, Mizu-chin.\W-Wait a sec here! When was this? When? Where at? Who is it? Hey!\You know all those episodes I haven't been in?\That's when I began to foster my love!\This isn't the time for me to be competing with Nana! response:	I was kinda having my own Bokura ga Ita all this time!
context: I didn't hear about that! Hey! I didn't hear a word about that!\I didn't hear about that! I never heard you had a boyfriend, Taka-chan!\Sorry, Mizu-chin.\W-Wait a sec here! When was this? When? Where at? Who is it? Hey!\You know all those episodes I haven't been in?\That's when I began to foster my love!\This isn't the time for me to be competing with Nana!\I was kinda having my own Bokura ga Ita all this time! response:	Hey, is he older? Younger? Hey!
context: I didn't hear about that! I never heard you had a boyfriend, Taka-chan!\Sorry, Mizu-chin.\W-Wait a sec here! When was this? When? Where at? Who is it? Hey!\You know all those episodes I haven't been in?\That's when I began to foster my love!\This isn't the time for me to be competing with Nana!\I was kinda having my own Bokura ga Ita all this time!\Hey, is he older? Younger? Hey! response:	Well... I'll leave that to your imagination.
context: Sorry, Mizu-chin.\W-Wait a sec here! When was this? When? Where at? Who is it? Hey!\You know all those episodes I haven't been in?\That's when I began to foster my love!\This isn't the time for me to be competing with Nana!\I was kinda having my own Bokura ga Ita all this time!\Hey, is he older? Younger? Hey!\Well... I'll leave that to your imagination. response:	I-Imagination? What am I supposed to imagine?!
context: W-Wait a sec here! When was this? When? Where at? Who is it? Hey!\You know all those episodes I haven't been in?\That's when I began to foster my love!\This isn't the time for me to be competing with Nana!\I was kinda having my own Bokura ga Ita all this time!\Hey, is he older? Younger? Hey!\Well... I'll leave that to your imagination.\I-Imagination? What am I supposed to imagine?! response:	Do your best, Mizoguchi-san.
context: You know all those episodes I haven't been in?\That's when I began to foster my love!\This isn't the time for me to be competing with Nana!\I was kinda having my own Bokura ga Ita all this time!\Hey, is he older? Younger? Hey!\Well... I'll leave that to your imagination.\I-Imagination? What am I supposed to imagine?!\Do your best, Mizoguchi-san. response:	Kimi dake wo... atashi dake wo...
context: That's when I began to foster my love!\This isn't the time for me to be competing with Nana!\I was kinda having my own Bokura ga Ita all this time!\Hey, is he older? Younger? Hey!\Well... I'll leave that to your imagination.\I-Imagination? What am I supposed to imagine?!\Do your best, Mizoguchi-san.\Kimi dake wo... atashi dake wo... response:	Hey! Me too! I want to sing like that, too!
context: This isn't the time for me to be competing with Nana!\I was kinda having my own Bokura ga Ita all this time!\Hey, is he older? Younger? Hey!\Well... I'll leave that to your imagination.\I-Imagination? What am I supposed to imagine?!\Do your best, Mizoguchi-san.\Kimi dake wo... atashi dake wo...\Hey! Me too! I want to sing like that, too! response:	I want a... a... Mizu-chin was there too!
context: I was kinda having my own Bokura ga Ita all this time!\Hey, is he older? Younger? Hey!\Well... I'll leave that to your imagination.\I-Imagination? What am I supposed to imagine?!\Do your best, Mizoguchi-san.\Kimi dake wo... atashi dake wo...\Hey! Me too! I want to sing like that, too!\I want a... a... Mizu-chin was there too! response:	What? All alone?
context: Hey, is he older? Younger? Hey!\Well... I'll leave that to your imagination.\I-Imagination? What am I supposed to imagine?!\Do your best, Mizoguchi-san.\Kimi dake wo... atashi dake wo...\Hey! Me too! I want to sing like that, too!\I want a... a... Mizu-chin was there too!\What? All alone? response:	Next time we hold this special corner, I'll do it alone!
context: Well... I'll leave that to your imagination.\I-Imagination? What am I supposed to imagine?!\Do your best, Mizoguchi-san.\Kimi dake wo... atashi dake wo...\Hey! Me too! I want to sing like that, too!\I want a... a... Mizu-chin was there too!\What? All alone?\Next time we hold this special corner, I'll do it alone! response:	Someone, please come and take me away!
context: I-Imagination? What am I supposed to imagine?!\Do your best, Mizoguchi-san.\Kimi dake wo... atashi dake wo...\Hey! Me too! I want to sing like that, too!\I want a... a... Mizu-chin was there too!\What? All alone?\Next time we hold this special corner, I'll do it alone!\Someone, please come and take me away! response:	Bye...
context: Do your best, Mizoguchi-san.\Kimi dake wo... atashi dake wo...\Hey! Me too! I want to sing like that, too!\I want a... a... Mizu-chin was there too!\What? All alone?\Next time we hold this special corner, I'll do it alone!\Someone, please come and take me away!\Bye... response:	The day before she died, we got into an argument.
context: Kimi dake wo... atashi dake wo...\Hey! Me too! I want to sing like that, too!\I want a... a... Mizu-chin was there too!\What? All alone?\Next time we hold this special corner, I'll do it alone!\Someone, please come and take me away!\Bye...\The day before she died, we got into an argument. response:	It was over something really stupid. Just a normal lover's quarrel.
context: Hey! Me too! I want to sing like that, too!\I want a... a... Mizu-chin was there too!\What? All alone?\Next time we hold this special corner, I'll do it alone!\Someone, please come and take me away!\Bye...\The day before she died, we got into an argument.\It was over something really stupid. Just a normal lover's quarrel. response:	Even though it's a day early, why don't we celebrate your birthday today?
context: I want a... a... Mizu-chin was there too!\What? All alone?\Next time we hold this special corner, I'll do it alone!\Someone, please come and take me away!\Bye...\The day before she died, we got into an argument.\It was over something really stupid. Just a normal lover's quarrel.\Even though it's a day early, why don't we celebrate your birthday today? response:	What? What's all this?
context: What? All alone?\Next time we hold this special corner, I'll do it alone!\Someone, please come and take me away!\Bye...\The day before she died, we got into an argument.\It was over something really stupid. Just a normal lover's quarrel.\Even though it's a day early, why don't we celebrate your birthday today?\What? What's all this? response:	Well, you remember that new pasta place that opened last month?
context: Next time we hold this special corner, I'll do it alone!\Someone, please come and take me away!\Bye...\The day before she died, we got into an argument.\It was over something really stupid. Just a normal lover's quarrel.\Even though it's a day early, why don't we celebrate your birthday today?\What? What's all this?\Well, you remember that new pasta place that opened last month? response:	You wanted to go, right?
context: Someone, please come and take me away!\Bye...\The day before she died, we got into an argument.\It was over something really stupid. Just a normal lover's quarrel.\Even though it's a day early, why don't we celebrate your birthday today?\What? What's all this?\Well, you remember that new pasta place that opened last month?\You wanted to go, right? response:	I'll let you eat as much as you want today.
context: Bye...\The day before she died, we got into an argument.\It was over something really stupid. Just a normal lover's quarrel.\Even though it's a day early, why don't we celebrate your birthday today?\What? What's all this?\Well, you remember that new pasta place that opened last month?\You wanted to go, right?\I'll let you eat as much as you want today. response:	Oh, yeah. Actually, I just went there a couple days ago with a friend.
context: The day before she died, we got into an argument.\It was over something really stupid. Just a normal lover's quarrel.\Even though it's a day early, why don't we celebrate your birthday today?\What? What's all this?\Well, you remember that new pasta place that opened last month?\You wanted to go, right?\I'll let you eat as much as you want today.\Oh, yeah. Actually, I just went there a couple days ago with a friend. response:	Me and Miki were bored one day, and these guys started hitting on us.
context: It was over something really stupid. Just a normal lover's quarrel.\Even though it's a day early, why don't we celebrate your birthday today?\What? What's all this?\Well, you remember that new pasta place that opened last month?\You wanted to go, right?\I'll let you eat as much as you want today.\Oh, yeah. Actually, I just went there a couple days ago with a friend.\Me and Miki were bored one day, and these guys started hitting on us. response:	They were college students.
context: Even though it's a day early, why don't we celebrate your birthday today?\What? What's all this?\Well, you remember that new pasta place that opened last month?\You wanted to go, right?\I'll let you eat as much as you want today.\Oh, yeah. Actually, I just went there a couple days ago with a friend.\Me and Miki were bored one day, and these guys started hitting on us.\They were college students. response:	All we did was eat and talk, though.
context: What? What's all this?\Well, you remember that new pasta place that opened last month?\You wanted to go, right?\I'll let you eat as much as you want today.\Oh, yeah. Actually, I just went there a couple days ago with a friend.\Me and Miki were bored one day, and these guys started hitting on us.\They were college students.\All we did was eat and talk, though. response:	Why'd you go with them so willingly?
context: Well, you remember that new pasta place that opened last month?\You wanted to go, right?\I'll let you eat as much as you want today.\Oh, yeah. Actually, I just went there a couple days ago with a friend.\Me and Miki were bored one day, and these guys started hitting on us.\They were college students.\All we did was eat and talk, though.\Why'd you go with them so willingly? response:	Huh? Well, you know...
context: You wanted to go, right?\I'll let you eat as much as you want today.\Oh, yeah. Actually, I just went there a couple days ago with a friend.\Me and Miki were bored one day, and these guys started hitting on us.\They were college students.\All we did was eat and talk, though.\Why'd you go with them so willingly?\Huh? Well, you know... response:	Mocchan, you haven't called me at all since summer break started, so I was bored.
context: I'll let you eat as much as you want today.\Oh, yeah. Actually, I just went there a couple days ago with a friend.\Me and Miki were bored one day, and these guys started hitting on us.\They were college students.\All we did was eat and talk, though.\Why'd you go with them so willingly?\Huh? Well, you know...\Mocchan, you haven't called me at all since summer break started, so I was bored. response:	You never called, and whenever I called your house, you were never there.
context: Oh, yeah. Actually, I just went there a couple days ago with a friend.\Me and Miki were bored one day, and these guys started hitting on us.\They were college students.\All we did was eat and talk, though.\Why'd you go with them so willingly?\Huh? Well, you know...\Mocchan, you haven't called me at all since summer break started, so I was bored.\You never called, and whenever I called your house, you were never there. response:	I told you I was working over at Take's, didn't I?
context: Me and Miki were bored one day, and these guys started hitting on us.\They were college students.\All we did was eat and talk, though.\Why'd you go with them so willingly?\Huh? Well, you know...\Mocchan, you haven't called me at all since summer break started, so I was bored.\You never called, and whenever I called your house, you were never there.\I told you I was working over at Take's, didn't I? response:	Huh? I don't know about that. I don't remember hearing about that.
