context: I got it. response:	Have you been possessed?
context: This ordeal will ruin his life.\I cannot bear to see him subjected to such torture\so I ask you to please change his predestined fate\so he can make it through this lifetime safely.\So you came to see me to help your son pass this trial?\Yes.\I do not dare to beg you to ask for a favor to pardon him from punishment.\I only ask that you secretly help him. response:	You were quite clever to ask me to help you with this.
context: I cannot bear to see him subjected to such torture\so I ask you to please change his predestined fate\so he can make it through this lifetime safely.\So you came to see me to help your son pass this trial?\Yes.\I do not dare to beg you to ask for a favor to pardon him from punishment.\I only ask that you secretly help him.\You were quite clever to ask me to help you with this. response:	You know that even if I change Yuan Zhen's fate
context: so I ask you to please change his predestined fate\so he can make it through this lifetime safely.\So you came to see me to help your son pass this trial?\Yes.\I do not dare to beg you to ask for a favor to pardon him from punishment.\I only ask that you secretly help him.\You were quite clever to ask me to help you with this.\You know that even if I change Yuan Zhen's fate response:	the Heavenly Lord won't pursue this matter with me, right?
context: so he can make it through this lifetime safely.\So you came to see me to help your son pass this trial?\Yes.\I do not dare to beg you to ask for a favor to pardon him from punishment.\I only ask that you secretly help him.\You were quite clever to ask me to help you with this.\You know that even if I change Yuan Zhen's fate\the Heavenly Lord won't pursue this matter with me, right? response:	I know that in this world
context: So you came to see me to help your son pass this trial?\Yes.\I do not dare to beg you to ask for a favor to pardon him from punishment.\I only ask that you secretly help him.\You were quite clever to ask me to help you with this.\You know that even if I change Yuan Zhen's fate\the Heavenly Lord won't pursue this matter with me, right?\I know that in this world response:	only you are able to do this.
context: Yes.\I do not dare to beg you to ask for a favor to pardon him from punishment.\I only ask that you secretly help him.\You were quite clever to ask me to help you with this.\You know that even if I change Yuan Zhen's fate\the Heavenly Lord won't pursue this matter with me, right?\I know that in this world\only you are able to do this. response:	All right, I promise you. I will do this for you.
context: I do not dare to beg you to ask for a favor to pardon him from punishment.\I only ask that you secretly help him.\You were quite clever to ask me to help you with this.\You know that even if I change Yuan Zhen's fate\the Heavenly Lord won't pursue this matter with me, right?\I know that in this world\only you are able to do this.\All right, I promise you. I will do this for you. response:	But after it is done, our relationship as mistress and servant will be over.
context: I only ask that you secretly help him.\You were quite clever to ask me to help you with this.\You know that even if I change Yuan Zhen's fate\the Heavenly Lord won't pursue this matter with me, right?\I know that in this world\only you are able to do this.\All right, I promise you. I will do this for you.\But after it is done, our relationship as mistress and servant will be over. response:	You will have no more ties to Qing Qiu.
context: You were quite clever to ask me to help you with this.\You know that even if I change Yuan Zhen's fate\the Heavenly Lord won't pursue this matter with me, right?\I know that in this world\only you are able to do this.\All right, I promise you. I will do this for you.\But after it is done, our relationship as mistress and servant will be over.\You will have no more ties to Qing Qiu. response:	I thank you for granting me this wish.
context: You know that even if I change Yuan Zhen's fate\the Heavenly Lord won't pursue this matter with me, right?\I know that in this world\only you are able to do this.\All right, I promise you. I will do this for you.\But after it is done, our relationship as mistress and servant will be over.\You will have no more ties to Qing Qiu.\I thank you for granting me this wish. response:	What's wrong?
context: the Heavenly Lord won't pursue this matter with me, right?\I know that in this world\only you are able to do this.\All right, I promise you. I will do this for you.\But after it is done, our relationship as mistress and servant will be over.\You will have no more ties to Qing Qiu.\I thank you for granting me this wish.\What's wrong? response:	Were you bullied by those young immortals again?
context: I know that in this world\only you are able to do this.\All right, I promise you. I will do this for you.\But after it is done, our relationship as mistress and servant will be over.\You will have no more ties to Qing Qiu.\I thank you for granting me this wish.\What's wrong?\Were you bullied by those young immortals again? response:	They all laugh at me for being a snake.
context: only you are able to do this.\All right, I promise you. I will do this for you.\But after it is done, our relationship as mistress and servant will be over.\You will have no more ties to Qing Qiu.\I thank you for granting me this wish.\What's wrong?\Were you bullied by those young immortals again?\They all laugh at me for being a snake. response:	They say I am not worthy of serving Qing Qiu's queen in the Fox Den.
context: All right, I promise you. I will do this for you.\But after it is done, our relationship as mistress and servant will be over.\You will have no more ties to Qing Qiu.\I thank you for granting me this wish.\What's wrong?\Were you bullied by those young immortals again?\They all laugh at me for being a snake.\They say I am not worthy of serving Qing Qiu's queen in the Fox Den. response:	You are so hopeless.
context: But after it is done, our relationship as mistress and servant will be over.\You will have no more ties to Qing Qiu.\I thank you for granting me this wish.\What's wrong?\Were you bullied by those young immortals again?\They all laugh at me for being a snake.\They say I am not worthy of serving Qing Qiu's queen in the Fox Den.\You are so hopeless. response:	If anybody dared to bully me when I was a child
context: You will have no more ties to Qing Qiu.\I thank you for granting me this wish.\What's wrong?\Were you bullied by those young immortals again?\They all laugh at me for being a snake.\They say I am not worthy of serving Qing Qiu's queen in the Fox Den.\You are so hopeless.\If anybody dared to bully me when I was a child response:	I would beat them up until they couldn't recognize their way home.
context: I thank you for granting me this wish.\What's wrong?\Were you bullied by those young immortals again?\They all laugh at me for being a snake.\They say I am not worthy of serving Qing Qiu's queen in the Fox Den.\You are so hopeless.\If anybody dared to bully me when I was a child\I would beat them up until they couldn't recognize their way home. response:	This is called the Cloud Clearing Fan.
context: What's wrong?\Were you bullied by those young immortals again?\They all laugh at me for being a snake.\They say I am not worthy of serving Qing Qiu's queen in the Fox Den.\You are so hopeless.\If anybody dared to bully me when I was a child\I would beat them up until they couldn't recognize their way home.\This is called the Cloud Clearing Fan. response:	It was given to me by the Lord of Numinous Treasures.
context: Were you bullied by those young immortals again?\They all laugh at me for being a snake.\They say I am not worthy of serving Qing Qiu's queen in the Fox Den.\You are so hopeless.\If anybody dared to bully me when I was a child\I would beat them up until they couldn't recognize their way home.\This is called the Cloud Clearing Fan.\It was given to me by the Lord of Numinous Treasures. response:	I'm giving it to you.
context: They all laugh at me for being a snake.\They say I am not worthy of serving Qing Qiu's queen in the Fox Den.\You are so hopeless.\If anybody dared to bully me when I was a child\I would beat them up until they couldn't recognize their way home.\This is called the Cloud Clearing Fan.\It was given to me by the Lord of Numinous Treasures.\I'm giving it to you. response:	It is from the Lord of Numinous Treasures?
context: They say I am not worthy of serving Qing Qiu's queen in the Fox Den.\You are so hopeless.\If anybody dared to bully me when I was a child\I would beat them up until they couldn't recognize their way home.\This is called the Cloud Clearing Fan.\It was given to me by the Lord of Numinous Treasures.\I'm giving it to you.\It is from the Lord of Numinous Treasures? response:	It's too valuable. I cannot accept it.
context: You are so hopeless.\If anybody dared to bully me when I was a child\I would beat them up until they couldn't recognize their way home.\This is called the Cloud Clearing Fan.\It was given to me by the Lord of Numinous Treasures.\I'm giving it to you.\It is from the Lord of Numinous Treasures?\It's too valuable. I cannot accept it. response:	Just take it.
context: If anybody dared to bully me when I was a child\I would beat them up until they couldn't recognize their way home.\This is called the Cloud Clearing Fan.\It was given to me by the Lord of Numinous Treasures.\I'm giving it to you.\It is from the Lord of Numinous Treasures?\It's too valuable. I cannot accept it.\Just take it. response:	You've been with me for so long. I haven't given you any artifacts.
context: I would beat them up until they couldn't recognize their way home.\This is called the Cloud Clearing Fan.\It was given to me by the Lord of Numinous Treasures.\I'm giving it to you.\It is from the Lord of Numinous Treasures?\It's too valuable. I cannot accept it.\Just take it.\You've been with me for so long. I haven't given you any artifacts. response:	This fan is very powerful.
context: This is called the Cloud Clearing Fan.\It was given to me by the Lord of Numinous Treasures.\I'm giving it to you.\It is from the Lord of Numinous Treasures?\It's too valuable. I cannot accept it.\Just take it.\You've been with me for so long. I haven't given you any artifacts.\This fan is very powerful. response:	If anybody bullies you, just use this fan to blow them out of Qing Qiu.
context: It was given to me by the Lord of Numinous Treasures.\I'm giving it to you.\It is from the Lord of Numinous Treasures?\It's too valuable. I cannot accept it.\Just take it.\You've been with me for so long. I haven't given you any artifacts.\This fan is very powerful.\If anybody bullies you, just use this fan to blow them out of Qing Qiu. response:	This fan is that powerful?
context: I'm giving it to you.\It is from the Lord of Numinous Treasures?\It's too valuable. I cannot accept it.\Just take it.\You've been with me for so long. I haven't given you any artifacts.\This fan is very powerful.\If anybody bullies you, just use this fan to blow them out of Qing Qiu.\This fan is that powerful? response:	It's yours now.
context: It is from the Lord of Numinous Treasures?\It's too valuable. I cannot accept it.\Just take it.\You've been with me for so long. I haven't given you any artifacts.\This fan is very powerful.\If anybody bullies you, just use this fan to blow them out of Qing Qiu.\This fan is that powerful?\It's yours now. response:	Thank you, Aunt.
context: It's too valuable. I cannot accept it.\Just take it.\You've been with me for so long. I haven't given you any artifacts.\This fan is very powerful.\If anybody bullies you, just use this fan to blow them out of Qing Qiu.\This fan is that powerful?\It's yours now.\Thank you, Aunt. response:	Why did you say Shao Xing was clever to ask you to do this?
context: Just take it.\You've been with me for so long. I haven't given you any artifacts.\This fan is very powerful.\If anybody bullies you, just use this fan to blow them out of Qing Qiu.\This fan is that powerful?\It's yours now.\Thank you, Aunt.\Why did you say Shao Xing was clever to ask you to do this? response:	You were eavesdropping?
context: You've been with me for so long. I haven't given you any artifacts.\This fan is very powerful.\If anybody bullies you, just use this fan to blow them out of Qing Qiu.\This fan is that powerful?\It's yours now.\Thank you, Aunt.\Why did you say Shao Xing was clever to ask you to do this?\You were eavesdropping? response:	I wanted to hear how this person who paid no heed to your position as her mistress
context: This fan is very powerful.\If anybody bullies you, just use this fan to blow them out of Qing Qiu.\This fan is that powerful?\It's yours now.\Thank you, Aunt.\Why did you say Shao Xing was clever to ask you to do this?\You were eavesdropping?\I wanted to hear how this person who paid no heed to your position as her mistress response:	and caused you to be ridiculed by the four seas
context: If anybody bullies you, just use this fan to blow them out of Qing Qiu.\This fan is that powerful?\It's yours now.\Thank you, Aunt.\Why did you say Shao Xing was clever to ask you to do this?\You were eavesdropping?\I wanted to hear how this person who paid no heed to your position as her mistress\and caused you to be ridiculed by the four seas response:	would come to beg you for a favor.
context: This fan is that powerful?\It's yours now.\Thank you, Aunt.\Why did you say Shao Xing was clever to ask you to do this?\You were eavesdropping?\I wanted to hear how this person who paid no heed to your position as her mistress\and caused you to be ridiculed by the four seas\would come to beg you for a favor. response:	In the Nine Heavens...
context: It's yours now.\Thank you, Aunt.\Why did you say Shao Xing was clever to ask you to do this?\You were eavesdropping?\I wanted to hear how this person who paid no heed to your position as her mistress\and caused you to be ridiculed by the four seas\would come to beg you for a favor.\In the Nine Heavens... response:	every immortal has the ability to change the fate of mortals.
context: Thank you, Aunt.\Why did you say Shao Xing was clever to ask you to do this?\You were eavesdropping?\I wanted to hear how this person who paid no heed to your position as her mistress\and caused you to be ridiculed by the four seas\would come to beg you for a favor.\In the Nine Heavens...\every immortal has the ability to change the fate of mortals. response:	However, the Celestial Tribe has a rule in place.
context: Why did you say Shao Xing was clever to ask you to do this?\You were eavesdropping?\I wanted to hear how this person who paid no heed to your position as her mistress\and caused you to be ridiculed by the four seas\would come to beg you for a favor.\In the Nine Heavens...\every immortal has the ability to change the fate of mortals.\However, the Celestial Tribe has a rule in place. response:	Even if they have the ability, they cannot use it.
context: You were eavesdropping?\I wanted to hear how this person who paid no heed to your position as her mistress\and caused you to be ridiculed by the four seas\would come to beg you for a favor.\In the Nine Heavens...\every immortal has the ability to change the fate of mortals.\However, the Celestial Tribe has a rule in place.\Even if they have the ability, they cannot use it. response:	The Celestial Tribe owes the Bai family a great many debts.
context: I wanted to hear how this person who paid no heed to your position as her mistress\and caused you to be ridiculed by the four seas\would come to beg you for a favor.\In the Nine Heavens...\every immortal has the ability to change the fate of mortals.\However, the Celestial Tribe has a rule in place.\Even if they have the ability, they cannot use it.\The Celestial Tribe owes the Bai family a great many debts. response:	They haven't repaid any of them.
context: and caused you to be ridiculed by the four seas\would come to beg you for a favor.\In the Nine Heavens...\every immortal has the ability to change the fate of mortals.\However, the Celestial Tribe has a rule in place.\Even if they have the ability, they cannot use it.\The Celestial Tribe owes the Bai family a great many debts.\They haven't repaid any of them. response:	If I were to meddle a little
context: would come to beg you for a favor.\In the Nine Heavens...\every immortal has the ability to change the fate of mortals.\However, the Celestial Tribe has a rule in place.\Even if they have the ability, they cannot use it.\The Celestial Tribe owes the Bai family a great many debts.\They haven't repaid any of them.\If I were to meddle a little response:	the Heavenly Lord would turn a blind eye and just accept it.
context: In the Nine Heavens...\every immortal has the ability to change the fate of mortals.\However, the Celestial Tribe has a rule in place.\Even if they have the ability, they cannot use it.\The Celestial Tribe owes the Bai family a great many debts.\They haven't repaid any of them.\If I were to meddle a little\the Heavenly Lord would turn a blind eye and just accept it. response:	That's why I am the best person to do it.
context: every immortal has the ability to change the fate of mortals.\However, the Celestial Tribe has a rule in place.\Even if they have the ability, they cannot use it.\The Celestial Tribe owes the Bai family a great many debts.\They haven't repaid any of them.\If I were to meddle a little\the Heavenly Lord would turn a blind eye and just accept it.\That's why I am the best person to do it. response:	This snake sure is crafty.
context: However, the Celestial Tribe has a rule in place.\Even if they have the ability, they cannot use it.\The Celestial Tribe owes the Bai family a great many debts.\They haven't repaid any of them.\If I were to meddle a little\the Heavenly Lord would turn a blind eye and just accept it.\That's why I am the best person to do it.\This snake sure is crafty. response:	It is good her to be clever.
context: Even if they have the ability, they cannot use it.\The Celestial Tribe owes the Bai family a great many debts.\They haven't repaid any of them.\If I were to meddle a little\the Heavenly Lord would turn a blind eye and just accept it.\That's why I am the best person to do it.\This snake sure is crafty.\It is good her to be clever. response:	Then she won't be taken advantage of in the North Sea.
context: The Celestial Tribe owes the Bai family a great many debts.\They haven't repaid any of them.\If I were to meddle a little\the Heavenly Lord would turn a blind eye and just accept it.\That's why I am the best person to do it.\This snake sure is crafty.\It is good her to be clever.\Then she won't be taken advantage of in the North Sea. response:	This is a simple task.
context: They haven't repaid any of them.\If I were to meddle a little\the Heavenly Lord would turn a blind eye and just accept it.\That's why I am the best person to do it.\This snake sure is crafty.\It is good her to be clever.\Then she won't be taken advantage of in the North Sea.\This is a simple task. response:	When done, my ties with her will be cleanly severed.
context: If I were to meddle a little\the Heavenly Lord would turn a blind eye and just accept it.\That's why I am the best person to do it.\This snake sure is crafty.\It is good her to be clever.\Then she won't be taken advantage of in the North Sea.\This is a simple task.\When done, my ties with her will be cleanly severed. response:	It seems I'll have to make a trip to see
context: the Heavenly Lord would turn a blind eye and just accept it.\That's why I am the best person to do it.\This snake sure is crafty.\It is good her to be clever.\Then she won't be taken advantage of in the North Sea.\This is a simple task.\When done, my ties with her will be cleanly severed.\It seems I'll have to make a trip to see response:	Star Lord Si Ming, who follows Dong Hua Dijun
context: That's why I am the best person to do it.\This snake sure is crafty.\It is good her to be clever.\Then she won't be taken advantage of in the North Sea.\This is a simple task.\When done, my ties with her will be cleanly severed.\It seems I'll have to make a trip to see\Star Lord Si Ming, who follows Dong Hua Dijun response:	to see what ordeal Yuan Zhen goes through when he is 18 years old.
context: This snake sure is crafty.\It is good her to be clever.\Then she won't be taken advantage of in the North Sea.\This is a simple task.\When done, my ties with her will be cleanly severed.\It seems I'll have to make a trip to see\Star Lord Si Ming, who follows Dong Hua Dijun\to see what ordeal Yuan Zhen goes through when he is 18 years old. response:	I'll have to find out which hour and day, and how it happens to him.
context: It is good her to be clever.\Then she won't be taken advantage of in the North Sea.\This is a simple task.\When done, my ties with her will be cleanly severed.\It seems I'll have to make a trip to see\Star Lord Si Ming, who follows Dong Hua Dijun\to see what ordeal Yuan Zhen goes through when he is 18 years old.\I'll have to find out which hour and day, and how it happens to him. response:	Star Lord Si Ming is quite eccentric.
context: Then she won't be taken advantage of in the North Sea.\This is a simple task.\When done, my ties with her will be cleanly severed.\It seems I'll have to make a trip to see\Star Lord Si Ming, who follows Dong Hua Dijun\to see what ordeal Yuan Zhen goes through when he is 18 years old.\I'll have to find out which hour and day, and how it happens to him.\Star Lord Si Ming is quite eccentric. response:	Even the Heavenly Lord cannot take a look in his Book of Destiny.
context: This is a simple task.\When done, my ties with her will be cleanly severed.\It seems I'll have to make a trip to see\Star Lord Si Ming, who follows Dong Hua Dijun\to see what ordeal Yuan Zhen goes through when he is 18 years old.\I'll have to find out which hour and day, and how it happens to him.\Star Lord Si Ming is quite eccentric.\Even the Heavenly Lord cannot take a look in his Book of Destiny. response:	It will be quite difficult for you to find out from him.
context: When done, my ties with her will be cleanly severed.\It seems I'll have to make a trip to see\Star Lord Si Ming, who follows Dong Hua Dijun\to see what ordeal Yuan Zhen goes through when he is 18 years old.\I'll have to find out which hour and day, and how it happens to him.\Star Lord Si Ming is quite eccentric.\Even the Heavenly Lord cannot take a look in his Book of Destiny.\It will be quite difficult for you to find out from him. response:	What should I do then?
context: It seems I'll have to make a trip to see\Star Lord Si Ming, who follows Dong Hua Dijun\to see what ordeal Yuan Zhen goes through when he is 18 years old.\I'll have to find out which hour and day, and how it happens to him.\Star Lord Si Ming is quite eccentric.\Even the Heavenly Lord cannot take a look in his Book of Destiny.\It will be quite difficult for you to find out from him.\What should I do then? response:	Fortunately, Star Lord Si Ming owes me a favor.
context: Star Lord Si Ming, who follows Dong Hua Dijun\to see what ordeal Yuan Zhen goes through when he is 18 years old.\I'll have to find out which hour and day, and how it happens to him.\Star Lord Si Ming is quite eccentric.\Even the Heavenly Lord cannot take a look in his Book of Destiny.\It will be quite difficult for you to find out from him.\What should I do then?\Fortunately, Star Lord Si Ming owes me a favor. response:	If I ask him in your place, it will be easier.
context: to see what ordeal Yuan Zhen goes through when he is 18 years old.\I'll have to find out which hour and day, and how it happens to him.\Star Lord Si Ming is quite eccentric.\Even the Heavenly Lord cannot take a look in his Book of Destiny.\It will be quite difficult for you to find out from him.\What should I do then?\Fortunately, Star Lord Si Ming owes me a favor.\If I ask him in your place, it will be easier. response:	Really? Can you get it for me?
context: I'll have to find out which hour and day, and how it happens to him.\Star Lord Si Ming is quite eccentric.\Even the Heavenly Lord cannot take a look in his Book of Destiny.\It will be quite difficult for you to find out from him.\What should I do then?\Fortunately, Star Lord Si Ming owes me a favor.\If I ask him in your place, it will be easier.\Really? Can you get it for me? response:	But you have to promise me one thing.
context: Star Lord Si Ming is quite eccentric.\Even the Heavenly Lord cannot take a look in his Book of Destiny.\It will be quite difficult for you to find out from him.\What should I do then?\Fortunately, Star Lord Si Ming owes me a favor.\If I ask him in your place, it will be easier.\Really? Can you get it for me?\But you have to promise me one thing. response:	What is it?
context: Even the Heavenly Lord cannot take a look in his Book of Destiny.\It will be quite difficult for you to find out from him.\What should I do then?\Fortunately, Star Lord Si Ming owes me a favor.\If I ask him in your place, it will be easier.\Really? Can you get it for me?\But you have to promise me one thing.\What is it? response:	Seal your powers when you go to the Mortal Realm.
context: It will be quite difficult for you to find out from him.\What should I do then?\Fortunately, Star Lord Si Ming owes me a favor.\If I ask him in your place, it will be easier.\Really? Can you get it for me?\But you have to promise me one thing.\What is it?\Seal your powers when you go to the Mortal Realm. response:	Seal my powers?
context: What should I do then?\Fortunately, Star Lord Si Ming owes me a favor.\If I ask him in your place, it will be easier.\Really? Can you get it for me?\But you have to promise me one thing.\What is it?\Seal your powers when you go to the Mortal Realm.\Seal my powers? response:	Changing fate is an act that defies nature.
context: Fortunately, Star Lord Si Ming owes me a favor.\If I ask him in your place, it will be easier.\Really? Can you get it for me?\But you have to promise me one thing.\What is it?\Seal your powers when you go to the Mortal Realm.\Seal my powers?\Changing fate is an act that defies nature. response:	The same amount of magic you use to change fate
context: If I ask him in your place, it will be easier.\Really? Can you get it for me?\But you have to promise me one thing.\What is it?\Seal your powers when you go to the Mortal Realm.\Seal my powers?\Changing fate is an act that defies nature.\The same amount of magic you use to change fate response:	will rebound back at you.
context: Really? Can you get it for me?\But you have to promise me one thing.\What is it?\Seal your powers when you go to the Mortal Realm.\Seal my powers?\Changing fate is an act that defies nature.\The same amount of magic you use to change fate\will rebound back at you. response:	Qian Qian, you may be a high goddess
context: But you have to promise me one thing.\What is it?\Seal your powers when you go to the Mortal Realm.\Seal my powers?\Changing fate is an act that defies nature.\The same amount of magic you use to change fate\will rebound back at you.\Qian Qian, you may be a high goddess response:	but being hit a few times like that can be quite serious.
context: What is it?\Seal your powers when you go to the Mortal Realm.\Seal my powers?\Changing fate is an act that defies nature.\The same amount of magic you use to change fate\will rebound back at you.\Qian Qian, you may be a high goddess\but being hit a few times like that can be quite serious. response:	When we take on the positions of Heavenly Lord and Heavenly Empress
context: Seal your powers when you go to the Mortal Realm.\Seal my powers?\Changing fate is an act that defies nature.\The same amount of magic you use to change fate\will rebound back at you.\Qian Qian, you may be a high goddess\but being hit a few times like that can be quite serious.\When we take on the positions of Heavenly Lord and Heavenly Empress response:	what will we do then?
context: Seal my powers?\Changing fate is an act that defies nature.\The same amount of magic you use to change fate\will rebound back at you.\Qian Qian, you may be a high goddess\but being hit a few times like that can be quite serious.\When we take on the positions of Heavenly Lord and Heavenly Empress\what will we do then? response:	Take on the position of Heavenly Empress?
context: Changing fate is an act that defies nature.\The same amount of magic you use to change fate\will rebound back at you.\Qian Qian, you may be a high goddess\but being hit a few times like that can be quite serious.\When we take on the positions of Heavenly Lord and Heavenly Empress\what will we do then?\Take on the position of Heavenly Empress? response:	Have you forgotten?
context: The same amount of magic you use to change fate\will rebound back at you.\Qian Qian, you may be a high goddess\but being hit a few times like that can be quite serious.\When we take on the positions of Heavenly Lord and Heavenly Empress\what will we do then?\Take on the position of Heavenly Empress?\Have you forgotten? response:	You will marry into Xiwu Palace one day.
context: will rebound back at you.\Qian Qian, you may be a high goddess\but being hit a few times like that can be quite serious.\When we take on the positions of Heavenly Lord and Heavenly Empress\what will we do then?\Take on the position of Heavenly Empress?\Have you forgotten?\You will marry into Xiwu Palace one day. response:	When one becomes Heavenly Lord or Heavenly Empress
context: Qian Qian, you may be a high goddess\but being hit a few times like that can be quite serious.\When we take on the positions of Heavenly Lord and Heavenly Empress\what will we do then?\Take on the position of Heavenly Empress?\Have you forgotten?\You will marry into Xiwu Palace one day.\When one becomes Heavenly Lord or Heavenly Empress response:	one must endure 81 sacred blazes and 9 holy bolts of lightning.
context: but being hit a few times like that can be quite serious.\When we take on the positions of Heavenly Lord and Heavenly Empress\what will we do then?\Take on the position of Heavenly Empress?\Have you forgotten?\You will marry into Xiwu Palace one day.\When one becomes Heavenly Lord or Heavenly Empress\one must endure 81 sacred blazes and 9 holy bolts of lightning. response:	If you are hit by your own magic, I'm afraid you won't survive.
context: When we take on the positions of Heavenly Lord and Heavenly Empress\what will we do then?\Take on the position of Heavenly Empress?\Have you forgotten?\You will marry into Xiwu Palace one day.\When one becomes Heavenly Lord or Heavenly Empress\one must endure 81 sacred blazes and 9 holy bolts of lightning.\If you are hit by your own magic, I'm afraid you won't survive. response:	All right, I promise.
context: what will we do then?\Take on the position of Heavenly Empress?\Have you forgotten?\You will marry into Xiwu Palace one day.\When one becomes Heavenly Lord or Heavenly Empress\one must endure 81 sacred blazes and 9 holy bolts of lightning.\If you are hit by your own magic, I'm afraid you won't survive.\All right, I promise. response:	But, you and I aren't married yet.
context: Take on the position of Heavenly Empress?\Have you forgotten?\You will marry into Xiwu Palace one day.\When one becomes Heavenly Lord or Heavenly Empress\one must endure 81 sacred blazes and 9 holy bolts of lightning.\If you are hit by your own magic, I'm afraid you won't survive.\All right, I promise.\But, you and I aren't married yet. response:	If you have to take on the position of Heavenly Lord today
context: Have you forgotten?\You will marry into Xiwu Palace one day.\When one becomes Heavenly Lord or Heavenly Empress\one must endure 81 sacred blazes and 9 holy bolts of lightning.\If you are hit by your own magic, I'm afraid you won't survive.\All right, I promise.\But, you and I aren't married yet.\If you have to take on the position of Heavenly Lord today response:	I won't be able to marry you in time.
context: You will marry into Xiwu Palace one day.\When one becomes Heavenly Lord or Heavenly Empress\one must endure 81 sacred blazes and 9 holy bolts of lightning.\If you are hit by your own magic, I'm afraid you won't survive.\All right, I promise.\But, you and I aren't married yet.\If you have to take on the position of Heavenly Lord today\I won't be able to marry you in time. response:	81 sacred blazes and 9 holy bolts of lightning
context: When one becomes Heavenly Lord or Heavenly Empress\one must endure 81 sacred blazes and 9 holy bolts of lightning.\If you are hit by your own magic, I'm afraid you won't survive.\All right, I promise.\But, you and I aren't married yet.\If you have to take on the position of Heavenly Lord today\I won't be able to marry you in time.\81 sacred blazes and 9 holy bolts of lightning response:	will then be out of the question.
context: one must endure 81 sacred blazes and 9 holy bolts of lightning.\If you are hit by your own magic, I'm afraid you won't survive.\All right, I promise.\But, you and I aren't married yet.\If you have to take on the position of Heavenly Lord today\I won't be able to marry you in time.\81 sacred blazes and 9 holy bolts of lightning\will then be out of the question. response:	What is it? Is there something wrong with what I said?
context: If you are hit by your own magic, I'm afraid you won't survive.\All right, I promise.\But, you and I aren't married yet.\If you have to take on the position of Heavenly Lord today\I won't be able to marry you in time.\81 sacred blazes and 9 holy bolts of lightning\will then be out of the question.\What is it? Is there something wrong with what I said? response:	Qian Qian.
context: All right, I promise.\But, you and I aren't married yet.\If you have to take on the position of Heavenly Lord today\I won't be able to marry you in time.\81 sacred blazes and 9 holy bolts of lightning\will then be out of the question.\What is it? Is there something wrong with what I said?\Qian Qian. response:	Are you blaming me for not proposing to you sooner?
context: But, you and I aren't married yet.\If you have to take on the position of Heavenly Lord today\I won't be able to marry you in time.\81 sacred blazes and 9 holy bolts of lightning\will then be out of the question.\What is it? Is there something wrong with what I said?\Qian Qian.\Are you blaming me for not proposing to you sooner? response:	If I had married you 300 years ago
context: If you have to take on the position of Heavenly Lord today\I won't be able to marry you in time.\81 sacred blazes and 9 holy bolts of lightning\will then be out of the question.\What is it? Is there something wrong with what I said?\Qian Qian.\Are you blaming me for not proposing to you sooner?\If I had married you 300 years ago response:	then this worry wouldn't be a concern today.
context: I won't be able to marry you in time.\81 sacred blazes and 9 holy bolts of lightning\will then be out of the question.\What is it? Is there something wrong with what I said?\Qian Qian.\Are you blaming me for not proposing to you sooner?\If I had married you 300 years ago\then this worry wouldn't be a concern today. response:	It was just an offhand comment.
context: 81 sacred blazes and 9 holy bolts of lightning\will then be out of the question.\What is it? Is there something wrong with what I said?\Qian Qian.\Are you blaming me for not proposing to you sooner?\If I had married you 300 years ago\then this worry wouldn't be a concern today.\It was just an offhand comment. response:	It looks to be getting late.
context: will then be out of the question.\What is it? Is there something wrong with what I said?\Qian Qian.\Are you blaming me for not proposing to you sooner?\If I had married you 300 years ago\then this worry wouldn't be a concern today.\It was just an offhand comment.\It looks to be getting late. response:	Lord Ye Hua, why don't you complete this task for me quickly
context: What is it? Is there something wrong with what I said?\Qian Qian.\Are you blaming me for not proposing to you sooner?\If I had married you 300 years ago\then this worry wouldn't be a concern today.\It was just an offhand comment.\It looks to be getting late.\Lord Ye Hua, why don't you complete this task for me quickly response:	so I can start helping Yuan Zhen through his trial?
context: Qian Qian.\Are you blaming me for not proposing to you sooner?\If I had married you 300 years ago\then this worry wouldn't be a concern today.\It was just an offhand comment.\It looks to be getting late.\Lord Ye Hua, why don't you complete this task for me quickly\so I can start helping Yuan Zhen through his trial? response:	Why would Your Highness think of looking into Yuan Zhen's fate?
context: Are you blaming me for not proposing to you sooner?\If I had married you 300 years ago\then this worry wouldn't be a concern today.\It was just an offhand comment.\It looks to be getting late.\Lord Ye Hua, why don't you complete this task for me quickly\so I can start helping Yuan Zhen through his trial?\Why would Your Highness think of looking into Yuan Zhen's fate? response:	High Goddess Bai Qian promised Second Uncle's wife
context: If I had married you 300 years ago\then this worry wouldn't be a concern today.\It was just an offhand comment.\It looks to be getting late.\Lord Ye Hua, why don't you complete this task for me quickly\so I can start helping Yuan Zhen through his trial?\Why would Your Highness think of looking into Yuan Zhen's fate?\High Goddess Bai Qian promised Second Uncle's wife response:	that she would help Yuan Zhen through his trial.
context: then this worry wouldn't be a concern today.\It was just an offhand comment.\It looks to be getting late.\Lord Ye Hua, why don't you complete this task for me quickly\so I can start helping Yuan Zhen through his trial?\Why would Your Highness think of looking into Yuan Zhen's fate?\High Goddess Bai Qian promised Second Uncle's wife\that she would help Yuan Zhen through his trial. response:	Aunt sure is kind.
