context: Bell-kun, response:	has something good happened to you?
context: I don't know anyone who'd join my party.\Having trouble with your party, Little Rookie?\If you want someone to go with, how about joining us?\We're all Level 2.\We can handle the middle floors, too.\But in exchange,\lend us these beautiful elven girls.\Friends should share, after all. response:	Right?
context: Having trouble with your party, Little Rookie?\If you want someone to go with, how about joining us?\We're all Level 2.\We can handle the middle floors, too.\But in exchange,\lend us these beautiful elven girls.\Friends should share, after all.\Right? response:	Listen...
context: If you want someone to go with, how about joining us?\We're all Level 2.\We can handle the middle floors, too.\But in exchange,\lend us these beautiful elven girls.\Friends should share, after all.\Right?\Listen... response:	Begone.
context: We're all Level 2.\We can handle the middle floors, too.\But in exchange,\lend us these beautiful elven girls.\Friends should share, after all.\Right?\Listen...\Begone. response:	You are not worthy of him.
context: We can handle the middle floors, too.\But in exchange,\lend us these beautiful elven girls.\Friends should share, after all.\Right?\Listen...\Begone.\You are not worthy of him. response:	Calm down, Miss Fairy.
context: But in exchange,\lend us these beautiful elven girls.\Friends should share, after all.\Right?\Listen...\Begone.\You are not worthy of him.\Calm down, Miss Fairy. response:	You'll have more fun with us than this stupid kid.
context: lend us these beautiful elven girls.\Friends should share, after all.\Right?\Listen...\Begone.\You are not worthy of him.\Calm down, Miss Fairy.\You'll have more fun with us than this stupid kid. response:	Don't touch me.
context: Friends should share, after all.\Right?\Listen...\Begone.\You are not worthy of him.\Calm down, Miss Fairy.\You'll have more fun with us than this stupid kid.\Don't touch me. response:	I won't allow you to insult my friends.
context: Right?\Listen...\Begone.\You are not worthy of him.\Calm down, Miss Fairy.\You'll have more fun with us than this stupid kid.\Don't touch me.\I won't allow you to insult my friends. response:	You bitch!
context: Listen...\Begone.\You are not worthy of him.\Calm down, Miss Fairy.\You'll have more fun with us than this stupid kid.\Don't touch me.\I won't allow you to insult my friends.\You bitch! response:	You may be a woman, but I won't go easy on you!
context: Begone.\You are not worthy of him.\Calm down, Miss Fairy.\You'll have more fun with us than this stupid kid.\Don't touch me.\I won't allow you to insult my friends.\You bitch!\You may be a woman, but I won't go easy on you! response:	If you want to cause trouble, do it outside.
context: You are not worthy of him.\Calm down, Miss Fairy.\You'll have more fun with us than this stupid kid.\Don't touch me.\I won't allow you to insult my friends.\You bitch!\You may be a woman, but I won't go easy on you!\If you want to cause trouble, do it outside. response:	This place is for eating and drinking.
context: Calm down, Miss Fairy.\You'll have more fun with us than this stupid kid.\Don't touch me.\I won't allow you to insult my friends.\You bitch!\You may be a woman, but I won't go easy on you!\If you want to cause trouble, do it outside.\This place is for eating and drinking. response:	We're leaving!
context: You'll have more fun with us than this stupid kid.\Don't touch me.\I won't allow you to insult my friends.\You bitch!\You may be a woman, but I won't go easy on you!\If you want to cause trouble, do it outside.\This place is for eating and drinking.\We're leaving! response:	Dumbass! I'm not putting it on your tab!
context: Don't touch me.\I won't allow you to insult my friends.\You bitch!\You may be a woman, but I won't go easy on you!\If you want to cause trouble, do it outside.\This place is for eating and drinking.\We're leaving!\Dumbass! I'm not putting it on your tab! response:	R-Right!
context: I won't allow you to insult my friends.\You bitch!\You may be a woman, but I won't go easy on you!\If you want to cause trouble, do it outside.\This place is for eating and drinking.\We're leaving!\Dumbass! I'm not putting it on your tab!\R-Right! response:	Not this.
context: You bitch!\You may be a woman, but I won't go easy on you!\If you want to cause trouble, do it outside.\This place is for eating and drinking.\We're leaving!\Dumbass! I'm not putting it on your tab!\R-Right!\Not this. response:	Not this either.
context: You may be a woman, but I won't go easy on you!\If you want to cause trouble, do it outside.\This place is for eating and drinking.\We're leaving!\Dumbass! I'm not putting it on your tab!\R-Right!\Not this.\Not this either. response:	Maybe he doesn't sell his work anymore...
context: If you want to cause trouble, do it outside.\This place is for eating and drinking.\We're leaving!\Dumbass! I'm not putting it on your tab!\R-Right!\Not this.\Not this either.\Maybe he doesn't sell his work anymore... response:	I said, why do you keep putting them in the corner?!
context: This place is for eating and drinking.\We're leaving!\Dumbass! I'm not putting it on your tab!\R-Right!\Not this.\Not this either.\Maybe he doesn't sell his work anymore...\I said, why do you keep putting them in the corner?! response:	I'm risking my life to do this!
context: We're leaving!\Dumbass! I'm not putting it on your tab!\R-Right!\Not this.\Not this either.\Maybe he doesn't sell his work anymore...\I said, why do you keep putting them in the corner?!\I'm risking my life to do this! response:	Can't you treat me a little better?
context: Dumbass! I'm not putting it on your tab!\R-Right!\Not this.\Not this either.\Maybe he doesn't sell his work anymore...\I said, why do you keep putting them in the corner?!\I'm risking my life to do this!\Can't you treat me a little better? response:	Are you looking for something?
context: R-Right!\Not this.\Not this either.\Maybe he doesn't sell his work anymore...\I said, why do you keep putting them in the corner?!\I'm risking my life to do this!\Can't you treat me a little better?\Are you looking for something? response:	Oh, yes.
context: Not this.\Not this either.\Maybe he doesn't sell his work anymore...\I said, why do you keep putting them in the corner?!\I'm risking my life to do this!\Can't you treat me a little better?\Are you looking for something?\Oh, yes. response:	Did you stop selling Welf Crozzo-san's armor?
context: Not this either.\Maybe he doesn't sell his work anymore...\I said, why do you keep putting them in the corner?!\I'm risking my life to do this!\Can't you treat me a little better?\Are you looking for something?\Oh, yes.\Did you stop selling Welf Crozzo-san's armor? response:	Huh? Um...
context: Maybe he doesn't sell his work anymore...\I said, why do you keep putting them in the corner?!\I'm risking my life to do this!\Can't you treat me a little better?\Are you looking for something?\Oh, yes.\Did you stop selling Welf Crozzo-san's armor?\Huh? Um... response:	If you're looking for Welf Crozzo's armor,
context: I said, why do you keep putting them in the corner?!\I'm risking my life to do this!\Can't you treat me a little better?\Are you looking for something?\Oh, yes.\Did you stop selling Welf Crozzo-san's armor?\Huh? Um...\If you're looking for Welf Crozzo's armor, response:	I've got it right here.
context: I'm risking my life to do this!\Can't you treat me a little better?\Are you looking for something?\Oh, yes.\Did you stop selling Welf Crozzo-san's armor?\Huh? Um...\If you're looking for Welf Crozzo's armor,\I've got it right here. response:	I can't believe the Little Rookie
context: Can't you treat me a little better?\Are you looking for something?\Oh, yes.\Did you stop selling Welf Crozzo-san's armor?\Huh? Um...\If you're looking for Welf Crozzo's armor,\I've got it right here.\I can't believe the Little Rookie response:	everybody's talking about came to buy my armor.
context: Are you looking for something?\Oh, yes.\Did you stop selling Welf Crozzo-san's armor?\Huh? Um...\If you're looking for Welf Crozzo's armor,\I've got it right here.\I can't believe the Little Rookie\everybody's talking about came to buy my armor. response:	And I didn't think I'd get the chance to meet you in person, Crozzo-san.
context: Oh, yes.\Did you stop selling Welf Crozzo-san's armor?\Huh? Um...\If you're looking for Welf Crozzo's armor,\I've got it right here.\I can't believe the Little Rookie\everybody's talking about came to buy my armor.\And I didn't think I'd get the chance to meet you in person, Crozzo-san. response:	Hey, would you mind not calling me Crozzo-san?
context: Did you stop selling Welf Crozzo-san's armor?\Huh? Um...\If you're looking for Welf Crozzo's armor,\I've got it right here.\I can't believe the Little Rookie\everybody's talking about came to buy my armor.\And I didn't think I'd get the chance to meet you in person, Crozzo-san.\Hey, would you mind not calling me Crozzo-san? response:	I can't say I care for it.
context: Huh? Um...\If you're looking for Welf Crozzo's armor,\I've got it right here.\I can't believe the Little Rookie\everybody's talking about came to buy my armor.\And I didn't think I'd get the chance to meet you in person, Crozzo-san.\Hey, would you mind not calling me Crozzo-san?\I can't say I care for it. response:	Then... Welf-san?
context: If you're looking for Welf Crozzo's armor,\I've got it right here.\I can't believe the Little Rookie\everybody's talking about came to buy my armor.\And I didn't think I'd get the chance to meet you in person, Crozzo-san.\Hey, would you mind not calling me Crozzo-san?\I can't say I care for it.\Then... Welf-san? response:	Welf-san, huh? Guess it'll do for now.
context: I've got it right here.\I can't believe the Little Rookie\everybody's talking about came to buy my armor.\And I didn't think I'd get the chance to meet you in person, Crozzo-san.\Hey, would you mind not calling me Crozzo-san?\I can't say I care for it.\Then... Welf-san?\Welf-san, huh? Guess it'll do for now. response:	So, Bell Cranel.
context: I can't believe the Little Rookie\everybody's talking about came to buy my armor.\And I didn't think I'd get the chance to meet you in person, Crozzo-san.\Hey, would you mind not calling me Crozzo-san?\I can't say I care for it.\Then... Welf-san?\Welf-san, huh? Guess it'll do for now.\So, Bell Cranel. response:	You've come to buy my work twice now!
context: everybody's talking about came to buy my armor.\And I didn't think I'd get the chance to meet you in person, Crozzo-san.\Hey, would you mind not calling me Crozzo-san?\I can't say I care for it.\Then... Welf-san?\Welf-san, huh? Guess it'll do for now.\So, Bell Cranel.\You've come to buy my work twice now! response:	That makes you a regular customer, right?
context: And I didn't think I'd get the chance to meet you in person, Crozzo-san.\Hey, would you mind not calling me Crozzo-san?\I can't say I care for it.\Then... Welf-san?\Welf-san, huh? Guess it'll do for now.\So, Bell Cranel.\You've come to buy my work twice now!\That makes you a regular customer, right? response:	I guess it does.
context: Hey, would you mind not calling me Crozzo-san?\I can't say I care for it.\Then... Welf-san?\Welf-san, huh? Guess it'll do for now.\So, Bell Cranel.\You've come to buy my work twice now!\That makes you a regular customer, right?\I guess it does. response:	Sorry'bout that.
context: I can't say I care for it.\Then... Welf-san?\Welf-san, huh? Guess it'll do for now.\So, Bell Cranel.\You've come to buy my work twice now!\That makes you a regular customer, right?\I guess it does.\Sorry'bout that. response:	Just a little bit of a turf war.
context: Then... Welf-san?\Welf-san, huh? Guess it'll do for now.\So, Bell Cranel.\You've come to buy my work twice now!\That makes you a regular customer, right?\I guess it does.\Sorry'bout that.\Just a little bit of a turf war. response:	So, Bell,
context: Welf-san, huh? Guess it'll do for now.\So, Bell Cranel.\You've come to buy my work twice now!\That makes you a regular customer, right?\I guess it does.\Sorry'bout that.\Just a little bit of a turf war.\So, Bell, response:	want to make a direct contract with me?
context: So, Bell Cranel.\You've come to buy my work twice now!\That makes you a regular customer, right?\I guess it does.\Sorry'bout that.\Just a little bit of a turf war.\So, Bell,\want to make a direct contract with me? response:	A direct contract?
context: You've come to buy my work twice now!\That makes you a regular customer, right?\I guess it does.\Sorry'bout that.\Just a little bit of a turf war.\So, Bell,\want to make a direct contract with me?\A direct contract? response:	I'll only work for you,
context: That makes you a regular customer, right?\I guess it does.\Sorry'bout that.\Just a little bit of a turf war.\So, Bell,\want to make a direct contract with me?\A direct contract?\I'll only work for you, response:	and make weapons, armor... Whatever you want.
context: I guess it does.\Sorry'bout that.\Just a little bit of a turf war.\So, Bell,\want to make a direct contract with me?\A direct contract?\I'll only work for you,\and make weapons, armor... Whatever you want. response:	But...
context: Sorry'bout that.\Just a little bit of a turf war.\So, Bell,\want to make a direct contract with me?\A direct contract?\I'll only work for you,\and make weapons, armor... Whatever you want.\But... response:	In return, you can help me out with something.
context: Just a little bit of a turf war.\So, Bell,\want to make a direct contract with me?\A direct contract?\I'll only work for you,\and make weapons, armor... Whatever you want.\But...\In return, you can help me out with something. response:	Of course, I'll properly thank you for it.
context: So, Bell,\want to make a direct contract with me?\A direct contract?\I'll only work for you,\and make weapons, armor... Whatever you want.\But...\In return, you can help me out with something.\Of course, I'll properly thank you for it. response:	What is it?
context: want to make a direct contract with me?\A direct contract?\I'll only work for you,\and make weapons, armor... Whatever you want.\But...\In return, you can help me out with something.\Of course, I'll properly thank you for it.\What is it? response:	Let me join your party.
context: A direct contract?\I'll only work for you,\and make weapons, armor... Whatever you want.\But...\In return, you can help me out with something.\Of course, I'll properly thank you for it.\What is it?\Let me join your party. response:	I'm finally on the 11th Floor!
context: I'll only work for you,\and make weapons, armor... Whatever you want.\But...\In return, you can help me out with something.\Of course, I'll properly thank you for it.\What is it?\Let me join your party.\I'm finally on the 11th Floor! response:	Sorry to make you do this for me so soon, Bell.
context: and make weapons, armor... Whatever you want.\But...\In return, you can help me out with something.\Of course, I'll properly thank you for it.\What is it?\Let me join your party.\I'm finally on the 11th Floor!\Sorry to make you do this for me so soon, Bell. response:	Oh, no.
context: But...\In return, you can help me out with something.\Of course, I'll properly thank you for it.\What is it?\Let me join your party.\I'm finally on the 11th Floor!\Sorry to make you do this for me so soon, Bell.\Oh, no. response:	If this is what it takes for you to get the Blacksmith ability,
context: In return, you can help me out with something.\Of course, I'll properly thank you for it.\What is it?\Let me join your party.\I'm finally on the 11th Floor!\Sorry to make you do this for me so soon, Bell.\Oh, no.\If this is what it takes for you to get the Blacksmith ability, response:	it's important to me, too, since we've got a contract.
context: Of course, I'll properly thank you for it.\What is it?\Let me join your party.\I'm finally on the 11th Floor!\Sorry to make you do this for me so soon, Bell.\Oh, no.\If this is what it takes for you to get the Blacksmith ability,\it's important to me, too, since we've got a contract. response:	Well, I'm sure it's great for him, but...
context: What is it?\Let me join your party.\I'm finally on the 11th Floor!\Sorry to make you do this for me so soon, Bell.\Oh, no.\If this is what it takes for you to get the Blacksmith ability,\it's important to me, too, since we've got a contract.\Well, I'm sure it's great for him, but... response:	Why doesn't he go adventuring with his own familia?
context: Let me join your party.\I'm finally on the 11th Floor!\Sorry to make you do this for me so soon, Bell.\Oh, no.\If this is what it takes for you to get the Blacksmith ability,\it's important to me, too, since we've got a contract.\Well, I'm sure it's great for him, but...\Why doesn't he go adventuring with his own familia? response:	Oh, well you see, Lili...
context: I'm finally on the 11th Floor!\Sorry to make you do this for me so soon, Bell.\Oh, no.\If this is what it takes for you to get the Blacksmith ability,\it's important to me, too, since we've got a contract.\Well, I'm sure it's great for him, but...\Why doesn't he go adventuring with his own familia?\Oh, well you see, Lili... response:	Welf-san's, well...
context: Sorry to make you do this for me so soon, Bell.\Oh, no.\If this is what it takes for you to get the Blacksmith ability,\it's important to me, too, since we've got a contract.\Well, I'm sure it's great for him, but...\Why doesn't he go adventuring with his own familia?\Oh, well you see, Lili...\Welf-san's, well... response:	He doesn't get along with his familia, right?
context: Oh, no.\If this is what it takes for you to get the Blacksmith ability,\it's important to me, too, since we've got a contract.\Well, I'm sure it's great for him, but...\Why doesn't he go adventuring with his own familia?\Oh, well you see, Lili...\Welf-san's, well...\He doesn't get along with his familia, right? response:	You believed his sob story,
context: If this is what it takes for you to get the Blacksmith ability,\it's important to me, too, since we've got a contract.\Well, I'm sure it's great for him, but...\Why doesn't he go adventuring with his own familia?\Oh, well you see, Lili...\Welf-san's, well...\He doesn't get along with his familia, right?\You believed his sob story, response:	and he bribed you with new armor.
context: it's important to me, too, since we've got a contract.\Well, I'm sure it's great for him, but...\Why doesn't he go adventuring with his own familia?\Oh, well you see, Lili...\Welf-san's, well...\He doesn't get along with his familia, right?\You believed his sob story,\and he bribed you with new armor. response:	Why didn't you talk to me first?
context: Well, I'm sure it's great for him, but...\Why doesn't he go adventuring with his own familia?\Oh, well you see, Lili...\Welf-san's, well...\He doesn't get along with his familia, right?\You believed his sob story,\and he bribed you with new armor.\Why didn't you talk to me first? response:	Sorry.
context: Why doesn't he go adventuring with his own familia?\Oh, well you see, Lili...\Welf-san's, well...\He doesn't get along with his familia, right?\You believed his sob story,\and he bribed you with new armor.\Why didn't you talk to me first?\Sorry. response:	Am I that much of a problem, Li'l Shrimp?
context: Oh, well you see, Lili...\Welf-san's, well...\He doesn't get along with his familia, right?\You believed his sob story,\and he bribed you with new armor.\Why didn't you talk to me first?\Sorry.\Am I that much of a problem, Li'l Shrimp? response:	My name isn't Li'l Shrimp, it's Liliruca Arde!
context: Welf-san's, well...\He doesn't get along with his familia, right?\You believed his sob story,\and he bribed you with new armor.\Why didn't you talk to me first?\Sorry.\Am I that much of a problem, Li'l Shrimp?\My name isn't Li'l Shrimp, it's Liliruca Arde! response:	Oh! Nice to meet you, then, Li'l Lili!
context: He doesn't get along with his familia, right?\You believed his sob story,\and he bribed you with new armor.\Why didn't you talk to me first?\Sorry.\Am I that much of a problem, Li'l Shrimp?\My name isn't Li'l Shrimp, it's Liliruca Arde!\Oh! Nice to meet you, then, Li'l Lili! response:	Ugh, forget it!
context: You believed his sob story,\and he bribed you with new armor.\Why didn't you talk to me first?\Sorry.\Am I that much of a problem, Li'l Shrimp?\My name isn't Li'l Shrimp, it's Liliruca Arde!\Oh! Nice to meet you, then, Li'l Lili!\Ugh, forget it! response:	But, Lili, I really like the armor that Welf Crozzo makes.
context: and he bribed you with new armor.\Why didn't you talk to me first?\Sorry.\Am I that much of a problem, Li'l Shrimp?\My name isn't Li'l Shrimp, it's Liliruca Arde!\Oh! Nice to meet you, then, Li'l Lili!\Ugh, forget it!\But, Lili, I really like the armor that Welf Crozzo makes. response:	So...
context: Why didn't you talk to me first?\Sorry.\Am I that much of a problem, Li'l Shrimp?\My name isn't Li'l Shrimp, it's Liliruca Arde!\Oh! Nice to meet you, then, Li'l Lili!\Ugh, forget it!\But, Lili, I really like the armor that Welf Crozzo makes.\So... response:	Crozzo?
context: Sorry.\Am I that much of a problem, Li'l Shrimp?\My name isn't Li'l Shrimp, it's Liliruca Arde!\Oh! Nice to meet you, then, Li'l Lili!\Ugh, forget it!\But, Lili, I really like the armor that Welf Crozzo makes.\So...\Crozzo? response:	Did you just say Crozzo?
context: Am I that much of a problem, Li'l Shrimp?\My name isn't Li'l Shrimp, it's Liliruca Arde!\Oh! Nice to meet you, then, Li'l Lili!\Ugh, forget it!\But, Lili, I really like the armor that Welf Crozzo makes.\So...\Crozzo?\Did you just say Crozzo? response:	Y-Yeah...?
context: My name isn't Li'l Shrimp, it's Liliruca Arde!\Oh! Nice to meet you, then, Li'l Lili!\Ugh, forget it!\But, Lili, I really like the armor that Welf Crozzo makes.\So...\Crozzo?\Did you just say Crozzo?\Y-Yeah...? response:	As in, the cursed magic weapon blacksmiths?
context: Oh! Nice to meet you, then, Li'l Lili!\Ugh, forget it!\But, Lili, I really like the armor that Welf Crozzo makes.\So...\Crozzo?\Did you just say Crozzo?\Y-Yeah...?\As in, the cursed magic weapon blacksmiths? response:	The fallen blacksmith nobles?
context: Ugh, forget it!\But, Lili, I really like the armor that Welf Crozzo makes.\So...\Crozzo?\Did you just say Crozzo?\Y-Yeah...?\As in, the cursed magic weapon blacksmiths?\The fallen blacksmith nobles? response:	What do you mean?
context: But, Lili, I really like the armor that Welf Crozzo makes.\So...\Crozzo?\Did you just say Crozzo?\Y-Yeah...?\As in, the cursed magic weapon blacksmiths?\The fallen blacksmith nobles?\What do you mean? response:	You've never heard about it, Bell-sama?
context: So...\Crozzo?\Did you just say Crozzo?\Y-Yeah...?\As in, the cursed magic weapon blacksmiths?\The fallen blacksmith nobles?\What do you mean?\You've never heard about it, Bell-sama? response:	The Crozzo family was a clan of blacksmiths
context: Crozzo?\Did you just say Crozzo?\Y-Yeah...?\As in, the cursed magic weapon blacksmiths?\The fallen blacksmith nobles?\What do you mean?\You've never heard about it, Bell-sama?\The Crozzo family was a clan of blacksmiths response:	famous for their ability to make powerful magical items!
context: Did you just say Crozzo?\Y-Yeah...?\As in, the cursed magic weapon blacksmiths?\The fallen blacksmith nobles?\What do you mean?\You've never heard about it, Bell-sama?\The Crozzo family was a clan of blacksmiths\famous for their ability to make powerful magical items! response:	But one day they lost all their abilities,
context: Y-Yeah...?\As in, the cursed magic weapon blacksmiths?\The fallen blacksmith nobles?\What do you mean?\You've never heard about it, Bell-sama?\The Crozzo family was a clan of blacksmiths\famous for their ability to make powerful magical items!\But one day they lost all their abilities, response:	and now they're completely destitute.
context: As in, the cursed magic weapon blacksmiths?\The fallen blacksmith nobles?\What do you mean?\You've never heard about it, Bell-sama?\The Crozzo family was a clan of blacksmiths\famous for their ability to make powerful magical items!\But one day they lost all their abilities,\and now they're completely destitute. response:	Yeah, it's the name of some broke nobles.
context: The fallen blacksmith nobles?\What do you mean?\You've never heard about it, Bell-sama?\The Crozzo family was a clan of blacksmiths\famous for their ability to make powerful magical items!\But one day they lost all their abilities,\and now they're completely destitute.\Yeah, it's the name of some broke nobles. response:	That doesn't matter now, does it?
context: What do you mean?\You've never heard about it, Bell-sama?\The Crozzo family was a clan of blacksmiths\famous for their ability to make powerful magical items!\But one day they lost all their abilities,\and now they're completely destitute.\Yeah, it's the name of some broke nobles.\That doesn't matter now, does it? response:	But...
context: You've never heard about it, Bell-sama?\The Crozzo family was a clan of blacksmiths\famous for their ability to make powerful magical items!\But one day they lost all their abilities,\and now they're completely destitute.\Yeah, it's the name of some broke nobles.\That doesn't matter now, does it?\But... response:	Either way, now's not the time to talk about it.
context: The Crozzo family was a clan of blacksmiths\famous for their ability to make powerful magical items!\But one day they lost all their abilities,\and now they're completely destitute.\Yeah, it's the name of some broke nobles.\That doesn't matter now, does it?\But...\Either way, now's not the time to talk about it. response:	Okay, leave the orc to me.
context: famous for their ability to make powerful magical items!\But one day they lost all their abilities,\and now they're completely destitute.\Yeah, it's the name of some broke nobles.\That doesn't matter now, does it?\But...\Either way, now's not the time to talk about it.\Okay, leave the orc to me. response:	Even I'm good enough to hit him.
context: But one day they lost all their abilities,\and now they're completely destitute.\Yeah, it's the name of some broke nobles.\That doesn't matter now, does it?\But...\Either way, now's not the time to talk about it.\Okay, leave the orc to me.\Even I'm good enough to hit him. response:	Then I'll help as best I can, too.
context: and now they're completely destitute.\Yeah, it's the name of some broke nobles.\That doesn't matter now, does it?\But...\Either way, now's not the time to talk about it.\Okay, leave the orc to me.\Even I'm good enough to hit him.\Then I'll help as best I can, too. response:	I thought you didn't like me, Li'l Lili.
context: Yeah, it's the name of some broke nobles.\That doesn't matter now, does it?\But...\Either way, now's not the time to talk about it.\Okay, leave the orc to me.\Even I'm good enough to hit him.\Then I'll help as best I can, too.\I thought you didn't like me, Li'l Lili. response:	Of course I don't.
context: That doesn't matter now, does it?\But...\Either way, now's not the time to talk about it.\Okay, leave the orc to me.\Even I'm good enough to hit him.\Then I'll help as best I can, too.\I thought you didn't like me, Li'l Lili.\Of course I don't. response:	I just don't want to get in Bell-sama's way.
context: But...\Either way, now's not the time to talk about it.\Okay, leave the orc to me.\Even I'm good enough to hit him.\Then I'll help as best I can, too.\I thought you didn't like me, Li'l Lili.\Of course I don't.\I just don't want to get in Bell-sama's way. response:	Okay, thanks.
context: Either way, now's not the time to talk about it.\Okay, leave the orc to me.\Even I'm good enough to hit him.\Then I'll help as best I can, too.\I thought you didn't like me, Li'l Lili.\Of course I don't.\I just don't want to get in Bell-sama's way.\Okay, thanks. response:	I've got them!
context: Okay, leave the orc to me.\Even I'm good enough to hit him.\Then I'll help as best I can, too.\I thought you didn't like me, Li'l Lili.\Of course I don't.\I just don't want to get in Bell-sama's way.\Okay, thanks.\I've got them! response:	They're so slow.
context: Even I'm good enough to hit him.\Then I'll help as best I can, too.\I thought you didn't like me, Li'l Lili.\Of course I don't.\I just don't want to get in Bell-sama's way.\Okay, thanks.\I've got them!\They're so slow. response:	No...
context: Then I'll help as best I can, too.\I thought you didn't like me, Li'l Lili.\Of course I don't.\I just don't want to get in Bell-sama's way.\Okay, thanks.\I've got them!\They're so slow.\No... response:	I've gotten faster!
context: I thought you didn't like me, Li'l Lili.\Of course I don't.\I just don't want to get in Bell-sama's way.\Okay, thanks.\I've got them!\They're so slow.\No...\I've gotten faster! response:	Wow.
context: Of course I don't.\I just don't want to get in Bell-sama's way.\Okay, thanks.\I've got them!\They're so slow.\No...\I've gotten faster!\Wow. response:	Welf-san, Lili, dodge!
context: I just don't want to get in Bell-sama's way.\Okay, thanks.\I've got them!\They're so slow.\No...\I've gotten faster!\Wow.\Welf-san, Lili, dodge! response:	Firebolt!
context: Okay, thanks.\I've got them!\They're so slow.\No...\I've gotten faster!\Wow.\Welf-san, Lili, dodge!\Firebolt! response:	My magic's stronger, too.
context: I've got them!\They're so slow.\No...\I've gotten faster!\Wow.\Welf-san, Lili, dodge!\Firebolt!\My magic's stronger, too. response:	I'm getting closer. I can feel it!
context: They're so slow.\No...\I've gotten faster!\Wow.\Welf-san, Lili, dodge!\Firebolt!\My magic's stronger, too.\I'm getting closer. I can feel it! response:	To her... To Aiz Wallenstein!
context: No...\I've gotten faster!\Wow.\Welf-san, Lili, dodge!\Firebolt!\My magic's stronger, too.\I'm getting closer. I can feel it!\To her... To Aiz Wallenstein! response:	Bete, outta my way!
context: I've gotten faster!\Wow.\Welf-san, Lili, dodge!\Firebolt!\My magic's stronger, too.\I'm getting closer. I can feel it!\To her... To Aiz Wallenstein!\Bete, outta my way! response:	Don't blame me if I slice you in half!
context: Wow.\Welf-san, Lili, dodge!\Firebolt!\My magic's stronger, too.\I'm getting closer. I can feel it!\To her... To Aiz Wallenstein!\Bete, outta my way!\Don't blame me if I slice you in half! response:	Like your slow-ass weapon could hit me!
context: Welf-san, Lili, dodge!\Firebolt!\My magic's stronger, too.\I'm getting closer. I can feel it!\To her... To Aiz Wallenstein!\Bete, outta my way!\Don't blame me if I slice you in half!\Like your slow-ass weapon could hit me! response:	What's got them so worked up?
context: Firebolt!\My magic's stronger, too.\I'm getting closer. I can feel it!\To her... To Aiz Wallenstein!\Bete, outta my way!\Don't blame me if I slice you in half!\Like your slow-ass weapon could hit me!\What's got them so worked up? response:	The others won't learn anything from this.
context: My magic's stronger, too.\I'm getting closer. I can feel it!\To her... To Aiz Wallenstein!\Bete, outta my way!\Don't blame me if I slice you in half!\Like your slow-ass weapon could hit me!\What's got them so worked up?\The others won't learn anything from this. response:	It seems an adventurer they saw on the way down got under their skin.
context: I'm getting closer. I can feel it!\To her... To Aiz Wallenstein!\Bete, outta my way!\Don't blame me if I slice you in half!\Like your slow-ass weapon could hit me!\What's got them so worked up?\The others won't learn anything from this.\It seems an adventurer they saw on the way down got under their skin. response:	Oh, they met a merry adventurer before our groups met up?
context: To her... To Aiz Wallenstein!\Bete, outta my way!\Don't blame me if I slice you in half!\Like your slow-ass weapon could hit me!\What's got them so worked up?\The others won't learn anything from this.\It seems an adventurer they saw on the way down got under their skin.\Oh, they met a merry adventurer before our groups met up? response:	Yes.
context: Bete, outta my way!\Don't blame me if I slice you in half!\Like your slow-ass weapon could hit me!\What's got them so worked up?\The others won't learn anything from this.\It seems an adventurer they saw on the way down got under their skin.\Oh, they met a merry adventurer before our groups met up?\Yes. response:	His name is Bell Cranel.
context: Don't blame me if I slice you in half!\Like your slow-ass weapon could hit me!\What's got them so worked up?\The others won't learn anything from this.\It seems an adventurer they saw on the way down got under their skin.\Oh, they met a merry adventurer before our groups met up?\Yes.\His name is Bell Cranel. response:	I'm going, too.
context: Like your slow-ass weapon could hit me!\What's got them so worked up?\The others won't learn anything from this.\It seems an adventurer they saw on the way down got under their skin.\Oh, they met a merry adventurer before our groups met up?\Yes.\His name is Bell Cranel.\I'm going, too. response:	Aiz?
context: What's got them so worked up?\The others won't learn anything from this.\It seems an adventurer they saw on the way down got under their skin.\Oh, they met a merry adventurer before our groups met up?\Yes.\His name is Bell Cranel.\I'm going, too.\Aiz? response:	Looks like she's also fired up.
context: The others won't learn anything from this.\It seems an adventurer they saw on the way down got under their skin.\Oh, they met a merry adventurer before our groups met up?\Yes.\His name is Bell Cranel.\I'm going, too.\Aiz?\Looks like she's also fired up. response:	It really is nice to be in a party.
context: It seems an adventurer they saw on the way down got under their skin.\Oh, they met a merry adventurer before our groups met up?\Yes.\His name is Bell Cranel.\I'm going, too.\Aiz?\Looks like she's also fired up.\It really is nice to be in a party. response:	Yeah.
context: Oh, they met a merry adventurer before our groups met up?\Yes.\His name is Bell Cranel.\I'm going, too.\Aiz?\Looks like she's also fired up.\It really is nice to be in a party.\Yeah. response:	Moving around feels so much easier.
context: Yes.\His name is Bell Cranel.\I'm going, too.\Aiz?\Looks like she's also fired up.\It really is nice to be in a party.\Yeah.\Moving around feels so much easier. response:	That's one of the benefits of partying up.
context: His name is Bell Cranel.\I'm going, too.\Aiz?\Looks like she's also fired up.\It really is nice to be in a party.\Yeah.\Moving around feels so much easier.\That's one of the benefits of partying up. response:	You've got more room to breathe.
context: I'm going, too.\Aiz?\Looks like she's also fired up.\It really is nice to be in a party.\Yeah.\Moving around feels so much easier.\That's one of the benefits of partying up.\You've got more room to breathe. response:	The way you move and deal with monsters changes, too.
