context: TS response:	OP
context: Rebecka.\Telling us to turn back here...\is telling us to watch them all die!\Fleur?\Elopement?!\I hate my father.\You're the same, right, Ao?\I heard about it from Gazelle. response:	We're similar, I guess.
context: Telling us to turn back here...\is telling us to watch them all die!\Fleur?\Elopement?!\I hate my father.\You're the same, right, Ao?\I heard about it from Gazelle.\We're similar, I guess. response:	That's weird.
context: is telling us to watch them all die!\Fleur?\Elopement?!\I hate my father.\You're the same, right, Ao?\I heard about it from Gazelle.\We're similar, I guess.\That's weird. response:	Why do you work for your father's company if you hate him?
context: Fleur?\Elopement?!\I hate my father.\You're the same, right, Ao?\I heard about it from Gazelle.\We're similar, I guess.\That's weird.\Why do you work for your father's company if you hate him? response:	Five years ago, Maman and I got into a traffic accident.
context: Elopement?!\I hate my father.\You're the same, right, Ao?\I heard about it from Gazelle.\We're similar, I guess.\That's weird.\Why do you work for your father's company if you hate him?\Five years ago, Maman and I got into a traffic accident. response:	If one of us donated our internal organs to the other, the other could survive.
context: I hate my father.\You're the same, right, Ao?\I heard about it from Gazelle.\We're similar, I guess.\That's weird.\Why do you work for your father's company if you hate him?\Five years ago, Maman and I got into a traffic accident.\If one of us donated our internal organs to the other, the other could survive. response:	When the doctors told my father that,
context: You're the same, right, Ao?\I heard about it from Gazelle.\We're similar, I guess.\That's weird.\Why do you work for your father's company if you hate him?\Five years ago, Maman and I got into a traffic accident.\If one of us donated our internal organs to the other, the other could survive.\When the doctors told my father that, response:	he chose me... and killed Maman.
context: I heard about it from Gazelle.\We're similar, I guess.\That's weird.\Why do you work for your father's company if you hate him?\Five years ago, Maman and I got into a traffic accident.\If one of us donated our internal organs to the other, the other could survive.\When the doctors told my father that,\he chose me... and killed Maman. response:	I loved Maman.
context: We're similar, I guess.\That's weird.\Why do you work for your father's company if you hate him?\Five years ago, Maman and I got into a traffic accident.\If one of us donated our internal organs to the other, the other could survive.\When the doctors told my father that,\he chose me... and killed Maman.\I loved Maman. response:	If he had made the other choice back then, Maman would still be...
context: That's weird.\Why do you work for your father's company if you hate him?\Five years ago, Maman and I got into a traffic accident.\If one of us donated our internal organs to the other, the other could survive.\When the doctors told my father that,\he chose me... and killed Maman.\I loved Maman.\If he had made the other choice back then, Maman would still be... response:	I hate my father for making me live with this burden.
context: Why do you work for your father's company if you hate him?\Five years ago, Maman and I got into a traffic accident.\If one of us donated our internal organs to the other, the other could survive.\When the doctors told my father that,\he chose me... and killed Maman.\I loved Maman.\If he had made the other choice back then, Maman would still be...\I hate my father for making me live with this burden. response:	So I do what annoys him the most.
context: Five years ago, Maman and I got into a traffic accident.\If one of us donated our internal organs to the other, the other could survive.\When the doctors told my father that,\he chose me... and killed Maman.\I loved Maman.\If he had made the other choice back then, Maman would still be...\I hate my father for making me live with this burden.\So I do what annoys him the most. response:	Chief...
context: If one of us donated our internal organs to the other, the other could survive.\When the doctors told my father that,\he chose me... and killed Maman.\I loved Maman.\If he had made the other choice back then, Maman would still be...\I hate my father for making me live with this burden.\So I do what annoys him the most.\Chief... response:	Let us take a look at inside Faisal Arabia.
context: When the doctors told my father that,\he chose me... and killed Maman.\I loved Maman.\If he had made the other choice back then, Maman would still be...\I hate my father for making me live with this burden.\So I do what annoys him the most.\Chief...\Let us take a look at inside Faisal Arabia. response:	These are footages of the Abuha region where the G-Monster first appeared.
context: he chose me... and killed Maman.\I loved Maman.\If he had made the other choice back then, Maman would still be...\I hate my father for making me live with this burden.\So I do what annoys him the most.\Chief...\Let us take a look at inside Faisal Arabia.\These are footages of the Abuha region where the G-Monster first appeared. response:	The governments of Britain, France, China and other countries
context: I loved Maman.\If he had made the other choice back then, Maman would still be...\I hate my father for making me live with this burden.\So I do what annoys him the most.\Chief...\Let us take a look at inside Faisal Arabia.\These are footages of the Abuha region where the G-Monster first appeared.\The governments of Britain, France, China and other countries response:	Return to the Triton immediately.
context: If he had made the other choice back then, Maman would still be...\I hate my father for making me live with this burden.\So I do what annoys him the most.\Chief...\Let us take a look at inside Faisal Arabia.\These are footages of the Abuha region where the G-Monster first appeared.\The governments of Britain, France, China and other countries\Return to the Triton immediately. response:	have voiced intent of immediate aid to the stricken country.
context: I hate my father for making me live with this burden.\So I do what annoys him the most.\Chief...\Let us take a look at inside Faisal Arabia.\These are footages of the Abuha region where the G-Monster first appeared.\The governments of Britain, France, China and other countries\Return to the Triton immediately.\have voiced intent of immediate aid to the stricken country. response:	After seeing these footages, the public demanded that Faisal Arabia must be helped.
context: So I do what annoys him the most.\Chief...\Let us take a look at inside Faisal Arabia.\These are footages of the Abuha region where the G-Monster first appeared.\The governments of Britain, France, China and other countries\Return to the Triton immediately.\have voiced intent of immediate aid to the stricken country.\After seeing these footages, the public demanded that Faisal Arabia must be helped. response:	The Allied Forces had no choice but to agree.
context: Chief...\Let us take a look at inside Faisal Arabia.\These are footages of the Abuha region where the G-Monster first appeared.\The governments of Britain, France, China and other countries\Return to the Triton immediately.\have voiced intent of immediate aid to the stricken country.\After seeing these footages, the public demanded that Faisal Arabia must be helped.\The Allied Forces had no choice but to agree. response:	That means...
context: Let us take a look at inside Faisal Arabia.\These are footages of the Abuha region where the G-Monster first appeared.\The governments of Britain, France, China and other countries\Return to the Triton immediately.\have voiced intent of immediate aid to the stricken country.\After seeing these footages, the public demanded that Faisal Arabia must be helped.\The Allied Forces had no choice but to agree.\That means... response:	Our return order was revoked.
context: These are footages of the Abuha region where the G-Monster first appeared.\The governments of Britain, France, China and other countries\Return to the Triton immediately.\have voiced intent of immediate aid to the stricken country.\After seeing these footages, the public demanded that Faisal Arabia must be helped.\The Allied Forces had no choice but to agree.\That means...\Our return order was revoked. response:	We are resuming the operation.
context: The governments of Britain, France, China and other countries\Return to the Triton immediately.\have voiced intent of immediate aid to the stricken country.\After seeing these footages, the public demanded that Faisal Arabia must be helped.\The Allied Forces had no choice but to agree.\That means...\Our return order was revoked.\We are resuming the operation. response:	They won't have it their way!
context: Return to the Triton immediately.\have voiced intent of immediate aid to the stricken country.\After seeing these footages, the public demanded that Faisal Arabia must be helped.\The Allied Forces had no choice but to agree.\That means...\Our return order was revoked.\We are resuming the operation.\They won't have it their way! response:	Let's show it to America and our stupid President!
context: have voiced intent of immediate aid to the stricken country.\After seeing these footages, the public demanded that Faisal Arabia must be helped.\The Allied Forces had no choice but to agree.\That means...\Our return order was revoked.\We are resuming the operation.\They won't have it their way!\Let's show it to America and our stupid President! response:	Stupid President...
context: After seeing these footages, the public demanded that Faisal Arabia must be helped.\The Allied Forces had no choice but to agree.\That means...\Our return order was revoked.\We are resuming the operation.\They won't have it their way!\Let's show it to America and our stupid President!\Stupid President... response:	This has to be a complete victory, right, Miss Fleur?
context: The Allied Forces had no choice but to agree.\That means...\Our return order was revoked.\We are resuming the operation.\They won't have it their way!\Let's show it to America and our stupid President!\Stupid President...\This has to be a complete victory, right, Miss Fleur? response:	Right, Ao!
context: That means...\Our return order was revoked.\We are resuming the operation.\They won't have it their way!\Let's show it to America and our stupid President!\Stupid President...\This has to be a complete victory, right, Miss Fleur?\Right, Ao! response:	So passionate!
context: Our return order was revoked.\We are resuming the operation.\They won't have it their way!\Let's show it to America and our stupid President!\Stupid President...\This has to be a complete victory, right, Miss Fleur?\Right, Ao!\So passionate! response:	You two should gattai!
context: We are resuming the operation.\They won't have it their way!\Let's show it to America and our stupid President!\Stupid President...\This has to be a complete victory, right, Miss Fleur?\Right, Ao!\So passionate!\You two should gattai! response:	180 seconds until we reach the combat area.
context: They won't have it their way!\Let's show it to America and our stupid President!\Stupid President...\This has to be a complete victory, right, Miss Fleur?\Right, Ao!\So passionate!\You two should gattai!\180 seconds until we reach the combat area. response:	We've got visual on the target.
context: Let's show it to America and our stupid President!\Stupid President...\This has to be a complete victory, right, Miss Fleur?\Right, Ao!\So passionate!\You two should gattai!\180 seconds until we reach the combat area.\We've got visual on the target. response:	Putting it on screen now.
context: Stupid President...\This has to be a complete victory, right, Miss Fleur?\Right, Ao!\So passionate!\You two should gattai!\180 seconds until we reach the combat area.\We've got visual on the target.\Putting it on screen now. response:	The lightning is merely a side effect of the expulsion of ionized particles from the Secret.
context: This has to be a complete victory, right, Miss Fleur?\Right, Ao!\So passionate!\You two should gattai!\180 seconds until we reach the combat area.\We've got visual on the target.\Putting it on screen now.\The lightning is merely a side effect of the expulsion of ionized particles from the Secret. response:	A Secret normally doesn't attack IFOs as the trapar field shields them.
context: Right, Ao!\So passionate!\You two should gattai!\180 seconds until we reach the combat area.\We've got visual on the target.\Putting it on screen now.\The lightning is merely a side effect of the expulsion of ionized particles from the Secret.\A Secret normally doesn't attack IFOs as the trapar field shields them. response:	However, the lightning is an electric discharge independent of the Secret's intent, so be careful.
context: So passionate!\You two should gattai!\180 seconds until we reach the combat area.\We've got visual on the target.\Putting it on screen now.\The lightning is merely a side effect of the expulsion of ionized particles from the Secret.\A Secret normally doesn't attack IFOs as the trapar field shields them.\However, the lightning is an electric discharge independent of the Secret's intent, so be careful. response:	The lightning can strike outside of the ZOA.
context: You two should gattai!\180 seconds until we reach the combat area.\We've got visual on the target.\Putting it on screen now.\The lightning is merely a side effect of the expulsion of ionized particles from the Secret.\A Secret normally doesn't attack IFOs as the trapar field shields them.\However, the lightning is an electric discharge independent of the Secret's intent, so be careful.\The lightning can strike outside of the ZOA. response:	The IFOs are equipped with electricity discharge shields for immediate protection,
context: 180 seconds until we reach the combat area.\We've got visual on the target.\Putting it on screen now.\The lightning is merely a side effect of the expulsion of ionized particles from the Secret.\A Secret normally doesn't attack IFOs as the trapar field shields them.\However, the lightning is an electric discharge independent of the Secret's intent, so be careful.\The lightning can strike outside of the ZOA.\The IFOs are equipped with electricity discharge shields for immediate protection, response:	but if you get hit directly, the lightning may cause system errors.
context: We've got visual on the target.\Putting it on screen now.\The lightning is merely a side effect of the expulsion of ionized particles from the Secret.\A Secret normally doesn't attack IFOs as the trapar field shields them.\However, the lightning is an electric discharge independent of the Secret's intent, so be careful.\The lightning can strike outside of the ZOA.\The IFOs are equipped with electricity discharge shields for immediate protection,\but if you get hit directly, the lightning may cause system errors. response:	Be careful of this as well.
context: Putting it on screen now.\The lightning is merely a side effect of the expulsion of ionized particles from the Secret.\A Secret normally doesn't attack IFOs as the trapar field shields them.\However, the lightning is an electric discharge independent of the Secret's intent, so be careful.\The lightning can strike outside of the ZOA.\The IFOs are equipped with electricity discharge shields for immediate protection,\but if you get hit directly, the lightning may cause system errors.\Be careful of this as well. response:	You're just telling us to be careful, but what exactly are we supposed to do?
context: The lightning is merely a side effect of the expulsion of ionized particles from the Secret.\A Secret normally doesn't attack IFOs as the trapar field shields them.\However, the lightning is an electric discharge independent of the Secret's intent, so be careful.\The lightning can strike outside of the ZOA.\The IFOs are equipped with electricity discharge shields for immediate protection,\but if you get hit directly, the lightning may cause system errors.\Be careful of this as well.\You're just telling us to be careful, but what exactly are we supposed to do? response:	Dodge them.
context: A Secret normally doesn't attack IFOs as the trapar field shields them.\However, the lightning is an electric discharge independent of the Secret's intent, so be careful.\The lightning can strike outside of the ZOA.\The IFOs are equipped with electricity discharge shields for immediate protection,\but if you get hit directly, the lightning may cause system errors.\Be careful of this as well.\You're just telling us to be careful, but what exactly are we supposed to do?\Dodge them. response:	He makes it sound so simple.
context: However, the lightning is an electric discharge independent of the Secret's intent, so be careful.\The lightning can strike outside of the ZOA.\The IFOs are equipped with electricity discharge shields for immediate protection,\but if you get hit directly, the lightning may cause system errors.\Be careful of this as well.\You're just telling us to be careful, but what exactly are we supposed to do?\Dodge them.\He makes it sound so simple. response:	Leave your complaints back in the ship.
context: The lightning can strike outside of the ZOA.\The IFOs are equipped with electricity discharge shields for immediate protection,\but if you get hit directly, the lightning may cause system errors.\Be careful of this as well.\You're just telling us to be careful, but what exactly are we supposed to do?\Dodge them.\He makes it sound so simple.\Leave your complaints back in the ship. response:	Let's get this done.
context: The IFOs are equipped with electricity discharge shields for immediate protection,\but if you get hit directly, the lightning may cause system errors.\Be careful of this as well.\You're just telling us to be careful, but what exactly are we supposed to do?\Dodge them.\He makes it sound so simple.\Leave your complaints back in the ship.\Let's get this done. response:	You're outside of the Zone there.
context: but if you get hit directly, the lightning may cause system errors.\Be careful of this as well.\You're just telling us to be careful, but what exactly are we supposed to do?\Dodge them.\He makes it sound so simple.\Leave your complaints back in the ship.\Let's get this done.\You're outside of the Zone there. response:	A hot day in Little Russia...
context: Be careful of this as well.\You're just telling us to be careful, but what exactly are we supposed to do?\Dodge them.\He makes it sound so simple.\Leave your complaints back in the ship.\Let's get this done.\You're outside of the Zone there.\A hot day in Little Russia... response:	full power!
context: You're just telling us to be careful, but what exactly are we supposed to do?\Dodge them.\He makes it sound so simple.\Leave your complaints back in the ship.\Let's get this done.\You're outside of the Zone there.\A hot day in Little Russia...\full power! response:	Next!
context: Dodge them.\He makes it sound so simple.\Leave your complaints back in the ship.\Let's get this done.\You're outside of the Zone there.\A hot day in Little Russia...\full power!\Next! response:	The amount of charged particles is increasing by 250 per second.
context: He makes it sound so simple.\Leave your complaints back in the ship.\Let's get this done.\You're outside of the Zone there.\A hot day in Little Russia...\full power!\Next!\The amount of charged particles is increasing by 250 per second. response:	The charged area is likewise growing.
context: Leave your complaints back in the ship.\Let's get this done.\You're outside of the Zone there.\A hot day in Little Russia...\full power!\Next!\The amount of charged particles is increasing by 250 per second.\The charged area is likewise growing. response:	All units, retreat!
context: Let's get this done.\You're outside of the Zone there.\A hot day in Little Russia...\full power!\Next!\The amount of charged particles is increasing by 250 per second.\The charged area is likewise growing.\All units, retreat! response:	No way!
context: You're outside of the Zone there.\A hot day in Little Russia...\full power!\Next!\The amount of charged particles is increasing by 250 per second.\The charged area is likewise growing.\All units, retreat!\No way! response:	Elena, respond! Elena!
context: A hot day in Little Russia...\full power!\Next!\The amount of charged particles is increasing by 250 per second.\The charged area is likewise growing.\All units, retreat!\No way!\Elena, respond! Elena! response:	Nirvash and Alleluia, wait for my orders.
context: full power!\Next!\The amount of charged particles is increasing by 250 per second.\The charged area is likewise growing.\All units, retreat!\No way!\Elena, respond! Elena!\Nirvash and Alleluia, wait for my orders. response:	But...
context: Next!\The amount of charged particles is increasing by 250 per second.\The charged area is likewise growing.\All units, retreat!\No way!\Elena, respond! Elena!\Nirvash and Alleluia, wait for my orders.\But... response:	Our strategy won't work without Kyrie!
context: The amount of charged particles is increasing by 250 per second.\The charged area is likewise growing.\All units, retreat!\No way!\Elena, respond! Elena!\Nirvash and Alleluia, wait for my orders.\But...\Our strategy won't work without Kyrie! response:	Chief, the Secret!
context: The charged area is likewise growing.\All units, retreat!\No way!\Elena, respond! Elena!\Nirvash and Alleluia, wait for my orders.\But...\Our strategy won't work without Kyrie!\Chief, the Secret! response:	The Secret has emitted all charged particles it had stored up, and has started lifting.
context: All units, retreat!\No way!\Elena, respond! Elena!\Nirvash and Alleluia, wait for my orders.\But...\Our strategy won't work without Kyrie!\Chief, the Secret!\The Secret has emitted all charged particles it had stored up, and has started lifting. response:	It is expected to stop in 75 seconds.
context: No way!\Elena, respond! Elena!\Nirvash and Alleluia, wait for my orders.\But...\Our strategy won't work without Kyrie!\Chief, the Secret!\The Secret has emitted all charged particles it had stored up, and has started lifting.\It is expected to stop in 75 seconds. response:	A drop is expected. The destination of its trajectory is...
context: Elena, respond! Elena!\Nirvash and Alleluia, wait for my orders.\But...\Our strategy won't work without Kyrie!\Chief, the Secret!\The Secret has emitted all charged particles it had stored up, and has started lifting.\It is expected to stop in 75 seconds.\A drop is expected. The destination of its trajectory is... response:	The Scub Coral!
context: Nirvash and Alleluia, wait for my orders.\But...\Our strategy won't work without Kyrie!\Chief, the Secret!\The Secret has emitted all charged particles it had stored up, and has started lifting.\It is expected to stop in 75 seconds.\A drop is expected. The destination of its trajectory is...\The Scub Coral! response:	Is it going for a direct impact?!
context: But...\Our strategy won't work without Kyrie!\Chief, the Secret!\The Secret has emitted all charged particles it had stored up, and has started lifting.\It is expected to stop in 75 seconds.\A drop is expected. The destination of its trajectory is...\The Scub Coral!\Is it going for a direct impact?! response:	Operation cancelled! Return immediately!
context: Our strategy won't work without Kyrie!\Chief, the Secret!\The Secret has emitted all charged particles it had stored up, and has started lifting.\It is expected to stop in 75 seconds.\A drop is expected. The destination of its trajectory is...\The Scub Coral!\Is it going for a direct impact?!\Operation cancelled! Return immediately! response:	But!
context: Chief, the Secret!\The Secret has emitted all charged particles it had stored up, and has started lifting.\It is expected to stop in 75 seconds.\A drop is expected. The destination of its trajectory is...\The Scub Coral!\Is it going for a direct impact?!\Operation cancelled! Return immediately!\But! response:	The situation has changed. We can't help it.
context: The Secret has emitted all charged particles it had stored up, and has started lifting.\It is expected to stop in 75 seconds.\A drop is expected. The destination of its trajectory is...\The Scub Coral!\Is it going for a direct impact?!\Operation cancelled! Return immediately!\But!\The situation has changed. We can't help it. response:	We can help it!
context: It is expected to stop in 75 seconds.\A drop is expected. The destination of its trajectory is...\The Scub Coral!\Is it going for a direct impact?!\Operation cancelled! Return immediately!\But!\The situation has changed. We can't help it.\We can help it! response:	We lose if we retreat!
context: A drop is expected. The destination of its trajectory is...\The Scub Coral!\Is it going for a direct impact?!\Operation cancelled! Return immediately!\But!\The situation has changed. We can't help it.\We can help it!\We lose if we retreat! response:	We can't lose to them!
context: The Scub Coral!\Is it going for a direct impact?!\Operation cancelled! Return immediately!\But!\The situation has changed. We can't help it.\We can help it!\We lose if we retreat!\We can't lose to them! response:	Listen! Calm down!
context: Is it going for a direct impact?!\Operation cancelled! Return immediately!\But!\The situation has changed. We can't help it.\We can help it!\We lose if we retreat!\We can't lose to them!\Listen! Calm down! response:	But...
context: Operation cancelled! Return immediately!\But!\The situation has changed. We can't help it.\We can help it!\We lose if we retreat!\We can't lose to them!\Listen! Calm down!\But... response:	Miss Fleur! Fleur!
context: But!\The situation has changed. We can't help it.\We can help it!\We lose if we retreat!\We can't lose to them!\Listen! Calm down!\But...\Miss Fleur! Fleur! response:	Fleur, come back! Fleur!
context: The situation has changed. We can't help it.\We can help it!\We lose if we retreat!\We can't lose to them!\Listen! Calm down!\But...\Miss Fleur! Fleur!\Fleur, come back! Fleur! response:	T-minus 115 seconds until fusion explosion.
context: We can help it!\We lose if we retreat!\We can't lose to them!\Listen! Calm down!\But...\Miss Fleur! Fleur!\Fleur, come back! Fleur!\T-minus 115 seconds until fusion explosion. response:	Miss Fleur, please respond!
context: We lose if we retreat!\We can't lose to them!\Listen! Calm down!\But...\Miss Fleur! Fleur!\Fleur, come back! Fleur!\T-minus 115 seconds until fusion explosion.\Miss Fleur, please respond! response:	Miss Fleur!
context: We can't lose to them!\Listen! Calm down!\But...\Miss Fleur! Fleur!\Fleur, come back! Fleur!\T-minus 115 seconds until fusion explosion.\Miss Fleur, please respond!\Miss Fleur! response:	Alleluia is too lightly armed for this!
context: Listen! Calm down!\But...\Miss Fleur! Fleur!\Fleur, come back! Fleur!\T-minus 115 seconds until fusion explosion.\Miss Fleur, please respond!\Miss Fleur!\Alleluia is too lightly armed for this! response:	I don't want to lose this fight.
context: But...\Miss Fleur! Fleur!\Fleur, come back! Fleur!\T-minus 115 seconds until fusion explosion.\Miss Fleur, please respond!\Miss Fleur!\Alleluia is too lightly armed for this!\I don't want to lose this fight. response:	I absolutely cannot lose this fight.
context: Miss Fleur! Fleur!\Fleur, come back! Fleur!\T-minus 115 seconds until fusion explosion.\Miss Fleur, please respond!\Miss Fleur!\Alleluia is too lightly armed for this!\I don't want to lose this fight.\I absolutely cannot lose this fight. response:	I don't care about what happens to me.
context: Fleur, come back! Fleur!\T-minus 115 seconds until fusion explosion.\Miss Fleur, please respond!\Miss Fleur!\Alleluia is too lightly armed for this!\I don't want to lose this fight.\I absolutely cannot lose this fight.\I don't care about what happens to me. response:	The Secret has reached 7500 feet above Faisal Arabia.
context: T-minus 115 seconds until fusion explosion.\Miss Fleur, please respond!\Miss Fleur!\Alleluia is too lightly armed for this!\I don't want to lose this fight.\I absolutely cannot lose this fight.\I don't care about what happens to me.\The Secret has reached 7500 feet above Faisal Arabia. response:	It has lost its thrust and is beginning its descent.
context: Miss Fleur, please respond!\Miss Fleur!\Alleluia is too lightly armed for this!\I don't want to lose this fight.\I absolutely cannot lose this fight.\I don't care about what happens to me.\The Secret has reached 7500 feet above Faisal Arabia.\It has lost its thrust and is beginning its descent. response:	I don't like that.
context: Miss Fleur!\Alleluia is too lightly armed for this!\I don't want to lose this fight.\I absolutely cannot lose this fight.\I don't care about what happens to me.\The Secret has reached 7500 feet above Faisal Arabia.\It has lost its thrust and is beginning its descent.\I don't like that. response:	I hate my father too.
context: Alleluia is too lightly armed for this!\I don't want to lose this fight.\I absolutely cannot lose this fight.\I don't care about what happens to me.\The Secret has reached 7500 feet above Faisal Arabia.\It has lost its thrust and is beginning its descent.\I don't like that.\I hate my father too. response:	But I won't risk my life for him.
context: I don't want to lose this fight.\I absolutely cannot lose this fight.\I don't care about what happens to me.\The Secret has reached 7500 feet above Faisal Arabia.\It has lost its thrust and is beginning its descent.\I don't like that.\I hate my father too.\But I won't risk my life for him. response:	I'll stay alive no matter what and give him a good beating.
context: I absolutely cannot lose this fight.\I don't care about what happens to me.\The Secret has reached 7500 feet above Faisal Arabia.\It has lost its thrust and is beginning its descent.\I don't like that.\I hate my father too.\But I won't risk my life for him.\I'll stay alive no matter what and give him a good beating. response:	So you mustn't die either, Fleur!
context: I don't care about what happens to me.\The Secret has reached 7500 feet above Faisal Arabia.\It has lost its thrust and is beginning its descent.\I don't like that.\I hate my father too.\But I won't risk my life for him.\I'll stay alive no matter what and give him a good beating.\So you mustn't die either, Fleur! response:	We've got no time.
context: The Secret has reached 7500 feet above Faisal Arabia.\It has lost its thrust and is beginning its descent.\I don't like that.\I hate my father too.\But I won't risk my life for him.\I'll stay alive no matter what and give him a good beating.\So you mustn't die either, Fleur!\We've got no time. response:	Let's do this, Fleur.
context: It has lost its thrust and is beginning its descent.\I don't like that.\I hate my father too.\But I won't risk my life for him.\I'll stay alive no matter what and give him a good beating.\So you mustn't die either, Fleur!\We've got no time.\Let's do this, Fleur. response:	Nirvash and Alleliua have reached the Secret.
context: I don't like that.\I hate my father too.\But I won't risk my life for him.\I'll stay alive no matter what and give him a good beating.\So you mustn't die either, Fleur!\We've got no time.\Let's do this, Fleur.\Nirvash and Alleliua have reached the Secret. response:	T-minus 25 seconds until fusion explosion.
context: I hate my father too.\But I won't risk my life for him.\I'll stay alive no matter what and give him a good beating.\So you mustn't die either, Fleur!\We've got no time.\Let's do this, Fleur.\Nirvash and Alleliua have reached the Secret.\T-minus 25 seconds until fusion explosion. response:	Ten, nine, eight, seven,
context: But I won't risk my life for him.\I'll stay alive no matter what and give him a good beating.\So you mustn't die either, Fleur!\We've got no time.\Let's do this, Fleur.\Nirvash and Alleliua have reached the Secret.\T-minus 25 seconds until fusion explosion.\Ten, nine, eight, seven, response:	six, five, four, three,
context: I'll stay alive no matter what and give him a good beating.\So you mustn't die either, Fleur!\We've got no time.\Let's do this, Fleur.\Nirvash and Alleliua have reached the Secret.\T-minus 25 seconds until fusion explosion.\Ten, nine, eight, seven,\six, five, four, three, response:	two, one...
context: So you mustn't die either, Fleur!\We've got no time.\Let's do this, Fleur.\Nirvash and Alleliua have reached the Secret.\T-minus 25 seconds until fusion explosion.\Ten, nine, eight, seven,\six, five, four, three,\two, one... response:	Georg, how's Alleluia and Nirvash?
context: We've got no time.\Let's do this, Fleur.\Nirvash and Alleliua have reached the Secret.\T-minus 25 seconds until fusion explosion.\Ten, nine, eight, seven,\six, five, four, three,\two, one...\Georg, how's Alleluia and Nirvash? response:	Alleluia and Nirvash are both intact.
context: Let's do this, Fleur.\Nirvash and Alleliua have reached the Secret.\T-minus 25 seconds until fusion explosion.\Ten, nine, eight, seven,\six, five, four, three,\two, one...\Georg, how's Alleluia and Nirvash?\Alleluia and Nirvash are both intact. response:	Life signals have been detected, so it is safe to assume the pilots are unhurt.
context: Nirvash and Alleliua have reached the Secret.\T-minus 25 seconds until fusion explosion.\Ten, nine, eight, seven,\six, five, four, three,\two, one...\Georg, how's Alleluia and Nirvash?\Alleluia and Nirvash are both intact.\Life signals have been detected, so it is safe to assume the pilots are unhurt. response:	Fleur, you okay?
context: T-minus 25 seconds until fusion explosion.\Ten, nine, eight, seven,\six, five, four, three,\two, one...\Georg, how's Alleluia and Nirvash?\Alleluia and Nirvash are both intact.\Life signals have been detected, so it is safe to assume the pilots are unhurt.\Fleur, you okay? response:	Yeah...
context: Ten, nine, eight, seven,\six, five, four, three,\two, one...\Georg, how's Alleluia and Nirvash?\Alleluia and Nirvash are both intact.\Life signals have been detected, so it is safe to assume the pilots are unhurt.\Fleur, you okay?\Yeah... response:	I'm alive.
context: six, five, four, three,\two, one...\Georg, how's Alleluia and Nirvash?\Alleluia and Nirvash are both intact.\Life signals have been detected, so it is safe to assume the pilots are unhurt.\Fleur, you okay?\Yeah...\I'm alive. response:	Yeah, we're alive.
context: two, one...\Georg, how's Alleluia and Nirvash?\Alleluia and Nirvash are both intact.\Life signals have been detected, so it is safe to assume the pilots are unhurt.\Fleur, you okay?\Yeah...\I'm alive.\Yeah, we're alive. response:	Where are you two going?
context: Georg, how's Alleluia and Nirvash?\Alleluia and Nirvash are both intact.\Life signals have been detected, so it is safe to assume the pilots are unhurt.\Fleur, you okay?\Yeah...\I'm alive.\Yeah, we're alive.\Where are you two going? response:	To see the stupid President.
context: Alleluia and Nirvash are both intact.\Life signals have been detected, so it is safe to assume the pilots are unhurt.\Fleur, you okay?\Yeah...\I'm alive.\Yeah, we're alive.\Where are you two going?\To see the stupid President. response:	We must report our victory to him.
context: Life signals have been detected, so it is safe to assume the pilots are unhurt.\Fleur, you okay?\Yeah...\I'm alive.\Yeah, we're alive.\Where are you two going?\To see the stupid President.\We must report our victory to him. response:	I wonder what face he's making...
context: Fleur, you okay?\Yeah...\I'm alive.\Yeah, we're alive.\Where are you two going?\To see the stupid President.\We must report our victory to him.\I wonder what face he's making... response:	Maybe the Americans spanked him and he's crying!
context: Yeah...\I'm alive.\Yeah, we're alive.\Where are you two going?\To see the stupid President.\We must report our victory to him.\I wonder what face he's making...\Maybe the Americans spanked him and he's crying! response:	Ouch! Don't pull so hard!
context: I'm alive.\Yeah, we're alive.\Where are you two going?\To see the stupid President.\We must report our victory to him.\I wonder what face he's making...\Maybe the Americans spanked him and he's crying!\Ouch! Don't pull so hard! response:	Look at this.
context: Yeah, we're alive.\Where are you two going?\To see the stupid President.\We must report our victory to him.\I wonder what face he's making...\Maybe the Americans spanked him and he's crying!\Ouch! Don't pull so hard!\Look at this. response:	Oh, look who we've got there.
context: Where are you two going?\To see the stupid President.\We must report our victory to him.\I wonder what face he's making...\Maybe the Americans spanked him and he's crying!\Ouch! Don't pull so hard!\Look at this.\Oh, look who we've got there. response:	Hey, guys! We look awesome, right?
context: To see the stupid President.\We must report our victory to him.\I wonder what face he's making...\Maybe the Americans spanked him and he's crying!\Ouch! Don't pull so hard!\Look at this.\Oh, look who we've got there.\Hey, guys! We look awesome, right? response:	Those costumes...
context: We must report our victory to him.\I wonder what face he's making...\Maybe the Americans spanked him and he's crying!\Ouch! Don't pull so hard!\Look at this.\Oh, look who we've got there.\Hey, guys! We look awesome, right?\Those costumes... response:	Both of you have left your designated locations without permission during an operation.
context: I wonder what face he's making...\Maybe the Americans spanked him and he's crying!\Ouch! Don't pull so hard!\Look at this.\Oh, look who we've got there.\Hey, guys! We look awesome, right?\Those costumes...\Both of you have left your designated locations without permission during an operation. response:	I'd like to talk about that.
context: Maybe the Americans spanked him and he's crying!\Ouch! Don't pull so hard!\Look at this.\Oh, look who we've got there.\Hey, guys! We look awesome, right?\Those costumes...\Both of you have left your designated locations without permission during an operation.\I'd like to talk about that. response:	When we broadcasted that video,
