context: Maison de Ayakashi... response:	Also known as Ayakashi Kan.
context: Still...\The only reason I am here\is my loyalty to you.\It is irrelevant whether you are\the daughter of a great house or not.\He told me that it was for me...\for me alone, with no connection to my family name.\How long I've waited to hear those words. response:	I'd like to repay them.
context: The only reason I am here\is my loyalty to you.\It is irrelevant whether you are\the daughter of a great house or not.\He told me that it was for me...\for me alone, with no connection to my family name.\How long I've waited to hear those words.\I'd like to repay them. response:	I may not be able to change right away,
context: is my loyalty to you.\It is irrelevant whether you are\the daughter of a great house or not.\He told me that it was for me...\for me alone, with no connection to my family name.\How long I've waited to hear those words.\I'd like to repay them.\I may not be able to change right away, response:	but surely I can at least do something in return.
context: It is irrelevant whether you are\the daughter of a great house or not.\He told me that it was for me...\for me alone, with no connection to my family name.\How long I've waited to hear those words.\I'd like to repay them.\I may not be able to change right away,\but surely I can at least do something in return. response:	Is everything all right?
context: the daughter of a great house or not.\He told me that it was for me...\for me alone, with no connection to my family name.\How long I've waited to hear those words.\I'd like to repay them.\I may not be able to change right away,\but surely I can at least do something in return.\Is everything all right? response:	A-Are you all settled in your new life?
context: He told me that it was for me...\for me alone, with no connection to my family name.\How long I've waited to hear those words.\I'd like to repay them.\I may not be able to change right away,\but surely I can at least do something in return.\Is everything all right?\A-Are you all settled in your new life? response:	Is there anything you require?
context: for me alone, with no connection to my family name.\How long I've waited to hear those words.\I'd like to repay them.\I may not be able to change right away,\but surely I can at least do something in return.\Is everything all right?\A-Are you all settled in your new life?\Is there anything you require? response:	I'm fine, thank you.
context: How long I've waited to hear those words.\I'd like to repay them.\I may not be able to change right away,\but surely I can at least do something in return.\Is everything all right?\A-Are you all settled in your new life?\Is there anything you require?\I'm fine, thank you. response:	And I thank you for your concern.
context: I'd like to repay them.\I may not be able to change right away,\but surely I can at least do something in return.\Is everything all right?\A-Are you all settled in your new life?\Is there anything you require?\I'm fine, thank you.\And I thank you for your concern. response:	You interpreted that as concern, huh?
context: I may not be able to change right away,\but surely I can at least do something in return.\Is everything all right?\A-Are you all settled in your new life?\Is there anything you require?\I'm fine, thank you.\And I thank you for your concern.\You interpreted that as concern, huh? response:	I merely want
context: but surely I can at least do something in return.\Is everything all right?\A-Are you all settled in your new life?\Is there anything you require?\I'm fine, thank you.\And I thank you for your concern.\You interpreted that as concern, huh?\I merely want response:	you in perfect condition if you are to work for me.
context: Is everything all right?\A-Are you all settled in your new life?\Is there anything you require?\I'm fine, thank you.\And I thank you for your concern.\You interpreted that as concern, huh?\I merely want\you in perfect condition if you are to work for me. response:	Thank you so much!
context: A-Are you all settled in your new life?\Is there anything you require?\I'm fine, thank you.\And I thank you for your concern.\You interpreted that as concern, huh?\I merely want\you in perfect condition if you are to work for me.\Thank you so much! response:	Ever since you agreed to let me stay by your side,
context: Is there anything you require?\I'm fine, thank you.\And I thank you for your concern.\You interpreted that as concern, huh?\I merely want\you in perfect condition if you are to work for me.\Thank you so much!\Ever since you agreed to let me stay by your side, response:	my body and soul, and even my life, are in perfect condition.
context: I'm fine, thank you.\And I thank you for your concern.\You interpreted that as concern, huh?\I merely want\you in perfect condition if you are to work for me.\Thank you so much!\Ever since you agreed to let me stay by your side,\my body and soul, and even my life, are in perfect condition. response:	Because you gave your permission.
context: And I thank you for your concern.\You interpreted that as concern, huh?\I merely want\you in perfect condition if you are to work for me.\Thank you so much!\Ever since you agreed to let me stay by your side,\my body and soul, and even my life, are in perfect condition.\Because you gave your permission. response:	Are you trying to coerce me?
context: You interpreted that as concern, huh?\I merely want\you in perfect condition if you are to work for me.\Thank you so much!\Ever since you agreed to let me stay by your side,\my body and soul, and even my life, are in perfect condition.\Because you gave your permission.\Are you trying to coerce me? response:	All that's left is the cell phone.
context: I merely want\you in perfect condition if you are to work for me.\Thank you so much!\Ever since you agreed to let me stay by your side,\my body and soul, and even my life, are in perfect condition.\Because you gave your permission.\Are you trying to coerce me?\All that's left is the cell phone. response:	Yeah, you're right.
context: you in perfect condition if you are to work for me.\Thank you so much!\Ever since you agreed to let me stay by your side,\my body and soul, and even my life, are in perfect condition.\Because you gave your permission.\Are you trying to coerce me?\All that's left is the cell phone.\Yeah, you're right. response:	You don't have one?
context: Thank you so much!\Ever since you agreed to let me stay by your side,\my body and soul, and even my life, are in perfect condition.\Because you gave your permission.\Are you trying to coerce me?\All that's left is the cell phone.\Yeah, you're right.\You don't have one? response:	I see.
context: Ever since you agreed to let me stay by your side,\my body and soul, and even my life, are in perfect condition.\Because you gave your permission.\Are you trying to coerce me?\All that's left is the cell phone.\Yeah, you're right.\You don't have one?\I see. response:	I guess you didn't have any friends to call.
context: my body and soul, and even my life, are in perfect condition.\Because you gave your permission.\Are you trying to coerce me?\All that's left is the cell phone.\Yeah, you're right.\You don't have one?\I see.\I guess you didn't have any friends to call. response:	Miss Ririchiyo...
context: Because you gave your permission.\Are you trying to coerce me?\All that's left is the cell phone.\Yeah, you're right.\You don't have one?\I see.\I guess you didn't have any friends to call.\Miss Ririchiyo... response:	I don't need your pity!
context: Are you trying to coerce me?\All that's left is the cell phone.\Yeah, you're right.\You don't have one?\I see.\I guess you didn't have any friends to call.\Miss Ririchiyo...\I don't need your pity! response:	I'll be living on my own now,
context: All that's left is the cell phone.\Yeah, you're right.\You don't have one?\I see.\I guess you didn't have any friends to call.\Miss Ririchiyo...\I don't need your pity!\I'll be living on my own now, response:	so having one will come in handy.
context: Yeah, you're right.\You don't have one?\I see.\I guess you didn't have any friends to call.\Miss Ririchiyo...\I don't need your pity!\I'll be living on my own now,\so having one will come in handy. response:	Well, yeah.
context: You don't have one?\I see.\I guess you didn't have any friends to call.\Miss Ririchiyo...\I don't need your pity!\I'll be living on my own now,\so having one will come in handy.\Well, yeah. response:	So have you decided on one?
context: I see.\I guess you didn't have any friends to call.\Miss Ririchiyo...\I don't need your pity!\I'll be living on my own now,\so having one will come in handy.\Well, yeah.\So have you decided on one? response:	What a silly question.
context: I guess you didn't have any friends to call.\Miss Ririchiyo...\I don't need your pity!\I'll be living on my own now,\so having one will come in handy.\Well, yeah.\So have you decided on one?\What a silly question. response:	Everything I buy
context: Miss Ririchiyo...\I don't need your pity!\I'll be living on my own now,\so having one will come in handy.\Well, yeah.\So have you decided on one?\What a silly question.\Everything I buy response:	undergoes multiple rounds of careful analysis.
context: I don't need your pity!\I'll be living on my own now,\so having one will come in handy.\Well, yeah.\So have you decided on one?\What a silly question.\Everything I buy\undergoes multiple rounds of careful analysis. response:	Digi Mono Station
context: I'll be living on my own now,\so having one will come in handy.\Well, yeah.\So have you decided on one?\What a silly question.\Everything I buy\undergoes multiple rounds of careful analysis.\Digi Mono Station response:	I've done my research.
context: so having one will come in handy.\Well, yeah.\So have you decided on one?\What a silly question.\Everything I buy\undergoes multiple rounds of careful analysis.\Digi Mono Station\I've done my research. response:	Wow.
context: Well, yeah.\So have you decided on one?\What a silly question.\Everything I buy\undergoes multiple rounds of careful analysis.\Digi Mono Station\I've done my research.\Wow. response:	Exactly what I'd expect, Miss Ririchiyo.
context: So have you decided on one?\What a silly question.\Everything I buy\undergoes multiple rounds of careful analysis.\Digi Mono Station\I've done my research.\Wow.\Exactly what I'd expect, Miss Ririchiyo. response:	Now I have everything I need.
context: What a silly question.\Everything I buy\undergoes multiple rounds of careful analysis.\Digi Mono Station\I've done my research.\Wow.\Exactly what I'd expect, Miss Ririchiyo.\Now I have everything I need. response:	What did you want to buy, Sorinozuka?
context: Everything I buy\undergoes multiple rounds of careful analysis.\Digi Mono Station\I've done my research.\Wow.\Exactly what I'd expect, Miss Ririchiyo.\Now I have everything I need.\What did you want to buy, Sorinozuka? response:	Huh?
context: undergoes multiple rounds of careful analysis.\Digi Mono Station\I've done my research.\Wow.\Exactly what I'd expect, Miss Ririchiyo.\Now I have everything I need.\What did you want to buy, Sorinozuka?\Huh? response:	Oh...
context: Digi Mono Station\I've done my research.\Wow.\Exactly what I'd expect, Miss Ririchiyo.\Now I have everything I need.\What did you want to buy, Sorinozuka?\Huh?\Oh... response:	Cake?
context: I've done my research.\Wow.\Exactly what I'd expect, Miss Ririchiyo.\Now I have everything I need.\What did you want to buy, Sorinozuka?\Huh?\Oh...\Cake? response:	You wanted to buy cake?
context: Wow.\Exactly what I'd expect, Miss Ririchiyo.\Now I have everything I need.\What did you want to buy, Sorinozuka?\Huh?\Oh...\Cake?\You wanted to buy cake? response:	Why not?
context: Exactly what I'd expect, Miss Ririchiyo.\Now I have everything I need.\What did you want to buy, Sorinozuka?\Huh?\Oh...\Cake?\You wanted to buy cake?\Why not? response:	Cake and me are tight, man.
context: Now I have everything I need.\What did you want to buy, Sorinozuka?\Huh?\Oh...\Cake?\You wanted to buy cake?\Why not?\Cake and me are tight, man. response:	Don't you mean you and cup noodles?
context: What did you want to buy, Sorinozuka?\Huh?\Oh...\Cake?\You wanted to buy cake?\Why not?\Cake and me are tight, man.\Don't you mean you and cup noodles? response:	You're such good friends.
context: Huh?\Oh...\Cake?\You wanted to buy cake?\Why not?\Cake and me are tight, man.\Don't you mean you and cup noodles?\You're such good friends. response:	Huh? Are you blind?
context: Oh...\Cake?\You wanted to buy cake?\Why not?\Cake and me are tight, man.\Don't you mean you and cup noodles?\You're such good friends.\Huh? Are you blind? response:	Well, we've known each other a while.
context: Cake?\You wanted to buy cake?\Why not?\Cake and me are tight, man.\Don't you mean you and cup noodles?\You're such good friends.\Huh? Are you blind?\Well, we've known each other a while. response:	I'm kind of like a big brother.
context: You wanted to buy cake?\Why not?\Cake and me are tight, man.\Don't you mean you and cup noodles?\You're such good friends.\Huh? Are you blind?\Well, we've known each other a while.\I'm kind of like a big brother. response:	We're just neighbors.
context: Why not?\Cake and me are tight, man.\Don't you mean you and cup noodles?\You're such good friends.\Huh? Are you blind?\Well, we've known each other a while.\I'm kind of like a big brother.\We're just neighbors. response:	You know how she always makes enemies?
context: Cake and me are tight, man.\Don't you mean you and cup noodles?\You're such good friends.\Huh? Are you blind?\Well, we've known each other a while.\I'm kind of like a big brother.\We're just neighbors.\You know how she always makes enemies? response:	Then her trusty big bro comes in and cleans up the mess.
context: Don't you mean you and cup noodles?\You're such good friends.\Huh? Are you blind?\Well, we've known each other a while.\I'm kind of like a big brother.\We're just neighbors.\You know how she always makes enemies?\Then her trusty big bro comes in and cleans up the mess. response:	Neighbors... That's all.
context: You're such good friends.\Huh? Are you blind?\Well, we've known each other a while.\I'm kind of like a big brother.\We're just neighbors.\You know how she always makes enemies?\Then her trusty big bro comes in and cleans up the mess.\Neighbors... That's all. response:	Feel free to call me big brother.
context: Huh? Are you blind?\Well, we've known each other a while.\I'm kind of like a big brother.\We're just neighbors.\You know how she always makes enemies?\Then her trusty big bro comes in and cleans up the mess.\Neighbors... That's all.\Feel free to call me big brother. response:	I shall be sure to.
context: Well, we've known each other a while.\I'm kind of like a big brother.\We're just neighbors.\You know how she always makes enemies?\Then her trusty big bro comes in and cleans up the mess.\Neighbors... That's all.\Feel free to call me big brother.\I shall be sure to. response:	No, you won't!
context: I'm kind of like a big brother.\We're just neighbors.\You know how she always makes enemies?\Then her trusty big bro comes in and cleans up the mess.\Neighbors... That's all.\Feel free to call me big brother.\I shall be sure to.\No, you won't! response:	Well, let's get going.
context: We're just neighbors.\You know how she always makes enemies?\Then her trusty big bro comes in and cleans up the mess.\Neighbors... That's all.\Feel free to call me big brother.\I shall be sure to.\No, you won't!\Well, let's get going. response:	Why don't we hang out more?
context: You know how she always makes enemies?\Then her trusty big bro comes in and cleans up the mess.\Neighbors... That's all.\Feel free to call me big brother.\I shall be sure to.\No, you won't!\Well, let's get going.\Why don't we hang out more? response:	Specifically, until six o'clock.
context: Then her trusty big bro comes in and cleans up the mess.\Neighbors... That's all.\Feel free to call me big brother.\I shall be sure to.\No, you won't!\Well, let's get going.\Why don't we hang out more?\Specifically, until six o'clock. response:	Why specifically until then?
context: Neighbors... That's all.\Feel free to call me big brother.\I shall be sure to.\No, you won't!\Well, let's get going.\Why don't we hang out more?\Specifically, until six o'clock.\Why specifically until then? response:	Isn't there anything else we need to buy?
context: Feel free to call me big brother.\I shall be sure to.\No, you won't!\Well, let's get going.\Why don't we hang out more?\Specifically, until six o'clock.\Why specifically until then?\Isn't there anything else we need to buy? response:	Like...
context: I shall be sure to.\No, you won't!\Well, let's get going.\Why don't we hang out more?\Specifically, until six o'clock.\Why specifically until then?\Isn't there anything else we need to buy?\Like... response:	How about you, Miketsukami?
context: No, you won't!\Well, let's get going.\Why don't we hang out more?\Specifically, until six o'clock.\Why specifically until then?\Isn't there anything else we need to buy?\Like...\How about you, Miketsukami? response:	I am here entirely in my capacity as Miss Ririchiyo's Secret Service agent,
context: Well, let's get going.\Why don't we hang out more?\Specifically, until six o'clock.\Why specifically until then?\Isn't there anything else we need to buy?\Like...\How about you, Miketsukami?\I am here entirely in my capacity as Miss Ririchiyo's Secret Service agent, response:	so please don't concern yourself over me.
context: Why don't we hang out more?\Specifically, until six o'clock.\Why specifically until then?\Isn't there anything else we need to buy?\Like...\How about you, Miketsukami?\I am here entirely in my capacity as Miss Ririchiyo's Secret Service agent,\so please don't concern yourself over me. response:	Come on, dude. Isn't that boring?
context: Specifically, until six o'clock.\Why specifically until then?\Isn't there anything else we need to buy?\Like...\How about you, Miketsukami?\I am here entirely in my capacity as Miss Ririchiyo's Secret Service agent,\so please don't concern yourself over me.\Come on, dude. Isn't that boring? response:	Not at all.
context: Why specifically until then?\Isn't there anything else we need to buy?\Like...\How about you, Miketsukami?\I am here entirely in my capacity as Miss Ririchiyo's Secret Service agent,\so please don't concern yourself over me.\Come on, dude. Isn't that boring?\Not at all. response:	Just accompanying Miss Ririchiyo on her shopping excursion...
context: Isn't there anything else we need to buy?\Like...\How about you, Miketsukami?\I am here entirely in my capacity as Miss Ririchiyo's Secret Service agent,\so please don't concern yourself over me.\Come on, dude. Isn't that boring?\Not at all.\Just accompanying Miss Ririchiyo on her shopping excursion... response:	It's like a dream to me.
context: Like...\How about you, Miketsukami?\I am here entirely in my capacity as Miss Ririchiyo's Secret Service agent,\so please don't concern yourself over me.\Come on, dude. Isn't that boring?\Not at all.\Just accompanying Miss Ririchiyo on her shopping excursion...\It's like a dream to me. response:	What did you do to him?
context: How about you, Miketsukami?\I am here entirely in my capacity as Miss Ririchiyo's Secret Service agent,\so please don't concern yourself over me.\Come on, dude. Isn't that boring?\Not at all.\Just accompanying Miss Ririchiyo on her shopping excursion...\It's like a dream to me.\What did you do to him? response:	I have no idea.
context: I am here entirely in my capacity as Miss Ririchiyo's Secret Service agent,\so please don't concern yourself over me.\Come on, dude. Isn't that boring?\Not at all.\Just accompanying Miss Ririchiyo on her shopping excursion...\It's like a dream to me.\What did you do to him?\I have no idea. response:	Like he did for me...
context: so please don't concern yourself over me.\Come on, dude. Isn't that boring?\Not at all.\Just accompanying Miss Ririchiyo on her shopping excursion...\It's like a dream to me.\What did you do to him?\I have no idea.\Like he did for me... response:	Isn't there something more that I could discover...
context: Come on, dude. Isn't that boring?\Not at all.\Just accompanying Miss Ririchiyo on her shopping excursion...\It's like a dream to me.\What did you do to him?\I have no idea.\Like he did for me...\Isn't there something more that I could discover... response:	to do for him?
context: Not at all.\Just accompanying Miss Ririchiyo on her shopping excursion...\It's like a dream to me.\What did you do to him?\I have no idea.\Like he did for me...\Isn't there something more that I could discover...\to do for him? response:	We're back.
context: Just accompanying Miss Ririchiyo on her shopping excursion...\It's like a dream to me.\What did you do to him?\I have no idea.\Like he did for me...\Isn't there something more that I could discover...\to do for him?\We're back. response:	Why are we going to the lounge?
context: It's like a dream to me.\What did you do to him?\I have no idea.\Like he did for me...\Isn't there something more that I could discover...\to do for him?\We're back.\Why are we going to the lounge? response:	Just come onaE”
context: What did you do to him?\I have no idea.\Like he did for me...\Isn't there something more that I could discover...\to do for him?\We're back.\Why are we going to the lounge?\Just come onaE” response:	Huh?
context: I have no idea.\Like he did for me...\Isn't there something more that I could discover...\to do for him?\We're back.\Why are we going to the lounge?\Just come onaE”\Huh? response:	Hey, hey...
context: Like he did for me...\Isn't there something more that I could discover...\to do for him?\We're back.\Why are we going to the lounge?\Just come onaE”\Huh?\Hey, hey... response:	You flattened me.
context: Isn't there something more that I could discover...\to do for him?\We're back.\Why are we going to the lounge?\Just come onaE”\Huh?\Hey, hey...\You flattened me. response:	I'm not in the mood for jokes!
context: to do for him?\We're back.\Why are we going to the lounge?\Just come onaE”\Huh?\Hey, hey...\You flattened me.\I'm not in the mood for jokes! response:	This is not the time.
context: We're back.\Why are we going to the lounge?\Just come onaE”\Huh?\Hey, hey...\You flattened me.\I'm not in the mood for jokes!\This is not the time. response:	Karuta hasn't come home yet!
context: Why are we going to the lounge?\Just come onaE”\Huh?\Hey, hey...\You flattened me.\I'm not in the mood for jokes!\This is not the time.\Karuta hasn't come home yet! response:	Karuta hasn't come home yet?
context: Just come onaE”\Huh?\Hey, hey...\You flattened me.\I'm not in the mood for jokes!\This is not the time.\Karuta hasn't come home yet!\Karuta hasn't come home yet? response:	I can't reach her cell phone.
context: Huh?\Hey, hey...\You flattened me.\I'm not in the mood for jokes!\This is not the time.\Karuta hasn't come home yet!\Karuta hasn't come home yet?\I can't reach her cell phone. response:	It's already twilight.
context: Hey, hey...\You flattened me.\I'm not in the mood for jokes!\This is not the time.\Karuta hasn't come home yet!\Karuta hasn't come home yet?\I can't reach her cell phone.\It's already twilight. response:	It couldn't be...
context: You flattened me.\I'm not in the mood for jokes!\This is not the time.\Karuta hasn't come home yet!\Karuta hasn't come home yet?\I can't reach her cell phone.\It's already twilight.\It couldn't be... response:	When I imagine my little Karuta
context: I'm not in the mood for jokes!\This is not the time.\Karuta hasn't come home yet!\Karuta hasn't come home yet?\I can't reach her cell phone.\It's already twilight.\It couldn't be...\When I imagine my little Karuta response:	being subjected to tentacle torture,
context: This is not the time.\Karuta hasn't come home yet!\Karuta hasn't come home yet?\I can't reach her cell phone.\It's already twilight.\It couldn't be...\When I imagine my little Karuta\being subjected to tentacle torture, response:	I can't just sit here!
context: Karuta hasn't come home yet!\Karuta hasn't come home yet?\I can't reach her cell phone.\It's already twilight.\It couldn't be...\When I imagine my little Karuta\being subjected to tentacle torture,\I can't just sit here! response:	Your glasses have fogged up.
context: Karuta hasn't come home yet?\I can't reach her cell phone.\It's already twilight.\It couldn't be...\When I imagine my little Karuta\being subjected to tentacle torture,\I can't just sit here!\Your glasses have fogged up. response:	The sun is setting.
context: I can't reach her cell phone.\It's already twilight.\It couldn't be...\When I imagine my little Karuta\being subjected to tentacle torture,\I can't just sit here!\Your glasses have fogged up.\The sun is setting. response:	This is a dangerous time.
context: It's already twilight.\It couldn't be...\When I imagine my little Karuta\being subjected to tentacle torture,\I can't just sit here!\Your glasses have fogged up.\The sun is setting.\This is a dangerous time. response:	Dangerous for those of us carrying ancestral blood of supernatural creatures.
context: It couldn't be...\When I imagine my little Karuta\being subjected to tentacle torture,\I can't just sit here!\Your glasses have fogged up.\The sun is setting.\This is a dangerous time.\Dangerous for those of us carrying ancestral blood of supernatural creatures. response:	Miss Ririchiyo, you should wait here.
context: When I imagine my little Karuta\being subjected to tentacle torture,\I can't just sit here!\Your glasses have fogged up.\The sun is setting.\This is a dangerous time.\Dangerous for those of us carrying ancestral blood of supernatural creatures.\Miss Ririchiyo, you should wait here. response:	We don't have time for this.
context: being subjected to tentacle torture,\I can't just sit here!\Your glasses have fogged up.\The sun is setting.\This is a dangerous time.\Dangerous for those of us carrying ancestral blood of supernatural creatures.\Miss Ririchiyo, you should wait here.\We don't have time for this. response:	Let's get a move on.
context: I can't just sit here!\Your glasses have fogged up.\The sun is setting.\This is a dangerous time.\Dangerous for those of us carrying ancestral blood of supernatural creatures.\Miss Ririchiyo, you should wait here.\We don't have time for this.\Let's get a move on. response:	So, let's split up to look for her.
context: Your glasses have fogged up.\The sun is setting.\This is a dangerous time.\Dangerous for those of us carrying ancestral blood of supernatural creatures.\Miss Ririchiyo, you should wait here.\We don't have time for this.\Let's get a move on.\So, let's split up to look for her. response:	Give me your cell phone numbers.
context: The sun is setting.\This is a dangerous time.\Dangerous for those of us carrying ancestral blood of supernatural creatures.\Miss Ririchiyo, you should wait here.\We don't have time for this.\Let's get a move on.\So, let's split up to look for her.\Give me your cell phone numbers. response:	I didn't think my first use of this phone would be for this.
context: This is a dangerous time.\Dangerous for those of us carrying ancestral blood of supernatural creatures.\Miss Ririchiyo, you should wait here.\We don't have time for this.\Let's get a move on.\So, let's split up to look for her.\Give me your cell phone numbers.\I didn't think my first use of this phone would be for this. response:	Ready?
context: Dangerous for those of us carrying ancestral blood of supernatural creatures.\Miss Ririchiyo, you should wait here.\We don't have time for this.\Let's get a move on.\So, let's split up to look for her.\Give me your cell phone numbers.\I didn't think my first use of this phone would be for this.\Ready? response:	Receiving
context: Miss Ririchiyo, you should wait here.\We don't have time for this.\Let's get a move on.\So, let's split up to look for her.\Give me your cell phone numbers.\I didn't think my first use of this phone would be for this.\Ready?\Receiving response:	Finished. Would you like to save? 1 - Yes 2 - No
context: We don't have time for this.\Let's get a move on.\So, let's split up to look for her.\Give me your cell phone numbers.\I didn't think my first use of this phone would be for this.\Ready?\Receiving\Finished. Would you like to save? 1 - Yes 2 - No response:	Renshou Sorinozuka
context: Let's get a move on.\So, let's split up to look for her.\Give me your cell phone numbers.\I didn't think my first use of this phone would be for this.\Ready?\Receiving\Finished. Would you like to save? 1 - Yes 2 - No\Renshou Sorinozuka response:	Renshou Sorinozuka Soushi Miketsukami
context: So, let's split up to look for her.\Give me your cell phone numbers.\I didn't think my first use of this phone would be for this.\Ready?\Receiving\Finished. Would you like to save? 1 - Yes 2 - No\Renshou Sorinozuka\Renshou Sorinozuka Soushi Miketsukami response:	It is.
context: Give me your cell phone numbers.\I didn't think my first use of this phone would be for this.\Ready?\Receiving\Finished. Would you like to save? 1 - Yes 2 - No\Renshou Sorinozuka\Renshou Sorinozuka Soushi Miketsukami\It is. response:	Of course it is!
context: I didn't think my first use of this phone would be for this.\Ready?\Receiving\Finished. Would you like to save? 1 - Yes 2 - No\Renshou Sorinozuka\Renshou Sorinozuka Soushi Miketsukami\It is.\Of course it is! response:	Then I'll search by air.
context: Ready?\Receiving\Finished. Would you like to save? 1 - Yes 2 - No\Renshou Sorinozuka\Renshou Sorinozuka Soushi Miketsukami\It is.\Of course it is!\Then I'll search by air. response:	Wait!
context: Receiving\Finished. Would you like to save? 1 - Yes 2 - No\Renshou Sorinozuka\Renshou Sorinozuka Soushi Miketsukami\It is.\Of course it is!\Then I'll search by air.\Wait! response:	What if someone sees you?
context: Finished. Would you like to save? 1 - Yes 2 - No\Renshou Sorinozuka\Renshou Sorinozuka Soushi Miketsukami\It is.\Of course it is!\Then I'll search by air.\Wait!\What if someone sees you? response:	Don't worry...
context: Renshou Sorinozuka\Renshou Sorinozuka Soushi Miketsukami\It is.\Of course it is!\Then I'll search by air.\Wait!\What if someone sees you?\Don't worry... response:	I'll just pretend to be some paper floating in the wind!
context: Renshou Sorinozuka Soushi Miketsukami\It is.\Of course it is!\Then I'll search by air.\Wait!\What if someone sees you?\Don't worry...\I'll just pretend to be some paper floating in the wind! response:	You idiot...
context: It is.\Of course it is!\Then I'll search by air.\Wait!\What if someone sees you?\Don't worry...\I'll just pretend to be some paper floating in the wind!\You idiot... response:	What if you get lost, tooaE”
context: Of course it is!\Then I'll search by air.\Wait!\What if someone sees you?\Don't worry...\I'll just pretend to be some paper floating in the wind!\You idiot...\What if you get lost, tooaE” response:	Miss Ririchiyo!
context: Then I'll search by air.\Wait!\What if someone sees you?\Don't worry...\I'll just pretend to be some paper floating in the wind!\You idiot...\What if you get lost, tooaE”\Miss Ririchiyo! response:	Where am I?
context: Wait!\What if someone sees you?\Don't worry...\I'll just pretend to be some paper floating in the wind!\You idiot...\What if you get lost, tooaE”\Miss Ririchiyo!\Where am I? response:	A wall...
context: What if someone sees you?\Don't worry...\I'll just pretend to be some paper floating in the wind!\You idiot...\What if you get lost, tooaE”\Miss Ririchiyo!\Where am I?\A wall... response:	Miss Ririchiyo!
context: Don't worry...\I'll just pretend to be some paper floating in the wind!\You idiot...\What if you get lost, tooaE”\Miss Ririchiyo!\Where am I?\A wall...\Miss Ririchiyo! response:	Miss Ririchiyo... Miss Ririchiyo!
context: I'll just pretend to be some paper floating in the wind!\You idiot...\What if you get lost, tooaE”\Miss Ririchiyo!\Where am I?\A wall...\Miss Ririchiyo!\Miss Ririchiyo... Miss Ririchiyo! response:	Are you all right, Miss Ririchiyo?
context: You idiot...\What if you get lost, tooaE”\Miss Ririchiyo!\Where am I?\A wall...\Miss Ririchiyo!\Miss Ririchiyo... Miss Ririchiyo!\Are you all right, Miss Ririchiyo? response:	What is this?
context: What if you get lost, tooaE”\Miss Ririchiyo!\Where am I?\A wall...\Miss Ririchiyo!\Miss Ririchiyo... Miss Ririchiyo!\Are you all right, Miss Ririchiyo?\What is this? response:	I'm afraid she's behind this wall.
context: Miss Ririchiyo!\Where am I?\A wall...\Miss Ririchiyo!\Miss Ririchiyo... Miss Ririchiyo!\Are you all right, Miss Ririchiyo?\What is this?\I'm afraid she's behind this wall. response:	What?
context: Where am I?\A wall...\Miss Ririchiyo!\Miss Ririchiyo... Miss Ririchiyo!\Are you all right, Miss Ririchiyo?\What is this?\I'm afraid she's behind this wall.\What? response:	Big Brother, could you go in and have a look?
context: A wall...\Miss Ririchiyo!\Miss Ririchiyo... Miss Ririchiyo!\Are you all right, Miss Ririchiyo?\What is this?\I'm afraid she's behind this wall.\What?\Big Brother, could you go in and have a look? response:	Sure, but what about you?
context: Miss Ririchiyo!\Miss Ririchiyo... Miss Ririchiyo!\Are you all right, Miss Ririchiyo?\What is this?\I'm afraid she's behind this wall.\What?\Big Brother, could you go in and have a look?\Sure, but what about you? response:	I shall try to do something from here.
context: Miss Ririchiyo... Miss Ririchiyo!\Are you all right, Miss Ririchiyo?\What is this?\I'm afraid she's behind this wall.\What?\Big Brother, could you go in and have a look?\Sure, but what about you?\I shall try to do something from here. response:	Hey! Ririchiyo!
context: Are you all right, Miss Ririchiyo?\What is this?\I'm afraid she's behind this wall.\What?\Big Brother, could you go in and have a look?\Sure, but what about you?\I shall try to do something from here.\Hey! Ririchiyo! response:	Sorinozuka?
context: What is this?\I'm afraid she's behind this wall.\What?\Big Brother, could you go in and have a look?\Sure, but what about you?\I shall try to do something from here.\Hey! Ririchiyo!\Sorinozuka? response:	Whew, that was high...
context: I'm afraid she's behind this wall.\What?\Big Brother, could you go in and have a look?\Sure, but what about you?\I shall try to do something from here.\Hey! Ririchiyo!\Sorinozuka?\Whew, that was high... response:	You okay?
context: What?\Big Brother, could you go in and have a look?\Sure, but what about you?\I shall try to do something from here.\Hey! Ririchiyo!\Sorinozuka?\Whew, that was high...\You okay? response:	Why wouldn't I be?
context: Big Brother, could you go in and have a look?\Sure, but what about you?\I shall try to do something from here.\Hey! Ririchiyo!\Sorinozuka?\Whew, that was high...\You okay?\Why wouldn't I be? response:	It's just a stupid nurikabe.
context: Sure, but what about you?\I shall try to do something from here.\Hey! Ririchiyo!\Sorinozuka?\Whew, that was high...\You okay?\Why wouldn't I be?\It's just a stupid nurikabe. response:	All this spirit can do is block your way
context: I shall try to do something from here.\Hey! Ririchiyo!\Sorinozuka?\Whew, that was high...\You okay?\Why wouldn't I be?\It's just a stupid nurikabe.\All this spirit can do is block your way response:	when it manifests at night.
context: Hey! Ririchiyo!\Sorinozuka?\Whew, that was high...\You okay?\Why wouldn't I be?\It's just a stupid nurikabe.\All this spirit can do is block your way\when it manifests at night. response:	A nurikabe is a creature that creates an invisible wall at night,
context: Sorinozuka?\Whew, that was high...\You okay?\Why wouldn't I be?\It's just a stupid nurikabe.\All this spirit can do is block your way\when it manifests at night.\A nurikabe is a creature that creates an invisible wall at night, response:	preventing you from moving past.
