context: The Scale Festival starts tomorrow, huh? response:	Everyone is really excited.
context: Let us go, my lord.\If we go as a couple, it's free!\It's free! Totally free!\Let's go!\Um...\Shiroe!\My lord!\This is a problem. response:	What should I do?
context: If we go as a couple, it's free!\It's free! Totally free!\Let's go!\Um...\Shiroe!\My lord!\This is a problem.\What should I do? response:	I know.
context: It's free! Totally free!\Let's go!\Um...\Shiroe!\My lord!\This is a problem.\What should I do?\I know. response:	Maybe not this...
context: Let's go!\Um...\Shiroe!\My lord!\This is a problem.\What should I do?\I know.\Maybe not this... response:	Minori!
context: Um...\Shiroe!\My lord!\This is a problem.\What should I do?\I know.\Maybe not this...\Minori! response:	There's a pre-festival dance tonight.
context: Shiroe!\My lord!\This is a problem.\What should I do?\I know.\Maybe not this...\Minori!\There's a pre-festival dance tonight. response:	Wanna come with...
context: My lord!\This is a problem.\What should I do?\I know.\Maybe not this...\Minori!\There's a pre-festival dance tonight.\Wanna come with... response:	Uh, what are you doing?
context: This is a problem.\What should I do?\I know.\Maybe not this...\Minori!\There's a pre-festival dance tonight.\Wanna come with...\Uh, what are you doing? response:	I'll be going out with Shiroe tomorrow,
context: What should I do?\I know.\Maybe not this...\Minori!\There's a pre-festival dance tonight.\Wanna come with...\Uh, what are you doing?\I'll be going out with Shiroe tomorrow, response:	but I'm not sure what to wear.
context: I know.\Maybe not this...\Minori!\There's a pre-festival dance tonight.\Wanna come with...\Uh, what are you doing?\I'll be going out with Shiroe tomorrow,\but I'm not sure what to wear. response:	Going out?
context: Maybe not this...\Minori!\There's a pre-festival dance tonight.\Wanna come with...\Uh, what are you doing?\I'll be going out with Shiroe tomorrow,\but I'm not sure what to wear.\Going out? response:	With Shiroe, the shut-in?!
context: Minori!\There's a pre-festival dance tonight.\Wanna come with...\Uh, what are you doing?\I'll be going out with Shiroe tomorrow,\but I'm not sure what to wear.\Going out?\With Shiroe, the shut-in?! response:	I don't think I've seen him outside for a week.
context: There's a pre-festival dance tonight.\Wanna come with...\Uh, what are you doing?\I'll be going out with Shiroe tomorrow,\but I'm not sure what to wear.\Going out?\With Shiroe, the shut-in?!\I don't think I've seen him outside for a week. response:	So, where are you going?
context: Wanna come with...\Uh, what are you doing?\I'll be going out with Shiroe tomorrow,\but I'm not sure what to wear.\Going out?\With Shiroe, the shut-in?!\I don't think I've seen him outside for a week.\So, where are you going? response:	A cake buffet.
context: Uh, what are you doing?\I'll be going out with Shiroe tomorrow,\but I'm not sure what to wear.\Going out?\With Shiroe, the shut-in?!\I don't think I've seen him outside for a week.\So, where are you going?\A cake buffet. response:	Shiroe, eating cake?
context: I'll be going out with Shiroe tomorrow,\but I'm not sure what to wear.\Going out?\With Shiroe, the shut-in?!\I don't think I've seen him outside for a week.\So, where are you going?\A cake buffet.\Shiroe, eating cake? response:	Why?
context: but I'm not sure what to wear.\Going out?\With Shiroe, the shut-in?!\I don't think I've seen him outside for a week.\So, where are you going?\A cake buffet.\Shiroe, eating cake?\Why? response:	Well, if you win this contest,
context: Going out?\With Shiroe, the shut-in?!\I don't think I've seen him outside for a week.\So, where are you going?\A cake buffet.\Shiroe, eating cake?\Why?\Well, if you win this contest, response:	you get two tickets to the Twilight Banquet with Princess Lenessia on the second day.
context: With Shiroe, the shut-in?!\I don't think I've seen him outside for a week.\So, where are you going?\A cake buffet.\Shiroe, eating cake?\Why?\Well, if you win this contest,\you get two tickets to the Twilight Banquet with Princess Lenessia on the second day. response:	Participants compete to see who can eat the most slices! The top two teams advance to the final battle!
context: I don't think I've seen him outside for a week.\So, where are you going?\A cake buffet.\Shiroe, eating cake?\Why?\Well, if you win this contest,\you get two tickets to the Twilight Banquet with Princess Lenessia on the second day.\Participants compete to see who can eat the most slices! The top two teams advance to the final battle! response:	No one trusts Shiroe. They say they don't know what he's thinking...
context: So, where are you going?\A cake buffet.\Shiroe, eating cake?\Why?\Well, if you win this contest,\you get two tickets to the Twilight Banquet with Princess Lenessia on the second day.\Participants compete to see who can eat the most slices! The top two teams advance to the final battle!\No one trusts Shiroe. They say they don't know what he's thinking... response:	But he's actually really nice.
context: A cake buffet.\Shiroe, eating cake?\Why?\Well, if you win this contest,\you get two tickets to the Twilight Banquet with Princess Lenessia on the second day.\Participants compete to see who can eat the most slices! The top two teams advance to the final battle!\No one trusts Shiroe. They say they don't know what he's thinking...\But he's actually really nice. response:	I'm sad that they don't understand him.
context: Shiroe, eating cake?\Why?\Well, if you win this contest,\you get two tickets to the Twilight Banquet with Princess Lenessia on the second day.\Participants compete to see who can eat the most slices! The top two teams advance to the final battle!\No one trusts Shiroe. They say they don't know what he's thinking...\But he's actually really nice.\I'm sad that they don't understand him. response:	I want them all to know more about him.
context: Why?\Well, if you win this contest,\you get two tickets to the Twilight Banquet with Princess Lenessia on the second day.\Participants compete to see who can eat the most slices! The top two teams advance to the final battle!\No one trusts Shiroe. They say they don't know what he's thinking...\But he's actually really nice.\I'm sad that they don't understand him.\I want them all to know more about him. response:	I understand!
context: Well, if you win this contest,\you get two tickets to the Twilight Banquet with Princess Lenessia on the second day.\Participants compete to see who can eat the most slices! The top two teams advance to the final battle!\No one trusts Shiroe. They say they don't know what he's thinking...\But he's actually really nice.\I'm sad that they don't understand him.\I want them all to know more about him.\I understand! response:	Okay! Got it!
context: you get two tickets to the Twilight Banquet with Princess Lenessia on the second day.\Participants compete to see who can eat the most slices! The top two teams advance to the final battle!\No one trusts Shiroe. They say they don't know what he's thinking...\But he's actually really nice.\I'm sad that they don't understand him.\I want them all to know more about him.\I understand!\Okay! Got it! response:	I'll help you!
context: Participants compete to see who can eat the most slices! The top two teams advance to the final battle!\No one trusts Shiroe. They say they don't know what he's thinking...\But he's actually really nice.\I'm sad that they don't understand him.\I want them all to know more about him.\I understand!\Okay! Got it!\I'll help you! response:	I'll coordinate your outfit!
context: No one trusts Shiroe. They say they don't know what he's thinking...\But he's actually really nice.\I'm sad that they don't understand him.\I want them all to know more about him.\I understand!\Okay! Got it!\I'll help you!\I'll coordinate your outfit! response:	Really? Thanks!
context: But he's actually really nice.\I'm sad that they don't understand him.\I want them all to know more about him.\I understand!\Okay! Got it!\I'll help you!\I'll coordinate your outfit!\Really? Thanks! response:	Why does Minori have to put pressure on me?
context: I'm sad that they don't understand him.\I want them all to know more about him.\I understand!\Okay! Got it!\I'll help you!\I'll coordinate your outfit!\Really? Thanks!\Why does Minori have to put pressure on me? response:	My rival is a middle-schooler?
context: I want them all to know more about him.\I understand!\Okay! Got it!\I'll help you!\I'll coordinate your outfit!\Really? Thanks!\Why does Minori have to put pressure on me?\My rival is a middle-schooler? response:	Even if he does normally treat me like a kid, this doesn't seem fair...
context: I understand!\Okay! Got it!\I'll help you!\I'll coordinate your outfit!\Really? Thanks!\Why does Minori have to put pressure on me?\My rival is a middle-schooler?\Even if he does normally treat me like a kid, this doesn't seem fair... response:	Is it my lord's fault for treating me as a kid?
context: Okay! Got it!\I'll help you!\I'll coordinate your outfit!\Really? Thanks!\Why does Minori have to put pressure on me?\My rival is a middle-schooler?\Even if he does normally treat me like a kid, this doesn't seem fair...\Is it my lord's fault for treating me as a kid? response:	Is it?
context: I'll help you!\I'll coordinate your outfit!\Really? Thanks!\Why does Minori have to put pressure on me?\My rival is a middle-schooler?\Even if he does normally treat me like a kid, this doesn't seem fair...\Is it my lord's fault for treating me as a kid?\Is it? response:	But...
context: I'll coordinate your outfit!\Really? Thanks!\Why does Minori have to put pressure on me?\My rival is a middle-schooler?\Even if he does normally treat me like a kid, this doesn't seem fair...\Is it my lord's fault for treating me as a kid?\Is it?\But... response:	My lord didn't judge me based on my appearance or level.
context: Really? Thanks!\Why does Minori have to put pressure on me?\My rival is a middle-schooler?\Even if he does normally treat me like a kid, this doesn't seem fair...\Is it my lord's fault for treating me as a kid?\Is it?\But...\My lord didn't judge me based on my appearance or level. response:	He accepted me for who I am...
context: Why does Minori have to put pressure on me?\My rival is a middle-schooler?\Even if he does normally treat me like a kid, this doesn't seem fair...\Is it my lord's fault for treating me as a kid?\Is it?\But...\My lord didn't judge me based on my appearance or level.\He accepted me for who I am... response:	My lord said he'd attend the buffet with both Minori and me.
context: My rival is a middle-schooler?\Even if he does normally treat me like a kid, this doesn't seem fair...\Is it my lord's fault for treating me as a kid?\Is it?\But...\My lord didn't judge me based on my appearance or level.\He accepted me for who I am...\My lord said he'd attend the buffet with both Minori and me. response:	But it's supposed to be a couple, so we'll probably be alone...
context: Even if he does normally treat me like a kid, this doesn't seem fair...\Is it my lord's fault for treating me as a kid?\Is it?\But...\My lord didn't judge me based on my appearance or level.\He accepted me for who I am...\My lord said he'd attend the buffet with both Minori and me.\But it's supposed to be a couple, so we'll probably be alone... response:	Is this situation...
context: Is it my lord's fault for treating me as a kid?\Is it?\But...\My lord didn't judge me based on my appearance or level.\He accepted me for who I am...\My lord said he'd attend the buffet with both Minori and me.\But it's supposed to be a couple, so we'll probably be alone...\Is this situation... response:	Impossible...
context: Is it?\But...\My lord didn't judge me based on my appearance or level.\He accepted me for who I am...\My lord said he'd attend the buffet with both Minori and me.\But it's supposed to be a couple, so we'll probably be alone...\Is this situation...\Impossible... response:	Impossible!
context: But...\My lord didn't judge me based on my appearance or level.\He accepted me for who I am...\My lord said he'd attend the buffet with both Minori and me.\But it's supposed to be a couple, so we'll probably be alone...\Is this situation...\Impossible...\Impossible! response:	And what will I wear?!
context: My lord didn't judge me based on my appearance or level.\He accepted me for who I am...\My lord said he'd attend the buffet with both Minori and me.\But it's supposed to be a couple, so we'll probably be alone...\Is this situation...\Impossible...\Impossible!\And what will I wear?! response:	What do you suppose is going on?
context: He accepted me for who I am...\My lord said he'd attend the buffet with both Minori and me.\But it's supposed to be a couple, so we'll probably be alone...\Is this situation...\Impossible...\Impossible!\And what will I wear?!\What do you suppose is going on? response:	It's getting lively around here.
context: My lord said he'd attend the buffet with both Minori and me.\But it's supposed to be a couple, so we'll probably be alone...\Is this situation...\Impossible...\Impossible!\And what will I wear?!\What do you suppose is going on?\It's getting lively around here. response:	I have no cute clothes.
context: But it's supposed to be a couple, so we'll probably be alone...\Is this situation...\Impossible...\Impossible!\And what will I wear?!\What do you suppose is going on?\It's getting lively around here.\I have no cute clothes. response:	What am I going to wear?
context: Is this situation...\Impossible...\Impossible!\And what will I wear?!\What do you suppose is going on?\It's getting lively around here.\I have no cute clothes.\What am I going to wear? response:	Oh, I'll ask someone to help me.
context: Impossible...\Impossible!\And what will I wear?!\What do you suppose is going on?\It's getting lively around here.\I have no cute clothes.\What am I going to wear?\Oh, I'll ask someone to help me. response:	What's happened?
context: Impossible!\And what will I wear?!\What do you suppose is going on?\It's getting lively around here.\I have no cute clothes.\What am I going to wear?\Oh, I'll ask someone to help me.\What's happened? response:	I felt it...
context: And what will I wear?!\What do you suppose is going on?\It's getting lively around here.\I have no cute clothes.\What am I going to wear?\Oh, I'll ask someone to help me.\What's happened?\I felt it... response:	Akatsuki needs my help!
context: What do you suppose is going on?\It's getting lively around here.\I have no cute clothes.\What am I going to wear?\Oh, I'll ask someone to help me.\What's happened?\I felt it...\Akatsuki needs my help! response:	Akatsuki!
context: It's getting lively around here.\I have no cute clothes.\What am I going to wear?\Oh, I'll ask someone to help me.\What's happened?\I felt it...\Akatsuki needs my help!\Akatsuki! response:	I'll pick something myself...
context: I have no cute clothes.\What am I going to wear?\Oh, I'll ask someone to help me.\What's happened?\I felt it...\Akatsuki needs my help!\Akatsuki!\I'll pick something myself... response:	Crafting Guild Council Office Knock First!!
context: What am I going to wear?\Oh, I'll ask someone to help me.\What's happened?\I felt it...\Akatsuki needs my help!\Akatsuki!\I'll pick something myself...\Crafting Guild Council Office Knock First!! response:	No, no...
context: Oh, I'll ask someone to help me.\What's happened?\I felt it...\Akatsuki needs my help!\Akatsuki!\I'll pick something myself...\Crafting Guild Council Office Knock First!!\No, no... response:	That's going to be expensive.
context: What's happened?\I felt it...\Akatsuki needs my help!\Akatsuki!\I'll pick something myself...\Crafting Guild Council Office Knock First!!\No, no...\That's going to be expensive. response:	No, I'm afraid not.
context: I felt it...\Akatsuki needs my help!\Akatsuki!\I'll pick something myself...\Crafting Guild Council Office Knock First!!\No, no...\That's going to be expensive.\No, I'm afraid not. response:	The Council doesn't play favorites.
context: Akatsuki needs my help!\Akatsuki!\I'll pick something myself...\Crafting Guild Council Office Knock First!!\No, no...\That's going to be expensive.\No, I'm afraid not.\The Council doesn't play favorites. response:	Your location is determined by lottery.
context: Akatsuki!\I'll pick something myself...\Crafting Guild Council Office Knock First!!\No, no...\That's going to be expensive.\No, I'm afraid not.\The Council doesn't play favorites.\Your location is determined by lottery. response:	We must adhere to that.
context: I'll pick something myself...\Crafting Guild Council Office Knock First!!\No, no...\That's going to be expensive.\No, I'm afraid not.\The Council doesn't play favorites.\Your location is determined by lottery.\We must adhere to that. response:	Hey, you're doing all that yourself?
context: Crafting Guild Council Office Knock First!!\No, no...\That's going to be expensive.\No, I'm afraid not.\The Council doesn't play favorites.\Your location is determined by lottery.\We must adhere to that.\Hey, you're doing all that yourself? response:	I don't have a choice.
context: No, no...\That's going to be expensive.\No, I'm afraid not.\The Council doesn't play favorites.\Your location is determined by lottery.\We must adhere to that.\Hey, you're doing all that yourself?\I don't have a choice. response:	This place is like a business congress.
context: That's going to be expensive.\No, I'm afraid not.\The Council doesn't play favorites.\Your location is determined by lottery.\We must adhere to that.\Hey, you're doing all that yourself?\I don't have a choice.\This place is like a business congress. response:	Then, are these all...
context: No, I'm afraid not.\The Council doesn't play favorites.\Your location is determined by lottery.\We must adhere to that.\Hey, you're doing all that yourself?\I don't have a choice.\This place is like a business congress.\Then, are these all... response:	I asked everyone to submit them
context: The Council doesn't play favorites.\Your location is determined by lottery.\We must adhere to that.\Hey, you're doing all that yourself?\I don't have a choice.\This place is like a business congress.\Then, are these all...\I asked everyone to submit them response:	so I could check for any dangerous items.
context: Your location is determined by lottery.\We must adhere to that.\Hey, you're doing all that yourself?\I don't have a choice.\This place is like a business congress.\Then, are these all...\I asked everyone to submit them\so I could check for any dangerous items. response:	It's a terrifying amount.
context: We must adhere to that.\Hey, you're doing all that yourself?\I don't have a choice.\This place is like a business congress.\Then, are these all...\I asked everyone to submit them\so I could check for any dangerous items.\It's a terrifying amount. response:	Isn't it?
context: Hey, you're doing all that yourself?\I don't have a choice.\This place is like a business congress.\Then, are these all...\I asked everyone to submit them\so I could check for any dangerous items.\It's a terrifying amount.\Isn't it? response:	The People of the Land's merchants are also coming.
context: I don't have a choice.\This place is like a business congress.\Then, are these all...\I asked everyone to submit them\so I could check for any dangerous items.\It's a terrifying amount.\Isn't it?\The People of the Land's merchants are also coming. response:	I'm getting the sense that the festival is a lot bigger than it should be.
context: This place is like a business congress.\Then, are these all...\I asked everyone to submit them\so I could check for any dangerous items.\It's a terrifying amount.\Isn't it?\The People of the Land's merchants are also coming.\I'm getting the sense that the festival is a lot bigger than it should be. response:	The next few days are gonna be hell...
context: Then, are these all...\I asked everyone to submit them\so I could check for any dangerous items.\It's a terrifying amount.\Isn't it?\The People of the Land's merchants are also coming.\I'm getting the sense that the festival is a lot bigger than it should be.\The next few days are gonna be hell... response:	Huh?
context: I asked everyone to submit them\so I could check for any dangerous items.\It's a terrifying amount.\Isn't it?\The People of the Land's merchants are also coming.\I'm getting the sense that the festival is a lot bigger than it should be.\The next few days are gonna be hell...\Huh? response:	When did you get here?
context: so I could check for any dangerous items.\It's a terrifying amount.\Isn't it?\The People of the Land's merchants are also coming.\I'm getting the sense that the festival is a lot bigger than it should be.\The next few days are gonna be hell...\Huh?\When did you get here? response:	Please help.
context: It's a terrifying amount.\Isn't it?\The People of the Land's merchants are also coming.\I'm getting the sense that the festival is a lot bigger than it should be.\The next few days are gonna be hell...\Huh?\When did you get here?\Please help. response:	This is rare.
context: Isn't it?\The People of the Land's merchants are also coming.\I'm getting the sense that the festival is a lot bigger than it should be.\The next few days are gonna be hell...\Huh?\When did you get here?\Please help.\This is rare. response:	Are you alone?
context: The People of the Land's merchants are also coming.\I'm getting the sense that the festival is a lot bigger than it should be.\The next few days are gonna be hell...\Huh?\When did you get here?\Please help.\This is rare.\Are you alone? response:	What's wrong?
context: I'm getting the sense that the festival is a lot bigger than it should be.\The next few days are gonna be hell...\Huh?\When did you get here?\Please help.\This is rare.\Are you alone?\What's wrong? response:	Huh?
context: The next few days are gonna be hell...\Huh?\When did you get here?\Please help.\This is rare.\Are you alone?\What's wrong?\Huh? response:	Shiroe, of Log Horizon...
context: Huh?\When did you get here?\Please help.\This is rare.\Are you alone?\What's wrong?\Huh?\Shiroe, of Log Horizon... response:	And two others?
context: When did you get here?\Please help.\This is rare.\Are you alone?\What's wrong?\Huh?\Shiroe, of Log Horizon...\And two others? response:	Yes.
context: Please help.\This is rare.\Are you alone?\What's wrong?\Huh?\Shiroe, of Log Horizon...\And two others?\Yes. response:	Sorry to ask this of you...
context: This is rare.\Are you alone?\What's wrong?\Huh?\Shiroe, of Log Horizon...\And two others?\Yes.\Sorry to ask this of you... response:	Oh, if that's the case, I understand.
context: Are you alone?\What's wrong?\Huh?\Shiroe, of Log Horizon...\And two others?\Yes.\Sorry to ask this of you...\Oh, if that's the case, I understand. response:	I'm sure this will be difficult for you...
context: What's wrong?\Huh?\Shiroe, of Log Horizon...\And two others?\Yes.\Sorry to ask this of you...\Oh, if that's the case, I understand.\I'm sure this will be difficult for you... response:	But good luck!
context: Huh?\Shiroe, of Log Horizon...\And two others?\Yes.\Sorry to ask this of you...\Oh, if that's the case, I understand.\I'm sure this will be difficult for you...\But good luck! response:	What did she mean?
context: Shiroe, of Log Horizon...\And two others?\Yes.\Sorry to ask this of you...\Oh, if that's the case, I understand.\I'm sure this will be difficult for you...\But good luck!\What did she mean? response:	It really is all couples...
context: And two others?\Yes.\Sorry to ask this of you...\Oh, if that's the case, I understand.\I'm sure this will be difficult for you...\But good luck!\What did she mean?\It really is all couples... response:	Let's eat!
context: Yes.\Sorry to ask this of you...\Oh, if that's the case, I understand.\I'm sure this will be difficult for you...\But good luck!\What did she mean?\It really is all couples...\Let's eat! response:	I'm glad all three of us could get in together.
context: Sorry to ask this of you...\Oh, if that's the case, I understand.\I'm sure this will be difficult for you...\But good luck!\What did she mean?\It really is all couples...\Let's eat!\I'm glad all three of us could get in together. response:	What? All three of us?
context: Oh, if that's the case, I understand.\I'm sure this will be difficult for you...\But good luck!\What did she mean?\It really is all couples...\Let's eat!\I'm glad all three of us could get in together.\What? All three of us? response:	Yes.
context: I'm sure this will be difficult for you...\But good luck!\What did she mean?\It really is all couples...\Let's eat!\I'm glad all three of us could get in together.\What? All three of us?\Yes. response:	I just got permission from Kanako, the organizer.
context: But good luck!\What did she mean?\It really is all couples...\Let's eat!\I'm glad all three of us could get in together.\What? All three of us?\Yes.\I just got permission from Kanako, the organizer. response:	We'll have to eat twelve to enter as a trio, but I think we can do it.
context: What did she mean?\It really is all couples...\Let's eat!\I'm glad all three of us could get in together.\What? All three of us?\Yes.\I just got permission from Kanako, the organizer.\We'll have to eat twelve to enter as a trio, but I think we can do it. response:	Okay.
context: It really is all couples...\Let's eat!\I'm glad all three of us could get in together.\What? All three of us?\Yes.\I just got permission from Kanako, the organizer.\We'll have to eat twelve to enter as a trio, but I think we can do it.\Okay. response:	Let's win, and go to the finals!
context: Let's eat!\I'm glad all three of us could get in together.\What? All three of us?\Yes.\I just got permission from Kanako, the organizer.\We'll have to eat twelve to enter as a trio, but I think we can do it.\Okay.\Let's win, and go to the finals! response:	Right, Akatsuki?
context: I'm glad all three of us could get in together.\What? All three of us?\Yes.\I just got permission from Kanako, the organizer.\We'll have to eat twelve to enter as a trio, but I think we can do it.\Okay.\Let's win, and go to the finals!\Right, Akatsuki? response:	Yes.
context: What? All three of us?\Yes.\I just got permission from Kanako, the organizer.\We'll have to eat twelve to enter as a trio, but I think we can do it.\Okay.\Let's win, and go to the finals!\Right, Akatsuki?\Yes. response:	To be honest, I don't think I could've eaten here twice.
context: Yes.\I just got permission from Kanako, the organizer.\We'll have to eat twelve to enter as a trio, but I think we can do it.\Okay.\Let's win, and go to the finals!\Right, Akatsuki?\Yes.\To be honest, I don't think I could've eaten here twice. response:	But...
context: I just got permission from Kanako, the organizer.\We'll have to eat twelve to enter as a trio, but I think we can do it.\Okay.\Let's win, and go to the finals!\Right, Akatsuki?\Yes.\To be honest, I don't think I could've eaten here twice.\But... response:	What is this feeling? Pressure?
context: We'll have to eat twelve to enter as a trio, but I think we can do it.\Okay.\Let's win, and go to the finals!\Right, Akatsuki?\Yes.\To be honest, I don't think I could've eaten here twice.\But...\What is this feeling? Pressure? response:	That's a wonderful kimono, Akatsuki.
context: Okay.\Let's win, and go to the finals!\Right, Akatsuki?\Yes.\To be honest, I don't think I could've eaten here twice.\But...\What is this feeling? Pressure?\That's a wonderful kimono, Akatsuki. response:	It's rare to see you in a kimono.
context: Let's win, and go to the finals!\Right, Akatsuki?\Yes.\To be honest, I don't think I could've eaten here twice.\But...\What is this feeling? Pressure?\That's a wonderful kimono, Akatsuki.\It's rare to see you in a kimono. response:	What's up?
context: Right, Akatsuki?\Yes.\To be honest, I don't think I could've eaten here twice.\But...\What is this feeling? Pressure?\That's a wonderful kimono, Akatsuki.\It's rare to see you in a kimono.\What's up? response:	Th-This is...
context: Yes.\To be honest, I don't think I could've eaten here twice.\But...\What is this feeling? Pressure?\That's a wonderful kimono, Akatsuki.\It's rare to see you in a kimono.\What's up?\Th-This is... response:	A guild called Kimono Komachi made it for me...
context: To be honest, I don't think I could've eaten here twice.\But...\What is this feeling? Pressure?\That's a wonderful kimono, Akatsuki.\It's rare to see you in a kimono.\What's up?\Th-This is...\A guild called Kimono Komachi made it for me... response:	Does it look okay?
context: But...\What is this feeling? Pressure?\That's a wonderful kimono, Akatsuki.\It's rare to see you in a kimono.\What's up?\Th-This is...\A guild called Kimono Komachi made it for me...\Does it look okay? response:	It's a gr
context: What is this feeling? Pressure?\That's a wonderful kimono, Akatsuki.\It's rare to see you in a kimono.\What's up?\Th-This is...\A guild called Kimono Komachi made it for me...\Does it look okay?\It's a gr response:	It is not for graduation.
context: That's a wonderful kimono, Akatsuki.\It's rare to see you in a kimono.\What's up?\Th-This is...\A guild called Kimono Komachi made it for me...\Does it look okay?\It's a gr\It is not for graduation. response:	It is for fashion.
context: It's rare to see you in a kimono.\What's up?\Th-This is...\A guild called Kimono Komachi made it for me...\Does it look okay?\It's a gr\It is not for graduation.\It is for fashion. response:	Gr
context: What's up?\Th-This is...\A guild called Kimono Komachi made it for me...\Does it look okay?\It's a gr\It is not for graduation.\It is for fashion.\Gr response:	It's graceful, and really nice. Yeah.
context: Th-This is...\A guild called Kimono Komachi made it for me...\Does it look okay?\It's a gr\It is not for graduation.\It is for fashion.\Gr\It's graceful, and really nice. Yeah. response:	R-Really?
context: A guild called Kimono Komachi made it for me...\Does it look okay?\It's a gr\It is not for graduation.\It is for fashion.\Gr\It's graceful, and really nice. Yeah.\R-Really? response:	Yes, it's very cute.
context: Does it look okay?\It's a gr\It is not for graduation.\It is for fashion.\Gr\It's graceful, and really nice. Yeah.\R-Really?\Yes, it's very cute. response:	You look good, too, Minori.
context: It's a gr\It is not for graduation.\It is for fashion.\Gr\It's graceful, and really nice. Yeah.\R-Really?\Yes, it's very cute.\You look good, too, Minori. response:	Thank you.
context: It is not for graduation.\It is for fashion.\Gr\It's graceful, and really nice. Yeah.\R-Really?\Yes, it's very cute.\You look good, too, Minori.\Thank you. response:	Isuzu chose this for me.
context: It is for fashion.\Gr\It's graceful, and really nice. Yeah.\R-Really?\Yes, it's very cute.\You look good, too, Minori.\Thank you.\Isuzu chose this for me. response:	Really?
context: Gr\It's graceful, and really nice. Yeah.\R-Really?\Yes, it's very cute.\You look good, too, Minori.\Thank you.\Isuzu chose this for me.\Really? response:	Yes, she took me to a bunch of stores.
context: It's graceful, and really nice. Yeah.\R-Really?\Yes, it's very cute.\You look good, too, Minori.\Thank you.\Isuzu chose this for me.\Really?\Yes, she took me to a bunch of stores. response:	Why don't you come with us sometime?
context: R-Really?\Yes, it's very cute.\You look good, too, Minori.\Thank you.\Isuzu chose this for me.\Really?\Yes, she took me to a bunch of stores.\Why don't you come with us sometime? response:	Okay.
context: Yes, it's very cute.\You look good, too, Minori.\Thank you.\Isuzu chose this for me.\Really?\Yes, she took me to a bunch of stores.\Why don't you come with us sometime?\Okay. response:	Isuzu knows a lot about clothes.
context: You look good, too, Minori.\Thank you.\Isuzu chose this for me.\Really?\Yes, she took me to a bunch of stores.\Why don't you come with us sometime?\Okay.\Isuzu knows a lot about clothes. response:	I was surprised.
context: Thank you.\Isuzu chose this for me.\Really?\Yes, she took me to a bunch of stores.\Why don't you come with us sometime?\Okay.\Isuzu knows a lot about clothes.\I was surprised. response:	That looks so good!
context: Isuzu chose this for me.\Really?\Yes, she took me to a bunch of stores.\Why don't you come with us sometime?\Okay.\Isuzu knows a lot about clothes.\I was surprised.\That looks so good! response:	My lord! My lord!
context: Really?\Yes, she took me to a bunch of stores.\Why don't you come with us sometime?\Okay.\Isuzu knows a lot about clothes.\I was surprised.\That looks so good!\My lord! My lord! response:	I have high hopes for this!
context: Yes, she took me to a bunch of stores.\Why don't you come with us sometime?\Okay.\Isuzu knows a lot about clothes.\I was surprised.\That looks so good!\My lord! My lord!\I have high hopes for this! response:	Aren't they pretty?
context: Why don't you come with us sometime?\Okay.\Isuzu knows a lot about clothes.\I was surprised.\That looks so good!\My lord! My lord!\I have high hopes for this!\Aren't they pretty? response:	Isn't this exciting?
context: Okay.\Isuzu knows a lot about clothes.\I was surprised.\That looks so good!\My lord! My lord!\I have high hopes for this!\Aren't they pretty?\Isn't this exciting? response:	Yeah, I think I could eat four of those.
context: Isuzu knows a lot about clothes.\I was surprised.\That looks so good!\My lord! My lord!\I have high hopes for this!\Aren't they pretty?\Isn't this exciting?\Yeah, I think I could eat four of those. response:	Here you go!
context: I was surprised.\That looks so good!\My lord! My lord!\I have high hopes for this!\Aren't they pretty?\Isn't this exciting?\Yeah, I think I could eat four of those.\Here you go! response:	Eh? Huh?
context: That looks so good!\My lord! My lord!\I have high hopes for this!\Aren't they pretty?\Isn't this exciting?\Yeah, I think I could eat four of those.\Here you go!\Eh? Huh? response:	Here, enjoy!
context: My lord! My lord!\I have high hopes for this!\Aren't they pretty?\Isn't this exciting?\Yeah, I think I could eat four of those.\Here you go!\Eh? Huh?\Here, enjoy! response:	Enjoy? But those are whole cakes!
context: I have high hopes for this!\Aren't they pretty?\Isn't this exciting?\Yeah, I think I could eat four of those.\Here you go!\Eh? Huh?\Here, enjoy!\Enjoy? But those are whole cakes! response:	It's a little present from my guild!
context: Aren't they pretty?\Isn't this exciting?\Yeah, I think I could eat four of those.\Here you go!\Eh? Huh?\Here, enjoy!\Enjoy? But those are whole cakes!\It's a little present from my guild! response:	Present?
context: Isn't this exciting?\Yeah, I think I could eat four of those.\Here you go!\Eh? Huh?\Here, enjoy!\Enjoy? But those are whole cakes!\It's a little present from my guild!\Present? response:	Um...
context: Yeah, I think I could eat four of those.\Here you go!\Eh? Huh?\Here, enjoy!\Enjoy? But those are whole cakes!\It's a little present from my guild!\Present?\Um... response:	Let's start with one.
context: Here you go!\Eh? Huh?\Here, enjoy!\Enjoy? But those are whole cakes!\It's a little present from my guild!\Present?\Um...\Let's start with one. response:	Yeah.
context: Eh? Huh?\Here, enjoy!\Enjoy? But those are whole cakes!\It's a little present from my guild!\Present?\Um...\Let's start with one.\Yeah. response:	Let's eat.
context: Here, enjoy!\Enjoy? But those are whole cakes!\It's a little present from my guild!\Present?\Um...\Let's start with one.\Yeah.\Let's eat. response:	It's great...
context: Enjoy? But those are whole cakes!\It's a little present from my guild!\Present?\Um...\Let's start with one.\Yeah.\Let's eat.\It's great... response:	Really, my lord? You like it?
