context: Good morning! Greetings, all. This is Morioh Radio, response:	and your host, once again, is me, your neighbor, Kai Harada.
context: I won't let anyone get away with making fun of my hair, no matter who it is!\Did you say my hair looked like Sazae-san?\Huh?! No one said that...\I heard you, damn it!\What the heck? That punk just went flying.\Some kind of Stand just appeared from behind him.\Huh? That turtle's wounds are...\What the heck? response:	Where you got punched is going back to normal!
context: Did you say my hair looked like Sazae-san?\Huh?! No one said that...\I heard you, damn it!\What the heck? That punk just went flying.\Some kind of Stand just appeared from behind him.\Huh? That turtle's wounds are...\What the heck?\Where you got punched is going back to normal! response:	Hey, he's all better!
context: Huh?! No one said that...\I heard you, damn it!\What the heck? That punk just went flying.\Some kind of Stand just appeared from behind him.\Huh? That turtle's wounds are...\What the heck?\Where you got punched is going back to normal!\Hey, he's all better! response:	But does it look like it healed all weird?
context: I heard you, damn it!\What the heck? That punk just went flying.\Some kind of Stand just appeared from behind him.\Huh? That turtle's wounds are...\What the heck?\Where you got punched is going back to normal!\Hey, he's all better!\But does it look like it healed all weird? response:	His face looks kinda different.
context: What the heck? That punk just went flying.\Some kind of Stand just appeared from behind him.\Huh? That turtle's wounds are...\What the heck?\Where you got punched is going back to normal!\Hey, he's all better!\But does it look like it healed all weird?\His face looks kinda different. response:	Huh?
context: Some kind of Stand just appeared from behind him.\Huh? That turtle's wounds are...\What the heck?\Where you got punched is going back to normal!\Hey, he's all better!\But does it look like it healed all weird?\His face looks kinda different.\Huh? response:	No way! What does it look like? Hey!
context: Huh? That turtle's wounds are...\What the heck?\Where you got punched is going back to normal!\Hey, he's all better!\But does it look like it healed all weird?\His face looks kinda different.\Huh?\No way! What does it look like? Hey! response:	I had to touch that turtle,
context: What the heck?\Where you got punched is going back to normal!\Hey, he's all better!\But does it look like it healed all weird?\His face looks kinda different.\Huh?\No way! What does it look like? Hey!\I had to touch that turtle, response:	even though I didn't want to, thanks to you.
context: Where you got punched is going back to normal!\Hey, he's all better!\But does it look like it healed all weird?\His face looks kinda different.\Huh?\No way! What does it look like? Hey!\I had to touch that turtle,\even though I didn't want to, thanks to you. response:	What are you gonna do about that, huh?!
context: Hey, he's all better!\But does it look like it healed all weird?\His face looks kinda different.\Huh?\No way! What does it look like? Hey!\I had to touch that turtle,\even though I didn't want to, thanks to you.\What are you gonna do about that, huh?! response:	Wait! My nose! What's it look like? Huh?
context: But does it look like it healed all weird?\His face looks kinda different.\Huh?\No way! What does it look like? Hey!\I had to touch that turtle,\even though I didn't want to, thanks to you.\What are you gonna do about that, huh?!\Wait! My nose! What's it look like? Huh? response:	Good grief. So he's...
context: His face looks kinda different.\Huh?\No way! What does it look like? Hey!\I had to touch that turtle,\even though I didn't want to, thanks to you.\What are you gonna do about that, huh?!\Wait! My nose! What's it look like? Huh?\Good grief. So he's... response:	Gah! That scared me!
context: Huh?\No way! What does it look like? Hey!\I had to touch that turtle,\even though I didn't want to, thanks to you.\What are you gonna do about that, huh?!\Wait! My nose! What's it look like? Huh?\Good grief. So he's...\Gah! That scared me! response:	Oh, it's just the turtle again.
context: No way! What does it look like? Hey!\I had to touch that turtle,\even though I didn't want to, thanks to you.\What are you gonna do about that, huh?!\Wait! My nose! What's it look like? Huh?\Good grief. So he's...\Gah! That scared me!\Oh, it's just the turtle again. response:	I was right. That turtle's all better.
context: I had to touch that turtle,\even though I didn't want to, thanks to you.\What are you gonna do about that, huh?!\Wait! My nose! What's it look like? Huh?\Good grief. So he's...\Gah! That scared me!\Oh, it's just the turtle again.\I was right. That turtle's all better. response:	Josuke Higashikata...
context: even though I didn't want to, thanks to you.\What are you gonna do about that, huh?!\Wait! My nose! What's it look like? Huh?\Good grief. So he's...\Gah! That scared me!\Oh, it's just the turtle again.\I was right. That turtle's all better.\Josuke Higashikata... response:	Born in 1983.
context: What are you gonna do about that, huh?!\Wait! My nose! What's it look like? Huh?\Good grief. So he's...\Gah! That scared me!\Oh, it's just the turtle again.\I was right. That turtle's all better.\Josuke Higashikata...\Born in 1983. response:	Your mother's name is Tomoko.
context: Wait! My nose! What's it look like? Huh?\Good grief. So he's...\Gah! That scared me!\Oh, it's just the turtle again.\I was right. That turtle's all better.\Josuke Higashikata...\Born in 1983.\Your mother's name is Tomoko. response:	She was 21 at the time, and was going to college in Tokyo.
context: Good grief. So he's...\Gah! That scared me!\Oh, it's just the turtle again.\I was right. That turtle's all better.\Josuke Higashikata...\Born in 1983.\Your mother's name is Tomoko.\She was 21 at the time, and was going to college in Tokyo. response:	You've lived here ever since you were born.
context: Gah! That scared me!\Oh, it's just the turtle again.\I was right. That turtle's all better.\Josuke Higashikata...\Born in 1983.\Your mother's name is Tomoko.\She was 21 at the time, and was going to college in Tokyo.\You've lived here ever since you were born. response:	In 1987, when you were four, you came down with a fever due to an unknown cause,
context: Oh, it's just the turtle again.\I was right. That turtle's all better.\Josuke Higashikata...\Born in 1983.\Your mother's name is Tomoko.\She was 21 at the time, and was going to college in Tokyo.\You've lived here ever since you were born.\In 1987, when you were four, you came down with a fever due to an unknown cause, response:	and for the next 50 days, no one knew if you'd survive or not.
context: I was right. That turtle's all better.\Josuke Higashikata...\Born in 1983.\Your mother's name is Tomoko.\She was 21 at the time, and was going to college in Tokyo.\You've lived here ever since you were born.\In 1987, when you were four, you came down with a fever due to an unknown cause,\and for the next 50 days, no one knew if you'd survive or not. response:	Your father's name is...
context: Josuke Higashikata...\Born in 1983.\Your mother's name is Tomoko.\She was 21 at the time, and was going to college in Tokyo.\You've lived here ever since you were born.\In 1987, when you were four, you came down with a fever due to an unknown cause,\and for the next 50 days, no one knew if you'd survive or not.\Your father's name is... response:	Good grief. This is such a rotten role to play.
context: Born in 1983.\Your mother's name is Tomoko.\She was 21 at the time, and was going to college in Tokyo.\You've lived here ever since you were born.\In 1987, when you were four, you came down with a fever due to an unknown cause,\and for the next 50 days, no one knew if you'd survive or not.\Your father's name is...\Good grief. This is such a rotten role to play. response:	Your father's name is Joseph Joestar.
context: Your mother's name is Tomoko.\She was 21 at the time, and was going to college in Tokyo.\You've lived here ever since you were born.\In 1987, when you were four, you came down with a fever due to an unknown cause,\and for the next 50 days, no one knew if you'd survive or not.\Your father's name is...\Good grief. This is such a rotten role to play.\Your father's name is Joseph Joestar. response:	He's currently 78.
context: She was 21 at the time, and was going to college in Tokyo.\You've lived here ever since you were born.\In 1987, when you were four, you came down with a fever due to an unknown cause,\and for the next 50 days, no one knew if you'd survive or not.\Your father's name is...\Good grief. This is such a rotten role to play.\Your father's name is Joseph Joestar.\He's currently 78. response:	He's the founder of Joestar Realty.
context: You've lived here ever since you were born.\In 1987, when you were four, you came down with a fever due to an unknown cause,\and for the next 50 days, no one knew if you'd survive or not.\Your father's name is...\Good grief. This is such a rotten role to play.\Your father's name is Joseph Joestar.\He's currently 78.\He's the founder of Joestar Realty. response:	I've heard of him before.
context: In 1987, when you were four, you came down with a fever due to an unknown cause,\and for the next 50 days, no one knew if you'd survive or not.\Your father's name is...\Good grief. This is such a rotten role to play.\Your father's name is Joseph Joestar.\He's currently 78.\He's the founder of Joestar Realty.\I've heard of him before. response:	Apparently he's a huge real estate mogul in the US.
context: and for the next 50 days, no one knew if you'd survive or not.\Your father's name is...\Good grief. This is such a rotten role to play.\Your father's name is Joseph Joestar.\He's currently 78.\He's the founder of Joestar Realty.\I've heard of him before.\Apparently he's a huge real estate mogul in the US. response:	He's still doing all right,
context: Your father's name is...\Good grief. This is such a rotten role to play.\Your father's name is Joseph Joestar.\He's currently 78.\He's the founder of Joestar Realty.\I've heard of him before.\Apparently he's a huge real estate mogul in the US.\He's still doing all right, response:	but when I was looking into how to split up his inheritance,
context: Good grief. This is such a rotten role to play.\Your father's name is Joseph Joestar.\He's currently 78.\He's the founder of Joestar Realty.\I've heard of him before.\Apparently he's a huge real estate mogul in the US.\He's still doing all right,\but when I was looking into how to split up his inheritance, response:	I found out that he had a son in Japan, which would be you.
context: Your father's name is Joseph Joestar.\He's currently 78.\He's the founder of Joestar Realty.\I've heard of him before.\Apparently he's a huge real estate mogul in the US.\He's still doing all right,\but when I was looking into how to split up his inheritance,\I found out that he had a son in Japan, which would be you. response:	He didn't even know about it himself.
context: He's currently 78.\He's the founder of Joestar Realty.\I've heard of him before.\Apparently he's a huge real estate mogul in the US.\He's still doing all right,\but when I was looking into how to split up his inheritance,\I found out that he had a son in Japan, which would be you.\He didn't even know about it himself. response:	That old piece of shit...
context: He's the founder of Joestar Realty.\I've heard of him before.\Apparently he's a huge real estate mogul in the US.\He's still doing all right,\but when I was looking into how to split up his inheritance,\I found out that he had a son in Japan, which would be you.\He didn't even know about it himself.\That old piece of shit... response:	Going on about how he'd only ever love his wife,
context: I've heard of him before.\Apparently he's a huge real estate mogul in the US.\He's still doing all right,\but when I was looking into how to split up his inheritance,\I found out that he had a son in Japan, which would be you.\He didn't even know about it himself.\That old piece of shit...\Going on about how he'd only ever love his wife, response:	yet I just found his son who was born when he was 62 years old
context: Apparently he's a huge real estate mogul in the US.\He's still doing all right,\but when I was looking into how to split up his inheritance,\I found out that he had a son in Japan, which would be you.\He didn't even know about it himself.\That old piece of shit...\Going on about how he'd only ever love his wife,\yet I just found his son who was born when he was 62 years old response:	as a result of an affair.
context: He's still doing all right,\but when I was looking into how to split up his inheritance,\I found out that he had a son in Japan, which would be you.\He didn't even know about it himself.\That old piece of shit...\Going on about how he'd only ever love his wife,\yet I just found his son who was born when he was 62 years old\as a result of an affair. response:	Whoops. I guess I shouldn't have said that.
context: but when I was looking into how to split up his inheritance,\I found out that he had a son in Japan, which would be you.\He didn't even know about it himself.\That old piece of shit...\Going on about how he'd only ever love his wife,\yet I just found his son who was born when he was 62 years old\as a result of an affair.\Whoops. I guess I shouldn't have said that. response:	My name's Jotaro Kujo.
context: I found out that he had a son in Japan, which would be you.\He didn't even know about it himself.\That old piece of shit...\Going on about how he'd only ever love his wife,\yet I just found his son who was born when he was 62 years old\as a result of an affair.\Whoops. I guess I shouldn't have said that.\My name's Jotaro Kujo. response:	I guess, technically, I'm your nephew.
context: He didn't even know about it himself.\That old piece of shit...\Going on about how he'd only ever love his wife,\yet I just found his son who was born when he was 62 years old\as a result of an affair.\Whoops. I guess I shouldn't have said that.\My name's Jotaro Kujo.\I guess, technically, I'm your nephew. response:	How bizarre.
context: That old piece of shit...\Going on about how he'd only ever love his wife,\yet I just found his son who was born when he was 62 years old\as a result of an affair.\Whoops. I guess I shouldn't have said that.\My name's Jotaro Kujo.\I guess, technically, I'm your nephew.\How bizarre. response:	Nephew? Oh, uh... Nice to meet you.
context: Going on about how he'd only ever love his wife,\yet I just found his son who was born when he was 62 years old\as a result of an affair.\Whoops. I guess I shouldn't have said that.\My name's Jotaro Kujo.\I guess, technically, I'm your nephew.\How bizarre.\Nephew? Oh, uh... Nice to meet you. response:	Let's talk while we walk.
context: yet I just found his son who was born when he was 62 years old\as a result of an affair.\Whoops. I guess I shouldn't have said that.\My name's Jotaro Kujo.\I guess, technically, I'm your nephew.\How bizarre.\Nephew? Oh, uh... Nice to meet you.\Let's talk while we walk. response:	And so, eventually, you're gonna get a third of the old man's inheritance.
context: as a result of an affair.\Whoops. I guess I shouldn't have said that.\My name's Jotaro Kujo.\I guess, technically, I'm your nephew.\How bizarre.\Nephew? Oh, uh... Nice to meet you.\Let's talk while we walk.\And so, eventually, you're gonna get a third of the old man's inheritance. response:	I came here to tell you that.
context: Whoops. I guess I shouldn't have said that.\My name's Jotaro Kujo.\I guess, technically, I'm your nephew.\How bizarre.\Nephew? Oh, uh... Nice to meet you.\Let's talk while we walk.\And so, eventually, you're gonna get a third of the old man's inheritance.\I came here to tell you that. response:	The whole Joestar household is in chaos since the old man's affair came to light.
context: My name's Jotaro Kujo.\I guess, technically, I'm your nephew.\How bizarre.\Nephew? Oh, uh... Nice to meet you.\Let's talk while we walk.\And so, eventually, you're gonna get a third of the old man's inheritance.\I came here to tell you that.\The whole Joestar household is in chaos since the old man's affair came to light. response:	It's in chaos?
context: I guess, technically, I'm your nephew.\How bizarre.\Nephew? Oh, uh... Nice to meet you.\Let's talk while we walk.\And so, eventually, you're gonna get a third of the old man's inheritance.\I came here to tell you that.\The whole Joestar household is in chaos since the old man's affair came to light.\It's in chaos? response:	Yeah... My grandma, Suzie Q, is the angriest she's ever been
context: How bizarre.\Nephew? Oh, uh... Nice to meet you.\Let's talk while we walk.\And so, eventually, you're gonna get a third of the old man's inheritance.\I came here to tell you that.\The whole Joestar household is in chaos since the old man's affair came to light.\It's in chaos?\Yeah... My grandma, Suzie Q, is the angriest she's ever been response:	in their 61 years of marriage.
context: Nephew? Oh, uh... Nice to meet you.\Let's talk while we walk.\And so, eventually, you're gonna get a third of the old man's inheritance.\I came here to tell you that.\The whole Joestar household is in chaos since the old man's affair came to light.\It's in chaos?\Yeah... My grandma, Suzie Q, is the angriest she's ever been\in their 61 years of marriage. response:	I-I'm so sorry! I'm so sorry I've caused such a fuss!
context: Let's talk while we walk.\And so, eventually, you're gonna get a third of the old man's inheritance.\I came here to tell you that.\The whole Joestar household is in chaos since the old man's affair came to light.\It's in chaos?\Yeah... My grandma, Suzie Q, is the angriest she's ever been\in their 61 years of marriage.\I-I'm so sorry! I'm so sorry I've caused such a fuss! response:	Hey, now. Hold up.
context: And so, eventually, you're gonna get a third of the old man's inheritance.\I came here to tell you that.\The whole Joestar household is in chaos since the old man's affair came to light.\It's in chaos?\Yeah... My grandma, Suzie Q, is the angriest she's ever been\in their 61 years of marriage.\I-I'm so sorry! I'm so sorry I've caused such a fuss!\Hey, now. Hold up. response:	Why are you suddenly apologizing?
context: I came here to tell you that.\The whole Joestar household is in chaos since the old man's affair came to light.\It's in chaos?\Yeah... My grandma, Suzie Q, is the angriest she's ever been\in their 61 years of marriage.\I-I'm so sorry! I'm so sorry I've caused such a fuss!\Hey, now. Hold up.\Why are you suddenly apologizing? response:	Well, I mean, causing trouble in a family is no good.
context: The whole Joestar household is in chaos since the old man's affair came to light.\It's in chaos?\Yeah... My grandma, Suzie Q, is the angriest she's ever been\in their 61 years of marriage.\I-I'm so sorry! I'm so sorry I've caused such a fuss!\Hey, now. Hold up.\Why are you suddenly apologizing?\Well, I mean, causing trouble in a family is no good. response:	My mother has told me that she was in love when she gave birth to me.
context: It's in chaos?\Yeah... My grandma, Suzie Q, is the angriest she's ever been\in their 61 years of marriage.\I-I'm so sorry! I'm so sorry I've caused such a fuss!\Hey, now. Hold up.\Why are you suddenly apologizing?\Well, I mean, causing trouble in a family is no good.\My mother has told me that she was in love when she gave birth to me. response:	I accept that, too.
context: Yeah... My grandma, Suzie Q, is the angriest she's ever been\in their 61 years of marriage.\I-I'm so sorry! I'm so sorry I've caused such a fuss!\Hey, now. Hold up.\Why are you suddenly apologizing?\Well, I mean, causing trouble in a family is no good.\My mother has told me that she was in love when she gave birth to me.\I accept that, too. response:	Could you tell, uh, my dad, um... Mr. Joestar, I mean,
context: in their 61 years of marriage.\I-I'm so sorry! I'm so sorry I've caused such a fuss!\Hey, now. Hold up.\Why are you suddenly apologizing?\Well, I mean, causing trouble in a family is no good.\My mother has told me that she was in love when she gave birth to me.\I accept that, too.\Could you tell, uh, my dad, um... Mr. Joestar, I mean, response:	that he doesn't have to worry about us?
context: I-I'm so sorry! I'm so sorry I've caused such a fuss!\Hey, now. Hold up.\Why are you suddenly apologizing?\Well, I mean, causing trouble in a family is no good.\My mother has told me that she was in love when she gave birth to me.\I accept that, too.\Could you tell, uh, my dad, um... Mr. Joestar, I mean,\that he doesn't have to worry about us? response:	That's all.
context: Hey, now. Hold up.\Why are you suddenly apologizing?\Well, I mean, causing trouble in a family is no good.\My mother has told me that she was in love when she gave birth to me.\I accept that, too.\Could you tell, uh, my dad, um... Mr. Joestar, I mean,\that he doesn't have to worry about us?\That's all. response:	What's with this kid?
context: Why are you suddenly apologizing?\Well, I mean, causing trouble in a family is no good.\My mother has told me that she was in love when she gave birth to me.\I accept that, too.\Could you tell, uh, my dad, um... Mr. Joestar, I mean,\that he doesn't have to worry about us?\That's all.\What's with this kid? response:	I came here prepared to take a punch intended for the old man,
context: Well, I mean, causing trouble in a family is no good.\My mother has told me that she was in love when she gave birth to me.\I accept that, too.\Could you tell, uh, my dad, um... Mr. Joestar, I mean,\that he doesn't have to worry about us?\That's all.\What's with this kid?\I came here prepared to take a punch intended for the old man, response:	and instead, he's actually apologizing?
context: My mother has told me that she was in love when she gave birth to me.\I accept that, too.\Could you tell, uh, my dad, um... Mr. Joestar, I mean,\that he doesn't have to worry about us?\That's all.\What's with this kid?\I came here prepared to take a punch intended for the old man,\and instead, he's actually apologizing? response:	Hey, it's Josuke!
context: I accept that, too.\Could you tell, uh, my dad, um... Mr. Joestar, I mean,\that he doesn't have to worry about us?\That's all.\What's with this kid?\I came here prepared to take a punch intended for the old man,\and instead, he's actually apologizing?\Hey, it's Josuke! response:	Oh, it is!
context: Could you tell, uh, my dad, um... Mr. Joestar, I mean,\that he doesn't have to worry about us?\That's all.\What's with this kid?\I came here prepared to take a punch intended for the old man,\and instead, he's actually apologizing?\Hey, it's Josuke!\Oh, it is! response:	Josuke!
context: that he doesn't have to worry about us?\That's all.\What's with this kid?\I came here prepared to take a punch intended for the old man,\and instead, he's actually apologizing?\Hey, it's Josuke!\Oh, it is!\Josuke! response:	How are you?
context: That's all.\What's with this kid?\I came here prepared to take a punch intended for the old man,\and instead, he's actually apologizing?\Hey, it's Josuke!\Oh, it is!\Josuke!\How are you? response:	Talk about a coincidence!
context: What's with this kid?\I came here prepared to take a punch intended for the old man,\and instead, he's actually apologizing?\Hey, it's Josuke!\Oh, it is!\Josuke!\How are you?\Talk about a coincidence! response:	Let's go to school together.
context: I came here prepared to take a punch intended for the old man,\and instead, he's actually apologizing?\Hey, it's Josuke!\Oh, it is!\Josuke!\How are you?\Talk about a coincidence!\Let's go to school together. response:	Your hair looks as cool as ever.
context: and instead, he's actually apologizing?\Hey, it's Josuke!\Oh, it is!\Josuke!\How are you?\Talk about a coincidence!\Let's go to school together.\Your hair looks as cool as ever. response:	You're looking sharp.
context: Hey, it's Josuke!\Oh, it is!\Josuke!\How are you?\Talk about a coincidence!\Let's go to school together.\Your hair looks as cool as ever.\You're looking sharp. response:	You're so different from the other guys.
context: Oh, it is!\Josuke!\How are you?\Talk about a coincidence!\Let's go to school together.\Your hair looks as cool as ever.\You're looking sharp.\You're so different from the other guys. response:	Um... I'm actually in the middle of something important right now...
context: Josuke!\How are you?\Talk about a coincidence!\Let's go to school together.\Your hair looks as cool as ever.\You're looking sharp.\You're so different from the other guys.\Um... I'm actually in the middle of something important right now... response:	Huh? What the heck?
context: How are you?\Talk about a coincidence!\Let's go to school together.\Your hair looks as cool as ever.\You're looking sharp.\You're so different from the other guys.\Um... I'm actually in the middle of something important right now...\Huh? What the heck? response:	If you don't hurry, we're going to be late.
context: Talk about a coincidence!\Let's go to school together.\Your hair looks as cool as ever.\You're looking sharp.\You're so different from the other guys.\Um... I'm actually in the middle of something important right now...\Huh? What the heck?\If you don't hurry, we're going to be late. response:	You can talk later.
context: Let's go to school together.\Your hair looks as cool as ever.\You're looking sharp.\You're so different from the other guys.\Um... I'm actually in the middle of something important right now...\Huh? What the heck?\If you don't hurry, we're going to be late.\You can talk later. response:	Hey, Josuke.
context: Your hair looks as cool as ever.\You're looking sharp.\You're so different from the other guys.\Um... I'm actually in the middle of something important right now...\Huh? What the heck?\If you don't hurry, we're going to be late.\You can talk later.\Hey, Josuke. response:	I'm not done talking to you yet. Run these girls off.
context: You're looking sharp.\You're so different from the other guys.\Um... I'm actually in the middle of something important right now...\Huh? What the heck?\If you don't hurry, we're going to be late.\You can talk later.\Hey, Josuke.\I'm not done talking to you yet. Run these girls off. response:	What's his problem?
context: You're so different from the other guys.\Um... I'm actually in the middle of something important right now...\Huh? What the heck?\If you don't hurry, we're going to be late.\You can talk later.\Hey, Josuke.\I'm not done talking to you yet. Run these girls off.\What's his problem? response:	Hey, have your stupid talk about hair later.
context: Um... I'm actually in the middle of something important right now...\Huh? What the heck?\If you don't hurry, we're going to be late.\You can talk later.\Hey, Josuke.\I'm not done talking to you yet. Run these girls off.\What's his problem?\Hey, have your stupid talk about hair later. response:	H-He actually said it.
context: Huh? What the heck?\If you don't hurry, we're going to be late.\You can talk later.\Hey, Josuke.\I'm not done talking to you yet. Run these girls off.\What's his problem?\Hey, have your stupid talk about hair later.\H-He actually said it. response:	He talked shit about his hair!
context: If you don't hurry, we're going to be late.\You can talk later.\Hey, Josuke.\I'm not done talking to you yet. Run these girls off.\What's his problem?\Hey, have your stupid talk about hair later.\H-He actually said it.\He talked shit about his hair! response:	You bastard...
context: You can talk later.\Hey, Josuke.\I'm not done talking to you yet. Run these girls off.\What's his problem?\Hey, have your stupid talk about hair later.\H-He actually said it.\He talked shit about his hair!\You bastard... response:	What were you saying about my hair, huh?!
context: Hey, Josuke.\I'm not done talking to you yet. Run these girls off.\What's his problem?\Hey, have your stupid talk about hair later.\H-He actually said it.\He talked shit about his hair!\You bastard...\What were you saying about my hair, huh?! response:	This isn't good.
context: I'm not done talking to you yet. Run these girls off.\What's his problem?\Hey, have your stupid talk about hair later.\H-He actually said it.\He talked shit about his hair!\You bastard...\What were you saying about my hair, huh?!\This isn't good. response:	Don't blame me!
context: What's his problem?\Hey, have your stupid talk about hair later.\H-He actually said it.\He talked shit about his hair!\You bastard...\What were you saying about my hair, huh?!\This isn't good.\Don't blame me! response:	Josuke hates people insulting his hair more than anything else.
context: Hey, have your stupid talk about hair later.\H-He actually said it.\He talked shit about his hair!\You bastard...\What were you saying about my hair, huh?!\This isn't good.\Don't blame me!\Josuke hates people insulting his hair more than anything else. response:	It's just like what happened earlier!
context: H-He actually said it.\He talked shit about his hair!\You bastard...\What were you saying about my hair, huh?!\This isn't good.\Don't blame me!\Josuke hates people insulting his hair more than anything else.\It's just like what happened earlier! response:	Hold it, Josuke.
context: He talked shit about his hair!\You bastard...\What were you saying about my hair, huh?!\This isn't good.\Don't blame me!\Josuke hates people insulting his hair more than anything else.\It's just like what happened earlier!\Hold it, Josuke. response:	I wasn't insulting you...
context: You bastard...\What were you saying about my hair, huh?!\This isn't good.\Don't blame me!\Josuke hates people insulting his hair more than anything else.\It's just like what happened earlier!\Hold it, Josuke.\I wasn't insulting you... response:	Shit! Here it comes!
context: What were you saying about my hair, huh?!\This isn't good.\Don't blame me!\Josuke hates people insulting his hair more than anything else.\It's just like what happened earlier!\Hold it, Josuke.\I wasn't insulting you...\Shit! Here it comes! response:	Bash
context: This isn't good.\Don't blame me!\Josuke hates people insulting his hair more than anything else.\It's just like what happened earlier!\Hold it, Josuke.\I wasn't insulting you...\Shit! Here it comes!\Bash response:	Josuke!
context: Don't blame me!\Josuke hates people insulting his hair more than anything else.\It's just like what happened earlier!\Hold it, Josuke.\I wasn't insulting you...\Shit! Here it comes!\Bash\Josuke! response:	There's blood!
context: Josuke hates people insulting his hair more than anything else.\It's just like what happened earlier!\Hold it, Josuke.\I wasn't insulting you...\Shit! Here it comes!\Bash\Josuke!\There's blood! response:	Did you see it, Josuke?
context: It's just like what happened earlier!\Hold it, Josuke.\I wasn't insulting you...\Shit! Here it comes!\Bash\Josuke!\There's blood!\Did you see it, Josuke? response:	This is called a Stand.
context: Hold it, Josuke.\I wasn't insulting you...\Shit! Here it comes!\Bash\Josuke!\There's blood!\Did you see it, Josuke?\This is called a Stand. response:	It's the physical manifestation of your psychological energy.
context: I wasn't insulting you...\Shit! Here it comes!\Bash\Josuke!\There's blood!\Did you see it, Josuke?\This is called a Stand.\It's the physical manifestation of your psychological energy. response:	Joseph Joestar has one, too.
context: Shit! Here it comes!\Bash\Josuke!\There's blood!\Did you see it, Josuke?\This is called a Stand.\It's the physical manifestation of your psychological energy.\Joseph Joestar has one, too. response:	Stands can only be seen by other Stand users.
context: Bash\Josuke!\There's blood!\Did you see it, Josuke?\This is called a Stand.\It's the physical manifestation of your psychological energy.\Joseph Joestar has one, too.\Stands can only be seen by other Stand users. response:	It pisses me off when someone talks bad about my awesome hair.
context: Josuke!\There's blood!\Did you see it, Josuke?\This is called a Stand.\It's the physical manifestation of your psychological energy.\Joseph Joestar has one, too.\Stands can only be seen by other Stand users.\It pisses me off when someone talks bad about my awesome hair. response:	I can't even help it!
context: There's blood!\Did you see it, Josuke?\This is called a Stand.\It's the physical manifestation of your psychological energy.\Joseph Joestar has one, too.\Stands can only be seen by other Stand users.\It pisses me off when someone talks bad about my awesome hair.\I can't even help it! response:	So this is Josuke's Stand!
context: Did you see it, Josuke?\This is called a Stand.\It's the physical manifestation of your psychological energy.\Joseph Joestar has one, too.\Stands can only be seen by other Stand users.\It pisses me off when someone talks bad about my awesome hair.\I can't even help it!\So this is Josuke's Stand! response:	Th-This power...
context: This is called a Stand.\It's the physical manifestation of your psychological energy.\Joseph Joestar has one, too.\Stands can only be seen by other Stand users.\It pisses me off when someone talks bad about my awesome hair.\I can't even help it!\So this is Josuke's Stand!\Th-This power... response:	You're wide open from your chin down!
context: It's the physical manifestation of your psychological energy.\Joseph Joestar has one, too.\Stands can only be seen by other Stand users.\It pisses me off when someone talks bad about my awesome hair.\I can't even help it!\So this is Josuke's Stand!\Th-This power...\You're wide open from your chin down! response:	Bastard!
context: Joseph Joestar has one, too.\Stands can only be seen by other Stand users.\It pisses me off when someone talks bad about my awesome hair.\I can't even help it!\So this is Josuke's Stand!\Th-This power...\You're wide open from your chin down!\Bastard! response:	What?!
context: Stands can only be seen by other Stand users.\It pisses me off when someone talks bad about my awesome hair.\I can't even help it!\So this is Josuke's Stand!\Th-This power...\You're wide open from your chin down!\Bastard!\What?! response:	Huh?
context: It pisses me off when someone talks bad about my awesome hair.\I can't even help it!\So this is Josuke's Stand!\Th-This power...\You're wide open from your chin down!\Bastard!\What?!\Huh? response:	When did that happen?
context: I can't even help it!\So this is Josuke's Stand!\Th-This power...\You're wide open from your chin down!\Bastard!\What?!\Huh?\When did that happen? response:	What's going on?
context: So this is Josuke's Stand!\Th-This power...\You're wide open from your chin down!\Bastard!\What?!\Huh?\When did that happen?\What's going on? response:	When did y
context: Th-This power...\You're wide open from your chin down!\Bastard!\What?!\Huh?\When did that happen?\What's going on?\When did y response:	Josuke!
context: You're wide open from your chin down!\Bastard!\What?!\Huh?\When did that happen?\What's going on?\When did y\Josuke! response:	No!
context: Bastard!\What?!\Huh?\When did that happen?\What's going on?\When did y\Josuke!\No! response:	Josuke!
context: What?!\Huh?\When did that happen?\What's going on?\When did y\Josuke!\No!\Josuke! response:	Shut up!
context: Huh?\When did that happen?\What's going on?\When did y\Josuke!\No!\Josuke!\Shut up! response:	It pisses me off when girls freak out! Get out of here!
context: When did that happen?\What's going on?\When did y\Josuke!\No!\Josuke!\Shut up!\It pisses me off when girls freak out! Get out of here! response:	Fine...
context: What's going on?\When did y\Josuke!\No!\Josuke!\Shut up!\It pisses me off when girls freak out! Get out of here!\Fine... response:	It seems like they know each other.
context: When did y\Josuke!\No!\Josuke!\Shut up!\It pisses me off when girls freak out! Get out of here!\Fine...\It seems like they know each other. response:	Besides, he's scary.
context: Josuke!\No!\Josuke!\Shut up!\It pisses me off when girls freak out! Get out of here!\Fine...\It seems like they know each other.\Besides, he's scary. response:	But he's kind of hot...
context: No!\Josuke!\Shut up!\It pisses me off when girls freak out! Get out of here!\Fine...\It seems like they know each other.\Besides, he's scary.\But he's kind of hot... response:	I don't get it...
context: Josuke!\Shut up!\It pisses me off when girls freak out! Get out of here!\Fine...\It seems like they know each other.\Besides, he's scary.\But he's kind of hot...\I don't get it... response:	I have no idea what's going on!
context: Shut up!\It pisses me off when girls freak out! Get out of here!\Fine...\It seems like they know each other.\Besides, he's scary.\But he's kind of hot...\I don't get it...\I have no idea what's going on! response:	But something is definitely happening!
