context: Time is a burden. response:	That's what I believe.
context: I guess not even he will show up today.\Good morning, Miss Ririchiyo.\I see you're looking beautiful today, as well.\Your beauty truly suits your name well...\How long have you been here?!\I have not been told your waking hour,\so I have been waiting here since six in the morning.\Since six?! response:	That's ridiculous!
context: Good morning, Miss Ririchiyo.\I see you're looking beautiful today, as well.\Your beauty truly suits your name well...\How long have you been here?!\I have not been told your waking hour,\so I have been waiting here since six in the morning.\Since six?!\That's ridiculous! response:	Spring just started... it's still cold!
context: I see you're looking beautiful today, as well.\Your beauty truly suits your name well...\How long have you been here?!\I have not been told your waking hour,\so I have been waiting here since six in the morning.\Since six?!\That's ridiculous!\Spring just started... it's still cold! response:	Perhaps.
context: Your beauty truly suits your name well...\How long have you been here?!\I have not been told your waking hour,\so I have been waiting here since six in the morning.\Since six?!\That's ridiculous!\Spring just started... it's still cold!\Perhaps. response:	But when I thought that you might
context: How long have you been here?!\I have not been told your waking hour,\so I have been waiting here since six in the morning.\Since six?!\That's ridiculous!\Spring just started... it's still cold!\Perhaps.\But when I thought that you might response:	be opening your door any moment and stepping out,
context: I have not been told your waking hour,\so I have been waiting here since six in the morning.\Since six?!\That's ridiculous!\Spring just started... it's still cold!\Perhaps.\But when I thought that you might\be opening your door any moment and stepping out, response:	the cold became irrelevant to me.
context: so I have been waiting here since six in the morning.\Since six?!\That's ridiculous!\Spring just started... it's still cold!\Perhaps.\But when I thought that you might\be opening your door any moment and stepping out,\the cold became irrelevant to me. response:	What are you, the faithful dog?!
context: Since six?!\That's ridiculous!\Spring just started... it's still cold!\Perhaps.\But when I thought that you might\be opening your door any moment and stepping out,\the cold became irrelevant to me.\What are you, the faithful dog?! response:	Stop this, please.
context: That's ridiculous!\Spring just started... it's still cold!\Perhaps.\But when I thought that you might\be opening your door any moment and stepping out,\the cold became irrelevant to me.\What are you, the faithful dog?!\Stop this, please. response:	If you need to talk to me, just wake me up.
context: Spring just started... it's still cold!\Perhaps.\But when I thought that you might\be opening your door any moment and stepping out,\the cold became irrelevant to me.\What are you, the faithful dog?!\Stop this, please.\If you need to talk to me, just wake me up. response:	You are too kind.
context: Perhaps.\But when I thought that you might\be opening your door any moment and stepping out,\the cold became irrelevant to me.\What are you, the faithful dog?!\Stop this, please.\If you need to talk to me, just wake me up.\You are too kind. response:	I just don't want the hassle of you croaking in front of my door.
context: But when I thought that you might\be opening your door any moment and stepping out,\the cold became irrelevant to me.\What are you, the faithful dog?!\Stop this, please.\If you need to talk to me, just wake me up.\You are too kind.\I just don't want the hassle of you croaking in front of my door. response:	I will be careful.
context: be opening your door any moment and stepping out,\the cold became irrelevant to me.\What are you, the faithful dog?!\Stop this, please.\If you need to talk to me, just wake me up.\You are too kind.\I just don't want the hassle of you croaking in front of my door.\I will be careful. response:	To know that I have even the smallest place in your heart,
context: the cold became irrelevant to me.\What are you, the faithful dog?!\Stop this, please.\If you need to talk to me, just wake me up.\You are too kind.\I just don't want the hassle of you croaking in front of my door.\I will be careful.\To know that I have even the smallest place in your heart, response:	makes freezing to death seem a fine
context: What are you, the faithful dog?!\Stop this, please.\If you need to talk to me, just wake me up.\You are too kind.\I just don't want the hassle of you croaking in front of my door.\I will be careful.\To know that I have even the smallest place in your heart,\makes freezing to death seem a fine response:	What are you, the faithful dog?!
context: Stop this, please.\If you need to talk to me, just wake me up.\You are too kind.\I just don't want the hassle of you croaking in front of my door.\I will be careful.\To know that I have even the smallest place in your heart,\makes freezing to death seem a fine\What are you, the faithful dog?! response:	Will you be breakfasting in the lounge?
context: If you need to talk to me, just wake me up.\You are too kind.\I just don't want the hassle of you croaking in front of my door.\I will be careful.\To know that I have even the smallest place in your heart,\makes freezing to death seem a fine\What are you, the faithful dog?!\Will you be breakfasting in the lounge? response:	I thought I told you, I don't need your services.
context: You are too kind.\I just don't want the hassle of you croaking in front of my door.\I will be careful.\To know that I have even the smallest place in your heart,\makes freezing to death seem a fine\What are you, the faithful dog?!\Will you be breakfasting in the lounge?\I thought I told you, I don't need your services. response:	Today's menu features a bagel sandwich with salad,
context: I just don't want the hassle of you croaking in front of my door.\I will be careful.\To know that I have even the smallest place in your heart,\makes freezing to death seem a fine\What are you, the faithful dog?!\Will you be breakfasting in the lounge?\I thought I told you, I don't need your services.\Today's menu features a bagel sandwich with salad, response:	and fruit yogurt.
context: I will be careful.\To know that I have even the smallest place in your heart,\makes freezing to death seem a fine\What are you, the faithful dog?!\Will you be breakfasting in the lounge?\I thought I told you, I don't need your services.\Today's menu features a bagel sandwich with salad,\and fruit yogurt. response:	I told you I don't need your fussing,
context: To know that I have even the smallest place in your heart,\makes freezing to death seem a fine\What are you, the faithful dog?!\Will you be breakfasting in the lounge?\I thought I told you, I don't need your services.\Today's menu features a bagel sandwich with salad,\and fruit yogurt.\I told you I don't need your fussing, response:	and then you do even more?
context: makes freezing to death seem a fine\What are you, the faithful dog?!\Will you be breakfasting in the lounge?\I thought I told you, I don't need your services.\Today's menu features a bagel sandwich with salad,\and fruit yogurt.\I told you I don't need your fussing,\and then you do even more? response:	The dressing is...
context: What are you, the faithful dog?!\Will you be breakfasting in the lounge?\I thought I told you, I don't need your services.\Today's menu features a bagel sandwich with salad,\and fruit yogurt.\I told you I don't need your fussing,\and then you do even more?\The dressing is... response:	Good morning.
context: Will you be breakfasting in the lounge?\I thought I told you, I don't need your services.\Today's menu features a bagel sandwich with salad,\and fruit yogurt.\I told you I don't need your fussing,\and then you do even more?\The dressing is...\Good morning. response:	Good morning.
context: I thought I told you, I don't need your services.\Today's menu features a bagel sandwich with salad,\and fruit yogurt.\I told you I don't need your fussing,\and then you do even more?\The dressing is...\Good morning.\Good morning. response:	Who are you?
context: Today's menu features a bagel sandwich with salad,\and fruit yogurt.\I told you I don't need your fussing,\and then you do even more?\The dressing is...\Good morning.\Good morning.\Who are you? response:	Well, who are you?
context: and fruit yogurt.\I told you I don't need your fussing,\and then you do even more?\The dressing is...\Good morning.\Good morning.\Who are you?\Well, who are you? response:	My name is Karuta Roromiya.
context: I told you I don't need your fussing,\and then you do even more?\The dressing is...\Good morning.\Good morning.\Who are you?\Well, who are you?\My name is Karuta Roromiya. response:	I'm with the Secret Service.
context: and then you do even more?\The dressing is...\Good morning.\Good morning.\Who are you?\Well, who are you?\My name is Karuta Roromiya.\I'm with the Secret Service. response:	My client is in room two.
context: The dressing is...\Good morning.\Good morning.\Who are you?\Well, who are you?\My name is Karuta Roromiya.\I'm with the Secret Service.\My client is in room two. response:	I'm Ririchiyo Shirakiin, from room four.
context: Good morning.\Good morning.\Who are you?\Well, who are you?\My name is Karuta Roromiya.\I'm with the Secret Service.\My client is in room two.\I'm Ririchiyo Shirakiin, from room four. response:	It's nice to meet you?
context: Good morning.\Who are you?\Well, who are you?\My name is Karuta Roromiya.\I'm with the Secret Service.\My client is in room two.\I'm Ririchiyo Shirakiin, from room four.\It's nice to meet you? response:	Yeah, whatever, I suppose...
context: Who are you?\Well, who are you?\My name is Karuta Roromiya.\I'm with the Secret Service.\My client is in room two.\I'm Ririchiyo Shirakiin, from room four.\It's nice to meet you?\Yeah, whatever, I suppose... response:	A symbol of our acquaintance.
context: Well, who are you?\My name is Karuta Roromiya.\I'm with the Secret Service.\My client is in room two.\I'm Ririchiyo Shirakiin, from room four.\It's nice to meet you?\Yeah, whatever, I suppose...\A symbol of our acquaintance. response:	Thank you...
context: My name is Karuta Roromiya.\I'm with the Secret Service.\My client is in room two.\I'm Ririchiyo Shirakiin, from room four.\It's nice to meet you?\Yeah, whatever, I suppose...\A symbol of our acquaintance.\Thank you... response:	That was another Secret Service agent, I suppose.
context: I'm with the Secret Service.\My client is in room two.\I'm Ririchiyo Shirakiin, from room four.\It's nice to meet you?\Yeah, whatever, I suppose...\A symbol of our acquaintance.\Thank you...\That was another Secret Service agent, I suppose. response:	We could take a little stroll inside the complex.
context: My client is in room two.\I'm Ririchiyo Shirakiin, from room four.\It's nice to meet you?\Yeah, whatever, I suppose...\A symbol of our acquaintance.\Thank you...\That was another Secret Service agent, I suppose.\We could take a little stroll inside the complex. response:	I'd give you a tour.
context: I'm Ririchiyo Shirakiin, from room four.\It's nice to meet you?\Yeah, whatever, I suppose...\A symbol of our acquaintance.\Thank you...\That was another Secret Service agent, I suppose.\We could take a little stroll inside the complex.\I'd give you a tour. response:	I keep telling you, I'm fine by myself!
context: It's nice to meet you?\Yeah, whatever, I suppose...\A symbol of our acquaintance.\Thank you...\That was another Secret Service agent, I suppose.\We could take a little stroll inside the complex.\I'd give you a tour.\I keep telling you, I'm fine by myself! response:	Thank you for bringing my food.
context: Yeah, whatever, I suppose...\A symbol of our acquaintance.\Thank you...\That was another Secret Service agent, I suppose.\We could take a little stroll inside the complex.\I'd give you a tour.\I keep telling you, I'm fine by myself!\Thank you for bringing my food. response:	Anyway, what I'm saying is...
context: A symbol of our acquaintance.\Thank you...\That was another Secret Service agent, I suppose.\We could take a little stroll inside the complex.\I'd give you a tour.\I keep telling you, I'm fine by myself!\Thank you for bringing my food.\Anyway, what I'm saying is... response:	Thank you, that's very polite.
context: Thank you...\That was another Secret Service agent, I suppose.\We could take a little stroll inside the complex.\I'd give you a tour.\I keep telling you, I'm fine by myself!\Thank you for bringing my food.\Anyway, what I'm saying is...\Thank you, that's very polite. response:	Won't you allow me to be your guide?
context: That was another Secret Service agent, I suppose.\We could take a little stroll inside the complex.\I'd give you a tour.\I keep telling you, I'm fine by myself!\Thank you for bringing my food.\Anyway, what I'm saying is...\Thank you, that's very polite.\Won't you allow me to be your guide? response:	You're good at sucking people into your pace.
context: We could take a little stroll inside the complex.\I'd give you a tour.\I keep telling you, I'm fine by myself!\Thank you for bringing my food.\Anyway, what I'm saying is...\Thank you, that's very polite.\Won't you allow me to be your guide?\You're good at sucking people into your pace. response:	You're crafty.
context: I'd give you a tour.\I keep telling you, I'm fine by myself!\Thank you for bringing my food.\Anyway, what I'm saying is...\Thank you, that's very polite.\Won't you allow me to be your guide?\You're good at sucking people into your pace.\You're crafty. response:	You are an honest and wonderful person.
context: I keep telling you, I'm fine by myself!\Thank you for bringing my food.\Anyway, what I'm saying is...\Thank you, that's very polite.\Won't you allow me to be your guide?\You're good at sucking people into your pace.\You're crafty.\You are an honest and wonderful person. response:	This is the bath.
context: Thank you for bringing my food.\Anyway, what I'm saying is...\Thank you, that's very polite.\Won't you allow me to be your guide?\You're good at sucking people into your pace.\You're crafty.\You are an honest and wonderful person.\This is the bath. response:	There are baths in each room as well,
context: Anyway, what I'm saying is...\Thank you, that's very polite.\Won't you allow me to be your guide?\You're good at sucking people into your pace.\You're crafty.\You are an honest and wonderful person.\This is the bath.\There are baths in each room as well, response:	but this might be nice for a change of scenery.
context: Thank you, that's very polite.\Won't you allow me to be your guide?\You're good at sucking people into your pace.\You're crafty.\You are an honest and wonderful person.\This is the bath.\There are baths in each room as well,\but this might be nice for a change of scenery. response:	Directly above the bath, we have this.
context: Won't you allow me to be your guide?\You're good at sucking people into your pace.\You're crafty.\You are an honest and wonderful person.\This is the bath.\There are baths in each room as well,\but this might be nice for a change of scenery.\Directly above the bath, we have this. response:	It's the rooftop garden.
context: You're good at sucking people into your pace.\You're crafty.\You are an honest and wonderful person.\This is the bath.\There are baths in each room as well,\but this might be nice for a change of scenery.\Directly above the bath, we have this.\It's the rooftop garden. response:	With its spacious skies and relaxing gardens,
context: You're crafty.\You are an honest and wonderful person.\This is the bath.\There are baths in each room as well,\but this might be nice for a change of scenery.\Directly above the bath, we have this.\It's the rooftop garden.\With its spacious skies and relaxing gardens, response:	I'm sure this place will be perfect
context: You are an honest and wonderful person.\This is the bath.\There are baths in each room as well,\but this might be nice for a change of scenery.\Directly above the bath, we have this.\It's the rooftop garden.\With its spacious skies and relaxing gardens,\I'm sure this place will be perfect response:	if you ever need somewhere to think.
context: This is the bath.\There are baths in each room as well,\but this might be nice for a change of scenery.\Directly above the bath, we have this.\It's the rooftop garden.\With its spacious skies and relaxing gardens,\I'm sure this place will be perfect\if you ever need somewhere to think. response:	The stream under this little stone bridge
context: There are baths in each room as well,\but this might be nice for a change of scenery.\Directly above the bath, we have this.\It's the rooftop garden.\With its spacious skies and relaxing gardens,\I'm sure this place will be perfect\if you ever need somewhere to think.\The stream under this little stone bridge response:	is made from pebbles, which means...
context: but this might be nice for a change of scenery.\Directly above the bath, we have this.\It's the rooftop garden.\With its spacious skies and relaxing gardens,\I'm sure this place will be perfect\if you ever need somewhere to think.\The stream under this little stone bridge\is made from pebbles, which means... response:	Meh...!
context: Directly above the bath, we have this.\It's the rooftop garden.\With its spacious skies and relaxing gardens,\I'm sure this place will be perfect\if you ever need somewhere to think.\The stream under this little stone bridge\is made from pebbles, which means...\Meh...! response:	Meh?
context: It's the rooftop garden.\With its spacious skies and relaxing gardens,\I'm sure this place will be perfect\if you ever need somewhere to think.\The stream under this little stone bridge\is made from pebbles, which means...\Meh...!\Meh? response:	This is too much!
context: With its spacious skies and relaxing gardens,\I'm sure this place will be perfect\if you ever need somewhere to think.\The stream under this little stone bridge\is made from pebbles, which means...\Meh...!\Meh?\This is too much! response:	Your black hair, your white skin, your almond-shaped eyes!
context: I'm sure this place will be perfect\if you ever need somewhere to think.\The stream under this little stone bridge\is made from pebbles, which means...\Meh...!\Meh?\This is too much!\Your black hair, your white skin, your almond-shaped eyes! response:	Despite your slenderness and small stature,
context: if you ever need somewhere to think.\The stream under this little stone bridge\is made from pebbles, which means...\Meh...!\Meh?\This is too much!\Your black hair, your white skin, your almond-shaped eyes!\Despite your slenderness and small stature, response:	your black tights look so supple!
context: The stream under this little stone bridge\is made from pebbles, which means...\Meh...!\Meh?\This is too much!\Your black hair, your white skin, your almond-shaped eyes!\Despite your slenderness and small stature,\your black tights look so supple! response:	You... are too much!
context: is made from pebbles, which means...\Meh...!\Meh?\This is too much!\Your black hair, your white skin, your almond-shaped eyes!\Despite your slenderness and small stature,\your black tights look so supple!\You... are too much! response:	Who are you?!
context: Meh...!\Meh?\This is too much!\Your black hair, your white skin, your almond-shaped eyes!\Despite your slenderness and small stature,\your black tights look so supple!\You... are too much!\Who are you?! response:	This is the Secret Service's Nobara Yukinokouji.
context: Meh?\This is too much!\Your black hair, your white skin, your almond-shaped eyes!\Despite your slenderness and small stature,\your black tights look so supple!\You... are too much!\Who are you?!\This is the Secret Service's Nobara Yukinokouji. response:	Oh, how could I do such a thing?
context: This is too much!\Your black hair, your white skin, your almond-shaped eyes!\Despite your slenderness and small stature,\your black tights look so supple!\You... are too much!\Who are you?!\This is the Secret Service's Nobara Yukinokouji.\Oh, how could I do such a thing? response:	This is Miss Ririchiyo Shirakiin, who moved in here yesterday.
context: Your black hair, your white skin, your almond-shaped eyes!\Despite your slenderness and small stature,\your black tights look so supple!\You... are too much!\Who are you?!\This is the Secret Service's Nobara Yukinokouji.\Oh, how could I do such a thing?\This is Miss Ririchiyo Shirakiin, who moved in here yesterday. response:	Ririchiyo. That's a strange name.
context: Despite your slenderness and small stature,\your black tights look so supple!\You... are too much!\Who are you?!\This is the Secret Service's Nobara Yukinokouji.\Oh, how could I do such a thing?\This is Miss Ririchiyo Shirakiin, who moved in here yesterday.\Ririchiyo. That's a strange name. response:	Pretty special.
context: your black tights look so supple!\You... are too much!\Who are you?!\This is the Secret Service's Nobara Yukinokouji.\Oh, how could I do such a thing?\This is Miss Ririchiyo Shirakiin, who moved in here yesterday.\Ririchiyo. That's a strange name.\Pretty special. response:	I'm Sorinozuka's Secret Service agent. My name is Nobara Yukinokouji.
context: You... are too much!\Who are you?!\This is the Secret Service's Nobara Yukinokouji.\Oh, how could I do such a thing?\This is Miss Ririchiyo Shirakiin, who moved in here yesterday.\Ririchiyo. That's a strange name.\Pretty special.\I'm Sorinozuka's Secret Service agent. My name is Nobara Yukinokouji. response:	I hope we will become... good friends!
context: Who are you?!\This is the Secret Service's Nobara Yukinokouji.\Oh, how could I do such a thing?\This is Miss Ririchiyo Shirakiin, who moved in here yesterday.\Ririchiyo. That's a strange name.\Pretty special.\I'm Sorinozuka's Secret Service agent. My name is Nobara Yukinokouji.\I hope we will become... good friends! response:	Of course, I mean in a sexual way!
context: This is the Secret Service's Nobara Yukinokouji.\Oh, how could I do such a thing?\This is Miss Ririchiyo Shirakiin, who moved in here yesterday.\Ririchiyo. That's a strange name.\Pretty special.\I'm Sorinozuka's Secret Service agent. My name is Nobara Yukinokouji.\I hope we will become... good friends!\Of course, I mean in a sexual way! response:	Sexual?!
context: Oh, how could I do such a thing?\This is Miss Ririchiyo Shirakiin, who moved in here yesterday.\Ririchiyo. That's a strange name.\Pretty special.\I'm Sorinozuka's Secret Service agent. My name is Nobara Yukinokouji.\I hope we will become... good friends!\Of course, I mean in a sexual way!\Sexual?! response:	Isn't her openness refreshing?
context: This is Miss Ririchiyo Shirakiin, who moved in here yesterday.\Ririchiyo. That's a strange name.\Pretty special.\I'm Sorinozuka's Secret Service agent. My name is Nobara Yukinokouji.\I hope we will become... good friends!\Of course, I mean in a sexual way!\Sexual?!\Isn't her openness refreshing? response:	Openness.
context: Ririchiyo. That's a strange name.\Pretty special.\I'm Sorinozuka's Secret Service agent. My name is Nobara Yukinokouji.\I hope we will become... good friends!\Of course, I mean in a sexual way!\Sexual?!\Isn't her openness refreshing?\Openness. response:	It's a word that has no meaning for me.
context: Pretty special.\I'm Sorinozuka's Secret Service agent. My name is Nobara Yukinokouji.\I hope we will become... good friends!\Of course, I mean in a sexual way!\Sexual?!\Isn't her openness refreshing?\Openness.\It's a word that has no meaning for me. response:	When I'm uncertain, the past comes to hunt me.
context: I'm Sorinozuka's Secret Service agent. My name is Nobara Yukinokouji.\I hope we will become... good friends!\Of course, I mean in a sexual way!\Sexual?!\Isn't her openness refreshing?\Openness.\It's a word that has no meaning for me.\When I'm uncertain, the past comes to hunt me. response:	Good morning.
context: I hope we will become... good friends!\Of course, I mean in a sexual way!\Sexual?!\Isn't her openness refreshing?\Openness.\It's a word that has no meaning for me.\When I'm uncertain, the past comes to hunt me.\Good morning. response:	Today, I knew your waking hour, so...
context: Of course, I mean in a sexual way!\Sexual?!\Isn't her openness refreshing?\Openness.\It's a word that has no meaning for me.\When I'm uncertain, the past comes to hunt me.\Good morning.\Today, I knew your waking hour, so... response:	Your herbal tea.
context: Sexual?!\Isn't her openness refreshing?\Openness.\It's a word that has no meaning for me.\When I'm uncertain, the past comes to hunt me.\Good morning.\Today, I knew your waking hour, so...\Your herbal tea. response:	Thank you.
context: Isn't her openness refreshing?\Openness.\It's a word that has no meaning for me.\When I'm uncertain, the past comes to hunt me.\Good morning.\Today, I knew your waking hour, so...\Your herbal tea.\Thank you. response:	They say that lavender has a natural calming effect.
context: Openness.\It's a word that has no meaning for me.\When I'm uncertain, the past comes to hunt me.\Good morning.\Today, I knew your waking hour, so...\Your herbal tea.\Thank you.\They say that lavender has a natural calming effect. response:	The light was on late in your room these last two nights.
context: It's a word that has no meaning for me.\When I'm uncertain, the past comes to hunt me.\Good morning.\Today, I knew your waking hour, so...\Your herbal tea.\Thank you.\They say that lavender has a natural calming effect.\The light was on late in your room these last two nights. response:	You said you knew me.
context: When I'm uncertain, the past comes to hunt me.\Good morning.\Today, I knew your waking hour, so...\Your herbal tea.\Thank you.\They say that lavender has a natural calming effect.\The light was on late in your room these last two nights.\You said you knew me. response:	Doesn't that knowledge repulse you?
context: Good morning.\Today, I knew your waking hour, so...\Your herbal tea.\Thank you.\They say that lavender has a natural calming effect.\The light was on late in your room these last two nights.\You said you knew me.\Doesn't that knowledge repulse you? response:	The Shirakiin family has been
context: Today, I knew your waking hour, so...\Your herbal tea.\Thank you.\They say that lavender has a natural calming effect.\The light was on late in your room these last two nights.\You said you knew me.\Doesn't that knowledge repulse you?\The Shirakiin family has been response:	a honorable and rich family for a long time.
context: Your herbal tea.\Thank you.\They say that lavender has a natural calming effect.\The light was on late in your room these last two nights.\You said you knew me.\Doesn't that knowledge repulse you?\The Shirakiin family has been\a honorable and rich family for a long time. response:	It is the house where I am from.
context: Thank you.\They say that lavender has a natural calming effect.\The light was on late in your room these last two nights.\You said you knew me.\Doesn't that knowledge repulse you?\The Shirakiin family has been\a honorable and rich family for a long time.\It is the house where I am from. response:	Good morning, Miss Ririchiyo!
context: They say that lavender has a natural calming effect.\The light was on late in your room these last two nights.\You said you knew me.\Doesn't that knowledge repulse you?\The Shirakiin family has been\a honorable and rich family for a long time.\It is the house where I am from.\Good morning, Miss Ririchiyo! response:	Don't think you're special!
context: The light was on late in your room these last two nights.\You said you knew me.\Doesn't that knowledge repulse you?\The Shirakiin family has been\a honorable and rich family for a long time.\It is the house where I am from.\Good morning, Miss Ririchiyo!\Don't think you're special! response:	All your house has is money!
context: You said you knew me.\Doesn't that knowledge repulse you?\The Shirakiin family has been\a honorable and rich family for a long time.\It is the house where I am from.\Good morning, Miss Ririchiyo!\Don't think you're special!\All your house has is money! response:	You're so boring!
context: Doesn't that knowledge repulse you?\The Shirakiin family has been\a honorable and rich family for a long time.\It is the house where I am from.\Good morning, Miss Ririchiyo!\Don't think you're special!\All your house has is money!\You're so boring! response:	Hey! What are you doing?!
context: The Shirakiin family has been\a honorable and rich family for a long time.\It is the house where I am from.\Good morning, Miss Ririchiyo!\Don't think you're special!\All your house has is money!\You're so boring!\Hey! What are you doing?! response:	Thank you for your troubles.
context: a honorable and rich family for a long time.\It is the house where I am from.\Good morning, Miss Ririchiyo!\Don't think you're special!\All your house has is money!\You're so boring!\Hey! What are you doing?!\Thank you for your troubles. response:	It's no trouble at all. After all, I am her teacher.
context: It is the house where I am from.\Good morning, Miss Ririchiyo!\Don't think you're special!\All your house has is money!\You're so boring!\Hey! What are you doing?!\Thank you for your troubles.\It's no trouble at all. After all, I am her teacher. response:	I will make sure to pass on your name to our master.
context: Good morning, Miss Ririchiyo!\Don't think you're special!\All your house has is money!\You're so boring!\Hey! What are you doing?!\Thank you for your troubles.\It's no trouble at all. After all, I am her teacher.\I will make sure to pass on your name to our master. response:	Thank you!
context: Don't think you're special!\All your house has is money!\You're so boring!\Hey! What are you doing?!\Thank you for your troubles.\It's no trouble at all. After all, I am her teacher.\I will make sure to pass on your name to our master.\Thank you! response:	I was lonely.
context: All your house has is money!\You're so boring!\Hey! What are you doing?!\Thank you for your troubles.\It's no trouble at all. After all, I am her teacher.\I will make sure to pass on your name to our master.\Thank you!\I was lonely. response:	Both because of being bullied for being a Shirakiin,
context: You're so boring!\Hey! What are you doing?!\Thank you for your troubles.\It's no trouble at all. After all, I am her teacher.\I will make sure to pass on your name to our master.\Thank you!\I was lonely.\Both because of being bullied for being a Shirakiin, response:	and for being protected by the same.
context: Hey! What are you doing?!\Thank you for your troubles.\It's no trouble at all. After all, I am her teacher.\I will make sure to pass on your name to our master.\Thank you!\I was lonely.\Both because of being bullied for being a Shirakiin,\and for being protected by the same. response:	I don't have anything.
context: Thank you for your troubles.\It's no trouble at all. After all, I am her teacher.\I will make sure to pass on your name to our master.\Thank you!\I was lonely.\Both because of being bullied for being a Shirakiin,\and for being protected by the same.\I don't have anything. response:	It's like the house I am part of
context: It's no trouble at all. After all, I am her teacher.\I will make sure to pass on your name to our master.\Thank you!\I was lonely.\Both because of being bullied for being a Shirakiin,\and for being protected by the same.\I don't have anything.\It's like the house I am part of response:	is a bigger part of me than myself.
context: I will make sure to pass on your name to our master.\Thank you!\I was lonely.\Both because of being bullied for being a Shirakiin,\and for being protected by the same.\I don't have anything.\It's like the house I am part of\is a bigger part of me than myself. response:	Is that...
context: Thank you!\I was lonely.\Both because of being bullied for being a Shirakiin,\and for being protected by the same.\I don't have anything.\It's like the house I am part of\is a bigger part of me than myself.\Is that... response:	Is that how you've felt?
context: I was lonely.\Both because of being bullied for being a Shirakiin,\and for being protected by the same.\I don't have anything.\It's like the house I am part of\is a bigger part of me than myself.\Is that...\Is that how you've felt? response:	To think that all along, you've been carrying this burden alone.
context: Both because of being bullied for being a Shirakiin,\and for being protected by the same.\I don't have anything.\It's like the house I am part of\is a bigger part of me than myself.\Is that...\Is that how you've felt?\To think that all along, you've been carrying this burden alone. response:	Don't cry!
context: and for being protected by the same.\I don't have anything.\It's like the house I am part of\is a bigger part of me than myself.\Is that...\Is that how you've felt?\To think that all along, you've been carrying this burden alone.\Don't cry! response:	Here.
context: I don't have anything.\It's like the house I am part of\is a bigger part of me than myself.\Is that...\Is that how you've felt?\To think that all along, you've been carrying this burden alone.\Don't cry!\Here. response:	Miss Ririchiyo...
context: It's like the house I am part of\is a bigger part of me than myself.\Is that...\Is that how you've felt?\To think that all along, you've been carrying this burden alone.\Don't cry!\Here.\Miss Ririchiyo... response:	You cry easily, don't you?
context: is a bigger part of me than myself.\Is that...\Is that how you've felt?\To think that all along, you've been carrying this burden alone.\Don't cry!\Here.\Miss Ririchiyo...\You cry easily, don't you? response:	I think I got my bad habit sometime around then.
context: Is that...\Is that how you've felt?\To think that all along, you've been carrying this burden alone.\Don't cry!\Here.\Miss Ririchiyo...\You cry easily, don't you?\I think I got my bad habit sometime around then. response:	You're so boring!
context: Is that how you've felt?\To think that all along, you've been carrying this burden alone.\Don't cry!\Here.\Miss Ririchiyo...\You cry easily, don't you?\I think I got my bad habit sometime around then.\You're so boring! response:	Those words were true.
context: To think that all along, you've been carrying this burden alone.\Don't cry!\Here.\Miss Ririchiyo...\You cry easily, don't you?\I think I got my bad habit sometime around then.\You're so boring!\Those words were true. response:	I was weak.
context: Don't cry!\Here.\Miss Ririchiyo...\You cry easily, don't you?\I think I got my bad habit sometime around then.\You're so boring!\Those words were true.\I was weak. response:	All I did was fit into the mold of the Shirakiin family.
context: Here.\Miss Ririchiyo...\You cry easily, don't you?\I think I got my bad habit sometime around then.\You're so boring!\Those words were true.\I was weak.\All I did was fit into the mold of the Shirakiin family. response:	I was lonely and felt pathetic, so I put up a front.
context: Miss Ririchiyo...\You cry easily, don't you?\I think I got my bad habit sometime around then.\You're so boring!\Those words were true.\I was weak.\All I did was fit into the mold of the Shirakiin family.\I was lonely and felt pathetic, so I put up a front. response:	However, I know I have to change.
context: You cry easily, don't you?\I think I got my bad habit sometime around then.\You're so boring!\Those words were true.\I was weak.\All I did was fit into the mold of the Shirakiin family.\I was lonely and felt pathetic, so I put up a front.\However, I know I have to change. response:	I have to learn how to
context: I think I got my bad habit sometime around then.\You're so boring!\Those words were true.\I was weak.\All I did was fit into the mold of the Shirakiin family.\I was lonely and felt pathetic, so I put up a front.\However, I know I have to change.\I have to learn how to response:	build up my confidence so that I can properly interact with people.
context: You're so boring!\Those words were true.\I was weak.\All I did was fit into the mold of the Shirakiin family.\I was lonely and felt pathetic, so I put up a front.\However, I know I have to change.\I have to learn how to\build up my confidence so that I can properly interact with people. response:	I have to be alone until then.
context: Those words were true.\I was weak.\All I did was fit into the mold of the Shirakiin family.\I was lonely and felt pathetic, so I put up a front.\However, I know I have to change.\I have to learn how to\build up my confidence so that I can properly interact with people.\I have to be alone until then. response:	Right now, all I do is hurt people.
context: I was weak.\All I did was fit into the mold of the Shirakiin family.\I was lonely and felt pathetic, so I put up a front.\However, I know I have to change.\I have to learn how to\build up my confidence so that I can properly interact with people.\I have to be alone until then.\Right now, all I do is hurt people. response:	I don't think...
context: All I did was fit into the mold of the Shirakiin family.\I was lonely and felt pathetic, so I put up a front.\However, I know I have to change.\I have to learn how to\build up my confidence so that I can properly interact with people.\I have to be alone until then.\Right now, all I do is hurt people.\I don't think... response:	If you stay with me, sooner or later you'll get hurt, too.
context: I was lonely and felt pathetic, so I put up a front.\However, I know I have to change.\I have to learn how to\build up my confidence so that I can properly interact with people.\I have to be alone until then.\Right now, all I do is hurt people.\I don't think...\If you stay with me, sooner or later you'll get hurt, too. response:	Why don't we try it, then?
