context: I send you my greetings, Elder Sister. response:	It has been four months since I left Japan.
context: You're just too perfect at everything, Your Highness.\But you might say it's hard to tell how you really feel.\When she pinches her collar, that's the sign that she needs to tell us about a mission.\Princess has bodyguards surrounding her even at school.\And one of them reports on her activities to the Home Secretary.\The lavatory is the ideal spot for clandestine meetings.\Oh, Princess. How do you do?\How do you do, Miss Lily? response:	Lily Gaveston.
context: But you might say it's hard to tell how you really feel.\When she pinches her collar, that's the sign that she needs to tell us about a mission.\Princess has bodyguards surrounding her even at school.\And one of them reports on her activities to the Home Secretary.\The lavatory is the ideal spot for clandestine meetings.\Oh, Princess. How do you do?\How do you do, Miss Lily?\Lily Gaveston. response:	The daughter of the Kingdom's Chief Justice.
context: When she pinches her collar, that's the sign that she needs to tell us about a mission.\Princess has bodyguards surrounding her even at school.\And one of them reports on her activities to the Home Secretary.\The lavatory is the ideal spot for clandestine meetings.\Oh, Princess. How do you do?\How do you do, Miss Lily?\Lily Gaveston.\The daughter of the Kingdom's Chief Justice. response:	She, too, is one of the Home Secretary's collaborators.
context: Princess has bodyguards surrounding her even at school.\And one of them reports on her activities to the Home Secretary.\The lavatory is the ideal spot for clandestine meetings.\Oh, Princess. How do you do?\How do you do, Miss Lily?\Lily Gaveston.\The daughter of the Kingdom's Chief Justice.\She, too, is one of the Home Secretary's collaborators. response:	She has not been trained as a spy...
context: And one of them reports on her activities to the Home Secretary.\The lavatory is the ideal spot for clandestine meetings.\Oh, Princess. How do you do?\How do you do, Miss Lily?\Lily Gaveston.\The daughter of the Kingdom's Chief Justice.\She, too, is one of the Home Secretary's collaborators.\She has not been trained as a spy... response:	But she is the same sex as Princess, and in the same class.
context: The lavatory is the ideal spot for clandestine meetings.\Oh, Princess. How do you do?\How do you do, Miss Lily?\Lily Gaveston.\The daughter of the Kingdom's Chief Justice.\She, too, is one of the Home Secretary's collaborators.\She has not been trained as a spy...\But she is the same sex as Princess, and in the same class. response:	This actually makes her the bigger nuisance.
context: Oh, Princess. How do you do?\How do you do, Miss Lily?\Lily Gaveston.\The daughter of the Kingdom's Chief Justice.\She, too, is one of the Home Secretary's collaborators.\She has not been trained as a spy...\But she is the same sex as Princess, and in the same class.\This actually makes her the bigger nuisance. response:	I see you're with the Natural History Club again today.
context: How do you do, Miss Lily?\Lily Gaveston.\The daughter of the Kingdom's Chief Justice.\She, too, is one of the Home Secretary's collaborators.\She has not been trained as a spy...\But she is the same sex as Princess, and in the same class.\This actually makes her the bigger nuisance.\I see you're with the Natural History Club again today. response:	G-good afternoon, Miss Lily.
context: Lily Gaveston.\The daughter of the Kingdom's Chief Justice.\She, too, is one of the Home Secretary's collaborators.\She has not been trained as a spy...\But she is the same sex as Princess, and in the same class.\This actually makes her the bigger nuisance.\I see you're with the Natural History Club again today.\G-good afternoon, Miss Lily. response:	Good afternoon.
context: The daughter of the Kingdom's Chief Justice.\She, too, is one of the Home Secretary's collaborators.\She has not been trained as a spy...\But she is the same sex as Princess, and in the same class.\This actually makes her the bigger nuisance.\I see you're with the Natural History Club again today.\G-good afternoon, Miss Lily.\Good afternoon. response:	And who are you?
context: She, too, is one of the Home Secretary's collaborators.\She has not been trained as a spy...\But she is the same sex as Princess, and in the same class.\This actually makes her the bigger nuisance.\I see you're with the Natural History Club again today.\G-good afternoon, Miss Lily.\Good afternoon.\And who are you? response:	I-I'm Ange.
context: She has not been trained as a spy...\But she is the same sex as Princess, and in the same class.\This actually makes her the bigger nuisance.\I see you're with the Natural History Club again today.\G-good afternoon, Miss Lily.\Good afternoon.\And who are you?\I-I'm Ange. response:	Oh, I'm so sorry. I just can't remember the names of people I don't associate with.
context: But she is the same sex as Princess, and in the same class.\This actually makes her the bigger nuisance.\I see you're with the Natural History Club again today.\G-good afternoon, Miss Lily.\Good afternoon.\And who are you?\I-I'm Ange.\Oh, I'm so sorry. I just can't remember the names of people I don't associate with. response:	How unsightly.
context: This actually makes her the bigger nuisance.\I see you're with the Natural History Club again today.\G-good afternoon, Miss Lily.\Good afternoon.\And who are you?\I-I'm Ange.\Oh, I'm so sorry. I just can't remember the names of people I don't associate with.\How unsightly. response:	If you dislike Ange, you would do well to come out and say it.
context: I see you're with the Natural History Club again today.\G-good afternoon, Miss Lily.\Good afternoon.\And who are you?\I-I'm Ange.\Oh, I'm so sorry. I just can't remember the names of people I don't associate with.\How unsightly.\If you dislike Ange, you would do well to come out and say it. response:	Your senseless sarcasm diminishes the quality of your character.
context: G-good afternoon, Miss Lily.\Good afternoon.\And who are you?\I-I'm Ange.\Oh, I'm so sorry. I just can't remember the names of people I don't associate with.\How unsightly.\If you dislike Ange, you would do well to come out and say it.\Your senseless sarcasm diminishes the quality of your character. response:	Princess.
context: Good afternoon.\And who are you?\I-I'm Ange.\Oh, I'm so sorry. I just can't remember the names of people I don't associate with.\How unsightly.\If you dislike Ange, you would do well to come out and say it.\Your senseless sarcasm diminishes the quality of your character.\Princess. response:	I think you should choose your friends with more care.
context: And who are you?\I-I'm Ange.\Oh, I'm so sorry. I just can't remember the names of people I don't associate with.\How unsightly.\If you dislike Ange, you would do well to come out and say it.\Your senseless sarcasm diminishes the quality of your character.\Princess.\I think you should choose your friends with more care. response:	But I thought of you as a friend.
context: I-I'm Ange.\Oh, I'm so sorry. I just can't remember the names of people I don't associate with.\How unsightly.\If you dislike Ange, you would do well to come out and say it.\Your senseless sarcasm diminishes the quality of your character.\Princess.\I think you should choose your friends with more care.\But I thought of you as a friend. response:	Are you saying I should reconsider?
context: Oh, I'm so sorry. I just can't remember the names of people I don't associate with.\How unsightly.\If you dislike Ange, you would do well to come out and say it.\Your senseless sarcasm diminishes the quality of your character.\Princess.\I think you should choose your friends with more care.\But I thought of you as a friend.\Are you saying I should reconsider? response:	Th-things are fine the way they are!
context: How unsightly.\If you dislike Ange, you would do well to come out and say it.\Your senseless sarcasm diminishes the quality of your character.\Princess.\I think you should choose your friends with more care.\But I thought of you as a friend.\Are you saying I should reconsider?\Th-things are fine the way they are! response:	When we carry out our spy work, we use this underground passage.
context: If you dislike Ange, you would do well to come out and say it.\Your senseless sarcasm diminishes the quality of your character.\Princess.\I think you should choose your friends with more care.\But I thought of you as a friend.\Are you saying I should reconsider?\Th-things are fine the way they are!\When we carry out our spy work, we use this underground passage. response:	There are so many cars,
context: Your senseless sarcasm diminishes the quality of your character.\Princess.\I think you should choose your friends with more care.\But I thought of you as a friend.\Are you saying I should reconsider?\Th-things are fine the way they are!\When we carry out our spy work, we use this underground passage.\There are so many cars, response:	and airships.
context: Princess.\I think you should choose your friends with more care.\But I thought of you as a friend.\Are you saying I should reconsider?\Th-things are fine the way they are!\When we carry out our spy work, we use this underground passage.\There are so many cars,\and airships. response:	You would never behold such a sight in Japan.
context: I think you should choose your friends with more care.\But I thought of you as a friend.\Are you saying I should reconsider?\Th-things are fine the way they are!\When we carry out our spy work, we use this underground passage.\There are so many cars,\and airships.\You would never behold such a sight in Japan. response:	Big, tall buildings, like castles, line the streets.
context: But I thought of you as a friend.\Are you saying I should reconsider?\Th-things are fine the way they are!\When we carry out our spy work, we use this underground passage.\There are so many cars,\and airships.\You would never behold such a sight in Japan.\Big, tall buildings, like castles, line the streets. response:	When I go into town, I cannot avoid the painful reminder of how different our nations are.
context: Are you saying I should reconsider?\Th-things are fine the way they are!\When we carry out our spy work, we use this underground passage.\There are so many cars,\and airships.\You would never behold such a sight in Japan.\Big, tall buildings, like castles, line the streets.\When I go into town, I cannot avoid the painful reminder of how different our nations are. response:	Yes, please tell the Master that his wife wishes him to stop by Piccadilly Circus.
context: Th-things are fine the way they are!\When we carry out our spy work, we use this underground passage.\There are so many cars,\and airships.\You would never behold such a sight in Japan.\Big, tall buildings, like castles, line the streets.\When I go into town, I cannot avoid the painful reminder of how different our nations are.\Yes, please tell the Master that his wife wishes him to stop by Piccadilly Circus. response:	Beatrice's throat is equipped with advanced technology that can mimic any human voice.
context: When we carry out our spy work, we use this underground passage.\There are so many cars,\and airships.\You would never behold such a sight in Japan.\Big, tall buildings, like castles, line the streets.\When I go into town, I cannot avoid the painful reminder of how different our nations are.\Yes, please tell the Master that his wife wishes him to stop by Piccadilly Circus.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. response:	Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes.
context: There are so many cars,\and airships.\You would never behold such a sight in Japan.\Big, tall buildings, like castles, line the streets.\When I go into town, I cannot avoid the painful reminder of how different our nations are.\Yes, please tell the Master that his wife wishes him to stop by Piccadilly Circus.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes. response:	Beatrice's throat is equipped with advanced technology that can mimic any human voice.
context: and airships.\You would never behold such a sight in Japan.\Big, tall buildings, like castles, line the streets.\When I go into town, I cannot avoid the painful reminder of how different our nations are.\Yes, please tell the Master that his wife wishes him to stop by Piccadilly Circus.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. response:	Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes. Excuse me.
context: You would never behold such a sight in Japan.\Big, tall buildings, like castles, line the streets.\When I go into town, I cannot avoid the painful reminder of how different our nations are.\Yes, please tell the Master that his wife wishes him to stop by Piccadilly Circus.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes. Excuse me. response:	Beatrice's throat is equipped with advanced technology that can mimic any human voice.
context: Big, tall buildings, like castles, line the streets.\When I go into town, I cannot avoid the painful reminder of how different our nations are.\Yes, please tell the Master that his wife wishes him to stop by Piccadilly Circus.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes. Excuse me.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. response:	She herself is good with machines, which makes her a reliable ally.
context: When I go into town, I cannot avoid the painful reminder of how different our nations are.\Yes, please tell the Master that his wife wishes him to stop by Piccadilly Circus.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes. Excuse me.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\She herself is good with machines, which makes her a reliable ally. response:	We were right.
context: Yes, please tell the Master that his wife wishes him to stop by Piccadilly Circus.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes. Excuse me.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\She herself is good with machines, which makes her a reliable ally.\We were right. response:	The president of the Privy Council WILL be there.
context: Beatrice's throat is equipped with advanced technology that can mimic any human voice.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes. Excuse me.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\She herself is good with machines, which makes her a reliable ally.\We were right.\The president of the Privy Council WILL be there. response:	Will they?
context: Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes. Excuse me.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\She herself is good with machines, which makes her a reliable ally.\We were right.\The president of the Privy Council WILL be there.\Will they? response:	Now all we have to do is find out what their secret meeting is about.
context: Beatrice's throat is equipped with advanced technology that can mimic any human voice.\Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes. Excuse me.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\She herself is good with machines, which makes her a reliable ally.\We were right.\The president of the Privy Council WILL be there.\Will they?\Now all we have to do is find out what their secret meeting is about. response:	Rain.
context: Beatrice's throat is equipped with advanced technology that can mimic any human voice. Yes. Excuse me.\Beatrice's throat is equipped with advanced technology that can mimic any human voice.\She herself is good with machines, which makes her a reliable ally.\We were right.\The president of the Privy Council WILL be there.\Will they?\Now all we have to do is find out what their secret meeting is about.\Rain. response:	Perfect. I can use it to my advantage.
context: Beatrice's throat is equipped with advanced technology that can mimic any human voice.\She herself is good with machines, which makes her a reliable ally.\We were right.\The president of the Privy Council WILL be there.\Will they?\Now all we have to do is find out what their secret meeting is about.\Rain.\Perfect. I can use it to my advantage. response:	Dear Sister.
context: She herself is good with machines, which makes her a reliable ally.\We were right.\The president of the Privy Council WILL be there.\Will they?\Now all we have to do is find out what their secret meeting is about.\Rain.\Perfect. I can use it to my advantage.\Dear Sister. response:	That is known as a woman's weapon.
context: We were right.\The president of the Privy Council WILL be there.\Will they?\Now all we have to do is find out what their secret meeting is about.\Rain.\Perfect. I can use it to my advantage.\Dear Sister.\That is known as a woman's weapon. response:	Unfortunately, it's one I have yet to acquire.
context: The president of the Privy Council WILL be there.\Will they?\Now all we have to do is find out what their secret meeting is about.\Rain.\Perfect. I can use it to my advantage.\Dear Sister.\That is known as a woman's weapon.\Unfortunately, it's one I have yet to acquire. response:	Oh, no!
context: Will they?\Now all we have to do is find out what their secret meeting is about.\Rain.\Perfect. I can use it to my advantage.\Dear Sister.\That is known as a woman's weapon.\Unfortunately, it's one I have yet to acquire.\Oh, no! response:	Where is this rain coming from?
context: Now all we have to do is find out what their secret meeting is about.\Rain.\Perfect. I can use it to my advantage.\Dear Sister.\That is known as a woman's weapon.\Unfortunately, it's one I have yet to acquire.\Oh, no!\Where is this rain coming from? response:	Well, I'll go in from the roof.
context: Rain.\Perfect. I can use it to my advantage.\Dear Sister.\That is known as a woman's weapon.\Unfortunately, it's one I have yet to acquire.\Oh, no!\Where is this rain coming from?\Well, I'll go in from the roof. response:	Chise, you're on standby.
context: Perfect. I can use it to my advantage.\Dear Sister.\That is known as a woman's weapon.\Unfortunately, it's one I have yet to acquire.\Oh, no!\Where is this rain coming from?\Well, I'll go in from the roof.\Chise, you're on standby. response:	There is surprisingly little for me to do.
context: Dear Sister.\That is known as a woman's weapon.\Unfortunately, it's one I have yet to acquire.\Oh, no!\Where is this rain coming from?\Well, I'll go in from the roof.\Chise, you're on standby.\There is surprisingly little for me to do. response:	Ange says it's better that way, but...
context: That is known as a woman's weapon.\Unfortunately, it's one I have yet to acquire.\Oh, no!\Where is this rain coming from?\Well, I'll go in from the roof.\Chise, you're on standby.\There is surprisingly little for me to do.\Ange says it's better that way, but... response:	Isn't it only natural that I should want to be useful,
context: Unfortunately, it's one I have yet to acquire.\Oh, no!\Where is this rain coming from?\Well, I'll go in from the roof.\Chise, you're on standby.\There is surprisingly little for me to do.\Ange says it's better that way, but...\Isn't it only natural that I should want to be useful, response:	as a member of the team?
context: Oh, no!\Where is this rain coming from?\Well, I'll go in from the roof.\Chise, you're on standby.\There is surprisingly little for me to do.\Ange says it's better that way, but...\Isn't it only natural that I should want to be useful,\as a member of the team? response:	I have regular interviews with Lord Horikawa.
context: Where is this rain coming from?\Well, I'll go in from the roof.\Chise, you're on standby.\There is surprisingly little for me to do.\Ange says it's better that way, but...\Isn't it only natural that I should want to be useful,\as a member of the team?\I have regular interviews with Lord Horikawa. response:	Delicious!
context: Well, I'll go in from the roof.\Chise, you're on standby.\There is surprisingly little for me to do.\Ange says it's better that way, but...\Isn't it only natural that I should want to be useful,\as a member of the team?\I have regular interviews with Lord Horikawa.\Delicious! response:	This kintsuba is exquisite!
context: Chise, you're on standby.\There is surprisingly little for me to do.\Ange says it's better that way, but...\Isn't it only natural that I should want to be useful,\as a member of the team?\I have regular interviews with Lord Horikawa.\Delicious!\This kintsuba is exquisite! response:	I had it sent here from the capital.
context: There is surprisingly little for me to do.\Ange says it's better that way, but...\Isn't it only natural that I should want to be useful,\as a member of the team?\I have regular interviews with Lord Horikawa.\Delicious!\This kintsuba is exquisite!\I had it sent here from the capital. response:	Of course. The capital.
context: Ange says it's better that way, but...\Isn't it only natural that I should want to be useful,\as a member of the team?\I have regular interviews with Lord Horikawa.\Delicious!\This kintsuba is exquisite!\I had it sent here from the capital.\Of course. The capital. response:	Of course it's so good!
context: Isn't it only natural that I should want to be useful,\as a member of the team?\I have regular interviews with Lord Horikawa.\Delicious!\This kintsuba is exquisite!\I had it sent here from the capital.\Of course. The capital.\Of course it's so good! response:	By the way, Chise.
context: as a member of the team?\I have regular interviews with Lord Horikawa.\Delicious!\This kintsuba is exquisite!\I had it sent here from the capital.\Of course. The capital.\Of course it's so good!\By the way, Chise. response:	What do you think of Princess?
context: I have regular interviews with Lord Horikawa.\Delicious!\This kintsuba is exquisite!\I had it sent here from the capital.\Of course. The capital.\Of course it's so good!\By the way, Chise.\What do you think of Princess? response:	Dear Sister.
context: Delicious!\This kintsuba is exquisite!\I had it sent here from the capital.\Of course. The capital.\Of course it's so good!\By the way, Chise.\What do you think of Princess?\Dear Sister. response:	My task is to investigate the Commonwealth.
context: This kintsuba is exquisite!\I had it sent here from the capital.\Of course. The capital.\Of course it's so good!\By the way, Chise.\What do you think of Princess?\Dear Sister.\My task is to investigate the Commonwealth. response:	In other words, I am spying on the spies.
context: I had it sent here from the capital.\Of course. The capital.\Of course it's so good!\By the way, Chise.\What do you think of Princess?\Dear Sister.\My task is to investigate the Commonwealth.\In other words, I am spying on the spies. response:	I have determined her to be a clever, resolute woman.
context: Of course. The capital.\Of course it's so good!\By the way, Chise.\What do you think of Princess?\Dear Sister.\My task is to investigate the Commonwealth.\In other words, I am spying on the spies.\I have determined her to be a clever, resolute woman. response:	Will it succeed?
context: Of course it's so good!\By the way, Chise.\What do you think of Princess?\Dear Sister.\My task is to investigate the Commonwealth.\In other words, I am spying on the spies.\I have determined her to be a clever, resolute woman.\Will it succeed? response:	This Operation: Changeling.
context: By the way, Chise.\What do you think of Princess?\Dear Sister.\My task is to investigate the Commonwealth.\In other words, I am spying on the spies.\I have determined her to be a clever, resolute woman.\Will it succeed?\This Operation: Changeling. response:	I have only been with them a fortnight.
context: What do you think of Princess?\Dear Sister.\My task is to investigate the Commonwealth.\In other words, I am spying on the spies.\I have determined her to be a clever, resolute woman.\Will it succeed?\This Operation: Changeling.\I have only been with them a fortnight. response:	I would like more time to form a proper judgment.
context: Dear Sister.\My task is to investigate the Commonwealth.\In other words, I am spying on the spies.\I have determined her to be a clever, resolute woman.\Will it succeed?\This Operation: Changeling.\I have only been with them a fortnight.\I would like more time to form a proper judgment. response:	I hope you don't think me a coward, Chise.
context: My task is to investigate the Commonwealth.\In other words, I am spying on the spies.\I have determined her to be a clever, resolute woman.\Will it succeed?\This Operation: Changeling.\I have only been with them a fortnight.\I would like more time to form a proper judgment.\I hope you don't think me a coward, Chise. response:	Our nation is still small.
context: In other words, I am spying on the spies.\I have determined her to be a clever, resolute woman.\Will it succeed?\This Operation: Changeling.\I have only been with them a fortnight.\I would like more time to form a proper judgment.\I hope you don't think me a coward, Chise.\Our nation is still small. response:	Of the Kingdom and the Commonwealth,
context: I have determined her to be a clever, resolute woman.\Will it succeed?\This Operation: Changeling.\I have only been with them a fortnight.\I would like more time to form a proper judgment.\I hope you don't think me a coward, Chise.\Our nation is still small.\Of the Kingdom and the Commonwealth, response:	we must determine which horse will win the race and ride it, or we will have no future.
context: Will it succeed?\This Operation: Changeling.\I have only been with them a fortnight.\I would like more time to form a proper judgment.\I hope you don't think me a coward, Chise.\Our nation is still small.\Of the Kingdom and the Commonwealth,\we must determine which horse will win the race and ride it, or we will have no future. response:	Understood.
context: This Operation: Changeling.\I have only been with them a fortnight.\I would like more time to form a proper judgment.\I hope you don't think me a coward, Chise.\Our nation is still small.\Of the Kingdom and the Commonwealth,\we must determine which horse will win the race and ride it, or we will have no future.\Understood. response:	Please, do not worry, Dear Sister.
context: I have only been with them a fortnight.\I would like more time to form a proper judgment.\I hope you don't think me a coward, Chise.\Our nation is still small.\Of the Kingdom and the Commonwealth,\we must determine which horse will win the race and ride it, or we will have no future.\Understood.\Please, do not worry, Dear Sister. response:	I promise I will find the information that will benefit our nation.
context: I would like more time to form a proper judgment.\I hope you don't think me a coward, Chise.\Our nation is still small.\Of the Kingdom and the Commonwealth,\we must determine which horse will win the race and ride it, or we will have no future.\Understood.\Please, do not worry, Dear Sister.\I promise I will find the information that will benefit our nation. response:	I will be useful.
context: I hope you don't think me a coward, Chise.\Our nation is still small.\Of the Kingdom and the Commonwealth,\we must determine which horse will win the race and ride it, or we will have no future.\Understood.\Please, do not worry, Dear Sister.\I promise I will find the information that will benefit our nation.\I will be useful. response:	It is funny because it is so fitting.
context: Our nation is still small.\Of the Kingdom and the Commonwealth,\we must determine which horse will win the race and ride it, or we will have no future.\Understood.\Please, do not worry, Dear Sister.\I promise I will find the information that will benefit our nation.\I will be useful.\It is funny because it is so fitting. response:	This IS a place where chrysalides emerge into adulthood.
context: Of the Kingdom and the Commonwealth,\we must determine which horse will win the race and ride it, or we will have no future.\Understood.\Please, do not worry, Dear Sister.\I promise I will find the information that will benefit our nation.\I will be useful.\It is funny because it is so fitting.\This IS a place where chrysalides emerge into adulthood. response:	She's a commoner, isn't she?
context: we must determine which horse will win the race and ride it, or we will have no future.\Understood.\Please, do not worry, Dear Sister.\I promise I will find the information that will benefit our nation.\I will be useful.\It is funny because it is so fitting.\This IS a place where chrysalides emerge into adulthood.\She's a commoner, isn't she? response:	Obviously she's after the money.
context: Understood.\Please, do not worry, Dear Sister.\I promise I will find the information that will benefit our nation.\I will be useful.\It is funny because it is so fitting.\This IS a place where chrysalides emerge into adulthood.\She's a commoner, isn't she?\Obviously she's after the money. response:	Hey. Out of our way.
context: Please, do not worry, Dear Sister.\I promise I will find the information that will benefit our nation.\I will be useful.\It is funny because it is so fitting.\This IS a place where chrysalides emerge into adulthood.\She's a commoner, isn't she?\Obviously she's after the money.\Hey. Out of our way. response:	Oriental.
context: I promise I will find the information that will benefit our nation.\I will be useful.\It is funny because it is so fitting.\This IS a place where chrysalides emerge into adulthood.\She's a commoner, isn't she?\Obviously she's after the money.\Hey. Out of our way.\Oriental. response:	Don't you speak English?
context: I will be useful.\It is funny because it is so fitting.\This IS a place where chrysalides emerge into adulthood.\She's a commoner, isn't she?\Obviously she's after the money.\Hey. Out of our way.\Oriental.\Don't you speak English? response:	This butterfly is about to leave its cocoon.
context: It is funny because it is so fitting.\This IS a place where chrysalides emerge into adulthood.\She's a commoner, isn't she?\Obviously she's after the money.\Hey. Out of our way.\Oriental.\Don't you speak English?\This butterfly is about to leave its cocoon. response:	If you were not all spread across the path,
context: This IS a place where chrysalides emerge into adulthood.\She's a commoner, isn't she?\Obviously she's after the money.\Hey. Out of our way.\Oriental.\Don't you speak English?\This butterfly is about to leave its cocoon.\If you were not all spread across the path, response:	you could easily pass behind me.
context: She's a commoner, isn't she?\Obviously she's after the money.\Hey. Out of our way.\Oriental.\Don't you speak English?\This butterfly is about to leave its cocoon.\If you were not all spread across the path,\you could easily pass behind me. response:	Indeed.
context: Obviously she's after the money.\Hey. Out of our way.\Oriental.\Don't you speak English?\This butterfly is about to leave its cocoon.\If you were not all spread across the path,\you could easily pass behind me.\Indeed. response:	That's one way to do it, or...
context: Hey. Out of our way.\Oriental.\Don't you speak English?\This butterfly is about to leave its cocoon.\If you were not all spread across the path,\you could easily pass behind me.\Indeed.\That's one way to do it, or... response:	Now there's no reason for you to stay there.
context: Oriental.\Don't you speak English?\This butterfly is about to leave its cocoon.\If you were not all spread across the path,\you could easily pass behind me.\Indeed.\That's one way to do it, or...\Now there's no reason for you to stay there. response:	That's my big brother. So logical.
context: Don't you speak English?\This butterfly is about to leave its cocoon.\If you were not all spread across the path,\you could easily pass behind me.\Indeed.\That's one way to do it, or...\Now there's no reason for you to stay there.\That's my big brother. So logical. response:	You villains.
context: This butterfly is about to leave its cocoon.\If you were not all spread across the path,\you could easily pass behind me.\Indeed.\That's one way to do it, or...\Now there's no reason for you to stay there.\That's my big brother. So logical.\You villains. response:	I'll let you in on something, Oriental.
context: If you were not all spread across the path,\you could easily pass behind me.\Indeed.\That's one way to do it, or...\Now there's no reason for you to stay there.\That's my big brother. So logical.\You villains.\I'll let you in on something, Oriental. response:	That chrysalid represents all of you.
context: you could easily pass behind me.\Indeed.\That's one way to do it, or...\Now there's no reason for you to stay there.\That's my big brother. So logical.\You villains.\I'll let you in on something, Oriental.\That chrysalid represents all of you. response:	You lot had better behave yourselves until you get your own wings.
context: Indeed.\That's one way to do it, or...\Now there's no reason for you to stay there.\That's my big brother. So logical.\You villains.\I'll let you in on something, Oriental.\That chrysalid represents all of you.\You lot had better behave yourselves until you get your own wings. response:	Do you think they even CAN get wings?
context: That's one way to do it, or...\Now there's no reason for you to stay there.\That's my big brother. So logical.\You villains.\I'll let you in on something, Oriental.\That chrysalid represents all of you.\You lot had better behave yourselves until you get your own wings.\Do you think they even CAN get wings? response:	When a man speaks too much, he appears a fool.
context: Now there's no reason for you to stay there.\That's my big brother. So logical.\You villains.\I'll let you in on something, Oriental.\That chrysalid represents all of you.\You lot had better behave yourselves until you get your own wings.\Do you think they even CAN get wings?\When a man speaks too much, he appears a fool. response:	What?
context: That's my big brother. So logical.\You villains.\I'll let you in on something, Oriental.\That chrysalid represents all of you.\You lot had better behave yourselves until you get your own wings.\Do you think they even CAN get wings?\When a man speaks too much, he appears a fool.\What? response:	I challenge you to a duel!
context: You villains.\I'll let you in on something, Oriental.\That chrysalid represents all of you.\You lot had better behave yourselves until you get your own wings.\Do you think they even CAN get wings?\When a man speaks too much, he appears a fool.\What?\I challenge you to a duel! response:	You will atone for the crimes of insulting my homeland and stamping out a small life!
context: I'll let you in on something, Oriental.\That chrysalid represents all of you.\You lot had better behave yourselves until you get your own wings.\Do you think they even CAN get wings?\When a man speaks too much, he appears a fool.\What?\I challenge you to a duel!\You will atone for the crimes of insulting my homeland and stamping out a small life! response:	What? What are you on about?
context: That chrysalid represents all of you.\You lot had better behave yourselves until you get your own wings.\Do you think they even CAN get wings?\When a man speaks too much, he appears a fool.\What?\I challenge you to a duel!\You will atone for the crimes of insulting my homeland and stamping out a small life!\What? What are you on about? response:	Just ignore her, Brother.
context: You lot had better behave yourselves until you get your own wings.\Do you think they even CAN get wings?\When a man speaks too much, he appears a fool.\What?\I challenge you to a duel!\You will atone for the crimes of insulting my homeland and stamping out a small life!\What? What are you on about?\Just ignore her, Brother. response:	I am serious!
context: Do you think they even CAN get wings?\When a man speaks too much, he appears a fool.\What?\I challenge you to a duel!\You will atone for the crimes of insulting my homeland and stamping out a small life!\What? What are you on about?\Just ignore her, Brother.\I am serious! response:	Chise?
context: When a man speaks too much, he appears a fool.\What?\I challenge you to a duel!\You will atone for the crimes of insulting my homeland and stamping out a small life!\What? What are you on about?\Just ignore her, Brother.\I am serious!\Chise? response:	Looks like she's gotten into a fight.
context: What?\I challenge you to a duel!\You will atone for the crimes of insulting my homeland and stamping out a small life!\What? What are you on about?\Just ignore her, Brother.\I am serious!\Chise?\Looks like she's gotten into a fight. response:	Not again, Miss Chise!
context: I challenge you to a duel!\You will atone for the crimes of insulting my homeland and stamping out a small life!\What? What are you on about?\Just ignore her, Brother.\I am serious!\Chise?\Looks like she's gotten into a fight.\Not again, Miss Chise! response:	Stop it. A duel is a fight to defend one's honor.
