context: Don't you get bored? You've been sniffing stuff all day. response:	Cut it out.
context: You're a disgrace!\I didn't say anything wrong.\Say that one more time and you'll get a mouthful of this.\Fine.\The Yanagimoto guys are worn out from fighting Daigo.\Now's our chance.\Charge!\-No! -Mama! response:	Ojiya, Dororo!
context: I didn't say anything wrong.\Say that one more time and you'll get a mouthful of this.\Fine.\The Yanagimoto guys are worn out from fighting Daigo.\Now's our chance.\Charge!\-No! -Mama!\Ojiya, Dororo! response:	Explain yourself, Itachi!
context: Say that one more time and you'll get a mouthful of this.\Fine.\The Yanagimoto guys are worn out from fighting Daigo.\Now's our chance.\Charge!\-No! -Mama!\Ojiya, Dororo!\Explain yourself, Itachi! response:	This whole place is going to be a battlefield in no time, Boss.
context: Fine.\The Yanagimoto guys are worn out from fighting Daigo.\Now's our chance.\Charge!\-No! -Mama!\Ojiya, Dororo!\Explain yourself, Itachi!\This whole place is going to be a battlefield in no time, Boss. response:	It's the age of the samurai.
context: The Yanagimoto guys are worn out from fighting Daigo.\Now's our chance.\Charge!\-No! -Mama!\Ojiya, Dororo!\Explain yourself, Itachi!\This whole place is going to be a battlefield in no time, Boss.\It's the age of the samurai. response:	You can't make a living being stubborn like you.
context: Now's our chance.\Charge!\-No! -Mama!\Ojiya, Dororo!\Explain yourself, Itachi!\This whole place is going to be a battlefield in no time, Boss.\It's the age of the samurai.\You can't make a living being stubborn like you. response:	I'm taking your men with me.
context: Charge!\-No! -Mama!\Ojiya, Dororo!\Explain yourself, Itachi!\This whole place is going to be a battlefield in no time, Boss.\It's the age of the samurai.\You can't make a living being stubborn like you.\I'm taking your men with me. response:	You coward...!
context: -No! -Mama!\Ojiya, Dororo!\Explain yourself, Itachi!\This whole place is going to be a battlefield in no time, Boss.\It's the age of the samurai.\You can't make a living being stubborn like you.\I'm taking your men with me.\You coward...! response:	I'll tear you to pieces!
context: Ojiya, Dororo!\Explain yourself, Itachi!\This whole place is going to be a battlefield in no time, Boss.\It's the age of the samurai.\You can't make a living being stubborn like you.\I'm taking your men with me.\You coward...!\I'll tear you to pieces! response:	No!
context: Explain yourself, Itachi!\This whole place is going to be a battlefield in no time, Boss.\It's the age of the samurai.\You can't make a living being stubborn like you.\I'm taking your men with me.\You coward...!\I'll tear you to pieces!\No! response:	You can't even stand on those legs now.
context: This whole place is going to be a battlefield in no time, Boss.\It's the age of the samurai.\You can't make a living being stubborn like you.\I'm taking your men with me.\You coward...!\I'll tear you to pieces!\No!\You can't even stand on those legs now. response:	Too bad you can't tear me to pieces.
context: It's the age of the samurai.\You can't make a living being stubborn like you.\I'm taking your men with me.\You coward...!\I'll tear you to pieces!\No!\You can't even stand on those legs now.\Too bad you can't tear me to pieces. response:	The flames of Hibukuro have gone out, and he's just a sack of rags now.
context: You can't make a living being stubborn like you.\I'm taking your men with me.\You coward...!\I'll tear you to pieces!\No!\You can't even stand on those legs now.\Too bad you can't tear me to pieces.\The flames of Hibukuro have gone out, and he's just a sack of rags now. response:	No...
context: I'm taking your men with me.\You coward...!\I'll tear you to pieces!\No!\You can't even stand on those legs now.\Too bad you can't tear me to pieces.\The flames of Hibukuro have gone out, and he's just a sack of rags now.\No... response:	Itachi!
context: You coward...!\I'll tear you to pieces!\No!\You can't even stand on those legs now.\Too bad you can't tear me to pieces.\The flames of Hibukuro have gone out, and he's just a sack of rags now.\No...\Itachi! response:	Let's find something to eat.
context: I'll tear you to pieces!\No!\You can't even stand on those legs now.\Too bad you can't tear me to pieces.\The flames of Hibukuro have gone out, and he's just a sack of rags now.\No...\Itachi!\Let's find something to eat. response:	Mama...
context: No!\You can't even stand on those legs now.\Too bad you can't tear me to pieces.\The flames of Hibukuro have gone out, and he's just a sack of rags now.\No...\Itachi!\Let's find something to eat.\Mama... response:	Is this what hell is like?
context: You can't even stand on those legs now.\Too bad you can't tear me to pieces.\The flames of Hibukuro have gone out, and he's just a sack of rags now.\No...\Itachi!\Let's find something to eat.\Mama...\Is this what hell is like? response:	I don't know, but it might not be as bad as this.
context: Too bad you can't tear me to pieces.\The flames of Hibukuro have gone out, and he's just a sack of rags now.\No...\Itachi!\Let's find something to eat.\Mama...\Is this what hell is like?\I don't know, but it might not be as bad as this. response:	Why are Manjushage the color of blood?
context: The flames of Hibukuro have gone out, and he's just a sack of rags now.\No...\Itachi!\Let's find something to eat.\Mama...\Is this what hell is like?\I don't know, but it might not be as bad as this.\Why are Manjushage the color of blood? response:	They might've soaked up the blood of those who died in war.
context: No...\Itachi!\Let's find something to eat.\Mama...\Is this what hell is like?\I don't know, but it might not be as bad as this.\Why are Manjushage the color of blood?\They might've soaked up the blood of those who died in war. response:	Stop that. You're scaring the poor child.
context: Itachi!\Let's find something to eat.\Mama...\Is this what hell is like?\I don't know, but it might not be as bad as this.\Why are Manjushage the color of blood?\They might've soaked up the blood of those who died in war.\Stop that. You're scaring the poor child. response:	Have mercy!
context: Let's find something to eat.\Mama...\Is this what hell is like?\I don't know, but it might not be as bad as this.\Why are Manjushage the color of blood?\They might've soaked up the blood of those who died in war.\Stop that. You're scaring the poor child.\Have mercy! response:	It took years for us to build this village up.
context: Mama...\Is this what hell is like?\I don't know, but it might not be as bad as this.\Why are Manjushage the color of blood?\They might've soaked up the blood of those who died in war.\Stop that. You're scaring the poor child.\Have mercy!\It took years for us to build this village up. response:	Silence! We must not have any obstacles in the way of our army.
context: Is this what hell is like?\I don't know, but it might not be as bad as this.\Why are Manjushage the color of blood?\They might've soaked up the blood of those who died in war.\Stop that. You're scaring the poor child.\Have mercy!\It took years for us to build this village up.\Silence! We must not have any obstacles in the way of our army. response:	These are our lord's orders!
context: I don't know, but it might not be as bad as this.\Why are Manjushage the color of blood?\They might've soaked up the blood of those who died in war.\Stop that. You're scaring the poor child.\Have mercy!\It took years for us to build this village up.\Silence! We must not have any obstacles in the way of our army.\These are our lord's orders! response:	No, please!
context: Why are Manjushage the color of blood?\They might've soaked up the blood of those who died in war.\Stop that. You're scaring the poor child.\Have mercy!\It took years for us to build this village up.\Silence! We must not have any obstacles in the way of our army.\These are our lord's orders!\No, please! response:	How are we supposed to live on?
context: They might've soaked up the blood of those who died in war.\Stop that. You're scaring the poor child.\Have mercy!\It took years for us to build this village up.\Silence! We must not have any obstacles in the way of our army.\These are our lord's orders!\No, please!\How are we supposed to live on? response:	Hands off!
context: Stop that. You're scaring the poor child.\Have mercy!\It took years for us to build this village up.\Silence! We must not have any obstacles in the way of our army.\These are our lord's orders!\No, please!\How are we supposed to live on?\Hands off! response:	Burn them down!
context: Have mercy!\It took years for us to build this village up.\Silence! We must not have any obstacles in the way of our army.\These are our lord's orders!\No, please!\How are we supposed to live on?\Hands off!\Burn them down! response:	That's too cruel.
context: It took years for us to build this village up.\Silence! We must not have any obstacles in the way of our army.\These are our lord's orders!\No, please!\How are we supposed to live on?\Hands off!\Burn them down!\That's too cruel. response:	The lords and samurai think they can do anything if it's for a war. But...
context: Silence! We must not have any obstacles in the way of our army.\These are our lord's orders!\No, please!\How are we supposed to live on?\Hands off!\Burn them down!\That's too cruel.\The lords and samurai think they can do anything if it's for a war. But... response:	Please, don't anymore.
context: These are our lord's orders!\No, please!\How are we supposed to live on?\Hands off!\Burn them down!\That's too cruel.\The lords and samurai think they can do anything if it's for a war. But...\Please, don't anymore. response:	Let's go.
context: No, please!\How are we supposed to live on?\Hands off!\Burn them down!\That's too cruel.\The lords and samurai think they can do anything if it's for a war. But...\Please, don't anymore.\Let's go. response:	Stop right there.
context: How are we supposed to live on?\Hands off!\Burn them down!\That's too cruel.\The lords and samurai think they can do anything if it's for a war. But...\Please, don't anymore.\Let's go.\Stop right there. response:	I'll never forget that huge pole sword.
context: Hands off!\Burn them down!\That's too cruel.\The lords and samurai think they can do anything if it's for a war. But...\Please, don't anymore.\Let's go.\Stop right there.\I'll never forget that huge pole sword. response:	Our homes were raided by brigands, and my friends were all killed.
context: Burn them down!\That's too cruel.\The lords and samurai think they can do anything if it's for a war. But...\Please, don't anymore.\Let's go.\Stop right there.\I'll never forget that huge pole sword.\Our homes were raided by brigands, and my friends were all killed. response:	I could never understand why I alone was left to live.
context: That's too cruel.\The lords and samurai think they can do anything if it's for a war. But...\Please, don't anymore.\Let's go.\Stop right there.\I'll never forget that huge pole sword.\Our homes were raided by brigands, and my friends were all killed.\I could never understand why I alone was left to live. response:	But now I know.
context: The lords and samurai think they can do anything if it's for a war. But...\Please, don't anymore.\Let's go.\Stop right there.\I'll never forget that huge pole sword.\Our homes were raided by brigands, and my friends were all killed.\I could never understand why I alone was left to live.\But now I know. response:	Hibukuro!
context: Please, don't anymore.\Let's go.\Stop right there.\I'll never forget that huge pole sword.\Our homes were raided by brigands, and my friends were all killed.\I could never understand why I alone was left to live.\But now I know.\Hibukuro! response:	You bastard!
context: Let's go.\Stop right there.\I'll never forget that huge pole sword.\Our homes were raided by brigands, and my friends were all killed.\I could never understand why I alone was left to live.\But now I know.\Hibukuro!\You bastard! response:	This is how you use a spear!
context: Stop right there.\I'll never forget that huge pole sword.\Our homes were raided by brigands, and my friends were all killed.\I could never understand why I alone was left to live.\But now I know.\Hibukuro!\You bastard!\This is how you use a spear! response:	Papa... Papa...
context: I'll never forget that huge pole sword.\Our homes were raided by brigands, and my friends were all killed.\I could never understand why I alone was left to live.\But now I know.\Hibukuro!\You bastard!\This is how you use a spear!\Papa... Papa... response:	Papa... Papa...!
context: Our homes were raided by brigands, and my friends were all killed.\I could never understand why I alone was left to live.\But now I know.\Hibukuro!\You bastard!\This is how you use a spear!\Papa... Papa...\Papa... Papa...! response:	Papa...
context: I could never understand why I alone was left to live.\But now I know.\Hibukuro!\You bastard!\This is how you use a spear!\Papa... Papa...\Papa... Papa...!\Papa... response:	Mama, I'm hungry.
context: But now I know.\Hibukuro!\You bastard!\This is how you use a spear!\Papa... Papa...\Papa... Papa...!\Papa...\Mama, I'm hungry. response:	The war will end some day.
context: Hibukuro!\You bastard!\This is how you use a spear!\Papa... Papa...\Papa... Papa...!\Papa...\Mama, I'm hungry.\The war will end some day. response:	Once it does, you'll be able to eat all you want.
context: You bastard!\This is how you use a spear!\Papa... Papa...\Papa... Papa...!\Papa...\Mama, I'm hungry.\The war will end some day.\Once it does, you'll be able to eat all you want. response:	You mustn't lose to it until then, Dororo.
context: This is how you use a spear!\Papa... Papa...\Papa... Papa...!\Papa...\Mama, I'm hungry.\The war will end some day.\Once it does, you'll be able to eat all you want.\You mustn't lose to it until then, Dororo. response:	You there.
context: Papa... Papa...\Papa... Papa...!\Papa...\Mama, I'm hungry.\The war will end some day.\Once it does, you'll be able to eat all you want.\You mustn't lose to it until then, Dororo.\You there. response:	Yes?
context: Papa... Papa...!\Papa...\Mama, I'm hungry.\The war will end some day.\Once it does, you'll be able to eat all you want.\You mustn't lose to it until then, Dororo.\You there.\Yes? response:	It may be none of my business,
context: Papa...\Mama, I'm hungry.\The war will end some day.\Once it does, you'll be able to eat all you want.\You mustn't lose to it until then, Dororo.\You there.\Yes?\It may be none of my business, response:	but samurai are giving handouts over at the temple down that way.
context: Mama, I'm hungry.\The war will end some day.\Once it does, you'll be able to eat all you want.\You mustn't lose to it until then, Dororo.\You there.\Yes?\It may be none of my business,\but samurai are giving handouts over at the temple down that way. response:	You should go there.
context: The war will end some day.\Once it does, you'll be able to eat all you want.\You mustn't lose to it until then, Dororo.\You there.\Yes?\It may be none of my business,\but samurai are giving handouts over at the temple down that way.\You should go there. response:	Itachi!
context: Once it does, you'll be able to eat all you want.\You mustn't lose to it until then, Dororo.\You there.\Yes?\It may be none of my business,\but samurai are giving handouts over at the temple down that way.\You should go there.\Itachi! response:	Well, what a surprise.
context: You mustn't lose to it until then, Dororo.\You there.\Yes?\It may be none of my business,\but samurai are giving handouts over at the temple down that way.\You should go there.\Itachi!\Well, what a surprise. response:	What are you doing here?
context: You there.\Yes?\It may be none of my business,\but samurai are giving handouts over at the temple down that way.\You should go there.\Itachi!\Well, what a surprise.\What are you doing here? response:	I got nice and cozy with the lord,
context: Yes?\It may be none of my business,\but samurai are giving handouts over at the temple down that way.\You should go there.\Itachi!\Well, what a surprise.\What are you doing here?\I got nice and cozy with the lord, response:	but now I've gotta achieve something out on the battlefield.
context: It may be none of my business,\but samurai are giving handouts over at the temple down that way.\You should go there.\Itachi!\Well, what a surprise.\What are you doing here?\I got nice and cozy with the lord,\but now I've gotta achieve something out on the battlefield. response:	There are lots of brigands around here.
context: but samurai are giving handouts over at the temple down that way.\You should go there.\Itachi!\Well, what a surprise.\What are you doing here?\I got nice and cozy with the lord,\but now I've gotta achieve something out on the battlefield.\There are lots of brigands around here. response:	This is the quickest way to gather up some men.
context: You should go there.\Itachi!\Well, what a surprise.\What are you doing here?\I got nice and cozy with the lord,\but now I've gotta achieve something out on the battlefield.\There are lots of brigands around here.\This is the quickest way to gather up some men. response:	So, how's Boss doing?
context: Itachi!\Well, what a surprise.\What are you doing here?\I got nice and cozy with the lord,\but now I've gotta achieve something out on the battlefield.\There are lots of brigands around here.\This is the quickest way to gather up some men.\So, how's Boss doing? response:	I see.
context: Well, what a surprise.\What are you doing here?\I got nice and cozy with the lord,\but now I've gotta achieve something out on the battlefield.\There are lots of brigands around here.\This is the quickest way to gather up some men.\So, how's Boss doing?\I see. response:	How've you been, Dororo?
context: What are you doing here?\I got nice and cozy with the lord,\but now I've gotta achieve something out on the battlefield.\There are lots of brigands around here.\This is the quickest way to gather up some men.\So, how's Boss doing?\I see.\How've you been, Dororo? response:	Looking good... or maybe not.
context: I got nice and cozy with the lord,\but now I've gotta achieve something out on the battlefield.\There are lots of brigands around here.\This is the quickest way to gather up some men.\So, how's Boss doing?\I see.\How've you been, Dororo?\Looking good... or maybe not. response:	Don't, Dororo.
context: but now I've gotta achieve something out on the battlefield.\There are lots of brigands around here.\This is the quickest way to gather up some men.\So, how's Boss doing?\I see.\How've you been, Dororo?\Looking good... or maybe not.\Don't, Dororo. response:	But, I...
context: There are lots of brigands around here.\This is the quickest way to gather up some men.\So, how's Boss doing?\I see.\How've you been, Dororo?\Looking good... or maybe not.\Don't, Dororo.\But, I... response:	Listen to your mama.
context: This is the quickest way to gather up some men.\So, how's Boss doing?\I see.\How've you been, Dororo?\Looking good... or maybe not.\Don't, Dororo.\But, I...\Listen to your mama. response:	Fine.
context: So, how's Boss doing?\I see.\How've you been, Dororo?\Looking good... or maybe not.\Don't, Dororo.\But, I...\Listen to your mama.\Fine. response:	Almost out. Don't got enough for everyone.
context: I see.\How've you been, Dororo?\Looking good... or maybe not.\Don't, Dororo.\But, I...\Listen to your mama.\Fine.\Almost out. Don't got enough for everyone. response:	Wait here, Dororo.
context: How've you been, Dororo?\Looking good... or maybe not.\Don't, Dororo.\But, I...\Listen to your mama.\Fine.\Almost out. Don't got enough for everyone.\Wait here, Dororo. response:	Please, give me some!
context: Looking good... or maybe not.\Don't, Dororo.\But, I...\Listen to your mama.\Fine.\Almost out. Don't got enough for everyone.\Wait here, Dororo.\Please, give me some! response:	You ain't got a bowl.
context: Don't, Dororo.\But, I...\Listen to your mama.\Fine.\Almost out. Don't got enough for everyone.\Wait here, Dororo.\Please, give me some!\You ain't got a bowl. response:	Sorry, but we don't got any more to lend you.
context: But, I...\Listen to your mama.\Fine.\Almost out. Don't got enough for everyone.\Wait here, Dororo.\Please, give me some!\You ain't got a bowl.\Sorry, but we don't got any more to lend you. response:	Then pour it here.
context: Listen to your mama.\Fine.\Almost out. Don't got enough for everyone.\Wait here, Dororo.\Please, give me some!\You ain't got a bowl.\Sorry, but we don't got any more to lend you.\Then pour it here. response:	But...
context: Fine.\Almost out. Don't got enough for everyone.\Wait here, Dororo.\Please, give me some!\You ain't got a bowl.\Sorry, but we don't got any more to lend you.\Then pour it here.\But... response:	Give it to her.
context: Almost out. Don't got enough for everyone.\Wait here, Dororo.\Please, give me some!\You ain't got a bowl.\Sorry, but we don't got any more to lend you.\Then pour it here.\But...\Give it to her. response:	O-Okay.
context: Wait here, Dororo.\Please, give me some!\You ain't got a bowl.\Sorry, but we don't got any more to lend you.\Then pour it here.\But...\Give it to her.\O-Okay. response:	Mama, are you okay?
context: Please, give me some!\You ain't got a bowl.\Sorry, but we don't got any more to lend you.\Then pour it here.\But...\Give it to her.\O-Okay.\Mama, are you okay? response:	Of course. Eat it slowly now.
context: You ain't got a bowl.\Sorry, but we don't got any more to lend you.\Then pour it here.\But...\Give it to her.\O-Okay.\Mama, are you okay?\Of course. Eat it slowly now. response:	It's yummy. Aren't you going to eat?
context: Sorry, but we don't got any more to lend you.\Then pour it here.\But...\Give it to her.\O-Okay.\Mama, are you okay?\Of course. Eat it slowly now.\It's yummy. Aren't you going to eat? response:	Don't worry, eat up now.
context: Then pour it here.\But...\Give it to her.\O-Okay.\Mama, are you okay?\Of course. Eat it slowly now.\It's yummy. Aren't you going to eat?\Don't worry, eat up now. response:	I didn't want to see you like this. Sunken down so low.
context: But...\Give it to her.\O-Okay.\Mama, are you okay?\Of course. Eat it slowly now.\It's yummy. Aren't you going to eat?\Don't worry, eat up now.\I didn't want to see you like this. Sunken down so low. response:	Dororo!
context: Give it to her.\O-Okay.\Mama, are you okay?\Of course. Eat it slowly now.\It's yummy. Aren't you going to eat?\Don't worry, eat up now.\I didn't want to see you like this. Sunken down so low.\Dororo! response:	You can't live on strength alone from here on out.
context: O-Okay.\Mama, are you okay?\Of course. Eat it slowly now.\It's yummy. Aren't you going to eat?\Don't worry, eat up now.\I didn't want to see you like this. Sunken down so low.\Dororo!\You can't live on strength alone from here on out. response:	Use your brains.
context: Mama, are you okay?\Of course. Eat it slowly now.\It's yummy. Aren't you going to eat?\Don't worry, eat up now.\I didn't want to see you like this. Sunken down so low.\Dororo!\You can't live on strength alone from here on out.\Use your brains. response:	Gotta be smart, or you'll die.
context: Of course. Eat it slowly now.\It's yummy. Aren't you going to eat?\Don't worry, eat up now.\I didn't want to see you like this. Sunken down so low.\Dororo!\You can't live on strength alone from here on out.\Use your brains.\Gotta be smart, or you'll die. response:	You jerk!
context: It's yummy. Aren't you going to eat?\Don't worry, eat up now.\I didn't want to see you like this. Sunken down so low.\Dororo!\You can't live on strength alone from here on out.\Use your brains.\Gotta be smart, or you'll die.\You jerk! response:	Mama?
context: Don't worry, eat up now.\I didn't want to see you like this. Sunken down so low.\Dororo!\You can't live on strength alone from here on out.\Use your brains.\Gotta be smart, or you'll die.\You jerk!\Mama? response:	Mama!
context: I didn't want to see you like this. Sunken down so low.\Dororo!\You can't live on strength alone from here on out.\Use your brains.\Gotta be smart, or you'll die.\You jerk!\Mama?\Mama! response:	I'm fine. I just need to rest...
context: Dororo!\You can't live on strength alone from here on out.\Use your brains.\Gotta be smart, or you'll die.\You jerk!\Mama?\Mama!\I'm fine. I just need to rest... response:	Mama...
context: You can't live on strength alone from here on out.\Use your brains.\Gotta be smart, or you'll die.\You jerk!\Mama?\Mama!\I'm fine. I just need to rest...\Mama... response:	Hold on, I'll go find some food.
context: Use your brains.\Gotta be smart, or you'll die.\You jerk!\Mama?\Mama!\I'm fine. I just need to rest...\Mama...\Hold on, I'll go find some food. response:	Come here, Dororo.
context: Gotta be smart, or you'll die.\You jerk!\Mama?\Mama!\I'm fine. I just need to rest...\Mama...\Hold on, I'll go find some food.\Come here, Dororo. response:	The war will end some day...
context: You jerk!\Mama?\Mama!\I'm fine. I just need to rest...\Mama...\Hold on, I'll go find some food.\Come here, Dororo.\The war will end some day... response:	You mustn't lose to it until then...
context: Mama?\Mama!\I'm fine. I just need to rest...\Mama...\Hold on, I'll go find some food.\Come here, Dororo.\The war will end some day...\You mustn't lose to it until then... response:	Mama? Mama!
context: Mama!\I'm fine. I just need to rest...\Mama...\Hold on, I'll go find some food.\Come here, Dororo.\The war will end some day...\You mustn't lose to it until then...\Mama? Mama! response:	Answer me, Mama.
context: I'm fine. I just need to rest...\Mama...\Hold on, I'll go find some food.\Come here, Dororo.\The war will end some day...\You mustn't lose to it until then...\Mama? Mama!\Answer me, Mama. response:	I won't say I'm hungry anymore, so please don't die.
context: Mama...\Hold on, I'll go find some food.\Come here, Dororo.\The war will end some day...\You mustn't lose to it until then...\Mama? Mama!\Answer me, Mama.\I won't say I'm hungry anymore, so please don't die. response:	Mama, Mama...!
context: Hold on, I'll go find some food.\Come here, Dororo.\The war will end some day...\You mustn't lose to it until then...\Mama? Mama!\Answer me, Mama.\I won't say I'm hungry anymore, so please don't die.\Mama, Mama...! response:	That's why I'm never going to give up.
context: Come here, Dororo.\The war will end some day...\You mustn't lose to it until then...\Mama? Mama!\Answer me, Mama.\I won't say I'm hungry anymore, so please don't die.\Mama, Mama...!\That's why I'm never going to give up. response:	I'm not going to lose to some war...
context: The war will end some day...\You mustn't lose to it until then...\Mama? Mama!\Answer me, Mama.\I won't say I'm hungry anymore, so please don't die.\Mama, Mama...!\That's why I'm never going to give up.\I'm not going to lose to some war... response:	I know not how you two are related.
context: You mustn't lose to it until then...\Mama? Mama!\Answer me, Mama.\I won't say I'm hungry anymore, so please don't die.\Mama, Mama...!\That's why I'm never going to give up.\I'm not going to lose to some war...\I know not how you two are related. response:	But it must be difficult traveling with such a young girl.
context: Mama? Mama!\Answer me, Mama.\I won't say I'm hungry anymore, so please don't die.\Mama, Mama...!\That's why I'm never going to give up.\I'm not going to lose to some war...\I know not how you two are related.\But it must be difficult traveling with such a young girl. response:	I pray that Buddha will bless you on your journey.
context: Answer me, Mama.\I won't say I'm hungry anymore, so please don't die.\Mama, Mama...!\That's why I'm never going to give up.\I'm not going to lose to some war...\I know not how you two are related.\But it must be difficult traveling with such a young girl.\I pray that Buddha will bless you on your journey. response:	That nun said I had the 3-day fever.
context: I won't say I'm hungry anymore, so please don't die.\Mama, Mama...!\That's why I'm never going to give up.\I'm not going to lose to some war...\I know not how you two are related.\But it must be difficult traveling with such a young girl.\I pray that Buddha will bless you on your journey.\That nun said I had the 3-day fever. response:	I don't remember anything that happened.
context: Mama, Mama...!\That's why I'm never going to give up.\I'm not going to lose to some war...\I know not how you two are related.\But it must be difficult traveling with such a young girl.\I pray that Buddha will bless you on your journey.\That nun said I had the 3-day fever.\I don't remember anything that happened. response:	Thanks for not leaving me behind.
context: That's why I'm never going to give up.\I'm not going to lose to some war...\I know not how you two are related.\But it must be difficult traveling with such a young girl.\I pray that Buddha will bless you on your journey.\That nun said I had the 3-day fever.\I don't remember anything that happened.\Thanks for not leaving me behind. response:	Oh yeah. You can't see, but she washed my clothes, too.
context: I'm not going to lose to some war...\I know not how you two are related.\But it must be difficult traveling with such a young girl.\I pray that Buddha will bless you on your journey.\That nun said I had the 3-day fever.\I don't remember anything that happened.\Thanks for not leaving me behind.\Oh yeah. You can't see, but she washed my clothes, too. response:	See? They don't smell anymore.
context: I know not how you two are related.\But it must be difficult traveling with such a young girl.\I pray that Buddha will bless you on your journey.\That nun said I had the 3-day fever.\I don't remember anything that happened.\Thanks for not leaving me behind.\Oh yeah. You can't see, but she washed my clothes, too.\See? They don't smell anymore. response:	Wait a minute...
context: But it must be difficult traveling with such a young girl.\I pray that Buddha will bless you on your journey.\That nun said I had the 3-day fever.\I don't remember anything that happened.\Thanks for not leaving me behind.\Oh yeah. You can't see, but she washed my clothes, too.\See? They don't smell anymore.\Wait a minute... response:	So I had my clothes taken off?
context: I pray that Buddha will bless you on your journey.\That nun said I had the 3-day fever.\I don't remember anything that happened.\Thanks for not leaving me behind.\Oh yeah. You can't see, but she washed my clothes, too.\See? They don't smell anymore.\Wait a minute...\So I had my clothes taken off? response:	Hey, did that nun say anything about me?
context: That nun said I had the 3-day fever.\I don't remember anything that happened.\Thanks for not leaving me behind.\Oh yeah. You can't see, but she washed my clothes, too.\See? They don't smell anymore.\Wait a minute...\So I had my clothes taken off?\Hey, did that nun say anything about me? response:	Did she?
context: I don't remember anything that happened.\Thanks for not leaving me behind.\Oh yeah. You can't see, but she washed my clothes, too.\See? They don't smell anymore.\Wait a minute...\So I had my clothes taken off?\Hey, did that nun say anything about me?\Did she? response:	Hey, I know you can hear me.
context: Thanks for not leaving me behind.\Oh yeah. You can't see, but she washed my clothes, too.\See? They don't smell anymore.\Wait a minute...\So I had my clothes taken off?\Hey, did that nun say anything about me?\Did she?\Hey, I know you can hear me. response:	Say something, come on.
context: Oh yeah. You can't see, but she washed my clothes, too.\See? They don't smell anymore.\Wait a minute...\So I had my clothes taken off?\Hey, did that nun say anything about me?\Did she?\Hey, I know you can hear me.\Say something, come on. response:	Can you hear me? Hey, I'm talking to you.
context: See? They don't smell anymore.\Wait a minute...\So I had my clothes taken off?\Hey, did that nun say anything about me?\Did she?\Hey, I know you can hear me.\Say something, come on.\Can you hear me? Hey, I'm talking to you. response:	There was a former midwife who worked here
context: Wait a minute...\So I had my clothes taken off?\Hey, did that nun say anything about me?\Did she?\Hey, I know you can hear me.\Say something, come on.\Can you hear me? Hey, I'm talking to you.\There was a former midwife who worked here response:	who had heard that a baby without limbs was sent floating down a river.
context: So I had my clothes taken off?\Hey, did that nun say anything about me?\Did she?\Hey, I know you can hear me.\Say something, come on.\Can you hear me? Hey, I'm talking to you.\There was a former midwife who worked here\who had heard that a baby without limbs was sent floating down a river. response:	And 3 days ago,
context: Hey, did that nun say anything about me?\Did she?\Hey, I know you can hear me.\Say something, come on.\Can you hear me? Hey, I'm talking to you.\There was a former midwife who worked here\who had heard that a baby without limbs was sent floating down a river.\And 3 days ago, response:	a commander pursuing an Asakura spy was injured severely by an unknown man.
context: Did she?\Hey, I know you can hear me.\Say something, come on.\Can you hear me? Hey, I'm talking to you.\There was a former midwife who worked here\who had heard that a baby without limbs was sent floating down a river.\And 3 days ago,\a commander pursuing an Asakura spy was injured severely by an unknown man. response:	The commander said the man's arms were prosthetics.
context: Hey, I know you can hear me.\Say something, come on.\Can you hear me? Hey, I'm talking to you.\There was a former midwife who worked here\who had heard that a baby without limbs was sent floating down a river.\And 3 days ago,\a commander pursuing an Asakura spy was injured severely by an unknown man.\The commander said the man's arms were prosthetics. response:	Sorrow scatters in the wind,
context: Say something, come on.\Can you hear me? Hey, I'm talking to you.\There was a former midwife who worked here\who had heard that a baby without limbs was sent floating down a river.\And 3 days ago,\a commander pursuing an Asakura spy was injured severely by an unknown man.\The commander said the man's arms were prosthetics.\Sorrow scatters in the wind, response:	piling up to form shadows
context: Can you hear me? Hey, I'm talking to you.\There was a former midwife who worked here\who had heard that a baby without limbs was sent floating down a river.\And 3 days ago,\a commander pursuing an Asakura spy was injured severely by an unknown man.\The commander said the man's arms were prosthetics.\Sorrow scatters in the wind,\piling up to form shadows response:	Our footsteps admonish indifference in such verbose ways
context: There was a former midwife who worked here\who had heard that a baby without limbs was sent floating down a river.\And 3 days ago,\a commander pursuing an Asakura spy was injured severely by an unknown man.\The commander said the man's arms were prosthetics.\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways response:	As I peek into your fathomless eyes, I lose my composure
context: who had heard that a baby without limbs was sent floating down a river.\And 3 days ago,\a commander pursuing an Asakura spy was injured severely by an unknown man.\The commander said the man's arms were prosthetics.\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure response:	Is there any hope in the place I am heading to?
context: And 3 days ago,\a commander pursuing an Asakura spy was injured severely by an unknown man.\The commander said the man's arms were prosthetics.\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to? response:	I feign amusement and laugh
context: a commander pursuing an Asakura spy was injured severely by an unknown man.\The commander said the man's arms were prosthetics.\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh response:	because this road is so dark
