context: Mom... response:	What are you doing here?
context: He got away.\The prisoner has escaped!\I'll find you and hold you in my arms, Mix!\Where are we going now?\Mikono Suzushiro.\When you see this donut, what do you think?\Um... I think it looks tasty?\I hold this donut still in my hand. response:	But in reality, it is crossing the waters as quickly as this boat.
context: The prisoner has escaped!\I'll find you and hold you in my arms, Mix!\Where are we going now?\Mikono Suzushiro.\When you see this donut, what do you think?\Um... I think it looks tasty?\I hold this donut still in my hand.\But in reality, it is crossing the waters as quickly as this boat. response:	What?
context: I'll find you and hold you in my arms, Mix!\Where are we going now?\Mikono Suzushiro.\When you see this donut, what do you think?\Um... I think it looks tasty?\I hold this donut still in my hand.\But in reality, it is crossing the waters as quickly as this boat.\What? response:	You find nothing wondrous about a donut crossing the sea?
context: Where are we going now?\Mikono Suzushiro.\When you see this donut, what do you think?\Um... I think it looks tasty?\I hold this donut still in my hand.\But in reality, it is crossing the waters as quickly as this boat.\What?\You find nothing wondrous about a donut crossing the sea? response:	And now the donut has vanished.
context: Mikono Suzushiro.\When you see this donut, what do you think?\Um... I think it looks tasty?\I hold this donut still in my hand.\But in reality, it is crossing the waters as quickly as this boat.\What?\You find nothing wondrous about a donut crossing the sea?\And now the donut has vanished. response:	Paradoxically, it is so close to you that you cannot see it.
context: When you see this donut, what do you think?\Um... I think it looks tasty?\I hold this donut still in my hand.\But in reality, it is crossing the waters as quickly as this boat.\What?\You find nothing wondrous about a donut crossing the sea?\And now the donut has vanished.\Paradoxically, it is so close to you that you cannot see it. response:	And now it's in your stomach, High Commander.
context: Um... I think it looks tasty?\I hold this donut still in my hand.\But in reality, it is crossing the waters as quickly as this boat.\What?\You find nothing wondrous about a donut crossing the sea?\And now the donut has vanished.\Paradoxically, it is so close to you that you cannot see it.\And now it's in your stomach, High Commander. response:	Are you certain?
context: I hold this donut still in my hand.\But in reality, it is crossing the waters as quickly as this boat.\What?\You find nothing wondrous about a donut crossing the sea?\And now the donut has vanished.\Paradoxically, it is so close to you that you cannot see it.\And now it's in your stomach, High Commander.\Are you certain? response:	The donut will be decomposed into its molecules, yet it will not truly disappear.
context: But in reality, it is crossing the waters as quickly as this boat.\What?\You find nothing wondrous about a donut crossing the sea?\And now the donut has vanished.\Paradoxically, it is so close to you that you cannot see it.\And now it's in your stomach, High Commander.\Are you certain?\The donut will be decomposed into its molecules, yet it will not truly disappear. response:	It will be incorporated into my body, and from a certain point of view, become Immovable.
context: What?\You find nothing wondrous about a donut crossing the sea?\And now the donut has vanished.\Paradoxically, it is so close to you that you cannot see it.\And now it's in your stomach, High Commander.\Are you certain?\The donut will be decomposed into its molecules, yet it will not truly disappear.\It will be incorporated into my body, and from a certain point of view, become Immovable. response:	You're talking in Zen koans.
context: You find nothing wondrous about a donut crossing the sea?\And now the donut has vanished.\Paradoxically, it is so close to you that you cannot see it.\And now it's in your stomach, High Commander.\Are you certain?\The donut will be decomposed into its molecules, yet it will not truly disappear.\It will be incorporated into my body, and from a certain point of view, become Immovable.\You're talking in Zen koans. response:	What did you mean by the whole truth?
context: And now the donut has vanished.\Paradoxically, it is so close to you that you cannot see it.\And now it's in your stomach, High Commander.\Are you certain?\The donut will be decomposed into its molecules, yet it will not truly disappear.\It will be incorporated into my body, and from a certain point of view, become Immovable.\You're talking in Zen koans.\What did you mean by the whole truth? response:	There is an entity that has been immovably sustaining this world for 12,000 years.
context: Paradoxically, it is so close to you that you cannot see it.\And now it's in your stomach, High Commander.\Are you certain?\The donut will be decomposed into its molecules, yet it will not truly disappear.\It will be incorporated into my body, and from a certain point of view, become Immovable.\You're talking in Zen koans.\What did you mean by the whole truth?\There is an entity that has been immovably sustaining this world for 12,000 years. response:	Immovably?
context: And now it's in your stomach, High Commander.\Are you certain?\The donut will be decomposed into its molecules, yet it will not truly disappear.\It will be incorporated into my body, and from a certain point of view, become Immovable.\You're talking in Zen koans.\What did you mean by the whole truth?\There is an entity that has been immovably sustaining this world for 12,000 years.\Immovably? response:	The Legendary Aquarion of myth.
context: Are you certain?\The donut will be decomposed into its molecules, yet it will not truly disappear.\It will be incorporated into my body, and from a certain point of view, become Immovable.\You're talking in Zen koans.\What did you mean by the whole truth?\There is an entity that has been immovably sustaining this world for 12,000 years.\Immovably?\The Legendary Aquarion of myth. response:	It lies sleeping at the end of this journey.
context: The donut will be decomposed into its molecules, yet it will not truly disappear.\It will be incorporated into my body, and from a certain point of view, become Immovable.\You're talking in Zen koans.\What did you mean by the whole truth?\There is an entity that has been immovably sustaining this world for 12,000 years.\Immovably?\The Legendary Aquarion of myth.\It lies sleeping at the end of this journey. response:	This is pointless! I'm digging blind here!
context: It will be incorporated into my body, and from a certain point of view, become Immovable.\You're talking in Zen koans.\What did you mean by the whole truth?\There is an entity that has been immovably sustaining this world for 12,000 years.\Immovably?\The Legendary Aquarion of myth.\It lies sleeping at the end of this journey.\This is pointless! I'm digging blind here! response:	There he is!
context: You're talking in Zen koans.\What did you mean by the whole truth?\There is an entity that has been immovably sustaining this world for 12,000 years.\Immovably?\The Legendary Aquarion of myth.\It lies sleeping at the end of this journey.\This is pointless! I'm digging blind here!\There he is! response:	Intruder sighted in block X33! Get him!
context: What did you mean by the whole truth?\There is an entity that has been immovably sustaining this world for 12,000 years.\Immovably?\The Legendary Aquarion of myth.\It lies sleeping at the end of this journey.\This is pointless! I'm digging blind here!\There he is!\Intruder sighted in block X33! Get him! response:	Damn! Stay away from me!
context: There is an entity that has been immovably sustaining this world for 12,000 years.\Immovably?\The Legendary Aquarion of myth.\It lies sleeping at the end of this journey.\This is pointless! I'm digging blind here!\There he is!\Intruder sighted in block X33! Get him!\Damn! Stay away from me! response:	Take that!
context: Immovably?\The Legendary Aquarion of myth.\It lies sleeping at the end of this journey.\This is pointless! I'm digging blind here!\There he is!\Intruder sighted in block X33! Get him!\Damn! Stay away from me!\Take that! response:	I warned you. Keep out of my way.
context: The Legendary Aquarion of myth.\It lies sleeping at the end of this journey.\This is pointless! I'm digging blind here!\There he is!\Intruder sighted in block X33! Get him!\Damn! Stay away from me!\Take that!\I warned you. Keep out of my way. response:	Izumo's in the Alicia Room!
context: It lies sleeping at the end of this journey.\This is pointless! I'm digging blind here!\There he is!\Intruder sighted in block X33! Get him!\Damn! Stay away from me!\Take that!\I warned you. Keep out of my way.\Izumo's in the Alicia Room! response:	He's with the Vegan intruder!
context: This is pointless! I'm digging blind here!\There he is!\Intruder sighted in block X33! Get him!\Damn! Stay away from me!\Take that!\I warned you. Keep out of my way.\Izumo's in the Alicia Room!\He's with the Vegan intruder! response:	Amata!
context: There he is!\Intruder sighted in block X33! Get him!\Damn! Stay away from me!\Take that!\I warned you. Keep out of my way.\Izumo's in the Alicia Room!\He's with the Vegan intruder!\Amata! response:	The curse of Eve did not end with the extinction of Iguras on Altair.
context: Intruder sighted in block X33! Get him!\Damn! Stay away from me!\Take that!\I warned you. Keep out of my way.\Izumo's in the Alicia Room!\He's with the Vegan intruder!\Amata!\The curse of Eve did not end with the extinction of Iguras on Altair. response:	It also affected the Iguras we took from your planet.
context: Damn! Stay away from me!\Take that!\I warned you. Keep out of my way.\Izumo's in the Alicia Room!\He's with the Vegan intruder!\Amata!\The curse of Eve did not end with the extinction of Iguras on Altair.\It also affected the Iguras we took from your planet. response:	But at last we found Iguras powerful enough to resist the curse.
context: Take that!\I warned you. Keep out of my way.\Izumo's in the Alicia Room!\He's with the Vegan intruder!\Amata!\The curse of Eve did not end with the extinction of Iguras on Altair.\It also affected the Iguras we took from your planet.\But at last we found Iguras powerful enough to resist the curse. response:	Rare Iguras.
context: I warned you. Keep out of my way.\Izumo's in the Alicia Room!\He's with the Vegan intruder!\Amata!\The curse of Eve did not end with the extinction of Iguras on Altair.\It also affected the Iguras we took from your planet.\But at last we found Iguras powerful enough to resist the curse.\Rare Iguras. response:	Rare Iguras?
context: Izumo's in the Alicia Room!\He's with the Vegan intruder!\Amata!\The curse of Eve did not end with the extinction of Iguras on Altair.\It also affected the Iguras we took from your planet.\But at last we found Iguras powerful enough to resist the curse.\Rare Iguras.\Rare Iguras? response:	But the most powerful of the Rare Iguras, Alicia, was still not enough to be our true Eve.
context: He's with the Vegan intruder!\Amata!\The curse of Eve did not end with the extinction of Iguras on Altair.\It also affected the Iguras we took from your planet.\But at last we found Iguras powerful enough to resist the curse.\Rare Iguras.\Rare Iguras?\But the most powerful of the Rare Iguras, Alicia, was still not enough to be our true Eve. response:	So what did you accomplish by taking away my mom?
context: Amata!\The curse of Eve did not end with the extinction of Iguras on Altair.\It also affected the Iguras we took from your planet.\But at last we found Iguras powerful enough to resist the curse.\Rare Iguras.\Rare Iguras?\But the most powerful of the Rare Iguras, Alicia, was still not enough to be our true Eve.\So what did you accomplish by taking away my mom? response:	All I have done has been for Altair's future.
context: The curse of Eve did not end with the extinction of Iguras on Altair.\It also affected the Iguras we took from your planet.\But at last we found Iguras powerful enough to resist the curse.\Rare Iguras.\Rare Iguras?\But the most powerful of the Rare Iguras, Alicia, was still not enough to be our true Eve.\So what did you accomplish by taking away my mom?\All I have done has been for Altair's future. response:	Because of some curse? And what about all the other women you took?
context: It also affected the Iguras we took from your planet.\But at last we found Iguras powerful enough to resist the curse.\Rare Iguras.\Rare Iguras?\But the most powerful of the Rare Iguras, Alicia, was still not enough to be our true Eve.\So what did you accomplish by taking away my mom?\All I have done has been for Altair's future.\Because of some curse? And what about all the other women you took? response:	What's going on?
context: But at last we found Iguras powerful enough to resist the curse.\Rare Iguras.\Rare Iguras?\But the most powerful of the Rare Iguras, Alicia, was still not enough to be our true Eve.\So what did you accomplish by taking away my mom?\All I have done has been for Altair's future.\Because of some curse? And what about all the other women you took?\What's going on? response:	Our radar and infrared sensors aren't picking anything up!
context: Rare Iguras.\Rare Iguras?\But the most powerful of the Rare Iguras, Alicia, was still not enough to be our true Eve.\So what did you accomplish by taking away my mom?\All I have done has been for Altair's future.\Because of some curse? And what about all the other women you took?\What's going on?\Our radar and infrared sensors aren't picking anything up! response:	The only one pinging is the graviton sensor!
context: Rare Iguras?\But the most powerful of the Rare Iguras, Alicia, was still not enough to be our true Eve.\So what did you accomplish by taking away my mom?\All I have done has been for Altair's future.\Because of some curse? And what about all the other women you took?\What's going on?\Our radar and infrared sensors aren't picking anything up!\The only one pinging is the graviton sensor! response:	How far?
context: But the most powerful of the Rare Iguras, Alicia, was still not enough to be our true Eve.\So what did you accomplish by taking away my mom?\All I have done has been for Altair's future.\Because of some curse? And what about all the other women you took?\What's going on?\Our radar and infrared sensors aren't picking anything up!\The only one pinging is the graviton sensor!\How far? response:	Distance of 90!
context: So what did you accomplish by taking away my mom?\All I have done has been for Altair's future.\Because of some curse? And what about all the other women you took?\What's going on?\Our radar and infrared sensors aren't picking anything up!\The only one pinging is the graviton sensor!\How far?\Distance of 90! response:	What?
context: All I have done has been for Altair's future.\Because of some curse? And what about all the other women you took?\What's going on?\Our radar and infrared sensors aren't picking anything up!\The only one pinging is the graviton sensor!\How far?\Distance of 90!\What? response:	80!
context: Because of some curse? And what about all the other women you took?\What's going on?\Our radar and infrared sensors aren't picking anything up!\The only one pinging is the graviton sensor!\How far?\Distance of 90!\What?\80! response:	60!
context: What's going on?\Our radar and infrared sensors aren't picking anything up!\The only one pinging is the graviton sensor!\How far?\Distance of 90!\What?\80!\60! response:	40!
context: Our radar and infrared sensors aren't picking anything up!\The only one pinging is the graviton sensor!\How far?\Distance of 90!\What?\80!\60!\40! response:	20!
context: The only one pinging is the graviton sensor!\How far?\Distance of 90!\What?\80!\60!\40!\20! response:	10!
context: How far?\Distance of 90!\What?\80!\60!\40!\20!\10! response:	Distance... 0!
context: Distance of 90!\What?\80!\60!\40!\20!\10!\Distance... 0! response:	Zessica, Yunoha! Are you all right?
context: What?\80!\60!\40!\20!\10!\Distance... 0!\Zessica, Yunoha! Are you all right? response:	I'm fine, but Yunoha's drained her power...
context: 80!\60!\40!\20!\10!\Distance... 0!\Zessica, Yunoha! Are you all right?\I'm fine, but Yunoha's drained her power... response:	My body feels hot... what's going on?
context: 60!\40!\20!\10!\Distance... 0!\Zessica, Yunoha! Are you all right?\I'm fine, but Yunoha's drained her power...\My body feels hot... what's going on? response:	What the hell is this shit?
context: 40!\20!\10!\Distance... 0!\Zessica, Yunoha! Are you all right?\I'm fine, but Yunoha's drained her power...\My body feels hot... what's going on?\What the hell is this shit? response:	My chest...
context: 20!\10!\Distance... 0!\Zessica, Yunoha! Are you all right?\I'm fine, but Yunoha's drained her power...\My body feels hot... what's going on?\What the hell is this shit?\My chest... response:	What's happening to their bodies?
context: 10!\Distance... 0!\Zessica, Yunoha! Are you all right?\I'm fine, but Yunoha's drained her power...\My body feels hot... what's going on?\What the hell is this shit?\My chest...\What's happening to their bodies? response:	Shrade, do you read?
context: Distance... 0!\Zessica, Yunoha! Are you all right?\I'm fine, but Yunoha's drained her power...\My body feels hot... what's going on?\What the hell is this shit?\My chest...\What's happening to their bodies?\Shrade, do you read? response:	Andy! Are you all right? Where are you?
context: Zessica, Yunoha! Are you all right?\I'm fine, but Yunoha's drained her power...\My body feels hot... what's going on?\What the hell is this shit?\My chest...\What's happening to their bodies?\Shrade, do you read?\Andy! Are you all right? Where are you? response:	Right under you! I'm in the tower!
context: I'm fine, but Yunoha's drained her power...\My body feels hot... what's going on?\What the hell is this shit?\My chest...\What's happening to their bodies?\Shrade, do you read?\Andy! Are you all right? Where are you?\Right under you! I'm in the tower! response:	A fine entrance you made.
context: My body feels hot... what's going on?\What the hell is this shit?\My chest...\What's happening to their bodies?\Shrade, do you read?\Andy! Are you all right? Where are you?\Right under you! I'm in the tower!\A fine entrance you made. response:	Isn't Amata... with you?
context: What the hell is this shit?\My chest...\What's happening to their bodies?\Shrade, do you read?\Andy! Are you all right? Where are you?\Right under you! I'm in the tower!\A fine entrance you made.\Isn't Amata... with you? response:	I think he's in something called the Alicia Room.
context: My chest...\What's happening to their bodies?\Shrade, do you read?\Andy! Are you all right? Where are you?\Right under you! I'm in the tower!\A fine entrance you made.\Isn't Amata... with you?\I think he's in something called the Alicia Room. response:	It can't be true...
context: What's happening to their bodies?\Shrade, do you read?\Andy! Are you all right? Where are you?\Right under you! I'm in the tower!\A fine entrance you made.\Isn't Amata... with you?\I think he's in something called the Alicia Room.\It can't be true... response:	It is.
context: Shrade, do you read?\Andy! Are you all right? Where are you?\Right under you! I'm in the tower!\A fine entrance you made.\Isn't Amata... with you?\I think he's in something called the Alicia Room.\It can't be true...\It is. response:	Now you see the magnitude of the curse of Eve laid on Altair.
context: Andy! Are you all right? Where are you?\Right under you! I'm in the tower!\A fine entrance you made.\Isn't Amata... with you?\I think he's in something called the Alicia Room.\It can't be true...\It is.\Now you see the magnitude of the curse of Eve laid on Altair. response:	I can't believe that!
context: Right under you! I'm in the tower!\A fine entrance you made.\Isn't Amata... with you?\I think he's in something called the Alicia Room.\It can't be true...\It is.\Now you see the magnitude of the curse of Eve laid on Altair.\I can't believe that! response:	At first, neither could we.
context: A fine entrance you made.\Isn't Amata... with you?\I think he's in something called the Alicia Room.\It can't be true...\It is.\Now you see the magnitude of the curse of Eve laid on Altair.\I can't believe that!\At first, neither could we. response:	But when it happened before our very eyes...
context: Isn't Amata... with you?\I think he's in something called the Alicia Room.\It can't be true...\It is.\Now you see the magnitude of the curse of Eve laid on Altair.\I can't believe that!\At first, neither could we.\But when it happened before our very eyes... response:	That's Spada's sword!
context: I think he's in something called the Alicia Room.\It can't be true...\It is.\Now you see the magnitude of the curse of Eve laid on Altair.\I can't believe that!\At first, neither could we.\But when it happened before our very eyes...\That's Spada's sword! response:	The Machine Angel!
context: It can't be true...\It is.\Now you see the magnitude of the curse of Eve laid on Altair.\I can't believe that!\At first, neither could we.\But when it happened before our very eyes...\That's Spada's sword!\The Machine Angel! response:	Amata! Get on!
context: It is.\Now you see the magnitude of the curse of Eve laid on Altair.\I can't believe that!\At first, neither could we.\But when it happened before our very eyes...\That's Spada's sword!\The Machine Angel!\Amata! Get on! response:	Shrade?
context: Now you see the magnitude of the curse of Eve laid on Altair.\I can't believe that!\At first, neither could we.\But when it happened before our very eyes...\That's Spada's sword!\The Machine Angel!\Amata! Get on!\Shrade? response:	Don't forget me!
context: I can't believe that!\At first, neither could we.\But when it happened before our very eyes...\That's Spada's sword!\The Machine Angel!\Amata! Get on!\Shrade?\Don't forget me! response:	Andy!
context: At first, neither could we.\But when it happened before our very eyes...\That's Spada's sword!\The Machine Angel!\Amata! Get on!\Shrade?\Don't forget me!\Andy! response:	Hurry! Zessica and Yunoha don't have much time!
context: But when it happened before our very eyes...\That's Spada's sword!\The Machine Angel!\Amata! Get on!\Shrade?\Don't forget me!\Andy!\Hurry! Zessica and Yunoha don't have much time! response:	Amata... so that's your name.
context: That's Spada's sword!\The Machine Angel!\Amata! Get on!\Shrade?\Don't forget me!\Andy!\Hurry! Zessica and Yunoha don't have much time!\Amata... so that's your name. response:	I have one more thing I absolutely have to tell you.
context: The Machine Angel!\Amata! Get on!\Shrade?\Don't forget me!\Andy!\Hurry! Zessica and Yunoha don't have much time!\Amata... so that's your name.\I have one more thing I absolutely have to tell you. response:	Your father...
context: Amata! Get on!\Shrade?\Don't forget me!\Andy!\Hurry! Zessica and Yunoha don't have much time!\Amata... so that's your name.\I have one more thing I absolutely have to tell you.\Your father... response:	Sir Izumo!
context: Shrade?\Don't forget me!\Andy!\Hurry! Zessica and Yunoha don't have much time!\Amata... so that's your name.\I have one more thing I absolutely have to tell you.\Your father...\Sir Izumo! response:	Please retreat!
context: Don't forget me!\Andy!\Hurry! Zessica and Yunoha don't have much time!\Amata... so that's your name.\I have one more thing I absolutely have to tell you.\Your father...\Sir Izumo!\Please retreat! response:	There he is! Fire!
context: Andy!\Hurry! Zessica and Yunoha don't have much time!\Amata... so that's your name.\I have one more thing I absolutely have to tell you.\Your father...\Sir Izumo!\Please retreat!\There he is! Fire! response:	Mom...
context: Hurry! Zessica and Yunoha don't have much time!\Amata... so that's your name.\I have one more thing I absolutely have to tell you.\Your father...\Sir Izumo!\Please retreat!\There he is! Fire!\Mom... response:	I've called the other Vectors!
context: Amata... so that's your name.\I have one more thing I absolutely have to tell you.\Your father...\Sir Izumo!\Please retreat!\There he is! Fire!\Mom...\I've called the other Vectors! response:	Andy, Amata, take the seats!
context: I have one more thing I absolutely have to tell you.\Your father...\Sir Izumo!\Please retreat!\There he is! Fire!\Mom...\I've called the other Vectors!\Andy, Amata, take the seats! response:	All right!
context: Your father...\Sir Izumo!\Please retreat!\There he is! Fire!\Mom...\I've called the other Vectors!\Andy, Amata, take the seats!\All right! response:	Roger!
context: Sir Izumo!\Please retreat!\There he is! Fire!\Mom...\I've called the other Vectors!\Andy, Amata, take the seats!\All right!\Roger! response:	Yunoha, Zessica! Fly up and stay there!
context: Please retreat!\There he is! Fire!\Mom...\I've called the other Vectors!\Andy, Amata, take the seats!\All right!\Roger!\Yunoha, Zessica! Fly up and stay there! response:	Sorry...
context: There he is! Fire!\Mom...\I've called the other Vectors!\Andy, Amata, take the seats!\All right!\Roger!\Yunoha, Zessica! Fly up and stay there!\Sorry... response:	Don't screw it up, assholes...
context: Mom...\I've called the other Vectors!\Andy, Amata, take the seats!\All right!\Roger!\Yunoha, Zessica! Fly up and stay there!\Sorry...\Don't screw it up, assholes... response:	Yunoha, you sound...
context: I've called the other Vectors!\Andy, Amata, take the seats!\All right!\Roger!\Yunoha, Zessica! Fly up and stay there!\Sorry...\Don't screw it up, assholes...\Yunoha, you sound... response:	Talk later! We've got incoming!
context: Andy, Amata, take the seats!\All right!\Roger!\Yunoha, Zessica! Fly up and stay there!\Sorry...\Don't screw it up, assholes...\Yunoha, you sound...\Talk later! We've got incoming! response:	It seems we cannot play the forbidden melody
context: All right!\Roger!\Yunoha, Zessica! Fly up and stay there!\Sorry...\Don't screw it up, assholes...\Yunoha, you sound...\Talk later! We've got incoming!\It seems we cannot play the forbidden melody response:	without first fighting in a glorious concerto...
context: Roger!\Yunoha, Zessica! Fly up and stay there!\Sorry...\Don't screw it up, assholes...\Yunoha, you sound...\Talk later! We've got incoming!\It seems we cannot play the forbidden melody\without first fighting in a glorious concerto... response:	Come!
context: Yunoha, Zessica! Fly up and stay there!\Sorry...\Don't screw it up, assholes...\Yunoha, you sound...\Talk later! We've got incoming!\It seems we cannot play the forbidden melody\without first fighting in a glorious concerto...\Come! response:	Right!
context: Sorry...\Don't screw it up, assholes...\Yunoha, you sound...\Talk later! We've got incoming!\It seems we cannot play the forbidden melody\without first fighting in a glorious concerto...\Come!\Right! response:	Boys' Union! Go, Aquarion!
context: Don't screw it up, assholes...\Yunoha, you sound...\Talk later! We've got incoming!\It seems we cannot play the forbidden melody\without first fighting in a glorious concerto...\Come!\Right!\Boys' Union! Go, Aquarion! response:	Aquarion Spada!
context: Yunoha, you sound...\Talk later! We've got incoming!\It seems we cannot play the forbidden melody\without first fighting in a glorious concerto...\Come!\Right!\Boys' Union! Go, Aquarion!\Aquarion Spada! response:	I'm sorry we can't stay for long.
context: Talk later! We've got incoming!\It seems we cannot play the forbidden melody\without first fighting in a glorious concerto...\Come!\Right!\Boys' Union! Go, Aquarion!\Aquarion Spada!\I'm sorry we can't stay for long. response:	We'll break through in as rapid a toccata as we can play!
context: It seems we cannot play the forbidden melody\without first fighting in a glorious concerto...\Come!\Right!\Boys' Union! Go, Aquarion!\Aquarion Spada!\I'm sorry we can't stay for long.\We'll break through in as rapid a toccata as we can play! response:	Upon a boys' moon, Moonlight Rhapsody!
context: without first fighting in a glorious concerto...\Come!\Right!\Boys' Union! Go, Aquarion!\Aquarion Spada!\I'm sorry we can't stay for long.\We'll break through in as rapid a toccata as we can play!\Upon a boys' moon, Moonlight Rhapsody! response:	Spatial Augmentation!
context: Come!\Right!\Boys' Union! Go, Aquarion!\Aquarion Spada!\I'm sorry we can't stay for long.\We'll break through in as rapid a toccata as we can play!\Upon a boys' moon, Moonlight Rhapsody!\Spatial Augmentation! response:	What happened?
context: Right!\Boys' Union! Go, Aquarion!\Aquarion Spada!\I'm sorry we can't stay for long.\We'll break through in as rapid a toccata as we can play!\Upon a boys' moon, Moonlight Rhapsody!\Spatial Augmentation!\What happened? response:	Something's filled the thruster exhausts!
context: Boys' Union! Go, Aquarion!\Aquarion Spada!\I'm sorry we can't stay for long.\We'll break through in as rapid a toccata as we can play!\Upon a boys' moon, Moonlight Rhapsody!\Spatial Augmentation!\What happened?\Something's filled the thruster exhausts! response:	Did you say filled?
context: Aquarion Spada!\I'm sorry we can't stay for long.\We'll break through in as rapid a toccata as we can play!\Upon a boys' moon, Moonlight Rhapsody!\Spatial Augmentation!\What happened?\Something's filled the thruster exhausts!\Did you say filled? response:	That power... but it can't be!
context: I'm sorry we can't stay for long.\We'll break through in as rapid a toccata as we can play!\Upon a boys' moon, Moonlight Rhapsody!\Spatial Augmentation!\What happened?\Something's filled the thruster exhausts!\Did you say filled?\That power... but it can't be! response:	That's Mix!
context: We'll break through in as rapid a toccata as we can play!\Upon a boys' moon, Moonlight Rhapsody!\Spatial Augmentation!\What happened?\Something's filled the thruster exhausts!\Did you say filled?\That power... but it can't be!\That's Mix! response:	What?
context: Upon a boys' moon, Moonlight Rhapsody!\Spatial Augmentation!\What happened?\Something's filled the thruster exhausts!\Did you say filled?\That power... but it can't be!\That's Mix!\What? response:	But that's that soldier that led us into a trap!
context: Spatial Augmentation!\What happened?\Something's filled the thruster exhausts!\Did you say filled?\That power... but it can't be!\That's Mix!\What?\But that's that soldier that led us into a trap! response:	Don't yank my chain like that!
context: What happened?\Something's filled the thruster exhausts!\Did you say filled?\That power... but it can't be!\That's Mix!\What?\But that's that soldier that led us into a trap!\Don't yank my chain like that! response:	I'm not... I'm not kidding, Andy!
context: Something's filled the thruster exhausts!\Did you say filled?\That power... but it can't be!\That's Mix!\What?\But that's that soldier that led us into a trap!\Don't yank my chain like that!\I'm not... I'm not kidding, Andy! response:	What do you mean by that?
context: Did you say filled?\That power... but it can't be!\That's Mix!\What?\But that's that soldier that led us into a trap!\Don't yank my chain like that!\I'm not... I'm not kidding, Andy!\What do you mean by that? response:	The curse of Eve is...
context: That power... but it can't be!\That's Mix!\What?\But that's that soldier that led us into a trap!\Don't yank my chain like that!\I'm not... I'm not kidding, Andy!\What do you mean by that?\The curse of Eve is... response:	Even those few Iguras lucky enough to survive here on Altair
context: That's Mix!\What?\But that's that soldier that led us into a trap!\Don't yank my chain like that!\I'm not... I'm not kidding, Andy!\What do you mean by that?\The curse of Eve is...\Even those few Iguras lucky enough to survive here on Altair response:	transform into men in body and mind.
context: What?\But that's that soldier that led us into a trap!\Don't yank my chain like that!\I'm not... I'm not kidding, Andy!\What do you mean by that?\The curse of Eve is...\Even those few Iguras lucky enough to survive here on Altair\transform into men in body and mind. response:	Transform into men?
context: But that's that soldier that led us into a trap!\Don't yank my chain like that!\I'm not... I'm not kidding, Andy!\What do you mean by that?\The curse of Eve is...\Even those few Iguras lucky enough to survive here on Altair\transform into men in body and mind.\Transform into men? response:	This is Altair's doom.
context: Don't yank my chain like that!\I'm not... I'm not kidding, Andy!\What do you mean by that?\The curse of Eve is...\Even those few Iguras lucky enough to survive here on Altair\transform into men in body and mind.\Transform into men?\This is Altair's doom. response:	The planet can never bear new life.
context: I'm not... I'm not kidding, Andy!\What do you mean by that?\The curse of Eve is...\Even those few Iguras lucky enough to survive here on Altair\transform into men in body and mind.\Transform into men?\This is Altair's doom.\The planet can never bear new life. response:	That is the curse of Eve!
context: What do you mean by that?\The curse of Eve is...\Even those few Iguras lucky enough to survive here on Altair\transform into men in body and mind.\Transform into men?\This is Altair's doom.\The planet can never bear new life.\That is the curse of Eve! response:	That's Mix! She's just had her memories altered by the Altairian military!
context: The curse of Eve is...\Even those few Iguras lucky enough to survive here on Altair\transform into men in body and mind.\Transform into men?\This is Altair's doom.\The planet can never bear new life.\That is the curse of Eve!\That's Mix! She's just had her memories altered by the Altairian military! response:	That can't be...
context: Even those few Iguras lucky enough to survive here on Altair\transform into men in body and mind.\Transform into men?\This is Altair's doom.\The planet can never bear new life.\That is the curse of Eve!\That's Mix! She's just had her memories altered by the Altairian military!\That can't be... response:	If that's Mix, then I...
context: transform into men in body and mind.\Transform into men?\This is Altair's doom.\The planet can never bear new life.\That is the curse of Eve!\That's Mix! She's just had her memories altered by the Altairian military!\That can't be...\If that's Mix, then I... response:	I'll never make it with a girl...
context: Transform into men?\This is Altair's doom.\The planet can never bear new life.\That is the curse of Eve!\That's Mix! She's just had her memories altered by the Altairian military!\That can't be...\If that's Mix, then I...\I'll never make it with a girl... response:	And I found her and didn't even know it...
context: This is Altair's doom.\The planet can never bear new life.\That is the curse of Eve!\That's Mix! She's just had her memories altered by the Altairian military!\That can't be...\If that's Mix, then I...\I'll never make it with a girl...\And I found her and didn't even know it... response:	I'm about to crap out, you guys...
context: The planet can never bear new life.\That is the curse of Eve!\That's Mix! She's just had her memories altered by the Altairian military!\That can't be...\If that's Mix, then I...\I'll never make it with a girl...\And I found her and didn't even know it...\I'm about to crap out, you guys... response:	Yunoha!
context: That is the curse of Eve!\That's Mix! She's just had her memories altered by the Altairian military!\That can't be...\If that's Mix, then I...\I'll never make it with a girl...\And I found her and didn't even know it...\I'm about to crap out, you guys...\Yunoha! response:	I'm losing consciousness too...
context: That's Mix! She's just had her memories altered by the Altairian military!\That can't be...\If that's Mix, then I...\I'll never make it with a girl...\And I found her and didn't even know it...\I'm about to crap out, you guys...\Yunoha!\I'm losing consciousness too... response:	Shrade, we have to get out of here!
context: That can't be...\If that's Mix, then I...\I'll never make it with a girl...\And I found her and didn't even know it...\I'm about to crap out, you guys...\Yunoha!\I'm losing consciousness too...\Shrade, we have to get out of here! response:	They can't hold on much longer!
