context: SIGNS oh god timer why did you do the op credits response:	OP
context: and then when he turned around from the department store register, his mother was gone.\Do you mind if I use your bathroom?\It's over there.\Hey, that's her. She used to be hot.\And that man behind her - !\Saki.\Look.\Yeah. I think it's her when she was younger. response:	And look behind her.
context: Do you mind if I use your bathroom?\It's over there.\Hey, that's her. She used to be hot.\And that man behind her - !\Saki.\Look.\Yeah. I think it's her when she was younger.\And look behind her. response:	Prime Minister Iinuma!
context: It's over there.\Hey, that's her. She used to be hot.\And that man behind her - !\Saki.\Look.\Yeah. I think it's her when she was younger.\And look behind her.\Prime Minister Iinuma! response:	Yeah, I think so.
context: Hey, that's her. She used to be hot.\And that man behind her - !\Saki.\Look.\Yeah. I think it's her when she was younger.\And look behind her.\Prime Minister Iinuma!\Yeah, I think so. response:	What's going on?
context: And that man behind her - !\Saki.\Look.\Yeah. I think it's her when she was younger.\And look behind her.\Prime Minister Iinuma!\Yeah, I think so.\What's going on? response:	Looking at this, maybe Takizawa being Iinuma Seijiro's illegitimate son
context: Saki.\Look.\Yeah. I think it's her when she was younger.\And look behind her.\Prime Minister Iinuma!\Yeah, I think so.\What's going on?\Looking at this, maybe Takizawa being Iinuma Seijiro's illegitimate son response:	isn't just something Juiz made up.
context: Look.\Yeah. I think it's her when she was younger.\And look behind her.\Prime Minister Iinuma!\Yeah, I think so.\What's going on?\Looking at this, maybe Takizawa being Iinuma Seijiro's illegitimate son\isn't just something Juiz made up. response:	At first...
context: Yeah. I think it's her when she was younger.\And look behind her.\Prime Minister Iinuma!\Yeah, I think so.\What's going on?\Looking at this, maybe Takizawa being Iinuma Seijiro's illegitimate son\isn't just something Juiz made up.\At first... response:	I thought that this could all be cleared up
context: And look behind her.\Prime Minister Iinuma!\Yeah, I think so.\What's going on?\Looking at this, maybe Takizawa being Iinuma Seijiro's illegitimate son\isn't just something Juiz made up.\At first...\I thought that this could all be cleared up response:	by having the PSIA capture the terrorist who launched the missiles and his friends.
context: Prime Minister Iinuma!\Yeah, I think so.\What's going on?\Looking at this, maybe Takizawa being Iinuma Seijiro's illegitimate son\isn't just something Juiz made up.\At first...\I thought that this could all be cleared up\by having the PSIA capture the terrorist who launched the missiles and his friends. response:	Yes.
context: Yeah, I think so.\What's going on?\Looking at this, maybe Takizawa being Iinuma Seijiro's illegitimate son\isn't just something Juiz made up.\At first...\I thought that this could all be cleared up\by having the PSIA capture the terrorist who launched the missiles and his friends.\Yes. response:	Didn't you arrange it with that phone from Ato?
context: What's going on?\Looking at this, maybe Takizawa being Iinuma Seijiro's illegitimate son\isn't just something Juiz made up.\At first...\I thought that this could all be cleared up\by having the PSIA capture the terrorist who launched the missiles and his friends.\Yes.\Didn't you arrange it with that phone from Ato? response:	Since he's been back, I've also heard the rumor that he's really Iinuma's son.
context: Looking at this, maybe Takizawa being Iinuma Seijiro's illegitimate son\isn't just something Juiz made up.\At first...\I thought that this could all be cleared up\by having the PSIA capture the terrorist who launched the missiles and his friends.\Yes.\Didn't you arrange it with that phone from Ato?\Since he's been back, I've also heard the rumor that he's really Iinuma's son. response:	Oh?
context: isn't just something Juiz made up.\At first...\I thought that this could all be cleared up\by having the PSIA capture the terrorist who launched the missiles and his friends.\Yes.\Didn't you arrange it with that phone from Ato?\Since he's been back, I've also heard the rumor that he's really Iinuma's son.\Oh? response:	And those T-shirts have certainly caught the eyes of many junior officers.
context: At first...\I thought that this could all be cleared up\by having the PSIA capture the terrorist who launched the missiles and his friends.\Yes.\Didn't you arrange it with that phone from Ato?\Since he's been back, I've also heard the rumor that he's really Iinuma's son.\Oh?\And those T-shirts have certainly caught the eyes of many junior officers. response:	As the son of a hawkish PM, perhaps he would have access to missiles.
context: I thought that this could all be cleared up\by having the PSIA capture the terrorist who launched the missiles and his friends.\Yes.\Didn't you arrange it with that phone from Ato?\Since he's been back, I've also heard the rumor that he's really Iinuma's son.\Oh?\And those T-shirts have certainly caught the eyes of many junior officers.\As the son of a hawkish PM, perhaps he would have access to missiles. response:	I'll check it all out. No need to worry.
context: by having the PSIA capture the terrorist who launched the missiles and his friends.\Yes.\Didn't you arrange it with that phone from Ato?\Since he's been back, I've also heard the rumor that he's really Iinuma's son.\Oh?\And those T-shirts have certainly caught the eyes of many junior officers.\As the son of a hawkish PM, perhaps he would have access to missiles.\I'll check it all out. No need to worry. response:	Mononobe.
context: Yes.\Didn't you arrange it with that phone from Ato?\Since he's been back, I've also heard the rumor that he's really Iinuma's son.\Oh?\And those T-shirts have certainly caught the eyes of many junior officers.\As the son of a hawkish PM, perhaps he would have access to missiles.\I'll check it all out. No need to worry.\Mononobe. response:	About the proposals to raise the estate tax to 100 and reestablish the Home Ministry.
context: Didn't you arrange it with that phone from Ato?\Since he's been back, I've also heard the rumor that he's really Iinuma's son.\Oh?\And those T-shirts have certainly caught the eyes of many junior officers.\As the son of a hawkish PM, perhaps he would have access to missiles.\I'll check it all out. No need to worry.\Mononobe.\About the proposals to raise the estate tax to 100 and reestablish the Home Ministry. response:	I intend to support them.
context: Since he's been back, I've also heard the rumor that he's really Iinuma's son.\Oh?\And those T-shirts have certainly caught the eyes of many junior officers.\As the son of a hawkish PM, perhaps he would have access to missiles.\I'll check it all out. No need to worry.\Mononobe.\About the proposals to raise the estate tax to 100 and reestablish the Home Ministry.\I intend to support them. response:	Understood.
context: Oh?\And those T-shirts have certainly caught the eyes of many junior officers.\As the son of a hawkish PM, perhaps he would have access to missiles.\I'll check it all out. No need to worry.\Mononobe.\About the proposals to raise the estate tax to 100 and reestablish the Home Ministry.\I intend to support them.\Understood. response:	Perhaps it's time for extreme measures.
context: And those T-shirts have certainly caught the eyes of many junior officers.\As the son of a hawkish PM, perhaps he would have access to missiles.\I'll check it all out. No need to worry.\Mononobe.\About the proposals to raise the estate tax to 100 and reestablish the Home Ministry.\I intend to support them.\Understood.\Perhaps it's time for extreme measures. response:	Maybe that.
context: As the son of a hawkish PM, perhaps he would have access to missiles.\I'll check it all out. No need to worry.\Mononobe.\About the proposals to raise the estate tax to 100 and reestablish the Home Ministry.\I intend to support them.\Understood.\Perhaps it's time for extreme measures.\Maybe that. response:	Hello, this is Mononobe.
context: I'll check it all out. No need to worry.\Mononobe.\About the proposals to raise the estate tax to 100 and reestablish the Home Ministry.\I intend to support them.\Understood.\Perhaps it's time for extreme measures.\Maybe that.\Hello, this is Mononobe. response:	There's a chance that Iinuma Seijiro may have had a mistress around twenty years ago.
context: Mononobe.\About the proposals to raise the estate tax to 100 and reestablish the Home Ministry.\I intend to support them.\Understood.\Perhaps it's time for extreme measures.\Maybe that.\Hello, this is Mononobe.\There's a chance that Iinuma Seijiro may have had a mistress around twenty years ago. response:	Can you check it out?
context: About the proposals to raise the estate tax to 100 and reestablish the Home Ministry.\I intend to support them.\Understood.\Perhaps it's time for extreme measures.\Maybe that.\Hello, this is Mononobe.\There's a chance that Iinuma Seijiro may have had a mistress around twenty years ago.\Can you check it out? response:	I see.
context: I intend to support them.\Understood.\Perhaps it's time for extreme measures.\Maybe that.\Hello, this is Mononobe.\There's a chance that Iinuma Seijiro may have had a mistress around twenty years ago.\Can you check it out?\I see. response:	Did you find that out during your investigation in New York?
context: Understood.\Perhaps it's time for extreme measures.\Maybe that.\Hello, this is Mononobe.\There's a chance that Iinuma Seijiro may have had a mistress around twenty years ago.\Can you check it out?\I see.\Did you find that out during your investigation in New York? response:	So that means Iinuma himself must have continued to pay for the hotel.
context: Perhaps it's time for extreme measures.\Maybe that.\Hello, this is Mononobe.\There's a chance that Iinuma Seijiro may have had a mistress around twenty years ago.\Can you check it out?\I see.\Did you find that out during your investigation in New York?\So that means Iinuma himself must have continued to pay for the hotel. response:	It was kept reserved until half a year ago, when that man appeared.
context: Maybe that.\Hello, this is Mononobe.\There's a chance that Iinuma Seijiro may have had a mistress around twenty years ago.\Can you check it out?\I see.\Did you find that out during your investigation in New York?\So that means Iinuma himself must have continued to pay for the hotel.\It was kept reserved until half a year ago, when that man appeared. response:	Understood. I'll leave it to you.
context: Hello, this is Mononobe.\There's a chance that Iinuma Seijiro may have had a mistress around twenty years ago.\Can you check it out?\I see.\Did you find that out during your investigation in New York?\So that means Iinuma himself must have continued to pay for the hotel.\It was kept reserved until half a year ago, when that man appeared.\Understood. I'll leave it to you. response:	Juiz. Put me through to the National Tax Agency.
context: There's a chance that Iinuma Seijiro may have had a mistress around twenty years ago.\Can you check it out?\I see.\Did you find that out during your investigation in New York?\So that means Iinuma himself must have continued to pay for the hotel.\It was kept reserved until half a year ago, when that man appeared.\Understood. I'll leave it to you.\Juiz. Put me through to the National Tax Agency. response:	Umihotaru?
context: Can you check it out?\I see.\Did you find that out during your investigation in New York?\So that means Iinuma himself must have continued to pay for the hotel.\It was kept reserved until half a year ago, when that man appeared.\Understood. I'll leave it to you.\Juiz. Put me through to the National Tax Agency.\Umihotaru? response:	It's from Grandfather.
context: I see.\Did you find that out during your investigation in New York?\So that means Iinuma himself must have continued to pay for the hotel.\It was kept reserved until half a year ago, when that man appeared.\Understood. I'll leave it to you.\Juiz. Put me through to the National Tax Agency.\Umihotaru?\It's from Grandfather. response:	Where are the trailer drivers?
context: Did you find that out during your investigation in New York?\So that means Iinuma himself must have continued to pay for the hotel.\It was kept reserved until half a year ago, when that man appeared.\Understood. I'll leave it to you.\Juiz. Put me through to the National Tax Agency.\Umihotaru?\It's from Grandfather.\Where are the trailer drivers? response:	They're on break.
context: So that means Iinuma himself must have continued to pay for the hotel.\It was kept reserved until half a year ago, when that man appeared.\Understood. I'll leave it to you.\Juiz. Put me through to the National Tax Agency.\Umihotaru?\It's from Grandfather.\Where are the trailer drivers?\They're on break. response:	It was a nonstop trip from Yamanashi.
context: It was kept reserved until half a year ago, when that man appeared.\Understood. I'll leave it to you.\Juiz. Put me through to the National Tax Agency.\Umihotaru?\It's from Grandfather.\Where are the trailer drivers?\They're on break.\It was a nonstop trip from Yamanashi. response:	It's not like we get a break either.
context: Understood. I'll leave it to you.\Juiz. Put me through to the National Tax Agency.\Umihotaru?\It's from Grandfather.\Where are the trailer drivers?\They're on break.\It was a nonstop trip from Yamanashi.\It's not like we get a break either. response:	What did Grandfather have to say?
context: Juiz. Put me through to the National Tax Agency.\Umihotaru?\It's from Grandfather.\Where are the trailer drivers?\They're on break.\It was a nonstop trip from Yamanashi.\It's not like we get a break either.\What did Grandfather have to say? response:	He doesn't want to stop how the game's developing,
context: Umihotaru?\It's from Grandfather.\Where are the trailer drivers?\They're on break.\It was a nonstop trip from Yamanashi.\It's not like we get a break either.\What did Grandfather have to say?\He doesn't want to stop how the game's developing, response:	so we're to continue as usual.
context: It's from Grandfather.\Where are the trailer drivers?\They're on break.\It was a nonstop trip from Yamanashi.\It's not like we get a break either.\What did Grandfather have to say?\He doesn't want to stop how the game's developing,\so we're to continue as usual. response:	We're to fulfill any request.
context: Where are the trailer drivers?\They're on break.\It was a nonstop trip from Yamanashi.\It's not like we get a break either.\What did Grandfather have to say?\He doesn't want to stop how the game's developing,\so we're to continue as usual.\We're to fulfill any request. response:	Yeah, we knew that already.
context: They're on break.\It was a nonstop trip from Yamanashi.\It's not like we get a break either.\What did Grandfather have to say?\He doesn't want to stop how the game's developing,\so we're to continue as usual.\We're to fulfill any request.\Yeah, we knew that already. response:	After all, we're not SeleCao or Juiz,
context: It was a nonstop trip from Yamanashi.\It's not like we get a break either.\What did Grandfather have to say?\He doesn't want to stop how the game's developing,\so we're to continue as usual.\We're to fulfill any request.\Yeah, we knew that already.\After all, we're not SeleCao or Juiz, response:	just ball girls.
context: It's not like we get a break either.\What did Grandfather have to say?\He doesn't want to stop how the game's developing,\so we're to continue as usual.\We're to fulfill any request.\Yeah, we knew that already.\After all, we're not SeleCao or Juiz,\just ball girls. response:	Right?
context: What did Grandfather have to say?\He doesn't want to stop how the game's developing,\so we're to continue as usual.\We're to fulfill any request.\Yeah, we knew that already.\After all, we're not SeleCao or Juiz,\just ball girls.\Right? response:	But what if I requests a missile attack?
context: He doesn't want to stop how the game's developing,\so we're to continue as usual.\We're to fulfill any request.\Yeah, we knew that already.\After all, we're not SeleCao or Juiz,\just ball girls.\Right?\But what if I requests a missile attack? response:	It'll kill us!
context: so we're to continue as usual.\We're to fulfill any request.\Yeah, we knew that already.\After all, we're not SeleCao or Juiz,\just ball girls.\Right?\But what if I requests a missile attack?\It'll kill us! response:	Maybe we should just hide those somewhere.
context: We're to fulfill any request.\Yeah, we knew that already.\After all, we're not SeleCao or Juiz,\just ball girls.\Right?\But what if I requests a missile attack?\It'll kill us!\Maybe we should just hide those somewhere. response:	We can't.
context: Yeah, we knew that already.\After all, we're not SeleCao or Juiz,\just ball girls.\Right?\But what if I requests a missile attack?\It'll kill us!\Maybe we should just hide those somewhere.\We can't. response:	It's against Grandfather's rules.
context: After all, we're not SeleCao or Juiz,\just ball girls.\Right?\But what if I requests a missile attack?\It'll kill us!\Maybe we should just hide those somewhere.\We can't.\It's against Grandfather's rules. response:	And I don't think I will launch a missile here.
context: just ball girls.\Right?\But what if I requests a missile attack?\It'll kill us!\Maybe we should just hide those somewhere.\We can't.\It's against Grandfather's rules.\And I don't think I will launch a missile here. response:	Hey.
context: Right?\But what if I requests a missile attack?\It'll kill us!\Maybe we should just hide those somewhere.\We can't.\It's against Grandfather's rules.\And I don't think I will launch a missile here.\Hey. response:	Isn't that SeleCao IX?
context: But what if I requests a missile attack?\It'll kill us!\Maybe we should just hide those somewhere.\We can't.\It's against Grandfather's rules.\And I don't think I will launch a missile here.\Hey.\Isn't that SeleCao IX? response:	Yeah, it is!
context: It'll kill us!\Maybe we should just hide those somewhere.\We can't.\It's against Grandfather's rules.\And I don't think I will launch a missile here.\Hey.\Isn't that SeleCao IX?\Yeah, it is! response:	This is Juiz.
context: Maybe we should just hide those somewhere.\We can't.\It's against Grandfather's rules.\And I don't think I will launch a missile here.\Hey.\Isn't that SeleCao IX?\Yeah, it is!\This is Juiz. response:	IX. It seems like you're in the specified area.
context: We can't.\It's against Grandfather's rules.\And I don't think I will launch a missile here.\Hey.\Isn't that SeleCao IX?\Yeah, it is!\This is Juiz.\IX. It seems like you're in the specified area. response:	Yeah.
context: It's against Grandfather's rules.\And I don't think I will launch a missile here.\Hey.\Isn't that SeleCao IX?\Yeah, it is!\This is Juiz.\IX. It seems like you're in the specified area.\Yeah. response:	To be honest, I'm right by your side. Can't you tell?
context: And I don't think I will launch a missile here.\Hey.\Isn't that SeleCao IX?\Yeah, it is!\This is Juiz.\IX. It seems like you're in the specified area.\Yeah.\To be honest, I'm right by your side. Can't you tell? response:	I'm not actually equipped with visual sensors, so...
context: Hey.\Isn't that SeleCao IX?\Yeah, it is!\This is Juiz.\IX. It seems like you're in the specified area.\Yeah.\To be honest, I'm right by your side. Can't you tell?\I'm not actually equipped with visual sensors, so... response:	Aww, and here I thought I'd surprise you.
context: Isn't that SeleCao IX?\Yeah, it is!\This is Juiz.\IX. It seems like you're in the specified area.\Yeah.\To be honest, I'm right by your side. Can't you tell?\I'm not actually equipped with visual sensors, so...\Aww, and here I thought I'd surprise you. response:	Too bad.
context: Yeah, it is!\This is Juiz.\IX. It seems like you're in the specified area.\Yeah.\To be honest, I'm right by your side. Can't you tell?\I'm not actually equipped with visual sensors, so...\Aww, and here I thought I'd surprise you.\Too bad. response:	I'm sorry.
context: This is Juiz.\IX. It seems like you're in the specified area.\Yeah.\To be honest, I'm right by your side. Can't you tell?\I'm not actually equipped with visual sensors, so...\Aww, and here I thought I'd surprise you.\Too bad.\I'm sorry. response:	You don't need to apologize.
context: IX. It seems like you're in the specified area.\Yeah.\To be honest, I'm right by your side. Can't you tell?\I'm not actually equipped with visual sensors, so...\Aww, and here I thought I'd surprise you.\Too bad.\I'm sorry.\You don't need to apologize. response:	We've finally met, now.
context: Yeah.\To be honest, I'm right by your side. Can't you tell?\I'm not actually equipped with visual sensors, so...\Aww, and here I thought I'd surprise you.\Too bad.\I'm sorry.\You don't need to apologize.\We've finally met, now. response:	IX. Why did you come to see me?
context: To be honest, I'm right by your side. Can't you tell?\I'm not actually equipped with visual sensors, so...\Aww, and here I thought I'd surprise you.\Too bad.\I'm sorry.\You don't need to apologize.\We've finally met, now.\IX. Why did you come to see me? response:	I came to save you from a missile attack.
context: I'm not actually equipped with visual sensors, so...\Aww, and here I thought I'd surprise you.\Too bad.\I'm sorry.\You don't need to apologize.\We've finally met, now.\IX. Why did you come to see me?\I came to save you from a missile attack. response:	Did you know that?
context: Aww, and here I thought I'd surprise you.\Too bad.\I'm sorry.\You don't need to apologize.\We've finally met, now.\IX. Why did you come to see me?\I came to save you from a missile attack.\Did you know that? response:	Yes.
context: Too bad.\I'm sorry.\You don't need to apologize.\We've finally met, now.\IX. Why did you come to see me?\I came to save you from a missile attack.\Did you know that?\Yes. response:	And how will you protect me from the missiles?
context: I'm sorry.\You don't need to apologize.\We've finally met, now.\IX. Why did you come to see me?\I came to save you from a missile attack.\Did you know that?\Yes.\And how will you protect me from the missiles? response:	I haven't really thought of that part yet.
context: You don't need to apologize.\We've finally met, now.\IX. Why did you come to see me?\I came to save you from a missile attack.\Did you know that?\Yes.\And how will you protect me from the missiles?\I haven't really thought of that part yet. response:	Hey, I moved his trailer.
context: We've finally met, now.\IX. Why did you come to see me?\I came to save you from a missile attack.\Did you know that?\Yes.\And how will you protect me from the missiles?\I haven't really thought of that part yet.\Hey, I moved his trailer. response:	So he's trying to steal away his own Juiz?
context: IX. Why did you come to see me?\I came to save you from a missile attack.\Did you know that?\Yes.\And how will you protect me from the missiles?\I haven't really thought of that part yet.\Hey, I moved his trailer.\So he's trying to steal away his own Juiz? response:	Juiz.
context: I came to save you from a missile attack.\Did you know that?\Yes.\And how will you protect me from the missiles?\I haven't really thought of that part yet.\Hey, I moved his trailer.\So he's trying to steal away his own Juiz?\Juiz. response:	Can you make me able to drive a semi?
context: Did you know that?\Yes.\And how will you protect me from the missiles?\I haven't really thought of that part yet.\Hey, I moved his trailer.\So he's trying to steal away his own Juiz?\Juiz.\Can you make me able to drive a semi? response:	You know, like in The Matrix.
context: Yes.\And how will you protect me from the missiles?\I haven't really thought of that part yet.\Hey, I moved his trailer.\So he's trying to steal away his own Juiz?\Juiz.\Can you make me able to drive a semi?\You know, like in The Matrix. response:	But you already have every license they issue, from motorcycles to semis.
context: And how will you protect me from the missiles?\I haven't really thought of that part yet.\Hey, I moved his trailer.\So he's trying to steal away his own Juiz?\Juiz.\Can you make me able to drive a semi?\You know, like in The Matrix.\But you already have every license they issue, from motorcycles to semis. response:	Really?
context: I haven't really thought of that part yet.\Hey, I moved his trailer.\So he's trying to steal away his own Juiz?\Juiz.\Can you make me able to drive a semi?\You know, like in The Matrix.\But you already have every license they issue, from motorcycles to semis.\Really? response:	Wow, I guess.
context: Hey, I moved his trailer.\So he's trying to steal away his own Juiz?\Juiz.\Can you make me able to drive a semi?\You know, like in The Matrix.\But you already have every license they issue, from motorcycles to semis.\Really?\Wow, I guess. response:	Hey, I just had a great idea, Juiz.
context: So he's trying to steal away his own Juiz?\Juiz.\Can you make me able to drive a semi?\You know, like in The Matrix.\But you already have every license they issue, from motorcycles to semis.\Really?\Wow, I guess.\Hey, I just had a great idea, Juiz. response:	IX too?
context: Juiz.\Can you make me able to drive a semi?\You know, like in The Matrix.\But you already have every license they issue, from motorcycles to semis.\Really?\Wow, I guess.\Hey, I just had a great idea, Juiz.\IX too? response:	But it's not in his history.
context: Can you make me able to drive a semi?\You know, like in The Matrix.\But you already have every license they issue, from motorcycles to semis.\Really?\Wow, I guess.\Hey, I just had a great idea, Juiz.\IX too?\But it's not in his history. response:	He's driving it himself?
context: You know, like in The Matrix.\But you already have every license they issue, from motorcycles to semis.\Really?\Wow, I guess.\Hey, I just had a great idea, Juiz.\IX too?\But it's not in his history.\He's driving it himself? response:	I see, he's following I's trailer so he can't be bombed.
context: But you already have every license they issue, from motorcycles to semis.\Really?\Wow, I guess.\Hey, I just had a great idea, Juiz.\IX too?\But it's not in his history.\He's driving it himself?\I see, he's following I's trailer so he can't be bombed. response:	I knew IX was smart!
context: Really?\Wow, I guess.\Hey, I just had a great idea, Juiz.\IX too?\But it's not in his history.\He's driving it himself?\I see, he's following I's trailer so he can't be bombed.\I knew IX was smart! response:	What do we do?
context: Wow, I guess.\Hey, I just had a great idea, Juiz.\IX too?\But it's not in his history.\He's driving it himself?\I see, he's following I's trailer so he can't be bombed.\I knew IX was smart!\What do we do? response:	Do we tell Grandfather?
context: Hey, I just had a great idea, Juiz.\IX too?\But it's not in his history.\He's driving it himself?\I see, he's following I's trailer so he can't be bombed.\I knew IX was smart!\What do we do?\Do we tell Grandfather? response:	That's against the rules too.
context: IX too?\But it's not in his history.\He's driving it himself?\I see, he's following I's trailer so he can't be bombed.\I knew IX was smart!\What do we do?\Do we tell Grandfather?\That's against the rules too. response:	He didn't use Juiz for this,
context: But it's not in his history.\He's driving it himself?\I see, he's following I's trailer so he can't be bombed.\I knew IX was smart!\What do we do?\Do we tell Grandfather?\That's against the rules too.\He didn't use Juiz for this, response:	so the other SeleCao don't get to know.
context: He's driving it himself?\I see, he's following I's trailer so he can't be bombed.\I knew IX was smart!\What do we do?\Do we tell Grandfather?\That's against the rules too.\He didn't use Juiz for this,\so the other SeleCao don't get to know. response:	Even if it's Grandfather, the rules still apply.
context: I see, he's following I's trailer so he can't be bombed.\I knew IX was smart!\What do we do?\Do we tell Grandfather?\That's against the rules too.\He didn't use Juiz for this,\so the other SeleCao don't get to know.\Even if it's Grandfather, the rules still apply. response:	You're right.
context: I knew IX was smart!\What do we do?\Do we tell Grandfather?\That's against the rules too.\He didn't use Juiz for this,\so the other SeleCao don't get to know.\Even if it's Grandfather, the rules still apply.\You're right. response:	What, you're driving Juiz!?
context: What do we do?\Do we tell Grandfather?\That's against the rules too.\He didn't use Juiz for this,\so the other SeleCao don't get to know.\Even if it's Grandfather, the rules still apply.\You're right.\What, you're driving Juiz!? response:	Yeah. I think I's going to keep things within the city, but...
context: Do we tell Grandfather?\That's against the rules too.\He didn't use Juiz for this,\so the other SeleCao don't get to know.\Even if it's Grandfather, the rules still apply.\You're right.\What, you're driving Juiz!?\Yeah. I think I's going to keep things within the city, but... response:	Where are you guys?
context: That's against the rules too.\He didn't use Juiz for this,\so the other SeleCao don't get to know.\Even if it's Grandfather, the rules still apply.\You're right.\What, you're driving Juiz!?\Yeah. I think I's going to keep things within the city, but...\Where are you guys? response:	We're in a tunnel.
context: He didn't use Juiz for this,\so the other SeleCao don't get to know.\Even if it's Grandfather, the rules still apply.\You're right.\What, you're driving Juiz!?\Yeah. I think I's going to keep things within the city, but...\Where are you guys?\We're in a tunnel. response:	Really? I am too.
context: so the other SeleCao don't get to know.\Even if it's Grandfather, the rules still apply.\You're right.\What, you're driving Juiz!?\Yeah. I think I's going to keep things within the city, but...\Where are you guys?\We're in a tunnel.\Really? I am too. response:	Hey, maybe you're in the next one over.
context: Even if it's Grandfather, the rules still apply.\You're right.\What, you're driving Juiz!?\Yeah. I think I's going to keep things within the city, but...\Where are you guys?\We're in a tunnel.\Really? I am too.\Hey, maybe you're in the next one over. response:	When we reach Umihotaru, we'll call back.
context: You're right.\What, you're driving Juiz!?\Yeah. I think I's going to keep things within the city, but...\Where are you guys?\We're in a tunnel.\Really? I am too.\Hey, maybe you're in the next one over.\When we reach Umihotaru, we'll call back. response:	You heard him.
context: What, you're driving Juiz!?\Yeah. I think I's going to keep things within the city, but...\Where are you guys?\We're in a tunnel.\Really? I am too.\Hey, maybe you're in the next one over.\When we reach Umihotaru, we'll call back.\You heard him. response:	Hijacking Juiz? He never changes.
context: Yeah. I think I's going to keep things within the city, but...\Where are you guys?\We're in a tunnel.\Really? I am too.\Hey, maybe you're in the next one over.\When we reach Umihotaru, we'll call back.\You heard him.\Hijacking Juiz? He never changes. response:	III ordered sweets for Saizo?
context: Where are you guys?\We're in a tunnel.\Really? I am too.\Hey, maybe you're in the next one over.\When we reach Umihotaru, we'll call back.\You heard him.\Hijacking Juiz? He never changes.\III ordered sweets for Saizo? response:	Saizo... Ato Saizo!?
context: We're in a tunnel.\Really? I am too.\Hey, maybe you're in the next one over.\When we reach Umihotaru, we'll call back.\You heard him.\Hijacking Juiz? He never changes.\III ordered sweets for Saizo?\Saizo... Ato Saizo!? response:	Were Yuuki here, I'd have already sent him to meet you.
context: Really? I am too.\Hey, maybe you're in the next one over.\When we reach Umihotaru, we'll call back.\You heard him.\Hijacking Juiz? He never changes.\III ordered sweets for Saizo?\Saizo... Ato Saizo!?\Were Yuuki here, I'd have already sent him to meet you. response:	Juiz. I'd like to arrange a message to this cafe.
context: Hey, maybe you're in the next one over.\When we reach Umihotaru, we'll call back.\You heard him.\Hijacking Juiz? He never changes.\III ordered sweets for Saizo?\Saizo... Ato Saizo!?\Were Yuuki here, I'd have already sent him to meet you.\Juiz. I'd like to arrange a message to this cafe. response:	I'm not Japanese anymore, am I.
context: When we reach Umihotaru, we'll call back.\You heard him.\Hijacking Juiz? He never changes.\III ordered sweets for Saizo?\Saizo... Ato Saizo!?\Were Yuuki here, I'd have already sent him to meet you.\Juiz. I'd like to arrange a message to this cafe.\I'm not Japanese anymore, am I. response:	You two.
context: You heard him.\Hijacking Juiz? He never changes.\III ordered sweets for Saizo?\Saizo... Ato Saizo!?\Were Yuuki here, I'd have already sent him to meet you.\Juiz. I'd like to arrange a message to this cafe.\I'm not Japanese anymore, am I.\You two. response:	I'm closing up soon, but do you two want to stick around?
context: Hijacking Juiz? He never changes.\III ordered sweets for Saizo?\Saizo... Ato Saizo!?\Were Yuuki here, I'd have already sent him to meet you.\Juiz. I'd like to arrange a message to this cafe.\I'm not Japanese anymore, am I.\You two.\I'm closing up soon, but do you two want to stick around? response:	Um...
context: III ordered sweets for Saizo?\Saizo... Ato Saizo!?\Were Yuuki here, I'd have already sent him to meet you.\Juiz. I'd like to arrange a message to this cafe.\I'm not Japanese anymore, am I.\You two.\I'm closing up soon, but do you two want to stick around?\Um... response:	Two more mango lassis, then.
context: Saizo... Ato Saizo!?\Were Yuuki here, I'd have already sent him to meet you.\Juiz. I'd like to arrange a message to this cafe.\I'm not Japanese anymore, am I.\You two.\I'm closing up soon, but do you two want to stick around?\Um...\Two more mango lassis, then. response:	Looks like you brought trouble along with you.
context: Were Yuuki here, I'd have already sent him to meet you.\Juiz. I'd like to arrange a message to this cafe.\I'm not Japanese anymore, am I.\You two.\I'm closing up soon, but do you two want to stick around?\Um...\Two more mango lassis, then.\Looks like you brought trouble along with you. response:	I don't think they're just here for a drink, though.
context: Juiz. I'd like to arrange a message to this cafe.\I'm not Japanese anymore, am I.\You two.\I'm closing up soon, but do you two want to stick around?\Um...\Two more mango lassis, then.\Looks like you brought trouble along with you.\I don't think they're just here for a drink, though. response:	Yeah.
context: I'm not Japanese anymore, am I.\You two.\I'm closing up soon, but do you two want to stick around?\Um...\Two more mango lassis, then.\Looks like you brought trouble along with you.\I don't think they're just here for a drink, though.\Yeah. response:	Yeah, sure.
context: You two.\I'm closing up soon, but do you two want to stick around?\Um...\Two more mango lassis, then.\Looks like you brought trouble along with you.\I don't think they're just here for a drink, though.\Yeah.\Yeah, sure. response:	Yeah, I was thinking the same thing.
context: I'm closing up soon, but do you two want to stick around?\Um...\Two more mango lassis, then.\Looks like you brought trouble along with you.\I don't think they're just here for a drink, though.\Yeah.\Yeah, sure.\Yeah, I was thinking the same thing. response:	The details implied she was in Tokyo,
context: Um...\Two more mango lassis, then.\Looks like you brought trouble along with you.\I don't think they're just here for a drink, though.\Yeah.\Yeah, sure.\Yeah, I was thinking the same thing.\The details implied she was in Tokyo, response:	but it looks like III is really in Fukuoka.
