context: That photo just now... response:	Was that Chitoge-chan?
context: So that much, I can manage.\Classes in Japan are such a breeze, aren't they?\Yes, they are.\Wow! You two sound like you live in a different dimension!\Wow, that's amazing, Tsugumi-chan!\Oh, please, you're exaggerating.\Hey, Ichijou Raku!\Don't tell me you can't even solve an easy problem like that! response:	Do you still believe you're worthy of being Mistress's boyfriend despite that?
context: Classes in Japan are such a breeze, aren't they?\Yes, they are.\Wow! You two sound like you live in a different dimension!\Wow, that's amazing, Tsugumi-chan!\Oh, please, you're exaggerating.\Hey, Ichijou Raku!\Don't tell me you can't even solve an easy problem like that!\Do you still believe you're worthy of being Mistress's boyfriend despite that? response:	Shut up, will ya? And stop looking!
context: Yes, they are.\Wow! You two sound like you live in a different dimension!\Wow, that's amazing, Tsugumi-chan!\Oh, please, you're exaggerating.\Hey, Ichijou Raku!\Don't tell me you can't even solve an easy problem like that!\Do you still believe you're worthy of being Mistress's boyfriend despite that?\Shut up, will ya? And stop looking! response:	Well, since you're begging me...
context: Wow! You two sound like you live in a different dimension!\Wow, that's amazing, Tsugumi-chan!\Oh, please, you're exaggerating.\Hey, Ichijou Raku!\Don't tell me you can't even solve an easy problem like that!\Do you still believe you're worthy of being Mistress's boyfriend despite that?\Shut up, will ya? And stop looking!\Well, since you're begging me... response:	Let me take a look!
context: Wow, that's amazing, Tsugumi-chan!\Oh, please, you're exaggerating.\Hey, Ichijou Raku!\Don't tell me you can't even solve an easy problem like that!\Do you still believe you're worthy of being Mistress's boyfriend despite that?\Shut up, will ya? And stop looking!\Well, since you're begging me...\Let me take a look! response:	What?!
context: Oh, please, you're exaggerating.\Hey, Ichijou Raku!\Don't tell me you can't even solve an easy problem like that!\Do you still believe you're worthy of being Mistress's boyfriend despite that?\Shut up, will ya? And stop looking!\Well, since you're begging me...\Let me take a look!\What?! response:	Excuse me, Mistress!
context: Hey, Ichijou Raku!\Don't tell me you can't even solve an easy problem like that!\Do you still believe you're worthy of being Mistress's boyfriend despite that?\Shut up, will ya? And stop looking!\Well, since you're begging me...\Let me take a look!\What?!\Excuse me, Mistress! response:	Listen up! First, in the case of this problem...
context: Don't tell me you can't even solve an easy problem like that!\Do you still believe you're worthy of being Mistress's boyfriend despite that?\Shut up, will ya? And stop looking!\Well, since you're begging me...\Let me take a look!\What?!\Excuse me, Mistress!\Listen up! First, in the case of this problem... response:	What the...
context: Do you still believe you're worthy of being Mistress's boyfriend despite that?\Shut up, will ya? And stop looking!\Well, since you're begging me...\Let me take a look!\What?!\Excuse me, Mistress!\Listen up! First, in the case of this problem...\What the... response:	You take this, and do this, and...
context: Shut up, will ya? And stop looking!\Well, since you're begging me...\Let me take a look!\What?!\Excuse me, Mistress!\Listen up! First, in the case of this problem...\What the...\You take this, and do this, and... response:	She's being unusually nice to me today.
context: Well, since you're begging me...\Let me take a look!\What?!\Excuse me, Mistress!\Listen up! First, in the case of this problem...\What the...\You take this, and do this, and...\She's being unusually nice to me today. response:	I wonder what gives.
context: Let me take a look!\What?!\Excuse me, Mistress!\Listen up! First, in the case of this problem...\What the...\You take this, and do this, and...\She's being unusually nice to me today.\I wonder what gives. response:	Therefore, the next step is...
context: What?!\Excuse me, Mistress!\Listen up! First, in the case of this problem...\What the...\You take this, and do this, and...\She's being unusually nice to me today.\I wonder what gives.\Therefore, the next step is... response:	Hey! What are you staring at?
context: Excuse me, Mistress!\Listen up! First, in the case of this problem...\What the...\You take this, and do this, and...\She's being unusually nice to me today.\I wonder what gives.\Therefore, the next step is...\Hey! What are you staring at? response:	Were you even listening to me just now?
context: Listen up! First, in the case of this problem...\What the...\You take this, and do this, and...\She's being unusually nice to me today.\I wonder what gives.\Therefore, the next step is...\Hey! What are you staring at?\Were you even listening to me just now? response:	Huh? Yeah. Sure, I was listening.
context: What the...\You take this, and do this, and...\She's being unusually nice to me today.\I wonder what gives.\Therefore, the next step is...\Hey! What are you staring at?\Were you even listening to me just now?\Huh? Yeah. Sure, I was listening. response:	Why is my heart pounding?
context: You take this, and do this, and...\She's being unusually nice to me today.\I wonder what gives.\Therefore, the next step is...\Hey! What are you staring at?\Were you even listening to me just now?\Huh? Yeah. Sure, I was listening.\Why is my heart pounding? response:	But I gotta say, you're good at teaching, Tsugumi.
context: She's being unusually nice to me today.\I wonder what gives.\Therefore, the next step is...\Hey! What are you staring at?\Were you even listening to me just now?\Huh? Yeah. Sure, I was listening.\Why is my heart pounding?\But I gotta say, you're good at teaching, Tsugumi. response:	I totally get it now. Thanks.
context: I wonder what gives.\Therefore, the next step is...\Hey! What are you staring at?\Were you even listening to me just now?\Huh? Yeah. Sure, I was listening.\Why is my heart pounding?\But I gotta say, you're good at teaching, Tsugumi.\I totally get it now. Thanks. response:	O-Oh, really? Then try the rest on your own.
context: Therefore, the next step is...\Hey! What are you staring at?\Were you even listening to me just now?\Huh? Yeah. Sure, I was listening.\Why is my heart pounding?\But I gotta say, you're good at teaching, Tsugumi.\I totally get it now. Thanks.\O-Oh, really? Then try the rest on your own. response:	Right! I owe you one!
context: Hey! What are you staring at?\Were you even listening to me just now?\Huh? Yeah. Sure, I was listening.\Why is my heart pounding?\But I gotta say, you're good at teaching, Tsugumi.\I totally get it now. Thanks.\O-Oh, really? Then try the rest on your own.\Right! I owe you one! response:	Which part did she help you with?
context: Were you even listening to me just now?\Huh? Yeah. Sure, I was listening.\Why is my heart pounding?\But I gotta say, you're good at teaching, Tsugumi.\I totally get it now. Thanks.\O-Oh, really? Then try the rest on your own.\Right! I owe you one!\Which part did she help you with? response:	This problem.
context: Huh? Yeah. Sure, I was listening.\Why is my heart pounding?\But I gotta say, you're good at teaching, Tsugumi.\I totally get it now. Thanks.\O-Oh, really? Then try the rest on your own.\Right! I owe you one!\Which part did she help you with?\This problem. response:	Grin
context: Why is my heart pounding?\But I gotta say, you're good at teaching, Tsugumi.\I totally get it now. Thanks.\O-Oh, really? Then try the rest on your own.\Right! I owe you one!\Which part did she help you with?\This problem.\Grin response:	Why do you have that smug look on your face!? Are you dissing me?
context: But I gotta say, you're good at teaching, Tsugumi.\I totally get it now. Thanks.\O-Oh, really? Then try the rest on your own.\Right! I owe you one!\Which part did she help you with?\This problem.\Grin\Why do you have that smug look on your face!? Are you dissing me? response:	Looks like they're getting along just fine, huh?
context: I totally get it now. Thanks.\O-Oh, really? Then try the rest on your own.\Right! I owe you one!\Which part did she help you with?\This problem.\Grin\Why do you have that smug look on your face!? Are you dissing me?\Looks like they're getting along just fine, huh? response:	You think so?
context: O-Oh, really? Then try the rest on your own.\Right! I owe you one!\Which part did she help you with?\This problem.\Grin\Why do you have that smug look on your face!? Are you dissing me?\Looks like they're getting along just fine, huh?\You think so? response:	Hey, I just remembered.
context: Right! I owe you one!\Which part did she help you with?\This problem.\Grin\Why do you have that smug look on your face!? Are you dissing me?\Looks like they're getting along just fine, huh?\You think so?\Hey, I just remembered. response:	Although studying for exams is important,
context: Which part did she help you with?\This problem.\Grin\Why do you have that smug look on your face!? Are you dissing me?\Looks like they're getting along just fine, huh?\You think so?\Hey, I just remembered.\Although studying for exams is important, response:	we also got some English homework today!
context: This problem.\Grin\Why do you have that smug look on your face!? Are you dissing me?\Looks like they're getting along just fine, huh?\You think so?\Hey, I just remembered.\Although studying for exams is important,\we also got some English homework today! response:	Not that there's anything to be afraid of, since we have Kirisaki-san!
context: Grin\Why do you have that smug look on your face!? Are you dissing me?\Looks like they're getting along just fine, huh?\You think so?\Hey, I just remembered.\Although studying for exams is important,\we also got some English homework today!\Not that there's anything to be afraid of, since we have Kirisaki-san! response:	Oh, that's right. You can speak English, right, Chitoge-chan?
context: Why do you have that smug look on your face!? Are you dissing me?\Looks like they're getting along just fine, huh?\You think so?\Hey, I just remembered.\Although studying for exams is important,\we also got some English homework today!\Not that there's anything to be afraid of, since we have Kirisaki-san!\Oh, that's right. You can speak English, right, Chitoge-chan? response:	And so, Kirisaki-san!
context: Looks like they're getting along just fine, huh?\You think so?\Hey, I just remembered.\Although studying for exams is important,\we also got some English homework today!\Not that there's anything to be afraid of, since we have Kirisaki-san!\Oh, that's right. You can speak English, right, Chitoge-chan?\And so, Kirisaki-san! response:	Would you mind translating this English passage?
context: You think so?\Hey, I just remembered.\Although studying for exams is important,\we also got some English homework today!\Not that there's anything to be afraid of, since we have Kirisaki-san!\Oh, that's right. You can speak English, right, Chitoge-chan?\And so, Kirisaki-san!\Would you mind translating this English passage? response:	What? Sure, I can do that.
context: Hey, I just remembered.\Although studying for exams is important,\we also got some English homework today!\Not that there's anything to be afraid of, since we have Kirisaki-san!\Oh, that's right. You can speak English, right, Chitoge-chan?\And so, Kirisaki-san!\Would you mind translating this English passage?\What? Sure, I can do that. response:	They're all counting on me!
context: Although studying for exams is important,\we also got some English homework today!\Not that there's anything to be afraid of, since we have Kirisaki-san!\Oh, that's right. You can speak English, right, Chitoge-chan?\And so, Kirisaki-san!\Would you mind translating this English passage?\What? Sure, I can do that.\They're all counting on me! response:	Now, then...
context: we also got some English homework today!\Not that there's anything to be afraid of, since we have Kirisaki-san!\Oh, that's right. You can speak English, right, Chitoge-chan?\And so, Kirisaki-san!\Would you mind translating this English passage?\What? Sure, I can do that.\They're all counting on me!\Now, then... response:	Wait a minute, George. Just who is that woman?
context: Not that there's anything to be afraid of, since we have Kirisaki-san!\Oh, that's right. You can speak English, right, Chitoge-chan?\And so, Kirisaki-san!\Would you mind translating this English passage?\What? Sure, I can do that.\They're all counting on me!\Now, then...\Wait a minute, George. Just who is that woman? response:	I wouldn't know, Anna. I have no idea what you're talking about.
context: Oh, that's right. You can speak English, right, Chitoge-chan?\And so, Kirisaki-san!\Would you mind translating this English passage?\What? Sure, I can do that.\They're all counting on me!\Now, then...\Wait a minute, George. Just who is that woman?\I wouldn't know, Anna. I have no idea what you're talking about. response:	Oh, don't play dumb with me!
context: And so, Kirisaki-san!\Would you mind translating this English passage?\What? Sure, I can do that.\They're all counting on me!\Now, then...\Wait a minute, George. Just who is that woman?\I wouldn't know, Anna. I have no idea what you're talking about.\Oh, don't play dumb with me! response:	Then tell me, whose hair is this?
context: Would you mind translating this English passage?\What? Sure, I can do that.\They're all counting on me!\Now, then...\Wait a minute, George. Just who is that woman?\I wouldn't know, Anna. I have no idea what you're talking about.\Oh, don't play dumb with me!\Then tell me, whose hair is this? response:	It's a misunderstanding! Just hear me out!
context: What? Sure, I can do that.\They're all counting on me!\Now, then...\Wait a minute, George. Just who is that woman?\I wouldn't know, Anna. I have no idea what you're talking about.\Oh, don't play dumb with me!\Then tell me, whose hair is this?\It's a misunderstanding! Just hear me out! response:	Who's more important to youme or that woman?
context: They're all counting on me!\Now, then...\Wait a minute, George. Just who is that woman?\I wouldn't know, Anna. I have no idea what you're talking about.\Oh, don't play dumb with me!\Then tell me, whose hair is this?\It's a misunderstanding! Just hear me out!\Who's more important to youme or that woman? response:	English Teacher Creator of the text
context: Now, then...\Wait a minute, George. Just who is that woman?\I wouldn't know, Anna. I have no idea what you're talking about.\Oh, don't play dumb with me!\Then tell me, whose hair is this?\It's a misunderstanding! Just hear me out!\Who's more important to youme or that woman?\English Teacher Creator of the text response:	That teacher of ours!
context: Wait a minute, George. Just who is that woman?\I wouldn't know, Anna. I have no idea what you're talking about.\Oh, don't play dumb with me!\Then tell me, whose hair is this?\It's a misunderstanding! Just hear me out!\Who's more important to youme or that woman?\English Teacher Creator of the text\That teacher of ours! response:	What kind of drama is this?
context: I wouldn't know, Anna. I have no idea what you're talking about.\Oh, don't play dumb with me!\Then tell me, whose hair is this?\It's a misunderstanding! Just hear me out!\Who's more important to youme or that woman?\English Teacher Creator of the text\That teacher of ours!\What kind of drama is this? response:	Hey, Onodera's really into it.
context: Oh, don't play dumb with me!\Then tell me, whose hair is this?\It's a misunderstanding! Just hear me out!\Who's more important to youme or that woman?\English Teacher Creator of the text\That teacher of ours!\What kind of drama is this?\Hey, Onodera's really into it. response:	She's so cute.
context: Then tell me, whose hair is this?\It's a misunderstanding! Just hear me out!\Who's more important to youme or that woman?\English Teacher Creator of the text\That teacher of ours!\What kind of drama is this?\Hey, Onodera's really into it.\She's so cute. response:	I-I'm fine...
context: It's a misunderstanding! Just hear me out!\Who's more important to youme or that woman?\English Teacher Creator of the text\That teacher of ours!\What kind of drama is this?\Hey, Onodera's really into it.\She's so cute.\I-I'm fine... response:	For some reason, Onodera has the same vibe as the girl from my memories.
context: Who's more important to youme or that woman?\English Teacher Creator of the text\That teacher of ours!\What kind of drama is this?\Hey, Onodera's really into it.\She's so cute.\I-I'm fine...\For some reason, Onodera has the same vibe as the girl from my memories. response:	Onodera even said it herself. I might be the boy from hers.
context: English Teacher Creator of the text\That teacher of ours!\What kind of drama is this?\Hey, Onodera's really into it.\She's so cute.\I-I'm fine...\For some reason, Onodera has the same vibe as the girl from my memories.\Onodera even said it herself. I might be the boy from hers. response:	I've had enough. I don't care about you anymore, George!
context: That teacher of ours!\What kind of drama is this?\Hey, Onodera's really into it.\She's so cute.\I-I'm fine...\For some reason, Onodera has the same vibe as the girl from my memories.\Onodera even said it herself. I might be the boy from hers.\I've had enough. I don't care about you anymore, George! response:	As for Kirisaki... No matter what, I just don't get the same feeling.
context: What kind of drama is this?\Hey, Onodera's really into it.\She's so cute.\I-I'm fine...\For some reason, Onodera has the same vibe as the girl from my memories.\Onodera even said it herself. I might be the boy from hers.\I've had enough. I don't care about you anymore, George!\As for Kirisaki... No matter what, I just don't get the same feeling. response:	But she knows the phrase zawsze in love, and she has a key.
context: Hey, Onodera's really into it.\She's so cute.\I-I'm fine...\For some reason, Onodera has the same vibe as the girl from my memories.\Onodera even said it herself. I might be the boy from hers.\I've had enough. I don't care about you anymore, George!\As for Kirisaki... No matter what, I just don't get the same feeling.\But she knows the phrase zawsze in love, and she has a key. response:	Wait, don't go! If I explain, you'll see...
context: She's so cute.\I-I'm fine...\For some reason, Onodera has the same vibe as the girl from my memories.\Onodera even said it herself. I might be the boy from hers.\I've had enough. I don't care about you anymore, George!\As for Kirisaki... No matter what, I just don't get the same feeling.\But she knows the phrase zawsze in love, and she has a key.\Wait, don't go! If I explain, you'll see... response:	Damn it!
context: I-I'm fine...\For some reason, Onodera has the same vibe as the girl from my memories.\Onodera even said it herself. I might be the boy from hers.\I've had enough. I don't care about you anymore, George!\As for Kirisaki... No matter what, I just don't get the same feeling.\But she knows the phrase zawsze in love, and she has a key.\Wait, don't go! If I explain, you'll see...\Damn it! response:	Thinking about it doesn't do me any good,
context: For some reason, Onodera has the same vibe as the girl from my memories.\Onodera even said it herself. I might be the boy from hers.\I've had enough. I don't care about you anymore, George!\As for Kirisaki... No matter what, I just don't get the same feeling.\But she knows the phrase zawsze in love, and she has a key.\Wait, don't go! If I explain, you'll see...\Damn it!\Thinking about it doesn't do me any good, response:	but I can't help it!
context: Onodera even said it herself. I might be the boy from hers.\I've had enough. I don't care about you anymore, George!\As for Kirisaki... No matter what, I just don't get the same feeling.\But she knows the phrase zawsze in love, and she has a key.\Wait, don't go! If I explain, you'll see...\Damn it!\Thinking about it doesn't do me any good,\but I can't help it! response:	All right, I just need to settle down for now.
context: I've had enough. I don't care about you anymore, George!\As for Kirisaki... No matter what, I just don't get the same feeling.\But she knows the phrase zawsze in love, and she has a key.\Wait, don't go! If I explain, you'll see...\Damn it!\Thinking about it doesn't do me any good,\but I can't help it!\All right, I just need to settle down for now. response:	If I can just find that photo, everything will be clear as day.
context: As for Kirisaki... No matter what, I just don't get the same feeling.\But she knows the phrase zawsze in love, and she has a key.\Wait, don't go! If I explain, you'll see...\Damn it!\Thinking about it doesn't do me any good,\but I can't help it!\All right, I just need to settle down for now.\If I can just find that photo, everything will be clear as day. response:	So whoever turns out to be the girl...
context: But she knows the phrase zawsze in love, and she has a key.\Wait, don't go! If I explain, you'll see...\Damn it!\Thinking about it doesn't do me any good,\but I can't help it!\All right, I just need to settle down for now.\If I can just find that photo, everything will be clear as day.\So whoever turns out to be the girl... response:	So? Which one do you like better, Raku?
context: Wait, don't go! If I explain, you'll see...\Damn it!\Thinking about it doesn't do me any good,\but I can't help it!\All right, I just need to settle down for now.\If I can just find that photo, everything will be clear as day.\So whoever turns out to be the girl...\So? Which one do you like better, Raku? response:	Well, of course that would be Onode
context: Damn it!\Thinking about it doesn't do me any good,\but I can't help it!\All right, I just need to settle down for now.\If I can just find that photo, everything will be clear as day.\So whoever turns out to be the girl...\So? Which one do you like better, Raku?\Well, of course that would be Onode response:	I asked you which flavor you liked better, chocolate or vanilla milkshakes?
context: Thinking about it doesn't do me any good,\but I can't help it!\All right, I just need to settle down for now.\If I can just find that photo, everything will be clear as day.\So whoever turns out to be the girl...\So? Which one do you like better, Raku?\Well, of course that would be Onode\I asked you which flavor you liked better, chocolate or vanilla milkshakes? response:	Uh, yeah.
context: but I can't help it!\All right, I just need to settle down for now.\If I can just find that photo, everything will be clear as day.\So whoever turns out to be the girl...\So? Which one do you like better, Raku?\Well, of course that would be Onode\I asked you which flavor you liked better, chocolate or vanilla milkshakes?\Uh, yeah. response:	Which do you like better, Onodera?
context: All right, I just need to settle down for now.\If I can just find that photo, everything will be clear as day.\So whoever turns out to be the girl...\So? Which one do you like better, Raku?\Well, of course that would be Onode\I asked you which flavor you liked better, chocolate or vanilla milkshakes?\Uh, yeah.\Which do you like better, Onodera? response:	Huh? I-I...
context: If I can just find that photo, everything will be clear as day.\So whoever turns out to be the girl...\So? Which one do you like better, Raku?\Well, of course that would be Onode\I asked you which flavor you liked better, chocolate or vanilla milkshakes?\Uh, yeah.\Which do you like better, Onodera?\Huh? I-I... response:	I prefer strawberry...
context: So whoever turns out to be the girl...\So? Which one do you like better, Raku?\Well, of course that would be Onode\I asked you which flavor you liked better, chocolate or vanilla milkshakes?\Uh, yeah.\Which do you like better, Onodera?\Huh? I-I...\I prefer strawberry... response:	Oh, is that right? I like strawberry too, you know!
context: So? Which one do you like better, Raku?\Well, of course that would be Onode\I asked you which flavor you liked better, chocolate or vanilla milkshakes?\Uh, yeah.\Which do you like better, Onodera?\Huh? I-I...\I prefer strawberry...\Oh, is that right? I like strawberry too, you know! response:	What a coincidence!
context: Well, of course that would be Onode\I asked you which flavor you liked better, chocolate or vanilla milkshakes?\Uh, yeah.\Which do you like better, Onodera?\Huh? I-I...\I prefer strawberry...\Oh, is that right? I like strawberry too, you know!\What a coincidence! response:	That was close!
context: I asked you which flavor you liked better, chocolate or vanilla milkshakes?\Uh, yeah.\Which do you like better, Onodera?\Huh? I-I...\I prefer strawberry...\Oh, is that right? I like strawberry too, you know!\What a coincidence!\That was close! response:	I was just about to publicly confess my feelings for her!
context: Uh, yeah.\Which do you like better, Onodera?\Huh? I-I...\I prefer strawberry...\Oh, is that right? I like strawberry too, you know!\What a coincidence!\That was close!\I was just about to publicly confess my feelings for her! response:	N-Nobody caught on, right?
context: Which do you like better, Onodera?\Huh? I-I...\I prefer strawberry...\Oh, is that right? I like strawberry too, you know!\What a coincidence!\That was close!\I was just about to publicly confess my feelings for her!\N-Nobody caught on, right? response:	Which do you like better?
context: Huh? I-I...\I prefer strawberry...\Oh, is that right? I like strawberry too, you know!\What a coincidence!\That was close!\I was just about to publicly confess my feelings for her!\N-Nobody caught on, right?\Which do you like better? response:	Of course, Onode
context: I prefer strawberry...\Oh, is that right? I like strawberry too, you know!\What a coincidence!\That was close!\I was just about to publicly confess my feelings for her!\N-Nobody caught on, right?\Which do you like better?\Of course, Onode response:	Oh, please! What am I thinking?
context: Oh, is that right? I like strawberry too, you know!\What a coincidence!\That was close!\I was just about to publicly confess my feelings for her!\N-Nobody caught on, right?\Which do you like better?\Of course, Onode\Oh, please! What am I thinking? response:	But...
context: What a coincidence!\That was close!\I was just about to publicly confess my feelings for her!\N-Nobody caught on, right?\Which do you like better?\Of course, Onode\Oh, please! What am I thinking?\But... response:	Putting my earlier thoughts in order,
context: That was close!\I was just about to publicly confess my feelings for her!\N-Nobody caught on, right?\Which do you like better?\Of course, Onode\Oh, please! What am I thinking?\But...\Putting my earlier thoughts in order, response:	Onodera has to be the girl.
context: I was just about to publicly confess my feelings for her!\N-Nobody caught on, right?\Which do you like better?\Of course, Onode\Oh, please! What am I thinking?\But...\Putting my earlier thoughts in order,\Onodera has to be the girl. response:	So what happened to George?
context: N-Nobody caught on, right?\Which do you like better?\Of course, Onode\Oh, please! What am I thinking?\But...\Putting my earlier thoughts in order,\Onodera has to be the girl.\So what happened to George? response:	Oh, sorry. I'll keep reading!
context: Which do you like better?\Of course, Onode\Oh, please! What am I thinking?\But...\Putting my earlier thoughts in order,\Onodera has to be the girl.\So what happened to George?\Oh, sorry. I'll keep reading! response:	I mean, Kirisaki's way different from the girl I have in mind.
context: Of course, Onode\Oh, please! What am I thinking?\But...\Putting my earlier thoughts in order,\Onodera has to be the girl.\So what happened to George?\Oh, sorry. I'll keep reading!\I mean, Kirisaki's way different from the girl I have in mind. response:	Oh, no, you're wrong about that, George.
context: Oh, please! What am I thinking?\But...\Putting my earlier thoughts in order,\Onodera has to be the girl.\So what happened to George?\Oh, sorry. I'll keep reading!\I mean, Kirisaki's way different from the girl I have in mind.\Oh, no, you're wrong about that, George. response:	I am the person you're destined to be with!
context: But...\Putting my earlier thoughts in order,\Onodera has to be the girl.\So what happened to George?\Oh, sorry. I'll keep reading!\I mean, Kirisaki's way different from the girl I have in mind.\Oh, no, you're wrong about that, George.\I am the person you're destined to be with! response:	What are you doing? That's really gross.
context: Putting my earlier thoughts in order,\Onodera has to be the girl.\So what happened to George?\Oh, sorry. I'll keep reading!\I mean, Kirisaki's way different from the girl I have in mind.\Oh, no, you're wrong about that, George.\I am the person you're destined to be with!\What are you doing? That's really gross. response:	Nothing.
context: Onodera has to be the girl.\So what happened to George?\Oh, sorry. I'll keep reading!\I mean, Kirisaki's way different from the girl I have in mind.\Oh, no, you're wrong about that, George.\I am the person you're destined to be with!\What are you doing? That's really gross.\Nothing. response:	Anyway, there's no sense thinking about it now.
context: So what happened to George?\Oh, sorry. I'll keep reading!\I mean, Kirisaki's way different from the girl I have in mind.\Oh, no, you're wrong about that, George.\I am the person you're destined to be with!\What are you doing? That's really gross.\Nothing.\Anyway, there's no sense thinking about it now. response:	If I can just find that photo, it'll all be...
context: Oh, sorry. I'll keep reading!\I mean, Kirisaki's way different from the girl I have in mind.\Oh, no, you're wrong about that, George.\I am the person you're destined to be with!\What are you doing? That's really gross.\Nothing.\Anyway, there's no sense thinking about it now.\If I can just find that photo, it'll all be... response:	Found it! This must be the box the old man told me about.
context: I mean, Kirisaki's way different from the girl I have in mind.\Oh, no, you're wrong about that, George.\I am the person you're destined to be with!\What are you doing? That's really gross.\Nothing.\Anyway, there's no sense thinking about it now.\If I can just find that photo, it'll all be...\Found it! This must be the box the old man told me about. response:	Inside this box lies a photo from that day, ten years ago...
context: Oh, no, you're wrong about that, George.\I am the person you're destined to be with!\What are you doing? That's really gross.\Nothing.\Anyway, there's no sense thinking about it now.\If I can just find that photo, it'll all be...\Found it! This must be the box the old man told me about.\Inside this box lies a photo from that day, ten years ago... response:	And once I see it, I'll learn the identity of the girl I've been searching for all this time!
context: I am the person you're destined to be with!\What are you doing? That's really gross.\Nothing.\Anyway, there's no sense thinking about it now.\If I can just find that photo, it'll all be...\Found it! This must be the box the old man told me about.\Inside this box lies a photo from that day, ten years ago...\And once I see it, I'll learn the identity of the girl I've been searching for all this time! response:	Which one is it? Onodera or Kirisaki...
context: What are you doing? That's really gross.\Nothing.\Anyway, there's no sense thinking about it now.\If I can just find that photo, it'll all be...\Found it! This must be the box the old man told me about.\Inside this box lies a photo from that day, ten years ago...\And once I see it, I'll learn the identity of the girl I've been searching for all this time!\Which one is it? Onodera or Kirisaki... response:	Which one did I make the promise with?!
context: Nothing.\Anyway, there's no sense thinking about it now.\If I can just find that photo, it'll all be...\Found it! This must be the box the old man told me about.\Inside this box lies a photo from that day, ten years ago...\And once I see it, I'll learn the identity of the girl I've been searching for all this time!\Which one is it? Onodera or Kirisaki...\Which one did I make the promise with?! response:	Forget it. I'll soon find out once and for all, after I take a look.
context: Anyway, there's no sense thinking about it now.\If I can just find that photo, it'll all be...\Found it! This must be the box the old man told me about.\Inside this box lies a photo from that day, ten years ago...\And once I see it, I'll learn the identity of the girl I've been searching for all this time!\Which one is it? Onodera or Kirisaki...\Which one did I make the promise with?!\Forget it. I'll soon find out once and for all, after I take a look. response:	Who the...
context: If I can just find that photo, it'll all be...\Found it! This must be the box the old man told me about.\Inside this box lies a photo from that day, ten years ago...\And once I see it, I'll learn the identity of the girl I've been searching for all this time!\Which one is it? Onodera or Kirisaki...\Which one did I make the promise with?!\Forget it. I'll soon find out once and for all, after I take a look.\Who the... response:	It's neither Onodera nor Kirisaki!
context: Found it! This must be the box the old man told me about.\Inside this box lies a photo from that day, ten years ago...\And once I see it, I'll learn the identity of the girl I've been searching for all this time!\Which one is it? Onodera or Kirisaki...\Which one did I make the promise with?!\Forget it. I'll soon find out once and for all, after I take a look.\Who the...\It's neither Onodera nor Kirisaki! response:	I don't remember this girl at all!
context: Inside this box lies a photo from that day, ten years ago...\And once I see it, I'll learn the identity of the girl I've been searching for all this time!\Which one is it? Onodera or Kirisaki...\Which one did I make the promise with?!\Forget it. I'll soon find out once and for all, after I take a look.\Who the...\It's neither Onodera nor Kirisaki!\I don't remember this girl at all! response:	What's that she's holding?
context: And once I see it, I'll learn the identity of the girl I've been searching for all this time!\Which one is it? Onodera or Kirisaki...\Which one did I make the promise with?!\Forget it. I'll soon find out once and for all, after I take a look.\Who the...\It's neither Onodera nor Kirisaki!\I don't remember this girl at all!\What's that she's holding? response:	Is that... a key?
context: Which one is it? Onodera or Kirisaki...\Which one did I make the promise with?!\Forget it. I'll soon find out once and for all, after I take a look.\Who the...\It's neither Onodera nor Kirisaki!\I don't remember this girl at all!\What's that she's holding?\Is that... a key? response:	Meaning that...
context: Which one did I make the promise with?!\Forget it. I'll soon find out once and for all, after I take a look.\Who the...\It's neither Onodera nor Kirisaki!\I don't remember this girl at all!\What's that she's holding?\Is that... a key?\Meaning that... response:	This girl is the one I made the promise with?
context: Forget it. I'll soon find out once and for all, after I take a look.\Who the...\It's neither Onodera nor Kirisaki!\I don't remember this girl at all!\What's that she's holding?\Is that... a key?\Meaning that...\This girl is the one I made the promise with? response:	Dad! Where are you, Dad?
context: Who the...\It's neither Onodera nor Kirisaki!\I don't remember this girl at all!\What's that she's holding?\Is that... a key?\Meaning that...\This girl is the one I made the promise with?\Dad! Where are you, Dad? response:	I've found the photo!
context: It's neither Onodera nor Kirisaki!\I don't remember this girl at all!\What's that she's holding?\Is that... a key?\Meaning that...\This girl is the one I made the promise with?\Dad! Where are you, Dad?\I've found the photo! response:	So who is this girl, anyway?
context: I don't remember this girl at all!\What's that she's holding?\Is that... a key?\Meaning that...\This girl is the one I made the promise with?\Dad! Where are you, Dad?\I've found the photo!\So who is this girl, anyway? response:	Hey, Young Master.
context: What's that she's holding?\Is that... a key?\Meaning that...\This girl is the one I made the promise with?\Dad! Where are you, Dad?\I've found the photo!\So who is this girl, anyway?\Hey, Young Master. response:	If you're looking for your dad, he just went out.
context: Is that... a key?\Meaning that...\This girl is the one I made the promise with?\Dad! Where are you, Dad?\I've found the photo!\So who is this girl, anyway?\Hey, Young Master.\If you're looking for your dad, he just went out. response:	Come to think of it, the girl in the photo Raku was talking about...
context: Meaning that...\This girl is the one I made the promise with?\Dad! Where are you, Dad?\I've found the photo!\So who is this girl, anyway?\Hey, Young Master.\If you're looking for your dad, he just went out.\Come to think of it, the girl in the photo Raku was talking about... response:	Isn't she the same kid?
