context: intermission response:	Eh?
context: I think I'll talk to her...\Don't!\Everyone has a part of themselves they don't want anyone to know about.\Just leave her alone.\Noel?\Do you know what happened, Rio?\I read the files.\I was there when it happened. response:	So...
context: Don't!\Everyone has a part of themselves they don't want anyone to know about.\Just leave her alone.\Noel?\Do you know what happened, Rio?\I read the files.\I was there when it happened.\So... response:	Filicia...
context: Everyone has a part of themselves they don't want anyone to know about.\Just leave her alone.\Noel?\Do you know what happened, Rio?\I read the files.\I was there when it happened.\So...\Filicia... response:	Put your elbow into it. Good.
context: Just leave her alone.\Noel?\Do you know what happened, Rio?\I read the files.\I was there when it happened.\So...\Filicia...\Put your elbow into it. Good. response:	There, there, now.
context: Noel?\Do you know what happened, Rio?\I read the files.\I was there when it happened.\So...\Filicia...\Put your elbow into it. Good.\There, there, now. response:	And then a ghost that looked just like the Commander
context: Do you know what happened, Rio?\I read the files.\I was there when it happened.\So...\Filicia...\Put your elbow into it. Good.\There, there, now.\And then a ghost that looked just like the Commander response:	There used to be millions of things living in this ocean.
context: I read the files.\I was there when it happened.\So...\Filicia...\Put your elbow into it. Good.\There, there, now.\And then a ghost that looked just like the Commander\There used to be millions of things living in this ocean. response:	It's hard to believe that now.
context: I was there when it happened.\So...\Filicia...\Put your elbow into it. Good.\There, there, now.\And then a ghost that looked just like the Commander\There used to be millions of things living in this ocean.\It's hard to believe that now. response:	Did anyone ever tell you?
context: So...\Filicia...\Put your elbow into it. Good.\There, there, now.\And then a ghost that looked just like the Commander\There used to be millions of things living in this ocean.\It's hard to believe that now.\Did anyone ever tell you? response:	They say the world is slowly dying,
context: Filicia...\Put your elbow into it. Good.\There, there, now.\And then a ghost that looked just like the Commander\There used to be millions of things living in this ocean.\It's hard to believe that now.\Did anyone ever tell you?\They say the world is slowly dying, response:	and eventually, all humanity will fall completely into ruin.
context: Put your elbow into it. Good.\There, there, now.\And then a ghost that looked just like the Commander\There used to be millions of things living in this ocean.\It's hard to believe that now.\Did anyone ever tell you?\They say the world is slowly dying,\and eventually, all humanity will fall completely into ruin. response:	Those are just...
context: There, there, now.\And then a ghost that looked just like the Commander\There used to be millions of things living in this ocean.\It's hard to believe that now.\Did anyone ever tell you?\They say the world is slowly dying,\and eventually, all humanity will fall completely into ruin.\Those are just... response:	people talking.
context: And then a ghost that looked just like the Commander\There used to be millions of things living in this ocean.\It's hard to believe that now.\Did anyone ever tell you?\They say the world is slowly dying,\and eventually, all humanity will fall completely into ruin.\Those are just...\people talking. response:	But if it were true,
context: There used to be millions of things living in this ocean.\It's hard to believe that now.\Did anyone ever tell you?\They say the world is slowly dying,\and eventually, all humanity will fall completely into ruin.\Those are just...\people talking.\But if it were true, response:	then what are we fighting for?
context: It's hard to believe that now.\Did anyone ever tell you?\They say the world is slowly dying,\and eventually, all humanity will fall completely into ruin.\Those are just...\people talking.\But if it were true,\then what are we fighting for? response:	I'm...
context: Did anyone ever tell you?\They say the world is slowly dying,\and eventually, all humanity will fall completely into ruin.\Those are just...\people talking.\But if it were true,\then what are we fighting for?\I'm... response:	Still alive?
context: They say the world is slowly dying,\and eventually, all humanity will fall completely into ruin.\Those are just...\people talking.\But if it were true,\then what are we fighting for?\I'm...\Still alive? response:	Ideographs?
context: and eventually, all humanity will fall completely into ruin.\Those are just...\people talking.\But if it were true,\then what are we fighting for?\I'm...\Still alive?\Ideographs? response:	I'm sorry.
context: Those are just...\people talking.\But if it were true,\then what are we fighting for?\I'm...\Still alive?\Ideographs?\I'm sorry. response:	I wish I could read your final words.
context: people talking.\But if it were true,\then what are we fighting for?\I'm...\Still alive?\Ideographs?\I'm sorry.\I wish I could read your final words. response:	This equipment...
context: But if it were true,\then what are we fighting for?\I'm...\Still alive?\Ideographs?\I'm sorry.\I wish I could read your final words.\This equipment... response:	Could you be a soldier from-
context: then what are we fighting for?\I'm...\Still alive?\Ideographs?\I'm sorry.\I wish I could read your final words.\This equipment...\Could you be a soldier from- response:	Commander...
context: I'm...\Still alive?\Ideographs?\I'm sorry.\I wish I could read your final words.\This equipment...\Could you be a soldier from-\Commander... response:	Lieutenant Olga...
context: Still alive?\Ideographs?\I'm sorry.\I wish I could read your final words.\This equipment...\Could you be a soldier from-\Commander...\Lieutenant Olga... response:	Marlina...
context: Ideographs?\I'm sorry.\I wish I could read your final words.\This equipment...\Could you be a soldier from-\Commander...\Lieutenant Olga...\Marlina... response:	Anna...
context: I'm sorry.\I wish I could read your final words.\This equipment...\Could you be a soldier from-\Commander...\Lieutenant Olga...\Marlina...\Anna... response:	Why
context: I wish I could read your final words.\This equipment...\Could you be a soldier from-\Commander...\Lieutenant Olga...\Marlina...\Anna...\Why response:	only me?
context: This equipment...\Could you be a soldier from-\Commander...\Lieutenant Olga...\Marlina...\Anna...\Why\only me? response:	Why
context: Could you be a soldier from-\Commander...\Lieutenant Olga...\Marlina...\Anna...\Why\only me?\Why response:	are you crying?
context: Commander...\Lieutenant Olga...\Marlina...\Anna...\Why\only me?\Why\are you crying? response:	I see.
context: Lieutenant Olga...\Marlina...\Anna...\Why\only me?\Why\are you crying?\I see. response:	So there are still people alive in this world.
context: Marlina...\Anna...\Why\only me?\Why\are you crying?\I see.\So there are still people alive in this world. response:	I'm sorry.
context: Anna...\Why\only me?\Why\are you crying?\I see.\So there are still people alive in this world.\I'm sorry. response:	I'm truly sorry.
context: Why\only me?\Why\are you crying?\I see.\So there are still people alive in this world.\I'm sorry.\I'm truly sorry. response:	Why
context: only me?\Why\are you crying?\I see.\So there are still people alive in this world.\I'm sorry.\I'm truly sorry.\Why response:	are you apologizing?
context: Why\are you crying?\I see.\So there are still people alive in this world.\I'm sorry.\I'm truly sorry.\Why\are you apologizing? response:	Because...
context: are you crying?\I see.\So there are still people alive in this world.\I'm sorry.\I'm truly sorry.\Why\are you apologizing?\Because... response:	we lost.
context: I see.\So there are still people alive in this world.\I'm sorry.\I'm truly sorry.\Why\are you apologizing?\Because...\we lost. response:	Against them.
context: So there are still people alive in this world.\I'm sorry.\I'm truly sorry.\Why\are you apologizing?\Because...\we lost.\Against them. response:	We couldn't protect you.
context: I'm sorry.\I'm truly sorry.\Why\are you apologizing?\Because...\we lost.\Against them.\We couldn't protect you. response:	I'm truly sorry.
context: I'm truly sorry.\Why\are you apologizing?\Because...\we lost.\Against them.\We couldn't protect you.\I'm truly sorry. response:	The world is already dead.
context: Why\are you apologizing?\Because...\we lost.\Against them.\We couldn't protect you.\I'm truly sorry.\The world is already dead. response:	No...
context: are you apologizing?\Because...\we lost.\Against them.\We couldn't protect you.\I'm truly sorry.\The world is already dead.\No... response:	You are just the dregs.
context: Because...\we lost.\Against them.\We couldn't protect you.\I'm truly sorry.\The world is already dead.\No...\You are just the dregs. response:	The last few bubbles in the bowl.
context: we lost.\Against them.\We couldn't protect you.\I'm truly sorry.\The world is already dead.\No...\You are just the dregs.\The last few bubbles in the bowl. response:	Humanity...
context: Against them.\We couldn't protect you.\I'm truly sorry.\The world is already dead.\No...\You are just the dregs.\The last few bubbles in the bowl.\Humanity... response:	The world will never shine as it did before.
context: We couldn't protect you.\I'm truly sorry.\The world is already dead.\No...\You are just the dregs.\The last few bubbles in the bowl.\Humanity...\The world will never shine as it did before. response:	Don't decide that for us!
context: I'm truly sorry.\The world is already dead.\No...\You are just the dregs.\The last few bubbles in the bowl.\Humanity...\The world will never shine as it did before.\Don't decide that for us! response:	But that is the truth.
context: The world is already dead.\No...\You are just the dregs.\The last few bubbles in the bowl.\Humanity...\The world will never shine as it did before.\Don't decide that for us!\But that is the truth. response:	So just end it.
context: No...\You are just the dregs.\The last few bubbles in the bowl.\Humanity...\The world will never shine as it did before.\Don't decide that for us!\But that is the truth.\So just end it. response:	Living pathos in the dregs of the world, in this despair? It's far too desolate.
context: You are just the dregs.\The last few bubbles in the bowl.\Humanity...\The world will never shine as it did before.\Don't decide that for us!\But that is the truth.\So just end it.\Living pathos in the dregs of the world, in this despair? It's far too desolate. response:	No. I won't.
context: The last few bubbles in the bowl.\Humanity...\The world will never shine as it did before.\Don't decide that for us!\But that is the truth.\So just end it.\Living pathos in the dregs of the world, in this despair? It's far too desolate.\No. I won't. response:	Why not?
context: Humanity...\The world will never shine as it did before.\Don't decide that for us!\But that is the truth.\So just end it.\Living pathos in the dregs of the world, in this despair? It's far too desolate.\No. I won't.\Why not? response:	Does remaining in this world have any meaning?
context: The world will never shine as it did before.\Don't decide that for us!\But that is the truth.\So just end it.\Living pathos in the dregs of the world, in this despair? It's far too desolate.\No. I won't.\Why not?\Does remaining in this world have any meaning? response:	There...
context: Don't decide that for us!\But that is the truth.\So just end it.\Living pathos in the dregs of the world, in this despair? It's far too desolate.\No. I won't.\Why not?\Does remaining in this world have any meaning?\There... response:	Save me...
context: But that is the truth.\So just end it.\Living pathos in the dregs of the world, in this despair? It's far too desolate.\No. I won't.\Why not?\Does remaining in this world have any meaning?\There...\Save me... response:	I am here! I am alive!
context: So just end it.\Living pathos in the dregs of the world, in this despair? It's far too desolate.\No. I won't.\Why not?\Does remaining in this world have any meaning?\There...\Save me...\I am here! I am alive! response:	Please! Save me!
context: Living pathos in the dregs of the world, in this despair? It's far too desolate.\No. I won't.\Why not?\Does remaining in this world have any meaning?\There...\Save me...\I am here! I am alive!\Please! Save me! response:	You...
context: No. I won't.\Why not?\Does remaining in this world have any meaning?\There...\Save me...\I am here! I am alive!\Please! Save me!\You... response:	I'm sorry.
context: Why not?\Does remaining in this world have any meaning?\There...\Save me...\I am here! I am alive!\Please! Save me!\You...\I'm sorry. response:	If only my corps had arrived half a day sooner,
context: Does remaining in this world have any meaning?\There...\Save me...\I am here! I am alive!\Please! Save me!\You...\I'm sorry.\If only my corps had arrived half a day sooner, response:	it wouldn't have turned out this way.
context: There...\Save me...\I am here! I am alive!\Please! Save me!\You...\I'm sorry.\If only my corps had arrived half a day sooner,\it wouldn't have turned out this way. response:	Your Highness, Princess Iria.
context: Save me...\I am here! I am alive!\Please! Save me!\You...\I'm sorry.\If only my corps had arrived half a day sooner,\it wouldn't have turned out this way.\Your Highness, Princess Iria. response:	But I was surprised.
context: I am here! I am alive!\Please! Save me!\You...\I'm sorry.\If only my corps had arrived half a day sooner,\it wouldn't have turned out this way.\Your Highness, Princess Iria.\But I was surprised. response:	About what?
context: Please! Save me!\You...\I'm sorry.\If only my corps had arrived half a day sooner,\it wouldn't have turned out this way.\Your Highness, Princess Iria.\But I was surprised.\About what? response:	You completely ignored the Fiesta des Lumieres last year.
context: You...\I'm sorry.\If only my corps had arrived half a day sooner,\it wouldn't have turned out this way.\Your Highness, Princess Iria.\But I was surprised.\About what?\You completely ignored the Fiesta des Lumieres last year. response:	Why the change of faith?
context: I'm sorry.\If only my corps had arrived half a day sooner,\it wouldn't have turned out this way.\Your Highness, Princess Iria.\But I was surprised.\About what?\You completely ignored the Fiesta des Lumieres last year.\Why the change of faith? response:	Well...
context: If only my corps had arrived half a day sooner,\it wouldn't have turned out this way.\Your Highness, Princess Iria.\But I was surprised.\About what?\You completely ignored the Fiesta des Lumieres last year.\Why the change of faith?\Well... response:	Isn't it a pretty color?
context: it wouldn't have turned out this way.\Your Highness, Princess Iria.\But I was surprised.\About what?\You completely ignored the Fiesta des Lumieres last year.\Why the change of faith?\Well...\Isn't it a pretty color? response:	Treize is famous for these. I bought them at the flea market.
context: Your Highness, Princess Iria.\But I was surprised.\About what?\You completely ignored the Fiesta des Lumieres last year.\Why the change of faith?\Well...\Isn't it a pretty color?\Treize is famous for these. I bought them at the flea market. response:	They're amazing! They're so wonderful!
context: But I was surprised.\About what?\You completely ignored the Fiesta des Lumieres last year.\Why the change of faith?\Well...\Isn't it a pretty color?\Treize is famous for these. I bought them at the flea market.\They're amazing! They're so wonderful! response:	Aren't they?
context: About what?\You completely ignored the Fiesta des Lumieres last year.\Why the change of faith?\Well...\Isn't it a pretty color?\Treize is famous for these. I bought them at the flea market.\They're amazing! They're so wonderful!\Aren't they? response:	Yes!
context: You completely ignored the Fiesta des Lumieres last year.\Why the change of faith?\Well...\Isn't it a pretty color?\Treize is famous for these. I bought them at the flea market.\They're amazing! They're so wonderful!\Aren't they?\Yes! response:	I know.
context: Why the change of faith?\Well...\Isn't it a pretty color?\Treize is famous for these. I bought them at the flea market.\They're amazing! They're so wonderful!\Aren't they?\Yes!\I know. response:	She used to mean everything to me.
context: Well...\Isn't it a pretty color?\Treize is famous for these. I bought them at the flea market.\They're amazing! They're so wonderful!\Aren't they?\Yes!\I know.\She used to mean everything to me. response:	I thought I wanted to protect my country, my people, like she did.
context: Isn't it a pretty color?\Treize is famous for these. I bought them at the flea market.\They're amazing! They're so wonderful!\Aren't they?\Yes!\I know.\She used to mean everything to me.\I thought I wanted to protect my country, my people, like she did. response:	But sometimes, I think...
context: Treize is famous for these. I bought them at the flea market.\They're amazing! They're so wonderful!\Aren't they?\Yes!\I know.\She used to mean everything to me.\I thought I wanted to protect my country, my people, like she did.\But sometimes, I think... response:	Is there any meaning in it?
context: They're amazing! They're so wonderful!\Aren't they?\Yes!\I know.\She used to mean everything to me.\I thought I wanted to protect my country, my people, like she did.\But sometimes, I think...\Is there any meaning in it? response:	So if she really did come back...
context: Aren't they?\Yes!\I know.\She used to mean everything to me.\I thought I wanted to protect my country, my people, like she did.\But sometimes, I think...\Is there any meaning in it?\So if she really did come back... response:	I wanted her to tell me.
context: Yes!\I know.\She used to mean everything to me.\I thought I wanted to protect my country, my people, like she did.\But sometimes, I think...\Is there any meaning in it?\So if she really did come back...\I wanted her to tell me. response:	But what about you?
context: I know.\She used to mean everything to me.\I thought I wanted to protect my country, my people, like she did.\But sometimes, I think...\Is there any meaning in it?\So if she really did come back...\I wanted her to tell me.\But what about you? response:	They're worried about you.
context: She used to mean everything to me.\I thought I wanted to protect my country, my people, like she did.\But sometimes, I think...\Is there any meaning in it?\So if she really did come back...\I wanted her to tell me.\But what about you?\They're worried about you. response:	You're right. I may have made them worry a little.
context: I thought I wanted to protect my country, my people, like she did.\But sometimes, I think...\Is there any meaning in it?\So if she really did come back...\I wanted her to tell me.\But what about you?\They're worried about you.\You're right. I may have made them worry a little. response:	I've failed as a Commander.
context: But sometimes, I think...\Is there any meaning in it?\So if she really did come back...\I wanted her to tell me.\But what about you?\They're worried about you.\You're right. I may have made them worry a little.\I've failed as a Commander. response:	They aren't the only ones!
context: Is there any meaning in it?\So if she really did come back...\I wanted her to tell me.\But what about you?\They're worried about you.\You're right. I may have made them worry a little.\I've failed as a Commander.\They aren't the only ones! response:	Even I'm... Um...
context: So if she really did come back...\I wanted her to tell me.\But what about you?\They're worried about you.\You're right. I may have made them worry a little.\I've failed as a Commander.\They aren't the only ones!\Even I'm... Um... response:	Um?
context: I wanted her to tell me.\But what about you?\They're worried about you.\You're right. I may have made them worry a little.\I've failed as a Commander.\They aren't the only ones!\Even I'm... Um...\Um? response:	It doesn't matter! Just don't try to shoulder it all yourself!
context: But what about you?\They're worried about you.\You're right. I may have made them worry a little.\I've failed as a Commander.\They aren't the only ones!\Even I'm... Um...\Um?\It doesn't matter! Just don't try to shoulder it all yourself! response:	Even I can listen to what you have to say!
context: They're worried about you.\You're right. I may have made them worry a little.\I've failed as a Commander.\They aren't the only ones!\Even I'm... Um...\Um?\It doesn't matter! Just don't try to shoulder it all yourself!\Even I can listen to what you have to say! response:	Thank you, Rio.
context: You're right. I may have made them worry a little.\I've failed as a Commander.\They aren't the only ones!\Even I'm... Um...\Um?\It doesn't matter! Just don't try to shoulder it all yourself!\Even I can listen to what you have to say!\Thank you, Rio. response:	Then I'll take your offer and tell you.
context: I've failed as a Commander.\They aren't the only ones!\Even I'm... Um...\Um?\It doesn't matter! Just don't try to shoulder it all yourself!\Even I can listen to what you have to say!\Thank you, Rio.\Then I'll take your offer and tell you. response:	What?
context: They aren't the only ones!\Even I'm... Um...\Um?\It doesn't matter! Just don't try to shoulder it all yourself!\Even I can listen to what you have to say!\Thank you, Rio.\Then I'll take your offer and tell you.\What? response:	Actually...
context: Even I'm... Um...\Um?\It doesn't matter! Just don't try to shoulder it all yourself!\Even I can listen to what you have to say!\Thank you, Rio.\Then I'll take your offer and tell you.\What?\Actually... response:	I've put on some weight this summer!
context: Um?\It doesn't matter! Just don't try to shoulder it all yourself!\Even I can listen to what you have to say!\Thank you, Rio.\Then I'll take your offer and tell you.\What?\Actually...\I've put on some weight this summer! response:	What?
context: It doesn't matter! Just don't try to shoulder it all yourself!\Even I can listen to what you have to say!\Thank you, Rio.\Then I'll take your offer and tell you.\What?\Actually...\I've put on some weight this summer!\What? response:	If I don't lose it, I might not fit into my winter uniform.
context: Even I can listen to what you have to say!\Thank you, Rio.\Then I'll take your offer and tell you.\What?\Actually...\I've put on some weight this summer!\What?\If I don't lose it, I might not fit into my winter uniform. response:	I heard that if you only eat watermelon for a while, you can lose weight, so I thought I would try it.
context: Thank you, Rio.\Then I'll take your offer and tell you.\What?\Actually...\I've put on some weight this summer!\What?\If I don't lose it, I might not fit into my winter uniform.\I heard that if you only eat watermelon for a while, you can lose weight, so I thought I would try it. response:	What's wrong, Rio?
context: Then I'll take your offer and tell you.\What?\Actually...\I've put on some weight this summer!\What?\If I don't lose it, I might not fit into my winter uniform.\I heard that if you only eat watermelon for a while, you can lose weight, so I thought I would try it.\What's wrong, Rio? response:	Will you stop playing dumb?
context: What?\Actually...\I've put on some weight this summer!\What?\If I don't lose it, I might not fit into my winter uniform.\I heard that if you only eat watermelon for a while, you can lose weight, so I thought I would try it.\What's wrong, Rio?\Will you stop playing dumb? response:	You were in the front lines at the battle at Vingt-et-Un and-
context: Actually...\I've put on some weight this summer!\What?\If I don't lose it, I might not fit into my winter uniform.\I heard that if you only eat watermelon for a while, you can lose weight, so I thought I would try it.\What's wrong, Rio?\Will you stop playing dumb?\You were in the front lines at the battle at Vingt-et-Un and- response:	Oh.
context: I've put on some weight this summer!\What?\If I don't lose it, I might not fit into my winter uniform.\I heard that if you only eat watermelon for a while, you can lose weight, so I thought I would try it.\What's wrong, Rio?\Will you stop playing dumb?\You were in the front lines at the battle at Vingt-et-Un and-\Oh. response:	So you thought I was remembering that?
context: What?\If I don't lose it, I might not fit into my winter uniform.\I heard that if you only eat watermelon for a while, you can lose weight, so I thought I would try it.\What's wrong, Rio?\Will you stop playing dumb?\You were in the front lines at the battle at Vingt-et-Un and-\Oh.\So you thought I was remembering that? response:	Y- You weren't?
context: If I don't lose it, I might not fit into my winter uniform.\I heard that if you only eat watermelon for a while, you can lose weight, so I thought I would try it.\What's wrong, Rio?\Will you stop playing dumb?\You were in the front lines at the battle at Vingt-et-Un and-\Oh.\So you thought I was remembering that?\Y- You weren't? response:	It's so pretty.
context: I heard that if you only eat watermelon for a while, you can lose weight, so I thought I would try it.\What's wrong, Rio?\Will you stop playing dumb?\You were in the front lines at the battle at Vingt-et-Un and-\Oh.\So you thought I was remembering that?\Y- You weren't?\It's so pretty. response:	Should we head down too?
context: What's wrong, Rio?\Will you stop playing dumb?\You were in the front lines at the battle at Vingt-et-Un and-\Oh.\So you thought I was remembering that?\Y- You weren't?\It's so pretty.\Should we head down too? response:	So you made one too, Kureha?
context: Will you stop playing dumb?\You were in the front lines at the battle at Vingt-et-Un and-\Oh.\So you thought I was remembering that?\Y- You weren't?\It's so pretty.\Should we head down too?\So you made one too, Kureha? response:	It's not like I believe in souls or anything.
context: You were in the front lines at the battle at Vingt-et-Un and-\Oh.\So you thought I was remembering that?\Y- You weren't?\It's so pretty.\Should we head down too?\So you made one too, Kureha?\It's not like I believe in souls or anything. response:	It's part of my duties.
context: Oh.\So you thought I was remembering that?\Y- You weren't?\It's so pretty.\Should we head down too?\So you made one too, Kureha?\It's not like I believe in souls or anything.\It's part of my duties. response:	Excuse me...
context: So you thought I was remembering that?\Y- You weren't?\It's so pretty.\Should we head down too?\So you made one too, Kureha?\It's not like I believe in souls or anything.\It's part of my duties.\Excuse me... response:	Who are you sending, Filicia?
context: Y- You weren't?\It's so pretty.\Should we head down too?\So you made one too, Kureha?\It's not like I believe in souls or anything.\It's part of my duties.\Excuse me...\Who are you sending, Filicia? response:	My old friends,
context: It's so pretty.\Should we head down too?\So you made one too, Kureha?\It's not like I believe in souls or anything.\It's part of my duties.\Excuse me...\Who are you sending, Filicia?\My old friends, response:	and a soldier whose name I don't know.
context: Should we head down too?\So you made one too, Kureha?\It's not like I believe in souls or anything.\It's part of my duties.\Excuse me...\Who are you sending, Filicia?\My old friends,\and a soldier whose name I don't know. response:	The ones who helped me realize the most important thing.
context: So you made one too, Kureha?\It's not like I believe in souls or anything.\It's part of my duties.\Excuse me...\Who are you sending, Filicia?\My old friends,\and a soldier whose name I don't know.\The ones who helped me realize the most important thing. response:	Are those the people...
context: It's not like I believe in souls or anything.\It's part of my duties.\Excuse me...\Who are you sending, Filicia?\My old friends,\and a soldier whose name I don't know.\The ones who helped me realize the most important thing.\Are those the people... response:	Filicia...
context: It's part of my duties.\Excuse me...\Who are you sending, Filicia?\My old friends,\and a soldier whose name I don't know.\The ones who helped me realize the most important thing.\Are those the people...\Filicia... response:	If you're worried about anything, I...
context: Excuse me...\Who are you sending, Filicia?\My old friends,\and a soldier whose name I don't know.\The ones who helped me realize the most important thing.\Are those the people...\Filicia...\If you're worried about anything, I... response:	I might not be able to help, but...
context: Who are you sending, Filicia?\My old friends,\and a soldier whose name I don't know.\The ones who helped me realize the most important thing.\Are those the people...\Filicia...\If you're worried about anything, I...\I might not be able to help, but... response:	But...
context: My old friends,\and a soldier whose name I don't know.\The ones who helped me realize the most important thing.\Are those the people...\Filicia...\If you're worried about anything, I...\I might not be able to help, but...\But... response:	It looks like I made you worry about me.
context: and a soldier whose name I don't know.\The ones who helped me realize the most important thing.\Are those the people...\Filicia...\If you're worried about anything, I...\I might not be able to help, but...\But...\It looks like I made you worry about me. response:	I'm sorry.
context: The ones who helped me realize the most important thing.\Are those the people...\Filicia...\If you're worried about anything, I...\I might not be able to help, but...\But...\It looks like I made you worry about me.\I'm sorry. response:	But I'm okay.
context: Are those the people...\Filicia...\If you're worried about anything, I...\I might not be able to help, but...\But...\It looks like I made you worry about me.\I'm sorry.\But I'm okay. response:	You're making me sad.
context: Filicia...\If you're worried about anything, I...\I might not be able to help, but...\But...\It looks like I made you worry about me.\I'm sorry.\But I'm okay.\You're making me sad. response:	I want to worry about you!
context: If you're worried about anything, I...\I might not be able to help, but...\But...\It looks like I made you worry about me.\I'm sorry.\But I'm okay.\You're making me sad.\I want to worry about you! response:	The way you always worry about me, Filicia!
context: I might not be able to help, but...\But...\It looks like I made you worry about me.\I'm sorry.\But I'm okay.\You're making me sad.\I want to worry about you!\The way you always worry about me, Filicia! response:	Because I make you worry. I want to worry about you!
context: But...\It looks like I made you worry about me.\I'm sorry.\But I'm okay.\You're making me sad.\I want to worry about you!\The way you always worry about me, Filicia!\Because I make you worry. I want to worry about you! response:	Because I love you, Filicia!
context: It looks like I made you worry about me.\I'm sorry.\But I'm okay.\You're making me sad.\I want to worry about you!\The way you always worry about me, Filicia!\Because I make you worry. I want to worry about you!\Because I love you, Filicia! response:	I love you too, Kanata.
context: I'm sorry.\But I'm okay.\You're making me sad.\I want to worry about you!\The way you always worry about me, Filicia!\Because I make you worry. I want to worry about you!\Because I love you, Filicia!\I love you too, Kanata. response:	Always stay the way you are now.
context: But I'm okay.\You're making me sad.\I want to worry about you!\The way you always worry about me, Filicia!\Because I make you worry. I want to worry about you!\Because I love you, Filicia!\I love you too, Kanata.\Always stay the way you are now. response:	Please.
context: You're making me sad.\I want to worry about you!\The way you always worry about me, Filicia!\Because I make you worry. I want to worry about you!\Because I love you, Filicia!\I love you too, Kanata.\Always stay the way you are now.\Please. response:	Filicia...
context: I want to worry about you!\The way you always worry about me, Filicia!\Because I make you worry. I want to worry about you!\Because I love you, Filicia!\I love you too, Kanata.\Always stay the way you are now.\Please.\Filicia... response:	You're always trying to tell me
context: The way you always worry about me, Filicia!\Because I make you worry. I want to worry about you!\Because I love you, Filicia!\I love you too, Kanata.\Always stay the way you are now.\Please.\Filicia...\You're always trying to tell me response:	not to fear putting my feelings into words.
context: Because I make you worry. I want to worry about you!\Because I love you, Filicia!\I love you too, Kanata.\Always stay the way you are now.\Please.\Filicia...\You're always trying to tell me\not to fear putting my feelings into words. response:	I think it's a wonderful thing.
context: Because I love you, Filicia!\I love you too, Kanata.\Always stay the way you are now.\Please.\Filicia...\You're always trying to tell me\not to fear putting my feelings into words.\I think it's a wonderful thing. response:	Commander...
context: I love you too, Kanata.\Always stay the way you are now.\Please.\Filicia...\You're always trying to tell me\not to fear putting my feelings into words.\I think it's a wonderful thing.\Commander... response:	Filicia...
context: Always stay the way you are now.\Please.\Filicia...\You're always trying to tell me\not to fear putting my feelings into words.\I think it's a wonderful thing.\Commander...\Filicia... response:	Me too...
context: Please.\Filicia...\You're always trying to tell me\not to fear putting my feelings into words.\I think it's a wonderful thing.\Commander...\Filicia...\Me too... response:	Oh, you three...
context: Filicia...\You're always trying to tell me\not to fear putting my feelings into words.\I think it's a wonderful thing.\Commander...\Filicia...\Me too...\Oh, you three... response:	I love you all...
context: You're always trying to tell me\not to fear putting my feelings into words.\I think it's a wonderful thing.\Commander...\Filicia...\Me too...\Oh, you three...\I love you all... response:	Until next year then, ancestors.
context: not to fear putting my feelings into words.\I think it's a wonderful thing.\Commander...\Filicia...\Me too...\Oh, you three...\I love you all...\Until next year then, ancestors. response:	Dad. Mom.
context: I think it's a wonderful thing.\Commander...\Filicia...\Me too...\Oh, you three...\I love you all...\Until next year then, ancestors.\Dad. Mom. response:	Mother.
context: Commander...\Filicia...\Me too...\Oh, you three...\I love you all...\Until next year then, ancestors.\Dad. Mom.\Mother. response:	Sister.
context: Filicia...\Me too...\Oh, you three...\I love you all...\Until next year then, ancestors.\Dad. Mom.\Mother.\Sister. response:	That girl...
context: Me too...\Oh, you three...\I love you all...\Until next year then, ancestors.\Dad. Mom.\Mother.\Sister.\That girl... response:	Rio, you were just asking if there were any meaning in this world, right?
context: Oh, you three...\I love you all...\Until next year then, ancestors.\Dad. Mom.\Mother.\Sister.\That girl...\Rio, you were just asking if there were any meaning in this world, right? response:	Yeah.
context: I love you all...\Until next year then, ancestors.\Dad. Mom.\Mother.\Sister.\That girl...\Rio, you were just asking if there were any meaning in this world, right?\Yeah. response:	Ever since I survived the battle alone, I've pondered the same question.
context: Until next year then, ancestors.\Dad. Mom.\Mother.\Sister.\That girl...\Rio, you were just asking if there were any meaning in this world, right?\Yeah.\Ever since I survived the battle alone, I've pondered the same question. response:	Why did I, alone, survive?
context: Dad. Mom.\Mother.\Sister.\That girl...\Rio, you were just asking if there were any meaning in this world, right?\Yeah.\Ever since I survived the battle alone, I've pondered the same question.\Why did I, alone, survive? response:	Was there any meaning in it?
context: Mother.\Sister.\That girl...\Rio, you were just asking if there were any meaning in this world, right?\Yeah.\Ever since I survived the battle alone, I've pondered the same question.\Why did I, alone, survive?\Was there any meaning in it? response:	Listen up. You can't just space out like that.
context: Sister.\That girl...\Rio, you were just asking if there were any meaning in this world, right?\Yeah.\Ever since I survived the battle alone, I've pondered the same question.\Why did I, alone, survive?\Was there any meaning in it?\Listen up. You can't just space out like that. response:	And then I realized.
context: That girl...\Rio, you were just asking if there were any meaning in this world, right?\Yeah.\Ever since I survived the battle alone, I've pondered the same question.\Why did I, alone, survive?\Was there any meaning in it?\Listen up. You can't just space out like that.\And then I realized. response:	There can't possibly be any meaning in this world.
context: Rio, you were just asking if there were any meaning in this world, right?\Yeah.\Ever since I survived the battle alone, I've pondered the same question.\Why did I, alone, survive?\Was there any meaning in it?\Listen up. You can't just space out like that.\And then I realized.\There can't possibly be any meaning in this world. response:	But isn't that wonderful in its own right?
