context: Everyone's having a great time! response:	Chocolate
context: Now, then...\It's still early in the day. I guess I'll clean.\It's Valentine's Day, so I'd like to give Shiroe a present.\But if he takes it in a weird way, it'd be embarrassing...\No, if he doesn't do anything, that'd be even worse.\In any event, it's just to thank him.\Could she be...\Your girlfriend? response:	Kanami...
context: It's still early in the day. I guess I'll clean.\It's Valentine's Day, so I'd like to give Shiroe a present.\But if he takes it in a weird way, it'd be embarrassing...\No, if he doesn't do anything, that'd be even worse.\In any event, it's just to thank him.\Could she be...\Your girlfriend?\Kanami... response:	Hey, there!
context: It's Valentine's Day, so I'd like to give Shiroe a present.\But if he takes it in a weird way, it'd be embarrassing...\No, if he doesn't do anything, that'd be even worse.\In any event, it's just to thank him.\Could she be...\Your girlfriend?\Kanami...\Hey, there! response:	Tetra, did you need something?
context: But if he takes it in a weird way, it'd be embarrassing...\No, if he doesn't do anything, that'd be even worse.\In any event, it's just to thank him.\Could she be...\Your girlfriend?\Kanami...\Hey, there!\Tetra, did you need something? response:	You're curious about Kanami, aren't you?
context: No, if he doesn't do anything, that'd be even worse.\In any event, it's just to thank him.\Could she be...\Your girlfriend?\Kanami...\Hey, there!\Tetra, did you need something?\You're curious about Kanami, aren't you? response:	Wh-What are you talking about?
context: In any event, it's just to thank him.\Could she be...\Your girlfriend?\Kanami...\Hey, there!\Tetra, did you need something?\You're curious about Kanami, aren't you?\Wh-What are you talking about? response:	You're so easy to read.
context: Could she be...\Your girlfriend?\Kanami...\Hey, there!\Tetra, did you need something?\You're curious about Kanami, aren't you?\Wh-What are you talking about?\You're so easy to read. response:	Why not make it clear?
context: Your girlfriend?\Kanami...\Hey, there!\Tetra, did you need something?\You're curious about Kanami, aren't you?\Wh-What are you talking about?\You're so easy to read.\Why not make it clear? response:	No, no.
context: Kanami...\Hey, there!\Tetra, did you need something?\You're curious about Kanami, aren't you?\Wh-What are you talking about?\You're so easy to read.\Why not make it clear?\No, no. response:	Make what clear, exactly?
context: Hey, there!\Tetra, did you need something?\You're curious about Kanami, aren't you?\Wh-What are you talking about?\You're so easy to read.\Why not make it clear?\No, no.\Make what clear, exactly? response:	Here.
context: Tetra, did you need something?\You're curious about Kanami, aren't you?\Wh-What are you talking about?\You're so easy to read.\Why not make it clear?\No, no.\Make what clear, exactly?\Here. response:	It's called a coconia fruit.
context: You're curious about Kanami, aren't you?\Wh-What are you talking about?\You're so easy to read.\Why not make it clear?\No, no.\Make what clear, exactly?\Here.\It's called a coconia fruit. response:	They say it has a special effect on Valentine's Day.
context: Wh-What are you talking about?\You're so easy to read.\Why not make it clear?\No, no.\Make what clear, exactly?\Here.\It's called a coconia fruit.\They say it has a special effect on Valentine's Day. response:	A special effect?
context: You're so easy to read.\Why not make it clear?\No, no.\Make what clear, exactly?\Here.\It's called a coconia fruit.\They say it has a special effect on Valentine's Day.\A special effect? response:	Here! Look at the flavor text!
context: Why not make it clear?\No, no.\Make what clear, exactly?\Here.\It's called a coconia fruit.\They say it has a special effect on Valentine's Day.\A special effect?\Here! Look at the flavor text! response:	Coconia Fruit.
context: No, no.\Make what clear, exactly?\Here.\It's called a coconia fruit.\They say it has a special effect on Valentine's Day.\A special effect?\Here! Look at the flavor text!\Coconia Fruit. response:	A southern fruit,
context: Make what clear, exactly?\Here.\It's called a coconia fruit.\They say it has a special effect on Valentine's Day.\A special effect?\Here! Look at the flavor text!\Coconia Fruit.\A southern fruit, response:	used for many applications, such as making various dishes and drinks.
context: Here.\It's called a coconia fruit.\They say it has a special effect on Valentine's Day.\A special effect?\Here! Look at the flavor text!\Coconia Fruit.\A southern fruit,\used for many applications, such as making various dishes and drinks. response:	If you feed them to someone on Valentine's Day,
context: It's called a coconia fruit.\They say it has a special effect on Valentine's Day.\A special effect?\Here! Look at the flavor text!\Coconia Fruit.\A southern fruit,\used for many applications, such as making various dishes and drinks.\If you feed them to someone on Valentine's Day, response:	you may find out who they heart-heart.
context: They say it has a special effect on Valentine's Day.\A special effect?\Here! Look at the flavor text!\Coconia Fruit.\A southern fruit,\used for many applications, such as making various dishes and drinks.\If you feed them to someone on Valentine's Day,\you may find out who they heart-heart. response:	What does that mean?
context: A special effect?\Here! Look at the flavor text!\Coconia Fruit.\A southern fruit,\used for many applications, such as making various dishes and drinks.\If you feed them to someone on Valentine's Day,\you may find out who they heart-heart.\What does that mean? response:	You've heard that flavor text has been coming true lately, right?
context: Here! Look at the flavor text!\Coconia Fruit.\A southern fruit,\used for many applications, such as making various dishes and drinks.\If you feed them to someone on Valentine's Day,\you may find out who they heart-heart.\What does that mean?\You've heard that flavor text has been coming true lately, right? response:	Which means you might figure out who Shiroe loves.
context: Coconia Fruit.\A southern fruit,\used for many applications, such as making various dishes and drinks.\If you feed them to someone on Valentine's Day,\you may find out who they heart-heart.\What does that mean?\You've heard that flavor text has been coming true lately, right?\Which means you might figure out who Shiroe loves. response:	Wouldn't it be better to find out
context: A southern fruit,\used for many applications, such as making various dishes and drinks.\If you feed them to someone on Valentine's Day,\you may find out who they heart-heart.\What does that mean?\You've heard that flavor text has been coming true lately, right?\Which means you might figure out who Shiroe loves.\Wouldn't it be better to find out response:	from Shiroe himself, rather than sit here alone and suffer?
context: used for many applications, such as making various dishes and drinks.\If you feed them to someone on Valentine's Day,\you may find out who they heart-heart.\What does that mean?\You've heard that flavor text has been coming true lately, right?\Which means you might figure out who Shiroe loves.\Wouldn't it be better to find out\from Shiroe himself, rather than sit here alone and suffer? response:	Bye!
context: If you feed them to someone on Valentine's Day,\you may find out who they heart-heart.\What does that mean?\You've heard that flavor text has been coming true lately, right?\Which means you might figure out who Shiroe loves.\Wouldn't it be better to find out\from Shiroe himself, rather than sit here alone and suffer?\Bye! response:	Coconia fruit...
context: you may find out who they heart-heart.\What does that mean?\You've heard that flavor text has been coming true lately, right?\Which means you might figure out who Shiroe loves.\Wouldn't it be better to find out\from Shiroe himself, rather than sit here alone and suffer?\Bye!\Coconia fruit... response:	Coconia fruit!
context: What does that mean?\You've heard that flavor text has been coming true lately, right?\Which means you might figure out who Shiroe loves.\Wouldn't it be better to find out\from Shiroe himself, rather than sit here alone and suffer?\Bye!\Coconia fruit...\Coconia fruit! response:	Even if you have stat boosts from the item,
context: You've heard that flavor text has been coming true lately, right?\Which means you might figure out who Shiroe loves.\Wouldn't it be better to find out\from Shiroe himself, rather than sit here alone and suffer?\Bye!\Coconia fruit...\Coconia fruit!\Even if you have stat boosts from the item, response:	you're still doing quite well at this.
context: Which means you might figure out who Shiroe loves.\Wouldn't it be better to find out\from Shiroe himself, rather than sit here alone and suffer?\Bye!\Coconia fruit...\Coconia fruit!\Even if you have stat boosts from the item,\you're still doing quite well at this. response:	Today's the day girls work hardest, after all.
context: Wouldn't it be better to find out\from Shiroe himself, rather than sit here alone and suffer?\Bye!\Coconia fruit...\Coconia fruit!\Even if you have stat boosts from the item,\you're still doing quite well at this.\Today's the day girls work hardest, after all. response:	Girls?
context: from Shiroe himself, rather than sit here alone and suffer?\Bye!\Coconia fruit...\Coconia fruit!\Even if you have stat boosts from the item,\you're still doing quite well at this.\Today's the day girls work hardest, after all.\Girls? response:	Wh-Who is she making them for?
context: Bye!\Coconia fruit...\Coconia fruit!\Even if you have stat boosts from the item,\you're still doing quite well at this.\Today's the day girls work hardest, after all.\Girls?\Wh-Who is she making them for? response:	It's been six weeks since the magic circle protecting Akihabara vanished.
context: Coconia fruit...\Coconia fruit!\Even if you have stat boosts from the item,\you're still doing quite well at this.\Today's the day girls work hardest, after all.\Girls?\Wh-Who is she making them for?\It's been six weeks since the magic circle protecting Akihabara vanished. response:	It's more peaceful than I expected.
context: Coconia fruit!\Even if you have stat boosts from the item,\you're still doing quite well at this.\Today's the day girls work hardest, after all.\Girls?\Wh-Who is she making them for?\It's been six weeks since the magic circle protecting Akihabara vanished.\It's more peaceful than I expected. response:	Akihabara was always a place for high-level adventurers.
context: Even if you have stat boosts from the item,\you're still doing quite well at this.\Today's the day girls work hardest, after all.\Girls?\Wh-Who is she making them for?\It's been six weeks since the magic circle protecting Akihabara vanished.\It's more peaceful than I expected.\Akihabara was always a place for high-level adventurers. response:	No monster would willingly wander in,
context: you're still doing quite well at this.\Today's the day girls work hardest, after all.\Girls?\Wh-Who is she making them for?\It's been six weeks since the magic circle protecting Akihabara vanished.\It's more peaceful than I expected.\Akihabara was always a place for high-level adventurers.\No monster would willingly wander in, response:	and any that did were wiped out immediately.
context: Today's the day girls work hardest, after all.\Girls?\Wh-Who is she making them for?\It's been six weeks since the magic circle protecting Akihabara vanished.\It's more peaceful than I expected.\Akihabara was always a place for high-level adventurers.\No monster would willingly wander in,\and any that did were wiped out immediately. response:	The Round Table hasn't received any reports about PKs, either.
context: Girls?\Wh-Who is she making them for?\It's been six weeks since the magic circle protecting Akihabara vanished.\It's more peaceful than I expected.\Akihabara was always a place for high-level adventurers.\No monster would willingly wander in,\and any that did were wiped out immediately.\The Round Table hasn't received any reports about PKs, either. response:	Eins was really worried
context: Wh-Who is she making them for?\It's been six weeks since the magic circle protecting Akihabara vanished.\It's more peaceful than I expected.\Akihabara was always a place for high-level adventurers.\No monster would willingly wander in,\and any that did were wiped out immediately.\The Round Table hasn't received any reports about PKs, either.\Eins was really worried response:	We Have Chocolate!
context: It's been six weeks since the magic circle protecting Akihabara vanished.\It's more peaceful than I expected.\Akihabara was always a place for high-level adventurers.\No monster would willingly wander in,\and any that did were wiped out immediately.\The Round Table hasn't received any reports about PKs, either.\Eins was really worried\We Have Chocolate! response:	when the Royal Guard system went out of whack,
context: It's more peaceful than I expected.\Akihabara was always a place for high-level adventurers.\No monster would willingly wander in,\and any that did were wiped out immediately.\The Round Table hasn't received any reports about PKs, either.\Eins was really worried\We Have Chocolate!\when the Royal Guard system went out of whack, response:	but it's actually working out.
context: Akihabara was always a place for high-level adventurers.\No monster would willingly wander in,\and any that did were wiped out immediately.\The Round Table hasn't received any reports about PKs, either.\Eins was really worried\We Have Chocolate!\when the Royal Guard system went out of whack,\but it's actually working out. response:	Still, we need to keep an eye out to ensure
context: No monster would willingly wander in,\and any that did were wiped out immediately.\The Round Table hasn't received any reports about PKs, either.\Eins was really worried\We Have Chocolate!\when the Royal Guard system went out of whack,\but it's actually working out.\Still, we need to keep an eye out to ensure response:	that no People of the Land get hurt.
context: and any that did were wiped out immediately.\The Round Table hasn't received any reports about PKs, either.\Eins was really worried\We Have Chocolate!\when the Royal Guard system went out of whack,\but it's actually working out.\Still, we need to keep an eye out to ensure\that no People of the Land get hurt. response:	Well, the combat guilds are taking shifts to handle that.
context: The Round Table hasn't received any reports about PKs, either.\Eins was really worried\We Have Chocolate!\when the Royal Guard system went out of whack,\but it's actually working out.\Still, we need to keep an eye out to ensure\that no People of the Land get hurt.\Well, the combat guilds are taking shifts to handle that. response:	That's right.
context: Eins was really worried\We Have Chocolate!\when the Royal Guard system went out of whack,\but it's actually working out.\Still, we need to keep an eye out to ensure\that no People of the Land get hurt.\Well, the combat guilds are taking shifts to handle that.\That's right. response:	By the way, who's on duty today?
context: We Have Chocolate!\when the Royal Guard system went out of whack,\but it's actually working out.\Still, we need to keep an eye out to ensure\that no People of the Land get hurt.\Well, the combat guilds are taking shifts to handle that.\That's right.\By the way, who's on duty today? response:	West Wind, I think.
context: when the Royal Guard system went out of whack,\but it's actually working out.\Still, we need to keep an eye out to ensure\that no People of the Land get hurt.\Well, the combat guilds are taking shifts to handle that.\That's right.\By the way, who's on duty today?\West Wind, I think. response:	Come to think of it, I haven't seen them.
context: but it's actually working out.\Still, we need to keep an eye out to ensure\that no People of the Land get hurt.\Well, the combat guilds are taking shifts to handle that.\That's right.\By the way, who's on duty today?\West Wind, I think.\Come to think of it, I haven't seen them. response:	Today, of all days...
context: Still, we need to keep an eye out to ensure\that no People of the Land get hurt.\Well, the combat guilds are taking shifts to handle that.\That's right.\By the way, who's on duty today?\West Wind, I think.\Come to think of it, I haven't seen them.\Today, of all days... response:	Soujirou!
context: that no People of the Land get hurt.\Well, the combat guilds are taking shifts to handle that.\That's right.\By the way, who's on duty today?\West Wind, I think.\Come to think of it, I haven't seen them.\Today, of all days...\Soujirou! response:	Leave Your Valentine's Day Chocolate Here
context: Well, the combat guilds are taking shifts to handle that.\That's right.\By the way, who's on duty today?\West Wind, I think.\Come to think of it, I haven't seen them.\Today, of all days...\Soujirou!\Leave Your Valentine's Day Chocolate Here response:	Please accept this as a sign of my love!
context: That's right.\By the way, who's on duty today?\West Wind, I think.\Come to think of it, I haven't seen them.\Today, of all days...\Soujirou!\Leave Your Valentine's Day Chocolate Here\Please accept this as a sign of my love! response:	Wait, I was here first!
context: By the way, who's on duty today?\West Wind, I think.\Come to think of it, I haven't seen them.\Today, of all days...\Soujirou!\Leave Your Valentine's Day Chocolate Here\Please accept this as a sign of my love!\Wait, I was here first! response:	I was! Sou!
context: West Wind, I think.\Come to think of it, I haven't seen them.\Today, of all days...\Soujirou!\Leave Your Valentine's Day Chocolate Here\Please accept this as a sign of my love!\Wait, I was here first!\I was! Sou! response:	Okay, okay.
context: Come to think of it, I haven't seen them.\Today, of all days...\Soujirou!\Leave Your Valentine's Day Chocolate Here\Please accept this as a sign of my love!\Wait, I was here first!\I was! Sou!\Okay, okay. response:	Stay in line.
context: Today, of all days...\Soujirou!\Leave Your Valentine's Day Chocolate Here\Please accept this as a sign of my love!\Wait, I was here first!\I was! Sou!\Okay, okay.\Stay in line. response:	Thanks.
context: Soujirou!\Leave Your Valentine's Day Chocolate Here\Please accept this as a sign of my love!\Wait, I was here first!\I was! Sou!\Okay, okay.\Stay in line.\Thanks. response:	I'll make sure to eat it, okay?
context: Leave Your Valentine's Day Chocolate Here\Please accept this as a sign of my love!\Wait, I was here first!\I was! Sou!\Okay, okay.\Stay in line.\Thanks.\I'll make sure to eat it, okay? response:	Soujirou, thank you!
context: Please accept this as a sign of my love!\Wait, I was here first!\I was! Sou!\Okay, okay.\Stay in line.\Thanks.\I'll make sure to eat it, okay?\Soujirou, thank you! response:	Hey, no cutting!
context: Wait, I was here first!\I was! Sou!\Okay, okay.\Stay in line.\Thanks.\I'll make sure to eat it, okay?\Soujirou, thank you!\Hey, no cutting! response:	Crusty's been missing ever since that day.
context: I was! Sou!\Okay, okay.\Stay in line.\Thanks.\I'll make sure to eat it, okay?\Soujirou, thank you!\Hey, no cutting!\Crusty's been missing ever since that day. response:	Jeez, where is that monster? And what is he doing?
context: Okay, okay.\Stay in line.\Thanks.\I'll make sure to eat it, okay?\Soujirou, thank you!\Hey, no cutting!\Crusty's been missing ever since that day.\Jeez, where is that monster? And what is he doing? response:	I bet if he wanted to, he could come back right away.
context: Stay in line.\Thanks.\I'll make sure to eat it, okay?\Soujirou, thank you!\Hey, no cutting!\Crusty's been missing ever since that day.\Jeez, where is that monster? And what is he doing?\I bet if he wanted to, he could come back right away. response:	Princess Lenessia, why are you in such sloppy dress again?
context: Thanks.\I'll make sure to eat it, okay?\Soujirou, thank you!\Hey, no cutting!\Crusty's been missing ever since that day.\Jeez, where is that monster? And what is he doing?\I bet if he wanted to, he could come back right away.\Princess Lenessia, why are you in such sloppy dress again? response:	It's past noon.
context: I'll make sure to eat it, okay?\Soujirou, thank you!\Hey, no cutting!\Crusty's been missing ever since that day.\Jeez, where is that monster? And what is he doing?\I bet if he wanted to, he could come back right away.\Princess Lenessia, why are you in such sloppy dress again?\It's past noon. response:	I don't have any public duties today.
context: Soujirou, thank you!\Hey, no cutting!\Crusty's been missing ever since that day.\Jeez, where is that monster? And what is he doing?\I bet if he wanted to, he could come back right away.\Princess Lenessia, why are you in such sloppy dress again?\It's past noon.\I don't have any public duties today. response:	That isn't the problem.
context: Hey, no cutting!\Crusty's been missing ever since that day.\Jeez, where is that monster? And what is he doing?\I bet if he wanted to, he could come back right away.\Princess Lenessia, why are you in such sloppy dress again?\It's past noon.\I don't have any public duties today.\That isn't the problem. response:	It's important to remember your station.
context: Crusty's been missing ever since that day.\Jeez, where is that monster? And what is he doing?\I bet if he wanted to, he could come back right away.\Princess Lenessia, why are you in such sloppy dress again?\It's past noon.\I don't have any public duties today.\That isn't the problem.\It's important to remember your station. response:	Coconia fruits were sold out today, so I used something else.
context: Jeez, where is that monster? And what is he doing?\I bet if he wanted to, he could come back right away.\Princess Lenessia, why are you in such sloppy dress again?\It's past noon.\I don't have any public duties today.\That isn't the problem.\It's important to remember your station.\Coconia fruits were sold out today, so I used something else. response:	Here, have some.
context: I bet if he wanted to, he could come back right away.\Princess Lenessia, why are you in such sloppy dress again?\It's past noon.\I don't have any public duties today.\That isn't the problem.\It's important to remember your station.\Coconia fruits were sold out today, so I used something else.\Here, have some. response:	Thanks, Elissa.
context: Princess Lenessia, why are you in such sloppy dress again?\It's past noon.\I don't have any public duties today.\That isn't the problem.\It's important to remember your station.\Coconia fruits were sold out today, so I used something else.\Here, have some.\Thanks, Elissa. response:	Honestly...
context: It's past noon.\I don't have any public duties today.\That isn't the problem.\It's important to remember your station.\Coconia fruits were sold out today, so I used something else.\Here, have some.\Thanks, Elissa.\Honestly... response:	What does he think a knight's pledge means, anyway?
context: I don't have any public duties today.\That isn't the problem.\It's important to remember your station.\Coconia fruits were sold out today, so I used something else.\Here, have some.\Thanks, Elissa.\Honestly...\What does he think a knight's pledge means, anyway? response:	It's sweet and delicious!
context: That isn't the problem.\It's important to remember your station.\Coconia fruits were sold out today, so I used something else.\Here, have some.\Thanks, Elissa.\Honestly...\What does he think a knight's pledge means, anyway?\It's sweet and delicious! response:	Well?
context: It's important to remember your station.\Coconia fruits were sold out today, so I used something else.\Here, have some.\Thanks, Elissa.\Honestly...\What does he think a knight's pledge means, anyway?\It's sweet and delicious!\Well? response:	I feel like I'm getting the hang of it.
context: Coconia fruits were sold out today, so I used something else.\Here, have some.\Thanks, Elissa.\Honestly...\What does he think a knight's pledge means, anyway?\It's sweet and delicious!\Well?\I feel like I'm getting the hang of it. response:	I'm glad.
context: Here, have some.\Thanks, Elissa.\Honestly...\What does he think a knight's pledge means, anyway?\It's sweet and delicious!\Well?\I feel like I'm getting the hang of it.\I'm glad. response:	There's still more to be done, but...
context: Thanks, Elissa.\Honestly...\What does he think a knight's pledge means, anyway?\It's sweet and delicious!\Well?\I feel like I'm getting the hang of it.\I'm glad.\There's still more to be done, but... response:	I'll look for ingredients that don't put so much stress on the body.
context: Honestly...\What does he think a knight's pledge means, anyway?\It's sweet and delicious!\Well?\I feel like I'm getting the hang of it.\I'm glad.\There's still more to be done, but...\I'll look for ingredients that don't put so much stress on the body. response:	We at Radio Market are working with the Roderic Merchant Guild on it.
context: What does he think a knight's pledge means, anyway?\It's sweet and delicious!\Well?\I feel like I'm getting the hang of it.\I'm glad.\There's still more to be done, but...\I'll look for ingredients that don't put so much stress on the body.\We at Radio Market are working with the Roderic Merchant Guild on it. response:	Don't worry. It'll work.
context: It's sweet and delicious!\Well?\I feel like I'm getting the hang of it.\I'm glad.\There's still more to be done, but...\I'll look for ingredients that don't put so much stress on the body.\We at Radio Market are working with the Roderic Merchant Guild on it.\Don't worry. It'll work. response:	Thank you.
context: Well?\I feel like I'm getting the hang of it.\I'm glad.\There's still more to be done, but...\I'll look for ingredients that don't put so much stress on the body.\We at Radio Market are working with the Roderic Merchant Guild on it.\Don't worry. It'll work.\Thank you. response:	But where did my right arm go?
context: I feel like I'm getting the hang of it.\I'm glad.\There's still more to be done, but...\I'll look for ingredients that don't put so much stress on the body.\We at Radio Market are working with the Roderic Merchant Guild on it.\Don't worry. It'll work.\Thank you.\But where did my right arm go? response:	From the fact that healing magic doesn't work,
context: I'm glad.\There's still more to be done, but...\I'll look for ingredients that don't put so much stress on the body.\We at Radio Market are working with the Roderic Merchant Guild on it.\Don't worry. It'll work.\Thank you.\But where did my right arm go?\From the fact that healing magic doesn't work, response:	we can be certain it isn't a type of damage that was in the old game.
context: There's still more to be done, but...\I'll look for ingredients that don't put so much stress on the body.\We at Radio Market are working with the Roderic Merchant Guild on it.\Don't worry. It'll work.\Thank you.\But where did my right arm go?\From the fact that healing magic doesn't work,\we can be certain it isn't a type of damage that was in the old game. response:	We can only guess that it's in the same place as Crusty, wherever he is.
context: I'll look for ingredients that don't put so much stress on the body.\We at Radio Market are working with the Roderic Merchant Guild on it.\Don't worry. It'll work.\Thank you.\But where did my right arm go?\From the fact that healing magic doesn't work,\we can be certain it isn't a type of damage that was in the old game.\We can only guess that it's in the same place as Crusty, wherever he is. response:	Either way, this is a very extraordinary case.
context: We at Radio Market are working with the Roderic Merchant Guild on it.\Don't worry. It'll work.\Thank you.\But where did my right arm go?\From the fact that healing magic doesn't work,\we can be certain it isn't a type of damage that was in the old game.\We can only guess that it's in the same place as Crusty, wherever he is.\Either way, this is a very extraordinary case. response:	Don't worry.
context: Don't worry. It'll work.\Thank you.\But where did my right arm go?\From the fact that healing magic doesn't work,\we can be certain it isn't a type of damage that was in the old game.\We can only guess that it's in the same place as Crusty, wherever he is.\Either way, this is a very extraordinary case.\Don't worry. response:	Just focus on getting better.
context: Thank you.\But where did my right arm go?\From the fact that healing magic doesn't work,\we can be certain it isn't a type of damage that was in the old game.\We can only guess that it's in the same place as Crusty, wherever he is.\Either way, this is a very extraordinary case.\Don't worry.\Just focus on getting better. response:	I'll work super hard until my lord returns!
context: But where did my right arm go?\From the fact that healing magic doesn't work,\we can be certain it isn't a type of damage that was in the old game.\We can only guess that it's in the same place as Crusty, wherever he is.\Either way, this is a very extraordinary case.\Don't worry.\Just focus on getting better.\I'll work super hard until my lord returns! response:	Yeah, thanks.
context: From the fact that healing magic doesn't work,\we can be certain it isn't a type of damage that was in the old game.\We can only guess that it's in the same place as Crusty, wherever he is.\Either way, this is a very extraordinary case.\Don't worry.\Just focus on getting better.\I'll work super hard until my lord returns!\Yeah, thanks. response:	My lord...
context: we can be certain it isn't a type of damage that was in the old game.\We can only guess that it's in the same place as Crusty, wherever he is.\Either way, this is a very extraordinary case.\Don't worry.\Just focus on getting better.\I'll work super hard until my lord returns!\Yeah, thanks.\My lord... response:	Nyanta!
context: We can only guess that it's in the same place as Crusty, wherever he is.\Either way, this is a very extraordinary case.\Don't worry.\Just focus on getting better.\I'll work super hard until my lord returns!\Yeah, thanks.\My lord...\Nyanta! response:	They were cheap, so I bought a lot.
context: Either way, this is a very extraordinary case.\Don't worry.\Just focus on getting better.\I'll work super hard until my lord returns!\Yeah, thanks.\My lord...\Nyanta!\They were cheap, so I bought a lot. response:	I bet they weren't cheap at all.
context: Don't worry.\Just focus on getting better.\I'll work super hard until my lord returns!\Yeah, thanks.\My lord...\Nyanta!\They were cheap, so I bought a lot.\I bet they weren't cheap at all. response:	Nyanta!
context: Just focus on getting better.\I'll work super hard until my lord returns!\Yeah, thanks.\My lord...\Nyanta!\They were cheap, so I bought a lot.\I bet they weren't cheap at all.\Nyanta! response:	Yes?
context: I'll work super hard until my lord returns!\Yeah, thanks.\My lord...\Nyanta!\They were cheap, so I bought a lot.\I bet they weren't cheap at all.\Nyanta!\Yes? response:	Since Shiroe is always so good to me,
context: Yeah, thanks.\My lord...\Nyanta!\They were cheap, so I bought a lot.\I bet they weren't cheap at all.\Nyanta!\Yes?\Since Shiroe is always so good to me, response:	I wanted to make something for him...
context: My lord...\Nyanta!\They were cheap, so I bought a lot.\I bet they weren't cheap at all.\Nyanta!\Yes?\Since Shiroe is always so good to me,\I wanted to make something for him... response:	Meow?
context: Nyanta!\They were cheap, so I bought a lot.\I bet they weren't cheap at all.\Nyanta!\Yes?\Since Shiroe is always so good to me,\I wanted to make something for him...\Meow? response:	N-Not like that!
context: They were cheap, so I bought a lot.\I bet they weren't cheap at all.\Nyanta!\Yes?\Since Shiroe is always so good to me,\I wanted to make something for him...\Meow?\N-Not like that! response:	It's nothing special!
context: I bet they weren't cheap at all.\Nyanta!\Yes?\Since Shiroe is always so good to me,\I wanted to make something for him...\Meow?\N-Not like that!\It's nothing special! response:	I understand how you feel.
context: Nyanta!\Yes?\Since Shiroe is always so good to me,\I wanted to make something for him...\Meow?\N-Not like that!\It's nothing special!\I understand how you feel. response:	I'd be glad to help.
context: Yes?\Since Shiroe is always so good to me,\I wanted to make something for him...\Meow?\N-Not like that!\It's nothing special!\I understand how you feel.\I'd be glad to help. response:	Nyanta...
context: Since Shiroe is always so good to me,\I wanted to make something for him...\Meow?\N-Not like that!\It's nothing special!\I understand how you feel.\I'd be glad to help.\Nyanta... response:	Excuse me, master.
context: I wanted to make something for him...\Meow?\N-Not like that!\It's nothing special!\I understand how you feel.\I'd be glad to help.\Nyanta...\Excuse me, master. response:	I've returned from a training quest.
context: Meow?\N-Not like that!\It's nothing special!\I understand how you feel.\I'd be glad to help.\Nyanta...\Excuse me, master.\I've returned from a training quest. response:	As a reward, I just happened
context: N-Not like that!\It's nothing special!\I understand how you feel.\I'd be glad to help.\Nyanta...\Excuse me, master.\I've returned from a training quest.\As a reward, I just happened response:	to receive a large number of coconia fruits, so...
context: It's nothing special!\I understand how you feel.\I'd be glad to help.\Nyanta...\Excuse me, master.\I've returned from a training quest.\As a reward, I just happened\to receive a large number of coconia fruits, so... response:	You just happened to get all those?
context: I understand how you feel.\I'd be glad to help.\Nyanta...\Excuse me, master.\I've returned from a training quest.\As a reward, I just happened\to receive a large number of coconia fruits, so...\You just happened to get all those? response:	I wanted to make my lord some...
context: I'd be glad to help.\Nyanta...\Excuse me, master.\I've returned from a training quest.\As a reward, I just happened\to receive a large number of coconia fruits, so...\You just happened to get all those?\I wanted to make my lord some... response:	Minori?
context: Nyanta...\Excuse me, master.\I've returned from a training quest.\As a reward, I just happened\to receive a large number of coconia fruits, so...\You just happened to get all those?\I wanted to make my lord some...\Minori? response:	Akatsuki?
context: Excuse me, master.\I've returned from a training quest.\As a reward, I just happened\to receive a large number of coconia fruits, so...\You just happened to get all those?\I wanted to make my lord some...\Minori?\Akatsuki? response:	She has coconia fruits, too.
context: I've returned from a training quest.\As a reward, I just happened\to receive a large number of coconia fruits, so...\You just happened to get all those?\I wanted to make my lord some...\Minori?\Akatsuki?\She has coconia fruits, too. response:	For my lord?
context: As a reward, I just happened\to receive a large number of coconia fruits, so...\You just happened to get all those?\I wanted to make my lord some...\Minori?\Akatsuki?\She has coconia fruits, too.\For my lord? response:	Look how beaten up she got.
context: to receive a large number of coconia fruits, so...\You just happened to get all those?\I wanted to make my lord some...\Minori?\Akatsuki?\She has coconia fruits, too.\For my lord?\Look how beaten up she got. response:	Does she also...
context: You just happened to get all those?\I wanted to make my lord some...\Minori?\Akatsuki?\She has coconia fruits, too.\For my lord?\Look how beaten up she got.\Does she also... response:	Wh-What a problem.
context: I wanted to make my lord some...\Minori?\Akatsuki?\She has coconia fruits, too.\For my lord?\Look how beaten up she got.\Does she also...\Wh-What a problem. response:	This is one of the worst things to happen in Log Horizon's history.
context: Minori?\Akatsuki?\She has coconia fruits, too.\For my lord?\Look how beaten up she got.\Does she also...\Wh-What a problem.\This is one of the worst things to happen in Log Horizon's history. response:	Oh, man.
context: Akatsuki?\She has coconia fruits, too.\For my lord?\Look how beaten up she got.\Does she also...\Wh-What a problem.\This is one of the worst things to happen in Log Horizon's history.\Oh, man. response:	This is too funny.
context: She has coconia fruits, too.\For my lord?\Look how beaten up she got.\Does she also...\Wh-What a problem.\This is one of the worst things to happen in Log Horizon's history.\Oh, man.\This is too funny. response:	They're rivals in love.
context: For my lord?\Look how beaten up she got.\Does she also...\Wh-What a problem.\This is one of the worst things to happen in Log Horizon's history.\Oh, man.\This is too funny.\They're rivals in love. response:	Okay, then!
context: Look how beaten up she got.\Does she also...\Wh-What a problem.\This is one of the worst things to happen in Log Horizon's history.\Oh, man.\This is too funny.\They're rivals in love.\Okay, then! response:	In that case, why not work together?
