context: Give it to me! response:	All...
context: The fact that a team like ours, which hadn't done well for a while,\got to do so many practice matches with the powerhouse schools from Tokyo...\All I can say about that is that we were blessed.\You need someone else to become more disciplined.\No matter how hard you try by yourself, there's a limit.\The fact that we were able to regain our connection with Nekoma\is a much bigger deal than you or the team realizes.\You did an amazing thing. response:	What? No, I didn't...
context: got to do so many practice matches with the powerhouse schools from Tokyo...\All I can say about that is that we were blessed.\You need someone else to become more disciplined.\No matter how hard you try by yourself, there's a limit.\The fact that we were able to regain our connection with Nekoma\is a much bigger deal than you or the team realizes.\You did an amazing thing.\What? No, I didn't... response:	If we're able to win tomorrow,
context: All I can say about that is that we were blessed.\You need someone else to become more disciplined.\No matter how hard you try by yourself, there's a limit.\The fact that we were able to regain our connection with Nekoma\is a much bigger deal than you or the team realizes.\You did an amazing thing.\What? No, I didn't...\If we're able to win tomorrow, response:	please make sure you compliment me then.
context: You need someone else to become more disciplined.\No matter how hard you try by yourself, there's a limit.\The fact that we were able to regain our connection with Nekoma\is a much bigger deal than you or the team realizes.\You did an amazing thing.\What? No, I didn't...\If we're able to win tomorrow,\please make sure you compliment me then. response:	Right.
context: No matter how hard you try by yourself, there's a limit.\The fact that we were able to regain our connection with Nekoma\is a much bigger deal than you or the team realizes.\You did an amazing thing.\What? No, I didn't...\If we're able to win tomorrow,\please make sure you compliment me then.\Right. response:	All right. Get your things and head straight to the gym for a meeting.
context: The fact that we were able to regain our connection with Nekoma\is a much bigger deal than you or the team realizes.\You did an amazing thing.\What? No, I didn't...\If we're able to win tomorrow,\please make sure you compliment me then.\Right.\All right. Get your things and head straight to the gym for a meeting. response:	Right...
context: is a much bigger deal than you or the team realizes.\You did an amazing thing.\What? No, I didn't...\If we're able to win tomorrow,\please make sure you compliment me then.\Right.\All right. Get your things and head straight to the gym for a meeting.\Right... response:	You totally drooled. Gross.
context: You did an amazing thing.\What? No, I didn't...\If we're able to win tomorrow,\please make sure you compliment me then.\Right.\All right. Get your things and head straight to the gym for a meeting.\Right...\You totally drooled. Gross. response:	My drool isn't gross!
context: What? No, I didn't...\If we're able to win tomorrow,\please make sure you compliment me then.\Right.\All right. Get your things and head straight to the gym for a meeting.\Right...\You totally drooled. Gross.\My drool isn't gross! response:	Oh, they're back.
context: If we're able to win tomorrow,\please make sure you compliment me then.\Right.\All right. Get your things and head straight to the gym for a meeting.\Right...\You totally drooled. Gross.\My drool isn't gross!\Oh, they're back. response:	Congrats on making it to the finals!
context: please make sure you compliment me then.\Right.\All right. Get your things and head straight to the gym for a meeting.\Right...\You totally drooled. Gross.\My drool isn't gross!\Oh, they're back.\Congrats on making it to the finals! response:	Oh, Michimiya.
context: Right.\All right. Get your things and head straight to the gym for a meeting.\Right...\You totally drooled. Gross.\My drool isn't gross!\Oh, they're back.\Congrats on making it to the finals!\Oh, Michimiya. response:	How did you know?
context: All right. Get your things and head straight to the gym for a meeting.\Right...\You totally drooled. Gross.\My drool isn't gross!\Oh, they're back.\Congrats on making it to the finals!\Oh, Michimiya.\How did you know? response:	They just announced it on the school announcements.
context: Right...\You totally drooled. Gross.\My drool isn't gross!\Oh, they're back.\Congrats on making it to the finals!\Oh, Michimiya.\How did you know?\They just announced it on the school announcements. response:	That's amazing!
context: You totally drooled. Gross.\My drool isn't gross!\Oh, they're back.\Congrats on making it to the finals!\Oh, Michimiya.\How did you know?\They just announced it on the school announcements.\That's amazing! response:	The fact that you were able to beat Seijoh and made it to the finals is just... is just...
context: My drool isn't gross!\Oh, they're back.\Congrats on making it to the finals!\Oh, Michimiya.\How did you know?\They just announced it on the school announcements.\That's amazing!\The fact that you were able to beat Seijoh and made it to the finals is just... is just... response:	Amazing! It's insane!
context: Oh, they're back.\Congrats on making it to the finals!\Oh, Michimiya.\How did you know?\They just announced it on the school announcements.\That's amazing!\The fact that you were able to beat Seijoh and made it to the finals is just... is just...\Amazing! It's insane! response:	Your lack of vocabulary is insane.
context: Congrats on making it to the finals!\Oh, Michimiya.\How did you know?\They just announced it on the school announcements.\That's amazing!\The fact that you were able to beat Seijoh and made it to the finals is just... is just...\Amazing! It's insane!\Your lack of vocabulary is insane. response:	Wait, what happened to your face?! That bruise!
context: Oh, Michimiya.\How did you know?\They just announced it on the school announcements.\That's amazing!\The fact that you were able to beat Seijoh and made it to the finals is just... is just...\Amazing! It's insane!\Your lack of vocabulary is insane.\Wait, what happened to your face?! That bruise! response:	Yeah... It happened at the match today...
context: How did you know?\They just announced it on the school announcements.\That's amazing!\The fact that you were able to beat Seijoh and made it to the finals is just... is just...\Amazing! It's insane!\Your lack of vocabulary is insane.\Wait, what happened to your face?! That bruise!\Yeah... It happened at the match today... response:	It looks a lot worse than it actually feels.
context: They just announced it on the school announcements.\That's amazing!\The fact that you were able to beat Seijoh and made it to the finals is just... is just...\Amazing! It's insane!\Your lack of vocabulary is insane.\Wait, what happened to your face?! That bruise!\Yeah... It happened at the match today...\It looks a lot worse than it actually feels. response:	I see...
context: That's amazing!\The fact that you were able to beat Seijoh and made it to the finals is just... is just...\Amazing! It's insane!\Your lack of vocabulary is insane.\Wait, what happened to your face?! That bruise!\Yeah... It happened at the match today...\It looks a lot worse than it actually feels.\I see... response:	Hey, boys' volleyball team.
context: The fact that you were able to beat Seijoh and made it to the finals is just... is just...\Amazing! It's insane!\Your lack of vocabulary is insane.\Wait, what happened to your face?! That bruise!\Yeah... It happened at the match today...\It looks a lot worse than it actually feels.\I see...\Hey, boys' volleyball team. response:	That was amazing!
context: Amazing! It's insane!\Your lack of vocabulary is insane.\Wait, what happened to your face?! That bruise!\Yeah... It happened at the match today...\It looks a lot worse than it actually feels.\I see...\Hey, boys' volleyball team.\That was amazing! response:	Congrats!
context: Your lack of vocabulary is insane.\Wait, what happened to your face?! That bruise!\Yeah... It happened at the match today...\It looks a lot worse than it actually feels.\I see...\Hey, boys' volleyball team.\That was amazing!\Congrats! response:	Hinata! Kageyama! Well done!
context: Wait, what happened to your face?! That bruise!\Yeah... It happened at the match today...\It looks a lot worse than it actually feels.\I see...\Hey, boys' volleyball team.\That was amazing!\Congrats!\Hinata! Kageyama! Well done! response:	Sensei!
context: Yeah... It happened at the match today...\It looks a lot worse than it actually feels.\I see...\Hey, boys' volleyball team.\That was amazing!\Congrats!\Hinata! Kageyama! Well done!\Sensei! response:	Thanks!
context: It looks a lot worse than it actually feels.\I see...\Hey, boys' volleyball team.\That was amazing!\Congrats!\Hinata! Kageyama! Well done!\Sensei!\Thanks! response:	I'm going to cheer you on tomorrow!
context: I see...\Hey, boys' volleyball team.\That was amazing!\Congrats!\Hinata! Kageyama! Well done!\Sensei!\Thanks!\I'm going to cheer you on tomorrow! response:	You better win!
context: Hey, boys' volleyball team.\That was amazing!\Congrats!\Hinata! Kageyama! Well done!\Sensei!\Thanks!\I'm going to cheer you on tomorrow!\You better win! response:	Do your best!
context: That was amazing!\Congrats!\Hinata! Kageyama! Well done!\Sensei!\Thanks!\I'm going to cheer you on tomorrow!\You better win!\Do your best! response:	You guys all stayed late for us...
context: Congrats!\Hinata! Kageyama! Well done!\Sensei!\Thanks!\I'm going to cheer you on tomorrow!\You better win!\Do your best!\You guys all stayed late for us... response:	M-Sta Miyagi is gonna start!
context: Hinata! Kageyama! Well done!\Sensei!\Thanks!\I'm going to cheer you on tomorrow!\You better win!\Do your best!\You guys all stayed late for us...\M-Sta Miyagi is gonna start! response:	Good day-evening.
context: Sensei!\Thanks!\I'm going to cheer you on tomorrow!\You better win!\Do your best!\You guys all stayed late for us...\M-Sta Miyagi is gonna start!\Good day-evening. response:	Good day-evening!
context: Thanks!\I'm going to cheer you on tomorrow!\You better win!\Do your best!\You guys all stayed late for us...\M-Sta Miyagi is gonna start!\Good day-evening.\Good day-evening! response:	Today, the Sendai Municipal Gymnasium in Tomizawa
context: I'm going to cheer you on tomorrow!\You better win!\Do your best!\You guys all stayed late for us...\M-Sta Miyagi is gonna start!\Good day-evening.\Good day-evening!\Today, the Sendai Municipal Gymnasium in Tomizawa response:	hosted the quarter and semifinals of the Miyagi prefectural qualifiers
context: You better win!\Do your best!\You guys all stayed late for us...\M-Sta Miyagi is gonna start!\Good day-evening.\Good day-evening!\Today, the Sendai Municipal Gymnasium in Tomizawa\hosted the quarter and semifinals of the Miyagi prefectural qualifiers response:	for the National High School Volleyball Tournament,
context: Do your best!\You guys all stayed late for us...\M-Sta Miyagi is gonna start!\Good day-evening.\Good day-evening!\Today, the Sendai Municipal Gymnasium in Tomizawa\hosted the quarter and semifinals of the Miyagi prefectural qualifiers\for the National High School Volleyball Tournament, response:	otherwise known as the Spring Volleyball Tournament.
context: You guys all stayed late for us...\M-Sta Miyagi is gonna start!\Good day-evening.\Good day-evening!\Today, the Sendai Municipal Gymnasium in Tomizawa\hosted the quarter and semifinals of the Miyagi prefectural qualifiers\for the National High School Volleyball Tournament,\otherwise known as the Spring Volleyball Tournament. response:	Karasuno Aoba Johsai
context: M-Sta Miyagi is gonna start!\Good day-evening.\Good day-evening!\Today, the Sendai Municipal Gymnasium in Tomizawa\hosted the quarter and semifinals of the Miyagi prefectural qualifiers\for the National High School Volleyball Tournament,\otherwise known as the Spring Volleyball Tournament.\Karasuno Aoba Johsai response:	In the first match, Karasuno High School defeated
context: Good day-evening.\Good day-evening!\Today, the Sendai Municipal Gymnasium in Tomizawa\hosted the quarter and semifinals of the Miyagi prefectural qualifiers\for the National High School Volleyball Tournament,\otherwise known as the Spring Volleyball Tournament.\Karasuno Aoba Johsai\In the first match, Karasuno High School defeated response:	the powerhouse school, Aoba Johsai High School,
context: Good day-evening!\Today, the Sendai Municipal Gymnasium in Tomizawa\hosted the quarter and semifinals of the Miyagi prefectural qualifiers\for the National High School Volleyball Tournament,\otherwise known as the Spring Volleyball Tournament.\Karasuno Aoba Johsai\In the first match, Karasuno High School defeated\the powerhouse school, Aoba Johsai High School, response:	earning them a spot in the finals for the first time in years.
context: Today, the Sendai Municipal Gymnasium in Tomizawa\hosted the quarter and semifinals of the Miyagi prefectural qualifiers\for the National High School Volleyball Tournament,\otherwise known as the Spring Volleyball Tournament.\Karasuno Aoba Johsai\In the first match, Karasuno High School defeated\the powerhouse school, Aoba Johsai High School,\earning them a spot in the finals for the first time in years. response:	Wow, that is certainly surprising.
context: hosted the quarter and semifinals of the Miyagi prefectural qualifiers\for the National High School Volleyball Tournament,\otherwise known as the Spring Volleyball Tournament.\Karasuno Aoba Johsai\In the first match, Karasuno High School defeated\the powerhouse school, Aoba Johsai High School,\earning them a spot in the finals for the first time in years.\Wow, that is certainly surprising. response:	To think that Seijoh would be eliminated.
context: for the National High School Volleyball Tournament,\otherwise known as the Spring Volleyball Tournament.\Karasuno Aoba Johsai\In the first match, Karasuno High School defeated\the powerhouse school, Aoba Johsai High School,\earning them a spot in the finals for the first time in years.\Wow, that is certainly surprising.\To think that Seijoh would be eliminated. response:	Precisely. With Oikawa-kun at the lead, they are an extremely well-balanced team,
context: otherwise known as the Spring Volleyball Tournament.\Karasuno Aoba Johsai\In the first match, Karasuno High School defeated\the powerhouse school, Aoba Johsai High School,\earning them a spot in the finals for the first time in years.\Wow, that is certainly surprising.\To think that Seijoh would be eliminated.\Precisely. With Oikawa-kun at the lead, they are an extremely well-balanced team, response:	so it's sad that we won't be seeing them in the finals.
context: Karasuno Aoba Johsai\In the first match, Karasuno High School defeated\the powerhouse school, Aoba Johsai High School,\earning them a spot in the finals for the first time in years.\Wow, that is certainly surprising.\To think that Seijoh would be eliminated.\Precisely. With Oikawa-kun at the lead, they are an extremely well-balanced team,\so it's sad that we won't be seeing them in the finals. response:	Come on! Show us a little more!
context: In the first match, Karasuno High School defeated\the powerhouse school, Aoba Johsai High School,\earning them a spot in the finals for the first time in years.\Wow, that is certainly surprising.\To think that Seijoh would be eliminated.\Precisely. With Oikawa-kun at the lead, they are an extremely well-balanced team,\so it's sad that we won't be seeing them in the finals.\Come on! Show us a little more! response:	We actually won!
context: the powerhouse school, Aoba Johsai High School,\earning them a spot in the finals for the first time in years.\Wow, that is certainly surprising.\To think that Seijoh would be eliminated.\Precisely. With Oikawa-kun at the lead, they are an extremely well-balanced team,\so it's sad that we won't be seeing them in the finals.\Come on! Show us a little more!\We actually won! response:	Yeah! Yeah!
context: earning them a spot in the finals for the first time in years.\Wow, that is certainly surprising.\To think that Seijoh would be eliminated.\Precisely. With Oikawa-kun at the lead, they are an extremely well-balanced team,\so it's sad that we won't be seeing them in the finals.\Come on! Show us a little more!\We actually won!\Yeah! Yeah! response:	Stop showing just Seijoh!
context: Wow, that is certainly surprising.\To think that Seijoh would be eliminated.\Precisely. With Oikawa-kun at the lead, they are an extremely well-balanced team,\so it's sad that we won't be seeing them in the finals.\Come on! Show us a little more!\We actually won!\Yeah! Yeah!\Stop showing just Seijoh! response:	This happens every time.
context: To think that Seijoh would be eliminated.\Precisely. With Oikawa-kun at the lead, they are an extremely well-balanced team,\so it's sad that we won't be seeing them in the finals.\Come on! Show us a little more!\We actually won!\Yeah! Yeah!\Stop showing just Seijoh!\This happens every time. response:	The lost in the semifinals. What do you expect?
context: Precisely. With Oikawa-kun at the lead, they are an extremely well-balanced team,\so it's sad that we won't be seeing them in the finals.\Come on! Show us a little more!\We actually won!\Yeah! Yeah!\Stop showing just Seijoh!\This happens every time.\The lost in the semifinals. What do you expect? response:	Semifinals, Round 2 The Champions' Dignity
context: so it's sad that we won't be seeing them in the finals.\Come on! Show us a little more!\We actually won!\Yeah! Yeah!\Stop showing just Seijoh!\This happens every time.\The lost in the semifinals. What do you expect?\Semifinals, Round 2 The Champions' Dignity response:	Next, we have the second round of the semifinals.
context: Come on! Show us a little more!\We actually won!\Yeah! Yeah!\Stop showing just Seijoh!\This happens every time.\The lost in the semifinals. What do you expect?\Semifinals, Round 2 The Champions' Dignity\Next, we have the second round of the semifinals. response:	In this match, the school garnering attention rightfully won,
context: We actually won!\Yeah! Yeah!\Stop showing just Seijoh!\This happens every time.\The lost in the semifinals. What do you expect?\Semifinals, Round 2 The Champions' Dignity\Next, we have the second round of the semifinals.\In this match, the school garnering attention rightfully won, response:	and moved toward the finals.
context: Yeah! Yeah!\Stop showing just Seijoh!\This happens every time.\The lost in the semifinals. What do you expect?\Semifinals, Round 2 The Champions' Dignity\Next, we have the second round of the semifinals.\In this match, the school garnering attention rightfully won,\and moved toward the finals. response:	Now the headliner arrives.
context: Stop showing just Seijoh!\This happens every time.\The lost in the semifinals. What do you expect?\Semifinals, Round 2 The Champions' Dignity\Next, we have the second round of the semifinals.\In this match, the school garnering attention rightfully won,\and moved toward the finals.\Now the headliner arrives. response:	It would be Shiratorizawa Academy,
context: This happens every time.\The lost in the semifinals. What do you expect?\Semifinals, Round 2 The Champions' Dignity\Next, we have the second round of the semifinals.\In this match, the school garnering attention rightfully won,\and moved toward the finals.\Now the headliner arrives.\It would be Shiratorizawa Academy, response:	that has won this tournament the last three years,
context: The lost in the semifinals. What do you expect?\Semifinals, Round 2 The Champions' Dignity\Next, we have the second round of the semifinals.\In this match, the school garnering attention rightfully won,\and moved toward the finals.\Now the headliner arrives.\It would be Shiratorizawa Academy,\that has won this tournament the last three years, response:	but is led by Ushijima Wakatoshi, who has played for the under-19 national team.
context: Semifinals, Round 2 The Champions' Dignity\Next, we have the second round of the semifinals.\In this match, the school garnering attention rightfully won,\and moved toward the finals.\Now the headliner arrives.\It would be Shiratorizawa Academy,\that has won this tournament the last three years,\but is led by Ushijima Wakatoshi, who has played for the under-19 national team. response:	Shiratorizawa Academy Kesenike West High School
context: Next, we have the second round of the semifinals.\In this match, the school garnering attention rightfully won,\and moved toward the finals.\Now the headliner arrives.\It would be Shiratorizawa Academy,\that has won this tournament the last three years,\but is led by Ushijima Wakatoshi, who has played for the under-19 national team.\Shiratorizawa Academy Kesenike West High School response:	Looks like they had no problems winning straight through the semifinals.
context: In this match, the school garnering attention rightfully won,\and moved toward the finals.\Now the headliner arrives.\It would be Shiratorizawa Academy,\that has won this tournament the last three years,\but is led by Ushijima Wakatoshi, who has played for the under-19 national team.\Shiratorizawa Academy Kesenike West High School\Looks like they had no problems winning straight through the semifinals. response:	Yes.
context: and moved toward the finals.\Now the headliner arrives.\It would be Shiratorizawa Academy,\that has won this tournament the last three years,\but is led by Ushijima Wakatoshi, who has played for the under-19 national team.\Shiratorizawa Academy Kesenike West High School\Looks like they had no problems winning straight through the semifinals.\Yes. response:	This year, they've gathered members that might just promise them victory at Nationals.
context: Now the headliner arrives.\It would be Shiratorizawa Academy,\that has won this tournament the last three years,\but is led by Ushijima Wakatoshi, who has played for the under-19 national team.\Shiratorizawa Academy Kesenike West High School\Looks like they had no problems winning straight through the semifinals.\Yes.\This year, they've gathered members that might just promise them victory at Nationals. response:	I think we can expect great things from them.
context: It would be Shiratorizawa Academy,\that has won this tournament the last three years,\but is led by Ushijima Wakatoshi, who has played for the under-19 national team.\Shiratorizawa Academy Kesenike West High School\Looks like they had no problems winning straight through the semifinals.\Yes.\This year, they've gathered members that might just promise them victory at Nationals.\I think we can expect great things from them. response:	It'll be interesting to see how high Karasuno can climb
context: that has won this tournament the last three years,\but is led by Ushijima Wakatoshi, who has played for the under-19 national team.\Shiratorizawa Academy Kesenike West High School\Looks like they had no problems winning straight through the semifinals.\Yes.\This year, they've gathered members that might just promise them victory at Nationals.\I think we can expect great things from them.\It'll be interesting to see how high Karasuno can climb response:	against the powerful Shiratorizawa Academy.
context: but is led by Ushijima Wakatoshi, who has played for the under-19 national team.\Shiratorizawa Academy Kesenike West High School\Looks like they had no problems winning straight through the semifinals.\Yes.\This year, they've gathered members that might just promise them victory at Nationals.\I think we can expect great things from them.\It'll be interesting to see how high Karasuno can climb\against the powerful Shiratorizawa Academy. response:	You can watch the finals live on this channel, tomorrow at 11 AM.
context: Shiratorizawa Academy Kesenike West High School\Looks like they had no problems winning straight through the semifinals.\Yes.\This year, they've gathered members that might just promise them victory at Nationals.\I think we can expect great things from them.\It'll be interesting to see how high Karasuno can climb\against the powerful Shiratorizawa Academy.\You can watch the finals live on this channel, tomorrow at 11 AM. response:	Tomorrow: Volleyball Spring Tournament Finals: 11:00 Live!
context: Looks like they had no problems winning straight through the semifinals.\Yes.\This year, they've gathered members that might just promise them victory at Nationals.\I think we can expect great things from them.\It'll be interesting to see how high Karasuno can climb\against the powerful Shiratorizawa Academy.\You can watch the finals live on this channel, tomorrow at 11 AM.\Tomorrow: Volleyball Spring Tournament Finals: 11:00 Live! response:	The match that will determine the Miyagi Prefecture representative...
context: Yes.\This year, they've gathered members that might just promise them victory at Nationals.\I think we can expect great things from them.\It'll be interesting to see how high Karasuno can climb\against the powerful Shiratorizawa Academy.\You can watch the finals live on this channel, tomorrow at 11 AM.\Tomorrow: Volleyball Spring Tournament Finals: 11:00 Live!\The match that will determine the Miyagi Prefecture representative... response:	Be sure not to miss it!
context: This year, they've gathered members that might just promise them victory at Nationals.\I think we can expect great things from them.\It'll be interesting to see how high Karasuno can climb\against the powerful Shiratorizawa Academy.\You can watch the finals live on this channel, tomorrow at 11 AM.\Tomorrow: Volleyball Spring Tournament Finals: 11:00 Live!\The match that will determine the Miyagi Prefecture representative...\Be sure not to miss it! response:	Now, then. We'll be going against Shiratorizawa tomorrow, but...
context: I think we can expect great things from them.\It'll be interesting to see how high Karasuno can climb\against the powerful Shiratorizawa Academy.\You can watch the finals live on this channel, tomorrow at 11 AM.\Tomorrow: Volleyball Spring Tournament Finals: 11:00 Live!\The match that will determine the Miyagi Prefecture representative...\Be sure not to miss it!\Now, then. We'll be going against Shiratorizawa tomorrow, but... response:	In the three years since Oikawa joined Aoba Johsai,
context: It'll be interesting to see how high Karasuno can climb\against the powerful Shiratorizawa Academy.\You can watch the finals live on this channel, tomorrow at 11 AM.\Tomorrow: Volleyball Spring Tournament Finals: 11:00 Live!\The match that will determine the Miyagi Prefecture representative...\Be sure not to miss it!\Now, then. We'll be going against Shiratorizawa tomorrow, but...\In the three years since Oikawa joined Aoba Johsai, response:	they have never beaten Shiratorizawa.
context: against the powerful Shiratorizawa Academy.\You can watch the finals live on this channel, tomorrow at 11 AM.\Tomorrow: Volleyball Spring Tournament Finals: 11:00 Live!\The match that will determine the Miyagi Prefecture representative...\Be sure not to miss it!\Now, then. We'll be going against Shiratorizawa tomorrow, but...\In the three years since Oikawa joined Aoba Johsai,\they have never beaten Shiratorizawa. response:	Not even once.
context: You can watch the finals live on this channel, tomorrow at 11 AM.\Tomorrow: Volleyball Spring Tournament Finals: 11:00 Live!\The match that will determine the Miyagi Prefecture representative...\Be sure not to miss it!\Now, then. We'll be going against Shiratorizawa tomorrow, but...\In the three years since Oikawa joined Aoba Johsai,\they have never beaten Shiratorizawa.\Not even once. response:	They are undoubtedly the undefeated champions.
context: Tomorrow: Volleyball Spring Tournament Finals: 11:00 Live!\The match that will determine the Miyagi Prefecture representative...\Be sure not to miss it!\Now, then. We'll be going against Shiratorizawa tomorrow, but...\In the three years since Oikawa joined Aoba Johsai,\they have never beaten Shiratorizawa.\Not even once.\They are undoubtedly the undefeated champions. response:	Of course, there's Ushijima,
context: The match that will determine the Miyagi Prefecture representative...\Be sure not to miss it!\Now, then. We'll be going against Shiratorizawa tomorrow, but...\In the three years since Oikawa joined Aoba Johsai,\they have never beaten Shiratorizawa.\Not even once.\They are undoubtedly the undefeated champions.\Of course, there's Ushijima, response:	but there are plenty of others that are top in the prefecture.
context: Be sure not to miss it!\Now, then. We'll be going against Shiratorizawa tomorrow, but...\In the three years since Oikawa joined Aoba Johsai,\they have never beaten Shiratorizawa.\Not even once.\They are undoubtedly the undefeated champions.\Of course, there's Ushijima,\but there are plenty of others that are top in the prefecture. response:	It's no fluke that they are top in the prefecture.
context: Now, then. We'll be going against Shiratorizawa tomorrow, but...\In the three years since Oikawa joined Aoba Johsai,\they have never beaten Shiratorizawa.\Not even once.\They are undoubtedly the undefeated champions.\Of course, there's Ushijima,\but there are plenty of others that are top in the prefecture.\It's no fluke that they are top in the prefecture. response:	Shiratorizawa is far stronger than you can even imagine.
context: In the three years since Oikawa joined Aoba Johsai,\they have never beaten Shiratorizawa.\Not even once.\They are undoubtedly the undefeated champions.\Of course, there's Ushijima,\but there are plenty of others that are top in the prefecture.\It's no fluke that they are top in the prefecture.\Shiratorizawa is far stronger than you can even imagine. response:	No one actually thinks we're going to win.
context: they have never beaten Shiratorizawa.\Not even once.\They are undoubtedly the undefeated champions.\Of course, there's Ushijima,\but there are plenty of others that are top in the prefecture.\It's no fluke that they are top in the prefecture.\Shiratorizawa is far stronger than you can even imagine.\No one actually thinks we're going to win. response:	Huh?
context: Not even once.\They are undoubtedly the undefeated champions.\Of course, there's Ushijima,\but there are plenty of others that are top in the prefecture.\It's no fluke that they are top in the prefecture.\Shiratorizawa is far stronger than you can even imagine.\No one actually thinks we're going to win.\Huh? response:	What is it, Hinata?
context: They are undoubtedly the undefeated champions.\Of course, there's Ushijima,\but there are plenty of others that are top in the prefecture.\It's no fluke that they are top in the prefecture.\Shiratorizawa is far stronger than you can even imagine.\No one actually thinks we're going to win.\Huh?\What is it, Hinata? response:	That doesn't matter!
context: Of course, there's Ushijima,\but there are plenty of others that are top in the prefecture.\It's no fluke that they are top in the prefecture.\Shiratorizawa is far stronger than you can even imagine.\No one actually thinks we're going to win.\Huh?\What is it, Hinata?\That doesn't matter! response:	I think...
context: but there are plenty of others that are top in the prefecture.\It's no fluke that they are top in the prefecture.\Shiratorizawa is far stronger than you can even imagine.\No one actually thinks we're going to win.\Huh?\What is it, Hinata?\That doesn't matter!\I think... response:	Hey, don't talk to the coach like that!
context: It's no fluke that they are top in the prefecture.\Shiratorizawa is far stronger than you can even imagine.\No one actually thinks we're going to win.\Huh?\What is it, Hinata?\That doesn't matter!\I think...\Hey, don't talk to the coach like that! response:	Oh, uh... I didn't mean it like that...
context: Shiratorizawa is far stronger than you can even imagine.\No one actually thinks we're going to win.\Huh?\What is it, Hinata?\That doesn't matter!\I think...\Hey, don't talk to the coach like that!\Oh, uh... I didn't mean it like that... response:	Just say it.
context: No one actually thinks we're going to win.\Huh?\What is it, Hinata?\That doesn't matter!\I think...\Hey, don't talk to the coach like that!\Oh, uh... I didn't mean it like that...\Just say it. response:	R-Right.
context: Huh?\What is it, Hinata?\That doesn't matter!\I think...\Hey, don't talk to the coach like that!\Oh, uh... I didn't mean it like that...\Just say it.\R-Right. response:	No one thought that we were going to beat Seijoh, either.
context: What is it, Hinata?\That doesn't matter!\I think...\Hey, don't talk to the coach like that!\Oh, uh... I didn't mean it like that...\Just say it.\R-Right.\No one thought that we were going to beat Seijoh, either. response:	That's why it doesn't matter...
context: That doesn't matter!\I think...\Hey, don't talk to the coach like that!\Oh, uh... I didn't mean it like that...\Just say it.\R-Right.\No one thought that we were going to beat Seijoh, either.\That's why it doesn't matter... response:	I think.
context: I think...\Hey, don't talk to the coach like that!\Oh, uh... I didn't mean it like that...\Just say it.\R-Right.\No one thought that we were going to beat Seijoh, either.\That's why it doesn't matter...\I think. response:	Tomorrow, we're going to be the challengers again.
context: Hey, don't talk to the coach like that!\Oh, uh... I didn't mean it like that...\Just say it.\R-Right.\No one thought that we were going to beat Seijoh, either.\That's why it doesn't matter...\I think.\Tomorrow, we're going to be the challengers again. response:	Let's turn the tables on them.
context: Oh, uh... I didn't mean it like that...\Just say it.\R-Right.\No one thought that we were going to beat Seijoh, either.\That's why it doesn't matter...\I think.\Tomorrow, we're going to be the challengers again.\Let's turn the tables on them. response:	Right!
context: Just say it.\R-Right.\No one thought that we were going to beat Seijoh, either.\That's why it doesn't matter...\I think.\Tomorrow, we're going to be the challengers again.\Let's turn the tables on them.\Right! response:	The fallen powerhouse. The flightless crows.
context: R-Right.\No one thought that we were going to beat Seijoh, either.\That's why it doesn't matter...\I think.\Tomorrow, we're going to be the challengers again.\Let's turn the tables on them.\Right!\The fallen powerhouse. The flightless crows. response:	There's no one to call you that anymore.
context: No one thought that we were going to beat Seijoh, either.\That's why it doesn't matter...\I think.\Tomorrow, we're going to be the challengers again.\Let's turn the tables on them.\Right!\The fallen powerhouse. The flightless crows.\There's no one to call you that anymore. response:	Birds with the wind in their wings are flying across the great blue sky right now.
context: That's why it doesn't matter...\I think.\Tomorrow, we're going to be the challengers again.\Let's turn the tables on them.\Right!\The fallen powerhouse. The flightless crows.\There's no one to call you that anymore.\Birds with the wind in their wings are flying across the great blue sky right now. response:	And all of you should be able to make it!
context: I think.\Tomorrow, we're going to be the challengers again.\Let's turn the tables on them.\Right!\The fallen powerhouse. The flightless crows.\There's no one to call you that anymore.\Birds with the wind in their wings are flying across the great blue sky right now.\And all of you should be able to make it! response:	To the highest limit,
context: Tomorrow, we're going to be the challengers again.\Let's turn the tables on them.\Right!\The fallen powerhouse. The flightless crows.\There's no one to call you that anymore.\Birds with the wind in their wings are flying across the great blue sky right now.\And all of you should be able to make it!\To the highest limit, response:	Karasuno High School Volleyball Club
context: Let's turn the tables on them.\Right!\The fallen powerhouse. The flightless crows.\There's no one to call you that anymore.\Birds with the wind in their wings are flying across the great blue sky right now.\And all of you should be able to make it!\To the highest limit,\Karasuno High School Volleyball Club response:	to the farthest limit!
context: Right!\The fallen powerhouse. The flightless crows.\There's no one to call you that anymore.\Birds with the wind in their wings are flying across the great blue sky right now.\And all of you should be able to make it!\To the highest limit,\Karasuno High School Volleyball Club\to the farthest limit! response:	Now, everyone. The time has come!
context: The fallen powerhouse. The flightless crows.\There's no one to call you that anymore.\Birds with the wind in their wings are flying across the great blue sky right now.\And all of you should be able to make it!\To the highest limit,\Karasuno High School Volleyball Club\to the farthest limit!\Now, everyone. The time has come! response:	Let's win tomorrow and make it to nationals!
