context: Gravity wave interferometer has detected a strong fluctuation. response:	It's beginning.
context: This is for royalty only!\Just let me on!\The destruction of the old world is proceeding smoothly.\I need you all to protect Aura until the space-time merger is complete.\Got it?\Yes, master.\I heard from Sala-san earlier.\Aura and Aurora both mean light in the old language. response:	Yeah?
context: Just let me on!\The destruction of the old world is proceeding smoothly.\I need you all to protect Aura until the space-time merger is complete.\Got it?\Yes, master.\I heard from Sala-san earlier.\Aura and Aurora both mean light in the old language.\Yeah? response:	Bring light back into a world shrouded by darkness.
context: The destruction of the old world is proceeding smoothly.\I need you all to protect Aura until the space-time merger is complete.\Got it?\Yes, master.\I heard from Sala-san earlier.\Aura and Aurora both mean light in the old language.\Yeah?\Bring light back into a world shrouded by darkness. response:	Let's get home alive, Ange.
context: I need you all to protect Aura until the space-time merger is complete.\Got it?\Yes, master.\I heard from Sala-san earlier.\Aura and Aurora both mean light in the old language.\Yeah?\Bring light back into a world shrouded by darkness.\Let's get home alive, Ange. response:	I promise to protect you.
context: Got it?\Yes, master.\I heard from Sala-san earlier.\Aura and Aurora both mean light in the old language.\Yeah?\Bring light back into a world shrouded by darkness.\Let's get home alive, Ange.\I promise to protect you. response:	You keep protecting me.
context: Yes, master.\I heard from Sala-san earlier.\Aura and Aurora both mean light in the old language.\Yeah?\Bring light back into a world shrouded by darkness.\Let's get home alive, Ange.\I promise to protect you.\You keep protecting me. response:	Is there anything I can do for you?
context: I heard from Sala-san earlier.\Aura and Aurora both mean light in the old language.\Yeah?\Bring light back into a world shrouded by darkness.\Let's get home alive, Ange.\I promise to protect you.\You keep protecting me.\Is there anything I can do for you? response:	As long as you're safe, that's good enough.
context: Aura and Aurora both mean light in the old language.\Yeah?\Bring light back into a world shrouded by darkness.\Let's get home alive, Ange.\I promise to protect you.\You keep protecting me.\Is there anything I can do for you?\As long as you're safe, that's good enough. response:	Don't give me that.
context: Yeah?\Bring light back into a world shrouded by darkness.\Let's get home alive, Ange.\I promise to protect you.\You keep protecting me.\Is there anything I can do for you?\As long as you're safe, that's good enough.\Don't give me that. response:	Then, uh, maybe you can
context: Bring light back into a world shrouded by darkness.\Let's get home alive, Ange.\I promise to protect you.\You keep protecting me.\Is there anything I can do for you?\As long as you're safe, that's good enough.\Don't give me that.\Then, uh, maybe you can response:	give me a good luck charm of some kind or something.
context: Let's get home alive, Ange.\I promise to protect you.\You keep protecting me.\Is there anything I can do for you?\As long as you're safe, that's good enough.\Don't give me that.\Then, uh, maybe you can\give me a good luck charm of some kind or something. response:	I don't really have anything.
context: I promise to protect you.\You keep protecting me.\Is there anything I can do for you?\As long as you're safe, that's good enough.\Don't give me that.\Then, uh, maybe you can\give me a good luck charm of some kind or something.\I don't really have anything. response:	Look away.
context: You keep protecting me.\Is there anything I can do for you?\As long as you're safe, that's good enough.\Don't give me that.\Then, uh, maybe you can\give me a good luck charm of some kind or something.\I don't really have anything.\Look away. response:	Got it?
context: Is there anything I can do for you?\As long as you're safe, that's good enough.\Don't give me that.\Then, uh, maybe you can\give me a good luck charm of some kind or something.\I don't really have anything.\Look away.\Got it? response:	Okay.
context: As long as you're safe, that's good enough.\Don't give me that.\Then, uh, maybe you can\give me a good luck charm of some kind or something.\I don't really have anything.\Look away.\Got it?\Okay. response:	This is the best I can do.
context: Don't give me that.\Then, uh, maybe you can\give me a good luck charm of some kind or something.\I don't really have anything.\Look away.\Got it?\Okay.\This is the best I can do. response:	It's warm.
context: Then, uh, maybe you can\give me a good luck charm of some kind or something.\I don't really have anything.\Look away.\Got it?\Okay.\This is the best I can do.\It's warm. response:	No looking!
context: give me a good luck charm of some kind or something.\I don't really have anything.\Look away.\Got it?\Okay.\This is the best I can do.\It's warm.\No looking! response:	No pulling it out!
context: I don't really have anything.\Look away.\Got it?\Okay.\This is the best I can do.\It's warm.\No looking!\No pulling it out! response:	No checking!
context: Look away.\Got it?\Okay.\This is the best I can do.\It's warm.\No looking!\No pulling it out!\No checking! response:	Bring it back, got it?
context: Got it?\Okay.\This is the best I can do.\It's warm.\No looking!\No pulling it out!\No checking!\Bring it back, got it? response:	Or I'll catch a cold.
context: Okay.\This is the best I can do.\It's warm.\No looking!\No pulling it out!\No checking!\Bring it back, got it?\Or I'll catch a cold. response:	It's not...
context: This is the best I can do.\It's warm.\No looking!\No pulling it out!\No checking!\Bring it back, got it?\Or I'll catch a cold.\It's not... response:	I'll have to give it back to her.
context: It's warm.\No looking!\No pulling it out!\No checking!\Bring it back, got it?\Or I'll catch a cold.\It's not...\I'll have to give it back to her. response:	Enemy fleet acquired.
context: No looking!\No pulling it out!\No checking!\Bring it back, got it?\Or I'll catch a cold.\It's not...\I'll have to give it back to her.\Enemy fleet acquired. response:	Everyone, can you hear?
context: No pulling it out!\No checking!\Bring it back, got it?\Or I'll catch a cold.\It's not...\I'll have to give it back to her.\Enemy fleet acquired.\Everyone, can you hear? response:	I'm Captain General Ange.
context: No checking!\Bring it back, got it?\Or I'll catch a cold.\It's not...\I'll have to give it back to her.\Enemy fleet acquired.\Everyone, can you hear?\I'm Captain General Ange. response:	We're going to attack the Empire of Misurugi.
context: Bring it back, got it?\Or I'll catch a cold.\It's not...\I'll have to give it back to her.\Enemy fleet acquired.\Everyone, can you hear?\I'm Captain General Ange.\We're going to attack the Empire of Misurugi. response:	We'll charge into the Dawn Pillar to stop the space-time merger.
context: Or I'll catch a cold.\It's not...\I'll have to give it back to her.\Enemy fleet acquired.\Everyone, can you hear?\I'm Captain General Ange.\We're going to attack the Empire of Misurugi.\We'll charge into the Dawn Pillar to stop the space-time merger. response:	We Norma, so-called anti-social monsters,
context: It's not...\I'll have to give it back to her.\Enemy fleet acquired.\Everyone, can you hear?\I'm Captain General Ange.\We're going to attack the Empire of Misurugi.\We'll charge into the Dawn Pillar to stop the space-time merger.\We Norma, so-called anti-social monsters, response:	and their enemies, the People of Aura...
context: I'll have to give it back to her.\Enemy fleet acquired.\Everyone, can you hear?\I'm Captain General Ange.\We're going to attack the Empire of Misurugi.\We'll charge into the Dawn Pillar to stop the space-time merger.\We Norma, so-called anti-social monsters,\and their enemies, the People of Aura... response:	Those who follow us, and the Ancient People...
context: Enemy fleet acquired.\Everyone, can you hear?\I'm Captain General Ange.\We're going to attack the Empire of Misurugi.\We'll charge into the Dawn Pillar to stop the space-time merger.\We Norma, so-called anti-social monsters,\and their enemies, the People of Aura...\Those who follow us, and the Ancient People... response:	Isn't it wonderful that after suffering so much,
context: Everyone, can you hear?\I'm Captain General Ange.\We're going to attack the Empire of Misurugi.\We'll charge into the Dawn Pillar to stop the space-time merger.\We Norma, so-called anti-social monsters,\and their enemies, the People of Aura...\Those who follow us, and the Ancient People...\Isn't it wonderful that after suffering so much, response:	we can join forces to save the world?
context: I'm Captain General Ange.\We're going to attack the Empire of Misurugi.\We'll charge into the Dawn Pillar to stop the space-time merger.\We Norma, so-called anti-social monsters,\and their enemies, the People of Aura...\Those who follow us, and the Ancient People...\Isn't it wonderful that after suffering so much,\we can join forces to save the world? response:	Let's fight.
context: We're going to attack the Empire of Misurugi.\We'll charge into the Dawn Pillar to stop the space-time merger.\We Norma, so-called anti-social monsters,\and their enemies, the People of Aura...\Those who follow us, and the Ancient People...\Isn't it wonderful that after suffering so much,\we can join forces to save the world?\Let's fight. response:	So that we can one day live our own lives!
context: We'll charge into the Dawn Pillar to stop the space-time merger.\We Norma, so-called anti-social monsters,\and their enemies, the People of Aura...\Those who follow us, and the Ancient People...\Isn't it wonderful that after suffering so much,\we can join forces to save the world?\Let's fight.\So that we can one day live our own lives! response:	It wouldn't be like us to go down without a fight.
context: We Norma, so-called anti-social monsters,\and their enemies, the People of Aura...\Those who follow us, and the Ancient People...\Isn't it wonderful that after suffering so much,\we can join forces to save the world?\Let's fight.\So that we can one day live our own lives!\It wouldn't be like us to go down without a fight. response:	This is Operation Last Libertus.
context: and their enemies, the People of Aura...\Those who follow us, and the Ancient People...\Isn't it wonderful that after suffering so much,\we can join forces to save the world?\Let's fight.\So that we can one day live our own lives!\It wouldn't be like us to go down without a fight.\This is Operation Last Libertus. response:	Whether he's God or anything else, we'll kill him, win, and survive.
context: Those who follow us, and the Ancient People...\Isn't it wonderful that after suffering so much,\we can join forces to save the world?\Let's fight.\So that we can one day live our own lives!\It wouldn't be like us to go down without a fight.\This is Operation Last Libertus.\Whether he's God or anything else, we'll kill him, win, and survive. response:	All of us.
context: Isn't it wonderful that after suffering so much,\we can join forces to save the world?\Let's fight.\So that we can one day live our own lives!\It wouldn't be like us to go down without a fight.\This is Operation Last Libertus.\Whether he's God or anything else, we'll kill him, win, and survive.\All of us. response:	Launch cryo torpedoes!
context: we can join forces to save the world?\Let's fight.\So that we can one day live our own lives!\It wouldn't be like us to go down without a fight.\This is Operation Last Libertus.\Whether he's God or anything else, we'll kill him, win, and survive.\All of us.\Launch cryo torpedoes! response:	This one's on me.
context: Let's fight.\So that we can one day live our own lives!\It wouldn't be like us to go down without a fight.\This is Operation Last Libertus.\Whether he's God or anything else, we'll kill him, win, and survive.\All of us.\Launch cryo torpedoes!\This one's on me. response:	Fire all missiles!
context: So that we can one day live our own lives!\It wouldn't be like us to go down without a fight.\This is Operation Last Libertus.\Whether he's God or anything else, we'll kill him, win, and survive.\All of us.\Launch cryo torpedoes!\This one's on me.\Fire all missiles! response:	Roger. Fire all missiles!
context: It wouldn't be like us to go down without a fight.\This is Operation Last Libertus.\Whether he's God or anything else, we'll kill him, win, and survive.\All of us.\Launch cryo torpedoes!\This one's on me.\Fire all missiles!\Roger. Fire all missiles! response:	Oh?
context: This is Operation Last Libertus.\Whether he's God or anything else, we'll kill him, win, and survive.\All of us.\Launch cryo torpedoes!\This one's on me.\Fire all missiles!\Roger. Fire all missiles!\Oh? response:	We are approaching Misurugi's coast.
context: Whether he's God or anything else, we'll kill him, win, and survive.\All of us.\Launch cryo torpedoes!\This one's on me.\Fire all missiles!\Roger. Fire all missiles!\Oh?\We are approaching Misurugi's coast. response:	Switch all systems in aviation mode.
context: All of us.\Launch cryo torpedoes!\This one's on me.\Fire all missiles!\Roger. Fire all missiles!\Oh?\We are approaching Misurugi's coast.\Switch all systems in aviation mode. response:	Set engine output to 80.
context: Launch cryo torpedoes!\This one's on me.\Fire all missiles!\Roger. Fire all missiles!\Oh?\We are approaching Misurugi's coast.\Switch all systems in aviation mode.\Set engine output to 80. response:	Yes, ma'am.
context: This one's on me.\Fire all missiles!\Roger. Fire all missiles!\Oh?\We are approaching Misurugi's coast.\Switch all systems in aviation mode.\Set engine output to 80.\Yes, ma'am. response:	Deploy quantum field.
context: Fire all missiles!\Roger. Fire all missiles!\Oh?\We are approaching Misurugi's coast.\Switch all systems in aviation mode.\Set engine output to 80.\Yes, ma'am.\Deploy quantum field. response:	Deploying quantum field.
context: Roger. Fire all missiles!\Oh?\We are approaching Misurugi's coast.\Switch all systems in aviation mode.\Set engine output to 80.\Yes, ma'am.\Deploy quantum field.\Deploying quantum field. response:	A frontal assault.
context: Oh?\We are approaching Misurugi's coast.\Switch all systems in aviation mode.\Set engine output to 80.\Yes, ma'am.\Deploy quantum field.\Deploying quantum field.\A frontal assault. response:	How violent.
context: We are approaching Misurugi's coast.\Switch all systems in aviation mode.\Set engine output to 80.\Yes, ma'am.\Deploy quantum field.\Deploying quantum field.\A frontal assault.\How violent. response:	Ange, they're coming!
context: Switch all systems in aviation mode.\Set engine output to 80.\Yes, ma'am.\Deploy quantum field.\Deploying quantum field.\A frontal assault.\How violent.\Ange, they're coming! response:	All Para-mail units, sortie!
context: Set engine output to 80.\Yes, ma'am.\Deploy quantum field.\Deploying quantum field.\A frontal assault.\How violent.\Ange, they're coming!\All Para-mail units, sortie! response:	Yes, ma'am!
context: Yes, ma'am.\Deploy quantum field.\Deploying quantum field.\A frontal assault.\How violent.\Ange, they're coming!\All Para-mail units, sortie!\Yes, ma'am! response:	All units, release arresting gear.
context: Deploy quantum field.\Deploying quantum field.\A frontal assault.\How violent.\Ange, they're coming!\All Para-mail units, sortie!\Yes, ma'am!\All units, release arresting gear. response:	Ange, Salamandinay, ignite and lift off.
context: Deploying quantum field.\A frontal assault.\How violent.\Ange, they're coming!\All Para-mail units, sortie!\Yes, ma'am!\All units, release arresting gear.\Ange, Salamandinay, ignite and lift off. response:	Hilda, Vivian, ignite and lift off.
context: A frontal assault.\How violent.\Ange, they're coming!\All Para-mail units, sortie!\Yes, ma'am!\All units, release arresting gear.\Ange, Salamandinay, ignite and lift off.\Hilda, Vivian, ignite and lift off. response:	Sink!
context: How violent.\Ange, they're coming!\All Para-mail units, sortie!\Yes, ma'am!\All units, release arresting gear.\Ange, Salamandinay, ignite and lift off.\Hilda, Vivian, ignite and lift off.\Sink! response:	Ange?
context: Ange, they're coming!\All Para-mail units, sortie!\Yes, ma'am!\All units, release arresting gear.\Ange, Salamandinay, ignite and lift off.\Hilda, Vivian, ignite and lift off.\Sink!\Ange? response:	Let us move out, too.
context: All Para-mail units, sortie!\Yes, ma'am!\All units, release arresting gear.\Ange, Salamandinay, ignite and lift off.\Hilda, Vivian, ignite and lift off.\Sink!\Ange?\Let us move out, too. response:	Dawn Pillar approaching firing range.
context: Yes, ma'am!\All units, release arresting gear.\Ange, Salamandinay, ignite and lift off.\Hilda, Vivian, ignite and lift off.\Sink!\Ange?\Let us move out, too.\Dawn Pillar approaching firing range. response:	Charge cryo beam!
context: All units, release arresting gear.\Ange, Salamandinay, ignite and lift off.\Hilda, Vivian, ignite and lift off.\Sink!\Ange?\Let us move out, too.\Dawn Pillar approaching firing range.\Charge cryo beam! response:	Prepare to fire!
context: Ange, Salamandinay, ignite and lift off.\Hilda, Vivian, ignite and lift off.\Sink!\Ange?\Let us move out, too.\Dawn Pillar approaching firing range.\Charge cryo beam!\Prepare to fire! response:	Roger. Cryo beam, prepare to fire!
context: Hilda, Vivian, ignite and lift off.\Sink!\Ange?\Let us move out, too.\Dawn Pillar approaching firing range.\Charge cryo beam!\Prepare to fire!\Roger. Cryo beam, prepare to fire! response:	Enemy spotted forward of Dawn Pillar!
context: Sink!\Ange?\Let us move out, too.\Dawn Pillar approaching firing range.\Charge cryo beam!\Prepare to fire!\Roger. Cryo beam, prepare to fire!\Enemy spotted forward of Dawn Pillar! response:	Embryo.
context: Ange?\Let us move out, too.\Dawn Pillar approaching firing range.\Charge cryo beam!\Prepare to fire!\Roger. Cryo beam, prepare to fire!\Enemy spotted forward of Dawn Pillar!\Embryo. response:	Sink with the old world.
context: Let us move out, too.\Dawn Pillar approaching firing range.\Charge cryo beam!\Prepare to fire!\Roger. Cryo beam, prepare to fire!\Enemy spotted forward of Dawn Pillar!\Embryo.\Sink with the old world. response:	Sing, sing, the two wishes are now,
context: Dawn Pillar approaching firing range.\Charge cryo beam!\Prepare to fire!\Roger. Cryo beam, prepare to fire!\Enemy spotted forward of Dawn Pillar!\Embryo.\Sink with the old world.\Sing, sing, the two wishes are now, response:	Strongly, strongly shining in heavenly gold,
context: Charge cryo beam!\Prepare to fire!\Roger. Cryo beam, prepare to fire!\Enemy spotted forward of Dawn Pillar!\Embryo.\Sink with the old world.\Sing, sing, the two wishes are now,\Strongly, strongly shining in heavenly gold, response:	It's...
context: Prepare to fire!\Roger. Cryo beam, prepare to fire!\Enemy spotted forward of Dawn Pillar!\Embryo.\Sink with the old world.\Sing, sing, the two wishes are now,\Strongly, strongly shining in heavenly gold,\It's... response:	He's after the Aurora.
context: Roger. Cryo beam, prepare to fire!\Enemy spotted forward of Dawn Pillar!\Embryo.\Sink with the old world.\Sing, sing, the two wishes are now,\Strongly, strongly shining in heavenly gold,\It's...\He's after the Aurora. response:	Charge status?
context: Enemy spotted forward of Dawn Pillar!\Embryo.\Sink with the old world.\Sing, sing, the two wishes are now,\Strongly, strongly shining in heavenly gold,\It's...\He's after the Aurora.\Charge status? response:	74.
context: Embryo.\Sink with the old world.\Sing, sing, the two wishes are now,\Strongly, strongly shining in heavenly gold,\It's...\He's after the Aurora.\Charge status?\74. response:	It speaks of eternity.
context: Sink with the old world.\Sing, sing, the two wishes are now,\Strongly, strongly shining in heavenly gold,\It's...\He's after the Aurora.\Charge status?\74.\It speaks of eternity. response:	Ange.
context: Sing, sing, the two wishes are now,\Strongly, strongly shining in heavenly gold,\It's...\He's after the Aurora.\Charge status?\74.\It speaks of eternity.\Ange. response:	Energy charge at 98.
context: Strongly, strongly shining in heavenly gold,\It's...\He's after the Aurora.\Charge status?\74.\It speaks of eternity.\Ange.\Energy charge at 98. response:	N-Type Cryo Beam Destroyer Cannon, fire!
context: It's...\He's after the Aurora.\Charge status?\74.\It speaks of eternity.\Ange.\Energy charge at 98.\N-Type Cryo Beam Destroyer Cannon, fire! response:	Firing N-Type Cold Beam Destroyer Cannon!
context: He's after the Aurora.\Charge status?\74.\It speaks of eternity.\Ange.\Energy charge at 98.\N-Type Cryo Beam Destroyer Cannon, fire!\Firing N-Type Cold Beam Destroyer Cannon! response:	Help!
context: Charge status?\74.\It speaks of eternity.\Ange.\Energy charge at 98.\N-Type Cryo Beam Destroyer Cannon, fire!\Firing N-Type Cold Beam Destroyer Cannon!\Help! response:	That's the main shaft that leads to Aura!
context: 74.\It speaks of eternity.\Ange.\Energy charge at 98.\N-Type Cryo Beam Destroyer Cannon, fire!\Firing N-Type Cold Beam Destroyer Cannon!\Help!\That's the main shaft that leads to Aura! response:	All units, follow me!
context: It speaks of eternity.\Ange.\Energy charge at 98.\N-Type Cryo Beam Destroyer Cannon, fire!\Firing N-Type Cold Beam Destroyer Cannon!\Help!\That's the main shaft that leads to Aura!\All units, follow me! response:	Yes, ma'am!
context: Ange.\Energy charge at 98.\N-Type Cryo Beam Destroyer Cannon, fire!\Firing N-Type Cold Beam Destroyer Cannon!\Help!\That's the main shaft that leads to Aura!\All units, follow me!\Yes, ma'am! response:	When did she find such a thing?
context: Energy charge at 98.\N-Type Cryo Beam Destroyer Cannon, fire!\Firing N-Type Cold Beam Destroyer Cannon!\Help!\That's the main shaft that leads to Aura!\All units, follow me!\Yes, ma'am!\When did she find such a thing? response:	Embryo-kun, she's coming.
context: N-Type Cryo Beam Destroyer Cannon, fire!\Firing N-Type Cold Beam Destroyer Cannon!\Help!\That's the main shaft that leads to Aura!\All units, follow me!\Yes, ma'am!\When did she find such a thing?\Embryo-kun, she's coming. response:	Hm?
context: Firing N-Type Cold Beam Destroyer Cannon!\Help!\That's the main shaft that leads to Aura!\All units, follow me!\Yes, ma'am!\When did she find such a thing?\Embryo-kun, she's coming.\Hm? response:	Troops, intercept them.
context: Help!\That's the main shaft that leads to Aura!\All units, follow me!\Yes, ma'am!\When did she find such a thing?\Embryo-kun, she's coming.\Hm?\Troops, intercept them. response:	Yes, master.
context: That's the main shaft that leads to Aura!\All units, follow me!\Yes, ma'am!\When did she find such a thing?\Embryo-kun, she's coming.\Hm?\Troops, intercept them.\Yes, master. response:	Salia, you understand, correct?
context: All units, follow me!\Yes, ma'am!\When did she find such a thing?\Embryo-kun, she's coming.\Hm?\Troops, intercept them.\Yes, master.\Salia, you understand, correct? response:	Yes.
context: Yes, ma'am!\When did she find such a thing?\Embryo-kun, she's coming.\Hm?\Troops, intercept them.\Yes, master.\Salia, you understand, correct?\Yes. response:	Princess, to Aura!
context: When did she find such a thing?\Embryo-kun, she's coming.\Hm?\Troops, intercept them.\Yes, master.\Salia, you understand, correct?\Yes.\Princess, to Aura! response:	Yes.
context: Embryo-kun, she's coming.\Hm?\Troops, intercept them.\Yes, master.\Salia, you understand, correct?\Yes.\Princess, to Aura!\Yes. response:	You're back again?
context: Hm?\Troops, intercept them.\Yes, master.\Salia, you understand, correct?\Yes.\Princess, to Aura!\Yes.\You're back again? response:	Chris!
context: Troops, intercept them.\Yes, master.\Salia, you understand, correct?\Yes.\Princess, to Aura!\Yes.\You're back again?\Chris! response:	I'm taking you, if nothing else!
context: Yes, master.\Salia, you understand, correct?\Yes.\Princess, to Aura!\Yes.\You're back again?\Chris!\I'm taking you, if nothing else! response:	Rosalie!
context: Salia, you understand, correct?\Yes.\Princess, to Aura!\Yes.\You're back again?\Chris!\I'm taking you, if nothing else!\Rosalie! response:	It seems you were destined to reunite with me.
context: Yes.\Princess, to Aura!\Yes.\You're back again?\Chris!\I'm taking you, if nothing else!\Rosalie!\It seems you were destined to reunite with me. response:	Embryo.
context: Princess, to Aura!\Yes.\You're back again?\Chris!\I'm taking you, if nothing else!\Rosalie!\It seems you were destined to reunite with me.\Embryo. response:	Go, Ange! To Aura!
context: Yes.\You're back again?\Chris!\I'm taking you, if nothing else!\Rosalie!\It seems you were destined to reunite with me.\Embryo.\Go, Ange! To Aura! response:	Got it.
context: You're back again?\Chris!\I'm taking you, if nothing else!\Rosalie!\It seems you were destined to reunite with me.\Embryo.\Go, Ange! To Aura!\Got it. response:	Oh? You were alive.
context: Chris!\I'm taking you, if nothing else!\Rosalie!\It seems you were destined to reunite with me.\Embryo.\Go, Ange! To Aura!\Got it.\Oh? You were alive. response:	Ange's knight is invincible!
context: I'm taking you, if nothing else!\Rosalie!\It seems you were destined to reunite with me.\Embryo.\Go, Ange! To Aura!\Got it.\Oh? You were alive.\Ange's knight is invincible! response:	Salako!
context: Rosalie!\It seems you were destined to reunite with me.\Embryo.\Go, Ange! To Aura!\Got it.\Oh? You were alive.\Ange's knight is invincible!\Salako! response:	I've been waiting for you, Ange.
context: It seems you were destined to reunite with me.\Embryo.\Go, Ange! To Aura!\Got it.\Oh? You were alive.\Ange's knight is invincible!\Salako!\I've been waiting for you, Ange. response:	Salia.
context: Embryo.\Go, Ange! To Aura!\Got it.\Oh? You were alive.\Ange's knight is invincible!\Salako!\I've been waiting for you, Ange.\Salia. response:	Nonna!
context: Go, Ange! To Aura!\Got it.\Oh? You were alive.\Ange's knight is invincible!\Salako!\I've been waiting for you, Ange.\Salia.\Nonna! response:	Nonna!
context: Got it.\Oh? You were alive.\Ange's knight is invincible!\Salako!\I've been waiting for you, Ange.\Salia.\Nonna!\Nonna! response:	All right.
context: Oh? You were alive.\Ange's knight is invincible!\Salako!\I've been waiting for you, Ange.\Salia.\Nonna!\Nonna!\All right. response:	Onee-sama!
context: Ange's knight is invincible!\Salako!\I've been waiting for you, Ange.\Salia.\Nonna!\Nonna!\All right.\Onee-sama! response:	Are you hurt?
context: Salako!\I've been waiting for you, Ange.\Salia.\Nonna!\Nonna!\All right.\Onee-sama!\Are you hurt? response:	Jill.
context: I've been waiting for you, Ange.\Salia.\Nonna!\Nonna!\All right.\Onee-sama!\Are you hurt?\Jill. response:	Sorry to show you such a pathetic sight.
context: Salia.\Nonna!\Nonna!\All right.\Onee-sama!\Are you hurt?\Jill.\Sorry to show you such a pathetic sight. response:	Jill.
context: Nonna!\Nonna!\All right.\Onee-sama!\Are you hurt?\Jill.\Sorry to show you such a pathetic sight.\Jill. response:	I'm going.
context: Nonna!\All right.\Onee-sama!\Are you hurt?\Jill.\Sorry to show you such a pathetic sight.\Jill.\I'm going. response:	To achieve our Libertus.
context: All right.\Onee-sama!\Are you hurt?\Jill.\Sorry to show you such a pathetic sight.\Jill.\I'm going.\To achieve our Libertus. response:	Jasmine, open the launch deck.
context: Onee-sama!\Are you hurt?\Jill.\Sorry to show you such a pathetic sight.\Jill.\I'm going.\To achieve our Libertus.\Jasmine, open the launch deck. response:	You're going?
context: Are you hurt?\Jill.\Sorry to show you such a pathetic sight.\Jill.\I'm going.\To achieve our Libertus.\Jasmine, open the launch deck.\You're going? response:	Yeah.
context: Jill.\Sorry to show you such a pathetic sight.\Jill.\I'm going.\To achieve our Libertus.\Jasmine, open the launch deck.\You're going?\Yeah. response:	Releasing upper hatch.
context: Sorry to show you such a pathetic sight.\Jill.\I'm going.\To achieve our Libertus.\Jasmine, open the launch deck.\You're going?\Yeah.\Releasing upper hatch. response:	Air traffic controllers evacuate.
context: Jill.\I'm going.\To achieve our Libertus.\Jasmine, open the launch deck.\You're going?\Yeah.\Releasing upper hatch.\Air traffic controllers evacuate. response:	I haven't forgiven you.
context: I'm going.\To achieve our Libertus.\Jasmine, open the launch deck.\You're going?\Yeah.\Releasing upper hatch.\Air traffic controllers evacuate.\I haven't forgiven you. response:	So you better listen to me rant when you get back.
context: To achieve our Libertus.\Jasmine, open the launch deck.\You're going?\Yeah.\Releasing upper hatch.\Air traffic controllers evacuate.\I haven't forgiven you.\So you better listen to me rant when you get back. response:	Alektra, moving out.
context: Jasmine, open the launch deck.\You're going?\Yeah.\Releasing upper hatch.\Air traffic controllers evacuate.\I haven't forgiven you.\So you better listen to me rant when you get back.\Alektra, moving out. response:	Jill, ignite and lift off.
context: You're going?\Yeah.\Releasing upper hatch.\Air traffic controllers evacuate.\I haven't forgiven you.\So you better listen to me rant when you get back.\Alektra, moving out.\Jill, ignite and lift off. response:	Damn, Commander!
context: Yeah.\Releasing upper hatch.\Air traffic controllers evacuate.\I haven't forgiven you.\So you better listen to me rant when you get back.\Alektra, moving out.\Jill, ignite and lift off.\Damn, Commander! response:	I'm in a hurry here!
context: Releasing upper hatch.\Air traffic controllers evacuate.\I haven't forgiven you.\So you better listen to me rant when you get back.\Alektra, moving out.\Jill, ignite and lift off.\Damn, Commander!\I'm in a hurry here! response:	Hey, Ange, what do you think the new world will be like?
context: Air traffic controllers evacuate.\I haven't forgiven you.\So you better listen to me rant when you get back.\Alektra, moving out.\Jill, ignite and lift off.\Damn, Commander!\I'm in a hurry here!\Hey, Ange, what do you think the new world will be like? response:	It's a world where you don't exist!
context: I haven't forgiven you.\So you better listen to me rant when you get back.\Alektra, moving out.\Jill, ignite and lift off.\Damn, Commander!\I'm in a hurry here!\Hey, Ange, what do you think the new world will be like?\It's a world where you don't exist! response:	Embryo-ojisama...
context: So you better listen to me rant when you get back.\Alektra, moving out.\Jill, ignite and lift off.\Damn, Commander!\I'm in a hurry here!\Hey, Ange, what do you think the new world will be like?\It's a world where you don't exist!\Embryo-ojisama... response:	What a sad child.
context: Alektra, moving out.\Jill, ignite and lift off.\Damn, Commander!\I'm in a hurry here!\Hey, Ange, what do you think the new world will be like?\It's a world where you don't exist!\Embryo-ojisama...\What a sad child. response:	It was Julio that killed your father, and yet...
context: Jill, ignite and lift off.\Damn, Commander!\I'm in a hurry here!\Hey, Ange, what do you think the new world will be like?\It's a world where you don't exist!\Embryo-ojisama...\What a sad child.\It was Julio that killed your father, and yet... response:	There! Princess Sylvia!
context: Damn, Commander!\I'm in a hurry here!\Hey, Ange, what do you think the new world will be like?\It's a world where you don't exist!\Embryo-ojisama...\What a sad child.\It was Julio that killed your father, and yet...\There! Princess Sylvia! response:	Sylvia-sama, help us!
context: I'm in a hurry here!\Hey, Ange, what do you think the new world will be like?\It's a world where you don't exist!\Embryo-ojisama...\What a sad child.\It was Julio that killed your father, and yet...\There! Princess Sylvia!\Sylvia-sama, help us! response:	Aren't there shelters and escape ships here?
context: Hey, Ange, what do you think the new world will be like?\It's a world where you don't exist!\Embryo-ojisama...\What a sad child.\It was Julio that killed your father, and yet...\There! Princess Sylvia!\Sylvia-sama, help us!\Aren't there shelters and escape ships here? response:	We didn't get any warning from the government!
context: It's a world where you don't exist!\Embryo-ojisama...\What a sad child.\It was Julio that killed your father, and yet...\There! Princess Sylvia!\Sylvia-sama, help us!\Aren't there shelters and escape ships here?\We didn't get any warning from the government! response:	I don't know anything about that.
context: Embryo-ojisama...\What a sad child.\It was Julio that killed your father, and yet...\There! Princess Sylvia!\Sylvia-sama, help us!\Aren't there shelters and escape ships here?\We didn't get any warning from the government!\I don't know anything about that. response:	Why didn't you royals do anything?
context: What a sad child.\It was Julio that killed your father, and yet...\There! Princess Sylvia!\Sylvia-sama, help us!\Aren't there shelters and escape ships here?\We didn't get any warning from the government!\I don't know anything about that.\Why didn't you royals do anything? response:	Do something!
