context: A request? response:	For me?
context: I want to see.\There's so many males on the list.\-Well, you are at that age. -So?\Don't you think it's time you get married?\-What's that supposed to mean? -You're our only child.\We want you to come back and get married.\Quit your Doll job and move back in with us.\That's why you brought me back here? By lying to me? response:	You lied to us, too!
context: There's so many males on the list.\-Well, you are at that age. -So?\Don't you think it's time you get married?\-What's that supposed to mean? -You're our only child.\We want you to come back and get married.\Quit your Doll job and move back in with us.\That's why you brought me back here? By lying to me?\You lied to us, too! response:	The most popular Doll in Leiden?
context: -Well, you are at that age. -So?\Don't you think it's time you get married?\-What's that supposed to mean? -You're our only child.\We want you to come back and get married.\Quit your Doll job and move back in with us.\That's why you brought me back here? By lying to me?\You lied to us, too!\The most popular Doll in Leiden? response:	That's enough.
context: Don't you think it's time you get married?\-What's that supposed to mean? -You're our only child.\We want you to come back and get married.\Quit your Doll job and move back in with us.\That's why you brought me back here? By lying to me?\You lied to us, too!\The most popular Doll in Leiden?\That's enough. response:	In any case, we're throwing you this birthday party.
context: -What's that supposed to mean? -You're our only child.\We want you to come back and get married.\Quit your Doll job and move back in with us.\That's why you brought me back here? By lying to me?\You lied to us, too!\The most popular Doll in Leiden?\That's enough.\In any case, we're throwing you this birthday party. response:	Violet, please type this guest list.
context: We want you to come back and get married.\Quit your Doll job and move back in with us.\That's why you brought me back here? By lying to me?\You lied to us, too!\The most popular Doll in Leiden?\That's enough.\In any case, we're throwing you this birthday party.\Violet, please type this guest list. response:	Copy that.
context: Quit your Doll job and move back in with us.\That's why you brought me back here? By lying to me?\You lied to us, too!\The most popular Doll in Leiden?\That's enough.\In any case, we're throwing you this birthday party.\Violet, please type this guest list.\Copy that. response:	Eamonn Snow.
context: That's why you brought me back here? By lying to me?\You lied to us, too!\The most popular Doll in Leiden?\That's enough.\In any case, we're throwing you this birthday party.\Violet, please type this guest list.\Copy that.\Eamonn Snow. response:	Don't send one to him.
context: You lied to us, too!\The most popular Doll in Leiden?\That's enough.\In any case, we're throwing you this birthday party.\Violet, please type this guest list.\Copy that.\Eamonn Snow.\Don't send one to him. response:	Even though his name is on the list?
context: The most popular Doll in Leiden?\That's enough.\In any case, we're throwing you this birthday party.\Violet, please type this guest list.\Copy that.\Eamonn Snow.\Don't send one to him.\Even though his name is on the list? response:	Yes.
context: That's enough.\In any case, we're throwing you this birthday party.\Violet, please type this guest list.\Copy that.\Eamonn Snow.\Don't send one to him.\Even though his name is on the list?\Yes. response:	-Why? -Just because.
context: In any case, we're throwing you this birthday party.\Violet, please type this guest list.\Copy that.\Eamonn Snow.\Don't send one to him.\Even though his name is on the list?\Yes.\-Why? -Just because. response:	Your parents are the ones who chose these guests.
context: Violet, please type this guest list.\Copy that.\Eamonn Snow.\Don't send one to him.\Even though his name is on the list?\Yes.\-Why? -Just because.\Your parents are the ones who chose these guests. response:	I don't believe you have the right to remove him from the list.
context: Copy that.\Eamonn Snow.\Don't send one to him.\Even though his name is on the list?\Yes.\-Why? -Just because.\Your parents are the ones who chose these guests.\I don't believe you have the right to remove him from the list. response:	Just do what I say.
context: Eamonn Snow.\Don't send one to him.\Even though his name is on the list?\Yes.\-Why? -Just because.\Your parents are the ones who chose these guests.\I don't believe you have the right to remove him from the list.\Just do what I say. response:	-But... -I'm the one who was requested!
context: Don't send one to him.\Even though his name is on the list?\Yes.\-Why? -Just because.\Your parents are the ones who chose these guests.\I don't believe you have the right to remove him from the list.\Just do what I say.\-But... -I'm the one who was requested! response:	You're just my stand-in. Got it?
context: Even though his name is on the list?\Yes.\-Why? -Just because.\Your parents are the ones who chose these guests.\I don't believe you have the right to remove him from the list.\Just do what I say.\-But... -I'm the one who was requested!\You're just my stand-in. Got it? response:	Thank you.
context: Yes.\-Why? -Just because.\Your parents are the ones who chose these guests.\I don't believe you have the right to remove him from the list.\Just do what I say.\-But... -I'm the one who was requested!\You're just my stand-in. Got it?\Thank you. response:	I finished delivering my share.
context: -Why? -Just because.\Your parents are the ones who chose these guests.\I don't believe you have the right to remove him from the list.\Just do what I say.\-But... -I'm the one who was requested!\You're just my stand-in. Got it?\Thank you.\I finished delivering my share. response:	I have just finished as well.
context: Your parents are the ones who chose these guests.\I don't believe you have the right to remove him from the list.\Just do what I say.\-But... -I'm the one who was requested!\You're just my stand-in. Got it?\Thank you.\I finished delivering my share.\I have just finished as well. response:	Why don't you come over and have dinner?
context: I don't believe you have the right to remove him from the list.\Just do what I say.\-But... -I'm the one who was requested!\You're just my stand-in. Got it?\Thank you.\I finished delivering my share.\I have just finished as well.\Why don't you come over and have dinner? response:	Although, there isn't much we can offer you out here.
context: Just do what I say.\-But... -I'm the one who was requested!\You're just my stand-in. Got it?\Thank you.\I finished delivering my share.\I have just finished as well.\Why don't you come over and have dinner?\Although, there isn't much we can offer you out here. response:	I do not require much in regards to hospitality.
context: -But... -I'm the one who was requested!\You're just my stand-in. Got it?\Thank you.\I finished delivering my share.\I have just finished as well.\Why don't you come over and have dinner?\Although, there isn't much we can offer you out here.\I do not require much in regards to hospitality. response:	What? Well...
context: You're just my stand-in. Got it?\Thank you.\I finished delivering my share.\I have just finished as well.\Why don't you come over and have dinner?\Although, there isn't much we can offer you out here.\I do not require much in regards to hospitality.\What? Well... response:	And while I do not have much evidence to base it on...
context: Thank you.\I finished delivering my share.\I have just finished as well.\Why don't you come over and have dinner?\Although, there isn't much we can offer you out here.\I do not require much in regards to hospitality.\What? Well...\And while I do not have much evidence to base it on... response:	This view seems like a great example of wonderful hospitality.
context: I finished delivering my share.\I have just finished as well.\Why don't you come over and have dinner?\Although, there isn't much we can offer you out here.\I do not require much in regards to hospitality.\What? Well...\And while I do not have much evidence to base it on...\This view seems like a great example of wonderful hospitality. response:	-Here you go. -Thank you.
context: I have just finished as well.\Why don't you come over and have dinner?\Although, there isn't much we can offer you out here.\I do not require much in regards to hospitality.\What? Well...\And while I do not have much evidence to base it on...\This view seems like a great example of wonderful hospitality.\-Here you go. -Thank you. response:	Happy birthday, Iris.
context: Why don't you come over and have dinner?\Although, there isn't much we can offer you out here.\I do not require much in regards to hospitality.\What? Well...\And while I do not have much evidence to base it on...\This view seems like a great example of wonderful hospitality.\-Here you go. -Thank you.\Happy birthday, Iris. response:	Thanks.
context: Although, there isn't much we can offer you out here.\I do not require much in regards to hospitality.\What? Well...\And while I do not have much evidence to base it on...\This view seems like a great example of wonderful hospitality.\-Here you go. -Thank you.\Happy birthday, Iris.\Thanks. response:	Is your arm okay?
context: I do not require much in regards to hospitality.\What? Well...\And while I do not have much evidence to base it on...\This view seems like a great example of wonderful hospitality.\-Here you go. -Thank you.\Happy birthday, Iris.\Thanks.\Is your arm okay? response:	Yeah, it's totally fine!
context: What? Well...\And while I do not have much evidence to base it on...\This view seems like a great example of wonderful hospitality.\-Here you go. -Thank you.\Happy birthday, Iris.\Thanks.\Is your arm okay?\Yeah, it's totally fine! response:	-I heard you became a Doll in Leiden. -Really? That's so cool!
context: And while I do not have much evidence to base it on...\This view seems like a great example of wonderful hospitality.\-Here you go. -Thank you.\Happy birthday, Iris.\Thanks.\Is your arm okay?\Yeah, it's totally fine!\-I heard you became a Doll in Leiden. -Really? That's so cool! response:	Well...
context: This view seems like a great example of wonderful hospitality.\-Here you go. -Thank you.\Happy birthday, Iris.\Thanks.\Is your arm okay?\Yeah, it's totally fine!\-I heard you became a Doll in Leiden. -Really? That's so cool!\Well... response:	Iris!
context: -Here you go. -Thank you.\Happy birthday, Iris.\Thanks.\Is your arm okay?\Yeah, it's totally fine!\-I heard you became a Doll in Leiden. -Really? That's so cool!\Well...\Iris! response:	You have a second?
context: Happy birthday, Iris.\Thanks.\Is your arm okay?\Yeah, it's totally fine!\-I heard you became a Doll in Leiden. -Really? That's so cool!\Well...\Iris!\You have a second? response:	Talk to you later then.
context: Thanks.\Is your arm okay?\Yeah, it's totally fine!\-I heard you became a Doll in Leiden. -Really? That's so cool!\Well...\Iris!\You have a second?\Talk to you later then. response:	-Yes. -Sorry about this.
context: Is your arm okay?\Yeah, it's totally fine!\-I heard you became a Doll in Leiden. -Really? That's so cool!\Well...\Iris!\You have a second?\Talk to you later then.\-Yes. -Sorry about this. response:	Do you remember them?
context: Yeah, it's totally fine!\-I heard you became a Doll in Leiden. -Really? That's so cool!\Well...\Iris!\You have a second?\Talk to you later then.\-Yes. -Sorry about this.\Do you remember them? response:	Montgomery just got his teaching certification exam.
context: -I heard you became a Doll in Leiden. -Really? That's so cool!\Well...\Iris!\You have a second?\Talk to you later then.\-Yes. -Sorry about this.\Do you remember them?\Montgomery just got his teaching certification exam. response:	And Hans is training to become a cobbler.
context: Well...\Iris!\You have a second?\Talk to you later then.\-Yes. -Sorry about this.\Do you remember them?\Montgomery just got his teaching certification exam.\And Hans is training to become a cobbler. response:	Oh, Eamonn!
context: Iris!\You have a second?\Talk to you later then.\-Yes. -Sorry about this.\Do you remember them?\Montgomery just got his teaching certification exam.\And Hans is training to become a cobbler.\Oh, Eamonn! response:	Long time no see.
context: You have a second?\Talk to you later then.\-Yes. -Sorry about this.\Do you remember them?\Montgomery just got his teaching certification exam.\And Hans is training to become a cobbler.\Oh, Eamonn!\Long time no see. response:	I'm sorry I'm late.
context: Talk to you later then.\-Yes. -Sorry about this.\Do you remember them?\Montgomery just got his teaching certification exam.\And Hans is training to become a cobbler.\Oh, Eamonn!\Long time no see.\I'm sorry I'm late. response:	Iris, happy birthday.
context: -Yes. -Sorry about this.\Do you remember them?\Montgomery just got his teaching certification exam.\And Hans is training to become a cobbler.\Oh, Eamonn!\Long time no see.\I'm sorry I'm late.\Iris, happy birthday. response:	Why are you here?
context: Do you remember them?\Montgomery just got his teaching certification exam.\And Hans is training to become a cobbler.\Oh, Eamonn!\Long time no see.\I'm sorry I'm late.\Iris, happy birthday.\Why are you here? response:	Because...
context: Montgomery just got his teaching certification exam.\And Hans is training to become a cobbler.\Oh, Eamonn!\Long time no see.\I'm sorry I'm late.\Iris, happy birthday.\Why are you here?\Because... response:	I received an invitation.
context: And Hans is training to become a cobbler.\Oh, Eamonn!\Long time no see.\I'm sorry I'm late.\Iris, happy birthday.\Why are you here?\Because...\I received an invitation. response:	You sent him one?
context: Oh, Eamonn!\Long time no see.\I'm sorry I'm late.\Iris, happy birthday.\Why are you here?\Because...\I received an invitation.\You sent him one? response:	After I went to confirm with your mother, I was instructed to send him one.
context: Long time no see.\I'm sorry I'm late.\Iris, happy birthday.\Why are you here?\Because...\I received an invitation.\You sent him one?\After I went to confirm with your mother, I was instructed to send him one. response:	Iris?
context: I'm sorry I'm late.\Iris, happy birthday.\Why are you here?\Because...\I received an invitation.\You sent him one?\After I went to confirm with your mother, I was instructed to send him one.\Iris? response:	Iris!
context: Iris, happy birthday.\Why are you here?\Because...\I received an invitation.\You sent him one?\After I went to confirm with your mother, I was instructed to send him one.\Iris?\Iris! response:	It's all because you sent him an invitation.
context: Why are you here?\Because...\I received an invitation.\You sent him one?\After I went to confirm with your mother, I was instructed to send him one.\Iris?\Iris!\It's all because you sent him an invitation. response:	What is the connection between that and suddenly feeling ill?
context: Because...\I received an invitation.\You sent him one?\After I went to confirm with your mother, I was instructed to send him one.\Iris?\Iris!\It's all because you sent him an invitation.\What is the connection between that and suddenly feeling ill? response:	I asked you not to send it.
context: I received an invitation.\You sent him one?\After I went to confirm with your mother, I was instructed to send him one.\Iris?\Iris!\It's all because you sent him an invitation.\What is the connection between that and suddenly feeling ill?\I asked you not to send it. response:	-Why did you do that? -I simply accomplished my mission.
context: You sent him one?\After I went to confirm with your mother, I was instructed to send him one.\Iris?\Iris!\It's all because you sent him an invitation.\What is the connection between that and suddenly feeling ill?\I asked you not to send it.\-Why did you do that? -I simply accomplished my mission. response:	I didn't want to see him.
context: After I went to confirm with your mother, I was instructed to send him one.\Iris?\Iris!\It's all because you sent him an invitation.\What is the connection between that and suddenly feeling ill?\I asked you not to send it.\-Why did you do that? -I simply accomplished my mission.\I didn't want to see him. response:	Why not?
context: Iris?\Iris!\It's all because you sent him an invitation.\What is the connection between that and suddenly feeling ill?\I asked you not to send it.\-Why did you do that? -I simply accomplished my mission.\I didn't want to see him.\Why not? response:	I cannot understand if you do not explain your reason.
context: Iris!\It's all because you sent him an invitation.\What is the connection between that and suddenly feeling ill?\I asked you not to send it.\-Why did you do that? -I simply accomplished my mission.\I didn't want to see him.\Why not?\I cannot understand if you do not explain your reason. response:	He rejected me before!
context: It's all because you sent him an invitation.\What is the connection between that and suddenly feeling ill?\I asked you not to send it.\-Why did you do that? -I simply accomplished my mission.\I didn't want to see him.\Why not?\I cannot understand if you do not explain your reason.\He rejected me before! response:	Do you mean that you approached him romantically,
context: What is the connection between that and suddenly feeling ill?\I asked you not to send it.\-Why did you do that? -I simply accomplished my mission.\I didn't want to see him.\Why not?\I cannot understand if you do not explain your reason.\He rejected me before!\Do you mean that you approached him romantically, response:	but you were rejected?
context: I asked you not to send it.\-Why did you do that? -I simply accomplished my mission.\I didn't want to see him.\Why not?\I cannot understand if you do not explain your reason.\He rejected me before!\Do you mean that you approached him romantically,\but you were rejected? response:	You expressed your affection, but you were turned down?
context: -Why did you do that? -I simply accomplished my mission.\I didn't want to see him.\Why not?\I cannot understand if you do not explain your reason.\He rejected me before!\Do you mean that you approached him romantically,\but you were rejected?\You expressed your affection, but you were turned down? response:	Yeah!
context: I didn't want to see him.\Why not?\I cannot understand if you do not explain your reason.\He rejected me before!\Do you mean that you approached him romantically,\but you were rejected?\You expressed your affection, but you were turned down?\Yeah! response:	That's exactly what that means!
context: Why not?\I cannot understand if you do not explain your reason.\He rejected me before!\Do you mean that you approached him romantically,\but you were rejected?\You expressed your affection, but you were turned down?\Yeah!\That's exactly what that means! response:	I can't believe Iris.
context: I cannot understand if you do not explain your reason.\He rejected me before!\Do you mean that you approached him romantically,\but you were rejected?\You expressed your affection, but you were turned down?\Yeah!\That's exactly what that means!\I can't believe Iris. response:	I'm sorry.
context: He rejected me before!\Do you mean that you approached him romantically,\but you were rejected?\You expressed your affection, but you were turned down?\Yeah!\That's exactly what that means!\I can't believe Iris.\I'm sorry. response:	Ms. Violet.
context: Do you mean that you approached him romantically,\but you were rejected?\You expressed your affection, but you were turned down?\Yeah!\That's exactly what that means!\I can't believe Iris.\I'm sorry.\Ms. Violet. response:	How is Iris doing?
context: but you were rejected?\You expressed your affection, but you were turned down?\Yeah!\That's exactly what that means!\I can't believe Iris.\I'm sorry.\Ms. Violet.\How is Iris doing? response:	She is crying.
context: You expressed your affection, but you were turned down?\Yeah!\That's exactly what that means!\I can't believe Iris.\I'm sorry.\Ms. Violet.\How is Iris doing?\She is crying. response:	She's crying? Why?
context: Yeah!\That's exactly what that means!\I can't believe Iris.\I'm sorry.\Ms. Violet.\How is Iris doing?\She is crying.\She's crying? Why? response:	Did something happen to her?
context: That's exactly what that means!\I can't believe Iris.\I'm sorry.\Ms. Violet.\How is Iris doing?\She is crying.\She's crying? Why?\Did something happen to her? response:	Iris?
context: I can't believe Iris.\I'm sorry.\Ms. Violet.\How is Iris doing?\She is crying.\She's crying? Why?\Did something happen to her?\Iris? response:	Iris? Are you okay?
context: I'm sorry.\Ms. Violet.\How is Iris doing?\She is crying.\She's crying? Why?\Did something happen to her?\Iris?\Iris? Are you okay? response:	Cheer up.
context: Ms. Violet.\How is Iris doing?\She is crying.\She's crying? Why?\Did something happen to her?\Iris?\Iris? Are you okay?\Cheer up. response:	We'll find someone better for...
context: How is Iris doing?\She is crying.\She's crying? Why?\Did something happen to her?\Iris?\Iris? Are you okay?\Cheer up.\We'll find someone better for... response:	You're still talking about that? This is all because of that party.
context: She is crying.\She's crying? Why?\Did something happen to her?\Iris?\Iris? Are you okay?\Cheer up.\We'll find someone better for...\You're still talking about that? This is all because of that party. response:	I wish I never came back!
context: She's crying? Why?\Did something happen to her?\Iris?\Iris? Are you okay?\Cheer up.\We'll find someone better for...\You're still talking about that? This is all because of that party.\I wish I never came back! response:	I brought you dinner.
context: Did something happen to her?\Iris?\Iris? Are you okay?\Cheer up.\We'll find someone better for...\You're still talking about that? This is all because of that party.\I wish I never came back!\I brought you dinner. response:	Did you tell everyone?
context: Iris?\Iris? Are you okay?\Cheer up.\We'll find someone better for...\You're still talking about that? This is all because of that party.\I wish I never came back!\I brought you dinner.\Did you tell everyone? response:	-Tell them what? -About Eamonn!
context: Iris? Are you okay?\Cheer up.\We'll find someone better for...\You're still talking about that? This is all because of that party.\I wish I never came back!\I brought you dinner.\Did you tell everyone?\-Tell them what? -About Eamonn! response:	-Yes, I did. -Why did you do that?
context: Cheer up.\We'll find someone better for...\You're still talking about that? This is all because of that party.\I wish I never came back!\I brought you dinner.\Did you tell everyone?\-Tell them what? -About Eamonn!\-Yes, I did. -Why did you do that? response:	I did not think it was a secret.
context: We'll find someone better for...\You're still talking about that? This is all because of that party.\I wish I never came back!\I brought you dinner.\Did you tell everyone?\-Tell them what? -About Eamonn!\-Yes, I did. -Why did you do that?\I did not think it was a secret. response:	And they were all very concerned about you.
context: You're still talking about that? This is all because of that party.\I wish I never came back!\I brought you dinner.\Did you tell everyone?\-Tell them what? -About Eamonn!\-Yes, I did. -Why did you do that?\I did not think it was a secret.\And they were all very concerned about you. response:	That's not a...
context: I wish I never came back!\I brought you dinner.\Did you tell everyone?\-Tell them what? -About Eamonn!\-Yes, I did. -Why did you do that?\I did not think it was a secret.\And they were all very concerned about you.\That's not a... response:	You really don't understand other people's feelings, do you?
context: I brought you dinner.\Did you tell everyone?\-Tell them what? -About Eamonn!\-Yes, I did. -Why did you do that?\I did not think it was a secret.\And they were all very concerned about you.\That's not a...\You really don't understand other people's feelings, do you? response:	I am very sorry.
context: Did you tell everyone?\-Tell them what? -About Eamonn!\-Yes, I did. -Why did you do that?\I did not think it was a secret.\And they were all very concerned about you.\That's not a...\You really don't understand other people's feelings, do you?\I am very sorry. response:	I thought I had come to understand emotions better.
context: -Tell them what? -About Eamonn!\-Yes, I did. -Why did you do that?\I did not think it was a secret.\And they were all very concerned about you.\That's not a...\You really don't understand other people's feelings, do you?\I am very sorry.\I thought I had come to understand emotions better. response:	But people have very complex and sensitive emotions.
context: -Yes, I did. -Why did you do that?\I did not think it was a secret.\And they were all very concerned about you.\That's not a...\You really don't understand other people's feelings, do you?\I am very sorry.\I thought I had come to understand emotions better.\But people have very complex and sensitive emotions. response:	Not everyone can express how they truly feel.
context: I did not think it was a secret.\And they were all very concerned about you.\That's not a...\You really don't understand other people's feelings, do you?\I am very sorry.\I thought I had come to understand emotions better.\But people have very complex and sensitive emotions.\Not everyone can express how they truly feel. response:	They end up contradicting themselves or lying,
context: And they were all very concerned about you.\That's not a...\You really don't understand other people's feelings, do you?\I am very sorry.\I thought I had come to understand emotions better.\But people have very complex and sensitive emotions.\Not everyone can express how they truly feel.\They end up contradicting themselves or lying, response:	which makes it very difficult for me...
context: That's not a...\You really don't understand other people's feelings, do you?\I am very sorry.\I thought I had come to understand emotions better.\But people have very complex and sensitive emotions.\Not everyone can express how they truly feel.\They end up contradicting themselves or lying,\which makes it very difficult for me... response:	to understand what's true and what's not.
context: You really don't understand other people's feelings, do you?\I am very sorry.\I thought I had come to understand emotions better.\But people have very complex and sensitive emotions.\Not everyone can express how they truly feel.\They end up contradicting themselves or lying,\which makes it very difficult for me...\to understand what's true and what's not. response:	I am truly sorry.
context: I am very sorry.\I thought I had come to understand emotions better.\But people have very complex and sensitive emotions.\Not everyone can express how they truly feel.\They end up contradicting themselves or lying,\which makes it very difficult for me...\to understand what's true and what's not.\I am truly sorry. response:	Stop bowing.
context: I thought I had come to understand emotions better.\But people have very complex and sensitive emotions.\Not everyone can express how they truly feel.\They end up contradicting themselves or lying,\which makes it very difficult for me...\to understand what's true and what's not.\I am truly sorry.\Stop bowing. response:	I know you didn't mean any harm.
context: But people have very complex and sensitive emotions.\Not everyone can express how they truly feel.\They end up contradicting themselves or lying,\which makes it very difficult for me...\to understand what's true and what's not.\I am truly sorry.\Stop bowing.\I know you didn't mean any harm. response:	It's not like I always know how other people feel either.
context: Not everyone can express how they truly feel.\They end up contradicting themselves or lying,\which makes it very difficult for me...\to understand what's true and what's not.\I am truly sorry.\Stop bowing.\I know you didn't mean any harm.\It's not like I always know how other people feel either. response:	Is that true?
context: They end up contradicting themselves or lying,\which makes it very difficult for me...\to understand what's true and what's not.\I am truly sorry.\Stop bowing.\I know you didn't mean any harm.\It's not like I always know how other people feel either.\Is that true? response:	Yeah.
context: which makes it very difficult for me...\to understand what's true and what's not.\I am truly sorry.\Stop bowing.\I know you didn't mean any harm.\It's not like I always know how other people feel either.\Is that true?\Yeah. response:	Eamonn is a childhood friend.
context: to understand what's true and what's not.\I am truly sorry.\Stop bowing.\I know you didn't mean any harm.\It's not like I always know how other people feel either.\Is that true?\Yeah.\Eamonn is a childhood friend. response:	He was always very kind to me. I loved him for the longest time,
context: I am truly sorry.\Stop bowing.\I know you didn't mean any harm.\It's not like I always know how other people feel either.\Is that true?\Yeah.\Eamonn is a childhood friend.\He was always very kind to me. I loved him for the longest time, response:	and I just assumed he had feelings for me, too.
context: Stop bowing.\I know you didn't mean any harm.\It's not like I always know how other people feel either.\Is that true?\Yeah.\Eamonn is a childhood friend.\He was always very kind to me. I loved him for the longest time,\and I just assumed he had feelings for me, too. response:	I wondered why he didn't confess to me.
context: I know you didn't mean any harm.\It's not like I always know how other people feel either.\Is that true?\Yeah.\Eamonn is a childhood friend.\He was always very kind to me. I loved him for the longest time,\and I just assumed he had feelings for me, too.\I wondered why he didn't confess to me. response:	Which is why I told him before we graduated.
context: It's not like I always know how other people feel either.\Is that true?\Yeah.\Eamonn is a childhood friend.\He was always very kind to me. I loved him for the longest time,\and I just assumed he had feelings for me, too.\I wondered why he didn't confess to me.\Which is why I told him before we graduated. response:	I told him, I love you.
context: Is that true?\Yeah.\Eamonn is a childhood friend.\He was always very kind to me. I loved him for the longest time,\and I just assumed he had feelings for me, too.\I wondered why he didn't confess to me.\Which is why I told him before we graduated.\I told him, I love you. response:	But...
context: Yeah.\Eamonn is a childhood friend.\He was always very kind to me. I loved him for the longest time,\and I just assumed he had feelings for me, too.\I wondered why he didn't confess to me.\Which is why I told him before we graduated.\I told him, I love you.\But... response:	I'm sorry.
context: Eamonn is a childhood friend.\He was always very kind to me. I loved him for the longest time,\and I just assumed he had feelings for me, too.\I wondered why he didn't confess to me.\Which is why I told him before we graduated.\I told him, I love you.\But...\I'm sorry. response:	I only think of you as a friend.
context: He was always very kind to me. I loved him for the longest time,\and I just assumed he had feelings for me, too.\I wondered why he didn't confess to me.\Which is why I told him before we graduated.\I told him, I love you.\But...\I'm sorry.\I only think of you as a friend. response:	I wanted to disappear.
context: and I just assumed he had feelings for me, too.\I wondered why he didn't confess to me.\Which is why I told him before we graduated.\I told him, I love you.\But...\I'm sorry.\I only think of you as a friend.\I wanted to disappear. response:	I couldn't stay here anymore.
context: I wondered why he didn't confess to me.\Which is why I told him before we graduated.\I told him, I love you.\But...\I'm sorry.\I only think of you as a friend.\I wanted to disappear.\I couldn't stay here anymore. response:	Even though I wasn't a good writer, I studied hard...
context: Which is why I told him before we graduated.\I told him, I love you.\But...\I'm sorry.\I only think of you as a friend.\I wanted to disappear.\I couldn't stay here anymore.\Even though I wasn't a good writer, I studied hard... response:	and went to Leiden to become a Doll.
context: I told him, I love you.\But...\I'm sorry.\I only think of you as a friend.\I wanted to disappear.\I couldn't stay here anymore.\Even though I wasn't a good writer, I studied hard...\and went to Leiden to become a Doll. response:	One needs a lot of courage to say the words I love you.
context: But...\I'm sorry.\I only think of you as a friend.\I wanted to disappear.\I couldn't stay here anymore.\Even though I wasn't a good writer, I studied hard...\and went to Leiden to become a Doll.\One needs a lot of courage to say the words I love you. response:	Especially if the feeling isn't mutual and it makes you want to flee.
context: I'm sorry.\I only think of you as a friend.\I wanted to disappear.\I couldn't stay here anymore.\Even though I wasn't a good writer, I studied hard...\and went to Leiden to become a Doll.\One needs a lot of courage to say the words I love you.\Especially if the feeling isn't mutual and it makes you want to flee. response:	I wonder if it was the same...
context: I only think of you as a friend.\I wanted to disappear.\I couldn't stay here anymore.\Even though I wasn't a good writer, I studied hard...\and went to Leiden to become a Doll.\One needs a lot of courage to say the words I love you.\Especially if the feeling isn't mutual and it makes you want to flee.\I wonder if it was the same... response:	for the major then.
context: I wanted to disappear.\I couldn't stay here anymore.\Even though I wasn't a good writer, I studied hard...\and went to Leiden to become a Doll.\One needs a lot of courage to say the words I love you.\Especially if the feeling isn't mutual and it makes you want to flee.\I wonder if it was the same...\for the major then. response:	-Who's the major? -My superior officer.
context: I couldn't stay here anymore.\Even though I wasn't a good writer, I studied hard...\and went to Leiden to become a Doll.\One needs a lot of courage to say the words I love you.\Especially if the feeling isn't mutual and it makes you want to flee.\I wonder if it was the same...\for the major then.\-Who's the major? -My superior officer. response:	I became a Doll so I could understand what the major meant
context: Even though I wasn't a good writer, I studied hard...\and went to Leiden to become a Doll.\One needs a lot of courage to say the words I love you.\Especially if the feeling isn't mutual and it makes you want to flee.\I wonder if it was the same...\for the major then.\-Who's the major? -My superior officer.\I became a Doll so I could understand what the major meant response:	by I love you.
context: and went to Leiden to become a Doll.\One needs a lot of courage to say the words I love you.\Especially if the feeling isn't mutual and it makes you want to flee.\I wonder if it was the same...\for the major then.\-Who's the major? -My superior officer.\I became a Doll so I could understand what the major meant\by I love you. response:	I felt that I was finally able to learn a little bit about Violet.
context: One needs a lot of courage to say the words I love you.\Especially if the feeling isn't mutual and it makes you want to flee.\I wonder if it was the same...\for the major then.\-Who's the major? -My superior officer.\I became a Doll so I could understand what the major meant\by I love you.\I felt that I was finally able to learn a little bit about Violet. response:	The major provided his love to her who only knew the military.
context: Especially if the feeling isn't mutual and it makes you want to flee.\I wonder if it was the same...\for the major then.\-Who's the major? -My superior officer.\I became a Doll so I could understand what the major meant\by I love you.\I felt that I was finally able to learn a little bit about Violet.\The major provided his love to her who only knew the military. response:	And she is doing everything she can to figure out what that means,
context: I wonder if it was the same...\for the major then.\-Who's the major? -My superior officer.\I became a Doll so I could understand what the major meant\by I love you.\I felt that I was finally able to learn a little bit about Violet.\The major provided his love to her who only knew the military.\And she is doing everything she can to figure out what that means, response:	in her own way.
context: for the major then.\-Who's the major? -My superior officer.\I became a Doll so I could understand what the major meant\by I love you.\I felt that I was finally able to learn a little bit about Violet.\The major provided his love to her who only knew the military.\And she is doing everything she can to figure out what that means,\in her own way. response:	Hey, Ms. Auto Memory Doll.
context: -Who's the major? -My superior officer.\I became a Doll so I could understand what the major meant\by I love you.\I felt that I was finally able to learn a little bit about Violet.\The major provided his love to her who only knew the military.\And she is doing everything she can to figure out what that means,\in her own way.\Hey, Ms. Auto Memory Doll. response:	Can you write a letter for me?
context: I became a Doll so I could understand what the major meant\by I love you.\I felt that I was finally able to learn a little bit about Violet.\The major provided his love to her who only knew the military.\And she is doing everything she can to figure out what that means,\in her own way.\Hey, Ms. Auto Memory Doll.\Can you write a letter for me? response:	What type of letter?
context: by I love you.\I felt that I was finally able to learn a little bit about Violet.\The major provided his love to her who only knew the military.\And she is doing everything she can to figure out what that means,\in her own way.\Hey, Ms. Auto Memory Doll.\Can you write a letter for me?\What type of letter? response:	An apology letter to the people who attended the party.
context: I felt that I was finally able to learn a little bit about Violet.\The major provided his love to her who only knew the military.\And she is doing everything she can to figure out what that means,\in her own way.\Hey, Ms. Auto Memory Doll.\Can you write a letter for me?\What type of letter?\An apology letter to the people who attended the party. response:	Very well.
context: The major provided his love to her who only knew the military.\And she is doing everything she can to figure out what that means,\in her own way.\Hey, Ms. Auto Memory Doll.\Can you write a letter for me?\What type of letter?\An apology letter to the people who attended the party.\Very well. response:	Make sure it's a polite and heartfelt letter!
