context: Hey! Kirie! response:	The hell? Where did she run off to?
context: Looks like you don't have an umbrella ei...\Huh?!\Wh-what's the matter, Kirie?\N-no, it's just...\Come to think of it, she seems to get a little down on rainy days.\I came to the bookstore to do a bit of research, but I...\you always made the best grades in school, didn't you?\But I'm nowhere near as good as you. There's no way I could make my dream come... response:	Ah! I'm sorry. You don't want to hear about any of this, do you?
context: Huh?!\Wh-what's the matter, Kirie?\N-no, it's just...\Come to think of it, she seems to get a little down on rainy days.\I came to the bookstore to do a bit of research, but I...\you always made the best grades in school, didn't you?\But I'm nowhere near as good as you. There's no way I could make my dream come...\Ah! I'm sorry. You don't want to hear about any of this, do you? response:	No, that's not true at all.
context: Wh-what's the matter, Kirie?\N-no, it's just...\Come to think of it, she seems to get a little down on rainy days.\I came to the bookstore to do a bit of research, but I...\you always made the best grades in school, didn't you?\But I'm nowhere near as good as you. There's no way I could make my dream come...\Ah! I'm sorry. You don't want to hear about any of this, do you?\No, that's not true at all. response:	I think you're pretty great, Kirie.
context: N-no, it's just...\Come to think of it, she seems to get a little down on rainy days.\I came to the bookstore to do a bit of research, but I...\you always made the best grades in school, didn't you?\But I'm nowhere near as good as you. There's no way I could make my dream come...\Ah! I'm sorry. You don't want to hear about any of this, do you?\No, that's not true at all.\I think you're pretty great, Kirie. response:	H-huh?!
context: Come to think of it, she seems to get a little down on rainy days.\I came to the bookstore to do a bit of research, but I...\you always made the best grades in school, didn't you?\But I'm nowhere near as good as you. There's no way I could make my dream come...\Ah! I'm sorry. You don't want to hear about any of this, do you?\No, that's not true at all.\I think you're pretty great, Kirie.\H-huh?! response:	True, all I did in high school was study...
context: I came to the bookstore to do a bit of research, but I...\you always made the best grades in school, didn't you?\But I'm nowhere near as good as you. There's no way I could make my dream come...\Ah! I'm sorry. You don't want to hear about any of this, do you?\No, that's not true at all.\I think you're pretty great, Kirie.\H-huh?!\True, all I did in high school was study... response:	and, yeah, it paid off. But I never thought about what I'd do in the future.
context: you always made the best grades in school, didn't you?\But I'm nowhere near as good as you. There's no way I could make my dream come...\Ah! I'm sorry. You don't want to hear about any of this, do you?\No, that's not true at all.\I think you're pretty great, Kirie.\H-huh?!\True, all I did in high school was study...\and, yeah, it paid off. But I never thought about what I'd do in the future. response:	I just stuck to the route that was right in front of me.
context: But I'm nowhere near as good as you. There's no way I could make my dream come...\Ah! I'm sorry. You don't want to hear about any of this, do you?\No, that's not true at all.\I think you're pretty great, Kirie.\H-huh?!\True, all I did in high school was study...\and, yeah, it paid off. But I never thought about what I'd do in the future.\I just stuck to the route that was right in front of me. response:	I guess it's still sort of the same.
context: Ah! I'm sorry. You don't want to hear about any of this, do you?\No, that's not true at all.\I think you're pretty great, Kirie.\H-huh?!\True, all I did in high school was study...\and, yeah, it paid off. But I never thought about what I'd do in the future.\I just stuck to the route that was right in front of me.\I guess it's still sort of the same. response:	I-I... want to be a storybook author.
context: No, that's not true at all.\I think you're pretty great, Kirie.\H-huh?!\True, all I did in high school was study...\and, yeah, it paid off. But I never thought about what I'd do in the future.\I just stuck to the route that was right in front of me.\I guess it's still sort of the same.\I-I... want to be a storybook author. response:	I'm writing a book about my Master.
context: I think you're pretty great, Kirie.\H-huh?!\True, all I did in high school was study...\and, yeah, it paid off. But I never thought about what I'd do in the future.\I just stuck to the route that was right in front of me.\I guess it's still sort of the same.\I-I... want to be a storybook author.\I'm writing a book about my Master. response:	Huh?
context: H-huh?!\True, all I did in high school was study...\and, yeah, it paid off. But I never thought about what I'd do in the future.\I just stuck to the route that was right in front of me.\I guess it's still sort of the same.\I-I... want to be a storybook author.\I'm writing a book about my Master.\Huh? response:	M-meeting her has made me so happy, and has given me courage.
context: True, all I did in high school was study...\and, yeah, it paid off. But I never thought about what I'd do in the future.\I just stuck to the route that was right in front of me.\I guess it's still sort of the same.\I-I... want to be a storybook author.\I'm writing a book about my Master.\Huh?\M-meeting her has made me so happy, and has given me courage. response:	That's why, I want to share that with people everywhere!
context: and, yeah, it paid off. But I never thought about what I'd do in the future.\I just stuck to the route that was right in front of me.\I guess it's still sort of the same.\I-I... want to be a storybook author.\I'm writing a book about my Master.\Huh?\M-meeting her has made me so happy, and has given me courage.\That's why, I want to share that with people everywhere! response:	To tell people about my Master, through storybooks!
context: I just stuck to the route that was right in front of me.\I guess it's still sort of the same.\I-I... want to be a storybook author.\I'm writing a book about my Master.\Huh?\M-meeting her has made me so happy, and has given me courage.\That's why, I want to share that with people everywhere!\To tell people about my Master, through storybooks! response:	You'd be the only one who could do that huh, Kirie?
context: I guess it's still sort of the same.\I-I... want to be a storybook author.\I'm writing a book about my Master.\Huh?\M-meeting her has made me so happy, and has given me courage.\That's why, I want to share that with people everywhere!\To tell people about my Master, through storybooks!\You'd be the only one who could do that huh, Kirie? response:	Yes!
context: I-I... want to be a storybook author.\I'm writing a book about my Master.\Huh?\M-meeting her has made me so happy, and has given me courage.\That's why, I want to share that with people everywhere!\To tell people about my Master, through storybooks!\You'd be the only one who could do that huh, Kirie?\Yes! response:	Hey, Big Brother!
context: I'm writing a book about my Master.\Huh?\M-meeting her has made me so happy, and has given me courage.\That's why, I want to share that with people everywhere!\To tell people about my Master, through storybooks!\You'd be the only one who could do that huh, Kirie?\Yes!\Hey, Big Brother! response:	Umaru!
context: Huh?\M-meeting her has made me so happy, and has given me courage.\That's why, I want to share that with people everywhere!\To tell people about my Master, through storybooks!\You'd be the only one who could do that huh, Kirie?\Yes!\Hey, Big Brother!\Umaru! response:	I-I feel bad. I told you that you wouldn't need an umbrella...
context: M-meeting her has made me so happy, and has given me courage.\That's why, I want to share that with people everywhere!\To tell people about my Master, through storybooks!\You'd be the only one who could do that huh, Kirie?\Yes!\Hey, Big Brother!\Umaru!\I-I feel bad. I told you that you wouldn't need an umbrella... response:	Don't worry about it. And I'm glad you brought one for Kirie.
context: That's why, I want to share that with people everywhere!\To tell people about my Master, through storybooks!\You'd be the only one who could do that huh, Kirie?\Yes!\Hey, Big Brother!\Umaru!\I-I feel bad. I told you that you wouldn't need an umbrella...\Don't worry about it. And I'm glad you brought one for Kirie. response:	Hm? You happy about something, Brother?
context: To tell people about my Master, through storybooks!\You'd be the only one who could do that huh, Kirie?\Yes!\Hey, Big Brother!\Umaru!\I-I feel bad. I told you that you wouldn't need an umbrella...\Don't worry about it. And I'm glad you brought one for Kirie.\Hm? You happy about something, Brother? response:	I guess. I was just thinking, it's nice to take a different route sometimes.
context: You'd be the only one who could do that huh, Kirie?\Yes!\Hey, Big Brother!\Umaru!\I-I feel bad. I told you that you wouldn't need an umbrella...\Don't worry about it. And I'm glad you brought one for Kirie.\Hm? You happy about something, Brother?\I guess. I was just thinking, it's nice to take a different route sometimes. response:	Huh? We're going down the same street as always.
context: Yes!\Hey, Big Brother!\Umaru!\I-I feel bad. I told you that you wouldn't need an umbrella...\Don't worry about it. And I'm glad you brought one for Kirie.\Hm? You happy about something, Brother?\I guess. I was just thinking, it's nice to take a different route sometimes.\Huh? We're going down the same street as always. response:	That's not what I mean. Like, the bookstore...
context: Hey, Big Brother!\Umaru!\I-I feel bad. I told you that you wouldn't need an umbrella...\Don't worry about it. And I'm glad you brought one for Kirie.\Hm? You happy about something, Brother?\I guess. I was just thinking, it's nice to take a different route sometimes.\Huh? We're going down the same street as always.\That's not what I mean. Like, the bookstore... response:	Oh, that's right. My Fanitsu!
context: Umaru!\I-I feel bad. I told you that you wouldn't need an umbrella...\Don't worry about it. And I'm glad you brought one for Kirie.\Hm? You happy about something, Brother?\I guess. I was just thinking, it's nice to take a different route sometimes.\Huh? We're going down the same street as always.\That's not what I mean. Like, the bookstore...\Oh, that's right. My Fanitsu! response:	Oops.
context: I-I feel bad. I told you that you wouldn't need an umbrella...\Don't worry about it. And I'm glad you brought one for Kirie.\Hm? You happy about something, Brother?\I guess. I was just thinking, it's nice to take a different route sometimes.\Huh? We're going down the same street as always.\That's not what I mean. Like, the bookstore...\Oh, that's right. My Fanitsu!\Oops. response:	Eh? You didn't buy it?!
context: Don't worry about it. And I'm glad you brought one for Kirie.\Hm? You happy about something, Brother?\I guess. I was just thinking, it's nice to take a different route sometimes.\Huh? We're going down the same street as always.\That's not what I mean. Like, the bookstore...\Oh, that's right. My Fanitsu!\Oops.\Eh? You didn't buy it?! response:	I was so concerned about Kirie that I forgot all about it...
context: Hm? You happy about something, Brother?\I guess. I was just thinking, it's nice to take a different route sometimes.\Huh? We're going down the same street as always.\That's not what I mean. Like, the bookstore...\Oh, that's right. My Fanitsu!\Oops.\Eh? You didn't buy it?!\I was so concerned about Kirie that I forgot all about it... response:	Hey, c'mon what the heck?!
context: I guess. I was just thinking, it's nice to take a different route sometimes.\Huh? We're going down the same street as always.\That's not what I mean. Like, the bookstore...\Oh, that's right. My Fanitsu!\Oops.\Eh? You didn't buy it?!\I was so concerned about Kirie that I forgot all about it...\Hey, c'mon what the heck?! response:	Okay, now listen close, Ebina!
context: Huh? We're going down the same street as always.\That's not what I mean. Like, the bookstore...\Oh, that's right. My Fanitsu!\Oops.\Eh? You didn't buy it?!\I was so concerned about Kirie that I forgot all about it...\Hey, c'mon what the heck?!\Okay, now listen close, Ebina! response:	O-okay!
context: That's not what I mean. Like, the bookstore...\Oh, that's right. My Fanitsu!\Oops.\Eh? You didn't buy it?!\I was so concerned about Kirie that I forgot all about it...\Hey, c'mon what the heck?!\Okay, now listen close, Ebina!\O-okay! response:	We've used various means to make yourself more appealing to Taihei, but it's gotten you nowhere.
context: Oh, that's right. My Fanitsu!\Oops.\Eh? You didn't buy it?!\I was so concerned about Kirie that I forgot all about it...\Hey, c'mon what the heck?!\Okay, now listen close, Ebina!\O-okay!\We've used various means to make yourself more appealing to Taihei, but it's gotten you nowhere. response:	H-have we really used that many...?
context: Oops.\Eh? You didn't buy it?!\I was so concerned about Kirie that I forgot all about it...\Hey, c'mon what the heck?!\Okay, now listen close, Ebina!\O-okay!\We've used various means to make yourself more appealing to Taihei, but it's gotten you nowhere.\H-have we really used that many...? response:	But now, I have devised a plan that will bring you two together!
context: Eh? You didn't buy it?!\I was so concerned about Kirie that I forgot all about it...\Hey, c'mon what the heck?!\Okay, now listen close, Ebina!\O-okay!\We've used various means to make yourself more appealing to Taihei, but it's gotten you nowhere.\H-have we really used that many...?\But now, I have devised a plan that will bring you two together! response:	Kirie, you seem way more fired up than usual...
context: I was so concerned about Kirie that I forgot all about it...\Hey, c'mon what the heck?!\Okay, now listen close, Ebina!\O-okay!\We've used various means to make yourself more appealing to Taihei, but it's gotten you nowhere.\H-have we really used that many...?\But now, I have devised a plan that will bring you two together!\Kirie, you seem way more fired up than usual... response:	Hey, Kirie. Ebina.
context: Hey, c'mon what the heck?!\Okay, now listen close, Ebina!\O-okay!\We've used various means to make yourself more appealing to Taihei, but it's gotten you nowhere.\H-have we really used that many...?\But now, I have devised a plan that will bring you two together!\Kirie, you seem way more fired up than usual...\Hey, Kirie. Ebina. response:	Did your skate shoes fit okay?
context: Okay, now listen close, Ebina!\O-okay!\We've used various means to make yourself more appealing to Taihei, but it's gotten you nowhere.\H-have we really used that many...?\But now, I have devised a plan that will bring you two together!\Kirie, you seem way more fired up than usual...\Hey, Kirie. Ebina.\Did your skate shoes fit okay? response:	Y-yes! Th-they did!
context: O-okay!\We've used various means to make yourself more appealing to Taihei, but it's gotten you nowhere.\H-have we really used that many...?\But now, I have devised a plan that will bring you two together!\Kirie, you seem way more fired up than usual...\Hey, Kirie. Ebina.\Did your skate shoes fit okay?\Y-yes! Th-they did! response:	Sorry to keep you waiting!
context: We've used various means to make yourself more appealing to Taihei, but it's gotten you nowhere.\H-have we really used that many...?\But now, I have devised a plan that will bring you two together!\Kirie, you seem way more fired up than usual...\Hey, Kirie. Ebina.\Did your skate shoes fit okay?\Y-yes! Th-they did!\Sorry to keep you waiting! response:	Hey, Umaru, it looks like some pros have come to practice today.
context: H-have we really used that many...?\But now, I have devised a plan that will bring you two together!\Kirie, you seem way more fired up than usual...\Hey, Kirie. Ebina.\Did your skate shoes fit okay?\Y-yes! Th-they did!\Sorry to keep you waiting!\Hey, Umaru, it looks like some pros have come to practice today. response:	Things could get kinda dangerous.
context: But now, I have devised a plan that will bring you two together!\Kirie, you seem way more fired up than usual...\Hey, Kirie. Ebina.\Did your skate shoes fit okay?\Y-yes! Th-they did!\Sorry to keep you waiting!\Hey, Umaru, it looks like some pros have come to practice today.\Things could get kinda dangerous. response:	No, it'll be fine! They separate the pros and the amateurs.
context: Kirie, you seem way more fired up than usual...\Hey, Kirie. Ebina.\Did your skate shoes fit okay?\Y-yes! Th-they did!\Sorry to keep you waiting!\Hey, Umaru, it looks like some pros have come to practice today.\Things could get kinda dangerous.\No, it'll be fine! They separate the pros and the amateurs. response:	But it's not like it's walled off or anything, right?
context: Hey, Kirie. Ebina.\Did your skate shoes fit okay?\Y-yes! Th-they did!\Sorry to keep you waiting!\Hey, Umaru, it looks like some pros have come to practice today.\Things could get kinda dangerous.\No, it'll be fine! They separate the pros and the amateurs.\But it's not like it's walled off or anything, right? response:	I'm telling you, it'll be okay!
context: Did your skate shoes fit okay?\Y-yes! Th-they did!\Sorry to keep you waiting!\Hey, Umaru, it looks like some pros have come to practice today.\Things could get kinda dangerous.\No, it'll be fine! They separate the pros and the amateurs.\But it's not like it's walled off or anything, right?\I'm telling you, it'll be okay! response:	P-please, I'll be counting on you today!
context: Y-yes! Th-they did!\Sorry to keep you waiting!\Hey, Umaru, it looks like some pros have come to practice today.\Things could get kinda dangerous.\No, it'll be fine! They separate the pros and the amateurs.\But it's not like it's walled off or anything, right?\I'm telling you, it'll be okay!\P-please, I'll be counting on you today! response:	Same here, Ebina.
context: Sorry to keep you waiting!\Hey, Umaru, it looks like some pros have come to practice today.\Things could get kinda dangerous.\No, it'll be fine! They separate the pros and the amateurs.\But it's not like it's walled off or anything, right?\I'm telling you, it'll be okay!\P-please, I'll be counting on you today!\Same here, Ebina. response:	Yes, simple cause and effect: The thrill of skating practice will lead to the thrill of love!
context: Hey, Umaru, it looks like some pros have come to practice today.\Things could get kinda dangerous.\No, it'll be fine! They separate the pros and the amateurs.\But it's not like it's walled off or anything, right?\I'm telling you, it'll be okay!\P-please, I'll be counting on you today!\Same here, Ebina.\Yes, simple cause and effect: The thrill of skating practice will lead to the thrill of love! response:	Through teaching Ebina how to skate, those two will...!
context: Things could get kinda dangerous.\No, it'll be fine! They separate the pros and the amateurs.\But it's not like it's walled off or anything, right?\I'm telling you, it'll be okay!\P-please, I'll be counting on you today!\Same here, Ebina.\Yes, simple cause and effect: The thrill of skating practice will lead to the thrill of love!\Through teaching Ebina how to skate, those two will...! response:	And as their relationship progresses, Umaru and I will...!
context: No, it'll be fine! They separate the pros and the amateurs.\But it's not like it's walled off or anything, right?\I'm telling you, it'll be okay!\P-please, I'll be counting on you today!\Same here, Ebina.\Yes, simple cause and effect: The thrill of skating practice will lead to the thrill of love!\Through teaching Ebina how to skate, those two will...!\And as their relationship progresses, Umaru and I will...! response:	It's... it's so perfect, it's almost frightening!
context: But it's not like it's walled off or anything, right?\I'm telling you, it'll be okay!\P-please, I'll be counting on you today!\Same here, Ebina.\Yes, simple cause and effect: The thrill of skating practice will lead to the thrill of love!\Through teaching Ebina how to skate, those two will...!\And as their relationship progresses, Umaru and I will...!\It's... it's so perfect, it's almost frightening! response:	Shpaaan!
context: I'm telling you, it'll be okay!\P-please, I'll be counting on you today!\Same here, Ebina.\Yes, simple cause and effect: The thrill of skating practice will lead to the thrill of love!\Through teaching Ebina how to skate, those two will...!\And as their relationship progresses, Umaru and I will...!\It's... it's so perfect, it's almost frightening!\Shpaaan! response:	Skating is quite fun, indeed!
context: P-please, I'll be counting on you today!\Same here, Ebina.\Yes, simple cause and effect: The thrill of skating practice will lead to the thrill of love!\Through teaching Ebina how to skate, those two will...!\And as their relationship progresses, Umaru and I will...!\It's... it's so perfect, it's almost frightening!\Shpaaan!\Skating is quite fun, indeed! response:	This is my first time at a Japanese skating rink. Let's all enjoy ourselves!
context: Same here, Ebina.\Yes, simple cause and effect: The thrill of skating practice will lead to the thrill of love!\Through teaching Ebina how to skate, those two will...!\And as their relationship progresses, Umaru and I will...!\It's... it's so perfect, it's almost frightening!\Shpaaan!\Skating is quite fun, indeed!\This is my first time at a Japanese skating rink. Let's all enjoy ourselves! response:	O-okay...!
context: Yes, simple cause and effect: The thrill of skating practice will lead to the thrill of love!\Through teaching Ebina how to skate, those two will...!\And as their relationship progresses, Umaru and I will...!\It's... it's so perfect, it's almost frightening!\Shpaaan!\Skating is quite fun, indeed!\This is my first time at a Japanese skating rink. Let's all enjoy ourselves!\O-okay...! response:	Still, Sylphin is something else. She was the only one not invited, and yet...
context: Through teaching Ebina how to skate, those two will...!\And as their relationship progresses, Umaru and I will...!\It's... it's so perfect, it's almost frightening!\Shpaaan!\Skating is quite fun, indeed!\This is my first time at a Japanese skating rink. Let's all enjoy ourselves!\O-okay...!\Still, Sylphin is something else. She was the only one not invited, and yet... response:	Very well, let's begin!
context: And as their relationship progresses, Umaru and I will...!\It's... it's so perfect, it's almost frightening!\Shpaaan!\Skating is quite fun, indeed!\This is my first time at a Japanese skating rink. Let's all enjoy ourselves!\O-okay...!\Still, Sylphin is something else. She was the only one not invited, and yet...\Very well, let's begin! response:	When people skate on their own, well... This is going to lead to something!
context: It's... it's so perfect, it's almost frightening!\Shpaaan!\Skating is quite fun, indeed!\This is my first time at a Japanese skating rink. Let's all enjoy ourselves!\O-okay...!\Still, Sylphin is something else. She was the only one not invited, and yet...\Very well, let's begin!\When people skate on their own, well... This is going to lead to something! response:	This is skating, indeed!
context: Shpaaan!\Skating is quite fun, indeed!\This is my first time at a Japanese skating rink. Let's all enjoy ourselves!\O-okay...!\Still, Sylphin is something else. She was the only one not invited, and yet...\Very well, let's begin!\When people skate on their own, well... This is going to lead to something!\This is skating, indeed! response:	The pros are skating over here too!
context: Skating is quite fun, indeed!\This is my first time at a Japanese skating rink. Let's all enjoy ourselves!\O-okay...!\Still, Sylphin is something else. She was the only one not invited, and yet...\Very well, let's begin!\When people skate on their own, well... This is going to lead to something!\This is skating, indeed!\The pros are skating over here too! response:	Looks like it'd be best to stay in the middle area.
context: This is my first time at a Japanese skating rink. Let's all enjoy ourselves!\O-okay...!\Still, Sylphin is something else. She was the only one not invited, and yet...\Very well, let's begin!\When people skate on their own, well... This is going to lead to something!\This is skating, indeed!\The pros are skating over here too!\Looks like it'd be best to stay in the middle area. response:	Yes, Taihei! Take Ebina's hand!
context: O-okay...!\Still, Sylphin is something else. She was the only one not invited, and yet...\Very well, let's begin!\When people skate on their own, well... This is going to lead to something!\This is skating, indeed!\The pros are skating over here too!\Looks like it'd be best to stay in the middle area.\Yes, Taihei! Take Ebina's hand! response:	Well, you guys have fun!
context: Still, Sylphin is something else. She was the only one not invited, and yet...\Very well, let's begin!\When people skate on their own, well... This is going to lead to something!\This is skating, indeed!\The pros are skating over here too!\Looks like it'd be best to stay in the middle area.\Yes, Taihei! Take Ebina's hand!\Well, you guys have fun! response:	You're not going to skate?
context: Very well, let's begin!\When people skate on their own, well... This is going to lead to something!\This is skating, indeed!\The pros are skating over here too!\Looks like it'd be best to stay in the middle area.\Yes, Taihei! Take Ebina's hand!\Well, you guys have fun!\You're not going to skate? response:	Big Brother CAN'T skate!
context: When people skate on their own, well... This is going to lead to something!\This is skating, indeed!\The pros are skating over here too!\Looks like it'd be best to stay in the middle area.\Yes, Taihei! Take Ebina's hand!\Well, you guys have fun!\You're not going to skate?\Big Brother CAN'T skate! response:	Uh, yeah...
context: This is skating, indeed!\The pros are skating over here too!\Looks like it'd be best to stay in the middle area.\Yes, Taihei! Take Ebina's hand!\Well, you guys have fun!\You're not going to skate?\Big Brother CAN'T skate!\Uh, yeah... response:	Oh, no! I'd just assumed that he could!
context: The pros are skating over here too!\Looks like it'd be best to stay in the middle area.\Yes, Taihei! Take Ebina's hand!\Well, you guys have fun!\You're not going to skate?\Big Brother CAN'T skate!\Uh, yeah...\Oh, no! I'd just assumed that he could! response:	O Brother of Umaru! You'll be fine! It's quite easy, indeed!
context: Looks like it'd be best to stay in the middle area.\Yes, Taihei! Take Ebina's hand!\Well, you guys have fun!\You're not going to skate?\Big Brother CAN'T skate!\Uh, yeah...\Oh, no! I'd just assumed that he could!\O Brother of Umaru! You'll be fine! It's quite easy, indeed! response:	R-really?
context: Yes, Taihei! Take Ebina's hand!\Well, you guys have fun!\You're not going to skate?\Big Brother CAN'T skate!\Uh, yeah...\Oh, no! I'd just assumed that he could!\O Brother of Umaru! You'll be fine! It's quite easy, indeed!\R-really? response:	C'mon, Big Brother. I'll teach you.
context: Well, you guys have fun!\You're not going to skate?\Big Brother CAN'T skate!\Uh, yeah...\Oh, no! I'd just assumed that he could!\O Brother of Umaru! You'll be fine! It's quite easy, indeed!\R-really?\C'mon, Big Brother. I'll teach you. response:	But, what about Ebina?
context: You're not going to skate?\Big Brother CAN'T skate!\Uh, yeah...\Oh, no! I'd just assumed that he could!\O Brother of Umaru! You'll be fine! It's quite easy, indeed!\R-really?\C'mon, Big Brother. I'll teach you.\But, what about Ebina? response:	S-skating is scary!
context: Big Brother CAN'T skate!\Uh, yeah...\Oh, no! I'd just assumed that he could!\O Brother of Umaru! You'll be fine! It's quite easy, indeed!\R-really?\C'mon, Big Brother. I'll teach you.\But, what about Ebina?\S-skating is scary! response:	Kirie, lend me your hand!
context: Uh, yeah...\Oh, no! I'd just assumed that he could!\O Brother of Umaru! You'll be fine! It's quite easy, indeed!\R-really?\C'mon, Big Brother. I'll teach you.\But, what about Ebina?\S-skating is scary!\Kirie, lend me your hand! response:	Whaaat?
context: Oh, no! I'd just assumed that he could!\O Brother of Umaru! You'll be fine! It's quite easy, indeed!\R-really?\C'mon, Big Brother. I'll teach you.\But, what about Ebina?\S-skating is scary!\Kirie, lend me your hand!\Whaaat? response:	H-how did this cause and effect lead to me and Ebina getting together?
context: O Brother of Umaru! You'll be fine! It's quite easy, indeed!\R-really?\C'mon, Big Brother. I'll teach you.\But, what about Ebina?\S-skating is scary!\Kirie, lend me your hand!\Whaaat?\H-how did this cause and effect lead to me and Ebina getting together? response:	The only thing to do is teach him how to skate, and fast! That way, the two of them will...
context: R-really?\C'mon, Big Brother. I'll teach you.\But, what about Ebina?\S-skating is scary!\Kirie, lend me your hand!\Whaaat?\H-how did this cause and effect lead to me and Ebina getting together?\The only thing to do is teach him how to skate, and fast! That way, the two of them will... response:	Are you okay, Ebina?
context: C'mon, Big Brother. I'll teach you.\But, what about Ebina?\S-skating is scary!\Kirie, lend me your hand!\Whaaat?\H-how did this cause and effect lead to me and Ebina getting together?\The only thing to do is teach him how to skate, and fast! That way, the two of them will...\Are you okay, Ebina? response:	What kind of move was that?! Just let the strength go out of your body.
context: But, what about Ebina?\S-skating is scary!\Kirie, lend me your hand!\Whaaat?\H-how did this cause and effect lead to me and Ebina getting together?\The only thing to do is teach him how to skate, and fast! That way, the two of them will...\Are you okay, Ebina?\What kind of move was that?! Just let the strength go out of your body. response:	Putting too much strength into your feet will make you lose your balance!
context: S-skating is scary!\Kirie, lend me your hand!\Whaaat?\H-how did this cause and effect lead to me and Ebina getting together?\The only thing to do is teach him how to skate, and fast! That way, the two of them will...\Are you okay, Ebina?\What kind of move was that?! Just let the strength go out of your body.\Putting too much strength into your feet will make you lose your balance! response:	I-I'm sorry!
context: Kirie, lend me your hand!\Whaaat?\H-how did this cause and effect lead to me and Ebina getting together?\The only thing to do is teach him how to skate, and fast! That way, the two of them will...\Are you okay, Ebina?\What kind of move was that?! Just let the strength go out of your body.\Putting too much strength into your feet will make you lose your balance!\I-I'm sorry! response:	You see, Big Brother?
context: Whaaat?\H-how did this cause and effect lead to me and Ebina getting together?\The only thing to do is teach him how to skate, and fast! That way, the two of them will...\Are you okay, Ebina?\What kind of move was that?! Just let the strength go out of your body.\Putting too much strength into your feet will make you lose your balance!\I-I'm sorry!\You see, Big Brother? response:	I-I guess, but...
context: H-how did this cause and effect lead to me and Ebina getting together?\The only thing to do is teach him how to skate, and fast! That way, the two of them will...\Are you okay, Ebina?\What kind of move was that?! Just let the strength go out of your body.\Putting too much strength into your feet will make you lose your balance!\I-I'm sorry!\You see, Big Brother?\I-I guess, but... response:	But, this could be bad not just for me but other people here.
context: The only thing to do is teach him how to skate, and fast! That way, the two of them will...\Are you okay, Ebina?\What kind of move was that?! Just let the strength go out of your body.\Putting too much strength into your feet will make you lose your balance!\I-I'm sorry!\You see, Big Brother?\I-I guess, but...\But, this could be bad not just for me but other people here. response:	Y-you'll be fine if you just relax and skate.
context: Are you okay, Ebina?\What kind of move was that?! Just let the strength go out of your body.\Putting too much strength into your feet will make you lose your balance!\I-I'm sorry!\You see, Big Brother?\I-I guess, but...\But, this could be bad not just for me but other people here.\Y-you'll be fine if you just relax and skate. response:	That is true, indeed!
context: What kind of move was that?! Just let the strength go out of your body.\Putting too much strength into your feet will make you lose your balance!\I-I'm sorry!\You see, Big Brother?\I-I guess, but...\But, this could be bad not just for me but other people here.\Y-you'll be fine if you just relax and skate.\That is true, indeed! response:	You'll be fine if you think of it merely as a surface you are sliding upon.
context: Putting too much strength into your feet will make you lose your balance!\I-I'm sorry!\You see, Big Brother?\I-I guess, but...\But, this could be bad not just for me but other people here.\Y-you'll be fine if you just relax and skate.\That is true, indeed!\You'll be fine if you think of it merely as a surface you are sliding upon. response:	Whoa! A triple spin!
context: I-I'm sorry!\You see, Big Brother?\I-I guess, but...\But, this could be bad not just for me but other people here.\Y-you'll be fine if you just relax and skate.\That is true, indeed!\You'll be fine if you think of it merely as a surface you are sliding upon.\Whoa! A triple spin! response:	Sylphin, you're incredible! That was as beautiful as a pro figure skater!
context: You see, Big Brother?\I-I guess, but...\But, this could be bad not just for me but other people here.\Y-you'll be fine if you just relax and skate.\That is true, indeed!\You'll be fine if you think of it merely as a surface you are sliding upon.\Whoa! A triple spin!\Sylphin, you're incredible! That was as beautiful as a pro figure skater! response:	You think so? Goodness, you're making me blush!
context: I-I guess, but...\But, this could be bad not just for me but other people here.\Y-you'll be fine if you just relax and skate.\That is true, indeed!\You'll be fine if you think of it merely as a surface you are sliding upon.\Whoa! A triple spin!\Sylphin, you're incredible! That was as beautiful as a pro figure skater!\You think so? Goodness, you're making me blush! response:	Figure skater...
context: But, this could be bad not just for me but other people here.\Y-you'll be fine if you just relax and skate.\That is true, indeed!\You'll be fine if you think of it merely as a surface you are sliding upon.\Whoa! A triple spin!\Sylphin, you're incredible! That was as beautiful as a pro figure skater!\You think so? Goodness, you're making me blush!\Figure skater... response:	An incredible performance from Umaru! She's just set a new world record!
context: Y-you'll be fine if you just relax and skate.\That is true, indeed!\You'll be fine if you think of it merely as a surface you are sliding upon.\Whoa! A triple spin!\Sylphin, you're incredible! That was as beautiful as a pro figure skater!\You think so? Goodness, you're making me blush!\Figure skater...\An incredible performance from Umaru! She's just set a new world record! response:	Umaru, your jump is far more beautiful!
context: That is true, indeed!\You'll be fine if you think of it merely as a surface you are sliding upon.\Whoa! A triple spin!\Sylphin, you're incredible! That was as beautiful as a pro figure skater!\You think so? Goodness, you're making me blush!\Figure skater...\An incredible performance from Umaru! She's just set a new world record!\Umaru, your jump is far more beautiful! response:	Eh?
context: You'll be fine if you think of it merely as a surface you are sliding upon.\Whoa! A triple spin!\Sylphin, you're incredible! That was as beautiful as a pro figure skater!\You think so? Goodness, you're making me blush!\Figure skater...\An incredible performance from Umaru! She's just set a new world record!\Umaru, your jump is far more beautiful!\Eh? response:	Umaru! Let's challenge each other!
