context: Year - Class Year 3 Class 2 Name Mashiro Moritaka response:	73kg
context: So these two are the top of our grade?\Ah, tests are such downers.\Yesterday, I just gave up and went to sleep.\I got my skin all shiny for nothing.\That's okay, Kaya.\I couldn't get much studying done yesterday either.\Yeah, right.\You always get good scores anyhow, Miho. response:	I do not.
context: Ah, tests are such downers.\Yesterday, I just gave up and went to sleep.\I got my skin all shiny for nothing.\That's okay, Kaya.\I couldn't get much studying done yesterday either.\Yeah, right.\You always get good scores anyhow, Miho.\I do not. response:	Bye then.
context: Yesterday, I just gave up and went to sleep.\I got my skin all shiny for nothing.\That's okay, Kaya.\I couldn't get much studying done yesterday either.\Yeah, right.\You always get good scores anyhow, Miho.\I do not.\Bye then. response:	Everyone, settle down and write.
context: I got my skin all shiny for nothing.\That's okay, Kaya.\I couldn't get much studying done yesterday either.\Yeah, right.\You always get good scores anyhow, Miho.\I do not.\Bye then.\Everyone, settle down and write. response:	Especially you, Suzuki.
context: That's okay, Kaya.\I couldn't get much studying done yesterday either.\Yeah, right.\You always get good scores anyhow, Miho.\I do not.\Bye then.\Everyone, settle down and write.\Especially you, Suzuki. response:	At least try not to spell your name wrong.
context: I couldn't get much studying done yesterday either.\Yeah, right.\You always get good scores anyhow, Miho.\I do not.\Bye then.\Everyone, settle down and write.\Especially you, Suzuki.\At least try not to spell your name wrong. response:	Mashiro Moritaka
context: Yeah, right.\You always get good scores anyhow, Miho.\I do not.\Bye then.\Everyone, settle down and write.\Especially you, Suzuki.\At least try not to spell your name wrong.\Mashiro Moritaka response:	YearhhhhhhClass
context: You always get good scores anyhow, Miho.\I do not.\Bye then.\Everyone, settle down and write.\Especially you, Suzuki.\At least try not to spell your name wrong.\Mashiro Moritaka\YearhhhhhhClass response:	Name
context: I do not.\Bye then.\Everyone, settle down and write.\Especially you, Suzuki.\At least try not to spell your name wrong.\Mashiro Moritaka\YearhhhhhhClass\Name response:	Mid-Term Exam - Math
context: Bye then.\Everyone, settle down and write.\Especially you, Suzuki.\At least try not to spell your name wrong.\Mashiro Moritaka\YearhhhhhhClass\Name\Mid-Term Exam - Math response:	Azuki...
context: Everyone, settle down and write.\Especially you, Suzuki.\At least try not to spell your name wrong.\Mashiro Moritaka\YearhhhhhhClass\Name\Mid-Term Exam - Math\Azuki... response:	She's the same as always.
context: Especially you, Suzuki.\At least try not to spell your name wrong.\Mashiro Moritaka\YearhhhhhhClass\Name\Mid-Term Exam - Math\Azuki...\She's the same as always. response:	Even after something like what happened last night...
context: At least try not to spell your name wrong.\Mashiro Moritaka\YearhhhhhhClass\Name\Mid-Term Exam - Math\Azuki...\She's the same as always.\Even after something like what happened last night... response:	Azuki becomes a seiyuu...
context: Mashiro Moritaka\YearhhhhhhClass\Name\Mid-Term Exam - Math\Azuki...\She's the same as always.\Even after something like what happened last night...\Azuki becomes a seiyuu... response:	I become a mangaka...
context: YearhhhhhhClass\Name\Mid-Term Exam - Math\Azuki...\She's the same as always.\Even after something like what happened last night...\Azuki becomes a seiyuu...\I become a mangaka... response:	Dreams... marriage...
context: Name\Mid-Term Exam - Math\Azuki...\She's the same as always.\Even after something like what happened last night...\Azuki becomes a seiyuu...\I become a mangaka...\Dreams... marriage... response:	Me, marrying Azuki?!
context: Mid-Term Exam - Math\Azuki...\She's the same as always.\Even after something like what happened last night...\Azuki becomes a seiyuu...\I become a mangaka...\Dreams... marriage...\Me, marrying Azuki?! response:	I can't do this.
context: Azuki...\She's the same as always.\Even after something like what happened last night...\Azuki becomes a seiyuu...\I become a mangaka...\Dreams... marriage...\Me, marrying Azuki?!\I can't do this. response:	Sensei.
context: She's the same as always.\Even after something like what happened last night...\Azuki becomes a seiyuu...\I become a mangaka...\Dreams... marriage...\Me, marrying Azuki?!\I can't do this.\Sensei. response:	What is it, Mashiro?
context: Even after something like what happened last night...\Azuki becomes a seiyuu...\I become a mangaka...\Dreams... marriage...\Me, marrying Azuki?!\I can't do this.\Sensei.\What is it, Mashiro? response:	I don't feel so good, could I rest in the infirmary until second period?
context: Azuki becomes a seiyuu...\I become a mangaka...\Dreams... marriage...\Me, marrying Azuki?!\I can't do this.\Sensei.\What is it, Mashiro?\I don't feel so good, could I rest in the infirmary until second period? response:	Your complexion certainly doesn't look good.
context: I become a mangaka...\Dreams... marriage...\Me, marrying Azuki?!\I can't do this.\Sensei.\What is it, Mashiro?\I don't feel so good, could I rest in the infirmary until second period?\Your complexion certainly doesn't look good. response:	You can take a retest, if you want.
context: Dreams... marriage...\Me, marrying Azuki?!\I can't do this.\Sensei.\What is it, Mashiro?\I don't feel so good, could I rest in the infirmary until second period?\Your complexion certainly doesn't look good.\You can take a retest, if you want. response:	No.
context: Me, marrying Azuki?!\I can't do this.\Sensei.\What is it, Mashiro?\I don't feel so good, could I rest in the infirmary until second period?\Your complexion certainly doesn't look good.\You can take a retest, if you want.\No. response:	I finished half, this much will be fine.
context: I can't do this.\Sensei.\What is it, Mashiro?\I don't feel so good, could I rest in the infirmary until second period?\Your complexion certainly doesn't look good.\You can take a retest, if you want.\No.\I finished half, this much will be fine. response:	Are you okay to go on your own?
context: Sensei.\What is it, Mashiro?\I don't feel so good, could I rest in the infirmary until second period?\Your complexion certainly doesn't look good.\You can take a retest, if you want.\No.\I finished half, this much will be fine.\Are you okay to go on your own? response:	I'll be all right.
context: What is it, Mashiro?\I don't feel so good, could I rest in the infirmary until second period?\Your complexion certainly doesn't look good.\You can take a retest, if you want.\No.\I finished half, this much will be fine.\Are you okay to go on your own?\I'll be all right. response:	Sensei, me too...
context: I don't feel so good, could I rest in the infirmary until second period?\Your complexion certainly doesn't look good.\You can take a retest, if you want.\No.\I finished half, this much will be fine.\Are you okay to go on your own?\I'll be all right.\Sensei, me too... response:	I spent all last night studying and now I feel dizzy. Can I go?
context: Your complexion certainly doesn't look good.\You can take a retest, if you want.\No.\I finished half, this much will be fine.\Are you okay to go on your own?\I'll be all right.\Sensei, me too...\I spent all last night studying and now I feel dizzy. Can I go? response:	What? You too, Takagi?
context: You can take a retest, if you want.\No.\I finished half, this much will be fine.\Are you okay to go on your own?\I'll be all right.\Sensei, me too...\I spent all last night studying and now I feel dizzy. Can I go?\What? You too, Takagi? response:	I finished the test!
context: No.\I finished half, this much will be fine.\Are you okay to go on your own?\I'll be all right.\Sensei, me too...\I spent all last night studying and now I feel dizzy. Can I go?\What? You too, Takagi?\I finished the test! response:	Well, I guess it's all right then...
context: I finished half, this much will be fine.\Are you okay to go on your own?\I'll be all right.\Sensei, me too...\I spent all last night studying and now I feel dizzy. Can I go?\What? You too, Takagi?\I finished the test!\Well, I guess it's all right then... response:	Hey now, everybody concentrate on your tests!
context: Are you okay to go on your own?\I'll be all right.\Sensei, me too...\I spent all last night studying and now I feel dizzy. Can I go?\What? You too, Takagi?\I finished the test!\Well, I guess it's all right then...\Hey now, everybody concentrate on your tests! response:	Infirmary
context: I'll be all right.\Sensei, me too...\I spent all last night studying and now I feel dizzy. Can I go?\What? You too, Takagi?\I finished the test!\Well, I guess it's all right then...\Hey now, everybody concentrate on your tests!\Infirmary response:	Excuse me.
context: Sensei, me too...\I spent all last night studying and now I feel dizzy. Can I go?\What? You too, Takagi?\I finished the test!\Well, I guess it's all right then...\Hey now, everybody concentrate on your tests!\Infirmary\Excuse me. response:	What? You too, Takagi-kun?
context: I spent all last night studying and now I feel dizzy. Can I go?\What? You too, Takagi?\I finished the test!\Well, I guess it's all right then...\Hey now, everybody concentrate on your tests!\Infirmary\Excuse me.\What? You too, Takagi-kun? response:	Sorry, I didn't get enough sleep.
context: What? You too, Takagi?\I finished the test!\Well, I guess it's all right then...\Hey now, everybody concentrate on your tests!\Infirmary\Excuse me.\What? You too, Takagi-kun?\Sorry, I didn't get enough sleep. response:	I'll just be borrowing a bed for a bit.
context: I finished the test!\Well, I guess it's all right then...\Hey now, everybody concentrate on your tests!\Infirmary\Excuse me.\What? You too, Takagi-kun?\Sorry, I didn't get enough sleep.\I'll just be borrowing a bed for a bit. response:	You really don't look it.
context: Well, I guess it's all right then...\Hey now, everybody concentrate on your tests!\Infirmary\Excuse me.\What? You too, Takagi-kun?\Sorry, I didn't get enough sleep.\I'll just be borrowing a bed for a bit.\You really don't look it. response:	I'm so dizzy I feel like I'm gonna throw up, I've got a migraine...
context: Hey now, everybody concentrate on your tests!\Infirmary\Excuse me.\What? You too, Takagi-kun?\Sorry, I didn't get enough sleep.\I'll just be borrowing a bed for a bit.\You really don't look it.\I'm so dizzy I feel like I'm gonna throw up, I've got a migraine... response:	Take care of yourself.
context: Infirmary\Excuse me.\What? You too, Takagi-kun?\Sorry, I didn't get enough sleep.\I'll just be borrowing a bed for a bit.\You really don't look it.\I'm so dizzy I feel like I'm gonna throw up, I've got a migraine...\Take care of yourself. response:	Are you okay, Saikou?
context: Excuse me.\What? You too, Takagi-kun?\Sorry, I didn't get enough sleep.\I'll just be borrowing a bed for a bit.\You really don't look it.\I'm so dizzy I feel like I'm gonna throw up, I've got a migraine...\Take care of yourself.\Are you okay, Saikou? response:	Seriously annoying.
context: What? You too, Takagi-kun?\Sorry, I didn't get enough sleep.\I'll just be borrowing a bed for a bit.\You really don't look it.\I'm so dizzy I feel like I'm gonna throw up, I've got a migraine...\Take care of yourself.\Are you okay, Saikou?\Seriously annoying. response:	You didn't sleep last night, right?
context: Sorry, I didn't get enough sleep.\I'll just be borrowing a bed for a bit.\You really don't look it.\I'm so dizzy I feel like I'm gonna throw up, I've got a migraine...\Take care of yourself.\Are you okay, Saikou?\Seriously annoying.\You didn't sleep last night, right? response:	Have you eaten? Do you have a fever or something?
context: I'll just be borrowing a bed for a bit.\You really don't look it.\I'm so dizzy I feel like I'm gonna throw up, I've got a migraine...\Take care of yourself.\Are you okay, Saikou?\Seriously annoying.\You didn't sleep last night, right?\Have you eaten? Do you have a fever or something? response:	It was kind of suffocating, being in that classroom.
context: You really don't look it.\I'm so dizzy I feel like I'm gonna throw up, I've got a migraine...\Take care of yourself.\Are you okay, Saikou?\Seriously annoying.\You didn't sleep last night, right?\Have you eaten? Do you have a fever or something?\It was kind of suffocating, being in that classroom. response:	Suffocating?
context: I'm so dizzy I feel like I'm gonna throw up, I've got a migraine...\Take care of yourself.\Are you okay, Saikou?\Seriously annoying.\You didn't sleep last night, right?\Have you eaten? Do you have a fever or something?\It was kind of suffocating, being in that classroom.\Suffocating? response:	From lack of sleep?
context: Take care of yourself.\Are you okay, Saikou?\Seriously annoying.\You didn't sleep last night, right?\Have you eaten? Do you have a fever or something?\It was kind of suffocating, being in that classroom.\Suffocating?\From lack of sleep? response:	It's like my chest got all tight when I was in the same room as Azuki...
context: Are you okay, Saikou?\Seriously annoying.\You didn't sleep last night, right?\Have you eaten? Do you have a fever or something?\It was kind of suffocating, being in that classroom.\Suffocating?\From lack of sleep?\It's like my chest got all tight when I was in the same room as Azuki... response:	Are you two fooling around?!
context: Seriously annoying.\You didn't sleep last night, right?\Have you eaten? Do you have a fever or something?\It was kind of suffocating, being in that classroom.\Suffocating?\From lack of sleep?\It's like my chest got all tight when I was in the same room as Azuki...\Are you two fooling around?! response:	S-Sorry.
context: You didn't sleep last night, right?\Have you eaten? Do you have a fever or something?\It was kind of suffocating, being in that classroom.\Suffocating?\From lack of sleep?\It's like my chest got all tight when I was in the same room as Azuki...\Are you two fooling around?!\S-Sorry. response:	Your chest felt tight?
context: Have you eaten? Do you have a fever or something?\It was kind of suffocating, being in that classroom.\Suffocating?\From lack of sleep?\It's like my chest got all tight when I was in the same room as Azuki...\Are you two fooling around?!\S-Sorry.\Your chest felt tight? response:	Has there been any progress since then?
context: It was kind of suffocating, being in that classroom.\Suffocating?\From lack of sleep?\It's like my chest got all tight when I was in the same room as Azuki...\Are you two fooling around?!\S-Sorry.\Your chest felt tight?\Has there been any progress since then? response:	No, none.
context: Suffocating?\From lack of sleep?\It's like my chest got all tight when I was in the same room as Azuki...\Are you two fooling around?!\S-Sorry.\Your chest felt tight?\Has there been any progress since then?\No, none. response:	None?
context: From lack of sleep?\It's like my chest got all tight when I was in the same room as Azuki...\Are you two fooling around?!\S-Sorry.\Your chest felt tight?\Has there been any progress since then?\No, none.\None? response:	Did you guys at least exchange email addresses?
context: It's like my chest got all tight when I was in the same room as Azuki...\Are you two fooling around?!\S-Sorry.\Your chest felt tight?\Has there been any progress since then?\No, none.\None?\Did you guys at least exchange email addresses? response:	No, we didn't.
context: Are you two fooling around?!\S-Sorry.\Your chest felt tight?\Has there been any progress since then?\No, none.\None?\Did you guys at least exchange email addresses?\No, we didn't. response:	Hey! If you're well enough to talk, then please go back to your classroom!
context: S-Sorry.\Your chest felt tight?\Has there been any progress since then?\No, none.\None?\Did you guys at least exchange email addresses?\No, we didn't.\Hey! If you're well enough to talk, then please go back to your classroom! response:	We can't talk here. Let's go.
context: Your chest felt tight?\Has there been any progress since then?\No, none.\None?\Did you guys at least exchange email addresses?\No, we didn't.\Hey! If you're well enough to talk, then please go back to your classroom!\We can't talk here. Let's go. response:	Fine with me.
context: Has there been any progress since then?\No, none.\None?\Did you guys at least exchange email addresses?\No, we didn't.\Hey! If you're well enough to talk, then please go back to your classroom!\We can't talk here. Let's go.\Fine with me. response:	Thank you very much.
context: No, none.\None?\Did you guys at least exchange email addresses?\No, we didn't.\Hey! If you're well enough to talk, then please go back to your classroom!\We can't talk here. Let's go.\Fine with me.\Thank you very much. response:	We're going back.
context: None?\Did you guys at least exchange email addresses?\No, we didn't.\Hey! If you're well enough to talk, then please go back to your classroom!\We can't talk here. Let's go.\Fine with me.\Thank you very much.\We're going back. response:	Why did you two come here?
context: Did you guys at least exchange email addresses?\No, we didn't.\Hey! If you're well enough to talk, then please go back to your classroom!\We can't talk here. Let's go.\Fine with me.\Thank you very much.\We're going back.\Why did you two come here? response:	I'll ask for Azuki's address for you.
context: No, we didn't.\Hey! If you're well enough to talk, then please go back to your classroom!\We can't talk here. Let's go.\Fine with me.\Thank you very much.\We're going back.\Why did you two come here?\I'll ask for Azuki's address for you. response:	It's okay. I'd feel pretty pathetic if you did that.
context: Hey! If you're well enough to talk, then please go back to your classroom!\We can't talk here. Let's go.\Fine with me.\Thank you very much.\We're going back.\Why did you two come here?\I'll ask for Azuki's address for you.\It's okay. I'd feel pretty pathetic if you did that. response:	But you can't ask her yourself, right?
context: We can't talk here. Let's go.\Fine with me.\Thank you very much.\We're going back.\Why did you two come here?\I'll ask for Azuki's address for you.\It's okay. I'd feel pretty pathetic if you did that.\But you can't ask her yourself, right? response:	If I could talk to her that easily, I wouldn't be stressing over this.
context: Fine with me.\Thank you very much.\We're going back.\Why did you two come here?\I'll ask for Azuki's address for you.\It's okay. I'd feel pretty pathetic if you did that.\But you can't ask her yourself, right?\If I could talk to her that easily, I wouldn't be stressing over this. response:	Saikou...
context: Thank you very much.\We're going back.\Why did you two come here?\I'll ask for Azuki's address for you.\It's okay. I'd feel pretty pathetic if you did that.\But you can't ask her yourself, right?\If I could talk to her that easily, I wouldn't be stressing over this.\Saikou... response:	You really do like Azuki, don't you?
context: We're going back.\Why did you two come here?\I'll ask for Azuki's address for you.\It's okay. I'd feel pretty pathetic if you did that.\But you can't ask her yourself, right?\If I could talk to her that easily, I wouldn't be stressing over this.\Saikou...\You really do like Azuki, don't you? response:	I like people like you two, Saikou.
context: Why did you two come here?\I'll ask for Azuki's address for you.\It's okay. I'd feel pretty pathetic if you did that.\But you can't ask her yourself, right?\If I could talk to her that easily, I wouldn't be stressing over this.\Saikou...\You really do like Azuki, don't you?\I like people like you two, Saikou. response:	You're as creepy as ever.
context: I'll ask for Azuki's address for you.\It's okay. I'd feel pretty pathetic if you did that.\But you can't ask her yourself, right?\If I could talk to her that easily, I wouldn't be stressing over this.\Saikou...\You really do like Azuki, don't you?\I like people like you two, Saikou.\You're as creepy as ever. response:	Look at other people who are going out.
context: It's okay. I'd feel pretty pathetic if you did that.\But you can't ask her yourself, right?\If I could talk to her that easily, I wouldn't be stressing over this.\Saikou...\You really do like Azuki, don't you?\I like people like you two, Saikou.\You're as creepy as ever.\Look at other people who are going out. response:	They're being lovey dovey without caring where they are,
context: But you can't ask her yourself, right?\If I could talk to her that easily, I wouldn't be stressing over this.\Saikou...\You really do like Azuki, don't you?\I like people like you two, Saikou.\You're as creepy as ever.\Look at other people who are going out.\They're being lovey dovey without caring where they are, response:	they prattle on about how proud they are to be dating and stuff...
context: If I could talk to her that easily, I wouldn't be stressing over this.\Saikou...\You really do like Azuki, don't you?\I like people like you two, Saikou.\You're as creepy as ever.\Look at other people who are going out.\They're being lovey dovey without caring where they are,\they prattle on about how proud they are to be dating and stuff... response:	They're all just like that.
context: Saikou...\You really do like Azuki, don't you?\I like people like you two, Saikou.\You're as creepy as ever.\Look at other people who are going out.\They're being lovey dovey without caring where they are,\they prattle on about how proud they are to be dating and stuff...\They're all just like that. response:	Compared to them, I like people who get choked up from just being in the same classroom way better.
context: You really do like Azuki, don't you?\I like people like you two, Saikou.\You're as creepy as ever.\Look at other people who are going out.\They're being lovey dovey without caring where they are,\they prattle on about how proud they are to be dating and stuff...\They're all just like that.\Compared to them, I like people who get choked up from just being in the same classroom way better. response:	Like I said, what good does it do me to be liked by you?
context: I like people like you two, Saikou.\You're as creepy as ever.\Look at other people who are going out.\They're being lovey dovey without caring where they are,\they prattle on about how proud they are to be dating and stuff...\They're all just like that.\Compared to them, I like people who get choked up from just being in the same classroom way better.\Like I said, what good does it do me to be liked by you? response:	But now it's really sealed that we'll team up.
context: You're as creepy as ever.\Look at other people who are going out.\They're being lovey dovey without caring where they are,\they prattle on about how proud they are to be dating and stuff...\They're all just like that.\Compared to them, I like people who get choked up from just being in the same classroom way better.\Like I said, what good does it do me to be liked by you?\But now it's really sealed that we'll team up. response:	Why?
context: Look at other people who are going out.\They're being lovey dovey without caring where they are,\they prattle on about how proud they are to be dating and stuff...\They're all just like that.\Compared to them, I like people who get choked up from just being in the same classroom way better.\Like I said, what good does it do me to be liked by you?\But now it's really sealed that we'll team up.\Why? response:	Because I'm the only one who knows that you like Azuki.
context: They're being lovey dovey without caring where they are,\they prattle on about how proud they are to be dating and stuff...\They're all just like that.\Compared to them, I like people who get choked up from just being in the same classroom way better.\Like I said, what good does it do me to be liked by you?\But now it's really sealed that we'll team up.\Why?\Because I'm the only one who knows that you like Azuki. response:	Yeah.
context: they prattle on about how proud they are to be dating and stuff...\They're all just like that.\Compared to them, I like people who get choked up from just being in the same classroom way better.\Like I said, what good does it do me to be liked by you?\But now it's really sealed that we'll team up.\Why?\Because I'm the only one who knows that you like Azuki.\Yeah. response:	Don't tell anybody, okay?
context: They're all just like that.\Compared to them, I like people who get choked up from just being in the same classroom way better.\Like I said, what good does it do me to be liked by you?\But now it's really sealed that we'll team up.\Why?\Because I'm the only one who knows that you like Azuki.\Yeah.\Don't tell anybody, okay? response:	So I'm the only one who you can talk to about your love life.
context: Compared to them, I like people who get choked up from just being in the same classroom way better.\Like I said, what good does it do me to be liked by you?\But now it's really sealed that we'll team up.\Why?\Because I'm the only one who knows that you like Azuki.\Yeah.\Don't tell anybody, okay?\So I'm the only one who you can talk to about your love life. response:	We're each other's closest friends.
context: Like I said, what good does it do me to be liked by you?\But now it's really sealed that we'll team up.\Why?\Because I'm the only one who knows that you like Azuki.\Yeah.\Don't tell anybody, okay?\So I'm the only one who you can talk to about your love life.\We're each other's closest friends. response:	So let's combine our skills in both love and manga and give it everything we've got!
context: But now it's really sealed that we'll team up.\Why?\Because I'm the only one who knows that you like Azuki.\Yeah.\Don't tell anybody, okay?\So I'm the only one who you can talk to about your love life.\We're each other's closest friends.\So let's combine our skills in both love and manga and give it everything we've got! response:	Love is love, manga is manga.
context: Why?\Because I'm the only one who knows that you like Azuki.\Yeah.\Don't tell anybody, okay?\So I'm the only one who you can talk to about your love life.\We're each other's closest friends.\So let's combine our skills in both love and manga and give it everything we've got!\Love is love, manga is manga. response:	Ah, yeah.
context: Because I'm the only one who knows that you like Azuki.\Yeah.\Don't tell anybody, okay?\So I'm the only one who you can talk to about your love life.\We're each other's closest friends.\So let's combine our skills in both love and manga and give it everything we've got!\Love is love, manga is manga.\Ah, yeah. response:	Anyway, are you okay with not going back? There's still time
context: Yeah.\Don't tell anybody, okay?\So I'm the only one who you can talk to about your love life.\We're each other's closest friends.\So let's combine our skills in both love and manga and give it everything we've got!\Love is love, manga is manga.\Ah, yeah.\Anyway, are you okay with not going back? There's still time response:	I already finished the test flawlessly, full marks without a doubt.
context: Don't tell anybody, okay?\So I'm the only one who you can talk to about your love life.\We're each other's closest friends.\So let's combine our skills in both love and manga and give it everything we've got!\Love is love, manga is manga.\Ah, yeah.\Anyway, are you okay with not going back? There's still time\I already finished the test flawlessly, full marks without a doubt. response:	I really don't get you.
context: So I'm the only one who you can talk to about your love life.\We're each other's closest friends.\So let's combine our skills in both love and manga and give it everything we've got!\Love is love, manga is manga.\Ah, yeah.\Anyway, are you okay with not going back? There's still time\I already finished the test flawlessly, full marks without a doubt.\I really don't get you. response:	You've got your sights set on being a mangaka, so why are you studying so hard?
context: We're each other's closest friends.\So let's combine our skills in both love and manga and give it everything we've got!\Love is love, manga is manga.\Ah, yeah.\Anyway, are you okay with not going back? There's still time\I already finished the test flawlessly, full marks without a doubt.\I really don't get you.\You've got your sights set on being a mangaka, so why are you studying so hard? response:	You don't need an academic background for it.
context: So let's combine our skills in both love and manga and give it everything we've got!\Love is love, manga is manga.\Ah, yeah.\Anyway, are you okay with not going back? There's still time\I already finished the test flawlessly, full marks without a doubt.\I really don't get you.\You've got your sights set on being a mangaka, so why are you studying so hard?\You don't need an academic background for it. response:	Insurance.
context: Love is love, manga is manga.\Ah, yeah.\Anyway, are you okay with not going back? There's still time\I already finished the test flawlessly, full marks without a doubt.\I really don't get you.\You've got your sights set on being a mangaka, so why are you studying so hard?\You don't need an academic background for it.\Insurance. response:	Even I'm not a hundred percent sure I can make it.
context: Ah, yeah.\Anyway, are you okay with not going back? There's still time\I already finished the test flawlessly, full marks without a doubt.\I really don't get you.\You've got your sights set on being a mangaka, so why are you studying so hard?\You don't need an academic background for it.\Insurance.\Even I'm not a hundred percent sure I can make it. response:	Just as I thought... That's a wise way to live.
context: Anyway, are you okay with not going back? There's still time\I already finished the test flawlessly, full marks without a doubt.\I really don't get you.\You've got your sights set on being a mangaka, so why are you studying so hard?\You don't need an academic background for it.\Insurance.\Even I'm not a hundred percent sure I can make it.\Just as I thought... That's a wise way to live. response:	Do you see everyone in the class as idiots?
context: I already finished the test flawlessly, full marks without a doubt.\I really don't get you.\You've got your sights set on being a mangaka, so why are you studying so hard?\You don't need an academic background for it.\Insurance.\Even I'm not a hundred percent sure I can make it.\Just as I thought... That's a wise way to live.\Do you see everyone in the class as idiots? response:	Eh?!
context: I really don't get you.\You've got your sights set on being a mangaka, so why are you studying so hard?\You don't need an academic background for it.\Insurance.\Even I'm not a hundred percent sure I can make it.\Just as I thought... That's a wise way to live.\Do you see everyone in the class as idiots?\Eh?! response:	Do you think you're the smartest one in the class?
context: You've got your sights set on being a mangaka, so why are you studying so hard?\You don't need an academic background for it.\Insurance.\Even I'm not a hundred percent sure I can make it.\Just as I thought... That's a wise way to live.\Do you see everyone in the class as idiots?\Eh?!\Do you think you're the smartest one in the class? response:	Why such an unpleasant question all of a sudden?!
context: You don't need an academic background for it.\Insurance.\Even I'm not a hundred percent sure I can make it.\Just as I thought... That's a wise way to live.\Do you see everyone in the class as idiots?\Eh?!\Do you think you're the smartest one in the class?\Why such an unpleasant question all of a sudden?! response:	So you do?
context: Insurance.\Even I'm not a hundred percent sure I can make it.\Just as I thought... That's a wise way to live.\Do you see everyone in the class as idiots?\Eh?!\Do you think you're the smartest one in the class?\Why such an unpleasant question all of a sudden?!\So you do? response:	As for being a mangaka...
context: Even I'm not a hundred percent sure I can make it.\Just as I thought... That's a wise way to live.\Do you see everyone in the class as idiots?\Eh?!\Do you think you're the smartest one in the class?\Why such an unpleasant question all of a sudden?!\So you do?\As for being a mangaka... response:	You think that unless you're smart, you can't become one, don't you?
context: Just as I thought... That's a wise way to live.\Do you see everyone in the class as idiots?\Eh?!\Do you think you're the smartest one in the class?\Why such an unpleasant question all of a sudden?!\So you do?\As for being a mangaka...\You think that unless you're smart, you can't become one, don't you? response:	I do.
context: Do you see everyone in the class as idiots?\Eh?!\Do you think you're the smartest one in the class?\Why such an unpleasant question all of a sudden?!\So you do?\As for being a mangaka...\You think that unless you're smart, you can't become one, don't you?\I do. response:	To be a mangaka, you need brains and good sense.
context: Eh?!\Do you think you're the smartest one in the class?\Why such an unpleasant question all of a sudden?!\So you do?\As for being a mangaka...\You think that unless you're smart, you can't become one, don't you?\I do.\To be a mangaka, you need brains and good sense. response:	But I don't think you can say being good at studying equals being smart.
context: Do you think you're the smartest one in the class?\Why such an unpleasant question all of a sudden?!\So you do?\As for being a mangaka...\You think that unless you're smart, you can't become one, don't you?\I do.\To be a mangaka, you need brains and good sense.\But I don't think you can say being good at studying equals being smart. response:	It's only been two months since we joined the same class, Saikou,
context: Why such an unpleasant question all of a sudden?!\So you do?\As for being a mangaka...\You think that unless you're smart, you can't become one, don't you?\I do.\To be a mangaka, you need brains and good sense.\But I don't think you can say being good at studying equals being smart.\It's only been two months since we joined the same class, Saikou, response:	This guy's smart.
context: So you do?\As for being a mangaka...\You think that unless you're smart, you can't become one, don't you?\I do.\To be a mangaka, you need brains and good sense.\But I don't think you can say being good at studying equals being smart.\It's only been two months since we joined the same class, Saikou,\This guy's smart. response:	That's why I asked you.
context: As for being a mangaka...\You think that unless you're smart, you can't become one, don't you?\I do.\To be a mangaka, you need brains and good sense.\But I don't think you can say being good at studying equals being smart.\It's only been two months since we joined the same class, Saikou,\This guy's smart.\That's why I asked you. response:	If it were only your drawings that were good, I wouldn't have asked you.
context: You think that unless you're smart, you can't become one, don't you?\I do.\To be a mangaka, you need brains and good sense.\But I don't think you can say being good at studying equals being smart.\It's only been two months since we joined the same class, Saikou,\This guy's smart.\That's why I asked you.\If it were only your drawings that were good, I wouldn't have asked you. response:	As for that Do you see everyone in the class as idiots? question...
context: I do.\To be a mangaka, you need brains and good sense.\But I don't think you can say being good at studying equals being smart.\It's only been two months since we joined the same class, Saikou,\This guy's smart.\That's why I asked you.\If it were only your drawings that were good, I wouldn't have asked you.\As for that Do you see everyone in the class as idiots? question... response:	It's because you see everyone you asked it as idiots themselves, right?
context: To be a mangaka, you need brains and good sense.\But I don't think you can say being good at studying equals being smart.\It's only been two months since we joined the same class, Saikou,\This guy's smart.\That's why I asked you.\If it were only your drawings that were good, I wouldn't have asked you.\As for that Do you see everyone in the class as idiots? question...\It's because you see everyone you asked it as idiots themselves, right? response:	Azuki's smart too.
context: But I don't think you can say being good at studying equals being smart.\It's only been two months since we joined the same class, Saikou,\This guy's smart.\That's why I asked you.\If it were only your drawings that were good, I wouldn't have asked you.\As for that Do you see everyone in the class as idiots? question...\It's because you see everyone you asked it as idiots themselves, right?\Azuki's smart too. response:	Or rather, I think she's clever.
context: It's only been two months since we joined the same class, Saikou,\This guy's smart.\That's why I asked you.\If it were only your drawings that were good, I wouldn't have asked you.\As for that Do you see everyone in the class as idiots? question...\It's because you see everyone you asked it as idiots themselves, right?\Azuki's smart too.\Or rather, I think she's clever. response:	She's cute, but without standing out in an odd way.
context: This guy's smart.\That's why I asked you.\If it were only your drawings that were good, I wouldn't have asked you.\As for that Do you see everyone in the class as idiots? question...\It's because you see everyone you asked it as idiots themselves, right?\Azuki's smart too.\Or rather, I think she's clever.\She's cute, but without standing out in an odd way. response:	She genuinely behaves with grace, you know?
