context: Hm? response:	Hmm?
context: Well, to be honest, we made nothing.\The clothes we started off with quickly began to wear down.\Well, they weren't made to withstand hiking mountain trails and fighting goblins.\So we do what we can to make them last, but...\I'd give anything for new underwear...\But the clothes in this world are expensive.\At least, because we're so poor we can't buy anything.\We can't even buy underwear. response:	So at night, we wash them and sleep without them.
context: The clothes we started off with quickly began to wear down.\Well, they weren't made to withstand hiking mountain trails and fighting goblins.\So we do what we can to make them last, but...\I'd give anything for new underwear...\But the clothes in this world are expensive.\At least, because we're so poor we can't buy anything.\We can't even buy underwear.\So at night, we wash them and sleep without them. response:	Then in the morning, we put them on under our equipment.
context: Well, they weren't made to withstand hiking mountain trails and fighting goblins.\So we do what we can to make them last, but...\I'd give anything for new underwear...\But the clothes in this world are expensive.\At least, because we're so poor we can't buy anything.\We can't even buy underwear.\So at night, we wash them and sleep without them.\Then in the morning, we put them on under our equipment. response:	It's better than no underwear at all.
context: So we do what we can to make them last, but...\I'd give anything for new underwear...\But the clothes in this world are expensive.\At least, because we're so poor we can't buy anything.\We can't even buy underwear.\So at night, we wash them and sleep without them.\Then in the morning, we put them on under our equipment.\It's better than no underwear at all. response:	All right!
context: I'd give anything for new underwear...\But the clothes in this world are expensive.\At least, because we're so poor we can't buy anything.\We can't even buy underwear.\So at night, we wash them and sleep without them.\Then in the morning, we put them on under our equipment.\It's better than no underwear at all.\All right! response:	My goal tomorrow is to defeat a goblin and buy new underwear.
context: But the clothes in this world are expensive.\At least, because we're so poor we can't buy anything.\We can't even buy underwear.\So at night, we wash them and sleep without them.\Then in the morning, we put them on under our equipment.\It's better than no underwear at all.\All right!\My goal tomorrow is to defeat a goblin and buy new underwear. response:	Oh, sorry.
context: At least, because we're so poor we can't buy anything.\We can't even buy underwear.\So at night, we wash them and sleep without them.\Then in the morning, we put them on under our equipment.\It's better than no underwear at all.\All right!\My goal tomorrow is to defeat a goblin and buy new underwear.\Oh, sorry. response:	I'm done now.
context: We can't even buy underwear.\So at night, we wash them and sleep without them.\Then in the morning, we put them on under our equipment.\It's better than no underwear at all.\All right!\My goal tomorrow is to defeat a goblin and buy new underwear.\Oh, sorry.\I'm done now. response:	I smelled a faintly sweet scent.
context: So at night, we wash them and sleep without them.\Then in the morning, we put them on under our equipment.\It's better than no underwear at all.\All right!\My goal tomorrow is to defeat a goblin and buy new underwear.\Oh, sorry.\I'm done now.\I smelled a faintly sweet scent. response:	Wait.
context: Then in the morning, we put them on under our equipment.\It's better than no underwear at all.\All right!\My goal tomorrow is to defeat a goblin and buy new underwear.\Oh, sorry.\I'm done now.\I smelled a faintly sweet scent.\Wait. response:	We have been going without underwear...
context: It's better than no underwear at all.\All right!\My goal tomorrow is to defeat a goblin and buy new underwear.\Oh, sorry.\I'm done now.\I smelled a faintly sweet scent.\Wait.\We have been going without underwear... response:	Oh no.
context: All right!\My goal tomorrow is to defeat a goblin and buy new underwear.\Oh, sorry.\I'm done now.\I smelled a faintly sweet scent.\Wait.\We have been going without underwear...\Oh no. response:	I'll sink down to Ranta's level.
context: My goal tomorrow is to defeat a goblin and buy new underwear.\Oh, sorry.\I'm done now.\I smelled a faintly sweet scent.\Wait.\We have been going without underwear...\Oh no.\I'll sink down to Ranta's level. response:	Oh... I'm, uh...
context: Oh, sorry.\I'm done now.\I smelled a faintly sweet scent.\Wait.\We have been going without underwear...\Oh no.\I'll sink down to Ranta's level.\Oh... I'm, uh... response:	Good night, Haru-kun.
context: I'm done now.\I smelled a faintly sweet scent.\Wait.\We have been going without underwear...\Oh no.\I'll sink down to Ranta's level.\Oh... I'm, uh...\Good night, Haru-kun. response:	G-Good night.
context: I smelled a faintly sweet scent.\Wait.\We have been going without underwear...\Oh no.\I'll sink down to Ranta's level.\Oh... I'm, uh...\Good night, Haru-kun.\G-Good night. response:	Not good.
context: Wait.\We have been going without underwear...\Oh no.\I'll sink down to Ranta's level.\Oh... I'm, uh...\Good night, Haru-kun.\G-Good night.\Not good. response:	It's not good if they're dressed like that.
context: We have been going without underwear...\Oh no.\I'll sink down to Ranta's level.\Oh... I'm, uh...\Good night, Haru-kun.\G-Good night.\Not good.\It's not good if they're dressed like that. response:	It's just too much if they wander around the lodging like that.
context: Oh no.\I'll sink down to Ranta's level.\Oh... I'm, uh...\Good night, Haru-kun.\G-Good night.\Not good.\It's not good if they're dressed like that.\It's just too much if they wander around the lodging like that. response:	Too much. It's just too much!
context: I'll sink down to Ranta's level.\Oh... I'm, uh...\Good night, Haru-kun.\G-Good night.\Not good.\It's not good if they're dressed like that.\It's just too much if they wander around the lodging like that.\Too much. It's just too much! response:	They're too vulnerable!
context: Oh... I'm, uh...\Good night, Haru-kun.\G-Good night.\Not good.\It's not good if they're dressed like that.\It's just too much if they wander around the lodging like that.\Too much. It's just too much!\They're too vulnerable! response:	Th-This isn't good, I'll really be on the same
context: Good night, Haru-kun.\G-Good night.\Not good.\It's not good if they're dressed like that.\It's just too much if they wander around the lodging like that.\Too much. It's just too much!\They're too vulnerable!\Th-This isn't good, I'll really be on the same response:	What're doing, Haruhiro?
context: G-Good night.\Not good.\It's not good if they're dressed like that.\It's just too much if they wander around the lodging like that.\Too much. It's just too much!\They're too vulnerable!\Th-This isn't good, I'll really be on the same\What're doing, Haruhiro? response:	No. Nothing.
context: Not good.\It's not good if they're dressed like that.\It's just too much if they wander around the lodging like that.\Too much. It's just too much!\They're too vulnerable!\Th-This isn't good, I'll really be on the same\What're doing, Haruhiro?\No. Nothing. response:	The heck.
context: It's not good if they're dressed like that.\It's just too much if they wander around the lodging like that.\Too much. It's just too much!\They're too vulnerable!\Th-This isn't good, I'll really be on the same\What're doing, Haruhiro?\No. Nothing.\The heck. response:	It's this rain.
context: It's just too much if they wander around the lodging like that.\Too much. It's just too much!\They're too vulnerable!\Th-This isn't good, I'll really be on the same\What're doing, Haruhiro?\No. Nothing.\The heck.\It's this rain. response:	Nothing's going to dry even if you wash them.
context: Too much. It's just too much!\They're too vulnerable!\Th-This isn't good, I'll really be on the same\What're doing, Haruhiro?\No. Nothing.\The heck.\It's this rain.\Nothing's going to dry even if you wash them. response:	Why don't you wash stuff tomorrow?
context: They're too vulnerable!\Th-This isn't good, I'll really be on the same\What're doing, Haruhiro?\No. Nothing.\The heck.\It's this rain.\Nothing's going to dry even if you wash them.\Why don't you wash stuff tomorrow? response:	I don't know if the rain will let up tomorrow.
context: Th-This isn't good, I'll really be on the same\What're doing, Haruhiro?\No. Nothing.\The heck.\It's this rain.\Nothing's going to dry even if you wash them.\Why don't you wash stuff tomorrow?\I don't know if the rain will let up tomorrow. response:	You're the one who told me to wash my clothes once in a while'cause they stink, Parupiro.
context: What're doing, Haruhiro?\No. Nothing.\The heck.\It's this rain.\Nothing's going to dry even if you wash them.\Why don't you wash stuff tomorrow?\I don't know if the rain will let up tomorrow.\You're the one who told me to wash my clothes once in a while'cause they stink, Parupiro. response:	What I'm trying to say is, I regret washing my stuff today.
context: No. Nothing.\The heck.\It's this rain.\Nothing's going to dry even if you wash them.\Why don't you wash stuff tomorrow?\I don't know if the rain will let up tomorrow.\You're the one who told me to wash my clothes once in a while'cause they stink, Parupiro.\What I'm trying to say is, I regret washing my stuff today. response:	Yeah.
context: The heck.\It's this rain.\Nothing's going to dry even if you wash them.\Why don't you wash stuff tomorrow?\I don't know if the rain will let up tomorrow.\You're the one who told me to wash my clothes once in a while'cause they stink, Parupiro.\What I'm trying to say is, I regret washing my stuff today.\Yeah. response:	I can't let King Shameless here get near the girls right now.
context: It's this rain.\Nothing's going to dry even if you wash them.\Why don't you wash stuff tomorrow?\I don't know if the rain will let up tomorrow.\You're the one who told me to wash my clothes once in a while'cause they stink, Parupiro.\What I'm trying to say is, I regret washing my stuff today.\Yeah.\I can't let King Shameless here get near the girls right now. response:	This sense of duty drove me to act.
context: Nothing's going to dry even if you wash them.\Why don't you wash stuff tomorrow?\I don't know if the rain will let up tomorrow.\You're the one who told me to wash my clothes once in a while'cause they stink, Parupiro.\What I'm trying to say is, I regret washing my stuff today.\Yeah.\I can't let King Shameless here get near the girls right now.\This sense of duty drove me to act. response:	I guess you're right. It's a pain, anyway.
context: Why don't you wash stuff tomorrow?\I don't know if the rain will let up tomorrow.\You're the one who told me to wash my clothes once in a while'cause they stink, Parupiro.\What I'm trying to say is, I regret washing my stuff today.\Yeah.\I can't let King Shameless here get near the girls right now.\This sense of duty drove me to act.\I guess you're right. It's a pain, anyway. response:	Yeah. Right?
context: I don't know if the rain will let up tomorrow.\You're the one who told me to wash my clothes once in a while'cause they stink, Parupiro.\What I'm trying to say is, I regret washing my stuff today.\Yeah.\I can't let King Shameless here get near the girls right now.\This sense of duty drove me to act.\I guess you're right. It's a pain, anyway.\Yeah. Right? response:	I was thinking maybe the girls were there, muhaha.
context: You're the one who told me to wash my clothes once in a while'cause they stink, Parupiro.\What I'm trying to say is, I regret washing my stuff today.\Yeah.\I can't let King Shameless here get near the girls right now.\This sense of duty drove me to act.\I guess you're right. It's a pain, anyway.\Yeah. Right?\I was thinking maybe the girls were there, muhaha. response:	Don't muhaha me.
context: What I'm trying to say is, I regret washing my stuff today.\Yeah.\I can't let King Shameless here get near the girls right now.\This sense of duty drove me to act.\I guess you're right. It's a pain, anyway.\Yeah. Right?\I was thinking maybe the girls were there, muhaha.\Don't muhaha me. response:	That was close.
context: Yeah.\I can't let King Shameless here get near the girls right now.\This sense of duty drove me to act.\I guess you're right. It's a pain, anyway.\Yeah. Right?\I was thinking maybe the girls were there, muhaha.\Don't muhaha me.\That was close. response:	The way they're dressed is too tempting.
context: I can't let King Shameless here get near the girls right now.\This sense of duty drove me to act.\I guess you're right. It's a pain, anyway.\Yeah. Right?\I was thinking maybe the girls were there, muhaha.\Don't muhaha me.\That was close.\The way they're dressed is too tempting. response:	I've got to tell them.
context: This sense of duty drove me to act.\I guess you're right. It's a pain, anyway.\Yeah. Right?\I was thinking maybe the girls were there, muhaha.\Don't muhaha me.\That was close.\The way they're dressed is too tempting.\I've got to tell them. response:	Or should I...?
context: I guess you're right. It's a pain, anyway.\Yeah. Right?\I was thinking maybe the girls were there, muhaha.\Don't muhaha me.\That was close.\The way they're dressed is too tempting.\I've got to tell them.\Or should I...? response:	No! I'll tell them.
context: Yeah. Right?\I was thinking maybe the girls were there, muhaha.\Don't muhaha me.\That was close.\The way they're dressed is too tempting.\I've got to tell them.\Or should I...?\No! I'll tell them. response:	This is Damuro.
context: I was thinking maybe the girls were there, muhaha.\Don't muhaha me.\That was close.\The way they're dressed is too tempting.\I've got to tell them.\Or should I...?\No! I'll tell them.\This is Damuro. response:	They say it was the second city of the Arabakia Kingdom.
context: Don't muhaha me.\That was close.\The way they're dressed is too tempting.\I've got to tell them.\Or should I...?\No! I'll tell them.\This is Damuro.\They say it was the second city of the Arabakia Kingdom. response:	It was much bigger city than Ortana.
context: That was close.\The way they're dressed is too tempting.\I've got to tell them.\Or should I...?\No! I'll tell them.\This is Damuro.\They say it was the second city of the Arabakia Kingdom.\It was much bigger city than Ortana. response:	Currently Damuro was a base for goblins.
context: The way they're dressed is too tempting.\I've got to tell them.\Or should I...?\No! I'll tell them.\This is Damuro.\They say it was the second city of the Arabakia Kingdom.\It was much bigger city than Ortana.\Currently Damuro was a base for goblins. response:	Goblins found near the new city area are numerous and strong.
context: I've got to tell them.\Or should I...?\No! I'll tell them.\This is Damuro.\They say it was the second city of the Arabakia Kingdom.\It was much bigger city than Ortana.\Currently Damuro was a base for goblins.\Goblins found near the new city area are numerous and strong. response:	Too difficult for us to defeat.
context: Or should I...?\No! I'll tell them.\This is Damuro.\They say it was the second city of the Arabakia Kingdom.\It was much bigger city than Ortana.\Currently Damuro was a base for goblins.\Goblins found near the new city area are numerous and strong.\Too difficult for us to defeat. response:	That's why we're going to the old city area to target goblins separated from their groups.
context: No! I'll tell them.\This is Damuro.\They say it was the second city of the Arabakia Kingdom.\It was much bigger city than Ortana.\Currently Damuro was a base for goblins.\Goblins found near the new city area are numerous and strong.\Too difficult for us to defeat.\That's why we're going to the old city area to target goblins separated from their groups. response:	That said, compared to the forest, we have more encounters, so it's still dangerous.
context: This is Damuro.\They say it was the second city of the Arabakia Kingdom.\It was much bigger city than Ortana.\Currently Damuro was a base for goblins.\Goblins found near the new city area are numerous and strong.\Too difficult for us to defeat.\That's why we're going to the old city area to target goblins separated from their groups.\That said, compared to the forest, we have more encounters, so it's still dangerous. response:	One goblin. Looks like sleeping.
context: They say it was the second city of the Arabakia Kingdom.\It was much bigger city than Ortana.\Currently Damuro was a base for goblins.\Goblins found near the new city area are numerous and strong.\Too difficult for us to defeat.\That's why we're going to the old city area to target goblins separated from their groups.\That said, compared to the forest, we have more encounters, so it's still dangerous.\One goblin. Looks like sleeping. response:	All right. Let's do it.
context: It was much bigger city than Ortana.\Currently Damuro was a base for goblins.\Goblins found near the new city area are numerous and strong.\Too difficult for us to defeat.\That's why we're going to the old city area to target goblins separated from their groups.\That said, compared to the forest, we have more encounters, so it's still dangerous.\One goblin. Looks like sleeping.\All right. Let's do it. response:	Moguzo's armor will make sound, so Haruhiro, Ranta, and I will approach first.
context: Currently Damuro was a base for goblins.\Goblins found near the new city area are numerous and strong.\Too difficult for us to defeat.\That's why we're going to the old city area to target goblins separated from their groups.\That said, compared to the forest, we have more encounters, so it's still dangerous.\One goblin. Looks like sleeping.\All right. Let's do it.\Moguzo's armor will make sound, so Haruhiro, Ranta, and I will approach first. response:	If we can close in on the goblin without waking him, the three of us will finish him.
context: Goblins found near the new city area are numerous and strong.\Too difficult for us to defeat.\That's why we're going to the old city area to target goblins separated from their groups.\That said, compared to the forest, we have more encounters, so it's still dangerous.\One goblin. Looks like sleeping.\All right. Let's do it.\Moguzo's armor will make sound, so Haruhiro, Ranta, and I will approach first.\If we can close in on the goblin without waking him, the three of us will finish him. response:	If we wake him, Yume, use your bow.
context: Too difficult for us to defeat.\That's why we're going to the old city area to target goblins separated from their groups.\That said, compared to the forest, we have more encounters, so it's still dangerous.\One goblin. Looks like sleeping.\All right. Let's do it.\Moguzo's armor will make sound, so Haruhiro, Ranta, and I will approach first.\If we can close in on the goblin without waking him, the three of us will finish him.\If we wake him, Yume, use your bow. response:	Shihoru, back us up with magic from a distance.
context: That's why we're going to the old city area to target goblins separated from their groups.\That said, compared to the forest, we have more encounters, so it's still dangerous.\One goblin. Looks like sleeping.\All right. Let's do it.\Moguzo's armor will make sound, so Haruhiro, Ranta, and I will approach first.\If we can close in on the goblin without waking him, the three of us will finish him.\If we wake him, Yume, use your bow.\Shihoru, back us up with magic from a distance. response:	Moguzo, you'll run to the front.
context: That said, compared to the forest, we have more encounters, so it's still dangerous.\One goblin. Looks like sleeping.\All right. Let's do it.\Moguzo's armor will make sound, so Haruhiro, Ranta, and I will approach first.\If we can close in on the goblin without waking him, the three of us will finish him.\If we wake him, Yume, use your bow.\Shihoru, back us up with magic from a distance.\Moguzo, you'll run to the front. response:	If it becomes a head-on fight, we'll use the same formation as before.
context: One goblin. Looks like sleeping.\All right. Let's do it.\Moguzo's armor will make sound, so Haruhiro, Ranta, and I will approach first.\If we can close in on the goblin without waking him, the three of us will finish him.\If we wake him, Yume, use your bow.\Shihoru, back us up with magic from a distance.\Moguzo, you'll run to the front.\If it becomes a head-on fight, we'll use the same formation as before. response:	We'll surround him, so he can't get away.
context: All right. Let's do it.\Moguzo's armor will make sound, so Haruhiro, Ranta, and I will approach first.\If we can close in on the goblin without waking him, the three of us will finish him.\If we wake him, Yume, use your bow.\Shihoru, back us up with magic from a distance.\Moguzo, you'll run to the front.\If it becomes a head-on fight, we'll use the same formation as before.\We'll surround him, so he can't get away. response:	Don't back away!
context: Moguzo's armor will make sound, so Haruhiro, Ranta, and I will approach first.\If we can close in on the goblin without waking him, the three of us will finish him.\If we wake him, Yume, use your bow.\Shihoru, back us up with magic from a distance.\Moguzo, you'll run to the front.\If it becomes a head-on fight, we'll use the same formation as before.\We'll surround him, so he can't get away.\Don't back away! response:	Dammit!
context: If we can close in on the goblin without waking him, the three of us will finish him.\If we wake him, Yume, use your bow.\Shihoru, back us up with magic from a distance.\Moguzo, you'll run to the front.\If it becomes a head-on fight, we'll use the same formation as before.\We'll surround him, so he can't get away.\Don't back away!\Dammit! response:	Is it dead?
context: If we wake him, Yume, use your bow.\Shihoru, back us up with magic from a distance.\Moguzo, you'll run to the front.\If it becomes a head-on fight, we'll use the same formation as before.\We'll surround him, so he can't get away.\Don't back away!\Dammit!\Is it dead? response:	It's so easy... to attack them in their sleep.
context: Shihoru, back us up with magic from a distance.\Moguzo, you'll run to the front.\If it becomes a head-on fight, we'll use the same formation as before.\We'll surround him, so he can't get away.\Don't back away!\Dammit!\Is it dead?\It's so easy... to attack them in their sleep. response:	I need to get a claw or something.
context: Moguzo, you'll run to the front.\If it becomes a head-on fight, we'll use the same formation as before.\We'll surround him, so he can't get away.\Don't back away!\Dammit!\Is it dead?\It's so easy... to attack them in their sleep.\I need to get a claw or something. response:	Vice, Vice.
context: If it becomes a head-on fight, we'll use the same formation as before.\We'll surround him, so he can't get away.\Don't back away!\Dammit!\Is it dead?\It's so easy... to attack them in their sleep.\I need to get a claw or something.\Vice, Vice. response:	Wow, this is our best record yet.
context: We'll surround him, so he can't get away.\Don't back away!\Dammit!\Is it dead?\It's so easy... to attack them in their sleep.\I need to get a claw or something.\Vice, Vice.\Wow, this is our best record yet. response:	It's only our second time, though.
context: Don't back away!\Dammit!\Is it dead?\It's so easy... to attack them in their sleep.\I need to get a claw or something.\Vice, Vice.\Wow, this is our best record yet.\It's only our second time, though. response:	Four silvers.
context: Dammit!\Is it dead?\It's so easy... to attack them in their sleep.\I need to get a claw or something.\Vice, Vice.\Wow, this is our best record yet.\It's only our second time, though.\Four silvers. response:	Woah...
context: Is it dead?\It's so easy... to attack them in their sleep.\I need to get a claw or something.\Vice, Vice.\Wow, this is our best record yet.\It's only our second time, though.\Four silvers.\Woah... response:	It's not over yet.
context: It's so easy... to attack them in their sleep.\I need to get a claw or something.\Vice, Vice.\Wow, this is our best record yet.\It's only our second time, though.\Four silvers.\Woah...\It's not over yet. response:	We were lucky that it was easy today, but it won't always be like this.
context: I need to get a claw or something.\Vice, Vice.\Wow, this is our best record yet.\It's only our second time, though.\Four silvers.\Woah...\It's not over yet.\We were lucky that it was easy today, but it won't always be like this. response:	Keep your guard up and look for our next target.
context: Vice, Vice.\Wow, this is our best record yet.\It's only our second time, though.\Four silvers.\Woah...\It's not over yet.\We were lucky that it was easy today, but it won't always be like this.\Keep your guard up and look for our next target. response:	C'mon, don't be such a killjoy.
context: Wow, this is our best record yet.\It's only our second time, though.\Four silvers.\Woah...\It's not over yet.\We were lucky that it was easy today, but it won't always be like this.\Keep your guard up and look for our next target.\C'mon, don't be such a killjoy. response:	We just had a huge win, thanks to me!
context: It's only our second time, though.\Four silvers.\Woah...\It's not over yet.\We were lucky that it was easy today, but it won't always be like this.\Keep your guard up and look for our next target.\C'mon, don't be such a killjoy.\We just had a huge win, thanks to me! response:	We should celebrate these times!
context: Four silvers.\Woah...\It's not over yet.\We were lucky that it was easy today, but it won't always be like this.\Keep your guard up and look for our next target.\C'mon, don't be such a killjoy.\We just had a huge win, thanks to me!\We should celebrate these times! response:	You're right.
context: Woah...\It's not over yet.\We were lucky that it was easy today, but it won't always be like this.\Keep your guard up and look for our next target.\C'mon, don't be such a killjoy.\We just had a huge win, thanks to me!\We should celebrate these times!\You're right. response:	I don't mind enjoying it.
context: It's not over yet.\We were lucky that it was easy today, but it won't always be like this.\Keep your guard up and look for our next target.\C'mon, don't be such a killjoy.\We just had a huge win, thanks to me!\We should celebrate these times!\You're right.\I don't mind enjoying it. response:	You were a big help, too.
context: We were lucky that it was easy today, but it won't always be like this.\Keep your guard up and look for our next target.\C'mon, don't be such a killjoy.\We just had a huge win, thanks to me!\We should celebrate these times!\You're right.\I don't mind enjoying it.\You were a big help, too. response:	Right?
context: Keep your guard up and look for our next target.\C'mon, don't be such a killjoy.\We just had a huge win, thanks to me!\We should celebrate these times!\You're right.\I don't mind enjoying it.\You were a big help, too.\Right? response:	Didn't I really seem like a Dark Knight when I wore a cruel smile as I stabbed the gob?
context: C'mon, don't be such a killjoy.\We just had a huge win, thanks to me!\We should celebrate these times!\You're right.\I don't mind enjoying it.\You were a big help, too.\Right?\Didn't I really seem like a Dark Knight when I wore a cruel smile as I stabbed the gob? response:	No, you were just as worked up as usual.
context: We just had a huge win, thanks to me!\We should celebrate these times!\You're right.\I don't mind enjoying it.\You were a big help, too.\Right?\Didn't I really seem like a Dark Knight when I wore a cruel smile as I stabbed the gob?\No, you were just as worked up as usual. response:	Idiot!
context: We should celebrate these times!\You're right.\I don't mind enjoying it.\You were a big help, too.\Right?\Didn't I really seem like a Dark Knight when I wore a cruel smile as I stabbed the gob?\No, you were just as worked up as usual.\Idiot! response:	I got him good without a hitch!
context: You're right.\I don't mind enjoying it.\You were a big help, too.\Right?\Didn't I really seem like a Dark Knight when I wore a cruel smile as I stabbed the gob?\No, you were just as worked up as usual.\Idiot!\I got him good without a hitch! response:	Where are your eyes?
context: I don't mind enjoying it.\You were a big help, too.\Right?\Didn't I really seem like a Dark Knight when I wore a cruel smile as I stabbed the gob?\No, you were just as worked up as usual.\Idiot!\I got him good without a hitch!\Where are your eyes? response:	Oh, I see them, right there!
context: You were a big help, too.\Right?\Didn't I really seem like a Dark Knight when I wore a cruel smile as I stabbed the gob?\No, you were just as worked up as usual.\Idiot!\I got him good without a hitch!\Where are your eyes?\Oh, I see them, right there! response:	Your eyes are such small slits, I barely noticed them!
context: Right?\Didn't I really seem like a Dark Knight when I wore a cruel smile as I stabbed the gob?\No, you were just as worked up as usual.\Idiot!\I got him good without a hitch!\Where are your eyes?\Oh, I see them, right there!\Your eyes are such small slits, I barely noticed them! response:	Really, this again?
context: Didn't I really seem like a Dark Knight when I wore a cruel smile as I stabbed the gob?\No, you were just as worked up as usual.\Idiot!\I got him good without a hitch!\Where are your eyes?\Oh, I see them, right there!\Your eyes are such small slits, I barely noticed them!\Really, this again? response:	At least react to it!
context: No, you were just as worked up as usual.\Idiot!\I got him good without a hitch!\Where are your eyes?\Oh, I see them, right there!\Your eyes are such small slits, I barely noticed them!\Really, this again?\At least react to it! response:	Just say something, you gonna leave me hanging?!
context: Idiot!\I got him good without a hitch!\Where are your eyes?\Oh, I see them, right there!\Your eyes are such small slits, I barely noticed them!\Really, this again?\At least react to it!\Just say something, you gonna leave me hanging?! response:	How many times is it now?
context: I got him good without a hitch!\Where are your eyes?\Oh, I see them, right there!\Your eyes are such small slits, I barely noticed them!\Really, this again?\At least react to it!\Just say something, you gonna leave me hanging?!\How many times is it now? response:	It's getting annoying!
context: Where are your eyes?\Oh, I see them, right there!\Your eyes are such small slits, I barely noticed them!\Really, this again?\At least react to it!\Just say something, you gonna leave me hanging?!\How many times is it now?\It's getting annoying! response:	We defeated an enemy.
context: Oh, I see them, right there!\Your eyes are such small slits, I barely noticed them!\Really, this again?\At least react to it!\Just say something, you gonna leave me hanging?!\How many times is it now?\It's getting annoying!\We defeated an enemy. response:	And earned money.
context: Your eyes are such small slits, I barely noticed them!\Really, this again?\At least react to it!\Just say something, you gonna leave me hanging?!\How many times is it now?\It's getting annoying!\We defeated an enemy.\And earned money. response:	Party's mood lightened again.
context: Really, this again?\At least react to it!\Just say something, you gonna leave me hanging?!\How many times is it now?\It's getting annoying!\We defeated an enemy.\And earned money.\Party's mood lightened again. response:	Everybody was probably on edge, because they were worried, too.
context: At least react to it!\Just say something, you gonna leave me hanging?!\How many times is it now?\It's getting annoying!\We defeated an enemy.\And earned money.\Party's mood lightened again.\Everybody was probably on edge, because they were worried, too. response:	Before we know it, maybe we'll be thinking and acting like Volunteer Soldiers.
context: Just say something, you gonna leave me hanging?!\How many times is it now?\It's getting annoying!\We defeated an enemy.\And earned money.\Party's mood lightened again.\Everybody was probably on edge, because they were worried, too.\Before we know it, maybe we'll be thinking and acting like Volunteer Soldiers. response:	After that, we targeted lone goblins and defeated them.
context: How many times is it now?\It's getting annoying!\We defeated an enemy.\And earned money.\Party's mood lightened again.\Everybody was probably on edge, because they were worried, too.\Before we know it, maybe we'll be thinking and acting like Volunteer Soldiers.\After that, we targeted lone goblins and defeated them. response:	In Damuro, we sometimes encountered groups of five or more.
context: It's getting annoying!\We defeated an enemy.\And earned money.\Party's mood lightened again.\Everybody was probably on edge, because they were worried, too.\Before we know it, maybe we'll be thinking and acting like Volunteer Soldiers.\After that, we targeted lone goblins and defeated them.\In Damuro, we sometimes encountered groups of five or more. response:	A pair was hard enough, so five was out of the question.
context: We defeated an enemy.\And earned money.\Party's mood lightened again.\Everybody was probably on edge, because they were worried, too.\Before we know it, maybe we'll be thinking and acting like Volunteer Soldiers.\After that, we targeted lone goblins and defeated them.\In Damuro, we sometimes encountered groups of five or more.\A pair was hard enough, so five was out of the question. response:	But still, we enjoyed the task of walking around the old town and sketching out a map.
context: And earned money.\Party's mood lightened again.\Everybody was probably on edge, because they were worried, too.\Before we know it, maybe we'll be thinking and acting like Volunteer Soldiers.\After that, we targeted lone goblins and defeated them.\In Damuro, we sometimes encountered groups of five or more.\A pair was hard enough, so five was out of the question.\But still, we enjoyed the task of walking around the old town and sketching out a map. response:	We'd go explore places we hadn't been to yet.
context: Party's mood lightened again.\Everybody was probably on edge, because they were worried, too.\Before we know it, maybe we'll be thinking and acting like Volunteer Soldiers.\After that, we targeted lone goblins and defeated them.\In Damuro, we sometimes encountered groups of five or more.\A pair was hard enough, so five was out of the question.\But still, we enjoyed the task of walking around the old town and sketching out a map.\We'd go explore places we hadn't been to yet. response:	With that, we had a goal set, so we learned our way around, too.
context: Everybody was probably on edge, because they were worried, too.\Before we know it, maybe we'll be thinking and acting like Volunteer Soldiers.\After that, we targeted lone goblins and defeated them.\In Damuro, we sometimes encountered groups of five or more.\A pair was hard enough, so five was out of the question.\But still, we enjoyed the task of walking around the old town and sketching out a map.\We'd go explore places we hadn't been to yet.\With that, we had a goal set, so we learned our way around, too. response:	We'd get nervous when we stepped into new areas.
context: Before we know it, maybe we'll be thinking and acting like Volunteer Soldiers.\After that, we targeted lone goblins and defeated them.\In Damuro, we sometimes encountered groups of five or more.\A pair was hard enough, so five was out of the question.\But still, we enjoyed the task of walking around the old town and sketching out a map.\We'd go explore places we hadn't been to yet.\With that, we had a goal set, so we learned our way around, too.\We'd get nervous when we stepped into new areas. response:	And we felt a little better in places we had mapped already.
context: After that, we targeted lone goblins and defeated them.\In Damuro, we sometimes encountered groups of five or more.\A pair was hard enough, so five was out of the question.\But still, we enjoyed the task of walking around the old town and sketching out a map.\We'd go explore places we hadn't been to yet.\With that, we had a goal set, so we learned our way around, too.\We'd get nervous when we stepped into new areas.\And we felt a little better in places we had mapped already. response:	That'll be thirty coppers.
context: In Damuro, we sometimes encountered groups of five or more.\A pair was hard enough, so five was out of the question.\But still, we enjoyed the task of walking around the old town and sketching out a map.\We'd go explore places we hadn't been to yet.\With that, we had a goal set, so we learned our way around, too.\We'd get nervous when we stepped into new areas.\And we felt a little better in places we had mapped already.\That'll be thirty coppers. response:	Thirty?
context: A pair was hard enough, so five was out of the question.\But still, we enjoyed the task of walking around the old town and sketching out a map.\We'd go explore places we hadn't been to yet.\With that, we had a goal set, so we learned our way around, too.\We'd get nervous when we stepped into new areas.\And we felt a little better in places we had mapped already.\That'll be thirty coppers.\Thirty? response:	Aren't these secondhand?
context: But still, we enjoyed the task of walking around the old town and sketching out a map.\We'd go explore places we hadn't been to yet.\With that, we had a goal set, so we learned our way around, too.\We'd get nervous when we stepped into new areas.\And we felt a little better in places we had mapped already.\That'll be thirty coppers.\Thirty?\Aren't these secondhand? response:	I'd consider it for fifteen coppers.
