context: There you go, making that face again, response:	biting onto your lips.
context: I told you to stop!\Damn him!\The one from yesterday!\Were my fists not enough for you?\Natsume-dono...\Natsume-dono!\Who is it?\Have you forgotten, Natsume Reiko-dono? response:	You said you would come and return my name in the spring.
context: Damn him!\The one from yesterday!\Were my fists not enough for you?\Natsume-dono...\Natsume-dono!\Who is it?\Have you forgotten, Natsume Reiko-dono?\You said you would come and return my name in the spring. response:	Damn Reiko, she's as cruel as always.
context: The one from yesterday!\Were my fists not enough for you?\Natsume-dono...\Natsume-dono!\Who is it?\Have you forgotten, Natsume Reiko-dono?\You said you would come and return my name in the spring.\Damn Reiko, she's as cruel as always. response:	Spring? How many springs have passed already?
context: Were my fists not enough for you?\Natsume-dono...\Natsume-dono!\Who is it?\Have you forgotten, Natsume Reiko-dono?\You said you would come and return my name in the spring.\Damn Reiko, she's as cruel as always.\Spring? How many springs have passed already? response:	You're the one who called me?
context: Natsume-dono...\Natsume-dono!\Who is it?\Have you forgotten, Natsume Reiko-dono?\You said you would come and return my name in the spring.\Damn Reiko, she's as cruel as always.\Spring? How many springs have passed already?\You're the one who called me? response:	Sensei, take care of the tea cups.
context: Natsume-dono!\Who is it?\Have you forgotten, Natsume Reiko-dono?\You said you would come and return my name in the spring.\Damn Reiko, she's as cruel as always.\Spring? How many springs have passed already?\You're the one who called me?\Sensei, take care of the tea cups. response:	Take it, Sawarabi.
context: Who is it?\Have you forgotten, Natsume Reiko-dono?\You said you would come and return my name in the spring.\Damn Reiko, she's as cruel as always.\Spring? How many springs have passed already?\You're the one who called me?\Sensei, take care of the tea cups.\Take it, Sawarabi. response:	It's your name.
context: Have you forgotten, Natsume Reiko-dono?\You said you would come and return my name in the spring.\Damn Reiko, she's as cruel as always.\Spring? How many springs have passed already?\You're the one who called me?\Sensei, take care of the tea cups.\Take it, Sawarabi.\It's your name. response:	Eh, Natsume?!
context: You said you would come and return my name in the spring.\Damn Reiko, she's as cruel as always.\Spring? How many springs have passed already?\You're the one who called me?\Sensei, take care of the tea cups.\Take it, Sawarabi.\It's your name.\Eh, Natsume?! response:	The owner of the Book of Friends?
context: Damn Reiko, she's as cruel as always.\Spring? How many springs have passed already?\You're the one who called me?\Sensei, take care of the tea cups.\Take it, Sawarabi.\It's your name.\Eh, Natsume?!\The owner of the Book of Friends? response:	Thank you for returning it.
context: Spring? How many springs have passed already?\You're the one who called me?\Sensei, take care of the tea cups.\Take it, Sawarabi.\It's your name.\Eh, Natsume?!\The owner of the Book of Friends?\Thank you for returning it. response:	The Book of Friends?
context: You're the one who called me?\Sensei, take care of the tea cups.\Take it, Sawarabi.\It's your name.\Eh, Natsume?!\The owner of the Book of Friends?\Thank you for returning it.\The Book of Friends? response:	I've heard of it.
context: Sensei, take care of the tea cups.\Take it, Sawarabi.\It's your name.\Eh, Natsume?!\The owner of the Book of Friends?\Thank you for returning it.\The Book of Friends?\I've heard of it. response:	When they have their names written in it, it serves as a contract and they are then bound to the owner.
context: Take it, Sawarabi.\It's your name.\Eh, Natsume?!\The owner of the Book of Friends?\Thank you for returning it.\The Book of Friends?\I've heard of it.\When they have their names written in it, it serves as a contract and they are then bound to the owner. response:	He'll take our names!
context: It's your name.\Eh, Natsume?!\The owner of the Book of Friends?\Thank you for returning it.\The Book of Friends?\I've heard of it.\When they have their names written in it, it serves as a contract and they are then bound to the owner.\He'll take our names! response:	Run away!
context: Eh, Natsume?!\The owner of the Book of Friends?\Thank you for returning it.\The Book of Friends?\I've heard of it.\When they have their names written in it, it serves as a contract and they are then bound to the owner.\He'll take our names!\Run away! response:	What are they saying?
context: The owner of the Book of Friends?\Thank you for returning it.\The Book of Friends?\I've heard of it.\When they have their names written in it, it serves as a contract and they are then bound to the owner.\He'll take our names!\Run away!\What are they saying? response:	There's no way he'd take your names when he just returned one.
context: Thank you for returning it.\The Book of Friends?\I've heard of it.\When they have their names written in it, it serves as a contract and they are then bound to the owner.\He'll take our names!\Run away!\What are they saying?\There's no way he'd take your names when he just returned one. response:	My name is written on it.
context: The Book of Friends?\I've heard of it.\When they have their names written in it, it serves as a contract and they are then bound to the owner.\He'll take our names!\Run away!\What are they saying?\There's no way he'd take your names when he just returned one.\My name is written on it. response:	Please make me your follower!
context: I've heard of it.\When they have their names written in it, it serves as a contract and they are then bound to the owner.\He'll take our names!\Run away!\What are they saying?\There's no way he'd take your names when he just returned one.\My name is written on it.\Please make me your follower! response:	I'm sure I'll be useful to you!
context: When they have their names written in it, it serves as a contract and they are then bound to the owner.\He'll take our names!\Run away!\What are they saying?\There's no way he'd take your names when he just returned one.\My name is written on it.\Please make me your follower!\I'm sure I'll be useful to you! response:	I don't need it.
context: He'll take our names!\Run away!\What are they saying?\There's no way he'd take your names when he just returned one.\My name is written on it.\Please make me your follower!\I'm sure I'll be useful to you!\I don't need it. response:	Is it because I'm weak?
context: Run away!\What are they saying?\There's no way he'd take your names when he just returned one.\My name is written on it.\Please make me your follower!\I'm sure I'll be useful to you!\I don't need it.\Is it because I'm weak? response:	Is it because I won't be useful?
context: What are they saying?\There's no way he'd take your names when he just returned one.\My name is written on it.\Please make me your follower!\I'm sure I'll be useful to you!\I don't need it.\Is it because I'm weak?\Is it because I won't be useful? response:	I don't want us to be bound like this.
context: There's no way he'd take your names when he just returned one.\My name is written on it.\Please make me your follower!\I'm sure I'll be useful to you!\I don't need it.\Is it because I'm weak?\Is it because I won't be useful?\I don't want us to be bound like this. response:	We aren't master and follower.
context: My name is written on it.\Please make me your follower!\I'm sure I'll be useful to you!\I don't need it.\Is it because I'm weak?\Is it because I won't be useful?\I don't want us to be bound like this.\We aren't master and follower. response:	Right?
context: Please make me your follower!\I'm sure I'll be useful to you!\I don't need it.\Is it because I'm weak?\Is it because I won't be useful?\I don't want us to be bound like this.\We aren't master and follower.\Right? response:	I think we have a different relationship.
context: I'm sure I'll be useful to you!\I don't need it.\Is it because I'm weak?\Is it because I won't be useful?\I don't want us to be bound like this.\We aren't master and follower.\Right?\I think we have a different relationship. response:	My, what a wonderful color.
context: I don't need it.\Is it because I'm weak?\Is it because I won't be useful?\I don't want us to be bound like this.\We aren't master and follower.\Right?\I think we have a different relationship.\My, what a wonderful color. response:	I'm going to change.
context: Is it because I'm weak?\Is it because I won't be useful?\I don't want us to be bound like this.\We aren't master and follower.\Right?\I think we have a different relationship.\My, what a wonderful color.\I'm going to change. response:	The townsfolk introduced me to a good pottery.
context: Is it because I won't be useful?\I don't want us to be bound like this.\We aren't master and follower.\Right?\I think we have a different relationship.\My, what a wonderful color.\I'm going to change.\The townsfolk introduced me to a good pottery. response:	Our family has grown, so I thought this was a good chance.
context: I don't want us to be bound like this.\We aren't master and follower.\Right?\I think we have a different relationship.\My, what a wonderful color.\I'm going to change.\The townsfolk introduced me to a good pottery.\Our family has grown, so I thought this was a good chance. response:	This is yours, Takashi.
context: We aren't master and follower.\Right?\I think we have a different relationship.\My, what a wonderful color.\I'm going to change.\The townsfolk introduced me to a good pottery.\Our family has grown, so I thought this was a good chance.\This is yours, Takashi. response:	Thank you.
context: Right?\I think we have a different relationship.\My, what a wonderful color.\I'm going to change.\The townsfolk introduced me to a good pottery.\Our family has grown, so I thought this was a good chance.\This is yours, Takashi.\Thank you. response:	It's just like that little fox said.
context: I think we have a different relationship.\My, what a wonderful color.\I'm going to change.\The townsfolk introduced me to a good pottery.\Our family has grown, so I thought this was a good chance.\This is yours, Takashi.\Thank you.\It's just like that little fox said. response:	About what, Natsume?
context: My, what a wonderful color.\I'm going to change.\The townsfolk introduced me to a good pottery.\Our family has grown, so I thought this was a good chance.\This is yours, Takashi.\Thank you.\It's just like that little fox said.\About what, Natsume? response:	It's not about whether you're useful or useless.
context: I'm going to change.\The townsfolk introduced me to a good pottery.\Our family has grown, so I thought this was a good chance.\This is yours, Takashi.\Thank you.\It's just like that little fox said.\About what, Natsume?\It's not about whether you're useful or useless. response:	I don't get it at all.
context: The townsfolk introduced me to a good pottery.\Our family has grown, so I thought this was a good chance.\This is yours, Takashi.\Thank you.\It's just like that little fox said.\About what, Natsume?\It's not about whether you're useful or useless.\I don't get it at all. response:	It really is pretty!
context: Our family has grown, so I thought this was a good chance.\This is yours, Takashi.\Thank you.\It's just like that little fox said.\About what, Natsume?\It's not about whether you're useful or useless.\I don't get it at all.\It really is pretty! response:	I want to show it to Natsume too.
context: This is yours, Takashi.\Thank you.\It's just like that little fox said.\About what, Natsume?\It's not about whether you're useful or useless.\I don't get it at all.\It really is pretty!\I want to show it to Natsume too. response:	Natsume...
context: Thank you.\It's just like that little fox said.\About what, Natsume?\It's not about whether you're useful or useless.\I don't get it at all.\It really is pretty!\I want to show it to Natsume too.\Natsume... response:	I want to see Natsume.
context: It's just like that little fox said.\About what, Natsume?\It's not about whether you're useful or useless.\I don't get it at all.\It really is pretty!\I want to show it to Natsume too.\Natsume...\I want to see Natsume. response:	I can't be crying when I'm going to become a man!
context: About what, Natsume?\It's not about whether you're useful or useless.\I don't get it at all.\It really is pretty!\I want to show it to Natsume too.\Natsume...\I want to see Natsume.\I can't be crying when I'm going to become a man! response:	I've already decided to become strong and to be helpful to Natsume!
context: It's not about whether you're useful or useless.\I don't get it at all.\It really is pretty!\I want to show it to Natsume too.\Natsume...\I want to see Natsume.\I can't be crying when I'm going to become a man!\I've already decided to become strong and to be helpful to Natsume! response:	Do you want to see Natsume that much?
context: I don't get it at all.\It really is pretty!\I want to show it to Natsume too.\Natsume...\I want to see Natsume.\I can't be crying when I'm going to become a man!\I've already decided to become strong and to be helpful to Natsume!\Do you want to see Natsume that much? response:	I've heard the rumors.
context: It really is pretty!\I want to show it to Natsume too.\Natsume...\I want to see Natsume.\I can't be crying when I'm going to become a man!\I've already decided to become strong and to be helpful to Natsume!\Do you want to see Natsume that much?\I've heard the rumors. response:	You met the owner of the Book of Friends, Natsume, didn't you?
context: I want to show it to Natsume too.\Natsume...\I want to see Natsume.\I can't be crying when I'm going to become a man!\I've already decided to become strong and to be helpful to Natsume!\Do you want to see Natsume that much?\I've heard the rumors.\You met the owner of the Book of Friends, Natsume, didn't you? response:	You still can't disguise yourself as a human?
context: Natsume...\I want to see Natsume.\I can't be crying when I'm going to become a man!\I've already decided to become strong and to be helpful to Natsume!\Do you want to see Natsume that much?\I've heard the rumors.\You met the owner of the Book of Friends, Natsume, didn't you?\You still can't disguise yourself as a human? response:	If you can fill me up with fish, then I'll tell you a way to see Natsume.
context: I want to see Natsume.\I can't be crying when I'm going to become a man!\I've already decided to become strong and to be helpful to Natsume!\Do you want to see Natsume that much?\I've heard the rumors.\You met the owner of the Book of Friends, Natsume, didn't you?\You still can't disguise yourself as a human?\If you can fill me up with fish, then I'll tell you a way to see Natsume. response:	Will you tell me how to see Natsume now?
context: I can't be crying when I'm going to become a man!\I've already decided to become strong and to be helpful to Natsume!\Do you want to see Natsume that much?\I've heard the rumors.\You met the owner of the Book of Friends, Natsume, didn't you?\You still can't disguise yourself as a human?\If you can fill me up with fish, then I'll tell you a way to see Natsume.\Will you tell me how to see Natsume now? response:	What a foolish little fox.
context: I've already decided to become strong and to be helpful to Natsume!\Do you want to see Natsume that much?\I've heard the rumors.\You met the owner of the Book of Friends, Natsume, didn't you?\You still can't disguise yourself as a human?\If you can fill me up with fish, then I'll tell you a way to see Natsume.\Will you tell me how to see Natsume now?\What a foolish little fox. response:	You were tricked.
context: Do you want to see Natsume that much?\I've heard the rumors.\You met the owner of the Book of Friends, Natsume, didn't you?\You still can't disguise yourself as a human?\If you can fill me up with fish, then I'll tell you a way to see Natsume.\Will you tell me how to see Natsume now?\What a foolish little fox.\You were tricked. response:	You're always alone because you're so stupid.
context: I've heard the rumors.\You met the owner of the Book of Friends, Natsume, didn't you?\You still can't disguise yourself as a human?\If you can fill me up with fish, then I'll tell you a way to see Natsume.\Will you tell me how to see Natsume now?\What a foolish little fox.\You were tricked.\You're always alone because you're so stupid. response:	Natsume already forgot about you a long time ago.
context: You met the owner of the Book of Friends, Natsume, didn't you?\You still can't disguise yourself as a human?\If you can fill me up with fish, then I'll tell you a way to see Natsume.\Will you tell me how to see Natsume now?\What a foolish little fox.\You were tricked.\You're always alone because you're so stupid.\Natsume already forgot about you a long time ago. response:	Take this, little fox.
context: You still can't disguise yourself as a human?\If you can fill me up with fish, then I'll tell you a way to see Natsume.\Will you tell me how to see Natsume now?\What a foolish little fox.\You were tricked.\You're always alone because you're so stupid.\Natsume already forgot about you a long time ago.\Take this, little fox. response:	It's medicine that will allow you to become a human for one day.
context: If you can fill me up with fish, then I'll tell you a way to see Natsume.\Will you tell me how to see Natsume now?\What a foolish little fox.\You were tricked.\You're always alone because you're so stupid.\Natsume already forgot about you a long time ago.\Take this, little fox.\It's medicine that will allow you to become a human for one day. response:	Medicine to become a human?
context: Will you tell me how to see Natsume now?\What a foolish little fox.\You were tricked.\You're always alone because you're so stupid.\Natsume already forgot about you a long time ago.\Take this, little fox.\It's medicine that will allow you to become a human for one day.\Medicine to become a human? response:	If you want to see him, you can go see him yourself.
context: What a foolish little fox.\You were tricked.\You're always alone because you're so stupid.\Natsume already forgot about you a long time ago.\Take this, little fox.\It's medicine that will allow you to become a human for one day.\Medicine to become a human?\If you want to see him, you can go see him yourself. response:	That's all there is to it.
context: You were tricked.\You're always alone because you're so stupid.\Natsume already forgot about you a long time ago.\Take this, little fox.\It's medicine that will allow you to become a human for one day.\Medicine to become a human?\If you want to see him, you can go see him yourself.\That's all there is to it. response:	That's right, I just have to go see him!
context: You're always alone because you're so stupid.\Natsume already forgot about you a long time ago.\Take this, little fox.\It's medicine that will allow you to become a human for one day.\Medicine to become a human?\If you want to see him, you can go see him yourself.\That's all there is to it.\That's right, I just have to go see him! response:	All right, I'm a fox too!
context: Natsume already forgot about you a long time ago.\Take this, little fox.\It's medicine that will allow you to become a human for one day.\Medicine to become a human?\If you want to see him, you can go see him yourself.\That's all there is to it.\That's right, I just have to go see him!\All right, I'm a fox too! response:	Once I go to the world of humans, I can follow Natsume's scent!
context: Take this, little fox.\It's medicine that will allow you to become a human for one day.\Medicine to become a human?\If you want to see him, you can go see him yourself.\That's all there is to it.\That's right, I just have to go see him!\All right, I'm a fox too!\Once I go to the world of humans, I can follow Natsume's scent! response:	I'll be going now, mom.
context: It's medicine that will allow you to become a human for one day.\Medicine to become a human?\If you want to see him, you can go see him yourself.\That's all there is to it.\That's right, I just have to go see him!\All right, I'm a fox too!\Once I go to the world of humans, I can follow Natsume's scent!\I'll be going now, mom. response:	I wonder if Natsume is feeling lonely being by himself.
context: Medicine to become a human?\If you want to see him, you can go see him yourself.\That's all there is to it.\That's right, I just have to go see him!\All right, I'm a fox too!\Once I go to the world of humans, I can follow Natsume's scent!\I'll be going now, mom.\I wonder if Natsume is feeling lonely being by himself. response:	Natsume's scent?
context: If you want to see him, you can go see him yourself.\That's all there is to it.\That's right, I just have to go see him!\All right, I'm a fox too!\Once I go to the world of humans, I can follow Natsume's scent!\I'll be going now, mom.\I wonder if Natsume is feeling lonely being by himself.\Natsume's scent? response:	Natsume...
context: That's all there is to it.\That's right, I just have to go see him!\All right, I'm a fox too!\Once I go to the world of humans, I can follow Natsume's scent!\I'll be going now, mom.\I wonder if Natsume is feeling lonely being by himself.\Natsume's scent?\Natsume... response:	It's Natsume's scent.
context: That's right, I just have to go see him!\All right, I'm a fox too!\Once I go to the world of humans, I can follow Natsume's scent!\I'll be going now, mom.\I wonder if Natsume is feeling lonely being by himself.\Natsume's scent?\Natsume...\It's Natsume's scent. response:	I want to see him!
context: All right, I'm a fox too!\Once I go to the world of humans, I can follow Natsume's scent!\I'll be going now, mom.\I wonder if Natsume is feeling lonely being by himself.\Natsume's scent?\Natsume...\It's Natsume's scent.\I want to see him! response:	Hey, hey! Watch where you're going!
context: Once I go to the world of humans, I can follow Natsume's scent!\I'll be going now, mom.\I wonder if Natsume is feeling lonely being by himself.\Natsume's scent?\Natsume...\It's Natsume's scent.\I want to see him!\Hey, hey! Watch where you're going! response:	Where's Natsume?
context: I'll be going now, mom.\I wonder if Natsume is feeling lonely being by himself.\Natsume's scent?\Natsume...\It's Natsume's scent.\I want to see him!\Hey, hey! Watch where you're going!\Where's Natsume? response:	Natsume?
context: I wonder if Natsume is feeling lonely being by himself.\Natsume's scent?\Natsume...\It's Natsume's scent.\I want to see him!\Hey, hey! Watch where you're going!\Where's Natsume?\Natsume? response:	Oh, are you okay by yourself?
context: Natsume's scent?\Natsume...\It's Natsume's scent.\I want to see him!\Hey, hey! Watch where you're going!\Where's Natsume?\Natsume?\Oh, are you okay by yourself? response:	Where's your mother?
context: Natsume...\It's Natsume's scent.\I want to see him!\Hey, hey! Watch where you're going!\Where's Natsume?\Natsume?\Oh, are you okay by yourself?\Where's your mother? response:	I'm fine by myself.
context: It's Natsume's scent.\I want to see him!\Hey, hey! Watch where you're going!\Where's Natsume?\Natsume?\Oh, are you okay by yourself?\Where's your mother?\I'm fine by myself. response:	I want to see him.
context: I want to see him!\Hey, hey! Watch where you're going!\Where's Natsume?\Natsume?\Oh, are you okay by yourself?\Where's your mother?\I'm fine by myself.\I want to see him. response:	I want to see him!
context: Hey, hey! Watch where you're going!\Where's Natsume?\Natsume?\Oh, are you okay by yourself?\Where's your mother?\I'm fine by myself.\I want to see him.\I want to see him! response:	Where is he?
context: Where's Natsume?\Natsume?\Oh, are you okay by yourself?\Where's your mother?\I'm fine by myself.\I want to see him.\I want to see him!\Where is he? response:	Where's Natsume?
context: Natsume?\Oh, are you okay by yourself?\Where's your mother?\I'm fine by myself.\I want to see him.\I want to see him!\Where is he?\Where's Natsume? response:	Natsume!
context: Oh, are you okay by yourself?\Where's your mother?\I'm fine by myself.\I want to see him.\I want to see him!\Where is he?\Where's Natsume?\Natsume! response:	There it is!
context: Where's your mother?\I'm fine by myself.\I want to see him.\I want to see him!\Where is he?\Where's Natsume?\Natsume!\There it is! response:	Pull it in! Pull it in!
context: I'm fine by myself.\I want to see him.\I want to see him!\Where is he?\Where's Natsume?\Natsume!\There it is!\Pull it in! Pull it in! response:	It's huge!
context: I want to see him.\I want to see him!\Where is he?\Where's Natsume?\Natsume!\There it is!\Pull it in! Pull it in!\It's huge! response:	You again, Natsume?
context: I want to see him!\Where is he?\Where's Natsume?\Natsume!\There it is!\Pull it in! Pull it in!\It's huge!\You again, Natsume? response:	You caught a whole bunch.
context: Where is he?\Where's Natsume?\Natsume!\There it is!\Pull it in! Pull it in!\It's huge!\You again, Natsume?\You caught a whole bunch. response:	Sorry.
context: Where's Natsume?\Natsume!\There it is!\Pull it in! Pull it in!\It's huge!\You again, Natsume?\You caught a whole bunch.\Sorry. response:	What are you eating?
context: Natsume!\There it is!\Pull it in! Pull it in!\It's huge!\You again, Natsume?\You caught a whole bunch.\Sorry.\What are you eating? response:	It's Natsume's scent!
context: There it is!\Pull it in! Pull it in!\It's huge!\You again, Natsume?\You caught a whole bunch.\Sorry.\What are you eating?\It's Natsume's scent! response:	He's nearby!
context: Pull it in! Pull it in!\It's huge!\You again, Natsume?\You caught a whole bunch.\Sorry.\What are you eating?\It's Natsume's scent!\He's nearby! response:	I can see him!
context: It's huge!\You again, Natsume?\You caught a whole bunch.\Sorry.\What are you eating?\It's Natsume's scent!\He's nearby!\I can see him! response:	It's all fried!
context: You again, Natsume?\You caught a whole bunch.\Sorry.\What are you eating?\It's Natsume's scent!\He's nearby!\I can see him!\It's all fried! response:	It's the landlocked masu salmon Natsume caught!
context: You caught a whole bunch.\Sorry.\What are you eating?\It's Natsume's scent!\He's nearby!\I can see him!\It's all fried!\It's the landlocked masu salmon Natsume caught! response:	Well, well, what a fine salmon you caught!
context: Sorry.\What are you eating?\It's Natsume's scent!\He's nearby!\I can see him!\It's all fried!\It's the landlocked masu salmon Natsume caught!\Well, well, what a fine salmon you caught! response:	Let's eat, Takashi.
context: What are you eating?\It's Natsume's scent!\He's nearby!\I can see him!\It's all fried!\It's the landlocked masu salmon Natsume caught!\Well, well, what a fine salmon you caught!\Let's eat, Takashi. response:	Okay.
context: It's Natsume's scent!\He's nearby!\I can see him!\It's all fried!\It's the landlocked masu salmon Natsume caught!\Well, well, what a fine salmon you caught!\Let's eat, Takashi.\Okay. response:	Yours has the skin, Takashi, so is that okay?
context: He's nearby!\I can see him!\It's all fried!\It's the landlocked masu salmon Natsume caught!\Well, well, what a fine salmon you caught!\Let's eat, Takashi.\Okay.\Yours has the skin, Takashi, so is that okay? response:	Yes, it's fine with me.
context: I can see him!\It's all fried!\It's the landlocked masu salmon Natsume caught!\Well, well, what a fine salmon you caught!\Let's eat, Takashi.\Okay.\Yours has the skin, Takashi, so is that okay?\Yes, it's fine with me. response:	If you don't like anything, tell me, okay?
context: It's all fried!\It's the landlocked masu salmon Natsume caught!\Well, well, what a fine salmon you caught!\Let's eat, Takashi.\Okay.\Yours has the skin, Takashi, so is that okay?\Yes, it's fine with me.\If you don't like anything, tell me, okay? response:	Shigure-san doesn't like green peppers.
context: It's the landlocked masu salmon Natsume caught!\Well, well, what a fine salmon you caught!\Let's eat, Takashi.\Okay.\Yours has the skin, Takashi, so is that okay?\Yes, it's fine with me.\If you don't like anything, tell me, okay?\Shigure-san doesn't like green peppers. response:	He's like a kid, right?
context: Well, well, what a fine salmon you caught!\Let's eat, Takashi.\Okay.\Yours has the skin, Takashi, so is that okay?\Yes, it's fine with me.\If you don't like anything, tell me, okay?\Shigure-san doesn't like green peppers.\He's like a kid, right? response:	The truth is, when I was young, I didn't like them either.
context: Let's eat, Takashi.\Okay.\Yours has the skin, Takashi, so is that okay?\Yes, it's fine with me.\If you don't like anything, tell me, okay?\Shigure-san doesn't like green peppers.\He's like a kid, right?\The truth is, when I was young, I didn't like them either. response:	I see, so I've got a friend here too!
context: Okay.\Yours has the skin, Takashi, so is that okay?\Yes, it's fine with me.\If you don't like anything, tell me, okay?\Shigure-san doesn't like green peppers.\He's like a kid, right?\The truth is, when I was young, I didn't like them either.\I see, so I've got a friend here too! response:	Here.
context: Yours has the skin, Takashi, so is that okay?\Yes, it's fine with me.\If you don't like anything, tell me, okay?\Shigure-san doesn't like green peppers.\He's like a kid, right?\The truth is, when I was young, I didn't like them either.\I see, so I've got a friend here too!\Here. response:	Let's see.
context: Yes, it's fine with me.\If you don't like anything, tell me, okay?\Shigure-san doesn't like green peppers.\He's like a kid, right?\The truth is, when I was young, I didn't like them either.\I see, so I've got a friend here too!\Here.\Let's see. response:	Well, this salmon is pretty good, Touko-san.
context: If you don't like anything, tell me, okay?\Shigure-san doesn't like green peppers.\He's like a kid, right?\The truth is, when I was young, I didn't like them either.\I see, so I've got a friend here too!\Here.\Let's see.\Well, this salmon is pretty good, Touko-san. response:	Then maybe I'll have some too.
context: Shigure-san doesn't like green peppers.\He's like a kid, right?\The truth is, when I was young, I didn't like them either.\I see, so I've got a friend here too!\Here.\Let's see.\Well, this salmon is pretty good, Touko-san.\Then maybe I'll have some too. response:	Go ahead.
context: He's like a kid, right?\The truth is, when I was young, I didn't like them either.\I see, so I've got a friend here too!\Here.\Let's see.\Well, this salmon is pretty good, Touko-san.\Then maybe I'll have some too.\Go ahead. response:	How is it?
context: The truth is, when I was young, I didn't like them either.\I see, so I've got a friend here too!\Here.\Let's see.\Well, this salmon is pretty good, Touko-san.\Then maybe I'll have some too.\Go ahead.\How is it? response:	It's good!
context: I see, so I've got a friend here too!\Here.\Let's see.\Well, this salmon is pretty good, Touko-san.\Then maybe I'll have some too.\Go ahead.\How is it?\It's good! response:	That's great, Natsume looked like he was having fun!
context: Here.\Let's see.\Well, this salmon is pretty good, Touko-san.\Then maybe I'll have some too.\Go ahead.\How is it?\It's good!\That's great, Natsume looked like he was having fun! response:	He wasn't lonely!
context: Let's see.\Well, this salmon is pretty good, Touko-san.\Then maybe I'll have some too.\Go ahead.\How is it?\It's good!\That's great, Natsume looked like he was having fun!\He wasn't lonely! response:	I was the lonely one.
context: Well, this salmon is pretty good, Touko-san.\Then maybe I'll have some too.\Go ahead.\How is it?\It's good!\That's great, Natsume looked like he was having fun!\He wasn't lonely!\I was the lonely one. response:	Wait!
context: Then maybe I'll have some too.\Go ahead.\How is it?\It's good!\That's great, Natsume looked like he was having fun!\He wasn't lonely!\I was the lonely one.\Wait! response:	So,
context: Go ahead.\How is it?\It's good!\That's great, Natsume looked like he was having fun!\He wasn't lonely!\I was the lonely one.\Wait!\So, response:	it was the little fox from before.
context: How is it?\It's good!\That's great, Natsume looked like he was having fun!\He wasn't lonely!\I was the lonely one.\Wait!\So,\it was the little fox from before. response:	Thank you.
context: It's good!\That's great, Natsume looked like he was having fun!\He wasn't lonely!\I was the lonely one.\Wait!\So,\it was the little fox from before.\Thank you. response:	You came to see me, right?
context: That's great, Natsume looked like he was having fun!\He wasn't lonely!\I was the lonely one.\Wait!\So,\it was the little fox from before.\Thank you.\You came to see me, right? response:	You've got a cute hat.
context: He wasn't lonely!\I was the lonely one.\Wait!\So,\it was the little fox from before.\Thank you.\You came to see me, right?\You've got a cute hat. response:	Let's go have dinner and then I'll take you home.
context: I was the lonely one.\Wait!\So,\it was the little fox from before.\Thank you.\You came to see me, right?\You've got a cute hat.\Let's go have dinner and then I'll take you home. response:	I have to remember the way.
context: Wait!\So,\it was the little fox from before.\Thank you.\You came to see me, right?\You've got a cute hat.\Let's go have dinner and then I'll take you home.\I have to remember the way. response:	I'll go see you next time.
context: So,\it was the little fox from before.\Thank you.\You came to see me, right?\You've got a cute hat.\Let's go have dinner and then I'll take you home.\I have to remember the way.\I'll go see you next time. response:	Okay!
context: it was the little fox from before.\Thank you.\You came to see me, right?\You've got a cute hat.\Let's go have dinner and then I'll take you home.\I have to remember the way.\I'll go see you next time.\Okay! response:	You're a good kid.
context: Thank you.\You came to see me, right?\You've got a cute hat.\Let's go have dinner and then I'll take you home.\I have to remember the way.\I'll go see you next time.\Okay!\You're a good kid. response:	When I was lonely, I was afraid of going out.
context: You came to see me, right?\You've got a cute hat.\Let's go have dinner and then I'll take you home.\I have to remember the way.\I'll go see you next time.\Okay!\You're a good kid.\When I was lonely, I was afraid of going out. response:	I didn't even think of doing something about it.
context: You've got a cute hat.\Let's go have dinner and then I'll take you home.\I have to remember the way.\I'll go see you next time.\Okay!\You're a good kid.\When I was lonely, I was afraid of going out.\I didn't even think of doing something about it. response:	So,
context: Let's go have dinner and then I'll take you home.\I have to remember the way.\I'll go see you next time.\Okay!\You're a good kid.\When I was lonely, I was afraid of going out.\I didn't even think of doing something about it.\So, response:	I probably didn't notice many things.
context: I have to remember the way.\I'll go see you next time.\Okay!\You're a good kid.\When I was lonely, I was afraid of going out.\I didn't even think of doing something about it.\So,\I probably didn't notice many things. response:	On that day where the sky was ablaze,
context: I'll go see you next time.\Okay!\You're a good kid.\When I was lonely, I was afraid of going out.\I didn't even think of doing something about it.\So,\I probably didn't notice many things.\On that day where the sky was ablaze, response:	and rays of light were piercing through,
context: Okay!\You're a good kid.\When I was lonely, I was afraid of going out.\I didn't even think of doing something about it.\So,\I probably didn't notice many things.\On that day where the sky was ablaze,\and rays of light were piercing through, response:	the evening rain had stopped,
context: You're a good kid.\When I was lonely, I was afraid of going out.\I didn't even think of doing something about it.\So,\I probably didn't notice many things.\On that day where the sky was ablaze,\and rays of light were piercing through,\the evening rain had stopped, response:	I noticed the scent of summer.
context: When I was lonely, I was afraid of going out.\I didn't even think of doing something about it.\So,\I probably didn't notice many things.\On that day where the sky was ablaze,\and rays of light were piercing through,\the evening rain had stopped,\I noticed the scent of summer. response:	Among the crowded, shining lights,
context: I didn't even think of doing something about it.\So,\I probably didn't notice many things.\On that day where the sky was ablaze,\and rays of light were piercing through,\the evening rain had stopped,\I noticed the scent of summer.\Among the crowded, shining lights, response:	I turned my ear to my thoughts,
