context: Live till after noon! response:	Live TV till after noon!
context: Midterm: 8th/20\There's a bunch of stuff I don't get...\Please!\Everyone!\Yes, of course!\All right!\Then, let us hold a study session at my residence this weekend!\Seriously? I can't wait to see your house! response:	bounce bounce bounce
context: There's a bunch of stuff I don't get...\Please!\Everyone!\Yes, of course!\All right!\Then, let us hold a study session at my residence this weekend!\Seriously? I can't wait to see your house!\bounce bounce bounce response:	Oh, in that case, I must tell Mother and have her open up the hall!
context: Please!\Everyone!\Yes, of course!\All right!\Then, let us hold a study session at my residence this weekend!\Seriously? I can't wait to see your house!\bounce bounce bounce\Oh, in that case, I must tell Mother and have her open up the hall! response:	Hall?!
context: Everyone!\Yes, of course!\All right!\Then, let us hold a study session at my residence this weekend!\Seriously? I can't wait to see your house!\bounce bounce bounce\Oh, in that case, I must tell Mother and have her open up the hall!\Hall?! response:	What kind of tea are you all partial to?
context: Yes, of course!\All right!\Then, let us hold a study session at my residence this weekend!\Seriously? I can't wait to see your house!\bounce bounce bounce\Oh, in that case, I must tell Mother and have her open up the hall!\Hall?!\What kind of tea are you all partial to? response:	Tea?!
context: All right!\Then, let us hold a study session at my residence this weekend!\Seriously? I can't wait to see your house!\bounce bounce bounce\Oh, in that case, I must tell Mother and have her open up the hall!\Hall?!\What kind of tea are you all partial to?\Tea?! response:	In my family, we always drink Harrod's or Wedgwood,
context: Then, let us hold a study session at my residence this weekend!\Seriously? I can't wait to see your house!\bounce bounce bounce\Oh, in that case, I must tell Mother and have her open up the hall!\Hall?!\What kind of tea are you all partial to?\Tea?!\In my family, we always drink Harrod's or Wedgwood, response:	so if you have any preference, let me know!
context: Seriously? I can't wait to see your house!\bounce bounce bounce\Oh, in that case, I must tell Mother and have her open up the hall!\Hall?!\What kind of tea are you all partial to?\Tea?!\In my family, we always drink Harrod's or Wedgwood,\so if you have any preference, let me know! response:	Of course, you can trust me to help you study, too!
context: bounce bounce bounce\Oh, in that case, I must tell Mother and have her open up the hall!\Hall?!\What kind of tea are you all partial to?\Tea?!\In my family, we always drink Harrod's or Wedgwood,\so if you have any preference, let me know!\Of course, you can trust me to help you study, too! response:	I will definitely show you how I can help!
context: Oh, in that case, I must tell Mother and have her open up the hall!\Hall?!\What kind of tea are you all partial to?\Tea?!\In my family, we always drink Harrod's or Wedgwood,\so if you have any preference, let me know!\Of course, you can trust me to help you study, too!\I will definitely show you how I can help! response:	It's like she casually slapped me with the huge difference in how we were born...
context: Hall?!\What kind of tea are you all partial to?\Tea?!\In my family, we always drink Harrod's or Wedgwood,\so if you have any preference, let me know!\Of course, you can trust me to help you study, too!\I will definitely show you how I can help!\It's like she casually slapped me with the huge difference in how we were born... response:	Warm fuzzies... Warm fuzzies...
context: What kind of tea are you all partial to?\Tea?!\In my family, we always drink Harrod's or Wedgwood,\so if you have any preference, let me know!\Of course, you can trust me to help you study, too!\I will definitely show you how I can help!\It's like she casually slapped me with the huge difference in how we were born...\Warm fuzzies... Warm fuzzies... response:	Warm fuzzies... Warm fuzzies...
context: Tea?!\In my family, we always drink Harrod's or Wedgwood,\so if you have any preference, let me know!\Of course, you can trust me to help you study, too!\I will definitely show you how I can help!\It's like she casually slapped me with the huge difference in how we were born...\Warm fuzzies... Warm fuzzies...\Warm fuzzies... Warm fuzzies... response:	What was that again? Harry's? That's fine.
context: In my family, we always drink Harrod's or Wedgwood,\so if you have any preference, let me know!\Of course, you can trust me to help you study, too!\I will definitely show you how I can help!\It's like she casually slapped me with the huge difference in how we were born...\Warm fuzzies... Warm fuzzies...\Warm fuzzies... Warm fuzzies...\What was that again? Harry's? That's fine. response:	Harrod's, right?
context: so if you have any preference, let me know!\Of course, you can trust me to help you study, too!\I will definitely show you how I can help!\It's like she casually slapped me with the huge difference in how we were born...\Warm fuzzies... Warm fuzzies...\Warm fuzzies... Warm fuzzies...\What was that again? Harry's? That's fine.\Harrod's, right? response:	Eijiro Kirishima - Quirk: Hardening
context: Of course, you can trust me to help you study, too!\I will definitely show you how I can help!\It's like she casually slapped me with the huge difference in how we were born...\Warm fuzzies... Warm fuzzies...\Warm fuzzies... Warm fuzzies...\What was that again? Harry's? That's fine.\Harrod's, right?\Eijiro Kirishima - Quirk: Hardening response:	Midterm: 15th/20
context: I will definitely show you how I can help!\It's like she casually slapped me with the huge difference in how we were born...\Warm fuzzies... Warm fuzzies...\Warm fuzzies... Warm fuzzies...\What was that again? Harry's? That's fine.\Harrod's, right?\Eijiro Kirishima - Quirk: Hardening\Midterm: 15th/20 response:	Look at the difference in virtue.
context: It's like she casually slapped me with the huge difference in how we were born...\Warm fuzzies... Warm fuzzies...\Warm fuzzies... Warm fuzzies...\What was that again? Harry's? That's fine.\Harrod's, right?\Eijiro Kirishima - Quirk: Hardening\Midterm: 15th/20\Look at the difference in virtue. response:	Midterm: 3rd/20
context: Warm fuzzies... Warm fuzzies...\Warm fuzzies... Warm fuzzies...\What was that again? Harry's? That's fine.\Harrod's, right?\Eijiro Kirishima - Quirk: Hardening\Midterm: 15th/20\Look at the difference in virtue.\Midterm: 3rd/20 response:	I can do it, too! Want me to beat it into you?
context: Warm fuzzies... Warm fuzzies...\What was that again? Harry's? That's fine.\Harrod's, right?\Eijiro Kirishima - Quirk: Hardening\Midterm: 15th/20\Look at the difference in virtue.\Midterm: 3rd/20\I can do it, too! Want me to beat it into you? response:	Yeah, I'm counting on you!
context: What was that again? Harry's? That's fine.\Harrod's, right?\Eijiro Kirishima - Quirk: Hardening\Midterm: 15th/20\Look at the difference in virtue.\Midterm: 3rd/20\I can do it, too! Want me to beat it into you?\Yeah, I'm counting on you! response:	Yuga Aoyama - Quirk: Naval Laser Mezo Shoji - Quirk: Dupli-Arms
context: Harrod's, right?\Eijiro Kirishima - Quirk: Hardening\Midterm: 15th/20\Look at the difference in virtue.\Midterm: 3rd/20\I can do it, too! Want me to beat it into you?\Yeah, I'm counting on you!\Yuga Aoyama - Quirk: Naval Laser Mezo Shoji - Quirk: Dupli-Arms response:	Midterm: 10th/20
context: Eijiro Kirishima - Quirk: Hardening\Midterm: 15th/20\Look at the difference in virtue.\Midterm: 3rd/20\I can do it, too! Want me to beat it into you?\Yeah, I'm counting on you!\Yuga Aoyama - Quirk: Naval Laser Mezo Shoji - Quirk: Dupli-Arms\Midterm: 10th/20 response:	Everyone's panicking now,
context: Midterm: 15th/20\Look at the difference in virtue.\Midterm: 3rd/20\I can do it, too! Want me to beat it into you?\Yeah, I'm counting on you!\Yuga Aoyama - Quirk: Naval Laser Mezo Shoji - Quirk: Dupli-Arms\Midterm: 10th/20\Everyone's panicking now, response:	even though it won't do any good to cram this late in the game.
context: Look at the difference in virtue.\Midterm: 3rd/20\I can do it, too! Want me to beat it into you?\Yeah, I'm counting on you!\Yuga Aoyama - Quirk: Naval Laser Mezo Shoji - Quirk: Dupli-Arms\Midterm: 10th/20\Everyone's panicking now,\even though it won't do any good to cram this late in the game. response:	Midterm: 18th/20
context: Midterm: 3rd/20\I can do it, too! Want me to beat it into you?\Yeah, I'm counting on you!\Yuga Aoyama - Quirk: Naval Laser Mezo Shoji - Quirk: Dupli-Arms\Midterm: 10th/20\Everyone's panicking now,\even though it won't do any good to cram this late in the game.\Midterm: 18th/20 response:	Shouldn't you try cramming a little?
context: I can do it, too! Want me to beat it into you?\Yeah, I'm counting on you!\Yuga Aoyama - Quirk: Naval Laser Mezo Shoji - Quirk: Dupli-Arms\Midterm: 10th/20\Everyone's panicking now,\even though it won't do any good to cram this late in the game.\Midterm: 18th/20\Shouldn't you try cramming a little? response:	What are you talking about?
context: Yeah, I'm counting on you!\Yuga Aoyama - Quirk: Naval Laser Mezo Shoji - Quirk: Dupli-Arms\Midterm: 10th/20\Everyone's panicking now,\even though it won't do any good to cram this late in the game.\Midterm: 18th/20\Shouldn't you try cramming a little?\What are you talking about? response:	What is it?
context: Yuga Aoyama - Quirk: Naval Laser Mezo Shoji - Quirk: Dupli-Arms\Midterm: 10th/20\Everyone's panicking now,\even though it won't do any good to cram this late in the game.\Midterm: 18th/20\Shouldn't you try cramming a little?\What are you talking about?\What is it? response:	Lunch Rush's Eatery
context: Midterm: 10th/20\Everyone's panicking now,\even though it won't do any good to cram this late in the game.\Midterm: 18th/20\Shouldn't you try cramming a little?\What are you talking about?\What is it?\Lunch Rush's Eatery response:	The practical exam, huh?
context: Everyone's panicking now,\even though it won't do any good to cram this late in the game.\Midterm: 18th/20\Shouldn't you try cramming a little?\What are you talking about?\What is it?\Lunch Rush's Eatery\The practical exam, huh? response:	It's kind of scary since I can't tell what'll be on it.
context: even though it won't do any good to cram this late in the game.\Midterm: 18th/20\Shouldn't you try cramming a little?\What are you talking about?\What is it?\Lunch Rush's Eatery\The practical exam, huh?\It's kind of scary since I can't tell what'll be on it. response:	I don't think it'll be anything crazy.
context: Midterm: 18th/20\Shouldn't you try cramming a little?\What are you talking about?\What is it?\Lunch Rush's Eatery\The practical exam, huh?\It's kind of scary since I can't tell what'll be on it.\I don't think it'll be anything crazy. response:	The written exam questions will come from what we study in class,
context: Shouldn't you try cramming a little?\What are you talking about?\What is it?\Lunch Rush's Eatery\The practical exam, huh?\It's kind of scary since I can't tell what'll be on it.\I don't think it'll be anything crazy.\The written exam questions will come from what we study in class, response:	so I should be able to manage somehow, but...
context: What are you talking about?\What is it?\Lunch Rush's Eatery\The practical exam, huh?\It's kind of scary since I can't tell what'll be on it.\I don't think it'll be anything crazy.\The written exam questions will come from what we study in class,\so I should be able to manage somehow, but... response:	Tsuyu Asui - Quirk: Frog
context: What is it?\Lunch Rush's Eatery\The practical exam, huh?\It's kind of scary since I can't tell what'll be on it.\I don't think it'll be anything crazy.\The written exam questions will come from what we study in class,\so I should be able to manage somehow, but...\Tsuyu Asui - Quirk: Frog response:	Midterm: 13th/20
context: Lunch Rush's Eatery\The practical exam, huh?\It's kind of scary since I can't tell what'll be on it.\I don't think it'll be anything crazy.\The written exam questions will come from what we study in class,\so I should be able to manage somehow, but...\Tsuyu Asui - Quirk: Frog\Midterm: 13th/20 response:	You can manage, huh...?
context: The practical exam, huh?\It's kind of scary since I can't tell what'll be on it.\I don't think it'll be anything crazy.\The written exam questions will come from what we study in class,\so I should be able to manage somehow, but...\Tsuyu Asui - Quirk: Frog\Midterm: 13th/20\You can manage, huh...? response:	Seriously, what'll we have to do for the practical exam?
context: It's kind of scary since I can't tell what'll be on it.\I don't think it'll be anything crazy.\The written exam questions will come from what we study in class,\so I should be able to manage somehow, but...\Tsuyu Asui - Quirk: Frog\Midterm: 13th/20\You can manage, huh...?\Seriously, what'll we have to do for the practical exam? response:	Toru Hagakure - Quirk: Invisibility Midterm: 16th/20
context: I don't think it'll be anything crazy.\The written exam questions will come from what we study in class,\so I should be able to manage somehow, but...\Tsuyu Asui - Quirk: Frog\Midterm: 13th/20\You can manage, huh...?\Seriously, what'll we have to do for the practical exam?\Toru Hagakure - Quirk: Invisibility Midterm: 16th/20 response:	It'll be a comprehensive test of everything from first semester.
context: The written exam questions will come from what we study in class,\so I should be able to manage somehow, but...\Tsuyu Asui - Quirk: Frog\Midterm: 13th/20\You can manage, huh...?\Seriously, what'll we have to do for the practical exam?\Toru Hagakure - Quirk: Invisibility Midterm: 16th/20\It'll be a comprehensive test of everything from first semester. response:	Midterm: 6th/20
context: so I should be able to manage somehow, but...\Tsuyu Asui - Quirk: Frog\Midterm: 13th/20\You can manage, huh...?\Seriously, what'll we have to do for the practical exam?\Toru Hagakure - Quirk: Invisibility Midterm: 16th/20\It'll be a comprehensive test of everything from first semester.\Midterm: 6th/20 response:	That's all Mr. Aizawa would tell us...
context: Tsuyu Asui - Quirk: Frog\Midterm: 13th/20\You can manage, huh...?\Seriously, what'll we have to do for the practical exam?\Toru Hagakure - Quirk: Invisibility Midterm: 16th/20\It'll be a comprehensive test of everything from first semester.\Midterm: 6th/20\That's all Mr. Aizawa would tell us... response:	Everything we did so far... So, combat training and rescue training,
context: Midterm: 13th/20\You can manage, huh...?\Seriously, what'll we have to do for the practical exam?\Toru Hagakure - Quirk: Invisibility Midterm: 16th/20\It'll be a comprehensive test of everything from first semester.\Midterm: 6th/20\That's all Mr. Aizawa would tell us...\Everything we did so far... So, combat training and rescue training, response:	and then basic training...
context: You can manage, huh...?\Seriously, what'll we have to do for the practical exam?\Toru Hagakure - Quirk: Invisibility Midterm: 16th/20\It'll be a comprehensive test of everything from first semester.\Midterm: 6th/20\That's all Mr. Aizawa would tell us...\Everything we did so far... So, combat training and rescue training,\and then basic training... response:	In addition to studying, we'll have to keep in good physical conditio-
context: Seriously, what'll we have to do for the practical exam?\Toru Hagakure - Quirk: Invisibility Midterm: 16th/20\It'll be a comprehensive test of everything from first semester.\Midterm: 6th/20\That's all Mr. Aizawa would tell us...\Everything we did so far... So, combat training and rescue training,\and then basic training...\In addition to studying, we'll have to keep in good physical conditio- response:	Oh, sorry. Your head was so big that I accidentally hit it.
context: Toru Hagakure - Quirk: Invisibility Midterm: 16th/20\It'll be a comprehensive test of everything from first semester.\Midterm: 6th/20\That's all Mr. Aizawa would tell us...\Everything we did so far... So, combat training and rescue training,\and then basic training...\In addition to studying, we'll have to keep in good physical conditio-\Oh, sorry. Your head was so big that I accidentally hit it. response:	Neito Monoma - Quirk: Copy
context: It'll be a comprehensive test of everything from first semester.\Midterm: 6th/20\That's all Mr. Aizawa would tell us...\Everything we did so far... So, combat training and rescue training,\and then basic training...\In addition to studying, we'll have to keep in good physical conditio-\Oh, sorry. Your head was so big that I accidentally hit it.\Neito Monoma - Quirk: Copy response:	You're from Class B...
context: Midterm: 6th/20\That's all Mr. Aizawa would tell us...\Everything we did so far... So, combat training and rescue training,\and then basic training...\In addition to studying, we'll have to keep in good physical conditio-\Oh, sorry. Your head was so big that I accidentally hit it.\Neito Monoma - Quirk: Copy\You're from Class B... response:	Um... Monoma!
context: That's all Mr. Aizawa would tell us...\Everything we did so far... So, combat training and rescue training,\and then basic training...\In addition to studying, we'll have to keep in good physical conditio-\Oh, sorry. Your head was so big that I accidentally hit it.\Neito Monoma - Quirk: Copy\You're from Class B...\Um... Monoma! response:	How dare you-
context: Everything we did so far... So, combat training and rescue training,\and then basic training...\In addition to studying, we'll have to keep in good physical conditio-\Oh, sorry. Your head was so big that I accidentally hit it.\Neito Monoma - Quirk: Copy\You're from Class B...\Um... Monoma!\How dare you- response:	I heard you guys met the hero killer.
context: and then basic training...\In addition to studying, we'll have to keep in good physical conditio-\Oh, sorry. Your head was so big that I accidentally hit it.\Neito Monoma - Quirk: Copy\You're from Class B...\Um... Monoma!\How dare you-\I heard you guys met the hero killer. response:	Just like at the sports festival,
context: In addition to studying, we'll have to keep in good physical conditio-\Oh, sorry. Your head was so big that I accidentally hit it.\Neito Monoma - Quirk: Copy\You're from Class B...\Um... Monoma!\How dare you-\I heard you guys met the hero killer.\Just like at the sports festival, response:	you guys in Class A just have to have all the attention, huh?
context: Oh, sorry. Your head was so big that I accidentally hit it.\Neito Monoma - Quirk: Copy\You're from Class B...\Um... Monoma!\How dare you-\I heard you guys met the hero killer.\Just like at the sports festival,\you guys in Class A just have to have all the attention, huh? response:	But that attention isn't because people have high hopes for you.
context: Neito Monoma - Quirk: Copy\You're from Class B...\Um... Monoma!\How dare you-\I heard you guys met the hero killer.\Just like at the sports festival,\you guys in Class A just have to have all the attention, huh?\But that attention isn't because people have high hopes for you. response:	It's because you keep attracting trouble, right?
context: You're from Class B...\Um... Monoma!\How dare you-\I heard you guys met the hero killer.\Just like at the sports festival,\you guys in Class A just have to have all the attention, huh?\But that attention isn't because people have high hopes for you.\It's because you keep attracting trouble, right? response:	Oh, that's scary.
context: Um... Monoma!\How dare you-\I heard you guys met the hero killer.\Just like at the sports festival,\you guys in Class A just have to have all the attention, huh?\But that attention isn't because people have high hopes for you.\It's because you keep attracting trouble, right?\Oh, that's scary. response:	Someday, the rest of us might also be caught up in the trouble you bring
context: How dare you-\I heard you guys met the hero killer.\Just like at the sports festival,\you guys in Class A just have to have all the attention, huh?\But that attention isn't because people have high hopes for you.\It's because you keep attracting trouble, right?\Oh, that's scary.\Someday, the rest of us might also be caught up in the trouble you bring response:	and become victims as well...
context: I heard you guys met the hero killer.\Just like at the sports festival,\you guys in Class A just have to have all the attention, huh?\But that attention isn't because people have high hopes for you.\It's because you keep attracting trouble, right?\Oh, that's scary.\Someday, the rest of us might also be caught up in the trouble you bring\and become victims as well... response:	Like getting cursed by the god of pestilence!
context: Just like at the sports festival,\you guys in Class A just have to have all the attention, huh?\But that attention isn't because people have high hopes for you.\It's because you keep attracting trouble, right?\Oh, that's scary.\Someday, the rest of us might also be caught up in the trouble you bring\and become victims as well...\Like getting cursed by the god of pestilence! response:	Oh, that's sca-
context: you guys in Class A just have to have all the attention, huh?\But that attention isn't because people have high hopes for you.\It's because you keep attracting trouble, right?\Oh, that's scary.\Someday, the rest of us might also be caught up in the trouble you bring\and become victims as well...\Like getting cursed by the god of pestilence!\Oh, that's sca- response:	Monoma, that's not funny.
context: But that attention isn't because people have high hopes for you.\It's because you keep attracting trouble, right?\Oh, that's scary.\Someday, the rest of us might also be caught up in the trouble you bring\and become victims as well...\Like getting cursed by the god of pestilence!\Oh, that's sca-\Monoma, that's not funny. response:	Don't you know what happened to Iida?
context: It's because you keep attracting trouble, right?\Oh, that's scary.\Someday, the rest of us might also be caught up in the trouble you bring\and become victims as well...\Like getting cursed by the god of pestilence!\Oh, that's sca-\Monoma, that's not funny.\Don't you know what happened to Iida? response:	Itsuka Kendo - Quirk: Big Fist
context: Oh, that's scary.\Someday, the rest of us might also be caught up in the trouble you bring\and become victims as well...\Like getting cursed by the god of pestilence!\Oh, that's sca-\Monoma, that's not funny.\Don't you know what happened to Iida?\Itsuka Kendo - Quirk: Big Fist response:	Kendo!
context: Someday, the rest of us might also be caught up in the trouble you bring\and become victims as well...\Like getting cursed by the god of pestilence!\Oh, that's sca-\Monoma, that's not funny.\Don't you know what happened to Iida?\Itsuka Kendo - Quirk: Big Fist\Kendo! response:	Sorry, Class A. This guy's heart's just kinda, you know.
context: and become victims as well...\Like getting cursed by the god of pestilence!\Oh, that's sca-\Monoma, that's not funny.\Don't you know what happened to Iida?\Itsuka Kendo - Quirk: Big Fist\Kendo!\Sorry, Class A. This guy's heart's just kinda, you know. response:	His heart...?!
context: Like getting cursed by the god of pestilence!\Oh, that's sca-\Monoma, that's not funny.\Don't you know what happened to Iida?\Itsuka Kendo - Quirk: Big Fist\Kendo!\Sorry, Class A. This guy's heart's just kinda, you know.\His heart...?! response:	You guys were talking earlier
context: Oh, that's sca-\Monoma, that's not funny.\Don't you know what happened to Iida?\Itsuka Kendo - Quirk: Big Fist\Kendo!\Sorry, Class A. This guy's heart's just kinda, you know.\His heart...?!\You guys were talking earlier response:	about how you don't know what's gonna be on the practical exam for the finals, right?
context: Monoma, that's not funny.\Don't you know what happened to Iida?\Itsuka Kendo - Quirk: Big Fist\Kendo!\Sorry, Class A. This guy's heart's just kinda, you know.\His heart...?!\You guys were talking earlier\about how you don't know what's gonna be on the practical exam for the finals, right? response:	Looks like it'll be combat against robots like in the entrance exam.
context: Don't you know what happened to Iida?\Itsuka Kendo - Quirk: Big Fist\Kendo!\Sorry, Class A. This guy's heart's just kinda, you know.\His heart...?!\You guys were talking earlier\about how you don't know what's gonna be on the practical exam for the finals, right?\Looks like it'll be combat against robots like in the entrance exam. response:	What? Really?!
context: Itsuka Kendo - Quirk: Big Fist\Kendo!\Sorry, Class A. This guy's heart's just kinda, you know.\His heart...?!\You guys were talking earlier\about how you don't know what's gonna be on the practical exam for the finals, right?\Looks like it'll be combat against robots like in the entrance exam.\What? Really?! response:	How do you know?
context: Kendo!\Sorry, Class A. This guy's heart's just kinda, you know.\His heart...?!\You guys were talking earlier\about how you don't know what's gonna be on the practical exam for the finals, right?\Looks like it'll be combat against robots like in the entrance exam.\What? Really?!\How do you know? response:	An upperclassman friend of mine told me.
context: Sorry, Class A. This guy's heart's just kinda, you know.\His heart...?!\You guys were talking earlier\about how you don't know what's gonna be on the practical exam for the finals, right?\Looks like it'll be combat against robots like in the entrance exam.\What? Really?!\How do you know?\An upperclassman friend of mine told me. response:	It's kind of cheating, though.
context: His heart...?!\You guys were talking earlier\about how you don't know what's gonna be on the practical exam for the finals, right?\Looks like it'll be combat against robots like in the entrance exam.\What? Really?!\How do you know?\An upperclassman friend of mine told me.\It's kind of cheating, though. response:	No, it's not cheating.
context: You guys were talking earlier\about how you don't know what's gonna be on the practical exam for the finals, right?\Looks like it'll be combat against robots like in the entrance exam.\What? Really?!\How do you know?\An upperclassman friend of mine told me.\It's kind of cheating, though.\No, it's not cheating. response:	That's right, I'm sure gathering information ahead of time is also part of the test.
context: about how you don't know what's gonna be on the practical exam for the finals, right?\Looks like it'll be combat against robots like in the entrance exam.\What? Really?!\How do you know?\An upperclassman friend of mine told me.\It's kind of cheating, though.\No, it's not cheating.\That's right, I'm sure gathering information ahead of time is also part of the test. response:	mutter mutter mutter
context: Looks like it'll be combat against robots like in the entrance exam.\What? Really?!\How do you know?\An upperclassman friend of mine told me.\It's kind of cheating, though.\No, it's not cheating.\That's right, I'm sure gathering information ahead of time is also part of the test.\mutter mutter mutter response:	I see, I should've asked some upperclassmen...
context: What? Really?!\How do you know?\An upperclassman friend of mine told me.\It's kind of cheating, though.\No, it's not cheating.\That's right, I'm sure gathering information ahead of time is also part of the test.\mutter mutter mutter\I see, I should've asked some upperclassmen... response:	Why didn't I realize?
context: How do you know?\An upperclassman friend of mine told me.\It's kind of cheating, though.\No, it's not cheating.\That's right, I'm sure gathering information ahead of time is also part of the test.\mutter mutter mutter\I see, I should've asked some upperclassmen...\Why didn't I realize? response:	Are you an idiot, Kendou?
context: An upperclassman friend of mine told me.\It's kind of cheating, though.\No, it's not cheating.\That's right, I'm sure gathering information ahead of time is also part of the test.\mutter mutter mutter\I see, I should've asked some upperclassmen...\Why didn't I realize?\Are you an idiot, Kendou? response:	We had an information advantage!
context: It's kind of cheating, though.\No, it's not cheating.\That's right, I'm sure gathering information ahead of time is also part of the test.\mutter mutter mutter\I see, I should've asked some upperclassmen...\Why didn't I realize?\Are you an idiot, Kendou?\We had an information advantage! response:	This was our chance to get ahead of the detestable Class A!
context: No, it's not cheating.\That's right, I'm sure gathering information ahead of time is also part of the test.\mutter mutter mutter\I see, I should've asked some upperclassmen...\Why didn't I realize?\Are you an idiot, Kendou?\We had an information advantage!\This was our chance to get ahead of the detestable Class A! response:	They're not detestable!
context: That's right, I'm sure gathering information ahead of time is also part of the test.\mutter mutter mutter\I see, I should've asked some upperclassmen...\Why didn't I realize?\Are you an idiot, Kendou?\We had an information advantage!\This was our chance to get ahead of the detestable Class A!\They're not detestable! response:	She's like the big sister of Class B, huh?
context: mutter mutter mutter\I see, I should've asked some upperclassmen...\Why didn't I realize?\Are you an idiot, Kendou?\We had an information advantage!\This was our chance to get ahead of the detestable Class A!\They're not detestable!\She's like the big sister of Class B, huh? response:	All right!
context: I see, I should've asked some upperclassmen...\Why didn't I realize?\Are you an idiot, Kendou?\We had an information advantage!\This was our chance to get ahead of the detestable Class A!\They're not detestable!\She's like the big sister of Class B, huh?\All right! response:	Oh, it'll be easy if it's robots!
context: Why didn't I realize?\Are you an idiot, Kendou?\We had an information advantage!\This was our chance to get ahead of the detestable Class A!\They're not detestable!\She's like the big sister of Class B, huh?\All right!\Oh, it'll be easy if it's robots! response:	Yeah, yeah!
context: Are you an idiot, Kendou?\We had an information advantage!\This was our chance to get ahead of the detestable Class A!\They're not detestable!\She's like the big sister of Class B, huh?\All right!\Oh, it'll be easy if it's robots!\Yeah, yeah! response:	You guys look like you'd have a hard time controlling your Quirks against people.
context: We had an information advantage!\This was our chance to get ahead of the detestable Class A!\They're not detestable!\She's like the big sister of Class B, huh?\All right!\Oh, it'll be easy if it's robots!\Yeah, yeah!\You guys look like you'd have a hard time controlling your Quirks against people. response:	Yeah! But I can just let loose with robots, so it'll be a cinch!
context: This was our chance to get ahead of the detestable Class A!\They're not detestable!\She's like the big sister of Class B, huh?\All right!\Oh, it'll be easy if it's robots!\Yeah, yeah!\You guys look like you'd have a hard time controlling your Quirks against people.\Yeah! But I can just let loose with robots, so it'll be a cinch! response:	And it'll be a cinch for me to melt them!
context: They're not detestable!\She's like the big sister of Class B, huh?\All right!\Oh, it'll be easy if it's robots!\Yeah, yeah!\You guys look like you'd have a hard time controlling your Quirks against people.\Yeah! But I can just let loose with robots, so it'll be a cinch!\And it'll be a cinch for me to melt them! response:	Now you just need Yaoyorozu to help you study, and you'll be set for the finals!
context: She's like the big sister of Class B, huh?\All right!\Oh, it'll be easy if it's robots!\Yeah, yeah!\You guys look like you'd have a hard time controlling your Quirks against people.\Yeah! But I can just let loose with robots, so it'll be a cinch!\And it'll be a cinch for me to melt them!\Now you just need Yaoyorozu to help you study, and you'll be set for the finals! response:	We'll definitely be able to go to training camp now!
context: All right!\Oh, it'll be easy if it's robots!\Yeah, yeah!\You guys look like you'd have a hard time controlling your Quirks against people.\Yeah! But I can just let loose with robots, so it'll be a cinch!\And it'll be a cinch for me to melt them!\Now you just need Yaoyorozu to help you study, and you'll be set for the finals!\We'll definitely be able to go to training camp now! response:	You may one day have to fight against this great evil...
context: Oh, it'll be easy if it's robots!\Yeah, yeah!\You guys look like you'd have a hard time controlling your Quirks against people.\Yeah! But I can just let loose with robots, so it'll be a cinch!\And it'll be a cinch for me to melt them!\Now you just need Yaoyorozu to help you study, and you'll be set for the finals!\We'll definitely be able to go to training camp now!\You may one day have to fight against this great evil... response:	In order to prepare to face those words,
context: Yeah, yeah!\You guys look like you'd have a hard time controlling your Quirks against people.\Yeah! But I can just let loose with robots, so it'll be a cinch!\And it'll be a cinch for me to melt them!\Now you just need Yaoyorozu to help you study, and you'll be set for the finals!\We'll definitely be able to go to training camp now!\You may one day have to fight against this great evil...\In order to prepare to face those words, response:	I have to make everything count from now on.
context: You guys look like you'd have a hard time controlling your Quirks against people.\Yeah! But I can just let loose with robots, so it'll be a cinch!\And it'll be a cinch for me to melt them!\Now you just need Yaoyorozu to help you study, and you'll be set for the finals!\We'll definitely be able to go to training camp now!\You may one day have to fight against this great evil...\In order to prepare to face those words,\I have to make everything count from now on. response:	It doesn't matter if they're people or robots. They're the same if you beat'em up, right?
context: Yeah! But I can just let loose with robots, so it'll be a cinch!\And it'll be a cinch for me to melt them!\Now you just need Yaoyorozu to help you study, and you'll be set for the finals!\We'll definitely be able to go to training camp now!\You may one day have to fight against this great evil...\In order to prepare to face those words,\I have to make everything count from now on.\It doesn't matter if they're people or robots. They're the same if you beat'em up, right? response:	What're you idiots talking about it being a cinch for?
context: And it'll be a cinch for me to melt them!\Now you just need Yaoyorozu to help you study, and you'll be set for the finals!\We'll definitely be able to go to training camp now!\You may one day have to fight against this great evil...\In order to prepare to face those words,\I have to make everything count from now on.\It doesn't matter if they're people or robots. They're the same if you beat'em up, right?\What're you idiots talking about it being a cinch for? response:	-Who're you calling an idiot?! -Shut up!
context: Now you just need Yaoyorozu to help you study, and you'll be set for the finals!\We'll definitely be able to go to training camp now!\You may one day have to fight against this great evil...\In order to prepare to face those words,\I have to make everything count from now on.\It doesn't matter if they're people or robots. They're the same if you beat'em up, right?\What're you idiots talking about it being a cinch for?\-Who're you calling an idiot?! -Shut up! response:	If you need to control your Quirk, then control it! Idiot!
context: We'll definitely be able to go to training camp now!\You may one day have to fight against this great evil...\In order to prepare to face those words,\I have to make everything count from now on.\It doesn't matter if they're people or robots. They're the same if you beat'em up, right?\What're you idiots talking about it being a cinch for?\-Who're you calling an idiot?! -Shut up!\If you need to control your Quirk, then control it! Idiot! response:	Hey, Deku!
