context: Th-This is Akihabara? response:	Are you frightened?
context: Everyone, it's nice to meet you.\I am the granddaughter of Duke Cowen, one of the People of the Land,\and leader of the Freedom Cities of Eastal...\Lenessia El Arte Cowen.\I am here today to make a request of you.\As Shiroe has just explained, the land of Yamato is in peril.\Our guardians, the Izumo Knights, have vanished,\leaving Eastal to deal with the threat on its own. response:	It shames me to say this,
context: I am the granddaughter of Duke Cowen, one of the People of the Land,\and leader of the Freedom Cities of Eastal...\Lenessia El Arte Cowen.\I am here today to make a request of you.\As Shiroe has just explained, the land of Yamato is in peril.\Our guardians, the Izumo Knights, have vanished,\leaving Eastal to deal with the threat on its own.\It shames me to say this, response:	but even now, we haven't managed to decide on a course of action.
context: and leader of the Freedom Cities of Eastal...\Lenessia El Arte Cowen.\I am here today to make a request of you.\As Shiroe has just explained, the land of Yamato is in peril.\Our guardians, the Izumo Knights, have vanished,\leaving Eastal to deal with the threat on its own.\It shames me to say this,\but even now, we haven't managed to decide on a course of action. response:	And what's more...
context: Lenessia El Arte Cowen.\I am here today to make a request of you.\As Shiroe has just explained, the land of Yamato is in peril.\Our guardians, the Izumo Knights, have vanished,\leaving Eastal to deal with the threat on its own.\It shames me to say this,\but even now, we haven't managed to decide on a course of action.\And what's more... response:	And what's more, we were planning to force you
context: I am here today to make a request of you.\As Shiroe has just explained, the land of Yamato is in peril.\Our guardians, the Izumo Knights, have vanished,\leaving Eastal to deal with the threat on its own.\It shames me to say this,\but even now, we haven't managed to decide on a course of action.\And what's more...\And what's more, we were planning to force you response:	to take over our duty to protect our own cities.
context: As Shiroe has just explained, the land of Yamato is in peril.\Our guardians, the Izumo Knights, have vanished,\leaving Eastal to deal with the threat on its own.\It shames me to say this,\but even now, we haven't managed to decide on a course of action.\And what's more...\And what's more, we were planning to force you\to take over our duty to protect our own cities. response:	We were prepared
context: Our guardians, the Izumo Knights, have vanished,\leaving Eastal to deal with the threat on its own.\It shames me to say this,\but even now, we haven't managed to decide on a course of action.\And what's more...\And what's more, we were planning to force you\to take over our duty to protect our own cities.\We were prepared response:	to depend on you, the immortal adventurers, to protect our lands.
context: leaving Eastal to deal with the threat on its own.\It shames me to say this,\but even now, we haven't managed to decide on a course of action.\And what's more...\And what's more, we were planning to force you\to take over our duty to protect our own cities.\We were prepared\to depend on you, the immortal adventurers, to protect our lands. response:	I am
context: It shames me to say this,\but even now, we haven't managed to decide on a course of action.\And what's more...\And what's more, we were planning to force you\to take over our duty to protect our own cities.\We were prepared\to depend on you, the immortal adventurers, to protect our lands.\I am response:	terribly sorry...
context: but even now, we haven't managed to decide on a course of action.\And what's more...\And what's more, we were planning to force you\to take over our duty to protect our own cities.\We were prepared\to depend on you, the immortal adventurers, to protect our lands.\I am\terribly sorry... response:	And the reason I am sorry is that I, myself,
context: And what's more...\And what's more, we were planning to force you\to take over our duty to protect our own cities.\We were prepared\to depend on you, the immortal adventurers, to protect our lands.\I am\terribly sorry...\And the reason I am sorry is that I, myself, response:	have come to make another selfish request.
context: And what's more, we were planning to force you\to take over our duty to protect our own cities.\We were prepared\to depend on you, the immortal adventurers, to protect our lands.\I am\terribly sorry...\And the reason I am sorry is that I, myself,\have come to make another selfish request. response:	Neither I nor Eastal has much with which to pay you.
context: to take over our duty to protect our own cities.\We were prepared\to depend on you, the immortal adventurers, to protect our lands.\I am\terribly sorry...\And the reason I am sorry is that I, myself,\have come to make another selfish request.\Neither I nor Eastal has much with which to pay you. response:	I cannot even imagine
context: We were prepared\to depend on you, the immortal adventurers, to protect our lands.\I am\terribly sorry...\And the reason I am sorry is that I, myself,\have come to make another selfish request.\Neither I nor Eastal has much with which to pay you.\I cannot even imagine response:	what we could offer a town as prosperous as Akihabara.
context: to depend on you, the immortal adventurers, to protect our lands.\I am\terribly sorry...\And the reason I am sorry is that I, myself,\have come to make another selfish request.\Neither I nor Eastal has much with which to pay you.\I cannot even imagine\what we could offer a town as prosperous as Akihabara. response:	And there is no price we could name that's worthy of your freedom.
context: I am\terribly sorry...\And the reason I am sorry is that I, myself,\have come to make another selfish request.\Neither I nor Eastal has much with which to pay you.\I cannot even imagine\what we could offer a town as prosperous as Akihabara.\And there is no price we could name that's worthy of your freedom. response:	But...
context: terribly sorry...\And the reason I am sorry is that I, myself,\have come to make another selfish request.\Neither I nor Eastal has much with which to pay you.\I cannot even imagine\what we could offer a town as prosperous as Akihabara.\And there is no price we could name that's worthy of your freedom.\But... response:	As a daughter of the Cowen family,
context: And the reason I am sorry is that I, myself,\have come to make another selfish request.\Neither I nor Eastal has much with which to pay you.\I cannot even imagine\what we could offer a town as prosperous as Akihabara.\And there is no price we could name that's worthy of your freedom.\But...\As a daughter of the Cowen family, response:	my duty is to protect the city of Maihama.
context: have come to make another selfish request.\Neither I nor Eastal has much with which to pay you.\I cannot even imagine\what we could offer a town as prosperous as Akihabara.\And there is no price we could name that's worthy of your freedom.\But...\As a daughter of the Cowen family,\my duty is to protect the city of Maihama. response:	I am cowardly, lazy, and little more than a decoration that cannot think...
context: Neither I nor Eastal has much with which to pay you.\I cannot even imagine\what we could offer a town as prosperous as Akihabara.\And there is no price we could name that's worthy of your freedom.\But...\As a daughter of the Cowen family,\my duty is to protect the city of Maihama.\I am cowardly, lazy, and little more than a decoration that cannot think... response:	But I am going to fight!
context: I cannot even imagine\what we could offer a town as prosperous as Akihabara.\And there is no price we could name that's worthy of your freedom.\But...\As a daughter of the Cowen family,\my duty is to protect the city of Maihama.\I am cowardly, lazy, and little more than a decoration that cannot think...\But I am going to fight! response:	She's a goddess!
context: what we could offer a town as prosperous as Akihabara.\And there is no price we could name that's worthy of your freedom.\But...\As a daughter of the Cowen family,\my duty is to protect the city of Maihama.\I am cowardly, lazy, and little more than a decoration that cannot think...\But I am going to fight!\She's a goddess! response:	She's so beautiful...
context: And there is no price we could name that's worthy of your freedom.\But...\As a daughter of the Cowen family,\my duty is to protect the city of Maihama.\I am cowardly, lazy, and little more than a decoration that cannot think...\But I am going to fight!\She's a goddess!\She's so beautiful... response:	So, if I may ask...
context: But...\As a daughter of the Cowen family,\my duty is to protect the city of Maihama.\I am cowardly, lazy, and little more than a decoration that cannot think...\But I am going to fight!\She's a goddess!\She's so beautiful...\So, if I may ask... response:	If any of you would still be all right with that, would you please join me?
context: As a daughter of the Cowen family,\my duty is to protect the city of Maihama.\I am cowardly, lazy, and little more than a decoration that cannot think...\But I am going to fight!\She's a goddess!\She's so beautiful...\So, if I may ask...\If any of you would still be all right with that, would you please join me? response:	Would you fight for me, in the name of your good will and freedom?
context: my duty is to protect the city of Maihama.\I am cowardly, lazy, and little more than a decoration that cannot think...\But I am going to fight!\She's a goddess!\She's so beautiful...\So, if I may ask...\If any of you would still be all right with that, would you please join me?\Would you fight for me, in the name of your good will and freedom? response:	I wish to protect the freedom of all adventurers as much as I can.
context: I am cowardly, lazy, and little more than a decoration that cannot think...\But I am going to fight!\She's a goddess!\She's so beautiful...\So, if I may ask...\If any of you would still be all right with that, would you please join me?\Would you fight for me, in the name of your good will and freedom?\I wish to protect the freedom of all adventurers as much as I can. response:	Please...
context: But I am going to fight!\She's a goddess!\She's so beautiful...\So, if I may ask...\If any of you would still be all right with that, would you please join me?\Would you fight for me, in the name of your good will and freedom?\I wish to protect the freedom of all adventurers as much as I can.\Please... response:	Please help me!
context: She's a goddess!\She's so beautiful...\So, if I may ask...\If any of you would still be all right with that, would you please join me?\Would you fight for me, in the name of your good will and freedom?\I wish to protect the freedom of all adventurers as much as I can.\Please...\Please help me! response:	Princess!
context: She's so beautiful...\So, if I may ask...\If any of you would still be all right with that, would you please join me?\Would you fight for me, in the name of your good will and freedom?\I wish to protect the freedom of all adventurers as much as I can.\Please...\Please help me!\Princess! response:	I've been waiting for a big event like this!
context: So, if I may ask...\If any of you would still be all right with that, would you please join me?\Would you fight for me, in the name of your good will and freedom?\I wish to protect the freedom of all adventurers as much as I can.\Please...\Please help me!\Princess!\I've been waiting for a big event like this! response:	I've never seen a real princess before!
context: If any of you would still be all right with that, would you please join me?\Would you fight for me, in the name of your good will and freedom?\I wish to protect the freedom of all adventurers as much as I can.\Please...\Please help me!\Princess!\I've been waiting for a big event like this!\I've never seen a real princess before! response:	I'm going with the princess!
context: Would you fight for me, in the name of your good will and freedom?\I wish to protect the freedom of all adventurers as much as I can.\Please...\Please help me!\Princess!\I've been waiting for a big event like this!\I've never seen a real princess before!\I'm going with the princess! response:	Princess! Princess! Princess!
context: I wish to protect the freedom of all adventurers as much as I can.\Please...\Please help me!\Princess!\I've been waiting for a big event like this!\I've never seen a real princess before!\I'm going with the princess!\Princess! Princess! Princess! response:	We will now set out for our first military expedition.
context: Please...\Please help me!\Princess!\I've been waiting for a big event like this!\I've never seen a real princess before!\I'm going with the princess!\Princess! Princess! Princess!\We will now set out for our first military expedition. response:	This quest is from the Round Table, and it is for adventurers above level 40.
context: Please help me!\Princess!\I've been waiting for a big event like this!\I've never seen a real princess before!\I'm going with the princess!\Princess! Princess! Princess!\We will now set out for our first military expedition.\This quest is from the Round Table, and it is for adventurers above level 40. response:	If you wish to volunteer, come forward!
context: Princess!\I've been waiting for a big event like this!\I've never seen a real princess before!\I'm going with the princess!\Princess! Princess! Princess!\We will now set out for our first military expedition.\This quest is from the Round Table, and it is for adventurers above level 40.\If you wish to volunteer, come forward! response:	I, Crusty, will lead the army.
context: I've been waiting for a big event like this!\I've never seen a real princess before!\I'm going with the princess!\Princess! Princess! Princess!\We will now set out for our first military expedition.\This quest is from the Round Table, and it is for adventurers above level 40.\If you wish to volunteer, come forward!\I, Crusty, will lead the army. response:	And I, Shiroe, will be our strategist.
context: I've never seen a real princess before!\I'm going with the princess!\Princess! Princess! Princess!\We will now set out for our first military expedition.\This quest is from the Round Table, and it is for adventurers above level 40.\If you wish to volunteer, come forward!\I, Crusty, will lead the army.\And I, Shiroe, will be our strategist. response:	We will begin by forming a forward strike battalion.
context: I'm going with the princess!\Princess! Princess! Princess!\We will now set out for our first military expedition.\This quest is from the Round Table, and it is for adventurers above level 40.\If you wish to volunteer, come forward!\I, Crusty, will lead the army.\And I, Shiroe, will be our strategist.\We will begin by forming a forward strike battalion. response:	I will be contacting you within fifteen minutes via telepathy.
context: Princess! Princess! Princess!\We will now set out for our first military expedition.\This quest is from the Round Table, and it is for adventurers above level 40.\If you wish to volunteer, come forward!\I, Crusty, will lead the army.\And I, Shiroe, will be our strategist.\We will begin by forming a forward strike battalion.\I will be contacting you within fifteen minutes via telepathy. response:	That is all!
context: We will now set out for our first military expedition.\This quest is from the Round Table, and it is for adventurers above level 40.\If you wish to volunteer, come forward!\I, Crusty, will lead the army.\And I, Shiroe, will be our strategist.\We will begin by forming a forward strike battalion.\I will be contacting you within fifteen minutes via telepathy.\That is all! response:	Stand by until then.
context: This quest is from the Round Table, and it is for adventurers above level 40.\If you wish to volunteer, come forward!\I, Crusty, will lead the army.\And I, Shiroe, will be our strategist.\We will begin by forming a forward strike battalion.\I will be contacting you within fifteen minutes via telepathy.\That is all!\Stand by until then. response:	Dismissed!
context: If you wish to volunteer, come forward!\I, Crusty, will lead the army.\And I, Shiroe, will be our strategist.\We will begin by forming a forward strike battalion.\I will be contacting you within fifteen minutes via telepathy.\That is all!\Stand by until then.\Dismissed! response:	I said it...
context: I, Crusty, will lead the army.\And I, Shiroe, will be our strategist.\We will begin by forming a forward strike battalion.\I will be contacting you within fifteen minutes via telepathy.\That is all!\Stand by until then.\Dismissed!\I said it... response:	Why are you so flustered?
context: And I, Shiroe, will be our strategist.\We will begin by forming a forward strike battalion.\I will be contacting you within fifteen minutes via telepathy.\That is all!\Stand by until then.\Dismissed!\I said it...\Why are you so flustered? response:	Wh-What are you saying?
context: We will begin by forming a forward strike battalion.\I will be contacting you within fifteen minutes via telepathy.\That is all!\Stand by until then.\Dismissed!\I said it...\Why are you so flustered?\Wh-What are you saying? response:	A noble shouldn't speak that way. They shouldn't...
context: I will be contacting you within fifteen minutes via telepathy.\That is all!\Stand by until then.\Dismissed!\I said it...\Why are you so flustered?\Wh-What are you saying?\A noble shouldn't speak that way. They shouldn't... response:	I think you did well.
context: That is all!\Stand by until then.\Dismissed!\I said it...\Why are you so flustered?\Wh-What are you saying?\A noble shouldn't speak that way. They shouldn't...\I think you did well. response:	What?
context: Stand by until then.\Dismissed!\I said it...\Why are you so flustered?\Wh-What are you saying?\A noble shouldn't speak that way. They shouldn't...\I think you did well.\What? response:	Let's go, Princess.
context: Dismissed!\I said it...\Why are you so flustered?\Wh-What are you saying?\A noble shouldn't speak that way. They shouldn't...\I think you did well.\What?\Let's go, Princess. response:	In this operation, our primary concern is speed.
context: I said it...\Why are you so flustered?\Wh-What are you saying?\A noble shouldn't speak that way. They shouldn't...\I think you did well.\What?\Let's go, Princess.\In this operation, our primary concern is speed. response:	Why is that?
context: Why are you so flustered?\Wh-What are you saying?\A noble shouldn't speak that way. They shouldn't...\I think you did well.\What?\Let's go, Princess.\In this operation, our primary concern is speed.\Why is that? response:	We don't know what the goblins will do after this.
context: Wh-What are you saying?\A noble shouldn't speak that way. They shouldn't...\I think you did well.\What?\Let's go, Princess.\In this operation, our primary concern is speed.\Why is that?\We don't know what the goblins will do after this. response:	After they eat all the food in the mountains,
context: A noble shouldn't speak that way. They shouldn't...\I think you did well.\What?\Let's go, Princess.\In this operation, our primary concern is speed.\Why is that?\We don't know what the goblins will do after this.\After they eat all the food in the mountains, response:	they might come to Akihabara.
context: I think you did well.\What?\Let's go, Princess.\In this operation, our primary concern is speed.\Why is that?\We don't know what the goblins will do after this.\After they eat all the food in the mountains,\they might come to Akihabara. response:	Then Akihabara would become a war zone?
context: What?\Let's go, Princess.\In this operation, our primary concern is speed.\Why is that?\We don't know what the goblins will do after this.\After they eat all the food in the mountains,\they might come to Akihabara.\Then Akihabara would become a war zone? response:	You're saying that's one possibility, right?
context: Let's go, Princess.\In this operation, our primary concern is speed.\Why is that?\We don't know what the goblins will do after this.\After they eat all the food in the mountains,\they might come to Akihabara.\Then Akihabara would become a war zone?\You're saying that's one possibility, right? response:	As long as we don't know where they'll choose to fight,
context: In this operation, our primary concern is speed.\Why is that?\We don't know what the goblins will do after this.\After they eat all the food in the mountains,\they might come to Akihabara.\Then Akihabara would become a war zone?\You're saying that's one possibility, right?\As long as we don't know where they'll choose to fight, response:	they have the advantage.
context: Why is that?\We don't know what the goblins will do after this.\After they eat all the food in the mountains,\they might come to Akihabara.\Then Akihabara would become a war zone?\You're saying that's one possibility, right?\As long as we don't know where they'll choose to fight,\they have the advantage. response:	So we need speed.
context: We don't know what the goblins will do after this.\After they eat all the food in the mountains,\they might come to Akihabara.\Then Akihabara would become a war zone?\You're saying that's one possibility, right?\As long as we don't know where they'll choose to fight,\they have the advantage.\So we need speed. response:	Then we have adventurers leave as soon as they're ready?
context: After they eat all the food in the mountains,\they might come to Akihabara.\Then Akihabara would become a war zone?\You're saying that's one possibility, right?\As long as we don't know where they'll choose to fight,\they have the advantage.\So we need speed.\Then we have adventurers leave as soon as they're ready? response:	Yes.
context: they might come to Akihabara.\Then Akihabara would become a war zone?\You're saying that's one possibility, right?\As long as we don't know where they'll choose to fight,\they have the advantage.\So we need speed.\Then we have adventurers leave as soon as they're ready?\Yes. response:	I see.
context: Then Akihabara would become a war zone?\You're saying that's one possibility, right?\As long as we don't know where they'll choose to fight,\they have the advantage.\So we need speed.\Then we have adventurers leave as soon as they're ready?\Yes.\I see. response:	Prototype Steam Engine-Equipped Transport Ocypete
context: You're saying that's one possibility, right?\As long as we don't know where they'll choose to fight,\they have the advantage.\So we need speed.\Then we have adventurers leave as soon as they're ready?\Yes.\I see.\Prototype Steam Engine-Equipped Transport Ocypete response:	So that's why we're using this steamship?
context: As long as we don't know where they'll choose to fight,\they have the advantage.\So we need speed.\Then we have adventurers leave as soon as they're ready?\Yes.\I see.\Prototype Steam Engine-Equipped Transport Ocypete\So that's why we're using this steamship? response:	It still won't fulfill all our plans,
context: they have the advantage.\So we need speed.\Then we have adventurers leave as soon as they're ready?\Yes.\I see.\Prototype Steam Engine-Equipped Transport Ocypete\So that's why we're using this steamship?\It still won't fulfill all our plans, response:	but it can get our forces to Narashino Port quickly.
context: So we need speed.\Then we have adventurers leave as soon as they're ready?\Yes.\I see.\Prototype Steam Engine-Equipped Transport Ocypete\So that's why we're using this steamship?\It still won't fulfill all our plans,\but it can get our forces to Narashino Port quickly. response:	Later, we can use it to ferry more.
context: Then we have adventurers leave as soon as they're ready?\Yes.\I see.\Prototype Steam Engine-Equipped Transport Ocypete\So that's why we're using this steamship?\It still won't fulfill all our plans,\but it can get our forces to Narashino Port quickly.\Later, we can use it to ferry more. response:	Crusty, I'll leave the Ocypete to you.
context: Yes.\I see.\Prototype Steam Engine-Equipped Transport Ocypete\So that's why we're using this steamship?\It still won't fulfill all our plans,\but it can get our forces to Narashino Port quickly.\Later, we can use it to ferry more.\Crusty, I'll leave the Ocypete to you. response:	Right.
context: I see.\Prototype Steam Engine-Equipped Transport Ocypete\So that's why we're using this steamship?\It still won't fulfill all our plans,\but it can get our forces to Narashino Port quickly.\Later, we can use it to ferry more.\Crusty, I'll leave the Ocypete to you.\Right. response:	And what will you be doing?
context: Prototype Steam Engine-Equipped Transport Ocypete\So that's why we're using this steamship?\It still won't fulfill all our plans,\but it can get our forces to Narashino Port quickly.\Later, we can use it to ferry more.\Crusty, I'll leave the Ocypete to you.\Right.\And what will you be doing? response:	Well, I'll be...
context: So that's why we're using this steamship?\It still won't fulfill all our plans,\but it can get our forces to Narashino Port quickly.\Later, we can use it to ferry more.\Crusty, I'll leave the Ocypete to you.\Right.\And what will you be doing?\Well, I'll be... response:	The Midraunt Equestrian Park?
context: It still won't fulfill all our plans,\but it can get our forces to Narashino Port quickly.\Later, we can use it to ferry more.\Crusty, I'll leave the Ocypete to you.\Right.\And what will you be doing?\Well, I'll be...\The Midraunt Equestrian Park? response:	Yes.
context: but it can get our forces to Narashino Port quickly.\Later, we can use it to ferry more.\Crusty, I'll leave the Ocypete to you.\Right.\And what will you be doing?\Well, I'll be...\The Midraunt Equestrian Park?\Yes. response:	There are only wild animals nearby. No nasty monsters.
context: Later, we can use it to ferry more.\Crusty, I'll leave the Ocypete to you.\Right.\And what will you be doing?\Well, I'll be...\The Midraunt Equestrian Park?\Yes.\There are only wild animals nearby. No nasty monsters. response:	It's the ideal place to set up a strategic HQ.
context: Crusty, I'll leave the Ocypete to you.\Right.\And what will you be doing?\Well, I'll be...\The Midraunt Equestrian Park?\Yes.\There are only wild animals nearby. No nasty monsters.\It's the ideal place to set up a strategic HQ. response:	How many people?
context: Right.\And what will you be doing?\Well, I'll be...\The Midraunt Equestrian Park?\Yes.\There are only wild animals nearby. No nasty monsters.\It's the ideal place to set up a strategic HQ.\How many people? response:	Around twelve hundred.
context: And what will you be doing?\Well, I'll be...\The Midraunt Equestrian Park?\Yes.\There are only wild animals nearby. No nasty monsters.\It's the ideal place to set up a strategic HQ.\How many people?\Around twelve hundred. response:	Twelve hundred?
context: Well, I'll be...\The Midraunt Equestrian Park?\Yes.\There are only wild animals nearby. No nasty monsters.\It's the ideal place to set up a strategic HQ.\How many people?\Around twelve hundred.\Twelve hundred? response:	Wow, I'm amazed you got so many.
context: The Midraunt Equestrian Park?\Yes.\There are only wild animals nearby. No nasty monsters.\It's the ideal place to set up a strategic HQ.\How many people?\Around twelve hundred.\Twelve hundred?\Wow, I'm amazed you got so many. response:	The princess's recklessness paid off.
context: Yes.\There are only wild animals nearby. No nasty monsters.\It's the ideal place to set up a strategic HQ.\How many people?\Around twelve hundred.\Twelve hundred?\Wow, I'm amazed you got so many.\The princess's recklessness paid off. response:	I see.
context: There are only wild animals nearby. No nasty monsters.\It's the ideal place to set up a strategic HQ.\How many people?\Around twelve hundred.\Twelve hundred?\Wow, I'm amazed you got so many.\The princess's recklessness paid off.\I see. response:	If we keep up this pace, we'll arrive this afternoon.
context: It's the ideal place to set up a strategic HQ.\How many people?\Around twelve hundred.\Twelve hundred?\Wow, I'm amazed you got so many.\The princess's recklessness paid off.\I see.\If we keep up this pace, we'll arrive this afternoon. response:	Tonight, we'll make camp, and then set to organizing these twelve hundred.
context: How many people?\Around twelve hundred.\Twelve hundred?\Wow, I'm amazed you got so many.\The princess's recklessness paid off.\I see.\If we keep up this pace, we'll arrive this afternoon.\Tonight, we'll make camp, and then set to organizing these twelve hundred. response:	I'll continue to keep an eye on the nobles.
context: Around twelve hundred.\Twelve hundred?\Wow, I'm amazed you got so many.\The princess's recklessness paid off.\I see.\If we keep up this pace, we'll arrive this afternoon.\Tonight, we'll make camp, and then set to organizing these twelve hundred.\I'll continue to keep an eye on the nobles. response:	Sorry to make you do all this.
context: Twelve hundred?\Wow, I'm amazed you got so many.\The princess's recklessness paid off.\I see.\If we keep up this pace, we'll arrive this afternoon.\Tonight, we'll make camp, and then set to organizing these twelve hundred.\I'll continue to keep an eye on the nobles.\Sorry to make you do all this. response:	Not at all. Thank you.
context: Wow, I'm amazed you got so many.\The princess's recklessness paid off.\I see.\If we keep up this pace, we'll arrive this afternoon.\Tonight, we'll make camp, and then set to organizing these twelve hundred.\I'll continue to keep an eye on the nobles.\Sorry to make you do all this.\Not at all. Thank you. response:	I really wanted to see the Ocypete leave port...
context: The princess's recklessness paid off.\I see.\If we keep up this pace, we'll arrive this afternoon.\Tonight, we'll make camp, and then set to organizing these twelve hundred.\I'll continue to keep an eye on the nobles.\Sorry to make you do all this.\Not at all. Thank you.\I really wanted to see the Ocypete leave port... response:	Michitaka?
context: I see.\If we keep up this pace, we'll arrive this afternoon.\Tonight, we'll make camp, and then set to organizing these twelve hundred.\I'll continue to keep an eye on the nobles.\Sorry to make you do all this.\Not at all. Thank you.\I really wanted to see the Ocypete leave port...\Michitaka? response:	You have a visitor.
context: If we keep up this pace, we'll arrive this afternoon.\Tonight, we'll make camp, and then set to organizing these twelve hundred.\I'll continue to keep an eye on the nobles.\Sorry to make you do all this.\Not at all. Thank you.\I really wanted to see the Ocypete leave port...\Michitaka?\You have a visitor. response:	A visitor?
context: Tonight, we'll make camp, and then set to organizing these twelve hundred.\I'll continue to keep an eye on the nobles.\Sorry to make you do all this.\Not at all. Thank you.\I really wanted to see the Ocypete leave port...\Michitaka?\You have a visitor.\A visitor? response:	My granddaughter's actions risk splitting the league.
context: I'll continue to keep an eye on the nobles.\Sorry to make you do all this.\Not at all. Thank you.\I really wanted to see the Ocypete leave port...\Michitaka?\You have a visitor.\A visitor?\My granddaughter's actions risk splitting the league. response:	Are they concerned that the Cowen family
context: Sorry to make you do all this.\Not at all. Thank you.\I really wanted to see the Ocypete leave port...\Michitaka?\You have a visitor.\A visitor?\My granddaughter's actions risk splitting the league.\Are they concerned that the Cowen family response:	might have been working secretly with the Round Table on a separate deal?
context: Not at all. Thank you.\I really wanted to see the Ocypete leave port...\Michitaka?\You have a visitor.\A visitor?\My granddaughter's actions risk splitting the league.\Are they concerned that the Cowen family\might have been working secretly with the Round Table on a separate deal? response:	Yes.
context: I really wanted to see the Ocypete leave port...\Michitaka?\You have a visitor.\A visitor?\My granddaughter's actions risk splitting the league.\Are they concerned that the Cowen family\might have been working secretly with the Round Table on a separate deal?\Yes. response:	But I'm sure the princess had no such designs.
context: Michitaka?\You have a visitor.\A visitor?\My granddaughter's actions risk splitting the league.\Are they concerned that the Cowen family\might have been working secretly with the Round Table on a separate deal?\Yes.\But I'm sure the princess had no such designs. response:	But that isn't how they see it.
context: You have a visitor.\A visitor?\My granddaughter's actions risk splitting the league.\Are they concerned that the Cowen family\might have been working secretly with the Round Table on a separate deal?\Yes.\But I'm sure the princess had no such designs.\But that isn't how they see it. response:	That's exactly what some of the lords are saying.
context: A visitor?\My granddaughter's actions risk splitting the league.\Are they concerned that the Cowen family\might have been working secretly with the Round Table on a separate deal?\Yes.\But I'm sure the princess had no such designs.\But that isn't how they see it.\That's exactly what some of the lords are saying. response:	I understand...
context: My granddaughter's actions risk splitting the league.\Are they concerned that the Cowen family\might have been working secretly with the Round Table on a separate deal?\Yes.\But I'm sure the princess had no such designs.\But that isn't how they see it.\That's exactly what some of the lords are saying.\I understand... response:	Then they believe that Maihama may establish a new power with Akihabara at its side?
context: Are they concerned that the Cowen family\might have been working secretly with the Round Table on a separate deal?\Yes.\But I'm sure the princess had no such designs.\But that isn't how they see it.\That's exactly what some of the lords are saying.\I understand...\Then they believe that Maihama may establish a new power with Akihabara at its side? response:	That is a possibility, correct?
context: might have been working secretly with the Round Table on a separate deal?\Yes.\But I'm sure the princess had no such designs.\But that isn't how they see it.\That's exactly what some of the lords are saying.\I understand...\Then they believe that Maihama may establish a new power with Akihabara at its side?\That is a possibility, correct? response:	What are your thoughts on the matter?
context: Yes.\But I'm sure the princess had no such designs.\But that isn't how they see it.\That's exactly what some of the lords are saying.\I understand...\Then they believe that Maihama may establish a new power with Akihabara at its side?\That is a possibility, correct?\What are your thoughts on the matter? response:	What...
context: But I'm sure the princess had no such designs.\But that isn't how they see it.\That's exactly what some of the lords are saying.\I understand...\Then they believe that Maihama may establish a new power with Akihabara at its side?\That is a possibility, correct?\What are your thoughts on the matter?\What... response:	First, we'd like to hear what you have in mind, Lord Sergiatte.
context: But that isn't how they see it.\That's exactly what some of the lords are saying.\I understand...\Then they believe that Maihama may establish a new power with Akihabara at its side?\That is a possibility, correct?\What are your thoughts on the matter?\What...\First, we'd like to hear what you have in mind, Lord Sergiatte. response:	Whether the Round Table can accept it is the question.
context: That's exactly what some of the lords are saying.\I understand...\Then they believe that Maihama may establish a new power with Akihabara at its side?\That is a possibility, correct?\What are your thoughts on the matter?\What...\First, we'd like to hear what you have in mind, Lord Sergiatte.\Whether the Round Table can accept it is the question. response:	That is quite true.
context: I understand...\Then they believe that Maihama may establish a new power with Akihabara at its side?\That is a possibility, correct?\What are your thoughts on the matter?\What...\First, we'd like to hear what you have in mind, Lord Sergiatte.\Whether the Round Table can accept it is the question.\That is quite true. response:	It's strange for me to say this,
context: Then they believe that Maihama may establish a new power with Akihabara at its side?\That is a possibility, correct?\What are your thoughts on the matter?\What...\First, we'd like to hear what you have in mind, Lord Sergiatte.\Whether the Round Table can accept it is the question.\That is quite true.\It's strange for me to say this, response:	but we'll never get anywhere if we keep questioning the other's intentions.
context: That is a possibility, correct?\What are your thoughts on the matter?\What...\First, we'd like to hear what you have in mind, Lord Sergiatte.\Whether the Round Table can accept it is the question.\That is quite true.\It's strange for me to say this,\but we'll never get anywhere if we keep questioning the other's intentions. response:	I'd like to hear your best-case scenario.
context: What are your thoughts on the matter?\What...\First, we'd like to hear what you have in mind, Lord Sergiatte.\Whether the Round Table can accept it is the question.\That is quite true.\It's strange for me to say this,\but we'll never get anywhere if we keep questioning the other's intentions.\I'd like to hear your best-case scenario. response:	First, I'd like to exterminate the goblins.
context: What...\First, we'd like to hear what you have in mind, Lord Sergiatte.\Whether the Round Table can accept it is the question.\That is quite true.\It's strange for me to say this,\but we'll never get anywhere if we keep questioning the other's intentions.\I'd like to hear your best-case scenario.\First, I'd like to exterminate the goblins. response:	Protecting our lands is an absolute necessity.
context: First, we'd like to hear what you have in mind, Lord Sergiatte.\Whether the Round Table can accept it is the question.\That is quite true.\It's strange for me to say this,\but we'll never get anywhere if we keep questioning the other's intentions.\I'd like to hear your best-case scenario.\First, I'd like to exterminate the goblins.\Protecting our lands is an absolute necessity. response:	I can understand that.
context: Whether the Round Table can accept it is the question.\That is quite true.\It's strange for me to say this,\but we'll never get anywhere if we keep questioning the other's intentions.\I'd like to hear your best-case scenario.\First, I'd like to exterminate the goblins.\Protecting our lands is an absolute necessity.\I can understand that. response:	Then what would you like from us?
