context: Hey all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: To take us back...\Lucy!\Thank goodness!\You're sa-\Where is Natsu?\Please, listen!\We apologize for going without permission, but this island is in real trouble!\There are guys who are trying to resurrect a demon trapped in ice, response:	and the people of the village are suffering thanks to that spell.
context: Lucy!\Thank goodness!\You're sa-\Where is Natsu?\Please, listen!\We apologize for going without permission, but this island is in real trouble!\There are guys who are trying to resurrect a demon trapped in ice,\and the people of the village are suffering thanks to that spell. response:	Anyway, it's a big problem!
context: Thank goodness!\You're sa-\Where is Natsu?\Please, listen!\We apologize for going without permission, but this island is in real trouble!\There are guys who are trying to resurrect a demon trapped in ice,\and the people of the village are suffering thanks to that spell.\Anyway, it's a big problem! response:	We want to save this island somehow...
context: You're sa-\Where is Natsu?\Please, listen!\We apologize for going without permission, but this island is in real trouble!\There are guys who are trying to resurrect a demon trapped in ice,\and the people of the village are suffering thanks to that spell.\Anyway, it's a big problem!\We want to save this island somehow... response:	I do not care.
context: Where is Natsu?\Please, listen!\We apologize for going without permission, but this island is in real trouble!\There are guys who are trying to resurrect a demon trapped in ice,\and the people of the village are suffering thanks to that spell.\Anyway, it's a big problem!\We want to save this island somehow...\I do not care. response:	T-Then at least let us finish the job!
context: Please, listen!\We apologize for going without permission, but this island is in real trouble!\There are guys who are trying to resurrect a demon trapped in ice,\and the people of the village are suffering thanks to that spell.\Anyway, it's a big problem!\We want to save this island somehow...\I do not care.\T-Then at least let us finish the job! response:	You're mistaken, Lucy.
context: We apologize for going without permission, but this island is in real trouble!\There are guys who are trying to resurrect a demon trapped in ice,\and the people of the village are suffering thanks to that spell.\Anyway, it's a big problem!\We want to save this island somehow...\I do not care.\T-Then at least let us finish the job!\You're mistaken, Lucy. response:	You have betrayed the master.
context: There are guys who are trying to resurrect a demon trapped in ice,\and the people of the village are suffering thanks to that spell.\Anyway, it's a big problem!\We want to save this island somehow...\I do not care.\T-Then at least let us finish the job!\You're mistaken, Lucy.\You have betrayed the master. response:	Do not think you will get away from this unscathed.
context: and the people of the village are suffering thanks to that spell.\Anyway, it's a big problem!\We want to save this island somehow...\I do not care.\T-Then at least let us finish the job!\You're mistaken, Lucy.\You have betrayed the master.\Do not think you will get away from this unscathed. response:	She's scary!
context: Anyway, it's a big problem!\We want to save this island somehow...\I do not care.\T-Then at least let us finish the job!\You're mistaken, Lucy.\You have betrayed the master.\Do not think you will get away from this unscathed.\She's scary! response:	Where am I?
context: We want to save this island somehow...\I do not care.\T-Then at least let us finish the job!\You're mistaken, Lucy.\You have betrayed the master.\Do not think you will get away from this unscathed.\She's scary!\Where am I? response:	Thank goodness! You're awake.
context: I do not care.\T-Then at least let us finish the job!\You're mistaken, Lucy.\You have betrayed the master.\Do not think you will get away from this unscathed.\She's scary!\Where am I?\Thank goodness! You're awake. response:	Where is this?
context: T-Then at least let us finish the job!\You're mistaken, Lucy.\You have betrayed the master.\Do not think you will get away from this unscathed.\She's scary!\Where am I?\Thank goodness! You're awake.\Where is this? response:	This is a storage area a bit removed from the village.
context: You're mistaken, Lucy.\You have betrayed the master.\Do not think you will get away from this unscathed.\She's scary!\Where am I?\Thank goodness! You're awake.\Where is this?\This is a storage area a bit removed from the village. response:	The village was destroyed last night, so everyone took refuge here.
context: You have betrayed the master.\Do not think you will get away from this unscathed.\She's scary!\Where am I?\Thank goodness! You're awake.\Where is this?\This is a storage area a bit removed from the village.\The village was destroyed last night, so everyone took refuge here. response:	The village is gone?
context: Do not think you will get away from this unscathed.\She's scary!\Where am I?\Thank goodness! You're awake.\Where is this?\This is a storage area a bit removed from the village.\The village was destroyed last night, so everyone took refuge here.\The village is gone? response:	Destroy the village.
context: She's scary!\Where am I?\Thank goodness! You're awake.\Where is this?\This is a storage area a bit removed from the village.\The village was destroyed last night, so everyone took refuge here.\The village is gone?\Destroy the village. response:	Yes, sir!
context: Where am I?\Thank goodness! You're awake.\Where is this?\This is a storage area a bit removed from the village.\The village was destroyed last night, so everyone took refuge here.\The village is gone?\Destroy the village.\Yes, sir! response:	Lyon, you bastard... You actually went and did it?
context: Thank goodness! You're awake.\Where is this?\This is a storage area a bit removed from the village.\The village was destroyed last night, so everyone took refuge here.\The village is gone?\Destroy the village.\Yes, sir!\Lyon, you bastard... You actually went and did it? response:	But thanks to Ms. Lucy and Mr. Natsu, no one was injured, so we have to at least be glad for that.
context: Where is this?\This is a storage area a bit removed from the village.\The village was destroyed last night, so everyone took refuge here.\The village is gone?\Destroy the village.\Yes, sir!\Lyon, you bastard... You actually went and did it?\But thanks to Ms. Lucy and Mr. Natsu, no one was injured, so we have to at least be glad for that. response:	Are they also here?
context: This is a storage area a bit removed from the village.\The village was destroyed last night, so everyone took refuge here.\The village is gone?\Destroy the village.\Yes, sir!\Lyon, you bastard... You actually went and did it?\But thanks to Ms. Lucy and Mr. Natsu, no one was injured, so we have to at least be glad for that.\Are they also here? response:	Yes.
context: The village was destroyed last night, so everyone took refuge here.\The village is gone?\Destroy the village.\Yes, sir!\Lyon, you bastard... You actually went and did it?\But thanks to Ms. Lucy and Mr. Natsu, no one was injured, so we have to at least be glad for that.\Are they also here?\Yes. response:	They asked us to direct you to their tent when you woke up.
context: The village is gone?\Destroy the village.\Yes, sir!\Lyon, you bastard... You actually went and did it?\But thanks to Ms. Lucy and Mr. Natsu, no one was injured, so we have to at least be glad for that.\Are they also here?\Yes.\They asked us to direct you to their tent when you woke up. response:	I see.
context: Destroy the village.\Yes, sir!\Lyon, you bastard... You actually went and did it?\But thanks to Ms. Lucy and Mr. Natsu, no one was injured, so we have to at least be glad for that.\Are they also here?\Yes.\They asked us to direct you to their tent when you woke up.\I see. response:	They're waiting in that big tent.
context: Yes, sir!\Lyon, you bastard... You actually went and did it?\But thanks to Ms. Lucy and Mr. Natsu, no one was injured, so we have to at least be glad for that.\Are they also here?\Yes.\They asked us to direct you to their tent when you woke up.\I see.\They're waiting in that big tent. response:	You're late, Gray.
context: Lyon, you bastard... You actually went and did it?\But thanks to Ms. Lucy and Mr. Natsu, no one was injured, so we have to at least be glad for that.\Are they also here?\Yes.\They asked us to direct you to their tent when you woke up.\I see.\They're waiting in that big tent.\You're late, Gray. response:	Erza?!
context: But thanks to Ms. Lucy and Mr. Natsu, no one was injured, so we have to at least be glad for that.\Are they also here?\Yes.\They asked us to direct you to their tent when you woke up.\I see.\They're waiting in that big tent.\You're late, Gray.\Erza?! response:	Lucy, Happy?
context: Are they also here?\Yes.\They asked us to direct you to their tent when you woke up.\I see.\They're waiting in that big tent.\You're late, Gray.\Erza?!\Lucy, Happy? response:	I've heard what happened from Lucy.
context: Yes.\They asked us to direct you to their tent when you woke up.\I see.\They're waiting in that big tent.\You're late, Gray.\Erza?!\Lucy, Happy?\I've heard what happened from Lucy. response:	Weren't you supposed to be stopping Natsu?
context: They asked us to direct you to their tent when you woke up.\I see.\They're waiting in that big tent.\You're late, Gray.\Erza?!\Lucy, Happy?\I've heard what happened from Lucy.\Weren't you supposed to be stopping Natsu? response:	I'm speechless.
context: I see.\They're waiting in that big tent.\You're late, Gray.\Erza?!\Lucy, Happy?\I've heard what happened from Lucy.\Weren't you supposed to be stopping Natsu?\I'm speechless. response:	Where's Natsu?
context: They're waiting in that big tent.\You're late, Gray.\Erza?!\Lucy, Happy?\I've heard what happened from Lucy.\Weren't you supposed to be stopping Natsu?\I'm speechless.\Where's Natsu? response:	That's what I'd like to know.
context: You're late, Gray.\Erza?!\Lucy, Happy?\I've heard what happened from Lucy.\Weren't you supposed to be stopping Natsu?\I'm speechless.\Where's Natsu?\That's what I'd like to know. response:	He should have been in the village fighting Reitei's lackeys,
context: Erza?!\Lucy, Happy?\I've heard what happened from Lucy.\Weren't you supposed to be stopping Natsu?\I'm speechless.\Where's Natsu?\That's what I'd like to know.\He should have been in the village fighting Reitei's lackeys, response:	but when we went to check, there was no one there.
context: Lucy, Happy?\I've heard what happened from Lucy.\Weren't you supposed to be stopping Natsu?\I'm speechless.\Where's Natsu?\That's what I'd like to know.\He should have been in the village fighting Reitei's lackeys,\but when we went to check, there was no one there. response:	I figured that Natsu would be okay, and Erza told me to take her to where you were, Gray.
context: I've heard what happened from Lucy.\Weren't you supposed to be stopping Natsu?\I'm speechless.\Where's Natsu?\That's what I'd like to know.\He should have been in the village fighting Reitei's lackeys,\but when we went to check, there was no one there.\I figured that Natsu would be okay, and Erza told me to take her to where you were, Gray. response:	I searched from the air, and that's how we found this storage area.
context: Weren't you supposed to be stopping Natsu?\I'm speechless.\Where's Natsu?\That's what I'd like to know.\He should have been in the village fighting Reitei's lackeys,\but when we went to check, there was no one there.\I figured that Natsu would be okay, and Erza told me to take her to where you were, Gray.\I searched from the air, and that's how we found this storage area. response:	Gray, we're going in search of Natsu.
context: I'm speechless.\Where's Natsu?\That's what I'd like to know.\He should have been in the village fighting Reitei's lackeys,\but when we went to check, there was no one there.\I figured that Natsu would be okay, and Erza told me to take her to where you were, Gray.\I searched from the air, and that's how we found this storage area.\Gray, we're going in search of Natsu. response:	When we find him, we're returning to the guild.
context: Where's Natsu?\That's what I'd like to know.\He should have been in the village fighting Reitei's lackeys,\but when we went to check, there was no one there.\I figured that Natsu would be okay, and Erza told me to take her to where you were, Gray.\I searched from the air, and that's how we found this storage area.\Gray, we're going in search of Natsu.\When we find him, we're returning to the guild. response:	What are you saying, Erza?
context: That's what I'd like to know.\He should have been in the village fighting Reitei's lackeys,\but when we went to check, there was no one there.\I figured that Natsu would be okay, and Erza told me to take her to where you were, Gray.\I searched from the air, and that's how we found this storage area.\Gray, we're going in search of Natsu.\When we find him, we're returning to the guild.\What are you saying, Erza? response:	If you heard what's going on, then you've got to know what's happening on this island!
context: He should have been in the village fighting Reitei's lackeys,\but when we went to check, there was no one there.\I figured that Natsu would be okay, and Erza told me to take her to where you were, Gray.\I searched from the air, and that's how we found this storage area.\Gray, we're going in search of Natsu.\When we find him, we're returning to the guild.\What are you saying, Erza?\If you heard what's going on, then you've got to know what's happening on this island! response:	And what of it?
context: but when we went to check, there was no one there.\I figured that Natsu would be okay, and Erza told me to take her to where you were, Gray.\I searched from the air, and that's how we found this storage area.\Gray, we're going in search of Natsu.\When we find him, we're returning to the guild.\What are you saying, Erza?\If you heard what's going on, then you've got to know what's happening on this island!\And what of it? response:	Shoot...
context: I figured that Natsu would be okay, and Erza told me to take her to where you were, Gray.\I searched from the air, and that's how we found this storage area.\Gray, we're going in search of Natsu.\When we find him, we're returning to the guild.\What are you saying, Erza?\If you heard what's going on, then you've got to know what's happening on this island!\And what of it?\Shoot... response:	I finally had a good idea, and then I overslept.
context: I searched from the air, and that's how we found this storage area.\Gray, we're going in search of Natsu.\When we find him, we're returning to the guild.\What are you saying, Erza?\If you heard what's going on, then you've got to know what's happening on this island!\And what of it?\Shoot...\I finally had a good idea, and then I overslept. response:	Anyway, let's start!
context: Gray, we're going in search of Natsu.\When we find him, we're returning to the guild.\What are you saying, Erza?\If you heard what's going on, then you've got to know what's happening on this island!\And what of it?\Shoot...\I finally had a good idea, and then I overslept.\Anyway, let's start! response:	I came here to bring back some guild rule-breakers.
context: When we find him, we're returning to the guild.\What are you saying, Erza?\If you heard what's going on, then you've got to know what's happening on this island!\And what of it?\Shoot...\I finally had a good idea, and then I overslept.\Anyway, let's start!\I came here to bring back some guild rule-breakers. response:	I have not a sliver of interest in anything else.
context: What are you saying, Erza?\If you heard what's going on, then you've got to know what's happening on this island!\And what of it?\Shoot...\I finally had a good idea, and then I overslept.\Anyway, let's start!\I came here to bring back some guild rule-breakers.\I have not a sliver of interest in anything else. response:	Didn't you see what the people on this island look like?
context: If you heard what's going on, then you've got to know what's happening on this island!\And what of it?\Shoot...\I finally had a good idea, and then I overslept.\Anyway, let's start!\I came here to bring back some guild rule-breakers.\I have not a sliver of interest in anything else.\Didn't you see what the people on this island look like? response:	I saw.
context: And what of it?\Shoot...\I finally had a good idea, and then I overslept.\Anyway, let's start!\I came here to bring back some guild rule-breakers.\I have not a sliver of interest in anything else.\Didn't you see what the people on this island look like?\I saw. response:	And you're just going to leave them like that?
context: Shoot...\I finally had a good idea, and then I overslept.\Anyway, let's start!\I came here to bring back some guild rule-breakers.\I have not a sliver of interest in anything else.\Didn't you see what the people on this island look like?\I saw.\And you're just going to leave them like that? response:	The request has been posted to every guild.
context: I finally had a good idea, and then I overslept.\Anyway, let's start!\I came here to bring back some guild rule-breakers.\I have not a sliver of interest in anything else.\Didn't you see what the people on this island look like?\I saw.\And you're just going to leave them like that?\The request has been posted to every guild. response:	Would it not be better to leave it to some guild wizards that take on the job properly?
context: Anyway, let's start!\I came here to bring back some guild rule-breakers.\I have not a sliver of interest in anything else.\Didn't you see what the people on this island look like?\I saw.\And you're just going to leave them like that?\The request has been posted to every guild.\Would it not be better to leave it to some guild wizards that take on the job properly? response:	I misjudged you, Erza!
context: I came here to bring back some guild rule-breakers.\I have not a sliver of interest in anything else.\Didn't you see what the people on this island look like?\I saw.\And you're just going to leave them like that?\The request has been posted to every guild.\Would it not be better to leave it to some guild wizards that take on the job properly?\I misjudged you, Erza! response:	What did you say?
context: I have not a sliver of interest in anything else.\Didn't you see what the people on this island look like?\I saw.\And you're just going to leave them like that?\The request has been posted to every guild.\Would it not be better to leave it to some guild wizards that take on the job properly?\I misjudged you, Erza!\What did you say? response:	How dare you say that to the great Erza!
context: Didn't you see what the people on this island look like?\I saw.\And you're just going to leave them like that?\The request has been posted to every guild.\Would it not be better to leave it to some guild wizards that take on the job properly?\I misjudged you, Erza!\What did you say?\How dare you say that to the great Erza! response:	The great?
context: I saw.\And you're just going to leave them like that?\The request has been posted to every guild.\Would it not be better to leave it to some guild wizards that take on the job properly?\I misjudged you, Erza!\What did you say?\How dare you say that to the great Erza!\The great? response:	You intend to break the guild rules as well?
context: And you're just going to leave them like that?\The request has been posted to every guild.\Would it not be better to leave it to some guild wizards that take on the job properly?\I misjudged you, Erza!\What did you say?\How dare you say that to the great Erza!\The great?\You intend to break the guild rules as well? response:	You won't get away with it.
context: The request has been posted to every guild.\Would it not be better to leave it to some guild wizards that take on the job properly?\I misjudged you, Erza!\What did you say?\How dare you say that to the great Erza!\The great?\You intend to break the guild rules as well?\You won't get away with it. response:	Do what you must!
context: Would it not be better to leave it to some guild wizards that take on the job properly?\I misjudged you, Erza!\What did you say?\How dare you say that to the great Erza!\The great?\You intend to break the guild rules as well?\You won't get away with it.\Do what you must! response:	This is the path I've chosen.
context: I misjudged you, Erza!\What did you say?\How dare you say that to the great Erza!\The great?\You intend to break the guild rules as well?\You won't get away with it.\Do what you must!\This is the path I've chosen. response:	It's something I've got to do.
context: What did you say?\How dare you say that to the great Erza!\The great?\You intend to break the guild rules as well?\You won't get away with it.\Do what you must!\This is the path I've chosen.\It's something I've got to do. response:	I'm going to finish this.
context: How dare you say that to the great Erza!\The great?\You intend to break the guild rules as well?\You won't get away with it.\Do what you must!\This is the path I've chosen.\It's something I've got to do.\I'm going to finish this. response:	If you're going to cut me down, do it.
context: The great?\You intend to break the guild rules as well?\You won't get away with it.\Do what you must!\This is the path I've chosen.\It's something I've got to do.\I'm going to finish this.\If you're going to cut me down, do it. response:	Hey, Erza, calm down!
context: You intend to break the guild rules as well?\You won't get away with it.\Do what you must!\This is the path I've chosen.\It's something I've got to do.\I'm going to finish this.\If you're going to cut me down, do it.\Hey, Erza, calm down! response:	Gray's just angry'cause he lost to his old friend!
context: You won't get away with it.\Do what you must!\This is the path I've chosen.\It's something I've got to do.\I'm going to finish this.\If you're going to cut me down, do it.\Hey, Erza, calm down!\Gray's just angry'cause he lost to his old friend! response:	The present situation is unacceptable.
context: Do what you must!\This is the path I've chosen.\It's something I've got to do.\I'm going to finish this.\If you're going to cut me down, do it.\Hey, Erza, calm down!\Gray's just angry'cause he lost to his old friend!\The present situation is unacceptable. response:	So we'll continue this after the present problem is solved.
context: This is the path I've chosen.\It's something I've got to do.\I'm going to finish this.\If you're going to cut me down, do it.\Hey, Erza, calm down!\Gray's just angry'cause he lost to his old friend!\The present situation is unacceptable.\So we'll continue this after the present problem is solved. response:	Erza!
context: It's something I've got to do.\I'm going to finish this.\If you're going to cut me down, do it.\Hey, Erza, calm down!\Gray's just angry'cause he lost to his old friend!\The present situation is unacceptable.\So we'll continue this after the present problem is solved.\Erza! response:	Don't get the wrong idea.
context: I'm going to finish this.\If you're going to cut me down, do it.\Hey, Erza, calm down!\Gray's just angry'cause he lost to his old friend!\The present situation is unacceptable.\So we'll continue this after the present problem is solved.\Erza!\Don't get the wrong idea. response:	You will be punished.
context: If you're going to cut me down, do it.\Hey, Erza, calm down!\Gray's just angry'cause he lost to his old friend!\The present situation is unacceptable.\So we'll continue this after the present problem is solved.\Erza!\Don't get the wrong idea.\You will be punished. response:	Aye...
context: Hey, Erza, calm down!\Gray's just angry'cause he lost to his old friend!\The present situation is unacceptable.\So we'll continue this after the present problem is solved.\Erza!\Don't get the wrong idea.\You will be punished.\Aye... response:	How pitiful.
context: Gray's just angry'cause he lost to his old friend!\The present situation is unacceptable.\So we'll continue this after the present problem is solved.\Erza!\Don't get the wrong idea.\You will be punished.\Aye...\How pitiful. response:	You're the only one left, Toby?
context: The present situation is unacceptable.\So we'll continue this after the present problem is solved.\Erza!\Don't get the wrong idea.\You will be punished.\Aye...\How pitiful.\You're the only one left, Toby? response:	Damn you, Fairy Tail... Not bad.
context: So we'll continue this after the present problem is solved.\Erza!\Don't get the wrong idea.\You will be punished.\Aye...\How pitiful.\You're the only one left, Toby?\Damn you, Fairy Tail... Not bad. response:	Please keep me fragging myself a secret, okay?
context: Erza!\Don't get the wrong idea.\You will be punished.\Aye...\How pitiful.\You're the only one left, Toby?\Damn you, Fairy Tail... Not bad.\Please keep me fragging myself a secret, okay? response:	Deliora's resurrection may be in danger at this rate.
context: Don't get the wrong idea.\You will be punished.\Aye...\How pitiful.\You're the only one left, Toby?\Damn you, Fairy Tail... Not bad.\Please keep me fragging myself a secret, okay?\Deliora's resurrection may be in danger at this rate. response:	So you're here, Zalty...
context: You will be punished.\Aye...\How pitiful.\You're the only one left, Toby?\Damn you, Fairy Tail... Not bad.\Please keep me fragging myself a secret, okay?\Deliora's resurrection may be in danger at this rate.\So you're here, Zalty... response:	Deliora will be resurrected when we pour in the full magical power of the moon tonight.
context: Aye...\How pitiful.\You're the only one left, Toby?\Damn you, Fairy Tail... Not bad.\Please keep me fragging myself a secret, okay?\Deliora's resurrection may be in danger at this rate.\So you're here, Zalty...\Deliora will be resurrected when we pour in the full magical power of the moon tonight. response:	However if the Moon Drip ceremony is interrupted,
context: How pitiful.\You're the only one left, Toby?\Damn you, Fairy Tail... Not bad.\Please keep me fragging myself a secret, okay?\Deliora's resurrection may be in danger at this rate.\So you're here, Zalty...\Deliora will be resurrected when we pour in the full magical power of the moon tonight.\However if the Moon Drip ceremony is interrupted, response:	Deliora will stay in that ice forever...
context: You're the only one left, Toby?\Damn you, Fairy Tail... Not bad.\Please keep me fragging myself a secret, okay?\Deliora's resurrection may be in danger at this rate.\So you're here, Zalty...\Deliora will be resurrected when we pour in the full magical power of the moon tonight.\However if the Moon Drip ceremony is interrupted,\Deliora will stay in that ice forever... response:	And what's more, Titania has joined the enemy forces.
context: Damn you, Fairy Tail... Not bad.\Please keep me fragging myself a secret, okay?\Deliora's resurrection may be in danger at this rate.\So you're here, Zalty...\Deliora will be resurrected when we pour in the full magical power of the moon tonight.\However if the Moon Drip ceremony is interrupted,\Deliora will stay in that ice forever...\And what's more, Titania has joined the enemy forces. response:	Your intelligence is fast, as always.
context: Please keep me fragging myself a secret, okay?\Deliora's resurrection may be in danger at this rate.\So you're here, Zalty...\Deliora will be resurrected when we pour in the full magical power of the moon tonight.\However if the Moon Drip ceremony is interrupted,\Deliora will stay in that ice forever...\And what's more, Titania has joined the enemy forces.\Your intelligence is fast, as always. response:	But I cannot be defeated.
context: Deliora's resurrection may be in danger at this rate.\So you're here, Zalty...\Deliora will be resurrected when we pour in the full magical power of the moon tonight.\However if the Moon Drip ceremony is interrupted,\Deliora will stay in that ice forever...\And what's more, Titania has joined the enemy forces.\Your intelligence is fast, as always.\But I cannot be defeated. response:	Nothing defeats the ice sword that surpasses even Ul's...
context: So you're here, Zalty...\Deliora will be resurrected when we pour in the full magical power of the moon tonight.\However if the Moon Drip ceremony is interrupted,\Deliora will stay in that ice forever...\And what's more, Titania has joined the enemy forces.\Your intelligence is fast, as always.\But I cannot be defeated.\Nothing defeats the ice sword that surpasses even Ul's... response:	That is quite heartening to hear, yes...
context: Deliora will be resurrected when we pour in the full magical power of the moon tonight.\However if the Moon Drip ceremony is interrupted,\Deliora will stay in that ice forever...\And what's more, Titania has joined the enemy forces.\Your intelligence is fast, as always.\But I cannot be defeated.\Nothing defeats the ice sword that surpasses even Ul's...\That is quite heartening to hear, yes... response:	Then, it's been a while, but perhaps I should join in the battle myself...
context: However if the Moon Drip ceremony is interrupted,\Deliora will stay in that ice forever...\And what's more, Titania has joined the enemy forces.\Your intelligence is fast, as always.\But I cannot be defeated.\Nothing defeats the ice sword that surpasses even Ul's...\That is quite heartening to hear, yes...\Then, it's been a while, but perhaps I should join in the battle myself... response:	Wait, you used to be able to fight?!
context: Deliora will stay in that ice forever...\And what's more, Titania has joined the enemy forces.\Your intelligence is fast, as always.\But I cannot be defeated.\Nothing defeats the ice sword that surpasses even Ul's...\That is quite heartening to hear, yes...\Then, it's been a while, but perhaps I should join in the battle myself...\Wait, you used to be able to fight?! response:	Yes. I know a bit of Lost Magic, you see...
context: And what's more, Titania has joined the enemy forces.\Your intelligence is fast, as always.\But I cannot be defeated.\Nothing defeats the ice sword that surpasses even Ul's...\That is quite heartening to hear, yes...\Then, it's been a while, but perhaps I should join in the battle myself...\Wait, you used to be able to fight?!\Yes. I know a bit of Lost Magic, you see... response:	What an ominous fellow.
context: Your intelligence is fast, as always.\But I cannot be defeated.\Nothing defeats the ice sword that surpasses even Ul's...\That is quite heartening to hear, yes...\Then, it's been a while, but perhaps I should join in the battle myself...\Wait, you used to be able to fight?!\Yes. I know a bit of Lost Magic, you see...\What an ominous fellow. response:	An earthquake?!
context: But I cannot be defeated.\Nothing defeats the ice sword that surpasses even Ul's...\That is quite heartening to hear, yes...\Then, it's been a while, but perhaps I should join in the battle myself...\Wait, you used to be able to fight?!\Yes. I know a bit of Lost Magic, you see...\What an ominous fellow.\An earthquake?! response:	This is...
context: Nothing defeats the ice sword that surpasses even Ul's...\That is quite heartening to hear, yes...\Then, it's been a while, but perhaps I should join in the battle myself...\Wait, you used to be able to fight?!\Yes. I know a bit of Lost Magic, you see...\What an ominous fellow.\An earthquake?!\This is... response:	The ruins are collapsing!
context: That is quite heartening to hear, yes...\Then, it's been a while, but perhaps I should join in the battle myself...\Wait, you used to be able to fight?!\Yes. I know a bit of Lost Magic, you see...\What an ominous fellow.\An earthquake?!\This is...\The ruins are collapsing! response:	What the heck is this?
context: Then, it's been a while, but perhaps I should join in the battle myself...\Wait, you used to be able to fight?!\Yes. I know a bit of Lost Magic, you see...\What an ominous fellow.\An earthquake?!\This is...\The ruins are collapsing!\What the heck is this? response:	He didn't waste any time...
context: Wait, you used to be able to fight?!\Yes. I know a bit of Lost Magic, you see...\What an ominous fellow.\An earthquake?!\This is...\The ruins are collapsing!\What the heck is this?\He didn't waste any time... response:	Look, he's down below.
context: Yes. I know a bit of Lost Magic, you see...\What an ominous fellow.\An earthquake?!\This is...\The ruins are collapsing!\What the heck is this?\He didn't waste any time...\Look, he's down below. response:	I'd rather destroy it before you found me out,
context: What an ominous fellow.\An earthquake?!\This is...\The ruins are collapsing!\What the heck is this?\He didn't waste any time...\Look, he's down below.\I'd rather destroy it before you found me out, response:	but these ruins are a lot harder to bring down than I thought.
context: An earthquake?!\This is...\The ruins are collapsing!\What the heck is this?\He didn't waste any time...\Look, he's down below.\I'd rather destroy it before you found me out,\but these ruins are a lot harder to bring down than I thought. response:	What are you trying to do?
context: This is...\The ruins are collapsing!\What the heck is this?\He didn't waste any time...\Look, he's down below.\I'd rather destroy it before you found me out,\but these ruins are a lot harder to bring down than I thought.\What are you trying to do? response:	Tip the building over!
context: The ruins are collapsing!\What the heck is this?\He didn't waste any time...\Look, he's down below.\I'd rather destroy it before you found me out,\but these ruins are a lot harder to bring down than I thought.\What are you trying to do?\Tip the building over! response:	Then the moonlight can't land on the demon in the basement!
context: What the heck is this?\He didn't waste any time...\Look, he's down below.\I'd rather destroy it before you found me out,\but these ruins are a lot harder to bring down than I thought.\What are you trying to do?\Tip the building over!\Then the moonlight can't land on the demon in the basement! response:	You bastard! How dare you?
context: He didn't waste any time...\Look, he's down below.\I'd rather destroy it before you found me out,\but these ruins are a lot harder to bring down than I thought.\What are you trying to do?\Tip the building over!\Then the moonlight can't land on the demon in the basement!\You bastard! How dare you? response:	Curse you, Fairy Tail!
context: Look, he's down below.\I'd rather destroy it before you found me out,\but these ruins are a lot harder to bring down than I thought.\What are you trying to do?\Tip the building over!\Then the moonlight can't land on the demon in the basement!\You bastard! How dare you?\Curse you, Fairy Tail! response:	I dunno... I don't get what's going on at all...
context: I'd rather destroy it before you found me out,\but these ruins are a lot harder to bring down than I thought.\What are you trying to do?\Tip the building over!\Then the moonlight can't land on the demon in the basement!\You bastard! How dare you?\Curse you, Fairy Tail!\I dunno... I don't get what's going on at all... response:	He is trying to tilt these ruins.
context: but these ruins are a lot harder to bring down than I thought.\What are you trying to do?\Tip the building over!\Then the moonlight can't land on the demon in the basement!\You bastard! How dare you?\Curse you, Fairy Tail!\I dunno... I don't get what's going on at all...\He is trying to tilt these ruins. response:	By destroying half of the pillars holding up the base of the ruins,
context: What are you trying to do?\Tip the building over!\Then the moonlight can't land on the demon in the basement!\You bastard! How dare you?\Curse you, Fairy Tail!\I dunno... I don't get what's going on at all...\He is trying to tilt these ruins.\By destroying half of the pillars holding up the base of the ruins, response:	he can tilt the building so that the light of the moon will not hit Deliora.
context: Tip the building over!\Then the moonlight can't land on the demon in the basement!\You bastard! How dare you?\Curse you, Fairy Tail!\I dunno... I don't get what's going on at all...\He is trying to tilt these ruins.\By destroying half of the pillars holding up the base of the ruins,\he can tilt the building so that the light of the moon will not hit Deliora. response:	That's his plan, I believe.
context: Then the moonlight can't land on the demon in the basement!\You bastard! How dare you?\Curse you, Fairy Tail!\I dunno... I don't get what's going on at all...\He is trying to tilt these ruins.\By destroying half of the pillars holding up the base of the ruins,\he can tilt the building so that the light of the moon will not hit Deliora.\That's his plan, I believe. response:	He may not look it, but he's quite shrewd.
context: You bastard! How dare you?\Curse you, Fairy Tail!\I dunno... I don't get what's going on at all...\He is trying to tilt these ruins.\By destroying half of the pillars holding up the base of the ruins,\he can tilt the building so that the light of the moon will not hit Deliora.\That's his plan, I believe.\He may not look it, but he's quite shrewd. response:	Enough blabbing!
context: Curse you, Fairy Tail!\I dunno... I don't get what's going on at all...\He is trying to tilt these ruins.\By destroying half of the pillars holding up the base of the ruins,\he can tilt the building so that the light of the moon will not hit Deliora.\That's his plan, I believe.\He may not look it, but he's quite shrewd.\Enough blabbing! response:	Flames on his legs?
context: I dunno... I don't get what's going on at all...\He is trying to tilt these ruins.\By destroying half of the pillars holding up the base of the ruins,\he can tilt the building so that the light of the moon will not hit Deliora.\That's his plan, I believe.\He may not look it, but he's quite shrewd.\Enough blabbing!\Flames on his legs? response:	He can produce flames from all over his body!
context: He is trying to tilt these ruins.\By destroying half of the pillars holding up the base of the ruins,\he can tilt the building so that the light of the moon will not hit Deliora.\That's his plan, I believe.\He may not look it, but he's quite shrewd.\Enough blabbing!\Flames on his legs?\He can produce flames from all over his body! response:	Huh? A fake?
