context: I had lost my way during my journey. response:	Only my soul was wandering, while I stood still.
context: I understand.\Moreover, I want to be a tailor.\That's why I need money.\I need a partner as well.\It's true that you might earn more by escorting merchants than by being a shepherd.\Disputes over land must be tough, too.\You're right, all safe places already have a shepherd.\There are only popular places and places full of wolves, right? response:	Yes.
context: Moreover, I want to be a tailor.\That's why I need money.\I need a partner as well.\It's true that you might earn more by escorting merchants than by being a shepherd.\Disputes over land must be tough, too.\You're right, all safe places already have a shepherd.\There are only popular places and places full of wolves, right?\Yes. response:	Wolves are troublesome.
context: That's why I need money.\I need a partner as well.\It's true that you might earn more by escorting merchants than by being a shepherd.\Disputes over land must be tough, too.\You're right, all safe places already have a shepherd.\There are only popular places and places full of wolves, right?\Yes.\Wolves are troublesome. response:	They're also sly and tricky.
context: I need a partner as well.\It's true that you might earn more by escorting merchants than by being a shepherd.\Disputes over land must be tough, too.\You're right, all safe places already have a shepherd.\There are only popular places and places full of wolves, right?\Yes.\Wolves are troublesome.\They're also sly and tricky. response:	They might be listening from somewhere, so...
context: It's true that you might earn more by escorting merchants than by being a shepherd.\Disputes over land must be tough, too.\You're right, all safe places already have a shepherd.\There are only popular places and places full of wolves, right?\Yes.\Wolves are troublesome.\They're also sly and tricky.\They might be listening from somewhere, so... response:	You're right.
context: Disputes over land must be tough, too.\You're right, all safe places already have a shepherd.\There are only popular places and places full of wolves, right?\Yes.\Wolves are troublesome.\They're also sly and tricky.\They might be listening from somewhere, so...\You're right. response:	Sorry for making you stop so early.
context: You're right, all safe places already have a shepherd.\There are only popular places and places full of wolves, right?\Yes.\Wolves are troublesome.\They're also sly and tricky.\They might be listening from somewhere, so...\You're right.\Sorry for making you stop so early. response:	No, I know that shepherds sleep as early as possible, when the sun sets.
context: There are only popular places and places full of wolves, right?\Yes.\Wolves are troublesome.\They're also sly and tricky.\They might be listening from somewhere, so...\You're right.\Sorry for making you stop so early.\No, I know that shepherds sleep as early as possible, when the sun sets. response:	I have to look after them all night.
context: Yes.\Wolves are troublesome.\They're also sly and tricky.\They might be listening from somewhere, so...\You're right.\Sorry for making you stop so early.\No, I know that shepherds sleep as early as possible, when the sun sets.\I have to look after them all night. response:	I always wonder to myself while looking at their wool,
context: Wolves are troublesome.\They're also sly and tricky.\They might be listening from somewhere, so...\You're right.\Sorry for making you stop so early.\No, I know that shepherds sleep as early as possible, when the sun sets.\I have to look after them all night.\I always wonder to myself while looking at their wool, response:	what kind of clothes will be made from them.
context: They're also sly and tricky.\They might be listening from somewhere, so...\You're right.\Sorry for making you stop so early.\No, I know that shepherds sleep as early as possible, when the sun sets.\I have to look after them all night.\I always wonder to myself while looking at their wool,\what kind of clothes will be made from them. response:	At any rate, your work ethic is great.
context: They might be listening from somewhere, so...\You're right.\Sorry for making you stop so early.\No, I know that shepherds sleep as early as possible, when the sun sets.\I have to look after them all night.\I always wonder to myself while looking at their wool,\what kind of clothes will be made from them.\At any rate, your work ethic is great. response:	Truly splendid.
context: You're right.\Sorry for making you stop so early.\No, I know that shepherds sleep as early as possible, when the sun sets.\I have to look after them all night.\I always wonder to myself while looking at their wool,\what kind of clothes will be made from them.\At any rate, your work ethic is great.\Truly splendid. response:	No, not really.
context: Sorry for making you stop so early.\No, I know that shepherds sleep as early as possible, when the sun sets.\I have to look after them all night.\I always wonder to myself while looking at their wool,\what kind of clothes will be made from them.\At any rate, your work ethic is great.\Truly splendid.\No, not really. response:	With your skill, they should have let you taken care of even more sheep.
context: No, I know that shepherds sleep as early as possible, when the sun sets.\I have to look after them all night.\I always wonder to myself while looking at their wool,\what kind of clothes will be made from them.\At any rate, your work ethic is great.\Truly splendid.\No, not really.\With your skill, they should have let you taken care of even more sheep. response:	No, even this many was a blessing from God.
context: I have to look after them all night.\I always wonder to myself while looking at their wool,\what kind of clothes will be made from them.\At any rate, your work ethic is great.\Truly splendid.\No, not really.\With your skill, they should have let you taken care of even more sheep.\No, even this many was a blessing from God. response:	I can't possibly take care of so many sheep.
context: I always wonder to myself while looking at their wool,\what kind of clothes will be made from them.\At any rate, your work ethic is great.\Truly splendid.\No, not really.\With your skill, they should have let you taken care of even more sheep.\No, even this many was a blessing from God.\I can't possibly take care of so many sheep. response:	Maybe they don't have good eyes.
context: what kind of clothes will be made from them.\At any rate, your work ethic is great.\Truly splendid.\No, not really.\With your skill, they should have let you taken care of even more sheep.\No, even this many was a blessing from God.\I can't possibly take care of so many sheep.\Maybe they don't have good eyes. response:	How about switching employers?
context: At any rate, your work ethic is great.\Truly splendid.\No, not really.\With your skill, they should have let you taken care of even more sheep.\No, even this many was a blessing from God.\I can't possibly take care of so many sheep.\Maybe they don't have good eyes.\How about switching employers? response:	No, I couldn't do that.
context: Truly splendid.\No, not really.\With your skill, they should have let you taken care of even more sheep.\No, even this many was a blessing from God.\I can't possibly take care of so many sheep.\Maybe they don't have good eyes.\How about switching employers?\No, I couldn't do that. response:	Forgive me, as merchants are creatures that tend to think about the loss and gain of things.
context: No, not really.\With your skill, they should have let you taken care of even more sheep.\No, even this many was a blessing from God.\I can't possibly take care of so many sheep.\Maybe they don't have good eyes.\How about switching employers?\No, I couldn't do that.\Forgive me, as merchants are creatures that tend to think about the loss and gain of things. response:	Um...
context: With your skill, they should have let you taken care of even more sheep.\No, even this many was a blessing from God.\I can't possibly take care of so many sheep.\Maybe they don't have good eyes.\How about switching employers?\No, I couldn't do that.\Forgive me, as merchants are creatures that tend to think about the loss and gain of things.\Um... response:	Yes?
context: No, even this many was a blessing from God.\I can't possibly take care of so many sheep.\Maybe they don't have good eyes.\How about switching employers?\No, I couldn't do that.\Forgive me, as merchants are creatures that tend to think about the loss and gain of things.\Um...\Yes? response:	Does changing employers happen often?
context: I can't possibly take care of so many sheep.\Maybe they don't have good eyes.\How about switching employers?\No, I couldn't do that.\Forgive me, as merchants are creatures that tend to think about the loss and gain of things.\Um...\Yes?\Does changing employers happen often? response:	If you don't like the conditions, it's normal to search for a new one.
context: Maybe they don't have good eyes.\How about switching employers?\No, I couldn't do that.\Forgive me, as merchants are creatures that tend to think about the loss and gain of things.\Um...\Yes?\Does changing employers happen often?\If you don't like the conditions, it's normal to search for a new one. response:	Is that so?
context: How about switching employers?\No, I couldn't do that.\Forgive me, as merchants are creatures that tend to think about the loss and gain of things.\Um...\Yes?\Does changing employers happen often?\If you don't like the conditions, it's normal to search for a new one.\Is that so? response:	Sorry, but is your employer the church?
context: No, I couldn't do that.\Forgive me, as merchants are creatures that tend to think about the loss and gain of things.\Um...\Yes?\Does changing employers happen often?\If you don't like the conditions, it's normal to search for a new one.\Is that so?\Sorry, but is your employer the church? response:	It was just intuition.
context: Forgive me, as merchants are creatures that tend to think about the loss and gain of things.\Um...\Yes?\Does changing employers happen often?\If you don't like the conditions, it's normal to search for a new one.\Is that so?\Sorry, but is your employer the church?\It was just intuition. response:	A merchant's intuition, that is.
context: Um...\Yes?\Does changing employers happen often?\If you don't like the conditions, it's normal to search for a new one.\Is that so?\Sorry, but is your employer the church?\It was just intuition.\A merchant's intuition, that is. response:	Yes, a priest from the church entrusted me with these sheep.
context: Yes?\Does changing employers happen often?\If you don't like the conditions, it's normal to search for a new one.\Is that so?\Sorry, but is your employer the church?\It was just intuition.\A merchant's intuition, that is.\Yes, a priest from the church entrusted me with these sheep. response:	And on top of that, they care for me.
context: Does changing employers happen often?\If you don't like the conditions, it's normal to search for a new one.\Is that so?\Sorry, but is your employer the church?\It was just intuition.\A merchant's intuition, that is.\Yes, a priest from the church entrusted me with these sheep.\And on top of that, they care for me. response:	I take back what I said earlier.
context: If you don't like the conditions, it's normal to search for a new one.\Is that so?\Sorry, but is your employer the church?\It was just intuition.\A merchant's intuition, that is.\Yes, a priest from the church entrusted me with these sheep.\And on top of that, they care for me.\I take back what I said earlier. response:	Your pay may be minor, but
context: Is that so?\Sorry, but is your employer the church?\It was just intuition.\A merchant's intuition, that is.\Yes, a priest from the church entrusted me with these sheep.\And on top of that, they care for me.\I take back what I said earlier.\Your pay may be minor, but response:	as long as God doesn't abandon us, the church won't disappear.
context: Sorry, but is your employer the church?\It was just intuition.\A merchant's intuition, that is.\Yes, a priest from the church entrusted me with these sheep.\And on top of that, they care for me.\I take back what I said earlier.\Your pay may be minor, but\as long as God doesn't abandon us, the church won't disappear. response:	So you won't lose your job, and you won't have any trouble finding food.
context: It was just intuition.\A merchant's intuition, that is.\Yes, a priest from the church entrusted me with these sheep.\And on top of that, they care for me.\I take back what I said earlier.\Your pay may be minor, but\as long as God doesn't abandon us, the church won't disappear.\So you won't lose your job, and you won't have any trouble finding food. response:	You're right.
context: A merchant's intuition, that is.\Yes, a priest from the church entrusted me with these sheep.\And on top of that, they care for me.\I take back what I said earlier.\Your pay may be minor, but\as long as God doesn't abandon us, the church won't disappear.\So you won't lose your job, and you won't have any trouble finding food.\You're right. response:	You're right!
context: Yes, a priest from the church entrusted me with these sheep.\And on top of that, they care for me.\I take back what I said earlier.\Your pay may be minor, but\as long as God doesn't abandon us, the church won't disappear.\So you won't lose your job, and you won't have any trouble finding food.\You're right.\You're right! response:	But, well, it's not like God disallows having a side job.
context: And on top of that, they care for me.\I take back what I said earlier.\Your pay may be minor, but\as long as God doesn't abandon us, the church won't disappear.\So you won't lose your job, and you won't have any trouble finding food.\You're right.\You're right!\But, well, it's not like God disallows having a side job. response:	Once we reach Rubinheigen, I'll ask a few merchants I know.
context: I take back what I said earlier.\Your pay may be minor, but\as long as God doesn't abandon us, the church won't disappear.\So you won't lose your job, and you won't have any trouble finding food.\You're right.\You're right!\But, well, it's not like God disallows having a side job.\Once we reach Rubinheigen, I'll ask a few merchants I know. response:	Whether they need a reliable escort, that is.
context: Your pay may be minor, but\as long as God doesn't abandon us, the church won't disappear.\So you won't lose your job, and you won't have any trouble finding food.\You're right.\You're right!\But, well, it's not like God disallows having a side job.\Once we reach Rubinheigen, I'll ask a few merchants I know.\Whether they need a reliable escort, that is. response:	Really? Please do!
context: as long as God doesn't abandon us, the church won't disappear.\So you won't lose your job, and you won't have any trouble finding food.\You're right.\You're right!\But, well, it's not like God disallows having a side job.\Once we reach Rubinheigen, I'll ask a few merchants I know.\Whether they need a reliable escort, that is.\Really? Please do! response:	What a tough job.
context: So you won't lose your job, and you won't have any trouble finding food.\You're right.\You're right!\But, well, it's not like God disallows having a side job.\Once we reach Rubinheigen, I'll ask a few merchants I know.\Whether they need a reliable escort, that is.\Really? Please do!\What a tough job. response:	It's important to maintain my tail every day.
context: You're right.\You're right!\But, well, it's not like God disallows having a side job.\Once we reach Rubinheigen, I'll ask a few merchants I know.\Whether they need a reliable escort, that is.\Really? Please do!\What a tough job.\It's important to maintain my tail every day. response:	What? You're talking about that girl?
context: You're right!\But, well, it's not like God disallows having a side job.\Once we reach Rubinheigen, I'll ask a few merchants I know.\Whether they need a reliable escort, that is.\Really? Please do!\What a tough job.\It's important to maintain my tail every day.\What? You're talking about that girl? response:	Her name's Nora Allent.
context: But, well, it's not like God disallows having a side job.\Once we reach Rubinheigen, I'll ask a few merchants I know.\Whether they need a reliable escort, that is.\Really? Please do!\What a tough job.\It's important to maintain my tail every day.\What? You're talking about that girl?\Her name's Nora Allent. response:	Hey!
context: Once we reach Rubinheigen, I'll ask a few merchants I know.\Whether they need a reliable escort, that is.\Really? Please do!\What a tough job.\It's important to maintain my tail every day.\What? You're talking about that girl?\Her name's Nora Allent.\Hey! response:	Th-That's why I asked you first, didn't I?
context: Whether they need a reliable escort, that is.\Really? Please do!\What a tough job.\It's important to maintain my tail every day.\What? You're talking about that girl?\Her name's Nora Allent.\Hey!\Th-That's why I asked you first, didn't I? response:	I can't even groom my tail in peace.
context: Really? Please do!\What a tough job.\It's important to maintain my tail every day.\What? You're talking about that girl?\Her name's Nora Allent.\Hey!\Th-That's why I asked you first, didn't I?\I can't even groom my tail in peace. response:	Is it hard for you to groom in the wagon?
context: What a tough job.\It's important to maintain my tail every day.\What? You're talking about that girl?\Her name's Nora Allent.\Hey!\Th-That's why I asked you first, didn't I?\I can't even groom my tail in peace.\Is it hard for you to groom in the wagon? response:	If I did that...
context: It's important to maintain my tail every day.\What? You're talking about that girl?\Her name's Nora Allent.\Hey!\Th-That's why I asked you first, didn't I?\I can't even groom my tail in peace.\Is it hard for you to groom in the wagon?\If I did that... response:	If you did that?
context: What? You're talking about that girl?\Her name's Nora Allent.\Hey!\Th-That's why I asked you first, didn't I?\I can't even groom my tail in peace.\Is it hard for you to groom in the wagon?\If I did that...\If you did that? response:	You looked like you were having a lively conversation.
context: Her name's Nora Allent.\Hey!\Th-That's why I asked you first, didn't I?\I can't even groom my tail in peace.\Is it hard for you to groom in the wagon?\If I did that...\If you did that?\You looked like you were having a lively conversation. response:	With Nora?
context: Hey!\Th-That's why I asked you first, didn't I?\I can't even groom my tail in peace.\Is it hard for you to groom in the wagon?\If I did that...\If you did that?\You looked like you were having a lively conversation.\With Nora? response:	Humans can't have a lively conversation with a dog, right?
context: Th-That's why I asked you first, didn't I?\I can't even groom my tail in peace.\Is it hard for you to groom in the wagon?\If I did that...\If you did that?\You looked like you were having a lively conversation.\With Nora?\Humans can't have a lively conversation with a dog, right? response:	She wanted to talk, so there was no reason to refuse.
context: I can't even groom my tail in peace.\Is it hard for you to groom in the wagon?\If I did that...\If you did that?\You looked like you were having a lively conversation.\With Nora?\Humans can't have a lively conversation with a dog, right?\She wanted to talk, so there was no reason to refuse. response:	Plus, it's been a while since I was able to talk with a normal girl.
context: Is it hard for you to groom in the wagon?\If I did that...\If you did that?\You looked like you were having a lively conversation.\With Nora?\Humans can't have a lively conversation with a dog, right?\She wanted to talk, so there was no reason to refuse.\Plus, it's been a while since I was able to talk with a normal girl. response:	Did you not notice that she didn't like talking with you?
context: If I did that...\If you did that?\You looked like you were having a lively conversation.\With Nora?\Humans can't have a lively conversation with a dog, right?\She wanted to talk, so there was no reason to refuse.\Plus, it's been a while since I was able to talk with a normal girl.\Did you not notice that she didn't like talking with you? response:	Well, that's also possible.
context: If you did that?\You looked like you were having a lively conversation.\With Nora?\Humans can't have a lively conversation with a dog, right?\She wanted to talk, so there was no reason to refuse.\Plus, it's been a while since I was able to talk with a normal girl.\Did you not notice that she didn't like talking with you?\Well, that's also possible. response:	If she simply fell for me right away, it would be boring without gradually growing fonder for each other.
context: You looked like you were having a lively conversation.\With Nora?\Humans can't have a lively conversation with a dog, right?\She wanted to talk, so there was no reason to refuse.\Plus, it's been a while since I was able to talk with a normal girl.\Did you not notice that she didn't like talking with you?\Well, that's also possible.\If she simply fell for me right away, it would be boring without gradually growing fonder for each other. response:	How was that?
context: With Nora?\Humans can't have a lively conversation with a dog, right?\She wanted to talk, so there was no reason to refuse.\Plus, it's been a while since I was able to talk with a normal girl.\Did you not notice that she didn't like talking with you?\Well, that's also possible.\If she simply fell for me right away, it would be boring without gradually growing fonder for each other.\How was that? response:	I'm pretty good, huh?
context: Humans can't have a lively conversation with a dog, right?\She wanted to talk, so there was no reason to refuse.\Plus, it's been a while since I was able to talk with a normal girl.\Did you not notice that she didn't like talking with you?\Well, that's also possible.\If she simply fell for me right away, it would be boring without gradually growing fonder for each other.\How was that?\I'm pretty good, huh? response:	That doesn't suit you! It doesn't suit you at all!
context: She wanted to talk, so there was no reason to refuse.\Plus, it's been a while since I was able to talk with a normal girl.\Did you not notice that she didn't like talking with you?\Well, that's also possible.\If she simply fell for me right away, it would be boring without gradually growing fonder for each other.\How was that?\I'm pretty good, huh?\That doesn't suit you! It doesn't suit you at all! response:	Do you have to laugh that much?
context: Plus, it's been a while since I was able to talk with a normal girl.\Did you not notice that she didn't like talking with you?\Well, that's also possible.\If she simply fell for me right away, it would be boring without gradually growing fonder for each other.\How was that?\I'm pretty good, huh?\That doesn't suit you! It doesn't suit you at all!\Do you have to laugh that much? response:	Geez...
context: Did you not notice that she didn't like talking with you?\Well, that's also possible.\If she simply fell for me right away, it would be boring without gradually growing fonder for each other.\How was that?\I'm pretty good, huh?\That doesn't suit you! It doesn't suit you at all!\Do you have to laugh that much?\Geez... response:	Have you had enough?
context: Well, that's also possible.\If she simply fell for me right away, it would be boring without gradually growing fonder for each other.\How was that?\I'm pretty good, huh?\That doesn't suit you! It doesn't suit you at all!\Do you have to laugh that much?\Geez...\Have you had enough? response:	That was quite the trump card you had.
context: If she simply fell for me right away, it would be boring without gradually growing fonder for each other.\How was that?\I'm pretty good, huh?\That doesn't suit you! It doesn't suit you at all!\Do you have to laugh that much?\Geez...\Have you had enough?\That was quite the trump card you had. response:	Well, it's fine if it cleared up your mood.
context: How was that?\I'm pretty good, huh?\That doesn't suit you! It doesn't suit you at all!\Do you have to laugh that much?\Geez...\Have you had enough?\That was quite the trump card you had.\Well, it's fine if it cleared up your mood. response:	Yeah, it's like I don't care anymore.
context: I'm pretty good, huh?\That doesn't suit you! It doesn't suit you at all!\Do you have to laugh that much?\Geez...\Have you had enough?\That was quite the trump card you had.\Well, it's fine if it cleared up your mood.\Yeah, it's like I don't care anymore. response:	I guess it's a gift from that girl.
context: That doesn't suit you! It doesn't suit you at all!\Do you have to laugh that much?\Geez...\Have you had enough?\That was quite the trump card you had.\Well, it's fine if it cleared up your mood.\Yeah, it's like I don't care anymore.\I guess it's a gift from that girl. response:	Good morning.
context: Do you have to laugh that much?\Geez...\Have you had enough?\That was quite the trump card you had.\Well, it's fine if it cleared up your mood.\Yeah, it's like I don't care anymore.\I guess it's a gift from that girl.\Good morning. response:	Ah, good job.
context: Geez...\Have you had enough?\That was quite the trump card you had.\Well, it's fine if it cleared up your mood.\Yeah, it's like I don't care anymore.\I guess it's a gift from that girl.\Good morning.\Ah, good job. response:	Please.
context: Have you had enough?\That was quite the trump card you had.\Well, it's fine if it cleared up your mood.\Yeah, it's like I don't care anymore.\I guess it's a gift from that girl.\Good morning.\Ah, good job.\Please. response:	Thank you.
context: That was quite the trump card you had.\Well, it's fine if it cleared up your mood.\Yeah, it's like I don't care anymore.\I guess it's a gift from that girl.\Good morning.\Ah, good job.\Please.\Thank you. response:	Thank you as always.
context: Well, it's fine if it cleared up your mood.\Yeah, it's like I don't care anymore.\I guess it's a gift from that girl.\Good morning.\Ah, good job.\Please.\Thank you.\Thank you as always. response:	You saved us.
context: Yeah, it's like I don't care anymore.\I guess it's a gift from that girl.\Good morning.\Ah, good job.\Please.\Thank you.\Thank you as always.\You saved us. response:	If it had been a regular inspection, it would've taken ten times longer to get through, even with a pass.
context: I guess it's a gift from that girl.\Good morning.\Ah, good job.\Please.\Thank you.\Thank you as always.\You saved us.\If it had been a regular inspection, it would've taken ten times longer to get through, even with a pass. response:	It's all because I work for the church.
context: Good morning.\Ah, good job.\Please.\Thank you.\Thank you as always.\You saved us.\If it had been a regular inspection, it would've taken ten times longer to get through, even with a pass.\It's all because I work for the church. response:	Well then, here's your promised forty Trie.
context: Ah, good job.\Please.\Thank you.\Thank you as always.\You saved us.\If it had been a regular inspection, it would've taken ten times longer to get through, even with a pass.\It's all because I work for the church.\Well then, here's your promised forty Trie. response:	But if I were to exchange this, it would be around forty-five Trie.
context: Please.\Thank you.\Thank you as always.\You saved us.\If it had been a regular inspection, it would've taken ten times longer to get through, even with a pass.\It's all because I work for the church.\Well then, here's your promised forty Trie.\But if I were to exchange this, it would be around forty-five Trie. response:	It's an investment from a greedy merchant.
context: Thank you.\Thank you as always.\You saved us.\If it had been a regular inspection, it would've taken ten times longer to get through, even with a pass.\It's all because I work for the church.\Well then, here's your promised forty Trie.\But if I were to exchange this, it would be around forty-five Trie.\It's an investment from a greedy merchant. response:	Investment?
context: Thank you as always.\You saved us.\If it had been a regular inspection, it would've taken ten times longer to get through, even with a pass.\It's all because I work for the church.\Well then, here's your promised forty Trie.\But if I were to exchange this, it would be around forty-five Trie.\It's an investment from a greedy merchant.\Investment? response:	If I could have a relationship with a skilled shepherd,
context: You saved us.\If it had been a regular inspection, it would've taken ten times longer to get through, even with a pass.\It's all because I work for the church.\Well then, here's your promised forty Trie.\But if I were to exchange this, it would be around forty-five Trie.\It's an investment from a greedy merchant.\Investment?\If I could have a relationship with a skilled shepherd, response:	I might be able to find some profitable wool for business.
context: If it had been a regular inspection, it would've taken ten times longer to get through, even with a pass.\It's all because I work for the church.\Well then, here's your promised forty Trie.\But if I were to exchange this, it would be around forty-five Trie.\It's an investment from a greedy merchant.\Investment?\If I could have a relationship with a skilled shepherd,\I might be able to find some profitable wool for business. response:	Thank you.
context: It's all because I work for the church.\Well then, here's your promised forty Trie.\But if I were to exchange this, it would be around forty-five Trie.\It's an investment from a greedy merchant.\Investment?\If I could have a relationship with a skilled shepherd,\I might be able to find some profitable wool for business.\Thank you. response:	We will be with the Rowen Trading Guild's firm for a while.
context: Well then, here's your promised forty Trie.\But if I were to exchange this, it would be around forty-five Trie.\It's an investment from a greedy merchant.\Investment?\If I could have a relationship with a skilled shepherd,\I might be able to find some profitable wool for business.\Thank you.\We will be with the Rowen Trading Guild's firm for a while. response:	If you plan to head out to the fields with your sheep again, please come by.
context: But if I were to exchange this, it would be around forty-five Trie.\It's an investment from a greedy merchant.\Investment?\If I could have a relationship with a skilled shepherd,\I might be able to find some profitable wool for business.\Thank you.\We will be with the Rowen Trading Guild's firm for a while.\If you plan to head out to the fields with your sheep again, please come by. response:	I might be able to introduce you to some merchants who need an escort.
context: It's an investment from a greedy merchant.\Investment?\If I could have a relationship with a skilled shepherd,\I might be able to find some profitable wool for business.\Thank you.\We will be with the Rowen Trading Guild's firm for a while.\If you plan to head out to the fields with your sheep again, please come by.\I might be able to introduce you to some merchants who need an escort. response:	Thank you.
context: Investment?\If I could have a relationship with a skilled shepherd,\I might be able to find some profitable wool for business.\Thank you.\We will be with the Rowen Trading Guild's firm for a while.\If you plan to head out to the fields with your sheep again, please come by.\I might be able to introduce you to some merchants who need an escort.\Thank you. response:	I should ask you, is the road that we took the only one you could escort people on?
context: If I could have a relationship with a skilled shepherd,\I might be able to find some profitable wool for business.\Thank you.\We will be with the Rowen Trading Guild's firm for a while.\If you plan to head out to the fields with your sheep again, please come by.\I might be able to introduce you to some merchants who need an escort.\Thank you.\I should ask you, is the road that we took the only one you could escort people on? response:	No, I can escort on Casraat, Polson, and Ramtra too.
context: I might be able to find some profitable wool for business.\Thank you.\We will be with the Rowen Trading Guild's firm for a while.\If you plan to head out to the fields with your sheep again, please come by.\I might be able to introduce you to some merchants who need an escort.\Thank you.\I should ask you, is the road that we took the only one you could escort people on?\No, I can escort on Casraat, Polson, and Ramtra too. response:	Ramtra? That Ramtra?
context: Thank you.\We will be with the Rowen Trading Guild's firm for a while.\If you plan to head out to the fields with your sheep again, please come by.\I might be able to introduce you to some merchants who need an escort.\Thank you.\I should ask you, is the road that we took the only one you could escort people on?\No, I can escort on Casraat, Polson, and Ramtra too.\Ramtra? That Ramtra? response:	Yes.
context: We will be with the Rowen Trading Guild's firm for a while.\If you plan to head out to the fields with your sheep again, please come by.\I might be able to introduce you to some merchants who need an escort.\Thank you.\I should ask you, is the road that we took the only one you could escort people on?\No, I can escort on Casraat, Polson, and Ramtra too.\Ramtra? That Ramtra?\Yes. response:	Not the regular, long-winding route, right?
context: If you plan to head out to the fields with your sheep again, please come by.\I might be able to introduce you to some merchants who need an escort.\Thank you.\I should ask you, is the road that we took the only one you could escort people on?\No, I can escort on Casraat, Polson, and Ramtra too.\Ramtra? That Ramtra?\Yes.\Not the regular, long-winding route, right? response:	Of course, I use the shortcut through the forest.
context: I might be able to introduce you to some merchants who need an escort.\Thank you.\I should ask you, is the road that we took the only one you could escort people on?\No, I can escort on Casraat, Polson, and Ramtra too.\Ramtra? That Ramtra?\Yes.\Not the regular, long-winding route, right?\Of course, I use the shortcut through the forest. response:	That eerie forest that even knights fear to approach?
context: Thank you.\I should ask you, is the road that we took the only one you could escort people on?\No, I can escort on Casraat, Polson, and Ramtra too.\Ramtra? That Ramtra?\Yes.\Not the regular, long-winding route, right?\Of course, I use the shortcut through the forest.\That eerie forest that even knights fear to approach? response:	I'm completely fine with Enik.
context: I should ask you, is the road that we took the only one you could escort people on?\No, I can escort on Casraat, Polson, and Ramtra too.\Ramtra? That Ramtra?\Yes.\Not the regular, long-winding route, right?\Of course, I use the shortcut through the forest.\That eerie forest that even knights fear to approach?\I'm completely fine with Enik. response:	Well, there's a good chance you'll have employers, then.
context: No, I can escort on Casraat, Polson, and Ramtra too.\Ramtra? That Ramtra?\Yes.\Not the regular, long-winding route, right?\Of course, I use the shortcut through the forest.\That eerie forest that even knights fear to approach?\I'm completely fine with Enik.\Well, there's a good chance you'll have employers, then. response:	I'm counting on you.
context: Ramtra? That Ramtra?\Yes.\Not the regular, long-winding route, right?\Of course, I use the shortcut through the forest.\That eerie forest that even knights fear to approach?\I'm completely fine with Enik.\Well, there's a good chance you'll have employers, then.\I'm counting on you. response:	Well then, the entrance for livestock is over there.
context: Yes.\Not the regular, long-winding route, right?\Of course, I use the shortcut through the forest.\That eerie forest that even knights fear to approach?\I'm completely fine with Enik.\Well, there's a good chance you'll have employers, then.\I'm counting on you.\Well then, the entrance for livestock is over there. response:	Well then.
context: Not the regular, long-winding route, right?\Of course, I use the shortcut through the forest.\That eerie forest that even knights fear to approach?\I'm completely fine with Enik.\Well, there's a good chance you'll have employers, then.\I'm counting on you.\Well then, the entrance for livestock is over there.\Well then. response:	Now we just have to pass through customs,
context: Of course, I use the shortcut through the forest.\That eerie forest that even knights fear to approach?\I'm completely fine with Enik.\Well, there's a good chance you'll have employers, then.\I'm counting on you.\Well then, the entrance for livestock is over there.\Well then.\Now we just have to pass through customs, response:	and sell this armor you got for us at a high price at the Remerio Company.
context: That eerie forest that even knights fear to approach?\I'm completely fine with Enik.\Well, there's a good chance you'll have employers, then.\I'm counting on you.\Well then, the entrance for livestock is over there.\Well then.\Now we just have to pass through customs,\and sell this armor you got for us at a high price at the Remerio Company. response:	No.
context: I'm completely fine with Enik.\Well, there's a good chance you'll have employers, then.\I'm counting on you.\Well then, the entrance for livestock is over there.\Well then.\Now we just have to pass through customs,\and sell this armor you got for us at a high price at the Remerio Company.\No. response:	We'll buy honey-preserved peaches with that money.
context: Well, there's a good chance you'll have employers, then.\I'm counting on you.\Well then, the entrance for livestock is over there.\Well then.\Now we just have to pass through customs,\and sell this armor you got for us at a high price at the Remerio Company.\No.\We'll buy honey-preserved peaches with that money. response:	Well, we should hurry.
context: I'm counting on you.\Well then, the entrance for livestock is over there.\Well then.\Now we just have to pass through customs,\and sell this armor you got for us at a high price at the Remerio Company.\No.\We'll buy honey-preserved peaches with that money.\Well, we should hurry. response:	Hey, don't ignore me!
context: Well then, the entrance for livestock is over there.\Well then.\Now we just have to pass through customs,\and sell this armor you got for us at a high price at the Remerio Company.\No.\We'll buy honey-preserved peaches with that money.\Well, we should hurry.\Hey, don't ignore me! response:	Just give up on them being sold out.
context: Well then.\Now we just have to pass through customs,\and sell this armor you got for us at a high price at the Remerio Company.\No.\We'll buy honey-preserved peaches with that money.\Well, we should hurry.\Hey, don't ignore me!\Just give up on them being sold out. response:	There's a higher chance of their not being sold out.
context: Now we just have to pass through customs,\and sell this armor you got for us at a high price at the Remerio Company.\No.\We'll buy honey-preserved peaches with that money.\Well, we should hurry.\Hey, don't ignore me!\Just give up on them being sold out.\There's a higher chance of their not being sold out. response:	I know.
context: and sell this armor you got for us at a high price at the Remerio Company.\No.\We'll buy honey-preserved peaches with that money.\Well, we should hurry.\Hey, don't ignore me!\Just give up on them being sold out.\There's a higher chance of their not being sold out.\I know. response:	Don't act sad if you don't get any.
context: No.\We'll buy honey-preserved peaches with that money.\Well, we should hurry.\Hey, don't ignore me!\Just give up on them being sold out.\There's a higher chance of their not being sold out.\I know.\Don't act sad if you don't get any. response:	I will, though.
