context: Hey, quit this already, Aratake. response:	We already know that you're strong.
context: But I heard the number of delinquents decreased since we graduated.\Really?\So, where is Yukimura?\I don't know!\I don't either!\I get it. You want me to break that thumb, right?\Do it, Sarashina.\Shiroyan! Kurotatsu! I can't do it! response:	What ruckus is this in front of the school?
context: Really?\So, where is Yukimura?\I don't know!\I don't either!\I get it. You want me to break that thumb, right?\Do it, Sarashina.\Shiroyan! Kurotatsu! I can't do it!\What ruckus is this in front of the school? response:	You're embarrassing me.
context: So, where is Yukimura?\I don't know!\I don't either!\I get it. You want me to break that thumb, right?\Do it, Sarashina.\Shiroyan! Kurotatsu! I can't do it!\What ruckus is this in front of the school?\You're embarrassing me. response:	Aoi-chan.
context: I don't know!\I don't either!\I get it. You want me to break that thumb, right?\Do it, Sarashina.\Shiroyan! Kurotatsu! I can't do it!\What ruckus is this in front of the school?\You're embarrassing me.\Aoi-chan. response:	You're a student here?
context: I don't either!\I get it. You want me to break that thumb, right?\Do it, Sarashina.\Shiroyan! Kurotatsu! I can't do it!\What ruckus is this in front of the school?\You're embarrassing me.\Aoi-chan.\You're a student here? response:	Yes, is there a problem?
context: I get it. You want me to break that thumb, right?\Do it, Sarashina.\Shiroyan! Kurotatsu! I can't do it!\What ruckus is this in front of the school?\You're embarrassing me.\Aoi-chan.\You're a student here?\Yes, is there a problem? response:	Would you leave? You're standing out.
context: Do it, Sarashina.\Shiroyan! Kurotatsu! I can't do it!\What ruckus is this in front of the school?\You're embarrassing me.\Aoi-chan.\You're a student here?\Yes, is there a problem?\Would you leave? You're standing out. response:	Aoi?
context: Shiroyan! Kurotatsu! I can't do it!\What ruckus is this in front of the school?\You're embarrassing me.\Aoi-chan.\You're a student here?\Yes, is there a problem?\Would you leave? You're standing out.\Aoi? response:	He's...
context: What ruckus is this in front of the school?\You're embarrassing me.\Aoi-chan.\You're a student here?\Yes, is there a problem?\Would you leave? You're standing out.\Aoi?\He's... response:	Aoi Akanosuke-kun. Age 14. Prez's childhood friend, right?
context: You're embarrassing me.\Aoi-chan.\You're a student here?\Yes, is there a problem?\Would you leave? You're standing out.\Aoi?\He's...\Aoi Akanosuke-kun. Age 14. Prez's childhood friend, right? response:	That's right.
context: Aoi-chan.\You're a student here?\Yes, is there a problem?\Would you leave? You're standing out.\Aoi?\He's...\Aoi Akanosuke-kun. Age 14. Prez's childhood friend, right?\That's right. response:	I can't keep up with you guys.
context: You're a student here?\Yes, is there a problem?\Would you leave? You're standing out.\Aoi?\He's...\Aoi Akanosuke-kun. Age 14. Prez's childhood friend, right?\That's right.\I can't keep up with you guys. response:	Hey, I have something I want to ask.
context: Yes, is there a problem?\Would you leave? You're standing out.\Aoi?\He's...\Aoi Akanosuke-kun. Age 14. Prez's childhood friend, right?\That's right.\I can't keep up with you guys.\Hey, I have something I want to ask. response:	Yeah, I know that guy.
context: Would you leave? You're standing out.\Aoi?\He's...\Aoi Akanosuke-kun. Age 14. Prez's childhood friend, right?\That's right.\I can't keep up with you guys.\Hey, I have something I want to ask.\Yeah, I know that guy. response:	Aratake from the senior class, right?
context: Aoi?\He's...\Aoi Akanosuke-kun. Age 14. Prez's childhood friend, right?\That's right.\I can't keep up with you guys.\Hey, I have something I want to ask.\Yeah, I know that guy.\Aratake from the senior class, right? response:	He stands out a lot, and the delinquent group considers him the leader.
context: He's...\Aoi Akanosuke-kun. Age 14. Prez's childhood friend, right?\That's right.\I can't keep up with you guys.\Hey, I have something I want to ask.\Yeah, I know that guy.\Aratake from the senior class, right?\He stands out a lot, and the delinquent group considers him the leader. response:	Though, there are only limited numbers of them now.
context: Aoi Akanosuke-kun. Age 14. Prez's childhood friend, right?\That's right.\I can't keep up with you guys.\Hey, I have something I want to ask.\Yeah, I know that guy.\Aratake from the senior class, right?\He stands out a lot, and the delinquent group considers him the leader.\Though, there are only limited numbers of them now. response:	I swear I've seen him somewhere.
context: That's right.\I can't keep up with you guys.\Hey, I have something I want to ask.\Yeah, I know that guy.\Aratake from the senior class, right?\He stands out a lot, and the delinquent group considers him the leader.\Though, there are only limited numbers of them now.\I swear I've seen him somewhere. response:	Aoi Akanosuke-kun, right?
context: I can't keep up with you guys.\Hey, I have something I want to ask.\Yeah, I know that guy.\Aratake from the senior class, right?\He stands out a lot, and the delinquent group considers him the leader.\Though, there are only limited numbers of them now.\I swear I've seen him somewhere.\Aoi Akanosuke-kun, right? response:	Maybe he was in the National Funny Name Competition.
context: Hey, I have something I want to ask.\Yeah, I know that guy.\Aratake from the senior class, right?\He stands out a lot, and the delinquent group considers him the leader.\Though, there are only limited numbers of them now.\I swear I've seen him somewhere.\Aoi Akanosuke-kun, right?\Maybe he was in the National Funny Name Competition. response:	Apparently there were lots of delinquents before I enrolled and they had a pretty tight bond,
context: Yeah, I know that guy.\Aratake from the senior class, right?\He stands out a lot, and the delinquent group considers him the leader.\Though, there are only limited numbers of them now.\I swear I've seen him somewhere.\Aoi Akanosuke-kun, right?\Maybe he was in the National Funny Name Competition.\Apparently there were lots of delinquents before I enrolled and they had a pretty tight bond, response:	But now they are up against each other's throats.
context: Aratake from the senior class, right?\He stands out a lot, and the delinquent group considers him the leader.\Though, there are only limited numbers of them now.\I swear I've seen him somewhere.\Aoi Akanosuke-kun, right?\Maybe he was in the National Funny Name Competition.\Apparently there were lots of delinquents before I enrolled and they had a pretty tight bond,\But now they are up against each other's throats. response:	That's a problem either way! What's the school doing?
context: He stands out a lot, and the delinquent group considers him the leader.\Though, there are only limited numbers of them now.\I swear I've seen him somewhere.\Aoi Akanosuke-kun, right?\Maybe he was in the National Funny Name Competition.\Apparently there were lots of delinquents before I enrolled and they had a pretty tight bond,\But now they are up against each other's throats.\That's a problem either way! What's the school doing? response:	Calm down. Shouldn't we worry about Yukimura now?
context: Though, there are only limited numbers of them now.\I swear I've seen him somewhere.\Aoi Akanosuke-kun, right?\Maybe he was in the National Funny Name Competition.\Apparently there were lots of delinquents before I enrolled and they had a pretty tight bond,\But now they are up against each other's throats.\That's a problem either way! What's the school doing?\Calm down. Shouldn't we worry about Yukimura now? response:	The sun's starting to set, too.
context: I swear I've seen him somewhere.\Aoi Akanosuke-kun, right?\Maybe he was in the National Funny Name Competition.\Apparently there were lots of delinquents before I enrolled and they had a pretty tight bond,\But now they are up against each other's throats.\That's a problem either way! What's the school doing?\Calm down. Shouldn't we worry about Yukimura now?\The sun's starting to set, too. response:	The secret base.
context: Aoi Akanosuke-kun, right?\Maybe he was in the National Funny Name Competition.\Apparently there were lots of delinquents before I enrolled and they had a pretty tight bond,\But now they are up against each other's throats.\That's a problem either way! What's the school doing?\Calm down. Shouldn't we worry about Yukimura now?\The sun's starting to set, too.\The secret base. response:	Um, is anyone there?
context: Maybe he was in the National Funny Name Competition.\Apparently there were lots of delinquents before I enrolled and they had a pretty tight bond,\But now they are up against each other's throats.\That's a problem either way! What's the school doing?\Calm down. Shouldn't we worry about Yukimura now?\The sun's starting to set, too.\The secret base.\Um, is anyone there? response:	Why am I in this situation?
context: Apparently there were lots of delinquents before I enrolled and they had a pretty tight bond,\But now they are up against each other's throats.\That's a problem either way! What's the school doing?\Calm down. Shouldn't we worry about Yukimura now?\The sun's starting to set, too.\The secret base.\Um, is anyone there?\Why am I in this situation? response:	What should I do? I can't move at all, and my bag and cell phone are both at school.
context: But now they are up against each other's throats.\That's a problem either way! What's the school doing?\Calm down. Shouldn't we worry about Yukimura now?\The sun's starting to set, too.\The secret base.\Um, is anyone there?\Why am I in this situation?\What should I do? I can't move at all, and my bag and cell phone are both at school. response:	And I bet they think I'm a girl.
context: That's a problem either way! What's the school doing?\Calm down. Shouldn't we worry about Yukimura now?\The sun's starting to set, too.\The secret base.\Um, is anyone there?\Why am I in this situation?\What should I do? I can't move at all, and my bag and cell phone are both at school.\And I bet they think I'm a girl. response:	*Glare*
context: Calm down. Shouldn't we worry about Yukimura now?\The sun's starting to set, too.\The secret base.\Um, is anyone there?\Why am I in this situation?\What should I do? I can't move at all, and my bag and cell phone are both at school.\And I bet they think I'm a girl.\*Glare* response:	I told them not to be so rough.
context: The sun's starting to set, too.\The secret base.\Um, is anyone there?\Why am I in this situation?\What should I do? I can't move at all, and my bag and cell phone are both at school.\And I bet they think I'm a girl.\*Glare*\I told them not to be so rough. response:	Um-
context: The secret base.\Um, is anyone there?\Why am I in this situation?\What should I do? I can't move at all, and my bag and cell phone are both at school.\And I bet they think I'm a girl.\*Glare*\I told them not to be so rough.\Um- response:	Don't move!
context: Um, is anyone there?\Why am I in this situation?\What should I do? I can't move at all, and my bag and cell phone are both at school.\And I bet they think I'm a girl.\*Glare*\I told them not to be so rough.\Um-\Don't move! response:	I don't plan on letting you go.
context: Why am I in this situation?\What should I do? I can't move at all, and my bag and cell phone are both at school.\And I bet they think I'm a girl.\*Glare*\I told them not to be so rough.\Um-\Don't move!\I don't plan on letting you go. response:	Please wait! Hear me out!
context: What should I do? I can't move at all, and my bag and cell phone are both at school.\And I bet they think I'm a girl.\*Glare*\I told them not to be so rough.\Um-\Don't move!\I don't plan on letting you go.\Please wait! Hear me out! response:	I've got no business with you.
context: And I bet they think I'm a girl.\*Glare*\I told them not to be so rough.\Um-\Don't move!\I don't plan on letting you go.\Please wait! Hear me out!\I've got no business with you. response:	Stay put and we won't do anything to you.
context: *Glare*\I told them not to be so rough.\Um-\Don't move!\I don't plan on letting you go.\Please wait! Hear me out!\I've got no business with you.\Stay put and we won't do anything to you. response:	No, please listen to me.
context: I told them not to be so rough.\Um-\Don't move!\I don't plan on letting you go.\Please wait! Hear me out!\I've got no business with you.\Stay put and we won't do anything to you.\No, please listen to me. response:	I'm only interested in the White Beast.
context: Um-\Don't move!\I don't plan on letting you go.\Please wait! Hear me out!\I've got no business with you.\Stay put and we won't do anything to you.\No, please listen to me.\I'm only interested in the White Beast. response:	If he gets his girl taken, I'm sure he'll return to his old self.
context: Don't move!\I don't plan on letting you go.\Please wait! Hear me out!\I've got no business with you.\Stay put and we won't do anything to you.\No, please listen to me.\I'm only interested in the White Beast.\If he gets his girl taken, I'm sure he'll return to his old self. response:	See? You got it wrong! I'm not a girl!
context: I don't plan on letting you go.\Please wait! Hear me out!\I've got no business with you.\Stay put and we won't do anything to you.\No, please listen to me.\I'm only interested in the White Beast.\If he gets his girl taken, I'm sure he'll return to his old self.\See? You got it wrong! I'm not a girl! response:	You see?
context: Please wait! Hear me out!\I've got no business with you.\Stay put and we won't do anything to you.\No, please listen to me.\I'm only interested in the White Beast.\If he gets his girl taken, I'm sure he'll return to his old self.\See? You got it wrong! I'm not a girl!\You see? response:	Y-You idiot!
context: I've got no business with you.\Stay put and we won't do anything to you.\No, please listen to me.\I'm only interested in the White Beast.\If he gets his girl taken, I'm sure he'll return to his old self.\See? You got it wrong! I'm not a girl!\You see?\Y-You idiot! response:	What do you think you're doing? You wanna die, you bitch!?
context: Stay put and we won't do anything to you.\No, please listen to me.\I'm only interested in the White Beast.\If he gets his girl taken, I'm sure he'll return to his old self.\See? You got it wrong! I'm not a girl!\You see?\Y-You idiot!\What do you think you're doing? You wanna die, you bitch!? response:	No, I'm not a bitch.
context: No, please listen to me.\I'm only interested in the White Beast.\If he gets his girl taken, I'm sure he'll return to his old self.\See? You got it wrong! I'm not a girl!\You see?\Y-You idiot!\What do you think you're doing? You wanna die, you bitch!?\No, I'm not a bitch. response:	Girls shouldn't be showing their skin so much.
context: I'm only interested in the White Beast.\If he gets his girl taken, I'm sure he'll return to his old self.\See? You got it wrong! I'm not a girl!\You see?\Y-You idiot!\What do you think you're doing? You wanna die, you bitch!?\No, I'm not a bitch.\Girls shouldn't be showing their skin so much. response:	And it's been bothering me for a while.
context: If he gets his girl taken, I'm sure he'll return to his old self.\See? You got it wrong! I'm not a girl!\You see?\Y-You idiot!\What do you think you're doing? You wanna die, you bitch!?\No, I'm not a bitch.\Girls shouldn't be showing their skin so much.\And it's been bothering me for a while. response:	Girl shouldn't be using boku!
context: See? You got it wrong! I'm not a girl!\You see?\Y-You idiot!\What do you think you're doing? You wanna die, you bitch!?\No, I'm not a bitch.\Girls shouldn't be showing their skin so much.\And it's been bothering me for a while.\Girl shouldn't be using boku! response:	TL note: Yukimura is using the male form of addressing himself.
context: You see?\Y-You idiot!\What do you think you're doing? You wanna die, you bitch!?\No, I'm not a bitch.\Girls shouldn't be showing their skin so much.\And it's been bothering me for a while.\Girl shouldn't be using boku!\TL note: Yukimura is using the male form of addressing himself. response:	If you don't want to say watashi, then at least say atai!
context: Y-You idiot!\What do you think you're doing? You wanna die, you bitch!?\No, I'm not a bitch.\Girls shouldn't be showing their skin so much.\And it's been bothering me for a while.\Girl shouldn't be using boku!\TL note: Yukimura is using the male form of addressing himself.\If you don't want to say watashi, then at least say atai! response:	Anyways, stay put there!
context: What do you think you're doing? You wanna die, you bitch!?\No, I'm not a bitch.\Girls shouldn't be showing their skin so much.\And it's been bothering me for a while.\Girl shouldn't be using boku!\TL note: Yukimura is using the male form of addressing himself.\If you don't want to say watashi, then at least say atai!\Anyways, stay put there! response:	Atai...
context: No, I'm not a bitch.\Girls shouldn't be showing their skin so much.\And it's been bothering me for a while.\Girl shouldn't be using boku!\TL note: Yukimura is using the male form of addressing himself.\If you don't want to say watashi, then at least say atai!\Anyways, stay put there!\Atai... response:	I'm a guy...
context: Girls shouldn't be showing their skin so much.\And it's been bothering me for a while.\Girl shouldn't be using boku!\TL note: Yukimura is using the male form of addressing himself.\If you don't want to say watashi, then at least say atai!\Anyways, stay put there!\Atai...\I'm a guy... response:	If you had an idea of where they are, you should have mentioned it earlier.
context: And it's been bothering me for a while.\Girl shouldn't be using boku!\TL note: Yukimura is using the male form of addressing himself.\If you don't want to say watashi, then at least say atai!\Anyways, stay put there!\Atai...\I'm a guy...\If you had an idea of where they are, you should have mentioned it earlier. response:	Well, it was the secret base, so we had to keep it secret.
context: Girl shouldn't be using boku!\TL note: Yukimura is using the male form of addressing himself.\If you don't want to say watashi, then at least say atai!\Anyways, stay put there!\Atai...\I'm a guy...\If you had an idea of where they are, you should have mentioned it earlier.\Well, it was the secret base, so we had to keep it secret. response:	It's a popular hangout place for the delinquents in this area.
context: TL note: Yukimura is using the male form of addressing himself.\If you don't want to say watashi, then at least say atai!\Anyways, stay put there!\Atai...\I'm a guy...\If you had an idea of where they are, you should have mentioned it earlier.\Well, it was the secret base, so we had to keep it secret.\It's a popular hangout place for the delinquents in this area. response:	Then that's not a secret base at all.
context: If you don't want to say watashi, then at least say atai!\Anyways, stay put there!\Atai...\I'm a guy...\If you had an idea of where they are, you should have mentioned it earlier.\Well, it was the secret base, so we had to keep it secret.\It's a popular hangout place for the delinquents in this area.\Then that's not a secret base at all. response:	Is it really all right for you to walk head into such a place?
context: Anyways, stay put there!\Atai...\I'm a guy...\If you had an idea of where they are, you should have mentioned it earlier.\Well, it was the secret base, so we had to keep it secret.\It's a popular hangout place for the delinquents in this area.\Then that's not a secret base at all.\Is it really all right for you to walk head into such a place? response:	Right, I am wearing the uniform right now.
context: Atai...\I'm a guy...\If you had an idea of where they are, you should have mentioned it earlier.\Well, it was the secret base, so we had to keep it secret.\It's a popular hangout place for the delinquents in this area.\Then that's not a secret base at all.\Is it really all right for you to walk head into such a place?\Right, I am wearing the uniform right now. response:	I'm risking the chance of Seika High's reputation dropping again.
context: I'm a guy...\If you had an idea of where they are, you should have mentioned it earlier.\Well, it was the secret base, so we had to keep it secret.\It's a popular hangout place for the delinquents in this area.\Then that's not a secret base at all.\Is it really all right for you to walk head into such a place?\Right, I am wearing the uniform right now.\I'm risking the chance of Seika High's reputation dropping again. response:	Then you'll go home and get changed?
context: If you had an idea of where they are, you should have mentioned it earlier.\Well, it was the secret base, so we had to keep it secret.\It's a popular hangout place for the delinquents in this area.\Then that's not a secret base at all.\Is it really all right for you to walk head into such a place?\Right, I am wearing the uniform right now.\I'm risking the chance of Seika High's reputation dropping again.\Then you'll go home and get changed? response:	If we get back together after that, it'll be dark already.
context: Well, it was the secret base, so we had to keep it secret.\It's a popular hangout place for the delinquents in this area.\Then that's not a secret base at all.\Is it really all right for you to walk head into such a place?\Right, I am wearing the uniform right now.\I'm risking the chance of Seika High's reputation dropping again.\Then you'll go home and get changed?\If we get back together after that, it'll be dark already. response:	Why don't you forget about him and go home?
context: It's a popular hangout place for the delinquents in this area.\Then that's not a secret base at all.\Is it really all right for you to walk head into such a place?\Right, I am wearing the uniform right now.\I'm risking the chance of Seika High's reputation dropping again.\Then you'll go home and get changed?\If we get back together after that, it'll be dark already.\Why don't you forget about him and go home? response:	Actually, shouldn't we report this to the police?
context: Then that's not a secret base at all.\Is it really all right for you to walk head into such a place?\Right, I am wearing the uniform right now.\I'm risking the chance of Seika High's reputation dropping again.\Then you'll go home and get changed?\If we get back together after that, it'll be dark already.\Why don't you forget about him and go home?\Actually, shouldn't we report this to the police? response:	Don't worry. Everything will solved if we go there.
context: Is it really all right for you to walk head into such a place?\Right, I am wearing the uniform right now.\I'm risking the chance of Seika High's reputation dropping again.\Then you'll go home and get changed?\If we get back together after that, it'll be dark already.\Why don't you forget about him and go home?\Actually, shouldn't we report this to the police?\Don't worry. Everything will solved if we go there. response:	Anyways, let's go!
context: Right, I am wearing the uniform right now.\I'm risking the chance of Seika High's reputation dropping again.\Then you'll go home and get changed?\If we get back together after that, it'll be dark already.\Why don't you forget about him and go home?\Actually, shouldn't we report this to the police?\Don't worry. Everything will solved if we go there.\Anyways, let's go! response:	Hey! We shouldn't stay in our uniform!
context: I'm risking the chance of Seika High's reputation dropping again.\Then you'll go home and get changed?\If we get back together after that, it'll be dark already.\Why don't you forget about him and go home?\Actually, shouldn't we report this to the police?\Don't worry. Everything will solved if we go there.\Anyways, let's go!\Hey! We shouldn't stay in our uniform! response:	Gosh. You're helpless.
context: Then you'll go home and get changed?\If we get back together after that, it'll be dark already.\Why don't you forget about him and go home?\Actually, shouldn't we report this to the police?\Don't worry. Everything will solved if we go there.\Anyways, let's go!\Hey! We shouldn't stay in our uniform!\Gosh. You're helpless. response:	In that case...
context: If we get back together after that, it'll be dark already.\Why don't you forget about him and go home?\Actually, shouldn't we report this to the police?\Don't worry. Everything will solved if we go there.\Anyways, let's go!\Hey! We shouldn't stay in our uniform!\Gosh. You're helpless.\In that case... response:	Kaichou wa Maid-sama!
context: Why don't you forget about him and go home?\Actually, shouldn't we report this to the police?\Don't worry. Everything will solved if we go there.\Anyways, let's go!\Hey! We shouldn't stay in our uniform!\Gosh. You're helpless.\In that case...\Kaichou wa Maid-sama! response:	B part is-
context: Actually, shouldn't we report this to the police?\Don't worry. Everything will solved if we go there.\Anyways, let's go!\Hey! We shouldn't stay in our uniform!\Gosh. You're helpless.\In that case...\Kaichou wa Maid-sama!\B part is- response:	Coming right after this!
context: Don't worry. Everything will solved if we go there.\Anyways, let's go!\Hey! We shouldn't stay in our uniform!\Gosh. You're helpless.\In that case...\Kaichou wa Maid-sama!\B part is-\Coming right after this! response:	Look, it's a Misa-chan doll.
context: Anyways, let's go!\Hey! We shouldn't stay in our uniform!\Gosh. You're helpless.\In that case...\Kaichou wa Maid-sama!\B part is-\Coming right after this!\Look, it's a Misa-chan doll. response:	So cute.
context: Hey! We shouldn't stay in our uniform!\Gosh. You're helpless.\In that case...\Kaichou wa Maid-sama!\B part is-\Coming right after this!\Look, it's a Misa-chan doll.\So cute. response:	Shut up.
context: Gosh. You're helpless.\In that case...\Kaichou wa Maid-sama!\B part is-\Coming right after this!\Look, it's a Misa-chan doll.\So cute.\Shut up. response:	Okay.
context: In that case...\Kaichou wa Maid-sama!\B part is-\Coming right after this!\Look, it's a Misa-chan doll.\So cute.\Shut up.\Okay. response:	Don't touch me like that. I'm not that cheap.
context: Kaichou wa Maid-sama!\B part is-\Coming right after this!\Look, it's a Misa-chan doll.\So cute.\Shut up.\Okay.\Don't touch me like that. I'm not that cheap. response:	Who do you think you are?
context: B part is-\Coming right after this!\Look, it's a Misa-chan doll.\So cute.\Shut up.\Okay.\Don't touch me like that. I'm not that cheap.\Who do you think you are? response:	Aren't you being too full of yourself?
context: Coming right after this!\Look, it's a Misa-chan doll.\So cute.\Shut up.\Okay.\Don't touch me like that. I'm not that cheap.\Who do you think you are?\Aren't you being too full of yourself? response:	Hey!
context: Look, it's a Misa-chan doll.\So cute.\Shut up.\Okay.\Don't touch me like that. I'm not that cheap.\Who do you think you are?\Aren't you being too full of yourself?\Hey! response:	What business do you have with her?
context: So cute.\Shut up.\Okay.\Don't touch me like that. I'm not that cheap.\Who do you think you are?\Aren't you being too full of yourself?\Hey!\What business do you have with her? response:	She belongs to me.
context: Shut up.\Okay.\Don't touch me like that. I'm not that cheap.\Who do you think you are?\Aren't you being too full of yourself?\Hey!\What business do you have with her?\She belongs to me. response:	Wanna go to hell?!
context: Okay.\Don't touch me like that. I'm not that cheap.\Who do you think you are?\Aren't you being too full of yourself?\Hey!\What business do you have with her?\She belongs to me.\Wanna go to hell?! response:	What?
context: Don't touch me like that. I'm not that cheap.\Who do you think you are?\Aren't you being too full of yourself?\Hey!\What business do you have with her?\She belongs to me.\Wanna go to hell?!\What? response:	You wanna step outside if you've got a problem?
context: Who do you think you are?\Aren't you being too full of yourself?\Hey!\What business do you have with her?\She belongs to me.\Wanna go to hell?!\What?\You wanna step outside if you've got a problem? response:	Wait right there!
context: Aren't you being too full of yourself?\Hey!\What business do you have with her?\She belongs to me.\Wanna go to hell?!\What?\You wanna step outside if you've got a problem?\Wait right there! response:	She belongs to me!
context: Hey!\What business do you have with her?\She belongs to me.\Wanna go to hell?!\What?\You wanna step outside if you've got a problem?\Wait right there!\She belongs to me! response:	If you've got a plob-
context: What business do you have with her?\She belongs to me.\Wanna go to hell?!\What?\You wanna step outside if you've got a problem?\Wait right there!\She belongs to me!\If you've got a plob- response:	Sorry, I bit my tongue.
context: She belongs to me.\Wanna go to hell?!\What?\You wanna step outside if you've got a problem?\Wait right there!\She belongs to me!\If you've got a plob-\Sorry, I bit my tongue. response:	Cut!
context: Wanna go to hell?!\What?\You wanna step outside if you've got a problem?\Wait right there!\She belongs to me!\If you've got a plob-\Sorry, I bit my tongue.\Cut! response:	Why are you having trouble over such an easy line!
context: What?\You wanna step outside if you've got a problem?\Wait right there!\She belongs to me!\If you've got a plob-\Sorry, I bit my tongue.\Cut!\Why are you having trouble over such an easy line! response:	I'm sorry. I don't have experience in acting.
context: You wanna step outside if you've got a problem?\Wait right there!\She belongs to me!\If you've got a plob-\Sorry, I bit my tongue.\Cut!\Why are you having trouble over such an easy line!\I'm sorry. I don't have experience in acting. response:	What is this supposed to be in the first place?
context: Wait right there!\She belongs to me!\If you've got a plob-\Sorry, I bit my tongue.\Cut!\Why are you having trouble over such an easy line!\I'm sorry. I don't have experience in acting.\What is this supposed to be in the first place? response:	It's pretend delinquent. Can't you tell?
context: She belongs to me!\If you've got a plob-\Sorry, I bit my tongue.\Cut!\Why are you having trouble over such an easy line!\I'm sorry. I don't have experience in acting.\What is this supposed to be in the first place?\It's pretend delinquent. Can't you tell? response:	This way, they'll think we're gathered for some kind of film shoot,
context: If you've got a plob-\Sorry, I bit my tongue.\Cut!\Why are you having trouble over such an easy line!\I'm sorry. I don't have experience in acting.\What is this supposed to be in the first place?\It's pretend delinquent. Can't you tell?\This way, they'll think we're gathered for some kind of film shoot, response:	And we can walk right into the delinquent's den.
context: Sorry, I bit my tongue.\Cut!\Why are you having trouble over such an easy line!\I'm sorry. I don't have experience in acting.\What is this supposed to be in the first place?\It's pretend delinquent. Can't you tell?\This way, they'll think we're gathered for some kind of film shoot,\And we can walk right into the delinquent's den. response:	Yeah? Is there any reason to put on this act?
context: Cut!\Why are you having trouble over such an easy line!\I'm sorry. I don't have experience in acting.\What is this supposed to be in the first place?\It's pretend delinquent. Can't you tell?\This way, they'll think we're gathered for some kind of film shoot,\And we can walk right into the delinquent's den.\Yeah? Is there any reason to put on this act? response:	Where did you even get these costumes from?
context: Why are you having trouble over such an easy line!\I'm sorry. I don't have experience in acting.\What is this supposed to be in the first place?\It's pretend delinquent. Can't you tell?\This way, they'll think we're gathered for some kind of film shoot,\And we can walk right into the delinquent's den.\Yeah? Is there any reason to put on this act?\Where did you even get these costumes from? response:	You know, I think I've seen you somewhere.
context: I'm sorry. I don't have experience in acting.\What is this supposed to be in the first place?\It's pretend delinquent. Can't you tell?\This way, they'll think we're gathered for some kind of film shoot,\And we can walk right into the delinquent's den.\Yeah? Is there any reason to put on this act?\Where did you even get these costumes from?\You know, I think I've seen you somewhere. response:	Shut up! I don't wanna hear it!
context: What is this supposed to be in the first place?\It's pretend delinquent. Can't you tell?\This way, they'll think we're gathered for some kind of film shoot,\And we can walk right into the delinquent's den.\Yeah? Is there any reason to put on this act?\Where did you even get these costumes from?\You know, I think I've seen you somewhere.\Shut up! I don't wanna hear it! response:	Let's take care of this and go home!
context: It's pretend delinquent. Can't you tell?\This way, they'll think we're gathered for some kind of film shoot,\And we can walk right into the delinquent's den.\Yeah? Is there any reason to put on this act?\Where did you even get these costumes from?\You know, I think I've seen you somewhere.\Shut up! I don't wanna hear it!\Let's take care of this and go home! response:	What's funny, Shiroyan?
context: This way, they'll think we're gathered for some kind of film shoot,\And we can walk right into the delinquent's den.\Yeah? Is there any reason to put on this act?\Where did you even get these costumes from?\You know, I think I've seen you somewhere.\Shut up! I don't wanna hear it!\Let's take care of this and go home!\What's funny, Shiroyan? response:	Nothing.
context: And we can walk right into the delinquent's den.\Yeah? Is there any reason to put on this act?\Where did you even get these costumes from?\You know, I think I've seen you somewhere.\Shut up! I don't wanna hear it!\Let's take care of this and go home!\What's funny, Shiroyan?\Nothing. response:	I bet you're just remembering the old days.
context: Yeah? Is there any reason to put on this act?\Where did you even get these costumes from?\You know, I think I've seen you somewhere.\Shut up! I don't wanna hear it!\Let's take care of this and go home!\What's funny, Shiroyan?\Nothing.\I bet you're just remembering the old days. response:	How embarrassing.
context: Where did you even get these costumes from?\You know, I think I've seen you somewhere.\Shut up! I don't wanna hear it!\Let's take care of this and go home!\What's funny, Shiroyan?\Nothing.\I bet you're just remembering the old days.\How embarrassing. response:	The White Beast...
context: You know, I think I've seen you somewhere.\Shut up! I don't wanna hear it!\Let's take care of this and go home!\What's funny, Shiroyan?\Nothing.\I bet you're just remembering the old days.\How embarrassing.\The White Beast... response:	You got more hero figurines?
context: Shut up! I don't wanna hear it!\Let's take care of this and go home!\What's funny, Shiroyan?\Nothing.\I bet you're just remembering the old days.\How embarrassing.\The White Beast...\You got more hero figurines? response:	This new one is a rare one!
context: Let's take care of this and go home!\What's funny, Shiroyan?\Nothing.\I bet you're just remembering the old days.\How embarrassing.\The White Beast...\You got more hero figurines?\This new one is a rare one! response:	Nobody touch it!
context: What's funny, Shiroyan?\Nothing.\I bet you're just remembering the old days.\How embarrassing.\The White Beast...\You got more hero figurines?\This new one is a rare one!\Nobody touch it! response:	I pass.
context: Nothing.\I bet you're just remembering the old days.\How embarrassing.\The White Beast...\You got more hero figurines?\This new one is a rare one!\Nobody touch it!\I pass. response:	Again?
context: I bet you're just remembering the old days.\How embarrassing.\The White Beast...\You got more hero figurines?\This new one is a rare one!\Nobody touch it!\I pass.\Again? response:	So how do we get inside?
context: How embarrassing.\The White Beast...\You got more hero figurines?\This new one is a rare one!\Nobody touch it!\I pass.\Again?\So how do we get inside? response:	We have to save Yukimura quickly!
context: The White Beast...\You got more hero figurines?\This new one is a rare one!\Nobody touch it!\I pass.\Again?\So how do we get inside?\We have to save Yukimura quickly! response:	Sis!
context: You got more hero figurines?\This new one is a rare one!\Nobody touch it!\I pass.\Again?\So how do we get inside?\We have to save Yukimura quickly!\Sis! response:	Suzuna?!
context: This new one is a rare one!\Nobody touch it!\I pass.\Again?\So how do we get inside?\We have to save Yukimura quickly!\Sis!\Suzuna?! response:	Prez's sister?
