context: Come on, senpai! response:	Anti - Angel Operations Headquarters
context: That compassion was what kept me visiting her.\Winter came.\Working during the summer is hard, but working in the winter is worse.\Your fingers go numb, like they're going to fall off.\But...\I kept going so I could live.\Live?\What for? response:	Don't think about it.
context: Winter came.\Working during the summer is hard, but working in the winter is worse.\Your fingers go numb, like they're going to fall off.\But...\I kept going so I could live.\Live?\What for?\Don't think about it. response:	If I think about it, I might stop working.
context: Working during the summer is hard, but working in the winter is worse.\Your fingers go numb, like they're going to fall off.\But...\I kept going so I could live.\Live?\What for?\Don't think about it.\If I think about it, I might stop working. response:	I have to keep working.
context: Your fingers go numb, like they're going to fall off.\But...\I kept going so I could live.\Live?\What for?\Don't think about it.\If I think about it, I might stop working.\I have to keep working. response:	To eat.
context: But...\I kept going so I could live.\Live?\What for?\Don't think about it.\If I think about it, I might stop working.\I have to keep working.\To eat. response:	And to buy presents for my sister.
context: I kept going so I could live.\Live?\What for?\Don't think about it.\If I think about it, I might stop working.\I have to keep working.\To eat.\And to buy presents for my sister. response:	Oh yeah!
context: Live?\What for?\Don't think about it.\If I think about it, I might stop working.\I have to keep working.\To eat.\And to buy presents for my sister.\Oh yeah! response:	I'll ask the doctor if I can take her outside on Christmas.
context: What for?\Don't think about it.\If I think about it, I might stop working.\I have to keep working.\To eat.\And to buy presents for my sister.\Oh yeah!\I'll ask the doctor if I can take her outside on Christmas. response:	But she can't use a wheelchair if there's snow on the ground...
context: Don't think about it.\If I think about it, I might stop working.\I have to keep working.\To eat.\And to buy presents for my sister.\Oh yeah!\I'll ask the doctor if I can take her outside on Christmas.\But she can't use a wheelchair if there's snow on the ground... response:	I'll carry her then.
context: If I think about it, I might stop working.\I have to keep working.\To eat.\And to buy presents for my sister.\Oh yeah!\I'll ask the doctor if I can take her outside on Christmas.\But she can't use a wheelchair if there's snow on the ground...\I'll carry her then. response:	If it's just her, I can carry her anywhere.
context: I have to keep working.\To eat.\And to buy presents for my sister.\Oh yeah!\I'll ask the doctor if I can take her outside on Christmas.\But she can't use a wheelchair if there's snow on the ground...\I'll carry her then.\If it's just her, I can carry her anywhere. response:	Then I'll buy whatever she wants from any store she likes.
context: To eat.\And to buy presents for my sister.\Oh yeah!\I'll ask the doctor if I can take her outside on Christmas.\But she can't use a wheelchair if there's snow on the ground...\I'll carry her then.\If it's just her, I can carry her anywhere.\Then I'll buy whatever she wants from any store she likes. response:	I want to give her a cake from a good store too.
context: And to buy presents for my sister.\Oh yeah!\I'll ask the doctor if I can take her outside on Christmas.\But she can't use a wheelchair if there's snow on the ground...\I'll carry her then.\If it's just her, I can carry her anywhere.\Then I'll buy whatever she wants from any store she likes.\I want to give her a cake from a good store too. response:	In that case I'll have to save more money.
context: Oh yeah!\I'll ask the doctor if I can take her outside on Christmas.\But she can't use a wheelchair if there's snow on the ground...\I'll carry her then.\If it's just her, I can carry her anywhere.\Then I'll buy whatever she wants from any store she likes.\I want to give her a cake from a good store too.\In that case I'll have to save more money. response:	If you could go outside on Christmas, where would you like to go?
context: I'll ask the doctor if I can take her outside on Christmas.\But she can't use a wheelchair if there's snow on the ground...\I'll carry her then.\If it's just her, I can carry her anywhere.\Then I'll buy whatever she wants from any store she likes.\I want to give her a cake from a good store too.\In that case I'll have to save more money.\If you could go outside on Christmas, where would you like to go? response:	The main street!
context: But she can't use a wheelchair if there's snow on the ground...\I'll carry her then.\If it's just her, I can carry her anywhere.\Then I'll buy whatever she wants from any store she likes.\I want to give her a cake from a good store too.\In that case I'll have to save more money.\If you could go outside on Christmas, where would you like to go?\The main street! response:	You'd be fine with just that?
context: I'll carry her then.\If it's just her, I can carry her anywhere.\Then I'll buy whatever she wants from any store she likes.\I want to give her a cake from a good store too.\In that case I'll have to save more money.\If you could go outside on Christmas, where would you like to go?\The main street!\You'd be fine with just that? response:	But they put lights on all the trees you know!
context: If it's just her, I can carry her anywhere.\Then I'll buy whatever she wants from any store she likes.\I want to give her a cake from a good store too.\In that case I'll have to save more money.\If you could go outside on Christmas, where would you like to go?\The main street!\You'd be fine with just that?\But they put lights on all the trees you know! response:	Didn't you know?
context: Then I'll buy whatever she wants from any store she likes.\I want to give her a cake from a good store too.\In that case I'll have to save more money.\If you could go outside on Christmas, where would you like to go?\The main street!\You'd be fine with just that?\But they put lights on all the trees you know!\Didn't you know? response:	No, I don't go there on Christmas anyway.
context: I want to give her a cake from a good store too.\In that case I'll have to save more money.\If you could go outside on Christmas, where would you like to go?\The main street!\You'd be fine with just that?\But they put lights on all the trees you know!\Didn't you know?\No, I don't go there on Christmas anyway. response:	They say it's really pretty.
context: In that case I'll have to save more money.\If you could go outside on Christmas, where would you like to go?\The main street!\You'd be fine with just that?\But they put lights on all the trees you know!\Didn't you know?\No, I don't go there on Christmas anyway.\They say it's really pretty. response:	They started doing it last year.
context: If you could go outside on Christmas, where would you like to go?\The main street!\You'd be fine with just that?\But they put lights on all the trees you know!\Didn't you know?\No, I don't go there on Christmas anyway.\They say it's really pretty.\They started doing it last year. response:	The doctor was talking about it.
context: The main street!\You'd be fine with just that?\But they put lights on all the trees you know!\Didn't you know?\No, I don't go there on Christmas anyway.\They say it's really pretty.\They started doing it last year.\The doctor was talking about it. response:	Then how about we go there?
context: You'd be fine with just that?\But they put lights on all the trees you know!\Didn't you know?\No, I don't go there on Christmas anyway.\They say it's really pretty.\They started doing it last year.\The doctor was talking about it.\Then how about we go there? response:	Can I go?
context: But they put lights on all the trees you know!\Didn't you know?\No, I don't go there on Christmas anyway.\They say it's really pretty.\They started doing it last year.\The doctor was talking about it.\Then how about we go there?\Can I go? response:	I'll ask if you can go.
context: Didn't you know?\No, I don't go there on Christmas anyway.\They say it's really pretty.\They started doing it last year.\The doctor was talking about it.\Then how about we go there?\Can I go?\I'll ask if you can go. response:	Even if they say no, I'll sneak you out and take you there.
context: No, I don't go there on Christmas anyway.\They say it's really pretty.\They started doing it last year.\The doctor was talking about it.\Then how about we go there?\Can I go?\I'll ask if you can go.\Even if they say no, I'll sneak you out and take you there. response:	Really?
context: They say it's really pretty.\They started doing it last year.\The doctor was talking about it.\Then how about we go there?\Can I go?\I'll ask if you can go.\Even if they say no, I'll sneak you out and take you there.\Really? response:	Yeah, really.
context: They started doing it last year.\The doctor was talking about it.\Then how about we go there?\Can I go?\I'll ask if you can go.\Even if they say no, I'll sneak you out and take you there.\Really?\Yeah, really. response:	Yay!
context: The doctor was talking about it.\Then how about we go there?\Can I go?\I'll ask if you can go.\Even if they say no, I'll sneak you out and take you there.\Really?\Yeah, really.\Yay! response:	Thank you, Onii - chan!
context: Then how about we go there?\Can I go?\I'll ask if you can go.\Even if they say no, I'll sneak you out and take you there.\Really?\Yeah, really.\Yay!\Thank you, Onii - chan! response:	That was the biggest thank you she gave me.
context: Can I go?\I'll ask if you can go.\Even if they say no, I'll sneak you out and take you there.\Really?\Yeah, really.\Yay!\Thank you, Onii - chan!\That was the biggest thank you she gave me. response:	What are you doing?
context: I'll ask if you can go.\Even if they say no, I'll sneak you out and take you there.\Really?\Yeah, really.\Yay!\Thank you, Onii - chan!\That was the biggest thank you she gave me.\What are you doing? response:	Sorry!
context: Even if they say no, I'll sneak you out and take you there.\Really?\Yeah, really.\Yay!\Thank you, Onii - chan!\That was the biggest thank you she gave me.\What are you doing?\Sorry! response:	I started working multiple jobs.
context: Really?\Yeah, really.\Yay!\Thank you, Onii - chan!\That was the biggest thank you she gave me.\What are you doing?\Sorry!\I started working multiple jobs. response:	I would come home only to sleep.
context: Yeah, really.\Yay!\Thank you, Onii - chan!\That was the biggest thank you she gave me.\What are you doing?\Sorry!\I started working multiple jobs.\I would come home only to sleep. response:	I was working so hard because I had a goal.
context: Yay!\Thank you, Onii - chan!\That was the biggest thank you she gave me.\What are you doing?\Sorry!\I started working multiple jobs.\I would come home only to sleep.\I was working so hard because I had a goal. response:	My only concern was that her condition was getting worse.
context: Thank you, Onii - chan!\That was the biggest thank you she gave me.\What are you doing?\Sorry!\I started working multiple jobs.\I would come home only to sleep.\I was working so hard because I had a goal.\My only concern was that her condition was getting worse. response:	They didn't give her permission to leave.
context: That was the biggest thank you she gave me.\What are you doing?\Sorry!\I started working multiple jobs.\I would come home only to sleep.\I was working so hard because I had a goal.\My only concern was that her condition was getting worse.\They didn't give her permission to leave. response:	So I snuck in after visiting hours ended and took her into town at night.
context: What are you doing?\Sorry!\I started working multiple jobs.\I would come home only to sleep.\I was working so hard because I had a goal.\My only concern was that her condition was getting worse.\They didn't give her permission to leave.\So I snuck in after visiting hours ended and took her into town at night. response:	Amazing!
context: Sorry!\I started working multiple jobs.\I would come home only to sleep.\I was working so hard because I had a goal.\My only concern was that her condition was getting worse.\They didn't give her permission to leave.\So I snuck in after visiting hours ended and took her into town at night.\Amazing! response:	Hey, can you see it?
context: I started working multiple jobs.\I would come home only to sleep.\I was working so hard because I had a goal.\My only concern was that her condition was getting worse.\They didn't give her permission to leave.\So I snuck in after visiting hours ended and took her into town at night.\Amazing!\Hey, can you see it? response:	It's amazing!
context: I would come home only to sleep.\I was working so hard because I had a goal.\My only concern was that her condition was getting worse.\They didn't give her permission to leave.\So I snuck in after visiting hours ended and took her into town at night.\Amazing!\Hey, can you see it?\It's amazing! response:	Yes...
context: I was working so hard because I had a goal.\My only concern was that her condition was getting worse.\They didn't give her permission to leave.\So I snuck in after visiting hours ended and took her into town at night.\Amazing!\Hey, can you see it?\It's amazing!\Yes... response:	It's very pretty.
context: My only concern was that her condition was getting worse.\They didn't give her permission to leave.\So I snuck in after visiting hours ended and took her into town at night.\Amazing!\Hey, can you see it?\It's amazing!\Yes...\It's very pretty. response:	It is, right?
context: They didn't give her permission to leave.\So I snuck in after visiting hours ended and took her into town at night.\Amazing!\Hey, can you see it?\It's amazing!\Yes...\It's very pretty.\It is, right? response:	It's so pretty.
context: So I snuck in after visiting hours ended and took her into town at night.\Amazing!\Hey, can you see it?\It's amazing!\Yes...\It's very pretty.\It is, right?\It's so pretty. response:	I'm glad I came to see this too.
context: Amazing!\Hey, can you see it?\It's amazing!\Yes...\It's very pretty.\It is, right?\It's so pretty.\I'm glad I came to see this too. response:	Thanks to you!
context: Hey, can you see it?\It's amazing!\Yes...\It's very pretty.\It is, right?\It's so pretty.\I'm glad I came to see this too.\Thanks to you! response:	We'll have even more fun from now on!
context: It's amazing!\Yes...\It's very pretty.\It is, right?\It's so pretty.\I'm glad I came to see this too.\Thanks to you!\We'll have even more fun from now on! response:	First I'll get you a present.
context: Yes...\It's very pretty.\It is, right?\It's so pretty.\I'm glad I came to see this too.\Thanks to you!\We'll have even more fun from now on!\First I'll get you a present. response:	I'll buy anything you want.
context: It's very pretty.\It is, right?\It's so pretty.\I'm glad I came to see this too.\Thanks to you!\We'll have even more fun from now on!\First I'll get you a present.\I'll buy anything you want. response:	I've saved up lots of spending money just for this day,
context: It is, right?\It's so pretty.\I'm glad I came to see this too.\Thanks to you!\We'll have even more fun from now on!\First I'll get you a present.\I'll buy anything you want.\I've saved up lots of spending money just for this day, response:	so I'll get you anything, no matter how expensive.
context: It's so pretty.\I'm glad I came to see this too.\Thanks to you!\We'll have even more fun from now on!\First I'll get you a present.\I'll buy anything you want.\I've saved up lots of spending money just for this day,\so I'll get you anything, no matter how expensive. response:	What do you want?
context: I'm glad I came to see this too.\Thanks to you!\We'll have even more fun from now on!\First I'll get you a present.\I'll buy anything you want.\I've saved up lots of spending money just for this day,\so I'll get you anything, no matter how expensive.\What do you want? response:	How about we start by going to the store?
context: Thanks to you!\We'll have even more fun from now on!\First I'll get you a present.\I'll buy anything you want.\I've saved up lots of spending money just for this day,\so I'll get you anything, no matter how expensive.\What do you want?\How about we start by going to the store? response:	We could even go to a jewelers!
context: We'll have even more fun from now on!\First I'll get you a present.\I'll buy anything you want.\I've saved up lots of spending money just for this day,\so I'll get you anything, no matter how expensive.\What do you want?\How about we start by going to the store?\We could even go to a jewelers! response:	Or maybe you'd prefer a normal department store?
context: First I'll get you a present.\I'll buy anything you want.\I've saved up lots of spending money just for this day,\so I'll get you anything, no matter how expensive.\What do you want?\How about we start by going to the store?\We could even go to a jewelers!\Or maybe you'd prefer a normal department store? response:	Onii - chan...
context: I'll buy anything you want.\I've saved up lots of spending money just for this day,\so I'll get you anything, no matter how expensive.\What do you want?\How about we start by going to the store?\We could even go to a jewelers!\Or maybe you'd prefer a normal department store?\Onii - chan... response:	Thank you.
context: I've saved up lots of spending money just for this day,\so I'll get you anything, no matter how expensive.\What do you want?\How about we start by going to the store?\We could even go to a jewelers!\Or maybe you'd prefer a normal department store?\Onii - chan...\Thank you. response:	Yeah...
context: so I'll get you anything, no matter how expensive.\What do you want?\How about we start by going to the store?\We could even go to a jewelers!\Or maybe you'd prefer a normal department store?\Onii - chan...\Thank you.\Yeah... response:	And there's even more after we go shopping!
context: What do you want?\How about we start by going to the store?\We could even go to a jewelers!\Or maybe you'd prefer a normal department store?\Onii - chan...\Thank you.\Yeah...\And there's even more after we go shopping! response:	Look forward to it!
context: How about we start by going to the store?\We could even go to a jewelers!\Or maybe you'd prefer a normal department store?\Onii - chan...\Thank you.\Yeah...\And there's even more after we go shopping!\Look forward to it! response:	We'll do dinner for now!
context: We could even go to a jewelers!\Or maybe you'd prefer a normal department store?\Onii - chan...\Thank you.\Yeah...\And there's even more after we go shopping!\Look forward to it!\We'll do dinner for now! response:	I don't know much about this stuff, but I got a reservation for a great restaurant I saw in a magazine.
context: Or maybe you'd prefer a normal department store?\Onii - chan...\Thank you.\Yeah...\And there's even more after we go shopping!\Look forward to it!\We'll do dinner for now!\I don't know much about this stuff, but I got a reservation for a great restaurant I saw in a magazine. response:	They make a set meal for you.
context: Onii - chan...\Thank you.\Yeah...\And there's even more after we go shopping!\Look forward to it!\We'll do dinner for now!\I don't know much about this stuff, but I got a reservation for a great restaurant I saw in a magazine.\They make a set meal for you. response:	A full course dinner!
context: Thank you.\Yeah...\And there's even more after we go shopping!\Look forward to it!\We'll do dinner for now!\I don't know much about this stuff, but I got a reservation for a great restaurant I saw in a magazine.\They make a set meal for you.\A full course dinner! response:	Amazing, right?
context: Yeah...\And there's even more after we go shopping!\Look forward to it!\We'll do dinner for now!\I don't know much about this stuff, but I got a reservation for a great restaurant I saw in a magazine.\They make a set meal for you.\A full course dinner!\Amazing, right? response:	After that, I continued to walk and talk by myself.
context: And there's even more after we go shopping!\Look forward to it!\We'll do dinner for now!\I don't know much about this stuff, but I got a reservation for a great restaurant I saw in a magazine.\They make a set meal for you.\A full course dinner!\Amazing, right?\After that, I continued to walk and talk by myself. response:	I'll be off then.
context: Look forward to it!\We'll do dinner for now!\I don't know much about this stuff, but I got a reservation for a great restaurant I saw in a magazine.\They make a set meal for you.\A full course dinner!\Amazing, right?\After that, I continued to walk and talk by myself.\I'll be off then. response:	Are you sure you'll be okay staying by yourself there?
context: We'll do dinner for now!\I don't know much about this stuff, but I got a reservation for a great restaurant I saw in a magazine.\They make a set meal for you.\A full course dinner!\Amazing, right?\After that, I continued to walk and talk by myself.\I'll be off then.\Are you sure you'll be okay staying by yourself there? response:	You'll be lonely.
context: I don't know much about this stuff, but I got a reservation for a great restaurant I saw in a magazine.\They make a set meal for you.\A full course dinner!\Amazing, right?\After that, I continued to walk and talk by myself.\I'll be off then.\Are you sure you'll be okay staying by yourself there?\You'll be lonely. response:	I'll be fine.
context: They make a set meal for you.\A full course dinner!\Amazing, right?\After that, I continued to walk and talk by myself.\I'll be off then.\Are you sure you'll be okay staying by yourself there?\You'll be lonely.\I'll be fine. response:	I'm used to it.
context: A full course dinner!\Amazing, right?\After that, I continued to walk and talk by myself.\I'll be off then.\Are you sure you'll be okay staying by yourself there?\You'll be lonely.\I'll be fine.\I'm used to it. response:	Really?
context: Amazing, right?\After that, I continued to walk and talk by myself.\I'll be off then.\Are you sure you'll be okay staying by yourself there?\You'll be lonely.\I'll be fine.\I'm used to it.\Really? response:	I worry about you though...
context: After that, I continued to walk and talk by myself.\I'll be off then.\Are you sure you'll be okay staying by yourself there?\You'll be lonely.\I'll be fine.\I'm used to it.\Really?\I worry about you though... response:	If you run into any problems, tell me anytime.
context: I'll be off then.\Are you sure you'll be okay staying by yourself there?\You'll be lonely.\I'll be fine.\I'm used to it.\Really?\I worry about you though...\If you run into any problems, tell me anytime. response:	You can eat here anytime you like.
context: Are you sure you'll be okay staying by yourself there?\You'll be lonely.\I'll be fine.\I'm used to it.\Really?\I worry about you though...\If you run into any problems, tell me anytime.\You can eat here anytime you like. response:	Okay.
context: You'll be lonely.\I'll be fine.\I'm used to it.\Really?\I worry about you though...\If you run into any problems, tell me anytime.\You can eat here anytime you like.\Okay. response:	Thank you.
context: I'll be fine.\I'm used to it.\Really?\I worry about you though...\If you run into any problems, tell me anytime.\You can eat here anytime you like.\Okay.\Thank you. response:	Thank you for taking care of me all this time.
context: I'm used to it.\Really?\I worry about you though...\If you run into any problems, tell me anytime.\You can eat here anytime you like.\Okay.\Thank you.\Thank you for taking care of me all this time. response:	There was a purpose I'd been living for.
context: Really?\I worry about you though...\If you run into any problems, tell me anytime.\You can eat here anytime you like.\Okay.\Thank you.\Thank you for taking care of me all this time.\There was a purpose I'd been living for. response:	I had a reason for living close by to me.
context: I worry about you though...\If you run into any problems, tell me anytime.\You can eat here anytime you like.\Okay.\Thank you.\Thank you for taking care of me all this time.\There was a purpose I'd been living for.\I had a reason for living close by to me. response:	I'd just never noticed.
context: If you run into any problems, tell me anytime.\You can eat here anytime you like.\Okay.\Thank you.\Thank you for taking care of me all this time.\There was a purpose I'd been living for.\I had a reason for living close by to me.\I'd just never noticed. response:	All I wanted to hear was thank you.
context: You can eat here anytime you like.\Okay.\Thank you.\Thank you for taking care of me all this time.\There was a purpose I'd been living for.\I had a reason for living close by to me.\I'd just never noticed.\All I wanted to hear was thank you. response:	That was all it took for me to continue living.
context: Okay.\Thank you.\Thank you for taking care of me all this time.\There was a purpose I'd been living for.\I had a reason for living close by to me.\I'd just never noticed.\All I wanted to hear was thank you.\That was all it took for me to continue living. response:	I felt alive when she expressed her gratitude.
context: Thank you.\Thank you for taking care of me all this time.\There was a purpose I'd been living for.\I had a reason for living close by to me.\I'd just never noticed.\All I wanted to hear was thank you.\That was all it took for me to continue living.\I felt alive when she expressed her gratitude. response:	I was happy.
context: Thank you for taking care of me all this time.\There was a purpose I'd been living for.\I had a reason for living close by to me.\I'd just never noticed.\All I wanted to hear was thank you.\That was all it took for me to continue living.\I felt alive when she expressed her gratitude.\I was happy. response:	I'm such an idiot...
context: There was a purpose I'd been living for.\I had a reason for living close by to me.\I'd just never noticed.\All I wanted to hear was thank you.\That was all it took for me to continue living.\I felt alive when she expressed her gratitude.\I was happy.\I'm such an idiot... response:	I'd never noticed until now.
context: I had a reason for living close by to me.\I'd just never noticed.\All I wanted to hear was thank you.\That was all it took for me to continue living.\I felt alive when she expressed her gratitude.\I was happy.\I'm such an idiot...\I'd never noticed until now. response:	She was such a special person to me, and I did nothing for her.
context: I'd just never noticed.\All I wanted to hear was thank you.\That was all it took for me to continue living.\I felt alive when she expressed her gratitude.\I was happy.\I'm such an idiot...\I'd never noticed until now.\She was such a special person to me, and I did nothing for her. response:	She spent all her time in that hospital, with nothing but the comics I brought her to read.
context: All I wanted to hear was thank you.\That was all it took for me to continue living.\I felt alive when she expressed her gratitude.\I was happy.\I'm such an idiot...\I'd never noticed until now.\She was such a special person to me, and I did nothing for her.\She spent all her time in that hospital, with nothing but the comics I brought her to read. response:	With just that...
context: That was all it took for me to continue living.\I felt alive when she expressed her gratitude.\I was happy.\I'm such an idiot...\I'd never noticed until now.\She was such a special person to me, and I did nothing for her.\She spent all her time in that hospital, with nothing but the comics I brought her to read.\With just that... response:	That meager existence...
context: I felt alive when she expressed her gratitude.\I was happy.\I'm such an idiot...\I'd never noticed until now.\She was such a special person to me, and I did nothing for her.\She spent all her time in that hospital, with nothing but the comics I brought her to read.\With just that...\That meager existence... response:	She was probably happy.
context: I was happy.\I'm such an idiot...\I'd never noticed until now.\She was such a special person to me, and I did nothing for her.\She spent all her time in that hospital, with nothing but the comics I brought her to read.\With just that...\That meager existence...\She was probably happy. response:	And now that I've lost her, is my life over?
context: I'm such an idiot...\I'd never noticed until now.\She was such a special person to me, and I did nothing for her.\She spent all her time in that hospital, with nothing but the comics I brought her to read.\With just that...\That meager existence...\She was probably happy.\And now that I've lost her, is my life over? response:	Days full of happiness that I never noticed.
context: I'd never noticed until now.\She was such a special person to me, and I did nothing for her.\She spent all her time in that hospital, with nothing but the comics I brought her to read.\With just that...\That meager existence...\She was probably happy.\And now that I've lost her, is my life over?\Days full of happiness that I never noticed. response:	I've lost that time,
context: She was such a special person to me, and I did nothing for her.\She spent all her time in that hospital, with nothing but the comics I brought her to read.\With just that...\That meager existence...\She was probably happy.\And now that I've lost her, is my life over?\Days full of happiness that I never noticed.\I've lost that time, response:	and now there's nothing left for me.
context: She spent all her time in that hospital, with nothing but the comics I brought her to read.\With just that...\That meager existence...\She was probably happy.\And now that I've lost her, is my life over?\Days full of happiness that I never noticed.\I've lost that time,\and now there's nothing left for me. response:	Thank you for taking care of her.
context: With just that...\That meager existence...\She was probably happy.\And now that I've lost her, is my life over?\Days full of happiness that I never noticed.\I've lost that time,\and now there's nothing left for me.\Thank you for taking care of her. response:	Congratulations on your recovery!
context: That meager existence...\She was probably happy.\And now that I've lost her, is my life over?\Days full of happiness that I never noticed.\I've lost that time,\and now there's nothing left for me.\Thank you for taking care of her.\Congratulations on your recovery! response:	Thank you very much!
context: She was probably happy.\And now that I've lost her, is my life over?\Days full of happiness that I never noticed.\I've lost that time,\and now there's nothing left for me.\Thank you for taking care of her.\Congratulations on your recovery!\Thank you very much! response:	Take care now!
context: And now that I've lost her, is my life over?\Days full of happiness that I never noticed.\I've lost that time,\and now there's nothing left for me.\Thank you for taking care of her.\Congratulations on your recovery!\Thank you very much!\Take care now! response:	I might be able to find another purpose in life.
context: Days full of happiness that I never noticed.\I've lost that time,\and now there's nothing left for me.\Thank you for taking care of her.\Congratulations on your recovery!\Thank you very much!\Take care now!\I might be able to find another purpose in life. response:	Book: Medical Encyclopedia
context: I've lost that time,\and now there's nothing left for me.\Thank you for taking care of her.\Congratulations on your recovery!\Thank you very much!\Take care now!\I might be able to find another purpose in life.\Book: Medical Encyclopedia response:	Book: Medical Encyclopedia
context: and now there's nothing left for me.\Thank you for taking care of her.\Congratulations on your recovery!\Thank you very much!\Take care now!\I might be able to find another purpose in life.\Book: Medical Encyclopedia\Book: Medical Encyclopedia response:	I might discover a new meaning in living.
context: Thank you for taking care of her.\Congratulations on your recovery!\Thank you very much!\Take care now!\I might be able to find another purpose in life.\Book: Medical Encyclopedia\Book: Medical Encyclopedia\I might discover a new meaning in living. response:	Devoting this life to help someone else...
context: Congratulations on your recovery!\Thank you very much!\Take care now!\I might be able to find another purpose in life.\Book: Medical Encyclopedia\Book: Medical Encyclopedia\I might discover a new meaning in living.\Devoting this life to help someone else... response:	Card: University Enrollment Selection Form Otonashi Yuzuru
context: Thank you very much!\Take care now!\I might be able to find another purpose in life.\Book: Medical Encyclopedia\Book: Medical Encyclopedia\I might discover a new meaning in living.\Devoting this life to help someone else...\Card: University Enrollment Selection Form Otonashi Yuzuru response:	Have your memories returned?
context: Take care now!\I might be able to find another purpose in life.\Book: Medical Encyclopedia\Book: Medical Encyclopedia\I might discover a new meaning in living.\Devoting this life to help someone else...\Card: University Enrollment Selection Form Otonashi Yuzuru\Have your memories returned? response:	Yeah...
context: I might be able to find another purpose in life.\Book: Medical Encyclopedia\Book: Medical Encyclopedia\I might discover a new meaning in living.\Devoting this life to help someone else...\Card: University Enrollment Selection Form Otonashi Yuzuru\Have your memories returned?\Yeah... response:	It doesn't seem like it was exactly a wonderful life.
context: Book: Medical Encyclopedia\Book: Medical Encyclopedia\I might discover a new meaning in living.\Devoting this life to help someone else...\Card: University Enrollment Selection Form Otonashi Yuzuru\Have your memories returned?\Yeah...\It doesn't seem like it was exactly a wonderful life. response:	Can you leave me alone for a while?
context: Book: Medical Encyclopedia\I might discover a new meaning in living.\Devoting this life to help someone else...\Card: University Enrollment Selection Form Otonashi Yuzuru\Have your memories returned?\Yeah...\It doesn't seem like it was exactly a wonderful life.\Can you leave me alone for a while? response:	You taught me the meaning to the pointless, worthless life I was living...
context: I might discover a new meaning in living.\Devoting this life to help someone else...\Card: University Enrollment Selection Form Otonashi Yuzuru\Have your memories returned?\Yeah...\It doesn't seem like it was exactly a wonderful life.\Can you leave me alone for a while?\You taught me the meaning to the pointless, worthless life I was living... response:	And after I found it, I died trying to reach my dream...
context: Devoting this life to help someone else...\Card: University Enrollment Selection Form Otonashi Yuzuru\Have your memories returned?\Yeah...\It doesn't seem like it was exactly a wonderful life.\Can you leave me alone for a while?\You taught me the meaning to the pointless, worthless life I was living...\And after I found it, I died trying to reach my dream... response:	Without accomplishing a single thing...
context: Card: University Enrollment Selection Form Otonashi Yuzuru\Have your memories returned?\Yeah...\It doesn't seem like it was exactly a wonderful life.\Can you leave me alone for a while?\You taught me the meaning to the pointless, worthless life I was living...\And after I found it, I died trying to reach my dream...\Without accomplishing a single thing... response:	That can't be...
context: Have your memories returned?\Yeah...\It doesn't seem like it was exactly a wonderful life.\Can you leave me alone for a while?\You taught me the meaning to the pointless, worthless life I was living...\And after I found it, I died trying to reach my dream...\Without accomplishing a single thing...\That can't be... response:	No way!
context: Yeah...\It doesn't seem like it was exactly a wonderful life.\Can you leave me alone for a while?\You taught me the meaning to the pointless, worthless life I was living...\And after I found it, I died trying to reach my dream...\Without accomplishing a single thing...\That can't be...\No way! response:	How could I die like that...
context: It doesn't seem like it was exactly a wonderful life.\Can you leave me alone for a while?\You taught me the meaning to the pointless, worthless life I was living...\And after I found it, I died trying to reach my dream...\Without accomplishing a single thing...\That can't be...\No way!\How could I die like that... response:	Hatsune!
context: Can you leave me alone for a while?\You taught me the meaning to the pointless, worthless life I was living...\And after I found it, I died trying to reach my dream...\Without accomplishing a single thing...\That can't be...\No way!\How could I die like that...\Hatsune! response:	Have you calmed down a bit?
context: You taught me the meaning to the pointless, worthless life I was living...\And after I found it, I died trying to reach my dream...\Without accomplishing a single thing...\That can't be...\No way!\How could I die like that...\Hatsune!\Have you calmed down a bit? response:	Yeah...
context: And after I found it, I died trying to reach my dream...\Without accomplishing a single thing...\That can't be...\No way!\How could I die like that...\Hatsune!\Have you calmed down a bit?\Yeah... response:	It's normal to become unsteady after recovering your memories.
context: Without accomplishing a single thing...\That can't be...\No way!\How could I die like that...\Hatsune!\Have you calmed down a bit?\Yeah...\It's normal to become unsteady after recovering your memories. response:	It's not just you.
context: That can't be...\No way!\How could I die like that...\Hatsune!\Have you calmed down a bit?\Yeah...\It's normal to become unsteady after recovering your memories.\It's not just you. response:	I'm so weak.
context: No way!\How could I die like that...\Hatsune!\Have you calmed down a bit?\Yeah...\It's normal to become unsteady after recovering your memories.\It's not just you.\I'm so weak. response:	I've realized again how strong you are.
context: How could I die like that...\Hatsune!\Have you calmed down a bit?\Yeah...\It's normal to become unsteady after recovering your memories.\It's not just you.\I'm so weak.\I've realized again how strong you are. response:	I'm really not.
context: Hatsune!\Have you calmed down a bit?\Yeah...\It's normal to become unsteady after recovering your memories.\It's not just you.\I'm so weak.\I've realized again how strong you are.\I'm really not. response:	So has anything changed?
context: Have you calmed down a bit?\Yeah...\It's normal to become unsteady after recovering your memories.\It's not just you.\I'm so weak.\I've realized again how strong you are.\I'm really not.\So has anything changed? response:	Your feelings.
context: Yeah...\It's normal to become unsteady after recovering your memories.\It's not just you.\I'm so weak.\I've realized again how strong you are.\I'm really not.\So has anything changed?\Your feelings. response:	Do you think you can carry on fighting with the Battlefront?
