context: What are kyoshi? response:	Walking corpses.
context: Some strange power that emanates from the altar?\That's right. Negative energy. Yin.\I see.\So he's using these threads to supply the Yin energy the altar generates to the kyoshi?\Then if we cut them?\You can't.\You'd need something magically enchanted to do it.\Is this... response:	Yeah. The stolen hair from the house god.
context: That's right. Negative energy. Yin.\I see.\So he's using these threads to supply the Yin energy the altar generates to the kyoshi?\Then if we cut them?\You can't.\You'd need something magically enchanted to do it.\Is this...\Yeah. The stolen hair from the house god. response:	If we can't cut the threads, we'll have to stop it at its source.
context: I see.\So he's using these threads to supply the Yin energy the altar generates to the kyoshi?\Then if we cut them?\You can't.\You'd need something magically enchanted to do it.\Is this...\Yeah. The stolen hair from the house god.\If we can't cut the threads, we'll have to stop it at its source. response:	So unless we destroy the altar, we can't stop the kyoshi?
context: So he's using these threads to supply the Yin energy the altar generates to the kyoshi?\Then if we cut them?\You can't.\You'd need something magically enchanted to do it.\Is this...\Yeah. The stolen hair from the house god.\If we can't cut the threads, we'll have to stop it at its source.\So unless we destroy the altar, we can't stop the kyoshi? response:	Okay. Let's go.
context: Then if we cut them?\You can't.\You'd need something magically enchanted to do it.\Is this...\Yeah. The stolen hair from the house god.\If we can't cut the threads, we'll have to stop it at its source.\So unless we destroy the altar, we can't stop the kyoshi?\Okay. Let's go. response:	Will it be that easy?
context: You can't.\You'd need something magically enchanted to do it.\Is this...\Yeah. The stolen hair from the house god.\If we can't cut the threads, we'll have to stop it at its source.\So unless we destroy the altar, we can't stop the kyoshi?\Okay. Let's go.\Will it be that easy? response:	Um... what is your goal here, exactly?
context: You'd need something magically enchanted to do it.\Is this...\Yeah. The stolen hair from the house god.\If we can't cut the threads, we'll have to stop it at its source.\So unless we destroy the altar, we can't stop the kyoshi?\Okay. Let's go.\Will it be that easy?\Um... what is your goal here, exactly? response:	I don't know what all this is for.
context: Is this...\Yeah. The stolen hair from the house god.\If we can't cut the threads, we'll have to stop it at its source.\So unless we destroy the altar, we can't stop the kyoshi?\Okay. Let's go.\Will it be that easy?\Um... what is your goal here, exactly?\I don't know what all this is for. response:	Why get us involved in this mess?
context: Yeah. The stolen hair from the house god.\If we can't cut the threads, we'll have to stop it at its source.\So unless we destroy the altar, we can't stop the kyoshi?\Okay. Let's go.\Will it be that easy?\Um... what is your goal here, exactly?\I don't know what all this is for.\Why get us involved in this mess? response:	If you see a big machine in front of you, don't you want to turn it on?
context: If we can't cut the threads, we'll have to stop it at its source.\So unless we destroy the altar, we can't stop the kyoshi?\Okay. Let's go.\Will it be that easy?\Um... what is your goal here, exactly?\I don't know what all this is for.\Why get us involved in this mess?\If you see a big machine in front of you, don't you want to turn it on? response:	I just wanted to surprise you with it!
context: So unless we destroy the altar, we can't stop the kyoshi?\Okay. Let's go.\Will it be that easy?\Um... what is your goal here, exactly?\I don't know what all this is for.\Why get us involved in this mess?\If you see a big machine in front of you, don't you want to turn it on?\I just wanted to surprise you with it! response:	If I take it to the surface, I'm sure the humans will panic.
context: Okay. Let's go.\Will it be that easy?\Um... what is your goal here, exactly?\I don't know what all this is for.\Why get us involved in this mess?\If you see a big machine in front of you, don't you want to turn it on?\I just wanted to surprise you with it!\If I take it to the surface, I'm sure the humans will panic. response:	I-Is that all?
context: Will it be that easy?\Um... what is your goal here, exactly?\I don't know what all this is for.\Why get us involved in this mess?\If you see a big machine in front of you, don't you want to turn it on?\I just wanted to surprise you with it!\If I take it to the surface, I'm sure the humans will panic.\I-Is that all? response:	Yup.
context: Um... what is your goal here, exactly?\I don't know what all this is for.\Why get us involved in this mess?\If you see a big machine in front of you, don't you want to turn it on?\I just wanted to surprise you with it!\If I take it to the surface, I'm sure the humans will panic.\I-Is that all?\Yup. response:	He's just a child...
context: I don't know what all this is for.\Why get us involved in this mess?\If you see a big machine in front of you, don't you want to turn it on?\I just wanted to surprise you with it!\If I take it to the surface, I'm sure the humans will panic.\I-Is that all?\Yup.\He's just a child... response:	Like a child pulling a fire alarm.
context: Why get us involved in this mess?\If you see a big machine in front of you, don't you want to turn it on?\I just wanted to surprise you with it!\If I take it to the surface, I'm sure the humans will panic.\I-Is that all?\Yup.\He's just a child...\Like a child pulling a fire alarm. response:	All he's interested in is having fun and fulfilling his curiosity.
context: If you see a big machine in front of you, don't you want to turn it on?\I just wanted to surprise you with it!\If I take it to the surface, I'm sure the humans will panic.\I-Is that all?\Yup.\He's just a child...\Like a child pulling a fire alarm.\All he's interested in is having fun and fulfilling his curiosity. response:	What are you, really?
context: I just wanted to surprise you with it!\If I take it to the surface, I'm sure the humans will panic.\I-Is that all?\Yup.\He's just a child...\Like a child pulling a fire alarm.\All he's interested in is having fun and fulfilling his curiosity.\What are you, really? response:	Coyote, your friend.
context: If I take it to the surface, I'm sure the humans will panic.\I-Is that all?\Yup.\He's just a child...\Like a child pulling a fire alarm.\All he's interested in is having fun and fulfilling his curiosity.\What are you, really?\Coyote, your friend. response:	I kept correcting you, but you kept calling me a black fox.
context: I-Is that all?\Yup.\He's just a child...\Like a child pulling a fire alarm.\All he's interested in is having fun and fulfilling his curiosity.\What are you, really?\Coyote, your friend.\I kept correcting you, but you kept calling me a black fox. response:	How rude.
context: Yup.\He's just a child...\Like a child pulling a fire alarm.\All he's interested in is having fun and fulfilling his curiosity.\What are you, really?\Coyote, your friend.\I kept correcting you, but you kept calling me a black fox.\How rude. response:	This is not a job for a guy who works at the ward office!
context: He's just a child...\Like a child pulling a fire alarm.\All he's interested in is having fun and fulfilling his curiosity.\What are you, really?\Coyote, your friend.\I kept correcting you, but you kept calling me a black fox.\How rude.\This is not a job for a guy who works at the ward office! response:	Call the cops! Or the riot police!
context: Like a child pulling a fire alarm.\All he's interested in is having fun and fulfilling his curiosity.\What are you, really?\Coyote, your friend.\I kept correcting you, but you kept calling me a black fox.\How rude.\This is not a job for a guy who works at the ward office!\Call the cops! Or the riot police! response:	Weren't you always saying you wanted a big job?
context: All he's interested in is having fun and fulfilling his curiosity.\What are you, really?\Coyote, your friend.\I kept correcting you, but you kept calling me a black fox.\How rude.\This is not a job for a guy who works at the ward office!\Call the cops! Or the riot police!\Weren't you always saying you wanted a big job? response:	I was wrong!
context: What are you, really?\Coyote, your friend.\I kept correcting you, but you kept calling me a black fox.\How rude.\This is not a job for a guy who works at the ward office!\Call the cops! Or the riot police!\Weren't you always saying you wanted a big job?\I was wrong! response:	We're done!
context: Coyote, your friend.\I kept correcting you, but you kept calling me a black fox.\How rude.\This is not a job for a guy who works at the ward office!\Call the cops! Or the riot police!\Weren't you always saying you wanted a big job?\I was wrong!\We're done! response:	Okay, all that's left is the Shinjuku entrance.
context: I kept correcting you, but you kept calling me a black fox.\How rude.\This is not a job for a guy who works at the ward office!\Call the cops! Or the riot police!\Weren't you always saying you wanted a big job?\I was wrong!\We're done!\Okay, all that's left is the Shinjuku entrance. response:	Are we going through them?
context: How rude.\This is not a job for a guy who works at the ward office!\Call the cops! Or the riot police!\Weren't you always saying you wanted a big job?\I was wrong!\We're done!\Okay, all that's left is the Shinjuku entrance.\Are we going through them? response:	Look at that!
context: This is not a job for a guy who works at the ward office!\Call the cops! Or the riot police!\Weren't you always saying you wanted a big job?\I was wrong!\We're done!\Okay, all that's left is the Shinjuku entrance.\Are we going through them?\Look at that! response:	This is it.
context: Call the cops! Or the riot police!\Weren't you always saying you wanted a big job?\I was wrong!\We're done!\Okay, all that's left is the Shinjuku entrance.\Are we going through them?\Look at that!\This is it. response:	Girls?
context: Weren't you always saying you wanted a big job?\I was wrong!\We're done!\Okay, all that's left is the Shinjuku entrance.\Are we going through them?\Look at that!\This is it.\Girls? response:	Threads coming from their mouths? Then...
context: I was wrong!\We're done!\Okay, all that's left is the Shinjuku entrance.\Are we going through them?\Look at that!\This is it.\Girls?\Threads coming from their mouths? Then... response:	That's right! They're the altar!
context: We're done!\Okay, all that's left is the Shinjuku entrance.\Are we going through them?\Look at that!\This is it.\Girls?\Threads coming from their mouths? Then...\That's right! They're the altar! response:	You said you were going to destroy the altar, right?
context: Okay, all that's left is the Shinjuku entrance.\Are we going through them?\Look at that!\This is it.\Girls?\Threads coming from their mouths? Then...\That's right! They're the altar!\You said you were going to destroy the altar, right? response:	That means killing them.
context: Are we going through them?\Look at that!\This is it.\Girls?\Threads coming from their mouths? Then...\That's right! They're the altar!\You said you were going to destroy the altar, right?\That means killing them. response:	Now, what will you do, Seimei?
context: Look at that!\This is it.\Girls?\Threads coming from their mouths? Then...\That's right! They're the altar!\You said you were going to destroy the altar, right?\That means killing them.\Now, what will you do, Seimei? response:	May 14th
context: This is it.\Girls?\Threads coming from their mouths? Then...\That's right! They're the altar!\You said you were going to destroy the altar, right?\That means killing them.\Now, what will you do, Seimei?\May 14th response:	Threads?
context: Girls?\Threads coming from their mouths? Then...\That's right! They're the altar!\You said you were going to destroy the altar, right?\That means killing them.\Now, what will you do, Seimei?\May 14th\Threads? response:	I've heard there's several ways to control a kyoshi.
context: Threads coming from their mouths? Then...\That's right! They're the altar!\You said you were going to destroy the altar, right?\That means killing them.\Now, what will you do, Seimei?\May 14th\Threads?\I've heard there's several ways to control a kyoshi. response:	Threads that supply Yin energy to the bodies.
context: That's right! They're the altar!\You said you were going to destroy the altar, right?\That means killing them.\Now, what will you do, Seimei?\May 14th\Threads?\I've heard there's several ways to control a kyoshi.\Threads that supply Yin energy to the bodies. response:	If we can cut them...
context: You said you were going to destroy the altar, right?\That means killing them.\Now, what will you do, Seimei?\May 14th\Threads?\I've heard there's several ways to control a kyoshi.\Threads that supply Yin energy to the bodies.\If we can cut them... response:	But, can we?
context: That means killing them.\Now, what will you do, Seimei?\May 14th\Threads?\I've heard there's several ways to control a kyoshi.\Threads that supply Yin energy to the bodies.\If we can cut them...\But, can we? response:	I brought this from Suzu-sama's shrine.
context: Now, what will you do, Seimei?\May 14th\Threads?\I've heard there's several ways to control a kyoshi.\Threads that supply Yin energy to the bodies.\If we can cut them...\But, can we?\I brought this from Suzu-sama's shrine. response:	I think it'll work.
context: May 14th\Threads?\I've heard there's several ways to control a kyoshi.\Threads that supply Yin energy to the bodies.\If we can cut them...\But, can we?\I brought this from Suzu-sama's shrine.\I think it'll work. response:	Okay, got it.
context: Threads?\I've heard there's several ways to control a kyoshi.\Threads that supply Yin energy to the bodies.\If we can cut them...\But, can we?\I brought this from Suzu-sama's shrine.\I think it'll work.\Okay, got it. response:	We're breaking through.
context: I've heard there's several ways to control a kyoshi.\Threads that supply Yin energy to the bodies.\If we can cut them...\But, can we?\I brought this from Suzu-sama's shrine.\I think it'll work.\Okay, got it.\We're breaking through. response:	Right!
context: Threads that supply Yin energy to the bodies.\If we can cut them...\But, can we?\I brought this from Suzu-sama's shrine.\I think it'll work.\Okay, got it.\We're breaking through.\Right! response:	Huh?!
context: If we can cut them...\But, can we?\I brought this from Suzu-sama's shrine.\I think it'll work.\Okay, got it.\We're breaking through.\Right!\Huh?! response:	These girls are the altar?
context: But, can we?\I brought this from Suzu-sama's shrine.\I think it'll work.\Okay, got it.\We're breaking through.\Right!\Huh?!\These girls are the altar? response:	That uniform... Osen Girls' Academy?!
context: I brought this from Suzu-sama's shrine.\I think it'll work.\Okay, got it.\We're breaking through.\Right!\Huh?!\These girls are the altar?\That uniform... Osen Girls' Academy?! response:	You've heard of it?
context: I think it'll work.\Okay, got it.\We're breaking through.\Right!\Huh?!\These girls are the altar?\That uniform... Osen Girls' Academy?!\You've heard of it? response:	They were on the list of missing people.
context: Okay, got it.\We're breaking through.\Right!\Huh?!\These girls are the altar?\That uniform... Osen Girls' Academy?!\You've heard of it?\They were on the list of missing people. response:	Unsolved Missing Girl Cases in Tokyo
context: We're breaking through.\Right!\Huh?!\These girls are the altar?\That uniform... Osen Girls' Academy?!\You've heard of it?\They were on the list of missing people.\Unsolved Missing Girl Cases in Tokyo response:	Did he kidnap them?
context: Right!\Huh?!\These girls are the altar?\That uniform... Osen Girls' Academy?!\You've heard of it?\They were on the list of missing people.\Unsolved Missing Girl Cases in Tokyo\Did he kidnap them? response:	You seem to have the wrong idea. I just set them up.
context: Huh?!\These girls are the altar?\That uniform... Osen Girls' Academy?!\You've heard of it?\They were on the list of missing people.\Unsolved Missing Girl Cases in Tokyo\Did he kidnap them?\You seem to have the wrong idea. I just set them up. response:	A friend of a friend of a friend is a nasty demon who loves to collect girls.
context: These girls are the altar?\That uniform... Osen Girls' Academy?!\You've heard of it?\They were on the list of missing people.\Unsolved Missing Girl Cases in Tokyo\Did he kidnap them?\You seem to have the wrong idea. I just set them up.\A friend of a friend of a friend is a nasty demon who loves to collect girls. response:	He says he traded with that demon for them.
context: That uniform... Osen Girls' Academy?!\You've heard of it?\They were on the list of missing people.\Unsolved Missing Girl Cases in Tokyo\Did he kidnap them?\You seem to have the wrong idea. I just set them up.\A friend of a friend of a friend is a nasty demon who loves to collect girls.\He says he traded with that demon for them. response:	So it all comes together here, huh?
context: You've heard of it?\They were on the list of missing people.\Unsolved Missing Girl Cases in Tokyo\Did he kidnap them?\You seem to have the wrong idea. I just set them up.\A friend of a friend of a friend is a nasty demon who loves to collect girls.\He says he traded with that demon for them.\So it all comes together here, huh? response:	Now, what will you do, Seimei?
context: They were on the list of missing people.\Unsolved Missing Girl Cases in Tokyo\Did he kidnap them?\You seem to have the wrong idea. I just set them up.\A friend of a friend of a friend is a nasty demon who loves to collect girls.\He says he traded with that demon for them.\So it all comes together here, huh?\Now, what will you do, Seimei? response:	If you destroy the altar, the kyoshi will stop moving.
context: Unsolved Missing Girl Cases in Tokyo\Did he kidnap them?\You seem to have the wrong idea. I just set them up.\A friend of a friend of a friend is a nasty demon who loves to collect girls.\He says he traded with that demon for them.\So it all comes together here, huh?\Now, what will you do, Seimei?\If you destroy the altar, the kyoshi will stop moving. response:	But if you don't kill the girls,
context: Did he kidnap them?\You seem to have the wrong idea. I just set them up.\A friend of a friend of a friend is a nasty demon who loves to collect girls.\He says he traded with that demon for them.\So it all comes together here, huh?\Now, what will you do, Seimei?\If you destroy the altar, the kyoshi will stop moving.\But if you don't kill the girls, response:	they'll keep killing people.
context: You seem to have the wrong idea. I just set them up.\A friend of a friend of a friend is a nasty demon who loves to collect girls.\He says he traded with that demon for them.\So it all comes together here, huh?\Now, what will you do, Seimei?\If you destroy the altar, the kyoshi will stop moving.\But if you don't kill the girls,\they'll keep killing people. response:	They might eat you, and your friends.
context: A friend of a friend of a friend is a nasty demon who loves to collect girls.\He says he traded with that demon for them.\So it all comes together here, huh?\Now, what will you do, Seimei?\If you destroy the altar, the kyoshi will stop moving.\But if you don't kill the girls,\they'll keep killing people.\They might eat you, and your friends. response:	He's saying something really aggravating.
context: He says he traded with that demon for them.\So it all comes together here, huh?\Now, what will you do, Seimei?\If you destroy the altar, the kyoshi will stop moving.\But if you don't kill the girls,\they'll keep killing people.\They might eat you, and your friends.\He's saying something really aggravating. response:	Shit! There're just too many!
context: So it all comes together here, huh?\Now, what will you do, Seimei?\If you destroy the altar, the kyoshi will stop moving.\But if you don't kill the girls,\they'll keep killing people.\They might eat you, and your friends.\He's saying something really aggravating.\Shit! There're just too many! response:	Take this!
context: Now, what will you do, Seimei?\If you destroy the altar, the kyoshi will stop moving.\But if you don't kill the girls,\they'll keep killing people.\They might eat you, and your friends.\He's saying something really aggravating.\Shit! There're just too many!\Take this! response:	Kanoichi!
context: If you destroy the altar, the kyoshi will stop moving.\But if you don't kill the girls,\they'll keep killing people.\They might eat you, and your friends.\He's saying something really aggravating.\Shit! There're just too many!\Take this!\Kanoichi! response:	Save the few, and the many die.
context: But if you don't kill the girls,\they'll keep killing people.\They might eat you, and your friends.\He's saying something really aggravating.\Shit! There're just too many!\Take this!\Kanoichi!\Save the few, and the many die. response:	Save the many, and the few die.
context: they'll keep killing people.\They might eat you, and your friends.\He's saying something really aggravating.\Shit! There're just too many!\Take this!\Kanoichi!\Save the few, and the many die.\Save the many, and the few die. response:	Now, what will your choice be, Seimei?
context: They might eat you, and your friends.\He's saying something really aggravating.\Shit! There're just too many!\Take this!\Kanoichi!\Save the few, and the many die.\Save the many, and the few die.\Now, what will your choice be, Seimei? response:	You're stupid if you think I'm gonna negotiate with you, idiot!
context: He's saying something really aggravating.\Shit! There're just too many!\Take this!\Kanoichi!\Save the few, and the many die.\Save the many, and the few die.\Now, what will your choice be, Seimei?\You're stupid if you think I'm gonna negotiate with you, idiot! response:	All this crap you're spouting...
context: Shit! There're just too many!\Take this!\Kanoichi!\Save the few, and the many die.\Save the many, and the few die.\Now, what will your choice be, Seimei?\You're stupid if you think I'm gonna negotiate with you, idiot!\All this crap you're spouting... response:	I'm not picking either of those bad endings!
context: Take this!\Kanoichi!\Save the few, and the many die.\Save the many, and the few die.\Now, what will your choice be, Seimei?\You're stupid if you think I'm gonna negotiate with you, idiot!\All this crap you're spouting...\I'm not picking either of those bad endings! response:	At times like these, humans pick the option that saves the most people.
context: Kanoichi!\Save the few, and the many die.\Save the many, and the few die.\Now, what will your choice be, Seimei?\You're stupid if you think I'm gonna negotiate with you, idiot!\All this crap you're spouting...\I'm not picking either of those bad endings!\At times like these, humans pick the option that saves the most people. response:	So, there's only one answer!
context: Save the few, and the many die.\Save the many, and the few die.\Now, what will your choice be, Seimei?\You're stupid if you think I'm gonna negotiate with you, idiot!\All this crap you're spouting...\I'm not picking either of those bad endings!\At times like these, humans pick the option that saves the most people.\So, there's only one answer! response:	I'm gonna save the girls, and the people of Chiyoda Ward,
context: Save the many, and the few die.\Now, what will your choice be, Seimei?\You're stupid if you think I'm gonna negotiate with you, idiot!\All this crap you're spouting...\I'm not picking either of those bad endings!\At times like these, humans pick the option that saves the most people.\So, there's only one answer!\I'm gonna save the girls, and the people of Chiyoda Ward, response:	and go home alive!
context: Now, what will your choice be, Seimei?\You're stupid if you think I'm gonna negotiate with you, idiot!\All this crap you're spouting...\I'm not picking either of those bad endings!\At times like these, humans pick the option that saves the most people.\So, there's only one answer!\I'm gonna save the girls, and the people of Chiyoda Ward,\and go home alive! response:	Don't mess with humanity!
context: You're stupid if you think I'm gonna negotiate with you, idiot!\All this crap you're spouting...\I'm not picking either of those bad endings!\At times like these, humans pick the option that saves the most people.\So, there's only one answer!\I'm gonna save the girls, and the people of Chiyoda Ward,\and go home alive!\Don't mess with humanity! response:	That's the first time I've seen anybody call an Another an idiot.
context: All this crap you're spouting...\I'm not picking either of those bad endings!\At times like these, humans pick the option that saves the most people.\So, there's only one answer!\I'm gonna save the girls, and the people of Chiyoda Ward,\and go home alive!\Don't mess with humanity!\That's the first time I've seen anybody call an Another an idiot. response:	Well said. I agree.
context: I'm not picking either of those bad endings!\At times like these, humans pick the option that saves the most people.\So, there's only one answer!\I'm gonna save the girls, and the people of Chiyoda Ward,\and go home alive!\Don't mess with humanity!\That's the first time I've seen anybody call an Another an idiot.\Well said. I agree. response:	So, that's your answer?
context: At times like these, humans pick the option that saves the most people.\So, there's only one answer!\I'm gonna save the girls, and the people of Chiyoda Ward,\and go home alive!\Don't mess with humanity!\That's the first time I've seen anybody call an Another an idiot.\Well said. I agree.\So, that's your answer? response:	But how about now?
context: So, there's only one answer!\I'm gonna save the girls, and the people of Chiyoda Ward,\and go home alive!\Don't mess with humanity!\That's the first time I've seen anybody call an Another an idiot.\Well said. I agree.\So, that's your answer?\But how about now? response:	Sakaki-san?
context: I'm gonna save the girls, and the people of Chiyoda Ward,\and go home alive!\Don't mess with humanity!\That's the first time I've seen anybody call an Another an idiot.\Well said. I agree.\So, that's your answer?\But how about now?\Sakaki-san? response:	H-How are they so strong!?
context: and go home alive!\Don't mess with humanity!\That's the first time I've seen anybody call an Another an idiot.\Well said. I agree.\So, that's your answer?\But how about now?\Sakaki-san?\H-How are they so strong!? response:	Teenage girls shouldn't be this strong!
context: Don't mess with humanity!\That's the first time I've seen anybody call an Another an idiot.\Well said. I agree.\So, that's your answer?\But how about now?\Sakaki-san?\H-How are they so strong!?\Teenage girls shouldn't be this strong! response:	What will you do, Seimei?
context: That's the first time I've seen anybody call an Another an idiot.\Well said. I agree.\So, that's your answer?\But how about now?\Sakaki-san?\H-How are they so strong!?\Teenage girls shouldn't be this strong!\What will you do, Seimei? response:	Kill them?
context: Well said. I agree.\So, that's your answer?\But how about now?\Sakaki-san?\H-How are they so strong!?\Teenage girls shouldn't be this strong!\What will you do, Seimei?\Kill them? response:	Or forsake your friends?
context: So, that's your answer?\But how about now?\Sakaki-san?\H-How are they so strong!?\Teenage girls shouldn't be this strong!\What will you do, Seimei?\Kill them?\Or forsake your friends? response:	Stop it! They have nothing to do with this!
context: But how about now?\Sakaki-san?\H-How are they so strong!?\Teenage girls shouldn't be this strong!\What will you do, Seimei?\Kill them?\Or forsake your friends?\Stop it! They have nothing to do with this! response:	If you want to annoy me, then only focus on me.
context: Sakaki-san?\H-How are they so strong!?\Teenage girls shouldn't be this strong!\What will you do, Seimei?\Kill them?\Or forsake your friends?\Stop it! They have nothing to do with this!\If you want to annoy me, then only focus on me. response:	If you want to surprise me, then I'm really surprised!
context: H-How are they so strong!?\Teenage girls shouldn't be this strong!\What will you do, Seimei?\Kill them?\Or forsake your friends?\Stop it! They have nothing to do with this!\If you want to annoy me, then only focus on me.\If you want to surprise me, then I'm really surprised! response:	That's enough, right? What do you want me to do?
context: Teenage girls shouldn't be this strong!\What will you do, Seimei?\Kill them?\Or forsake your friends?\Stop it! They have nothing to do with this!\If you want to annoy me, then only focus on me.\If you want to surprise me, then I'm really surprised!\That's enough, right? What do you want me to do? response:	To tell the truth, I didn't mean to go this far.
context: What will you do, Seimei?\Kill them?\Or forsake your friends?\Stop it! They have nothing to do with this!\If you want to annoy me, then only focus on me.\If you want to surprise me, then I'm really surprised!\That's enough, right? What do you want me to do?\To tell the truth, I didn't mean to go this far. response:	We've reunited after so long, but you act like you don't know me.
context: Kill them?\Or forsake your friends?\Stop it! They have nothing to do with this!\If you want to annoy me, then only focus on me.\If you want to surprise me, then I'm really surprised!\That's enough, right? What do you want me to do?\To tell the truth, I didn't mean to go this far.\We've reunited after so long, but you act like you don't know me. response:	You refuse to say my name.
context: Or forsake your friends?\Stop it! They have nothing to do with this!\If you want to annoy me, then only focus on me.\If you want to surprise me, then I'm really surprised!\That's enough, right? What do you want me to do?\To tell the truth, I didn't mean to go this far.\We've reunited after so long, but you act like you don't know me.\You refuse to say my name. response:	Y-Your name?
context: Stop it! They have nothing to do with this!\If you want to annoy me, then only focus on me.\If you want to surprise me, then I'm really surprised!\That's enough, right? What do you want me to do?\To tell the truth, I didn't mean to go this far.\We've reunited after so long, but you act like you don't know me.\You refuse to say my name.\Y-Your name? response:	So I guess I just kept going...
context: If you want to annoy me, then only focus on me.\If you want to surprise me, then I'm really surprised!\That's enough, right? What do you want me to do?\To tell the truth, I didn't mean to go this far.\We've reunited after so long, but you act like you don't know me.\You refuse to say my name.\Y-Your name?\So I guess I just kept going... response:	Oh, the name you gave me! The name that only you had for me!
context: If you want to surprise me, then I'm really surprised!\That's enough, right? What do you want me to do?\To tell the truth, I didn't mean to go this far.\We've reunited after so long, but you act like you don't know me.\You refuse to say my name.\Y-Your name?\So I guess I just kept going...\Oh, the name you gave me! The name that only you had for me! response:	If you call me by that name, I'll save everyone!
context: That's enough, right? What do you want me to do?\To tell the truth, I didn't mean to go this far.\We've reunited after so long, but you act like you don't know me.\You refuse to say my name.\Y-Your name?\So I guess I just kept going...\Oh, the name you gave me! The name that only you had for me!\If you call me by that name, I'll save everyone! response:	N-Name?
context: To tell the truth, I didn't mean to go this far.\We've reunited after so long, but you act like you don't know me.\You refuse to say my name.\Y-Your name?\So I guess I just kept going...\Oh, the name you gave me! The name that only you had for me!\If you call me by that name, I'll save everyone!\N-Name? response:	What?
context: We've reunited after so long, but you act like you don't know me.\You refuse to say my name.\Y-Your name?\So I guess I just kept going...\Oh, the name you gave me! The name that only you had for me!\If you call me by that name, I'll save everyone!\N-Name?\What? response:	People's lives are at stake and he's acting like an pissed-off girlfriend.
context: You refuse to say my name.\Y-Your name?\So I guess I just kept going...\Oh, the name you gave me! The name that only you had for me!\If you call me by that name, I'll save everyone!\N-Name?\What?\People's lives are at stake and he's acting like an pissed-off girlfriend. response:	I'm not even Seimei...
context: Y-Your name?\So I guess I just kept going...\Oh, the name you gave me! The name that only you had for me!\If you call me by that name, I'll save everyone!\N-Name?\What?\People's lives are at stake and he's acting like an pissed-off girlfriend.\I'm not even Seimei... response:	M-Miyako!
context: So I guess I just kept going...\Oh, the name you gave me! The name that only you had for me!\If you call me by that name, I'll save everyone!\N-Name?\What?\People's lives are at stake and he's acting like an pissed-off girlfriend.\I'm not even Seimei...\M-Miyako! response:	Sakaki-san! Theo-san!
context: Oh, the name you gave me! The name that only you had for me!\If you call me by that name, I'll save everyone!\N-Name?\What?\People's lives are at stake and he's acting like an pissed-off girlfriend.\I'm not even Seimei...\M-Miyako!\Sakaki-san! Theo-san! response:	Think! Think! Think!
context: If you call me by that name, I'll save everyone!\N-Name?\What?\People's lives are at stake and he's acting like an pissed-off girlfriend.\I'm not even Seimei...\M-Miyako!\Sakaki-san! Theo-san!\Think! Think! Think! response:	Akane-san!
context: N-Name?\What?\People's lives are at stake and he's acting like an pissed-off girlfriend.\I'm not even Seimei...\M-Miyako!\Sakaki-san! Theo-san!\Think! Think! Think!\Akane-san! response:	Looks like we're just in time.
context: What?\People's lives are at stake and he's acting like an pissed-off girlfriend.\I'm not even Seimei...\M-Miyako!\Sakaki-san! Theo-san!\Think! Think! Think!\Akane-san!\Looks like we're just in time. response:	Get back!
context: People's lives are at stake and he's acting like an pissed-off girlfriend.\I'm not even Seimei...\M-Miyako!\Sakaki-san! Theo-san!\Think! Think! Think!\Akane-san!\Looks like we're just in time.\Get back! response:	Are you okay?
context: I'm not even Seimei...\M-Miyako!\Sakaki-san! Theo-san!\Think! Think! Think!\Akane-san!\Looks like we're just in time.\Get back!\Are you okay? response:	We got word from Shinjuku and rushed over.
context: M-Miyako!\Sakaki-san! Theo-san!\Think! Think! Think!\Akane-san!\Looks like we're just in time.\Get back!\Are you okay?\We got word from Shinjuku and rushed over. response:	It's not stopping them?
context: Sakaki-san! Theo-san!\Think! Think! Think!\Akane-san!\Looks like we're just in time.\Get back!\Are you okay?\We got word from Shinjuku and rushed over.\It's not stopping them? response:	We need to put a stop to this at the source.
context: Think! Think! Think!\Akane-san!\Looks like we're just in time.\Get back!\Are you okay?\We got word from Shinjuku and rushed over.\It's not stopping them?\We need to put a stop to this at the source. response:	Where is the source?
context: Akane-san!\Looks like we're just in time.\Get back!\Are you okay?\We got word from Shinjuku and rushed over.\It's not stopping them?\We need to put a stop to this at the source.\Where is the source? response:	Underground, probably.
context: Looks like we're just in time.\Get back!\Are you okay?\We got word from Shinjuku and rushed over.\It's not stopping them?\We need to put a stop to this at the source.\Where is the source?\Underground, probably. response:	I think the guys from Shinjuku Ward are on their way there,
context: Get back!\Are you okay?\We got word from Shinjuku and rushed over.\It's not stopping them?\We need to put a stop to this at the source.\Where is the source?\Underground, probably.\I think the guys from Shinjuku Ward are on their way there, response:	but I don't know what's going on.
context: Are you okay?\We got word from Shinjuku and rushed over.\It's not stopping them?\We need to put a stop to this at the source.\Where is the source?\Underground, probably.\I think the guys from Shinjuku Ward are on their way there,\but I don't know what's going on. response:	Think... Think... Think!
context: We got word from Shinjuku and rushed over.\It's not stopping them?\We need to put a stop to this at the source.\Where is the source?\Underground, probably.\I think the guys from Shinjuku Ward are on their way there,\but I don't know what's going on.\Think... Think... Think! response:	Coyote, your friend.
context: It's not stopping them?\We need to put a stop to this at the source.\Where is the source?\Underground, probably.\I think the guys from Shinjuku Ward are on their way there,\but I don't know what's going on.\Think... Think... Think!\Coyote, your friend. response:	I kept correcting you, but you kept calling me a black fox.
