context: Out of my way, Michelle! response:	Don't come any closer to Nee-san!
context: You know how to stop Real Nightmare?\It seems the only way is by erasing the carved seals on the Infinity Clock,\thereby negating right to ownership.\Then Happy's hunch was right!\So he's backed up by evidence.\Happy did an outstanding job this time around.\Grim Reaper and Racer have been defeated.\There are four left. response:	If those four are beaten, Lu-chan will be saved!
context: It seems the only way is by erasing the carved seals on the Infinity Clock,\thereby negating right to ownership.\Then Happy's hunch was right!\So he's backed up by evidence.\Happy did an outstanding job this time around.\Grim Reaper and Racer have been defeated.\There are four left.\If those four are beaten, Lu-chan will be saved! response:	Actually, knowing that, all we need now is action.
context: thereby negating right to ownership.\Then Happy's hunch was right!\So he's backed up by evidence.\Happy did an outstanding job this time around.\Grim Reaper and Racer have been defeated.\There are four left.\If those four are beaten, Lu-chan will be saved!\Actually, knowing that, all we need now is action. response:	Natsu and the others will definitely...
context: Then Happy's hunch was right!\So he's backed up by evidence.\Happy did an outstanding job this time around.\Grim Reaper and Racer have been defeated.\There are four left.\If those four are beaten, Lu-chan will be saved!\Actually, knowing that, all we need now is action.\Natsu and the others will definitely... response:	Ultra-vibrations that shake the very air.
context: So he's backed up by evidence.\Happy did an outstanding job this time around.\Grim Reaper and Racer have been defeated.\There are four left.\If those four are beaten, Lu-chan will be saved!\Actually, knowing that, all we need now is action.\Natsu and the others will definitely...\Ultra-vibrations that shake the very air. response:	They instantly shatter any blade, no matter how skilled the swordsman.
context: Happy did an outstanding job this time around.\Grim Reaper and Racer have been defeated.\There are four left.\If those four are beaten, Lu-chan will be saved!\Actually, knowing that, all we need now is action.\Natsu and the others will definitely...\Ultra-vibrations that shake the very air.\They instantly shatter any blade, no matter how skilled the swordsman. response:	Can you hear what I'm thinking?
context: Grim Reaper and Racer have been defeated.\There are four left.\If those four are beaten, Lu-chan will be saved!\Actually, knowing that, all we need now is action.\Natsu and the others will definitely...\Ultra-vibrations that shake the very air.\They instantly shatter any blade, no matter how skilled the swordsman.\Can you hear what I'm thinking? response:	All I can hear is that you're going to beat me.
context: There are four left.\If those four are beaten, Lu-chan will be saved!\Actually, knowing that, all we need now is action.\Natsu and the others will definitely...\Ultra-vibrations that shake the very air.\They instantly shatter any blade, no matter how skilled the swordsman.\Can you hear what I'm thinking?\All I can hear is that you're going to beat me. response:	Right now, those are the only words in my head.
context: If those four are beaten, Lu-chan will be saved!\Actually, knowing that, all we need now is action.\Natsu and the others will definitely...\Ultra-vibrations that shake the very air.\They instantly shatter any blade, no matter how skilled the swordsman.\Can you hear what I'm thinking?\All I can hear is that you're going to beat me.\Right now, those are the only words in my head. response:	I can hear your impatience at trying to bring me down.
context: Actually, knowing that, all we need now is action.\Natsu and the others will definitely...\Ultra-vibrations that shake the very air.\They instantly shatter any blade, no matter how skilled the swordsman.\Can you hear what I'm thinking?\All I can hear is that you're going to beat me.\Right now, those are the only words in my head.\I can hear your impatience at trying to bring me down. response:	That and your indomitable will...
context: Natsu and the others will definitely...\Ultra-vibrations that shake the very air.\They instantly shatter any blade, no matter how skilled the swordsman.\Can you hear what I'm thinking?\All I can hear is that you're going to beat me.\Right now, those are the only words in my head.\I can hear your impatience at trying to bring me down.\That and your indomitable will... response:	For someone who can manipulate sound, you sure yap a lot.
context: Ultra-vibrations that shake the very air.\They instantly shatter any blade, no matter how skilled the swordsman.\Can you hear what I'm thinking?\All I can hear is that you're going to beat me.\Right now, those are the only words in my head.\I can hear your impatience at trying to bring me down.\That and your indomitable will...\For someone who can manipulate sound, you sure yap a lot. response:	But I can hear voices, too.
context: They instantly shatter any blade, no matter how skilled the swordsman.\Can you hear what I'm thinking?\All I can hear is that you're going to beat me.\Right now, those are the only words in my head.\I can hear your impatience at trying to bring me down.\That and your indomitable will...\For someone who can manipulate sound, you sure yap a lot.\But I can hear voices, too. response:	Oh?
context: Can you hear what I'm thinking?\All I can hear is that you're going to beat me.\Right now, those are the only words in my head.\I can hear your impatience at trying to bring me down.\That and your indomitable will...\For someone who can manipulate sound, you sure yap a lot.\But I can hear voices, too.\Oh? response:	It's the voices of my friends...
context: All I can hear is that you're going to beat me.\Right now, those are the only words in my head.\I can hear your impatience at trying to bring me down.\That and your indomitable will...\For someone who can manipulate sound, you sure yap a lot.\But I can hear voices, too.\Oh?\It's the voices of my friends... response:	That's your own voice.
context: Right now, those are the only words in my head.\I can hear your impatience at trying to bring me down.\That and your indomitable will...\For someone who can manipulate sound, you sure yap a lot.\But I can hear voices, too.\Oh?\It's the voices of my friends...\That's your own voice. response:	It's a delusion, based on what you wish to happen.
context: I can hear your impatience at trying to bring me down.\That and your indomitable will...\For someone who can manipulate sound, you sure yap a lot.\But I can hear voices, too.\Oh?\It's the voices of my friends...\That's your own voice.\It's a delusion, based on what you wish to happen. response:	Even if that's true, I don't care.
context: That and your indomitable will...\For someone who can manipulate sound, you sure yap a lot.\But I can hear voices, too.\Oh?\It's the voices of my friends...\That's your own voice.\It's a delusion, based on what you wish to happen.\Even if that's true, I don't care. response:	But I always hear the voices of my friends in my head.
context: For someone who can manipulate sound, you sure yap a lot.\But I can hear voices, too.\Oh?\It's the voices of my friends...\That's your own voice.\It's a delusion, based on what you wish to happen.\Even if that's true, I don't care.\But I always hear the voices of my friends in my head. response:	They're my inspiration and the wellspring of my strength.
context: But I can hear voices, too.\Oh?\It's the voices of my friends...\That's your own voice.\It's a delusion, based on what you wish to happen.\Even if that's true, I don't care.\But I always hear the voices of my friends in my head.\They're my inspiration and the wellspring of my strength. response:	Don't you hear any voices in your head?
context: Oh?\It's the voices of my friends...\That's your own voice.\It's a delusion, based on what you wish to happen.\Even if that's true, I don't care.\But I always hear the voices of my friends in my head.\They're my inspiration and the wellspring of my strength.\Don't you hear any voices in your head? response:	Your words grate on my ears.
context: It's the voices of my friends...\That's your own voice.\It's a delusion, based on what you wish to happen.\Even if that's true, I don't care.\But I always hear the voices of my friends in my head.\They're my inspiration and the wellspring of my strength.\Don't you hear any voices in your head?\Your words grate on my ears. response:	Stubborn, huh?
context: That's your own voice.\It's a delusion, based on what you wish to happen.\Even if that's true, I don't care.\But I always hear the voices of my friends in my head.\They're my inspiration and the wellspring of my strength.\Don't you hear any voices in your head?\Your words grate on my ears.\Stubborn, huh? response:	Cobra. You must have gone through a painful experience at the Tower of Heaven, too.
context: It's a delusion, based on what you wish to happen.\Even if that's true, I don't care.\But I always hear the voices of my friends in my head.\They're my inspiration and the wellspring of my strength.\Don't you hear any voices in your head?\Your words grate on my ears.\Stubborn, huh?\Cobra. You must have gone through a painful experience at the Tower of Heaven, too. response:	Why are you trying to make innocent people suffer the same way?
context: Even if that's true, I don't care.\But I always hear the voices of my friends in my head.\They're my inspiration and the wellspring of my strength.\Don't you hear any voices in your head?\Your words grate on my ears.\Stubborn, huh?\Cobra. You must have gone through a painful experience at the Tower of Heaven, too.\Why are you trying to make innocent people suffer the same way? response:	You're referring to Real Nightmare?
context: But I always hear the voices of my friends in my head.\They're my inspiration and the wellspring of my strength.\Don't you hear any voices in your head?\Your words grate on my ears.\Stubborn, huh?\Cobra. You must have gone through a painful experience at the Tower of Heaven, too.\Why are you trying to make innocent people suffer the same way?\You're referring to Real Nightmare? response:	To be honest, I don't give a damn.
context: They're my inspiration and the wellspring of my strength.\Don't you hear any voices in your head?\Your words grate on my ears.\Stubborn, huh?\Cobra. You must have gone through a painful experience at the Tower of Heaven, too.\Why are you trying to make innocent people suffer the same way?\You're referring to Real Nightmare?\To be honest, I don't give a damn. response:	But I lost my friend, while you're surrounded by them.
context: Don't you hear any voices in your head?\Your words grate on my ears.\Stubborn, huh?\Cobra. You must have gone through a painful experience at the Tower of Heaven, too.\Why are you trying to make innocent people suffer the same way?\You're referring to Real Nightmare?\To be honest, I don't give a damn.\But I lost my friend, while you're surrounded by them. response:	I don't like that.
context: Your words grate on my ears.\Stubborn, huh?\Cobra. You must have gone through a painful experience at the Tower of Heaven, too.\Why are you trying to make innocent people suffer the same way?\You're referring to Real Nightmare?\To be honest, I don't give a damn.\But I lost my friend, while you're surrounded by them.\I don't like that. response:	Stupid envy...
context: Stubborn, huh?\Cobra. You must have gone through a painful experience at the Tower of Heaven, too.\Why are you trying to make innocent people suffer the same way?\You're referring to Real Nightmare?\To be honest, I don't give a damn.\But I lost my friend, while you're surrounded by them.\I don't like that.\Stupid envy... response:	Come out of the shadows and into the sunlight.
context: Cobra. You must have gone through a painful experience at the Tower of Heaven, too.\Why are you trying to make innocent people suffer the same way?\You're referring to Real Nightmare?\To be honest, I don't give a damn.\But I lost my friend, while you're surrounded by them.\I don't like that.\Stupid envy...\Come out of the shadows and into the sunlight. response:	When you look at things that way, your feelings will change naturally!
context: Why are you trying to make innocent people suffer the same way?\You're referring to Real Nightmare?\To be honest, I don't give a damn.\But I lost my friend, while you're surrounded by them.\I don't like that.\Stupid envy...\Come out of the shadows and into the sunlight.\When you look at things that way, your feelings will change naturally! response:	Look at things?
context: You're referring to Real Nightmare?\To be honest, I don't give a damn.\But I lost my friend, while you're surrounded by them.\I don't like that.\Stupid envy...\Come out of the shadows and into the sunlight.\When you look at things that way, your feelings will change naturally!\Look at things? response:	As if you know anything about me...
context: To be honest, I don't give a damn.\But I lost my friend, while you're surrounded by them.\I don't like that.\Stupid envy...\Come out of the shadows and into the sunlight.\When you look at things that way, your feelings will change naturally!\Look at things?\As if you know anything about me... response:	Four of you left...
context: But I lost my friend, while you're surrounded by them.\I don't like that.\Stupid envy...\Come out of the shadows and into the sunlight.\When you look at things that way, your feelings will change naturally!\Look at things?\As if you know anything about me...\Four of you left... response:	That makes things easier.
context: I don't like that.\Stupid envy...\Come out of the shadows and into the sunlight.\When you look at things that way, your feelings will change naturally!\Look at things?\As if you know anything about me...\Four of you left...\That makes things easier. response:	Why are you taking your clothes off?
context: Stupid envy...\Come out of the shadows and into the sunlight.\When you look at things that way, your feelings will change naturally!\Look at things?\As if you know anything about me...\Four of you left...\That makes things easier.\Why are you taking your clothes off? response:	Last time, you knocked me for a loop, but this time is gonna be different.
context: Come out of the shadows and into the sunlight.\When you look at things that way, your feelings will change naturally!\Look at things?\As if you know anything about me...\Four of you left...\That makes things easier.\Why are you taking your clothes off?\Last time, you knocked me for a loop, but this time is gonna be different. response:	I hate men who are persistent.
context: When you look at things that way, your feelings will change naturally!\Look at things?\As if you know anything about me...\Four of you left...\That makes things easier.\Why are you taking your clothes off?\Last time, you knocked me for a loop, but this time is gonna be different.\I hate men who are persistent. response:	This is to save Lucy. I got no interest in belting women,
context: Look at things?\As if you know anything about me...\Four of you left...\That makes things easier.\Why are you taking your clothes off?\Last time, you knocked me for a loop, but this time is gonna be different.\I hate men who are persistent.\This is to save Lucy. I got no interest in belting women, response:	but I'm gonna hit you with everything I've got.
context: As if you know anything about me...\Four of you left...\That makes things easier.\Why are you taking your clothes off?\Last time, you knocked me for a loop, but this time is gonna be different.\I hate men who are persistent.\This is to save Lucy. I got no interest in belting women,\but I'm gonna hit you with everything I've got. response:	Huh? Where...
context: Four of you left...\That makes things easier.\Why are you taking your clothes off?\Last time, you knocked me for a loop, but this time is gonna be different.\I hate men who are persistent.\This is to save Lucy. I got no interest in belting women,\but I'm gonna hit you with everything I've got.\Huh? Where... response:	Where am I again?
context: That makes things easier.\Why are you taking your clothes off?\Last time, you knocked me for a loop, but this time is gonna be different.\I hate men who are persistent.\This is to save Lucy. I got no interest in belting women,\but I'm gonna hit you with everything I've got.\Huh? Where...\Where am I again? response:	I see. Got it. So Happy was right on the money, huh?
context: Why are you taking your clothes off?\Last time, you knocked me for a loop, but this time is gonna be different.\I hate men who are persistent.\This is to save Lucy. I got no interest in belting women,\but I'm gonna hit you with everything I've got.\Huh? Where...\Where am I again?\I see. Got it. So Happy was right on the money, huh? response:	If all of the members of the new Oracion Seis are defeated,
context: Last time, you knocked me for a loop, but this time is gonna be different.\I hate men who are persistent.\This is to save Lucy. I got no interest in belting women,\but I'm gonna hit you with everything I've got.\Huh? Where...\Where am I again?\I see. Got it. So Happy was right on the money, huh?\If all of the members of the new Oracion Seis are defeated, response:	the engraved seals will disappear and they'll lose ownership.
context: I hate men who are persistent.\This is to save Lucy. I got no interest in belting women,\but I'm gonna hit you with everything I've got.\Huh? Where...\Where am I again?\I see. Got it. So Happy was right on the money, huh?\If all of the members of the new Oracion Seis are defeated,\the engraved seals will disappear and they'll lose ownership. response:	And with no one to control the Infinity Clock,
context: This is to save Lucy. I got no interest in belting women,\but I'm gonna hit you with everything I've got.\Huh? Where...\Where am I again?\I see. Got it. So Happy was right on the money, huh?\If all of the members of the new Oracion Seis are defeated,\the engraved seals will disappear and they'll lose ownership.\And with no one to control the Infinity Clock, response:	Real Nightmare will vanish.
context: but I'm gonna hit you with everything I've got.\Huh? Where...\Where am I again?\I see. Got it. So Happy was right on the money, huh?\If all of the members of the new Oracion Seis are defeated,\the engraved seals will disappear and they'll lose ownership.\And with no one to control the Infinity Clock,\Real Nightmare will vanish. response:	What about Lucy-san?
context: Huh? Where...\Where am I again?\I see. Got it. So Happy was right on the money, huh?\If all of the members of the new Oracion Seis are defeated,\the engraved seals will disappear and they'll lose ownership.\And with no one to control the Infinity Clock,\Real Nightmare will vanish.\What about Lucy-san? response:	Jean-Luc thinks that if the seals are wiped out, Lucy will be released.
context: Where am I again?\I see. Got it. So Happy was right on the money, huh?\If all of the members of the new Oracion Seis are defeated,\the engraved seals will disappear and they'll lose ownership.\And with no one to control the Infinity Clock,\Real Nightmare will vanish.\What about Lucy-san?\Jean-Luc thinks that if the seals are wiped out, Lucy will be released. response:	What is that? It feels like the sky is in turmoil...
context: I see. Got it. So Happy was right on the money, huh?\If all of the members of the new Oracion Seis are defeated,\the engraved seals will disappear and they'll lose ownership.\And with no one to control the Infinity Clock,\Real Nightmare will vanish.\What about Lucy-san?\Jean-Luc thinks that if the seals are wiped out, Lucy will be released.\What is that? It feels like the sky is in turmoil... response:	Maybe with two out of the six members' seals gone,
context: If all of the members of the new Oracion Seis are defeated,\the engraved seals will disappear and they'll lose ownership.\And with no one to control the Infinity Clock,\Real Nightmare will vanish.\What about Lucy-san?\Jean-Luc thinks that if the seals are wiped out, Lucy will be released.\What is that? It feels like the sky is in turmoil...\Maybe with two out of the six members' seals gone, response:	the effects of Real Nightmare have weakened.
context: the engraved seals will disappear and they'll lose ownership.\And with no one to control the Infinity Clock,\Real Nightmare will vanish.\What about Lucy-san?\Jean-Luc thinks that if the seals are wiped out, Lucy will be released.\What is that? It feels like the sky is in turmoil...\Maybe with two out of the six members' seals gone,\the effects of Real Nightmare have weakened. response:	It somehow feels like the Infinity Clock is struggling to protect the engraved seals.
context: And with no one to control the Infinity Clock,\Real Nightmare will vanish.\What about Lucy-san?\Jean-Luc thinks that if the seals are wiped out, Lucy will be released.\What is that? It feels like the sky is in turmoil...\Maybe with two out of the six members' seals gone,\the effects of Real Nightmare have weakened.\It somehow feels like the Infinity Clock is struggling to protect the engraved seals. response:	Hi! How are you doing?
context: Real Nightmare will vanish.\What about Lucy-san?\Jean-Luc thinks that if the seals are wiped out, Lucy will be released.\What is that? It feels like the sky is in turmoil...\Maybe with two out of the six members' seals gone,\the effects of Real Nightmare have weakened.\It somehow feels like the Infinity Clock is struggling to protect the engraved seals.\Hi! How are you doing? response:	You again?!
context: What about Lucy-san?\Jean-Luc thinks that if the seals are wiped out, Lucy will be released.\What is that? It feels like the sky is in turmoil...\Maybe with two out of the six members' seals gone,\the effects of Real Nightmare have weakened.\It somehow feels like the Infinity Clock is struggling to protect the engraved seals.\Hi! How are you doing?\You again?! response:	Ice Geyser!
context: Jean-Luc thinks that if the seals are wiped out, Lucy will be released.\What is that? It feels like the sky is in turmoil...\Maybe with two out of the six members' seals gone,\the effects of Real Nightmare have weakened.\It somehow feels like the Infinity Clock is struggling to protect the engraved seals.\Hi! How are you doing?\You again?!\Ice Geyser! response:	An angel's sunshine is bright.
context: What is that? It feels like the sky is in turmoil...\Maybe with two out of the six members' seals gone,\the effects of Real Nightmare have weakened.\It somehow feels like the Infinity Clock is struggling to protect the engraved seals.\Hi! How are you doing?\You again?!\Ice Geyser!\An angel's sunshine is bright. response:	Huh?
context: Maybe with two out of the six members' seals gone,\the effects of Real Nightmare have weakened.\It somehow feels like the Infinity Clock is struggling to protect the engraved seals.\Hi! How are you doing?\You again?!\Ice Geyser!\An angel's sunshine is bright.\Huh? response:	That was my decoy!
context: the effects of Real Nightmare have weakened.\It somehow feels like the Infinity Clock is struggling to protect the engraved seals.\Hi! How are you doing?\You again?!\Ice Geyser!\An angel's sunshine is bright.\Huh?\That was my decoy! response:	Ice Make Death Scythe!
context: It somehow feels like the Infinity Clock is struggling to protect the engraved seals.\Hi! How are you doing?\You again?!\Ice Geyser!\An angel's sunshine is bright.\Huh?\That was my decoy!\Ice Make Death Scythe! response:	You...
context: Hi! How are you doing?\You again?!\Ice Geyser!\An angel's sunshine is bright.\Huh?\That was my decoy!\Ice Make Death Scythe!\You... response:	It seems that your angel went back home to heaven in a hurry.
context: You again?!\Ice Geyser!\An angel's sunshine is bright.\Huh?\That was my decoy!\Ice Make Death Scythe!\You...\It seems that your angel went back home to heaven in a hurry. response:	Went back... to heaven?
context: Ice Geyser!\An angel's sunshine is bright.\Huh?\That was my decoy!\Ice Make Death Scythe!\You...\It seems that your angel went back home to heaven in a hurry.\Went back... to heaven? response:	Come. Run me through.
context: An angel's sunshine is bright.\Huh?\That was my decoy!\Ice Make Death Scythe!\You...\It seems that your angel went back home to heaven in a hurry.\Went back... to heaven?\Come. Run me through. response:	What the hell are you doing?!
context: Huh?\That was my decoy!\Ice Make Death Scythe!\You...\It seems that your angel went back home to heaven in a hurry.\Went back... to heaven?\Come. Run me through.\What the hell are you doing?! response:	My wish is to disappear into the sky, like an angel...
context: That was my decoy!\Ice Make Death Scythe!\You...\It seems that your angel went back home to heaven in a hurry.\Went back... to heaven?\Come. Run me through.\What the hell are you doing?!\My wish is to disappear into the sky, like an angel... response:	Come on, send me to the sky like the angel.
context: Ice Make Death Scythe!\You...\It seems that your angel went back home to heaven in a hurry.\Went back... to heaven?\Come. Run me through.\What the hell are you doing?!\My wish is to disappear into the sky, like an angel...\Come on, send me to the sky like the angel. response:	Send me after him. Pierce this body.
context: You...\It seems that your angel went back home to heaven in a hurry.\Went back... to heaven?\Come. Run me through.\What the hell are you doing?!\My wish is to disappear into the sky, like an angel...\Come on, send me to the sky like the angel.\Send me after him. Pierce this body. response:	This scythe is the scythe of Death himself.
context: It seems that your angel went back home to heaven in a hurry.\Went back... to heaven?\Come. Run me through.\What the hell are you doing?!\My wish is to disappear into the sky, like an angel...\Come on, send me to the sky like the angel.\Send me after him. Pierce this body.\This scythe is the scythe of Death himself. response:	Don't talk stupid!
context: Went back... to heaven?\Come. Run me through.\What the hell are you doing?!\My wish is to disappear into the sky, like an angel...\Come on, send me to the sky like the angel.\Send me after him. Pierce this body.\This scythe is the scythe of Death himself.\Don't talk stupid! response:	You mean you can't?
context: Come. Run me through.\What the hell are you doing?!\My wish is to disappear into the sky, like an angel...\Come on, send me to the sky like the angel.\Send me after him. Pierce this body.\This scythe is the scythe of Death himself.\Don't talk stupid!\You mean you can't? response:	Yeah, that's right. I can't.
context: What the hell are you doing?!\My wish is to disappear into the sky, like an angel...\Come on, send me to the sky like the angel.\Send me after him. Pierce this body.\This scythe is the scythe of Death himself.\Don't talk stupid!\You mean you can't?\Yeah, that's right. I can't. response:	If my wish can't come true, I'll destroy you!
context: My wish is to disappear into the sky, like an angel...\Come on, send me to the sky like the angel.\Send me after him. Pierce this body.\This scythe is the scythe of Death himself.\Don't talk stupid!\You mean you can't?\Yeah, that's right. I can't.\If my wish can't come true, I'll destroy you! response:	The cost is 30. I summon Baraquiel!
context: Come on, send me to the sky like the angel.\Send me after him. Pierce this body.\This scythe is the scythe of Death himself.\Don't talk stupid!\You mean you can't?\Yeah, that's right. I can't.\If my wish can't come true, I'll destroy you!\The cost is 30. I summon Baraquiel! response:	Yeesh! One right after another!
context: Send me after him. Pierce this body.\This scythe is the scythe of Death himself.\Don't talk stupid!\You mean you can't?\Yeah, that's right. I can't.\If my wish can't come true, I'll destroy you!\The cost is 30. I summon Baraquiel!\Yeesh! One right after another! response:	Angel, my ass! You're just a human!
context: This scythe is the scythe of Death himself.\Don't talk stupid!\You mean you can't?\Yeah, that's right. I can't.\If my wish can't come true, I'll destroy you!\The cost is 30. I summon Baraquiel!\Yeesh! One right after another!\Angel, my ass! You're just a human! response:	Destroy him...
context: Don't talk stupid!\You mean you can't?\Yeah, that's right. I can't.\If my wish can't come true, I'll destroy you!\The cost is 30. I summon Baraquiel!\Yeesh! One right after another!\Angel, my ass! You're just a human!\Destroy him... response:	Crap!
context: You mean you can't?\Yeah, that's right. I can't.\If my wish can't come true, I'll destroy you!\The cost is 30. I summon Baraquiel!\Yeesh! One right after another!\Angel, my ass! You're just a human!\Destroy him...\Crap! response:	You!
context: Yeah, that's right. I can't.\If my wish can't come true, I'll destroy you!\The cost is 30. I summon Baraquiel!\Yeesh! One right after another!\Angel, my ass! You're just a human!\Destroy him...\Crap!\You! response:	The Legion's number one lancer, Dan Straight, is here!
context: If my wish can't come true, I'll destroy you!\The cost is 30. I summon Baraquiel!\Yeesh! One right after another!\Angel, my ass! You're just a human!\Destroy him...\Crap!\You!\The Legion's number one lancer, Dan Straight, is here! response:	You again?
context: The cost is 30. I summon Baraquiel!\Yeesh! One right after another!\Angel, my ass! You're just a human!\Destroy him...\Crap!\You!\The Legion's number one lancer, Dan Straight, is here!\You again? response:	I finally found you, Ange-myun.
context: Yeesh! One right after another!\Angel, my ass! You're just a human!\Destroy him...\Crap!\You!\The Legion's number one lancer, Dan Straight, is here!\You again?\I finally found you, Ange-myun. response:	That shyness of yours is such a turn-on.
context: Angel, my ass! You're just a human!\Destroy him...\Crap!\You!\The Legion's number one lancer, Dan Straight, is here!\You again?\I finally found you, Ange-myun.\That shyness of yours is such a turn-on. response:	You're my apple.
context: Destroy him...\Crap!\You!\The Legion's number one lancer, Dan Straight, is here!\You again?\I finally found you, Ange-myun.\That shyness of yours is such a turn-on.\You're my apple. response:	Baraquiel! Get rid of them both!
context: Crap!\You!\The Legion's number one lancer, Dan Straight, is here!\You again?\I finally found you, Ange-myun.\That shyness of yours is such a turn-on.\You're my apple.\Baraquiel! Get rid of them both! response:	Cut it out! Don't get between two people who are in love!
context: You!\The Legion's number one lancer, Dan Straight, is here!\You again?\I finally found you, Ange-myun.\That shyness of yours is such a turn-on.\You're my apple.\Baraquiel! Get rid of them both!\Cut it out! Don't get between two people who are in love! response:	Hey, you! I'm jealous of you for getting to be alone with Ange-myu!
context: The Legion's number one lancer, Dan Straight, is here!\You again?\I finally found you, Ange-myun.\That shyness of yours is such a turn-on.\You're my apple.\Baraquiel! Get rid of them both!\Cut it out! Don't get between two people who are in love!\Hey, you! I'm jealous of you for getting to be alone with Ange-myu! response:	Give that role to me!
context: You again?\I finally found you, Ange-myun.\That shyness of yours is such a turn-on.\You're my apple.\Baraquiel! Get rid of them both!\Cut it out! Don't get between two people who are in love!\Hey, you! I'm jealous of you for getting to be alone with Ange-myu!\Give that role to me! response:	You know what situation Lucy's in right now, don't you?!
context: I finally found you, Ange-myun.\That shyness of yours is such a turn-on.\You're my apple.\Baraquiel! Get rid of them both!\Cut it out! Don't get between two people who are in love!\Hey, you! I'm jealous of you for getting to be alone with Ange-myu!\Give that role to me!\You know what situation Lucy's in right now, don't you?! response:	Natsu and Coco will do something to get my old girlfriend out of a pinch.
context: That shyness of yours is such a turn-on.\You're my apple.\Baraquiel! Get rid of them both!\Cut it out! Don't get between two people who are in love!\Hey, you! I'm jealous of you for getting to be alone with Ange-myu!\Give that role to me!\You know what situation Lucy's in right now, don't you?!\Natsu and Coco will do something to get my old girlfriend out of a pinch. response:	Old girlfriend?
context: You're my apple.\Baraquiel! Get rid of them both!\Cut it out! Don't get between two people who are in love!\Hey, you! I'm jealous of you for getting to be alone with Ange-myu!\Give that role to me!\You know what situation Lucy's in right now, don't you?!\Natsu and Coco will do something to get my old girlfriend out of a pinch.\Old girlfriend? response:	Did you hear that?! Gray has given the two of us his blessing!
context: Baraquiel! Get rid of them both!\Cut it out! Don't get between two people who are in love!\Hey, you! I'm jealous of you for getting to be alone with Ange-myu!\Give that role to me!\You know what situation Lucy's in right now, don't you?!\Natsu and Coco will do something to get my old girlfriend out of a pinch.\Old girlfriend?\Did you hear that?! Gray has given the two of us his blessing! response:	Utterly disagreeable...
context: Cut it out! Don't get between two people who are in love!\Hey, you! I'm jealous of you for getting to be alone with Ange-myu!\Give that role to me!\You know what situation Lucy's in right now, don't you?!\Natsu and Coco will do something to get my old girlfriend out of a pinch.\Old girlfriend?\Did you hear that?! Gray has given the two of us his blessing!\Utterly disagreeable... response:	Now there's nothing between us! Come on, let's go on our honeymoon!
context: Hey, you! I'm jealous of you for getting to be alone with Ange-myu!\Give that role to me!\You know what situation Lucy's in right now, don't you?!\Natsu and Coco will do something to get my old girlfriend out of a pinch.\Old girlfriend?\Did you hear that?! Gray has given the two of us his blessing!\Utterly disagreeable...\Now there's nothing between us! Come on, let's go on our honeymoon! response:	You're repulsive!
context: Give that role to me!\You know what situation Lucy's in right now, don't you?!\Natsu and Coco will do something to get my old girlfriend out of a pinch.\Old girlfriend?\Did you hear that?! Gray has given the two of us his blessing!\Utterly disagreeable...\Now there's nothing between us! Come on, let's go on our honeymoon!\You're repulsive! response:	Is that what you call divine punishment?
context: You know what situation Lucy's in right now, don't you?!\Natsu and Coco will do something to get my old girlfriend out of a pinch.\Old girlfriend?\Did you hear that?! Gray has given the two of us his blessing!\Utterly disagreeable...\Now there's nothing between us! Come on, let's go on our honeymoon!\You're repulsive!\Is that what you call divine punishment? response:	Barbarous... boorish... with not even a shred of intelligence!
context: Natsu and Coco will do something to get my old girlfriend out of a pinch.\Old girlfriend?\Did you hear that?! Gray has given the two of us his blessing!\Utterly disagreeable...\Now there's nothing between us! Come on, let's go on our honeymoon!\You're repulsive!\Is that what you call divine punishment?\Barbarous... boorish... with not even a shred of intelligence! response:	I know what you're doing. The kids call it tsundere.
context: Old girlfriend?\Did you hear that?! Gray has given the two of us his blessing!\Utterly disagreeable...\Now there's nothing between us! Come on, let's go on our honeymoon!\You're repulsive!\Is that what you call divine punishment?\Barbarous... boorish... with not even a shred of intelligence!\I know what you're doing. The kids call it tsundere. response:	You're both fools.
context: Did you hear that?! Gray has given the two of us his blessing!\Utterly disagreeable...\Now there's nothing between us! Come on, let's go on our honeymoon!\You're repulsive!\Is that what you call divine punishment?\Barbarous... boorish... with not even a shred of intelligence!\I know what you're doing. The kids call it tsundere.\You're both fools. response:	The cost is 100. Come from the light! Pulverize them in my name!
context: Utterly disagreeable...\Now there's nothing between us! Come on, let's go on our honeymoon!\You're repulsive!\Is that what you call divine punishment?\Barbarous... boorish... with not even a shred of intelligence!\I know what you're doing. The kids call it tsundere.\You're both fools.\The cost is 100. Come from the light! Pulverize them in my name! response:	I summon Raguel, the angel who blows the horn at the end of the world!
context: Now there's nothing between us! Come on, let's go on our honeymoon!\You're repulsive!\Is that what you call divine punishment?\Barbarous... boorish... with not even a shred of intelligence!\I know what you're doing. The kids call it tsundere.\You're both fools.\The cost is 100. Come from the light! Pulverize them in my name!\I summon Raguel, the angel who blows the horn at the end of the world! response:	Come and get it!
context: You're repulsive!\Is that what you call divine punishment?\Barbarous... boorish... with not even a shred of intelligence!\I know what you're doing. The kids call it tsundere.\You're both fools.\The cost is 100. Come from the light! Pulverize them in my name!\I summon Raguel, the angel who blows the horn at the end of the world!\Come and get it! response:	I would die for you!
