context: Kakeru Okikura response:	Touko Fukami
context: Huh?\Well...\there aren't any animals that'd go into cages on their own.\That's because they don't have enough options.\Huh?\This is a port town. There are lots of cats.\Ever considered that they might get attacked?\They're all full from eating fish! response:	I think.
context: Well...\there aren't any animals that'd go into cages on their own.\That's because they don't have enough options.\Huh?\This is a port town. There are lots of cats.\Ever considered that they might get attacked?\They're all full from eating fish!\I think. response:	I haven't heard about any of them getting attacked by cats.
context: there aren't any animals that'd go into cages on their own.\That's because they don't have enough options.\Huh?\This is a port town. There are lots of cats.\Ever considered that they might get attacked?\They're all full from eating fish!\I think.\I haven't heard about any of them getting attacked by cats. response:	What about other than cats?
context: That's because they don't have enough options.\Huh?\This is a port town. There are lots of cats.\Ever considered that they might get attacked?\They're all full from eating fish!\I think.\I haven't heard about any of them getting attacked by cats.\What about other than cats? response:	Jonathan can fly awa
context: Huh?\This is a port town. There are lots of cats.\Ever considered that they might get attacked?\They're all full from eating fish!\I think.\I haven't heard about any of them getting attacked by cats.\What about other than cats?\Jonathan can fly awa response:	Huh?
context: This is a port town. There are lots of cats.\Ever considered that they might get attacked?\They're all full from eating fish!\I think.\I haven't heard about any of them getting attacked by cats.\What about other than cats?\Jonathan can fly awa\Huh? response:	Run!
context: Ever considered that they might get attacked?\They're all full from eating fish!\I think.\I haven't heard about any of them getting attacked by cats.\What about other than cats?\Jonathan can fly awa\Huh?\Run! response:	What's wrong with you?
context: They're all full from eating fish!\I think.\I haven't heard about any of them getting attacked by cats.\What about other than cats?\Jonathan can fly awa\Huh?\Run!\What's wrong with you? response:	I thought they could fly away.
context: I think.\I haven't heard about any of them getting attacked by cats.\What about other than cats?\Jonathan can fly awa\Huh?\Run!\What's wrong with you?\I thought they could fly away. response:	Am I friend or foe?
context: I haven't heard about any of them getting attacked by cats.\What about other than cats?\Jonathan can fly awa\Huh?\Run!\What's wrong with you?\I thought they could fly away.\Am I friend or foe? response:	Then I'll protect Jonathan!
context: What about other than cats?\Jonathan can fly awa\Huh?\Run!\What's wrong with you?\I thought they could fly away.\Am I friend or foe?\Then I'll protect Jonathan! response:	Okay? Please and thank you.
context: Jonathan can fly awa\Huh?\Run!\What's wrong with you?\I thought they could fly away.\Am I friend or foe?\Then I'll protect Jonathan!\Okay? Please and thank you. response:	I don't know...
context: Huh?\Run!\What's wrong with you?\I thought they could fly away.\Am I friend or foe?\Then I'll protect Jonathan!\Okay? Please and thank you.\I don't know... response:	Please!
context: Run!\What's wrong with you?\I thought they could fly away.\Am I friend or foe?\Then I'll protect Jonathan!\Okay? Please and thank you.\I don't know...\Please! response:	Hello.
context: What's wrong with you?\I thought they could fly away.\Am I friend or foe?\Then I'll protect Jonathan!\Okay? Please and thank you.\I don't know...\Please!\Hello. response:	How did I get dragged into this?
context: I thought they could fly away.\Am I friend or foe?\Then I'll protect Jonathan!\Okay? Please and thank you.\I don't know...\Please!\Hello.\How did I get dragged into this? response:	Over here.
context: Am I friend or foe?\Then I'll protect Jonathan!\Okay? Please and thank you.\I don't know...\Please!\Hello.\How did I get dragged into this?\Over here. response:	I'll explain in detail tomorrow.
context: Then I'll protect Jonathan!\Okay? Please and thank you.\I don't know...\Please!\Hello.\How did I get dragged into this?\Over here.\I'll explain in detail tomorrow. response:	Is Yana-chan okay with this?
context: Okay? Please and thank you.\I don't know...\Please!\Hello.\How did I get dragged into this?\Over here.\I'll explain in detail tomorrow.\Is Yana-chan okay with this? response:	It'll be fine. She's not completely heartless.
context: I don't know...\Please!\Hello.\How did I get dragged into this?\Over here.\I'll explain in detail tomorrow.\Is Yana-chan okay with this?\It'll be fine. She's not completely heartless. response:	Thank you so much, Momo-san.
context: Please!\Hello.\How did I get dragged into this?\Over here.\I'll explain in detail tomorrow.\Is Yana-chan okay with this?\It'll be fine. She's not completely heartless.\Thank you so much, Momo-san. response:	No problem. Leave it to me.
context: Hello.\How did I get dragged into this?\Over here.\I'll explain in detail tomorrow.\Is Yana-chan okay with this?\It'll be fine. She's not completely heartless.\Thank you so much, Momo-san.\No problem. Leave it to me. response:	Hey.
context: How did I get dragged into this?\Over here.\I'll explain in detail tomorrow.\Is Yana-chan okay with this?\It'll be fine. She's not completely heartless.\Thank you so much, Momo-san.\No problem. Leave it to me.\Hey. response:	She just got her license.
context: Over here.\I'll explain in detail tomorrow.\Is Yana-chan okay with this?\It'll be fine. She's not completely heartless.\Thank you so much, Momo-san.\No problem. Leave it to me.\Hey.\She just got her license. response:	She can't wait to drive someone around.
context: I'll explain in detail tomorrow.\Is Yana-chan okay with this?\It'll be fine. She's not completely heartless.\Thank you so much, Momo-san.\No problem. Leave it to me.\Hey.\She just got her license.\She can't wait to drive someone around. response:	Tee hee.
context: Is Yana-chan okay with this?\It'll be fine. She's not completely heartless.\Thank you so much, Momo-san.\No problem. Leave it to me.\Hey.\She just got her license.\She can't wait to drive someone around.\Tee hee. response:	Good grief. I never signed up for this, either!
context: It'll be fine. She's not completely heartless.\Thank you so much, Momo-san.\No problem. Leave it to me.\Hey.\She just got her license.\She can't wait to drive someone around.\Tee hee.\Good grief. I never signed up for this, either! response:	Whoa!
context: Thank you so much, Momo-san.\No problem. Leave it to me.\Hey.\She just got her license.\She can't wait to drive someone around.\Tee hee.\Good grief. I never signed up for this, either!\Whoa! response:	Hey! Why'd you put it in my room?
context: No problem. Leave it to me.\Hey.\She just got her license.\She can't wait to drive someone around.\Tee hee.\Good grief. I never signed up for this, either!\Whoa!\Hey! Why'd you put it in my room? response:	I texted you.
context: Hey.\She just got her license.\She can't wait to drive someone around.\Tee hee.\Good grief. I never signed up for this, either!\Whoa!\Hey! Why'd you put it in my room?\I texted you. response:	It might get attacked if it's outside.
context: She just got her license.\She can't wait to drive someone around.\Tee hee.\Good grief. I never signed up for this, either!\Whoa!\Hey! Why'd you put it in my room?\I texted you.\It might get attacked if it's outside. response:	Keep the two of them in your room, then.
context: She can't wait to drive someone around.\Tee hee.\Good grief. I never signed up for this, either!\Whoa!\Hey! Why'd you put it in my room?\I texted you.\It might get attacked if it's outside.\Keep the two of them in your room, then. response:	And I told you I can't check my messages during lessons.
context: Tee hee.\Good grief. I never signed up for this, either!\Whoa!\Hey! Why'd you put it in my room?\I texted you.\It might get attacked if it's outside.\Keep the two of them in your room, then.\And I told you I can't check my messages during lessons. response:	Don't be so mean. They aren't in their familiar environment.
context: Good grief. I never signed up for this, either!\Whoa!\Hey! Why'd you put it in my room?\I texted you.\It might get attacked if it's outside.\Keep the two of them in your room, then.\And I told you I can't check my messages during lessons.\Don't be so mean. They aren't in their familiar environment. response:	By the way,
context: Whoa!\Hey! Why'd you put it in my room?\I texted you.\It might get attacked if it's outside.\Keep the two of them in your room, then.\And I told you I can't check my messages during lessons.\Don't be so mean. They aren't in their familiar environment.\By the way, response:	you should learn how to count chickens.
context: Hey! Why'd you put it in my room?\I texted you.\It might get attacked if it's outside.\Keep the two of them in your room, then.\And I told you I can't check my messages during lessons.\Don't be so mean. They aren't in their familiar environment.\By the way,\you should learn how to count chickens. response:	This is another favor for Touko, isn't it?
context: I texted you.\It might get attacked if it's outside.\Keep the two of them in your room, then.\And I told you I can't check my messages during lessons.\Don't be so mean. They aren't in their familiar environment.\By the way,\you should learn how to count chickens.\This is another favor for Touko, isn't it? response:	You always do everything Touko asks you to.
context: It might get attacked if it's outside.\Keep the two of them in your room, then.\And I told you I can't check my messages during lessons.\Don't be so mean. They aren't in their familiar environment.\By the way,\you should learn how to count chickens.\This is another favor for Touko, isn't it?\You always do everything Touko asks you to. response:	It's not like that.
context: Keep the two of them in your room, then.\And I told you I can't check my messages during lessons.\Don't be so mean. They aren't in their familiar environment.\By the way,\you should learn how to count chickens.\This is another favor for Touko, isn't it?\You always do everything Touko asks you to.\It's not like that. response:	I haven't had ramune in forever.
context: And I told you I can't check my messages during lessons.\Don't be so mean. They aren't in their familiar environment.\By the way,\you should learn how to count chickens.\This is another favor for Touko, isn't it?\You always do everything Touko asks you to.\It's not like that.\I haven't had ramune in forever. response:	Open it.
context: Don't be so mean. They aren't in their familiar environment.\By the way,\you should learn how to count chickens.\This is another favor for Touko, isn't it?\You always do everything Touko asks you to.\It's not like that.\I haven't had ramune in forever.\Open it. response:	Do it yourself. Learn from Touko.
context: By the way,\you should learn how to count chickens.\This is another favor for Touko, isn't it?\You always do everything Touko asks you to.\It's not like that.\I haven't had ramune in forever.\Open it.\Do it yourself. Learn from Touko. response:	Just do it.
context: you should learn how to count chickens.\This is another favor for Touko, isn't it?\You always do everything Touko asks you to.\It's not like that.\I haven't had ramune in forever.\Open it.\Do it yourself. Learn from Touko.\Just do it. response:	I've...
context: This is another favor for Touko, isn't it?\You always do everything Touko asks you to.\It's not like that.\I haven't had ramune in forever.\Open it.\Do it yourself. Learn from Touko.\Just do it.\I've... response:	always wanted chickens.
context: You always do everything Touko asks you to.\It's not like that.\I haven't had ramune in forever.\Open it.\Do it yourself. Learn from Touko.\Just do it.\I've...\always wanted chickens. response:	Yuki,
context: It's not like that.\I haven't had ramune in forever.\Open it.\Do it yourself. Learn from Touko.\Just do it.\I've...\always wanted chickens.\Yuki, response:	if Touko told you to die,
context: I haven't had ramune in forever.\Open it.\Do it yourself. Learn from Touko.\Just do it.\I've...\always wanted chickens.\Yuki,\if Touko told you to die, response:	would you?
context: Open it.\Do it yourself. Learn from Touko.\Just do it.\I've...\always wanted chickens.\Yuki,\if Touko told you to die,\would you? response:	She... wouldn't say that.
context: Do it yourself. Learn from Touko.\Just do it.\I've...\always wanted chickens.\Yuki,\if Touko told you to die,\would you?\She... wouldn't say that. response:	I know she wouldn't.
context: Just do it.\I've...\always wanted chickens.\Yuki,\if Touko told you to die,\would you?\She... wouldn't say that.\I know she wouldn't. response:	I know! Let's have hot pot today.
context: I've...\always wanted chickens.\Yuki,\if Touko told you to die,\would you?\She... wouldn't say that.\I know she wouldn't.\I know! Let's have hot pot today. response:	Hot pot in the summer. Perfect.
context: always wanted chickens.\Yuki,\if Touko told you to die,\would you?\She... wouldn't say that.\I know she wouldn't.\I know! Let's have hot pot today.\Hot pot in the summer. Perfect. response:	Jonathan,
context: Yuki,\if Touko told you to die,\would you?\She... wouldn't say that.\I know she wouldn't.\I know! Let's have hot pot today.\Hot pot in the summer. Perfect.\Jonathan, response:	are you happy right now?
context: if Touko told you to die,\would you?\She... wouldn't say that.\I know she wouldn't.\I know! Let's have hot pot today.\Hot pot in the summer. Perfect.\Jonathan,\are you happy right now? response:	How do you want to live?
context: would you?\She... wouldn't say that.\I know she wouldn't.\I know! Let's have hot pot today.\Hot pot in the summer. Perfect.\Jonathan,\are you happy right now?\How do you want to live? response:	Am I keeping you safe?
context: She... wouldn't say that.\I know she wouldn't.\I know! Let's have hot pot today.\Hot pot in the summer. Perfect.\Jonathan,\are you happy right now?\How do you want to live?\Am I keeping you safe? response:	Dinner, Onee-chan.
context: I know she wouldn't.\I know! Let's have hot pot today.\Hot pot in the summer. Perfect.\Jonathan,\are you happy right now?\How do you want to live?\Am I keeping you safe?\Dinner, Onee-chan. response:	O-Okay!
context: I know! Let's have hot pot today.\Hot pot in the summer. Perfect.\Jonathan,\are you happy right now?\How do you want to live?\Am I keeping you safe?\Dinner, Onee-chan.\O-Okay! response:	It's mid-summer. Why chicken hot pot?
context: Hot pot in the summer. Perfect.\Jonathan,\are you happy right now?\How do you want to live?\Am I keeping you safe?\Dinner, Onee-chan.\O-Okay!\It's mid-summer. Why chicken hot pot? response:	Have you considered how hot it is?
context: Jonathan,\are you happy right now?\How do you want to live?\Am I keeping you safe?\Dinner, Onee-chan.\O-Okay!\It's mid-summer. Why chicken hot pot?\Have you considered how hot it is? response:	I just had a craving.
context: are you happy right now?\How do you want to live?\Am I keeping you safe?\Dinner, Onee-chan.\O-Okay!\It's mid-summer. Why chicken hot pot?\Have you considered how hot it is?\I just had a craving. response:	It looks good.
context: How do you want to live?\Am I keeping you safe?\Dinner, Onee-chan.\O-Okay!\It's mid-summer. Why chicken hot pot?\Have you considered how hot it is?\I just had a craving.\It looks good. response:	Come on, Touko.
context: Am I keeping you safe?\Dinner, Onee-chan.\O-Okay!\It's mid-summer. Why chicken hot pot?\Have you considered how hot it is?\I just had a craving.\It looks good.\Come on, Touko. response:	Let's eat!
context: Dinner, Onee-chan.\O-Okay!\It's mid-summer. Why chicken hot pot?\Have you considered how hot it is?\I just had a craving.\It looks good.\Come on, Touko.\Let's eat! response:	Why did you just randomly bring home a chicken?
context: O-Okay!\It's mid-summer. Why chicken hot pot?\Have you considered how hot it is?\I just had a craving.\It looks good.\Come on, Touko.\Let's eat!\Why did you just randomly bring home a chicken? response:	Why?
context: It's mid-summer. Why chicken hot pot?\Have you considered how hot it is?\I just had a craving.\It looks good.\Come on, Touko.\Let's eat!\Why did you just randomly bring home a chicken?\Why? response:	Well, It was just impulse.
context: Have you considered how hot it is?\I just had a craving.\It looks good.\Come on, Touko.\Let's eat!\Why did you just randomly bring home a chicken?\Why?\Well, It was just impulse. response:	I don't know if I should have.
context: I just had a craving.\It looks good.\Come on, Touko.\Let's eat!\Why did you just randomly bring home a chicken?\Why?\Well, It was just impulse.\I don't know if I should have. response:	I got everyone involved, too.
context: It looks good.\Come on, Touko.\Let's eat!\Why did you just randomly bring home a chicken?\Why?\Well, It was just impulse.\I don't know if I should have.\I got everyone involved, too. response:	And it doesn't even solve the problem.
context: Come on, Touko.\Let's eat!\Why did you just randomly bring home a chicken?\Why?\Well, It was just impulse.\I don't know if I should have.\I got everyone involved, too.\And it doesn't even solve the problem. response:	There's no difference between putting him in a room and putting him in a coop.
context: Let's eat!\Why did you just randomly bring home a chicken?\Why?\Well, It was just impulse.\I don't know if I should have.\I got everyone involved, too.\And it doesn't even solve the problem.\There's no difference between putting him in a room and putting him in a coop. response:	What does Jonathan even think of all this?
context: Why did you just randomly bring home a chicken?\Why?\Well, It was just impulse.\I don't know if I should have.\I got everyone involved, too.\And it doesn't even solve the problem.\There's no difference between putting him in a room and putting him in a coop.\What does Jonathan even think of all this? response:	Ah, I guess I fooled myself into
context: Why?\Well, It was just impulse.\I don't know if I should have.\I got everyone involved, too.\And it doesn't even solve the problem.\There's no difference between putting him in a room and putting him in a coop.\What does Jonathan even think of all this?\Ah, I guess I fooled myself into response:	thinking I knew what Jonathan wanted.
context: Well, It was just impulse.\I don't know if I should have.\I got everyone involved, too.\And it doesn't even solve the problem.\There's no difference between putting him in a room and putting him in a coop.\What does Jonathan even think of all this?\Ah, I guess I fooled myself into\thinking I knew what Jonathan wanted. response:	We got some good chicken today.
context: I don't know if I should have.\I got everyone involved, too.\And it doesn't even solve the problem.\There's no difference between putting him in a room and putting him in a coop.\What does Jonathan even think of all this?\Ah, I guess I fooled myself into\thinking I knew what Jonathan wanted.\We got some good chicken today. response:	Huh?!
context: I got everyone involved, too.\And it doesn't even solve the problem.\There's no difference between putting him in a room and putting him in a coop.\What does Jonathan even think of all this?\Ah, I guess I fooled myself into\thinking I knew what Jonathan wanted.\We got some good chicken today.\Huh?! response:	Speaking of chicken, I remember my first date with Ken-chan.
context: And it doesn't even solve the problem.\There's no difference between putting him in a room and putting him in a coop.\What does Jonathan even think of all this?\Ah, I guess I fooled myself into\thinking I knew what Jonathan wanted.\We got some good chicken today.\Huh?!\Speaking of chicken, I remember my first date with Ken-chan. response:	What happened?
context: There's no difference between putting him in a room and putting him in a coop.\What does Jonathan even think of all this?\Ah, I guess I fooled myself into\thinking I knew what Jonathan wanted.\We got some good chicken today.\Huh?!\Speaking of chicken, I remember my first date with Ken-chan.\What happened? response:	It was our first date, and he was late.
context: What does Jonathan even think of all this?\Ah, I guess I fooled myself into\thinking I knew what Jonathan wanted.\We got some good chicken today.\Huh?!\Speaking of chicken, I remember my first date with Ken-chan.\What happened?\It was our first date, and he was late. response:	You were the late one. Two hours late.
context: Ah, I guess I fooled myself into\thinking I knew what Jonathan wanted.\We got some good chicken today.\Huh?!\Speaking of chicken, I remember my first date with Ken-chan.\What happened?\It was our first date, and he was late.\You were the late one. Two hours late. response:	Huh? I asked you if you waited, and you said I just got here.
context: thinking I knew what Jonathan wanted.\We got some good chicken today.\Huh?!\Speaking of chicken, I remember my first date with Ken-chan.\What happened?\It was our first date, and he was late.\You were the late one. Two hours late.\Huh? I asked you if you waited, and you said I just got here. response:	W-Well, you know...
context: We got some good chicken today.\Huh?!\Speaking of chicken, I remember my first date with Ken-chan.\What happened?\It was our first date, and he was late.\You were the late one. Two hours late.\Huh? I asked you if you waited, and you said I just got here.\W-Well, you know... response:	So what does that have to do with chickens?
context: Huh?!\Speaking of chicken, I remember my first date with Ken-chan.\What happened?\It was our first date, and he was late.\You were the late one. Two hours late.\Huh? I asked you if you waited, and you said I just got here.\W-Well, you know...\So what does that have to do with chickens? response:	Well, I got caught up copying a
context: Speaking of chicken, I remember my first date with Ken-chan.\What happened?\It was our first date, and he was late.\You were the late one. Two hours late.\Huh? I asked you if you waited, and you said I just got here.\W-Well, you know...\So what does that have to do with chickens?\Well, I got caught up copying a response:	Jakuchuu chicken painting.
context: What happened?\It was our first date, and he was late.\You were the late one. Two hours late.\Huh? I asked you if you waited, and you said I just got here.\W-Well, you know...\So what does that have to do with chickens?\Well, I got caught up copying a\Jakuchuu chicken painting. response:	Why would you paint a chicken before your first date?
context: It was our first date, and he was late.\You were the late one. Two hours late.\Huh? I asked you if you waited, and you said I just got here.\W-Well, you know...\So what does that have to do with chickens?\Well, I got caught up copying a\Jakuchuu chicken painting.\Why would you paint a chicken before your first date? response:	Aren't there more important things to do?
context: You were the late one. Two hours late.\Huh? I asked you if you waited, and you said I just got here.\W-Well, you know...\So what does that have to do with chickens?\Well, I got caught up copying a\Jakuchuu chicken painting.\Why would you paint a chicken before your first date?\Aren't there more important things to do? response:	It's your first, after all.
context: Huh? I asked you if you waited, and you said I just got here.\W-Well, you know...\So what does that have to do with chickens?\Well, I got caught up copying a\Jakuchuu chicken painting.\Why would you paint a chicken before your first date?\Aren't there more important things to do?\It's your first, after all. response:	You're so naive, Hina.
context: W-Well, you know...\So what does that have to do with chickens?\Well, I got caught up copying a\Jakuchuu chicken painting.\Why would you paint a chicken before your first date?\Aren't there more important things to do?\It's your first, after all.\You're so naive, Hina. response:	So you're less interested in Dad than you are in chickens?
context: So what does that have to do with chickens?\Well, I got caught up copying a\Jakuchuu chicken painting.\Why would you paint a chicken before your first date?\Aren't there more important things to do?\It's your first, after all.\You're so naive, Hina.\So you're less interested in Dad than you are in chickens? response:	Oh, my.
context: Well, I got caught up copying a\Jakuchuu chicken painting.\Why would you paint a chicken before your first date?\Aren't there more important things to do?\It's your first, after all.\You're so naive, Hina.\So you're less interested in Dad than you are in chickens?\Oh, my. response:	Let's go somewhere Sachi can go next time.
context: Jakuchuu chicken painting.\Why would you paint a chicken before your first date?\Aren't there more important things to do?\It's your first, after all.\You're so naive, Hina.\So you're less interested in Dad than you are in chickens?\Oh, my.\Let's go somewhere Sachi can go next time. response:	Yeah.
context: Why would you paint a chicken before your first date?\Aren't there more important things to do?\It's your first, after all.\You're so naive, Hina.\So you're less interested in Dad than you are in chickens?\Oh, my.\Let's go somewhere Sachi can go next time.\Yeah. response:	We went hiking together last year, didn't we?
context: Aren't there more important things to do?\It's your first, after all.\You're so naive, Hina.\So you're less interested in Dad than you are in chickens?\Oh, my.\Let's go somewhere Sachi can go next time.\Yeah.\We went hiking together last year, didn't we? response:	Yeah?
context: It's your first, after all.\You're so naive, Hina.\So you're less interested in Dad than you are in chickens?\Oh, my.\Let's go somewhere Sachi can go next time.\Yeah.\We went hiking together last year, didn't we?\Yeah? response:	Okay.
context: You're so naive, Hina.\So you're less interested in Dad than you are in chickens?\Oh, my.\Let's go somewhere Sachi can go next time.\Yeah.\We went hiking together last year, didn't we?\Yeah?\Okay. response:	We can't let the festival end just yet.
context: So you're less interested in Dad than you are in chickens?\Oh, my.\Let's go somewhere Sachi can go next time.\Yeah.\We went hiking together last year, didn't we?\Yeah?\Okay.\We can't let the festival end just yet. response:	That again.
context: Oh, my.\Let's go somewhere Sachi can go next time.\Yeah.\We went hiking together last year, didn't we?\Yeah?\Okay.\We can't let the festival end just yet.\That again. response:	Thank you for waiting.
context: Let's go somewhere Sachi can go next time.\Yeah.\We went hiking together last year, didn't we?\Yeah?\Okay.\We can't let the festival end just yet.\That again.\Thank you for waiting. response:	It's a bit late to get ready now, so, tomorrow?
context: Yeah.\We went hiking together last year, didn't we?\Yeah?\Okay.\We can't let the festival end just yet.\That again.\Thank you for waiting.\It's a bit late to get ready now, so, tomorrow? response:	You're always so spontaneous.
context: We went hiking together last year, didn't we?\Yeah?\Okay.\We can't let the festival end just yet.\That again.\Thank you for waiting.\It's a bit late to get ready now, so, tomorrow?\You're always so spontaneous. response:	I'm never taking care of chickens again.
context: Yeah?\Okay.\We can't let the festival end just yet.\That again.\Thank you for waiting.\It's a bit late to get ready now, so, tomorrow?\You're always so spontaneous.\I'm never taking care of chickens again. response:	Never, ever.
context: Okay.\We can't let the festival end just yet.\That again.\Thank you for waiting.\It's a bit late to get ready now, so, tomorrow?\You're always so spontaneous.\I'm never taking care of chickens again.\Never, ever. response:	Seriously, you're unbelievable.
context: We can't let the festival end just yet.\That again.\Thank you for waiting.\It's a bit late to get ready now, so, tomorrow?\You're always so spontaneous.\I'm never taking care of chickens again.\Never, ever.\Seriously, you're unbelievable. response:	Sorry.
context: That again.\Thank you for waiting.\It's a bit late to get ready now, so, tomorrow?\You're always so spontaneous.\I'm never taking care of chickens again.\Never, ever.\Seriously, you're unbelievable.\Sorry. response:	They were cute, weren't they?
context: Thank you for waiting.\It's a bit late to get ready now, so, tomorrow?\You're always so spontaneous.\I'm never taking care of chickens again.\Never, ever.\Seriously, you're unbelievable.\Sorry.\They were cute, weren't they? response:	A giant tanuki might have gotten
context: It's a bit late to get ready now, so, tomorrow?\You're always so spontaneous.\I'm never taking care of chickens again.\Never, ever.\Seriously, you're unbelievable.\Sorry.\They were cute, weren't they?\A giant tanuki might have gotten response:	them if we hadn't taken them in.
context: You're always so spontaneous.\I'm never taking care of chickens again.\Never, ever.\Seriously, you're unbelievable.\Sorry.\They were cute, weren't they?\A giant tanuki might have gotten\them if we hadn't taken them in. response:	What? Where the heck do giant tanuki even live?
context: I'm never taking care of chickens again.\Never, ever.\Seriously, you're unbelievable.\Sorry.\They were cute, weren't they?\A giant tanuki might have gotten\them if we hadn't taken them in.\What? Where the heck do giant tanuki even live? response:	Touche.
context: Never, ever.\Seriously, you're unbelievable.\Sorry.\They were cute, weren't they?\A giant tanuki might have gotten\them if we hadn't taken them in.\What? Where the heck do giant tanuki even live?\Touche. response:	It's because Yuki let them in my room in the first place.
context: Seriously, you're unbelievable.\Sorry.\They were cute, weren't they?\A giant tanuki might have gotten\them if we hadn't taken them in.\What? Where the heck do giant tanuki even live?\Touche.\It's because Yuki let them in my room in the first place. response:	Come on, you don't even know how to count them.
context: Sorry.\They were cute, weren't they?\A giant tanuki might have gotten\them if we hadn't taken them in.\What? Where the heck do giant tanuki even live?\Touche.\It's because Yuki let them in my room in the first place.\Come on, you don't even know how to count them. response:	I do, too.
context: They were cute, weren't they?\A giant tanuki might have gotten\them if we hadn't taken them in.\What? Where the heck do giant tanuki even live?\Touche.\It's because Yuki let them in my room in the first place.\Come on, you don't even know how to count them.\I do, too. response:	Tell me, then.
context: A giant tanuki might have gotten\them if we hadn't taken them in.\What? Where the heck do giant tanuki even live?\Touche.\It's because Yuki let them in my room in the first place.\Come on, you don't even know how to count them.\I do, too.\Tell me, then. response:	Chickens really do crow in the morning, huh?
context: them if we hadn't taken them in.\What? Where the heck do giant tanuki even live?\Touche.\It's because Yuki let them in my room in the first place.\Come on, you don't even know how to count them.\I do, too.\Tell me, then.\Chickens really do crow in the morning, huh? response:	They didn't lay any eggs.
context: What? Where the heck do giant tanuki even live?\Touche.\It's because Yuki let them in my room in the first place.\Come on, you don't even know how to count them.\I do, too.\Tell me, then.\Chickens really do crow in the morning, huh?\They didn't lay any eggs. response:	I wonder if zoo animals are happy.
context: Touche.\It's because Yuki let them in my room in the first place.\Come on, you don't even know how to count them.\I do, too.\Tell me, then.\Chickens really do crow in the morning, huh?\They didn't lay any eggs.\I wonder if zoo animals are happy. response:	So,
context: It's because Yuki let them in my room in the first place.\Come on, you don't even know how to count them.\I do, too.\Tell me, then.\Chickens really do crow in the morning, huh?\They didn't lay any eggs.\I wonder if zoo animals are happy.\So, response:	what made you decide to take them in?
context: Come on, you don't even know how to count them.\I do, too.\Tell me, then.\Chickens really do crow in the morning, huh?\They didn't lay any eggs.\I wonder if zoo animals are happy.\So,\what made you decide to take them in? response:	Um... A transfer student...
context: I do, too.\Tell me, then.\Chickens really do crow in the morning, huh?\They didn't lay any eggs.\I wonder if zoo animals are happy.\So,\what made you decide to take them in?\Um... A transfer student... response:	He's a third year, and looks like David...
context: Tell me, then.\Chickens really do crow in the morning, huh?\They didn't lay any eggs.\I wonder if zoo animals are happy.\So,\what made you decide to take them in?\Um... A transfer student...\He's a third year, and looks like David... response:	You mean me?
context: Chickens really do crow in the morning, huh?\They didn't lay any eggs.\I wonder if zoo animals are happy.\So,\what made you decide to take them in?\Um... A transfer student...\He's a third year, and looks like David...\You mean me? response:	What a surprise.
context: They didn't lay any eggs.\I wonder if zoo animals are happy.\So,\what made you decide to take them in?\Um... A transfer student...\He's a third year, and looks like David...\You mean me?\What a surprise. response:	I'll introduce him.
context: I wonder if zoo animals are happy.\So,\what made you decide to take them in?\Um... A transfer student...\He's a third year, and looks like David...\You mean me?\What a surprise.\I'll introduce him. response:	Um, his name is...
context: So,\what made you decide to take them in?\Um... A transfer student...\He's a third year, and looks like David...\You mean me?\What a surprise.\I'll introduce him.\Um, his name is... response:	Okikura.
context: what made you decide to take them in?\Um... A transfer student...\He's a third year, and looks like David...\You mean me?\What a surprise.\I'll introduce him.\Um, his name is...\Okikura. response:	David Okikura?
context: Um... A transfer student...\He's a third year, and looks like David...\You mean me?\What a surprise.\I'll introduce him.\Um, his name is...\Okikura.\David Okikura? response:	I thought I was doing the right thing for Jonathan...
context: He's a third year, and looks like David...\You mean me?\What a surprise.\I'll introduce him.\Um, his name is...\Okikura.\David Okikura?\I thought I was doing the right thing for Jonathan... response:	And who are you, exactly?
context: You mean me?\What a surprise.\I'll introduce him.\Um, his name is...\Okikura.\David Okikura?\I thought I was doing the right thing for Jonathan...\And who are you, exactly? response:	I figured there'd be guys, but...
context: What a surprise.\I'll introduce him.\Um, his name is...\Okikura.\David Okikura?\I thought I was doing the right thing for Jonathan...\And who are you, exactly?\I figured there'd be guys, but... response:	What's with you?
context: I'll introduce him.\Um, his name is...\Okikura.\David Okikura?\I thought I was doing the right thing for Jonathan...\And who are you, exactly?\I figured there'd be guys, but...\What's with you? response:	Touko, I saw
context: Um, his name is...\Okikura.\David Okikura?\I thought I was doing the right thing for Jonathan...\And who are you, exactly?\I figured there'd be guys, but...\What's with you?\Touko, I saw response:	what you saw that day.
context: Okikura.\David Okikura?\I thought I was doing the right thing for Jonathan...\And who are you, exactly?\I figured there'd be guys, but...\What's with you?\Touko, I saw\what you saw that day. response:	I think I'll ask him out.
context: David Okikura?\I thought I was doing the right thing for Jonathan...\And who are you, exactly?\I figured there'd be guys, but...\What's with you?\Touko, I saw\what you saw that day.\I think I'll ask him out. response:	He didn't pull anything weird, did he?
context: I thought I was doing the right thing for Jonathan...\And who are you, exactly?\I figured there'd be guys, but...\What's with you?\Touko, I saw\what you saw that day.\I think I'll ask him out.\He didn't pull anything weird, did he? response:	He did?
context: And who are you, exactly?\I figured there'd be guys, but...\What's with you?\Touko, I saw\what you saw that day.\I think I'll ask him out.\He didn't pull anything weird, did he?\He did? response:	What?
