context: Why is Lancer helping them? response:	What is it, Caster?
context: No argument there.\But that isn't a certain path to victory.\You have a fatal lack of pride in your sword skills.\Yes.\Unfortunately, I am devoid of pride.\But why does that bother you?\Does it dishonor all heroes?\Don't make me laugh, Lancer. response:	Dishonor can be washed away with success.
context: But that isn't a certain path to victory.\You have a fatal lack of pride in your sword skills.\Yes.\Unfortunately, I am devoid of pride.\But why does that bother you?\Does it dishonor all heroes?\Don't make me laugh, Lancer.\Dishonor can be washed away with success. response:	Feed your leftover pride to that dog.
context: You have a fatal lack of pride in your sword skills.\Yes.\Unfortunately, I am devoid of pride.\But why does that bother you?\Does it dishonor all heroes?\Don't make me laugh, Lancer.\Dishonor can be washed away with success.\Feed your leftover pride to that dog. response:	Did you just call her a dog, Archer?
context: Yes.\Unfortunately, I am devoid of pride.\But why does that bother you?\Does it dishonor all heroes?\Don't make me laugh, Lancer.\Dishonor can be washed away with success.\Feed your leftover pride to that dog.\Did you just call her a dog, Archer? response:	It's the truth, Cu Chulainn.
context: Unfortunately, I am devoid of pride.\But why does that bother you?\Does it dishonor all heroes?\Don't make me laugh, Lancer.\Dishonor can be washed away with success.\Feed your leftover pride to that dog.\Did you just call her a dog, Archer?\It's the truth, Cu Chulainn. response:	If you have a hero's pride, cast it aside while you still can.
context: But why does that bother you?\Does it dishonor all heroes?\Don't make me laugh, Lancer.\Dishonor can be washed away with success.\Feed your leftover pride to that dog.\Did you just call her a dog, Archer?\It's the truth, Cu Chulainn.\If you have a hero's pride, cast it aside while you still can. response:	Well said.
context: Does it dishonor all heroes?\Don't make me laugh, Lancer.\Dishonor can be washed away with success.\Feed your leftover pride to that dog.\Did you just call her a dog, Archer?\It's the truth, Cu Chulainn.\If you have a hero's pride, cast it aside while you still can.\Well said. response:	Then you first.
context: Don't make me laugh, Lancer.\Dishonor can be washed away with success.\Feed your leftover pride to that dog.\Did you just call her a dog, Archer?\It's the truth, Cu Chulainn.\If you have a hero's pride, cast it aside while you still can.\Well said.\Then you first. response:	You've heard of my spear's special ability, haven't you, Archer?
context: Dishonor can be washed away with success.\Feed your leftover pride to that dog.\Did you just call her a dog, Archer?\It's the truth, Cu Chulainn.\If you have a hero's pride, cast it aside while you still can.\Well said.\Then you first.\You've heard of my spear's special ability, haven't you, Archer? response:	Of course.
context: Feed your leftover pride to that dog.\Did you just call her a dog, Archer?\It's the truth, Cu Chulainn.\If you have a hero's pride, cast it aside while you still can.\Well said.\Then you first.\You've heard of my spear's special ability, haven't you, Archer?\Of course. response:	It has a cunning curse that reverses cause and effect.
context: Did you just call her a dog, Archer?\It's the truth, Cu Chulainn.\If you have a hero's pride, cast it aside while you still can.\Well said.\Then you first.\You've heard of my spear's special ability, haven't you, Archer?\Of course.\It has a cunning curse that reverses cause and effect. response:	It's certainly fearsome, but unless you get close, it's nothing but a sharp stinger.
context: It's the truth, Cu Chulainn.\If you have a hero's pride, cast it aside while you still can.\Well said.\Then you first.\You've heard of my spear's special ability, haven't you, Archer?\Of course.\It has a cunning curse that reverses cause and effect.\It's certainly fearsome, but unless you get close, it's nothing but a sharp stinger. response:	True.
context: If you have a hero's pride, cast it aside while you still can.\Well said.\Then you first.\You've heard of my spear's special ability, haven't you, Archer?\Of course.\It has a cunning curse that reverses cause and effect.\It's certainly fearsome, but unless you get close, it's nothing but a sharp stinger.\True. response:	But spears can also be used like this.
context: Well said.\Then you first.\You've heard of my spear's special ability, haven't you, Archer?\Of course.\It has a cunning curse that reverses cause and effect.\It's certainly fearsome, but unless you get close, it's nothing but a sharp stinger.\True.\But spears can also be used like this. response:	Here it comes.
context: Then you first.\You've heard of my spear's special ability, haven't you, Archer?\Of course.\It has a cunning curse that reverses cause and effect.\It's certainly fearsome, but unless you get close, it's nothing but a sharp stinger.\True.\But spears can also be used like this.\Here it comes. response:	Accept my blow as a gift for one about to die.
context: You've heard of my spear's special ability, haven't you, Archer?\Of course.\It has a cunning curse that reverses cause and effect.\It's certainly fearsome, but unless you get close, it's nothing but a sharp stinger.\True.\But spears can also be used like this.\Here it comes.\Accept my blow as a gift for one about to die. response:	I'm well aware...
context: Of course.\It has a cunning curse that reverses cause and effect.\It's certainly fearsome, but unless you get close, it's nothing but a sharp stinger.\True.\But spears can also be used like this.\Here it comes.\Accept my blow as a gift for one about to die.\I'm well aware... response:	Gae Bolg, the spear whose curse kills with a single blow.
context: It has a cunning curse that reverses cause and effect.\It's certainly fearsome, but unless you get close, it's nothing but a sharp stinger.\True.\But spears can also be used like this.\Here it comes.\Accept my blow as a gift for one about to die.\I'm well aware...\Gae Bolg, the spear whose curse kills with a single blow. response:	I know that when thrown, it is an anti-army Noble Phantasm.
context: It's certainly fearsome, but unless you get close, it's nothing but a sharp stinger.\True.\But spears can also be used like this.\Here it comes.\Accept my blow as a gift for one about to die.\I'm well aware...\Gae Bolg, the spear whose curse kills with a single blow.\I know that when thrown, it is an anti-army Noble Phantasm. response:	It strikes for the heart.
context: True.\But spears can also be used like this.\Here it comes.\Accept my blow as a gift for one about to die.\I'm well aware...\Gae Bolg, the spear whose curse kills with a single blow.\I know that when thrown, it is an anti-army Noble Phantasm.\It strikes for the heart. response:	Careful aim is crucial.
context: But spears can also be used like this.\Here it comes.\Accept my blow as a gift for one about to die.\I'm well aware...\Gae Bolg, the spear whose curse kills with a single blow.\I know that when thrown, it is an anti-army Noble Phantasm.\It strikes for the heart.\Careful aim is crucial. response:	In which case, taking the blow head-on is the only way.
context: Here it comes.\Accept my blow as a gift for one about to die.\I'm well aware...\Gae Bolg, the spear whose curse kills with a single blow.\I know that when thrown, it is an anti-army Noble Phantasm.\It strikes for the heart.\Careful aim is crucial.\In which case, taking the blow head-on is the only way. response:	Gae Bolg!
context: Accept my blow as a gift for one about to die.\I'm well aware...\Gae Bolg, the spear whose curse kills with a single blow.\I know that when thrown, it is an anti-army Noble Phantasm.\It strikes for the heart.\Careful aim is crucial.\In which case, taking the blow head-on is the only way.\Gae Bolg! response:	I am the bone of my sword...
context: I'm well aware...\Gae Bolg, the spear whose curse kills with a single blow.\I know that when thrown, it is an anti-army Noble Phantasm.\It strikes for the heart.\Careful aim is crucial.\In which case, taking the blow head-on is the only way.\Gae Bolg!\I am the bone of my sword... response:	Rho Aias!
context: Gae Bolg, the spear whose curse kills with a single blow.\I know that when thrown, it is an anti-army Noble Phantasm.\It strikes for the heart.\Careful aim is crucial.\In which case, taking the blow head-on is the only way.\Gae Bolg!\I am the bone of my sword...\Rho Aias! response:	Son of a...
context: I know that when thrown, it is an anti-army Noble Phantasm.\It strikes for the heart.\Careful aim is crucial.\In which case, taking the blow head-on is the only way.\Gae Bolg!\I am the bone of my sword...\Rho Aias!\Son of a... response:	Not even Aias,
context: It strikes for the heart.\Careful aim is crucial.\In which case, taking the blow head-on is the only way.\Gae Bolg!\I am the bone of my sword...\Rho Aias!\Son of a...\Not even Aias, response:	which deflected the Trojan War's great hero's throws, can take this?
context: Careful aim is crucial.\In which case, taking the blow head-on is the only way.\Gae Bolg!\I am the bone of my sword...\Rho Aias!\Son of a...\Not even Aias,\which deflected the Trojan War's great hero's throws, can take this? response:	I'm surprised.
context: In which case, taking the blow head-on is the only way.\Gae Bolg!\I am the bone of my sword...\Rho Aias!\Son of a...\Not even Aias,\which deflected the Trojan War's great hero's throws, can take this?\I'm surprised. response:	To think there is a spear that can penetrate Rho Aias...
context: Gae Bolg!\I am the bone of my sword...\Rho Aias!\Son of a...\Not even Aias,\which deflected the Trojan War's great hero's throws, can take this?\I'm surprised.\To think there is a spear that can penetrate Rho Aias... response:	What you have is mightier than even the original Gungnir.
context: I am the bone of my sword...\Rho Aias!\Son of a...\Not even Aias,\which deflected the Trojan War's great hero's throws, can take this?\I'm surprised.\To think there is a spear that can penetrate Rho Aias...\What you have is mightier than even the original Gungnir. response:	Who the hell are you?
context: Rho Aias!\Son of a...\Not even Aias,\which deflected the Trojan War's great hero's throws, can take this?\I'm surprised.\To think there is a spear that can penetrate Rho Aias...\What you have is mightier than even the original Gungnir.\Who the hell are you? response:	Just a simple bowman.
context: Son of a...\Not even Aias,\which deflected the Trojan War's great hero's throws, can take this?\I'm surprised.\To think there is a spear that can penetrate Rho Aias...\What you have is mightier than even the original Gungnir.\Who the hell are you?\Just a simple bowman. response:	Bull.
context: Not even Aias,\which deflected the Trojan War's great hero's throws, can take this?\I'm surprised.\To think there is a spear that can penetrate Rho Aias...\What you have is mightier than even the original Gungnir.\Who the hell are you?\Just a simple bowman.\Bull. response:	Do bowmen have shields that can withstand a Noble Phantasm?
context: which deflected the Trojan War's great hero's throws, can take this?\I'm surprised.\To think there is a spear that can penetrate Rho Aias...\What you have is mightier than even the original Gungnir.\Who the hell are you?\Just a simple bowman.\Bull.\Do bowmen have shields that can withstand a Noble Phantasm? response:	Under the right circumstances, they might.
context: I'm surprised.\To think there is a spear that can penetrate Rho Aias...\What you have is mightier than even the original Gungnir.\Who the hell are you?\Just a simple bowman.\Bull.\Do bowmen have shields that can withstand a Noble Phantasm?\Under the right circumstances, they might. response:	But you can see that it didn't entirely work.
context: To think there is a spear that can penetrate Rho Aias...\What you have is mightier than even the original Gungnir.\Who the hell are you?\Just a simple bowman.\Bull.\Do bowmen have shields that can withstand a Noble Phantasm?\Under the right circumstances, they might.\But you can see that it didn't entirely work. response:	Even though I expended most of my mana,
context: What you have is mightier than even the original Gungnir.\Who the hell are you?\Just a simple bowman.\Bull.\Do bowmen have shields that can withstand a Noble Phantasm?\Under the right circumstances, they might.\But you can see that it didn't entirely work.\Even though I expended most of my mana, response:	one of my arms is useless, and my Aias was completely destroyed.
context: Who the hell are you?\Just a simple bowman.\Bull.\Do bowmen have shields that can withstand a Noble Phantasm?\Under the right circumstances, they might.\But you can see that it didn't entirely work.\Even though I expended most of my mana,\one of my arms is useless, and my Aias was completely destroyed. response:	Damn it... That was the most powerful defense I had.
context: Just a simple bowman.\Bull.\Do bowmen have shields that can withstand a Noble Phantasm?\Under the right circumstances, they might.\But you can see that it didn't entirely work.\Even though I expended most of my mana,\one of my arms is useless, and my Aias was completely destroyed.\Damn it... That was the most powerful defense I had. response:	But enough about that, Lancer. Have you noticed?
context: Bull.\Do bowmen have shields that can withstand a Noble Phantasm?\Under the right circumstances, they might.\But you can see that it didn't entirely work.\Even though I expended most of my mana,\one of my arms is useless, and my Aias was completely destroyed.\Damn it... That was the most powerful defense I had.\But enough about that, Lancer. Have you noticed? response:	Caster must be hard pressed.
context: Do bowmen have shields that can withstand a Noble Phantasm?\Under the right circumstances, they might.\But you can see that it didn't entirely work.\Even though I expended most of my mana,\one of my arms is useless, and my Aias was completely destroyed.\Damn it... That was the most powerful defense I had.\But enough about that, Lancer. Have you noticed?\Caster must be hard pressed. response:	Her prying eyes have stopped watching.
context: Under the right circumstances, they might.\But you can see that it didn't entirely work.\Even though I expended most of my mana,\one of my arms is useless, and my Aias was completely destroyed.\Damn it... That was the most powerful defense I had.\But enough about that, Lancer. Have you noticed?\Caster must be hard pressed.\Her prying eyes have stopped watching. response:	Have they now?
context: But you can see that it didn't entirely work.\Even though I expended most of my mana,\one of my arms is useless, and my Aias was completely destroyed.\Damn it... That was the most powerful defense I had.\But enough about that, Lancer. Have you noticed?\Caster must be hard pressed.\Her prying eyes have stopped watching.\Have they now? response:	I thought that might be what you were up to...
context: Even though I expended most of my mana,\one of my arms is useless, and my Aias was completely destroyed.\Damn it... That was the most powerful defense I had.\But enough about that, Lancer. Have you noticed?\Caster must be hard pressed.\Her prying eyes have stopped watching.\Have they now?\I thought that might be what you were up to... response:	You sly bastard.
context: one of my arms is useless, and my Aias was completely destroyed.\Damn it... That was the most powerful defense I had.\But enough about that, Lancer. Have you noticed?\Caster must be hard pressed.\Her prying eyes have stopped watching.\Have they now?\I thought that might be what you were up to...\You sly bastard. response:	That was your intent all along?
context: Damn it... That was the most powerful defense I had.\But enough about that, Lancer. Have you noticed?\Caster must be hard pressed.\Her prying eyes have stopped watching.\Have they now?\I thought that might be what you were up to...\You sly bastard.\That was your intent all along? response:	Of course.
context: But enough about that, Lancer. Have you noticed?\Caster must be hard pressed.\Her prying eyes have stopped watching.\Have they now?\I thought that might be what you were up to...\You sly bastard.\That was your intent all along?\Of course. response:	I told you, didn't I?
context: Caster must be hard pressed.\Her prying eyes have stopped watching.\Have they now?\I thought that might be what you were up to...\You sly bastard.\That was your intent all along?\Of course.\I told you, didn't I? response:	I only use the means that give me the highest chance of victory.
context: Her prying eyes have stopped watching.\Have they now?\I thought that might be what you were up to...\You sly bastard.\That was your intent all along?\Of course.\I told you, didn't I?\I only use the means that give me the highest chance of victory. response:	I really hate your guts, you bastard.
context: Have they now?\I thought that might be what you were up to...\You sly bastard.\That was your intent all along?\Of course.\I told you, didn't I?\I only use the means that give me the highest chance of victory.\I really hate your guts, you bastard. response:	But my job is done.
context: I thought that might be what you were up to...\You sly bastard.\That was your intent all along?\Of course.\I told you, didn't I?\I only use the means that give me the highest chance of victory.\I really hate your guts, you bastard.\But my job is done. response:	Sieben!
context: You sly bastard.\That was your intent all along?\Of course.\I told you, didn't I?\I only use the means that give me the highest chance of victory.\I really hate your guts, you bastard.\But my job is done.\Sieben! response:	What was that tremor a minute ago?
context: That was your intent all along?\Of course.\I told you, didn't I?\I only use the means that give me the highest chance of victory.\I really hate your guts, you bastard.\But my job is done.\Sieben!\What was that tremor a minute ago? response:	His goal is to take away my two swords.
context: Of course.\I told you, didn't I?\I only use the means that give me the highest chance of victory.\I really hate your guts, you bastard.\But my job is done.\Sieben!\What was that tremor a minute ago?\His goal is to take away my two swords. response:	I can't expect much integrity from rushed projections and impromptu swords.
context: I told you, didn't I?\I only use the means that give me the highest chance of victory.\I really hate your guts, you bastard.\But my job is done.\Sieben!\What was that tremor a minute ago?\His goal is to take away my two swords.\I can't expect much integrity from rushed projections and impromptu swords. response:	I can make two more at most.
context: I only use the means that give me the highest chance of victory.\I really hate your guts, you bastard.\But my job is done.\Sieben!\What was that tremor a minute ago?\His goal is to take away my two swords.\I can't expect much integrity from rushed projections and impromptu swords.\I can make two more at most. response:	My job is to keep Kuzuki occupied.
context: I really hate your guts, you bastard.\But my job is done.\Sieben!\What was that tremor a minute ago?\His goal is to take away my two swords.\I can't expect much integrity from rushed projections and impromptu swords.\I can make two more at most.\My job is to keep Kuzuki occupied. response:	I'm not going to quit before that job is finished...
context: But my job is done.\Sieben!\What was that tremor a minute ago?\His goal is to take away my two swords.\I can't expect much integrity from rushed projections and impromptu swords.\I can make two more at most.\My job is to keep Kuzuki occupied.\I'm not going to quit before that job is finished... response:	Acht!
context: Sieben!\What was that tremor a minute ago?\His goal is to take away my two swords.\I can't expect much integrity from rushed projections and impromptu swords.\I can make two more at most.\My job is to keep Kuzuki occupied.\I'm not going to quit before that job is finished...\Acht! response:	You struggle so valiantly.
context: What was that tremor a minute ago?\His goal is to take away my two swords.\I can't expect much integrity from rushed projections and impromptu swords.\I can make two more at most.\My job is to keep Kuzuki occupied.\I'm not going to quit before that job is finished...\Acht!\You struggle so valiantly. response:	I did not think that you had such a trick up your sleeve, little girl.
context: His goal is to take away my two swords.\I can't expect much integrity from rushed projections and impromptu swords.\I can make two more at most.\My job is to keep Kuzuki occupied.\I'm not going to quit before that job is finished...\Acht!\You struggle so valiantly.\I did not think that you had such a trick up your sleeve, little girl. response:	Sieben!
context: I can't expect much integrity from rushed projections and impromptu swords.\I can make two more at most.\My job is to keep Kuzuki occupied.\I'm not going to quit before that job is finished...\Acht!\You struggle so valiantly.\I did not think that you had such a trick up your sleeve, little girl.\Sieben! response:	You are fending off my attacks beautifully.
context: I can make two more at most.\My job is to keep Kuzuki occupied.\I'm not going to quit before that job is finished...\Acht!\You struggle so valiantly.\I did not think that you had such a trick up your sleeve, little girl.\Sieben!\You are fending off my attacks beautifully. response:	Valiant indeed.
context: My job is to keep Kuzuki occupied.\I'm not going to quit before that job is finished...\Acht!\You struggle so valiantly.\I did not think that you had such a trick up your sleeve, little girl.\Sieben!\You are fending off my attacks beautifully.\Valiant indeed. response:	But surely you need not use the entire stone if you are only protecting yourself.
context: I'm not going to quit before that job is finished...\Acht!\You struggle so valiantly.\I did not think that you had such a trick up your sleeve, little girl.\Sieben!\You are fending off my attacks beautifully.\Valiant indeed.\But surely you need not use the entire stone if you are only protecting yourself. response:	Yes, I know that I'm using them wastefully.
context: Acht!\You struggle so valiantly.\I did not think that you had such a trick up your sleeve, little girl.\Sieben!\You are fending off my attacks beautifully.\Valiant indeed.\But surely you need not use the entire stone if you are only protecting yourself.\Yes, I know that I'm using them wastefully. response:	Caster's spells cover too broad an area.
context: You struggle so valiantly.\I did not think that you had such a trick up your sleeve, little girl.\Sieben!\You are fending off my attacks beautifully.\Valiant indeed.\But surely you need not use the entire stone if you are only protecting yourself.\Yes, I know that I'm using them wastefully.\Caster's spells cover too broad an area. response:	Kuzuki is probably protected,
context: I did not think that you had such a trick up your sleeve, little girl.\Sieben!\You are fending off my attacks beautifully.\Valiant indeed.\But surely you need not use the entire stone if you are only protecting yourself.\Yes, I know that I'm using them wastefully.\Caster's spells cover too broad an area.\Kuzuki is probably protected, response:	but if I don't nullify her spells, Shirou will be burned to death.
context: Sieben!\You are fending off my attacks beautifully.\Valiant indeed.\But surely you need not use the entire stone if you are only protecting yourself.\Yes, I know that I'm using them wastefully.\Caster's spells cover too broad an area.\Kuzuki is probably protected,\but if I don't nullify her spells, Shirou will be burned to death. response:	You still intend to stay on the defensive?
context: You are fending off my attacks beautifully.\Valiant indeed.\But surely you need not use the entire stone if you are only protecting yourself.\Yes, I know that I'm using them wastefully.\Caster's spells cover too broad an area.\Kuzuki is probably protected,\but if I don't nullify her spells, Shirou will be burned to death.\You still intend to stay on the defensive? response:	Your determination is impressive, but how long can you hold out?
context: Valiant indeed.\But surely you need not use the entire stone if you are only protecting yourself.\Yes, I know that I'm using them wastefully.\Caster's spells cover too broad an area.\Kuzuki is probably protected,\but if I don't nullify her spells, Shirou will be burned to death.\You still intend to stay on the defensive?\Your determination is impressive, but how long can you hold out? response:	If all you do is block me, the outcome is obvious, little girl.
context: But surely you need not use the entire stone if you are only protecting yourself.\Yes, I know that I'm using them wastefully.\Caster's spells cover too broad an area.\Kuzuki is probably protected,\but if I don't nullify her spells, Shirou will be burned to death.\You still intend to stay on the defensive?\Your determination is impressive, but how long can you hold out?\If all you do is block me, the outcome is obvious, little girl. response:	Six gems left...
context: Yes, I know that I'm using them wastefully.\Caster's spells cover too broad an area.\Kuzuki is probably protected,\but if I don't nullify her spells, Shirou will be burned to death.\You still intend to stay on the defensive?\Your determination is impressive, but how long can you hold out?\If all you do is block me, the outcome is obvious, little girl.\Six gems left... response:	Sechs, ein FluB.
context: Caster's spells cover too broad an area.\Kuzuki is probably protected,\but if I don't nullify her spells, Shirou will be burned to death.\You still intend to stay on the defensive?\Your determination is impressive, but how long can you hold out?\If all you do is block me, the outcome is obvious, little girl.\Six gems left...\Sechs, ein FluB. response:	Ein Halt!
context: Kuzuki is probably protected,\but if I don't nullify her spells, Shirou will be burned to death.\You still intend to stay on the defensive?\Your determination is impressive, but how long can you hold out?\If all you do is block me, the outcome is obvious, little girl.\Six gems left...\Sechs, ein FluB.\Ein Halt! response:	Funf, drei, vier.
context: but if I don't nullify her spells, Shirou will be burned to death.\You still intend to stay on the defensive?\Your determination is impressive, but how long can you hold out?\If all you do is block me, the outcome is obvious, little girl.\Six gems left...\Sechs, ein FluB.\Ein Halt!\Funf, drei, vier. response:	Der Riese und brennt das ein Ende!
context: You still intend to stay on the defensive?\Your determination is impressive, but how long can you hold out?\If all you do is block me, the outcome is obvious, little girl.\Six gems left...\Sechs, ein FluB.\Ein Halt!\Funf, drei, vier.\Der Riese und brennt das ein Ende! response:	Oh, have you finished?
context: Your determination is impressive, but how long can you hold out?\If all you do is block me, the outcome is obvious, little girl.\Six gems left...\Sechs, ein FluB.\Ein Halt!\Funf, drei, vier.\Der Riese und brennt das ein Ende!\Oh, have you finished? response:	You have more gems, do you not?
context: If all you do is block me, the outcome is obvious, little girl.\Six gems left...\Sechs, ein FluB.\Ein Halt!\Funf, drei, vier.\Der Riese und brennt das ein Ende!\Oh, have you finished?\You have more gems, do you not? response:	Why not keep trying until you run out?
context: Six gems left...\Sechs, ein FluB.\Ein Halt!\Funf, drei, vier.\Der Riese und brennt das ein Ende!\Oh, have you finished?\You have more gems, do you not?\Why not keep trying until you run out? response:	Those were my biggest guns.
context: Sechs, ein FluB.\Ein Halt!\Funf, drei, vier.\Der Riese und brennt das ein Ende!\Oh, have you finished?\You have more gems, do you not?\Why not keep trying until you run out?\Those were my biggest guns. response:	If those failed,
context: Ein Halt!\Funf, drei, vier.\Der Riese und brennt das ein Ende!\Oh, have you finished?\You have more gems, do you not?\Why not keep trying until you run out?\Those were my biggest guns.\If those failed, response:	then even if I combine a hundred gems, my magic won't be powerful enough.
context: Funf, drei, vier.\Der Riese und brennt das ein Ende!\Oh, have you finished?\You have more gems, do you not?\Why not keep trying until you run out?\Those were my biggest guns.\If those failed,\then even if I combine a hundred gems, my magic won't be powerful enough. response:	Oh, I see that you finally understand.
context: Der Riese und brennt das ein Ende!\Oh, have you finished?\You have more gems, do you not?\Why not keep trying until you run out?\Those were my biggest guns.\If those failed,\then even if I combine a hundred gems, my magic won't be powerful enough.\Oh, I see that you finally understand. response:	That no matter what you try, you are no match for me.
context: Oh, have you finished?\You have more gems, do you not?\Why not keep trying until you run out?\Those were my biggest guns.\If those failed,\then even if I combine a hundred gems, my magic won't be powerful enough.\Oh, I see that you finally understand.\That no matter what you try, you are no match for me. response:	But it was quite entertaining.
context: You have more gems, do you not?\Why not keep trying until you run out?\Those were my biggest guns.\If those failed,\then even if I combine a hundred gems, my magic won't be powerful enough.\Oh, I see that you finally understand.\That no matter what you try, you are no match for me.\But it was quite entertaining. response:	It has been some time since I last fought a magic duel.
context: Why not keep trying until you run out?\Those were my biggest guns.\If those failed,\then even if I combine a hundred gems, my magic won't be powerful enough.\Oh, I see that you finally understand.\That no matter what you try, you are no match for me.\But it was quite entertaining.\It has been some time since I last fought a magic duel. response:	Yes, I consider you worthwhile, if only for that.
context: Those were my biggest guns.\If those failed,\then even if I combine a hundred gems, my magic won't be powerful enough.\Oh, I see that you finally understand.\That no matter what you try, you are no match for me.\But it was quite entertaining.\It has been some time since I last fought a magic duel.\Yes, I consider you worthwhile, if only for that. response:	Does that frustrate you? Nevertheless, it is the truth.
context: If those failed,\then even if I combine a hundred gems, my magic won't be powerful enough.\Oh, I see that you finally understand.\That no matter what you try, you are no match for me.\But it was quite entertaining.\It has been some time since I last fought a magic duel.\Yes, I consider you worthwhile, if only for that.\Does that frustrate you? Nevertheless, it is the truth. response:	You should actually be proud.
context: then even if I combine a hundred gems, my magic won't be powerful enough.\Oh, I see that you finally understand.\That no matter what you try, you are no match for me.\But it was quite entertaining.\It has been some time since I last fought a magic duel.\Yes, I consider you worthwhile, if only for that.\Does that frustrate you? Nevertheless, it is the truth.\You should actually be proud. response:	You forced me into a magic duel.
context: Oh, I see that you finally understand.\That no matter what you try, you are no match for me.\But it was quite entertaining.\It has been some time since I last fought a magic duel.\Yes, I consider you worthwhile, if only for that.\Does that frustrate you? Nevertheless, it is the truth.\You should actually be proud.\You forced me into a magic duel. response:	It is only a matter of time before that boy is beaten by my Master.
context: That no matter what you try, you are no match for me.\But it was quite entertaining.\It has been some time since I last fought a magic duel.\Yes, I consider you worthwhile, if only for that.\Does that frustrate you? Nevertheless, it is the truth.\You should actually be proud.\You forced me into a magic duel.\It is only a matter of time before that boy is beaten by my Master. response:	Let's wrap this up before then, shall we?
context: But it was quite entertaining.\It has been some time since I last fought a magic duel.\Yes, I consider you worthwhile, if only for that.\Does that frustrate you? Nevertheless, it is the truth.\You should actually be proud.\You forced me into a magic duel.\It is only a matter of time before that boy is beaten by my Master.\Let's wrap this up before then, shall we? response:	Stark, GroB zwei!
context: It has been some time since I last fought a magic duel.\Yes, I consider you worthwhile, if only for that.\Does that frustrate you? Nevertheless, it is the truth.\You should actually be proud.\You forced me into a magic duel.\It is only a matter of time before that boy is beaten by my Master.\Let's wrap this up before then, shall we?\Stark, GroB zwei! response:	You profess to be a mage, yet you fight with your fists?
context: Yes, I consider you worthwhile, if only for that.\Does that frustrate you? Nevertheless, it is the truth.\You should actually be proud.\You forced me into a magic duel.\It is only a matter of time before that boy is beaten by my Master.\Let's wrap this up before then, shall we?\Stark, GroB zwei!\You profess to be a mage, yet you fight with your fists? response:	Sorry, but for mages nowadays, the art of self-defense
context: Does that frustrate you? Nevertheless, it is the truth.\You should actually be proud.\You forced me into a magic duel.\It is only a matter of time before that boy is beaten by my Master.\Let's wrap this up before then, shall we?\Stark, GroB zwei!\You profess to be a mage, yet you fight with your fists?\Sorry, but for mages nowadays, the art of self-defense response:	is a required subject!
context: You should actually be proud.\You forced me into a magic duel.\It is only a matter of time before that boy is beaten by my Master.\Let's wrap this up before then, shall we?\Stark, GroB zwei!\You profess to be a mage, yet you fight with your fists?\Sorry, but for mages nowadays, the art of self-defense\is a required subject! response:	That's enough.
context: You forced me into a magic duel.\It is only a matter of time before that boy is beaten by my Master.\Let's wrap this up before then, shall we?\Stark, GroB zwei!\You profess to be a mage, yet you fight with your fists?\Sorry, but for mages nowadays, the art of self-defense\is a required subject!\That's enough. response:	No way...
context: It is only a matter of time before that boy is beaten by my Master.\Let's wrap this up before then, shall we?\Stark, GroB zwei!\You profess to be a mage, yet you fight with your fists?\Sorry, but for mages nowadays, the art of self-defense\is a required subject!\That's enough.\No way... response:	Tohsaka!
context: Let's wrap this up before then, shall we?\Stark, GroB zwei!\You profess to be a mage, yet you fight with your fists?\Sorry, but for mages nowadays, the art of self-defense\is a required subject!\That's enough.\No way...\Tohsaka! response:	You missed your chance.
context: Stark, GroB zwei!\You profess to be a mage, yet you fight with your fists?\Sorry, but for mages nowadays, the art of self-defense\is a required subject!\That's enough.\No way...\Tohsaka!\You missed your chance. response:	Failing to kill her after four strikes is a sign of your inexperience.
context: You profess to be a mage, yet you fight with your fists?\Sorry, but for mages nowadays, the art of self-defense\is a required subject!\That's enough.\No way...\Tohsaka!\You missed your chance.\Failing to kill her after four strikes is a sign of your inexperience. response:	You have my thanks, Master.
context: Sorry, but for mages nowadays, the art of self-defense\is a required subject!\That's enough.\No way...\Tohsaka!\You missed your chance.\Failing to kill her after four strikes is a sign of your inexperience.\You have my thanks, Master. response:	Had you not intervened, I would have been defeated.
context: is a required subject!\That's enough.\No way...\Tohsaka!\You missed your chance.\Failing to kill her after four strikes is a sign of your inexperience.\You have my thanks, Master.\Had you not intervened, I would have been defeated. response:	Spare me the flattery.
context: That's enough.\No way...\Tohsaka!\You missed your chance.\Failing to kill her after four strikes is a sign of your inexperience.\You have my thanks, Master.\Had you not intervened, I would have been defeated.\Spare me the flattery. response:	What you need to do now is wake up Saber.
context: No way...\Tohsaka!\You missed your chance.\Failing to kill her after four strikes is a sign of your inexperience.\You have my thanks, Master.\Had you not intervened, I would have been defeated.\Spare me the flattery.\What you need to do now is wake up Saber. response:	Clearly, these are not opponents to be underestimated.
context: Tohsaka!\You missed your chance.\Failing to kill her after four strikes is a sign of your inexperience.\You have my thanks, Master.\Had you not intervened, I would have been defeated.\Spare me the flattery.\What you need to do now is wake up Saber.\Clearly, these are not opponents to be underestimated. response:	Yes.
context: You missed your chance.\Failing to kill her after four strikes is a sign of your inexperience.\You have my thanks, Master.\Had you not intervened, I would have been defeated.\Spare me the flattery.\What you need to do now is wake up Saber.\Clearly, these are not opponents to be underestimated.\Yes. response:	That is a wise decision, Master.
