context: Wrong! That ain't even close! response:	What are you talking about?! I played it exactly right!
context: Ritsuko...\Mind the store for just one tune.\Dad, you always say just one tune, but then you don't come up for two hours!\It's not every day that Junichi comes back to town... right?\Ri-chan, I'm asking you, too.\Next time, I'll treat you to a cream soda at our shop.\How about throwing in a cream puff?\Natch. response:	Alright! We got us a deal!
context: Mind the store for just one tune.\Dad, you always say just one tune, but then you don't come up for two hours!\It's not every day that Junichi comes back to town... right?\Ri-chan, I'm asking you, too.\Next time, I'll treat you to a cream soda at our shop.\How about throwing in a cream puff?\Natch.\Alright! We got us a deal! response:	Let's get started!
context: Dad, you always say just one tune, but then you don't come up for two hours!\It's not every day that Junichi comes back to town... right?\Ri-chan, I'm asking you, too.\Next time, I'll treat you to a cream soda at our shop.\How about throwing in a cream puff?\Natch.\Alright! We got us a deal!\Let's get started! response:	G-Get what started?
context: It's not every day that Junichi comes back to town... right?\Ri-chan, I'm asking you, too.\Next time, I'll treat you to a cream soda at our shop.\How about throwing in a cream puff?\Natch.\Alright! We got us a deal!\Let's get started!\G-Get what started? response:	A live session...
context: Ri-chan, I'm asking you, too.\Next time, I'll treat you to a cream soda at our shop.\How about throwing in a cream puff?\Natch.\Alright! We got us a deal!\Let's get started!\G-Get what started?\A live session... response:	Richie, get over there!
context: Next time, I'll treat you to a cream soda at our shop.\How about throwing in a cream puff?\Natch.\Alright! We got us a deal!\Let's get started!\G-Get what started?\A live session...\Richie, get over there! response:	Me?
context: How about throwing in a cream puff?\Natch.\Alright! We got us a deal!\Let's get started!\G-Get what started?\A live session...\Richie, get over there!\Me? response:	I can't!
context: Natch.\Alright! We got us a deal!\Let's get started!\G-Get what started?\A live session...\Richie, get over there!\Me?\I can't! response:	Just make some noise, that's all!
context: Alright! We got us a deal!\Let's get started!\G-Get what started?\A live session...\Richie, get over there!\Me?\I can't!\Just make some noise, that's all! response:	What are you so jittery for?!
context: Let's get started!\G-Get what started?\A live session...\Richie, get over there!\Me?\I can't!\Just make some noise, that's all!\What are you so jittery for?! response:	Don't sweat the details, just jump in!
context: G-Get what started?\A live session...\Richie, get over there!\Me?\I can't!\Just make some noise, that's all!\What are you so jittery for?!\Don't sweat the details, just jump in! response:	Huh? So you've been playing jazz for just two weeks?
context: A live session...\Richie, get over there!\Me?\I can't!\Just make some noise, that's all!\What are you so jittery for?!\Don't sweat the details, just jump in!\Huh? So you've been playing jazz for just two weeks? response:	That's amazing. It was all over the place, but you got the mood.
context: Richie, get over there!\Me?\I can't!\Just make some noise, that's all!\What are you so jittery for?!\Don't sweat the details, just jump in!\Huh? So you've been playing jazz for just two weeks?\That's amazing. It was all over the place, but you got the mood. response:	You've played piano for a while?
context: Me?\I can't!\Just make some noise, that's all!\What are you so jittery for?!\Don't sweat the details, just jump in!\Huh? So you've been playing jazz for just two weeks?\That's amazing. It was all over the place, but you got the mood.\You've played piano for a while? response:	Y-Yeah, kind of...
context: I can't!\Just make some noise, that's all!\What are you so jittery for?!\Don't sweat the details, just jump in!\Huh? So you've been playing jazz for just two weeks?\That's amazing. It was all over the place, but you got the mood.\You've played piano for a while?\Y-Yeah, kind of... response:	How about coming over here from now on to practice?
context: Just make some noise, that's all!\What are you so jittery for?!\Don't sweat the details, just jump in!\Huh? So you've been playing jazz for just two weeks?\That's amazing. It was all over the place, but you got the mood.\You've played piano for a while?\Y-Yeah, kind of...\How about coming over here from now on to practice? response:	He'll come every day even without being told, right?
context: What are you so jittery for?!\Don't sweat the details, just jump in!\Huh? So you've been playing jazz for just two weeks?\That's amazing. It was all over the place, but you got the mood.\You've played piano for a while?\Y-Yeah, kind of...\How about coming over here from now on to practice?\He'll come every day even without being told, right? response:	Well, I have to get to work.
context: Don't sweat the details, just jump in!\Huh? So you've been playing jazz for just two weeks?\That's amazing. It was all over the place, but you got the mood.\You've played piano for a while?\Y-Yeah, kind of...\How about coming over here from now on to practice?\He'll come every day even without being told, right?\Well, I have to get to work. response:	Thank you, Ri-chan.
context: Huh? So you've been playing jazz for just two weeks?\That's amazing. It was all over the place, but you got the mood.\You've played piano for a while?\Y-Yeah, kind of...\How about coming over here from now on to practice?\He'll come every day even without being told, right?\Well, I have to get to work.\Thank you, Ri-chan. response:	Oh, that's right, Brother Jun.
context: That's amazing. It was all over the place, but you got the mood.\You've played piano for a while?\Y-Yeah, kind of...\How about coming over here from now on to practice?\He'll come every day even without being told, right?\Well, I have to get to work.\Thank you, Ri-chan.\Oh, that's right, Brother Jun. response:	What's the name of that record you were gonna tell me?
context: You've played piano for a while?\Y-Yeah, kind of...\How about coming over here from now on to practice?\He'll come every day even without being told, right?\Well, I have to get to work.\Thank you, Ri-chan.\Oh, that's right, Brother Jun.\What's the name of that record you were gonna tell me? response:	Oh, the Elvin Jones one?
context: Y-Yeah, kind of...\How about coming over here from now on to practice?\He'll come every day even without being told, right?\Well, I have to get to work.\Thank you, Ri-chan.\Oh, that's right, Brother Jun.\What's the name of that record you were gonna tell me?\Oh, the Elvin Jones one? response:	Yeah, that's it. Tommy something...
context: How about coming over here from now on to practice?\He'll come every day even without being told, right?\Well, I have to get to work.\Thank you, Ri-chan.\Oh, that's right, Brother Jun.\What's the name of that record you were gonna tell me?\Oh, the Elvin Jones one?\Yeah, that's it. Tommy something... response:	Flanagan. Maybe it's upstairs...
context: He'll come every day even without being told, right?\Well, I have to get to work.\Thank you, Ri-chan.\Oh, that's right, Brother Jun.\What's the name of that record you were gonna tell me?\Oh, the Elvin Jones one?\Yeah, that's it. Tommy something...\Flanagan. Maybe it's upstairs... response:	The two of us are alone.
context: Well, I have to get to work.\Thank you, Ri-chan.\Oh, that's right, Brother Jun.\What's the name of that record you were gonna tell me?\Oh, the Elvin Jones one?\Yeah, that's it. Tommy something...\Flanagan. Maybe it's upstairs...\The two of us are alone. response:	Um, say...
context: Thank you, Ri-chan.\Oh, that's right, Brother Jun.\What's the name of that record you were gonna tell me?\Oh, the Elvin Jones one?\Yeah, that's it. Tommy something...\Flanagan. Maybe it's upstairs...\The two of us are alone.\Um, say... response:	Ri-chan, what do you usually do on your days off?
context: Oh, that's right, Brother Jun.\What's the name of that record you were gonna tell me?\Oh, the Elvin Jones one?\Yeah, that's it. Tommy something...\Flanagan. Maybe it's upstairs...\The two of us are alone.\Um, say...\Ri-chan, what do you usually do on your days off? response:	Oh, you mean with summer vacation coming up?
context: What's the name of that record you were gonna tell me?\Oh, the Elvin Jones one?\Yeah, that's it. Tommy something...\Flanagan. Maybe it's upstairs...\The two of us are alone.\Um, say...\Ri-chan, what do you usually do on your days off?\Oh, you mean with summer vacation coming up? response:	Yeah, right. I was thinking maybe we could do our homework together?
context: Oh, the Elvin Jones one?\Yeah, that's it. Tommy something...\Flanagan. Maybe it's upstairs...\The two of us are alone.\Um, say...\Ri-chan, what do you usually do on your days off?\Oh, you mean with summer vacation coming up?\Yeah, right. I was thinking maybe we could do our homework together? response:	Sure! I bet I could make real progress working on it with you, Kaoru-san.
context: Yeah, that's it. Tommy something...\Flanagan. Maybe it's upstairs...\The two of us are alone.\Um, say...\Ri-chan, what do you usually do on your days off?\Oh, you mean with summer vacation coming up?\Yeah, right. I was thinking maybe we could do our homework together?\Sure! I bet I could make real progress working on it with you, Kaoru-san. response:	How's next Sunday?
context: Flanagan. Maybe it's upstairs...\The two of us are alone.\Um, say...\Ri-chan, what do you usually do on your days off?\Oh, you mean with summer vacation coming up?\Yeah, right. I was thinking maybe we could do our homework together?\Sure! I bet I could make real progress working on it with you, Kaoru-san.\How's next Sunday? response:	Would 11 work?
context: The two of us are alone.\Um, say...\Ri-chan, what do you usually do on your days off?\Oh, you mean with summer vacation coming up?\Yeah, right. I was thinking maybe we could do our homework together?\Sure! I bet I could make real progress working on it with you, Kaoru-san.\How's next Sunday?\Would 11 work? response:	Sure, of course!
context: Um, say...\Ri-chan, what do you usually do on your days off?\Oh, you mean with summer vacation coming up?\Yeah, right. I was thinking maybe we could do our homework together?\Sure! I bet I could make real progress working on it with you, Kaoru-san.\How's next Sunday?\Would 11 work?\Sure, of course! response:	I know! Let's meet up there, behind the church.
context: Ri-chan, what do you usually do on your days off?\Oh, you mean with summer vacation coming up?\Yeah, right. I was thinking maybe we could do our homework together?\Sure! I bet I could make real progress working on it with you, Kaoru-san.\How's next Sunday?\Would 11 work?\Sure, of course!\I know! Let's meet up there, behind the church. response:	Hold on, I'll draw you a map.
context: Oh, you mean with summer vacation coming up?\Yeah, right. I was thinking maybe we could do our homework together?\Sure! I bet I could make real progress working on it with you, Kaoru-san.\How's next Sunday?\Would 11 work?\Sure, of course!\I know! Let's meet up there, behind the church.\Hold on, I'll draw you a map. response:	That's right... Summer vacation...
context: Yeah, right. I was thinking maybe we could do our homework together?\Sure! I bet I could make real progress working on it with you, Kaoru-san.\How's next Sunday?\Would 11 work?\Sure, of course!\I know! Let's meet up there, behind the church.\Hold on, I'll draw you a map.\That's right... Summer vacation... response:	Up until now, all my summer vacations have been spent alone in my room,
context: Sure! I bet I could make real progress working on it with you, Kaoru-san.\How's next Sunday?\Would 11 work?\Sure, of course!\I know! Let's meet up there, behind the church.\Hold on, I'll draw you a map.\That's right... Summer vacation...\Up until now, all my summer vacations have been spent alone in my room, response:	with far too much time on my hands...
context: How's next Sunday?\Would 11 work?\Sure, of course!\I know! Let's meet up there, behind the church.\Hold on, I'll draw you a map.\That's right... Summer vacation...\Up until now, all my summer vacations have been spent alone in my room,\with far too much time on my hands... response:	What should I do? I have so many things to look forward to
context: Would 11 work?\Sure, of course!\I know! Let's meet up there, behind the church.\Hold on, I'll draw you a map.\That's right... Summer vacation...\Up until now, all my summer vacations have been spent alone in my room,\with far too much time on my hands...\What should I do? I have so many things to look forward to response:	that I can't wrap my head around it...
context: Sure, of course!\I know! Let's meet up there, behind the church.\Hold on, I'll draw you a map.\That's right... Summer vacation...\Up until now, all my summer vacations have been spent alone in my room,\with far too much time on my hands...\What should I do? I have so many things to look forward to\that I can't wrap my head around it... response:	Looks like I'm a little early...
context: I know! Let's meet up there, behind the church.\Hold on, I'll draw you a map.\That's right... Summer vacation...\Up until now, all my summer vacations have been spent alone in my room,\with far too much time on my hands...\What should I do? I have so many things to look forward to\that I can't wrap my head around it...\Looks like I'm a little early... response:	Oh... Church on Sunday morning...
context: Hold on, I'll draw you a map.\That's right... Summer vacation...\Up until now, all my summer vacations have been spent alone in my room,\with far too much time on my hands...\What should I do? I have so many things to look forward to\that I can't wrap my head around it...\Looks like I'm a little early...\Oh... Church on Sunday morning... response:	Ri-chan...
context: That's right... Summer vacation...\Up until now, all my summer vacations have been spent alone in my room,\with far too much time on my hands...\What should I do? I have so many things to look forward to\that I can't wrap my head around it...\Looks like I'm a little early...\Oh... Church on Sunday morning...\Ri-chan... response:	I don't believe it...
context: Up until now, all my summer vacations have been spent alone in my room,\with far too much time on my hands...\What should I do? I have so many things to look forward to\that I can't wrap my head around it...\Looks like I'm a little early...\Oh... Church on Sunday morning...\Ri-chan...\I don't believe it... response:	Him too?
context: with far too much time on my hands...\What should I do? I have so many things to look forward to\that I can't wrap my head around it...\Looks like I'm a little early...\Oh... Church on Sunday morning...\Ri-chan...\I don't believe it...\Him too? response:	Kaoru-san!
context: What should I do? I have so many things to look forward to\that I can't wrap my head around it...\Looks like I'm a little early...\Oh... Church on Sunday morning...\Ri-chan...\I don't believe it...\Him too?\Kaoru-san! response:	Sorry to make you wait!
context: that I can't wrap my head around it...\Looks like I'm a little early...\Oh... Church on Sunday morning...\Ri-chan...\I don't believe it...\Him too?\Kaoru-san!\Sorry to make you wait! response:	That's okay. Well, should we...
context: Looks like I'm a little early...\Oh... Church on Sunday morning...\Ri-chan...\I don't believe it...\Him too?\Kaoru-san!\Sorry to make you wait!\That's okay. Well, should we... response:	Let's go!
context: Oh... Church on Sunday morning...\Ri-chan...\I don't believe it...\Him too?\Kaoru-san!\Sorry to make you wait!\That's okay. Well, should we...\Let's go! response:	Huh?
context: Ri-chan...\I don't believe it...\Him too?\Kaoru-san!\Sorry to make you wait!\That's okay. Well, should we...\Let's go!\Huh? response:	Wait a second!
context: I don't believe it...\Him too?\Kaoru-san!\Sorry to make you wait!\That's okay. Well, should we...\Let's go!\Huh?\Wait a second! response:	This is how we're going to the library?
context: Him too?\Kaoru-san!\Sorry to make you wait!\That's okay. Well, should we...\Let's go!\Huh?\Wait a second!\This is how we're going to the library? response:	Or rather, why is he with us?
context: Kaoru-san!\Sorry to make you wait!\That's okay. Well, should we...\Let's go!\Huh?\Wait a second!\This is how we're going to the library?\Or rather, why is he with us? response:	Kanoko-mae Wharf Bus Stop
context: Sorry to make you wait!\That's okay. Well, should we...\Let's go!\Huh?\Wait a second!\This is how we're going to the library?\Or rather, why is he with us?\Kanoko-mae Wharf Bus Stop response:	Um... What about the library?
context: That's okay. Well, should we...\Let's go!\Huh?\Wait a second!\This is how we're going to the library?\Or rather, why is he with us?\Kanoko-mae Wharf Bus Stop\Um... What about the library? response:	It's so hot today. Doesn't it feel much better at the ocean?
context: Let's go!\Huh?\Wait a second!\This is how we're going to the library?\Or rather, why is he with us?\Kanoko-mae Wharf Bus Stop\Um... What about the library?\It's so hot today. Doesn't it feel much better at the ocean? response:	Sentaro agreed this was the way to go, too!
context: Huh?\Wait a second!\This is how we're going to the library?\Or rather, why is he with us?\Kanoko-mae Wharf Bus Stop\Um... What about the library?\It's so hot today. Doesn't it feel much better at the ocean?\Sentaro agreed this was the way to go, too! response:	Ri-chan... I meant for this to be a date...
context: Wait a second!\This is how we're going to the library?\Or rather, why is he with us?\Kanoko-mae Wharf Bus Stop\Um... What about the library?\It's so hot today. Doesn't it feel much better at the ocean?\Sentaro agreed this was the way to go, too!\Ri-chan... I meant for this to be a date... response:	Hey! I rented a boat!
context: This is how we're going to the library?\Or rather, why is he with us?\Kanoko-mae Wharf Bus Stop\Um... What about the library?\It's so hot today. Doesn't it feel much better at the ocean?\Sentaro agreed this was the way to go, too!\Ri-chan... I meant for this to be a date...\Hey! I rented a boat! response:	Hop in!
context: Or rather, why is he with us?\Kanoko-mae Wharf Bus Stop\Um... What about the library?\It's so hot today. Doesn't it feel much better at the ocean?\Sentaro agreed this was the way to go, too!\Ri-chan... I meant for this to be a date...\Hey! I rented a boat!\Hop in! response:	How did it come to this?
context: Kanoko-mae Wharf Bus Stop\Um... What about the library?\It's so hot today. Doesn't it feel much better at the ocean?\Sentaro agreed this was the way to go, too!\Ri-chan... I meant for this to be a date...\Hey! I rented a boat!\Hop in!\How did it come to this? response:	Why'd it end up the three of us?
context: Um... What about the library?\It's so hot today. Doesn't it feel much better at the ocean?\Sentaro agreed this was the way to go, too!\Ri-chan... I meant for this to be a date...\Hey! I rented a boat!\Hop in!\How did it come to this?\Why'd it end up the three of us? response:	Richie, give me a bite of that, wouldya?
context: It's so hot today. Doesn't it feel much better at the ocean?\Sentaro agreed this was the way to go, too!\Ri-chan... I meant for this to be a date...\Hey! I rented a boat!\Hop in!\How did it come to this?\Why'd it end up the three of us?\Richie, give me a bite of that, wouldya? response:	What's with the face?
context: Sentaro agreed this was the way to go, too!\Ri-chan... I meant for this to be a date...\Hey! I rented a boat!\Hop in!\How did it come to this?\Why'd it end up the three of us?\Richie, give me a bite of that, wouldya?\What's with the face? response:	Doesn't the rower get any kind of reward for his services?
context: Ri-chan... I meant for this to be a date...\Hey! I rented a boat!\Hop in!\How did it come to this?\Why'd it end up the three of us?\Richie, give me a bite of that, wouldya?\What's with the face?\Doesn't the rower get any kind of reward for his services? response:	Sentaro, you can finish this.
context: Hey! I rented a boat!\Hop in!\How did it come to this?\Why'd it end up the three of us?\Richie, give me a bite of that, wouldya?\What's with the face?\Doesn't the rower get any kind of reward for his services?\Sentaro, you can finish this. response:	N-No, he can't!
context: Hop in!\How did it come to this?\Why'd it end up the three of us?\Richie, give me a bite of that, wouldya?\What's with the face?\Doesn't the rower get any kind of reward for his services?\Sentaro, you can finish this.\N-No, he can't! response:	Why not?
context: How did it come to this?\Why'd it end up the three of us?\Richie, give me a bite of that, wouldya?\What's with the face?\Doesn't the rower get any kind of reward for his services?\Sentaro, you can finish this.\N-No, he can't!\Why not? response:	Well, uh... Fine! Here, eat it!
context: Why'd it end up the three of us?\Richie, give me a bite of that, wouldya?\What's with the face?\Doesn't the rower get any kind of reward for his services?\Sentaro, you can finish this.\N-No, he can't!\Why not?\Well, uh... Fine! Here, eat it! response:	One bite, right?
context: Richie, give me a bite of that, wouldya?\What's with the face?\Doesn't the rower get any kind of reward for his services?\Sentaro, you can finish this.\N-No, he can't!\Why not?\Well, uh... Fine! Here, eat it!\One bite, right? response:	Ri-chan, do you always have a cross on, too?
context: What's with the face?\Doesn't the rower get any kind of reward for his services?\Sentaro, you can finish this.\N-No, he can't!\Why not?\Well, uh... Fine! Here, eat it!\One bite, right?\Ri-chan, do you always have a cross on, too? response:	Nope. I have a rosary,
context: Doesn't the rower get any kind of reward for his services?\Sentaro, you can finish this.\N-No, he can't!\Why not?\Well, uh... Fine! Here, eat it!\One bite, right?\Ri-chan, do you always have a cross on, too?\Nope. I have a rosary, response:	but it's not something you're supposed to wear around your neck.
context: Sentaro, you can finish this.\N-No, he can't!\Why not?\Well, uh... Fine! Here, eat it!\One bite, right?\Ri-chan, do you always have a cross on, too?\Nope. I have a rosary,\but it's not something you're supposed to wear around your neck. response:	Our priest says Sentaro is special, though...
context: N-No, he can't!\Why not?\Well, uh... Fine! Here, eat it!\One bite, right?\Ri-chan, do you always have a cross on, too?\Nope. I have a rosary,\but it's not something you're supposed to wear around your neck.\Our priest says Sentaro is special, though... response:	Ri'ko...
context: Why not?\Well, uh... Fine! Here, eat it!\One bite, right?\Ri-chan, do you always have a cross on, too?\Nope. I have a rosary,\but it's not something you're supposed to wear around your neck.\Our priest says Sentaro is special, though...\Ri'ko... response:	You don't have to tell him all that.
context: Well, uh... Fine! Here, eat it!\One bite, right?\Ri-chan, do you always have a cross on, too?\Nope. I have a rosary,\but it's not something you're supposed to wear around your neck.\Our priest says Sentaro is special, though...\Ri'ko...\You don't have to tell him all that. response:	For just a second there, the tension was thick enough to cut with a knife.
context: One bite, right?\Ri-chan, do you always have a cross on, too?\Nope. I have a rosary,\but it's not something you're supposed to wear around your neck.\Our priest says Sentaro is special, though...\Ri'ko...\You don't have to tell him all that.\For just a second there, the tension was thick enough to cut with a knife. response:	Or was it just in my head?
context: Ri-chan, do you always have a cross on, too?\Nope. I have a rosary,\but it's not something you're supposed to wear around your neck.\Our priest says Sentaro is special, though...\Ri'ko...\You don't have to tell him all that.\For just a second there, the tension was thick enough to cut with a knife.\Or was it just in my head? response:	Wahoo!
context: Nope. I have a rosary,\but it's not something you're supposed to wear around your neck.\Our priest says Sentaro is special, though...\Ri'ko...\You don't have to tell him all that.\For just a second there, the tension was thick enough to cut with a knife.\Or was it just in my head?\Wahoo! response:	Kaoru-san, aren't you going to swim?
context: but it's not something you're supposed to wear around your neck.\Our priest says Sentaro is special, though...\Ri'ko...\You don't have to tell him all that.\For just a second there, the tension was thick enough to cut with a knife.\Or was it just in my head?\Wahoo!\Kaoru-san, aren't you going to swim? response:	We came all this way, so let's take a dip!
context: Our priest says Sentaro is special, though...\Ri'ko...\You don't have to tell him all that.\For just a second there, the tension was thick enough to cut with a knife.\Or was it just in my head?\Wahoo!\Kaoru-san, aren't you going to swim?\We came all this way, so let's take a dip! response:	The thing is, I didn't bring along a bathing suit.
context: Ri'ko...\You don't have to tell him all that.\For just a second there, the tension was thick enough to cut with a knife.\Or was it just in my head?\Wahoo!\Kaoru-san, aren't you going to swim?\We came all this way, so let's take a dip!\The thing is, I didn't bring along a bathing suit. response:	Neither did Sentaro. He's just wearing his undies.
context: You don't have to tell him all that.\For just a second there, the tension was thick enough to cut with a knife.\Or was it just in my head?\Wahoo!\Kaoru-san, aren't you going to swim?\We came all this way, so let's take a dip!\The thing is, I didn't bring along a bathing suit.\Neither did Sentaro. He's just wearing his undies. response:	Let's swim, Kaoru-san!
context: For just a second there, the tension was thick enough to cut with a knife.\Or was it just in my head?\Wahoo!\Kaoru-san, aren't you going to swim?\We came all this way, so let's take a dip!\The thing is, I didn't bring along a bathing suit.\Neither did Sentaro. He's just wearing his undies.\Let's swim, Kaoru-san! response:	Yeah. Okay!
context: Or was it just in my head?\Wahoo!\Kaoru-san, aren't you going to swim?\We came all this way, so let's take a dip!\The thing is, I didn't bring along a bathing suit.\Neither did Sentaro. He's just wearing his undies.\Let's swim, Kaoru-san!\Yeah. Okay! response:	Hey! Ri'ko, hurry up and dive in!
context: Wahoo!\Kaoru-san, aren't you going to swim?\We came all this way, so let's take a dip!\The thing is, I didn't bring along a bathing suit.\Neither did Sentaro. He's just wearing his undies.\Let's swim, Kaoru-san!\Yeah. Okay!\Hey! Ri'ko, hurry up and dive in! response:	R-Right...
context: Kaoru-san, aren't you going to swim?\We came all this way, so let's take a dip!\The thing is, I didn't bring along a bathing suit.\Neither did Sentaro. He's just wearing his undies.\Let's swim, Kaoru-san!\Yeah. Okay!\Hey! Ri'ko, hurry up and dive in!\R-Right... response:	What are you bein' bashful about? You're flat as a washboard!
context: We came all this way, so let's take a dip!\The thing is, I didn't bring along a bathing suit.\Neither did Sentaro. He's just wearing his undies.\Let's swim, Kaoru-san!\Yeah. Okay!\Hey! Ri'ko, hurry up and dive in!\R-Right...\What are you bein' bashful about? You're flat as a washboard! response:	Last time we went swimmin', you had nothin' but your slip on!
context: The thing is, I didn't bring along a bathing suit.\Neither did Sentaro. He's just wearing his undies.\Let's swim, Kaoru-san!\Yeah. Okay!\Hey! Ri'ko, hurry up and dive in!\R-Right...\What are you bein' bashful about? You're flat as a washboard!\Last time we went swimmin', you had nothin' but your slip on! response:	Oh, for goodness sake! That's when we were in elementary school!
context: Neither did Sentaro. He's just wearing his undies.\Let's swim, Kaoru-san!\Yeah. Okay!\Hey! Ri'ko, hurry up and dive in!\R-Right...\What are you bein' bashful about? You're flat as a washboard!\Last time we went swimmin', you had nothin' but your slip on!\Oh, for goodness sake! That's when we were in elementary school! response:	Don't say weird things like that in front of Kaoru-san!
context: Let's swim, Kaoru-san!\Yeah. Okay!\Hey! Ri'ko, hurry up and dive in!\R-Right...\What are you bein' bashful about? You're flat as a washboard!\Last time we went swimmin', you had nothin' but your slip on!\Oh, for goodness sake! That's when we were in elementary school!\Don't say weird things like that in front of Kaoru-san! response:	Ri-chan...
context: Yeah. Okay!\Hey! Ri'ko, hurry up and dive in!\R-Right...\What are you bein' bashful about? You're flat as a washboard!\Last time we went swimmin', you had nothin' but your slip on!\Oh, for goodness sake! That's when we were in elementary school!\Don't say weird things like that in front of Kaoru-san!\Ri-chan... response:	Enough, Sentaro!
context: Hey! Ri'ko, hurry up and dive in!\R-Right...\What are you bein' bashful about? You're flat as a washboard!\Last time we went swimmin', you had nothin' but your slip on!\Oh, for goodness sake! That's when we were in elementary school!\Don't say weird things like that in front of Kaoru-san!\Ri-chan...\Enough, Sentaro! response:	Do you...?
context: R-Right...\What are you bein' bashful about? You're flat as a washboard!\Last time we went swimmin', you had nothin' but your slip on!\Oh, for goodness sake! That's when we were in elementary school!\Don't say weird things like that in front of Kaoru-san!\Ri-chan...\Enough, Sentaro!\Do you...? response:	Ri'ko, pinch your nose!
context: What are you bein' bashful about? You're flat as a washboard!\Last time we went swimmin', you had nothin' but your slip on!\Oh, for goodness sake! That's when we were in elementary school!\Don't say weird things like that in front of Kaoru-san!\Ri-chan...\Enough, Sentaro!\Do you...?\Ri'ko, pinch your nose! response:	Hey!
context: Last time we went swimmin', you had nothin' but your slip on!\Oh, for goodness sake! That's when we were in elementary school!\Don't say weird things like that in front of Kaoru-san!\Ri-chan...\Enough, Sentaro!\Do you...?\Ri'ko, pinch your nose!\Hey! response:	Alley-oop!
context: Oh, for goodness sake! That's when we were in elementary school!\Don't say weird things like that in front of Kaoru-san!\Ri-chan...\Enough, Sentaro!\Do you...?\Ri'ko, pinch your nose!\Hey!\Alley-oop! response:	Ri-chan!
context: Don't say weird things like that in front of Kaoru-san!\Ri-chan...\Enough, Sentaro!\Do you...?\Ri'ko, pinch your nose!\Hey!\Alley-oop!\Ri-chan! response:	Ri-chan!
context: Ri-chan...\Enough, Sentaro!\Do you...?\Ri'ko, pinch your nose!\Hey!\Alley-oop!\Ri-chan!\Ri-chan! response:	You too, Richie!
context: Enough, Sentaro!\Do you...?\Ri'ko, pinch your nose!\Hey!\Alley-oop!\Ri-chan!\Ri-chan!\You too, Richie! response:	Oh, for...! You're an ogre, Sentaro!
context: Do you...?\Ri'ko, pinch your nose!\Hey!\Alley-oop!\Ri-chan!\Ri-chan!\You too, Richie!\Oh, for...! You're an ogre, Sentaro! response:	It feels good, don't it?!
context: Ri'ko, pinch your nose!\Hey!\Alley-oop!\Ri-chan!\Ri-chan!\You too, Richie!\Oh, for...! You're an ogre, Sentaro!\It feels good, don't it?! response:	He really is a jerk, isn't he?
context: Hey!\Alley-oop!\Ri-chan!\Ri-chan!\You too, Richie!\Oh, for...! You're an ogre, Sentaro!\It feels good, don't it?!\He really is a jerk, isn't he? response:	Say, Kaoru-san... Why do you keep swimming in circles?
context: Alley-oop!\Ri-chan!\Ri-chan!\You too, Richie!\Oh, for...! You're an ogre, Sentaro!\It feels good, don't it?!\He really is a jerk, isn't he?\Say, Kaoru-san... Why do you keep swimming in circles? response:	This is the only way I know how to swim with my head out of the water.
context: Ri-chan!\Ri-chan!\You too, Richie!\Oh, for...! You're an ogre, Sentaro!\It feels good, don't it?!\He really is a jerk, isn't he?\Say, Kaoru-san... Why do you keep swimming in circles?\This is the only way I know how to swim with my head out of the water. response:	Kaoru-san, you're a funny guy!
context: Ri-chan!\You too, Richie!\Oh, for...! You're an ogre, Sentaro!\It feels good, don't it?!\He really is a jerk, isn't he?\Say, Kaoru-san... Why do you keep swimming in circles?\This is the only way I know how to swim with my head out of the water.\Kaoru-san, you're a funny guy! response:	She laughed...
context: You too, Richie!\Oh, for...! You're an ogre, Sentaro!\It feels good, don't it?!\He really is a jerk, isn't he?\Say, Kaoru-san... Why do you keep swimming in circles?\This is the only way I know how to swim with my head out of the water.\Kaoru-san, you're a funny guy!\She laughed... response:	Why do I feel so happy when this girl smiles?
context: Oh, for...! You're an ogre, Sentaro!\It feels good, don't it?!\He really is a jerk, isn't he?\Say, Kaoru-san... Why do you keep swimming in circles?\This is the only way I know how to swim with my head out of the water.\Kaoru-san, you're a funny guy!\She laughed...\Why do I feel so happy when this girl smiles? response:	Oh... I feel like I could do anything for that smile...
context: It feels good, don't it?!\He really is a jerk, isn't he?\Say, Kaoru-san... Why do you keep swimming in circles?\This is the only way I know how to swim with my head out of the water.\Kaoru-san, you're a funny guy!\She laughed...\Why do I feel so happy when this girl smiles?\Oh... I feel like I could do anything for that smile... response:	Hey, you two look like you're havin' fun. Let me join in!
context: He really is a jerk, isn't he?\Say, Kaoru-san... Why do you keep swimming in circles?\This is the only way I know how to swim with my head out of the water.\Kaoru-san, you're a funny guy!\She laughed...\Why do I feel so happy when this girl smiles?\Oh... I feel like I could do anything for that smile...\Hey, you two look like you're havin' fun. Let me join in! response:	Forget it! Ri-chan, let's get away!
context: Say, Kaoru-san... Why do you keep swimming in circles?\This is the only way I know how to swim with my head out of the water.\Kaoru-san, you're a funny guy!\She laughed...\Why do I feel so happy when this girl smiles?\Oh... I feel like I could do anything for that smile...\Hey, you two look like you're havin' fun. Let me join in!\Forget it! Ri-chan, let's get away! response:	Kaoru-san, wait for me!
context: This is the only way I know how to swim with my head out of the water.\Kaoru-san, you're a funny guy!\She laughed...\Why do I feel so happy when this girl smiles?\Oh... I feel like I could do anything for that smile...\Hey, you two look like you're havin' fun. Let me join in!\Forget it! Ri-chan, let's get away!\Kaoru-san, wait for me! response:	Hey, what gives?!
