context: Act 9 Serious Bomber response:	Oh, our lord's carriage.
context: Instead, he used it to annihilate the enemy.\It is as if he were born to take on the battlefield himself.\Yet, they closed the castle gate. That could be problematic...\Huh?\Grandpa, are those raspberries good?\They're good.\Why did he even come with us?\How are we supposed to deal with this stupid southern barbarian? response:	Hey, kid.
context: It is as if he were born to take on the battlefield himself.\Yet, they closed the castle gate. That could be problematic...\Huh?\Grandpa, are those raspberries good?\They're good.\Why did he even come with us?\How are we supposed to deal with this stupid southern barbarian?\Hey, kid. response:	Huh?
context: Yet, they closed the castle gate. That could be problematic...\Huh?\Grandpa, are those raspberries good?\They're good.\Why did he even come with us?\How are we supposed to deal with this stupid southern barbarian?\Hey, kid.\Huh? response:	Messenger! Messenger!
context: Huh?\Grandpa, are those raspberries good?\They're good.\Why did he even come with us?\How are we supposed to deal with this stupid southern barbarian?\Hey, kid.\Huh?\Messenger! Messenger! response:	I need to send a message to Olminu!
context: Grandpa, are those raspberries good?\They're good.\Why did he even come with us?\How are we supposed to deal with this stupid southern barbarian?\Hey, kid.\Huh?\Messenger! Messenger!\I need to send a message to Olminu! response:	Ah... yes, sir.
context: They're good.\Why did he even come with us?\How are we supposed to deal with this stupid southern barbarian?\Hey, kid.\Huh?\Messenger! Messenger!\I need to send a message to Olminu!\Ah... yes, sir. response:	Grandpa... you...
context: Why did he even come with us?\How are we supposed to deal with this stupid southern barbarian?\Hey, kid.\Huh?\Messenger! Messenger!\I need to send a message to Olminu!\Ah... yes, sir.\Grandpa... you... response:	I want more raspberries! I want more!
context: How are we supposed to deal with this stupid southern barbarian?\Hey, kid.\Huh?\Messenger! Messenger!\I need to send a message to Olminu!\Ah... yes, sir.\Grandpa... you...\I want more raspberries! I want more! response:	There's no more left.
context: Hey, kid.\Huh?\Messenger! Messenger!\I need to send a message to Olminu!\Ah... yes, sir.\Grandpa... you...\I want more raspberries! I want more!\There's no more left. response:	If you don't give me more raspberries, Carthage will fall.
context: Huh?\Messenger! Messenger!\I need to send a message to Olminu!\Ah... yes, sir.\Grandpa... you...\I want more raspberries! I want more!\There's no more left.\If you don't give me more raspberries, Carthage will fall. response:	Here, sir.
context: Messenger! Messenger!\I need to send a message to Olminu!\Ah... yes, sir.\Grandpa... you...\I want more raspberries! I want more!\There's no more left.\If you don't give me more raspberries, Carthage will fall.\Here, sir. response:	Can I just talk into this?
context: I need to send a message to Olminu!\Ah... yes, sir.\Grandpa... you...\I want more raspberries! I want more!\There's no more left.\If you don't give me more raspberries, Carthage will fall.\Here, sir.\Can I just talk into this? response:	What the hell is this sphere?!
context: Ah... yes, sir.\Grandpa... you...\I want more raspberries! I want more!\There's no more left.\If you don't give me more raspberries, Carthage will fall.\Here, sir.\Can I just talk into this?\What the hell is this sphere?! response:	Olminu said it would work.
context: Grandpa... you...\I want more raspberries! I want more!\There's no more left.\If you don't give me more raspberries, Carthage will fall.\Here, sir.\Can I just talk into this?\What the hell is this sphere?!\Olminu said it would work. response:	Come in, Boobies! Come in! Can you hear me, Boobienu?
context: I want more raspberries! I want more!\There's no more left.\If you don't give me more raspberries, Carthage will fall.\Here, sir.\Can I just talk into this?\What the hell is this sphere?!\Olminu said it would work.\Come in, Boobies! Come in! Can you hear me, Boobienu? response:	Shut up!
context: There's no more left.\If you don't give me more raspberries, Carthage will fall.\Here, sir.\Can I just talk into this?\What the hell is this sphere?!\Olminu said it would work.\Come in, Boobies! Come in! Can you hear me, Boobienu?\Shut up! response:	Remember my name, you jerk!
context: If you don't give me more raspberries, Carthage will fall.\Here, sir.\Can I just talk into this?\What the hell is this sphere?!\Olminu said it would work.\Come in, Boobies! Come in! Can you hear me, Boobienu?\Shut up!\Remember my name, you jerk! response:	I don't give a damn.
context: Here, sir.\Can I just talk into this?\What the hell is this sphere?!\Olminu said it would work.\Come in, Boobies! Come in! Can you hear me, Boobienu?\Shut up!\Remember my name, you jerk!\I don't give a damn. response:	You should still have the charms for the Stone Walls, right?!
context: Can I just talk into this?\What the hell is this sphere?!\Olminu said it would work.\Come in, Boobies! Come in! Can you hear me, Boobienu?\Shut up!\Remember my name, you jerk!\I don't give a damn.\You should still have the charms for the Stone Walls, right?! response:	Do as I tell you!
context: What the hell is this sphere?!\Olminu said it would work.\Come in, Boobies! Come in! Can you hear me, Boobienu?\Shut up!\Remember my name, you jerk!\I don't give a damn.\You should still have the charms for the Stone Walls, right?!\Do as I tell you! response:	We can make things work with your charms and Yoichi's archery!
context: Olminu said it would work.\Come in, Boobies! Come in! Can you hear me, Boobienu?\Shut up!\Remember my name, you jerk!\I don't give a damn.\You should still have the charms for the Stone Walls, right?!\Do as I tell you!\We can make things work with your charms and Yoichi's archery! response:	The gate is closing!
context: Come in, Boobies! Come in! Can you hear me, Boobienu?\Shut up!\Remember my name, you jerk!\I don't give a damn.\You should still have the charms for the Stone Walls, right?!\Do as I tell you!\We can make things work with your charms and Yoichi's archery!\The gate is closing! response:	That was dangerous...
context: Shut up!\Remember my name, you jerk!\I don't give a damn.\You should still have the charms for the Stone Walls, right?!\Do as I tell you!\We can make things work with your charms and Yoichi's archery!\The gate is closing!\That was dangerous... response:	What the hell just exploded...?
context: Remember my name, you jerk!\I don't give a damn.\You should still have the charms for the Stone Walls, right?!\Do as I tell you!\We can make things work with your charms and Yoichi's archery!\The gate is closing!\That was dangerous...\What the hell just exploded...? response:	Don't know. I lit the signal fire.
context: I don't give a damn.\You should still have the charms for the Stone Walls, right?!\Do as I tell you!\We can make things work with your charms and Yoichi's archery!\The gate is closing!\That was dangerous...\What the hell just exploded...?\Don't know. I lit the signal fire. response:	It'll probably take half a day for reinforcements to arrive, but...
context: You should still have the charms for the Stone Walls, right?!\Do as I tell you!\We can make things work with your charms and Yoichi's archery!\The gate is closing!\That was dangerous...\What the hell just exploded...?\Don't know. I lit the signal fire.\It'll probably take half a day for reinforcements to arrive, but... response:	it's almost impossible for them to besiege the castle with the gate closed.
context: Do as I tell you!\We can make things work with your charms and Yoichi's archery!\The gate is closing!\That was dangerous...\What the hell just exploded...?\Don't know. I lit the signal fire.\It'll probably take half a day for reinforcements to arrive, but...\it's almost impossible for them to besiege the castle with the gate closed. response:	We will crash them against our walls.
context: We can make things work with your charms and Yoichi's archery!\The gate is closing!\That was dangerous...\What the hell just exploded...?\Don't know. I lit the signal fire.\It'll probably take half a day for reinforcements to arrive, but...\it's almost impossible for them to besiege the castle with the gate closed.\We will crash them against our walls. response:	The troops in the areas outside the walls are falling apart.
context: The gate is closing!\That was dangerous...\What the hell just exploded...?\Don't know. I lit the signal fire.\It'll probably take half a day for reinforcements to arrive, but...\it's almost impossible for them to besiege the castle with the gate closed.\We will crash them against our walls.\The troops in the areas outside the walls are falling apart. response:	Very few soldiers are left!
context: That was dangerous...\What the hell just exploded...?\Don't know. I lit the signal fire.\It'll probably take half a day for reinforcements to arrive, but...\it's almost impossible for them to besiege the castle with the gate closed.\We will crash them against our walls.\The troops in the areas outside the walls are falling apart.\Very few soldiers are left! response:	Damn demihumans!
context: What the hell just exploded...?\Don't know. I lit the signal fire.\It'll probably take half a day for reinforcements to arrive, but...\it's almost impossible for them to besiege the castle with the gate closed.\We will crash them against our walls.\The troops in the areas outside the walls are falling apart.\Very few soldiers are left!\Damn demihumans! response:	When reinforcements arrive, we'll attack those idiots from both sides.
context: Don't know. I lit the signal fire.\It'll probably take half a day for reinforcements to arrive, but...\it's almost impossible for them to besiege the castle with the gate closed.\We will crash them against our walls.\The troops in the areas outside the walls are falling apart.\Very few soldiers are left!\Damn demihumans!\When reinforcements arrive, we'll attack those idiots from both sides. response:	There are stairs on the wall!
context: It'll probably take half a day for reinforcements to arrive, but...\it's almost impossible for them to besiege the castle with the gate closed.\We will crash them against our walls.\The troops in the areas outside the walls are falling apart.\Very few soldiers are left!\Damn demihumans!\When reinforcements arrive, we'll attack those idiots from both sides.\There are stairs on the wall! response:	Nobu! It's amazing! Nobu!
context: it's almost impossible for them to besiege the castle with the gate closed.\We will crash them against our walls.\The troops in the areas outside the walls are falling apart.\Very few soldiers are left!\Damn demihumans!\When reinforcements arrive, we'll attack those idiots from both sides.\There are stairs on the wall!\Nobu! It's amazing! Nobu! response:	Sure, the Stone Walls are great,
context: We will crash them against our walls.\The troops in the areas outside the walls are falling apart.\Very few soldiers are left!\Damn demihumans!\When reinforcements arrive, we'll attack those idiots from both sides.\There are stairs on the wall!\Nobu! It's amazing! Nobu!\Sure, the Stone Walls are great, response:	but they cannot be better than this sphere by any stretch of the imagination.
context: The troops in the areas outside the walls are falling apart.\Very few soldiers are left!\Damn demihumans!\When reinforcements arrive, we'll attack those idiots from both sides.\There are stairs on the wall!\Nobu! It's amazing! Nobu!\Sure, the Stone Walls are great,\but they cannot be better than this sphere by any stretch of the imagination. response:	There is no need of messengers anymore.
context: Very few soldiers are left!\Damn demihumans!\When reinforcements arrive, we'll attack those idiots from both sides.\There are stairs on the wall!\Nobu! It's amazing! Nobu!\Sure, the Stone Walls are great,\but they cannot be better than this sphere by any stretch of the imagination.\There is no need of messengers anymore. response:	Best of all, a message can be delivered instantly... No more time lag.
context: Damn demihumans!\When reinforcements arrive, we'll attack those idiots from both sides.\There are stairs on the wall!\Nobu! It's amazing! Nobu!\Sure, the Stone Walls are great,\but they cannot be better than this sphere by any stretch of the imagination.\There is no need of messengers anymore.\Best of all, a message can be delivered instantly... No more time lag. response:	For those magicians, did it never come to mind
context: When reinforcements arrive, we'll attack those idiots from both sides.\There are stairs on the wall!\Nobu! It's amazing! Nobu!\Sure, the Stone Walls are great,\but they cannot be better than this sphere by any stretch of the imagination.\There is no need of messengers anymore.\Best of all, a message can be delivered instantly... No more time lag.\For those magicians, did it never come to mind response:	that this was such an incredible discovery?
context: There are stairs on the wall!\Nobu! It's amazing! Nobu!\Sure, the Stone Walls are great,\but they cannot be better than this sphere by any stretch of the imagination.\There is no need of messengers anymore.\Best of all, a message can be delivered instantly... No more time lag.\For those magicians, did it never come to mind\that this was such an incredible discovery? response:	Probably because of the difference in perspective... They have no clue.
context: Nobu! It's amazing! Nobu!\Sure, the Stone Walls are great,\but they cannot be better than this sphere by any stretch of the imagination.\There is no need of messengers anymore.\Best of all, a message can be delivered instantly... No more time lag.\For those magicians, did it never come to mind\that this was such an incredible discovery?\Probably because of the difference in perspective... They have no clue. response:	They only consider it a convenient device to report their daily investigations.
context: Sure, the Stone Walls are great,\but they cannot be better than this sphere by any stretch of the imagination.\There is no need of messengers anymore.\Best of all, a message can be delivered instantly... No more time lag.\For those magicians, did it never come to mind\that this was such an incredible discovery?\Probably because of the difference in perspective... They have no clue.\They only consider it a convenient device to report their daily investigations. response:	This sphere can also enable troops
context: but they cannot be better than this sphere by any stretch of the imagination.\There is no need of messengers anymore.\Best of all, a message can be delivered instantly... No more time lag.\For those magicians, did it never come to mind\that this was such an incredible discovery?\Probably because of the difference in perspective... They have no clue.\They only consider it a convenient device to report their daily investigations.\This sphere can also enable troops response:	who are far apart to cooperate with one another...
context: There is no need of messengers anymore.\Best of all, a message can be delivered instantly... No more time lag.\For those magicians, did it never come to mind\that this was such an incredible discovery?\Probably because of the difference in perspective... They have no clue.\They only consider it a convenient device to report their daily investigations.\This sphere can also enable troops\who are far apart to cooperate with one another... response:	Such an idea never entered their minds.
context: Best of all, a message can be delivered instantly... No more time lag.\For those magicians, did it never come to mind\that this was such an incredible discovery?\Probably because of the difference in perspective... They have no clue.\They only consider it a convenient device to report their daily investigations.\This sphere can also enable troops\who are far apart to cooperate with one another...\Such an idea never entered their minds. response:	Splendid! Well done!
context: For those magicians, did it never come to mind\that this was such an incredible discovery?\Probably because of the difference in perspective... They have no clue.\They only consider it a convenient device to report their daily investigations.\This sphere can also enable troops\who are far apart to cooperate with one another...\Such an idea never entered their minds.\Splendid! Well done! response:	Their views on the Stone Walls are no different.
context: that this was such an incredible discovery?\Probably because of the difference in perspective... They have no clue.\They only consider it a convenient device to report their daily investigations.\This sphere can also enable troops\who are far apart to cooperate with one another...\Such an idea never entered their minds.\Splendid! Well done!\Their views on the Stone Walls are no different. response:	Olminu cast the charms to defend Toyohisa,
context: Probably because of the difference in perspective... They have no clue.\They only consider it a convenient device to report their daily investigations.\This sphere can also enable troops\who are far apart to cooperate with one another...\Such an idea never entered their minds.\Splendid! Well done!\Their views on the Stone Walls are no different.\Olminu cast the charms to defend Toyohisa, response:	but he used them a launchpad instead, and now...
context: They only consider it a convenient device to report their daily investigations.\This sphere can also enable troops\who are far apart to cooperate with one another...\Such an idea never entered their minds.\Splendid! Well done!\Their views on the Stone Walls are no different.\Olminu cast the charms to defend Toyohisa,\but he used them a launchpad instead, and now... response:	In other words, the Drifters are those
context: This sphere can also enable troops\who are far apart to cooperate with one another...\Such an idea never entered their minds.\Splendid! Well done!\Their views on the Stone Walls are no different.\Olminu cast the charms to defend Toyohisa,\but he used them a launchpad instead, and now...\In other words, the Drifters are those response:	who introduce technology as well as recognize the differences in perspective.
context: who are far apart to cooperate with one another...\Such an idea never entered their minds.\Splendid! Well done!\Their views on the Stone Walls are no different.\Olminu cast the charms to defend Toyohisa,\but he used them a launchpad instead, and now...\In other words, the Drifters are those\who introduce technology as well as recognize the differences in perspective. response:	Then what on earth are these so-called Ends?
context: Such an idea never entered their minds.\Splendid! Well done!\Their views on the Stone Walls are no different.\Olminu cast the charms to defend Toyohisa,\but he used them a launchpad instead, and now...\In other words, the Drifters are those\who introduce technology as well as recognize the differences in perspective.\Then what on earth are these so-called Ends? response:	Why are we here?
context: Splendid! Well done!\Their views on the Stone Walls are no different.\Olminu cast the charms to defend Toyohisa,\but he used them a launchpad instead, and now...\In other words, the Drifters are those\who introduce technology as well as recognize the differences in perspective.\Then what on earth are these so-called Ends?\Why are we here? response:	What kind of scheme do they have for us?
context: Their views on the Stone Walls are no different.\Olminu cast the charms to defend Toyohisa,\but he used them a launchpad instead, and now...\In other words, the Drifters are those\who introduce technology as well as recognize the differences in perspective.\Then what on earth are these so-called Ends?\Why are we here?\What kind of scheme do they have for us? response:	That's it. That is what you are,
context: Olminu cast the charms to defend Toyohisa,\but he used them a launchpad instead, and now...\In other words, the Drifters are those\who introduce technology as well as recognize the differences in perspective.\Then what on earth are these so-called Ends?\Why are we here?\What kind of scheme do they have for us?\That's it. That is what you are, response:	and what you are is the reason you are there.
context: but he used them a launchpad instead, and now...\In other words, the Drifters are those\who introduce technology as well as recognize the differences in perspective.\Then what on earth are these so-called Ends?\Why are we here?\What kind of scheme do they have for us?\That's it. That is what you are,\and what you are is the reason you are there. response:	That difference in view could change the world.
context: In other words, the Drifters are those\who introduce technology as well as recognize the differences in perspective.\Then what on earth are these so-called Ends?\Why are we here?\What kind of scheme do they have for us?\That's it. That is what you are,\and what you are is the reason you are there.\That difference in view could change the world. response:	Stir it up, Drifters.
context: who introduce technology as well as recognize the differences in perspective.\Then what on earth are these so-called Ends?\Why are we here?\What kind of scheme do they have for us?\That's it. That is what you are,\and what you are is the reason you are there.\That difference in view could change the world.\Stir it up, Drifters. response:	There is no way things should be in this world.
context: Then what on earth are these so-called Ends?\Why are we here?\What kind of scheme do they have for us?\That's it. That is what you are,\and what you are is the reason you are there.\That difference in view could change the world.\Stir it up, Drifters.\There is no way things should be in this world. response:	Keep the world turning, Drifters.
context: Why are we here?\What kind of scheme do they have for us?\That's it. That is what you are,\and what you are is the reason you are there.\That difference in view could change the world.\Stir it up, Drifters.\There is no way things should be in this world.\Keep the world turning, Drifters. response:	The castle is mine!
context: What kind of scheme do they have for us?\That's it. That is what you are,\and what you are is the reason you are there.\That difference in view could change the world.\Stir it up, Drifters.\There is no way things should be in this world.\Keep the world turning, Drifters.\The castle is mine! response:	Toyo, let's go free the Dwarves.
context: That's it. That is what you are,\and what you are is the reason you are there.\That difference in view could change the world.\Stir it up, Drifters.\There is no way things should be in this world.\Keep the world turning, Drifters.\The castle is mine!\Toyo, let's go free the Dwarves. response:	Huh?
context: and what you are is the reason you are there.\That difference in view could change the world.\Stir it up, Drifters.\There is no way things should be in this world.\Keep the world turning, Drifters.\The castle is mine!\Toyo, let's go free the Dwarves.\Huh? response:	We've been told countless times since childhood
context: That difference in view could change the world.\Stir it up, Drifters.\There is no way things should be in this world.\Keep the world turning, Drifters.\The castle is mine!\Toyo, let's go free the Dwarves.\Huh?\We've been told countless times since childhood response:	that the Dwarves are strong warriors.
context: Stir it up, Drifters.\There is no way things should be in this world.\Keep the world turning, Drifters.\The castle is mine!\Toyo, let's go free the Dwarves.\Huh?\We've been told countless times since childhood\that the Dwarves are strong warriors. response:	The Elves certainly despise the Dwarves.
context: There is no way things should be in this world.\Keep the world turning, Drifters.\The castle is mine!\Toyo, let's go free the Dwarves.\Huh?\We've been told countless times since childhood\that the Dwarves are strong warriors.\The Elves certainly despise the Dwarves. response:	Every night our fathers told us about them, filled with fear and loathing.
context: Keep the world turning, Drifters.\The castle is mine!\Toyo, let's go free the Dwarves.\Huh?\We've been told countless times since childhood\that the Dwarves are strong warriors.\The Elves certainly despise the Dwarves.\Every night our fathers told us about them, filled with fear and loathing. response:	But behind all that lies a jealousy for the traits that the Elves lack.
context: The castle is mine!\Toyo, let's go free the Dwarves.\Huh?\We've been told countless times since childhood\that the Dwarves are strong warriors.\The Elves certainly despise the Dwarves.\Every night our fathers told us about them, filled with fear and loathing.\But behind all that lies a jealousy for the traits that the Elves lack. response:	Their strength, their perseverance, their sharp axes...
context: Toyo, let's go free the Dwarves.\Huh?\We've been told countless times since childhood\that the Dwarves are strong warriors.\The Elves certainly despise the Dwarves.\Every night our fathers told us about them, filled with fear and loathing.\But behind all that lies a jealousy for the traits that the Elves lack.\Their strength, their perseverance, their sharp axes... response:	They are likely to be captives here in the castle town.
context: Huh?\We've been told countless times since childhood\that the Dwarves are strong warriors.\The Elves certainly despise the Dwarves.\Every night our fathers told us about them, filled with fear and loathing.\But behind all that lies a jealousy for the traits that the Elves lack.\Their strength, their perseverance, their sharp axes...\They are likely to be captives here in the castle town. response:	Once, it was inconceivable for the Elves to fight beside the Dwarves.
context: We've been told countless times since childhood\that the Dwarves are strong warriors.\The Elves certainly despise the Dwarves.\Every night our fathers told us about them, filled with fear and loathing.\But behind all that lies a jealousy for the traits that the Elves lack.\Their strength, their perseverance, their sharp axes...\They are likely to be captives here in the castle town.\Once, it was inconceivable for the Elves to fight beside the Dwarves. response:	But now...!
context: that the Dwarves are strong warriors.\The Elves certainly despise the Dwarves.\Every night our fathers told us about them, filled with fear and loathing.\But behind all that lies a jealousy for the traits that the Elves lack.\Their strength, their perseverance, their sharp axes...\They are likely to be captives here in the castle town.\Once, it was inconceivable for the Elves to fight beside the Dwarves.\But now...! response:	That's the way things should have been.
context: The Elves certainly despise the Dwarves.\Every night our fathers told us about them, filled with fear and loathing.\But behind all that lies a jealousy for the traits that the Elves lack.\Their strength, their perseverance, their sharp axes...\They are likely to be captives here in the castle town.\Once, it was inconceivable for the Elves to fight beside the Dwarves.\But now...!\That's the way things should have been. response:	Let's get them out of there.
context: Every night our fathers told us about them, filled with fear and loathing.\But behind all that lies a jealousy for the traits that the Elves lack.\Their strength, their perseverance, their sharp axes...\They are likely to be captives here in the castle town.\Once, it was inconceivable for the Elves to fight beside the Dwarves.\But now...!\That's the way things should have been.\Let's get them out of there. response:	The Dwarves are vulgar, violent, foul barbarians with scruffy beards.
context: But behind all that lies a jealousy for the traits that the Elves lack.\Their strength, their perseverance, their sharp axes...\They are likely to be captives here in the castle town.\Once, it was inconceivable for the Elves to fight beside the Dwarves.\But now...!\That's the way things should have been.\Let's get them out of there.\The Dwarves are vulgar, violent, foul barbarians with scruffy beards. response:	They drink a lot, eat a lot, smell bad, and are totally frightening.
context: Their strength, their perseverance, their sharp axes...\They are likely to be captives here in the castle town.\Once, it was inconceivable for the Elves to fight beside the Dwarves.\But now...!\That's the way things should have been.\Let's get them out of there.\The Dwarves are vulgar, violent, foul barbarians with scruffy beards.\They drink a lot, eat a lot, smell bad, and are totally frightening. response:	Their massive arms can crush boulders and strike steel.
context: They are likely to be captives here in the castle town.\Once, it was inconceivable for the Elves to fight beside the Dwarves.\But now...!\That's the way things should have been.\Let's get them out of there.\The Dwarves are vulgar, violent, foul barbarians with scruffy beards.\They drink a lot, eat a lot, smell bad, and are totally frightening.\Their massive arms can crush boulders and strike steel. response:	Their massive legs stomp the ground.
context: Once, it was inconceivable for the Elves to fight beside the Dwarves.\But now...!\That's the way things should have been.\Let's get them out of there.\The Dwarves are vulgar, violent, foul barbarians with scruffy beards.\They drink a lot, eat a lot, smell bad, and are totally frightening.\Their massive arms can crush boulders and strike steel.\Their massive legs stomp the ground. response:	Their massive axes cleave their enemies in two.
context: But now...!\That's the way things should have been.\Let's get them out of there.\The Dwarves are vulgar, violent, foul barbarians with scruffy beards.\They drink a lot, eat a lot, smell bad, and are totally frightening.\Their massive arms can crush boulders and strike steel.\Their massive legs stomp the ground.\Their massive axes cleave their enemies in two. response:	And after all that, they go drinking, laughing and singing bawdily.
context: That's the way things should have been.\Let's get them out of there.\The Dwarves are vulgar, violent, foul barbarians with scruffy beards.\They drink a lot, eat a lot, smell bad, and are totally frightening.\Their massive arms can crush boulders and strike steel.\Their massive legs stomp the ground.\Their massive axes cleave their enemies in two.\And after all that, they go drinking, laughing and singing bawdily. response:	All the other buildings are the same as this one.
context: Let's get them out of there.\The Dwarves are vulgar, violent, foul barbarians with scruffy beards.\They drink a lot, eat a lot, smell bad, and are totally frightening.\Their massive arms can crush boulders and strike steel.\Their massive legs stomp the ground.\Their massive axes cleave their enemies in two.\And after all that, they go drinking, laughing and singing bawdily.\All the other buildings are the same as this one. response:	This place really is a concentration camp, a workshop in name only.
context: The Dwarves are vulgar, violent, foul barbarians with scruffy beards.\They drink a lot, eat a lot, smell bad, and are totally frightening.\Their massive arms can crush boulders and strike steel.\Their massive legs stomp the ground.\Their massive axes cleave their enemies in two.\And after all that, they go drinking, laughing and singing bawdily.\All the other buildings are the same as this one.\This place really is a concentration camp, a workshop in name only. response:	Even after we Elves surrendered, the Dwarves kept fighting.
context: They drink a lot, eat a lot, smell bad, and are totally frightening.\Their massive arms can crush boulders and strike steel.\Their massive legs stomp the ground.\Their massive axes cleave their enemies in two.\And after all that, they go drinking, laughing and singing bawdily.\All the other buildings are the same as this one.\This place really is a concentration camp, a workshop in name only.\Even after we Elves surrendered, the Dwarves kept fighting. response:	We were lucky to have just been made into serfs.
context: Their massive arms can crush boulders and strike steel.\Their massive legs stomp the ground.\Their massive axes cleave their enemies in two.\And after all that, they go drinking, laughing and singing bawdily.\All the other buildings are the same as this one.\This place really is a concentration camp, a workshop in name only.\Even after we Elves surrendered, the Dwarves kept fighting.\We were lucky to have just been made into serfs. response:	It seems the Dwarves were enslaved in the mines or in workshops all this time.
context: Their massive legs stomp the ground.\Their massive axes cleave their enemies in two.\And after all that, they go drinking, laughing and singing bawdily.\All the other buildings are the same as this one.\This place really is a concentration camp, a workshop in name only.\Even after we Elves surrendered, the Dwarves kept fighting.\We were lucky to have just been made into serfs.\It seems the Dwarves were enslaved in the mines or in workshops all this time. response:	We were wondering about the commotion outside...
context: Their massive axes cleave their enemies in two.\And after all that, they go drinking, laughing and singing bawdily.\All the other buildings are the same as this one.\This place really is a concentration camp, a workshop in name only.\Even after we Elves surrendered, the Dwarves kept fighting.\We were lucky to have just been made into serfs.\It seems the Dwarves were enslaved in the mines or in workshops all this time.\We were wondering about the commotion outside... response:	Was it your doing?
context: And after all that, they go drinking, laughing and singing bawdily.\All the other buildings are the same as this one.\This place really is a concentration camp, a workshop in name only.\Even after we Elves surrendered, the Dwarves kept fighting.\We were lucky to have just been made into serfs.\It seems the Dwarves were enslaved in the mines or in workshops all this time.\We were wondering about the commotion outside...\Was it your doing? response:	It's ironic. You of all people came to save us, huh?
context: All the other buildings are the same as this one.\This place really is a concentration camp, a workshop in name only.\Even after we Elves surrendered, the Dwarves kept fighting.\We were lucky to have just been made into serfs.\It seems the Dwarves were enslaved in the mines or in workshops all this time.\We were wondering about the commotion outside...\Was it your doing?\It's ironic. You of all people came to save us, huh? response:	We didn't.
context: This place really is a concentration camp, a workshop in name only.\Even after we Elves surrendered, the Dwarves kept fighting.\We were lucky to have just been made into serfs.\It seems the Dwarves were enslaved in the mines or in workshops all this time.\We were wondering about the commotion outside...\Was it your doing?\It's ironic. You of all people came to save us, huh?\We didn't. response:	We too were saved... by the Drifters.
context: Even after we Elves surrendered, the Dwarves kept fighting.\We were lucky to have just been made into serfs.\It seems the Dwarves were enslaved in the mines or in workshops all this time.\We were wondering about the commotion outside...\Was it your doing?\It's ironic. You of all people came to save us, huh?\We didn't.\We too were saved... by the Drifters. response:	Whoever, doesn't matter. Free us.
context: We were lucky to have just been made into serfs.\It seems the Dwarves were enslaved in the mines or in workshops all this time.\We were wondering about the commotion outside...\Was it your doing?\It's ironic. You of all people came to save us, huh?\We didn't.\We too were saved... by the Drifters.\Whoever, doesn't matter. Free us. response:	We are through.
context: It seems the Dwarves were enslaved in the mines or in workshops all this time.\We were wondering about the commotion outside...\Was it your doing?\It's ironic. You of all people came to save us, huh?\We didn't.\We too were saved... by the Drifters.\Whoever, doesn't matter. Free us.\We are through. response:	Free us. I'm begging you.
context: We were wondering about the commotion outside...\Was it your doing?\It's ironic. You of all people came to save us, huh?\We didn't.\We too were saved... by the Drifters.\Whoever, doesn't matter. Free us.\We are through.\Free us. I'm begging you. response:	Please. Even if you are Elves...
context: Was it your doing?\It's ironic. You of all people came to save us, huh?\We didn't.\We too were saved... by the Drifters.\Whoever, doesn't matter. Free us.\We are through.\Free us. I'm begging you.\Please. Even if you are Elves... response:	All right.
context: It's ironic. You of all people came to save us, huh?\We didn't.\We too were saved... by the Drifters.\Whoever, doesn't matter. Free us.\We are through.\Free us. I'm begging you.\Please. Even if you are Elves...\All right. response:	So, you are Dwarves?
context: We didn't.\We too were saved... by the Drifters.\Whoever, doesn't matter. Free us.\We are through.\Free us. I'm begging you.\Please. Even if you are Elves...\All right.\So, you are Dwarves? response:	Your beard is incredible.
context: We too were saved... by the Drifters.\Whoever, doesn't matter. Free us.\We are through.\Free us. I'm begging you.\Please. Even if you are Elves...\All right.\So, you are Dwarves?\Your beard is incredible. response:	You're really small. You're also really thin, huh?
context: Whoever, doesn't matter. Free us.\We are through.\Free us. I'm begging you.\Please. Even if you are Elves...\All right.\So, you are Dwarves?\Your beard is incredible.\You're really small. You're also really thin, huh? response:	You are... You are one of those Drifters?
context: We are through.\Free us. I'm begging you.\Please. Even if you are Elves...\All right.\So, you are Dwarves?\Your beard is incredible.\You're really small. You're also really thin, huh?\You are... You are one of those Drifters? response:	Don't care about that stuff!
context: Free us. I'm begging you.\Please. Even if you are Elves...\All right.\So, you are Dwarves?\Your beard is incredible.\You're really small. You're also really thin, huh?\You are... You are one of those Drifters?\Don't care about that stuff! response:	They just call me that.
context: Please. Even if you are Elves...\All right.\So, you are Dwarves?\Your beard is incredible.\You're really small. You're also really thin, huh?\You are... You are one of those Drifters?\Don't care about that stuff!\They just call me that. response:	An army marches on its stomach!
context: All right.\So, you are Dwarves?\Your beard is incredible.\You're really small. You're also really thin, huh?\You are... You are one of those Drifters?\Don't care about that stuff!\They just call me that.\An army marches on its stomach! response:	It's time to eat! Time to eat!
context: So, you are Dwarves?\Your beard is incredible.\You're really small. You're also really thin, huh?\You are... You are one of those Drifters?\Don't care about that stuff!\They just call me that.\An army marches on its stomach!\It's time to eat! Time to eat! response:	Hum? What happened, Boobienu? What happened?
context: Your beard is incredible.\You're really small. You're also really thin, huh?\You are... You are one of those Drifters?\Don't care about that stuff!\They just call me that.\An army marches on its stomach!\It's time to eat! Time to eat!\Hum? What happened, Boobienu? What happened? response:	Have the castle defenders fallen yet?
