context: What, you drink? I didn't know. response:	I feel bad...
context: The goblin is desperate, too.\He doesn't want to be killed.\There's no way he would.\I'll get you before you get me.\Of course I don't understand his words...\Don't lose your heads, you guys!\It's kill or be killed!\I-I'm gonna kill this guy and accumulate my Vice. response:	You're just as scared as we are.
context: He doesn't want to be killed.\There's no way he would.\I'll get you before you get me.\Of course I don't understand his words...\Don't lose your heads, you guys!\It's kill or be killed!\I-I'm gonna kill this guy and accumulate my Vice.\You're just as scared as we are. response:	Sh-Shut up!
context: There's no way he would.\I'll get you before you get me.\Of course I don't understand his words...\Don't lose your heads, you guys!\It's kill or be killed!\I-I'm gonna kill this guy and accumulate my Vice.\You're just as scared as we are.\Sh-Shut up! response:	Gobs is a pretty tough one, huh...
context: I'll get you before you get me.\Of course I don't understand his words...\Don't lose your heads, you guys!\It's kill or be killed!\I-I'm gonna kill this guy and accumulate my Vice.\You're just as scared as we are.\Sh-Shut up!\Gobs is a pretty tough one, huh... response:	Marque, Em, Parc!
context: Of course I don't understand his words...\Don't lose your heads, you guys!\It's kill or be killed!\I-I'm gonna kill this guy and accumulate my Vice.\You're just as scared as we are.\Sh-Shut up!\Gobs is a pretty tough one, huh...\Marque, Em, Parc! response:	I got him...
context: Don't lose your heads, you guys!\It's kill or be killed!\I-I'm gonna kill this guy and accumulate my Vice.\You're just as scared as we are.\Sh-Shut up!\Gobs is a pretty tough one, huh...\Marque, Em, Parc!\I got him... response:	Ouch!
context: It's kill or be killed!\I-I'm gonna kill this guy and accumulate my Vice.\You're just as scared as we are.\Sh-Shut up!\Gobs is a pretty tough one, huh...\Marque, Em, Parc!\I got him...\Ouch! response:	We did it!
context: I-I'm gonna kill this guy and accumulate my Vice.\You're just as scared as we are.\Sh-Shut up!\Gobs is a pretty tough one, huh...\Marque, Em, Parc!\I got him...\Ouch!\We did it! response:	Haru-kun?!
context: You're just as scared as we are.\Sh-Shut up!\Gobs is a pretty tough one, huh...\Marque, Em, Parc!\I got him...\Ouch!\We did it!\Haru-kun?! response:	Were you watching, Skullhell-sama?!
context: Sh-Shut up!\Gobs is a pretty tough one, huh...\Marque, Em, Parc!\I got him...\Ouch!\We did it!\Haru-kun?!\Were you watching, Skullhell-sama?! response:	G-Gently, please.
context: Gobs is a pretty tough one, huh...\Marque, Em, Parc!\I got him...\Ouch!\We did it!\Haru-kun?!\Were you watching, Skullhell-sama?!\G-Gently, please. response:	O light, return to Lumiaris' divine protection.
context: Marque, Em, Parc!\I got him...\Ouch!\We did it!\Haru-kun?!\Were you watching, Skullhell-sama?!\G-Gently, please.\O light, return to Lumiaris' divine protection. response:	Cure!
context: I got him...\Ouch!\We did it!\Haru-kun?!\Were you watching, Skullhell-sama?!\G-Gently, please.\O light, return to Lumiaris' divine protection.\Cure! response:	Is this... the booty?
context: Ouch!\We did it!\Haru-kun?!\Were you watching, Skullhell-sama?!\G-Gently, please.\O light, return to Lumiaris' divine protection.\Cure!\Is this... the booty? response:	Some animal's fang and... it's a silver coin?
context: We did it!\Haru-kun?!\Were you watching, Skullhell-sama?!\G-Gently, please.\O light, return to Lumiaris' divine protection.\Cure!\Is this... the booty?\Some animal's fang and... it's a silver coin? response:	And...
context: Haru-kun?!\Were you watching, Skullhell-sama?!\G-Gently, please.\O light, return to Lumiaris' divine protection.\Cure!\Is this... the booty?\Some animal's fang and... it's a silver coin?\And... response:	Then, a body part must be offered to the guild's altar.
context: Were you watching, Skullhell-sama?!\G-Gently, please.\O light, return to Lumiaris' divine protection.\Cure!\Is this... the booty?\Some animal's fang and... it's a silver coin?\And...\Then, a body part must be offered to the guild's altar. response:	Well, an ear's kinda big.
context: G-Gently, please.\O light, return to Lumiaris' divine protection.\Cure!\Is this... the booty?\Some animal's fang and... it's a silver coin?\And...\Then, a body part must be offered to the guild's altar.\Well, an ear's kinda big. response:	A claw should work, right?
context: O light, return to Lumiaris' divine protection.\Cure!\Is this... the booty?\Some animal's fang and... it's a silver coin?\And...\Then, a body part must be offered to the guild's altar.\Well, an ear's kinda big.\A claw should work, right? response:	Didn't Moguzo deal the final blow?
context: Cure!\Is this... the booty?\Some animal's fang and... it's a silver coin?\And...\Then, a body part must be offered to the guild's altar.\Well, an ear's kinda big.\A claw should work, right?\Didn't Moguzo deal the final blow? response:	What?! You're right! Moguzo, you bastard!
context: Is this... the booty?\Some animal's fang and... it's a silver coin?\And...\Then, a body part must be offered to the guild's altar.\Well, an ear's kinda big.\A claw should work, right?\Didn't Moguzo deal the final blow?\What?! You're right! Moguzo, you bastard! response:	This was supposed to be my special first Vice!
context: Some animal's fang and... it's a silver coin?\And...\Then, a body part must be offered to the guild's altar.\Well, an ear's kinda big.\A claw should work, right?\Didn't Moguzo deal the final blow?\What?! You're right! Moguzo, you bastard!\This was supposed to be my special first Vice! response:	Huh?
context: And...\Then, a body part must be offered to the guild's altar.\Well, an ear's kinda big.\A claw should work, right?\Didn't Moguzo deal the final blow?\What?! You're right! Moguzo, you bastard!\This was supposed to be my special first Vice!\Huh? response:	Ah, sorry.
context: Then, a body part must be offered to the guild's altar.\Well, an ear's kinda big.\A claw should work, right?\Didn't Moguzo deal the final blow?\What?! You're right! Moguzo, you bastard!\This was supposed to be my special first Vice!\Huh?\Ah, sorry. response:	He doesn't want to die, huh.
context: Well, an ear's kinda big.\A claw should work, right?\Didn't Moguzo deal the final blow?\What?! You're right! Moguzo, you bastard!\This was supposed to be my special first Vice!\Huh?\Ah, sorry.\He doesn't want to die, huh. response:	Damnit! Damn! Damn!
context: A claw should work, right?\Didn't Moguzo deal the final blow?\What?! You're right! Moguzo, you bastard!\This was supposed to be my special first Vice!\Huh?\Ah, sorry.\He doesn't want to die, huh.\Damnit! Damn! Damn! response:	Damn! Damn! Damn!
context: Didn't Moguzo deal the final blow?\What?! You're right! Moguzo, you bastard!\This was supposed to be my special first Vice!\Huh?\Ah, sorry.\He doesn't want to die, huh.\Damnit! Damn! Damn!\Damn! Damn! Damn! response:	Da
context: What?! You're right! Moguzo, you bastard!\This was supposed to be my special first Vice!\Huh?\Ah, sorry.\He doesn't want to die, huh.\Damnit! Damn! Damn!\Damn! Damn! Damn!\Da response:	Damn...
context: This was supposed to be my special first Vice!\Huh?\Ah, sorry.\He doesn't want to die, huh.\Damnit! Damn! Damn!\Damn! Damn! Damn!\Da\Damn... response:	This is worth about thirty coppers.
context: Huh?\Ah, sorry.\He doesn't want to die, huh.\Damnit! Damn! Damn!\Damn! Damn! Damn!\Da\Damn...\This is worth about thirty coppers. response:	This is a silver coin.
context: Ah, sorry.\He doesn't want to die, huh.\Damnit! Damn! Damn!\Damn! Damn! Damn!\Da\Damn...\This is worth about thirty coppers.\This is a silver coin. response:	Yes, it's a little dirty and doesn't look like much...
context: He doesn't want to die, huh.\Damnit! Damn! Damn!\Damn! Damn! Damn!\Da\Damn...\This is worth about thirty coppers.\This is a silver coin.\Yes, it's a little dirty and doesn't look like much... response:	If you don't like my price, go ahead and take it elsewhere.
context: Damnit! Damn! Damn!\Damn! Damn! Damn!\Da\Damn...\This is worth about thirty coppers.\This is a silver coin.\Yes, it's a little dirty and doesn't look like much...\If you don't like my price, go ahead and take it elsewhere. response:	It'll be about the same everywhere else.
context: Damn! Damn! Damn!\Da\Damn...\This is worth about thirty coppers.\This is a silver coin.\Yes, it's a little dirty and doesn't look like much...\If you don't like my price, go ahead and take it elsewhere.\It'll be about the same everywhere else. response:	Is that a black wolf fang?
context: Da\Damn...\This is worth about thirty coppers.\This is a silver coin.\Yes, it's a little dirty and doesn't look like much...\If you don't like my price, go ahead and take it elsewhere.\It'll be about the same everywhere else.\Is that a black wolf fang? response:	I'll buy it, if you'll take one silver for it.
context: Damn...\This is worth about thirty coppers.\This is a silver coin.\Yes, it's a little dirty and doesn't look like much...\If you don't like my price, go ahead and take it elsewhere.\It'll be about the same everywhere else.\Is that a black wolf fang?\I'll buy it, if you'll take one silver for it. response:	What? This fang is worth that much?
context: This is worth about thirty coppers.\This is a silver coin.\Yes, it's a little dirty and doesn't look like much...\If you don't like my price, go ahead and take it elsewhere.\It'll be about the same everywhere else.\Is that a black wolf fang?\I'll buy it, if you'll take one silver for it.\What? This fang is worth that much? response:	Oh...
context: This is a silver coin.\Yes, it's a little dirty and doesn't look like much...\If you don't like my price, go ahead and take it elsewhere.\It'll be about the same everywhere else.\Is that a black wolf fang?\I'll buy it, if you'll take one silver for it.\What? This fang is worth that much?\Oh... response:	Yeah.
context: Yes, it's a little dirty and doesn't look like much...\If you don't like my price, go ahead and take it elsewhere.\It'll be about the same everywhere else.\Is that a black wolf fang?\I'll buy it, if you'll take one silver for it.\What? This fang is worth that much?\Oh...\Yeah. response:	They're used as materials to make charms against evil, among other things.
context: If you don't like my price, go ahead and take it elsewhere.\It'll be about the same everywhere else.\Is that a black wolf fang?\I'll buy it, if you'll take one silver for it.\What? This fang is worth that much?\Oh...\Yeah.\They're used as materials to make charms against evil, among other things. response:	That's good.
context: It'll be about the same everywhere else.\Is that a black wolf fang?\I'll buy it, if you'll take one silver for it.\What? This fang is worth that much?\Oh...\Yeah.\They're used as materials to make charms against evil, among other things.\That's good. response:	What should we do now?
context: Is that a black wolf fang?\I'll buy it, if you'll take one silver for it.\What? This fang is worth that much?\Oh...\Yeah.\They're used as materials to make charms against evil, among other things.\That's good.\What should we do now? response:	The sun's still high.
context: I'll buy it, if you'll take one silver for it.\What? This fang is worth that much?\Oh...\Yeah.\They're used as materials to make charms against evil, among other things.\That's good.\What should we do now?\The sun's still high. response:	Why don't we call it a day and rest?
context: What? This fang is worth that much?\Oh...\Yeah.\They're used as materials to make charms against evil, among other things.\That's good.\What should we do now?\The sun's still high.\Why don't we call it a day and rest? response:	Yeah, sounds good.
context: Oh...\Yeah.\They're used as materials to make charms against evil, among other things.\That's good.\What should we do now?\The sun's still high.\Why don't we call it a day and rest?\Yeah, sounds good. response:	I'm exhausted.
context: Yeah.\They're used as materials to make charms against evil, among other things.\That's good.\What should we do now?\The sun's still high.\Why don't we call it a day and rest?\Yeah, sounds good.\I'm exhausted. response:	Me too.
context: They're used as materials to make charms against evil, among other things.\That's good.\What should we do now?\The sun's still high.\Why don't we call it a day and rest?\Yeah, sounds good.\I'm exhausted.\Me too. response:	I see. Okay, then.
context: That's good.\What should we do now?\The sun's still high.\Why don't we call it a day and rest?\Yeah, sounds good.\I'm exhausted.\Me too.\I see. Okay, then. response:	Well, then you're all excused for the rest of the day.
context: What should we do now?\The sun's still high.\Why don't we call it a day and rest?\Yeah, sounds good.\I'm exhausted.\Me too.\I see. Okay, then.\Well, then you're all excused for the rest of the day. response:	I'll see you all tomorrow.
context: The sun's still high.\Why don't we call it a day and rest?\Yeah, sounds good.\I'm exhausted.\Me too.\I see. Okay, then.\Well, then you're all excused for the rest of the day.\I'll see you all tomorrow. response:	Okaaay.
context: Why don't we call it a day and rest?\Yeah, sounds good.\I'm exhausted.\Me too.\I see. Okay, then.\Well, then you're all excused for the rest of the day.\I'll see you all tomorrow.\Okaaay. response:	See you tomorrow.
context: Yeah, sounds good.\I'm exhausted.\Me too.\I see. Okay, then.\Well, then you're all excused for the rest of the day.\I'll see you all tomorrow.\Okaaay.\See you tomorrow. response:	You're a little more like a Dark Knight now.
context: I'm exhausted.\Me too.\I see. Okay, then.\Well, then you're all excused for the rest of the day.\I'll see you all tomorrow.\Okaaay.\See you tomorrow.\You're a little more like a Dark Knight now. response:	Shut up.
context: Me too.\I see. Okay, then.\Well, then you're all excused for the rest of the day.\I'll see you all tomorrow.\Okaaay.\See you tomorrow.\You're a little more like a Dark Knight now.\Shut up. response:	What happened to eating bones and all?
context: I see. Okay, then.\Well, then you're all excused for the rest of the day.\I'll see you all tomorrow.\Okaaay.\See you tomorrow.\You're a little more like a Dark Knight now.\Shut up.\What happened to eating bones and all? response:	You really are a nitpicker, bugging me about every single little thing.
context: Well, then you're all excused for the rest of the day.\I'll see you all tomorrow.\Okaaay.\See you tomorrow.\You're a little more like a Dark Knight now.\Shut up.\What happened to eating bones and all?\You really are a nitpicker, bugging me about every single little thing. response:	Not about every single thing.
context: I'll see you all tomorrow.\Okaaay.\See you tomorrow.\You're a little more like a Dark Knight now.\Shut up.\What happened to eating bones and all?\You really are a nitpicker, bugging me about every single little thing.\Not about every single thing. response:	See, like I sad, every single little thing.
context: Okaaay.\See you tomorrow.\You're a little more like a Dark Knight now.\Shut up.\What happened to eating bones and all?\You really are a nitpicker, bugging me about every single little thing.\Not about every single thing.\See, like I sad, every single little thing. response:	But, well...
context: See you tomorrow.\You're a little more like a Dark Knight now.\Shut up.\What happened to eating bones and all?\You really are a nitpicker, bugging me about every single little thing.\Not about every single thing.\See, like I sad, every single little thing.\But, well... response:	I got to accumulate my first Vice, too.
context: You're a little more like a Dark Knight now.\Shut up.\What happened to eating bones and all?\You really are a nitpicker, bugging me about every single little thing.\Not about every single thing.\See, like I sad, every single little thing.\But, well...\I got to accumulate my first Vice, too. response:	What can you do if you accumulate a Vice?
context: Shut up.\What happened to eating bones and all?\You really are a nitpicker, bugging me about every single little thing.\Not about every single thing.\See, like I sad, every single little thing.\But, well...\I got to accumulate my first Vice, too.\What can you do if you accumulate a Vice? response:	I can summon a daemon.
context: What happened to eating bones and all?\You really are a nitpicker, bugging me about every single little thing.\Not about every single thing.\See, like I sad, every single little thing.\But, well...\I got to accumulate my first Vice, too.\What can you do if you accumulate a Vice?\I can summon a daemon. response:	And what can that daemon do?
context: You really are a nitpicker, bugging me about every single little thing.\Not about every single thing.\See, like I sad, every single little thing.\But, well...\I got to accumulate my first Vice, too.\What can you do if you accumulate a Vice?\I can summon a daemon.\And what can that daemon do? response:	It whispers and tells me if an enemy is near.
context: Not about every single thing.\See, like I sad, every single little thing.\But, well...\I got to accumulate my first Vice, too.\What can you do if you accumulate a Vice?\I can summon a daemon.\And what can that daemon do?\It whispers and tells me if an enemy is near. response:	And sometimes it explodes a Daemon Joke.
context: See, like I sad, every single little thing.\But, well...\I got to accumulate my first Vice, too.\What can you do if you accumulate a Vice?\I can summon a daemon.\And what can that daemon do?\It whispers and tells me if an enemy is near.\And sometimes it explodes a Daemon Joke. response:	Th-That's all?!
context: But, well...\I got to accumulate my first Vice, too.\What can you do if you accumulate a Vice?\I can summon a daemon.\And what can that daemon do?\It whispers and tells me if an enemy is near.\And sometimes it explodes a Daemon Joke.\Th-That's all?! response:	What do you mean that's all?
context: I got to accumulate my first Vice, too.\What can you do if you accumulate a Vice?\I can summon a daemon.\And what can that daemon do?\It whispers and tells me if an enemy is near.\And sometimes it explodes a Daemon Joke.\Th-That's all?!\What do you mean that's all? response:	It'd be a perfect partner for me.
context: What can you do if you accumulate a Vice?\I can summon a daemon.\And what can that daemon do?\It whispers and tells me if an enemy is near.\And sometimes it explodes a Daemon Joke.\Th-That's all?!\What do you mean that's all?\It'd be a perfect partner for me. response:	Indeed.
context: I can summon a daemon.\And what can that daemon do?\It whispers and tells me if an enemy is near.\And sometimes it explodes a Daemon Joke.\Th-That's all?!\What do you mean that's all?\It'd be a perfect partner for me.\Indeed. response:	It'd be just right for you.
context: And what can that daemon do?\It whispers and tells me if an enemy is near.\And sometimes it explodes a Daemon Joke.\Th-That's all?!\What do you mean that's all?\It'd be a perfect partner for me.\Indeed.\It'd be just right for you. response:	Right?
context: It whispers and tells me if an enemy is near.\And sometimes it explodes a Daemon Joke.\Th-That's all?!\What do you mean that's all?\It'd be a perfect partner for me.\Indeed.\It'd be just right for you.\Right? response:	It's kind of ironic that we say it'd be a good fit for you, when we don't even know what the daemon is good for.
context: And sometimes it explodes a Daemon Joke.\Th-That's all?!\What do you mean that's all?\It'd be a perfect partner for me.\Indeed.\It'd be just right for you.\Right?\It's kind of ironic that we say it'd be a good fit for you, when we don't even know what the daemon is good for. response:	Meow!
context: Th-That's all?!\What do you mean that's all?\It'd be a perfect partner for me.\Indeed.\It'd be just right for you.\Right?\It's kind of ironic that we say it'd be a good fit for you, when we don't even know what the daemon is good for.\Meow! response:	Wha?! Huh?
context: What do you mean that's all?\It'd be a perfect partner for me.\Indeed.\It'd be just right for you.\Right?\It's kind of ironic that we say it'd be a good fit for you, when we don't even know what the daemon is good for.\Meow!\Wha?! Huh? response:	I-It's you?
context: It'd be a perfect partner for me.\Indeed.\It'd be just right for you.\Right?\It's kind of ironic that we say it'd be a good fit for you, when we don't even know what the daemon is good for.\Meow!\Wha?! Huh?\I-It's you? response:	Do you have a transformation skill like that?!
context: Indeed.\It'd be just right for you.\Right?\It's kind of ironic that we say it'd be a good fit for you, when we don't even know what the daemon is good for.\Meow!\Wha?! Huh?\I-It's you?\Do you have a transformation skill like that?! response:	Of course not.
context: It'd be just right for you.\Right?\It's kind of ironic that we say it'd be a good fit for you, when we don't even know what the daemon is good for.\Meow!\Wha?! Huh?\I-It's you?\Do you have a transformation skill like that?!\Of course not. response:	I was just thinking how pretty the sun looked when it plopped onto my head.
context: Right?\It's kind of ironic that we say it'd be a good fit for you, when we don't even know what the daemon is good for.\Meow!\Wha?! Huh?\I-It's you?\Do you have a transformation skill like that?!\Of course not.\I was just thinking how pretty the sun looked when it plopped onto my head. response:	Apologize.
context: It's kind of ironic that we say it'd be a good fit for you, when we don't even know what the daemon is good for.\Meow!\Wha?! Huh?\I-It's you?\Do you have a transformation skill like that?!\Of course not.\I was just thinking how pretty the sun looked when it plopped onto my head.\Apologize. response:	Of course, I knew that.
context: Meow!\Wha?! Huh?\I-It's you?\Do you have a transformation skill like that?!\Of course not.\I was just thinking how pretty the sun looked when it plopped onto my head.\Apologize.\Of course, I knew that. response:	Don't scare me like that.
context: Wha?! Huh?\I-It's you?\Do you have a transformation skill like that?!\Of course not.\I was just thinking how pretty the sun looked when it plopped onto my head.\Apologize.\Of course, I knew that.\Don't scare me like that. response:	You seem kind of flustered.
context: I-It's you?\Do you have a transformation skill like that?!\Of course not.\I was just thinking how pretty the sun looked when it plopped onto my head.\Apologize.\Of course, I knew that.\Don't scare me like that.\You seem kind of flustered. response:	Shut up...
context: Do you have a transformation skill like that?!\Of course not.\I was just thinking how pretty the sun looked when it plopped onto my head.\Apologize.\Of course, I knew that.\Don't scare me like that.\You seem kind of flustered.\Shut up... response:	It really is beautiful...
context: Of course not.\I was just thinking how pretty the sun looked when it plopped onto my head.\Apologize.\Of course, I knew that.\Don't scare me like that.\You seem kind of flustered.\Shut up...\It really is beautiful... response:	The sunset.
context: I was just thinking how pretty the sun looked when it plopped onto my head.\Apologize.\Of course, I knew that.\Don't scare me like that.\You seem kind of flustered.\Shut up...\It really is beautiful...\The sunset. response:	Even though I pass by here everyday...
context: Apologize.\Of course, I knew that.\Don't scare me like that.\You seem kind of flustered.\Shut up...\It really is beautiful...\The sunset.\Even though I pass by here everyday... response:	Maybe... I never had the time to notice.
context: Of course, I knew that.\Don't scare me like that.\You seem kind of flustered.\Shut up...\It really is beautiful...\The sunset.\Even though I pass by here everyday...\Maybe... I never had the time to notice. response:	Manato... you awake?
context: Don't scare me like that.\You seem kind of flustered.\Shut up...\It really is beautiful...\The sunset.\Even though I pass by here everyday...\Maybe... I never had the time to notice.\Manato... you awake? response:	Yeah, I'm awake.
context: You seem kind of flustered.\Shut up...\It really is beautiful...\The sunset.\Even though I pass by here everyday...\Maybe... I never had the time to notice.\Manato... you awake?\Yeah, I'm awake. response:	What is it?
context: Shut up...\It really is beautiful...\The sunset.\Even though I pass by here everyday...\Maybe... I never had the time to notice.\Manato... you awake?\Yeah, I'm awake.\What is it? response:	I felt like I had a lot of things I wanted to ask Manato.
context: It really is beautiful...\The sunset.\Even though I pass by here everyday...\Maybe... I never had the time to notice.\Manato... you awake?\Yeah, I'm awake.\What is it?\I felt like I had a lot of things I wanted to ask Manato. response:	Like how we only made eighteen coppers a person today...
context: The sunset.\Even though I pass by here everyday...\Maybe... I never had the time to notice.\Manato... you awake?\Yeah, I'm awake.\What is it?\I felt like I had a lot of things I wanted to ask Manato.\Like how we only made eighteen coppers a person today... response:	But... when I tried to ask...
context: Even though I pass by here everyday...\Maybe... I never had the time to notice.\Manato... you awake?\Yeah, I'm awake.\What is it?\I felt like I had a lot of things I wanted to ask Manato.\Like how we only made eighteen coppers a person today...\But... when I tried to ask... response:	No, uh...
context: Maybe... I never had the time to notice.\Manato... you awake?\Yeah, I'm awake.\What is it?\I felt like I had a lot of things I wanted to ask Manato.\Like how we only made eighteen coppers a person today...\But... when I tried to ask...\No, uh... response:	Nevermind.
context: Manato... you awake?\Yeah, I'm awake.\What is it?\I felt like I had a lot of things I wanted to ask Manato.\Like how we only made eighteen coppers a person today...\But... when I tried to ask...\No, uh...\Nevermind. response:	Oh? Okay, then.
context: Yeah, I'm awake.\What is it?\I felt like I had a lot of things I wanted to ask Manato.\Like how we only made eighteen coppers a person today...\But... when I tried to ask...\No, uh...\Nevermind.\Oh? Okay, then. response:	Yeah.
context: What is it?\I felt like I had a lot of things I wanted to ask Manato.\Like how we only made eighteen coppers a person today...\But... when I tried to ask...\No, uh...\Nevermind.\Oh? Okay, then.\Yeah. response:	Well, I guess today wasn't bad.
context: I felt like I had a lot of things I wanted to ask Manato.\Like how we only made eighteen coppers a person today...\But... when I tried to ask...\No, uh...\Nevermind.\Oh? Okay, then.\Yeah.\Well, I guess today wasn't bad. response:	Nobody knows what will happen in the future.
context: Like how we only made eighteen coppers a person today...\But... when I tried to ask...\No, uh...\Nevermind.\Oh? Okay, then.\Yeah.\Well, I guess today wasn't bad.\Nobody knows what will happen in the future. response:	Something even better might happen tomorrow.
context: But... when I tried to ask...\No, uh...\Nevermind.\Oh? Okay, then.\Yeah.\Well, I guess today wasn't bad.\Nobody knows what will happen in the future.\Something even better might happen tomorrow. response:	So, it's good.
context: No, uh...\Nevermind.\Oh? Okay, then.\Yeah.\Well, I guess today wasn't bad.\Nobody knows what will happen in the future.\Something even better might happen tomorrow.\So, it's good. response:	At least, for now it is.
context: Nevermind.\Oh? Okay, then.\Yeah.\Well, I guess today wasn't bad.\Nobody knows what will happen in the future.\Something even better might happen tomorrow.\So, it's good.\At least, for now it is. response:	Be back in a jiff.
context: Oh? Okay, then.\Yeah.\Well, I guess today wasn't bad.\Nobody knows what will happen in the future.\Something even better might happen tomorrow.\So, it's good.\At least, for now it is.\Be back in a jiff. response:	Ranta, you're awake?
context: Yeah.\Well, I guess today wasn't bad.\Nobody knows what will happen in the future.\Something even better might happen tomorrow.\So, it's good.\At least, for now it is.\Be back in a jiff.\Ranta, you're awake? response:	Where are you going?
context: Well, I guess today wasn't bad.\Nobody knows what will happen in the future.\Something even better might happen tomorrow.\So, it's good.\At least, for now it is.\Be back in a jiff.\Ranta, you're awake?\Where are you going? response:	The baths, of course!
context: Nobody knows what will happen in the future.\Something even better might happen tomorrow.\So, it's good.\At least, for now it is.\Be back in a jiff.\Ranta, you're awake?\Where are you going?\The baths, of course! response:	The baths!
context: Something even better might happen tomorrow.\So, it's good.\At least, for now it is.\Be back in a jiff.\Ranta, you're awake?\Where are you going?\The baths, of course!\The baths! response:	Huh?
context: So, it's good.\At least, for now it is.\Be back in a jiff.\Ranta, you're awake?\Where are you going?\The baths, of course!\The baths!\Huh? response:	You just took one!
context: At least, for now it is.\Be back in a jiff.\Ranta, you're awake?\Where are you going?\The baths, of course!\The baths!\Huh?\You just took one! response:	Not to mention it's the girls time now.
context: Be back in a jiff.\Ranta, you're awake?\Where are you going?\The baths, of course!\The baths!\Huh?\You just took one!\Not to mention it's the girls time now. response:	What a numbskull.
context: Ranta, you're awake?\Where are you going?\The baths, of course!\The baths!\Huh?\You just took one!\Not to mention it's the girls time now.\What a numbskull. response:	You still don't get it?
context: Where are you going?\The baths, of course!\The baths!\Huh?\You just took one!\Not to mention it's the girls time now.\What a numbskull.\You still don't get it? response:	Wait, are you...?!
context: The baths, of course!\The baths!\Huh?\You just took one!\Not to mention it's the girls time now.\What a numbskull.\You still don't get it?\Wait, are you...?! response:	I'm glad you're feeling better, but you have got to draw the line somewhere.
context: The baths!\Huh?\You just took one!\Not to mention it's the girls time now.\What a numbskull.\You still don't get it?\Wait, are you...?!\I'm glad you're feeling better, but you have got to draw the line somewhere. response:	Hm? I'm always feeling great.
context: Huh?\You just took one!\Not to mention it's the girls time now.\What a numbskull.\You still don't get it?\Wait, are you...?!\I'm glad you're feeling better, but you have got to draw the line somewhere.\Hm? I'm always feeling great. response:	Super great!
context: You just took one!\Not to mention it's the girls time now.\What a numbskull.\You still don't get it?\Wait, are you...?!\I'm glad you're feeling better, but you have got to draw the line somewhere.\Hm? I'm always feeling great.\Super great! response:	I'm burning so furiously that I can't hold back.
context: Not to mention it's the girls time now.\What a numbskull.\You still don't get it?\Wait, are you...?!\I'm glad you're feeling better, but you have got to draw the line somewhere.\Hm? I'm always feeling great.\Super great!\I'm burning so furiously that I can't hold back. response:	My passion is glistening!
context: What a numbskull.\You still don't get it?\Wait, are you...?!\I'm glad you're feeling better, but you have got to draw the line somewhere.\Hm? I'm always feeling great.\Super great!\I'm burning so furiously that I can't hold back.\My passion is glistening! response:	Those are just carnal desires.
context: You still don't get it?\Wait, are you...?!\I'm glad you're feeling better, but you have got to draw the line somewhere.\Hm? I'm always feeling great.\Super great!\I'm burning so furiously that I can't hold back.\My passion is glistening!\Those are just carnal desires. response:	I thought you were studying the bath walls carefully.
context: Wait, are you...?!\I'm glad you're feeling better, but you have got to draw the line somewhere.\Hm? I'm always feeling great.\Super great!\I'm burning so furiously that I can't hold back.\My passion is glistening!\Those are just carnal desires.\I thought you were studying the bath walls carefully. response:	Listen me carefully!
context: I'm glad you're feeling better, but you have got to draw the line somewhere.\Hm? I'm always feeling great.\Super great!\I'm burning so furiously that I can't hold back.\My passion is glistening!\Those are just carnal desires.\I thought you were studying the bath walls carefully.\Listen me carefully! response:	At this very moment, the girls are bare, washing their hair and bodies, right?
context: Hm? I'm always feeling great.\Super great!\I'm burning so furiously that I can't hold back.\My passion is glistening!\Those are just carnal desires.\I thought you were studying the bath walls carefully.\Listen me carefully!\At this very moment, the girls are bare, washing their hair and bodies, right? response:	Just imagine, eh?
context: Super great!\I'm burning so furiously that I can't hold back.\My passion is glistening!\Those are just carnal desires.\I thought you were studying the bath walls carefully.\Listen me carefully!\At this very moment, the girls are bare, washing their hair and bodies, right?\Just imagine, eh? response:	There's only one thing a man should do!
context: I'm burning so furiously that I can't hold back.\My passion is glistening!\Those are just carnal desires.\I thought you were studying the bath walls carefully.\Listen me carefully!\At this very moment, the girls are bare, washing their hair and bodies, right?\Just imagine, eh?\There's only one thing a man should do! response:	You're shameless.
context: My passion is glistening!\Those are just carnal desires.\I thought you were studying the bath walls carefully.\Listen me carefully!\At this very moment, the girls are bare, washing their hair and bodies, right?\Just imagine, eh?\There's only one thing a man should do!\You're shameless. response:	Call me Shameless-sama!
context: Those are just carnal desires.\I thought you were studying the bath walls carefully.\Listen me carefully!\At this very moment, the girls are bare, washing their hair and bodies, right?\Just imagine, eh?\There's only one thing a man should do!\You're shameless.\Call me Shameless-sama! response:	The great and noble Shameless King-sama!
context: I thought you were studying the bath walls carefully.\Listen me carefully!\At this very moment, the girls are bare, washing their hair and bodies, right?\Just imagine, eh?\There's only one thing a man should do!\You're shameless.\Call me Shameless-sama!\The great and noble Shameless King-sama! response:	You see?
context: Listen me carefully!\At this very moment, the girls are bare, washing their hair and bodies, right?\Just imagine, eh?\There's only one thing a man should do!\You're shameless.\Call me Shameless-sama!\The great and noble Shameless King-sama!\You see? response:	Today we crossed a moral boundary.
context: At this very moment, the girls are bare, washing their hair and bodies, right?\Just imagine, eh?\There's only one thing a man should do!\You're shameless.\Call me Shameless-sama!\The great and noble Shameless King-sama!\You see?\Today we crossed a moral boundary. response:	Then it should be obvious.
