context: Makishima has been arrested. response:	The helmet criminals have been wiped out.
context: I demand an acceptable explanation!\What makes you think you can talk to me like that?! You're an Enforcer!\This is not the time to discuss our positions!\We're the ones who arrested him! It makes no damn sense that we can't even question him!\It wasn't my decision.\If you want to complain...\If you want to complain, talk to the Chief directly. Is that it?\I'm an Enforcer. There's no way in hell they'd let me see the Chief, is there?! response:	If I dare set foot in her office, it's you who'll be in trouble, Inspector.
context: What makes you think you can talk to me like that?! You're an Enforcer!\This is not the time to discuss our positions!\We're the ones who arrested him! It makes no damn sense that we can't even question him!\It wasn't my decision.\If you want to complain...\If you want to complain, talk to the Chief directly. Is that it?\I'm an Enforcer. There's no way in hell they'd let me see the Chief, is there?!\If I dare set foot in her office, it's you who'll be in trouble, Inspector. response:	What's going to happen now?
context: This is not the time to discuss our positions!\We're the ones who arrested him! It makes no damn sense that we can't even question him!\It wasn't my decision.\If you want to complain...\If you want to complain, talk to the Chief directly. Is that it?\I'm an Enforcer. There's no way in hell they'd let me see the Chief, is there?!\If I dare set foot in her office, it's you who'll be in trouble, Inspector.\What's going to happen now? response:	There probably isn't anything else we can do.
context: We're the ones who arrested him! It makes no damn sense that we can't even question him!\It wasn't my decision.\If you want to complain...\If you want to complain, talk to the Chief directly. Is that it?\I'm an Enforcer. There's no way in hell they'd let me see the Chief, is there?!\If I dare set foot in her office, it's you who'll be in trouble, Inspector.\What's going to happen now?\There probably isn't anything else we can do. response:	Let's put everything we have into the search for Kagari.
context: It wasn't my decision.\If you want to complain...\If you want to complain, talk to the Chief directly. Is that it?\I'm an Enforcer. There's no way in hell they'd let me see the Chief, is there?!\If I dare set foot in her office, it's you who'll be in trouble, Inspector.\What's going to happen now?\There probably isn't anything else we can do.\Let's put everything we have into the search for Kagari. response:	He could well bring about the end of the Bureau for entirely different reasons.
context: If you want to complain...\If you want to complain, talk to the Chief directly. Is that it?\I'm an Enforcer. There's no way in hell they'd let me see the Chief, is there?!\If I dare set foot in her office, it's you who'll be in trouble, Inspector.\What's going to happen now?\There probably isn't anything else we can do.\Let's put everything we have into the search for Kagari.\He could well bring about the end of the Bureau for entirely different reasons. response:	It's been a while, Shougo.
context: If you want to complain, talk to the Chief directly. Is that it?\I'm an Enforcer. There's no way in hell they'd let me see the Chief, is there?!\If I dare set foot in her office, it's you who'll be in trouble, Inspector.\What's going to happen now?\There probably isn't anything else we can do.\Let's put everything we have into the search for Kagari.\He could well bring about the end of the Bureau for entirely different reasons.\It's been a while, Shougo. response:	It's good to see you haven't changed a bit.
context: I'm an Enforcer. There's no way in hell they'd let me see the Chief, is there?!\If I dare set foot in her office, it's you who'll be in trouble, Inspector.\What's going to happen now?\There probably isn't anything else we can do.\Let's put everything we have into the search for Kagari.\He could well bring about the end of the Bureau for entirely different reasons.\It's been a while, Shougo.\It's good to see you haven't changed a bit. response:	You're the Chief of the Public Safety Bureau, Ms. Kasei... was it?
context: If I dare set foot in her office, it's you who'll be in trouble, Inspector.\What's going to happen now?\There probably isn't anything else we can do.\Let's put everything we have into the search for Kagari.\He could well bring about the end of the Bureau for entirely different reasons.\It's been a while, Shougo.\It's good to see you haven't changed a bit.\You're the Chief of the Public Safety Bureau, Ms. Kasei... was it? response:	I don't think we've met before.
context: What's going to happen now?\There probably isn't anything else we can do.\Let's put everything we have into the search for Kagari.\He could well bring about the end of the Bureau for entirely different reasons.\It's been a while, Shougo.\It's good to see you haven't changed a bit.\You're the Chief of the Public Safety Bureau, Ms. Kasei... was it?\I don't think we've met before. response:	Well, my appearance has changed quite a bit over the past three years.
context: There probably isn't anything else we can do.\Let's put everything we have into the search for Kagari.\He could well bring about the end of the Bureau for entirely different reasons.\It's been a while, Shougo.\It's good to see you haven't changed a bit.\You're the Chief of the Public Safety Bureau, Ms. Kasei... was it?\I don't think we've met before.\Well, my appearance has changed quite a bit over the past three years. response:	First, I need to offer you an apology
context: Let's put everything we have into the search for Kagari.\He could well bring about the end of the Bureau for entirely different reasons.\It's been a while, Shougo.\It's good to see you haven't changed a bit.\You're the Chief of the Public Safety Bureau, Ms. Kasei... was it?\I don't think we've met before.\Well, my appearance has changed quite a bit over the past three years.\First, I need to offer you an apology response:	regarding that book I borrowed from you a while back.
context: He could well bring about the end of the Bureau for entirely different reasons.\It's been a while, Shougo.\It's good to see you haven't changed a bit.\You're the Chief of the Public Safety Bureau, Ms. Kasei... was it?\I don't think we've met before.\Well, my appearance has changed quite a bit over the past three years.\First, I need to offer you an apology\regarding that book I borrowed from you a while back. response:	I ended up losing it due to unfortunate, though unavoidable, circumstances.
context: It's been a while, Shougo.\It's good to see you haven't changed a bit.\You're the Chief of the Public Safety Bureau, Ms. Kasei... was it?\I don't think we've met before.\Well, my appearance has changed quite a bit over the past three years.\First, I need to offer you an apology\regarding that book I borrowed from you a while back.\I ended up losing it due to unfortunate, though unavoidable, circumstances. response:	Hm?
context: It's good to see you haven't changed a bit.\You're the Chief of the Public Safety Bureau, Ms. Kasei... was it?\I don't think we've met before.\Well, my appearance has changed quite a bit over the past three years.\First, I need to offer you an apology\regarding that book I borrowed from you a while back.\I ended up losing it due to unfortunate, though unavoidable, circumstances.\Hm? response:	It was quite difficult to find another copy of that book.
context: You're the Chief of the Public Safety Bureau, Ms. Kasei... was it?\I don't think we've met before.\Well, my appearance has changed quite a bit over the past three years.\First, I need to offer you an apology\regarding that book I borrowed from you a while back.\I ended up losing it due to unfortunate, though unavoidable, circumstances.\Hm?\It was quite difficult to find another copy of that book. response:	I'm surprised.
context: I don't think we've met before.\Well, my appearance has changed quite a bit over the past three years.\First, I need to offer you an apology\regarding that book I borrowed from you a while back.\I ended up losing it due to unfortunate, though unavoidable, circumstances.\Hm?\It was quite difficult to find another copy of that book.\I'm surprised. response:	Are you...
context: Well, my appearance has changed quite a bit over the past three years.\First, I need to offer you an apology\regarding that book I borrowed from you a while back.\I ended up losing it due to unfortunate, though unavoidable, circumstances.\Hm?\It was quite difficult to find another copy of that book.\I'm surprised.\Are you... response:	Touma Kouzaburou?
context: First, I need to offer you an apology\regarding that book I borrowed from you a while back.\I ended up losing it due to unfortunate, though unavoidable, circumstances.\Hm?\It was quite difficult to find another copy of that book.\I'm surprised.\Are you...\Touma Kouzaburou? response:	This brings back memories.
context: regarding that book I borrowed from you a while back.\I ended up losing it due to unfortunate, though unavoidable, circumstances.\Hm?\It was quite difficult to find another copy of that book.\I'm surprised.\Are you...\Touma Kouzaburou?\This brings back memories. response:	It's been three years, hasn't it?
context: I ended up losing it due to unfortunate, though unavoidable, circumstances.\Hm?\It was quite difficult to find another copy of that book.\I'm surprised.\Are you...\Touma Kouzaburou?\This brings back memories.\It's been three years, hasn't it? response:	When I heard that you were taken in by the Bureau, I felt that it was terribly unfortunate.
context: Hm?\It was quite difficult to find another copy of that book.\I'm surprised.\Are you...\Touma Kouzaburou?\This brings back memories.\It's been three years, hasn't it?\When I heard that you were taken in by the Bureau, I felt that it was terribly unfortunate. response:	But that face... Plastic surgery?
context: It was quite difficult to find another copy of that book.\I'm surprised.\Are you...\Touma Kouzaburou?\This brings back memories.\It's been three years, hasn't it?\When I heard that you were taken in by the Bureau, I felt that it was terribly unfortunate.\But that face... Plastic surgery? response:	No, that's not it.
context: I'm surprised.\Are you...\Touma Kouzaburou?\This brings back memories.\It's been three years, hasn't it?\When I heard that you were taken in by the Bureau, I felt that it was terribly unfortunate.\But that face... Plastic surgery?\No, that's not it. response:	Considering that body structure, you're a different person.
context: Are you...\Touma Kouzaburou?\This brings back memories.\It's been three years, hasn't it?\When I heard that you were taken in by the Bureau, I felt that it was terribly unfortunate.\But that face... Plastic surgery?\No, that's not it.\Considering that body structure, you're a different person. response:	Your friend Senguji Toyohisa achieved full-body cyberization too, right?
context: Touma Kouzaburou?\This brings back memories.\It's been three years, hasn't it?\When I heard that you were taken in by the Bureau, I felt that it was terribly unfortunate.\But that face... Plastic surgery?\No, that's not it.\Considering that body structure, you're a different person.\Your friend Senguji Toyohisa achieved full-body cyberization too, right? response:	But near-flawless artificial body technology like this isn't available to the public.
context: This brings back memories.\It's been three years, hasn't it?\When I heard that you were taken in by the Bureau, I felt that it was terribly unfortunate.\But that face... Plastic surgery?\No, that's not it.\Considering that body structure, you're a different person.\Your friend Senguji Toyohisa achieved full-body cyberization too, right?\But near-flawless artificial body technology like this isn't available to the public. response:	You can't tell the difference between this body and a human body at all, can you?
context: It's been three years, hasn't it?\When I heard that you were taken in by the Bureau, I felt that it was terribly unfortunate.\But that face... Plastic surgery?\No, that's not it.\Considering that body structure, you're a different person.\Your friend Senguji Toyohisa achieved full-body cyberization too, right?\But near-flawless artificial body technology like this isn't available to the public.\You can't tell the difference between this body and a human body at all, can you? response:	Nothing of the Touma Kouzaburou you know is left except for his brain.
context: When I heard that you were taken in by the Bureau, I felt that it was terribly unfortunate.\But that face... Plastic surgery?\No, that's not it.\Considering that body structure, you're a different person.\Your friend Senguji Toyohisa achieved full-body cyberization too, right?\But near-flawless artificial body technology like this isn't available to the public.\You can't tell the difference between this body and a human body at all, can you?\Nothing of the Touma Kouzaburou you know is left except for his brain. response:	What's going on?
context: But that face... Plastic surgery?\No, that's not it.\Considering that body structure, you're a different person.\Your friend Senguji Toyohisa achieved full-body cyberization too, right?\But near-flawless artificial body technology like this isn't available to the public.\You can't tell the difference between this body and a human body at all, can you?\Nothing of the Touma Kouzaburou you know is left except for his brain.\What's going on? response:	The culprit behind the grotesque serial killings that shook society to its core
context: No, that's not it.\Considering that body structure, you're a different person.\Your friend Senguji Toyohisa achieved full-body cyberization too, right?\But near-flawless artificial body technology like this isn't available to the public.\You can't tell the difference between this body and a human body at all, can you?\Nothing of the Touma Kouzaburou you know is left except for his brain.\What's going on?\The culprit behind the grotesque serial killings that shook society to its core response:	is now the head of the Public Safety Bureau?
context: Considering that body structure, you're a different person.\Your friend Senguji Toyohisa achieved full-body cyberization too, right?\But near-flawless artificial body technology like this isn't available to the public.\You can't tell the difference between this body and a human body at all, can you?\Nothing of the Touma Kouzaburou you know is left except for his brain.\What's going on?\The culprit behind the grotesque serial killings that shook society to its core\is now the head of the Public Safety Bureau? response:	That's beyond a joke.
context: Your friend Senguji Toyohisa achieved full-body cyberization too, right?\But near-flawless artificial body technology like this isn't available to the public.\You can't tell the difference between this body and a human body at all, can you?\Nothing of the Touma Kouzaburou you know is left except for his brain.\What's going on?\The culprit behind the grotesque serial killings that shook society to its core\is now the head of the Public Safety Bureau?\That's beyond a joke. response:	Technically, that's not quite true.
context: But near-flawless artificial body technology like this isn't available to the public.\You can't tell the difference between this body and a human body at all, can you?\Nothing of the Touma Kouzaburou you know is left except for his brain.\What's going on?\The culprit behind the grotesque serial killings that shook society to its core\is now the head of the Public Safety Bureau?\That's beyond a joke.\Technically, that's not quite true. response:	I'm not the only Kasei Joshu,
context: You can't tell the difference between this body and a human body at all, can you?\Nothing of the Touma Kouzaburou you know is left except for his brain.\What's going on?\The culprit behind the grotesque serial killings that shook society to its core\is now the head of the Public Safety Bureau?\That's beyond a joke.\Technically, that's not quite true.\I'm not the only Kasei Joshu, response:	and I'm not always Kasei Joshu either.
context: Nothing of the Touma Kouzaburou you know is left except for his brain.\What's going on?\The culprit behind the grotesque serial killings that shook society to its core\is now the head of the Public Safety Bureau?\That's beyond a joke.\Technically, that's not quite true.\I'm not the only Kasei Joshu,\and I'm not always Kasei Joshu either. response:	Our brains are unitized, so they can be swapped easily.
context: What's going on?\The culprit behind the grotesque serial killings that shook society to its core\is now the head of the Public Safety Bureau?\That's beyond a joke.\Technically, that's not quite true.\I'm not the only Kasei Joshu,\and I'm not always Kasei Joshu either.\Our brains are unitized, so they can be swapped easily. response:	We generally take turns using this body.
context: The culprit behind the grotesque serial killings that shook society to its core\is now the head of the Public Safety Bureau?\That's beyond a joke.\Technically, that's not quite true.\I'm not the only Kasei Joshu,\and I'm not always Kasei Joshu either.\Our brains are unitized, so they can be swapped easily.\We generally take turns using this body. response:	It also serves as a bit of a break from our everyday work.
context: is now the head of the Public Safety Bureau?\That's beyond a joke.\Technically, that's not quite true.\I'm not the only Kasei Joshu,\and I'm not always Kasei Joshu either.\Our brains are unitized, so they can be swapped easily.\We generally take turns using this body.\It also serves as a bit of a break from our everyday work. response:	We, you said?
context: That's beyond a joke.\Technically, that's not quite true.\I'm not the only Kasei Joshu,\and I'm not always Kasei Joshu either.\Our brains are unitized, so they can be swapped easily.\We generally take turns using this body.\It also serves as a bit of a break from our everyday work.\We, you said? response:	Yeah. I'm simply a representative.
context: Technically, that's not quite true.\I'm not the only Kasei Joshu,\and I'm not always Kasei Joshu either.\Our brains are unitized, so they can be swapped easily.\We generally take turns using this body.\It also serves as a bit of a break from our everyday work.\We, you said?\Yeah. I'm simply a representative. response:	I was just tasked with talking to you here since you and I are old friends.
context: I'm not the only Kasei Joshu,\and I'm not always Kasei Joshu either.\Our brains are unitized, so they can be swapped easily.\We generally take turns using this body.\It also serves as a bit of a break from our everyday work.\We, you said?\Yeah. I'm simply a representative.\I was just tasked with talking to you here since you and I are old friends. response:	We've never shown ourselves to people,
context: and I'm not always Kasei Joshu either.\Our brains are unitized, so they can be swapped easily.\We generally take turns using this body.\It also serves as a bit of a break from our everyday work.\We, you said?\Yeah. I'm simply a representative.\I was just tasked with talking to you here since you and I are old friends.\We've never shown ourselves to people, response:	but I'd say we're pretty well-known by name.
context: Our brains are unitized, so they can be swapped easily.\We generally take turns using this body.\It also serves as a bit of a break from our everyday work.\We, you said?\Yeah. I'm simply a representative.\I was just tasked with talking to you here since you and I are old friends.\We've never shown ourselves to people,\but I'd say we're pretty well-known by name. response:	I'm sure you've heard of us too.
context: We generally take turns using this body.\It also serves as a bit of a break from our everyday work.\We, you said?\Yeah. I'm simply a representative.\I was just tasked with talking to you here since you and I are old friends.\We've never shown ourselves to people,\but I'd say we're pretty well-known by name.\I'm sure you've heard of us too. response:	People call us...
context: It also serves as a bit of a break from our everyday work.\We, you said?\Yeah. I'm simply a representative.\I was just tasked with talking to you here since you and I are old friends.\We've never shown ourselves to people,\but I'd say we're pretty well-known by name.\I'm sure you've heard of us too.\People call us... response:	the Sibyl System!
context: We, you said?\Yeah. I'm simply a representative.\I was just tasked with talking to you here since you and I are old friends.\We've never shown ourselves to people,\but I'd say we're pretty well-known by name.\I'm sure you've heard of us too.\People call us...\the Sibyl System! response:	How in the hell could they say that Kagari just disappeared from here?!
context: Yeah. I'm simply a representative.\I was just tasked with talking to you here since you and I are old friends.\We've never shown ourselves to people,\but I'd say we're pretty well-known by name.\I'm sure you've heard of us too.\People call us...\the Sibyl System!\How in the hell could they say that Kagari just disappeared from here?! response:	No matter how worked up he got, he wouldn't run off.
context: I was just tasked with talking to you here since you and I are old friends.\We've never shown ourselves to people,\but I'd say we're pretty well-known by name.\I'm sure you've heard of us too.\People call us...\the Sibyl System!\How in the hell could they say that Kagari just disappeared from here?!\No matter how worked up he got, he wouldn't run off. response:	He can calculate how to survive in any situation.
context: We've never shown ourselves to people,\but I'd say we're pretty well-known by name.\I'm sure you've heard of us too.\People call us...\the Sibyl System!\How in the hell could they say that Kagari just disappeared from here?!\No matter how worked up he got, he wouldn't run off.\He can calculate how to survive in any situation. response:	There's no way he'd disappear of his own free will.
context: but I'd say we're pretty well-known by name.\I'm sure you've heard of us too.\People call us...\the Sibyl System!\How in the hell could they say that Kagari just disappeared from here?!\No matter how worked up he got, he wouldn't run off.\He can calculate how to survive in any situation.\There's no way he'd disappear of his own free will. response:	Then, he was abducted? Kidnapped?
context: I'm sure you've heard of us too.\People call us...\the Sibyl System!\How in the hell could they say that Kagari just disappeared from here?!\No matter how worked up he got, he wouldn't run off.\He can calculate how to survive in any situation.\There's no way he'd disappear of his own free will.\Then, he was abducted? Kidnapped? response:	Or he was killed in a way that wouldn't leave any traces of his body behind.
context: People call us...\the Sibyl System!\How in the hell could they say that Kagari just disappeared from here?!\No matter how worked up he got, he wouldn't run off.\He can calculate how to survive in any situation.\There's no way he'd disappear of his own free will.\Then, he was abducted? Kidnapped?\Or he was killed in a way that wouldn't leave any traces of his body behind. response:	For example, with the Decomposer mode of the Dominator or something.
context: the Sibyl System!\How in the hell could they say that Kagari just disappeared from here?!\No matter how worked up he got, he wouldn't run off.\He can calculate how to survive in any situation.\There's no way he'd disappear of his own free will.\Then, he was abducted? Kidnapped?\Or he was killed in a way that wouldn't leave any traces of his body behind.\For example, with the Decomposer mode of the Dominator or something. response:	Hello. Tsunemori speaking.
context: How in the hell could they say that Kagari just disappeared from here?!\No matter how worked up he got, he wouldn't run off.\He can calculate how to survive in any situation.\There's no way he'd disappear of his own free will.\Then, he was abducted? Kidnapped?\Or he was killed in a way that wouldn't leave any traces of his body behind.\For example, with the Decomposer mode of the Dominator or something.\Hello. Tsunemori speaking. response:	We've received a report from a citizen.
context: No matter how worked up he got, he wouldn't run off.\He can calculate how to survive in any situation.\There's no way he'd disappear of his own free will.\Then, he was abducted? Kidnapped?\Or he was killed in a way that wouldn't leave any traces of his body behind.\For example, with the Decomposer mode of the Dominator or something.\Hello. Tsunemori speaking.\We've received a report from a citizen. response:	They've found an abandoned, broken Dominator.
context: He can calculate how to survive in any situation.\There's no way he'd disappear of his own free will.\Then, he was abducted? Kidnapped?\Or he was killed in a way that wouldn't leave any traces of his body behind.\For example, with the Decomposer mode of the Dominator or something.\Hello. Tsunemori speaking.\We've received a report from a citizen.\They've found an abandoned, broken Dominator. response:	There's at least twenty kilometers between the Nona Tower and this location.
context: There's no way he'd disappear of his own free will.\Then, he was abducted? Kidnapped?\Or he was killed in a way that wouldn't leave any traces of his body behind.\For example, with the Decomposer mode of the Dominator or something.\Hello. Tsunemori speaking.\We've received a report from a citizen.\They've found an abandoned, broken Dominator.\There's at least twenty kilometers between the Nona Tower and this location. response:	Even among all the chaos caused by the riots,
context: Then, he was abducted? Kidnapped?\Or he was killed in a way that wouldn't leave any traces of his body behind.\For example, with the Decomposer mode of the Dominator or something.\Hello. Tsunemori speaking.\We've received a report from a citizen.\They've found an abandoned, broken Dominator.\There's at least twenty kilometers between the Nona Tower and this location.\Even among all the chaos caused by the riots, response:	is it really possible that he wasn't caught even once by the cameras?
context: Or he was killed in a way that wouldn't leave any traces of his body behind.\For example, with the Decomposer mode of the Dominator or something.\Hello. Tsunemori speaking.\We've received a report from a citizen.\They've found an abandoned, broken Dominator.\There's at least twenty kilometers between the Nona Tower and this location.\Even among all the chaos caused by the riots,\is it really possible that he wasn't caught even once by the cameras? response:	There's no mistake that this is Kagari's Dominator.
context: For example, with the Decomposer mode of the Dominator or something.\Hello. Tsunemori speaking.\We've received a report from a citizen.\They've found an abandoned, broken Dominator.\There's at least twenty kilometers between the Nona Tower and this location.\Even among all the chaos caused by the riots,\is it really possible that he wasn't caught even once by the cameras?\There's no mistake that this is Kagari's Dominator. response:	It's damaged quite a bit.
context: Hello. Tsunemori speaking.\We've received a report from a citizen.\They've found an abandoned, broken Dominator.\There's at least twenty kilometers between the Nona Tower and this location.\Even among all the chaos caused by the riots,\is it really possible that he wasn't caught even once by the cameras?\There's no mistake that this is Kagari's Dominator.\It's damaged quite a bit. response:	The built-in GPS isn't functioning either.
context: We've received a report from a citizen.\They've found an abandoned, broken Dominator.\There's at least twenty kilometers between the Nona Tower and this location.\Even among all the chaos caused by the riots,\is it really possible that he wasn't caught even once by the cameras?\There's no mistake that this is Kagari's Dominator.\It's damaged quite a bit.\The built-in GPS isn't functioning either. response:	Did he break it himself?
context: They've found an abandoned, broken Dominator.\There's at least twenty kilometers between the Nona Tower and this location.\Even among all the chaos caused by the riots,\is it really possible that he wasn't caught even once by the cameras?\There's no mistake that this is Kagari's Dominator.\It's damaged quite a bit.\The built-in GPS isn't functioning either.\Did he break it himself? response:	To avoid being tracked?
context: There's at least twenty kilometers between the Nona Tower and this location.\Even among all the chaos caused by the riots,\is it really possible that he wasn't caught even once by the cameras?\There's no mistake that this is Kagari's Dominator.\It's damaged quite a bit.\The built-in GPS isn't functioning either.\Did he break it himself?\To avoid being tracked? response:	Or is this all a ploy by someone who wants us to think exactly that?
context: Even among all the chaos caused by the riots,\is it really possible that he wasn't caught even once by the cameras?\There's no mistake that this is Kagari's Dominator.\It's damaged quite a bit.\The built-in GPS isn't functioning either.\Did he break it himself?\To avoid being tracked?\Or is this all a ploy by someone who wants us to think exactly that? response:	This time, just like every other,
context: is it really possible that he wasn't caught even once by the cameras?\There's no mistake that this is Kagari's Dominator.\It's damaged quite a bit.\The built-in GPS isn't functioning either.\Did he break it himself?\To avoid being tracked?\Or is this all a ploy by someone who wants us to think exactly that?\This time, just like every other, response:	you managed to aim straight for the right target.
context: There's no mistake that this is Kagari's Dominator.\It's damaged quite a bit.\The built-in GPS isn't functioning either.\Did he break it himself?\To avoid being tracked?\Or is this all a ploy by someone who wants us to think exactly that?\This time, just like every other,\you managed to aim straight for the right target. response:	In fact, your friend managed to discover the truth.
context: It's damaged quite a bit.\The built-in GPS isn't functioning either.\Did he break it himself?\To avoid being tracked?\Or is this all a ploy by someone who wants us to think exactly that?\This time, just like every other,\you managed to aim straight for the right target.\In fact, your friend managed to discover the truth. response:	What the hell is this?!
context: The built-in GPS isn't functioning either.\Did he break it himself?\To avoid being tracked?\Or is this all a ploy by someone who wants us to think exactly that?\This time, just like every other,\you managed to aim straight for the right target.\In fact, your friend managed to discover the truth.\What the hell is this?! response:	This is... the true form of the Sibyl System!
context: Did he break it himself?\To avoid being tracked?\Or is this all a ploy by someone who wants us to think exactly that?\This time, just like every other,\you managed to aim straight for the right target.\In fact, your friend managed to discover the truth.\What the hell is this?!\This is... the true form of the Sibyl System! response:	The Sibyl System is said to use a PDP model
context: To avoid being tracked?\Or is this all a ploy by someone who wants us to think exactly that?\This time, just like every other,\you managed to aim straight for the right target.\In fact, your friend managed to discover the truth.\What the hell is this?!\This is... the true form of the Sibyl System!\The Sibyl System is said to use a PDP model response:	an extensive network of supercomputers performing parallel distributed processing.
context: Or is this all a ploy by someone who wants us to think exactly that?\This time, just like every other,\you managed to aim straight for the right target.\In fact, your friend managed to discover the truth.\What the hell is this?!\This is... the true form of the Sibyl System!\The Sibyl System is said to use a PDP model\an extensive network of supercomputers performing parallel distributed processing. response:	It's not really a lie, but it's far from the truth.
context: This time, just like every other,\you managed to aim straight for the right target.\In fact, your friend managed to discover the truth.\What the hell is this?!\This is... the true form of the Sibyl System!\The Sibyl System is said to use a PDP model\an extensive network of supercomputers performing parallel distributed processing.\It's not really a lie, but it's far from the truth. response:	Its ability to draw inferences based on a vast knowledge base was not achieved solely by speed gains in conventional computing.
context: you managed to aim straight for the right target.\In fact, your friend managed to discover the truth.\What the hell is this?!\This is... the true form of the Sibyl System!\The Sibyl System is said to use a PDP model\an extensive network of supercomputers performing parallel distributed processing.\It's not really a lie, but it's far from the truth.\Its ability to draw inferences based on a vast knowledge base was not achieved solely by speed gains in conventional computing. response:	Parallelizing the system that was able to do those things and expanding it mechanically
context: In fact, your friend managed to discover the truth.\What the hell is this?!\This is... the true form of the Sibyl System!\The Sibyl System is said to use a PDP model\an extensive network of supercomputers performing parallel distributed processing.\It's not really a lie, but it's far from the truth.\Its ability to draw inferences based on a vast knowledge base was not achieved solely by speed gains in conventional computing.\Parallelizing the system that was able to do those things and expanding it mechanically response:	simply gave it massive processing ability compared to before.
context: What the hell is this?!\This is... the true form of the Sibyl System!\The Sibyl System is said to use a PDP model\an extensive network of supercomputers performing parallel distributed processing.\It's not really a lie, but it's far from the truth.\Its ability to draw inferences based on a vast knowledge base was not achieved solely by speed gains in conventional computing.\Parallelizing the system that was able to do those things and expanding it mechanically\simply gave it massive processing ability compared to before. response:	In fact, a system that expands and speeds up its ability to think by incorporating human brain activity
context: This is... the true form of the Sibyl System!\The Sibyl System is said to use a PDP model\an extensive network of supercomputers performing parallel distributed processing.\It's not really a lie, but it's far from the truth.\Its ability to draw inferences based on a vast knowledge base was not achieved solely by speed gains in conventional computing.\Parallelizing the system that was able to do those things and expanding it mechanically\simply gave it massive processing ability compared to before.\In fact, a system that expands and speeds up its ability to think by incorporating human brain activity response:	was already put into practical use more than fifty years ago.
context: The Sibyl System is said to use a PDP model\an extensive network of supercomputers performing parallel distributed processing.\It's not really a lie, but it's far from the truth.\Its ability to draw inferences based on a vast knowledge base was not achieved solely by speed gains in conventional computing.\Parallelizing the system that was able to do those things and expanding it mechanically\simply gave it massive processing ability compared to before.\In fact, a system that expands and speeds up its ability to think by incorporating human brain activity\was already put into practical use more than fifty years ago. response:	It's precisely because we kept this technology secret and used it carefully
context: an extensive network of supercomputers performing parallel distributed processing.\It's not really a lie, but it's far from the truth.\Its ability to draw inferences based on a vast knowledge base was not achieved solely by speed gains in conventional computing.\Parallelizing the system that was able to do those things and expanding it mechanically\simply gave it massive processing ability compared to before.\In fact, a system that expands and speeds up its ability to think by incorporating human brain activity\was already put into practical use more than fifty years ago.\It's precisely because we kept this technology secret and used it carefully response:	that today our country is able to function as the only nation on Earth ruled by law.
context: It's not really a lie, but it's far from the truth.\Its ability to draw inferences based on a vast knowledge base was not achieved solely by speed gains in conventional computing.\Parallelizing the system that was able to do those things and expanding it mechanically\simply gave it massive processing ability compared to before.\In fact, a system that expands and speeds up its ability to think by incorporating human brain activity\was already put into practical use more than fifty years ago.\It's precisely because we kept this technology secret and used it carefully\that today our country is able to function as the only nation on Earth ruled by law. response:	We don't even have to destroy this.
context: Its ability to draw inferences based on a vast knowledge base was not achieved solely by speed gains in conventional computing.\Parallelizing the system that was able to do those things and expanding it mechanically\simply gave it massive processing ability compared to before.\In fact, a system that expands and speeds up its ability to think by incorporating human brain activity\was already put into practical use more than fifty years ago.\It's precisely because we kept this technology secret and used it carefully\that today our country is able to function as the only nation on Earth ruled by law.\We don't even have to destroy this. response:	If we make this public, it'll be the end of this country.
context: Parallelizing the system that was able to do those things and expanding it mechanically\simply gave it massive processing ability compared to before.\In fact, a system that expands and speeds up its ability to think by incorporating human brain activity\was already put into practical use more than fifty years ago.\It's precisely because we kept this technology secret and used it carefully\that today our country is able to function as the only nation on Earth ruled by law.\We don't even have to destroy this.\If we make this public, it'll be the end of this country. response:	And this time
context: simply gave it massive processing ability compared to before.\In fact, a system that expands and speeds up its ability to think by incorporating human brain activity\was already put into practical use more than fifty years ago.\It's precisely because we kept this technology secret and used it carefully\that today our country is able to function as the only nation on Earth ruled by law.\We don't even have to destroy this.\If we make this public, it'll be the end of this country.\And this time response:	The system currently has 247 constituent members.
context: In fact, a system that expands and speeds up its ability to think by incorporating human brain activity\was already put into practical use more than fifty years ago.\It's precisely because we kept this technology secret and used it carefully\that today our country is able to function as the only nation on Earth ruled by law.\We don't even have to destroy this.\If we make this public, it'll be the end of this country.\And this time\The system currently has 247 constituent members. response:	By having about 200 of the 247 connected in sessions at any given time,
context: was already put into practical use more than fifty years ago.\It's precisely because we kept this technology secret and used it carefully\that today our country is able to function as the only nation on Earth ruled by law.\We don't even have to destroy this.\If we make this public, it'll be the end of this country.\And this time\The system currently has 247 constituent members.\By having about 200 of the 247 connected in sessions at any given time, response:	we can continuously monitor and judge the Psycho-Pass of every single person in this country.
context: It's precisely because we kept this technology secret and used it carefully\that today our country is able to function as the only nation on Earth ruled by law.\We don't even have to destroy this.\If we make this public, it'll be the end of this country.\And this time\The system currently has 247 constituent members.\By having about 200 of the 247 connected in sessions at any given time,\we can continuously monitor and judge the Psycho-Pass of every single person in this country. response:	Mechanical programs alone can determine, at most, stress measurements based on the Hue Check.
