context: Master, where should we head next? response:	Hair
context: and someone defeated it while I had my eyes closed.\That coincidentally happened over and over again!\That's all it is!\But then the Hero Association sent me a Class S certificate,\saying that I was the ultimate rookie.\I mean, it's also my fault because I didn't deny it,\but I never thought it'd come to this!\Aw, man... I want to quit being a hero so bad. response:	It's starting!
context: That coincidentally happened over and over again!\That's all it is!\But then the Hero Association sent me a Class S certificate,\saying that I was the ultimate rookie.\I mean, it's also my fault because I didn't deny it,\but I never thought it'd come to this!\Aw, man... I want to quit being a hero so bad.\It's starting! response:	Think! Think about how to get through this!
context: That's all it is!\But then the Hero Association sent me a Class S certificate,\saying that I was the ultimate rookie.\I mean, it's also my fault because I didn't deny it,\but I never thought it'd come to this!\Aw, man... I want to quit being a hero so bad.\It's starting!\Think! Think about how to get through this! response:	I can't!
context: But then the Hero Association sent me a Class S certificate,\saying that I was the ultimate rookie.\I mean, it's also my fault because I didn't deny it,\but I never thought it'd come to this!\Aw, man... I want to quit being a hero so bad.\It's starting!\Think! Think about how to get through this!\I can't! response:	It's not like my name's gonna intimidate a robot!
context: saying that I was the ultimate rookie.\I mean, it's also my fault because I didn't deny it,\but I never thought it'd come to this!\Aw, man... I want to quit being a hero so bad.\It's starting!\Think! Think about how to get through this!\I can't!\It's not like my name's gonna intimidate a robot! response:	I'm sorry!
context: I mean, it's also my fault because I didn't deny it,\but I never thought it'd come to this!\Aw, man... I want to quit being a hero so bad.\It's starting!\Think! Think about how to get through this!\I can't!\It's not like my name's gonna intimidate a robot!\I'm sorry! response:	I'm so sorry!
context: but I never thought it'd come to this!\Aw, man... I want to quit being a hero so bad.\It's starting!\Think! Think about how to get through this!\I can't!\It's not like my name's gonna intimidate a robot!\I'm sorry!\I'm so sorry! response:	Someone's fighting it?
context: Aw, man... I want to quit being a hero so bad.\It's starting!\Think! Think about how to get through this!\I can't!\It's not like my name's gonna intimidate a robot!\I'm sorry!\I'm so sorry!\Someone's fighting it? response:	I'm saved!
context: It's starting!\Think! Think about how to get through this!\I can't!\It's not like my name's gonna intimidate a robot!\I'm sorry!\I'm so sorry!\Someone's fighting it?\I'm saved! response:	What is that? A rocket punch?
context: Think! Think about how to get through this!\I can't!\It's not like my name's gonna intimidate a robot!\I'm sorry!\I'm so sorry!\Someone's fighting it?\I'm saved!\What is that? A rocket punch? response:	Genos, want me to lend you a hand?
context: I can't!\It's not like my name's gonna intimidate a robot!\I'm sorry!\I'm so sorry!\Someone's fighting it?\I'm saved!\What is that? A rocket punch?\Genos, want me to lend you a hand? response:	No.
context: It's not like my name's gonna intimidate a robot!\I'm sorry!\I'm so sorry!\Someone's fighting it?\I'm saved!\What is that? A rocket punch?\Genos, want me to lend you a hand?\No. response:	In order for me to achieve your
context: I'm sorry!\I'm so sorry!\Someone's fighting it?\I'm saved!\What is that? A rocket punch?\Genos, want me to lend you a hand?\No.\In order for me to achieve your response:	assignment to me and rank in the top ten of Class S,
context: I'm so sorry!\Someone's fighting it?\I'm saved!\What is that? A rocket punch?\Genos, want me to lend you a hand?\No.\In order for me to achieve your\assignment to me and rank in the top ten of Class S, response:	I need to be able to
context: Someone's fighting it?\I'm saved!\What is that? A rocket punch?\Genos, want me to lend you a hand?\No.\In order for me to achieve your\assignment to me and rank in the top ten of Class S,\I need to be able to response:	defeat something like this on my own!
context: I'm saved!\What is that? A rocket punch?\Genos, want me to lend you a hand?\No.\In order for me to achieve your\assignment to me and rank in the top ten of Class S,\I need to be able to\defeat something like this on my own! response:	I see.
context: What is that? A rocket punch?\Genos, want me to lend you a hand?\No.\In order for me to achieve your\assignment to me and rank in the top ten of Class S,\I need to be able to\defeat something like this on my own!\I see. response:	Well, see ya. Make sure you don't lose.
context: Genos, want me to lend you a hand?\No.\In order for me to achieve your\assignment to me and rank in the top ten of Class S,\I need to be able to\defeat something like this on my own!\I see.\Well, see ya. Make sure you don't lose. response:	Emergency evacuation warning.
context: No.\In order for me to achieve your\assignment to me and rank in the top ten of Class S,\I need to be able to\defeat something like this on my own!\I see.\Well, see ya. Make sure you don't lose.\Emergency evacuation warning. response:	A robotic weapon is rampaging near Central Park in City M.
context: In order for me to achieve your\assignment to me and rank in the top ten of Class S,\I need to be able to\defeat something like this on my own!\I see.\Well, see ya. Make sure you don't lose.\Emergency evacuation warning.\A robotic weapon is rampaging near Central Park in City M. response:	Residents of the area should immediately evacuate.
context: assignment to me and rank in the top ten of Class S,\I need to be able to\defeat something like this on my own!\I see.\Well, see ya. Make sure you don't lose.\Emergency evacuation warning.\A robotic weapon is rampaging near Central Park in City M.\Residents of the area should immediately evacuate. response:	I somehow made it home safely, but...
context: I need to be able to\defeat something like this on my own!\I see.\Well, see ya. Make sure you don't lose.\Emergency evacuation warning.\A robotic weapon is rampaging near Central Park in City M.\Residents of the area should immediately evacuate.\I somehow made it home safely, but... response:	That scary robot is probably going to haunt my dreams.
context: defeat something like this on my own!\I see.\Well, see ya. Make sure you don't lose.\Emergency evacuation warning.\A robotic weapon is rampaging near Central Park in City M.\Residents of the area should immediately evacuate.\I somehow made it home safely, but...\That scary robot is probably going to haunt my dreams. response:	I'll just play some games and try to forget about it.
context: I see.\Well, see ya. Make sure you don't lose.\Emergency evacuation warning.\A robotic weapon is rampaging near Central Park in City M.\Residents of the area should immediately evacuate.\I somehow made it home safely, but...\That scary robot is probably going to haunt my dreams.\I'll just play some games and try to forget about it. response:	They put so much work into the openings of the Heartthrob Sisters series.
context: Well, see ya. Make sure you don't lose.\Emergency evacuation warning.\A robotic weapon is rampaging near Central Park in City M.\Residents of the area should immediately evacuate.\I somehow made it home safely, but...\That scary robot is probably going to haunt my dreams.\I'll just play some games and try to forget about it.\They put so much work into the openings of the Heartthrob Sisters series. response:	I can barely contain my excitement.
context: Emergency evacuation warning.\A robotic weapon is rampaging near Central Park in City M.\Residents of the area should immediately evacuate.\I somehow made it home safely, but...\That scary robot is probably going to haunt my dreams.\I'll just play some games and try to forget about it.\They put so much work into the openings of the Heartthrob Sisters series.\I can barely contain my excitement. response:	Input your name, Big Brother!
context: A robotic weapon is rampaging near Central Park in City M.\Residents of the area should immediately evacuate.\I somehow made it home safely, but...\That scary robot is probably going to haunt my dreams.\I'll just play some games and try to forget about it.\They put so much work into the openings of the Heartthrob Sisters series.\I can barely contain my excitement.\Input your name, Big Brother! response:	My name, huh?
context: Residents of the area should immediately evacuate.\I somehow made it home safely, but...\That scary robot is probably going to haunt my dreams.\I'll just play some games and try to forget about it.\They put so much work into the openings of the Heartthrob Sisters series.\I can barely contain my excitement.\Input your name, Big Brother!\My name, huh? response:	It'd be too embarrassing to use my actual name.
context: I somehow made it home safely, but...\That scary robot is probably going to haunt my dreams.\I'll just play some games and try to forget about it.\They put so much work into the openings of the Heartthrob Sisters series.\I can barely contain my excitement.\Input your name, Big Brother!\My name, huh?\It'd be too embarrassing to use my actual name. response:	I wonder what I should use.
context: That scary robot is probably going to haunt my dreams.\I'll just play some games and try to forget about it.\They put so much work into the openings of the Heartthrob Sisters series.\I can barely contain my excitement.\Input your name, Big Brother!\My name, huh?\It'd be too embarrassing to use my actual name.\I wonder what I should use. response:	Why not just use King?
context: I'll just play some games and try to forget about it.\They put so much work into the openings of the Heartthrob Sisters series.\I can barely contain my excitement.\Input your name, Big Brother!\My name, huh?\It'd be too embarrassing to use my actual name.\I wonder what I should use.\Why not just use King? response:	Yeah, I'm not sure about using my hero name.
context: They put so much work into the openings of the Heartthrob Sisters series.\I can barely contain my excitement.\Input your name, Big Brother!\My name, huh?\It'd be too embarrassing to use my actual name.\I wonder what I should use.\Why not just use King?\Yeah, I'm not sure about using my hero name. response:	I mean, having someone call me Big Brother King is just...
context: I can barely contain my excitement.\Input your name, Big Brother!\My name, huh?\It'd be too embarrassing to use my actual name.\I wonder what I should use.\Why not just use King?\Yeah, I'm not sure about using my hero name.\I mean, having someone call me Big Brother King is just... response:	Huh?
context: Input your name, Big Brother!\My name, huh?\It'd be too embarrassing to use my actual name.\I wonder what I should use.\Why not just use King?\Yeah, I'm not sure about using my hero name.\I mean, having someone call me Big Brother King is just...\Huh? response:	Um... What? Who the hell is this guy?
context: My name, huh?\It'd be too embarrassing to use my actual name.\I wonder what I should use.\Why not just use King?\Yeah, I'm not sure about using my hero name.\I mean, having someone call me Big Brother King is just...\Huh?\Um... What? Who the hell is this guy? response:	What are they doing here?
context: It'd be too embarrassing to use my actual name.\I wonder what I should use.\Why not just use King?\Yeah, I'm not sure about using my hero name.\I mean, having someone call me Big Brother King is just...\Huh?\Um... What? Who the hell is this guy?\What are they doing here? response:	Your window was open.
context: I wonder what I should use.\Why not just use King?\Yeah, I'm not sure about using my hero name.\I mean, having someone call me Big Brother King is just...\Huh?\Um... What? Who the hell is this guy?\What are they doing here?\Your window was open. response:	We're on the 22nd floor.
context: Why not just use King?\Yeah, I'm not sure about using my hero name.\I mean, having someone call me Big Brother King is just...\Huh?\Um... What? Who the hell is this guy?\What are they doing here?\Your window was open.\We're on the 22nd floor. response:	C-Come on, man.
context: Yeah, I'm not sure about using my hero name.\I mean, having someone call me Big Brother King is just...\Huh?\Um... What? Who the hell is this guy?\What are they doing here?\Your window was open.\We're on the 22nd floor.\C-Come on, man. response:	You can't just come in here uninvited!
context: I mean, having someone call me Big Brother King is just...\Huh?\Um... What? Who the hell is this guy?\What are they doing here?\Your window was open.\We're on the 22nd floor.\C-Come on, man.\You can't just come in here uninvited! response:	Ahem.
context: Huh?\Um... What? Who the hell is this guy?\What are they doing here?\Your window was open.\We're on the 22nd floor.\C-Come on, man.\You can't just come in here uninvited!\Ahem. response:	D-Do you know that I'm a Class S hero?
context: Um... What? Who the hell is this guy?\What are they doing here?\Your window was open.\We're on the 22nd floor.\C-Come on, man.\You can't just come in here uninvited!\Ahem.\D-Do you know that I'm a Class S hero? response:	Of course, I do. You're King, right?
context: What are they doing here?\Your window was open.\We're on the 22nd floor.\C-Come on, man.\You can't just come in here uninvited!\Ahem.\D-Do you know that I'm a Class S hero?\Of course, I do. You're King, right? response:	Th-This guy is the Class B hero that was at the Class S hero meeting for some reason!
context: Your window was open.\We're on the 22nd floor.\C-Come on, man.\You can't just come in here uninvited!\Ahem.\D-Do you know that I'm a Class S hero?\Of course, I do. You're King, right?\Th-This guy is the Class B hero that was at the Class S hero meeting for some reason! response:	Could I get some tea?
context: We're on the 22nd floor.\C-Come on, man.\You can't just come in here uninvited!\Ahem.\D-Do you know that I'm a Class S hero?\Of course, I do. You're King, right?\Th-This guy is the Class B hero that was at the Class S hero meeting for some reason!\Could I get some tea? response:	I had no idea you were interested in games like this, though.
context: C-Come on, man.\You can't just come in here uninvited!\Ahem.\D-Do you know that I'm a Class S hero?\Of course, I do. You're King, right?\Th-This guy is the Class B hero that was at the Class S hero meeting for some reason!\Could I get some tea?\I had no idea you were interested in games like this, though. response:	Input your name, Big Brother!
context: You can't just come in here uninvited!\Ahem.\D-Do you know that I'm a Class S hero?\Of course, I do. You're King, right?\Th-This guy is the Class B hero that was at the Class S hero meeting for some reason!\Could I get some tea?\I had no idea you were interested in games like this, though.\Input your name, Big Brother! response:	Stop!
context: Ahem.\D-Do you know that I'm a Class S hero?\Of course, I do. You're King, right?\Th-This guy is the Class B hero that was at the Class S hero meeting for some reason!\Could I get some tea?\I had no idea you were interested in games like this, though.\Input your name, Big Brother!\Stop! response:	Hey, what game is this?
context: D-Do you know that I'm a Class S hero?\Of course, I do. You're King, right?\Th-This guy is the Class B hero that was at the Class S hero meeting for some reason!\Could I get some tea?\I had no idea you were interested in games like this, though.\Input your name, Big Brother!\Stop!\Hey, what game is this? response:	It looks fun.
context: Of course, I do. You're King, right?\Th-This guy is the Class B hero that was at the Class S hero meeting for some reason!\Could I get some tea?\I had no idea you were interested in games like this, though.\Input your name, Big Brother!\Stop!\Hey, what game is this?\It looks fun. response:	Battle Robot Galgangal
context: Th-This guy is the Class B hero that was at the Class S hero meeting for some reason!\Could I get some tea?\I had no idea you were interested in games like this, though.\Input your name, Big Brother!\Stop!\Hey, what game is this?\It looks fun.\Battle Robot Galgangal response:	Oh, that's an action game.
context: Could I get some tea?\I had no idea you were interested in games like this, though.\Input your name, Big Brother!\Stop!\Hey, what game is this?\It looks fun.\Battle Robot Galgangal\Oh, that's an action game. response:	You operate a robot and stuff?
context: I had no idea you were interested in games like this, though.\Input your name, Big Brother!\Stop!\Hey, what game is this?\It looks fun.\Battle Robot Galgangal\Oh, that's an action game.\You operate a robot and stuff? response:	Yeah, exactly!
context: Input your name, Big Brother!\Stop!\Hey, what game is this?\It looks fun.\Battle Robot Galgangal\Oh, that's an action game.\You operate a robot and stuff?\Yeah, exactly! response:	I see.
context: Stop!\Hey, what game is this?\It looks fun.\Battle Robot Galgangal\Oh, that's an action game.\You operate a robot and stuff?\Yeah, exactly!\I see. response:	That's the kind of game I'm really into!
context: Hey, what game is this?\It looks fun.\Battle Robot Galgangal\Oh, that's an action game.\You operate a robot and stuff?\Yeah, exactly!\I see.\That's the kind of game I'm really into! response:	I bought this thinking it was an action game, but what the heck? It's a dating sim!
context: It looks fun.\Battle Robot Galgangal\Oh, that's an action game.\You operate a robot and stuff?\Yeah, exactly!\I see.\That's the kind of game I'm really into!\I bought this thinking it was an action game, but what the heck? It's a dating sim! response:	I guess I bought it by mistake!
context: Battle Robot Galgangal\Oh, that's an action game.\You operate a robot and stuff?\Yeah, exactly!\I see.\That's the kind of game I'm really into!\I bought this thinking it was an action game, but what the heck? It's a dating sim!\I guess I bought it by mistake! response:	It totally says Heartthrob Sisters.
context: Oh, that's an action game.\You operate a robot and stuff?\Yeah, exactly!\I see.\That's the kind of game I'm really into!\I bought this thinking it was an action game, but what the heck? It's a dating sim!\I guess I bought it by mistake!\It totally says Heartthrob Sisters. response:	Seriously?! I totally thought it said Wrathful Shooters!
context: You operate a robot and stuff?\Yeah, exactly!\I see.\That's the kind of game I'm really into!\I bought this thinking it was an action game, but what the heck? It's a dating sim!\I guess I bought it by mistake!\It totally says Heartthrob Sisters.\Seriously?! I totally thought it said Wrathful Shooters! response:	Damn, they tricked me! I'll throw it away!
context: Yeah, exactly!\I see.\That's the kind of game I'm really into!\I bought this thinking it was an action game, but what the heck? It's a dating sim!\I guess I bought it by mistake!\It totally says Heartthrob Sisters.\Seriously?! I totally thought it said Wrathful Shooters!\Damn, they tricked me! I'll throw it away! response:	Then let's play this one.
context: I see.\That's the kind of game I'm really into!\I bought this thinking it was an action game, but what the heck? It's a dating sim!\I guess I bought it by mistake!\It totally says Heartthrob Sisters.\Seriously?! I totally thought it said Wrathful Shooters!\Damn, they tricked me! I'll throw it away!\Then let's play this one. response:	Yeah! That's a great idea! That one's... Er, wait...
context: That's the kind of game I'm really into!\I bought this thinking it was an action game, but what the heck? It's a dating sim!\I guess I bought it by mistake!\It totally says Heartthrob Sisters.\Seriously?! I totally thought it said Wrathful Shooters!\Damn, they tricked me! I'll throw it away!\Then let's play this one.\Yeah! That's a great idea! That one's... Er, wait... response:	You wanna play that?
context: I bought this thinking it was an action game, but what the heck? It's a dating sim!\I guess I bought it by mistake!\It totally says Heartthrob Sisters.\Seriously?! I totally thought it said Wrathful Shooters!\Damn, they tricked me! I'll throw it away!\Then let's play this one.\Yeah! That's a great idea! That one's... Er, wait...\You wanna play that? response:	What? I can't? I mean, you've got time, right?
context: I guess I bought it by mistake!\It totally says Heartthrob Sisters.\Seriously?! I totally thought it said Wrathful Shooters!\Damn, they tricked me! I'll throw it away!\Then let's play this one.\Yeah! That's a great idea! That one's... Er, wait...\You wanna play that?\What? I can't? I mean, you've got time, right? response:	Who the hell is this guy?
context: It totally says Heartthrob Sisters.\Seriously?! I totally thought it said Wrathful Shooters!\Damn, they tricked me! I'll throw it away!\Then let's play this one.\Yeah! That's a great idea! That one's... Er, wait...\You wanna play that?\What? I can't? I mean, you've got time, right?\Who the hell is this guy? response:	He's only a Class B, but he's super pushy and way too casual with me.
context: Seriously?! I totally thought it said Wrathful Shooters!\Damn, they tricked me! I'll throw it away!\Then let's play this one.\Yeah! That's a great idea! That one's... Er, wait...\You wanna play that?\What? I can't? I mean, you've got time, right?\Who the hell is this guy?\He's only a Class B, but he's super pushy and way too casual with me. response:	Not to mention, I'm older here!
context: Damn, they tricked me! I'll throw it away!\Then let's play this one.\Yeah! That's a great idea! That one's... Er, wait...\You wanna play that?\What? I can't? I mean, you've got time, right?\Who the hell is this guy?\He's only a Class B, but he's super pushy and way too casual with me.\Not to mention, I'm older here! response:	Incinerate!
context: Then let's play this one.\Yeah! That's a great idea! That one's... Er, wait...\You wanna play that?\What? I can't? I mean, you've got time, right?\Who the hell is this guy?\He's only a Class B, but he's super pushy and way too casual with me.\Not to mention, I'm older here!\Incinerate! response:	I've melted your internal structures.
context: Yeah! That's a great idea! That one's... Er, wait...\You wanna play that?\What? I can't? I mean, you've got time, right?\Who the hell is this guy?\He's only a Class B, but he's super pushy and way too casual with me.\Not to mention, I'm older here!\Incinerate!\I've melted your internal structures. response:	Your big body brought upon your downfall.
context: You wanna play that?\What? I can't? I mean, you've got time, right?\Who the hell is this guy?\He's only a Class B, but he's super pushy and way too casual with me.\Not to mention, I'm older here!\Incinerate!\I've melted your internal structures.\Your big body brought upon your downfall. response:	The pilot? No... Its true form?
context: What? I can't? I mean, you've got time, right?\Who the hell is this guy?\He's only a Class B, but he's super pushy and way too casual with me.\Not to mention, I'm older here!\Incinerate!\I've melted your internal structures.\Your big body brought upon your downfall.\The pilot? No... Its true form? response:	Not good!
context: Who the hell is this guy?\He's only a Class B, but he's super pushy and way too casual with me.\Not to mention, I'm older here!\Incinerate!\I've melted your internal structures.\Your big body brought upon your downfall.\The pilot? No... Its true form?\Not good! response:	Whoa, King. You're super good at video games.
context: He's only a Class B, but he's super pushy and way too casual with me.\Not to mention, I'm older here!\Incinerate!\I've melted your internal structures.\Your big body brought upon your downfall.\The pilot? No... Its true form?\Not good!\Whoa, King. You're super good at video games. response:	I mean... I've won a few tournaments for some fighting games, but...
context: Not to mention, I'm older here!\Incinerate!\I've melted your internal structures.\Your big body brought upon your downfall.\The pilot? No... Its true form?\Not good!\Whoa, King. You're super good at video games.\I mean... I've won a few tournaments for some fighting games, but... response:	Really?
context: Incinerate!\I've melted your internal structures.\Your big body brought upon your downfall.\The pilot? No... Its true form?\Not good!\Whoa, King. You're super good at video games.\I mean... I've won a few tournaments for some fighting games, but...\Really? response:	So not only are you strong in real life, you're a winner in video games, too?
context: I've melted your internal structures.\Your big body brought upon your downfall.\The pilot? No... Its true form?\Not good!\Whoa, King. You're super good at video games.\I mean... I've won a few tournaments for some fighting games, but...\Really?\So not only are you strong in real life, you're a winner in video games, too? response:	How long does he plan on being here?
context: Your big body brought upon your downfall.\The pilot? No... Its true form?\Not good!\Whoa, King. You're super good at video games.\I mean... I've won a few tournaments for some fighting games, but...\Really?\So not only are you strong in real life, you're a winner in video games, too?\How long does he plan on being here? response:	Hurry up and
context: The pilot? No... Its true form?\Not good!\Whoa, King. You're super good at video games.\I mean... I've won a few tournaments for some fighting games, but...\Really?\So not only are you strong in real life, you're a winner in video games, too?\How long does he plan on being here?\Hurry up and response:	So, why did you run away earlier?
context: Not good!\Whoa, King. You're super good at video games.\I mean... I've won a few tournaments for some fighting games, but...\Really?\So not only are you strong in real life, you're a winner in video games, too?\How long does he plan on being here?\Hurry up and\So, why did you run away earlier? response:	Right now, Genos is fighting in your place.
context: Whoa, King. You're super good at video games.\I mean... I've won a few tournaments for some fighting games, but...\Really?\So not only are you strong in real life, you're a winner in video games, too?\How long does he plan on being here?\Hurry up and\So, why did you run away earlier?\Right now, Genos is fighting in your place. response:	You're a super strong Class S hero, right?
context: I mean... I've won a few tournaments for some fighting games, but...\Really?\So not only are you strong in real life, you're a winner in video games, too?\How long does he plan on being here?\Hurry up and\So, why did you run away earlier?\Right now, Genos is fighting in your place.\You're a super strong Class S hero, right? response:	Why did you run away from the robot monster then?
context: Really?\So not only are you strong in real life, you're a winner in video games, too?\How long does he plan on being here?\Hurry up and\So, why did you run away earlier?\Right now, Genos is fighting in your place.\You're a super strong Class S hero, right?\Why did you run away from the robot monster then? response:	I came here to ask you that, but you were playing video games.
context: So not only are you strong in real life, you're a winner in video games, too?\How long does he plan on being here?\Hurry up and\So, why did you run away earlier?\Right now, Genos is fighting in your place.\You're a super strong Class S hero, right?\Why did you run away from the robot monster then?\I came here to ask you that, but you were playing video games. response:	Did you get bored with the monster?
context: How long does he plan on being here?\Hurry up and\So, why did you run away earlier?\Right now, Genos is fighting in your place.\You're a super strong Class S hero, right?\Why did you run away from the robot monster then?\I came here to ask you that, but you were playing video games.\Did you get bored with the monster? response:	Could it be that you're so strong that you don't want to fight anymore?
context: Hurry up and\So, why did you run away earlier?\Right now, Genos is fighting in your place.\You're a super strong Class S hero, right?\Why did you run away from the robot monster then?\I came here to ask you that, but you were playing video games.\Did you get bored with the monster?\Could it be that you're so strong that you don't want to fight anymore? response:	Please, tell me.
context: So, why did you run away earlier?\Right now, Genos is fighting in your place.\You're a super strong Class S hero, right?\Why did you run away from the robot monster then?\I came here to ask you that, but you were playing video games.\Did you get bored with the monster?\Could it be that you're so strong that you don't want to fight anymore?\Please, tell me. response:	Emergency evacuation warning.
context: Right now, Genos is fighting in your place.\You're a super strong Class S hero, right?\Why did you run away from the robot monster then?\I came here to ask you that, but you were playing video games.\Did you get bored with the monster?\Could it be that you're so strong that you don't want to fight anymore?\Please, tell me.\Emergency evacuation warning. response:	A giant bird has appeared above City M.
context: You're a super strong Class S hero, right?\Why did you run away from the robot monster then?\I came here to ask you that, but you were playing video games.\Did you get bored with the monster?\Could it be that you're so strong that you don't want to fight anymore?\Please, tell me.\Emergency evacuation warning.\A giant bird has appeared above City M. response:	Threat level Demon.
context: Why did you run away from the robot monster then?\I came here to ask you that, but you were playing video games.\Did you get bored with the monster?\Could it be that you're so strong that you don't want to fight anymore?\Please, tell me.\Emergency evacuation warning.\A giant bird has appeared above City M.\Threat level Demon. response:	Please do not go outside.
context: I came here to ask you that, but you were playing video games.\Did you get bored with the monster?\Could it be that you're so strong that you don't want to fight anymore?\Please, tell me.\Emergency evacuation warning.\A giant bird has appeared above City M.\Threat level Demon.\Please do not go outside. response:	Here we go again.
context: Did you get bored with the monster?\Could it be that you're so strong that you don't want to fight anymore?\Please, tell me.\Emergency evacuation warning.\A giant bird has appeared above City M.\Threat level Demon.\Please do not go outside.\Here we go again. response:	I repeat...
context: Could it be that you're so strong that you don't want to fight anymore?\Please, tell me.\Emergency evacuation warning.\A giant bird has appeared above City M.\Threat level Demon.\Please do not go outside.\Here we go again.\I repeat... response:	That's the third warning just today.
context: Please, tell me.\Emergency evacuation warning.\A giant bird has appeared above City M.\Threat level Demon.\Please do not go outside.\Here we go again.\I repeat...\That's the third warning just today. response:	What are you going to do? I'm gonna go.
context: Emergency evacuation warning.\A giant bird has appeared above City M.\Threat level Demon.\Please do not go outside.\Here we go again.\I repeat...\That's the third warning just today.\What are you going to do? I'm gonna go. response:	Well, I'll be damned.
context: A giant bird has appeared above City M.\Threat level Demon.\Please do not go outside.\Here we go again.\I repeat...\That's the third warning just today.\What are you going to do? I'm gonna go.\Well, I'll be damned. response:	Guess the threat decided to come right to you.
context: Threat level Demon.\Please do not go outside.\Here we go again.\I repeat...\That's the third warning just today.\What are you going to do? I'm gonna go.\Well, I'll be damned.\Guess the threat decided to come right to you. response:	Maybe there's something about you that attracts monsters.
context: Please do not go outside.\Here we go again.\I repeat...\That's the third warning just today.\What are you going to do? I'm gonna go.\Well, I'll be damned.\Guess the threat decided to come right to you.\Maybe there's something about you that attracts monsters. response:	Yeah... I've always been super unlucky.
context: Here we go again.\I repeat...\That's the third warning just today.\What are you going to do? I'm gonna go.\Well, I'll be damned.\Guess the threat decided to come right to you.\Maybe there's something about you that attracts monsters.\Yeah... I've always been super unlucky. response:	What do you do in situations like this?
context: I repeat...\That's the third warning just today.\What are you going to do? I'm gonna go.\Well, I'll be damned.\Guess the threat decided to come right to you.\Maybe there's something about you that attracts monsters.\Yeah... I've always been super unlucky.\What do you do in situations like this? response:	But lately, it's been getting worse.
context: That's the third warning just today.\What are you going to do? I'm gonna go.\Well, I'll be damned.\Guess the threat decided to come right to you.\Maybe there's something about you that attracts monsters.\Yeah... I've always been super unlucky.\What do you do in situations like this?\But lately, it's been getting worse. response:	I mean, if these things are showing up at your house, you have to fight, don't you?
context: What are you going to do? I'm gonna go.\Well, I'll be damned.\Guess the threat decided to come right to you.\Maybe there's something about you that attracts monsters.\Yeah... I've always been super unlucky.\What do you do in situations like this?\But lately, it's been getting worse.\I mean, if these things are showing up at your house, you have to fight, don't you? response:	Damn it... I have to do something about these lasers!
context: Well, I'll be damned.\Guess the threat decided to come right to you.\Maybe there's something about you that attracts monsters.\Yeah... I've always been super unlucky.\What do you do in situations like this?\But lately, it's been getting worse.\I mean, if these things are showing up at your house, you have to fight, don't you?\Damn it... I have to do something about these lasers! response:	Come down.
context: Guess the threat decided to come right to you.\Maybe there's something about you that attracts monsters.\Yeah... I've always been super unlucky.\What do you do in situations like this?\But lately, it's been getting worse.\I mean, if these things are showing up at your house, you have to fight, don't you?\Damn it... I have to do something about these lasers!\Come down. response:	My only target is King. I have no time to waste on you.
context: Maybe there's something about you that attracts monsters.\Yeah... I've always been super unlucky.\What do you do in situations like this?\But lately, it's been getting worse.\I mean, if these things are showing up at your house, you have to fight, don't you?\Damn it... I have to do something about these lasers!\Come down.\My only target is King. I have no time to waste on you. response:	Come on, God, give me a break!
context: Yeah... I've always been super unlucky.\What do you do in situations like this?\But lately, it's been getting worse.\I mean, if these things are showing up at your house, you have to fight, don't you?\Damn it... I have to do something about these lasers!\Come down.\My only target is King. I have no time to waste on you.\Come on, God, give me a break! response:	That one time, then that other time,
context: What do you do in situations like this?\But lately, it's been getting worse.\I mean, if these things are showing up at your house, you have to fight, don't you?\Damn it... I have to do something about these lasers!\Come down.\My only target is King. I have no time to waste on you.\Come on, God, give me a break!\That one time, then that other time, response:	and then that other time!
context: But lately, it's been getting worse.\I mean, if these things are showing up at your house, you have to fight, don't you?\Damn it... I have to do something about these lasers!\Come down.\My only target is King. I have no time to waste on you.\Come on, God, give me a break!\That one time, then that other time,\and then that other time! response:	I just got dragged into those messes!
context: I mean, if these things are showing up at your house, you have to fight, don't you?\Damn it... I have to do something about these lasers!\Come down.\My only target is King. I have no time to waste on you.\Come on, God, give me a break!\That one time, then that other time,\and then that other time!\I just got dragged into those messes! response:	I'm always running away.
context: Damn it... I have to do something about these lasers!\Come down.\My only target is King. I have no time to waste on you.\Come on, God, give me a break!\That one time, then that other time,\and then that other time!\I just got dragged into those messes!\I'm always running away. response:	Eventually, someone'll show up to defeat them.
context: Come down.\My only target is King. I have no time to waste on you.\Come on, God, give me a break!\That one time, then that other time,\and then that other time!\I just got dragged into those messes!\I'm always running away.\Eventually, someone'll show up to defeat them. response:	I just happened to be at those places,
context: My only target is King. I have no time to waste on you.\Come on, God, give me a break!\That one time, then that other time,\and then that other time!\I just got dragged into those messes!\I'm always running away.\Eventually, someone'll show up to defeat them.\I just happened to be at those places, response:	but everyone ends up thinking I'm the one who defeated those things!
context: Come on, God, give me a break!\That one time, then that other time,\and then that other time!\I just got dragged into those messes!\I'm always running away.\Eventually, someone'll show up to defeat them.\I just happened to be at those places,\but everyone ends up thinking I'm the one who defeated those things! response:	I've never even been in a fight!
context: That one time, then that other time,\and then that other time!\I just got dragged into those messes!\I'm always running away.\Eventually, someone'll show up to defeat them.\I just happened to be at those places,\but everyone ends up thinking I'm the one who defeated those things!\I've never even been in a fight! response:	King...
