context: I say yes response:	Stay with me
context: You get out of here, Saito.\You don't have to die staying with me.\What did you say? Hey, Louise?\Please, just get out of here.\After all, you aren't from this world.\Are... you saying that seriously?\Louise...\Fine. Okay. I won't stop you anymore. response:	Saito?
context: You don't have to die staying with me.\What did you say? Hey, Louise?\Please, just get out of here.\After all, you aren't from this world.\Are... you saying that seriously?\Louise...\Fine. Okay. I won't stop you anymore.\Saito? response:	Let's have a toast.
context: What did you say? Hey, Louise?\Please, just get out of here.\After all, you aren't from this world.\Are... you saying that seriously?\Louise...\Fine. Okay. I won't stop you anymore.\Saito?\Let's have a toast. response:	In my world, we have a toast and say goodbye at times like this.
context: Please, just get out of here.\After all, you aren't from this world.\Are... you saying that seriously?\Louise...\Fine. Okay. I won't stop you anymore.\Saito?\Let's have a toast.\In my world, we have a toast and say goodbye at times like this. response:	Just a second.
context: After all, you aren't from this world.\Are... you saying that seriously?\Louise...\Fine. Okay. I won't stop you anymore.\Saito?\Let's have a toast.\In my world, we have a toast and say goodbye at times like this.\Just a second. response:	It's a farewell.
context: Are... you saying that seriously?\Louise...\Fine. Okay. I won't stop you anymore.\Saito?\Let's have a toast.\In my world, we have a toast and say goodbye at times like this.\Just a second.\It's a farewell. response:	Farewell?
context: Louise...\Fine. Okay. I won't stop you anymore.\Saito?\Let's have a toast.\In my world, we have a toast and say goodbye at times like this.\Just a second.\It's a farewell.\Farewell? response:	Here we are. Since it's this kind of a situation, no one will blame us for stealing one.
context: Fine. Okay. I won't stop you anymore.\Saito?\Let's have a toast.\In my world, we have a toast and say goodbye at times like this.\Just a second.\It's a farewell.\Farewell?\Here we are. Since it's this kind of a situation, no one will blame us for stealing one. response:	Damn it, it won't open.
context: Saito?\Let's have a toast.\In my world, we have a toast and say goodbye at times like this.\Just a second.\It's a farewell.\Farewell?\Here we are. Since it's this kind of a situation, no one will blame us for stealing one.\Damn it, it won't open. response:	Hey, Saito?
context: Let's have a toast.\In my world, we have a toast and say goodbye at times like this.\Just a second.\It's a farewell.\Farewell?\Here we are. Since it's this kind of a situation, no one will blame us for stealing one.\Damn it, it won't open.\Hey, Saito? response:	What's going on?
context: In my world, we have a toast and say goodbye at times like this.\Just a second.\It's a farewell.\Farewell?\Here we are. Since it's this kind of a situation, no one will blame us for stealing one.\Damn it, it won't open.\Hey, Saito?\What's going on? response:	It's really tight...
context: Just a second.\It's a farewell.\Farewell?\Here we are. Since it's this kind of a situation, no one will blame us for stealing one.\Damn it, it won't open.\Hey, Saito?\What's going on?\It's really tight... response:	I have one request upon our farewell.
context: It's a farewell.\Farewell?\Here we are. Since it's this kind of a situation, no one will blame us for stealing one.\Damn it, it won't open.\Hey, Saito?\What's going on?\It's really tight...\I have one request upon our farewell. response:	What? This is the last one after all, so I'll listen to you.
context: Farewell?\Here we are. Since it's this kind of a situation, no one will blame us for stealing one.\Damn it, it won't open.\Hey, Saito?\What's going on?\It's really tight...\I have one request upon our farewell.\What? This is the last one after all, so I'll listen to you. response:	I want to get...
context: Here we are. Since it's this kind of a situation, no one will blame us for stealing one.\Damn it, it won't open.\Hey, Saito?\What's going on?\It's really tight...\I have one request upon our farewell.\What? This is the last one after all, so I'll listen to you.\I want to get... response:	You want to what?
context: Damn it, it won't open.\Hey, Saito?\What's going on?\It's really tight...\I have one request upon our farewell.\What? This is the last one after all, so I'll listen to you.\I want to get...\You want to what? response:	I said...
context: Hey, Saito?\What's going on?\It's really tight...\I have one request upon our farewell.\What? This is the last one after all, so I'll listen to you.\I want to get...\You want to what?\I said... response:	I said I want to get married!
context: What's going on?\It's really tight...\I have one request upon our farewell.\What? This is the last one after all, so I'll listen to you.\I want to get...\You want to what?\I said...\I said I want to get married! response:	Married?!
context: It's really tight...\I have one request upon our farewell.\What? This is the last one after all, so I'll listen to you.\I want to get...\You want to what?\I said...\I said I want to get married!\Married?! response:	D-Don't get me wrong!
context: I have one request upon our farewell.\What? This is the last one after all, so I'll listen to you.\I want to get...\You want to what?\I said...\I said I want to get married!\Married?!\D-Don't get me wrong! response:	I-I don't want to die unwed!
context: What? This is the last one after all, so I'll listen to you.\I want to get...\You want to what?\I said...\I said I want to get married!\Married?!\D-Don't get me wrong!\I-I don't want to die unwed! response:	It's unsatisfactory to get married to you, but I won't complain.
context: I want to get...\You want to what?\I said...\I said I want to get married!\Married?!\D-Don't get me wrong!\I-I don't want to die unwed!\It's unsatisfactory to get married to you, but I won't complain. response:	A-Anyway, as a proof that I existed, I want to at least get married!
context: You want to what?\I said...\I said I want to get married!\Married?!\D-Don't get me wrong!\I-I don't want to die unwed!\It's unsatisfactory to get married to you, but I won't complain.\A-Anyway, as a proof that I existed, I want to at least get married! response:	Come on, hurry.
context: I said...\I said I want to get married!\Married?!\D-Don't get me wrong!\I-I don't want to die unwed!\It's unsatisfactory to get married to you, but I won't complain.\A-Anyway, as a proof that I existed, I want to at least get married!\Come on, hurry. response:	Excuse me, could we buy this flower?
context: I said I want to get married!\Married?!\D-Don't get me wrong!\I-I don't want to die unwed!\It's unsatisfactory to get married to you, but I won't complain.\A-Anyway, as a proof that I existed, I want to at least get married!\Come on, hurry.\Excuse me, could we buy this flower? response:	I'll give it to you. Take it.
context: Married?!\D-Don't get me wrong!\I-I don't want to die unwed!\It's unsatisfactory to get married to you, but I won't complain.\A-Anyway, as a proof that I existed, I want to at least get married!\Come on, hurry.\Excuse me, could we buy this flower?\I'll give it to you. Take it. response:	I'm closing the store anyway.
context: D-Don't get me wrong!\I-I don't want to die unwed!\It's unsatisfactory to get married to you, but I won't complain.\A-Anyway, as a proof that I existed, I want to at least get married!\Come on, hurry.\Excuse me, could we buy this flower?\I'll give it to you. Take it.\I'm closing the store anyway. response:	Thank you.
context: I-I don't want to die unwed!\It's unsatisfactory to get married to you, but I won't complain.\A-Anyway, as a proof that I existed, I want to at least get married!\Come on, hurry.\Excuse me, could we buy this flower?\I'll give it to you. Take it.\I'm closing the store anyway.\Thank you. response:	What is that?
context: It's unsatisfactory to get married to you, but I won't complain.\A-Anyway, as a proof that I existed, I want to at least get married!\Come on, hurry.\Excuse me, could we buy this flower?\I'll give it to you. Take it.\I'm closing the store anyway.\Thank you.\What is that? response:	They're Eclair D'amour.
context: A-Anyway, as a proof that I existed, I want to at least get married!\Come on, hurry.\Excuse me, could we buy this flower?\I'll give it to you. Take it.\I'm closing the store anyway.\Thank you.\What is that?\They're Eclair D'amour. response:	Eclair D'amour?
context: Come on, hurry.\Excuse me, could we buy this flower?\I'll give it to you. Take it.\I'm closing the store anyway.\Thank you.\What is that?\They're Eclair D'amour.\Eclair D'amour? response:	What does it mean?
context: Excuse me, could we buy this flower?\I'll give it to you. Take it.\I'm closing the store anyway.\Thank you.\What is that?\They're Eclair D'amour.\Eclair D'amour?\What does it mean? response:	I-It doesn't matter what it means!
context: I'll give it to you. Take it.\I'm closing the store anyway.\Thank you.\What is that?\They're Eclair D'amour.\Eclair D'amour?\What does it mean?\I-It doesn't matter what it means! response:	Here!
context: I'm closing the store anyway.\Thank you.\What is that?\They're Eclair D'amour.\Eclair D'amour?\What does it mean?\I-It doesn't matter what it means!\Here! response:	Louise? Ah...
context: Thank you.\What is that?\They're Eclair D'amour.\Eclair D'amour?\What does it mean?\I-It doesn't matter what it means!\Here!\Louise? Ah... response:	I'm sure that after this, a definite bond will form between Saito and me.
context: What is that?\They're Eclair D'amour.\Eclair D'amour?\What does it mean?\I-It doesn't matter what it means!\Here!\Louise? Ah...\I'm sure that after this, a definite bond will form between Saito and me. response:	Not one between master and familiar.
context: They're Eclair D'amour.\Eclair D'amour?\What does it mean?\I-It doesn't matter what it means!\Here!\Louise? Ah...\I'm sure that after this, a definite bond will form between Saito and me.\Not one between master and familiar. response:	You better work.
context: Eclair D'amour?\What does it mean?\I-It doesn't matter what it means!\Here!\Louise? Ah...\I'm sure that after this, a definite bond will form between Saito and me.\Not one between master and familiar.\You better work. response:	Louise.
context: What does it mean?\I-It doesn't matter what it means!\Here!\Louise? Ah...\I'm sure that after this, a definite bond will form between Saito and me.\Not one between master and familiar.\You better work.\Louise. response:	It's ready.
context: I-It doesn't matter what it means!\Here!\Louise? Ah...\I'm sure that after this, a definite bond will form between Saito and me.\Not one between master and familiar.\You better work.\Louise.\It's ready. response:	Well, cheers.
context: Here!\Louise? Ah...\I'm sure that after this, a definite bond will form between Saito and me.\Not one between master and familiar.\You better work.\Louise.\It's ready.\Well, cheers. response:	Cheers.
context: Louise? Ah...\I'm sure that after this, a definite bond will form between Saito and me.\Not one between master and familiar.\You better work.\Louise.\It's ready.\Well, cheers.\Cheers. response:	So, how do you do weddings here?
context: I'm sure that after this, a definite bond will form between Saito and me.\Not one between master and familiar.\You better work.\Louise.\It's ready.\Well, cheers.\Cheers.\So, how do you do weddings here? response:	Um, I don't really know, but...
context: Not one between master and familiar.\You better work.\Louise.\It's ready.\Well, cheers.\Cheers.\So, how do you do weddings here?\Um, I don't really know, but... response:	Kiss of oath?
context: You better work.\Louise.\It's ready.\Well, cheers.\Cheers.\So, how do you do weddings here?\Um, I don't really know, but...\Kiss of oath? response:	Why are you like that?
context: Louise.\It's ready.\Well, cheers.\Cheers.\So, how do you do weddings here?\Um, I don't really know, but...\Kiss of oath?\Why are you like that? response:	You've got no sense of delicacy to the very end!
context: It's ready.\Well, cheers.\Cheers.\So, how do you do weddings here?\Um, I don't really know, but...\Kiss of oath?\Why are you like that?\You've got no sense of delicacy to the very end! response:	But -
context: Well, cheers.\Cheers.\So, how do you do weddings here?\Um, I don't really know, but...\Kiss of oath?\Why are you like that?\You've got no sense of delicacy to the very end!\But - response:	We take each other's hands and say our vows.
context: Cheers.\So, how do you do weddings here?\Um, I don't really know, but...\Kiss of oath?\Why are you like that?\You've got no sense of delicacy to the very end!\But -\We take each other's hands and say our vows. response:	Louise.
context: So, how do you do weddings here?\Um, I don't really know, but...\Kiss of oath?\Why are you like that?\You've got no sense of delicacy to the very end!\But -\We take each other's hands and say our vows.\Louise. response:	I love you.
context: Um, I don't really know, but...\Kiss of oath?\Why are you like that?\You've got no sense of delicacy to the very end!\But -\We take each other's hands and say our vows.\Louise.\I love you. response:	I'm glad I met you.
context: Kiss of oath?\Why are you like that?\You've got no sense of delicacy to the very end!\But -\We take each other's hands and say our vows.\Louise.\I love you.\I'm glad I met you. response:	M- Me, too.
context: Why are you like that?\You've got no sense of delicacy to the very end!\But -\We take each other's hands and say our vows.\Louise.\I love you.\I'm glad I met you.\M- Me, too. response:	M- Me, too.
context: You've got no sense of delicacy to the very end!\But -\We take each other's hands and say our vows.\Louise.\I love you.\I'm glad I met you.\M- Me, too.\M- Me, too. response:	You were such a strange familiar and made me doubt you,
context: But -\We take each other's hands and say our vows.\Louise.\I love you.\I'm glad I met you.\M- Me, too.\M- Me, too.\You were such a strange familiar and made me doubt you, response:	but now, I'm glad it was you.
context: We take each other's hands and say our vows.\Louise.\I love you.\I'm glad I met you.\M- Me, too.\M- Me, too.\You were such a strange familiar and made me doubt you,\but now, I'm glad it was you. response:	Louise.
context: Louise.\I love you.\I'm glad I met you.\M- Me, too.\M- Me, too.\You were such a strange familiar and made me doubt you,\but now, I'm glad it was you.\Louise. response:	Thank you so much for all you've done.
context: I love you.\I'm glad I met you.\M- Me, too.\M- Me, too.\You were such a strange familiar and made me doubt you,\but now, I'm glad it was you.\Louise.\Thank you so much for all you've done. response:	Louise...
context: I'm glad I met you.\M- Me, too.\M- Me, too.\You were such a strange familiar and made me doubt you,\but now, I'm glad it was you.\Louise.\Thank you so much for all you've done.\Louise... response:	Hey, Saito-kun.
context: M- Me, too.\M- Me, too.\You were such a strange familiar and made me doubt you,\but now, I'm glad it was you.\Louise.\Thank you so much for all you've done.\Louise...\Hey, Saito-kun. response:	Julio!
context: M- Me, too.\You were such a strange familiar and made me doubt you,\but now, I'm glad it was you.\Louise.\Thank you so much for all you've done.\Louise...\Hey, Saito-kun.\Julio! response:	What are you doing here?
context: You were such a strange familiar and made me doubt you,\but now, I'm glad it was you.\Louise.\Thank you so much for all you've done.\Louise...\Hey, Saito-kun.\Julio!\What are you doing here? response:	I'd like to know what's going on.
context: but now, I'm glad it was you.\Louise.\Thank you so much for all you've done.\Louise...\Hey, Saito-kun.\Julio!\What are you doing here?\I'd like to know what's going on. response:	I heard she accepted the rearguard mission,
context: Louise.\Thank you so much for all you've done.\Louise...\Hey, Saito-kun.\Julio!\What are you doing here?\I'd like to know what's going on.\I heard she accepted the rearguard mission, response:	so I was searching for you two.
context: Thank you so much for all you've done.\Louise...\Hey, Saito-kun.\Julio!\What are you doing here?\I'd like to know what's going on.\I heard she accepted the rearguard mission,\so I was searching for you two. response:	To ensure that she won't run away?
context: Louise...\Hey, Saito-kun.\Julio!\What are you doing here?\I'd like to know what's going on.\I heard she accepted the rearguard mission,\so I was searching for you two.\To ensure that she won't run away? response:	No. To tell her to run away.
context: Hey, Saito-kun.\Julio!\What are you doing here?\I'd like to know what's going on.\I heard she accepted the rearguard mission,\so I was searching for you two.\To ensure that she won't run away?\No. To tell her to run away. response:	The Princess is important, but I'm more interested in the cute Louise.
context: Julio!\What are you doing here?\I'd like to know what's going on.\I heard she accepted the rearguard mission,\so I was searching for you two.\To ensure that she won't run away?\No. To tell her to run away.\The Princess is important, but I'm more interested in the cute Louise. response:	I see.
context: What are you doing here?\I'd like to know what's going on.\I heard she accepted the rearguard mission,\so I was searching for you two.\To ensure that she won't run away?\No. To tell her to run away.\The Princess is important, but I'm more interested in the cute Louise.\I see. response:	Perfect timing, then.
context: I'd like to know what's going on.\I heard she accepted the rearguard mission,\so I was searching for you two.\To ensure that she won't run away?\No. To tell her to run away.\The Princess is important, but I'm more interested in the cute Louise.\I see.\Perfect timing, then. response:	Take care of Louise.
context: I heard she accepted the rearguard mission,\so I was searching for you two.\To ensure that she won't run away?\No. To tell her to run away.\The Princess is important, but I'm more interested in the cute Louise.\I see.\Perfect timing, then.\Take care of Louise. response:	Sure, you got it.
context: so I was searching for you two.\To ensure that she won't run away?\No. To tell her to run away.\The Princess is important, but I'm more interested in the cute Louise.\I see.\Perfect timing, then.\Take care of Louise.\Sure, you got it. response:	And what about you?
context: To ensure that she won't run away?\No. To tell her to run away.\The Princess is important, but I'm more interested in the cute Louise.\I see.\Perfect timing, then.\Take care of Louise.\Sure, you got it.\And what about you? response:	I'm going... to meet the enemy of seventy thousand.
context: No. To tell her to run away.\The Princess is important, but I'm more interested in the cute Louise.\I see.\Perfect timing, then.\Take care of Louise.\Sure, you got it.\And what about you?\I'm going... to meet the enemy of seventy thousand. response:	May I ask one question?
context: The Princess is important, but I'm more interested in the cute Louise.\I see.\Perfect timing, then.\Take care of Louise.\Sure, you got it.\And what about you?\I'm going... to meet the enemy of seventy thousand.\May I ask one question? response:	Didn't you think that dying for honour is a stupid thing to do?
context: I see.\Perfect timing, then.\Take care of Louise.\Sure, you got it.\And what about you?\I'm going... to meet the enemy of seventy thousand.\May I ask one question?\Didn't you think that dying for honour is a stupid thing to do? response:	It isn't for honour.
context: Perfect timing, then.\Take care of Louise.\Sure, you got it.\And what about you?\I'm going... to meet the enemy of seventy thousand.\May I ask one question?\Didn't you think that dying for honour is a stupid thing to do?\It isn't for honour. response:	It's because I said I love you to Louise.
context: Take care of Louise.\Sure, you got it.\And what about you?\I'm going... to meet the enemy of seventy thousand.\May I ask one question?\Didn't you think that dying for honour is a stupid thing to do?\It isn't for honour.\It's because I said I love you to Louise. response:	If I didn't go now, I have a feeling that those words would lose their meaning.
context: Sure, you got it.\And what about you?\I'm going... to meet the enemy of seventy thousand.\May I ask one question?\Didn't you think that dying for honour is a stupid thing to do?\It isn't for honour.\It's because I said I love you to Louise.\If I didn't go now, I have a feeling that those words would lose their meaning. response:	You've made me want to say I love you to you, too.
context: And what about you?\I'm going... to meet the enemy of seventy thousand.\May I ask one question?\Didn't you think that dying for honour is a stupid thing to do?\It isn't for honour.\It's because I said I love you to Louise.\If I didn't go now, I have a feeling that those words would lose their meaning.\You've made me want to say I love you to you, too. response:	Hearing that from you won't make me happy at all.
context: I'm going... to meet the enemy of seventy thousand.\May I ask one question?\Didn't you think that dying for honour is a stupid thing to do?\It isn't for honour.\It's because I said I love you to Louise.\If I didn't go now, I have a feeling that those words would lose their meaning.\You've made me want to say I love you to you, too.\Hearing that from you won't make me happy at all. response:	See ya.
context: May I ask one question?\Didn't you think that dying for honour is a stupid thing to do?\It isn't for honour.\It's because I said I love you to Louise.\If I didn't go now, I have a feeling that those words would lose their meaning.\You've made me want to say I love you to you, too.\Hearing that from you won't make me happy at all.\See ya. response:	Take care of Louise for me.
context: Didn't you think that dying for honour is a stupid thing to do?\It isn't for honour.\It's because I said I love you to Louise.\If I didn't go now, I have a feeling that those words would lose their meaning.\You've made me want to say I love you to you, too.\Hearing that from you won't make me happy at all.\See ya.\Take care of Louise for me. response:	The enemy is outside of Lowcythe!
context: It isn't for honour.\It's because I said I love you to Louise.\If I didn't go now, I have a feeling that those words would lose their meaning.\You've made me want to say I love you to you, too.\Hearing that from you won't make me happy at all.\See ya.\Take care of Louise for me.\The enemy is outside of Lowcythe! response:	Hurry!
context: It's because I said I love you to Louise.\If I didn't go now, I have a feeling that those words would lose their meaning.\You've made me want to say I love you to you, too.\Hearing that from you won't make me happy at all.\See ya.\Take care of Louise for me.\The enemy is outside of Lowcythe!\Hurry! response:	The ships will depart soon!
context: If I didn't go now, I have a feeling that those words would lose their meaning.\You've made me want to say I love you to you, too.\Hearing that from you won't make me happy at all.\See ya.\Take care of Louise for me.\The enemy is outside of Lowcythe!\Hurry!\The ships will depart soon! response:	I won't let you guys reach the port!
context: You've made me want to say I love you to you, too.\Hearing that from you won't make me happy at all.\See ya.\Take care of Louise for me.\The enemy is outside of Lowcythe!\Hurry!\The ships will depart soon!\I won't let you guys reach the port! response:	What?
context: Hearing that from you won't make me happy at all.\See ya.\Take care of Louise for me.\The enemy is outside of Lowcythe!\Hurry!\The ships will depart soon!\I won't let you guys reach the port!\What? response:	You...
context: See ya.\Take care of Louise for me.\The enemy is outside of Lowcythe!\Hurry!\The ships will depart soon!\I won't let you guys reach the port!\What?\You... response:	Cancel the departure!
context: Take care of Louise for me.\The enemy is outside of Lowcythe!\Hurry!\The ships will depart soon!\I won't let you guys reach the port!\What?\You...\Cancel the departure! response:	I'll go get Louise back!
context: The enemy is outside of Lowcythe!\Hurry!\The ships will depart soon!\I won't let you guys reach the port!\What?\You...\Cancel the departure!\I'll go get Louise back! response:	Your Highness!
context: Hurry!\The ships will depart soon!\I won't let you guys reach the port!\What?\You...\Cancel the departure!\I'll go get Louise back!\Your Highness! response:	Let me go!
context: The ships will depart soon!\I won't let you guys reach the port!\What?\You...\Cancel the departure!\I'll go get Louise back!\Your Highness!\Let me go! response:	If you go now, you'll lose your life!
context: I won't let you guys reach the port!\What?\You...\Cancel the departure!\I'll go get Louise back!\Your Highness!\Let me go!\If you go now, you'll lose your life! response:	But I can't make Louise take my place!
context: What?\You...\Cancel the departure!\I'll go get Louise back!\Your Highness!\Let me go!\If you go now, you'll lose your life!\But I can't make Louise take my place! response:	Let me go!
context: You...\Cancel the departure!\I'll go get Louise back!\Your Highness!\Let me go!\If you go now, you'll lose your life!\But I can't make Louise take my place!\Let me go! response:	Please let me go!
context: Cancel the departure!\I'll go get Louise back!\Your Highness!\Let me go!\If you go now, you'll lose your life!\But I can't make Louise take my place!\Let me go!\Please let me go! response:	I beg you, Your Highness.
context: I'll go get Louise back!\Your Highness!\Let me go!\If you go now, you'll lose your life!\But I can't make Louise take my place!\Let me go!\Please let me go!\I beg you, Your Highness. response:	If you die here, the matter will not end as a simple failure in tactics.
context: Your Highness!\Let me go!\If you go now, you'll lose your life!\But I can't make Louise take my place!\Let me go!\Please let me go!\I beg you, Your Highness.\If you die here, the matter will not end as a simple failure in tactics. response:	Our country will fall into chaos.
context: Let me go!\If you go now, you'll lose your life!\But I can't make Louise take my place!\Let me go!\Please let me go!\I beg you, Your Highness.\If you die here, the matter will not end as a simple failure in tactics.\Our country will fall into chaos. response:	Cardinal Masarini...
context: If you go now, you'll lose your life!\But I can't make Louise take my place!\Let me go!\Please let me go!\I beg you, Your Highness.\If you die here, the matter will not end as a simple failure in tactics.\Our country will fall into chaos.\Cardinal Masarini... response:	If you were to jump out now,
context: But I can't make Louise take my place!\Let me go!\Please let me go!\I beg you, Your Highness.\If you die here, the matter will not end as a simple failure in tactics.\Our country will fall into chaos.\Cardinal Masarini...\If you were to jump out now, response:	Miss Valliere's noble act would have been in vain!
context: Let me go!\Please let me go!\I beg you, Your Highness.\If you die here, the matter will not end as a simple failure in tactics.\Our country will fall into chaos.\Cardinal Masarini...\If you were to jump out now,\Miss Valliere's noble act would have been in vain! response:	But...
context: Please let me go!\I beg you, Your Highness.\If you die here, the matter will not end as a simple failure in tactics.\Our country will fall into chaos.\Cardinal Masarini...\If you were to jump out now,\Miss Valliere's noble act would have been in vain!\But... response:	But...
context: I beg you, Your Highness.\If you die here, the matter will not end as a simple failure in tactics.\Our country will fall into chaos.\Cardinal Masarini...\If you were to jump out now,\Miss Valliere's noble act would have been in vain!\But...\But... response:	Are you awake, Sleeping Beauty?
context: If you die here, the matter will not end as a simple failure in tactics.\Our country will fall into chaos.\Cardinal Masarini...\If you were to jump out now,\Miss Valliere's noble act would have been in vain!\But...\But...\Are you awake, Sleeping Beauty? response:	Julio?
context: Our country will fall into chaos.\Cardinal Masarini...\If you were to jump out now,\Miss Valliere's noble act would have been in vain!\But...\But...\Are you awake, Sleeping Beauty?\Julio? response:	What am I...
context: Cardinal Masarini...\If you were to jump out now,\Miss Valliere's noble act would have been in vain!\But...\But...\Are you awake, Sleeping Beauty?\Julio?\What am I... response:	Where am I?
context: If you were to jump out now,\Miss Valliere's noble act would have been in vain!\But...\But...\Are you awake, Sleeping Beauty?\Julio?\What am I...\Where am I? response:	On a ship?
context: Miss Valliere's noble act would have been in vain!\But...\But...\Are you awake, Sleeping Beauty?\Julio?\What am I...\Where am I?\On a ship? response:	I need to stop the enemy!
context: But...\But...\Are you awake, Sleeping Beauty?\Julio?\What am I...\Where am I?\On a ship?\I need to stop the enemy! response:	Miss Valliere!
context: But...\Are you awake, Sleeping Beauty?\Julio?\What am I...\Where am I?\On a ship?\I need to stop the enemy!\Miss Valliere! response:	Where's Saito-san?
context: Are you awake, Sleeping Beauty?\Julio?\What am I...\Where am I?\On a ship?\I need to stop the enemy!\Miss Valliere!\Where's Saito-san? response:	Saito?
context: Julio?\What am I...\Where am I?\On a ship?\I need to stop the enemy!\Miss Valliere!\Where's Saito-san?\Saito? response:	Where's Saito?
context: What am I...\Where am I?\On a ship?\I need to stop the enemy!\Miss Valliere!\Where's Saito-san?\Saito?\Where's Saito? response:	He isn't here.
context: Where am I?\On a ship?\I need to stop the enemy!\Miss Valliere!\Where's Saito-san?\Saito?\Where's Saito?\He isn't here. response:	Saito-kun went to face Albion's troops alone.
context: On a ship?\I need to stop the enemy!\Miss Valliere!\Where's Saito-san?\Saito?\Where's Saito?\He isn't here.\Saito-kun went to face Albion's troops alone. response:	What did you just say?
context: I need to stop the enemy!\Miss Valliere!\Where's Saito-san?\Saito?\Where's Saito?\He isn't here.\Saito-kun went to face Albion's troops alone.\What did you just say? response:	He went to fight Albion by himself.
context: Miss Valliere!\Where's Saito-san?\Saito?\Where's Saito?\He isn't here.\Saito-kun went to face Albion's troops alone.\What did you just say?\He went to fight Albion by himself. response:	While you were sleeping from the effects of a potion.
context: Where's Saito-san?\Saito?\Where's Saito?\He isn't here.\Saito-kun went to face Albion's troops alone.\What did you just say?\He went to fight Albion by himself.\While you were sleeping from the effects of a potion. response:	No way... Saito...
context: Saito?\Where's Saito?\He isn't here.\Saito-kun went to face Albion's troops alone.\What did you just say?\He went to fight Albion by himself.\While you were sleeping from the effects of a potion.\No way... Saito... response:	So... he used that potion?
context: Where's Saito?\He isn't here.\Saito-kun went to face Albion's troops alone.\What did you just say?\He went to fight Albion by himself.\While you were sleeping from the effects of a potion.\No way... Saito...\So... he used that potion? response:	But... I gave it to Saito-san because I wanted him to live.
context: He isn't here.\Saito-kun went to face Albion's troops alone.\What did you just say?\He went to fight Albion by himself.\While you were sleeping from the effects of a potion.\No way... Saito...\So... he used that potion?\But... I gave it to Saito-san because I wanted him to live. response:	Siesta!
context: Saito-kun went to face Albion's troops alone.\What did you just say?\He went to fight Albion by himself.\While you were sleeping from the effects of a potion.\No way... Saito...\So... he used that potion?\But... I gave it to Saito-san because I wanted him to live.\Siesta! response:	Saito...
context: What did you just say?\He went to fight Albion by himself.\While you were sleeping from the effects of a potion.\No way... Saito...\So... he used that potion?\But... I gave it to Saito-san because I wanted him to live.\Siesta!\Saito... response:	In order to save me...
context: He went to fight Albion by himself.\While you were sleeping from the effects of a potion.\No way... Saito...\So... he used that potion?\But... I gave it to Saito-san because I wanted him to live.\Siesta!\Saito...\In order to save me... response:	Louise-chan!
context: While you were sleeping from the effects of a potion.\No way... Saito...\So... he used that potion?\But... I gave it to Saito-san because I wanted him to live.\Siesta!\Saito...\In order to save me...\Louise-chan! response:	Saito!
context: No way... Saito...\So... he used that potion?\But... I gave it to Saito-san because I wanted him to live.\Siesta!\Saito...\In order to save me...\Louise-chan!\Saito! response:	Saito!
context: So... he used that potion?\But... I gave it to Saito-san because I wanted him to live.\Siesta!\Saito...\In order to save me...\Louise-chan!\Saito!\Saito! response:	Louise-chan! It's too late!
context: But... I gave it to Saito-san because I wanted him to live.\Siesta!\Saito...\In order to save me...\Louise-chan!\Saito!\Saito!\Louise-chan! It's too late! response:	No, stop it!
context: Siesta!\Saito...\In order to save me...\Louise-chan!\Saito!\Saito!\Louise-chan! It's too late!\No, stop it! response:	Let me off! It isn't too late at all!
context: Saito...\In order to save me...\Louise-chan!\Saito!\Saito!\Louise-chan! It's too late!\No, stop it!\Let me off! It isn't too late at all! response:	I can't let Saito die alone!
context: In order to save me...\Louise-chan!\Saito!\Saito!\Louise-chan! It's too late!\No, stop it!\Let me off! It isn't too late at all!\I can't let Saito die alone! response:	You can't!
context: Louise-chan!\Saito!\Saito!\Louise-chan! It's too late!\No, stop it!\Let me off! It isn't too late at all!\I can't let Saito die alone!\You can't! response:	Let go of me!
context: Saito!\Saito!\Louise-chan! It's too late!\No, stop it!\Let me off! It isn't too late at all!\I can't let Saito die alone!\You can't!\Let go of me! response:	Let me go! Please!
context: Saito!\Louise-chan! It's too late!\No, stop it!\Let me off! It isn't too late at all!\I can't let Saito die alone!\You can't!\Let go of me!\Let me go! Please! response:	Saito!
context: Louise-chan! It's too late!\No, stop it!\Let me off! It isn't too late at all!\I can't let Saito die alone!\You can't!\Let go of me!\Let me go! Please!\Saito! response:	Why'd I have to turn into that?
context: No, stop it!\Let me off! It isn't too late at all!\I can't let Saito die alone!\You can't!\Let go of me!\Let me go! Please!\Saito!\Why'd I have to turn into that? response:	For your beloved, right?
context: Let me off! It isn't too late at all!\I can't let Saito die alone!\You can't!\Let go of me!\Let me go! Please!\Saito!\Why'd I have to turn into that?\For your beloved, right? response:	Hey, Del.
context: I can't let Saito die alone!\You can't!\Let go of me!\Let me go! Please!\Saito!\Why'd I have to turn into that?\For your beloved, right?\Hey, Del. response:	What?
context: You can't!\Let go of me!\Let me go! Please!\Saito!\Why'd I have to turn into that?\For your beloved, right?\Hey, Del.\What? response:	Will I... die?
context: Let go of me!\Let me go! Please!\Saito!\Why'd I have to turn into that?\For your beloved, right?\Hey, Del.\What?\Will I... die? response:	Probably.
context: Let me go! Please!\Saito!\Why'd I have to turn into that?\For your beloved, right?\Hey, Del.\What?\Will I... die?\Probably. response:	Well, if you're going to die anyway, then do your best to act like a hero.
