context: Mama? response:	Well, your father always picks you up, right?
context: but a lot of them have kids.\So it isn't customary to go out drinking...\Right?\You got that right.\I gotta pick up the kid at nursery school, anyway.\We had two kids in two years and the younger is 3 months old,\so if I don't get home quick, my wife...\Turns into Wifezilla, right? response:	When she gets mad, she's one scary monster...
context: So it isn't customary to go out drinking...\Right?\You got that right.\I gotta pick up the kid at nursery school, anyway.\We had two kids in two years and the younger is 3 months old,\so if I don't get home quick, my wife...\Turns into Wifezilla, right?\When she gets mad, she's one scary monster... response:	Kawachi-kun!
context: Right?\You got that right.\I gotta pick up the kid at nursery school, anyway.\We had two kids in two years and the younger is 3 months old,\so if I don't get home quick, my wife...\Turns into Wifezilla, right?\When she gets mad, she's one scary monster...\Kawachi-kun! response:	Gotou-san!
context: You got that right.\I gotta pick up the kid at nursery school, anyway.\We had two kids in two years and the younger is 3 months old,\so if I don't get home quick, my wife...\Turns into Wifezilla, right?\When she gets mad, she's one scary monster...\Kawachi-kun!\Gotou-san! response:	I heard about the farewell party!
context: I gotta pick up the kid at nursery school, anyway.\We had two kids in two years and the younger is 3 months old,\so if I don't get home quick, my wife...\Turns into Wifezilla, right?\When she gets mad, she's one scary monster...\Kawachi-kun!\Gotou-san!\I heard about the farewell party! response:	Yeah, but I can't go out at night, so...
context: We had two kids in two years and the younger is 3 months old,\so if I don't get home quick, my wife...\Turns into Wifezilla, right?\When she gets mad, she's one scary monster...\Kawachi-kun!\Gotou-san!\I heard about the farewell party!\Yeah, but I can't go out at night, so... response:	But they went to the trouble of arranging it,
context: so if I don't get home quick, my wife...\Turns into Wifezilla, right?\When she gets mad, she's one scary monster...\Kawachi-kun!\Gotou-san!\I heard about the farewell party!\Yeah, but I can't go out at night, so...\But they went to the trouble of arranging it, response:	so how about bringing the kid along?
context: Turns into Wifezilla, right?\When she gets mad, she's one scary monster...\Kawachi-kun!\Gotou-san!\I heard about the farewell party!\Yeah, but I can't go out at night, so...\But they went to the trouble of arranging it,\so how about bringing the kid along? response:	I'll bring mine, too!
context: When she gets mad, she's one scary monster...\Kawachi-kun!\Gotou-san!\I heard about the farewell party!\Yeah, but I can't go out at night, so...\But they went to the trouble of arranging it,\so how about bringing the kid along?\I'll bring mine, too! response:	Is this your way of saying that you want to go out drinking once in a while?
context: Kawachi-kun!\Gotou-san!\I heard about the farewell party!\Yeah, but I can't go out at night, so...\But they went to the trouble of arranging it,\so how about bringing the kid along?\I'll bring mine, too!\Is this your way of saying that you want to go out drinking once in a while? response:	Anyway, anyway, it'll be fine!
context: Gotou-san!\I heard about the farewell party!\Yeah, but I can't go out at night, so...\But they went to the trouble of arranging it,\so how about bringing the kid along?\I'll bring mine, too!\Is this your way of saying that you want to go out drinking once in a while?\Anyway, anyway, it'll be fine! response:	I'm looking forward to it!
context: I heard about the farewell party!\Yeah, but I can't go out at night, so...\But they went to the trouble of arranging it,\so how about bringing the kid along?\I'll bring mine, too!\Is this your way of saying that you want to go out drinking once in a while?\Anyway, anyway, it'll be fine!\I'm looking forward to it! response:	Coming, coming...
context: Yeah, but I can't go out at night, so...\But they went to the trouble of arranging it,\so how about bringing the kid along?\I'll bring mine, too!\Is this your way of saying that you want to go out drinking once in a while?\Anyway, anyway, it'll be fine!\I'm looking forward to it!\Coming, coming... response:	Daikichi, the phone.
context: But they went to the trouble of arranging it,\so how about bringing the kid along?\I'll bring mine, too!\Is this your way of saying that you want to go out drinking once in a while?\Anyway, anyway, it'll be fine!\I'm looking forward to it!\Coming, coming...\Daikichi, the phone. response:	Thanks.
context: so how about bringing the kid along?\I'll bring mine, too!\Is this your way of saying that you want to go out drinking once in a while?\Anyway, anyway, it'll be fine!\I'm looking forward to it!\Coming, coming...\Daikichi, the phone.\Thanks. response:	Hello?
context: I'll bring mine, too!\Is this your way of saying that you want to go out drinking once in a while?\Anyway, anyway, it'll be fine!\I'm looking forward to it!\Coming, coming...\Daikichi, the phone.\Thanks.\Hello? response:	Daikichi? It seems Grandpa had a regular maid, sent from an agency...
context: Is this your way of saying that you want to go out drinking once in a while?\Anyway, anyway, it'll be fine!\I'm looking forward to it!\Coming, coming...\Daikichi, the phone.\Thanks.\Hello?\Daikichi? It seems Grandpa had a regular maid, sent from an agency... response:	Whoa, whoa, wait a second...
context: Anyway, anyway, it'll be fine!\I'm looking forward to it!\Coming, coming...\Daikichi, the phone.\Thanks.\Hello?\Daikichi? It seems Grandpa had a regular maid, sent from an agency...\Whoa, whoa, wait a second... response:	So, do you know her name?
context: I'm looking forward to it!\Coming, coming...\Daikichi, the phone.\Thanks.\Hello?\Daikichi? It seems Grandpa had a regular maid, sent from an agency...\Whoa, whoa, wait a second...\So, do you know her name? response:	Yoshii Masako-san, spelled with the kanji for correct and child.
context: Coming, coming...\Daikichi, the phone.\Thanks.\Hello?\Daikichi? It seems Grandpa had a regular maid, sent from an agency...\Whoa, whoa, wait a second...\So, do you know her name?\Yoshii Masako-san, spelled with the kanji for correct and child. response:	That's the name that's on the mother-child health record book, isn't it?
context: Daikichi, the phone.\Thanks.\Hello?\Daikichi? It seems Grandpa had a regular maid, sent from an agency...\Whoa, whoa, wait a second...\So, do you know her name?\Yoshii Masako-san, spelled with the kanji for correct and child.\That's the name that's on the mother-child health record book, isn't it? response:	I believe so...
context: Thanks.\Hello?\Daikichi? It seems Grandpa had a regular maid, sent from an agency...\Whoa, whoa, wait a second...\So, do you know her name?\Yoshii Masako-san, spelled with the kanji for correct and child.\That's the name that's on the mother-child health record book, isn't it?\I believe so... response:	Do you mean to contact her?!
context: Hello?\Daikichi? It seems Grandpa had a regular maid, sent from an agency...\Whoa, whoa, wait a second...\So, do you know her name?\Yoshii Masako-san, spelled with the kanji for correct and child.\That's the name that's on the mother-child health record book, isn't it?\I believe so...\Do you mean to contact her?! response:	She abandoned that precious child...
context: Daikichi? It seems Grandpa had a regular maid, sent from an agency...\Whoa, whoa, wait a second...\So, do you know her name?\Yoshii Masako-san, spelled with the kanji for correct and child.\That's the name that's on the mother-child health record book, isn't it?\I believe so...\Do you mean to contact her?!\She abandoned that precious child... response:	Calm down a little!
context: Whoa, whoa, wait a second...\So, do you know her name?\Yoshii Masako-san, spelled with the kanji for correct and child.\That's the name that's on the mother-child health record book, isn't it?\I believe so...\Do you mean to contact her?!\She abandoned that precious child...\Calm down a little! response:	You saw the health record book, right?
context: So, do you know her name?\Yoshii Masako-san, spelled with the kanji for correct and child.\That's the name that's on the mother-child health record book, isn't it?\I believe so...\Do you mean to contact her?!\She abandoned that precious child...\Calm down a little!\You saw the health record book, right? response:	There's a lot written in there...
context: Yoshii Masako-san, spelled with the kanji for correct and child.\That's the name that's on the mother-child health record book, isn't it?\I believe so...\Do you mean to contact her?!\She abandoned that precious child...\Calm down a little!\You saw the health record book, right?\There's a lot written in there... response:	There's still so much we don't know, so...
context: That's the name that's on the mother-child health record book, isn't it?\I believe so...\Do you mean to contact her?!\She abandoned that precious child...\Calm down a little!\You saw the health record book, right?\There's a lot written in there...\There's still so much we don't know, so... response:	Excuse me!
context: I believe so...\Do you mean to contact her?!\She abandoned that precious child...\Calm down a little!\You saw the health record book, right?\There's a lot written in there...\There's still so much we don't know, so...\Excuse me! response:	What I'm saying is...
context: Do you mean to contact her?!\She abandoned that precious child...\Calm down a little!\You saw the health record book, right?\There's a lot written in there...\There's still so much we don't know, so...\Excuse me!\What I'm saying is... response:	I don't know the difference anymore between work and home...
context: She abandoned that precious child...\Calm down a little!\You saw the health record book, right?\There's a lot written in there...\There's still so much we don't know, so...\Excuse me!\What I'm saying is...\I don't know the difference anymore between work and home... response:	Pardon me for being late...
context: Calm down a little!\You saw the health record book, right?\There's a lot written in there...\There's still so much we don't know, so...\Excuse me!\What I'm saying is...\I don't know the difference anymore between work and home...\Pardon me for being late... response:	You're late! Here, have a seat!
context: You saw the health record book, right?\There's a lot written in there...\There's still so much we don't know, so...\Excuse me!\What I'm saying is...\I don't know the difference anymore between work and home...\Pardon me for being late...\You're late! Here, have a seat! response:	Get away from me, you drunk!
context: There's a lot written in there...\There's still so much we don't know, so...\Excuse me!\What I'm saying is...\I don't know the difference anymore between work and home...\Pardon me for being late...\You're late! Here, have a seat!\Get away from me, you drunk! response:	Rin-chan?! You came?!
context: There's still so much we don't know, so...\Excuse me!\What I'm saying is...\I don't know the difference anymore between work and home...\Pardon me for being late...\You're late! Here, have a seat!\Get away from me, you drunk!\Rin-chan?! You came?! response:	Thank you!
context: Excuse me!\What I'm saying is...\I don't know the difference anymore between work and home...\Pardon me for being late...\You're late! Here, have a seat!\Get away from me, you drunk!\Rin-chan?! You came?!\Thank you! response:	You're adorable!
context: What I'm saying is...\I don't know the difference anymore between work and home...\Pardon me for being late...\You're late! Here, have a seat!\Get away from me, you drunk!\Rin-chan?! You came?!\Thank you!\You're adorable! response:	Eat all you want!
context: I don't know the difference anymore between work and home...\Pardon me for being late...\You're late! Here, have a seat!\Get away from me, you drunk!\Rin-chan?! You came?!\Thank you!\You're adorable!\Eat all you want! response:	Here you go.
context: Pardon me for being late...\You're late! Here, have a seat!\Get away from me, you drunk!\Rin-chan?! You came?!\Thank you!\You're adorable!\Eat all you want!\Here you go. response:	I'm glad you're here, Rin-chan.
context: You're late! Here, have a seat!\Get away from me, you drunk!\Rin-chan?! You came?!\Thank you!\You're adorable!\Eat all you want!\Here you go.\I'm glad you're here, Rin-chan. response:	Thank you!
context: Get away from me, you drunk!\Rin-chan?! You came?!\Thank you!\You're adorable!\Eat all you want!\Here you go.\I'm glad you're here, Rin-chan.\Thank you! response:	Here you are, Rin-chan.
context: Rin-chan?! You came?!\Thank you!\You're adorable!\Eat all you want!\Here you go.\I'm glad you're here, Rin-chan.\Thank you!\Here you are, Rin-chan. response:	Is orange juice okay?
context: Thank you!\You're adorable!\Eat all you want!\Here you go.\I'm glad you're here, Rin-chan.\Thank you!\Here you are, Rin-chan.\Is orange juice okay? response:	Mm-hm!
context: You're adorable!\Eat all you want!\Here you go.\I'm glad you're here, Rin-chan.\Thank you!\Here you are, Rin-chan.\Is orange juice okay?\Mm-hm! response:	Rin-chan is a beauty, isn't she?
context: Eat all you want!\Here you go.\I'm glad you're here, Rin-chan.\Thank you!\Here you are, Rin-chan.\Is orange juice okay?\Mm-hm!\Rin-chan is a beauty, isn't she? response:	Yep, she sure is a beauty!
context: Here you go.\I'm glad you're here, Rin-chan.\Thank you!\Here you are, Rin-chan.\Is orange juice okay?\Mm-hm!\Rin-chan is a beauty, isn't she?\Yep, she sure is a beauty! response:	She's embarrassed!
context: I'm glad you're here, Rin-chan.\Thank you!\Here you are, Rin-chan.\Is orange juice okay?\Mm-hm!\Rin-chan is a beauty, isn't she?\Yep, she sure is a beauty!\She's embarrassed! response:	Yuu-kun, I'll gather it together for you.
context: Thank you!\Here you are, Rin-chan.\Is orange juice okay?\Mm-hm!\Rin-chan is a beauty, isn't she?\Yep, she sure is a beauty!\She's embarrassed!\Yuu-kun, I'll gather it together for you. response:	Rin-chan, thank you!
context: Here you are, Rin-chan.\Is orange juice okay?\Mm-hm!\Rin-chan is a beauty, isn't she?\Yep, she sure is a beauty!\She's embarrassed!\Yuu-kun, I'll gather it together for you.\Rin-chan, thank you! response:	Kawachi-san, please, drink some more!
context: Is orange juice okay?\Mm-hm!\Rin-chan is a beauty, isn't she?\Yep, she sure is a beauty!\She's embarrassed!\Yuu-kun, I'll gather it together for you.\Rin-chan, thank you!\Kawachi-san, please, drink some more! response:	Rin might sleep on the way home, so...
context: Mm-hm!\Rin-chan is a beauty, isn't she?\Yep, she sure is a beauty!\She's embarrassed!\Yuu-kun, I'll gather it together for you.\Rin-chan, thank you!\Kawachi-san, please, drink some more!\Rin might sleep on the way home, so... response:	Rin, I'm going to the washroom.
context: Rin-chan is a beauty, isn't she?\Yep, she sure is a beauty!\She's embarrassed!\Yuu-kun, I'll gather it together for you.\Rin-chan, thank you!\Kawachi-san, please, drink some more!\Rin might sleep on the way home, so...\Rin, I'm going to the washroom. response:	Say bathroom!
context: Yep, she sure is a beauty!\She's embarrassed!\Yuu-kun, I'll gather it together for you.\Rin-chan, thank you!\Kawachi-san, please, drink some more!\Rin might sleep on the way home, so...\Rin, I'm going to the washroom.\Say bathroom! response:	Yeah, yeah, I'm going to the bathroom.
context: She's embarrassed!\Yuu-kun, I'll gather it together for you.\Rin-chan, thank you!\Kawachi-san, please, drink some more!\Rin might sleep on the way home, so...\Rin, I'm going to the washroom.\Say bathroom!\Yeah, yeah, I'm going to the bathroom. response:	He left our section high and dry.
context: Yuu-kun, I'll gather it together for you.\Rin-chan, thank you!\Kawachi-san, please, drink some more!\Rin might sleep on the way home, so...\Rin, I'm going to the washroom.\Say bathroom!\Yeah, yeah, I'm going to the bathroom.\He left our section high and dry. response:	It's like, don't produce results, then bail!
context: Rin-chan, thank you!\Kawachi-san, please, drink some more!\Rin might sleep on the way home, so...\Rin, I'm going to the washroom.\Say bathroom!\Yeah, yeah, I'm going to the bathroom.\He left our section high and dry.\It's like, don't produce results, then bail! response:	Quitting while you're ahead is playing dirty!
context: Kawachi-san, please, drink some more!\Rin might sleep on the way home, so...\Rin, I'm going to the washroom.\Say bathroom!\Yeah, yeah, I'm going to the bathroom.\He left our section high and dry.\It's like, don't produce results, then bail!\Quitting while you're ahead is playing dirty! response:	Sales has been tough this month...
context: Rin might sleep on the way home, so...\Rin, I'm going to the washroom.\Say bathroom!\Yeah, yeah, I'm going to the bathroom.\He left our section high and dry.\It's like, don't produce results, then bail!\Quitting while you're ahead is playing dirty!\Sales has been tough this month... response:	Even if we do a decent job selling,
context: Rin, I'm going to the washroom.\Say bathroom!\Yeah, yeah, I'm going to the bathroom.\He left our section high and dry.\It's like, don't produce results, then bail!\Quitting while you're ahead is playing dirty!\Sales has been tough this month...\Even if we do a decent job selling, response:	management won't look at anything but last year's results!
context: Say bathroom!\Yeah, yeah, I'm going to the bathroom.\He left our section high and dry.\It's like, don't produce results, then bail!\Quitting while you're ahead is playing dirty!\Sales has been tough this month...\Even if we do a decent job selling,\management won't look at anything but last year's results! response:	What are we gonna do?
context: Yeah, yeah, I'm going to the bathroom.\He left our section high and dry.\It's like, don't produce results, then bail!\Quitting while you're ahead is playing dirty!\Sales has been tough this month...\Even if we do a decent job selling,\management won't look at anything but last year's results!\What are we gonna do? response:	This is for the birds...
context: He left our section high and dry.\It's like, don't produce results, then bail!\Quitting while you're ahead is playing dirty!\Sales has been tough this month...\Even if we do a decent job selling,\management won't look at anything but last year's results!\What are we gonna do?\This is for the birds... response:	The old me would've stormed in and read them the riot act, but...
context: It's like, don't produce results, then bail!\Quitting while you're ahead is playing dirty!\Sales has been tough this month...\Even if we do a decent job selling,\management won't look at anything but last year's results!\What are we gonna do?\This is for the birds...\The old me would've stormed in and read them the riot act, but... response:	I'm about to spring a leak...
context: Quitting while you're ahead is playing dirty!\Sales has been tough this month...\Even if we do a decent job selling,\management won't look at anything but last year's results!\What are we gonna do?\This is for the birds...\The old me would've stormed in and read them the riot act, but...\I'm about to spring a leak... response:	Girls are so soft!
context: Sales has been tough this month...\Even if we do a decent job selling,\management won't look at anything but last year's results!\What are we gonna do?\This is for the birds...\The old me would've stormed in and read them the riot act, but...\I'm about to spring a leak...\Girls are so soft! response:	I wanna make you my kid!
context: Even if we do a decent job selling,\management won't look at anything but last year's results!\What are we gonna do?\This is for the birds...\The old me would've stormed in and read them the riot act, but...\I'm about to spring a leak...\Girls are so soft!\I wanna make you my kid! response:	What's really important to me has changed.
context: management won't look at anything but last year's results!\What are we gonna do?\This is for the birds...\The old me would've stormed in and read them the riot act, but...\I'm about to spring a leak...\Girls are so soft!\I wanna make you my kid!\What's really important to me has changed. response:	Kawachi-san...
context: What are we gonna do?\This is for the birds...\The old me would've stormed in and read them the riot act, but...\I'm about to spring a leak...\Girls are so soft!\I wanna make you my kid!\What's really important to me has changed.\Kawachi-san... response:	About your transfer...
context: This is for the birds...\The old me would've stormed in and read them the riot act, but...\I'm about to spring a leak...\Girls are so soft!\I wanna make you my kid!\What's really important to me has changed.\Kawachi-san...\About your transfer... response:	After seeing Rin-chan, I've come around.
context: The old me would've stormed in and read them the riot act, but...\I'm about to spring a leak...\Girls are so soft!\I wanna make you my kid!\What's really important to me has changed.\Kawachi-san...\About your transfer...\After seeing Rin-chan, I've come around. response:	Yeah, right?!
context: I'm about to spring a leak...\Girls are so soft!\I wanna make you my kid!\What's really important to me has changed.\Kawachi-san...\About your transfer...\After seeing Rin-chan, I've come around.\Yeah, right?! response:	Mama! Mama!
context: Girls are so soft!\I wanna make you my kid!\What's really important to me has changed.\Kawachi-san...\About your transfer...\After seeing Rin-chan, I've come around.\Yeah, right?!\Mama! Mama! response:	I want to hold her forever!
context: I wanna make you my kid!\What's really important to me has changed.\Kawachi-san...\About your transfer...\After seeing Rin-chan, I've come around.\Yeah, right?!\Mama! Mama!\I want to hold her forever! response:	Pick me up, too!
context: What's really important to me has changed.\Kawachi-san...\About your transfer...\After seeing Rin-chan, I've come around.\Yeah, right?!\Mama! Mama!\I want to hold her forever!\Pick me up, too! response:	Gotou-san, Rin-chan doesn't wanna be held!
context: Kawachi-san...\About your transfer...\After seeing Rin-chan, I've come around.\Yeah, right?!\Mama! Mama!\I want to hold her forever!\Pick me up, too!\Gotou-san, Rin-chan doesn't wanna be held! response:	Masako-san...
context: About your transfer...\After seeing Rin-chan, I've come around.\Yeah, right?!\Mama! Mama!\I want to hold her forever!\Pick me up, too!\Gotou-san, Rin-chan doesn't wanna be held!\Masako-san... response:	What did you think about your child... about Rin?
context: After seeing Rin-chan, I've come around.\Yeah, right?!\Mama! Mama!\I want to hold her forever!\Pick me up, too!\Gotou-san, Rin-chan doesn't wanna be held!\Masako-san...\What did you think about your child... about Rin? response:	Yuu-kun was really cute, wasn't he?
context: Yeah, right?!\Mama! Mama!\I want to hold her forever!\Pick me up, too!\Gotou-san, Rin-chan doesn't wanna be held!\Masako-san...\What did you think about your child... about Rin?\Yuu-kun was really cute, wasn't he? response:	You sure do love little kids, huh?
context: Mama! Mama!\I want to hold her forever!\Pick me up, too!\Gotou-san, Rin-chan doesn't wanna be held!\Masako-san...\What did you think about your child... about Rin?\Yuu-kun was really cute, wasn't he?\You sure do love little kids, huh? response:	Yep! The mail came.
context: I want to hold her forever!\Pick me up, too!\Gotou-san, Rin-chan doesn't wanna be held!\Masako-san...\What did you think about your child... about Rin?\Yuu-kun was really cute, wasn't he?\You sure do love little kids, huh?\Yep! The mail came. response:	Thanks.
context: Pick me up, too!\Gotou-san, Rin-chan doesn't wanna be held!\Masako-san...\What did you think about your child... about Rin?\Yuu-kun was really cute, wasn't he?\You sure do love little kids, huh?\Yep! The mail came.\Thanks. response:	Says this is an elementary school admission information session.
context: Gotou-san, Rin-chan doesn't wanna be held!\Masako-san...\What did you think about your child... about Rin?\Yuu-kun was really cute, wasn't he?\You sure do love little kids, huh?\Yep! The mail came.\Thanks.\Says this is an elementary school admission information session. response:	I didn't even do anything and this came...
context: Masako-san...\What did you think about your child... about Rin?\Yuu-kun was really cute, wasn't he?\You sure do love little kids, huh?\Yep! The mail came.\Thanks.\Says this is an elementary school admission information session.\I didn't even do anything and this came... response:	What's wrong?
context: What did you think about your child... about Rin?\Yuu-kun was really cute, wasn't he?\You sure do love little kids, huh?\Yep! The mail came.\Thanks.\Says this is an elementary school admission information session.\I didn't even do anything and this came...\What's wrong? response:	There's an admissions test, isn't there?
context: Yuu-kun was really cute, wasn't he?\You sure do love little kids, huh?\Yep! The mail came.\Thanks.\Says this is an elementary school admission information session.\I didn't even do anything and this came...\What's wrong?\There's an admissions test, isn't there? response:	No, no, no!
context: You sure do love little kids, huh?\Yep! The mail came.\Thanks.\Says this is an elementary school admission information session.\I didn't even do anything and this came...\What's wrong?\There's an admissions test, isn't there?\No, no, no! response:	You can get in without taking any test!
context: Yep! The mail came.\Thanks.\Says this is an elementary school admission information session.\I didn't even do anything and this came...\What's wrong?\There's an admissions test, isn't there?\No, no, no!\You can get in without taking any test! response:	Really?
context: Thanks.\Says this is an elementary school admission information session.\I didn't even do anything and this came...\What's wrong?\There's an admissions test, isn't there?\No, no, no!\You can get in without taking any test!\Really? response:	For sure, for sure!
context: Says this is an elementary school admission information session.\I didn't even do anything and this came...\What's wrong?\There's an admissions test, isn't there?\No, no, no!\You can get in without taking any test!\Really?\For sure, for sure! response:	Compulsory education is amazing!
context: I didn't even do anything and this came...\What's wrong?\There's an admissions test, isn't there?\No, no, no!\You can get in without taking any test!\Really?\For sure, for sure!\Compulsory education is amazing! response:	Drunk!
context: What's wrong?\There's an admissions test, isn't there?\No, no, no!\You can get in without taking any test!\Really?\For sure, for sure!\Compulsory education is amazing!\Drunk! response:	Shoot! How's this?!
context: There's an admissions test, isn't there?\No, no, no!\You can get in without taking any test!\Really?\For sure, for sure!\Compulsory education is amazing!\Drunk!\Shoot! How's this?! response:	Rin-chan, he's here!
context: No, no, no!\You can get in without taking any test!\Really?\For sure, for sure!\Compulsory education is amazing!\Drunk!\Shoot! How's this?!\Rin-chan, he's here! response:	P-Pardon me...
context: You can get in without taking any test!\Really?\For sure, for sure!\Compulsory education is amazing!\Drunk!\Shoot! How's this?!\Rin-chan, he's here!\P-Pardon me... response:	Tch! Everyone else already left!
context: Really?\For sure, for sure!\Compulsory education is amazing!\Drunk!\Shoot! How's this?!\Rin-chan, he's here!\P-Pardon me...\Tch! Everyone else already left! response:	So...rry...
context: For sure, for sure!\Compulsory education is amazing!\Drunk!\Shoot! How's this?!\Rin-chan, he's here!\P-Pardon me...\Tch! Everyone else already left!\So...rry... response:	Kouki-kun, your mother's here!
context: Compulsory education is amazing!\Drunk!\Shoot! How's this?!\Rin-chan, he's here!\P-Pardon me...\Tch! Everyone else already left!\So...rry...\Kouki-kun, your mother's here! response:	Sorry, Kouki...
context: Drunk!\Shoot! How's this?!\Rin-chan, he's here!\P-Pardon me...\Tch! Everyone else already left!\So...rry...\Kouki-kun, your mother's here!\Sorry, Kouki... response:	H-Hello.
context: Shoot! How's this?!\Rin-chan, he's here!\P-Pardon me...\Tch! Everyone else already left!\So...rry...\Kouki-kun, your mother's here!\Sorry, Kouki...\H-Hello. response:	It's been... a while.
context: Rin-chan, he's here!\P-Pardon me...\Tch! Everyone else already left!\So...rry...\Kouki-kun, your mother's here!\Sorry, Kouki...\H-Hello.\It's been... a while. response:	Daikichi, are we gonna make it in time?
context: P-Pardon me...\Tch! Everyone else already left!\So...rry...\Kouki-kun, your mother's here!\Sorry, Kouki...\H-Hello.\It's been... a while.\Daikichi, are we gonna make it in time? response:	I'll grab a taxi!
context: Tch! Everyone else already left!\So...rry...\Kouki-kun, your mother's here!\Sorry, Kouki...\H-Hello.\It's been... a while.\Daikichi, are we gonna make it in time?\I'll grab a taxi! response:	Sorry!
context: So...rry...\Kouki-kun, your mother's here!\Sorry, Kouki...\H-Hello.\It's been... a while.\Daikichi, are we gonna make it in time?\I'll grab a taxi!\Sorry! response:	The childrens' name tags can be turned around,
context: Kouki-kun, your mother's here!\Sorry, Kouki...\H-Hello.\It's been... a while.\Daikichi, are we gonna make it in time?\I'll grab a taxi!\Sorry!\The childrens' name tags can be turned around, response:	and they will be on the way home from school, so their names aren't visible.
context: Sorry, Kouki...\H-Hello.\It's been... a while.\Daikichi, are we gonna make it in time?\I'll grab a taxi!\Sorry!\The childrens' name tags can be turned around,\and they will be on the way home from school, so their names aren't visible. response:	Another thing, tell your child not to be alone at a park, for example,
context: H-Hello.\It's been... a while.\Daikichi, are we gonna make it in time?\I'll grab a taxi!\Sorry!\The childrens' name tags can be turned around,\and they will be on the way home from school, so their names aren't visible.\Another thing, tell your child not to be alone at a park, for example, response:	and even if they see an adult that they know, not to go off with that person.
context: It's been... a while.\Daikichi, are we gonna make it in time?\I'll grab a taxi!\Sorry!\The childrens' name tags can be turned around,\and they will be on the way home from school, so their names aren't visible.\Another thing, tell your child not to be alone at a park, for example,\and even if they see an adult that they know, not to go off with that person. response:	It's tough, isn't it?
context: Daikichi, are we gonna make it in time?\I'll grab a taxi!\Sorry!\The childrens' name tags can be turned around,\and they will be on the way home from school, so their names aren't visible.\Another thing, tell your child not to be alone at a park, for example,\and even if they see an adult that they know, not to go off with that person.\It's tough, isn't it? response:	Instead of telling them to trust people,
context: I'll grab a taxi!\Sorry!\The childrens' name tags can be turned around,\and they will be on the way home from school, so their names aren't visible.\Another thing, tell your child not to be alone at a park, for example,\and even if they see an adult that they know, not to go off with that person.\It's tough, isn't it?\Instead of telling them to trust people, response:	we have to teach them to be suspicious.
context: Sorry!\The childrens' name tags can be turned around,\and they will be on the way home from school, so their names aren't visible.\Another thing, tell your child not to be alone at a park, for example,\and even if they see an adult that they know, not to go off with that person.\It's tough, isn't it?\Instead of telling them to trust people,\we have to teach them to be suspicious. response:	Yeah...
context: The childrens' name tags can be turned around,\and they will be on the way home from school, so their names aren't visible.\Another thing, tell your child not to be alone at a park, for example,\and even if they see an adult that they know, not to go off with that person.\It's tough, isn't it?\Instead of telling them to trust people,\we have to teach them to be suspicious.\Yeah... response:	That one sheet we were given...
context: and they will be on the way home from school, so their names aren't visible.\Another thing, tell your child not to be alone at a park, for example,\and even if they see an adult that they know, not to go off with that person.\It's tough, isn't it?\Instead of telling them to trust people,\we have to teach them to be suspicious.\Yeah...\That one sheet we were given... response:	Whoops...
context: Another thing, tell your child not to be alone at a park, for example,\and even if they see an adult that they know, not to go off with that person.\It's tough, isn't it?\Instead of telling them to trust people,\we have to teach them to be suspicious.\Yeah...\That one sheet we were given...\Whoops... response:	I'll carry them! I've got them!
context: and even if they see an adult that they know, not to go off with that person.\It's tough, isn't it?\Instead of telling them to trust people,\we have to teach them to be suspicious.\Yeah...\That one sheet we were given...\Whoops...\I'll carry them! I've got them! response:	How do you know what vaccinations were given up till now?
context: It's tough, isn't it?\Instead of telling them to trust people,\we have to teach them to be suspicious.\Yeah...\That one sheet we were given...\Whoops...\I'll carry them! I've got them!\How do you know what vaccinations were given up till now? response:	S-Sorry.
context: Instead of telling them to trust people,\we have to teach them to be suspicious.\Yeah...\That one sheet we were given...\Whoops...\I'll carry them! I've got them!\How do you know what vaccinations were given up till now?\S-Sorry. response:	Seems like I just asked an outlandish question...
context: we have to teach them to be suspicious.\Yeah...\That one sheet we were given...\Whoops...\I'll carry them! I've got them!\How do you know what vaccinations were given up till now?\S-Sorry.\Seems like I just asked an outlandish question... response:	Not at all...
context: Yeah...\That one sheet we were given...\Whoops...\I'll carry them! I've got them!\How do you know what vaccinations were given up till now?\S-Sorry.\Seems like I just asked an outlandish question...\Not at all... response:	Do you have Rin-chan's health record book?
context: That one sheet we were given...\Whoops...\I'll carry them! I've got them!\How do you know what vaccinations were given up till now?\S-Sorry.\Seems like I just asked an outlandish question...\Not at all...\Do you have Rin-chan's health record book? response:	Yes, at home...
context: Whoops...\I'll carry them! I've got them!\How do you know what vaccinations were given up till now?\S-Sorry.\Seems like I just asked an outlandish question...\Not at all...\Do you have Rin-chan's health record book?\Yes, at home... response:	Mother-Child Health Record Book
context: I'll carry them! I've got them!\How do you know what vaccinations were given up till now?\S-Sorry.\Seems like I just asked an outlandish question...\Not at all...\Do you have Rin-chan's health record book?\Yes, at home...\Mother-Child Health Record Book response:	It's got a vaccination record page.
context: How do you know what vaccinations were given up till now?\S-Sorry.\Seems like I just asked an outlandish question...\Not at all...\Do you have Rin-chan's health record book?\Yes, at home...\Mother-Child Health Record Book\It's got a vaccination record page. response:	So it's okay.
context: S-Sorry.\Seems like I just asked an outlandish question...\Not at all...\Do you have Rin-chan's health record book?\Yes, at home...\Mother-Child Health Record Book\It's got a vaccination record page.\So it's okay. response:	I see...
