context: -OP- response:	-ED-
context: Sort it out? What do you mean?\What's going on? What does this have to do with the geezer's death?\That Cat Sith was Father's familiar.\The geezer's? What's a Cat Sith?\They are demons that look like cats.\The Japanese ones' tail splits if they live long enough.\That Cat Sith was a protective god of silk for hundreds of years, and people worshipped him.\He protected silk from mice and fire. response:	In exchange, the people celebrated him and they lived in peace.
context: What's going on? What does this have to do with the geezer's death?\That Cat Sith was Father's familiar.\The geezer's? What's a Cat Sith?\They are demons that look like cats.\The Japanese ones' tail splits if they live long enough.\That Cat Sith was a protective god of silk for hundreds of years, and people worshipped him.\He protected silk from mice and fire.\In exchange, the people celebrated him and they lived in peace. response:	But as they stopped manufacturing silk, he was forgotten as well.
context: That Cat Sith was Father's familiar.\The geezer's? What's a Cat Sith?\They are demons that look like cats.\The Japanese ones' tail splits if they live long enough.\That Cat Sith was a protective god of silk for hundreds of years, and people worshipped him.\He protected silk from mice and fire.\In exchange, the people celebrated him and they lived in peace.\But as they stopped manufacturing silk, he was forgotten as well. response:	Then...
context: The geezer's? What's a Cat Sith?\They are demons that look like cats.\The Japanese ones' tail splits if they live long enough.\That Cat Sith was a protective god of silk for hundreds of years, and people worshipped him.\He protected silk from mice and fire.\In exchange, the people celebrated him and they lived in peace.\But as they stopped manufacturing silk, he was forgotten as well.\Then... response:	Having lost his place, he became a demon.
context: They are demons that look like cats.\The Japanese ones' tail splits if they live long enough.\That Cat Sith was a protective god of silk for hundreds of years, and people worshipped him.\He protected silk from mice and fire.\In exchange, the people celebrated him and they lived in peace.\But as they stopped manufacturing silk, he was forgotten as well.\Then...\Having lost his place, he became a demon. response:	Now!
context: The Japanese ones' tail splits if they live long enough.\That Cat Sith was a protective god of silk for hundreds of years, and people worshipped him.\He protected silk from mice and fire.\In exchange, the people celebrated him and they lived in peace.\But as they stopped manufacturing silk, he was forgotten as well.\Then...\Having lost his place, he became a demon.\Now! response:	Yes!
context: That Cat Sith was a protective god of silk for hundreds of years, and people worshipped him.\He protected silk from mice and fire.\In exchange, the people celebrated him and they lived in peace.\But as they stopped manufacturing silk, he was forgotten as well.\Then...\Having lost his place, he became a demon.\Now!\Yes! response:	This is bad! It's not working!
context: He protected silk from mice and fire.\In exchange, the people celebrated him and they lived in peace.\But as they stopped manufacturing silk, he was forgotten as well.\Then...\Having lost his place, he became a demon.\Now!\Yes!\This is bad! It's not working! response:	Liars!
context: In exchange, the people celebrated him and they lived in peace.\But as they stopped manufacturing silk, he was forgotten as well.\Then...\Having lost his place, he became a demon.\Now!\Yes!\This is bad! It's not working!\Liars! response:	You're all liars!
context: But as they stopped manufacturing silk, he was forgotten as well.\Then...\Having lost his place, he became a demon.\Now!\Yes!\This is bad! It's not working!\Liars!\You're all liars! response:	Liars!
context: Then...\Having lost his place, he became a demon.\Now!\Yes!\This is bad! It's not working!\Liars!\You're all liars!\Liars! response:	Are you all right?
context: Having lost his place, he became a demon.\Now!\Yes!\This is bad! It's not working!\Liars!\You're all liars!\Liars!\Are you all right? response:	Okumura!
context: Now!\Yes!\This is bad! It's not working!\Liars!\You're all liars!\Liars!\Are you all right?\Okumura! response:	Holy water, holy silver, holy wine and holy medicines don't work either.
context: Yes!\This is bad! It's not working!\Liars!\You're all liars!\Liars!\Are you all right?\Okumura!\Holy water, holy silver, holy wine and holy medicines don't work either. response:	And we don't know his fatal verse yet, so Aria can't help.
context: This is bad! It's not working!\Liars!\You're all liars!\Liars!\Are you all right?\Okumura!\Holy water, holy silver, holy wine and holy medicines don't work either.\And we don't know his fatal verse yet, so Aria can't help. response:	We hit him with lots of tranquilizers so he's slowed down a bit, but he recovers fast.
context: Liars!\You're all liars!\Liars!\Are you all right?\Okumura!\Holy water, holy silver, holy wine and holy medicines don't work either.\And we don't know his fatal verse yet, so Aria can't help.\We hit him with lots of tranquilizers so he's slowed down a bit, but he recovers fast. response:	Didn't Reverend Fujimoto tell you anything about him?
context: You're all liars!\Liars!\Are you all right?\Okumura!\Holy water, holy silver, holy wine and holy medicines don't work either.\And we don't know his fatal verse yet, so Aria can't help.\We hit him with lots of tranquilizers so he's slowed down a bit, but he recovers fast.\Didn't Reverend Fujimoto tell you anything about him? response:	You were there on that mission, right?
context: Liars!\Are you all right?\Okumura!\Holy water, holy silver, holy wine and holy medicines don't work either.\And we don't know his fatal verse yet, so Aria can't help.\We hit him with lots of tranquilizers so he's slowed down a bit, but he recovers fast.\Didn't Reverend Fujimoto tell you anything about him?\You were there on that mission, right? response:	Yes.
context: Are you all right?\Okumura!\Holy water, holy silver, holy wine and holy medicines don't work either.\And we don't know his fatal verse yet, so Aria can't help.\We hit him with lots of tranquilizers so he's slowed down a bit, but he recovers fast.\Didn't Reverend Fujimoto tell you anything about him?\You were there on that mission, right?\Yes. response:	That mission?
context: Okumura!\Holy water, holy silver, holy wine and holy medicines don't work either.\And we don't know his fatal verse yet, so Aria can't help.\We hit him with lots of tranquilizers so he's slowed down a bit, but he recovers fast.\Didn't Reverend Fujimoto tell you anything about him?\You were there on that mission, right?\Yes.\That mission? response:	Yukio was still an Esquire back then.
context: Holy water, holy silver, holy wine and holy medicines don't work either.\And we don't know his fatal verse yet, so Aria can't help.\We hit him with lots of tranquilizers so he's slowed down a bit, but he recovers fast.\Didn't Reverend Fujimoto tell you anything about him?\You were there on that mission, right?\Yes.\That mission?\Yukio was still an Esquire back then. response:	At a construction site in a certain village, more and more accidents happened.
context: And we don't know his fatal verse yet, so Aria can't help.\We hit him with lots of tranquilizers so he's slowed down a bit, but he recovers fast.\Didn't Reverend Fujimoto tell you anything about him?\You were there on that mission, right?\Yes.\That mission?\Yukio was still an Esquire back then.\At a construction site in a certain village, more and more accidents happened. response:	The locals feared that something was haunting it, so they called worshippers.
context: We hit him with lots of tranquilizers so he's slowed down a bit, but he recovers fast.\Didn't Reverend Fujimoto tell you anything about him?\You were there on that mission, right?\Yes.\That mission?\Yukio was still an Esquire back then.\At a construction site in a certain village, more and more accidents happened.\The locals feared that something was haunting it, so they called worshippers. response:	But no matter what they did it didn't help much, and the situation got hopeless.
context: Didn't Reverend Fujimoto tell you anything about him?\You were there on that mission, right?\Yes.\That mission?\Yukio was still an Esquire back then.\At a construction site in a certain village, more and more accidents happened.\The locals feared that something was haunting it, so they called worshippers.\But no matter what they did it didn't help much, and the situation got hopeless. response:	As their last reserve, they called the True Cross Knight Order.
context: You were there on that mission, right?\Yes.\That mission?\Yukio was still an Esquire back then.\At a construction site in a certain village, more and more accidents happened.\The locals feared that something was haunting it, so they called worshippers.\But no matter what they did it didn't help much, and the situation got hopeless.\As their last reserve, they called the True Cross Knight Order. response:	Paladin Fujimoto was appointed to kill the demonic god.
context: Yes.\That mission?\Yukio was still an Esquire back then.\At a construction site in a certain village, more and more accidents happened.\The locals feared that something was haunting it, so they called worshippers.\But no matter what they did it didn't help much, and the situation got hopeless.\As their last reserve, they called the True Cross Knight Order.\Paladin Fujimoto was appointed to kill the demonic god. response:	Don't worry, I'll be fine by myself.
context: That mission?\Yukio was still an Esquire back then.\At a construction site in a certain village, more and more accidents happened.\The locals feared that something was haunting it, so they called worshippers.\But no matter what they did it didn't help much, and the situation got hopeless.\As their last reserve, they called the True Cross Knight Order.\Paladin Fujimoto was appointed to kill the demonic god.\Don't worry, I'll be fine by myself. response:	It was really impressing how he calmed the situation without spilling a drop of blood.
context: Yukio was still an Esquire back then.\At a construction site in a certain village, more and more accidents happened.\The locals feared that something was haunting it, so they called worshippers.\But no matter what they did it didn't help much, and the situation got hopeless.\As their last reserve, they called the True Cross Knight Order.\Paladin Fujimoto was appointed to kill the demonic god.\Don't worry, I'll be fine by myself.\It was really impressing how he calmed the situation without spilling a drop of blood. response:	The old geezer was a Paladin?
context: At a construction site in a certain village, more and more accidents happened.\The locals feared that something was haunting it, so they called worshippers.\But no matter what they did it didn't help much, and the situation got hopeless.\As their last reserve, they called the True Cross Knight Order.\Paladin Fujimoto was appointed to kill the demonic god.\Don't worry, I'll be fine by myself.\It was really impressing how he calmed the situation without spilling a drop of blood.\The old geezer was a Paladin? response:	So that's how it started...
context: The locals feared that something was haunting it, so they called worshippers.\But no matter what they did it didn't help much, and the situation got hopeless.\As their last reserve, they called the True Cross Knight Order.\Paladin Fujimoto was appointed to kill the demonic god.\Don't worry, I'll be fine by myself.\It was really impressing how he calmed the situation without spilling a drop of blood.\The old geezer was a Paladin?\So that's how it started... response:	Then Father named him Blackie and made a familiar contract with him to guard the gate of the Academy.
context: But no matter what they did it didn't help much, and the situation got hopeless.\As their last reserve, they called the True Cross Knight Order.\Paladin Fujimoto was appointed to kill the demonic god.\Don't worry, I'll be fine by myself.\It was really impressing how he calmed the situation without spilling a drop of blood.\The old geezer was a Paladin?\So that's how it started...\Then Father named him Blackie and made a familiar contract with him to guard the gate of the Academy. response:	But he's a demon after all. He lost his master and returned to his true nature.
context: As their last reserve, they called the True Cross Knight Order.\Paladin Fujimoto was appointed to kill the demonic god.\Don't worry, I'll be fine by myself.\It was really impressing how he calmed the situation without spilling a drop of blood.\The old geezer was a Paladin?\So that's how it started...\Then Father named him Blackie and made a familiar contract with him to guard the gate of the Academy.\But he's a demon after all. He lost his master and returned to his true nature. response:	Father prepared this just in case a situation like this would come.
context: Paladin Fujimoto was appointed to kill the demonic god.\Don't worry, I'll be fine by myself.\It was really impressing how he calmed the situation without spilling a drop of blood.\The old geezer was a Paladin?\So that's how it started...\Then Father named him Blackie and made a familiar contract with him to guard the gate of the Academy.\But he's a demon after all. He lost his master and returned to his true nature.\Father prepared this just in case a situation like this would come. response:	If something happens to me and you can't cope with Blackie, use this.
context: Don't worry, I'll be fine by myself.\It was really impressing how he calmed the situation without spilling a drop of blood.\The old geezer was a Paladin?\So that's how it started...\Then Father named him Blackie and made a familiar contract with him to guard the gate of the Academy.\But he's a demon after all. He lost his master and returned to his true nature.\Father prepared this just in case a situation like this would come.\If something happens to me and you can't cope with Blackie, use this. response:	I made this myself, it'll calm him down.
context: It was really impressing how he calmed the situation without spilling a drop of blood.\The old geezer was a Paladin?\So that's how it started...\Then Father named him Blackie and made a familiar contract with him to guard the gate of the Academy.\But he's a demon after all. He lost his master and returned to his true nature.\Father prepared this just in case a situation like this would come.\If something happens to me and you can't cope with Blackie, use this.\I made this myself, it'll calm him down. response:	It's a reworked grenade, so it will probably kill him.
context: The old geezer was a Paladin?\So that's how it started...\Then Father named him Blackie and made a familiar contract with him to guard the gate of the Academy.\But he's a demon after all. He lost his master and returned to his true nature.\Father prepared this just in case a situation like this would come.\If something happens to me and you can't cope with Blackie, use this.\I made this myself, it'll calm him down.\It's a reworked grenade, so it will probably kill him. response:	That's good.
context: So that's how it started...\Then Father named him Blackie and made a familiar contract with him to guard the gate of the Academy.\But he's a demon after all. He lost his master and returned to his true nature.\Father prepared this just in case a situation like this would come.\If something happens to me and you can't cope with Blackie, use this.\I made this myself, it'll calm him down.\It's a reworked grenade, so it will probably kill him.\That's good. response:	But we don't know what kind of grenade it is or how powerful it is, so I'll do it alone.
context: Then Father named him Blackie and made a familiar contract with him to guard the gate of the Academy.\But he's a demon after all. He lost his master and returned to his true nature.\Father prepared this just in case a situation like this would come.\If something happens to me and you can't cope with Blackie, use this.\I made this myself, it'll calm him down.\It's a reworked grenade, so it will probably kill him.\That's good.\But we don't know what kind of grenade it is or how powerful it is, so I'll do it alone. response:	Liars!
context: But he's a demon after all. He lost his master and returned to his true nature.\Father prepared this just in case a situation like this would come.\If something happens to me and you can't cope with Blackie, use this.\I made this myself, it'll calm him down.\It's a reworked grenade, so it will probably kill him.\That's good.\But we don't know what kind of grenade it is or how powerful it is, so I'll do it alone.\Liars! response:	Liars! Shiro is the strongest!
context: Father prepared this just in case a situation like this would come.\If something happens to me and you can't cope with Blackie, use this.\I made this myself, it'll calm him down.\It's a reworked grenade, so it will probably kill him.\That's good.\But we don't know what kind of grenade it is or how powerful it is, so I'll do it alone.\Liars!\Liars! Shiro is the strongest! response:	Need assistance?
context: If something happens to me and you can't cope with Blackie, use this.\I made this myself, it'll calm him down.\It's a reworked grenade, so it will probably kill him.\That's good.\But we don't know what kind of grenade it is or how powerful it is, so I'll do it alone.\Liars!\Liars! Shiro is the strongest!\Need assistance? response:	I only need to throw it at him so I'm fine by myself.
context: I made this myself, it'll calm him down.\It's a reworked grenade, so it will probably kill him.\That's good.\But we don't know what kind of grenade it is or how powerful it is, so I'll do it alone.\Liars!\Liars! Shiro is the strongest!\Need assistance?\I only need to throw it at him so I'm fine by myself. response:	Then let's prepare for the worst and evacuate all other personnel.
context: It's a reworked grenade, so it will probably kill him.\That's good.\But we don't know what kind of grenade it is or how powerful it is, so I'll do it alone.\Liars!\Liars! Shiro is the strongest!\Need assistance?\I only need to throw it at him so I'm fine by myself.\Then let's prepare for the worst and evacuate all other personnel. response:	Everyone, fall back to the gate!
context: That's good.\But we don't know what kind of grenade it is or how powerful it is, so I'll do it alone.\Liars!\Liars! Shiro is the strongest!\Need assistance?\I only need to throw it at him so I'm fine by myself.\Then let's prepare for the worst and evacuate all other personnel.\Everyone, fall back to the gate! response:	Shiro can't die!
context: But we don't know what kind of grenade it is or how powerful it is, so I'll do it alone.\Liars!\Liars! Shiro is the strongest!\Need assistance?\I only need to throw it at him so I'm fine by myself.\Then let's prepare for the worst and evacuate all other personnel.\Everyone, fall back to the gate!\Shiro can't die! response:	Shiro will be back!
context: Liars!\Liars! Shiro is the strongest!\Need assistance?\I only need to throw it at him so I'm fine by myself.\Then let's prepare for the worst and evacuate all other personnel.\Everyone, fall back to the gate!\Shiro can't die!\Shiro will be back! response:	He will be back!
context: Liars! Shiro is the strongest!\Need assistance?\I only need to throw it at him so I'm fine by myself.\Then let's prepare for the worst and evacuate all other personnel.\Everyone, fall back to the gate!\Shiro can't die!\Shiro will be back!\He will be back! response:	I see.
context: Need assistance?\I only need to throw it at him so I'm fine by myself.\Then let's prepare for the worst and evacuate all other personnel.\Everyone, fall back to the gate!\Shiro can't die!\Shiro will be back!\He will be back!\I see. response:	Rin, you should retreat as well.
context: I only need to throw it at him so I'm fine by myself.\Then let's prepare for the worst and evacuate all other personnel.\Everyone, fall back to the gate!\Shiro can't die!\Shiro will be back!\He will be back!\I see.\Rin, you should retreat as well. response:	This drug might work on you, too.
context: Then let's prepare for the worst and evacuate all other personnel.\Everyone, fall back to the gate!\Shiro can't die!\Shiro will be back!\He will be back!\I see.\Rin, you should retreat as well.\This drug might work on you, too. response:	Are you going to kill him?
context: Everyone, fall back to the gate!\Shiro can't die!\Shiro will be back!\He will be back!\I see.\Rin, you should retreat as well.\This drug might work on you, too.\Are you going to kill him? response:	Yeah. There's no Exorcist at the Academy who could tame a demon of this level.
context: Shiro can't die!\Shiro will be back!\He will be back!\I see.\Rin, you should retreat as well.\This drug might work on you, too.\Are you going to kill him?\Yeah. There's no Exorcist at the Academy who could tame a demon of this level. response:	Now we have no choice but to kill him.
context: Shiro will be back!\He will be back!\I see.\Rin, you should retreat as well.\This drug might work on you, too.\Are you going to kill him?\Yeah. There's no Exorcist at the Academy who could tame a demon of this level.\Now we have no choice but to kill him. response:	Shiro will come back!
context: He will be back!\I see.\Rin, you should retreat as well.\This drug might work on you, too.\Are you going to kill him?\Yeah. There's no Exorcist at the Academy who could tame a demon of this level.\Now we have no choice but to kill him.\Shiro will come back! response:	I won't die until then either!
context: I see.\Rin, you should retreat as well.\This drug might work on you, too.\Are you going to kill him?\Yeah. There's no Exorcist at the Academy who could tame a demon of this level.\Now we have no choice but to kill him.\Shiro will come back!\I won't die until then either! response:	Retreat already, Rin.
context: Rin, you should retreat as well.\This drug might work on you, too.\Are you going to kill him?\Yeah. There's no Exorcist at the Academy who could tame a demon of this level.\Now we have no choice but to kill him.\Shiro will come back!\I won't die until then either!\Retreat already, Rin. response:	Wait.
context: This drug might work on you, too.\Are you going to kill him?\Yeah. There's no Exorcist at the Academy who could tame a demon of this level.\Now we have no choice but to kill him.\Shiro will come back!\I won't die until then either!\Retreat already, Rin.\Wait. response:	What?
context: Are you going to kill him?\Yeah. There's no Exorcist at the Academy who could tame a demon of this level.\Now we have no choice but to kill him.\Shiro will come back!\I won't die until then either!\Retreat already, Rin.\Wait.\What? response:	He's just sad. You shouldn't kill him.
context: Yeah. There's no Exorcist at the Academy who could tame a demon of this level.\Now we have no choice but to kill him.\Shiro will come back!\I won't die until then either!\Retreat already, Rin.\Wait.\What?\He's just sad. You shouldn't kill him. response:	How do you know?
context: Now we have no choice but to kill him.\Shiro will come back!\I won't die until then either!\Retreat already, Rin.\Wait.\What?\He's just sad. You shouldn't kill him.\How do you know? response:	I don't, just...
context: Shiro will come back!\I won't die until then either!\Retreat already, Rin.\Wait.\What?\He's just sad. You shouldn't kill him.\How do you know?\I don't, just... response:	Telepathy between demons, I guess?
context: I won't die until then either!\Retreat already, Rin.\Wait.\What?\He's just sad. You shouldn't kill him.\How do you know?\I don't, just...\Telepathy between demons, I guess? response:	But even then, we can't leave him like this.
context: Retreat already, Rin.\Wait.\What?\He's just sad. You shouldn't kill him.\How do you know?\I don't, just...\Telepathy between demons, I guess?\But even then, we can't leave him like this. response:	Then before that, let me try convince him!
context: Wait.\What?\He's just sad. You shouldn't kill him.\How do you know?\I don't, just...\Telepathy between demons, I guess?\But even then, we can't leave him like this.\Then before that, let me try convince him! response:	Convince?
context: What?\He's just sad. You shouldn't kill him.\How do you know?\I don't, just...\Telepathy between demons, I guess?\But even then, we can't leave him like this.\Then before that, let me try convince him!\Convince? response:	Don't worry, I won't draw my sword.
context: He's just sad. You shouldn't kill him.\How do you know?\I don't, just...\Telepathy between demons, I guess?\But even then, we can't leave him like this.\Then before that, let me try convince him!\Convince?\Don't worry, I won't draw my sword. response:	I'll fight using my head and without relying on Satan, just as you told me.
context: How do you know?\I don't, just...\Telepathy between demons, I guess?\But even then, we can't leave him like this.\Then before that, let me try convince him!\Convince?\Don't worry, I won't draw my sword.\I'll fight using my head and without relying on Satan, just as you told me. response:	Huh?
context: I don't, just...\Telepathy between demons, I guess?\But even then, we can't leave him like this.\Then before that, let me try convince him!\Convince?\Don't worry, I won't draw my sword.\I'll fight using my head and without relying on Satan, just as you told me.\Huh? response:	Hey!
context: Telepathy between demons, I guess?\But even then, we can't leave him like this.\Then before that, let me try convince him!\Convince?\Don't worry, I won't draw my sword.\I'll fight using my head and without relying on Satan, just as you told me.\Huh?\Hey! response:	Rin!
context: But even then, we can't leave him like this.\Then before that, let me try convince him!\Convince?\Don't worry, I won't draw my sword.\I'll fight using my head and without relying on Satan, just as you told me.\Huh?\Hey!\Rin! response:	I'm Rin Okumura! Shiro's son.
context: Then before that, let me try convince him!\Convince?\Don't worry, I won't draw my sword.\I'll fight using my head and without relying on Satan, just as you told me.\Huh?\Hey!\Rin!\I'm Rin Okumura! Shiro's son. response:	Shiro's?
context: Convince?\Don't worry, I won't draw my sword.\I'll fight using my head and without relying on Satan, just as you told me.\Huh?\Hey!\Rin!\I'm Rin Okumura! Shiro's son.\Shiro's? response:	Shiro is dead.
context: Don't worry, I won't draw my sword.\I'll fight using my head and without relying on Satan, just as you told me.\Huh?\Hey!\Rin!\I'm Rin Okumura! Shiro's son.\Shiro's?\Shiro is dead. response:	Rin!
context: I'll fight using my head and without relying on Satan, just as you told me.\Huh?\Hey!\Rin!\I'm Rin Okumura! Shiro's son.\Shiro's?\Shiro is dead.\Rin! response:	He's dead.
context: Huh?\Hey!\Rin!\I'm Rin Okumura! Shiro's son.\Shiro's?\Shiro is dead.\Rin!\He's dead. response:	Liar! I don't believe it!
context: Hey!\Rin!\I'm Rin Okumura! Shiro's son.\Shiro's?\Shiro is dead.\Rin!\He's dead.\Liar! I don't believe it! response:	He's dead.
context: Rin!\I'm Rin Okumura! Shiro's son.\Shiro's?\Shiro is dead.\Rin!\He's dead.\Liar! I don't believe it!\He's dead. response:	Liar! Don't lie!
context: I'm Rin Okumura! Shiro's son.\Shiro's?\Shiro is dead.\Rin!\He's dead.\Liar! I don't believe it!\He's dead.\Liar! Don't lie! response:	He really used his head...?
context: Shiro's?\Shiro is dead.\Rin!\He's dead.\Liar! I don't believe it!\He's dead.\Liar! Don't lie!\He really used his head...? response:	You loved my dad a lot, didn't you?
context: Shiro is dead.\Rin!\He's dead.\Liar! I don't believe it!\He's dead.\Liar! Don't lie!\He really used his head...?\You loved my dad a lot, didn't you? response:	That's why you got so sad.
context: Rin!\He's dead.\Liar! I don't believe it!\He's dead.\Liar! Don't lie!\He really used his head...?\You loved my dad a lot, didn't you?\That's why you got so sad. response:	I'm the same. Let's be friends.
context: He's dead.\Liar! I don't believe it!\He's dead.\Liar! Don't lie!\He really used his head...?\You loved my dad a lot, didn't you?\That's why you got so sad.\I'm the same. Let's be friends. response:	Rin...
context: Liar! I don't believe it!\He's dead.\Liar! Don't lie!\He really used his head...?\You loved my dad a lot, didn't you?\That's why you got so sad.\I'm the same. Let's be friends.\Rin... response:	You loved humans a lot, didn't you?
context: He's dead.\Liar! Don't lie!\He really used his head...?\You loved my dad a lot, didn't you?\That's why you got so sad.\I'm the same. Let's be friends.\Rin...\You loved humans a lot, didn't you? response:	That's why you got so sad when they forgot you.
context: Liar! Don't lie!\He really used his head...?\You loved my dad a lot, didn't you?\That's why you got so sad.\I'm the same. Let's be friends.\Rin...\You loved humans a lot, didn't you?\That's why you got so sad when they forgot you. response:	Let's be friends.
context: He really used his head...?\You loved my dad a lot, didn't you?\That's why you got so sad.\I'm the same. Let's be friends.\Rin...\You loved humans a lot, didn't you?\That's why you got so sad when they forgot you.\Let's be friends. response:	I brought you some catnip wine.
context: You loved my dad a lot, didn't you?\That's why you got so sad.\I'm the same. Let's be friends.\Rin...\You loved humans a lot, didn't you?\That's why you got so sad when they forgot you.\Let's be friends.\I brought you some catnip wine. response:	Shiro...
context: That's why you got so sad.\I'm the same. Let's be friends.\Rin...\You loved humans a lot, didn't you?\That's why you got so sad when they forgot you.\Let's be friends.\I brought you some catnip wine.\Shiro... response:	Shiro!
context: I'm the same. Let's be friends.\Rin...\You loved humans a lot, didn't you?\That's why you got so sad when they forgot you.\Let's be friends.\I brought you some catnip wine.\Shiro...\Shiro! response:	We won't meet anymore? Shiro!
context: Rin...\You loved humans a lot, didn't you?\That's why you got so sad when they forgot you.\Let's be friends.\I brought you some catnip wine.\Shiro...\Shiro!\We won't meet anymore? Shiro! response:	Did you really die?
context: You loved humans a lot, didn't you?\That's why you got so sad when they forgot you.\Let's be friends.\I brought you some catnip wine.\Shiro...\Shiro!\We won't meet anymore? Shiro!\Did you really die? response:	How is he?
context: That's why you got so sad when they forgot you.\Let's be friends.\I brought you some catnip wine.\Shiro...\Shiro!\We won't meet anymore? Shiro!\Did you really die?\How is he? response:	It's too early to say.
context: Let's be friends.\I brought you some catnip wine.\Shiro...\Shiro!\We won't meet anymore? Shiro!\Did you really die?\How is he?\It's too early to say. response:	He didn't fight at all.
context: I brought you some catnip wine.\Shiro...\Shiro!\We won't meet anymore? Shiro!\Did you really die?\How is he?\It's too early to say.\He didn't fight at all. response:	Yeah, he's always like this. It annoys the hell out of me.
context: Shiro...\Shiro!\We won't meet anymore? Shiro!\Did you really die?\How is he?\It's too early to say.\He didn't fight at all.\Yeah, he's always like this. It annoys the hell out of me. response:	Don't you want to go serious on him?
context: Shiro!\We won't meet anymore? Shiro!\Did you really die?\How is he?\It's too early to say.\He didn't fight at all.\Yeah, he's always like this. It annoys the hell out of me.\Don't you want to go serious on him? response:	I do. But before that I'd like to learn more about this Japan you love so much.
context: We won't meet anymore? Shiro!\Did you really die?\How is he?\It's too early to say.\He didn't fight at all.\Yeah, he's always like this. It annoys the hell out of me.\Don't you want to go serious on him?\I do. But before that I'd like to learn more about this Japan you love so much. response:	That's lovely. But I didn't give you the infinity key for sightseeing.
context: Did you really die?\How is he?\It's too early to say.\He didn't fight at all.\Yeah, he's always like this. It annoys the hell out of me.\Don't you want to go serious on him?\I do. But before that I'd like to learn more about this Japan you love so much.\That's lovely. But I didn't give you the infinity key for sightseeing. response:	Then see you later.
context: How is he?\It's too early to say.\He didn't fight at all.\Yeah, he's always like this. It annoys the hell out of me.\Don't you want to go serious on him?\I do. But before that I'd like to learn more about this Japan you love so much.\That's lovely. But I didn't give you the infinity key for sightseeing.\Then see you later. response:	Will it be all right?
context: It's too early to say.\He didn't fight at all.\Yeah, he's always like this. It annoys the hell out of me.\Don't you want to go serious on him?\I do. But before that I'd like to learn more about this Japan you love so much.\That's lovely. But I didn't give you the infinity key for sightseeing.\Then see you later.\Will it be all right? response:	Yes, it will.
context: He didn't fight at all.\Yeah, he's always like this. It annoys the hell out of me.\Don't you want to go serious on him?\I do. But before that I'd like to learn more about this Japan you love so much.\That's lovely. But I didn't give you the infinity key for sightseeing.\Then see you later.\Will it be all right?\Yes, it will. response:	He looked interested enough.
context: Yeah, he's always like this. It annoys the hell out of me.\Don't you want to go serious on him?\I do. But before that I'd like to learn more about this Japan you love so much.\That's lovely. But I didn't give you the infinity key for sightseeing.\Then see you later.\Will it be all right?\Yes, it will.\He looked interested enough. response:	Sorry for the wait.
context: Don't you want to go serious on him?\I do. But before that I'd like to learn more about this Japan you love so much.\That's lovely. But I didn't give you the infinity key for sightseeing.\Then see you later.\Will it be all right?\Yes, it will.\He looked interested enough.\Sorry for the wait. response:	Hey!
context: I do. But before that I'd like to learn more about this Japan you love so much.\That's lovely. But I didn't give you the infinity key for sightseeing.\Then see you later.\Will it be all right?\Yes, it will.\He looked interested enough.\Sorry for the wait.\Hey! response:	He's already attached to you.
context: That's lovely. But I didn't give you the infinity key for sightseeing.\Then see you later.\Will it be all right?\Yes, it will.\He looked interested enough.\Sorry for the wait.\Hey!\He's already attached to you. response:	What's going to happen to him?
context: Then see you later.\Will it be all right?\Yes, it will.\He looked interested enough.\Sorry for the wait.\Hey!\He's already attached to you.\What's going to happen to him? response:	I went to great lengths and made them let you take him as your familiar.
context: Will it be all right?\Yes, it will.\He looked interested enough.\Sorry for the wait.\Hey!\He's already attached to you.\What's going to happen to him?\I went to great lengths and made them let you take him as your familiar. response:	Some other familiar will become the guardian of the gate.
context: Yes, it will.\He looked interested enough.\Sorry for the wait.\Hey!\He's already attached to you.\What's going to happen to him?\I went to great lengths and made them let you take him as your familiar.\Some other familiar will become the guardian of the gate. response:	That's poison!
context: He looked interested enough.\Sorry for the wait.\Hey!\He's already attached to you.\What's going to happen to him?\I went to great lengths and made them let you take him as your familiar.\Some other familiar will become the guardian of the gate.\That's poison! response:	This smells like Shiro's present!
context: Sorry for the wait.\Hey!\He's already attached to you.\What's going to happen to him?\I went to great lengths and made them let you take him as your familiar.\Some other familiar will become the guardian of the gate.\That's poison!\This smells like Shiro's present! response:	Huh? He says it smells like Dad's present.
context: Hey!\He's already attached to you.\What's going to happen to him?\I went to great lengths and made them let you take him as your familiar.\Some other familiar will become the guardian of the gate.\That's poison!\This smells like Shiro's present!\Huh? He says it smells like Dad's present. response:	This is catnip wine!
context: He's already attached to you.\What's going to happen to him?\I went to great lengths and made them let you take him as your familiar.\Some other familiar will become the guardian of the gate.\That's poison!\This smells like Shiro's present!\Huh? He says it smells like Dad's present.\This is catnip wine! response:	Catnip!
context: What's going to happen to him?\I went to great lengths and made them let you take him as your familiar.\Some other familiar will become the guardian of the gate.\That's poison!\This smells like Shiro's present!\Huh? He says it smells like Dad's present.\This is catnip wine!\Catnip! response:	Shiro's catnip wine!
context: I went to great lengths and made them let you take him as your familiar.\Some other familiar will become the guardian of the gate.\That's poison!\This smells like Shiro's present!\Huh? He says it smells like Dad's present.\This is catnip wine!\Catnip!\Shiro's catnip wine! response:	Give me! Give me wine!
context: Some other familiar will become the guardian of the gate.\That's poison!\This smells like Shiro's present!\Huh? He says it smells like Dad's present.\This is catnip wine!\Catnip!\Shiro's catnip wine!\Give me! Give me wine! response:	What's wrong?
