context: Thank you very much. response:	Fettucine and spinach pasta.
context: and she made a mess at the stores.\So it looked like it was you who did those things.\At this rate, bad rumors\will be spreading around the town.\Besides, they say if you see another you, yo' o' yyou'll die.\A doppelganger'\Were you scared when you saw her?\No, rather than scared, response:	it was more like a strange feeling.
context: So it looked like it was you who did those things.\At this rate, bad rumors\will be spreading around the town.\Besides, they say if you see another you, yo' o' yyou'll die.\A doppelganger'\Were you scared when you saw her?\No, rather than scared,\it was more like a strange feeling. response:	Could it be a Clow Card?
context: At this rate, bad rumors\will be spreading around the town.\Besides, they say if you see another you, yo' o' yyou'll die.\A doppelganger'\Were you scared when you saw her?\No, rather than scared,\it was more like a strange feeling.\Could it be a Clow Card? response:	All right. Let's tell a fortune.
context: will be spreading around the town.\Besides, they say if you see another you, yo' o' yyou'll die.\A doppelganger'\Were you scared when you saw her?\No, rather than scared,\it was more like a strange feeling.\Could it be a Clow Card?\All right. Let's tell a fortune. response:	Tell a fortune?
context: Besides, they say if you see another you, yo' o' yyou'll die.\A doppelganger'\Were you scared when you saw her?\No, rather than scared,\it was more like a strange feeling.\Could it be a Clow Card?\All right. Let's tell a fortune.\Tell a fortune? response:	It's the perfect opportunity for this.
context: A doppelganger'\Were you scared when you saw her?\No, rather than scared,\it was more like a strange feeling.\Could it be a Clow Card?\All right. Let's tell a fortune.\Tell a fortune?\It's the perfect opportunity for this. response:	I'll teach you how to tell fortunes with the Clow Cards.
context: Were you scared when you saw her?\No, rather than scared,\it was more like a strange feeling.\Could it be a Clow Card?\All right. Let's tell a fortune.\Tell a fortune?\It's the perfect opportunity for this.\I'll teach you how to tell fortunes with the Clow Cards. response:	Pay attention, okay?
context: No, rather than scared,\it was more like a strange feeling.\Could it be a Clow Card?\All right. Let's tell a fortune.\Tell a fortune?\It's the perfect opportunity for this.\I'll teach you how to tell fortunes with the Clow Cards.\Pay attention, okay? response:	Okay.
context: it was more like a strange feeling.\Could it be a Clow Card?\All right. Let's tell a fortune.\Tell a fortune?\It's the perfect opportunity for this.\I'll teach you how to tell fortunes with the Clow Cards.\Pay attention, okay?\Okay. response:	First of all, mix the cards with your left hand.
context: Could it be a Clow Card?\All right. Let's tell a fortune.\Tell a fortune?\It's the perfect opportunity for this.\I'll teach you how to tell fortunes with the Clow Cards.\Pay attention, okay?\Okay.\First of all, mix the cards with your left hand. response:	Okay. Put them back together, and then divide them into 3 piles with your left hand.
context: All right. Let's tell a fortune.\Tell a fortune?\It's the perfect opportunity for this.\I'll teach you how to tell fortunes with the Clow Cards.\Pay attention, okay?\Okay.\First of all, mix the cards with your left hand.\Okay. Put them back together, and then divide them into 3 piles with your left hand. response:	Using your left hand again, put them back into one pile.
context: Tell a fortune?\It's the perfect opportunity for this.\I'll teach you how to tell fortunes with the Clow Cards.\Pay attention, okay?\Okay.\First of all, mix the cards with your left hand.\Okay. Put them back together, and then divide them into 3 piles with your left hand.\Using your left hand again, put them back into one pile. response:	In the same order?
context: It's the perfect opportunity for this.\I'll teach you how to tell fortunes with the Clow Cards.\Pay attention, okay?\Okay.\First of all, mix the cards with your left hand.\Okay. Put them back together, and then divide them into 3 piles with your left hand.\Using your left hand again, put them back into one pile.\In the same order? response:	No. In any order you like.
context: I'll teach you how to tell fortunes with the Clow Cards.\Pay attention, okay?\Okay.\First of all, mix the cards with your left hand.\Okay. Put them back together, and then divide them into 3 piles with your left hand.\Using your left hand again, put them back into one pile.\In the same order?\No. In any order you like. response:	And then, pull out the cards
context: Pay attention, okay?\Okay.\First of all, mix the cards with your left hand.\Okay. Put them back together, and then divide them into 3 piles with your left hand.\Using your left hand again, put them back into one pile.\In the same order?\No. In any order you like.\And then, pull out the cards response:	one by one from the pile, and arrange ten cards here.
context: Okay.\First of all, mix the cards with your left hand.\Okay. Put them back together, and then divide them into 3 piles with your left hand.\Using your left hand again, put them back into one pile.\In the same order?\No. In any order you like.\And then, pull out the cards\one by one from the pile, and arrange ten cards here. response:	First, one card at the top.
context: First of all, mix the cards with your left hand.\Okay. Put them back together, and then divide them into 3 piles with your left hand.\Using your left hand again, put them back into one pile.\In the same order?\No. In any order you like.\And then, pull out the cards\one by one from the pile, and arrange ten cards here.\First, one card at the top. response:	Next, put one by your side.
context: Okay. Put them back together, and then divide them into 3 piles with your left hand.\Using your left hand again, put them back into one pile.\In the same order?\No. In any order you like.\And then, pull out the cards\one by one from the pile, and arrange ten cards here.\First, one card at the top.\Next, put one by your side. response:	Put the next one below on the left. Again, by your side.
context: Using your left hand again, put them back into one pile.\In the same order?\No. In any order you like.\And then, pull out the cards\one by one from the pile, and arrange ten cards here.\First, one card at the top.\Next, put one by your side.\Put the next one below on the left. Again, by your side. response:	Close your eyes and repeat after me.
context: In the same order?\No. In any order you like.\And then, pull out the cards\one by one from the pile, and arrange ten cards here.\First, one card at the top.\Next, put one by your side.\Put the next one below on the left. Again, by your side.\Close your eyes and repeat after me. response:	Cards created by Clow, answer my question.
context: No. In any order you like.\And then, pull out the cards\one by one from the pile, and arrange ten cards here.\First, one card at the top.\Next, put one by your side.\Put the next one below on the left. Again, by your side.\Close your eyes and repeat after me.\Cards created by Clow, answer my question. response:	Cards created by Clow, answer my question.
context: And then, pull out the cards\one by one from the pile, and arrange ten cards here.\First, one card at the top.\Next, put one by your side.\Put the next one below on the left. Again, by your side.\Close your eyes and repeat after me.\Cards created by Clow, answer my question.\Cards created by Clow, answer my question. response:	Reveal the true form
context: one by one from the pile, and arrange ten cards here.\First, one card at the top.\Next, put one by your side.\Put the next one below on the left. Again, by your side.\Close your eyes and repeat after me.\Cards created by Clow, answer my question.\Cards created by Clow, answer my question.\Reveal the true form response:	of the one who stands in my path.
context: First, one card at the top.\Next, put one by your side.\Put the next one below on the left. Again, by your side.\Close your eyes and repeat after me.\Cards created by Clow, answer my question.\Cards created by Clow, answer my question.\Reveal the true form\of the one who stands in my path. response:	Reveal the true form
context: Next, put one by your side.\Put the next one below on the left. Again, by your side.\Close your eyes and repeat after me.\Cards created by Clow, answer my question.\Cards created by Clow, answer my question.\Reveal the true form\of the one who stands in my path.\Reveal the true form response:	of the one who stands in my path.
context: Put the next one below on the left. Again, by your side.\Close your eyes and repeat after me.\Cards created by Clow, answer my question.\Cards created by Clow, answer my question.\Reveal the true form\of the one who stands in my path.\Reveal the true form\of the one who stands in my path. response:	Okay. Flip over the card at the top.
context: Close your eyes and repeat after me.\Cards created by Clow, answer my question.\Cards created by Clow, answer my question.\Reveal the true form\of the one who stands in my path.\Reveal the true form\of the one who stands in my path.\Okay. Flip over the card at the top. response:	Windy.
context: Cards created by Clow, answer my question.\Cards created by Clow, answer my question.\Reveal the true form\of the one who stands in my path.\Reveal the true form\of the one who stands in my path.\Okay. Flip over the card at the top.\Windy. response:	Just as I thought!
context: Cards created by Clow, answer my question.\Reveal the true form\of the one who stands in my path.\Reveal the true form\of the one who stands in my path.\Okay. Flip over the card at the top.\Windy.\Just as I thought! response:	Eh!
context: Reveal the true form\of the one who stands in my path.\Reveal the true form\of the one who stands in my path.\Okay. Flip over the card at the top.\Windy.\Just as I thought!\Eh! response:	The cards are trying to tell you somethin'!
context: of the one who stands in my path.\Reveal the true form\of the one who stands in my path.\Okay. Flip over the card at the top.\Windy.\Just as I thought!\Eh!\The cards are trying to tell you somethin'! response:	What do you mean?
context: Reveal the true form\of the one who stands in my path.\Okay. Flip over the card at the top.\Windy.\Just as I thought!\Eh!\The cards are trying to tell you somethin'!\What do you mean? response:	Windy is a card that represents'communications,' and'information.'
context: of the one who stands in my path.\Okay. Flip over the card at the top.\Windy.\Just as I thought!\Eh!\The cards are trying to tell you somethin'!\What do you mean?\Windy is a card that represents'communications,' and'information.' response:	It's telling you that a Card has noticed that
context: Okay. Flip over the card at the top.\Windy.\Just as I thought!\Eh!\The cards are trying to tell you somethin'!\What do you mean?\Windy is a card that represents'communications,' and'information.'\It's telling you that a Card has noticed that response:	you're collecting them.
context: Windy.\Just as I thought!\Eh!\The cards are trying to tell you somethin'!\What do you mean?\Windy is a card that represents'communications,' and'information.'\It's telling you that a Card has noticed that\you're collecting them. response:	The cards I'm going to capture from now on, do they all know about me?
context: Just as I thought!\Eh!\The cards are trying to tell you somethin'!\What do you mean?\Windy is a card that represents'communications,' and'information.'\It's telling you that a Card has noticed that\you're collecting them.\The cards I'm going to capture from now on, do they all know about me? response:	Probably except for those that haven't been awakened and are still in form of cards.
context: Eh!\The cards are trying to tell you somethin'!\What do you mean?\Windy is a card that represents'communications,' and'information.'\It's telling you that a Card has noticed that\you're collecting them.\The cards I'm going to capture from now on, do they all know about me?\Probably except for those that haven't been awakened and are still in form of cards. response:	Then, that girl is a Clow Card, after all.
context: The cards are trying to tell you somethin'!\What do you mean?\Windy is a card that represents'communications,' and'information.'\It's telling you that a Card has noticed that\you're collecting them.\The cards I'm going to capture from now on, do they all know about me?\Probably except for those that haven't been awakened and are still in form of cards.\Then, that girl is a Clow Card, after all. response:	That's highly possible.
context: What do you mean?\Windy is a card that represents'communications,' and'information.'\It's telling you that a Card has noticed that\you're collecting them.\The cards I'm going to capture from now on, do they all know about me?\Probably except for those that haven't been awakened and are still in form of cards.\Then, that girl is a Clow Card, after all.\That's highly possible. response:	Flip these 3 cards over.
context: Windy is a card that represents'communications,' and'information.'\It's telling you that a Card has noticed that\you're collecting them.\The cards I'm going to capture from now on, do they all know about me?\Probably except for those that haven't been awakened and are still in form of cards.\Then, that girl is a Clow Card, after all.\That's highly possible.\Flip these 3 cards over. response:	That card can be associated with these 3 cards.
context: It's telling you that a Card has noticed that\you're collecting them.\The cards I'm going to capture from now on, do they all know about me?\Probably except for those that haven't been awakened and are still in form of cards.\Then, that girl is a Clow Card, after all.\That's highly possible.\Flip these 3 cards over.\That card can be associated with these 3 cards. response:	Shadow. Watery. Illusion.
context: you're collecting them.\The cards I'm going to capture from now on, do they all know about me?\Probably except for those that haven't been awakened and are still in form of cards.\Then, that girl is a Clow Card, after all.\That's highly possible.\Flip these 3 cards over.\That card can be associated with these 3 cards.\Shadow. Watery. Illusion. response:	Go on!
context: The cards I'm going to capture from now on, do they all know about me?\Probably except for those that haven't been awakened and are still in form of cards.\Then, that girl is a Clow Card, after all.\That's highly possible.\Flip these 3 cards over.\That card can be associated with these 3 cards.\Shadow. Watery. Illusion.\Go on! response:	Lastly, look at the very bottom card in the remainin' pile.
context: Probably except for those that haven't been awakened and are still in form of cards.\Then, that girl is a Clow Card, after all.\That's highly possible.\Flip these 3 cards over.\That card can be associated with these 3 cards.\Shadow. Watery. Illusion.\Go on!\Lastly, look at the very bottom card in the remainin' pile. response:	What is it gonna tell me?
context: Then, that girl is a Clow Card, after all.\That's highly possible.\Flip these 3 cards over.\That card can be associated with these 3 cards.\Shadow. Watery. Illusion.\Go on!\Lastly, look at the very bottom card in the remainin' pile.\What is it gonna tell me? response:	What the card has its eyes on now.
context: That's highly possible.\Flip these 3 cards over.\That card can be associated with these 3 cards.\Shadow. Watery. Illusion.\Go on!\Lastly, look at the very bottom card in the remainin' pile.\What is it gonna tell me?\What the card has its eyes on now. response:	Flower?
context: Flip these 3 cards over.\That card can be associated with these 3 cards.\Shadow. Watery. Illusion.\Go on!\Lastly, look at the very bottom card in the remainin' pile.\What is it gonna tell me?\What the card has its eyes on now.\Flower? response:	Peach'
context: That card can be associated with these 3 cards.\Shadow. Watery. Illusion.\Go on!\Lastly, look at the very bottom card in the remainin' pile.\What is it gonna tell me?\What the card has its eyes on now.\Flower?\Peach' response:	Peach blossom'
context: Shadow. Watery. Illusion.\Go on!\Lastly, look at the very bottom card in the remainin' pile.\What is it gonna tell me?\What the card has its eyes on now.\Flower?\Peach'\Peach blossom' response:	Touya!
context: Go on!\Lastly, look at the very bottom card in the remainin' pile.\What is it gonna tell me?\What the card has its eyes on now.\Flower?\Peach'\Peach blossom'\Touya! response:	Sakura?
context: Lastly, look at the very bottom card in the remainin' pile.\What is it gonna tell me?\What the card has its eyes on now.\Flower?\Peach'\Peach blossom'\Touya!\Sakura? response:	You're late. Did you have club activities?
context: What is it gonna tell me?\What the card has its eyes on now.\Flower?\Peach'\Peach blossom'\Touya!\Sakura?\You're late. Did you have club activities? response:	Sakura'?
context: What the card has its eyes on now.\Flower?\Peach'\Peach blossom'\Touya!\Sakura?\You're late. Did you have club activities?\Sakura'? response:	But then why does it remind you of your brother?
context: Flower?\Peach'\Peach blossom'\Touya!\Sakura?\You're late. Did you have club activities?\Sakura'?\But then why does it remind you of your brother? response:	I don't know! It just came up in my head!
context: Peach'\Peach blossom'\Touya!\Sakura?\You're late. Did you have club activities?\Sakura'?\But then why does it remind you of your brother?\I don't know! It just came up in my head! response:	Do you know where your brother is right now?
context: Peach blossom'\Touya!\Sakura?\You're late. Did you have club activities?\Sakura'?\But then why does it remind you of your brother?\I don't know! It just came up in my head!\Do you know where your brother is right now? response:	I don't know. But somehow, I think it's this way!
context: Touya!\Sakura?\You're late. Did you have club activities?\Sakura'?\But then why does it remind you of your brother?\I don't know! It just came up in my head!\Do you know where your brother is right now?\I don't know. But somehow, I think it's this way! response:	Sakura's magical power has grown stronger again.
context: Sakura?\You're late. Did you have club activities?\Sakura'?\But then why does it remind you of your brother?\I don't know! It just came up in my head!\Do you know where your brother is right now?\I don't know. But somehow, I think it's this way!\Sakura's magical power has grown stronger again. response:	This way.
context: You're late. Did you have club activities?\Sakura'?\But then why does it remind you of your brother?\I don't know! It just came up in my head!\Do you know where your brother is right now?\I don't know. But somehow, I think it's this way!\Sakura's magical power has grown stronger again.\This way. response:	This is Touya's bike.
context: Sakura'?\But then why does it remind you of your brother?\I don't know! It just came up in my head!\Do you know where your brother is right now?\I don't know. But somehow, I think it's this way!\Sakura's magical power has grown stronger again.\This way.\This is Touya's bike. response:	All right. He's nearby.
context: But then why does it remind you of your brother?\I don't know! It just came up in my head!\Do you know where your brother is right now?\I don't know. But somehow, I think it's this way!\Sakura's magical power has grown stronger again.\This way.\This is Touya's bike.\All right. He's nearby. response:	What is it that you dropped?
context: I don't know! It just came up in my head!\Do you know where your brother is right now?\I don't know. But somehow, I think it's this way!\Sakura's magical power has grown stronger again.\This way.\This is Touya's bike.\All right. He's nearby.\What is it that you dropped? response:	There's nothing.
context: Do you know where your brother is right now?\I don't know. But somehow, I think it's this way!\Sakura's magical power has grown stronger again.\This way.\This is Touya's bike.\All right. He's nearby.\What is it that you dropped?\There's nothing. response:	Go deeper.
context: I don't know. But somehow, I think it's this way!\Sakura's magical power has grown stronger again.\This way.\This is Touya's bike.\All right. He's nearby.\What is it that you dropped?\There's nothing.\Go deeper. response:	Are you okay?
context: Sakura's magical power has grown stronger again.\This way.\This is Touya's bike.\All right. He's nearby.\What is it that you dropped?\There's nothing.\Go deeper.\Are you okay? response:	Yeah.
context: This way.\This is Touya's bike.\All right. He's nearby.\What is it that you dropped?\There's nothing.\Go deeper.\Are you okay?\Yeah. response:	It's further in.
context: This is Touya's bike.\All right. He's nearby.\What is it that you dropped?\There's nothing.\Go deeper.\Are you okay?\Yeah.\It's further in. response:	What's wrong?!
context: All right. He's nearby.\What is it that you dropped?\There's nothing.\Go deeper.\Are you okay?\Yeah.\It's further in.\What's wrong?! response:	No!! I couldn't sense the card anymore!
context: What is it that you dropped?\There's nothing.\Go deeper.\Are you okay?\Yeah.\It's further in.\What's wrong?!\No!! I couldn't sense the card anymore! response:	But you could tell until just now!
context: There's nothing.\Go deeper.\Are you okay?\Yeah.\It's further in.\What's wrong?!\No!! I couldn't sense the card anymore!\But you could tell until just now! response:	Somehow, I sense a lot of people around here.
context: Go deeper.\Are you okay?\Yeah.\It's further in.\What's wrong?!\No!! I couldn't sense the card anymore!\But you could tell until just now!\Somehow, I sense a lot of people around here. response:	But there's no one around here.
context: Are you okay?\Yeah.\It's further in.\What's wrong?!\No!! I couldn't sense the card anymore!\But you could tell until just now!\Somehow, I sense a lot of people around here.\But there's no one around here. response:	I can feel something not very nice too.
context: Yeah.\It's further in.\What's wrong?!\No!! I couldn't sense the card anymore!\But you could tell until just now!\Somehow, I sense a lot of people around here.\But there's no one around here.\I can feel something not very nice too. response:	Oh! Those must be ghosts'
context: It's further in.\What's wrong?!\No!! I couldn't sense the card anymore!\But you could tell until just now!\Somehow, I sense a lot of people around here.\But there's no one around here.\I can feel something not very nice too.\Oh! Those must be ghosts' response:	Those'not very nice' things
context: What's wrong?!\No!! I couldn't sense the card anymore!\But you could tell until just now!\Somehow, I sense a lot of people around here.\But there's no one around here.\I can feel something not very nice too.\Oh! Those must be ghosts'\Those'not very nice' things response:	must be drowning out the trace of the card.
context: No!! I couldn't sense the card anymore!\But you could tell until just now!\Somehow, I sense a lot of people around here.\But there's no one around here.\I can feel something not very nice too.\Oh! Those must be ghosts'\Those'not very nice' things\must be drowning out the trace of the card. response:	What should I do?
context: But you could tell until just now!\Somehow, I sense a lot of people around here.\But there's no one around here.\I can feel something not very nice too.\Oh! Those must be ghosts'\Those'not very nice' things\must be drowning out the trace of the card.\What should I do? response:	It's deeper inside.
context: Somehow, I sense a lot of people around here.\But there's no one around here.\I can feel something not very nice too.\Oh! Those must be ghosts'\Those'not very nice' things\must be drowning out the trace of the card.\What should I do?\It's deeper inside. response:	Deeper.
context: But there's no one around here.\I can feel something not very nice too.\Oh! Those must be ghosts'\Those'not very nice' things\must be drowning out the trace of the card.\What should I do?\It's deeper inside.\Deeper. response:	What should I do' if anything happens to Touya'
context: I can feel something not very nice too.\Oh! Those must be ghosts'\Those'not very nice' things\must be drowning out the trace of the card.\What should I do?\It's deeper inside.\Deeper.\What should I do' if anything happens to Touya' response:	Dammit. If only I regain my original form,
context: Oh! Those must be ghosts'\Those'not very nice' things\must be drowning out the trace of the card.\What should I do?\It's deeper inside.\Deeper.\What should I do' if anything happens to Touya'\Dammit. If only I regain my original form, response:	then I can tell its location right away.
context: Those'not very nice' things\must be drowning out the trace of the card.\What should I do?\It's deeper inside.\Deeper.\What should I do' if anything happens to Touya'\Dammit. If only I regain my original form,\then I can tell its location right away. response:	Touya'
context: must be drowning out the trace of the card.\What should I do?\It's deeper inside.\Deeper.\What should I do' if anything happens to Touya'\Dammit. If only I regain my original form,\then I can tell its location right away.\Touya' response:	Sakura'
context: What should I do?\It's deeper inside.\Deeper.\What should I do' if anything happens to Touya'\Dammit. If only I regain my original form,\then I can tell its location right away.\Touya'\Sakura' response:	Hey brat, what are you doin' here?
context: It's deeper inside.\Deeper.\What should I do' if anything happens to Touya'\Dammit. If only I regain my original form,\then I can tell its location right away.\Touya'\Sakura'\Hey brat, what are you doin' here? response:	I followed the trace of the Clow Card here.
context: Deeper.\What should I do' if anything happens to Touya'\Dammit. If only I regain my original form,\then I can tell its location right away.\Touya'\Sakura'\Hey brat, what are you doin' here?\I followed the trace of the Clow Card here. response:	What's wrong?
context: What should I do' if anything happens to Touya'\Dammit. If only I regain my original form,\then I can tell its location right away.\Touya'\Sakura'\Hey brat, what are you doin' here?\I followed the trace of the Clow Card here.\What's wrong? response:	That's'
context: Dammit. If only I regain my original form,\then I can tell its location right away.\Touya'\Sakura'\Hey brat, what are you doin' here?\I followed the trace of the Clow Card here.\What's wrong?\That's' response:	That's made to look for Clow Cards, right?
context: then I can tell its location right away.\Touya'\Sakura'\Hey brat, what are you doin' here?\I followed the trace of the Clow Card here.\What's wrong?\That's'\That's made to look for Clow Cards, right? response:	Ye' Yeah.
context: Touya'\Sakura'\Hey brat, what are you doin' here?\I followed the trace of the Clow Card here.\What's wrong?\That's'\That's made to look for Clow Cards, right?\Ye' Yeah. response:	Please! Please use it to find Touya!
context: Sakura'\Hey brat, what are you doin' here?\I followed the trace of the Clow Card here.\What's wrong?\That's'\That's made to look for Clow Cards, right?\Ye' Yeah.\Please! Please use it to find Touya! response:	That way!
context: Hey brat, what are you doin' here?\I followed the trace of the Clow Card here.\What's wrong?\That's'\That's made to look for Clow Cards, right?\Ye' Yeah.\Please! Please use it to find Touya!\That way! response:	Touya, I'll be right there.
context: I followed the trace of the Clow Card here.\What's wrong?\That's'\That's made to look for Clow Cards, right?\Ye' Yeah.\Please! Please use it to find Touya!\That way!\Touya, I'll be right there. response:	So, where's that thing you dropped?
context: What's wrong?\That's'\That's made to look for Clow Cards, right?\Ye' Yeah.\Please! Please use it to find Touya!\That way!\Touya, I'll be right there.\So, where's that thing you dropped? response:	You were looking for it, right?
context: That's'\That's made to look for Clow Cards, right?\Ye' Yeah.\Please! Please use it to find Touya!\That way!\Touya, I'll be right there.\So, where's that thing you dropped?\You were looking for it, right? response:	I'm fine. I'll keep you company until you find it.
context: That's made to look for Clow Cards, right?\Ye' Yeah.\Please! Please use it to find Touya!\That way!\Touya, I'll be right there.\So, where's that thing you dropped?\You were looking for it, right?\I'm fine. I'll keep you company until you find it. response:	This is bad. Looks like I can't stand up.
context: Ye' Yeah.\Please! Please use it to find Touya!\That way!\Touya, I'll be right there.\So, where's that thing you dropped?\You were looking for it, right?\I'm fine. I'll keep you company until you find it.\This is bad. Looks like I can't stand up. response:	Hey, I look for the thing you dropped for you,
context: Please! Please use it to find Touya!\That way!\Touya, I'll be right there.\So, where's that thing you dropped?\You were looking for it, right?\I'm fine. I'll keep you company until you find it.\This is bad. Looks like I can't stand up.\Hey, I look for the thing you dropped for you, response:	so I'm not gonna let you use Sakura's image.
context: That way!\Touya, I'll be right there.\So, where's that thing you dropped?\You were looking for it, right?\I'm fine. I'll keep you company until you find it.\This is bad. Looks like I can't stand up.\Hey, I look for the thing you dropped for you,\so I'm not gonna let you use Sakura's image. response:	It just doesn't feel pleasant for someone like her
context: Touya, I'll be right there.\So, where's that thing you dropped?\You were looking for it, right?\I'm fine. I'll keep you company until you find it.\This is bad. Looks like I can't stand up.\Hey, I look for the thing you dropped for you,\so I'm not gonna let you use Sakura's image.\It just doesn't feel pleasant for someone like her response:	to turn into ghost.
context: So, where's that thing you dropped?\You were looking for it, right?\I'm fine. I'll keep you company until you find it.\This is bad. Looks like I can't stand up.\Hey, I look for the thing you dropped for you,\so I'm not gonna let you use Sakura's image.\It just doesn't feel pleasant for someone like her\to turn into ghost. response:	When did you find out I'm not your sister?
context: You were looking for it, right?\I'm fine. I'll keep you company until you find it.\This is bad. Looks like I can't stand up.\Hey, I look for the thing you dropped for you,\so I'm not gonna let you use Sakura's image.\It just doesn't feel pleasant for someone like her\to turn into ghost.\When did you find out I'm not your sister? response:	At first, I thought I've mistaken you for Sakura,
context: I'm fine. I'll keep you company until you find it.\This is bad. Looks like I can't stand up.\Hey, I look for the thing you dropped for you,\so I'm not gonna let you use Sakura's image.\It just doesn't feel pleasant for someone like her\to turn into ghost.\When did you find out I'm not your sister?\At first, I thought I've mistaken you for Sakura, response:	because you look so much like her.
context: This is bad. Looks like I can't stand up.\Hey, I look for the thing you dropped for you,\so I'm not gonna let you use Sakura's image.\It just doesn't feel pleasant for someone like her\to turn into ghost.\When did you find out I'm not your sister?\At first, I thought I've mistaken you for Sakura,\because you look so much like her. response:	But soon, I realize you're not a living human being.
context: Hey, I look for the thing you dropped for you,\so I'm not gonna let you use Sakura's image.\It just doesn't feel pleasant for someone like her\to turn into ghost.\When did you find out I'm not your sister?\At first, I thought I've mistaken you for Sakura,\because you look so much like her.\But soon, I realize you're not a living human being. response:	There are a lot of them in this forest.
context: so I'm not gonna let you use Sakura's image.\It just doesn't feel pleasant for someone like her\to turn into ghost.\When did you find out I'm not your sister?\At first, I thought I've mistaken you for Sakura,\because you look so much like her.\But soon, I realize you're not a living human being.\There are a lot of them in this forest. response:	They probably still have things to finish up in this world.
context: It just doesn't feel pleasant for someone like her\to turn into ghost.\When did you find out I'm not your sister?\At first, I thought I've mistaken you for Sakura,\because you look so much like her.\But soon, I realize you're not a living human being.\There are a lot of them in this forest.\They probably still have things to finish up in this world. response:	How about I keep you company until you find the thing you dropped?
context: to turn into ghost.\When did you find out I'm not your sister?\At first, I thought I've mistaken you for Sakura,\because you look so much like her.\But soon, I realize you're not a living human being.\There are a lot of them in this forest.\They probably still have things to finish up in this world.\How about I keep you company until you find the thing you dropped? response:	After you find it, you should go.
context: When did you find out I'm not your sister?\At first, I thought I've mistaken you for Sakura,\because you look so much like her.\But soon, I realize you're not a living human being.\There are a lot of them in this forest.\They probably still have things to finish up in this world.\How about I keep you company until you find the thing you dropped?\After you find it, you should go. response:	Go where?
context: At first, I thought I've mistaken you for Sakura,\because you look so much like her.\But soon, I realize you're not a living human being.\There are a lot of them in this forest.\They probably still have things to finish up in this world.\How about I keep you company until you find the thing you dropped?\After you find it, you should go.\Go where? response:	My mother's there too.
context: because you look so much like her.\But soon, I realize you're not a living human being.\There are a lot of them in this forest.\They probably still have things to finish up in this world.\How about I keep you company until you find the thing you dropped?\After you find it, you should go.\Go where?\My mother's there too. response:	Say hi to her for me.
context: But soon, I realize you're not a living human being.\There are a lot of them in this forest.\They probably still have things to finish up in this world.\How about I keep you company until you find the thing you dropped?\After you find it, you should go.\Go where?\My mother's there too.\Say hi to her for me. response:	Down there!
context: There are a lot of them in this forest.\They probably still have things to finish up in this world.\How about I keep you company until you find the thing you dropped?\After you find it, you should go.\Go where?\My mother's there too.\Say hi to her for me.\Down there! response:	Fly!
context: They probably still have things to finish up in this world.\How about I keep you company until you find the thing you dropped?\After you find it, you should go.\Go where?\My mother's there too.\Say hi to her for me.\Down there!\Fly! response:	Touya!
context: How about I keep you company until you find the thing you dropped?\After you find it, you should go.\Go where?\My mother's there too.\Say hi to her for me.\Down there!\Fly!\Touya! response:	He's okay. He's still alive.
context: After you find it, you should go.\Go where?\My mother's there too.\Say hi to her for me.\Down there!\Fly!\Touya!\He's okay. He's still alive. response:	He just lost consciousness.
context: Go where?\My mother's there too.\Say hi to her for me.\Down there!\Fly!\Touya!\He's okay. He's still alive.\He just lost consciousness. response:	You hurt my brother!
context: My mother's there too.\Say hi to her for me.\Down there!\Fly!\Touya!\He's okay. He's still alive.\He just lost consciousness.\You hurt my brother! response:	Windy!
context: Say hi to her for me.\Down there!\Fly!\Touya!\He's okay. He's still alive.\He just lost consciousness.\You hurt my brother!\Windy! response:	Magic doesn't work?!
context: Down there!\Fly!\Touya!\He's okay. He's still alive.\He just lost consciousness.\You hurt my brother!\Windy!\Magic doesn't work?! response:	Sakura, use an offensive card!
context: Fly!\Touya!\He's okay. He's still alive.\He just lost consciousness.\You hurt my brother!\Windy!\Magic doesn't work?!\Sakura, use an offensive card! response:	Watery!
context: Touya!\He's okay. He's still alive.\He just lost consciousness.\You hurt my brother!\Windy!\Magic doesn't work?!\Sakura, use an offensive card!\Watery! response:	Just as I thought,
context: He's okay. He's still alive.\He just lost consciousness.\You hurt my brother!\Windy!\Magic doesn't work?!\Sakura, use an offensive card!\Watery!\Just as I thought, response:	neither restraining magic or attack magic works'
context: He just lost consciousness.\You hurt my brother!\Windy!\Magic doesn't work?!\Sakura, use an offensive card!\Watery!\Just as I thought,\neither restraining magic or attack magic works' response:	That means, it's a special card!
context: You hurt my brother!\Windy!\Magic doesn't work?!\Sakura, use an offensive card!\Watery!\Just as I thought,\neither restraining magic or attack magic works'\That means, it's a special card! response:	Special card?
context: Windy!\Magic doesn't work?!\Sakura, use an offensive card!\Watery!\Just as I thought,\neither restraining magic or attack magic works'\That means, it's a special card!\Special card? response:	You can't turn it back with the common cards.
context: Magic doesn't work?!\Sakura, use an offensive card!\Watery!\Just as I thought,\neither restraining magic or attack magic works'\That means, it's a special card!\Special card?\You can't turn it back with the common cards. response:	What am I supposed to do?
context: Sakura, use an offensive card!\Watery!\Just as I thought,\neither restraining magic or attack magic works'\That means, it's a special card!\Special card?\You can't turn it back with the common cards.\What am I supposed to do? response:	You have to guess right the true form of the card.
