context: Jack response:	ED
context: So cool!\What's going on?\Ashirogi submitted a new one-shot storyboard.\It's really interesting!\Hmm, let me see.\Reversi...\What kind of manga is it?\There's this black demon and white demon, and response:	It's good, so just read it!
context: What's going on?\Ashirogi submitted a new one-shot storyboard.\It's really interesting!\Hmm, let me see.\Reversi...\What kind of manga is it?\There's this black demon and white demon, and\It's good, so just read it! response:	It can't possibly be better than Niizuma's Zombie Gun, though.
context: Ashirogi submitted a new one-shot storyboard.\It's really interesting!\Hmm, let me see.\Reversi...\What kind of manga is it?\There's this black demon and white demon, and\It's good, so just read it!\It can't possibly be better than Niizuma's Zombie Gun, though. response:	It's good!
context: It's really interesting!\Hmm, let me see.\Reversi...\What kind of manga is it?\There's this black demon and white demon, and\It's good, so just read it!\It can't possibly be better than Niizuma's Zombie Gun, though.\It's good! response:	And this battle between the protagonists is really well drawn!
context: Hmm, let me see.\Reversi...\What kind of manga is it?\There's this black demon and white demon, and\It's good, so just read it!\It can't possibly be better than Niizuma's Zombie Gun, though.\It's good!\And this battle between the protagonists is really well drawn! response:	Yes.
context: Reversi...\What kind of manga is it?\There's this black demon and white demon, and\It's good, so just read it!\It can't possibly be better than Niizuma's Zombie Gun, though.\It's good!\And this battle between the protagonists is really well drawn!\Yes. response:	It's different from every other Ashirogi work
context: What kind of manga is it?\There's this black demon and white demon, and\It's good, so just read it!\It can't possibly be better than Niizuma's Zombie Gun, though.\It's good!\And this battle between the protagonists is really well drawn!\Yes.\It's different from every other Ashirogi work response:	because they managed to make it into a standard battle manga.
context: There's this black demon and white demon, and\It's good, so just read it!\It can't possibly be better than Niizuma's Zombie Gun, though.\It's good!\And this battle between the protagonists is really well drawn!\Yes.\It's different from every other Ashirogi work\because they managed to make it into a standard battle manga. response:	And it's up against Niizuma's latest, a story with a zombie protagonist who fights against humans.
context: It's good, so just read it!\It can't possibly be better than Niizuma's Zombie Gun, though.\It's good!\And this battle between the protagonists is really well drawn!\Yes.\It's different from every other Ashirogi work\because they managed to make it into a standard battle manga.\And it's up against Niizuma's latest, a story with a zombie protagonist who fights against humans. response:	A standard battle manga with unorthodox elements.
context: It can't possibly be better than Niizuma's Zombie Gun, though.\It's good!\And this battle between the protagonists is really well drawn!\Yes.\It's different from every other Ashirogi work\because they managed to make it into a standard battle manga.\And it's up against Niizuma's latest, a story with a zombie protagonist who fights against humans.\A standard battle manga with unorthodox elements. response:	Ashirogi's pushing their unorthodox style into mainstream!
context: It's good!\And this battle between the protagonists is really well drawn!\Yes.\It's different from every other Ashirogi work\because they managed to make it into a standard battle manga.\And it's up against Niizuma's latest, a story with a zombie protagonist who fights against humans.\A standard battle manga with unorthodox elements.\Ashirogi's pushing their unorthodox style into mainstream! response:	Niizuma's incorporating an unorthodox style into his mainstream!
context: And this battle between the protagonists is really well drawn!\Yes.\It's different from every other Ashirogi work\because they managed to make it into a standard battle manga.\And it's up against Niizuma's latest, a story with a zombie protagonist who fights against humans.\A standard battle manga with unorthodox elements.\Ashirogi's pushing their unorthodox style into mainstream!\Niizuma's incorporating an unorthodox style into his mainstream! response:	So in other words,
context: Yes.\It's different from every other Ashirogi work\because they managed to make it into a standard battle manga.\And it's up against Niizuma's latest, a story with a zombie protagonist who fights against humans.\A standard battle manga with unorthodox elements.\Ashirogi's pushing their unorthodox style into mainstream!\Niizuma's incorporating an unorthodox style into his mainstream!\So in other words, response:	these manga were born from the awareness that Niizuma and Ashirogi have of each other?
context: It's different from every other Ashirogi work\because they managed to make it into a standard battle manga.\And it's up against Niizuma's latest, a story with a zombie protagonist who fights against humans.\A standard battle manga with unorthodox elements.\Ashirogi's pushing their unorthodox style into mainstream!\Niizuma's incorporating an unorthodox style into his mainstream!\So in other words,\these manga were born from the awareness that Niizuma and Ashirogi have of each other? response:	They're a positive influence on each other.
context: because they managed to make it into a standard battle manga.\And it's up against Niizuma's latest, a story with a zombie protagonist who fights against humans.\A standard battle manga with unorthodox elements.\Ashirogi's pushing their unorthodox style into mainstream!\Niizuma's incorporating an unorthodox style into his mainstream!\So in other words,\these manga were born from the awareness that Niizuma and Ashirogi have of each other?\They're a positive influence on each other. response:	I see.
context: And it's up against Niizuma's latest, a story with a zombie protagonist who fights against humans.\A standard battle manga with unorthodox elements.\Ashirogi's pushing their unorthodox style into mainstream!\Niizuma's incorporating an unorthodox style into his mainstream!\So in other words,\these manga were born from the awareness that Niizuma and Ashirogi have of each other?\They're a positive influence on each other.\I see. response:	Which will win?
context: A standard battle manga with unorthodox elements.\Ashirogi's pushing their unorthodox style into mainstream!\Niizuma's incorporating an unorthodox style into his mainstream!\So in other words,\these manga were born from the awareness that Niizuma and Ashirogi have of each other?\They're a positive influence on each other.\I see.\Which will win? response:	It has to be Niizuma.
context: Ashirogi's pushing their unorthodox style into mainstream!\Niizuma's incorporating an unorthodox style into his mainstream!\So in other words,\these manga were born from the awareness that Niizuma and Ashirogi have of each other?\They're a positive influence on each other.\I see.\Which will win?\It has to be Niizuma. response:	It's not about winning or losing!
context: Niizuma's incorporating an unorthodox style into his mainstream!\So in other words,\these manga were born from the awareness that Niizuma and Ashirogi have of each other?\They're a positive influence on each other.\I see.\Which will win?\It has to be Niizuma.\It's not about winning or losing! response:	Even if they both get picked up, they won't be published in the same issue.
context: So in other words,\these manga were born from the awareness that Niizuma and Ashirogi have of each other?\They're a positive influence on each other.\I see.\Which will win?\It has to be Niizuma.\It's not about winning or losing!\Even if they both get picked up, they won't be published in the same issue. response:	But if they get published one after the other...
context: these manga were born from the awareness that Niizuma and Ashirogi have of each other?\They're a positive influence on each other.\I see.\Which will win?\It has to be Niizuma.\It's not about winning or losing!\Even if they both get picked up, they won't be published in the same issue.\But if they get published one after the other... response:	Hey, you guys!
context: They're a positive influence on each other.\I see.\Which will win?\It has to be Niizuma.\It's not about winning or losing!\Even if they both get picked up, they won't be published in the same issue.\But if they get published one after the other...\Hey, you guys! response:	Yes?
context: I see.\Which will win?\It has to be Niizuma.\It's not about winning or losing!\Even if they both get picked up, they won't be published in the same issue.\But if they get published one after the other...\Hey, you guys!\Yes? response:	We need three one-shots, and yet I only see two on my desk.
context: Which will win?\It has to be Niizuma.\It's not about winning or losing!\Even if they both get picked up, they won't be published in the same issue.\But if they get published one after the other...\Hey, you guys!\Yes?\We need three one-shots, and yet I only see two on my desk. response:	Come on, keep them coming!
context: It has to be Niizuma.\It's not about winning or losing!\Even if they both get picked up, they won't be published in the same issue.\But if they get published one after the other...\Hey, you guys!\Yes?\We need three one-shots, and yet I only see two on my desk.\Come on, keep them coming! response:	Yes, Assistant Vice Chief!
context: It's not about winning or losing!\Even if they both get picked up, they won't be published in the same issue.\But if they get published one after the other...\Hey, you guys!\Yes?\We need three one-shots, and yet I only see two on my desk.\Come on, keep them coming!\Yes, Assistant Vice Chief! response:	For crying out loud...
context: Even if they both get picked up, they won't be published in the same issue.\But if they get published one after the other...\Hey, you guys!\Yes?\We need three one-shots, and yet I only see two on my desk.\Come on, keep them coming!\Yes, Assistant Vice Chief!\For crying out loud... response:	Congratulations.
context: But if they get published one after the other...\Hey, you guys!\Yes?\We need three one-shots, and yet I only see two on my desk.\Come on, keep them coming!\Yes, Assistant Vice Chief!\For crying out loud...\Congratulations. response:	Reversi will be published in Issue 20, which goes on sale on April 17.
context: Hey, you guys!\Yes?\We need three one-shots, and yet I only see two on my desk.\Come on, keep them coming!\Yes, Assistant Vice Chief!\For crying out loud...\Congratulations.\Reversi will be published in Issue 20, which goes on sale on April 17. response:	Thank you!
context: Yes?\We need three one-shots, and yet I only see two on my desk.\Come on, keep them coming!\Yes, Assistant Vice Chief!\For crying out loud...\Congratulations.\Reversi will be published in Issue 20, which goes on sale on April 17.\Thank you! response:	Yes!
context: We need three one-shots, and yet I only see two on my desk.\Come on, keep them coming!\Yes, Assistant Vice Chief!\For crying out loud...\Congratulations.\Reversi will be published in Issue 20, which goes on sale on April 17.\Thank you!\Yes! response:	We're sorry for pushing it on you.
context: Come on, keep them coming!\Yes, Assistant Vice Chief!\For crying out loud...\Congratulations.\Reversi will be published in Issue 20, which goes on sale on April 17.\Thank you!\Yes!\We're sorry for pushing it on you. response:	We wanted Chief Sasaki to read it before he left.
context: Yes, Assistant Vice Chief!\For crying out loud...\Congratulations.\Reversi will be published in Issue 20, which goes on sale on April 17.\Thank you!\Yes!\We're sorry for pushing it on you.\We wanted Chief Sasaki to read it before he left. response:	No problem.
context: For crying out loud...\Congratulations.\Reversi will be published in Issue 20, which goes on sale on April 17.\Thank you!\Yes!\We're sorry for pushing it on you.\We wanted Chief Sasaki to read it before he left.\No problem. response:	He was surprised when I handed him a storyboard out of the blue,
context: Congratulations.\Reversi will be published in Issue 20, which goes on sale on April 17.\Thank you!\Yes!\We're sorry for pushing it on you.\We wanted Chief Sasaki to read it before he left.\No problem.\He was surprised when I handed him a storyboard out of the blue, response:	but there's no reason not to submit a manga as good as that one.
context: Reversi will be published in Issue 20, which goes on sale on April 17.\Thank you!\Yes!\We're sorry for pushing it on you.\We wanted Chief Sasaki to read it before he left.\No problem.\He was surprised when I handed him a storyboard out of the blue,\but there's no reason not to submit a manga as good as that one. response:	A standard battle manga that only Ashirogi can write.
context: Thank you!\Yes!\We're sorry for pushing it on you.\We wanted Chief Sasaki to read it before he left.\No problem.\He was surprised when I handed him a storyboard out of the blue,\but there's no reason not to submit a manga as good as that one.\A standard battle manga that only Ashirogi can write. response:	I'm expecting great things from it.
context: Yes!\We're sorry for pushing it on you.\We wanted Chief Sasaki to read it before he left.\No problem.\He was surprised when I handed him a storyboard out of the blue,\but there's no reason not to submit a manga as good as that one.\A standard battle manga that only Ashirogi can write.\I'm expecting great things from it. response:	Yes!
context: We're sorry for pushing it on you.\We wanted Chief Sasaki to read it before he left.\No problem.\He was surprised when I handed him a storyboard out of the blue,\but there's no reason not to submit a manga as good as that one.\A standard battle manga that only Ashirogi can write.\I'm expecting great things from it.\Yes! response:	Can you put Mashiro on the phone?
context: We wanted Chief Sasaki to read it before he left.\No problem.\He was surprised when I handed him a storyboard out of the blue,\but there's no reason not to submit a manga as good as that one.\A standard battle manga that only Ashirogi can write.\I'm expecting great things from it.\Yes!\Can you put Mashiro on the phone? response:	This is Mashiro.
context: No problem.\He was surprised when I handed him a storyboard out of the blue,\but there's no reason not to submit a manga as good as that one.\A standard battle manga that only Ashirogi can write.\I'm expecting great things from it.\Yes!\Can you put Mashiro on the phone?\This is Mashiro. response:	Niizuma's one-shot will be published in the issue before yours.
context: He was surprised when I handed him a storyboard out of the blue,\but there's no reason not to submit a manga as good as that one.\A standard battle manga that only Ashirogi can write.\I'm expecting great things from it.\Yes!\Can you put Mashiro on the phone?\This is Mashiro.\Niizuma's one-shot will be published in the issue before yours. response:	It's inevitable that your works are going to be compared as standard battle manga.
context: but there's no reason not to submit a manga as good as that one.\A standard battle manga that only Ashirogi can write.\I'm expecting great things from it.\Yes!\Can you put Mashiro on the phone?\This is Mashiro.\Niizuma's one-shot will be published in the issue before yours.\It's inevitable that your works are going to be compared as standard battle manga. response:	Yes.
context: A standard battle manga that only Ashirogi can write.\I'm expecting great things from it.\Yes!\Can you put Mashiro on the phone?\This is Mashiro.\Niizuma's one-shot will be published in the issue before yours.\It's inevitable that your works are going to be compared as standard battle manga.\Yes. response:	The art quality, the readability of movements, the feeling of speed,
context: I'm expecting great things from it.\Yes!\Can you put Mashiro on the phone?\This is Mashiro.\Niizuma's one-shot will be published in the issue before yours.\It's inevitable that your works are going to be compared as standard battle manga.\Yes.\The art quality, the readability of movements, the feeling of speed, response:	the double-page highlight scenes, and the panel layout variety.
context: Yes!\Can you put Mashiro on the phone?\This is Mashiro.\Niizuma's one-shot will be published in the issue before yours.\It's inevitable that your works are going to be compared as standard battle manga.\Yes.\The art quality, the readability of movements, the feeling of speed,\the double-page highlight scenes, and the panel layout variety. response:	Yes.
context: Can you put Mashiro on the phone?\This is Mashiro.\Niizuma's one-shot will be published in the issue before yours.\It's inevitable that your works are going to be compared as standard battle manga.\Yes.\The art quality, the readability of movements, the feeling of speed,\the double-page highlight scenes, and the panel layout variety.\Yes. response:	Sounds like I don't need to tell you anything.
context: This is Mashiro.\Niizuma's one-shot will be published in the issue before yours.\It's inevitable that your works are going to be compared as standard battle manga.\Yes.\The art quality, the readability of movements, the feeling of speed,\the double-page highlight scenes, and the panel layout variety.\Yes.\Sounds like I don't need to tell you anything. response:	Work hard and come up with a good manuscript.
context: Niizuma's one-shot will be published in the issue before yours.\It's inevitable that your works are going to be compared as standard battle manga.\Yes.\The art quality, the readability of movements, the feeling of speed,\the double-page highlight scenes, and the panel layout variety.\Yes.\Sounds like I don't need to tell you anything.\Work hard and come up with a good manuscript. response:	Yes!
context: It's inevitable that your works are going to be compared as standard battle manga.\Yes.\The art quality, the readability of movements, the feeling of speed,\the double-page highlight scenes, and the panel layout variety.\Yes.\Sounds like I don't need to tell you anything.\Work hard and come up with a good manuscript.\Yes! response:	Niizuma, Zombie Gun will be published in Issue 19!
context: Yes.\The art quality, the readability of movements, the feeling of speed,\the double-page highlight scenes, and the panel layout variety.\Yes.\Sounds like I don't need to tell you anything.\Work hard and come up with a good manuscript.\Yes!\Niizuma, Zombie Gun will be published in Issue 19! response:	Roger!
context: The art quality, the readability of movements, the feeling of speed,\the double-page highlight scenes, and the panel layout variety.\Yes.\Sounds like I don't need to tell you anything.\Work hard and come up with a good manuscript.\Yes!\Niizuma, Zombie Gun will be published in Issue 19!\Roger! response:	This is my first step towards world domination!
context: the double-page highlight scenes, and the panel layout variety.\Yes.\Sounds like I don't need to tell you anything.\Work hard and come up with a good manuscript.\Yes!\Niizuma, Zombie Gun will be published in Issue 19!\Roger!\This is my first step towards world domination! response:	In the issue after that, Ashirogi's one-shot will be published.
context: Yes.\Sounds like I don't need to tell you anything.\Work hard and come up with a good manuscript.\Yes!\Niizuma, Zombie Gun will be published in Issue 19!\Roger!\This is my first step towards world domination!\In the issue after that, Ashirogi's one-shot will be published. response:	Oh! I can't wait to read it!
context: Sounds like I don't need to tell you anything.\Work hard and come up with a good manuscript.\Yes!\Niizuma, Zombie Gun will be published in Issue 19!\Roger!\This is my first step towards world domination!\In the issue after that, Ashirogi's one-shot will be published.\Oh! I can't wait to read it! response:	This time though, Ashirogi's challenging you with a standard battle manga.
context: Work hard and come up with a good manuscript.\Yes!\Niizuma, Zombie Gun will be published in Issue 19!\Roger!\This is my first step towards world domination!\In the issue after that, Ashirogi's one-shot will be published.\Oh! I can't wait to read it!\This time though, Ashirogi's challenging you with a standard battle manga. response:	It isn't dark and disturbing?
context: Yes!\Niizuma, Zombie Gun will be published in Issue 19!\Roger!\This is my first step towards world domination!\In the issue after that, Ashirogi's one-shot will be published.\Oh! I can't wait to read it!\This time though, Ashirogi's challenging you with a standard battle manga.\It isn't dark and disturbing? response:	No, it actually is. It's a pretty ghastly standard battle manga.
context: Niizuma, Zombie Gun will be published in Issue 19!\Roger!\This is my first step towards world domination!\In the issue after that, Ashirogi's one-shot will be published.\Oh! I can't wait to read it!\This time though, Ashirogi's challenging you with a standard battle manga.\It isn't dark and disturbing?\No, it actually is. It's a pretty ghastly standard battle manga. response:	Nice one, Ashirogi Mutou.
context: Roger!\This is my first step towards world domination!\In the issue after that, Ashirogi's one-shot will be published.\Oh! I can't wait to read it!\This time though, Ashirogi's challenging you with a standard battle manga.\It isn't dark and disturbing?\No, it actually is. It's a pretty ghastly standard battle manga.\Nice one, Ashirogi Mutou. response:	A ghastly standard battle manga! Nice!
context: This is my first step towards world domination!\In the issue after that, Ashirogi's one-shot will be published.\Oh! I can't wait to read it!\This time though, Ashirogi's challenging you with a standard battle manga.\It isn't dark and disturbing?\No, it actually is. It's a pretty ghastly standard battle manga.\Nice one, Ashirogi Mutou.\A ghastly standard battle manga! Nice! response:	Don't wear yourself out.
context: In the issue after that, Ashirogi's one-shot will be published.\Oh! I can't wait to read it!\This time though, Ashirogi's challenging you with a standard battle manga.\It isn't dark and disturbing?\No, it actually is. It's a pretty ghastly standard battle manga.\Nice one, Ashirogi Mutou.\A ghastly standard battle manga! Nice!\Don't wear yourself out. response:	We still have plenty of time.
context: Oh! I can't wait to read it!\This time though, Ashirogi's challenging you with a standard battle manga.\It isn't dark and disturbing?\No, it actually is. It's a pretty ghastly standard battle manga.\Nice one, Ashirogi Mutou.\A ghastly standard battle manga! Nice!\Don't wear yourself out.\We still have plenty of time. response:	I know.
context: This time though, Ashirogi's challenging you with a standard battle manga.\It isn't dark and disturbing?\No, it actually is. It's a pretty ghastly standard battle manga.\Nice one, Ashirogi Mutou.\A ghastly standard battle manga! Nice!\Don't wear yourself out.\We still have plenty of time.\I know. response:	But I want to rank better than Eiji's one-shot.
context: It isn't dark and disturbing?\No, it actually is. It's a pretty ghastly standard battle manga.\Nice one, Ashirogi Mutou.\A ghastly standard battle manga! Nice!\Don't wear yourself out.\We still have plenty of time.\I know.\But I want to rank better than Eiji's one-shot. response:	From Azuki?
context: No, it actually is. It's a pretty ghastly standard battle manga.\Nice one, Ashirogi Mutou.\A ghastly standard battle manga! Nice!\Don't wear yourself out.\We still have plenty of time.\I know.\But I want to rank better than Eiji's one-shot.\From Azuki? response:	She got a main role!
context: Nice one, Ashirogi Mutou.\A ghastly standard battle manga! Nice!\Don't wear yourself out.\We still have plenty of time.\I know.\But I want to rank better than Eiji's one-shot.\From Azuki?\She got a main role! response:	What?
context: A ghastly standard battle manga! Nice!\Don't wear yourself out.\We still have plenty of time.\I know.\But I want to rank better than Eiji's one-shot.\From Azuki?\She got a main role!\What? response:	I got the main female role
context: Don't wear yourself out.\We still have plenty of time.\I know.\But I want to rank better than Eiji's one-shot.\From Azuki?\She got a main role!\What?\I got the main female role response:	of Young Kick's Impromptu 12.
context: We still have plenty of time.\I know.\But I want to rank better than Eiji's one-shot.\From Azuki?\She got a main role!\What?\I got the main female role\of Young Kick's Impromptu 12. response:	It's the soccer club manager, Ai!
context: I know.\But I want to rank better than Eiji's one-shot.\From Azuki?\She got a main role!\What?\I got the main female role\of Young Kick's Impromptu 12.\It's the soccer club manager, Ai! response:	That's a pretty famous soccer manga!
context: But I want to rank better than Eiji's one-shot.\From Azuki?\She got a main role!\What?\I got the main female role\of Young Kick's Impromptu 12.\It's the soccer club manager, Ai!\That's a pretty famous soccer manga! response:	Yeah.
context: From Azuki?\She got a main role!\What?\I got the main female role\of Young Kick's Impromptu 12.\It's the soccer club manager, Ai!\That's a pretty famous soccer manga!\Yeah. response:	But we've been beat.
context: She got a main role!\What?\I got the main female role\of Young Kick's Impromptu 12.\It's the soccer club manager, Ai!\That's a pretty famous soccer manga!\Yeah.\But we've been beat. response:	Azuki's ahead of us now.
context: What?\I got the main female role\of Young Kick's Impromptu 12.\It's the soccer club manager, Ai!\That's a pretty famous soccer manga!\Yeah.\But we've been beat.\Azuki's ahead of us now. response:	Let's make sure her first major role in a Jack work is from ours!
context: I got the main female role\of Young Kick's Impromptu 12.\It's the soccer club manager, Ai!\That's a pretty famous soccer manga!\Yeah.\But we've been beat.\Azuki's ahead of us now.\Let's make sure her first major role in a Jack work is from ours! response:	Yeah.
context: of Young Kick's Impromptu 12.\It's the soccer club manager, Ai!\That's a pretty famous soccer manga!\Yeah.\But we've been beat.\Azuki's ahead of us now.\Let's make sure her first major role in a Jack work is from ours!\Yeah. response:	We'll turn Reversi into an anime and write in a lead female role for Azuki.
context: It's the soccer club manager, Ai!\That's a pretty famous soccer manga!\Yeah.\But we've been beat.\Azuki's ahead of us now.\Let's make sure her first major role in a Jack work is from ours!\Yeah.\We'll turn Reversi into an anime and write in a lead female role for Azuki. response:	We'll make your future lead role in our anime
context: That's a pretty famous soccer manga!\Yeah.\But we've been beat.\Azuki's ahead of us now.\Let's make sure her first major role in a Jack work is from ours!\Yeah.\We'll turn Reversi into an anime and write in a lead female role for Azuki.\We'll make your future lead role in our anime response:	the most popular role that voice actress Azuki Miho has ever played!
context: Yeah.\But we've been beat.\Azuki's ahead of us now.\Let's make sure her first major role in a Jack work is from ours!\Yeah.\We'll turn Reversi into an anime and write in a lead female role for Azuki.\We'll make your future lead role in our anime\the most popular role that voice actress Azuki Miho has ever played! response:	Yes. I'll be waiting.
context: But we've been beat.\Azuki's ahead of us now.\Let's make sure her first major role in a Jack work is from ours!\Yeah.\We'll turn Reversi into an anime and write in a lead female role for Azuki.\We'll make your future lead role in our anime\the most popular role that voice actress Azuki Miho has ever played!\Yes. I'll be waiting. response:	The sample copy of Issue 19.
context: Azuki's ahead of us now.\Let's make sure her first major role in a Jack work is from ours!\Yeah.\We'll turn Reversi into an anime and write in a lead female role for Azuki.\We'll make your future lead role in our anime\the most popular role that voice actress Azuki Miho has ever played!\Yes. I'll be waiting.\The sample copy of Issue 19. response:	Zombie Gun's on the front?!
context: Let's make sure her first major role in a Jack work is from ours!\Yeah.\We'll turn Reversi into an anime and write in a lead female role for Azuki.\We'll make your future lead role in our anime\the most popular role that voice actress Azuki Miho has ever played!\Yes. I'll be waiting.\The sample copy of Issue 19.\Zombie Gun's on the front?! response:	This is the first time I've seen that done for just a one-shot.
context: Yeah.\We'll turn Reversi into an anime and write in a lead female role for Azuki.\We'll make your future lead role in our anime\the most popular role that voice actress Azuki Miho has ever played!\Yes. I'll be waiting.\The sample copy of Issue 19.\Zombie Gun's on the front?!\This is the first time I've seen that done for just a one-shot. response:	It was the decision of our new Chief Editor.
context: We'll turn Reversi into an anime and write in a lead female role for Azuki.\We'll make your future lead role in our anime\the most popular role that voice actress Azuki Miho has ever played!\Yes. I'll be waiting.\The sample copy of Issue 19.\Zombie Gun's on the front?!\This is the first time I've seen that done for just a one-shot.\It was the decision of our new Chief Editor. response:	It shows just how much he's expecting from Niizuma.
context: We'll make your future lead role in our anime\the most popular role that voice actress Azuki Miho has ever played!\Yes. I'll be waiting.\The sample copy of Issue 19.\Zombie Gun's on the front?!\This is the first time I've seen that done for just a one-shot.\It was the decision of our new Chief Editor.\It shows just how much he's expecting from Niizuma. response:	Special treatment?
context: the most popular role that voice actress Azuki Miho has ever played!\Yes. I'll be waiting.\The sample copy of Issue 19.\Zombie Gun's on the front?!\This is the first time I've seen that done for just a one-shot.\It was the decision of our new Chief Editor.\It shows just how much he's expecting from Niizuma.\Special treatment? response:	Does that frustrate you?
context: Yes. I'll be waiting.\The sample copy of Issue 19.\Zombie Gun's on the front?!\This is the first time I've seen that done for just a one-shot.\It was the decision of our new Chief Editor.\It shows just how much he's expecting from Niizuma.\Special treatment?\Does that frustrate you? response:	Then you must surpass him.
context: The sample copy of Issue 19.\Zombie Gun's on the front?!\This is the first time I've seen that done for just a one-shot.\It was the decision of our new Chief Editor.\It shows just how much he's expecting from Niizuma.\Special treatment?\Does that frustrate you?\Then you must surpass him. response:	The same Niizuma Eiji who ended CROW after getting first place 20 weeks in a row!
context: Zombie Gun's on the front?!\This is the first time I've seen that done for just a one-shot.\It was the decision of our new Chief Editor.\It shows just how much he's expecting from Niizuma.\Special treatment?\Does that frustrate you?\Then you must surpass him.\The same Niizuma Eiji who ended CROW after getting first place 20 weeks in a row! response:	Zombie Gun got first place?!
context: This is the first time I've seen that done for just a one-shot.\It was the decision of our new Chief Editor.\It shows just how much he's expecting from Niizuma.\Special treatment?\Does that frustrate you?\Then you must surpass him.\The same Niizuma Eiji who ended CROW after getting first place 20 weeks in a row!\Zombie Gun got first place?! response:	I knew it would get a lot of votes, but not this many.
context: It was the decision of our new Chief Editor.\It shows just how much he's expecting from Niizuma.\Special treatment?\Does that frustrate you?\Then you must surpass him.\The same Niizuma Eiji who ended CROW after getting first place 20 weeks in a row!\Zombie Gun got first place?!\I knew it would get a lot of votes, but not this many. response:	Niizuma Eiji's really something else.
context: It shows just how much he's expecting from Niizuma.\Special treatment?\Does that frustrate you?\Then you must surpass him.\The same Niizuma Eiji who ended CROW after getting first place 20 weeks in a row!\Zombie Gun got first place?!\I knew it would get a lot of votes, but not this many.\Niizuma Eiji's really something else. response:	Well, he is aiming to become the best in the world.
context: Special treatment?\Does that frustrate you?\Then you must surpass him.\The same Niizuma Eiji who ended CROW after getting first place 20 weeks in a row!\Zombie Gun got first place?!\I knew it would get a lot of votes, but not this many.\Niizuma Eiji's really something else.\Well, he is aiming to become the best in the world. response:	Are you serious, Yuujirou?
context: Does that frustrate you?\Then you must surpass him.\The same Niizuma Eiji who ended CROW after getting first place 20 weeks in a row!\Zombie Gun got first place?!\I knew it would get a lot of votes, but not this many.\Niizuma Eiji's really something else.\Well, he is aiming to become the best in the world.\Are you serious, Yuujirou? response:	Call me Team Leader!
context: Then you must surpass him.\The same Niizuma Eiji who ended CROW after getting first place 20 weeks in a row!\Zombie Gun got first place?!\I knew it would get a lot of votes, but not this many.\Niizuma Eiji's really something else.\Well, he is aiming to become the best in the world.\Are you serious, Yuujirou?\Call me Team Leader! response:	Er, sure... Team Leader.
context: The same Niizuma Eiji who ended CROW after getting first place 20 weeks in a row!\Zombie Gun got first place?!\I knew it would get a lot of votes, but not this many.\Niizuma Eiji's really something else.\Well, he is aiming to become the best in the world.\Are you serious, Yuujirou?\Call me Team Leader!\Er, sure... Team Leader. response:	692 votes?!
context: Zombie Gun got first place?!\I knew it would get a lot of votes, but not this many.\Niizuma Eiji's really something else.\Well, he is aiming to become the best in the world.\Are you serious, Yuujirou?\Call me Team Leader!\Er, sure... Team Leader.\692 votes?! response:	It's the most votes a one-shot has ever gotten.
context: I knew it would get a lot of votes, but not this many.\Niizuma Eiji's really something else.\Well, he is aiming to become the best in the world.\Are you serious, Yuujirou?\Call me Team Leader!\Er, sure... Team Leader.\692 votes?!\It's the most votes a one-shot has ever gotten. response:	Eiji is just out of this world.
context: Niizuma Eiji's really something else.\Well, he is aiming to become the best in the world.\Are you serious, Yuujirou?\Call me Team Leader!\Er, sure... Team Leader.\692 votes?!\It's the most votes a one-shot has ever gotten.\Eiji is just out of this world. response:	Yeah.
context: Well, he is aiming to become the best in the world.\Are you serious, Yuujirou?\Call me Team Leader!\Er, sure... Team Leader.\692 votes?!\It's the most votes a one-shot has ever gotten.\Eiji is just out of this world.\Yeah. response:	This is what Niizuma Eiji has to be.
context: Are you serious, Yuujirou?\Call me Team Leader!\Er, sure... Team Leader.\692 votes?!\It's the most votes a one-shot has ever gotten.\Eiji is just out of this world.\Yeah.\This is what Niizuma Eiji has to be. response:	Don't forget, our results aren't out yet.
context: Call me Team Leader!\Er, sure... Team Leader.\692 votes?!\It's the most votes a one-shot has ever gotten.\Eiji is just out of this world.\Yeah.\This is what Niizuma Eiji has to be.\Don't forget, our results aren't out yet. response:	So, please make a serialization storyboard for Zombie Gun.
context: Er, sure... Team Leader.\692 votes?!\It's the most votes a one-shot has ever gotten.\Eiji is just out of this world.\Yeah.\This is what Niizuma Eiji has to be.\Don't forget, our results aren't out yet.\So, please make a serialization storyboard for Zombie Gun. response:	Put everything you have into it and make it as good as you can
context: 692 votes?!\It's the most votes a one-shot has ever gotten.\Eiji is just out of this world.\Yeah.\This is what Niizuma Eiji has to be.\Don't forget, our results aren't out yet.\So, please make a serialization storyboard for Zombie Gun.\Put everything you have into it and make it as good as you can response:	in the time you have until the committee meets.
context: It's the most votes a one-shot has ever gotten.\Eiji is just out of this world.\Yeah.\This is what Niizuma Eiji has to be.\Don't forget, our results aren't out yet.\So, please make a serialization storyboard for Zombie Gun.\Put everything you have into it and make it as good as you can\in the time you have until the committee meets. response:	Roger.
context: Eiji is just out of this world.\Yeah.\This is what Niizuma Eiji has to be.\Don't forget, our results aren't out yet.\So, please make a serialization storyboard for Zombie Gun.\Put everything you have into it and make it as good as you can\in the time you have until the committee meets.\Roger. response:	You seem quiet today.
