context: A journey from which you can never return. response:	Treasures that you can never again acquire.
context: Or something like that...\This very pit, the bottom of which is still unknown, replaces God.\Well, I suppose it's just kind of a source of comfort and support that cave raiders rely on.\Wow...\Nanachi, you're pretty amazing!\That's my partner for you! You're the brains of our team!\Hmm, I guess...\And you're good at drawing, too! response:	Ilim...
context: This very pit, the bottom of which is still unknown, replaces God.\Well, I suppose it's just kind of a source of comfort and support that cave raiders rely on.\Wow...\Nanachi, you're pretty amazing!\That's my partner for you! You're the brains of our team!\Hmm, I guess...\And you're good at drawing, too!\Ilim... response:	please come over here.
context: Well, I suppose it's just kind of a source of comfort and support that cave raiders rely on.\Wow...\Nanachi, you're pretty amazing!\That's my partner for you! You're the brains of our team!\Hmm, I guess...\And you're good at drawing, too!\Ilim...\please come over here. response:	Okay!
context: Wow...\Nanachi, you're pretty amazing!\That's my partner for you! You're the brains of our team!\Hmm, I guess...\And you're good at drawing, too!\Ilim...\please come over here.\Okay! response:	This time it's Ilim's turn, huh?
context: Nanachi, you're pretty amazing!\That's my partner for you! You're the brains of our team!\Hmm, I guess...\And you're good at drawing, too!\Ilim...\please come over here.\Okay!\This time it's Ilim's turn, huh? response:	I hope I get to go out there soon, too...
context: That's my partner for you! You're the brains of our team!\Hmm, I guess...\And you're good at drawing, too!\Ilim...\please come over here.\Okay!\This time it's Ilim's turn, huh?\I hope I get to go out there soon, too... response:	There are certainly a lot fewer of us here now...
context: Hmm, I guess...\And you're good at drawing, too!\Ilim...\please come over here.\Okay!\This time it's Ilim's turn, huh?\I hope I get to go out there soon, too...\There are certainly a lot fewer of us here now... response:	In any case, it'd be great if the two of us are able to go out there together!
context: And you're good at drawing, too!\Ilim...\please come over here.\Okay!\This time it's Ilim's turn, huh?\I hope I get to go out there soon, too...\There are certainly a lot fewer of us here now...\In any case, it'd be great if the two of us are able to go out there together! response:	Yeah, I guess...
context: Ilim...\please come over here.\Okay!\This time it's Ilim's turn, huh?\I hope I get to go out there soon, too...\There are certainly a lot fewer of us here now...\In any case, it'd be great if the two of us are able to go out there together!\Yeah, I guess... response:	Mitty...
context: please come over here.\Okay!\This time it's Ilim's turn, huh?\I hope I get to go out there soon, too...\There are certainly a lot fewer of us here now...\In any case, it'd be great if the two of us are able to go out there together!\Yeah, I guess...\Mitty... response:	Mitty.
context: Okay!\This time it's Ilim's turn, huh?\I hope I get to go out there soon, too...\There are certainly a lot fewer of us here now...\In any case, it'd be great if the two of us are able to go out there together!\Yeah, I guess...\Mitty...\Mitty. response:	Mitty...
context: This time it's Ilim's turn, huh?\I hope I get to go out there soon, too...\There are certainly a lot fewer of us here now...\In any case, it'd be great if the two of us are able to go out there together!\Yeah, I guess...\Mitty...\Mitty.\Mitty... response:	Now, please come with me.
context: I hope I get to go out there soon, too...\There are certainly a lot fewer of us here now...\In any case, it'd be great if the two of us are able to go out there together!\Yeah, I guess...\Mitty...\Mitty.\Mitty...\Now, please come with me. response:	Okay...
context: There are certainly a lot fewer of us here now...\In any case, it'd be great if the two of us are able to go out there together!\Yeah, I guess...\Mitty...\Mitty.\Mitty...\Now, please come with me.\Okay... response:	After today's medical checkup, let's go on a little walk outside.
context: In any case, it'd be great if the two of us are able to go out there together!\Yeah, I guess...\Mitty...\Mitty.\Mitty...\Now, please come with me.\Okay...\After today's medical checkup, let's go on a little walk outside. response:	Bondrewd, take me, too...
context: Yeah, I guess...\Mitty...\Mitty.\Mitty...\Now, please come with me.\Okay...\After today's medical checkup, let's go on a little walk outside.\Bondrewd, take me, too... response:	Just wait your turn, Nanachi. No need to be impatient.
context: Mitty...\Mitty.\Mitty...\Now, please come with me.\Okay...\After today's medical checkup, let's go on a little walk outside.\Bondrewd, take me, too...\Just wait your turn, Nanachi. No need to be impatient. response:	Mitty...
context: Mitty.\Mitty...\Now, please come with me.\Okay...\After today's medical checkup, let's go on a little walk outside.\Bondrewd, take me, too...\Just wait your turn, Nanachi. No need to be impatient.\Mitty... response:	Sovereign of Dawn! What in the world are you thinking?!
context: Mitty...\Now, please come with me.\Okay...\After today's medical checkup, let's go on a little walk outside.\Bondrewd, take me, too...\Just wait your turn, Nanachi. No need to be impatient.\Mitty...\Sovereign of Dawn! What in the world are you thinking?! response:	Bringing so many people down to the fifth layer like this...
context: Now, please come with me.\Okay...\After today's medical checkup, let's go on a little walk outside.\Bondrewd, take me, too...\Just wait your turn, Nanachi. No need to be impatient.\Mitty...\Sovereign of Dawn! What in the world are you thinking?!\Bringing so many people down to the fifth layer like this... response:	Even children from overseas...
context: Okay...\After today's medical checkup, let's go on a little walk outside.\Bondrewd, take me, too...\Just wait your turn, Nanachi. No need to be impatient.\Mitty...\Sovereign of Dawn! What in the world are you thinking?!\Bringing so many people down to the fifth layer like this...\Even children from overseas... response:	Why bring this up only now?
context: After today's medical checkup, let's go on a little walk outside.\Bondrewd, take me, too...\Just wait your turn, Nanachi. No need to be impatient.\Mitty...\Sovereign of Dawn! What in the world are you thinking?!\Bringing so many people down to the fifth layer like this...\Even children from overseas...\Why bring this up only now? response:	It is also for this very purpose that I advocated to have Black Whistles enter the fifth layer.
context: Bondrewd, take me, too...\Just wait your turn, Nanachi. No need to be impatient.\Mitty...\Sovereign of Dawn! What in the world are you thinking?!\Bringing so many people down to the fifth layer like this...\Even children from overseas...\Why bring this up only now?\It is also for this very purpose that I advocated to have Black Whistles enter the fifth layer. response:	Well, it'd be different if they were cave raiders,
context: Just wait your turn, Nanachi. No need to be impatient.\Mitty...\Sovereign of Dawn! What in the world are you thinking?!\Bringing so many people down to the fifth layer like this...\Even children from overseas...\Why bring this up only now?\It is also for this very purpose that I advocated to have Black Whistles enter the fifth layer.\Well, it'd be different if they were cave raiders, response:	but taking children, who'll never be able to return given the strain of doing so, is simply...
context: Mitty...\Sovereign of Dawn! What in the world are you thinking?!\Bringing so many people down to the fifth layer like this...\Even children from overseas...\Why bring this up only now?\It is also for this very purpose that I advocated to have Black Whistles enter the fifth layer.\Well, it'd be different if they were cave raiders,\but taking children, who'll never be able to return given the strain of doing so, is simply... response:	from a humane perspective...
context: Sovereign of Dawn! What in the world are you thinking?!\Bringing so many people down to the fifth layer like this...\Even children from overseas...\Why bring this up only now?\It is also for this very purpose that I advocated to have Black Whistles enter the fifth layer.\Well, it'd be different if they were cave raiders,\but taking children, who'll never be able to return given the strain of doing so, is simply...\from a humane perspective... response:	Ah, then there is no need to worry.
context: Bringing so many people down to the fifth layer like this...\Even children from overseas...\Why bring this up only now?\It is also for this very purpose that I advocated to have Black Whistles enter the fifth layer.\Well, it'd be different if they were cave raiders,\but taking children, who'll never be able to return given the strain of doing so, is simply...\from a humane perspective...\Ah, then there is no need to worry. response:	For I am not making use of them as humans, you see...
context: Even children from overseas...\Why bring this up only now?\It is also for this very purpose that I advocated to have Black Whistles enter the fifth layer.\Well, it'd be different if they were cave raiders,\but taking children, who'll never be able to return given the strain of doing so, is simply...\from a humane perspective...\Ah, then there is no need to worry.\For I am not making use of them as humans, you see... response:	Care to have a look?
context: Why bring this up only now?\It is also for this very purpose that I advocated to have Black Whistles enter the fifth layer.\Well, it'd be different if they were cave raiders,\but taking children, who'll never be able to return given the strain of doing so, is simply...\from a humane perspective...\Ah, then there is no need to worry.\For I am not making use of them as humans, you see...\Care to have a look? response:	Mitty...
context: It is also for this very purpose that I advocated to have Black Whistles enter the fifth layer.\Well, it'd be different if they were cave raiders,\but taking children, who'll never be able to return given the strain of doing so, is simply...\from a humane perspective...\Ah, then there is no need to worry.\For I am not making use of them as humans, you see...\Care to have a look?\Mitty... response:	Mitty!
context: Well, it'd be different if they were cave raiders,\but taking children, who'll never be able to return given the strain of doing so, is simply...\from a humane perspective...\Ah, then there is no need to worry.\For I am not making use of them as humans, you see...\Care to have a look?\Mitty...\Mitty! response:	MITTY!
context: but taking children, who'll never be able to return given the strain of doing so, is simply...\from a humane perspective...\Ah, then there is no need to worry.\For I am not making use of them as humans, you see...\Care to have a look?\Mitty...\Mitty!\MITTY! response:	N-Nanachi...
context: from a humane perspective...\Ah, then there is no need to worry.\For I am not making use of them as humans, you see...\Care to have a look?\Mitty...\Mitty!\MITTY!\N-Nanachi... response:	M-Mitty...
context: Ah, then there is no need to worry.\For I am not making use of them as humans, you see...\Care to have a look?\Mitty...\Mitty!\MITTY!\N-Nanachi...\M-Mitty... response:	My, my.
context: For I am not making use of them as humans, you see...\Care to have a look?\Mitty...\Mitty!\MITTY!\N-Nanachi...\M-Mitty...\My, my. response:	What perfect timing...
context: Care to have a look?\Mitty...\Mitty!\MITTY!\N-Nanachi...\M-Mitty...\My, my.\What perfect timing... response:	Nanachi.
context: Mitty...\Mitty!\MITTY!\N-Nanachi...\M-Mitty...\My, my.\What perfect timing...\Nanachi. response:	Come, it is your turn now.
context: Mitty!\MITTY!\N-Nanachi...\M-Mitty...\My, my.\What perfect timing...\Nanachi.\Come, it is your turn now. response:	That elevator is capable of quickly going to the depths' sixth layer just below us.
context: MITTY!\N-Nanachi...\M-Mitty...\My, my.\What perfect timing...\Nanachi.\Come, it is your turn now.\That elevator is capable of quickly going to the depths' sixth layer just below us. response:	Although its destination is no more than a dead end...
context: N-Nanachi...\M-Mitty...\My, my.\What perfect timing...\Nanachi.\Come, it is your turn now.\That elevator is capable of quickly going to the depths' sixth layer just below us.\Although its destination is no more than a dead end... response:	it is just the perfect depth for testing out a number of things, you see...
context: M-Mitty...\My, my.\What perfect timing...\Nanachi.\Come, it is your turn now.\That elevator is capable of quickly going to the depths' sixth layer just below us.\Although its destination is no more than a dead end...\it is just the perfect depth for testing out a number of things, you see... response:	It's my own miniature garden.
context: My, my.\What perfect timing...\Nanachi.\Come, it is your turn now.\That elevator is capable of quickly going to the depths' sixth layer just below us.\Although its destination is no more than a dead end...\it is just the perfect depth for testing out a number of things, you see...\It's my own miniature garden. response:	The sixth layer's Curse: Death, or loss of one's humanity...
context: What perfect timing...\Nanachi.\Come, it is your turn now.\That elevator is capable of quickly going to the depths' sixth layer just below us.\Although its destination is no more than a dead end...\it is just the perfect depth for testing out a number of things, you see...\It's my own miniature garden.\The sixth layer's Curse: Death, or loss of one's humanity... response:	I'd sure like to do something about it.
context: Nanachi.\Come, it is your turn now.\That elevator is capable of quickly going to the depths' sixth layer just below us.\Although its destination is no more than a dead end...\it is just the perfect depth for testing out a number of things, you see...\It's my own miniature garden.\The sixth layer's Curse: Death, or loss of one's humanity...\I'd sure like to do something about it. response:	Those chambers you are in are capable of forcing the Curse all to one side.
context: Come, it is your turn now.\That elevator is capable of quickly going to the depths' sixth layer just below us.\Although its destination is no more than a dead end...\it is just the perfect depth for testing out a number of things, you see...\It's my own miniature garden.\The sixth layer's Curse: Death, or loss of one's humanity...\I'd sure like to do something about it.\Those chambers you are in are capable of forcing the Curse all to one side. response:	Attempts were made that paired a person with something besides a fellow human, but they didn't go well...
context: That elevator is capable of quickly going to the depths' sixth layer just below us.\Although its destination is no more than a dead end...\it is just the perfect depth for testing out a number of things, you see...\It's my own miniature garden.\The sixth layer's Curse: Death, or loss of one's humanity...\I'd sure like to do something about it.\Those chambers you are in are capable of forcing the Curse all to one side.\Attempts were made that paired a person with something besides a fellow human, but they didn't go well... response:	However, Nanachi just happened to come join us...
context: Although its destination is no more than a dead end...\it is just the perfect depth for testing out a number of things, you see...\It's my own miniature garden.\The sixth layer's Curse: Death, or loss of one's humanity...\I'd sure like to do something about it.\Those chambers you are in are capable of forcing the Curse all to one side.\Attempts were made that paired a person with something besides a fellow human, but they didn't go well...\However, Nanachi just happened to come join us... response:	I regret having to use two cute, little beings such as yourselves...
context: it is just the perfect depth for testing out a number of things, you see...\It's my own miniature garden.\The sixth layer's Curse: Death, or loss of one's humanity...\I'd sure like to do something about it.\Those chambers you are in are capable of forcing the Curse all to one side.\Attempts were made that paired a person with something besides a fellow human, but they didn't go well...\However, Nanachi just happened to come join us...\I regret having to use two cute, little beings such as yourselves... response:	But, as you two are such close friends, I'm sure this will be a success.
context: It's my own miniature garden.\The sixth layer's Curse: Death, or loss of one's humanity...\I'd sure like to do something about it.\Those chambers you are in are capable of forcing the Curse all to one side.\Attempts were made that paired a person with something besides a fellow human, but they didn't go well...\However, Nanachi just happened to come join us...\I regret having to use two cute, little beings such as yourselves...\But, as you two are such close friends, I'm sure this will be a success. response:	So you're saying... you tricked us?
context: The sixth layer's Curse: Death, or loss of one's humanity...\I'd sure like to do something about it.\Those chambers you are in are capable of forcing the Curse all to one side.\Attempts were made that paired a person with something besides a fellow human, but they didn't go well...\However, Nanachi just happened to come join us...\I regret having to use two cute, little beings such as yourselves...\But, as you two are such close friends, I'm sure this will be a success.\So you're saying... you tricked us? response:	Heavens no.
context: I'd sure like to do something about it.\Those chambers you are in are capable of forcing the Curse all to one side.\Attempts were made that paired a person with something besides a fellow human, but they didn't go well...\However, Nanachi just happened to come join us...\I regret having to use two cute, little beings such as yourselves...\But, as you two are such close friends, I'm sure this will be a success.\So you're saying... you tricked us?\Heavens no. response:	The result of this research will give birth to the hint needed to drive the darkness from this chasm.
context: Those chambers you are in are capable of forcing the Curse all to one side.\Attempts were made that paired a person with something besides a fellow human, but they didn't go well...\However, Nanachi just happened to come join us...\I regret having to use two cute, little beings such as yourselves...\But, as you two are such close friends, I'm sure this will be a success.\So you're saying... you tricked us?\Heavens no.\The result of this research will give birth to the hint needed to drive the darkness from this chasm. response:	It will be thanks to all of you...
context: Attempts were made that paired a person with something besides a fellow human, but they didn't go well...\However, Nanachi just happened to come join us...\I regret having to use two cute, little beings such as yourselves...\But, as you two are such close friends, I'm sure this will be a success.\So you're saying... you tricked us?\Heavens no.\The result of this research will give birth to the hint needed to drive the darkness from this chasm.\It will be thanks to all of you... response:	Mitty, you will be on the side to which the Curse is driven.
context: However, Nanachi just happened to come join us...\I regret having to use two cute, little beings such as yourselves...\But, as you two are such close friends, I'm sure this will be a success.\So you're saying... you tricked us?\Heavens no.\The result of this research will give birth to the hint needed to drive the darkness from this chasm.\It will be thanks to all of you...\Mitty, you will be on the side to which the Curse is driven. response:	Please do your best to endure it, okay?
context: I regret having to use two cute, little beings such as yourselves...\But, as you two are such close friends, I'm sure this will be a success.\So you're saying... you tricked us?\Heavens no.\The result of this research will give birth to the hint needed to drive the darkness from this chasm.\It will be thanks to all of you...\Mitty, you will be on the side to which the Curse is driven.\Please do your best to endure it, okay? response:	Mitty!
context: But, as you two are such close friends, I'm sure this will be a success.\So you're saying... you tricked us?\Heavens no.\The result of this research will give birth to the hint needed to drive the darkness from this chasm.\It will be thanks to all of you...\Mitty, you will be on the side to which the Curse is driven.\Please do your best to endure it, okay?\Mitty! response:	If you die partway through, your partner will also be hit with the Curse.
context: So you're saying... you tricked us?\Heavens no.\The result of this research will give birth to the hint needed to drive the darkness from this chasm.\It will be thanks to all of you...\Mitty, you will be on the side to which the Curse is driven.\Please do your best to endure it, okay?\Mitty!\If you die partway through, your partner will also be hit with the Curse. response:	Nanachi...
context: Heavens no.\The result of this research will give birth to the hint needed to drive the darkness from this chasm.\It will be thanks to all of you...\Mitty, you will be on the side to which the Curse is driven.\Please do your best to endure it, okay?\Mitty!\If you die partway through, your partner will also be hit with the Curse.\Nanachi... response:	Well then, let's get started.
context: The result of this research will give birth to the hint needed to drive the darkness from this chasm.\It will be thanks to all of you...\Mitty, you will be on the side to which the Curse is driven.\Please do your best to endure it, okay?\Mitty!\If you die partway through, your partner will also be hit with the Curse.\Nanachi...\Well then, let's get started. response:	Nanachi!
context: It will be thanks to all of you...\Mitty, you will be on the side to which the Curse is driven.\Please do your best to endure it, okay?\Mitty!\If you die partway through, your partner will also be hit with the Curse.\Nanachi...\Well then, let's get started.\Nanachi! response:	It's alright. It's alright...
context: Mitty, you will be on the side to which the Curse is driven.\Please do your best to endure it, okay?\Mitty!\If you die partway through, your partner will also be hit with the Curse.\Nanachi...\Well then, let's get started.\Nanachi!\It's alright. It's alright... response:	I'll endure this...
context: Please do your best to endure it, okay?\Mitty!\If you die partway through, your partner will also be hit with the Curse.\Nanachi...\Well then, let's get started.\Nanachi!\It's alright. It's alright...\I'll endure this... response:	So, if I end up not being human anymore...
context: Mitty!\If you die partway through, your partner will also be hit with the Curse.\Nanachi...\Well then, let's get started.\Nanachi!\It's alright. It's alright...\I'll endure this...\So, if I end up not being human anymore... response:	Please...
context: If you die partway through, your partner will also be hit with the Curse.\Nanachi...\Well then, let's get started.\Nanachi!\It's alright. It's alright...\I'll endure this...\So, if I end up not being human anymore...\Please... response:	let my soul return to you, Nanachi!
context: Nanachi...\Well then, let's get started.\Nanachi!\It's alright. It's alright...\I'll endure this...\So, if I end up not being human anymore...\Please...\let my soul return to you, Nanachi! response:	MITTY!
context: Well then, let's get started.\Nanachi!\It's alright. It's alright...\I'll endure this...\So, if I end up not being human anymore...\Please...\let my soul return to you, Nanachi!\MITTY! response:	NO!
context: Nanachi!\It's alright. It's alright...\I'll endure this...\So, if I end up not being human anymore...\Please...\let my soul return to you, Nanachi!\MITTY!\NO! response:	It hurts!
context: It's alright. It's alright...\I'll endure this...\So, if I end up not being human anymore...\Please...\let my soul return to you, Nanachi!\MITTY!\NO!\It hurts! response:	It hurts! It hurts so bad! God... please save us.
context: I'll endure this...\So, if I end up not being human anymore...\Please...\let my soul return to you, Nanachi!\MITTY!\NO!\It hurts!\It hurts! It hurts so bad! God... please save us. response:	Mitty! Mitty! I... finally found it.
context: So, if I end up not being human anymore...\Please...\let my soul return to you, Nanachi!\MITTY!\NO!\It hurts!\It hurts! It hurts so bad! God... please save us.\Mitty! Mitty! I... finally found it. response:	I found a treasure I hold dear...
context: Please...\let my soul return to you, Nanachi!\MITTY!\NO!\It hurts!\It hurts! It hurts so bad! God... please save us.\Mitty! Mitty! I... finally found it.\I found a treasure I hold dear... response:	Ow! Please...
context: let my soul return to you, Nanachi!\MITTY!\NO!\It hurts!\It hurts! It hurts so bad! God... please save us.\Mitty! Mitty! I... finally found it.\I found a treasure I hold dear...\Ow! Please... response:	Please don't take her away from me.
context: MITTY!\NO!\It hurts!\It hurts! It hurts so bad! God... please save us.\Mitty! Mitty! I... finally found it.\I found a treasure I hold dear...\Ow! Please...\Please don't take her away from me. response:	Kill... Kill me...
context: NO!\It hurts!\It hurts! It hurts so bad! God... please save us.\Mitty! Mitty! I... finally found it.\I found a treasure I hold dear...\Ow! Please...\Please don't take her away from me.\Kill... Kill me... response:	Kill me...
context: It hurts!\It hurts! It hurts so bad! God... please save us.\Mitty! Mitty! I... finally found it.\I found a treasure I hold dear...\Ow! Please...\Please don't take her away from me.\Kill... Kill me...\Kill me... response:	PLEASE!
context: It hurts! It hurts so bad! God... please save us.\Mitty! Mitty! I... finally found it.\I found a treasure I hold dear...\Ow! Please...\Please don't take her away from me.\Kill... Kill me...\Kill me...\PLEASE! response:	Oh...
context: Mitty! Mitty! I... finally found it.\I found a treasure I hold dear...\Ow! Please...\Please don't take her away from me.\Kill... Kill me...\Kill me...\PLEASE!\Oh... response:	My, my, how very interesting.
context: I found a treasure I hold dear...\Ow! Please...\Please don't take her away from me.\Kill... Kill me...\Kill me...\PLEASE!\Oh...\My, my, how very interesting. response:	Wonderful...
context: Ow! Please...\Please don't take her away from me.\Kill... Kill me...\Kill me...\PLEASE!\Oh...\My, my, how very interesting.\Wonderful... response:	The two of you are truly wonderful...
context: Please don't take her away from me.\Kill... Kill me...\Kill me...\PLEASE!\Oh...\My, my, how very interesting.\Wonderful...\The two of you are truly wonderful... response:	Nanachi...
context: Kill... Kill me...\Kill me...\PLEASE!\Oh...\My, my, how very interesting.\Wonderful...\The two of you are truly wonderful...\Nanachi... response:	Nanachi...
context: Kill me...\PLEASE!\Oh...\My, my, how very interesting.\Wonderful...\The two of you are truly wonderful...\Nanachi...\Nanachi... response:	Just as usual, I see you're drawing instead of helping with the research...
context: PLEASE!\Oh...\My, my, how very interesting.\Wonderful...\The two of you are truly wonderful...\Nanachi...\Nanachi...\Just as usual, I see you're drawing instead of helping with the research... response:	You sure are cute...
context: Oh...\My, my, how very interesting.\Wonderful...\The two of you are truly wonderful...\Nanachi...\Nanachi...\Just as usual, I see you're drawing instead of helping with the research...\You sure are cute... response:	Oh, right...
context: My, my, how very interesting.\Wonderful...\The two of you are truly wonderful...\Nanachi...\Nanachi...\Just as usual, I see you're drawing instead of helping with the research...\You sure are cute...\Oh, right... response:	I now understand the curse that Mitty received.
context: Wonderful...\The two of you are truly wonderful...\Nanachi...\Nanachi...\Just as usual, I see you're drawing instead of helping with the research...\You sure are cute...\Oh, right...\I now understand the curse that Mitty received. response:	It's quite a wonderful result.
context: The two of you are truly wonderful...\Nanachi...\Nanachi...\Just as usual, I see you're drawing instead of helping with the research...\You sure are cute...\Oh, right...\I now understand the curse that Mitty received.\It's quite a wonderful result. response:	For it to produce such a byproduct, the Abyss truly is astonishing.
context: Nanachi...\Nanachi...\Just as usual, I see you're drawing instead of helping with the research...\You sure are cute...\Oh, right...\I now understand the curse that Mitty received.\It's quite a wonderful result.\For it to produce such a byproduct, the Abyss truly is astonishing. response:	The Curse, which she received twofold, did not just cause the loss of her humanity...
context: Nanachi...\Just as usual, I see you're drawing instead of helping with the research...\You sure are cute...\Oh, right...\I now understand the curse that Mitty received.\It's quite a wonderful result.\For it to produce such a byproduct, the Abyss truly is astonishing.\The Curse, which she received twofold, did not just cause the loss of her humanity... response:	but also made her incapable of dying.
context: Just as usual, I see you're drawing instead of helping with the research...\You sure are cute...\Oh, right...\I now understand the curse that Mitty received.\It's quite a wonderful result.\For it to produce such a byproduct, the Abyss truly is astonishing.\The Curse, which she received twofold, did not just cause the loss of her humanity...\but also made her incapable of dying. response:	Please have a look.
context: You sure are cute...\Oh, right...\I now understand the curse that Mitty received.\It's quite a wonderful result.\For it to produce such a byproduct, the Abyss truly is astonishing.\The Curse, which she received twofold, did not just cause the loss of her humanity...\but also made her incapable of dying.\Please have a look. response:	Her limbs, which should have been mashed up, have started to grow back.
context: Oh, right...\I now understand the curse that Mitty received.\It's quite a wonderful result.\For it to produce such a byproduct, the Abyss truly is astonishing.\The Curse, which she received twofold, did not just cause the loss of her humanity...\but also made her incapable of dying.\Please have a look.\Her limbs, which should have been mashed up, have started to grow back. response:	While this is now the ninth time she's been resurrected...
context: I now understand the curse that Mitty received.\It's quite a wonderful result.\For it to produce such a byproduct, the Abyss truly is astonishing.\The Curse, which she received twofold, did not just cause the loss of her humanity...\but also made her incapable of dying.\Please have a look.\Her limbs, which should have been mashed up, have started to grow back.\While this is now the ninth time she's been resurrected... response:	the only change is that her form becomes slightly more distorted each time.
context: It's quite a wonderful result.\For it to produce such a byproduct, the Abyss truly is astonishing.\The Curse, which she received twofold, did not just cause the loss of her humanity...\but also made her incapable of dying.\Please have a look.\Her limbs, which should have been mashed up, have started to grow back.\While this is now the ninth time she's been resurrected...\the only change is that her form becomes slightly more distorted each time. response:	Mitty...
context: For it to produce such a byproduct, the Abyss truly is astonishing.\The Curse, which she received twofold, did not just cause the loss of her humanity...\but also made her incapable of dying.\Please have a look.\Her limbs, which should have been mashed up, have started to grow back.\While this is now the ninth time she's been resurrected...\the only change is that her form becomes slightly more distorted each time.\Mitty... response:	Mitty, I'm sorry for running away like this.
context: The Curse, which she received twofold, did not just cause the loss of her humanity...\but also made her incapable of dying.\Please have a look.\Her limbs, which should have been mashed up, have started to grow back.\While this is now the ninth time she's been resurrected...\the only change is that her form becomes slightly more distorted each time.\Mitty...\Mitty, I'm sorry for running away like this. response:	I won't just let him...
context: but also made her incapable of dying.\Please have a look.\Her limbs, which should have been mashed up, have started to grow back.\While this is now the ninth time she's been resurrected...\the only change is that her form becomes slightly more distorted each time.\Mitty...\Mitty, I'm sorry for running away like this.\I won't just let him... response:	keep doing as he pleases.
context: Please have a look.\Her limbs, which should have been mashed up, have started to grow back.\While this is now the ninth time she's been resurrected...\the only change is that her form becomes slightly more distorted each time.\Mitty...\Mitty, I'm sorry for running away like this.\I won't just let him...\keep doing as he pleases. response:	Look, Mitty, it's a bird.
context: Her limbs, which should have been mashed up, have started to grow back.\While this is now the ninth time she's been resurrected...\the only change is that her form becomes slightly more distorted each time.\Mitty...\Mitty, I'm sorry for running away like this.\I won't just let him...\keep doing as he pleases.\Look, Mitty, it's a bird. response:	It's the same one that was screeching back then, you know.
context: While this is now the ninth time she's been resurrected...\the only change is that her form becomes slightly more distorted each time.\Mitty...\Mitty, I'm sorry for running away like this.\I won't just let him...\keep doing as he pleases.\Look, Mitty, it's a bird.\It's the same one that was screeching back then, you know. response:	Not to your liking? Mitty...
context: the only change is that her form becomes slightly more distorted each time.\Mitty...\Mitty, I'm sorry for running away like this.\I won't just let him...\keep doing as he pleases.\Look, Mitty, it's a bird.\It's the same one that was screeching back then, you know.\Not to your liking? Mitty... response:	It's no use...
context: Mitty...\Mitty, I'm sorry for running away like this.\I won't just let him...\keep doing as he pleases.\Look, Mitty, it's a bird.\It's the same one that was screeching back then, you know.\Not to your liking? Mitty...\It's no use... response:	No matter what I try using, she just suffers.
context: Mitty, I'm sorry for running away like this.\I won't just let him...\keep doing as he pleases.\Look, Mitty, it's a bird.\It's the same one that was screeching back then, you know.\Not to your liking? Mitty...\It's no use...\No matter what I try using, she just suffers. response:	I'm sorry for forcing you to stay alive for nothing...
context: I won't just let him...\keep doing as he pleases.\Look, Mitty, it's a bird.\It's the same one that was screeching back then, you know.\Not to your liking? Mitty...\It's no use...\No matter what I try using, she just suffers.\I'm sorry for forcing you to stay alive for nothing... response:	I'll put you out of your misery now.
context: keep doing as he pleases.\Look, Mitty, it's a bird.\It's the same one that was screeching back then, you know.\Not to your liking? Mitty...\It's no use...\No matter what I try using, she just suffers.\I'm sorry for forcing you to stay alive for nothing...\I'll put you out of your misery now. response:	I'll search for it...
context: Look, Mitty, it's a bird.\It's the same one that was screeching back then, you know.\Not to your liking? Mitty...\It's no use...\No matter what I try using, she just suffers.\I'm sorry for forcing you to stay alive for nothing...\I'll put you out of your misery now.\I'll search for it... response:	A way to kill Mitty without making her suffer.
context: It's the same one that was screeching back then, you know.\Not to your liking? Mitty...\It's no use...\No matter what I try using, she just suffers.\I'm sorry for forcing you to stay alive for nothing...\I'll put you out of your misery now.\I'll search for it...\A way to kill Mitty without making her suffer. response:	There must be one somewhere out there...
context: Not to your liking? Mitty...\It's no use...\No matter what I try using, she just suffers.\I'm sorry for forcing you to stay alive for nothing...\I'll put you out of your misery now.\I'll search for it...\A way to kill Mitty without making her suffer.\There must be one somewhere out there... response:	Somewhere...
context: It's no use...\No matter what I try using, she just suffers.\I'm sorry for forcing you to stay alive for nothing...\I'll put you out of your misery now.\I'll search for it...\A way to kill Mitty without making her suffer.\There must be one somewhere out there...\Somewhere... response:	Sparagmos.
context: No matter what I try using, she just suffers.\I'm sorry for forcing you to stay alive for nothing...\I'll put you out of your misery now.\I'll search for it...\A way to kill Mitty without making her suffer.\There must be one somewhere out there...\Somewhere...\Sparagmos. response:	The light that returns to the cardinal point.
context: I'm sorry for forcing you to stay alive for nothing...\I'll put you out of your misery now.\I'll search for it...\A way to kill Mitty without making her suffer.\There must be one somewhere out there...\Somewhere...\Sparagmos.\The light that returns to the cardinal point. response:	There was a certain Relic that he called that.
context: I'll put you out of your misery now.\I'll search for it...\A way to kill Mitty without making her suffer.\There must be one somewhere out there...\Somewhere...\Sparagmos.\The light that returns to the cardinal point.\There was a certain Relic that he called that. response:	One of Mitty's eyes was squashed by it, and that's the only part of her that doesn't regenerate.
context: I'll search for it...\A way to kill Mitty without making her suffer.\There must be one somewhere out there...\Somewhere...\Sparagmos.\The light that returns to the cardinal point.\There was a certain Relic that he called that.\One of Mitty's eyes was squashed by it, and that's the only part of her that doesn't regenerate. response:	Any spot it hits disappears as if it's completely come undone.
