context: In those hectic days when we barely had time to sleep, response:	I had not realized the flaw in my plan.
context: I have no idea how Stella really feels at all.\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH.\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH. How are you, Reira? Are you getting enough rest in London?\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH.\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH. Right now, I'm recording at a training camp deep in the mountains up north.\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH.\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.)\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) The recording is coming along well, response:	THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) but we're forced to run in the morning and do the cleaning.
context: IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH.\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH. How are you, Reira? Are you getting enough rest in London?\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH.\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH. Right now, I'm recording at a training camp deep in the mountains up north.\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH.\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.)\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) The recording is coming along well,\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) but we're forced to run in the morning and do the cleaning. response:	THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.)
context: IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH. How are you, Reira? Are you getting enough rest in London?\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH.\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH. Right now, I'm recording at a training camp deep in the mountains up north.\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH.\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.)\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) The recording is coming along well,\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) but we're forced to run in the morning and do the cleaning.\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) response:	THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) What's that all about?
context: IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH.\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH. Right now, I'm recording at a training camp deep in the mountains up north.\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH.\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.)\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) The recording is coming along well,\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) but we're forced to run in the morning and do the cleaning.\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.)\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) What's that all about? response:	BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT.
context: IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH. Right now, I'm recording at a training camp deep in the mountains up north.\IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH.\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.)\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) The recording is coming along well,\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) but we're forced to run in the morning and do the cleaning.\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.)\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) What's that all about?\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. response:	BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. But in these five days, perhaps because of this healthy lifestyle,
context: IT'S ME, SHIN. HOW ARE YOU, REIRA? ARE YOU GETTING ENOUGH REST IN LONDON? RIGHT NOW, I'M RECORDING AT A TRAINING CAMP (WHAT THE HELL?) DEEP IN THE MOUNTAINS UP NORTH.\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.)\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) The recording is coming along well,\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) but we're forced to run in the morning and do the cleaning.\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.)\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) What's that all about?\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT.\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. But in these five days, perhaps because of this healthy lifestyle, response:	BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT.
context: THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.)\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) The recording is coming along well,\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) but we're forced to run in the morning and do the cleaning.\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.)\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) What's that all about?\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT.\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. But in these five days, perhaps because of this healthy lifestyle,\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. response:	BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. I think I've grown a little taller. Maybe I'm just imagining it.
context: THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) The recording is coming along well,\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) but we're forced to run in the morning and do the cleaning.\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.)\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) What's that all about?\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT.\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. But in these five days, perhaps because of this healthy lifestyle,\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT.\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. I think I've grown a little taller. Maybe I'm just imagining it. response:	It's salty!
context: THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) but we're forced to run in the morning and do the cleaning.\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.)\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) What's that all about?\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT.\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. But in these five days, perhaps because of this healthy lifestyle,\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT.\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. I think I've grown a little taller. Maybe I'm just imagining it.\It's salty! response:	Huh?
context: THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.)\THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) What's that all about?\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT.\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. But in these five days, perhaps because of this healthy lifestyle,\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT.\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. I think I've grown a little taller. Maybe I'm just imagining it.\It's salty!\Huh? response:	You're the one who said you wanted miso soup!
context: THE RECORDING IS COMING ALONG WELL, BUT WE'RE FORCED TO RUN IN THE MORNING AND DO THE CLEANING. WHAT'S THAT ALL ABOUT? (YOU SHOULD SEE YASU IN HIS SWEAT SUIT.) What's that all about?\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT.\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. But in these five days, perhaps because of this healthy lifestyle,\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT.\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. I think I've grown a little taller. Maybe I'm just imagining it.\It's salty!\Huh?\You're the one who said you wanted miso soup! response:	Stop complaining and eat it!
context: BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT.\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. But in these five days, perhaps because of this healthy lifestyle,\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT.\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. I think I've grown a little taller. Maybe I'm just imagining it.\It's salty!\Huh?\You're the one who said you wanted miso soup!\Stop complaining and eat it! response:	Why is everything you cook always so salty?
context: BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. But in these five days, perhaps because of this healthy lifestyle,\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT.\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. I think I've grown a little taller. Maybe I'm just imagining it.\It's salty!\Huh?\You're the one who said you wanted miso soup!\Stop complaining and eat it!\Why is everything you cook always so salty? response:	Misato should've come along to this camp.
context: BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT.\BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. I think I've grown a little taller. Maybe I'm just imagining it.\It's salty!\Huh?\You're the one who said you wanted miso soup!\Stop complaining and eat it!\Why is everything you cook always so salty?\Misato should've come along to this camp. response:	Then she could've cooked for us.
context: BUT IN THESE FIVE DAYS, PERHAPS BECAUSE OF THIS HEALTHY LIFESTYLE, I THINK I'VE GROWN A LITTLE TALLER. MAYBE I'M JUST IMAGINING IT. I think I've grown a little taller. Maybe I'm just imagining it.\It's salty!\Huh?\You're the one who said you wanted miso soup!\Stop complaining and eat it!\Why is everything you cook always so salty?\Misato should've come along to this camp.\Then she could've cooked for us. response:	No, we couldn't do that.
context: It's salty!\Huh?\You're the one who said you wanted miso soup!\Stop complaining and eat it!\Why is everything you cook always so salty?\Misato should've come along to this camp.\Then she could've cooked for us.\No, we couldn't do that. response:	She should quit school and become our manager.
context: Huh?\You're the one who said you wanted miso soup!\Stop complaining and eat it!\Why is everything you cook always so salty?\Misato should've come along to this camp.\Then she could've cooked for us.\No, we couldn't do that.\She should quit school and become our manager. response:	- Great idea! - She's very considerate.
context: You're the one who said you wanted miso soup!\Stop complaining and eat it!\Why is everything you cook always so salty?\Misato should've come along to this camp.\Then she could've cooked for us.\No, we couldn't do that.\She should quit school and become our manager.\- Great idea! - She's very considerate. response:	That's true. In any case, I wanted a cute girl for a manager.
context: Stop complaining and eat it!\Why is everything you cook always so salty?\Misato should've come along to this camp.\Then she could've cooked for us.\No, we couldn't do that.\She should quit school and become our manager.\- Great idea! - She's very considerate.\That's true. In any case, I wanted a cute girl for a manager. response:	Yasu!
context: Why is everything you cook always so salty?\Misato should've come along to this camp.\Then she could've cooked for us.\No, we couldn't do that.\She should quit school and become our manager.\- Great idea! - She's very considerate.\That's true. In any case, I wanted a cute girl for a manager.\Yasu! response:	Are you not satisfied with me?
context: Misato should've come along to this camp.\Then she could've cooked for us.\No, we couldn't do that.\She should quit school and become our manager.\- Great idea! - She's very considerate.\That's true. In any case, I wanted a cute girl for a manager.\Yasu!\Are you not satisfied with me? response:	GINPEl MOROBOSHI (28) MANAGER Are you not satisfied with me?
context: Then she could've cooked for us.\No, we couldn't do that.\She should quit school and become our manager.\- Great idea! - She's very considerate.\That's true. In any case, I wanted a cute girl for a manager.\Yasu!\Are you not satisfied with me?\GINPEl MOROBOSHI (28) MANAGER Are you not satisfied with me? response:	- Not satisfied at all. - Not satisfied at all.
context: No, we couldn't do that.\She should quit school and become our manager.\- Great idea! - She's very considerate.\That's true. In any case, I wanted a cute girl for a manager.\Yasu!\Are you not satisfied with me?\GINPEl MOROBOSHI (28) MANAGER Are you not satisfied with me?\- Not satisfied at all. - Not satisfied at all. response:	What was that?!
context: She should quit school and become our manager.\- Great idea! - She's very considerate.\That's true. In any case, I wanted a cute girl for a manager.\Yasu!\Are you not satisfied with me?\GINPEl MOROBOSHI (28) MANAGER Are you not satisfied with me?\- Not satisfied at all. - Not satisfied at all.\What was that?! response:	Ginpei! You're a man, so talk like one!
context: - Great idea! - She's very considerate.\That's true. In any case, I wanted a cute girl for a manager.\Yasu!\Are you not satisfied with me?\GINPEl MOROBOSHI (28) MANAGER Are you not satisfied with me?\- Not satisfied at all. - Not satisfied at all.\What was that?!\Ginpei! You're a man, so talk like one! response:	And we don't need two baldies!
context: That's true. In any case, I wanted a cute girl for a manager.\Yasu!\Are you not satisfied with me?\GINPEl MOROBOSHI (28) MANAGER Are you not satisfied with me?\- Not satisfied at all. - Not satisfied at all.\What was that?!\Ginpei! You're a man, so talk like one!\And we don't need two baldies! response:	Who are you to talk?! You're a girl, so talk like one!
context: Yasu!\Are you not satisfied with me?\GINPEl MOROBOSHI (28) MANAGER Are you not satisfied with me?\- Not satisfied at all. - Not satisfied at all.\What was that?!\Ginpei! You're a man, so talk like one!\And we don't need two baldies!\Who are you to talk?! You're a girl, so talk like one! response:	And my head's not bald, it's just shaved!
context: Are you not satisfied with me?\GINPEl MOROBOSHI (28) MANAGER Are you not satisfied with me?\- Not satisfied at all. - Not satisfied at all.\What was that?!\Ginpei! You're a man, so talk like one!\And we don't need two baldies!\Who are you to talk?! You're a girl, so talk like one!\And my head's not bald, it's just shaved! response:	Well, I'm not naturally bald either...
context: GINPEl MOROBOSHI (28) MANAGER Are you not satisfied with me?\- Not satisfied at all. - Not satisfied at all.\What was that?!\Ginpei! You're a man, so talk like one!\And we don't need two baldies!\Who are you to talk?! You're a girl, so talk like one!\And my head's not bald, it's just shaved!\Well, I'm not naturally bald either... response:	Oh! Smells good in here.
context: - Not satisfied at all. - Not satisfied at all.\What was that?!\Ginpei! You're a man, so talk like one!\And we don't need two baldies!\Who are you to talk?! You're a girl, so talk like one!\And my head's not bald, it's just shaved!\Well, I'm not naturally bald either...\Oh! Smells good in here. response:	Ah, Matsuo! If you haven't eaten, would you care to join us?
context: What was that?!\Ginpei! You're a man, so talk like one!\And we don't need two baldies!\Who are you to talk?! You're a girl, so talk like one!\And my head's not bald, it's just shaved!\Well, I'm not naturally bald either...\Oh! Smells good in here.\Ah, Matsuo! If you haven't eaten, would you care to join us? response:	- I'll pass. - Eat it.
context: Ginpei! You're a man, so talk like one!\And we don't need two baldies!\Who are you to talk?! You're a girl, so talk like one!\And my head's not bald, it's just shaved!\Well, I'm not naturally bald either...\Oh! Smells good in here.\Ah, Matsuo! If you haven't eaten, would you care to join us?\- I'll pass. - Eat it. response:	I've decided to eat with the staff when it's Nana's turn to cook.
